sl_100_86400_20250304 Coordinates.csv
2025/03/04 07:47:00.0000 UTC

Generated: Tue Oct  8 16:22:25 2024,
Start: 2025/03/04 07:47:00.00, Stop: 2025/03/05 07:47:00.00,
TIME_UNITS,STARLINK-2717 - X-Coordinate,STARLINK-5262 - X-Coordinate,STARLINK-6341 - X-Coordinate,STARLINK-3571 - X-Coordinate,STARLINK-3772 - X-Coordinate,STARLINK-2583 - X-Coordinate,STARLINK-2003 - X-Coordinate,STARLINK-31467 - X-Coordinate,STARLINK-4692 - X-Coordinate,STARLINK-32177 - X-Coordinate,STARLINK-32367 - X-Coordinate,STARLINK-31375 - X-Coordinate,STARLINK-4565 - X-Coordinate,STARLINK-30432 - X-Coordinate,STARLINK-2740 - X-Coordinate,STARLINK-5311 - X-Coordinate,STARLINK-31684 - X-Coordinate,STARLINK-3779 - X-Coordinate,STARLINK-5068 - X-Coordinate,STARLINK-2622 - X-Coordinate,STARLINK-6311 - X-Coordinate,STARLINK-30043 - X-Coordinate,STARLINK-2084 - X-Coordinate,STARLINK-4510 - X-Coordinate,STARLINK-30410 - X-Coordinate,STARLINK-31380 - X-Coordinate,STARLINK-2128 - X-Coordinate,STARLINK-6303 - X-Coordinate,STARLINK-5941 - X-Coordinate,STARLINK-31066 - X-Coordinate,STARLINK-1395 - X-Coordinate,STARLINK-5745 - X-Coordinate,STARLINK-32158 - X-Coordinate,STARLINK-31797 - X-Coordinate,STARLINK-1610 - X-Coordinate,STARLINK-31508 - X-Coordinate,STARLINK-4727 - X-Coordinate,STARLINK-5897 - X-Coordinate,STARLINK-31060 - X-Coordinate,STARLINK-1710 - X-Coordinate,STARLINK-6089 - X-Coordinate,STARLINK-31491 - X-Coordinate,STARLINK-30477 - X-Coordinate,STARLINK-6068 - X-Coordinate,STARLINK-1458 - X-Coordinate,STARLINK-1899 - X-Coordinate,STARLINK-5942 - X-Coordinate,STARLINK-31512 - X-Coordinate,STARLINK-4569 - X-Coordinate,STARLINK-3988 - X-Coordinate,STARLINK-5032 - X-Coordinate,STARLINK-3516 - X-Coordinate,STARLINK-3285 - X-Coordinate,STARLINK-3759 - X-Coordinate,STARLINK-1246 - X-Coordinate,STARLINK-4147 - X-Coordinate,STARLINK-3933 - X-Coordinate,STARLINK-4557 - X-Coordinate,STARLINK-1894 - X-Coordinate,STARLINK-2363 - X-Coordinate,STARLINK-31172 - X-Coordinate,STARLINK-32360 - X-Coordinate,STARLINK-3391 - X-Coordinate,STARLINK-2326 - X-Coordinate,STARLINK-2143 - X-Coordinate,STARLINK-1837 - X-Coordinate,STARLINK-31339 - X-Coordinate,STARLINK-5477 - X-Coordinate,STARLINK-11281 [DTC] - X-Coordinate,STARLINK-11072 [DTC] - X-Coordinate,STARLINK-11142 [DTC] - X-Coordinate,STARLINK-5761 - X-Coordinate,STARLINK-5641 - X-Coordinate,STARLINK-6308 - X-Coordinate,STARLINK-2113 - X-Coordinate,STARLINK-5781 - X-Coordinate,STARLINK-5854 - X-Coordinate,STARLINK-4766 - X-Coordinate,STARLINK-11260 [DTC] - X-Coordinate,STARLINK-31584 - X-Coordinate,STARLINK-5260 - X-Coordinate,STARLINK-1265 - X-Coordinate,STARLINK-2105 - X-Coordinate,STARLINK-2280 - X-Coordinate,STARLINK-2479 - X-Coordinate,STARLINK-3713 - X-Coordinate,STARLINK-2163 - X-Coordinate,STARLINK-4575 - X-Coordinate,STARLINK-4730 - X-Coordinate,STARLINK-32012 - X-Coordinate,STARLINK-6326 - X-Coordinate,STARLINK-4438 - X-Coordinate,STARLINK-30286 - X-Coordinate,STARLINK-6370 - X-Coordinate,STARLINK-5266 - X-Coordinate,STARLINK-5609 - X-Coordinate,STARLINK-1554 - X-Coordinate,STARLINK-4681 - X-Coordinate,STARLINK-1417 - X-Coordinate,STARLINK-11228 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2717 - Y-Coordinate,STARLINK-5262 - Y-Coordinate,STARLINK-6341 - Y-Coordinate,STARLINK-3571 - Y-Coordinate,STARLINK-3772 - Y-Coordinate,STARLINK-2583 - Y-Coordinate,STARLINK-2003 - Y-Coordinate,STARLINK-31467 - Y-Coordinate,STARLINK-4692 - Y-Coordinate,STARLINK-32177 - Y-Coordinate,STARLINK-32367 - Y-Coordinate,STARLINK-31375 - Y-Coordinate,STARLINK-4565 - Y-Coordinate,STARLINK-30432 - Y-Coordinate,STARLINK-2740 - Y-Coordinate,STARLINK-5311 - Y-Coordinate,STARLINK-31684 - Y-Coordinate,STARLINK-3779 - Y-Coordinate,STARLINK-5068 - Y-Coordinate,STARLINK-2622 - Y-Coordinate,STARLINK-6311 - Y-Coordinate,STARLINK-30043 - Y-Coordinate,STARLINK-2084 - Y-Coordinate,STARLINK-4510 - Y-Coordinate,STARLINK-30410 - Y-Coordinate,STARLINK-31380 - Y-Coordinate,STARLINK-2128 - Y-Coordinate,STARLINK-6303 - Y-Coordinate,STARLINK-5941 - Y-Coordinate,STARLINK-31066 - Y-Coordinate,STARLINK-1395 - Y-Coordinate,STARLINK-5745 - Y-Coordinate,STARLINK-32158 - Y-Coordinate,STARLINK-31797 - Y-Coordinate,STARLINK-1610 - Y-Coordinate,STARLINK-31508 - Y-Coordinate,STARLINK-4727 - Y-Coordinate,STARLINK-5897 - Y-Coordinate,STARLINK-31060 - Y-Coordinate,STARLINK-1710 - Y-Coordinate,STARLINK-6089 - Y-Coordinate,STARLINK-31491 - Y-Coordinate,STARLINK-30477 - Y-Coordinate,STARLINK-6068 - Y-Coordinate,STARLINK-1458 - Y-Coordinate,STARLINK-1899 - Y-Coordinate,STARLINK-5942 - Y-Coordinate,STARLINK-31512 - Y-Coordinate,STARLINK-4569 - Y-Coordinate,STARLINK-3988 - Y-Coordinate,STARLINK-5032 - Y-Coordinate,STARLINK-3516 - Y-Coordinate,STARLINK-3285 - Y-Coordinate,STARLINK-3759 - Y-Coordinate,STARLINK-1246 - Y-Coordinate,STARLINK-4147 - Y-Coordinate,STARLINK-3933 - Y-Coordinate,STARLINK-4557 - Y-Coordinate,STARLINK-1894 - Y-Coordinate,STARLINK-2363 - Y-Coordinate,STARLINK-31172 - Y-Coordinate,STARLINK-32360 - Y-Coordinate,STARLINK-3391 - Y-Coordinate,STARLINK-2326 - Y-Coordinate,STARLINK-2143 - Y-Coordinate,STARLINK-1837 - Y-Coordinate,STARLINK-31339 - Y-Coordinate,STARLINK-5477 - Y-Coordinate,STARLINK-11281 [DTC] - Y-Coordinate,STARLINK-11072 [DTC] - Y-Coordinate,STARLINK-11142 [DTC] - Y-Coordinate,STARLINK-5761 - Y-Coordinate,STARLINK-5641 - Y-Coordinate,STARLINK-6308 - Y-Coordinate,STARLINK-2113 - Y-Coordinate,STARLINK-5781 - Y-Coordinate,STARLINK-5854 - Y-Coordinate,STARLINK-4766 - Y-Coordinate,STARLINK-11260 [DTC] - Y-Coordinate,STARLINK-31584 - Y-Coordinate,STARLINK-5260 - Y-Coordinate,STARLINK-1265 - Y-Coordinate,STARLINK-2105 - Y-Coordinate,STARLINK-2280 - Y-Coordinate,STARLINK-2479 - Y-Coordinate,STARLINK-3713 - Y-Coordinate,STARLINK-2163 - Y-Coordinate,STARLINK-4575 - Y-Coordinate,STARLINK-4730 - Y-Coordinate,STARLINK-32012 - Y-Coordinate,STARLINK-6326 - Y-Coordinate,STARLINK-4438 - Y-Coordinate,STARLINK-30286 - Y-Coordinate,STARLINK-6370 - Y-Coordinate,STARLINK-5266 - Y-Coordinate,STARLINK-5609 - Y-Coordinate,STARLINK-1554 - Y-Coordinate,STARLINK-4681 - Y-Coordinate,STARLINK-1417 - Y-Coordinate,STARLINK-11228 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2717 - Z-Coordinate,STARLINK-5262 - Z-Coordinate,STARLINK-6341 - Z-Coordinate,STARLINK-3571 - Z-Coordinate,STARLINK-3772 - Z-Coordinate,STARLINK-2583 - Z-Coordinate,STARLINK-2003 - Z-Coordinate,STARLINK-31467 - Z-Coordinate,STARLINK-4692 - Z-Coordinate,STARLINK-32177 - Z-Coordinate,STARLINK-32367 - Z-Coordinate,STARLINK-31375 - Z-Coordinate,STARLINK-4565 - Z-Coordinate,STARLINK-30432 - Z-Coordinate,STARLINK-2740 - Z-Coordinate,STARLINK-5311 - Z-Coordinate,STARLINK-31684 - Z-Coordinate,STARLINK-3779 - Z-Coordinate,STARLINK-5068 - Z-Coordinate,STARLINK-2622 - Z-Coordinate,STARLINK-6311 - Z-Coordinate,STARLINK-30043 - Z-Coordinate,STARLINK-2084 - Z-Coordinate,STARLINK-4510 - Z-Coordinate,STARLINK-30410 - Z-Coordinate,STARLINK-31380 - Z-Coordinate,STARLINK-2128 - Z-Coordinate,STARLINK-6303 - Z-Coordinate,STARLINK-5941 - Z-Coordinate,STARLINK-31066 - Z-Coordinate,STARLINK-1395 - Z-Coordinate,STARLINK-5745 - Z-Coordinate,STARLINK-32158 - Z-Coordinate,STARLINK-31797 - Z-Coordinate,STARLINK-1610 - Z-Coordinate,STARLINK-31508 - Z-Coordinate,STARLINK-4727 - Z-Coordinate,STARLINK-5897 - Z-Coordinate,STARLINK-31060 - Z-Coordinate,STARLINK-1710 - Z-Coordinate,STARLINK-6089 - Z-Coordinate,STARLINK-31491 - Z-Coordinate,STARLINK-30477 - Z-Coordinate,STARLINK-6068 - Z-Coordinate,STARLINK-1458 - Z-Coordinate,STARLINK-1899 - Z-Coordinate,STARLINK-5942 - Z-Coordinate,STARLINK-31512 - Z-Coordinate,STARLINK-4569 - Z-Coordinate,STARLINK-3988 - Z-Coordinate,STARLINK-5032 - Z-Coordinate,STARLINK-3516 - Z-Coordinate,STARLINK-3285 - Z-Coordinate,STARLINK-3759 - Z-Coordinate,STARLINK-1246 - Z-Coordinate,STARLINK-4147 - Z-Coordinate,STARLINK-3933 - Z-Coordinate,STARLINK-4557 - Z-Coordinate,STARLINK-1894 - Z-Coordinate,STARLINK-2363 - Z-Coordinate,STARLINK-31172 - Z-Coordinate,STARLINK-32360 - Z-Coordinate,STARLINK-3391 - Z-Coordinate,STARLINK-2326 - Z-Coordinate,STARLINK-2143 - Z-Coordinate,STARLINK-1837 - Z-Coordinate,STARLINK-31339 - Z-Coordinate,STARLINK-5477 - Z-Coordinate,STARLINK-11281 [DTC] - Z-Coordinate,STARLINK-11072 [DTC] - Z-Coordinate,STARLINK-11142 [DTC] - Z-Coordinate,STARLINK-5761 - Z-Coordinate,STARLINK-5641 - Z-Coordinate,STARLINK-6308 - Z-Coordinate,STARLINK-2113 - Z-Coordinate,STARLINK-5781 - Z-Coordinate,STARLINK-5854 - Z-Coordinate,STARLINK-4766 - Z-Coordinate,STARLINK-11260 [DTC] - Z-Coordinate,STARLINK-31584 - Z-Coordinate,STARLINK-5260 - Z-Coordinate,STARLINK-1265 - Z-Coordinate,STARLINK-2105 - Z-Coordinate,STARLINK-2280 - Z-Coordinate,STARLINK-2479 - Z-Coordinate,STARLINK-3713 - Z-Coordinate,STARLINK-2163 - Z-Coordinate,STARLINK-4575 - Z-Coordinate,STARLINK-4730 - Z-Coordinate,STARLINK-32012 - Z-Coordinate,STARLINK-6326 - Z-Coordinate,STARLINK-4438 - Z-Coordinate,STARLINK-30286 - Z-Coordinate,STARLINK-6370 - Z-Coordinate,STARLINK-5266 - Z-Coordinate,STARLINK-5609 - Z-Coordinate,STARLINK-1554 - Z-Coordinate,STARLINK-4681 - Z-Coordinate,STARLINK-1417 - Z-Coordinate,STARLINK-11228 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4171.7057,-4823.5014,-2268.8888,-5951.1508,5526.8766,372.3312,1114.0529,-4653.4862,-3392.2222,-3305.2580,-2129.4399,0.0000,-3891.6625,-2836.7500,5980.3412,4014.9859,4346.4930,-2973.0575,5043.6992,-3424.9572,-70.0067,-6354.5132,-3864.9013,4676.7654,1857.1096,1201.5585,-4169.7227,-4840.7990,556.7687,-6678.4362,6920.5387,-4113.6493,-5127.2728,4571.2396,-3444.5468,4598.9870,4189.6950,1017.7033,2333.0840,1421.9315,-2967.5798,3071.3562,-1856.5600,-208.3696,2515.5123,0.0000,-5741.8254,-6742.2519,6171.9733,-697.8030,-2798.1722,2371.0753,1186.2496,5539.4386,4403.2752,1340.2135,-2986.1828,1803.1407,3597.4920,-6475.0681,-6582.9748,0.0000,-2367.7867,2767.0233,-6772.4423,-4215.3538,4626.5831,2569.7309,6093.5816,-4078.8874,-6543.7958,-3482.0952,1401.9034,-5662.4714,-6295.1799,-1082.8088,1811.5440,-1892.2162,2939.9754,-2047.0055,-5154.3300,3872.8746,6176.8173,-217.4759,-2410.3697,5558.3942,1210.5628,5992.3622,-2542.8597,1011.6827,2579.6969,1327.0058,-663.3542,-6486.3783,5481.0551,-4790.6281,243.0758,6634.0845,2798.1084,-5922.6374,186194.7391,175219.1283,168473.8897,173781.2238,166737.4271,169947.6069,174422.0253,173712.4111,117954879.1292,117952741.8682,117959117.2386,117945280.8407,173402.4684,117944893.8108,-5284.3080,-2969.4966,5732.4128,-3171.9531,-912.5930,-5344.8849,-4456.9427,2729.2884,3715.1001,-2520.6584,-4957.8521,0.0000,3305.2179,-4221.1910,-3388.5291,4097.0855,-3907.1753,6001.0493,-3151.1820,2354.9768,-5287.9873,2110.3267,3628.2842,-2622.1786,-5346.6462,-5246.2615,-4592.3145,1893.7777,5152.3794,498.2585,152.8957,3005.1822,4481.0596,-2664.2195,-2497.8432,-3784.9883,-3894.4381,-5032.2949,-5358.1554,6296.2688,5548.9292,-5514.2544,6601.5539,6447.7093,-4179.4036,0.0000,1624.0004,864.6962,-3103.2879,-4291.1357,-4860.0162,-6214.5554,-4301.8201,-4019.6882,-2727.1399,5410.1035,6121.3453,3943.7174,-4507.6756,2365.1763,123.5852,0.0000,6024.5489,-5807.2929,-1146.5056,-1553.7095,2859.2570,3685.2502,-2452.9480,-2174.4391,-1200.4670,-5732.9320,-6305.8019,0.2972,-2878.5469,-5420.2371,1602.8904,6228.7940,3306.6528,-6428.9698,-4641.4492,1664.8632,398.7646,4536.9470,3962.0977,138.9140,5084.5255,2253.4018,-3267.2354,5691.0485,-4054.6532,-1687.8712,-5182.6073,1095.1820,3906.6925,-1905.9673,5503.2354,564.5713,-3767.0156,2705.4513,301836.9276,285622.0631,302059.6779,304240.1763,299905.9171,301727.2614,294469.4801,298116.8019,-21436491.9343,-21416443.4793,-21418714.3439,-21432475.6628,298842.5293,-21423374.9626,1528.5704,3962.9697,3205.6948,1533.9351,4047.5868,4370.8014,-5181.5463,-4174.7093,-4753.5029,5473.0883,4070.7186,0.0000,4658.2038,4706.8437,-824.4995,4033.5432,-3518.6391,1732.1449,-3606.3926,5522.8250,4476.2855,-1816.3635,4442.0495,4355.8325,-3848.6865,-4227.4943,-3078.4669,-4596.2128,4600.0358,-1807.1260,183.9367,4697.5935,-272.7411,4291.5308,5444.6372,-3330.6120,3883.8021,4675.7384,-3477.6515,2496.9840,-2922.2682,2658.4991,-1020.7563,-2612.7439,-4918.1362,0.0000,3528.7240,559.1881,-690.9137,5368.3320,4043.4337,-1891.2689,5277.7651,988.2196,-4601.2329,-4103.8403,-1199.9743,5376.7058,-3796.3962,582.7869,37.3770,0.0000,-2443.5942,2520.6462,-883.4299,5230.4701,-4154.5578,5293.3368,-1209.6614,-4897.1676,-1050.8972,1760.1659,2518.4101,-4010.4794,160.9874,-4196.3090,-6523.3477,-2345.7125,5017.2079,-1032.8077,-429.5504,5478.0942,-3102.3516,-5214.2618,-5146.8980,4104.0564,-4544.9407,2606.2594,5533.8644,3662.9545,-5037.6689,6592.5652,-4568.4562,-2201.4235,-1745.2247,4625.7873,4169.4803,-1889.9845,-5088.9929,-1745.9578,124572.0732,122472.6566,119117.5738,126931.4860,124828.8149,114114.5073,114469.8818,119301.9491,57743893.6271,57746248.2836,57729111.9746,57721831.3944,120874.8854,57731826.3557,
3600.000,-2554.3039,4001.3148,2364.4544,4848.8164,-6189.1222,1785.8503,1642.3411,753.1959,-926.6590,6049.8968,4224.6729,0.0000,-343.2238,5737.9562,-3410.0294,-4985.4254,71.0331,71.4377,-1247.7848,1096.7949,3447.8187,3630.7995,-373.0161,-4593.4586,-30.2933,940.5502,5691.8228,2386.3579,-4108.8199,4486.0552,-5563.0870,1887.2396,2538.0265,-789.1934,6188.5454,-273.2598,-72.7018,1698.8039,-517.8225,-2952.8151,942.7262,-1508.3864,-933.2850,-867.1345,1837.5868,0.0000,2797.1261,4437.1565,-4437.4147,4574.2727,4066.5310,-773.6498,3167.3306,-3875.3384,-414.2381,-3606.1437,1218.6933,-5030.3093,-2552.3688,4826.6809,3729.5994,0.0000,-714.0534,523.4366,5136.6196,6407.2676,-3841.4910,-2447.5106,-2170.0703,6659.9632,5446.0193,4679.0741,1875.8444,3760.5607,5527.9334,4203.6445,-4520.7770,-1003.9167,-6448.3399,4140.9774,4235.4856,-4838.2687,-3571.7112,-3891.3158,421.5558,-6648.5030,-3812.0892,-6643.8237,5740.9728,-3559.0739,-3160.9654,-5856.1337,4367.8463,3959.0497,-3636.7804,6304.3374,-3315.9564,-6378.6080,1538.8703,1975.8669,105383.6770,97919.1445,89140.8294,94147.0365,86328.8974,89057.8380,94270.5869,92752.7349,119522693.4305,119517362.2037,119523542.5515,119518994.2986,93271.2010,119512837.4608,5756.3010,-1107.1586,-6307.5398,317.9081,3088.9522,6661.3620,6362.6472,-5313.9904,-4296.6647,-485.0234,383.7340,0.0000,-4341.0119,1533.5558,3985.7729,-4920.1270,5057.0592,-4769.2042,2419.9848,-5691.9441,5659.3100,-3952.6255,-4254.5942,5143.6674,6818.9345,6775.3285,3749.0861,-5126.4015,-5026.2074,-2948.9346,1474.1362,-6002.2869,-4809.2469,5421.0353,-117.1145,5011.8535,4147.4910,1668.7722,6669.2551,-5992.7930,-6840.7406,6399.2769,-5569.8304,-3301.1233,4136.7194,0.0000,-4249.5975,-3338.5862,247.7528,2281.9190,875.3668,6396.3956,3791.3585,4706.1860,4303.3013,-5901.5776,-6048.0911,-1008.3783,6400.6366,-3434.8415,-2701.9661,0.0000,-4402.6392,4393.6736,-947.1892,-1172.9531,1695.9084,841.8901,3753.9418,-431.5800,-1148.5120,2665.3483,4817.7962,-3576.8226,679.6942,5344.2731,1897.6287,-4387.9395,-1436.5934,4586.7578,3450.9890,2467.6425,2323.6499,-2926.3944,-6587.1068,1905.0144,-5714.0406,-800.8722,736.9059,-2065.3183,6166.0352,1745.6340,3521.1580,-3443.8992,-1712.0901,-1366.3763,-2573.0866,1002.3589,4438.2759,-3812.3307,340099.8810,318293.8729,336794.5315,337244.0191,333054.7737,335063.5078,328898.2194,332672.4388,9899680.8691,9917819.1205,9923120.9962,9909286.9194,332316.5674,9913739.2372,2827.6057,-5537.0362,1700.5445,-4926.5876,-56.2094,-584.7882,2164.0832,4196.8659,5333.6442,-3245.6193,-5273.8571,0.0000,-5378.9410,-3588.4473,4510.0059,422.3520,4565.9620,-5015.6590,6382.9448,-3784.3734,-2051.7451,4385.4225,-5451.0004,-522.1721,-553.7388,5.8766,-1211.0980,4005.7664,-2449.7296,4382.4771,3845.4761,-2926.6336,-4112.1434,-4063.1412,-3096.5427,4612.6203,-5541.0489,-6537.0601,-1216.1835,1816.7061,-635.8123,1925.5244,4013.1986,6049.0250,5230.5174,0.0000,-4720.0192,-3964.1099,5322.0272,-4661.7711,-5532.1948,-2508.6148,-4848.1330,3260.7881,5400.8539,110.7607,-3124.1015,-4641.0775,-381.6185,3567.9078,4694.6370,0.0000,5278.5733,-5313.4148,4538.9522,-2290.3663,5392.1914,-6457.3576,5068.9021,865.8194,-3795.0539,-4376.2118,-4627.6914,4592.1551,-4116.3796,1358.7236,4920.2233,5244.7748,-1105.0495,-2900.6889,-4306.2578,-4292.6881,5445.8140,4896.9276,2084.0698,-140.7679,849.4222,1741.9977,-3796.3807,-5479.0415,654.2403,-3300.1180,4070.8783,4526.2600,5657.0569,-2549.0305,-5498.4060,-2488.7598,5070.6627,5186.0902,126218.6649,123811.7276,121470.2964,126600.1512,127817.3972,117940.3719,114071.1042,123973.5325,57761678.0618,57769361.5771,57754373.3774,57740281.6541,122255.7553,57750605.4506,
7200.000,-871.0109,-3047.1254,-724.8424,-2788.1222,4092.0943,-3013.2087,-3083.7994,2737.2898,4481.3774,-6347.5818,-5313.4813,0.0000,3922.9424,-6867.8305,-877.3263,3884.0569,-4148.6247,3769.1263,-3325.0380,642.3813,-5204.8233,189.2964,4128.3298,2560.2381,-1968.7735,-2565.2211,-4947.6925,15.5815,5838.4438,-1131.4624,2093.6746,337.0695,2078.4146,-2583.4151,-6560.1980,-3900.0454,-3988.3167,-5132.7280,-1972.5141,3748.8598,1571.3145,-1404.9623,4178.9665,3399.3531,-5235.0688,0.0000,445.2988,-184.6682,-763.5172,-6811.6727,-5125.2867,-1849.4439,-6045.2841,22.9052,-3050.4355,4226.8858,1866.1763,6741.6269,249.2596,-880.4805,1908.3319,0.0000,4462.2227,-4430.0123,-1964.9126,-5958.5971,2783.1939,3305.7859,-3298.1603,-4901.0259,-1205.2326,-5221.8012,-5154.5208,-1523.9748,-3155.9644,-5506.6156,6147.2831,4546.7285,5366.4028,-4977.3591,-2400.9364,4824.8442,493.7876,6581.8520,1109.7233,4783.0381,4528.9545,4502.3072,-6827.7505,5722.3935,2396.3805,6633.9271,-6660.7276,-464.8525,1597.0945,-5813.1604,6033.9408,3408.5925,-4756.2370,3178.6067,17017.3368,15314.2348,4372.4689,8961.4403,549.0430,3415.7538,7872.8228,7895.7876,112904614.2094,112897413.7719,112898848.0690,112901763.1783,7416.6191,112894348.8235,-4220.7906,5024.8634,3978.8816,3562.6841,-3894.5611,-5095.0949,-5801.5791,6156.0817,4580.5591,2374.8218,3631.9393,0.0000,4998.0760,917.3313,-4205.6710,3478.8575,-4956.4373,2637.7271,-2685.2694,6881.3341,-4283.5725,5420.7048,4624.1762,-5277.3756,-4723.1379,-4746.3053,-1005.4025,6862.8522,3548.0366,5303.3464,-3602.2892,6899.4462,3654.2543,-6264.4267,1836.7164,-5038.9823,-4238.5504,925.1588,-4226.4413,2928.2417,5585.6737,-4279.0090,3098.6729,-581.4534,-3882.7814,0.0000,6206.9782,5227.0825,887.9088,-605.1214,2977.2341,-4017.7005,-3062.7889,-4204.7263,-5500.3525,3809.6396,3794.6864,-1179.7234,-5394.1999,4080.6182,4687.1497,0.0000,2126.4804,-2376.2818,3831.9605,2746.4024,-5612.9964,-4742.1148,-4154.6974,2436.6185,3974.8948,1389.9118,-2450.8021,6321.4410,2738.2336,-3544.4949,-3204.5191,1797.1245,-1077.3957,-331.0671,304.2136,-4940.3621,-5288.7859,1482.8666,6456.3616,-3082.4289,4020.9265,-1537.3705,1065.0956,-1662.6843,-5108.9366,563.5267,-1576.1573,5552.4354,-2441.6319,3618.2061,-278.3024,-2852.9404,-4646.9458,4264.0376,356841.7324,330825.8140,350048.9810,348672.8722,345077.2185,346691.5869,342195.5832,344853.7283,40582039.3109,40596925.6387,40607528.1227,40599941.4611,344728.7647,40597018.5175,-5399.9695,3639.2376,-5660.7718,5222.7956,-3994.5114,-3590.1721,2170.6524,-1060.1638,-2616.0489,-1184.1254,2071.5108,0.0000,2724.1983,289.4329,-5432.5477,-4701.0911,-2180.3484,5157.8666,-5485.0146,-327.4204,-1632.1185,-4329.2167,3069.3127,-3664.5465,4532.8400,4197.9988,4726.9967,-1013.3525,-1196.5861,-4329.6252,-5536.2264,-626.4931,5354.8899,743.4999,-1207.7394,-2442.1501,3730.7882,4588.9748,4937.7837,-5035.8285,3789.8785,-5168.8603,-4588.2516,-6045.3428,-2344.3897,0.0000,3054.0971,4370.1294,-6846.2451,1012.3751,3557.9644,5303.7317,1379.1186,-5496.5631,-2905.6132,3926.9559,5460.7431,973.3150,4289.7769,-5522.1711,-4217.1847,0.0000,-4845.0005,4733.5476,-5427.8006,-2147.2800,-2755.4004,3855.2192,-4062.0132,3910.4727,5291.0782,4338.8961,3930.7122,-2421.9866,5510.8650,2279.9309,-507.4209,-4900.2290,-3862.5303,4649.0787,6504.5050,419.5042,-4443.5605,-1513.7433,2238.4345,-3936.0709,3346.5653,-5023.5490,-326.1534,3364.5858,4059.8302,-1976.7072,-1141.2815,-4135.8403,-6312.3949,-1092.1359,3354.1145,5292.8996,-1921.6104,-4145.0945,127776.0550,125107.1646,124020.4014,125302.4351,130294.6707,122673.9471,114395.0548,121932.3605,57778745.4438,57791130.2992,57778991.4735,57761445.7012,123623.5066,57769384.5789,
