sl_100_5400_20250124 Coordinates.csv
2025/01/24 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:47 2024,
Start: 2025/01/24 07:47:00.00, Stop: 2025/01/24 09:17:00.00,
TIME_UNITS,STARLINK-31050 - X-Coordinate,STARLINK-2351 - X-Coordinate,STARLINK-4375 - X-Coordinate,STARLINK-31459 - X-Coordinate,STARLINK-4251 - X-Coordinate,STARLINK-4051 - X-Coordinate,STARLINK-3843 - X-Coordinate,STARLINK-6347 - X-Coordinate,STARLINK-3257 - X-Coordinate,STARLINK-4479 - X-Coordinate,STARLINK-2590 - X-Coordinate,STARLINK-5537 - X-Coordinate,STARLINK-4689 - X-Coordinate,STARLINK-2486 - X-Coordinate,STARLINK-4259 - X-Coordinate,STARLINK-4650 - X-Coordinate,STARLINK-31486 - X-Coordinate,STARLINK-30760 - X-Coordinate,STARLINK-4391 - X-Coordinate,STARLINK-31760 - X-Coordinate,STARLINK-6056 - X-Coordinate,STARLINK-6173 - X-Coordinate,STARLINK-31086 - X-Coordinate,STARLINK-30234 - X-Coordinate,STARLINK-30994 - X-Coordinate,STARLINK-30278 - X-Coordinate,STARLINK-4167 - X-Coordinate,STARLINK-30936 - X-Coordinate,STARLINK-2025 - X-Coordinate,STARLINK-1992 - X-Coordinate,STARLINK-3190 - X-Coordinate,STARLINK-11206 [DTC] - X-Coordinate,STARLINK-2235 - X-Coordinate,STARLINK-31364 - X-Coordinate,STARLINK-2675 - X-Coordinate,STARLINK-3273 - X-Coordinate,STARLINK-30905 - X-Coordinate,STARLINK-3829 - X-Coordinate,STARLINK-4273 - X-Coordinate,STARLINK-4666 - X-Coordinate,STARLINK-4365 - X-Coordinate,STARLINK-32125 - X-Coordinate,STARLINK-6131 - X-Coordinate,STARLINK-31418 - X-Coordinate,STARLINK-5242 - X-Coordinate,STARLINK-2078 - X-Coordinate,STARLINK-30947 - X-Coordinate,STARLINK-2125 - X-Coordinate,STARLINK-3659 - X-Coordinate,STARLINK-6216 - X-Coordinate,STARLINK-5542 - X-Coordinate,STARLINK-5876 - X-Coordinate,STARLINK-3670 - X-Coordinate,STARLINK-30607 - X-Coordinate,STARLINK-2454 - X-Coordinate,STARLINK-4495 - X-Coordinate,STARLINK-1159 - X-Coordinate,STARLINK-1682 - X-Coordinate,STARLINK-1154 - X-Coordinate,STARLINK-5288 - X-Coordinate,STARLINK-30551 - X-Coordinate,STARLINK-30589 - X-Coordinate,STARLINK-4299 - X-Coordinate,STARLINK-31827 - X-Coordinate,STARLINK-31085 - X-Coordinate,STARLINK-11186 [DTC] - X-Coordinate,STARLINK-1536 - X-Coordinate,STARLINK-30941 - X-Coordinate,STARLINK-2411 - X-Coordinate,STARLINK-1644 - X-Coordinate,STARLINK-31532 - X-Coordinate,STARLINK-1820 - X-Coordinate,STARLINK-11098 [DTC] - X-Coordinate,STARLINK-1999 - X-Coordinate,STARLINK-5062 - X-Coordinate,STARLINK-30883 - X-Coordinate,STARLINK-30086 - X-Coordinate,STARLINK-11180 [DTC] - X-Coordinate,STARLINK-2317 - X-Coordinate,STARLINK-3259 - X-Coordinate,STARLINK-32007 - X-Coordinate,STARLINK-31449 - X-Coordinate,STARLINK-5560 - X-Coordinate,STARLINK-5639 - X-Coordinate,STARLINK-1445 - X-Coordinate,STARLINK-6344 - X-Coordinate,STARLINK-5118 - X-Coordinate,STARLINK-4102 - X-Coordinate,STARLINK-2303 - X-Coordinate,STARLINK-2640 - X-Coordinate,STARLINK-1088 - X-Coordinate,STARLINK-5784 - X-Coordinate,STARLINK-5445 - X-Coordinate,STARLINK-3250 - X-Coordinate,STARLINK-30336 - X-Coordinate,STARLINK-3733 - X-Coordinate,STARLINK-5623 - X-Coordinate,STARLINK-3583 - X-Coordinate,STARLINK-2740 - X-Coordinate,STARLINK-3640 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31050 - Y-Coordinate,STARLINK-2351 - Y-Coordinate,STARLINK-4375 - Y-Coordinate,STARLINK-31459 - Y-Coordinate,STARLINK-4251 - Y-Coordinate,STARLINK-4051 - Y-Coordinate,STARLINK-3843 - Y-Coordinate,STARLINK-6347 - Y-Coordinate,STARLINK-3257 - Y-Coordinate,STARLINK-4479 - Y-Coordinate,STARLINK-2590 - Y-Coordinate,STARLINK-5537 - Y-Coordinate,STARLINK-4689 - Y-Coordinate,STARLINK-2486 - Y-Coordinate,STARLINK-4259 - Y-Coordinate,STARLINK-4650 - Y-Coordinate,STARLINK-31486 - Y-Coordinate,STARLINK-30760 - Y-Coordinate,STARLINK-4391 - Y-Coordinate,STARLINK-31760 - Y-Coordinate,STARLINK-6056 - Y-Coordinate,STARLINK-6173 - Y-Coordinate,STARLINK-31086 - Y-Coordinate,STARLINK-30234 - Y-Coordinate,STARLINK-30994 - Y-Coordinate,STARLINK-30278 - Y-Coordinate,STARLINK-4167 - Y-Coordinate,STARLINK-30936 - Y-Coordinate,STARLINK-2025 - Y-Coordinate,STARLINK-1992 - Y-Coordinate,STARLINK-3190 - Y-Coordinate,STARLINK-11206 [DTC] - Y-Coordinate,STARLINK-2235 - Y-Coordinate,STARLINK-31364 - Y-Coordinate,STARLINK-2675 - Y-Coordinate,STARLINK-3273 - Y-Coordinate,STARLINK-30905 - Y-Coordinate,STARLINK-3829 - Y-Coordinate,STARLINK-4273 - Y-Coordinate,STARLINK-4666 - Y-Coordinate,STARLINK-4365 - Y-Coordinate,STARLINK-32125 - Y-Coordinate,STARLINK-6131 - Y-Coordinate,STARLINK-31418 - Y-Coordinate,STARLINK-5242 - Y-Coordinate,STARLINK-2078 - Y-Coordinate,STARLINK-30947 - Y-Coordinate,STARLINK-2125 - Y-Coordinate,STARLINK-3659 - Y-Coordinate,STARLINK-6216 - Y-Coordinate,STARLINK-5542 - Y-Coordinate,STARLINK-5876 - Y-Coordinate,STARLINK-3670 - Y-Coordinate,STARLINK-30607 - Y-Coordinate,STARLINK-2454 - Y-Coordinate,STARLINK-4495 - Y-Coordinate,STARLINK-1159 - Y-Coordinate,STARLINK-1682 - Y-Coordinate,STARLINK-1154 - Y-Coordinate,STARLINK-5288 - Y-Coordinate,STARLINK-30551 - Y-Coordinate,STARLINK-30589 - Y-Coordinate,STARLINK-4299 - Y-Coordinate,STARLINK-31827 - Y-Coordinate,STARLINK-31085 - Y-Coordinate,STARLINK-11186 [DTC] - Y-Coordinate,STARLINK-1536 - Y-Coordinate,STARLINK-30941 - Y-Coordinate,STARLINK-2411 - Y-Coordinate,STARLINK-1644 - Y-Coordinate,STARLINK-31532 - Y-Coordinate,STARLINK-1820 - Y-Coordinate,STARLINK-11098 [DTC] - Y-Coordinate,STARLINK-1999 - Y-Coordinate,STARLINK-5062 - Y-Coordinate,STARLINK-30883 - Y-Coordinate,STARLINK-30086 - Y-Coordinate,STARLINK-11180 [DTC] - Y-Coordinate,STARLINK-2317 - Y-Coordinate,STARLINK-3259 - Y-Coordinate,STARLINK-32007 - Y-Coordinate,STARLINK-31449 - Y-Coordinate,STARLINK-5560 - Y-Coordinate,STARLINK-5639 - Y-Coordinate,STARLINK-1445 - Y-Coordinate,STARLINK-6344 - Y-Coordinate,STARLINK-5118 - Y-Coordinate,STARLINK-4102 - Y-Coordinate,STARLINK-2303 - Y-Coordinate,STARLINK-2640 - Y-Coordinate,STARLINK-1088 - Y-Coordinate,STARLINK-5784 - Y-Coordinate,STARLINK-5445 - Y-Coordinate,STARLINK-3250 - Y-Coordinate,STARLINK-30336 - Y-Coordinate,STARLINK-3733 - Y-Coordinate,STARLINK-5623 - Y-Coordinate,STARLINK-3583 - Y-Coordinate,STARLINK-2740 - Y-Coordinate,STARLINK-3640 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31050 - Z-Coordinate,STARLINK-2351 - Z-Coordinate,STARLINK-4375 - Z-Coordinate,STARLINK-31459 - Z-Coordinate,STARLINK-4251 - Z-Coordinate,STARLINK-4051 - Z-Coordinate,STARLINK-3843 - Z-Coordinate,STARLINK-6347 - Z-Coordinate,STARLINK-3257 - Z-Coordinate,STARLINK-4479 - Z-Coordinate,STARLINK-2590 - Z-Coordinate,STARLINK-5537 - Z-Coordinate,STARLINK-4689 - Z-Coordinate,STARLINK-2486 - Z-Coordinate,STARLINK-4259 - Z-Coordinate,STARLINK-4650 - Z-Coordinate,STARLINK-31486 - Z-Coordinate,STARLINK-30760 - Z-Coordinate,STARLINK-4391 - Z-Coordinate,STARLINK-31760 - Z-Coordinate,STARLINK-6056 - Z-Coordinate,STARLINK-6173 - Z-Coordinate,STARLINK-31086 - Z-Coordinate,STARLINK-30234 - Z-Coordinate,STARLINK-30994 - Z-Coordinate,STARLINK-30278 - Z-Coordinate,STARLINK-4167 - Z-Coordinate,STARLINK-30936 - Z-Coordinate,STARLINK-2025 - Z-Coordinate,STARLINK-1992 - Z-Coordinate,STARLINK-3190 - Z-Coordinate,STARLINK-11206 [DTC] - Z-Coordinate,STARLINK-2235 - Z-Coordinate,STARLINK-31364 - Z-Coordinate,STARLINK-2675 - Z-Coordinate,STARLINK-3273 - Z-Coordinate,STARLINK-30905 - Z-Coordinate,STARLINK-3829 - Z-Coordinate,STARLINK-4273 - Z-Coordinate,STARLINK-4666 - Z-Coordinate,STARLINK-4365 - Z-Coordinate,STARLINK-32125 - Z-Coordinate,STARLINK-6131 - Z-Coordinate,STARLINK-31418 - Z-Coordinate,STARLINK-5242 - Z-Coordinate,STARLINK-2078 - Z-Coordinate,STARLINK-30947 - Z-Coordinate,STARLINK-2125 - Z-Coordinate,STARLINK-3659 - Z-Coordinate,STARLINK-6216 - Z-Coordinate,STARLINK-5542 - Z-Coordinate,STARLINK-5876 - Z-Coordinate,STARLINK-3670 - Z-Coordinate,STARLINK-30607 - Z-Coordinate,STARLINK-2454 - Z-Coordinate,STARLINK-4495 - Z-Coordinate,STARLINK-1159 - Z-Coordinate,STARLINK-1682 - Z-Coordinate,STARLINK-1154 - Z-Coordinate,STARLINK-5288 - Z-Coordinate,STARLINK-30551 - Z-Coordinate,STARLINK-30589 - Z-Coordinate,STARLINK-4299 - Z-Coordinate,STARLINK-31827 - Z-Coordinate,STARLINK-31085 - Z-Coordinate,STARLINK-11186 [DTC] - Z-Coordinate,STARLINK-1536 - Z-Coordinate,STARLINK-30941 - Z-Coordinate,STARLINK-2411 - Z-Coordinate,STARLINK-1644 - Z-Coordinate,STARLINK-31532 - Z-Coordinate,STARLINK-1820 - Z-Coordinate,STARLINK-11098 [DTC] - Z-Coordinate,STARLINK-1999 - Z-Coordinate,STARLINK-5062 - Z-Coordinate,STARLINK-30883 - Z-Coordinate,STARLINK-30086 - Z-Coordinate,STARLINK-11180 [DTC] - Z-Coordinate,STARLINK-2317 - Z-Coordinate,STARLINK-3259 - Z-Coordinate,STARLINK-32007 - Z-Coordinate,STARLINK-31449 - Z-Coordinate,STARLINK-5560 - Z-Coordinate,STARLINK-5639 - Z-Coordinate,STARLINK-1445 - Z-Coordinate,STARLINK-6344 - Z-Coordinate,STARLINK-5118 - Z-Coordinate,STARLINK-4102 - Z-Coordinate,STARLINK-2303 - Z-Coordinate,STARLINK-2640 - Z-Coordinate,STARLINK-1088 - Z-Coordinate,STARLINK-5784 - Z-Coordinate,STARLINK-5445 - Z-Coordinate,STARLINK-3250 - Z-Coordinate,STARLINK-30336 - Z-Coordinate,STARLINK-3733 - Z-Coordinate,STARLINK-5623 - Z-Coordinate,STARLINK-3583 - Z-Coordinate,STARLINK-2740 - Z-Coordinate,STARLINK-3640 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,916.6346,3828.6446,6113.8646,5451.5855,-5798.1192,-6615.4535,-3743.3568,-3607.9965,-5198.6123,2854.3748,-5509.5479,-5682.8337,-4993.7259,-4193.1794,-2831.2339,-4662.0747,6055.6037,-5947.7560,-441.4613,3990.2552,856.7423,4931.4375,-4270.0187,1952.5796,-2679.4984,4377.4299,3448.4697,-2553.3687,-6580.4029,4836.5081,4197.0736,1828.2249,4386.4158,5739.2037,5714.2720,-1484.1429,5580.9055,-5367.1821,-1118.9920,1793.0570,4847.1140,3893.7299,3808.9183,-5061.5148,-6519.9586,-6412.1973,-429.4956,5367.3540,4893.0212,1444.4603,-4233.3939,5852.5393,-603.6272,-5071.4318,5767.5599,1276.4261,-3439.9320,1038.7462,-5074.6292,-886.2466,926.3790,-5655.4568,1757.0983,6810.4967,1206.7201,-6660.0224,-1714.9603,4966.9861,-3862.0335,6316.4667,6712.8410,-1803.8730,-6722.2622,4520.2893,2604.8783,5207.3460,3170.6225,3972.5195,4205.6237,-5979.9162,-1774.5512,-3853.2404,5255.5846,-970.7635,5781.2664,6407.0996,-6271.5070,485.4426,-1521.7883,881.3325,-5102.9893,4978.1291,3888.5753,2488.4538,1814.3535,1600.6480,430.3173,-902.7187,-4789.5878,487.5905,-345321.5628,-372129.6287,-362887.8812,-357163.3053,-365339.6895,-361643.2904,-362703.1630,-359300.6427,50812749.3179,50822714.5331,50825284.4530,50801148.2234,-360762.9510,50811391.8771,6729.2148,-4541.3600,-2938.4862,-2920.3740,-3790.4385,-836.8798,3732.0972,5922.3919,-417.6564,-4977.4838,-1098.2621,412.0160,4768.7053,275.7656,5790.5697,3629.5669,1953.5993,-3564.4128,-814.5693,3493.6853,2819.3026,2746.2207,3155.7258,-6126.2644,4409.8117,-330.3333,-5844.9231,4315.6134,-320.0815,-241.3713,5108.7026,-4288.9877,-710.8732,1505.2018,3039.2388,6077.9342,-2788.3571,2356.5432,-5947.6068,4995.2699,-3099.0024,1639.9493,-4143.8168,4157.7384,-565.2922,1675.2499,6728.0948,-2524.5694,-2699.4170,-6736.7497,3344.3683,3704.2172,6303.4100,3522.6564,197.2368,4192.5888,4678.4864,5320.0540,3028.9528,-4453.5201,6700.7304,-754.0602,-3939.9218,-57.9484,5078.9521,-809.6016,6696.8942,1113.6088,5618.2280,934.0574,1061.1500,5319.0799,22.6550,2260.3123,-827.2934,2432.5644,3967.3955,-1614.8633,764.7914,1388.7705,6602.7444,-4582.5235,3672.5559,5383.1017,-1794.9653,-1250.9005,1803.5600,-4332.4617,-5775.9642,4527.5979,-2440.1860,-4824.0034,-3672.7254,-3490.1755,-5259.3604,4096.7660,-2790.9287,4048.0858,662.4060,-4315.6497,-17299.9479,-25812.0508,-7571.9123,-9042.7156,-8095.7674,-8663.9108,-17121.2645,-12005.5787,-72627576.6660,-72610372.7215,-72616741.3809,-72615829.8603,-13040.7135,-72611264.4594,907.4837,3519.7598,1474.2871,2870.1720,459.2897,1832.8699,4451.9924,-125.4098,-4553.3693,-3864.4961,-4025.2856,-3956.9291,413.4433,5491.8961,2499.4141,3501.9815,2458.9086,36.3495,-6887.3366,-4293.5948,6284.7331,4024.7491,4332.2524,-2606.5736,-4533.1075,5234.5536,1336.1865,4664.8457,-2138.7256,4933.1637,-2044.8410,4818.3231,-5318.0958,-3373.8263,2450.5175,2938.8150,3022.5671,3662.6658,3015.1873,4431.3212,-3891.0748,-5349.4939,4044.0662,-1904.6700,-2243.1251,1980.1384,-1641.0625,-3578.0868,4066.9325,-802.6106,4353.0014,-607.3640,-2782.1676,2935.6530,-3830.6618,-5357.6383,-3774.9633,4288.7920,-3616.8112,-5272.0204,-1543.5423,-3738.9243,-5414.9315,-464.2671,4553.3333,-651.8806,-390.9935,-4715.5252,1190.3928,-2683.7679,-575.3076,4042.3236,387.4030,-4740.7847,-6398.6796,3867.8194,4714.2645,5178.7196,5431.2518,-3197.1453,156.6844,3300.7480,-2699.7619,-4269.6287,-3348.0909,2337.6069,2287.0763,-5378.3462,3449.3278,5151.3003,-3790.0223,-257.8578,4375.7581,-5434.3617,-4146.9346,-5345.7688,6340.1536,-5540.7274,4944.3294,5372.5974,-163632.6744,-166501.6647,-169703.6654,-161740.1201,-164013.1951,-174724.6551,-174208.2468,-167897.7677,42727130.1816,42728209.0860,42711436.2181,42708736.1863,-167885.4349,42714905.2138,
300.000,2103.5893,3082.5044,5543.4349,4884.5978,-5118.2631,-5982.9057,-1758.7811,-2174.8213,-5977.8193,1867.2466,-4692.7798,-4708.7208,-3836.9313,-4133.0006,-1807.0750,-2888.2102,6730.8618,-6417.4038,1600.4778,5475.8656,2163.4736,6118.3292,-2492.8803,141.0089,-601.1988,4645.6049,2041.3394,-1402.1384,-5787.5785,3706.8262,4649.8682,366.2009,4466.2264,5328.8173,6577.5556,85.4295,4048.7065,-3744.5110,-2300.6913,2963.7052,5892.3495,4124.3535,2631.6552,-4123.0225,-5753.1476,-6263.5450,1158.5557,3744.7536,3130.3489,-53.4899,-3193.5495,5458.5760,830.3073,-3432.5452,4690.9291,3004.7710,-2599.7844,2714.8290,-3369.2624,-1648.0629,2364.3767,-6418.9134,8.3392,6327.0481,3232.9453,-6278.3378,-438.7640,5324.0619,-2483.3994,5556.2751,6731.7988,40.6420,-6461.2982,5855.1909,2902.4604,5221.7485,4747.7176,2460.1258,4801.8534,-6122.1133,-530.2583,-5240.7149,4742.1772,898.2630,5838.6509,6263.7644,-5052.1529,-1485.8043,-3020.2291,2850.1189,-6270.7585,3740.1645,1926.1479,962.1902,105.2777,3210.4741,-1192.6161,1220.2104,-5135.6475,-1633.7373,-344746.8892,-371557.5795,-362373.7993,-356758.6222,-364986.8423,-361295.2908,-362245.3649,-359049.2294,52391223.9634,52400918.0813,52404044.2228,52380017.6006,-360365.2487,52389938.6050,6458.4777,-5864.3943,-2182.3740,-4516.8702,-3869.4810,514.1282,4100.5797,6432.8431,1173.6907,-6222.7894,651.5957,2229.2038,5324.1698,2396.9651,6631.5567,4095.6648,466.9489,-2108.4615,-1760.5115,2140.8519,1049.1557,1257.7244,4355.4368,-5843.1747,5002.8148,-2351.2114,-5883.8110,5741.9593,1007.1010,-2025.3475,3651.2728,-5556.7341,-2737.9834,-445.1905,2037.6036,5409.7645,-3922.3182,3257.0081,-4640.2941,3357.0813,-3168.1155,-540.3623,-5646.9362,5417.8623,797.8470,2933.2601,6157.3885,-3378.2073,-3509.6660,-6894.8945,5043.4457,3982.2294,5447.4674,4065.9624,-1351.2499,2883.6540,6005.0982,5642.9910,3722.6732,-2618.0054,5842.8782,632.8593,-5044.4916,-1267.3047,4722.0886,473.8465,6568.0397,-976.6916,5783.3255,-531.5448,-463.0030,4734.9999,1240.0172,1008.0932,-2875.1809,381.2970,2539.3942,-3218.0838,-1238.6186,2822.9561,6617.3404,-4059.7325,2445.5751,5989.2404,-3271.1515,-2842.7496,2802.0941,-4902.8873,-5916.3148,4672.0041,-1344.2105,-5698.6806,-4075.5602,-4900.9490,-6159.5837,2646.6520,-4047.1009,4388.1052,2532.8097,-3834.6701,-24503.8392,-33667.3349,-15108.6200,-16690.8422,-15685.2774,-16205.4118,-24679.5984,-19500.7204,-71498337.5460,-71481007.7043,-71487021.4937,-71487033.1405,-20641.3904,-71481995.5455,-916.3901,1952.1612,3557.1897,1501.2592,2643.1473,3424.8539,5275.5144,1405.4606,-3287.7890,-2372.8304,-5032.5875,-4580.4299,2178.1950,5000.4974,765.7314,4694.5231,1017.7427,1559.2305,-6528.8836,-3461.7319,6511.0514,3010.9170,4666.0118,-3739.4053,-4667.4151,4425.1424,3003.0778,3463.8053,-3672.4507,5470.6501,-3600.3489,3737.4329,-4536.2667,-4242.2847,716.6307,4298.3350,4032.7137,4807.9571,4344.5080,5265.8201,-1858.8608,-5400.4616,3040.0308,-396.2846,-3760.8591,204.3208,-2983.1804,-4749.8355,5062.1663,742.9814,3526.9460,1628.1262,-4181.9949,4289.6314,-4915.3077,-5528.9641,-2265.9740,2931.4698,-4775.9150,-6232.9577,-2902.1129,-2216.8265,-4741.3667,-2233.2452,3905.2144,-2412.2347,-2153.2210,-4340.9609,2871.9734,-4102.9600,981.5570,5043.7003,-1442.7927,-3564.6388,-5631.5087,4535.4198,4363.2286,5365.6574,4815.9044,-1561.9148,-1651.3964,1682.4192,-4466.5443,-3385.7926,-1745.1503,887.7013,3795.3731,-4656.3121,1866.6903,4228.7850,-2284.3331,1278.3728,5235.8339,-4791.2684,-3192.1774,-5532.9048,5513.2931,-5211.1125,3880.8346,5509.0555,-163683.6290,-166571.0848,-169702.1313,-161911.0206,-163917.8268,-174616.6863,-174450.6798,-167486.2536,42728009.7816,42729561.5671,42712881.4644,42709302.0189,-167946.2116,42715816.8556,
600.000,3085.3981,2049.8675,4348.5235,3831.6860,-3902.4264,-4768.2609,405.5679,-519.3668,-6185.6222,721.2187,-3450.0342,-3311.4966,-2282.1567,-3718.9615,-611.5835,-811.6340,6721.1856,-6272.9543,3509.7196,6414.7292,3320.8887,6722.6979,-485.8474,-1709.7118,1526.6291,4481.8862,404.9274,-146.3728,-4435.6460,2255.4160,4678.6775,-1096.0969,4154.0850,4411.0040,6786.3115,1686.2671,2128.5805,-1754.3157,-3287.0987,3896.0653,6308.8931,3989.5320,1228.5986,-2766.8573,-4430.7290,-5493.3084,2661.6580,1755.3590,1061.5739,-1553.4230,-1878.4301,4486.1638,2224.4302,-1429.3179,3181.6210,4475.7754,-1527.3035,4097.7578,-1329.5456,-2323.0394,3601.6548,-6524.5554,-1703.0220,5190.3380,4940.1013,-5227.0982,903.9713,5206.6933,-834.3582,4268.8325,6064.1865,1915.6656,-5501.9962,6623.2717,2978.6717,4771.6807,5887.5759,725.6930,4968.8698,-5665.9931,786.9177,-6079.4973,3791.1430,2657.6861,5327.8957,5518.4393,-3330.2004,-3283.3934,-4199.4812,4517.1320,-6785.1609,2131.2132,-232.4666,-614.7915,-1588.1729,4546.9357,-2642.6184,3206.4982,-5008.7116,-3608.2238,-344023.6561,-370818.7650,-361699.5183,-356193.0744,-364472.3699,-360789.3861,-361628.6468,-358738.4302,53944610.4852,53954025.7372,53957685.9115,53933830.7132,-359807.4729,53943395.7936,5524.3013,-6595.7818,-1233.7178,-5644.3635,-3496.9845,1850.4880,4120.8954,6327.1935,2618.1595,-6848.6251,2376.8560,3862.2470,5368.5075,4272.5815,6810.5205,4199.1194,-1057.2350,-435.3694,-2435.0708,602.6357,-777.6491,-325.1321,5159.6916,-5021.3475,5142.2610,-4109.3482,-5359.0827,6589.1261,2274.0967,-3649.2759,1814.7882,-6237.2206,-4479.2863,-2375.1923,841.7534,4231.2759,-4715.1789,3887.7257,-2849.7786,1406.0152,-2869.9265,-2658.3563,-6606.3744,6122.8007,2121.5482,3897.5357,5001.8922,-3951.8788,-4027.9818,-6385.8803,6258.5999,3810.0334,4071.4508,4238.8483,-2812.7633,1337.8199,6732.9635,5428.4576,4103.0238,-539.8848,4424.3500,1930.0715,-5687.4887,-2371.1709,3944.6435,1733.9670,5796.1062,-2958.3330,5396.2683,-1985.4523,-1949.5860,3727.1849,2340.3689,-305.3153,-4613.4708,-1720.0658,901.1029,-4518.7662,-3092.8252,3962.1175,5955.6433,-3136.0822,929.8696,6040.1326,-4406.8905,-4152.0366,3564.8650,-5033.5272,-5477.1816,4396.6186,-134.2134,-6030.1786,-4132.2045,-5857.2325,-6481.4474,979.4266,-4943.5502,4350.5897,4127.7379,-3032.7717,-31690.6782,-41508.9150,-22637.0813,-24329.0401,-23267.7695,-23739.7067,-32222.5828,-27078.4370,-70334790.8410,-70317346.9278,-70322978.7222,-70323903.7921,-28231.0283,-70318415.4920,-2638.7467,173.1916,5260.6867,-36.4759,4544.9477,4647.4147,5530.3793,2785.9116,-1669.0079,-625.4461,-5497.8019,-4715.5198,3707.9341,3971.4312,-1050.5964,5371.2861,-537.7396,2915.1088,-5479.8779,-2241.6335,6046.3259,1675.1150,4483.8678,-4473.4324,-4289.1800,3122.2045,4346.0738,1878.9902,-4812.7142,5419.1951,-4769.1169,2215.5789,-3269.2390,-4635.9543,-1094.3629,5194.0657,4611.4947,5434.7618,5173.6910,5533.4610,371.3971,-4845.6213,1710.6578,1156.6543,-4874.2190,-1593.5407,-4007.0253,-5413.2818,5511.6292,2209.0515,2323.8329,3690.5559,-5132.0016,5165.4721,-5473.9664,-5107.7172,-513.6352,1257.9827,-5424.3083,-6536.9604,-3951.0097,-445.6232,-3559.3158,-3752.1316,2838.8095,-3892.1311,-3684.2902,-3503.7017,4244.3203,-5082.6455,2427.9447,5503.2767,-3104.6528,-2006.6486,-4269.9734,4717.3083,3545.4704,4925.4971,3681.8507,241.4464,-3275.5131,-123.5090,-5761.4071,-2140.7019,45.9447,-657.1825,4894.3285,-3434.8559,81.3261,2851.1511,-520.5560,2677.8258,5531.4115,-3633.9546,-1896.7681,-5127.2582,4100.7393,-4322.5051,2399.7317,5051.6015,-163734.8951,-166640.5270,-169697.1575,-162086.9021,-163825.9897,-174503.0090,-174687.1581,-167109.0460,42728883.9753,42730904.4709,42714330.0001,42709879.6636,-168006.8916,42716728.6044,
