sl_100_86400_20250417 Coordinates.csv
2025/04/17 07:47:00.0000 UTC

Generated: Tue Oct  8 16:20:13 2024,
Start: 2025/04/17 07:47:00.00, Stop: 2025/04/18 07:47:00.00,
TIME_UNITS,STARLINK-3649 - X-Coordinate,STARLINK-4106 - X-Coordinate,STARLINK-6230 - X-Coordinate,STARLINK-1925 - X-Coordinate,STARLINK-31004 - X-Coordinate,STARLINK-2012 - X-Coordinate,STARLINK-2693 - X-Coordinate,STARLINK-4493 - X-Coordinate,STARLINK-3366 - X-Coordinate,STARLINK-1961 - X-Coordinate,STARLINK-31265 - X-Coordinate,STARLINK-3355 - X-Coordinate,STARLINK-2503 - X-Coordinate,STARLINK-3566 - X-Coordinate,STARLINK-6053 - X-Coordinate,STARLINK-6171 - X-Coordinate,STARLINK-30393 - X-Coordinate,STARLINK-6128 - X-Coordinate,STARLINK-30166 - X-Coordinate,STARLINK-4495 - X-Coordinate,STARLINK-5236 - X-Coordinate,STARLINK-2282 - X-Coordinate,STARLINK-3645 - X-Coordinate,STARLINK-5108 - X-Coordinate,STARLINK-4600 - X-Coordinate,STARLINK-30238 - X-Coordinate,STARLINK-5906 - X-Coordinate,STARLINK-3689 - X-Coordinate,STARLINK-1272 - X-Coordinate,STARLINK-11271 [DTC] - X-Coordinate,STARLINK-1068 - X-Coordinate,STARLINK-5946 - X-Coordinate,STARLINK-31609 - X-Coordinate,STARLINK-5641 - X-Coordinate,STARLINK-31844 - X-Coordinate,STARLINK-2624 - X-Coordinate,STARLINK-4595 - X-Coordinate,STARLINK-30537 - X-Coordinate,STARLINK-6245 - X-Coordinate,STARLINK-30347 - X-Coordinate,STARLINK-2493 - X-Coordinate,STARLINK-32229 - X-Coordinate,STARLINK-3256 - X-Coordinate,STARLINK-1736 - X-Coordinate,STARLINK-2648 - X-Coordinate,STARLINK-31891 - X-Coordinate,STARLINK-31299 - X-Coordinate,STARLINK-31917 - X-Coordinate,STARLINK-31323 - X-Coordinate,STARLINK-3240 - X-Coordinate,STARLINK-31058 - X-Coordinate,STARLINK-31260 - X-Coordinate,STARLINK-5009 - X-Coordinate,STARLINK-3937 - X-Coordinate,STARLINK-6268 - X-Coordinate,STARLINK-31488 - X-Coordinate,STARLINK-5350 - X-Coordinate,STARLINK-1724 - X-Coordinate,STARLINK-31410 - X-Coordinate,STARLINK-30596 - X-Coordinate,STARLINK-4294 - X-Coordinate,STARLINK-3143 - X-Coordinate,STARLINK-6182 - X-Coordinate,STARLINK-3279 - X-Coordinate,STARLINK-31067 - X-Coordinate,STARLINK-5442 - X-Coordinate,STARLINK-2497 - X-Coordinate,STARLINK-3681 - X-Coordinate,STARLINK-1957 - X-Coordinate,STARLINK-30371 - X-Coordinate,STARLINK-5199 - X-Coordinate,STARLINK-31397 - X-Coordinate,STARLINK-2323 - X-Coordinate,STARLINK-2377 - X-Coordinate,STARLINK-5514 - X-Coordinate,STARLINK-4252 - X-Coordinate,STARLINK-4296 - X-Coordinate,STARLINK-3508 - X-Coordinate,STARLINK-5611 - X-Coordinate,STARLINK-30171 - X-Coordinate,STARLINK-11145 [DTC] - X-Coordinate,STARLINK-2748 - X-Coordinate,STARLINK-3747 - X-Coordinate,STARLINK-4270 - X-Coordinate,STARLINK-1146 - X-Coordinate,STARLINK-5679 - X-Coordinate,STARLINK-32076 - X-Coordinate,STARLINK-5497 - X-Coordinate,STARLINK-6290 - X-Coordinate,STARLINK-3827 - X-Coordinate,STARLINK-11259 [DTC] - X-Coordinate,STARLINK-5039 - X-Coordinate,STARLINK-30110 - X-Coordinate,STARLINK-3084 - X-Coordinate,STARLINK-4271 - X-Coordinate,STARLINK-1568 - X-Coordinate,STARLINK-3055 - X-Coordinate,STARLINK-11228 [DTC] - X-Coordinate,STARLINK-3195 - X-Coordinate,STARLINK-6099 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3649 - Y-Coordinate,STARLINK-4106 - Y-Coordinate,STARLINK-6230 - Y-Coordinate,STARLINK-1925 - Y-Coordinate,STARLINK-31004 - Y-Coordinate,STARLINK-2012 - Y-Coordinate,STARLINK-2693 - Y-Coordinate,STARLINK-4493 - Y-Coordinate,STARLINK-3366 - Y-Coordinate,STARLINK-1961 - Y-Coordinate,STARLINK-31265 - Y-Coordinate,STARLINK-3355 - Y-Coordinate,STARLINK-2503 - Y-Coordinate,STARLINK-3566 - Y-Coordinate,STARLINK-6053 - Y-Coordinate,STARLINK-6171 - Y-Coordinate,STARLINK-30393 - Y-Coordinate,STARLINK-6128 - Y-Coordinate,STARLINK-30166 - Y-Coordinate,STARLINK-4495 - Y-Coordinate,STARLINK-5236 - Y-Coordinate,STARLINK-2282 - Y-Coordinate,STARLINK-3645 - Y-Coordinate,STARLINK-5108 - Y-Coordinate,STARLINK-4600 - Y-Coordinate,STARLINK-30238 - Y-Coordinate,STARLINK-5906 - Y-Coordinate,STARLINK-3689 - Y-Coordinate,STARLINK-1272 - Y-Coordinate,STARLINK-11271 [DTC] - Y-Coordinate,STARLINK-1068 - Y-Coordinate,STARLINK-5946 - Y-Coordinate,STARLINK-31609 - Y-Coordinate,STARLINK-5641 - Y-Coordinate,STARLINK-31844 - Y-Coordinate,STARLINK-2624 - Y-Coordinate,STARLINK-4595 - Y-Coordinate,STARLINK-30537 - Y-Coordinate,STARLINK-6245 - Y-Coordinate,STARLINK-30347 - Y-Coordinate,STARLINK-2493 - Y-Coordinate,STARLINK-32229 - Y-Coordinate,STARLINK-3256 - Y-Coordinate,STARLINK-1736 - Y-Coordinate,STARLINK-2648 - Y-Coordinate,STARLINK-31891 - Y-Coordinate,STARLINK-31299 - Y-Coordinate,STARLINK-31917 - Y-Coordinate,STARLINK-31323 - Y-Coordinate,STARLINK-3240 - Y-Coordinate,STARLINK-31058 - Y-Coordinate,STARLINK-31260 - Y-Coordinate,STARLINK-5009 - Y-Coordinate,STARLINK-3937 - Y-Coordinate,STARLINK-6268 - Y-Coordinate,STARLINK-31488 - Y-Coordinate,STARLINK-5350 - Y-Coordinate,STARLINK-1724 - Y-Coordinate,STARLINK-31410 - Y-Coordinate,STARLINK-30596 - Y-Coordinate,STARLINK-4294 - Y-Coordinate,STARLINK-3143 - Y-Coordinate,STARLINK-6182 - Y-Coordinate,STARLINK-3279 - Y-Coordinate,STARLINK-31067 - Y-Coordinate,STARLINK-5442 - Y-Coordinate,STARLINK-2497 - Y-Coordinate,STARLINK-3681 - Y-Coordinate,STARLINK-1957 - Y-Coordinate,STARLINK-30371 - Y-Coordinate,STARLINK-5199 - Y-Coordinate,STARLINK-31397 - Y-Coordinate,STARLINK-2323 - Y-Coordinate,STARLINK-2377 - Y-Coordinate,STARLINK-5514 - Y-Coordinate,STARLINK-4252 - Y-Coordinate,STARLINK-4296 - Y-Coordinate,STARLINK-3508 - Y-Coordinate,STARLINK-5611 - Y-Coordinate,STARLINK-30171 - Y-Coordinate,STARLINK-11145 [DTC] - Y-Coordinate,STARLINK-2748 - Y-Coordinate,STARLINK-3747 - Y-Coordinate,STARLINK-4270 - Y-Coordinate,STARLINK-1146 - Y-Coordinate,STARLINK-5679 - Y-Coordinate,STARLINK-32076 - Y-Coordinate,STARLINK-5497 - Y-Coordinate,STARLINK-6290 - Y-Coordinate,STARLINK-3827 - Y-Coordinate,STARLINK-11259 [DTC] - Y-Coordinate,STARLINK-5039 - Y-Coordinate,STARLINK-30110 - Y-Coordinate,STARLINK-3084 - Y-Coordinate,STARLINK-4271 - Y-Coordinate,STARLINK-1568 - Y-Coordinate,STARLINK-3055 - Y-Coordinate,STARLINK-11228 [DTC] - Y-Coordinate,STARLINK-3195 - Y-Coordinate,STARLINK-6099 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3649 - Z-Coordinate,STARLINK-4106 - Z-Coordinate,STARLINK-6230 - Z-Coordinate,STARLINK-1925 - Z-Coordinate,STARLINK-31004 - Z-Coordinate,STARLINK-2012 - Z-Coordinate,STARLINK-2693 - Z-Coordinate,STARLINK-4493 - Z-Coordinate,STARLINK-3366 - Z-Coordinate,STARLINK-1961 - Z-Coordinate,STARLINK-31265 - Z-Coordinate,STARLINK-3355 - Z-Coordinate,STARLINK-2503 - Z-Coordinate,STARLINK-3566 - Z-Coordinate,STARLINK-6053 - Z-Coordinate,STARLINK-6171 - Z-Coordinate,STARLINK-30393 - Z-Coordinate,STARLINK-6128 - Z-Coordinate,STARLINK-30166 - Z-Coordinate,STARLINK-4495 - Z-Coordinate,STARLINK-5236 - Z-Coordinate,STARLINK-2282 - Z-Coordinate,STARLINK-3645 - Z-Coordinate,STARLINK-5108 - Z-Coordinate,STARLINK-4600 - Z-Coordinate,STARLINK-30238 - Z-Coordinate,STARLINK-5906 - Z-Coordinate,STARLINK-3689 - Z-Coordinate,STARLINK-1272 - Z-Coordinate,STARLINK-11271 [DTC] - Z-Coordinate,STARLINK-1068 - Z-Coordinate,STARLINK-5946 - Z-Coordinate,STARLINK-31609 - Z-Coordinate,STARLINK-5641 - Z-Coordinate,STARLINK-31844 - Z-Coordinate,STARLINK-2624 - Z-Coordinate,STARLINK-4595 - Z-Coordinate,STARLINK-30537 - Z-Coordinate,STARLINK-6245 - Z-Coordinate,STARLINK-30347 - Z-Coordinate,STARLINK-2493 - Z-Coordinate,STARLINK-32229 - Z-Coordinate,STARLINK-3256 - Z-Coordinate,STARLINK-1736 - Z-Coordinate,STARLINK-2648 - Z-Coordinate,STARLINK-31891 - Z-Coordinate,STARLINK-31299 - Z-Coordinate,STARLINK-31917 - Z-Coordinate,STARLINK-31323 - Z-Coordinate,STARLINK-3240 - Z-Coordinate,STARLINK-31058 - Z-Coordinate,STARLINK-31260 - Z-Coordinate,STARLINK-5009 - Z-Coordinate,STARLINK-3937 - Z-Coordinate,STARLINK-6268 - Z-Coordinate,STARLINK-31488 - Z-Coordinate,STARLINK-5350 - Z-Coordinate,STARLINK-1724 - Z-Coordinate,STARLINK-31410 - Z-Coordinate,STARLINK-30596 - Z-Coordinate,STARLINK-4294 - Z-Coordinate,STARLINK-3143 - Z-Coordinate,STARLINK-6182 - Z-Coordinate,STARLINK-3279 - Z-Coordinate,STARLINK-31067 - Z-Coordinate,STARLINK-5442 - Z-Coordinate,STARLINK-2497 - Z-Coordinate,STARLINK-3681 - Z-Coordinate,STARLINK-1957 - Z-Coordinate,STARLINK-30371 - Z-Coordinate,STARLINK-5199 - Z-Coordinate,STARLINK-31397 - Z-Coordinate,STARLINK-2323 - Z-Coordinate,STARLINK-2377 - Z-Coordinate,STARLINK-5514 - Z-Coordinate,STARLINK-4252 - Z-Coordinate,STARLINK-4296 - Z-Coordinate,STARLINK-3508 - Z-Coordinate,STARLINK-5611 - Z-Coordinate,STARLINK-30171 - Z-Coordinate,STARLINK-11145 [DTC] - Z-Coordinate,STARLINK-2748 - Z-Coordinate,STARLINK-3747 - Z-Coordinate,STARLINK-4270 - Z-Coordinate,STARLINK-1146 - Z-Coordinate,STARLINK-5679 - Z-Coordinate,STARLINK-32076 - Z-Coordinate,STARLINK-5497 - Z-Coordinate,STARLINK-6290 - Z-Coordinate,STARLINK-3827 - Z-Coordinate,STARLINK-11259 [DTC] - Z-Coordinate,STARLINK-5039 - Z-Coordinate,STARLINK-30110 - Z-Coordinate,STARLINK-3084 - Z-Coordinate,STARLINK-4271 - Z-Coordinate,STARLINK-1568 - Z-Coordinate,STARLINK-3055 - Z-Coordinate,STARLINK-11228 [DTC] - Z-Coordinate,STARLINK-3195 - Z-Coordinate,STARLINK-6099 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2286.8065,2621.3783,-88.0049,-6471.6143,-4986.8112,-6163.6247,4618.9781,5624.6991,-5888.6067,1283.9132,-3954.0324,-1836.7762,984.3307,3663.3046,-1108.8321,3285.4782,-2645.9691,-4789.1795,411.6507,-1284.2900,2682.5092,1675.3349,-3438.1232,2275.6137,-3751.5504,1523.6355,-5121.9215,-2059.8765,-1889.4764,1400.9996,-3943.8763,4768.9269,-3518.2993,-5149.2866,-2866.5939,4092.8755,-3110.0790,2488.5016,1851.6507,3578.8121,-1371.2454,-6078.0177,2618.2282,-2511.3705,-1802.9753,6209.9467,4902.9274,-2877.9228,3035.8529,5886.7397,5729.0756,-3090.0762,6626.8784,-2038.6713,-2839.7906,6642.5778,-5303.6270,201.5117,-2041.6842,-3216.6922,-1831.5140,888.3084,-2095.1731,-743.8702,-1473.1064,-3584.3044,-2917.5272,1201.8855,-4037.3959,-6698.0108,-5032.3941,2039.5539,-4030.4524,917.5461,1973.9467,-1173.1218,-6232.6170,-3958.2320,661.1384,-371.6255,3778.2471,5821.7786,-6374.7530,3341.0305,-2098.0091,-6665.0609,5048.9097,5482.4322,4227.5629,-4480.7203,-4687.0533,-322.4883,6778.9420,-859.6861,-972.8147,1733.8193,-3684.7441,261.7791,-163.1663,-413.7844,-122165.2863,-112746.8083,-128646.6824,-126196.6788,-128383.7275,-127321.5165,-119066.6112,-122002.2874,167954531.0628,167945353.5182,167948559.5969,167936562.2655,-122783.4849,167941192.5844,4935.7528,-6179.7145,-5636.4499,2242.5292,-4156.5044,2309.8452,-1545.2102,1596.6522,-2773.0524,6258.2693,-3343.1746,5450.0840,-4889.8814,2017.6499,-6631.0040,-5168.4792,4802.9908,-3536.6442,-6892.1315,-5955.5220,2874.3092,-4044.3257,-4997.7608,6164.9941,-5689.6725,5358.9199,3793.9485,6462.9803,-3697.6086,-3847.9245,2523.8408,1729.9238,-5757.5242,1293.6606,5751.6719,-5353.8855,-6175.8913,5583.9303,6685.6281,-3753.5884,-4023.6264,-1110.3706,6268.5312,5299.1686,-4209.0163,-1487.3399,-989.5131,-6178.8724,-6029.2397,-2304.6406,-1927.6568,-3079.7899,-1611.2752,4216.3877,5006.1310,154.9983,3856.3401,4382.9261,-5067.6317,3513.6537,4947.4726,-4795.8756,6234.3090,-5522.0698,4971.1465,-5272.7207,6243.2153,-6677.0535,-1034.0743,1348.4338,3934.5700,-6323.5247,1344.4343,-4489.7115,4678.3143,-1799.5137,-402.4070,-1238.1813,-2427.1964,-5150.8379,-1695.4819,493.8212,-2142.4940,-4528.0997,-6077.3943,-1169.4574,-2501.0520,-159.0487,-4543.6702,2826.8016,1223.4705,5411.4191,1328.0344,-2786.4656,4077.6547,4663.3233,5840.8175,6108.1379,-4259.4084,-6809.5388,-316247.1819,-342102.1906,-335233.1835,-330250.5499,-338273.4890,-334818.0672,-336957.0658,-334796.1137,61513577.3996,61454553.7700,61505146.9228,61502434.4447,-334496.9222,61502401.1792,-4276.9034,1661.2734,-4047.0301,-869.0711,-2451.8872,-2090.8564,-4918.7057,3684.6675,-2335.6984,2657.8029,-4509.0318,-3850.7726,4784.8001,5502.1986,-1770.9480,3244.8347,4235.0636,3545.1679,656.8251,3265.6206,-5735.3541,-5229.0145,-3325.2012,-2166.4169,1176.1895,-4134.9112,-2786.5685,-1339.6994,5517.8467,-5328.5649,5086.1064,4719.1799,1183.6615,4451.2974,2283.1294,1570.0140,138.0698,3264.6057,37.1714,4595.9925,5456.8714,2941.9232,1293.0742,-3668.5115,5171.8268,-2398.8420,-4646.4803,-174.3070,1100.7306,-2807.8993,3237.6367,-5272.4584,-1174.2632,-5087.7611,-3875.1458,-1657.3152,-2265.1709,5305.4497,4072.2079,4920.2514,-4474.5646,4891.6333,-2213.5285,-4102.1451,-4615.9173,-2689.6098,-609.2978,1375.3688,-5524.5283,-1178.5612,-2657.7619,-1526.1456,5458.1128,-5186.0980,4714.2497,6590.5976,-2973.2948,-5541.4160,-6482.1032,-4633.7026,5307.3449,3691.0339,-1625.7998,4012.0620,-2550.6021,1513.2750,3847.2357,-4278.2663,-3104.4146,4438.5772,4699.2290,4316.5601,-506.1362,-6314.3114,-5504.3497,-4808.5210,799.5277,2829.6874,5430.4050,-1255.6207,-182502.4690,-184614.1427,-187901.3783,-180272.8810,-182169.2280,-192889.4524,-192721.8526,-187778.0572,73903833.8462,73885869.9541,73875668.9273,73899366.7793,-186225.0991,73893130.6848,
3600.000,764.2953,169.8285,3658.4147,4930.5968,5147.4213,5333.5192,-4946.1207,-3661.6735,6471.6633,-3068.3376,6541.1209,-1871.8065,3052.9804,-5122.5727,1142.9765,-1379.8436,190.1762,5072.0277,1788.2115,3082.9782,-5433.0711,3179.4742,4028.7374,-3436.6628,4154.5899,-4547.1563,5246.5570,346.4424,5512.2404,2780.7736,3381.4569,-5872.6656,4080.2435,2857.7275,-771.8930,-2542.0052,3886.6521,-4528.6753,-3658.2021,-1206.8890,5005.0385,3567.0205,-3730.1990,-1312.3243,5164.3783,-2944.0369,-3272.1160,4541.1069,-961.8531,-5486.4830,-2302.3004,4997.4612,-4107.8105,-2395.9429,-1191.2622,-5964.8433,1970.4371,-4335.0359,5376.1189,1819.3458,-2280.6762,3204.6385,-76.8397,2949.3632,-2568.3982,4024.6707,522.3168,405.5889,5150.5122,4439.4274,4130.1036,1521.8160,3477.0152,1952.3259,-5352.8391,-2853.7387,3604.9611,5165.6906,3848.6522,3985.3405,-2446.1686,-3228.8630,4791.6497,-2300.8608,3643.2234,5208.3550,-724.2672,-1652.3794,-2615.1332,4270.9124,749.2498,-3536.1657,-5696.6441,3972.7260,-2702.0020,-4673.4818,2080.7319,-2414.5984,4316.5048,2535.0891,-40069.2046,-22630.4147,-41270.3114,-37931.5868,-40786.2155,-40161.3020,-32179.6946,-35910.6391,146321292.0232,146324217.2646,146314244.8707,146306307.3512,-35208.2665,146308214.7406,-6865.5181,4800.8982,3701.3817,-3421.5861,617.5375,-3714.1066,4584.9041,1950.2111,1294.6799,-3159.5968,592.5983,-3691.7241,3234.4686,1942.8108,6079.1149,6794.9047,-6776.9694,-415.2462,6049.1834,6108.8792,-3920.1141,4071.6884,1131.2309,-3014.7398,2852.0220,-2615.5173,-4017.8226,-6227.3276,1808.4595,5659.2586,-5711.1905,1920.9631,2598.8588,-4685.8562,-4232.4539,5820.3458,3973.4077,-2294.8740,-4806.0714,6383.1460,1830.3400,-2161.7352,-4980.7488,-3942.8525,4059.5536,4068.9138,5107.6705,3444.6295,5843.8327,3915.2893,4471.1521,-1255.7793,2929.5260,-4032.7160,-5002.9332,1619.9723,-4843.2863,-2666.9627,4122.4829,-6464.3682,-3597.3122,3175.6220,-6783.1386,6256.6565,-5068.3959,1688.0996,-5300.1432,6266.9806,-2848.9594,-3388.4926,-5280.4620,4987.4703,-5084.7065,6271.8781,-2670.7884,-1914.1022,-2283.8458,-2656.5516,2604.3701,5069.0696,5860.6546,2628.3402,-505.9577,6520.9698,5588.7243,-1672.0845,4070.9197,1782.3574,6411.7494,-5399.2903,-4600.5149,-4042.1145,1254.5121,-637.1752,-5432.0553,-4926.7183,-4206.9216,-5905.7301,3016.1843,5994.2425,-336968.7737,-360696.6865,-353527.5488,-350030.7850,-358440.3860,-355198.4695,-356054.8987,-354326.5213,102977531.5215,102922360.0648,102976330.0968,102958479.1030,-354253.9679,102967281.9432,370.2421,-4983.7932,4574.0226,-3419.3588,4598.7263,-2337.4623,1541.1711,-5538.9054,-2067.6994,-5347.2660,1975.2790,5532.8972,-5304.8853,-4229.9640,-3181.4499,178.5839,-1469.9992,-4716.1247,2876.5032,987.0467,1853.7784,4434.0402,5494.2193,5180.9111,-4745.0383,4524.7577,-2179.2306,-2993.1465,-3765.6708,2305.5286,-1963.1753,-3158.7850,-4859.5830,-4246.4465,-5301.4099,2738.0285,-4124.2405,-4730.8861,-3418.2854,-2440.9695,-4426.5901,-5436.0110,3007.9963,5515.2604,-2161.1820,4604.6671,3113.0266,3735.7329,3412.0701,-1557.3601,-4672.6968,4488.1787,4722.9674,5066.3142,4641.2141,-2953.5444,4545.7992,-4652.3165,-796.8589,-1366.7458,5436.3515,-5244.6610,-1456.6980,101.2973,3970.2917,5356.0832,4399.6940,2902.9056,3625.2853,4096.4153,-1715.4532,4382.0923,-3167.5179,2163.1855,-3517.9074,-6037.5865,5429.6335,3749.5449,5160.8278,2540.8299,-2265.2476,-5527.3208,4951.9955,-3.9531,-1828.9378,-4270.7667,-5439.1559,6504.6864,-400.5169,-670.7086,-4896.8718,-4396.0200,3726.5113,5660.9665,3311.6081,1308.9236,-5136.1835,2162.8536,-4480.0431,-2401.8663,-183107.5143,-185013.3777,-187271.9186,-182394.8156,-180970.0158,-190782.2950,-194839.4886,-184918.3154,73913407.3419,73891917.4855,73887627.9236,73905547.7083,-186598.8622,73901519.8949,
7200.000,961.1589,-3875.1548,-6360.8169,-972.3604,-4553.4599,-1845.8762,3477.8463,1509.2415,-4415.1486,5003.1797,-6313.0361,5494.2787,-6225.3512,5376.3181,-1687.9323,-1120.2187,1996.6264,-4631.7411,-4063.2897,-3813.1371,5114.5593,-5959.6208,-4510.3340,4647.5549,-4122.2529,6577.6650,-2379.4361,2335.7902,-6901.4126,-4452.0628,-1876.2691,5382.7029,-4075.6626,-459.1477,4923.0410,-755.1485,-4157.2405,5934.3366,4943.7687,-1035.6950,-6894.0256,-466.5212,4085.6589,5164.0161,-5971.6926,-1222.7415,921.3461,-5003.3316,-2540.1242,2444.9418,-1499.3604,-5471.6245,-0.1595,5597.7416,4749.9758,2287.9071,2088.7486,6741.0021,-5937.4548,96.4868,5802.8700,-6306.8927,2554.7972,-3791.6183,5383.9256,-4328.3832,3071.8546,-2698.7906,-4912.3744,-759.3622,-1066.0731,-5174.6095,-2326.4628,-3372.2384,6914.0678,3304.1102,-442.9430,-5045.3150,-6088.3558,-5781.4106,284.2141,450.0120,-2147.2099,214.0885,-4063.5700,-2474.6679,-3405.9460,-1871.8189,-47.3427,-2313.9816,2443.1534,6309.8307,2917.3778,-6347.1934,4508.8099,5270.6031,1699.2563,3770.3503,-6647.8019,-4289.5157,44787.2837,69272.4633,48677.5035,52920.5786,49171.3925,50256.2567,56465.1434,54731.6660,114669155.9544,114682312.4367,114657412.1300,114660779.3331,54439.3496,114655802.7535,5731.1494,-2428.6389,-1453.1614,4055.7676,3385.5794,4082.5176,-5296.0456,-5493.7249,1315.3520,-721.7116,1879.7574,1830.5208,-1674.9844,-4345.4742,-2476.5670,-5875.7983,6266.8465,4179.3918,-3096.2400,-3427.5880,3557.5481,-3289.5099,3090.0511,-1214.2584,1514.1893,-181.2221,2870.6411,3581.7511,-215.6248,-4183.0532,6214.2658,-4362.2589,2120.7187,6762.1173,1851.8481,-4303.8649,220.2914,-1329.4373,1132.5072,-6753.3795,-86.9928,5511.2738,1222.4166,2412.3037,-2683.3020,-5815.7331,-6720.1990,1161.7377,-3226.8904,-4187.5505,-6063.3199,4075.5801,-4389.6726,3598.9863,4324.4232,-3477.8663,5193.3615,1094.9985,-1300.3732,6077.8718,2263.0185,-1664.4328,4862.2139,-4228.9200,4271.7124,2658.8803,2950.2315,-3375.3687,4839.0316,5185.0331,4658.0618,-2074.6998,6430.9847,-5626.2135,514.9828,5802.5415,5235.8195,4717.8692,-3236.1818,-3673.5822,-6142.1650,-5695.6495,4022.6491,-5618.5946,-2418.5656,4714.3716,-5106.2402,-4461.0478,-5897.3482,5475.8513,6227.9885,2233.5791,-4203.4966,2227.0440,5157.2033,3329.5553,1813.7373,1778.6745,-1765.2539,-2926.8176,-336892.1086,-355794.3591,-349426.9638,-347582.2740,-355903.9259,-352817.0266,-353051.6400,-351066.0444,137428346.3257,137380025.8337,137432463.3251,137408200.7705,-351493.2531,137418979.5521,3742.0459,5181.9350,-2360.5022,5491.8779,-3997.7155,5243.8447,2769.3592,3913.9458,5145.4381,4722.1657,1917.8067,-3787.5593,2506.4671,303.7121,6264.2543,-3517.4542,-2206.1033,3016.1835,-4699.4766,-4646.8454,3073.6832,-298.2202,-4236.9646,-4980.7846,5335.9961,-2196.0170,5863.0881,5424.1684,-378.7571,2780.3481,-2404.9751,-327.4551,5074.4424,1458.7622,4337.6482,-5371.6461,5514.9423,3322.7592,4722.1614,-1205.6690,653.3841,4028.8012,-5449.2902,-3917.1586,-2232.5148,-3352.7645,738.5133,-4490.9655,-5474.9286,4920.7501,2829.0465,-470.4297,-5351.4691,-1868.0066,-2621.2449,5425.7959,-4101.6561,927.6657,-3098.4234,-3177.8850,-3004.5402,2289.9829,4226.4697,3937.2357,-957.9363,-4698.3909,-5451.1416,-5413.5642,515.9819,-4544.6695,4991.3773,-3929.1168,-1097.9081,2185.0292,180.3095,1889.2647,-4497.9922,356.2144,-866.8493,1069.7376,-2769.5732,3889.9606,-5204.6875,-4032.8393,5035.5523,4433.9635,2986.1649,-4995.6248,3640.5165,-3543.3344,941.4696,1808.0192,-4674.2828,-1756.7896,932.3090,2984.6979,6485.9122,-5302.1050,677.7006,4586.1727,-183733.7952,-185433.0816,-186447.0356,-185454.0198,-180253.9778,-187740.1857,-196210.2155,-188651.7746,73922191.9736,73897992.3254,73900949.5291,73909115.0312,-186957.5795,73909890.0978,
