sl_100_5400_20251231 Coordinates.csv
2025/12/31 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:23 2024,
Start: 2025/12/31 07:47:00.00, Stop: 2025/12/31 09:17:00.00,
TIME_UNITS,STARLINK-3698 - X-Coordinate,STARLINK-5812 - X-Coordinate,STARLINK-5035 - X-Coordinate,STARLINK-32205 - X-Coordinate,STARLINK-2395 - X-Coordinate,STARLINK-31753 - X-Coordinate,STARLINK-4197 - X-Coordinate,STARLINK-6103 - X-Coordinate,STARLINK-11117 [DTC] - X-Coordinate,STARLINK-3649 - X-Coordinate,STARLINK-31262 - X-Coordinate,STARLINK-1895 - X-Coordinate,STARLINK-31463 - X-Coordinate,STARLINK-30516 - X-Coordinate,STARLINK-2381 - X-Coordinate,STARLINK-31034 - X-Coordinate,STARLINK-3885 - X-Coordinate,STARLINK-3368 - X-Coordinate,STARLINK-1579 - X-Coordinate,STARLINK-1215 - X-Coordinate,STARLINK-1942 - X-Coordinate,STARLINK-3739 - X-Coordinate,STARLINK-3331 - X-Coordinate,STARLINK-2310 - X-Coordinate,STARLINK-2546 - X-Coordinate,STARLINK-3761 - X-Coordinate,STARLINK-4079 - X-Coordinate,STARLINK-2750 - X-Coordinate,STARLINK-4461 - X-Coordinate,STARLINK-6115 - X-Coordinate,STARLINK-1301 - X-Coordinate,STARLINK-2399 - X-Coordinate,STARLINK-3050 - X-Coordinate,STARLINK-5728 - X-Coordinate,STARLINK-4203 - X-Coordinate,STARLINK-4595 - X-Coordinate,STARLINK-1307 - X-Coordinate,STARLINK-1893 - X-Coordinate,STARLINK-4180 - X-Coordinate,STARLINK-5613 - X-Coordinate,STARLINK-6125 - X-Coordinate,STARLINK-1597 - X-Coordinate,STARLINK-2697 - X-Coordinate,STARLINK-30073 - X-Coordinate,STARLINK-1258 - X-Coordinate,STARLINK-3677 - X-Coordinate,STARLINK-1404 - X-Coordinate,STARLINK-4572 - X-Coordinate,STARLINK-4598 - X-Coordinate,STARLINK-1329 - X-Coordinate,STARLINK-5998 - X-Coordinate,STARLINK-11134 [DTC] - X-Coordinate,STARLINK-30348 - X-Coordinate,STARLINK-32142 - X-Coordinate,STARLINK-3780 - X-Coordinate,STARLINK-4334 - X-Coordinate,STARLINK-1696 - X-Coordinate,STARLINK-1863 - X-Coordinate,STARLINK-1978 - X-Coordinate,STARLINK-30949 - X-Coordinate,STARLINK-31500 - X-Coordinate,STARLINK-30475 - X-Coordinate,STARLINK-2414 - X-Coordinate,STARLINK-2517 - X-Coordinate,STARLINK-5936 - X-Coordinate,STARLINK-30071 - X-Coordinate,STARLINK-4687 - X-Coordinate,STARLINK-31201 - X-Coordinate,STARLINK-31511 - X-Coordinate,STARLINK-30524 - X-Coordinate,STARLINK-4755 - X-Coordinate,STARLINK-30944 - X-Coordinate,STARLINK-31376 - X-Coordinate,STARLINK-31282 - X-Coordinate,STARLINK-30890 - X-Coordinate,STARLINK-2348 - X-Coordinate,STARLINK-31820 - X-Coordinate,STARLINK-2143 - X-Coordinate,STARLINK-30272 - X-Coordinate,STARLINK-3580 - X-Coordinate,STARLINK-4268 - X-Coordinate,STARLINK-30041 - X-Coordinate,STARLINK-31769 - X-Coordinate,STARLINK-4764 - X-Coordinate,STARLINK-5526 - X-Coordinate,STARLINK-3538 - X-Coordinate,STARLINK-5793 - X-Coordinate,STARLINK-11139 [DTC] - X-Coordinate,STARLINK-6105 - X-Coordinate,STARLINK-3545 - X-Coordinate,STARLINK-2541 - X-Coordinate,STARLINK-1909 - X-Coordinate,STARLINK-5215 - X-Coordinate,STARLINK-31416 - X-Coordinate,STARLINK-2415 - X-Coordinate,STARLINK-31256 - X-Coordinate,STARLINK-30973 - X-Coordinate,STARLINK-3508 - X-Coordinate,STARLINK-3359 - X-Coordinate,STARLINK-1321 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3698 - Y-Coordinate,STARLINK-5812 - Y-Coordinate,STARLINK-5035 - Y-Coordinate,STARLINK-32205 - Y-Coordinate,STARLINK-2395 - Y-Coordinate,STARLINK-31753 - Y-Coordinate,STARLINK-4197 - Y-Coordinate,STARLINK-6103 - Y-Coordinate,STARLINK-11117 [DTC] - Y-Coordinate,STARLINK-3649 - Y-Coordinate,STARLINK-31262 - Y-Coordinate,STARLINK-1895 - Y-Coordinate,STARLINK-31463 - Y-Coordinate,STARLINK-30516 - Y-Coordinate,STARLINK-2381 - Y-Coordinate,STARLINK-31034 - Y-Coordinate,STARLINK-3885 - Y-Coordinate,STARLINK-3368 - Y-Coordinate,STARLINK-1579 - Y-Coordinate,STARLINK-1215 - Y-Coordinate,STARLINK-1942 - Y-Coordinate,STARLINK-3739 - Y-Coordinate,STARLINK-3331 - Y-Coordinate,STARLINK-2310 - Y-Coordinate,STARLINK-2546 - Y-Coordinate,STARLINK-3761 - Y-Coordinate,STARLINK-4079 - Y-Coordinate,STARLINK-2750 - Y-Coordinate,STARLINK-4461 - Y-Coordinate,STARLINK-6115 - Y-Coordinate,STARLINK-1301 - Y-Coordinate,STARLINK-2399 - Y-Coordinate,STARLINK-3050 - Y-Coordinate,STARLINK-5728 - Y-Coordinate,STARLINK-4203 - Y-Coordinate,STARLINK-4595 - Y-Coordinate,STARLINK-1307 - Y-Coordinate,STARLINK-1893 - Y-Coordinate,STARLINK-4180 - Y-Coordinate,STARLINK-5613 - Y-Coordinate,STARLINK-6125 - Y-Coordinate,STARLINK-1597 - Y-Coordinate,STARLINK-2697 - Y-Coordinate,STARLINK-30073 - Y-Coordinate,STARLINK-1258 - Y-Coordinate,STARLINK-3677 - Y-Coordinate,STARLINK-1404 - Y-Coordinate,STARLINK-4572 - Y-Coordinate,STARLINK-4598 - Y-Coordinate,STARLINK-1329 - Y-Coordinate,STARLINK-5998 - Y-Coordinate,STARLINK-11134 [DTC] - Y-Coordinate,STARLINK-30348 - Y-Coordinate,STARLINK-32142 - Y-Coordinate,STARLINK-3780 - Y-Coordinate,STARLINK-4334 - Y-Coordinate,STARLINK-1696 - Y-Coordinate,STARLINK-1863 - Y-Coordinate,STARLINK-1978 - Y-Coordinate,STARLINK-30949 - Y-Coordinate,STARLINK-31500 - Y-Coordinate,STARLINK-30475 - Y-Coordinate,STARLINK-2414 - Y-Coordinate,STARLINK-2517 - Y-Coordinate,STARLINK-5936 - Y-Coordinate,STARLINK-30071 - Y-Coordinate,STARLINK-4687 - Y-Coordinate,STARLINK-31201 - Y-Coordinate,STARLINK-31511 - Y-Coordinate,STARLINK-30524 - Y-Coordinate,STARLINK-4755 - Y-Coordinate,STARLINK-30944 - Y-Coordinate,STARLINK-31376 - Y-Coordinate,STARLINK-31282 - Y-Coordinate,STARLINK-30890 - Y-Coordinate,STARLINK-2348 - Y-Coordinate,STARLINK-31820 - Y-Coordinate,STARLINK-2143 - Y-Coordinate,STARLINK-30272 - Y-Coordinate,STARLINK-3580 - Y-Coordinate,STARLINK-4268 - Y-Coordinate,STARLINK-30041 - Y-Coordinate,STARLINK-31769 - Y-Coordinate,STARLINK-4764 - Y-Coordinate,STARLINK-5526 - Y-Coordinate,STARLINK-3538 - Y-Coordinate,STARLINK-5793 - Y-Coordinate,STARLINK-11139 [DTC] - Y-Coordinate,STARLINK-6105 - Y-Coordinate,STARLINK-3545 - Y-Coordinate,STARLINK-2541 - Y-Coordinate,STARLINK-1909 - Y-Coordinate,STARLINK-5215 - Y-Coordinate,STARLINK-31416 - Y-Coordinate,STARLINK-2415 - Y-Coordinate,STARLINK-31256 - Y-Coordinate,STARLINK-30973 - Y-Coordinate,STARLINK-3508 - Y-Coordinate,STARLINK-3359 - Y-Coordinate,STARLINK-1321 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3698 - Z-Coordinate,STARLINK-5812 - Z-Coordinate,STARLINK-5035 - Z-Coordinate,STARLINK-32205 - Z-Coordinate,STARLINK-2395 - Z-Coordinate,STARLINK-31753 - Z-Coordinate,STARLINK-4197 - Z-Coordinate,STARLINK-6103 - Z-Coordinate,STARLINK-11117 [DTC] - Z-Coordinate,STARLINK-3649 - Z-Coordinate,STARLINK-31262 - Z-Coordinate,STARLINK-1895 - Z-Coordinate,STARLINK-31463 - Z-Coordinate,STARLINK-30516 - Z-Coordinate,STARLINK-2381 - Z-Coordinate,STARLINK-31034 - Z-Coordinate,STARLINK-3885 - Z-Coordinate,STARLINK-3368 - Z-Coordinate,STARLINK-1579 - Z-Coordinate,STARLINK-1215 - Z-Coordinate,STARLINK-1942 - Z-Coordinate,STARLINK-3739 - Z-Coordinate,STARLINK-3331 - Z-Coordinate,STARLINK-2310 - Z-Coordinate,STARLINK-2546 - Z-Coordinate,STARLINK-3761 - Z-Coordinate,STARLINK-4079 - Z-Coordinate,STARLINK-2750 - Z-Coordinate,STARLINK-4461 - Z-Coordinate,STARLINK-6115 - Z-Coordinate,STARLINK-1301 - Z-Coordinate,STARLINK-2399 - Z-Coordinate,STARLINK-3050 - Z-Coordinate,STARLINK-5728 - Z-Coordinate,STARLINK-4203 - Z-Coordinate,STARLINK-4595 - Z-Coordinate,STARLINK-1307 - Z-Coordinate,STARLINK-1893 - Z-Coordinate,STARLINK-4180 - Z-Coordinate,STARLINK-5613 - Z-Coordinate,STARLINK-6125 - Z-Coordinate,STARLINK-1597 - Z-Coordinate,STARLINK-2697 - Z-Coordinate,STARLINK-30073 - Z-Coordinate,STARLINK-1258 - Z-Coordinate,STARLINK-3677 - Z-Coordinate,STARLINK-1404 - Z-Coordinate,STARLINK-4572 - Z-Coordinate,STARLINK-4598 - Z-Coordinate,STARLINK-1329 - Z-Coordinate,STARLINK-5998 - Z-Coordinate,STARLINK-11134 [DTC] - Z-Coordinate,STARLINK-30348 - Z-Coordinate,STARLINK-32142 - Z-Coordinate,STARLINK-3780 - Z-Coordinate,STARLINK-4334 - Z-Coordinate,STARLINK-1696 - Z-Coordinate,STARLINK-1863 - Z-Coordinate,STARLINK-1978 - Z-Coordinate,STARLINK-30949 - Z-Coordinate,STARLINK-31500 - Z-Coordinate,STARLINK-30475 - Z-Coordinate,STARLINK-2414 - Z-Coordinate,STARLINK-2517 - Z-Coordinate,STARLINK-5936 - Z-Coordinate,STARLINK-30071 - Z-Coordinate,STARLINK-4687 - Z-Coordinate,STARLINK-31201 - Z-Coordinate,STARLINK-31511 - Z-Coordinate,STARLINK-30524 - Z-Coordinate,STARLINK-4755 - Z-Coordinate,STARLINK-30944 - Z-Coordinate,STARLINK-31376 - Z-Coordinate,STARLINK-31282 - Z-Coordinate,STARLINK-30890 - Z-Coordinate,STARLINK-2348 - Z-Coordinate,STARLINK-31820 - Z-Coordinate,STARLINK-2143 - Z-Coordinate,STARLINK-30272 - Z-Coordinate,STARLINK-3580 - Z-Coordinate,STARLINK-4268 - Z-Coordinate,STARLINK-30041 - Z-Coordinate,STARLINK-31769 - Z-Coordinate,STARLINK-4764 - Z-Coordinate,STARLINK-5526 - Z-Coordinate,STARLINK-3538 - Z-Coordinate,STARLINK-5793 - Z-Coordinate,STARLINK-11139 [DTC] - Z-Coordinate,STARLINK-6105 - Z-Coordinate,STARLINK-3545 - Z-Coordinate,STARLINK-2541 - Z-Coordinate,STARLINK-1909 - Z-Coordinate,STARLINK-5215 - Z-Coordinate,STARLINK-31416 - Z-Coordinate,STARLINK-2415 - Z-Coordinate,STARLINK-31256 - Z-Coordinate,STARLINK-30973 - Z-Coordinate,STARLINK-3508 - Z-Coordinate,STARLINK-3359 - Z-Coordinate,STARLINK-1321 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,8.4183,-6747.8679,4443.5578,-3263.4464,1227.4197,310.2489,4531.6590,-1263.0832,246.1586,1271.5074,-839.7464,-2060.3664,-6524.1038,325.7643,5729.3255,469.2555,423.2899,1150.6135,4721.9596,3447.2510,-2745.7756,1090.8526,-1432.2680,1687.5943,-1811.6279,-6731.8451,1924.5191,6540.8054,922.9713,-570.1702,-966.6534,360.7027,4689.0299,6635.4427,-3686.2911,453.3382,4030.2763,5579.5047,-3924.9305,3717.6534,-5348.6053,6169.2978,3141.9937,3894.8899,-828.0766,-2121.0842,4029.8068,-4508.8016,5094.5908,-1590.9183,-1700.0662,5733.1325,-2612.1933,-4370.4917,-5248.7503,-3088.5146,-3660.3071,-1692.1446,2819.1372,-995.6691,-637.1053,-2405.1999,4328.1169,5407.3205,5146.6915,4044.9910,-3655.1285,5125.1133,-2162.2097,4813.4338,2999.3565,-1867.9135,-690.0630,4197.0717,-4982.9121,4852.8424,-5659.0097,-277.4325,-282.1343,4382.5938,-1296.7991,-3383.6439,5083.3211,-6346.3164,-2410.8622,2798.7030,-747.4388,-5882.6260,-3710.8702,3401.3731,2112.6764,2679.0926,4759.4057,6122.7500,-2363.9567,-2347.2436,5776.0441,-2820.2235,-938.5447,6202.2175,334460.3144,306740.2095,319924.4304,322533.2759,315353.5752,317992.3704,314022.8769,317029.1748,-131222438.9180,-131239467.6494,-131221963.4806,-131215005.1229,317246.7565,-131212143.5035,-4211.9617,731.7943,-5293.2027,-4677.8310,4752.6591,-6019.1463,3294.9017,-6187.8274,4800.6918,5901.7222,6542.0619,-4679.8226,-317.8469,5880.2628,2976.6938,4141.9836,5106.3658,4051.1086,3576.8067,4024.8217,4785.7711,3999.7464,-6265.4861,-3917.0066,-4361.5022,1424.5316,-6342.0250,2080.1411,23.2321,6247.7822,5890.5670,4725.7448,-4018.4414,776.9712,-3979.1375,-4573.3245,-5627.1425,-484.4092,1774.1059,-3248.3892,493.8123,-2990.4052,-3699.5040,-5545.6514,5585.2935,-6355.5902,-1826.3673,3065.6996,446.8516,-4063.7133,-6588.9131,1340.4149,-6050.9289,637.8338,-1642.5453,635.8385,5062.8001,3731.0605,5161.4338,-5059.6961,5026.3619,4548.4467,-2256.9749,3140.9646,2777.5250,3082.9408,-3418.4100,-4271.1697,4546.6050,-1812.7052,-4065.7584,5405.6206,-6769.9025,3655.3333,2087.1819,3099.5420,3786.0093,5122.0826,4173.4068,-4553.1207,5032.1849,6019.9358,3376.5978,2247.3830,5964.5436,6126.8442,5197.1598,267.9495,-5811.5754,5573.3599,4037.5332,5058.9559,236.0497,-2965.0523,3493.3086,-6051.3759,1949.2051,4412.4773,5210.3907,2893.5786,-99467.6273,-99682.4326,-87577.5781,-91019.6050,-86449.9801,-88259.6988,-95769.5059,-93888.5622,302954164.6414,302940092.6420,302953017.5516,302946609.0496,-92984.8650,302939297.4793,5472.5658,-1527.3118,225.2557,-3494.8538,4852.3934,3175.0811,4040.5601,-2867.9840,4698.1894,-3377.5621,2109.6151,-4529.5915,-2004.9030,-3635.8868,-2486.4795,5423.6939,-4651.3608,5480.0702,-3523.0364,4434.9250,4076.7977,-5539.5767,2534.1546,-5441.6984,5042.0400,671.2149,1953.8525,772.4682,6862.1675,2932.4162,-3513.4324,4998.6034,-3203.6562,1847.2341,4270.8723,-5173.1042,-7.9967,-3813.7655,5405.4048,4885.5182,-4389.4698,694.2952,-4941.8470,-1489.7042,-3995.6328,1743.3244,5301.7739,-4293.9488,-4661.2763,5314.7389,-1426.8405,3271.7638,2150.8373,-5220.9530,4184.4547,6182.1656,2926.2465,5423.6143,3646.4109,4624.8874,4552.4222,4532.8891,-4907.2418,-2931.6225,-3727.9224,4691.5184,-4779.2776,1577.9181,-4609.2021,4630.2849,-4689.4166,-3946.7923,-444.2438,3928.6684,-4349.4564,3827.3032,-417.4955,4639.5365,5276.7909,2792.7613,-4561.6494,-658.8954,-3055.5524,-1561.9587,2619.1531,1535.3657,-4531.6753,3271.7539,-714.6880,2263.9578,-5210.6298,3874.7010,4996.2245,371.1113,5451.9331,2182.7236,3287.5017,-4523.9392,4448.5649,-1002.9854,152306.8223,149979.0089,147192.9124,153647.2292,152905.2939,142253.3226,141344.4988,146768.2456,-145349579.7241,-145317995.7708,-145325928.8495,-145332547.8876,148341.9940,-145340074.3308,
300.000,-2094.9164,-5881.9074,3345.8307,-3834.7510,3098.0122,-1396.7081,4515.4001,-2930.6447,2057.3580,2737.2656,540.9556,-3855.9987,-6695.8380,2127.0572,5512.3606,2532.7266,2153.0230,3051.9121,6003.8598,3969.0217,-797.4852,3108.0883,-2509.0617,-467.1597,-3740.3383,-6320.4170,469.2329,6390.4771,765.1279,1061.5462,644.0656,2241.6571,4711.4527,6111.3965,-5277.1419,-1390.2442,2854.3356,4294.9145,-3351.9865,1841.1596,-5387.2436,5496.3312,2160.2041,2641.9005,870.5833,-3333.1018,2478.3362,-5678.8632,4132.2951,-3605.8782,-2134.2248,6534.1416,-3772.4876,-3254.0621,-6316.5443,-1184.7282,-2811.1054,407.2299,3581.0418,-2954.1821,1526.4477,-292.4753,4040.5664,6428.5122,6290.1565,5036.1978,-5299.6343,4145.5578,-55.4040,3612.1229,936.0643,180.8900,-2147.9837,5671.4141,-3544.5402,6139.5357,-4600.7879,1372.5940,1784.0148,3693.1699,625.0237,-1841.9179,6254.3877,-5996.0920,-1338.9759,3626.5394,1375.0499,-6310.1812,-4875.4893,4042.5497,4047.9801,3493.8387,3832.1755,5229.7587,-321.9947,-3565.5675,6676.4793,-1787.4914,897.9523,6637.8566,336468.8013,308550.8345,321874.4846,324345.0419,317161.4727,319793.5517,315926.4694,319241.7642,-137802594.0984,-137819972.5200,-137802774.8436,-137795916.7218,319082.1028,-137792346.7431,-4370.1134,1292.6878,-5844.5172,-2881.8468,4907.0041,-6400.6675,1359.4396,-6103.5530,5331.9194,6098.3632,5856.7554,-4589.6398,1251.0125,6105.5528,1377.1620,3407.4844,5611.4192,2988.0855,2759.7442,2075.9393,4571.1590,3231.1030,-5047.8419,-4219.2220,-4173.3951,2563.1217,-5921.4592,756.5626,2273.2497,6660.2941,5042.5862,5160.0926,-4972.9066,-860.6924,-3379.8554,-5276.6679,-6046.2948,-1922.3642,3765.3966,-2939.2872,2493.4455,-4005.7836,-5320.3999,-6414.4112,4683.6700,-6070.7219,-3343.0638,3231.1171,-1368.0550,-3663.7807,-5679.0279,75.9769,-4721.8415,2504.6031,-352.3790,-448.6903,6177.3323,4346.9207,3472.5655,-4158.9300,4785.9677,5024.0395,-4120.5083,2184.4834,1346.3434,1168.3270,-2590.6445,-5462.3053,5075.8566,-3604.4076,-4205.9447,5223.4039,-6173.9998,2435.0801,3648.0520,2169.3208,4537.8098,5855.9847,4579.3533,-5738.7851,4358.8022,6339.8155,2112.6855,3424.6566,5201.6441,4946.3265,4887.5154,1702.2253,-4855.3512,4137.4607,3571.1658,3339.8456,-1673.8775,-4206.5734,4260.1589,-4741.7221,797.3465,5842.9466,4377.9190,1760.5830,-92360.2557,-93231.7649,-80947.7725,-84393.7719,-79758.4448,-81532.5790,-89067.9694,-86924.2508,300018532.7488,300003987.1403,300017391.2707,300011117.1637,-86314.8837,300003738.2421,4921.4734,-3485.0725,-1577.7332,-4663.0455,3740.6339,1875.3409,5045.7930,-1502.5604,3541.5765,-1775.4540,3650.9603,-3273.8901,-507.1434,-2468.0866,-3949.6218,5363.6916,-3428.1857,5433.9990,-1954.7971,5260.2362,5050.7642,-5269.5908,3990.4917,-5457.1161,4043.1572,-1144.1936,3525.3259,2502.4026,6496.3938,1579.7787,-4705.7817,3977.9487,-1206.6025,3151.6744,2902.5149,-4253.8043,1780.4997,-4876.0786,4730.5135,6015.7840,-3588.1033,-1120.4633,-3872.7612,36.7439,-5015.8327,-46.3101,5510.2382,-2336.4318,-5379.1904,4570.2195,-3397.7720,1642.0512,3393.2331,-5468.9504,2786.9521,6822.7939,1250.9775,5210.1278,4793.3826,4685.7696,4599.8208,4657.6983,-3819.6654,-1256.8654,-2591.0840,4598.9683,-3616.2031,48.4726,-4563.1297,4675.0802,-5380.8622,-4579.7768,-1948.4366,2888.2166,-4715.2184,2332.5098,-2190.6481,3419.4614,4604.8061,1094.9617,-5331.5375,-2133.4014,-1726.2211,242.5710,4400.9461,3174.5850,-4725.1643,1642.1221,831.1881,3777.0250,-4332.1402,4939.4038,5493.0334,-1181.7046,5409.8618,3416.4066,1671.4214,-3246.6156,5275.3907,809.8882,152371.1194,150050.9442,147354.8776,153590.0601,153112.7709,142518.0857,141260.5900,146704.8522,-145348302.5535,-145316668.0176,-145324691.3760,-145331227.2181,148415.9144,-145338633.2799,
600.000,-3975.0751,-4420.6366,1901.4309,-4039.6704,4638.7431,-2944.7415,4103.0829,-4303.2644,3617.8644,3914.2481,1906.3204,-5236.9723,-6188.6855,3703.8149,4780.5760,4355.4439,3642.1583,4678.7360,6677.0438,4155.6468,1256.5251,4833.2874,-3380.7164,-2566.5897,-5284.5527,-5276.2261,-1067.3311,5612.7236,433.1498,2576.0648,2233.6630,3871.7659,4268.2237,5007.7057,-6333.6986,-3065.2116,1378.5569,2582.6388,-2499.5563,-247.7188,-4936.5913,4264.4121,1008.0152,1132.8453,2525.1679,-4215.1029,721.2994,-6245.7225,2806.9990,-5253.7193,-2396.2896,6633.5844,-4600.0116,-1855.4766,-6763.9040,888.4640,-1693.9445,2442.6024,4042.2172,-4645.9055,3539.5647,1841.5026,3394.1616,6803.9941,6830.5879,5575.9121,-6418.9469,2750.4532,2044.7010,2097.0035,-1229.8865,2228.7132,-3406.0626,6569.5560,-1792.0942,6813.8811,-3052.6727,2856.0203,3635.8542,2646.5647,2517.9537,-105.6241,6787.6587,-5045.6226,-81.3987,4127.3369,3374.7938,-6065.7466,-5573.2897,4322.1112,5578.6860,4017.0578,2574.5555,3796.3620,1729.1880,-4458.4624,6917.3451,-613.7955,2683.4616,6415.5603,338325.0430,310228.1701,323682.2021,326015.8930,318828.8925,321451.7803,317689.3594,321288.4776,-144317117.2130,-144334834.7941,-144317954.7959,-144311192.5112,320777.2769,-144306920.7698,-4146.9263,1768.7123,-5825.6092,-763.0883,4608.5408,-6136.8977,-731.1811,-5437.4058,5316.5159,5699.7108,4606.9132,-4059.3229,2688.0455,5752.3318,-390.2034,2382.3247,5587.4093,1682.7949,1686.6908,-79.7265,3943.8196,2199.8665,-3330.9055,-4163.8380,-3614.0317,3458.9396,-4930.5724,-668.7260,4271.3105,6431.5465,3728.5110,5113.3928,-5412.8586,-2442.4294,-2475.2295,-5493.6677,-5876.7459,-3207.8286,5385.1451,-2407.3092,4237.6695,-4629.3729,-6421.4876,-6662.5122,3355.6012,-5183.8555,-4573.7734,3015.9579,-3087.2626,-2946.1497,-4186.4902,-1177.5568,-2934.3628,4150.0811,942.3984,-1398.9222,6668.8568,4564.8529,1439.8510,-2895.7955,4101.8800,5041.9960,-5564.6400,1023.4340,-190.9292,-837.4212,-1546.6581,-6105.0241,5133.1507,-5071.2579,-3985.4103,4580.5999,-4948.4173,994.3469,4892.3319,1049.7956,4840.7533,6032.7114,4541.6312,-6346.4607,3303.4114,6058.9158,650.5203,4262.3593,3940.4577,3263.3521,4150.3829,2935.4777,-3422.9514,2277.7801,2799.8760,1292.5312,-3452.0600,-5028.0606,4657.4948,-2955.3778,-414.4925,6697.3212,3156.9715,443.5442,-85212.0708,-86747.8555,-74284.6518,-77733.9836,-73034.0625,-74773.4915,-82326.6481,-79864.2346,296939993.9347,296924959.3519,296938830.6251,296932667.3945,-79608.9076,296925269.5275,3839.0980,-5074.1758,-3210.6412,-5277.9093,2224.0048,364.2241,5506.2421,23.5757,1970.1029,18.0784,4800.2293,-1652.2005,1047.3686,-1034.7409,-4988.2104,4708.2306,-1836.2552,4802.9042,-173.4917,5518.4158,5468.1340,-4433.8423,5015.4583,-4885.5494,2607.9697,-2836.1853,4715.6651,3961.2247,5436.4486,57.5317,-5394.3657,2524.2500,918.3647,4118.5276,1220.0216,-2877.2464,3377.2163,-5381.4911,3546.1579,6507.8882,-2403.6421,-2813.1694,-2388.5024,1559.2463,-5497.0661,-1831.0001,5123.8814,-129.5430,-5519.9162,3325.9919,-5008.5604,-179.1022,4272.4532,-5109.4115,1088.6721,6739.2657,-560.1223,4407.2844,5425.2445,4244.9047,4129.4180,4268.5658,-2321.6138,554.0880,-1177.1954,4012.3665,-2064.1975,-1486.3584,-4006.5317,4217.9547,-5488.3964,-4726.9522,-3233.7087,1522.4660,-4578.0274,586.2933,-3717.9492,1831.4599,3396.9052,-721.2018,-5528.1062,-3380.0480,-203.1160,2020.8272,5714.8123,4470.3055,-4414.6520,-178.8666,2287.9431,4882.0398,-2988.5316,5471.7628,5396.4907,-2601.3459,4780.7708,4270.7673,-123.9793,-1620.0092,5534.6859,2535.3223,152435.0423,150122.4149,147518.7503,153527.6307,153316.4982,142788.6033,141182.1091,146765.1184,-145347020.6887,-145315341.8683,-145323458.5413,-145329927.3877,148489.7222,-145337191.9070,
