sl_10_86400_20280831 Coordinates.csv
2028/08/31 07:47:00.0000 UTC

Generated: Tue Oct  8 21:11:04 2024,
Start: 2028/08/31 07:47:00.00, Stop: 2028/09/01 07:47:00.00,
TIME_UNITS,STARLINK-31995 - X-Coordinate,STARLINK-5170 - X-Coordinate,STARLINK-2260 - X-Coordinate,STARLINK-3209 - X-Coordinate,STARLINK-11235 [DTC] - X-Coordinate,STARLINK-31252 - X-Coordinate,STARLINK-31859 - X-Coordinate,STARLINK-30125 - X-Coordinate,STARLINK-2156 - X-Coordinate,STARLINK-11075 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31995 - Y-Coordinate,STARLINK-5170 - Y-Coordinate,STARLINK-2260 - Y-Coordinate,STARLINK-3209 - Y-Coordinate,STARLINK-11235 [DTC] - Y-Coordinate,STARLINK-31252 - Y-Coordinate,STARLINK-31859 - Y-Coordinate,STARLINK-30125 - Y-Coordinate,STARLINK-2156 - Y-Coordinate,STARLINK-11075 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31995 - Z-Coordinate,STARLINK-5170 - Z-Coordinate,STARLINK-2260 - Z-Coordinate,STARLINK-3209 - Z-Coordinate,STARLINK-11235 [DTC] - Z-Coordinate,STARLINK-31252 - Z-Coordinate,STARLINK-31859 - Z-Coordinate,STARLINK-30125 - Z-Coordinate,STARLINK-2156 - Z-Coordinate,STARLINK-11075 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
32400.000,-6193.7852,4399.4518,6488.9906,-2658.2046,-2150.7105,0.0000,-4448.8747,-5469.5916,4965.6510,-1286.3145,-95352.4329,-111979.9730,-114598.0864,-111361.4322,-117840.9267,-116465.5505,-113433.5751,-113331.3572,115641273.7105,115669063.0625,115645630.5828,115647163.0018,-113452.2376,115653722.7875,734.1111,4447.8447,2051.1178,3175.7459,-5666.6633,0.0000,2220.2958,106.6458,-8.3957,5135.6966,366201.9698,360098.1721,368039.2820,369465.7795,363229.6551,364260.8714,357942.3886,362551.7152,-281231049.1815,-281215188.9384,-281222667.0405,-281214898.5311,362334.5239,-281217774.3735,-2715.4654,2903.2696,984.3365,-5531.3868,2974.3065,0.0000,-4621.5661,-4242.1892,4718.1490,-4113.8168,-124930.5351,-127471.6373,-130229.2010,-122210.8351,-127499.6351,-137152.2808,-129423.8655,-126512.2122,120034046.6381,120029338.5568,120006326.4179,120027326.2762,-128261.5011,120024763.2914,
36000.000,2679.9395,-5786.9655,-4989.0570,-478.7485,4169.8549,0.0000,2025.3260,3657.8815,-2307.6316,-3454.9479,-184803.5374,-202005.5564,-200668.7886,-199241.3378,-206469.7611,-204563.8266,-200732.1943,-201428.0084,184528962.2623,184553773.9777,184540576.9053,184537362.7558,-200999.8039,184541828.5560,-3156.1182,-3452.7728,520.3537,-5832.9096,4945.1293,0.0000,-5943.3695,-3862.2989,3861.4245,-2609.2787,331847.3396,317076.5736,328703.5236,329614.5132,324852.1853,325170.3057,317785.2299,322532.0191,-241661014.2074,-241642454.9001,-241653379.9922,-241650834.3965,322655.5329,-241646745.8810,5385.4634,1471.8735,-4711.4030,3655.9932,1942.5344,0.0000,2561.6543,4416.3569,-5179.9042,5104.3324,-124088.8531,-125783.9578,-128269.2193,-121934.7199,-124241.4235,-135041.8707,-131720.7261,-129019.8927,119995523.8001,119999523.8726,119970563.9451,119983756.7638,-127248.7708,119988577.2959,
39600.000,1530.5645,4814.5369,1997.3713,2424.1338,-4188.4422,0.0000,733.4422,-1511.9258,-94.0252,6557.8018,-263218.5683,-277811.3873,-274195.8239,-274330.1092,-281978.0024,-280125.8094,-275450.3915,-275270.9810,240812273.1950,240832689.5680,240830555.2620,240829635.9362,-275882.0554,240825035.2949,5375.9339,496.7763,-3971.6349,6442.9746,-802.8664,0.0000,6564.2445,6494.8020,-6560.1597,-81.0292,275812.2689,254061.8501,268097.6367,268681.5284,264931.0202,264903.4890,257812.7526,262393.8153,-185600288.3637,-185581173.8876,-185589541.1130,-185589076.7090,262194.6215,-185584886.8861,-3877.6247,-4924.2020,5237.4015,528.7220,-5246.2751,0.0000,1542.5852,-1855.4088,1984.0079,-1383.4967,-123266.6785,-124663.3817,-126025.4370,-122124.9887,-121621.3005,-132222.1384,-133042.0210,-124585.8774,119956527.4480,119968439.4354,119936178.7117,119944764.4004,-126225.7175,119952367.6569,
43200.000,-4004.2671,-2862.1066,608.2293,-3446.0821,3326.6195,0.0000,-3560.3859,-768.4686,1808.9649,-5154.8553,-325362.6040,-334752.7935,-330351.4043,-331663.7925,-339819.0218,-337860.5916,-333031.0616,-334131.6969,280650611.2824,280666819.1749,280672915.5205,280672806.0291,-333263.7206,280662746.5350,-5455.8755,3540.2335,6470.7346,-4057.7545,-4204.3732,0.0000,-3720.6634,-6616.4234,6085.7008,2254.8640,201419.4949,174297.5434,190005.6706,190297.6533,187624.0336,187192.1559,181120.9875,184364.7117,-116877331.1400,-116860019.6779,-116860399.7872,-116858896.2099,184773.2824,-116860933.0272,-674.6808,5175.2937,-2256.3059,-4404.9550,4100.4507,0.0000,-4422.6791,-1879.9032,2580.1677,-3645.9015,-122462.4650,-123709.4651,-123825.0988,-122849.6132,-119542.1207,-128596.1201,-133536.9772,-126750.4078,119917238.0745,119935876.4649,119903367.1458,119910179.0136,-125192.4337,119916134.3935,
46800.000,4355.7946,1121.4132,-2281.6039,4232.0597,-1806.3960,0.0000,5626.8459,3203.7238,-3452.9336,272.7950,-366961.9110,-369339.9953,-365399.1531,-367421.4462,-376312.1378,-373059.8447,-369748.4670,-368485.8370,301326275.4188,301339772.1181,301348420.1264,301346651.1373,-369418.3804,301337396.7488,2301.7765,-6474.3778,-6078.9470,-222.2410,6492.4296,0.0000,-619.4309,4237.6060,-2539.7681,-4119.0951,113255.0193,82867.6156,99419.6277,98795.8858,98020.2006,97004.4652,92249.1928,95996.5614,-40184552.7959,-40170857.0088,-40160385.4354,-40158458.3089,95311.7212,-40167535.1463,4678.6943,-2111.3313,-2275.3570,5441.4508,479.5781,0.0000,3730.6771,4425.3745,-5356.8630,5268.1634,-121674.9743,-122826.4967,-121981.0656,-124150.3443,-117930.3312,-124110.2020,-133316.5483,-122822.9574,119877853.6190,119901963.9741,119872122.6851,119877636.2393,-124149.0125,119879877.5247,
50400.000,-3721.6175,512.9656,3535.8709,-4739.5795,-1029.7455,0.0000,-5522.3405,-5433.7742,4970.5612,4132.2128,-385008.4895,-379434.2568,-376991.8584,-380427.2541,-389070.4700,-381048.5882,-383086.7042,-382896.6688,301429876.6984,301442924.2865,301447536.3182,301443693.1827,-381970.9153,301439833.9002,2623.9286,6472.4170,2681.8988,4011.1561,-4766.7674,0.0000,3941.2891,-712.0123,-1810.8036,4873.1454,16896.8516,-14274.4028,2206.7353,-1707.5412,1932.5724,84.7476,-3311.1953,-1540.1058,39242048.8429,39251265.7779,39271627.7616,39272000.3889,-483.5537,39259166.9645,-5054.7094,-2345.1291,5243.7461,-3027.6495,-4682.1719,0.0000,-54.1515,-4230.3038,4352.4708,-2027.4653,-120903.1942,-121977.7261,-120707.9930,-124626.7928,-116747.5068,-120847.8611,-132438.9099,-124266.8055,119838576.6498,119866944.3183,119842020.5299,119845650.1628,-123095.5475,119843597.0698,
54000.000,2625.3076,-2596.7831,-4720.2965,3887.4058,4533.1476,0.0000,2443.8199,6347.8182,-5164.9799,-5240.5875,-377989.0205,-364441.8873,-364353.7252,-370930.7085,-377194.3244,-365661.6358,-371967.5545,-369315.8501,280956447.3174,280971534.4075,280967112.1824,280962614.6056,-370053.9821,280965366.2706,-6096.5366,-3619.4529,1725.8374,-5547.8683,942.4468,0.0000,-5150.9460,-2375.3254,4498.7863,-2783.7505,-81429.1808,-110784.4828,-95314.9105,-100876.4586,-94423.2590,-96446.0050,-99505.5712,-95125.1035,115980341.8757,115985302.0579,116011014.6525,116008358.3116,-96483.6137,115997035.2590,1471.7949,5258.8750,-4700.6380,-1349.9670,4909.1160,0.0000,-3683.7327,1385.7454,-315.6986,-3119.5510,-120146.2552,-121145.1286,-120064.8295,-121269.4488,-115981.9062,-123195.4482,-130922.6224,-121185.5249,119799601.2469,119831051.6960,119812154.7872,119813182.8094,-122032.1328,119807293.0477,
57600.000,-520.2925,4956.2004,4941.1066,-980.8160,-6313.3272,0.0000,2312.0413,-4981.6269,2789.8634,3532.3725,-346020.8974,-325374.1923,-328318.8007,-336541.6242,-341334.8053,-329499.1253,-336867.6486,-334803.3841,241305677.4603,241325049.0418,241309936.3460,241307242.2033,-334368.1808,241313926.9930,5952.5035,-169.2107,-4684.6457,4821.0705,2184.1248,0.0000,4568.3255,4209.8406,-4849.6068,-1929.3071,-175245.4451,-200360.3657,-186835.9373,-192008.6760,-184800.5805,-186240.7023,-190104.5150,-188175.9037,184792206.6243,184794172.8530,184819054.8051,184812973.5166,-186529.2689,184808081.3428,3238.3780,-4803.2217,963.4606,4834.7592,-1020.5295,0.0000,4442.0278,2304.6114,-3969.7254,5347.2342,-119403.3257,-120318.4522,-119939.0435,-117950.9171,-115645.4084,-125431.5052,-128751.5072,-121612.8251,119761100.4337,119794476.9145,119781486.0835,119779192.2478,-120958.8633,119770965.4777,
61200.000,-2842.7559,-6132.8183,-3016.5435,-3154.2711,4272.6033,0.0000,-5948.0040,1465.9880,1576.8395,-1113.9604,-290883.9484,-264789.9388,-271231.9757,-279852.1942,-283635.2904,-272761.8751,-279832.1886,-277090.8226,185186260.5183,185211528.4586,185187389.4162,185189634.0591,-277141.7223,185194355.6015,-2929.6101,2914.4703,5157.6756,-3188.3530,-3649.7998,0.0000,-2823.4540,-4983.5254,3845.5715,6061.0295,-258244.9611,-277155.3151,-266488.8129,-270934.0533,-263302.2669,-264376.0354,-269082.1465,-263077.1335,240981106.5854,240982199.2332,241000788.2776,240992683.5091,-264826.4101,240996003.0195,-5442.7872,1223.2583,3396.1431,-5256.2943,-3757.5503,0.0000,-1644.2234,-4576.2564,5443.0393,-2638.7774,-118673.4457,-119491.2317,-120076.8073,-115271.0596,-115775.8377,-126692.5794,-125871.6253,-119614.0122,119723214.9733,119757367.0349,119749334.9598,119742254.0740,-119875.8342,119734614.3789,
64800.000,5869.5926,4695.2530,-986.5223,6299.4508,668.3574,0.0000,6311.9536,2673.2887,-5525.3360,-1179.8675,-215943.5442,-186632.2649,-196747.9134,-204814.7102,-207522.8631,-198340.6433,-204390.6798,-201600.6497,116430874.4708,116462727.3861,116433261.6510,116442074.4626,-201991.8518,116439341.1141,-515.7887,-3971.8148,-4030.7746,1639.7147,4072.7739,0.0000,4.3674,4979.1724,-2606.2548,-6089.2301,-324712.1114,-336157.3445,-329210.3406,-332886.6467,-324742.8881,-326071.0377,-330926.4917,-328091.8108,280712670.0970,280715570.5245,280724496.4615,280720066.0707,-326319.1433,280726704.5505,3387.2696,3118.3779,-5490.1787,2297.2810,5337.8545,0.0000,-2494.5489,3983.9250,-3119.0184,-2543.1893,-117955.2125,-118659.0472,-120151.0471,-113132.6959,-116441.1569,-127127.9176,-122186.0114,-118846.4435,119686044.2533,119719833.9507,119715515.4467,119700696.4064,-118783.1416,119698239.7704,
68400.000,-6115.0006,-786.4246,5072.2541,-6573.8307,-5036.5384,0.0000,-3582.1590,-5533.6667,6631.8291,3521.3219,-125968.9124,-95973.9319,-109572.7538,-116375.7378,-117188.5892,-110632.5928,-115373.3991,-114448.5126,39734431.6653,39772470.6005,39741979.2858,39749686.1585,-113696.6068,39743668.9217,2676.9527,4136.0457,2567.4240,-77.1649,-3789.5394,0.0000,3445.4248,-4052.3957,1016.1972,1968.3391,-369912.0365,-373512.2210,-371019.3712,-373922.0697,-365034.6093,-367333.9016,-370664.8569,-365443.6404,301276391.2004,301283962.3159,301282168.2818,301289799.6360,-367016.6673,301289925.2035,1289.9955,-5472.5966,3861.2079,2101.7961,-2441.7525,0.0000,4608.6781,-925.7136,-1421.6075,5340.3070,-117246.0926,-117818.6614,-119849.1243,-111462.2751,-117683.0329,-126848.4645,-117641.1305,-118036.1884,119649639.8508,119681963.2094,119680153.4348,119656939.4314,-117680.8817,119661841.6713,
72000.000,2737.3822,-3566.5326,-6780.6639,4017.1778,5969.2381,0.0000,-199.7189,6122.2847,-4505.9807,-5175.9636,-26860.2512,1311.0385,-15181.1535,-20277.1455,-16672.5648,-15058.6078,-18463.3272,-16788.7244,-39666527.4016,-39623804.5684,-39651450.5231,-39656779.2200,-17891.2799,-39656352.1577,-3738.3480,-4067.8144,-1093.6145,-2172.8147,1892.4026,0.0000,-6068.8186,1728.1318,1496.5048,2804.6678,-390418.5638,-386770.3621,-389221.0466,-391362.7350,-382704.3383,-385356.6500,-383331.4124,-385579.3962,301270577.8147,301285445.6853,301273768.6794,301290380.9311,-384252.7315,301284123.1595,-4981.8638,4273.9229,347.0456,-5185.5173,-2543.1623,0.0000,-3032.8560,-2727.9313,4936.5665,-3207.6503,-116540.6890,-116967.5463,-118956.6477,-110221.3762,-118100.0919,-125912.3892,-114321.8200,-116034.7593,119614002.1931,119643821.0323,119643489.8932,119617812.9592,-116569.1516,119625420.1008,
75600.000,2206.4967,5975.1205,5229.8318,-414.6610,-3652.2061,0.0000,3172.8876,-4786.1172,966.1150,4100.1325,74686.1279,98927.2887,80482.6856,77261.2812,83688.0690,82321.6937,79234.5886,78079.1878,-116351397.9844,-116306455.1418,-116328389.6234,-116349055.0357,79291.1455,-116340393.0608,4304.3383,3433.4657,-1043.6581,4803.0323,1878.3839,0.0000,5914.2794,1770.9395,-4587.0106,-4940.7210,-384347.8939,-375042.1889,-382556.4368,-384010.0717,-377719.0752,-378761.5312,-372468.2974,-375925.6374,280697918.1963,280722069.9340,280702599.6698,280717602.8955,-376860.7728,280712002.5911,4771.3736,-342.0182,-4349.2104,4933.8921,5353.6102,0.0000,-1000.0986,4664.2968,-5009.1538,-1926.0520,-115825.4792,-116103.6024,-117414.9553,-109398.2615,-114684.5468,-124338.2482,-116612.3151,-116377.7068,119579080.5314,119605459.4830,119605776.5004,119583056.5012,-115448.0487,119588975.0780,
