sl_100_5400_20280424 Coordinates.csv
2028/04/24 07:47:00.0000 UTC

Generated: Tue Oct  8 21:40:58 2024,
Start: 2028/04/24 07:47:00.00, Stop: 2028/04/24 09:17:00.00,
TIME_UNITS,STARLINK-4631 - X-Coordinate,STARLINK-2647 - X-Coordinate,STARLINK-31704 - X-Coordinate,STARLINK-2606 - X-Coordinate,STARLINK-1696 - X-Coordinate,STARLINK-2405 - X-Coordinate,STARLINK-5536 - X-Coordinate,STARLINK-30893 - X-Coordinate,STARLINK-30333 - X-Coordinate,STARLINK-4288 - X-Coordinate,STARLINK-3198 - X-Coordinate,STARLINK-2660 - X-Coordinate,STARLINK-1080 - X-Coordinate,STARLINK-31990 - X-Coordinate,STARLINK-31597 - X-Coordinate,STARLINK-2078 - X-Coordinate,STARLINK-2033 - X-Coordinate,STARLINK-1764 - X-Coordinate,STARLINK-6211 - X-Coordinate,STARLINK-3834 - X-Coordinate,STARLINK-2483 - X-Coordinate,STARLINK-31924 - X-Coordinate,STARLINK-1146 - X-Coordinate,STARLINK-1916 - X-Coordinate,STARLINK-6168 - X-Coordinate,STARLINK-6360 - X-Coordinate,STARLINK-5173 - X-Coordinate,STARLINK-31724 - X-Coordinate,STARLINK-2477 - X-Coordinate,STARLINK-32222 - X-Coordinate,STARLINK-3226 - X-Coordinate,STARLINK-5599 - X-Coordinate,STARLINK-1759 - X-Coordinate,STARLINK-2131 - X-Coordinate,STARLINK-5751 - X-Coordinate,STARLINK-30398 - X-Coordinate,STARLINK-30252 - X-Coordinate,STARLINK-11255 [DTC] - X-Coordinate,STARLINK-30937 - X-Coordinate,STARLINK-4682 - X-Coordinate,STARLINK-4009 - X-Coordinate,STARLINK-30577 - X-Coordinate,STARLINK-2607 - X-Coordinate,STARLINK-31054 - X-Coordinate,STARLINK-30245 - X-Coordinate,STARLINK-3311 - X-Coordinate,STARLINK-1475 - X-Coordinate,STARLINK-30326 - X-Coordinate,STARLINK-5485 - X-Coordinate,STARLINK-30385 - X-Coordinate,STARLINK-5199 - X-Coordinate,STARLINK-1506 - X-Coordinate,STARLINK-4794 - X-Coordinate,STARLINK-31128 - X-Coordinate,STARLINK-2546 - X-Coordinate,STARLINK-5877 - X-Coordinate,STARLINK-31527 - X-Coordinate,STARLINK-2219 - X-Coordinate,STARLINK-30533 - X-Coordinate,STARLINK-6146 - X-Coordinate,STARLINK-4558 - X-Coordinate,STARLINK-30421 - X-Coordinate,STARLINK-1446 - X-Coordinate,STARLINK-30967 - X-Coordinate,STARLINK-30768 - X-Coordinate,STARLINK-30966 - X-Coordinate,STARLINK-5187 - X-Coordinate,STARLINK-2109 - X-Coordinate,STARLINK-3362 - X-Coordinate,STARLINK-30041 - X-Coordinate,STARLINK-6237 - X-Coordinate,STARLINK-4430 - X-Coordinate,STARLINK-2370 - X-Coordinate,STARLINK-1443 - X-Coordinate,STARLINK-2265 - X-Coordinate,STARLINK-5069 - X-Coordinate,STARLINK-3112 - X-Coordinate,STARLINK-1298 - X-Coordinate,STARLINK-31409 - X-Coordinate,STARLINK-3617 - X-Coordinate,STARLINK-3957 - X-Coordinate,STARLINK-2488 - X-Coordinate,STARLINK-30894 - X-Coordinate,STARLINK-31646 - X-Coordinate,STARLINK-5037 - X-Coordinate,STARLINK-30811 - X-Coordinate,STARLINK-30210 - X-Coordinate,STARLINK-30567 - X-Coordinate,STARLINK-1555 - X-Coordinate,STARLINK-2012 - X-Coordinate,STARLINK-30248 - X-Coordinate,STARLINK-30800 - X-Coordinate,STARLINK-4115 - X-Coordinate,STARLINK-3615 - X-Coordinate,STARLINK-5573 - X-Coordinate,STARLINK-5695 - X-Coordinate,STARLINK-3881 - X-Coordinate,STARLINK-5132 - X-Coordinate,STARLINK-31517 - X-Coordinate,STARLINK-1417 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4631 - Y-Coordinate,STARLINK-2647 - Y-Coordinate,STARLINK-31704 - Y-Coordinate,STARLINK-2606 - Y-Coordinate,STARLINK-1696 - Y-Coordinate,STARLINK-2405 - Y-Coordinate,STARLINK-5536 - Y-Coordinate,STARLINK-30893 - Y-Coordinate,STARLINK-30333 - Y-Coordinate,STARLINK-4288 - Y-Coordinate,STARLINK-3198 - Y-Coordinate,STARLINK-2660 - Y-Coordinate,STARLINK-1080 - Y-Coordinate,STARLINK-31990 - Y-Coordinate,STARLINK-31597 - Y-Coordinate,STARLINK-2078 - Y-Coordinate,STARLINK-2033 - Y-Coordinate,STARLINK-1764 - Y-Coordinate,STARLINK-6211 - Y-Coordinate,STARLINK-3834 - Y-Coordinate,STARLINK-2483 - Y-Coordinate,STARLINK-31924 - Y-Coordinate,STARLINK-1146 - Y-Coordinate,STARLINK-1916 - Y-Coordinate,STARLINK-6168 - Y-Coordinate,STARLINK-6360 - Y-Coordinate,STARLINK-5173 - Y-Coordinate,STARLINK-31724 - Y-Coordinate,STARLINK-2477 - Y-Coordinate,STARLINK-32222 - Y-Coordinate,STARLINK-3226 - Y-Coordinate,STARLINK-5599 - Y-Coordinate,STARLINK-1759 - Y-Coordinate,STARLINK-2131 - Y-Coordinate,STARLINK-5751 - Y-Coordinate,STARLINK-30398 - Y-Coordinate,STARLINK-30252 - Y-Coordinate,STARLINK-11255 [DTC] - Y-Coordinate,STARLINK-30937 - Y-Coordinate,STARLINK-4682 - Y-Coordinate,STARLINK-4009 - Y-Coordinate,STARLINK-30577 - Y-Coordinate,STARLINK-2607 - Y-Coordinate,STARLINK-31054 - Y-Coordinate,STARLINK-30245 - Y-Coordinate,STARLINK-3311 - Y-Coordinate,STARLINK-1475 - Y-Coordinate,STARLINK-30326 - Y-Coordinate,STARLINK-5485 - Y-Coordinate,STARLINK-30385 - Y-Coordinate,STARLINK-5199 - Y-Coordinate,STARLINK-1506 - Y-Coordinate,STARLINK-4794 - Y-Coordinate,STARLINK-31128 - Y-Coordinate,STARLINK-2546 - Y-Coordinate,STARLINK-5877 - Y-Coordinate,STARLINK-31527 - Y-Coordinate,STARLINK-2219 - Y-Coordinate,STARLINK-30533 - Y-Coordinate,STARLINK-6146 - Y-Coordinate,STARLINK-4558 - Y-Coordinate,STARLINK-30421 - Y-Coordinate,STARLINK-1446 - Y-Coordinate,STARLINK-30967 - Y-Coordinate,STARLINK-30768 - Y-Coordinate,STARLINK-30966 - Y-Coordinate,STARLINK-5187 - Y-Coordinate,STARLINK-2109 - Y-Coordinate,STARLINK-3362 - Y-Coordinate,STARLINK-30041 - Y-Coordinate,STARLINK-6237 - Y-Coordinate,STARLINK-4430 - Y-Coordinate,STARLINK-2370 - Y-Coordinate,STARLINK-1443 - Y-Coordinate,STARLINK-2265 - Y-Coordinate,STARLINK-5069 - Y-Coordinate,STARLINK-3112 - Y-Coordinate,STARLINK-1298 - Y-Coordinate,STARLINK-31409 - Y-Coordinate,STARLINK-3617 - Y-Coordinate,STARLINK-3957 - Y-Coordinate,STARLINK-2488 - Y-Coordinate,STARLINK-30894 - Y-Coordinate,STARLINK-31646 - Y-Coordinate,STARLINK-5037 - Y-Coordinate,STARLINK-30811 - Y-Coordinate,STARLINK-30210 - Y-Coordinate,STARLINK-30567 - Y-Coordinate,STARLINK-1555 - Y-Coordinate,STARLINK-2012 - Y-Coordinate,STARLINK-30248 - Y-Coordinate,STARLINK-30800 - Y-Coordinate,STARLINK-4115 - Y-Coordinate,STARLINK-3615 - Y-Coordinate,STARLINK-5573 - Y-Coordinate,STARLINK-5695 - Y-Coordinate,STARLINK-3881 - Y-Coordinate,STARLINK-5132 - Y-Coordinate,STARLINK-31517 - Y-Coordinate,STARLINK-1417 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4631 - Z-Coordinate,STARLINK-2647 - Z-Coordinate,STARLINK-31704 - Z-Coordinate,STARLINK-2606 - Z-Coordinate,STARLINK-1696 - Z-Coordinate,STARLINK-2405 - Z-Coordinate,STARLINK-5536 - Z-Coordinate,STARLINK-30893 - Z-Coordinate,STARLINK-30333 - Z-Coordinate,STARLINK-4288 - Z-Coordinate,STARLINK-3198 - Z-Coordinate,STARLINK-2660 - Z-Coordinate,STARLINK-1080 - Z-Coordinate,STARLINK-31990 - Z-Coordinate,STARLINK-31597 - Z-Coordinate,STARLINK-2078 - Z-Coordinate,STARLINK-2033 - Z-Coordinate,STARLINK-1764 - Z-Coordinate,STARLINK-6211 - Z-Coordinate,STARLINK-3834 - Z-Coordinate,STARLINK-2483 - Z-Coordinate,STARLINK-31924 - Z-Coordinate,STARLINK-1146 - Z-Coordinate,STARLINK-1916 - Z-Coordinate,STARLINK-6168 - Z-Coordinate,STARLINK-6360 - Z-Coordinate,STARLINK-5173 - Z-Coordinate,STARLINK-31724 - Z-Coordinate,STARLINK-2477 - Z-Coordinate,STARLINK-32222 - Z-Coordinate,STARLINK-3226 - Z-Coordinate,STARLINK-5599 - Z-Coordinate,STARLINK-1759 - Z-Coordinate,STARLINK-2131 - Z-Coordinate,STARLINK-5751 - Z-Coordinate,STARLINK-30398 - Z-Coordinate,STARLINK-30252 - Z-Coordinate,STARLINK-11255 [DTC] - Z-Coordinate,STARLINK-30937 - Z-Coordinate,STARLINK-4682 - Z-Coordinate,STARLINK-4009 - Z-Coordinate,STARLINK-30577 - Z-Coordinate,STARLINK-2607 - Z-Coordinate,STARLINK-31054 - Z-Coordinate,STARLINK-30245 - Z-Coordinate,STARLINK-3311 - Z-Coordinate,STARLINK-1475 - Z-Coordinate,STARLINK-30326 - Z-Coordinate,STARLINK-5485 - Z-Coordinate,STARLINK-30385 - Z-Coordinate,STARLINK-5199 - Z-Coordinate,STARLINK-1506 - Z-Coordinate,STARLINK-4794 - Z-Coordinate,STARLINK-31128 - Z-Coordinate,STARLINK-2546 - Z-Coordinate,STARLINK-5877 - Z-Coordinate,STARLINK-31527 - Z-Coordinate,STARLINK-2219 - Z-Coordinate,STARLINK-30533 - Z-Coordinate,STARLINK-6146 - Z-Coordinate,STARLINK-4558 - Z-Coordinate,STARLINK-30421 - Z-Coordinate,STARLINK-1446 - Z-Coordinate,STARLINK-30967 - Z-Coordinate,STARLINK-30768 - Z-Coordinate,STARLINK-30966 - Z-Coordinate,STARLINK-5187 - Z-Coordinate,STARLINK-2109 - Z-Coordinate,STARLINK-3362 - Z-Coordinate,STARLINK-30041 - Z-Coordinate,STARLINK-6237 - Z-Coordinate,STARLINK-4430 - Z-Coordinate,STARLINK-2370 - Z-Coordinate,STARLINK-1443 - Z-Coordinate,STARLINK-2265 - Z-Coordinate,STARLINK-5069 - Z-Coordinate,STARLINK-3112 - Z-Coordinate,STARLINK-1298 - Z-Coordinate,STARLINK-31409 - Z-Coordinate,STARLINK-3617 - Z-Coordinate,STARLINK-3957 - Z-Coordinate,STARLINK-2488 - Z-Coordinate,STARLINK-30894 - Z-Coordinate,STARLINK-31646 - Z-Coordinate,STARLINK-5037 - Z-Coordinate,STARLINK-30811 - Z-Coordinate,STARLINK-30210 - Z-Coordinate,STARLINK-30567 - Z-Coordinate,STARLINK-1555 - Z-Coordinate,STARLINK-2012 - Z-Coordinate,STARLINK-30248 - Z-Coordinate,STARLINK-30800 - Z-Coordinate,STARLINK-4115 - Z-Coordinate,STARLINK-3615 - Z-Coordinate,STARLINK-5573 - Z-Coordinate,STARLINK-5695 - Z-Coordinate,STARLINK-3881 - Z-Coordinate,STARLINK-5132 - Z-Coordinate,STARLINK-31517 - Z-Coordinate,STARLINK-1417 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2313.4709,-5210.4710,0.0000,4437.5180,3516.7180,1747.6156,-2488.1746,-3106.4358,-4837.2480,1468.6962,-3410.4816,-5816.1922,4637.2385,-6590.5005,232.0874,3511.4919,5220.1275,-4181.8545,-1539.3984,-4102.8949,1363.7511,-4866.5911,-4454.0169,-718.4940,2804.3712,2155.8338,-4030.7304,6648.6131,-1175.5151,-292.3501,-1854.4532,-452.6611,4458.4844,-294.8082,-2672.5507,-4500.9260,2830.9344,-4572.8584,-5904.4312,0.0000,3777.0665,-795.9599,-3810.1049,3676.9247,934.8996,-5277.3209,-288.9601,-6409.5210,-4976.9334,-631.8482,-2828.9043,-104.4902,-6636.3873,3116.0125,6839.0069,0.0000,4208.6620,-3141.9056,3757.8002,4392.5563,-4755.2719,4704.3192,2351.7484,-144.6283,-2558.3102,-2729.1984,879.8604,6578.9475,2782.5753,-1893.5012,5361.7984,198.9727,-2121.6690,5430.2724,4282.4906,2495.7282,-6816.4932,-4221.8485,-3658.9020,-4582.6768,2101.0362,-3851.7596,0.0000,166.0431,980.2921,2783.5360,-1766.9138,-5006.7017,-4187.0008,-4405.3717,-5468.0902,4359.9497,617.9012,-4144.7799,1085.7895,-5047.4017,5366.7779,-4720.3152,3601.6239,3472.0489,-225593.5256,-208572.4176,-219667.3668,-219994.3274,-222600.6106,-221272.7559,-213365.0852,-215439.3124,-198951727.1903,-198974298.9474,-198964038.3260,-198968425.8686,-216492.2253,-198967967.5123,3428.6830,-4352.3067,0.0000,-290.9242,-5662.1897,4242.7413,5375.9490,-4773.2385,4549.2222,5445.9914,3342.2504,383.1756,3199.8535,1117.8376,5198.4807,4134.1109,3823.9982,-4478.1837,6003.1370,1711.3706,4955.6309,-4290.4301,-2148.0160,-6538.0104,4882.6199,5735.0306,-1703.0605,1505.4376,-5971.9514,4648.3867,-4490.2569,-6728.4177,5181.0256,-6678.6579,-5528.3140,-2246.2149,4380.2809,1201.4747,-3135.5638,0.0000,1994.4014,-5533.3778,-5457.0557,5700.5301,4987.2208,-2660.6198,4565.7124,-250.0957,-4530.5572,-6860.8845,-6177.7825,4170.8061,-366.0881,-5967.2560,272.2392,0.0000,-113.1382,-2761.6741,1779.9257,-5343.8681,4246.1839,4842.4529,3561.6462,5074.4091,4408.2508,-6104.4118,6521.5242,1981.2589,-5968.7024,5478.0111,-27.4576,-3399.9097,3798.0601,2709.3828,3701.1407,-5628.2259,456.2344,434.0304,-5736.9337,1309.6602,3596.4018,1644.0888,0.0000,4101.8275,6823.0272,-6229.2741,-5860.2888,-3425.9590,-752.7184,-3354.0577,-1991.1452,-2768.2766,-4445.6202,-44.4562,-3028.7567,2283.4595,3879.4400,2614.2553,2238.1772,-2231.8278,327804.5887,300595.3843,318473.8937,317968.3942,309768.9188,311270.9950,311336.5492,314732.9998,293827767.2606,293839951.7835,293810539.7086,293838840.2093,313321.2552,293825969.5038,5526.5932,91.8814,0.0000,5231.0397,1529.1694,5089.6560,-3596.5884,-3774.1693,1985.1900,-3836.3181,4991.1261,3507.7728,-3684.4408,1203.4073,-4402.8256,4140.3985,-2403.8992,-3191.1302,-3107.9001,5280.1792,-4556.7048,2064.0986,4698.5515,-336.3160,4027.9609,-3245.3153,-5262.4472,80.9683,3008.2727,-4895.4866,4863.2827,1690.7612,-1022.0565,-1614.1502,-3202.3409,4605.9241,-4577.3457,4759.3637,-1452.6040,0.0000,5426.8197,4088.5556,71.5573,334.3379,-4716.7925,3565.9674,4782.2577,2602.9553,1657.7701,529.2986,1248.3856,5492.2034,1580.8371,1374.9414,-838.7940,0.0000,5376.5651,5475.8324,-5402.9818,-548.0985,2669.4383,1025.2550,5101.2915,-4730.6127,-4554.8276,1740.1172,-2105.9922,-622.5911,2132.5793,-3814.6426,-4414.2258,5985.1668,5236.0835,-3296.1788,3907.0724,-3232.3222,1017.8210,5445.7980,777.9344,-4959.3394,-5489.5809,5497.0782,0.0000,-5475.8933,481.0372,660.3749,-3233.0794,-3306.4119,5431.5448,3647.8853,3759.4680,-4601.6281,5230.7356,-5520.9865,6145.8222,-4152.3834,1778.9090,4315.9216,-5412.4788,5459.5558,109298.3205,108366.2806,108319.2926,110037.7990,112865.6215,103469.3951,99055.1981,107392.3858,62794474.5995,62772273.4820,62765380.6825,62783116.6010,107271.4992,62782210.8080,
300.000,3982.2948,-5734.7444,0.0000,4744.3725,2058.5568,3709.6374,-485.6773,-4662.6769,-3839.3563,3063.9666,-2558.6106,-6254.7073,4555.0400,-5722.0784,2257.9901,3985.8234,6204.2910,-4487.4662,333.7927,-2570.3394,2717.0755,-5350.7622,-4234.6775,-1915.4405,4591.2752,3859.9793,-5182.9833,6622.1432,-2602.5736,1518.2774,-3127.8943,-1098.1715,5325.1960,-1535.5331,-3848.9008,-5413.4932,4616.5246,-4701.5177,-6511.1038,0.0000,4968.2556,-2717.6125,-4592.6896,4797.0805,2995.1668,-4939.8584,1679.2252,-6684.1098,-6032.6029,-2084.6160,-3926.6243,2030.0286,-5952.3089,1745.7445,6758.5737,0.0000,4374.3163,-4235.3546,4212.6569,2948.5204,-4144.2667,5154.7840,4264.7711,1988.2251,-775.4302,-4157.8500,2154.1208,6748.9607,1731.9937,133.2517,5565.7758,709.7693,-550.3640,6481.3711,5716.4640,1294.1722,-6130.8165,-4192.2947,-4840.7312,-4652.8758,3735.7463,-3057.5055,0.0000,2317.2465,2103.9643,1460.5297,-3488.8315,-5269.5894,-4761.0984,-4407.5438,-6396.7276,3303.6994,-1464.6052,-4111.8905,30.7468,-4522.0866,5462.9658,-2925.4222,4205.7502,2271.5132,-232489.1001,-214860.6233,-226108.9134,-226455.5463,-229168.3384,-227795.5312,-219985.1333,-222023.3249,-205318412.8225,-205341297.3523,-205330316.4030,-205335698.4869,-223044.2817,-205334678.1225,2052.6507,-3208.2153,0.0000,-2292.5117,-5696.7145,4002.3984,5338.5553,-4450.6114,5751.1928,5627.1044,5058.7853,1857.1903,1287.7645,2230.5239,4446.1768,2206.9198,2948.7960,-2746.2387,5588.7032,3243.0688,3413.1115,-2578.5824,-62.3693,-6116.4308,4215.2069,5413.1961,-18.9519,-44.2678,-6129.1627,5343.7564,-2809.0672,-6855.0443,4330.2285,-6698.9718,-3989.8759,-327.7337,3354.0221,3110.1446,-2062.7304,0.0000,282.9651,-5563.5269,-4430.2490,4653.0285,4450.1729,-853.5959,3638.4264,1360.9882,-3414.6692,-6269.4553,-5658.4259,4239.3334,929.2899,-6645.3627,-941.2240,0.0000,-2210.6383,-876.5328,-364.3968,-5945.4040,5451.1097,3540.7856,2776.0259,4893.2957,5504.9448,-5516.0731,6554.7334,773.8388,-6694.4208,5269.7894,-2021.3733,-1292.1523,5120.1145,1683.4333,2955.6212,-4779.9168,1632.1978,2535.5554,-4783.6650,3222.7332,2158.4882,3619.0869,0.0000,3850.5605,6185.7243,-6246.7325,-5651.3484,-1484.8710,1264.1940,-1415.3285,-400.0538,-4557.1449,-3860.3847,2098.6607,-4683.0103,4148.4508,2388.0404,3476.8462,139.8915,-4018.4048,322834.3530,295956.2751,313841.6198,313242.4986,305062.7027,306561.1489,306671.3890,310025.8315,289413189.0557,289425483.0510,289396461.7335,289424358.1272,308641.7966,289411464.9269,5252.6524,-1716.0720,0.0000,4404.5564,3169.1168,4147.6071,-4393.2164,-2261.3238,495.2756,-2337.7859,3950.3170,1934.4090,-4787.3957,2895.1691,-4647.2482,5077.8611,-662.4435,-4478.5945,-4090.6697,5524.2021,-5306.0841,3323.9427,5345.7190,1505.1616,3017.1409,-1963.0403,-4468.7546,1612.6679,1337.5806,-3845.9682,5437.5538,-424.2106,791.4984,188.3032,-4151.6657,4137.1378,-3948.1165,3641.0587,363.3275,0.0000,4790.6710,3106.6084,1884.3523,-1219.3822,-4383.8718,4742.3511,5265.9042,1190.6335,140.9532,2018.0873,-565.6891,5048.8477,3217.1565,-164.1322,976.9763,0.0000,4756.3965,5364.6651,-5347.9392,-2033.0091,955.7262,2736.7040,4285.5018,-4500.2735,-3976.7286,227.1058,-333.8352,1190.3780,364.9796,-4512.8178,-3628.4522,6726.0688,4454.7246,-1682.6242,2433.8304,-4883.3495,2725.1988,4866.2216,-777.1098,-3907.1999,-5372.6121,5032.4500,0.0000,-5161.5796,2241.2074,2408.5930,-1947.8873,-4215.5414,4832.1402,4744.3478,2635.1934,-4020.1800,5518.5896,-5132.6563,5121.0825,-3204.0568,3382.2130,5203.7525,-5437.9824,5054.4513,109372.5470,108449.2156,108511.6111,109967.6750,113040.0504,103816.9308,99053.1796,106992.4289,62800514.7462,62778858.3103,62771295.1417,62789560.4497,107371.8968,62788273.5058,
600.000,5287.4036,-5668.4880,0.0000,4615.5623,361.5869,5282.8436,1580.5222,-5724.5526,-2473.3418,4321.6820,-1496.5843,-6050.2459,4033.3765,-4250.9011,4073.9531,4106.4064,6564.0144,-4394.2813,2200.9319,-822.8820,3848.9456,-5315.5780,-3636.0714,-2909.4847,5926.1888,5178.7908,-5836.6118,5922.7775,-3742.4635,3136.1681,-4140.5062,-1637.7008,5666.4429,-2622.7537,-4691.2375,-5807.3366,5964.4810,-4355.7768,-6448.2415,0.0000,5701.4656,-4359.8041,-4880.3032,5431.6702,4768.9367,-4152.8719,3491.8450,-6312.5505,-6502.7258,-3352.7063,-4637.7883,3951.1438,-4662.4192,200.0360,5998.1799,0.0000,4141.3937,-4955.5931,4291.0869,1206.0821,-3129.5481,5096.9454,5707.1134,3927.9907,1056.8764,-5177.6157,3209.5581,6244.6928,513.6858,2165.3043,5264.3571,1048.3112,1035.7024,6882.9314,6567.4104,-90.2454,-4834.2820,-3799.1672,-5541.1000,-4293.4236,5033.9543,-2015.0185,0.0000,4231.5157,3042.9572,-36.1561,-4858.7789,-5056.0838,-4908.1992,-3965.5786,-6714.6008,1963.1696,-3422.0159,-3726.6578,-964.9922,-3586.9461,5030.1476,-848.6460,4444.6356,890.6432,-239274.3107,-221046.7422,-232446.9674,-232809.1376,-235633.0777,-234209.7695,-226504.9532,-228583.8691,-211587186.7714,-211610387.8313,-211598704.7217,-211605061.8319,-229495.2051,-211603480.6740,521.4354,-1711.4179,0.0000,-4040.0387,-5169.2705,3400.0292,4823.2727,-3690.8380,6393.0510,5242.6213,6274.7988,3117.4113,-786.4676,3142.1813,3281.9760,47.3555,1785.0399,-724.5650,4663.1848,4498.4507,1553.2222,-587.2140,2048.1190,-4986.5921,3166.6713,4581.7987,1627.6837,-1604.9013,-5649.6004,5501.6727,-872.5511,-6285.4204,3040.5104,-6039.6322,-2070.8825,1598.6538,2041.2410,4659.6686,-773.3278,0.0000,-1416.6871,-5079.2121,-2895.3600,3118.0804,3523.8218,1069.8326,2351.8485,2828.9207,-1968.9753,-5063.8995,-4570.8937,3940.4495,2164.6397,-6661.6994,-2071.2368,0.0000,-4064.4659,1063.4747,-2456.4494,-5986.6955,6107.0516,1853.6315,1731.3568,4283.5547,6071.2694,-4389.0266,5934.0232,-524.4839,-6755.0590,4592.8709,-3803.8174,973.6103,5938.2158,508.0906,1938.7118,-3486.0791,2675.9814,4374.2746,-3344.0236,4791.7105,551.8656,5247.1134,0.0000,3264.1487,4928.7311,-5638.3649,-4906.1818,614.3227,3129.3791,704.1333,1206.3329,-5911.3866,-2947.4000,4025.5921,-5887.1798,5602.7469,626.9091,4051.7816,-1955.1412,-5419.0560,317717.8978,291187.3318,309069.8760,308377.8060,300219.2947,301718.5003,301866.5079,305068.3278,284860681.0268,284873068.3314,284844468.7703,284871903.9868,303825.3939,284859029.3082,4411.1476,-3328.7523,0.0000,3094.1400,4455.6322,2747.1066,-4720.0605,-495.5828,-1047.7138,-576.6082,2483.0201,142.2015,-5333.1261,4257.3217,-4369.7140,5446.8773,1150.9042,-5282.7562,-4636.4298,5171.1646,-5473.5782,4208.2718,5394.1492,3159.3239,1682.3849,-470.5588,-3178.9754,2962.6874,-485.3735,-2352.7128,5416.6858,-2494.2311,2519.3788,1970.0493,-4655.9988,3204.4963,-2897.9595,2093.8897,2138.7148,0.0000,3637.3754,1791.5401,3469.5752,-2634.4003,-3581.5383,5405.2881,5105.6791,-349.6831,-1390.9814,3288.5189,-2318.6195,4058.4599,4493.6756,-1685.1858,2686.2912,0.0000,3605.2066,4670.7451,-4693.2905,-3301.0280,-861.2072,4141.4837,2953.1347,-3790.4373,-2955.3615,-1310.4786,1474.4400,2873.8392,-1441.8828,-4730.2292,-2456.6616,6736.3404,3171.4117,113.2668,694.1087,-6017.8878,4137.4245,3760.9173,-2245.8853,-2427.3779,-4671.8941,4025.7260,0.0000,-4274.8393,3758.8222,3889.8917,-453.1283,-4669.7052,3709.5489,5263.4435,1228.5294,-3006.0949,5207.4101,-4189.5141,3551.3187,-1911.5192,4611.3902,5530.3698,-4868.5474,4089.0609,109446.5365,108531.9508,108701.6972,109892.8831,113211.0754,104170.7112,99056.0027,106622.8560,62806549.2016,62785449.0634,62777214.7713,62796001.8855,107472.2319,62794336.0475,
