sl_100_86400_20281203 Coordinates.csv
2028/12/03 07:47:00.0000 UTC

Generated: Tue Oct  8 21:42:45 2024,
Start: 2028/12/03 07:47:00.00, Stop: 2028/12/04 07:47:00.00,
TIME_UNITS,STARLINK-3914 - X-Coordinate,STARLINK-3700 - X-Coordinate,STARLINK-5842 - X-Coordinate,STARLINK-6277 - X-Coordinate,STARLINK-2182 - X-Coordinate,STARLINK-30886 - X-Coordinate,STARLINK-31818 - X-Coordinate,STARLINK-2140 - X-Coordinate,STARLINK-2623 - X-Coordinate,STARLINK-1283 - X-Coordinate,STARLINK-32112 - X-Coordinate,STARLINK-1742 - X-Coordinate,STARLINK-1376 - X-Coordinate,STARLINK-4218 - X-Coordinate,STARLINK-4774 - X-Coordinate,STARLINK-30298 - X-Coordinate,STARLINK-5231 - X-Coordinate,STARLINK-4060 - X-Coordinate,STARLINK-4557 - X-Coordinate,STARLINK-2213 - X-Coordinate,STARLINK-5111 - X-Coordinate,STARLINK-4382 - X-Coordinate,STARLINK-31793 - X-Coordinate,STARLINK-30826 - X-Coordinate,STARLINK-31741 - X-Coordinate,STARLINK-3552 - X-Coordinate,STARLINK-6233 - X-Coordinate,STARLINK-4064 - X-Coordinate,STARLINK-4299 - X-Coordinate,STARLINK-2225 - X-Coordinate,STARLINK-31199 - X-Coordinate,STARLINK-5740 - X-Coordinate,STARLINK-31092 - X-Coordinate,STARLINK-5574 - X-Coordinate,STARLINK-31580 - X-Coordinate,STARLINK-4488 - X-Coordinate,STARLINK-5026 - X-Coordinate,STARLINK-4617 - X-Coordinate,STARLINK-5339 - X-Coordinate,STARLINK-5198 - X-Coordinate,STARLINK-31101 - X-Coordinate,STARLINK-2420 - X-Coordinate,STARLINK-2485 - X-Coordinate,STARLINK-2427 - X-Coordinate,STARLINK-1293 - X-Coordinate,STARLINK-31305 - X-Coordinate,STARLINK-31565 - X-Coordinate,STARLINK-5259 - X-Coordinate,STARLINK-31088 - X-Coordinate,STARLINK-30086 - X-Coordinate,STARLINK-31663 - X-Coordinate,STARLINK-3878 - X-Coordinate,STARLINK-32076 - X-Coordinate,STARLINK-1627 - X-Coordinate,STARLINK-30412 - X-Coordinate,STARLINK-11158 [DTC] - X-Coordinate,STARLINK-30510 - X-Coordinate,STARLINK-30505 - X-Coordinate,STARLINK-11123 [DTC] - X-Coordinate,STARLINK-1043 - X-Coordinate,STARLINK-1800 - X-Coordinate,STARLINK-3717 - X-Coordinate,STARLINK-4281 - X-Coordinate,STARLINK-6249 - X-Coordinate,STARLINK-3754 - X-Coordinate,STARLINK-31260 - X-Coordinate,STARLINK-6202 - X-Coordinate,STARLINK-30704 - X-Coordinate,STARLINK-6221 - X-Coordinate,STARLINK-4587 - X-Coordinate,STARLINK-5748 - X-Coordinate,STARLINK-30320 - X-Coordinate,STARLINK-5968 - X-Coordinate,STARLINK-2463 - X-Coordinate,STARLINK-31231 - X-Coordinate,STARLINK-3847 - X-Coordinate,STARLINK-30254 - X-Coordinate,STARLINK-11234 [DTC] - X-Coordinate,STARLINK-5034 - X-Coordinate,STARLINK-4430 - X-Coordinate,STARLINK-31562 - X-Coordinate,STARLINK-31899 - X-Coordinate,STARLINK-3209 - X-Coordinate,STARLINK-6038 - X-Coordinate,STARLINK-3708 - X-Coordinate,STARLINK-30478 - X-Coordinate,STARLINK-5691 - X-Coordinate,STARLINK-3683 - X-Coordinate,STARLINK-4151 - X-Coordinate,STARLINK-31252 - X-Coordinate,STARLINK-5839 - X-Coordinate,STARLINK-31485 - X-Coordinate,STARLINK-31610 - X-Coordinate,STARLINK-31473 - X-Coordinate,STARLINK-30416 - X-Coordinate,STARLINK-2461 - X-Coordinate,STARLINK-2756 - X-Coordinate,STARLINK-5257 - X-Coordinate,STARLINK-1566 - X-Coordinate,STARLINK-31219 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3914 - Y-Coordinate,STARLINK-3700 - Y-Coordinate,STARLINK-5842 - Y-Coordinate,STARLINK-6277 - Y-Coordinate,STARLINK-2182 - Y-Coordinate,STARLINK-30886 - Y-Coordinate,STARLINK-31818 - Y-Coordinate,STARLINK-2140 - Y-Coordinate,STARLINK-2623 - Y-Coordinate,STARLINK-1283 - Y-Coordinate,STARLINK-32112 - Y-Coordinate,STARLINK-1742 - Y-Coordinate,STARLINK-1376 - Y-Coordinate,STARLINK-4218 - Y-Coordinate,STARLINK-4774 - Y-Coordinate,STARLINK-30298 - Y-Coordinate,STARLINK-5231 - Y-Coordinate,STARLINK-4060 - Y-Coordinate,STARLINK-4557 - Y-Coordinate,STARLINK-2213 - Y-Coordinate,STARLINK-5111 - Y-Coordinate,STARLINK-4382 - Y-Coordinate,STARLINK-31793 - Y-Coordinate,STARLINK-30826 - Y-Coordinate,STARLINK-31741 - Y-Coordinate,STARLINK-3552 - Y-Coordinate,STARLINK-6233 - Y-Coordinate,STARLINK-4064 - Y-Coordinate,STARLINK-4299 - Y-Coordinate,STARLINK-2225 - Y-Coordinate,STARLINK-31199 - Y-Coordinate,STARLINK-5740 - Y-Coordinate,STARLINK-31092 - Y-Coordinate,STARLINK-5574 - Y-Coordinate,STARLINK-31580 - Y-Coordinate,STARLINK-4488 - Y-Coordinate,STARLINK-5026 - Y-Coordinate,STARLINK-4617 - Y-Coordinate,STARLINK-5339 - Y-Coordinate,STARLINK-5198 - Y-Coordinate,STARLINK-31101 - Y-Coordinate,STARLINK-2420 - Y-Coordinate,STARLINK-2485 - Y-Coordinate,STARLINK-2427 - Y-Coordinate,STARLINK-1293 - Y-Coordinate,STARLINK-31305 - Y-Coordinate,STARLINK-31565 - Y-Coordinate,STARLINK-5259 - Y-Coordinate,STARLINK-31088 - Y-Coordinate,STARLINK-30086 - Y-Coordinate,STARLINK-31663 - Y-Coordinate,STARLINK-3878 - Y-Coordinate,STARLINK-32076 - Y-Coordinate,STARLINK-1627 - Y-Coordinate,STARLINK-30412 - Y-Coordinate,STARLINK-11158 [DTC] - Y-Coordinate,STARLINK-30510 - Y-Coordinate,STARLINK-30505 - Y-Coordinate,STARLINK-11123 [DTC] - Y-Coordinate,STARLINK-1043 - Y-Coordinate,STARLINK-1800 - Y-Coordinate,STARLINK-3717 - Y-Coordinate,STARLINK-4281 - Y-Coordinate,STARLINK-6249 - Y-Coordinate,STARLINK-3754 - Y-Coordinate,STARLINK-31260 - Y-Coordinate,STARLINK-6202 - Y-Coordinate,STARLINK-30704 - Y-Coordinate,STARLINK-6221 - Y-Coordinate,STARLINK-4587 - Y-Coordinate,STARLINK-5748 - Y-Coordinate,STARLINK-30320 - Y-Coordinate,STARLINK-5968 - Y-Coordinate,STARLINK-2463 - Y-Coordinate,STARLINK-31231 - Y-Coordinate,STARLINK-3847 - Y-Coordinate,STARLINK-30254 - Y-Coordinate,STARLINK-11234 [DTC] - Y-Coordinate,STARLINK-5034 - Y-Coordinate,STARLINK-4430 - Y-Coordinate,STARLINK-31562 - Y-Coordinate,STARLINK-31899 - Y-Coordinate,STARLINK-3209 - Y-Coordinate,STARLINK-6038 - Y-Coordinate,STARLINK-3708 - Y-Coordinate,STARLINK-30478 - Y-Coordinate,STARLINK-5691 - Y-Coordinate,STARLINK-3683 - Y-Coordinate,STARLINK-4151 - Y-Coordinate,STARLINK-31252 - Y-Coordinate,STARLINK-5839 - Y-Coordinate,STARLINK-31485 - Y-Coordinate,STARLINK-31610 - Y-Coordinate,STARLINK-31473 - Y-Coordinate,STARLINK-30416 - Y-Coordinate,STARLINK-2461 - Y-Coordinate,STARLINK-2756 - Y-Coordinate,STARLINK-5257 - Y-Coordinate,STARLINK-1566 - Y-Coordinate,STARLINK-31219 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3914 - Z-Coordinate,STARLINK-3700 - Z-Coordinate,STARLINK-5842 - Z-Coordinate,STARLINK-6277 - Z-Coordinate,STARLINK-2182 - Z-Coordinate,STARLINK-30886 - Z-Coordinate,STARLINK-31818 - Z-Coordinate,STARLINK-2140 - Z-Coordinate,STARLINK-2623 - Z-Coordinate,STARLINK-1283 - Z-Coordinate,STARLINK-32112 - Z-Coordinate,STARLINK-1742 - Z-Coordinate,STARLINK-1376 - Z-Coordinate,STARLINK-4218 - Z-Coordinate,STARLINK-4774 - Z-Coordinate,STARLINK-30298 - Z-Coordinate,STARLINK-5231 - Z-Coordinate,STARLINK-4060 - Z-Coordinate,STARLINK-4557 - Z-Coordinate,STARLINK-2213 - Z-Coordinate,STARLINK-5111 - Z-Coordinate,STARLINK-4382 - Z-Coordinate,STARLINK-31793 - Z-Coordinate,STARLINK-30826 - Z-Coordinate,STARLINK-31741 - Z-Coordinate,STARLINK-3552 - Z-Coordinate,STARLINK-6233 - Z-Coordinate,STARLINK-4064 - Z-Coordinate,STARLINK-4299 - Z-Coordinate,STARLINK-2225 - Z-Coordinate,STARLINK-31199 - Z-Coordinate,STARLINK-5740 - Z-Coordinate,STARLINK-31092 - Z-Coordinate,STARLINK-5574 - Z-Coordinate,STARLINK-31580 - Z-Coordinate,STARLINK-4488 - Z-Coordinate,STARLINK-5026 - Z-Coordinate,STARLINK-4617 - Z-Coordinate,STARLINK-5339 - Z-Coordinate,STARLINK-5198 - Z-Coordinate,STARLINK-31101 - Z-Coordinate,STARLINK-2420 - Z-Coordinate,STARLINK-2485 - Z-Coordinate,STARLINK-2427 - Z-Coordinate,STARLINK-1293 - Z-Coordinate,STARLINK-31305 - Z-Coordinate,STARLINK-31565 - Z-Coordinate,STARLINK-5259 - Z-Coordinate,STARLINK-31088 - Z-Coordinate,STARLINK-30086 - Z-Coordinate,STARLINK-31663 - Z-Coordinate,STARLINK-3878 - Z-Coordinate,STARLINK-32076 - Z-Coordinate,STARLINK-1627 - Z-Coordinate,STARLINK-30412 - Z-Coordinate,STARLINK-11158 [DTC] - Z-Coordinate,STARLINK-30510 - Z-Coordinate,STARLINK-30505 - Z-Coordinate,STARLINK-11123 [DTC] - Z-Coordinate,STARLINK-1043 - Z-Coordinate,STARLINK-1800 - Z-Coordinate,STARLINK-3717 - Z-Coordinate,STARLINK-4281 - Z-Coordinate,STARLINK-6249 - Z-Coordinate,STARLINK-3754 - Z-Coordinate,STARLINK-31260 - Z-Coordinate,STARLINK-6202 - Z-Coordinate,STARLINK-30704 - Z-Coordinate,STARLINK-6221 - Z-Coordinate,STARLINK-4587 - Z-Coordinate,STARLINK-5748 - Z-Coordinate,STARLINK-30320 - Z-Coordinate,STARLINK-5968 - Z-Coordinate,STARLINK-2463 - Z-Coordinate,STARLINK-31231 - Z-Coordinate,STARLINK-3847 - Z-Coordinate,STARLINK-30254 - Z-Coordinate,STARLINK-11234 [DTC] - Z-Coordinate,STARLINK-5034 - Z-Coordinate,STARLINK-4430 - Z-Coordinate,STARLINK-31562 - Z-Coordinate,STARLINK-31899 - Z-Coordinate,STARLINK-3209 - Z-Coordinate,STARLINK-6038 - Z-Coordinate,STARLINK-3708 - Z-Coordinate,STARLINK-30478 - Z-Coordinate,STARLINK-5691 - Z-Coordinate,STARLINK-3683 - Z-Coordinate,STARLINK-4151 - Z-Coordinate,STARLINK-31252 - Z-Coordinate,STARLINK-5839 - Z-Coordinate,STARLINK-31485 - Z-Coordinate,STARLINK-31610 - Z-Coordinate,STARLINK-31473 - Z-Coordinate,STARLINK-30416 - Z-Coordinate,STARLINK-2461 - Z-Coordinate,STARLINK-2756 - Z-Coordinate,STARLINK-5257 - Z-Coordinate,STARLINK-1566 - Z-Coordinate,STARLINK-31219 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5208.4286,5804.6826,2710.2596,3135.8368,4785.9028,3599.1015,1844.4222,-6435.9934,-5040.2363,5791.9425,3986.2765,2683.0869,-4136.7875,-3871.3454,-5440.3185,-2427.8348,-5222.0661,-4364.1871,-2245.8719,5611.9628,1860.2417,-1573.3340,5302.9155,-5721.3445,-3979.5045,3175.8605,1407.4595,3135.8268,-6177.5213,5516.2560,-4195.5172,5462.3930,-2654.4510,-5044.3546,-6312.1080,5541.3930,-3481.9705,-3977.0704,4700.4519,-3613.6149,5869.0938,-1749.1940,6596.3639,650.8063,-5581.7734,-3924.1461,2360.5018,-1593.2812,-4535.8587,-4787.5204,-5275.7661,-5636.9922,-2540.2726,-4841.4767,-4531.4063,3844.6997,5848.9322,-5090.3590,6381.9406,-3856.1315,5950.9154,1422.1975,-5264.1931,2305.4579,-5268.4108,-1930.4122,-2044.5671,-5858.2201,-1657.3549,5161.8144,4995.3635,5244.5868,-6563.8945,4256.6003,-1765.3645,-6324.8578,4057.3012,-2327.5705,-4180.0031,-1999.0000,5096.2619,-5452.7514,-965.9416,-3661.4266,5244.9591,1079.0897,5328.4255,-5285.6511,2193.1190,0.0000,5980.8344,-4764.9880,476.4454,-475.8709,5892.6206,-4254.5565,3234.8031,1232.0761,-3178.8964,2847.4797,89037.2206,65764.4552,83460.8384,83984.8342,81211.9851,80634.0114,74855.5196,79227.7006,-216131720.8555,-216158546.3131,-216118001.5849,-216132584.6264,78483.7704,-216127022.5708,-486.6345,569.4972,-3568.2115,5794.1284,647.9535,-5259.0692,-6310.8734,2527.0210,-1665.5080,-3575.3706,954.5718,-5822.7628,3576.0302,-1498.3285,-553.8507,3923.1497,-4242.4599,-3671.3494,-3465.4798,2942.5529,5694.2425,1851.5674,-1764.8013,-1320.6241,-3120.9900,-2806.5591,6381.3680,4812.6372,-1776.8350,3341.8125,2818.1135,3724.0655,-6225.8870,4619.7291,-2292.7852,-3807.8357,-5448.9970,1518.1471,5078.3464,-4563.0229,3471.9262,-3873.6790,1370.2476,-4340.5813,-4107.7966,-4078.2873,4746.8200,-4265.2167,2731.8350,-4919.9016,-49.8974,-3648.2021,-3238.8317,3444.2836,-2318.9380,2436.4477,1471.2066,486.3493,1954.4414,2459.0662,-2811.4790,-6452.3799,4307.4231,-4556.1581,-2857.2801,-5664.3138,-4729.3328,2701.1017,-4199.5680,335.7978,799.5102,2769.3029,-1756.2423,-536.4134,-6586.9937,-1266.3778,-5074.4066,4550.2751,198.9302,-5669.0251,-1789.9434,-835.2311,-6275.4634,-3226.6608,3940.4251,5287.1812,-148.7231,-805.5679,-6479.5803,0.0000,-3447.5251,4703.4752,-5290.4736,5322.0515,-802.9121,-5414.9434,3946.1282,2645.3571,2814.3808,-5033.1567,-350484.6691,-324858.3096,-343030.4068,-341225.3851,-333124.4269,-335082.1913,-340071.6880,-341372.9343,-63066976.5358,-63062248.4265,-63096186.2056,-63080385.7214,-339794.3553,-63084984.5749,-4518.1212,-3683.9406,-5296.5799,2161.4280,-4965.7526,2756.2636,1665.2553,238.6644,4197.3638,-502.5697,5451.1482,2382.4174,4142.3228,-5522.3101,4213.6081,5036.9486,1538.3030,3882.3946,-5497.1996,-2734.1663,-3472.8187,6492.0074,-3943.0574,3606.5410,-4522.5740,-5444.9647,2169.0518,-3858.3271,-2545.6114,-2108.4914,-4611.8108,2068.6616,820.0662,1049.0428,-1065.7570,-1493.4226,2494.1921,5464.3450,92.8274,3663.0144,1219.1651,5417.3483,572.6666,5317.4658,36.2343,3706.0033,4308.8797,4926.6548,4448.0365,837.3265,-4316.0476,-1438.4314,5456.2082,-3455.2183,-4594.8500,4969.0206,3283.4992,-4669.7806,-922.5243,-5137.7667,-278.7395,-2027.8384,-1124.0236,-4690.1517,3420.5390,-3270.9296,4635.1172,-2206.2700,-5319.7683,-4592.3132,4709.0035,-3330.3032,1355.0913,5351.5703,556.3111,2453.2503,-2205.9819,4281.5883,5467.7682,-3358.2726,-4170.9202,-4018.5709,2705.8973,-4945.2217,-1811.6081,4310.6167,-4552.4837,-4380.6472,1043.4683,0.0000,437.3569,1363.1051,4302.6602,-4127.0649,3301.9292,14.3429,4586.7292,-6306.5851,5320.3137,3599.9300,165869.8825,160355.2341,163882.8514,164337.9463,167991.9602,159206.2713,153878.9841,162741.5883,20329115.8452,20312065.2737,20341198.1162,20335578.3398,162306.1959,20337543.0169,
3600.000,6633.4200,-3173.3689,-3408.1401,-4982.6307,-6425.4124,-1800.5902,1908.4064,4551.7911,6745.5352,-2900.2199,-5039.0187,859.0216,-314.0064,5515.7006,6269.1857,-2355.0138,4677.2562,6338.5303,5647.7981,-6520.3613,-4363.7188,5978.1554,-5381.9899,6764.9462,6501.9505,-1160.2350,-3786.6808,-5261.4326,4230.1724,-4248.8287,901.9039,-5270.0916,4418.3448,2032.4625,5770.7978,-2383.5572,5383.3323,-710.3889,-5472.3910,4109.3519,-6363.4908,5491.3352,-5341.8199,3691.8227,5351.4627,6493.4602,-5752.5617,5333.5051,3140.0776,5329.2007,3448.8200,5874.8496,5998.9947,674.7552,3750.9880,-6651.1119,-6769.7437,4765.6939,-5487.9451,-76.1341,-2107.5302,1231.7413,3508.3710,1564.5654,6671.7783,3748.2015,5254.4022,4698.4428,3254.0835,-6553.1978,-5352.2493,-3773.0065,6515.3960,-4594.7928,3855.0054,6611.2011,-184.4666,15.2762,3174.6718,-280.6312,-1766.8089,6323.4758,2607.3244,-763.9803,-4415.1814,-4542.9822,-4064.1032,3067.9382,-462.7054,0.0000,-3434.1262,1136.7404,3857.6399,-4182.8314,-5995.5657,4627.4739,-6019.6979,-4755.6157,-905.0228,-281.0096,174998.6629,145311.7335,164455.9315,163961.9523,163267.3796,162162.0745,157585.3123,159583.6392,-192347559.8248,-192377343.4876,-192331902.3430,-192347614.1712,160698.5160,-192343082.0027,-1787.1341,2660.4085,5959.9509,-4588.3039,1973.8254,6663.7786,4748.1815,-3521.9504,-544.0220,4187.3154,3275.5117,4235.4690,-4192.5825,-2206.8993,-2574.7544,-4213.3897,1166.9449,2722.9417,733.3977,-1502.8037,-2575.3082,-1859.1720,4190.8060,-1320.4226,-223.5030,6110.1124,-3526.0415,-4485.6202,-1221.9912,507.3440,-5820.2440,-280.0637,3194.4001,-5227.3938,51.2397,4154.7600,4220.2666,1152.9489,-2587.4620,354.8115,-1254.2213,2946.5831,990.0299,3490.2048,1947.4631,1915.0829,-3429.1498,3974.7945,-5855.1556,1958.1792,-4280.6880,1780.9661,744.3011,-4076.0940,-2282.6517,-2.5095,1123.6887,-4219.8081,529.8769,-4861.2043,3963.4547,4444.1996,-4966.7427,5656.5965,1559.2777,1631.9499,2305.0944,-4230.0870,6053.4549,2019.2073,3082.4220,1536.2676,-489.2995,4374.4079,4072.3420,-316.2096,5108.8435,-6653.4944,-4442.2477,6528.2569,5061.7732,-2472.1293,6166.3925,530.8585,-251.2154,-2895.4361,3698.0015,-2910.5243,6110.3867,0.0000,4718.8369,-5178.2484,3860.2614,-3430.2912,2917.5505,3060.2673,-3216.6460,-3888.4977,-5296.0748,6810.5500,-316695.6436,-297945.7990,-313770.7108,-311397.9872,-302450.2454,-305990.6591,-309149.3875,-308105.6337,-116901304.1657,-116904841.1679,-116923477.6108,-116921752.0400,-309475.4653,-116918299.8150,738.1896,5502.1169,951.7917,1483.8044,1655.8265,770.6064,-4459.8217,3827.3041,252.9102,4531.1858,-3247.9094,-5312.1245,-5433.6252,3512.7450,-1351.1286,-4849.4937,-4947.6277,231.1708,3837.1711,-1692.1916,4703.9203,-2999.5377,-445.5856,-214.7497,1904.0718,2973.8632,-4552.0872,-245.7620,5317.0838,5253.0027,3465.8314,-4497.7945,-4100.3387,-4062.8957,-3597.2957,4937.1514,1123.4029,-6805.1636,3344.1476,-5513.3689,2426.5345,-2951.8665,4016.2774,-4678.3768,3937.4568,34.7650,-1369.3924,-929.7060,-1948.1861,-3956.6073,4016.9994,-3080.9531,-3214.3058,5478.3293,5252.2394,-1134.9543,342.9628,2709.0839,-3879.0241,4850.7017,4810.9376,5135.4450,-3254.0628,3673.6317,841.2158,5445.1663,-3906.9358,-2552.5352,1166.1489,885.8548,-3123.1279,5433.8164,2299.6171,-2633.5393,-3927.8709,1953.6349,4561.6046,511.0386,-4210.7664,-2181.9036,4208.0301,669.1057,1677.8103,6873.5114,5160.6625,-4338.0233,4327.2294,5454.3033,3205.8615,0.0000,-3720.7002,-4316.5973,-4127.1479,4024.8397,1364.7730,4068.8768,-759.0329,3224.6095,-4197.8916,54.9580,165648.0482,159880.3860,164304.0900,161735.4242,168209.7446,162417.1920,152849.6937,161763.9120,20292268.6809,20275616.7061,20312213.7178,20295261.1900,162032.1364,20302683.9383,
7200.000,-5140.2562,371.6937,2641.5038,5293.1188,5496.9522,-867.8410,-5492.8649,-495.6726,-4366.9283,-1912.9966,4241.3928,-4898.0970,4342.9401,-5459.3256,-4764.9464,5574.8096,-3354.3520,-5449.3550,-6748.7698,4621.0988,6170.7595,-6531.8470,2534.9986,-5001.9939,-5697.4650,-465.8072,5659.3356,5083.7392,-1614.5796,2024.2681,1973.0685,4133.5702,-5116.8209,2083.6820,-2476.2967,-2171.8874,-5483.6484,5591.3071,4886.1594,-4342.7335,4786.5071,-6561.6521,1336.5270,-6367.6578,-3760.5655,-5468.2756,6276.8237,-5304.0815,-992.3420,-4711.0390,-1006.9977,-3791.4814,-6602.4280,3643.9884,-2749.8852,5251.7092,4691.8119,-3255.2842,1611.1415,2963.5544,-3789.4298,-4531.3323,401.0314,-4310.5764,-5114.0301,-5192.0082,-6888.6881,-601.1604,-2921.8472,5124.9895,4309.0371,1832.0111,-4164.1276,3370.3927,-5189.3067,-3975.4055,-4093.0171,2515.5588,-1972.1106,1517.2543,-1493.2210,-4163.3769,-3584.0843,2795.3604,2635.2830,6712.3169,2577.5588,-954.1712,-2355.2558,0.0000,-637.4377,3379.9281,-6554.8705,6692.8973,2567.9550,-3988.7823,5738.2184,5294.2912,3542.5619,-2465.9908,249409.8298,215704.0607,235044.7448,231090.7872,235011.8372,233301.3642,229792.5151,234166.3388,-155431732.7378,-155462194.1308,-155418825.6278,-155424980.4963,232757.9853,-155427920.3115,3017.1095,-5773.7777,-5063.2016,1427.4947,-3263.3344,-5711.0147,-1567.9476,4132.9804,2533.9252,-3984.8432,-5169.0535,-1847.9269,4413.5577,4164.2452,4398.7574,3797.1973,3098.9810,-441.8518,1220.6060,-1084.8962,-824.9414,-472.3925,-4487.4265,3381.6740,2909.8347,-6733.3200,-337.5316,2126.5734,4757.9363,-4929.4410,6544.5987,-3674.2076,1430.4191,4783.5608,3254.2548,-4061.0847,-1181.5179,-625.9371,-1342.7759,3878.9368,-1981.9687,-1527.1000,-4014.8976,-2464.0848,1805.5646,1343.4940,814.7962,-1251.8835,6616.5970,2141.6116,6706.1133,1716.5158,1163.3851,4439.8587,5873.3589,-2071.2789,-3340.0775,6037.7388,-3856.8664,6066.8907,-3546.9072,-1472.8904,4149.6566,-5408.2680,718.7072,2667.8403,86.7479,4162.5736,-5208.1792,-3199.8314,-5395.7788,-5649.3189,3138.0823,-5667.7362,258.3807,2366.7263,-4047.9165,3864.8852,6602.5483,-2434.3865,-6566.5076,4373.1460,-3125.6519,4172.2571,-4337.0385,339.4473,-6242.5679,6108.2339,-3504.1043,0.0000,-5064.4046,4302.8217,-1715.0623,716.6323,-3839.3488,1255.0784,1090.5858,4146.3289,5820.7615,-5180.5719,-262144.2392,-251957.0564,-264818.7959,-261028.0947,-252386.6851,-261054.4068,-258519.6383,-260754.0866,-162719868.6545,-162731840.1465,-162734864.7139,-162743714.6543,-259628.6242,-162736156.0901,3486.0571,-3755.2017,3917.0908,-4256.2737,2647.8370,-3866.4463,3651.3420,-5530.2009,-4520.0888,-5204.6561,-1385.8082,4398.5375,2959.2383,720.2069,-2391.0954,1111.8090,5169.2129,-4220.5663,417.7167,4996.6572,-3029.6797,-2307.5406,4481.0628,-3336.9154,2239.6762,1407.9804,3902.5420,4172.0796,-4748.7004,-4202.2847,190.0833,4166.0622,4264.2898,4537.9708,5421.0769,-5122.8762,-4083.3329,4046.7203,-4719.0924,3660.8770,-4606.9811,-1471.4541,-5279.2691,1012.2881,-5538.7376,-3764.2983,-2586.4024,-3929.3567,-1781.7705,4579.3754,-665.5349,5451.2657,-1369.8945,-3773.0060,-2227.5910,-3700.8549,-3753.5133,916.1448,5273.8607,-1295.1881,-4061.3537,-5007.4518,5480.6446,-430.2894,-4587.6830,-3528.7131,811.7129,5354.0271,3586.6484,3353.4565,-433.4983,-3317.3543,-4571.3414,-1925.7515,4443.2784,-5127.6217,-3734.9466,-4829.6773,174.0894,6250.3168,-1093.4663,3168.3844,-5010.6260,-4798.7847,-4536.3915,1609.3929,-1855.0774,-3087.9860,-5487.2654,0.0000,4659.1088,4088.3873,944.4803,-486.4395,-5005.4928,-5476.3301,-3618.1990,1714.2983,-133.8969,-3686.3745,165359.3377,159409.7010,164101.6841,160359.9899,167980.7007,163822.6196,152447.7898,161580.8086,20256117.1109,20239346.9072,20281896.7722,20259691.1501,161743.3105,20267845.9394,
