sl_20_86400_20280830 Coordinates.csv
2028/08/30 07:47:00.0000 UTC

Generated: Tue Oct  8 21:41:27 2024,
Start: 2028/08/30 07:47:00.00, Stop: 2028/08/31 07:47:00.00,
TIME_UNITS,STARLINK-4316 - X-Coordinate,STARLINK-30122 - X-Coordinate,STARLINK-3669 - X-Coordinate,STARLINK-3565 - X-Coordinate,STARLINK-1993 - X-Coordinate,STARLINK-31598 - X-Coordinate,STARLINK-5159 - X-Coordinate,STARLINK-2007 - X-Coordinate,STARLINK-2458 - X-Coordinate,STARLINK-3457 - X-Coordinate,STARLINK-31144 - X-Coordinate,STARLINK-4007 - X-Coordinate,STARLINK-11248 [DTC] - X-Coordinate,STARLINK-32026 - X-Coordinate,STARLINK-31612 - X-Coordinate,STARLINK-31753 - X-Coordinate,STARLINK-3943 - X-Coordinate,STARLINK-30885 - X-Coordinate,STARLINK-11082 [DTC] - X-Coordinate,STARLINK-30875 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4316 - Y-Coordinate,STARLINK-30122 - Y-Coordinate,STARLINK-3669 - Y-Coordinate,STARLINK-3565 - Y-Coordinate,STARLINK-1993 - Y-Coordinate,STARLINK-31598 - Y-Coordinate,STARLINK-5159 - Y-Coordinate,STARLINK-2007 - Y-Coordinate,STARLINK-2458 - Y-Coordinate,STARLINK-3457 - Y-Coordinate,STARLINK-31144 - Y-Coordinate,STARLINK-4007 - Y-Coordinate,STARLINK-11248 [DTC] - Y-Coordinate,STARLINK-32026 - Y-Coordinate,STARLINK-31612 - Y-Coordinate,STARLINK-31753 - Y-Coordinate,STARLINK-3943 - Y-Coordinate,STARLINK-30885 - Y-Coordinate,STARLINK-11082 [DTC] - Y-Coordinate,STARLINK-30875 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4316 - Z-Coordinate,STARLINK-30122 - Z-Coordinate,STARLINK-3669 - Z-Coordinate,STARLINK-3565 - Z-Coordinate,STARLINK-1993 - Z-Coordinate,STARLINK-31598 - Z-Coordinate,STARLINK-5159 - Z-Coordinate,STARLINK-2007 - Z-Coordinate,STARLINK-2458 - Z-Coordinate,STARLINK-3457 - Z-Coordinate,STARLINK-31144 - Z-Coordinate,STARLINK-4007 - Z-Coordinate,STARLINK-11248 [DTC] - Z-Coordinate,STARLINK-32026 - Z-Coordinate,STARLINK-31612 - Z-Coordinate,STARLINK-31753 - Z-Coordinate,STARLINK-3943 - Z-Coordinate,STARLINK-30885 - Z-Coordinate,STARLINK-11082 [DTC] - Z-Coordinate,STARLINK-30875 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
32400.000,-5283.6104,-5001.4218,-5444.0765,-6740.8792,2923.6072,-5749.9470,5019.1556,0.0000,0.0000,-3103.4158,-4668.3627,-2103.5852,-3514.7393,-4529.3000,-4228.6533,5721.2511,4910.7616,-4094.5808,1916.4647,5960.0436,-160668.5207,-191607.6087,-179284.5604,-176018.6003,-182600.1668,-181207.2755,-178284.3064,-177109.0323,114265957.2559,114235117.0081,114276019.7757,114289227.7813,-178228.5683,114281006.8307,-4220.7042,-4567.8766,3301.7400,-257.9776,-3406.7598,2590.8223,-4752.3153,0.0000,0.0000,2740.8206,2550.1699,-5819.4728,3521.8654,373.2638,2674.5222,-2928.7711,4855.7872,-3190.5460,5604.4085,-2865.0589,328369.9878,317032.0149,328373.1515,329745.9947,323618.8687,324627.7052,318261.1459,321710.8612,-282229279.1126,-282224719.8888,-282223537.5564,-282223818.3911,322651.6470,-282217936.7413,1480.8264,1457.8969,2649.6767,1415.7626,-5225.2260,-2656.7862,-252.4623,0.0000,0.0000,5518.0229,-4283.6709,3046.1188,4465.5119,5141.5007,-4650.0021,-2244.2542,27.7361,4570.1709,-3154.3283,-1940.8346,-146465.7850,-148199.5270,-151210.0761,-143188.3480,-148482.1865,-158132.7147,-150399.2426,-150278.0794,120893973.7284,120871525.3200,120867761.8119,120880020.5224,-149240.7246,120886084.4011,
36000.000,2872.8033,6036.8326,1800.0081,4476.0769,1417.4346,4957.7201,-2881.1857,0.0000,0.0000,91.3931,3194.3471,3840.6942,-1941.7398,2177.6194,1605.4394,-4086.0466,-4974.2380,6500.9545,-3896.8392,-2743.2558,-238893.9357,-266748.3290,-253245.5099,-251796.9640,-259103.9248,-257191.1761,-253486.7318,-254891.1043,183459525.5983,183432989.0984,183476911.1863,183487758.9423,-253672.0105,183474873.8265,5040.2280,2587.9923,-3965.4161,-1872.1473,4750.8143,-4268.0462,4972.7107,0.0000,0.0000,-5659.5685,-5898.8590,5579.7633,-4167.7565,-4369.5508,-6050.9404,5123.1976,-2523.6570,546.4610,-1026.1570,4459.3319,278642.2872,259226.3984,274096.7114,274982.8761,270342.5664,270629.4927,263180.7706,268655.5435,-242981149.4573,-242986498.6037,-242975022.1325,-242969228.1370,268055.1346,-242968730.7181,3765.8764,2205.2129,-5358.4458,-4905.6162,4765.9280,-2005.6923,-3856.8050,0.0000,0.0000,-3964.6564,1256.6679,1305.1003,-4867.5450,-4836.5250,2716.9602,-1846.6162,-4080.0542,-2322.2080,5352.4443,4469.4110,-145978.0194,-147697.6688,-149524.8340,-143185.4242,-145496.9698,-156296.8214,-152971.0093,-147333.6052,120855723.9560,120833719.4708,120833425.5817,120848076.1578,-148501.8362,120850471.5872,
39600.000,429.9942,-5177.0744,2604.8398,-796.0834,-4393.7693,-1274.9682,-1106.1558,0.0000,0.0000,1939.8302,-514.8748,-4193.4030,5645.8402,-160.8516,1037.4833,78.3376,3847.9699,-6551.6688,4988.7124,-1463.6816,-302512.6992,-324861.4117,-311334.6781,-311453.3194,-319163.1442,-317309.9454,-312755.9769,-312108.0826,240121762.3457,240101678.8928,240145236.5270,240148871.7414,-313114.1477,240136873.0693,-1495.1936,806.5143,4438.5625,4475.1842,-5173.4693,4257.6576,-3988.4699,0.0000,0.0000,6628.9586,6249.3276,-2577.6301,3528.7893,6760.1671,6632.9362,-5106.3471,-1567.5242,1757.8194,-3610.9099,-5372.7654,210432.6893,184131.1364,202084.0758,202667.9944,199046.1618,198989.0336,191819.3325,195926.1211,-187152097.9412,-187165587.6095,-187141790.9960,-187132515.6008,196208.4011,-187138538.0808,-6753.1571,-4541.4207,4585.6850,5174.6550,-1159.7363,5190.6250,5531.3457,0.0000,0.0000,-139.4986,2689.5675,-4842.9717,661.4332,1192.8829,1222.4857,4488.9583,5506.6641,-1383.5854,-2666.7016,-4063.0722,-145503.8607,-147196.6726,-147553.0830,-143646.9393,-143147.7081,-153749.6073,-154565.1173,-149222.2302,120817109.9264,120795971.1520,120800602.8950,120816732.9132,-147750.5999,120814834.6708,
43200.000,-1076.6056,3342.5647,-5375.0286,-2168.7869,5049.1477,-3439.1644,5026.7339,0.0000,0.0000,-3102.7138,-3073.2706,4065.8621,-5210.2235,-1538.5754,-3538.1788,4379.2405,-2631.5542,4040.3507,-3391.4544,4638.7545,-347176.3323,-362139.0561,-349721.7576,-351023.8593,-359222.7768,-357271.2848,-352544.4139,-353601.5436,280386191.5236,280374099.4741,280412442.9130,280406991.4090,-352716.4798,280400566.3693,-3954.7734,-4473.1073,-4238.2038,-6202.2030,3374.8584,-3668.9749,2887.6143,0.0000,0.0000,-4580.7768,-3950.1388,-1892.2108,-606.5953,-5849.9840,-3989.7986,3699.1927,5377.2229,-3711.6903,5227.4563,5002.2441,127875.4044,96617.0703,116837.4953,117148.5546,114611.0386,114148.4447,107995.3117,111703.7024,-118554718.0203,-118574194.5457,-118537649.2701,-118530376.7906,111651.2418,-118540225.8421,5569.0465,4095.8735,-879.2400,-2096.3233,-3248.7548,-4643.0208,-3779.1189,0.0000,0.0000,4124.4233,-4647.6344,5234.5542,4146.2389,3247.3551,-4269.2440,-3674.3876,-3449.9334,4212.3969,-2489.3040,957.2243,-145042.4033,-146690.8978,-145621.9943,-144640.9000,-141337.4016,-150394.1077,-155330.7041,-145443.2547,120778324.4632,120758292.1407,120769386.3393,120784943.8552,-146987.0918,120779173.6711,
46800.000,-1089.6524,-1269.8054,5539.0352,3602.4891,-4133.8939,6271.2908,-6713.0449,0.0000,0.0000,4147.9731,6026.7255,-3699.3135,2087.6357,3513.8472,5431.2274,-6657.5344,1255.8368,-197.8370,-1088.3084,-5682.0556,-369673.6990,-376122.1034,-365812.6454,-367840.9881,-376742.9448,-373510.4645,-370276.4266,-369362.4811,301506001.6897,301502801.0023,301530485.9306,301518381.3678,-369896.0625,301519310.4924,6760.7444,6713.7708,2289.4410,5380.5935,560.1488,2634.7601,-1633.4004,0.0000,0.0000,448.5059,664.3098,5364.1588,-3846.1801,2201.9062,-250.9705,-1416.0257,-6741.8399,5305.8578,-3900.4788,-2740.1275,36125.9437,2351.7194,23792.9506,23201.1361,22571.4898,21503.4229,16692.1236,19734.8143,-41872808.2023,-41895910.4568,-41848867.0264,-41849427.5138,19748.2494,-41857811.5250,-1021.3381,-1169.6514,-3426.0339,-2378.3316,5465.6455,714.0615,-360.3334,0.0000,0.0000,-5510.8491,3127.4748,-2277.0811,-5067.8072,-5479.6778,4119.9371,-1.5670,-833.1434,-4446.9282,5337.6133,2762.1808,-144592.8021,-146176.3860,-144044.5538,-146209.3994,-139992.4912,-146176.3837,-155378.7548,-147946.7325,120739569.9323,120720694.8874,120739529.4999,120751676.4026,-146211.3891,120743488.6072,
50400.000,2852.9766,-1009.9498,-3922.5126,-4033.4571,2896.9875,-5725.4781,5436.5628,0.0000,0.0000,-4933.7551,-6439.4132,2268.1942,995.9486,-5320.2110,-5647.5869,5514.3723,911.5988,-3184.4208,5605.7644,4939.4528,-368168.9276,-365858.0046,-358473.9649,-361969.4037,-370551.6945,-362568.3583,-364656.4353,-363855.9171,302041457.4081,302047418.1507,302060183.8246,302048003.1780,-363494.3677,302053624.5528,-4710.0192,-6391.0068,1400.1856,-1830.6943,-4742.2869,-457.2869,-425.5733,0.0000,0.0000,3458.3904,2149.9995,-6145.6505,6507.0048,1821.9768,3722.9603,-1569.5052,5101.0127,-5838.3460,1620.2168,-1128.0162,-58945.2877,-92565.6515,-71039.1490,-74895.5983,-71116.6867,-73097.5800,-76458.4917,-73640.7834,37658403.5769,37634087.9800,37686349.7357,37674773.7342,-73651.1838,37673369.8577,-4205.9411,-2488.5172,5490.3367,5273.4765,-4070.2658,3706.9884,4244.5168,0.0000,0.0000,3369.2151,707.3906,-2178.8054,1193.0843,3934.2374,-919.1141,3657.4882,4555.7778,1911.3993,-3315.5975,-4674.5039,-144154.1221,-145650.1671,-143035.7029,-146956.0212,-139074.5344,-143174.4542,-154767.4663,-143690.6510,120701045.1382,120683192.7441,120710288.4364,120715532.9240,-145423.5696,120707779.4982,
54000.000,-1188.3612,3499.3210,2030.3610,4238.5519,-1526.3741,2840.1478,-2427.3594,0.0000,0.0000,4392.4768,3651.9043,739.9942,-2940.9746,5471.8083,3260.7047,-2030.2780,-3884.0863,4968.7641,-6439.4787,-3265.0996,-342356.7174,-331960.6563,-328138.3688,-334804.6275,-340959.6750,-329464.6981,-335819.1700,-333717.5703,281958084.0510,281972874.9819,281969550.6127,281966207.8089,-333855.7319,281969308.1058,-15.2349,3800.1703,-5219.6561,-2646.8278,6712.7071,-2980.1370,3422.5772,0.0000,0.0000,-5253.8252,-4128.4840,4463.0076,-4662.6894,-4142.5663,-5206.7054,4690.8928,-1873.8966,4472.0315,641.7430,4959.6872,-151113.2444,-181997.1301,-161506.0502,-166961.0192,-160405.2844,-162621.7660,-165572.5245,-162834.9671,114609663.8639,114586461.6586,114636834.2658,114617680.5092,-162584.9621,114624097.7737,6808.2169,4611.3248,-4037.1958,-4756.5302,-61.5748,-5468.2165,-5504.7504,0.0000,0.0000,889.1546,-4032.8704,5200.0650,3784.7520,291.4695,-2986.2850,-4499.4468,-5400.3610,1791.5096,-1771.3511,3485.5611,-143725.0616,-145109.8679,-142654.7562,-143864.3555,-138571.7741,-145783.1809,-153515.4120,-146425.0320,120662932.4500,120645800.2253,120680610.1976,120674820.0240,-144623.7117,120672046.3632,
57600.000,-3228.9038,-5693.8684,-399.3015,-3890.5973,-563.7952,217.3443,-459.8508,0.0000,0.0000,-1645.7143,855.0703,-4454.0742,4163.6358,-2844.4197,1085.8447,-1645.3962,6234.6182,-5231.1817,2897.8712,1159.6095,-293522.4865,-276568.7406,-276766.7079,-285074.4452,-289745.9434,-277936.5879,-285369.3118,-282921.5066,242628920.4232,242651650.7971,242634764.2071,242643548.3180,-282810.0587,242639621.9174,3100.7963,-371.6203,6888.4873,5581.5467,-5476.9177,6008.1168,-6052.9334,0.0000,0.0000,4879.0493,5194.3726,-1970.6806,-532.9812,4503.4967,4870.7964,-6339.4726,-1021.5470,-1104.1973,-3059.4228,-6791.7123,-234188.6244,-260161.4972,-241761.0045,-246800.5732,-239513.4190,-241152.5686,-244889.4684,-240940.5847,183728330.2777,183708355.5388,183750224.2008,183737189.5241,-241358.8237,183741894.1331,-5287.6146,-3939.5679,-49.9123,1114.7762,4122.7557,3254.2475,3307.6790,0.0000,0.0000,-4611.1551,4336.4182,-4894.0752,-5216.7204,-4340.3644,4648.6129,1843.6747,2782.7987,-4401.8060,5209.0989,-11.4164,-143303.3623,-144553.4726,-142789.5256,-140806.4292,-138496.0786,-148281.7549,-151606.4243,-142102.6863,120625385.9916,120608533.3153,120649640.7237,120631635.5597,-143811.8949,120636289.2214,
61200.000,6481.1260,6412.7781,-1401.8302,2054.1700,3540.2539,-2195.0983,2229.3369,0.0000,0.0000,-2529.2272,-4551.4192,6753.8814,-4216.2279,-1645.8742,-5149.6653,4011.8804,-6165.2531,4541.3211,1964.8420,1456.9781,-224501.1825,-203205.6261,-207677.7588,-216372.5760,-220027.2629,-209173.1809,-216322.9850,-213375.3262,186740681.9226,186769960.1720,186744703.9018,186755710.8947,-213560.5415,186751392.9564,-2389.0133,-2483.2687,-5381.8258,-5731.6126,2248.5757,-6347.5995,6480.0202,0.0000,0.0000,-3510.4871,-4886.1841,-78.9751,4902.8554,-3915.0444,-3449.1295,5024.6662,2675.1634,-2997.4543,5101.2961,5763.0118,-302409.3336,-322006.0300,-306666.7863,-310972.1600,-303277.8935,-304534.1204,-309119.1276,-305644.9525,240296937.4107,240281965.5502,240311112.8359,240313890.6081,-304911.0362,240309546.1312,482.5015,851.2479,4074.0574,3225.4568,-5465.2753,1292.0876,927.1654,0.0000,0.0000,5373.8116,-1424.4706,1408.4486,1712.5286,5388.8987,-2865.7294,2221.5449,1581.5391,4269.5290,-3894.0012,-3489.6465,-142884.3633,-143979.1627,-143186.4085,-138384.9492,-138885.2706,-149803.1583,-148986.5768,-144652.9224,120588521.6623,120571409.8359,120617022.2938,120592915.0523,-142988.1990,120600508.0918,
64800.000,-5190.1914,-4800.9193,3770.8760,1490.3826,-6052.8530,3451.9224,-3311.1798,0.0000,0.0000,5957.5871,5813.4408,-6011.6038,1819.5599,5472.2150,6651.8260,-4946.3625,3173.1684,-3209.0925,-4664.0373,-4282.2073,-139536.9755,-116550.1831,-125285.1039,-133415.3542,-135987.5915,-126828.1409,-132960.5802,-130868.5892,118110238.8525,118144259.5993,118116781.1638,118119682.0724,-130483.2406,118121463.4682,-190.0427,4177.1982,1806.9000,3906.1581,885.0676,3263.0651,-3958.6666,0.0000,0.0000,2173.3208,2498.0297,1634.8764,-5473.2360,3107.4481,1116.4949,-943.7664,-3610.9335,5947.7390,-4713.9780,-2692.6999,-350794.6810,-363530.6869,-352111.6705,-355656.8478,-347468.8247,-348950.3550,-353703.5092,-348255.4925,280455208.6993,280446549.6195,280461834.3266,280477054.9575,-349137.8846,280467051.9175,4565.5905,2737.8510,-5494.8982,-5488.7870,3148.1932,-4927.5541,-4612.3746,0.0000,0.0000,-2743.5253,-2568.2097,2956.9174,3384.7363,-2759.9180,-1071.4302,-4584.4639,-4965.4756,-1507.1068,-1015.7265,4668.3951,-142456.7792,-143385.1991,-143518.3734,-136502.8817,-139807.3489,-150496.5499,-145558.9044,-140679.5304,120552409.6314,120534449.8972,120582791.8707,120558674.9580,-142152.7048,120564702.9937,
68400.000,83.8626,1180.8736,-5795.5558,-5228.9390,6195.2719,-4466.8003,4309.3404,0.0000,0.0000,-6673.7345,-4758.2744,2589.0782,2750.7643,-6436.4533,-4986.1155,4630.3091,1207.7072,982.1682,4409.8678,6267.8390,-44064.1896,-22133.5648,-34790.1096,-41645.1090,-42311.9694,-35793.1937,-40590.3443,-38139.1433,41423941.4594,41460614.1164,41436512.4612,41427157.2179,-38851.0155,41436023.3672,953.9234,-4982.8627,1659.8659,-1694.4805,-2731.2551,1406.7139,-267.2882,0.0000,0.0000,-665.9059,1565.1420,-3371.3274,3006.8831,-1602.0285,2022.7375,-3656.4675,4414.4005,-6488.1606,868.8982,-698.2657,-375389.9804,-382043.8029,-375226.1506,-378018.0222,-369118.6869,-371526.5469,-374780.4083,-372178.4304,301463524.3243,301461903.9120,301464969.2520,301484411.2519,-371159.0065,301475016.5003,-6863.4122,-4674.9379,3346.7904,4153.6635,1238.3926,4976.6113,5393.6138,0.0000,0.0000,-1663.0396,4628.1178,-5441.9883,-5312.8019,-1786.8914,4190.7498,3384.1902,5162.6298,-2208.4621,4969.6509,-2780.8171,-141986.6070,-142769.8248,-143472.6256,-135086.6703,-141304.3239,-150472.9067,-141269.5475,-142647.8760,120517069.7958,120497676.4570,120547164.8938,120526529.8231,-141305.4938,120528873.9461,
72000.000,4633.8291,2848.8091,5837.0259,6893.2034,-3263.9147,4667.9211,-4983.5455,0.0000,0.0000,4495.6994,2558.4087,1435.2072,-6311.3718,4456.0298,1564.4813,-2893.4782,-4560.4816,2101.4375,-2751.1694,-6023.1804,55419.0123,74018.2701,58132.8449,52996.3884,56740.0220,58313.3399,54943.4666,54464.4110,-38082404.3713,-38045277.7973,-38061955.0271,-38082146.6439,55500.8077,-38069372.0471,1457.9405,5078.3952,-3556.8067,-47.2097,3671.6634,-4789.0545,3874.1181,0.0000,0.0000,-1607.6584,-5431.0035,5112.8942,-27.1373,-1183.4955,-5149.2931,6145.1164,-4747.2338,4779.4775,4267.4948,3206.3613,-373107.8285,-376332.9471,-374515.3651,-376573.6723,-367975.6308,-370655.6811,-368580.3309,-368547.3385,301889852.7721,301895322.9394,301889813.7898,301905628.3977,-369505.3924,301901524.3852,4923.0606,3749.4951,934.6781,-136.6720,-4828.9362,-1447.5285,-2834.1882,0.0000,0.0000,4980.5672,-3255.3496,4397.1039,2214.4728,5082.7160,-4205.3079,418.3428,-2095.6081,4536.2376,-4389.7042,-962.1910,-141315.7475,-142131.1734,-142834.4571,-134097.8778,-141978.7966,-149790.4202,-138197.8852,-139393.5034,120482470.4920,120461116.0258,120510396.1134,120494970.9024,-140446.6480,120493020.9681,
75600.000,-5280.5693,-5502.6881,-3050.5078,-5342.2102,-1233.8622,-2778.7838,4156.2230,0.0000,0.0000,-1092.5679,19.6095,-3979.1486,5589.3968,-1331.7708,1745.5419,-452.4854,5514.1068,-5215.1589,714.5643,3163.6447,147516.8028,165773.0917,147647.6736,144396.5124,150926.2969,149542.2223,146563.7242,147945.5192,-114981050.7427,-114945553.2611,-114952814.9944,-114978697.5344,146545.8581,-114967250.0449,-4476.0182,-4178.5695,4100.3421,1752.3817,-4350.0831,5399.4173,-5318.0044,0.0000,0.0000,4472.7465,6803.8308,-5611.6766,-2188.0699,4618.7923,6512.6608,-5552.9063,3446.4429,-2052.1003,-6665.4235,-4580.9830,-341798.0064,-346740.1447,-349930.8837,-351331.1630,-345148.3029,-346168.5321,-339826.2692,-345005.3089,281707382.6778,281719286.9092,281709894.4191,281717208.9198,-344217.7538,281719741.0114,-14.8701,-554.4902,-4642.5482,-3998.7421,5180.4511,-3155.0656,-1524.5193,0.0000,0.0000,-5154.8090,-561.5031,-543.1230,2950.2702,-4911.1919,1070.4462,-3915.6288,-2336.5295,-4068.9076,-238.5110,4049.9428,-139324.5422,-141467.1704,-141544.8098,-133524.7518,-138816.0760,-148467.6607,-140736.6706,-140446.7894,120448530.5486,120424799.5640,120472722.4842,120462954.3521,-139576.2503,120457144.0789,
79200.000,2182.9803,5991.4785,-1384.1357,1597.0427,4729.3360,-1205.5974,-1188.3377,0.0000,0.0000,-1670.2452,-2719.8394,4582.0029,-890.1108,-1171.9769,-3903.2408,4346.5024,-4473.1817,6814.1921,1874.7987,1109.4649,224048.2905,247286.8774,228073.7495,226635.8755,233903.0898,231993.6618,228224.3757,226826.3502,-184022889.3685,-183990742.4296,-183988736.3671,-184013875.5565,228451.6029,-184008729.9727,4324.2225,1783.3842,-4146.5891,-3822.6251,4540.1019,-3942.0759,4722.9804,0.0000,0.0000,-6386.8648,-4857.6193,3613.3263,3919.7018,-6629.5018,-4818.6992,2878.9111,-112.6333,-572.3739,4473.1431,5120.7595,-293515.4570,-295136.8894,-302893.6725,-303792.5465,-299089.9443,-299392.7425,-291976.1581,-296372.9334,242296194.2405,242313214.8314,242304729.7326,242302969.9761,-296848.6456,242309590.2450,-4955.3557,-2997.4084,5327.7304,5501.2481,-2109.1915,5449.3070,4901.0145,0.0000,0.0000,2025.4927,3941.0869,-3691.1986,-5355.1004,1350.1219,2843.0686,4365.4790,5250.5975,1064.6601,4624.3725,-4479.6313,-137092.8731,-140775.4137,-139716.1250,-133379.1638,-135688.3194,-146488.4579,-143164.9311,-138192.6276,120415124.5439,120388763.6309,120434348.4613,120429444.5669,-138694.3843,120421243.2976,
82800.000,955.1280,-4753.6079,5034.4952,2045.9536,-5656.3599,5299.9295,-2994.8416,0.0000,0.0000,3096.7670,5142.4740,-4099.9582,-3933.7688,2670.7491,4957.6986,-6647.5221,2854.5696,-5832.5020,-4696.7495,-4689.4577,287900.3563,313378.8385,294221.1109,294347.6867,302026.2548,300173.4193,295557.4606,297746.6791,-240495789.2106,-240468117.2896,-240458872.1962,-240478705.3673,295953.1131,-240481801.2332,-64.6336,1794.0860,3942.4288,5615.8533,-3113.0310,2031.9919,-3382.1157,0.0000,0.0000,5699.0793,919.8429,492.7801,-4690.1661,5504.2653,637.0311,183.4290,-4017.6619,2683.2922,162.4565,-4658.3617,-229923.7301,-224800.8660,-236257.6607,-236841.5967,-233154.1223,-233112.0659,-225982.2932,-230440.2446,186348867.7369,186369171.2808,186365660.2630,186358516.4272,-230367.8658,186363403.8617,6844.6705,4704.5273,-2600.2933,-3443.5707,-2396.2890,-3824.0978,-5243.7501,0.0000,0.0000,2364.1905,-4399.5648,5518.0355,2693.8051,3115.7361,-4655.6798,-1454.0177,-4844.1426,2581.4519,-4792.2708,1935.9550,-135437.9733,-140053.0154,-137602.2320,-133698.9377,-133197.5263,-143798.8821,-144616.5352,-138102.4798,120382090.9298,120353051.8621,120395447.5779,120393035.0637,-137801.1340,120385318.6432,
86400.000,-1037.5061,2795.3555,-6102.3728,-4009.5526,4398.4258,-6810.6704,6181.6355,0.0000,0.0000,-3851.6434,-6039.4827,3437.5938,5455.6780,-3853.0049,-4868.2882,5645.0180,-1375.8321,2582.0538,5599.5240,6048.8143,335281.3181,359862.9802,341738.9485,343046.2809,351223.2625,349268.1083,344488.7615,342952.1037,-280546219.1056,-280523370.3003,-280510285.1961,-280526211.8642,344691.7510,-280532914.3459,-5084.8507,-5252.3443,-2651.1993,-5540.9870,-305.9006,-253.7604,2086.5935,0.0000,0.0000,-2257.4536,2766.4299,-4615.9133,2966.3578,-1587.7300,3735.5689,-2778.8921,6635.7466,-4441.0485,-3651.4032,2713.1087,-152821.3350,-140202.6524,-154186.7766,-154488.1294,-151881.2177,-151434.2709,-145322.6375,-149310.6356,117686490.8686,117707971.1915,117712155.1652,117704469.6360,-148976.8415,117701994.0182,-4588.9144,-3560.1891,-1836.4420,-887.0835,5276.5219,-592.1597,2290.5601,0.0000,0.0000,-5277.0835,1563.7909,-3813.0256,2485.7835,-5463.9930,2985.1247,-2602.3923,1327.2232,-4644.6849,543.7375,1868.5660,-134038.3943,-139296.3753,-135530.3449,-134552.0644,-131246.6284,-140301.9676,-145240.6623,-137008.3630,120349242.4954,120317716.8538,120356168.8068,120352038.8020,-136896.5845,120349370.1350,
