sl_10_86400_20280722 Coordinates.csv
2028/07/22 07:47:00.0000 UTC

Generated: Tue Oct  8 21:11:06 2024,
Start: 2028/07/22 07:47:00.00, Stop: 2028/07/23 07:47:00.00,
TIME_UNITS,STARLINK-11196 [DTC] - X-Coordinate,STARLINK-5533 - X-Coordinate,STARLINK-3450 - X-Coordinate,STARLINK-2066 - X-Coordinate,STARLINK-1995 - X-Coordinate,STARLINK-30304 - X-Coordinate,STARLINK-31220 - X-Coordinate,STARLINK-31977 - X-Coordinate,STARLINK-2029 - X-Coordinate,STARLINK-11139 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11196 [DTC] - Y-Coordinate,STARLINK-5533 - Y-Coordinate,STARLINK-3450 - Y-Coordinate,STARLINK-2066 - Y-Coordinate,STARLINK-1995 - Y-Coordinate,STARLINK-30304 - Y-Coordinate,STARLINK-31220 - Y-Coordinate,STARLINK-31977 - Y-Coordinate,STARLINK-2029 - Y-Coordinate,STARLINK-11139 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11196 [DTC] - Z-Coordinate,STARLINK-5533 - Z-Coordinate,STARLINK-3450 - Z-Coordinate,STARLINK-2066 - Z-Coordinate,STARLINK-1995 - Z-Coordinate,STARLINK-30304 - Z-Coordinate,STARLINK-31220 - Z-Coordinate,STARLINK-31977 - Z-Coordinate,STARLINK-2029 - Z-Coordinate,STARLINK-11139 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
43200.000,-26.8800,-5625.5066,4876.9888,6176.5858,-2556.8166,-1541.9166,789.6938,-2441.6140,2008.5947,3250.8196,105389.7283,75158.7237,99712.7129,98974.7412,90934.6490,92238.9849,92112.6620,95740.1032,265209631.1147,265187520.7979,265240150.3340,265243102.2702,94230.1428,265229710.4111,-6644.5955,-2811.3454,4097.8713,-1422.8828,5197.5939,6390.7451,6373.5886,6044.3617,-3535.6975,-3840.8138,-325533.2895,-339401.0080,-332699.8516,-331867.3417,-328850.6464,-330357.1454,-338160.6526,-336029.1194,-176482971.9970,-176489401.7299,-176484780.6078,-176479307.2122,-335161.3077,-176479207.5853,-1187.5611,-2927.9138,2641.1083,2645.6919,-3780.4099,-1557.1647,2408.2341,-1968.6230,5391.1038,-4499.1558,102393.5578,100901.4547,102593.4445,103797.0869,106962.6425,97797.8026,93017.2595,101588.8551,141137413.6973,141116864.8736,141126837.5095,141137962.5976,101323.9025,141137235.8378,
46800.000,2079.4103,4355.2591,-4320.2785,-2793.2132,-1342.4908,-1419.4709,-3255.5542,-1432.5900,2045.7022,-1637.5195,181680.1388,157054.7501,180678.6049,178791.8490,171344.4488,173201.8258,172822.8437,173225.9590,301852658.1856,301835308.1838,301886442.1205,301883291.6003,174982.9117,301872283.8619,5288.7893,4837.1162,-435.8886,3266.0811,-3929.6181,-6047.8636,-5857.8982,-4876.3264,5718.6124,6545.0588,-289691.3006,-309833.7089,-300435.1275,-299815.1410,-294939.1280,-297649.1251,-303527.9354,-300853.2579,-101764994.9521,-101779870.1897,-101760445.0931,-101754070.1760,-301349.8792,-101760135.2282,-3648.9934,-2412.6244,-5364.7283,-5366.9722,5517.8146,-2657.8600,1463.2378,4519.2754,-2976.1111,101.7712,100667.4444,99307.8009,102090.9695,100107.0260,106220.3048,99874.2536,90823.9821,99963.0701,141128688.3736,141109310.3804,141126920.6717,141136480.8113,99981.1386,141131620.3502,
50400.000,-4039.0263,-681.6444,3344.4692,-1369.4860,5196.0893,4301.2523,4657.5820,5303.7140,-4091.4066,-966.6132,246787.0768,229097.8536,250427.4301,245443.5464,240850.6852,245742.2428,242215.4539,246551.6284,317893364.1547,317882495.7930,317925547.4298,317916553.0779,244821.9330,317912114.7766,-730.2857,-2878.6582,-3896.1582,-5080.9254,2515.5151,2423.2634,2584.8970,2299.5021,-5019.7800,-5048.7837,-236691.0243,-260777.6099,-249206.6118,-250221.8210,-242104.4142,-248387.1757,-249899.4242,-248484.3500,-20109883.5392,-20131458.6853,-20098485.8565,-20095441.0224,-248418.7458,-20104266.6322,5348.8911,6260.2252,4598.3831,4411.0622,-3807.9848,4600.0530,-4330.4244,-3603.4229,-1949.5878,4359.9327,98912.9300,97708.7672,101012.2227,97052.7636,105024.7683,100923.0526,89269.1095,98269.9175,141120114.3833,141101833.1297,141127714.8582,141133848.0404,98627.5324,141125966.3149,
54000.000,5150.5335,-1476.7256,-2261.2497,4031.2100,-6816.3880,-5909.2256,-5122.7941,-6787.9648,4179.7571,4289.0016,297112.7070,286707.6026,304568.1761,295945.6746,295090.0480,302681.7695,295963.0566,297620.8392,312238960.0711,312235760.7131,312265230.7154,312253663.7522,299307.9529,312256636.5386,-3572.5366,-2202.1635,6459.5152,5545.4935,-1116.0778,1918.5741,1856.7471,504.1006,931.6687,1060.3997,-169902.9291,-195254.3109,-182121.4393,-182526.2794,-173606.2977,-182400.2773,-180780.4458,-180036.1494,62909809.8895,62883581.4896,62925456.9637,62921632.5805,-179676.6742,62915682.0486,-2507.2289,-6414.7220,-875.4989,-469.1384,-320.2905,-2656.2926,4161.4689,-110.3601,5221.5304,-5103.6843,97137.8414,96106.3062,99283.6851,97900.9900,103388.2287,96247.7187,88332.9854,97839.4104,141111880.8402,141094447.3625,141128180.2558,141128972.5690,97263.2264,141120273.7429,
57600.000,-3659.3433,347.1679,372.1424,-4619.9567,5400.0269,4667.8242,4389.1327,4808.4245,-3449.8889,-6135.4247,330139.7754,326186.2709,339615.1569,329863.8818,330673.4735,338912.4699,330803.6744,336329.6689,285277159.2467,285282242.8134,285295734.8909,285287603.3116,334963.1016,285293836.7184,5096.2276,6378.1540,-5971.8827,-3369.1374,-855.2181,-4628.6723,-5158.2264,-3054.3137,4071.1178,2400.0852,-93405.2433,-117347.7721,-103292.7941,-102330.7290,-93724.1710,-102308.8809,-100581.5736,-98797.5601,141628848.8552,141600186.3227,141644244.8980,141632656.6756,-99439.8998,141634442.0230,-2498.1273,2699.6054,-3438.3577,-3817.5774,4221.5428,-1558.9967,-1104.5631,3718.5595,-4156.8188,1450.4172,95363.4392,94502.3904,97003.1139,98809.3118,101299.0628,91522.3248,88030.7657,94952.1495,141104152.3141,141087168.7204,141127411.1775,141120380.0468,95888.3649,141114542.6454,
61200.000,-662.8827,2012.4671,2599.8991,4029.3049,-2155.7549,-531.7898,-1915.2671,-594.0755,1978.8437,4324.8080,344780.3827,344961.1068,353229.2223,343572.0134,345431.5758,353188.4360,344731.5189,348383.7760,238849633.1186,238863014.7809,238861757.0700,238864345.0895,349493.2476,238865641.0610,-4051.5000,-6109.8309,3232.0212,-933.7332,3613.7507,5059.5162,5994.3566,5099.7265,-6452.9155,-3875.2125,-11589.3570,-31954.4348,-17636.2362,-15802.7253,-7485.8459,-15189.8059,-14300.8360,-13666.6757,210675901.1896,210647062.4403,210686658.3611,210673701.6113,-12761.4518,210680788.7673,5347.8749,2576.8871,5503.3058,5478.3915,-5489.7572,4433.4872,-2741.6591,-4477.3614,-402.9686,3425.0843,93670.0600,92899.1035,94413.3830,99060.5251,98719.3745,87755.5591,88415.1993,95608.0447,141097058.1740,141080014.5984,141124987.4280,141107554.5971,94503.0935,141108773.0336,
64800.000,5246.8456,-2067.6699,-5601.6746,-3190.4169,-949.0064,-4245.5767,-1928.6328,-3349.2483,824.4994,570.5381,342270.7101,341757.4594,344419.4491,335639.3372,338621.8700,344944.2332,337140.5705,342635.1802,176126250.1796,176147340.4293,176135329.6101,176147006.0825,341936.0158,176142085.7700,2164.9751,1856.7357,-196.1362,5033.7048,-6002.8573,-3865.7004,-4646.1705,-5654.2571,4874.8835,4032.4639,72832.7121,55520.7299,69414.3428,71564.4579,79617.2160,72782.1395,72874.7937,75749.7786,265340062.5079,265313196.3657,265343436.4805,265342755.7963,74886.8570,265344037.2849,-3656.8566,-6362.7422,-4026.6734,-3426.1169,3288.4313,-3563.0354,4657.0601,1766.5294,4601.3834,-5383.7758,92667.2126,91298.7386,91837.4317,98746.4471,95579.9103,84800.6744,89582.2678,91706.3062,141090684.2104,141073004.5777,141120911.6407,141096206.8610,93107.5596,141102964.9186,
68400.000,-6647.1519,-1330.2054,6638.6289,1840.3490,2765.5399,6581.3381,5527.4642,5226.7553,-4421.6294,-5118.3982,315832.2218,316690.9744,313662.3842,306329.5597,311174.4052,314912.0774,309032.3510,312298.0206,101388676.1384,101416308.3813,101398940.2107,101408239.6994,312724.8895,101404873.7154,-133.5908,2521.2165,-1874.3053,-6548.6003,6261.3600,1480.8866,2326.9032,3709.2745,-1188.0028,-3458.4516,161115.1588,139503.4617,152267.9015,154293.9381,161761.7335,155808.7956,156162.9842,157077.5774,301892300.2186,301869281.3881,301887795.9191,301903033.1582,157959.7757,301895428.6188,-1177.9566,6312.3486,-78.3086,-986.3966,958.0141,-347.2616,-3338.8930,2287.8494,-4979.8071,2706.3428,92881.2777,89703.9186,89591.7577,97941.0178,91826.9653,82544.6992,91595.9700,93208.1190,141085067.0800,141066160.9594,141115390.2650,141090401.3214,91701.9119,141097118.3116,
72000.000,3878.2783,5419.9165,-4600.4923,679.9661,-3646.9694,-5161.0146,-6852.1437,-5003.4627,6364.9660,6145.4859,264040.0371,271272.0806,262899.5827,257367.6003,265466.2732,265156.9740,263630.6799,263866.9499,19738102.0925,19770611.5878,19753379.0548,19751959.1259,263665.1004,19755092.8676,-2361.9216,-3505.2221,3078.3476,4956.8220,-3625.2884,1829.2656,180.1363,492.0821,-1947.2849,1596.5671,238343.0940,214603.4575,225580.9044,227191.2374,231817.6014,228589.0301,232110.6661,231747.8099,317839876.3944,317822131.7095,317829115.2737,317854032.6489,231189.5083,317842481.0090,4983.8974,-2540.3848,4108.9103,4701.2241,-4626.4624,3945.4014,-326.1920,-4596.4958,1178.0455,2271.1889,92389.4221,88117.7550,87901.6364,96683.2849,88711.7554,80927.9935,92581.5567,88586.9413,141080191.9327,141059509.4363,141108680.8114,141087728.8178,90286.3006,141091233.2240,
75600.000,641.7825,-6224.4647,427.9470,-4062.1275,4293.7575,1388.1233,5084.3192,3458.5275,-4541.2147,-3650.6504,193903.7523,208321.4985,195398.8320,191770.1147,200686.6109,198940.8958,200531.8345,197726.3105,-63252949.8900,-63217581.7879,-63230104.9383,-63244442.5912,197822.5849,-63234951.0923,4939.9578,1261.3077,-4147.8023,-1842.8119,-690.9596,-5099.0051,-2670.9116,-4809.6779,3488.5354,1981.0775,298482.9384,275959.1482,284649.8646,285676.0002,286569.3423,286579.4239,293305.7571,289492.6384,312096380.5438,312084727.7498,312082516.2275,312108410.1286,289919.9438,312098955.5270,-4558.8202,-2802.9531,-5499.8944,-5231.8690,5364.9573,-4212.0984,3745.4507,3343.9363,3584.2907,-5321.8121,91543.0818,86544.0778,86840.7872,94985.4528,89499.4654,79930.9177,87844.4111,90591.2707,141075993.3738,141053079.9464,141101026.2585,141086090.1098,88860.8775,141085309.6669,
