sl_100_86400_20280919 Coordinates.csv
2028/09/19 07:47:00.0000 UTC

Generated: Tue Oct  8 21:43:32 2024,
Start: 2028/09/19 07:47:00.00, Stop: 2028/09/20 07:47:00.00,
TIME_UNITS,STARLINK-31891 - X-Coordinate,STARLINK-30322 - X-Coordinate,STARLINK-4791 - X-Coordinate,STARLINK-3363 - X-Coordinate,STARLINK-1663 - X-Coordinate,STARLINK-31228 - X-Coordinate,STARLINK-1048 - X-Coordinate,STARLINK-3969 - X-Coordinate,STARLINK-5433 - X-Coordinate,STARLINK-2583 - X-Coordinate,STARLINK-5549 - X-Coordinate,STARLINK-5203 - X-Coordinate,STARLINK-1970 - X-Coordinate,STARLINK-32016 - X-Coordinate,STARLINK-30203 - X-Coordinate,STARLINK-4376 - X-Coordinate,STARLINK-30137 - X-Coordinate,STARLINK-6176 - X-Coordinate,STARLINK-1346 - X-Coordinate,STARLINK-30398 - X-Coordinate,STARLINK-3225 - X-Coordinate,STARLINK-3313 - X-Coordinate,STARLINK-30460 - X-Coordinate,STARLINK-31464 - X-Coordinate,STARLINK-4046 - X-Coordinate,STARLINK-31075 - X-Coordinate,STARLINK-32100 - X-Coordinate,STARLINK-31815 - X-Coordinate,STARLINK-31306 - X-Coordinate,STARLINK-2084 - X-Coordinate,STARLINK-3922 - X-Coordinate,STARLINK-30850 - X-Coordinate,STARLINK-4020 - X-Coordinate,STARLINK-30763 - X-Coordinate,STARLINK-31439 - X-Coordinate,STARLINK-1471 - X-Coordinate,STARLINK-1007 - X-Coordinate,STARLINK-5210 - X-Coordinate,STARLINK-6288 - X-Coordinate,STARLINK-4497 - X-Coordinate,STARLINK-3256 - X-Coordinate,STARLINK-2702 - X-Coordinate,STARLINK-4453 - X-Coordinate,STARLINK-4028 - X-Coordinate,STARLINK-6059 - X-Coordinate,STARLINK-11098 [DTC] - X-Coordinate,STARLINK-5537 - X-Coordinate,STARLINK-2475 - X-Coordinate,STARLINK-3370 - X-Coordinate,STARLINK-30268 - X-Coordinate,STARLINK-32031 - X-Coordinate,STARLINK-3771 - X-Coordinate,STARLINK-31984 - X-Coordinate,STARLINK-5705 - X-Coordinate,STARLINK-31879 - X-Coordinate,STARLINK-31959 - X-Coordinate,STARLINK-5042 - X-Coordinate,STARLINK-6199 - X-Coordinate,STARLINK-4490 - X-Coordinate,STARLINK-30157 - X-Coordinate,STARLINK-3626 - X-Coordinate,STARLINK-30119 - X-Coordinate,STARLINK-2663 - X-Coordinate,STARLINK-2397 - X-Coordinate,STARLINK-5753 - X-Coordinate,STARLINK-4138 - X-Coordinate,STARLINK-6293 - X-Coordinate,STARLINK-30790 - X-Coordinate,STARLINK-5143 - X-Coordinate,STARLINK-3195 - X-Coordinate,STARLINK-30483 - X-Coordinate,STARLINK-2185 - X-Coordinate,STARLINK-2368 - X-Coordinate,STARLINK-11105 [DTC] - X-Coordinate,STARLINK-3369 - X-Coordinate,STARLINK-4125 - X-Coordinate,STARLINK-4438 - X-Coordinate,STARLINK-30161 - X-Coordinate,STARLINK-30092 - X-Coordinate,STARLINK-2114 - X-Coordinate,STARLINK-3684 - X-Coordinate,STARLINK-5037 - X-Coordinate,STARLINK-5807 - X-Coordinate,STARLINK-5826 - X-Coordinate,STARLINK-1597 - X-Coordinate,STARLINK-5819 - X-Coordinate,STARLINK-4556 - X-Coordinate,STARLINK-1418 - X-Coordinate,STARLINK-5787 - X-Coordinate,STARLINK-31628 - X-Coordinate,STARLINK-32227 - X-Coordinate,STARLINK-4143 - X-Coordinate,STARLINK-5375 - X-Coordinate,STARLINK-31341 - X-Coordinate,STARLINK-31667 - X-Coordinate,STARLINK-4486 - X-Coordinate,STARLINK-3955 - X-Coordinate,STARLINK-3264 - X-Coordinate,STARLINK-31678 - X-Coordinate,STARLINK-4596 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31891 - Y-Coordinate,STARLINK-30322 - Y-Coordinate,STARLINK-4791 - Y-Coordinate,STARLINK-3363 - Y-Coordinate,STARLINK-1663 - Y-Coordinate,STARLINK-31228 - Y-Coordinate,STARLINK-1048 - Y-Coordinate,STARLINK-3969 - Y-Coordinate,STARLINK-5433 - Y-Coordinate,STARLINK-2583 - Y-Coordinate,STARLINK-5549 - Y-Coordinate,STARLINK-5203 - Y-Coordinate,STARLINK-1970 - Y-Coordinate,STARLINK-32016 - Y-Coordinate,STARLINK-30203 - Y-Coordinate,STARLINK-4376 - Y-Coordinate,STARLINK-30137 - Y-Coordinate,STARLINK-6176 - Y-Coordinate,STARLINK-1346 - Y-Coordinate,STARLINK-30398 - Y-Coordinate,STARLINK-3225 - Y-Coordinate,STARLINK-3313 - Y-Coordinate,STARLINK-30460 - Y-Coordinate,STARLINK-31464 - Y-Coordinate,STARLINK-4046 - Y-Coordinate,STARLINK-31075 - Y-Coordinate,STARLINK-32100 - Y-Coordinate,STARLINK-31815 - Y-Coordinate,STARLINK-31306 - Y-Coordinate,STARLINK-2084 - Y-Coordinate,STARLINK-3922 - Y-Coordinate,STARLINK-30850 - Y-Coordinate,STARLINK-4020 - Y-Coordinate,STARLINK-30763 - Y-Coordinate,STARLINK-31439 - Y-Coordinate,STARLINK-1471 - Y-Coordinate,STARLINK-1007 - Y-Coordinate,STARLINK-5210 - Y-Coordinate,STARLINK-6288 - Y-Coordinate,STARLINK-4497 - Y-Coordinate,STARLINK-3256 - Y-Coordinate,STARLINK-2702 - Y-Coordinate,STARLINK-4453 - Y-Coordinate,STARLINK-4028 - Y-Coordinate,STARLINK-6059 - Y-Coordinate,STARLINK-11098 [DTC] - Y-Coordinate,STARLINK-5537 - Y-Coordinate,STARLINK-2475 - Y-Coordinate,STARLINK-3370 - Y-Coordinate,STARLINK-30268 - Y-Coordinate,STARLINK-32031 - Y-Coordinate,STARLINK-3771 - Y-Coordinate,STARLINK-31984 - Y-Coordinate,STARLINK-5705 - Y-Coordinate,STARLINK-31879 - Y-Coordinate,STARLINK-31959 - Y-Coordinate,STARLINK-5042 - Y-Coordinate,STARLINK-6199 - Y-Coordinate,STARLINK-4490 - Y-Coordinate,STARLINK-30157 - Y-Coordinate,STARLINK-3626 - Y-Coordinate,STARLINK-30119 - Y-Coordinate,STARLINK-2663 - Y-Coordinate,STARLINK-2397 - Y-Coordinate,STARLINK-5753 - Y-Coordinate,STARLINK-4138 - Y-Coordinate,STARLINK-6293 - Y-Coordinate,STARLINK-30790 - Y-Coordinate,STARLINK-5143 - Y-Coordinate,STARLINK-3195 - Y-Coordinate,STARLINK-30483 - Y-Coordinate,STARLINK-2185 - Y-Coordinate,STARLINK-2368 - Y-Coordinate,STARLINK-11105 [DTC] - Y-Coordinate,STARLINK-3369 - Y-Coordinate,STARLINK-4125 - Y-Coordinate,STARLINK-4438 - Y-Coordinate,STARLINK-30161 - Y-Coordinate,STARLINK-30092 - Y-Coordinate,STARLINK-2114 - Y-Coordinate,STARLINK-3684 - Y-Coordinate,STARLINK-5037 - Y-Coordinate,STARLINK-5807 - Y-Coordinate,STARLINK-5826 - Y-Coordinate,STARLINK-1597 - Y-Coordinate,STARLINK-5819 - Y-Coordinate,STARLINK-4556 - Y-Coordinate,STARLINK-1418 - Y-Coordinate,STARLINK-5787 - Y-Coordinate,STARLINK-31628 - Y-Coordinate,STARLINK-32227 - Y-Coordinate,STARLINK-4143 - Y-Coordinate,STARLINK-5375 - Y-Coordinate,STARLINK-31341 - Y-Coordinate,STARLINK-31667 - Y-Coordinate,STARLINK-4486 - Y-Coordinate,STARLINK-3955 - Y-Coordinate,STARLINK-3264 - Y-Coordinate,STARLINK-31678 - Y-Coordinate,STARLINK-4596 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31891 - Z-Coordinate,STARLINK-30322 - Z-Coordinate,STARLINK-4791 - Z-Coordinate,STARLINK-3363 - Z-Coordinate,STARLINK-1663 - Z-Coordinate,STARLINK-31228 - Z-Coordinate,STARLINK-1048 - Z-Coordinate,STARLINK-3969 - Z-Coordinate,STARLINK-5433 - Z-Coordinate,STARLINK-2583 - Z-Coordinate,STARLINK-5549 - Z-Coordinate,STARLINK-5203 - Z-Coordinate,STARLINK-1970 - Z-Coordinate,STARLINK-32016 - Z-Coordinate,STARLINK-30203 - Z-Coordinate,STARLINK-4376 - Z-Coordinate,STARLINK-30137 - Z-Coordinate,STARLINK-6176 - Z-Coordinate,STARLINK-1346 - Z-Coordinate,STARLINK-30398 - Z-Coordinate,STARLINK-3225 - Z-Coordinate,STARLINK-3313 - Z-Coordinate,STARLINK-30460 - Z-Coordinate,STARLINK-31464 - Z-Coordinate,STARLINK-4046 - Z-Coordinate,STARLINK-31075 - Z-Coordinate,STARLINK-32100 - Z-Coordinate,STARLINK-31815 - Z-Coordinate,STARLINK-31306 - Z-Coordinate,STARLINK-2084 - Z-Coordinate,STARLINK-3922 - Z-Coordinate,STARLINK-30850 - Z-Coordinate,STARLINK-4020 - Z-Coordinate,STARLINK-30763 - Z-Coordinate,STARLINK-31439 - Z-Coordinate,STARLINK-1471 - Z-Coordinate,STARLINK-1007 - Z-Coordinate,STARLINK-5210 - Z-Coordinate,STARLINK-6288 - Z-Coordinate,STARLINK-4497 - Z-Coordinate,STARLINK-3256 - Z-Coordinate,STARLINK-2702 - Z-Coordinate,STARLINK-4453 - Z-Coordinate,STARLINK-4028 - Z-Coordinate,STARLINK-6059 - Z-Coordinate,STARLINK-11098 [DTC] - Z-Coordinate,STARLINK-5537 - Z-Coordinate,STARLINK-2475 - Z-Coordinate,STARLINK-3370 - Z-Coordinate,STARLINK-30268 - Z-Coordinate,STARLINK-32031 - Z-Coordinate,STARLINK-3771 - Z-Coordinate,STARLINK-31984 - Z-Coordinate,STARLINK-5705 - Z-Coordinate,STARLINK-31879 - Z-Coordinate,STARLINK-31959 - Z-Coordinate,STARLINK-5042 - Z-Coordinate,STARLINK-6199 - Z-Coordinate,STARLINK-4490 - Z-Coordinate,STARLINK-30157 - Z-Coordinate,STARLINK-3626 - Z-Coordinate,STARLINK-30119 - Z-Coordinate,STARLINK-2663 - Z-Coordinate,STARLINK-2397 - Z-Coordinate,STARLINK-5753 - Z-Coordinate,STARLINK-4138 - Z-Coordinate,STARLINK-6293 - Z-Coordinate,STARLINK-30790 - Z-Coordinate,STARLINK-5143 - Z-Coordinate,STARLINK-3195 - Z-Coordinate,STARLINK-30483 - Z-Coordinate,STARLINK-2185 - Z-Coordinate,STARLINK-2368 - Z-Coordinate,STARLINK-11105 [DTC] - Z-Coordinate,STARLINK-3369 - Z-Coordinate,STARLINK-4125 - Z-Coordinate,STARLINK-4438 - Z-Coordinate,STARLINK-30161 - Z-Coordinate,STARLINK-30092 - Z-Coordinate,STARLINK-2114 - Z-Coordinate,STARLINK-3684 - Z-Coordinate,STARLINK-5037 - Z-Coordinate,STARLINK-5807 - Z-Coordinate,STARLINK-5826 - Z-Coordinate,STARLINK-1597 - Z-Coordinate,STARLINK-5819 - Z-Coordinate,STARLINK-4556 - Z-Coordinate,STARLINK-1418 - Z-Coordinate,STARLINK-5787 - Z-Coordinate,STARLINK-31628 - Z-Coordinate,STARLINK-32227 - Z-Coordinate,STARLINK-4143 - Z-Coordinate,STARLINK-5375 - Z-Coordinate,STARLINK-31341 - Z-Coordinate,STARLINK-31667 - Z-Coordinate,STARLINK-4486 - Z-Coordinate,STARLINK-3955 - Z-Coordinate,STARLINK-3264 - Z-Coordinate,STARLINK-31678 - Z-Coordinate,STARLINK-4596 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,264.0987,-6334.1246,1466.2201,1728.8269,5537.1522,-5008.1258,-304.3406,5193.2986,3879.0240,-2659.2617,-4826.6754,-6463.0142,1586.8874,2754.5282,-2718.5125,-2272.3796,1263.6768,-2526.3813,-5502.6193,-2415.9640,-4401.8824,-3182.6357,-5020.2173,1412.3803,-4095.5745,-2196.1185,0.0000,5447.2254,2059.2936,4728.9661,5394.6386,-4629.3015,-2775.7417,4101.1327,-3346.4175,2413.7561,0.0000,4188.4445,2529.1090,5149.2647,-1214.3778,5993.7139,-992.0209,-2100.0598,3669.7083,-168.3883,-1137.8714,269.5510,-4032.4916,-5618.6257,-5310.0722,4498.4084,-3808.7530,-3598.3407,-4462.2574,0.0000,3525.3759,5214.3771,-5136.2346,3348.7550,-6815.2961,4508.8941,3844.2164,-4533.7688,-773.4676,-3760.7955,3853.1505,6452.1731,5759.5894,4266.7596,-6483.3005,-4387.2979,4249.1705,-812.3153,4709.3833,-607.2169,5352.4465,6346.7416,712.4475,3721.6786,-2255.5675,-1095.6272,1570.9384,2830.4132,-6103.2050,3234.1523,-387.0985,-4133.4570,2514.7003,1078.4006,-1534.2176,-4384.4349,-650.4433,-6670.4840,-3713.1770,-3786.5271,5900.4171,3987.4918,-3127.9424,3145.4333,-146131.5417,-136073.0889,-139703.8761,-138257.3818,-131337.0644,-133338.7507,-139815.8269,-136925.7615,-283231111.9765,-283243363.2001,-283250907.3209,-283240456.4728,-138464.7678,-283240513.3492,-5112.5349,-269.3763,-6662.3506,5258.0503,-3129.9426,162.6298,5060.8432,-993.6038,1888.5040,3209.6107,-2060.4331,-974.8694,-4425.5638,4563.6424,-4629.5456,284.0233,-6024.4765,-5096.1359,1370.1205,4348.8333,-4614.1812,-6049.4632,2825.0080,5810.5850,-1081.7677,-4564.2476,0.0000,-1545.3351,-3591.8991,652.2473,4157.8526,2612.0058,3651.4041,-443.0079,-4405.7473,5922.0370,0.0000,-1234.8452,-6446.8364,4571.1879,6784.7601,-2043.0197,-6058.4957,-3660.4580,-5114.6780,-5965.7692,-5814.4891,-4263.7671,-5117.9233,867.7700,-2547.1710,4080.7283,-5181.9283,4156.9967,-3795.2430,0.0000,2998.5332,-3779.7605,-1338.8419,-6047.6947,-663.8247,-2710.3730,5468.0012,-4219.8455,6619.8733,-2392.8144,3771.0265,1510.4587,-3020.0483,2690.1906,31.3361,-385.7660,4647.3743,-6530.5793,1980.4382,-5075.8057,-2806.6390,-1485.8268,5507.2582,1611.7697,4084.9256,4109.3674,5001.3782,3774.8298,2466.3048,5943.3098,-6163.8734,-1566.7635,-4984.7047,6623.4184,4242.6099,-17.0154,5332.5617,-1284.5482,3877.8927,-2189.4164,3494.8132,-1182.0567,6049.4511,4189.2271,320298.0636,343371.4287,321406.8049,321519.6647,326588.2647,326425.2278,330651.2960,328170.1083,83785537.8092,83769227.6999,83760858.8092,83757938.3212,327255.4306,83767450.7267,4475.9614,2114.5612,-587.2142,4109.1727,-2749.6076,-4632.6560,-4709.3073,4421.7961,5374.3994,-5454.7319,4520.9357,2233.4842,-5046.8282,4328.3672,4353.9961,-6554.3082,-3244.0631,-3952.5346,-3866.8349,4636.3824,-2836.2311,979.7309,-3850.5999,-3282.2775,-5454.8961,-4713.7365,0.0000,3817.7043,-5517.0714,4934.7509,-1142.4343,-4431.4963,-5176.7304,5455.9431,-3994.4914,-2642.2660,0.0000,-5298.4732,300.5571,-497.8608,-261.5582,2703.0242,-3199.8456,5471.4566,-2912.8982,2926.2274,3519.3885,5416.3895,-2279.6774,3943.1400,-3448.8457,3251.8612,2304.5280,-4202.3463,3411.6360,0.0000,5131.8674,2475.1781,-4413.9808,-549.1404,688.8588,-4492.8660,1343.2891,2631.9737,-1900.3522,-5261.4730,4304.1723,2001.2248,-2342.8331,4622.9250,2158.9261,5315.9217,2010.1191,-674.9904,-4624.5253,4630.9755,-3398.3028,2252.4379,-4152.3759,-5377.8025,-5101.6948,5435.6336,-4552.1236,-5116.0930,1512.2132,-1569.5347,-3075.8808,-5298.0875,-4105.8008,-1465.0825,-5128.9299,-5348.6247,4362.4762,-917.7155,4170.5516,-5339.1685,665.1923,-5536.1960,180.2981,-4507.5580,-36940.8301,-39168.3339,-38426.2864,-37554.7964,-34177.0086,-43179.7279,-48197.5743,-39605.7743,101785370.4221,101808303.3636,101777256.4912,101794222.8219,-39835.9906,101786731.3816,
3600.000,3708.3309,2930.4318,612.5961,-4071.6183,-4906.0009,6075.6213,-3406.2720,-1843.1053,-6264.9942,-1213.4758,4866.1439,4215.3588,2873.7873,-5363.3021,5255.6390,-2902.6326,2193.4426,4877.8485,5775.4703,-1702.2672,5683.6126,3879.9913,1515.8224,-4322.1927,5705.5861,5550.7554,0.0000,-2147.2294,1731.7225,-6369.3167,-5650.4122,1413.3485,-1564.9547,-3874.3660,6259.5884,-3587.7768,0.0000,-1393.3689,-57.1588,-5267.0777,-810.5997,-2497.7024,-1397.7492,5684.3190,-768.2797,2594.7307,3923.1314,4009.9026,5202.4772,5705.6486,3741.2834,-4173.2806,4117.5203,-432.2052,6598.1094,0.0000,-6440.0667,-3752.1725,3316.8033,-931.0885,4969.5150,-1293.3612,-4213.7334,5795.7158,-2114.6517,4523.0602,-5386.3866,-6672.7819,-2374.2741,-3943.3224,6060.3733,5694.4315,-4000.9572,3115.0506,-3641.3346,3835.4142,-1951.1168,-3490.3078,-4140.0023,-5076.5275,186.7105,-3242.4722,-2256.7891,-2383.9368,4360.4445,-2543.4952,2823.6952,6308.3892,-43.7953,-3456.2112,-1361.0004,2924.7721,-3348.2569,5220.6240,1331.4573,4585.4777,-5135.5518,-2457.1774,49.0423,-4277.3866,-221010.6068,-216781.8771,-218359.5358,-216549.9448,-208315.7671,-211778.5853,-216354.3679,-216935.2779,-295241241.1329,-295252962.2011,-295256956.8964,-295244235.1595,-215724.0109,-295249470.5591,5418.7317,-2849.8382,5654.9540,-5570.2026,4630.7297,-3035.7926,-2770.1967,3841.8579,960.9614,-5446.2766,4920.8055,-1640.5677,3725.8398,-4285.2683,1306.2238,1611.3089,4589.9689,1720.6774,-3674.0028,-5939.2662,3837.3862,3310.8086,-4909.6777,-5243.5581,-2429.6487,2372.9669,0.0000,4695.3890,5467.7955,2130.4422,-2347.0380,-5292.3015,-4530.1899,4661.1869,2632.8765,-2540.3472,0.0000,4925.9257,6160.2685,-2472.6252,-5379.0711,3515.9574,6413.1896,2330.4788,3022.9481,5634.8324,5670.3646,3449.2631,3981.2025,-3825.8160,-1647.8052,-85.2277,1301.7416,-5279.0453,1508.1931,0.0000,-1486.4204,5655.0511,-2648.9814,6192.0221,-1429.3177,5393.9735,-2012.9843,2458.6718,-4884.4526,-2054.5680,193.4669,721.5247,3800.5147,2005.9127,-2586.0669,-2954.7306,291.5582,3077.2772,2395.2617,2062.5905,-336.4668,3818.5458,-3243.3282,3067.1508,-6637.6160,-4178.6982,-735.9632,639.3752,-3930.7926,-3263.6843,3122.5335,-1332.0950,6830.5314,-4080.8148,-6457.1503,-4129.2362,-4254.7487,-1726.6211,-6604.0983,-2197.5883,-863.8047,5057.4327,-5824.4767,31.0890,271340.3004,299453.9600,277108.7698,278320.7732,281782.5163,281751.8810,285230.8971,281059.2880,7547208.3766,7535367.3611,7516755.3543,7525932.4777,282206.4884,7529034.8277,-1802.6682,-5295.3856,-3816.5490,-87.7835,-1573.5904,623.9391,5332.8740,-5432.3186,-2735.0697,3982.6422,495.7681,-5229.9843,5027.3080,-319.9085,-4309.4845,6082.8712,4735.0013,4592.9969,-450.1821,-2863.0915,-1293.7678,-4663.2796,4634.5050,-555.4367,3019.3242,3365.7291,0.0000,-4485.3634,3819.6781,-1471.7836,-3206.9542,4214.5881,4969.1292,-3188.2172,608.9270,5330.5081,0.0000,4558.6032,3167.8873,-3720.2862,4229.6757,-5376.4511,-2192.2663,-3188.9822,6186.1608,2389.6937,-80.8029,-4447.9684,-2177.0905,-863.9733,5452.0596,-5492.5822,-5301.2279,4439.3843,452.4357,0.0000,-2053.2016,1251.7066,5427.9250,-2988.7848,-4548.9910,4120.2084,-4974.5672,2381.0921,4426.0035,4765.1949,-4321.0551,1693.5026,5249.0805,-5234.5073,1812.6424,-2580.5398,-5261.7691,4948.1790,5321.3954,-5364.7233,6632.8973,-4570.1335,4505.6109,3174.4510,1899.8149,-4454.1423,6512.9205,6494.7439,3334.3784,5571.8159,5451.1597,2434.3760,1151.5927,4308.7300,1747.2925,4696.4378,-4324.1329,4081.9629,-961.8992,4649.6019,-4519.0214,4022.1746,3526.1953,5411.6891,-38280.1604,-41087.0619,-39307.5277,-41558.8644,-35285.4766,-41389.6350,-50668.6114,-42151.4595,101737604.5326,101765100.5057,101738421.2267,101750138.2242,-41497.5851,101742006.7179,
7200.000,-5480.5374,1574.4611,-3473.8185,4533.9721,1904.1609,-3924.4989,6353.7567,-1222.1934,6145.1338,3565.3264,-1641.1327,-1061.6985,-6025.6349,5287.6901,-6508.2477,6629.9289,-5435.3967,-6294.9229,-3082.2756,4404.2336,-4997.8601,-4219.2612,1930.0420,5180.8887,-5359.6569,-6913.8781,0.0000,-1304.8932,-3899.7273,5100.0305,4017.6115,1510.2685,4669.8281,2605.0738,-6003.2870,4786.2936,0.0000,-775.6820,-3130.7441,3878.8986,3649.2133,-1740.3902,1991.0543,-6769.1062,-3617.1548,-3911.1850,-5079.8434,-6439.3463,-4483.2928,-3711.4969,-1787.3887,3566.5441,-3935.3494,3862.6612,-5222.9263,0.0000,6515.0257,502.4082,-1544.5717,-2417.2310,-1343.7937,-1585.5050,3852.8415,-3808.6333,5083.5137,-4573.0705,5715.6561,4380.4138,-1994.3447,3250.5340,-2678.5389,-4987.2350,2376.3115,-4676.7306,2504.5130,-6343.7344,-3526.4830,-319.2492,6550.8311,4021.9440,1365.9488,5816.8122,3979.1868,2997.2717,444.3831,2484.8084,-5373.6605,-5916.5396,-2127.1944,5432.3301,2973.8480,-1595.1847,6200.2131,-2015.5865,1486.8714,-4618.6984,3018.2645,1083.4680,3825.9798,5064.4527,-280604.4334,-284176.3535,-283234.2746,-281102.7662,-271742.6266,-280060.4864,-279073.6097,-278397.4489,-287091067.8223,-287104731.4205,-287099980.3678,-287094449.3932,-279257.8591,-287098251.9558,-3332.9340,5513.8106,-2205.3916,3306.9121,-4497.4231,4047.6830,713.2422,-6130.8549,-2644.2287,5856.8070,-4219.5167,4751.5557,-2864.1097,1964.1410,1749.4663,-246.5296,-2577.3252,1589.7354,4229.4117,5065.6400,-1322.2057,1082.0636,6131.8435,1986.9352,4136.5748,-117.3204,0.0000,-6447.9343,-5674.9289,-3484.9094,-1202.9990,6609.8177,4822.7273,-6180.8945,259.8966,-1653.7857,0.0000,-6785.0793,-3995.2608,-1418.2951,2077.4349,-4927.0924,-2332.4643,-914.4262,-1251.5062,-846.9188,-3166.0676,-2415.0010,-612.9466,5151.1887,5645.8827,-4210.2015,3434.7181,5412.0043,1739.5984,0.0000,-87.5159,-5466.1685,6041.7858,-4475.2081,4106.6371,-6628.5851,-2854.1569,1565.7527,2018.3936,5023.6024,-3546.7578,-3129.3188,-4496.3943,-5649.0315,4425.6746,4430.6061,-5437.1727,2496.3266,-5903.0797,621.8536,918.1665,-5669.1211,778.8550,-5088.4708,6299.7205,3674.6417,-3285.0378,-4687.0055,4049.9591,-1377.3583,426.7005,2925.4302,-6100.3080,110.4371,5409.1685,6634.5711,2629.0419,4883.2363,5920.3375,5031.8867,-3059.3679,-6833.8413,3326.5766,-3703.9623,205834.4572,236731.4853,215284.1272,220098.1285,219235.5860,218466.1724,222372.8162,220663.9882,-69194142.9427,-69201763.6719,-69226267.9565,-69206508.4704,219313.5462,-69211877.8604,-2283.2968,3428.7435,5461.0137,-4020.6933,4900.8859,3830.8942,-2646.0358,2908.6713,-1699.6241,239.6979,-5255.2954,4892.6330,-1744.9834,-3929.1415,1557.5562,-2032.8201,-3494.3642,-2407.7801,4425.5894,-1136.9805,4672.9573,5348.8403,-2581.7779,3951.5173,1331.7656,79.2188,0.0000,1842.6457,352.2288,-3020.3635,5473.8469,-1373.9985,-1653.1108,-1382.5524,3216.5739,-4719.0537,0.0000,-673.3267,-4725.5268,5519.6258,-5477.4515,4478.1305,6194.6056,-1108.4559,-5789.7933,-5317.3306,-3429.7236,620.2065,5199.0025,-2768.6751,-3390.4519,4122.1758,4399.0854,-1911.3268,-3969.6813,0.0000,-2335.6143,-4190.5165,-2959.5191,4705.7130,5346.8217,-1172.1529,4838.2031,-5332.7479,-4257.5858,-1164.6880,1549.5942,-4360.0892,-4859.8717,2096.4150,-4474.2107,-1812.2040,2909.5863,-3961.7806,-2518.5366,2644.9504,-5899.5505,3910.3574,-2128.7671,1794.2060,2477.8228,627.9365,-4649.8483,-4185.3319,-5394.1012,-6343.6706,-4307.6472,1989.1858,2491.2576,-4213.4023,2908.1806,-1105.0533,1611.8539,-4371.7980,-3012.1709,-968.6521,5375.3274,-36.4937,-4557.8117,-2894.2754,-39720.7930,-43006.1798,-40770.9222,-44661.6414,-36826.8689,-40934.3201,-52488.7159,-42347.4318,101690109.7185,101720975.3540,101700154.7479,101701785.4654,-43154.4028,101697268.0346,
