sl_100_86400_20281220 Coordinates.csv
2028/12/20 07:47:00.0000 UTC

Generated: Tue Oct  8 21:43:29 2024,
Start: 2028/12/20 07:47:00.00, Stop: 2028/12/21 07:47:00.00,
TIME_UNITS,STARLINK-3582 - X-Coordinate,STARLINK-31807 - X-Coordinate,STARLINK-31256 - X-Coordinate,STARLINK-31117 - X-Coordinate,STARLINK-5611 - X-Coordinate,STARLINK-11151 [DTC] - X-Coordinate,STARLINK-4152 - X-Coordinate,STARLINK-5856 - X-Coordinate,STARLINK-31994 - X-Coordinate,STARLINK-11162 [DTC] - X-Coordinate,STARLINK-30990 - X-Coordinate,STARLINK-3915 - X-Coordinate,STARLINK-1953 - X-Coordinate,STARLINK-3730 - X-Coordinate,STARLINK-1686 - X-Coordinate,STARLINK-2487 - X-Coordinate,STARLINK-30530 - X-Coordinate,STARLINK-2307 - X-Coordinate,STARLINK-4751 - X-Coordinate,STARLINK-3734 - X-Coordinate,STARLINK-3976 - X-Coordinate,STARLINK-5558 - X-Coordinate,STARLINK-5787 - X-Coordinate,STARLINK-5531 - X-Coordinate,STARLINK-5870 - X-Coordinate,STARLINK-5124 - X-Coordinate,STARLINK-5281 - X-Coordinate,STARLINK-5212 - X-Coordinate,STARLINK-30786 - X-Coordinate,STARLINK-32002 - X-Coordinate,STARLINK-4572 - X-Coordinate,STARLINK-4540 - X-Coordinate,STARLINK-30585 - X-Coordinate,STARLINK-30500 - X-Coordinate,STARLINK-6314 - X-Coordinate,STARLINK-3365 - X-Coordinate,STARLINK-2088 - X-Coordinate,STARLINK-11143 [DTC] - X-Coordinate,STARLINK-3338 - X-Coordinate,STARLINK-1729 - X-Coordinate,STARLINK-30534 - X-Coordinate,STARLINK-3613 - X-Coordinate,STARLINK-2483 - X-Coordinate,STARLINK-1547 - X-Coordinate,STARLINK-31459 - X-Coordinate,STARLINK-1993 - X-Coordinate,STARLINK-31176 - X-Coordinate,STARLINK-1876 - X-Coordinate,STARLINK-30521 - X-Coordinate,STARLINK-6359 - X-Coordinate,STARLINK-4151 - X-Coordinate,STARLINK-30187 - X-Coordinate,STARLINK-3523 - X-Coordinate,STARLINK-31596 - X-Coordinate,STARLINK-2424 - X-Coordinate,STARLINK-31791 - X-Coordinate,STARLINK-1815 - X-Coordinate,STARLINK-31689 - X-Coordinate,STARLINK-31764 - X-Coordinate,STARLINK-3929 - X-Coordinate,STARLINK-3789 - X-Coordinate,STARLINK-4189 - X-Coordinate,STARLINK-6358 - X-Coordinate,STARLINK-3286 - X-Coordinate,STARLINK-30571 - X-Coordinate,STARLINK-4270 - X-Coordinate,STARLINK-31546 - X-Coordinate,STARLINK-30210 - X-Coordinate,STARLINK-3283 - X-Coordinate,STARLINK-1279 - X-Coordinate,STARLINK-6115 - X-Coordinate,STARLINK-1975 - X-Coordinate,STARLINK-4378 - X-Coordinate,STARLINK-1225 - X-Coordinate,STARLINK-2347 - X-Coordinate,STARLINK-6257 - X-Coordinate,STARLINK-5409 - X-Coordinate,STARLINK-4258 - X-Coordinate,STARLINK-3926 - X-Coordinate,STARLINK-5572 - X-Coordinate,STARLINK-4350 - X-Coordinate,STARLINK-3910 - X-Coordinate,STARLINK-3628 - X-Coordinate,STARLINK-3756 - X-Coordinate,STARLINK-2700 - X-Coordinate,STARLINK-2385 - X-Coordinate,STARLINK-1395 - X-Coordinate,STARLINK-1338 - X-Coordinate,STARLINK-30917 - X-Coordinate,STARLINK-3230 - X-Coordinate,STARLINK-6202 - X-Coordinate,STARLINK-30918 - X-Coordinate,STARLINK-1465 - X-Coordinate,STARLINK-5576 - X-Coordinate,STARLINK-1464 - X-Coordinate,STARLINK-3692 - X-Coordinate,STARLINK-31364 - X-Coordinate,STARLINK-4342 - X-Coordinate,STARLINK-30977 - X-Coordinate,STARLINK-5772 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3582 - Y-Coordinate,STARLINK-31807 - Y-Coordinate,STARLINK-31256 - Y-Coordinate,STARLINK-31117 - Y-Coordinate,STARLINK-5611 - Y-Coordinate,STARLINK-11151 [DTC] - Y-Coordinate,STARLINK-4152 - Y-Coordinate,STARLINK-5856 - Y-Coordinate,STARLINK-31994 - Y-Coordinate,STARLINK-11162 [DTC] - Y-Coordinate,STARLINK-30990 - Y-Coordinate,STARLINK-3915 - Y-Coordinate,STARLINK-1953 - Y-Coordinate,STARLINK-3730 - Y-Coordinate,STARLINK-1686 - Y-Coordinate,STARLINK-2487 - Y-Coordinate,STARLINK-30530 - Y-Coordinate,STARLINK-2307 - Y-Coordinate,STARLINK-4751 - Y-Coordinate,STARLINK-3734 - Y-Coordinate,STARLINK-3976 - Y-Coordinate,STARLINK-5558 - Y-Coordinate,STARLINK-5787 - Y-Coordinate,STARLINK-5531 - Y-Coordinate,STARLINK-5870 - Y-Coordinate,STARLINK-5124 - Y-Coordinate,STARLINK-5281 - Y-Coordinate,STARLINK-5212 - Y-Coordinate,STARLINK-30786 - Y-Coordinate,STARLINK-32002 - Y-Coordinate,STARLINK-4572 - Y-Coordinate,STARLINK-4540 - Y-Coordinate,STARLINK-30585 - Y-Coordinate,STARLINK-30500 - Y-Coordinate,STARLINK-6314 - Y-Coordinate,STARLINK-3365 - Y-Coordinate,STARLINK-2088 - Y-Coordinate,STARLINK-11143 [DTC] - Y-Coordinate,STARLINK-3338 - Y-Coordinate,STARLINK-1729 - Y-Coordinate,STARLINK-30534 - Y-Coordinate,STARLINK-3613 - Y-Coordinate,STARLINK-2483 - Y-Coordinate,STARLINK-1547 - Y-Coordinate,STARLINK-31459 - Y-Coordinate,STARLINK-1993 - Y-Coordinate,STARLINK-31176 - Y-Coordinate,STARLINK-1876 - Y-Coordinate,STARLINK-30521 - Y-Coordinate,STARLINK-6359 - Y-Coordinate,STARLINK-4151 - Y-Coordinate,STARLINK-30187 - Y-Coordinate,STARLINK-3523 - Y-Coordinate,STARLINK-31596 - Y-Coordinate,STARLINK-2424 - Y-Coordinate,STARLINK-31791 - Y-Coordinate,STARLINK-1815 - Y-Coordinate,STARLINK-31689 - Y-Coordinate,STARLINK-31764 - Y-Coordinate,STARLINK-3929 - Y-Coordinate,STARLINK-3789 - Y-Coordinate,STARLINK-4189 - Y-Coordinate,STARLINK-6358 - Y-Coordinate,STARLINK-3286 - Y-Coordinate,STARLINK-30571 - Y-Coordinate,STARLINK-4270 - Y-Coordinate,STARLINK-31546 - Y-Coordinate,STARLINK-30210 - Y-Coordinate,STARLINK-3283 - Y-Coordinate,STARLINK-1279 - Y-Coordinate,STARLINK-6115 - Y-Coordinate,STARLINK-1975 - Y-Coordinate,STARLINK-4378 - Y-Coordinate,STARLINK-1225 - Y-Coordinate,STARLINK-2347 - Y-Coordinate,STARLINK-6257 - Y-Coordinate,STARLINK-5409 - Y-Coordinate,STARLINK-4258 - Y-Coordinate,STARLINK-3926 - Y-Coordinate,STARLINK-5572 - Y-Coordinate,STARLINK-4350 - Y-Coordinate,STARLINK-3910 - Y-Coordinate,STARLINK-3628 - Y-Coordinate,STARLINK-3756 - Y-Coordinate,STARLINK-2700 - Y-Coordinate,STARLINK-2385 - Y-Coordinate,STARLINK-1395 - Y-Coordinate,STARLINK-1338 - Y-Coordinate,STARLINK-30917 - Y-Coordinate,STARLINK-3230 - Y-Coordinate,STARLINK-6202 - Y-Coordinate,STARLINK-30918 - Y-Coordinate,STARLINK-1465 - Y-Coordinate,STARLINK-5576 - Y-Coordinate,STARLINK-1464 - Y-Coordinate,STARLINK-3692 - Y-Coordinate,STARLINK-31364 - Y-Coordinate,STARLINK-4342 - Y-Coordinate,STARLINK-30977 - Y-Coordinate,STARLINK-5772 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3582 - Z-Coordinate,STARLINK-31807 - Z-Coordinate,STARLINK-31256 - Z-Coordinate,STARLINK-31117 - Z-Coordinate,STARLINK-5611 - Z-Coordinate,STARLINK-11151 [DTC] - Z-Coordinate,STARLINK-4152 - Z-Coordinate,STARLINK-5856 - Z-Coordinate,STARLINK-31994 - Z-Coordinate,STARLINK-11162 [DTC] - Z-Coordinate,STARLINK-30990 - Z-Coordinate,STARLINK-3915 - Z-Coordinate,STARLINK-1953 - Z-Coordinate,STARLINK-3730 - Z-Coordinate,STARLINK-1686 - Z-Coordinate,STARLINK-2487 - Z-Coordinate,STARLINK-30530 - Z-Coordinate,STARLINK-2307 - Z-Coordinate,STARLINK-4751 - Z-Coordinate,STARLINK-3734 - Z-Coordinate,STARLINK-3976 - Z-Coordinate,STARLINK-5558 - Z-Coordinate,STARLINK-5787 - Z-Coordinate,STARLINK-5531 - Z-Coordinate,STARLINK-5870 - Z-Coordinate,STARLINK-5124 - Z-Coordinate,STARLINK-5281 - Z-Coordinate,STARLINK-5212 - Z-Coordinate,STARLINK-30786 - Z-Coordinate,STARLINK-32002 - Z-Coordinate,STARLINK-4572 - Z-Coordinate,STARLINK-4540 - Z-Coordinate,STARLINK-30585 - Z-Coordinate,STARLINK-30500 - Z-Coordinate,STARLINK-6314 - Z-Coordinate,STARLINK-3365 - Z-Coordinate,STARLINK-2088 - Z-Coordinate,STARLINK-11143 [DTC] - Z-Coordinate,STARLINK-3338 - Z-Coordinate,STARLINK-1729 - Z-Coordinate,STARLINK-30534 - Z-Coordinate,STARLINK-3613 - Z-Coordinate,STARLINK-2483 - Z-Coordinate,STARLINK-1547 - Z-Coordinate,STARLINK-31459 - Z-Coordinate,STARLINK-1993 - Z-Coordinate,STARLINK-31176 - Z-Coordinate,STARLINK-1876 - Z-Coordinate,STARLINK-30521 - Z-Coordinate,STARLINK-6359 - Z-Coordinate,STARLINK-4151 - Z-Coordinate,STARLINK-30187 - Z-Coordinate,STARLINK-3523 - Z-Coordinate,STARLINK-31596 - Z-Coordinate,STARLINK-2424 - Z-Coordinate,STARLINK-31791 - Z-Coordinate,STARLINK-1815 - Z-Coordinate,STARLINK-31689 - Z-Coordinate,STARLINK-31764 - Z-Coordinate,STARLINK-3929 - Z-Coordinate,STARLINK-3789 - Z-Coordinate,STARLINK-4189 - Z-Coordinate,STARLINK-6358 - Z-Coordinate,STARLINK-3286 - Z-Coordinate,STARLINK-30571 - Z-Coordinate,STARLINK-4270 - Z-Coordinate,STARLINK-31546 - Z-Coordinate,STARLINK-30210 - Z-Coordinate,STARLINK-3283 - Z-Coordinate,STARLINK-1279 - Z-Coordinate,STARLINK-6115 - Z-Coordinate,STARLINK-1975 - Z-Coordinate,STARLINK-4378 - Z-Coordinate,STARLINK-1225 - Z-Coordinate,STARLINK-2347 - Z-Coordinate,STARLINK-6257 - Z-Coordinate,STARLINK-5409 - Z-Coordinate,STARLINK-4258 - Z-Coordinate,STARLINK-3926 - Z-Coordinate,STARLINK-5572 - Z-Coordinate,STARLINK-4350 - Z-Coordinate,STARLINK-3910 - Z-Coordinate,STARLINK-3628 - Z-Coordinate,STARLINK-3756 - Z-Coordinate,STARLINK-2700 - Z-Coordinate,STARLINK-2385 - Z-Coordinate,STARLINK-1395 - Z-Coordinate,STARLINK-1338 - Z-Coordinate,STARLINK-30917 - Z-Coordinate,STARLINK-3230 - Z-Coordinate,STARLINK-6202 - Z-Coordinate,STARLINK-30918 - Z-Coordinate,STARLINK-1465 - Z-Coordinate,STARLINK-5576 - Z-Coordinate,STARLINK-1464 - Z-Coordinate,STARLINK-3692 - Z-Coordinate,STARLINK-31364 - Z-Coordinate,STARLINK-4342 - Z-Coordinate,STARLINK-30977 - Z-Coordinate,STARLINK-5772 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,924.6732,535.5297,5976.8222,705.8417,3410.1034,2315.9844,3382.1643,-2366.1883,4169.1963,0.0000,-1962.4837,-6233.9304,3993.7223,5399.2634,-2235.1189,5031.5366,-4074.1638,-3945.1671,-924.9145,5340.4098,-55.0580,4336.6290,-1345.4996,-4432.3985,5539.6835,-2448.9936,4315.2643,89.2155,0.0000,-2609.5658,2737.3611,-2938.9358,-4216.0338,-3345.2965,-5436.4699,-6498.8967,-4862.3756,-4033.4134,4884.2681,-4344.8931,4414.0264,-5304.8138,6136.2014,-3245.5542,5888.9072,-1908.7201,6089.5416,3471.6357,-3661.0895,-1232.3193,-6754.7987,2617.8458,-6275.7347,177.1135,5807.9785,1862.6428,-3866.7615,-4744.5379,-5181.3535,-4147.6615,5374.7139,1012.6436,2520.6603,5697.6445,-4795.9344,1672.0489,-5110.3301,-5864.1606,5813.8881,-36.7022,-4469.7951,-3170.8154,-889.8908,-4183.5076,-2460.8229,-5435.1566,-2532.3487,-6012.4261,6634.6952,-1071.3210,-6043.1859,127.2255,6170.0773,-2297.0430,5737.0054,-2303.1847,-3616.9329,3813.2024,232.7533,281.6085,-974.3841,3265.7673,2555.3043,-1714.7581,1696.1500,-626.7621,-2195.7057,6175.9634,5428.8966,5419.5376,181025.0182,145032.6037,168529.8099,168542.9114,163595.3719,163568.7882,159481.4491,163284.3178,-181733565.6407,-181726705.8104,-181755419.6911,-181726172.5714,162877.1881,-181734937.3215,5737.8616,6744.7784,-2885.1970,-4200.0130,4827.9004,-3501.3287,-5359.3998,4660.4187,-1126.4224,0.0000,-6106.5385,2189.3000,2945.0818,331.0827,-6274.0221,4293.8508,3334.0475,-1250.1629,-4051.3587,-118.2618,-6613.6157,668.9157,-5759.4535,-2650.7404,461.8029,-5962.9381,-5270.1728,4508.2041,0.0000,-4292.6927,-2909.6101,-4070.8222,3801.0418,4549.7662,-1920.8243,1873.9775,1056.3843,-975.7091,1862.9222,2182.5223,-4058.6570,1420.4159,-293.4384,-2482.1976,2432.8805,-3779.9171,-1867.8297,2258.1819,-4177.1395,5975.1304,-923.7326,4357.8366,888.2879,5542.9275,-2928.1650,5977.1211,-1787.3669,2991.1277,1498.4283,2872.1537,-271.9229,-6779.1207,4955.4384,3088.0345,2761.4327,5226.8504,-312.0343,3643.1113,3628.5315,4306.5214,-4956.1283,5855.0660,-4672.6319,5380.4180,6176.0181,897.2120,6407.8114,-2938.0508,-1586.4713,4963.3104,-3389.3548,4280.3691,707.4146,5700.3002,2591.1967,6098.6389,2207.5044,-4201.0169,-6674.0022,4295.1367,6276.7620,-4342.4998,-3930.2270,-6142.2011,-6345.9599,5341.1303,5438.9054,3134.4556,1176.4046,-3875.2924,348398.0071,361187.2905,350356.5781,352332.6388,359322.3452,357259.8296,350834.5267,351163.5060,-87400651.3967,-87382312.1062,-87370409.5819,-87393229.5371,352134.2198,-87383777.8989,-3730.8383,-656.6089,1492.1465,-5464.1022,3612.9883,5283.6951,-2713.0097,4551.8845,5340.6537,0.0000,-2630.8203,1997.4133,-4709.4446,-4293.5870,1307.3560,1812.1940,-4531.6273,-5479.7556,5500.3648,-4381.0571,-1526.0960,-5411.9621,-3610.7994,4539.0428,4131.9188,-2493.9870,1055.0150,-5223.7943,0.0000,-4635.3537,5642.3271,4619.6675,3919.1516,-4033.3273,3832.0326,1418.6668,4707.8294,-5308.1042,4474.9726,-4932.3665,3463.3413,4192.4623,-3035.8278,-5358.0373,2401.7307,5412.1910,-2725.0347,5396.4662,-4161.9679,-3250.0080,1173.2414,4724.8297,-2684.2693,-3989.5895,-1956.6635,-2698.8344,-5364.5151,3841.6924,-4176.9477,4690.6127,-4300.8831,748.0834,-4138.9700,-2442.4071,-4210.2595,-4179.2645,-4530.5256,-406.0440,870.1057,5393.5227,-1782.1870,-1795.4888,-5047.4143,-803.6289,-1802.2861,-4231.0022,-258.1498,-1952.0130,-1047.4799,4719.4951,254.2529,5418.9292,-2975.0407,-2927.1102,2772.2654,-2237.3134,5460.7358,-3808.7578,-1860.0058,5352.2300,-2798.2729,-4299.2836,5059.8916,-2703.6641,2118.2359,-4314.6160,3459.9215,236.3514,4120.6943,1892.7133,-79426.2079,-84034.3789,-81064.4206,-80704.5599,-76999.4595,-85731.7589,-91123.5167,-84178.8992,7988296.1100,7954616.4677,7969374.4004,7972983.3269,-82682.1150,7976860.0209,
3600.000,-3366.3524,-3081.6300,-2481.1492,2840.6076,-4094.1177,810.3946,226.6182,-1141.0857,-4071.3359,0.0000,4070.3048,3113.2065,-6651.3178,-2795.9073,3670.4792,-5712.2177,2195.6522,5303.7009,4891.4446,-2498.1548,1980.8290,-1045.3931,4165.4783,6525.1774,-6344.8735,3580.9415,-1428.7204,-4158.3919,0.0000,5608.3362,-6330.6413,4422.3990,227.4624,1297.2765,6873.2831,5411.9215,5468.0535,5523.2435,-6858.8558,4233.4998,-2966.6730,5798.9894,-2947.8643,5434.9136,-4745.6645,5301.6929,-5461.4142,-5214.0589,6306.7858,-2440.6423,4893.4203,-5753.8962,3089.8225,-4159.0275,-1989.0054,-4452.1340,6157.9920,547.0011,2032.0300,-56.6385,-2341.1645,1134.5223,-4982.9027,-6433.8836,3764.4907,-3899.7488,5428.7132,3305.8370,-5074.1348,-4160.7663,5076.9529,97.7348,-1470.7593,1291.4622,735.4476,3163.4141,-146.9776,4808.3788,-4107.4878,-2667.9334,2871.1480,-4267.8741,-6643.9825,-1597.9115,-6584.6489,668.7107,711.0794,-2655.3017,2476.4636,-4490.5751,-1326.7473,766.0987,-706.1589,4019.1254,-103.5674,-3057.7133,-2287.8243,-3289.4728,-6605.3824,-3866.8986,87771.2566,49838.9147,73991.8873,72858.4387,69691.4892,69631.2948,66149.4546,68856.7970,-152824500.2752,-152813842.9779,-152846898.1474,-152812332.0840,69232.2162,-152825080.4774,-2392.5602,-5111.9987,4571.5066,5499.3752,-5432.4509,6351.9491,4294.4778,-2085.3086,4912.4453,0.0000,3132.6835,-3405.5423,-1339.7541,3139.1751,4583.0304,-2637.8297,-6204.8561,-2756.1101,3486.2239,3414.4580,5611.8624,2419.3489,2917.8172,-426.7295,2505.4391,2587.1129,4819.6629,-2588.3693,0.0000,3842.3204,2565.1444,-500.3085,-5170.4828,-6731.6446,-557.1906,-3153.8375,-4028.5974,-3161.5370,-19.9630,-5241.7100,6262.8277,-3754.6319,2935.9824,-1978.7743,1632.6792,894.9857,4160.3088,2094.5478,2578.1963,-4421.1475,-1239.5040,-2286.9691,-2973.3763,-3183.6180,3865.7974,-4993.5282,-1465.1039,-5160.0040,-4970.7895,-4399.2274,3505.0018,5060.7068,-1658.3844,-1706.6210,-5661.2020,-1494.7194,-3632.8247,-4820.3356,-984.3067,-3146.3114,1574.7129,-4683.4325,6772.6397,-4894.1661,-6304.2003,-4246.0735,-6050.2141,207.3689,2940.9598,-5593.5863,3726.0667,-3013.8519,1026.9933,-3779.8878,-1074.7749,-6480.8548,-5316.9656,6259.3607,4733.4900,-2626.4050,-6764.8045,5298.4676,6613.9861,5558.7139,6514.6260,-2928.0514,-4505.4473,-3838.9761,1697.4699,5462.5352,384107.8623,387046.2471,379068.5366,381268.3686,389686.2939,385912.5390,381627.0860,382869.8358,-131485068.4363,-131465675.7957,-131463092.3138,-131472907.9269,382200.3128,-131468697.2228,5520.2654,-3258.1726,-4392.0565,3096.3192,1319.3143,-2167.8753,5373.4508,-6525.5930,-2564.9477,0.0000,4644.1688,-5144.2223,837.8565,5464.2820,3398.0031,2725.3440,2196.0940,3362.6763,-3404.3152,5446.2681,-3268.7785,6431.3457,4693.2982,-2151.8549,-1247.1836,5301.4505,-4724.9496,4844.9422,0.0000,671.7344,-1117.7090,-5185.0334,-4573.8414,1037.3993,-685.9003,2911.1195,-949.9992,2187.8839,-620.9698,1577.3600,-110.1060,-268.7404,5430.6002,3439.3079,-4613.5082,-4299.3603,-911.8636,-3854.7767,1288.6509,4706.5151,-4739.8207,-3157.3432,5370.2296,4367.3435,5206.1625,-1310.9866,2598.4138,-4406.6487,4191.0006,-5314.9030,5434.3351,-4552.2460,4508.7356,-1918.7821,1426.3552,5475.1226,1996.8269,3687.0668,-4592.7591,-4538.5969,4399.7777,5047.1456,158.5430,4621.9639,-2679.4406,4481.6381,-3308.7214,5027.9666,4689.1703,-3128.3991,-5097.2252,-4534.0654,-1491.6878,5417.3300,1678.2029,-2248.6149,-4379.2040,-651.1864,4407.0824,-4502.3215,-780.1278,4383.3540,-1862.0972,-942.8881,2274.5410,5425.6532,-4579.7537,4732.3934,-1195.1540,1788.1326,-78313.1891,-82985.6932,-79096.1597,-81735.9475,-75229.5418,-80947.1419,-90577.0969,-79807.0194,7963580.7825,7933402.5984,7940623.2225,7951710.9796,-81391.0642,7951373.1085,
7200.000,5675.3776,4922.5076,-2212.6196,-4512.4765,3046.1568,-2764.9245,-4411.5465,5180.3887,2717.5747,0.0000,-5743.7853,1181.2917,5756.0809,312.5521,-4088.5412,4135.4884,-86.8613,-4870.2748,-6434.2459,-147.1330,-3812.2910,-1040.2778,-6285.5436,-6046.1767,4898.2751,-4715.0491,-2821.8281,6700.9874,0.0000,-5484.0849,5555.3700,-5072.1652,3428.2102,948.3793,-5699.3039,-1734.9772,-3488.8146,-3938.7042,5588.1097,-2706.7589,384.7801,-3735.2858,-764.7239,-4957.9652,2338.4062,-6760.6013,2620.6898,5044.1190,-6517.5792,5726.2898,-1597.3246,6938.5702,845.3434,6646.8731,-2941.9681,5105.3916,-5695.8515,3312.7358,1140.4127,3561.6297,-506.9749,-3978.9315,6422.4386,4613.2988,-1725.1803,5756.7062,-3584.1732,787.7762,3153.1273,6586.3505,-4784.8984,3922.8389,2860.1649,3035.4649,2070.8201,-740.2354,3468.0270,-2911.0531,-100.3519,5000.1881,998.8897,6640.7841,3944.4989,5546.2463,4461.5746,1907.9015,1384.1555,-93.6394,-5197.1827,6769.8914,3304.4644,-4102.4710,-925.1057,-4958.1764,-2234.6689,6179.9501,5923.7020,-737.1685,5329.0488,527.6061,-12005.1665,-48918.7937,-25495.6544,-30370.1152,-28992.6087,-28137.6377,-32255.1592,-28783.1034,-113487332.2406,-113473827.7538,-113506816.2806,-113475570.0464,-29082.3543,-113486993.8750,-1063.6818,886.3956,-5135.1422,-5120.3811,2929.8417,-5494.9532,-2755.7583,405.0998,-5999.6981,0.0000,554.6926,4619.2501,-678.5837,-6137.8835,49.7842,-990.3924,6792.5407,4713.9935,-2331.0705,-6195.0243,-1397.0400,-5717.2106,208.9494,2818.8511,-4272.3308,1676.8850,-3389.7453,932.2117,0.0000,-1541.8132,-5.4926,4156.8290,5541.2948,6371.3534,2672.2098,3917.3636,4756.1533,4664.9033,-1665.3490,5753.9203,-6067.3741,4367.1136,-5521.9697,4312.0350,-5486.9418,1247.3540,-5028.4980,-4530.9132,-360.5608,2195.2786,4084.3050,144.9216,5160.6426,389.6126,-4309.4538,1332.3471,3219.7168,5740.2051,6639.9387,5365.5393,-6188.6439,-1654.1756,-1495.2956,-915.8445,6369.4784,-2015.1698,5460.7587,5045.2597,-2947.0035,1935.2996,2654.2472,2630.7654,-4115.4512,3218.8745,3786.3447,6583.9934,3661.2175,3477.4698,-4391.9153,4796.8606,-126.6561,1761.5628,-2711.8370,1257.5149,-1476.1272,4053.0567,6757.7853,-5036.6595,-1640.8353,1055.4673,4709.1808,-5289.4308,-6351.2628,-2718.9954,-3910.4731,603.3868,2547.5559,562.7716,-3652.1621,-5335.5270,395148.1250,388175.5947,383373.6372,385958.2952,395372.4384,386468.9630,387983.6724,387268.2850,-166558403.9972,-166536070.2450,-166543801.3293,-166539583.0024,387767.8160,-166542011.8480,-3786.6379,4593.0143,3867.8220,1152.7953,-5502.8015,-2802.5416,-4524.7790,4589.2485,-1971.7137,0.0000,-3845.8167,4986.2148,3617.0244,-3146.2171,-5424.6695,-5389.4441,1428.7392,1063.8483,-909.3702,-3049.1668,5427.5623,-3838.6157,-2911.4760,-1697.9345,-2415.7937,-4767.7624,5289.5970,-1339.6784,0.0000,3764.5282,-4131.0091,1901.0390,2270.2060,2565.1467,-2900.1615,-5429.2362,-3503.3125,2830.7962,-3672.0599,2724.1108,-3330.8651,-3852.2453,-3985.7030,1464.5678,3283.4241,276.2300,3966.6398,-658.6379,2340.7355,-3189.8471,5343.3364,-290.3917,-4475.9293,-1512.1396,-4350.8209,4303.6392,2004.2600,1532.1547,-1048.6208,2458.0298,-2979.1731,5374.9903,-2133.1663,5071.2890,2176.1168,-3218.6362,1988.2421,-4668.9877,5387.1326,787.4236,-4219.4703,-5027.8025,4776.3997,-5250.1359,5355.7998,-2085.1252,4691.7884,-5294.0210,-5325.5442,-356.4230,6850.9778,781.9358,4937.2801,-3741.0415,-5033.8012,5224.3740,556.7616,4601.1444,-4288.6230,585.0903,3869.5941,-1784.6068,-2556.8246,3986.1951,-5239.3547,-2993.9993,2197.7668,-6870.7238,-2491.3921,-4394.3536,-77222.5308,-81917.7357,-77736.2342,-81442.9902,-73883.1832,-78050.0888,-89382.6071,-81826.1645,7938099.0707,7913219.6920,7912281.5456,7930367.2902,-80093.3201,7925910.4071,
