sl_100_5400_20281203 Coordinates.csv
2028/12/03 07:47:00.0000 UTC

Generated: Tue Oct  8 21:40:35 2024,
Start: 2028/12/03 07:47:00.00, Stop: 2028/12/03 09:17:00.00,
TIME_UNITS,STARLINK-5969 - X-Coordinate,STARLINK-3513 - X-Coordinate,STARLINK-1767 - X-Coordinate,STARLINK-31528 - X-Coordinate,STARLINK-6378 - X-Coordinate,STARLINK-1298 - X-Coordinate,STARLINK-32098 - X-Coordinate,STARLINK-31390 - X-Coordinate,STARLINK-3230 - X-Coordinate,STARLINK-3350 - X-Coordinate,STARLINK-6144 - X-Coordinate,STARLINK-1373 - X-Coordinate,STARLINK-1582 - X-Coordinate,STARLINK-30186 - X-Coordinate,STARLINK-3759 - X-Coordinate,STARLINK-4334 - X-Coordinate,STARLINK-30360 - X-Coordinate,STARLINK-5726 - X-Coordinate,STARLINK-3850 - X-Coordinate,STARLINK-31055 - X-Coordinate,STARLINK-3507 - X-Coordinate,STARLINK-4357 - X-Coordinate,STARLINK-30803 - X-Coordinate,STARLINK-31620 - X-Coordinate,STARLINK-5192 - X-Coordinate,STARLINK-5656 - X-Coordinate,STARLINK-30834 - X-Coordinate,STARLINK-1240 - X-Coordinate,STARLINK-4150 - X-Coordinate,STARLINK-1189 - X-Coordinate,STARLINK-3143 - X-Coordinate,STARLINK-5384 - X-Coordinate,STARLINK-1755 - X-Coordinate,STARLINK-31122 - X-Coordinate,STARLINK-6184 - X-Coordinate,STARLINK-31196 - X-Coordinate,STARLINK-30255 - X-Coordinate,STARLINK-4700 - X-Coordinate,STARLINK-1605 - X-Coordinate,STARLINK-5801 - X-Coordinate,STARLINK-4408 - X-Coordinate,STARLINK-3802 - X-Coordinate,STARLINK-1365 - X-Coordinate,STARLINK-5541 - X-Coordinate,STARLINK-5247 - X-Coordinate,STARLINK-31957 - X-Coordinate,STARLINK-31513 - X-Coordinate,STARLINK-11108 [DTC] - X-Coordinate,STARLINK-1680 - X-Coordinate,STARLINK-4455 - X-Coordinate,STARLINK-1357 - X-Coordinate,STARLINK-3791 - X-Coordinate,STARLINK-32106 - X-Coordinate,STARLINK-5695 - X-Coordinate,STARLINK-3606 - X-Coordinate,STARLINK-2014 - X-Coordinate,STARLINK-6282 - X-Coordinate,STARLINK-30136 - X-Coordinate,STARLINK-5489 - X-Coordinate,STARLINK-5568 - X-Coordinate,STARLINK-6191 - X-Coordinate,STARLINK-31292 - X-Coordinate,STARLINK-5602 - X-Coordinate,STARLINK-31285 - X-Coordinate,STARLINK-5266 - X-Coordinate,STARLINK-31549 - X-Coordinate,STARLINK-3804 - X-Coordinate,STARLINK-6034 - X-Coordinate,STARLINK-30132 - X-Coordinate,STARLINK-5202 - X-Coordinate,STARLINK-30320 - X-Coordinate,STARLINK-31349 - X-Coordinate,STARLINK-6374 - X-Coordinate,STARLINK-31431 - X-Coordinate,STARLINK-4392 - X-Coordinate,STARLINK-31217 - X-Coordinate,STARLINK-5372 - X-Coordinate,STARLINK-2130 - X-Coordinate,STARLINK-31221 - X-Coordinate,STARLINK-31460 - X-Coordinate,STARLINK-30298 - X-Coordinate,STARLINK-4285 - X-Coordinate,STARLINK-30963 - X-Coordinate,STARLINK-4508 - X-Coordinate,STARLINK-4295 - X-Coordinate,STARLINK-1394 - X-Coordinate,STARLINK-5699 - X-Coordinate,STARLINK-2627 - X-Coordinate,STARLINK-3283 - X-Coordinate,STARLINK-30471 - X-Coordinate,STARLINK-4306 - X-Coordinate,STARLINK-30564 - X-Coordinate,STARLINK-11121 [DTC] - X-Coordinate,STARLINK-30521 - X-Coordinate,STARLINK-32045 - X-Coordinate,STARLINK-5418 - X-Coordinate,STARLINK-5134 - X-Coordinate,STARLINK-30479 - X-Coordinate,STARLINK-30041 - X-Coordinate,STARLINK-6311 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5969 - Y-Coordinate,STARLINK-3513 - Y-Coordinate,STARLINK-1767 - Y-Coordinate,STARLINK-31528 - Y-Coordinate,STARLINK-6378 - Y-Coordinate,STARLINK-1298 - Y-Coordinate,STARLINK-32098 - Y-Coordinate,STARLINK-31390 - Y-Coordinate,STARLINK-3230 - Y-Coordinate,STARLINK-3350 - Y-Coordinate,STARLINK-6144 - Y-Coordinate,STARLINK-1373 - Y-Coordinate,STARLINK-1582 - Y-Coordinate,STARLINK-30186 - Y-Coordinate,STARLINK-3759 - Y-Coordinate,STARLINK-4334 - Y-Coordinate,STARLINK-30360 - Y-Coordinate,STARLINK-5726 - Y-Coordinate,STARLINK-3850 - Y-Coordinate,STARLINK-31055 - Y-Coordinate,STARLINK-3507 - Y-Coordinate,STARLINK-4357 - Y-Coordinate,STARLINK-30803 - Y-Coordinate,STARLINK-31620 - Y-Coordinate,STARLINK-5192 - Y-Coordinate,STARLINK-5656 - Y-Coordinate,STARLINK-30834 - Y-Coordinate,STARLINK-1240 - Y-Coordinate,STARLINK-4150 - Y-Coordinate,STARLINK-1189 - Y-Coordinate,STARLINK-3143 - Y-Coordinate,STARLINK-5384 - Y-Coordinate,STARLINK-1755 - Y-Coordinate,STARLINK-31122 - Y-Coordinate,STARLINK-6184 - Y-Coordinate,STARLINK-31196 - Y-Coordinate,STARLINK-30255 - Y-Coordinate,STARLINK-4700 - Y-Coordinate,STARLINK-1605 - Y-Coordinate,STARLINK-5801 - Y-Coordinate,STARLINK-4408 - Y-Coordinate,STARLINK-3802 - Y-Coordinate,STARLINK-1365 - Y-Coordinate,STARLINK-5541 - Y-Coordinate,STARLINK-5247 - Y-Coordinate,STARLINK-31957 - Y-Coordinate,STARLINK-31513 - Y-Coordinate,STARLINK-11108 [DTC] - Y-Coordinate,STARLINK-1680 - Y-Coordinate,STARLINK-4455 - Y-Coordinate,STARLINK-1357 - Y-Coordinate,STARLINK-3791 - Y-Coordinate,STARLINK-32106 - Y-Coordinate,STARLINK-5695 - Y-Coordinate,STARLINK-3606 - Y-Coordinate,STARLINK-2014 - Y-Coordinate,STARLINK-6282 - Y-Coordinate,STARLINK-30136 - Y-Coordinate,STARLINK-5489 - Y-Coordinate,STARLINK-5568 - Y-Coordinate,STARLINK-6191 - Y-Coordinate,STARLINK-31292 - Y-Coordinate,STARLINK-5602 - Y-Coordinate,STARLINK-31285 - Y-Coordinate,STARLINK-5266 - Y-Coordinate,STARLINK-31549 - Y-Coordinate,STARLINK-3804 - Y-Coordinate,STARLINK-6034 - Y-Coordinate,STARLINK-30132 - Y-Coordinate,STARLINK-5202 - Y-Coordinate,STARLINK-30320 - Y-Coordinate,STARLINK-31349 - Y-Coordinate,STARLINK-6374 - Y-Coordinate,STARLINK-31431 - Y-Coordinate,STARLINK-4392 - Y-Coordinate,STARLINK-31217 - Y-Coordinate,STARLINK-5372 - Y-Coordinate,STARLINK-2130 - Y-Coordinate,STARLINK-31221 - Y-Coordinate,STARLINK-31460 - Y-Coordinate,STARLINK-30298 - Y-Coordinate,STARLINK-4285 - Y-Coordinate,STARLINK-30963 - Y-Coordinate,STARLINK-4508 - Y-Coordinate,STARLINK-4295 - Y-Coordinate,STARLINK-1394 - Y-Coordinate,STARLINK-5699 - Y-Coordinate,STARLINK-2627 - Y-Coordinate,STARLINK-3283 - Y-Coordinate,STARLINK-30471 - Y-Coordinate,STARLINK-4306 - Y-Coordinate,STARLINK-30564 - Y-Coordinate,STARLINK-11121 [DTC] - Y-Coordinate,STARLINK-30521 - Y-Coordinate,STARLINK-32045 - Y-Coordinate,STARLINK-5418 - Y-Coordinate,STARLINK-5134 - Y-Coordinate,STARLINK-30479 - Y-Coordinate,STARLINK-30041 - Y-Coordinate,STARLINK-6311 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5969 - Z-Coordinate,STARLINK-3513 - Z-Coordinate,STARLINK-1767 - Z-Coordinate,STARLINK-31528 - Z-Coordinate,STARLINK-6378 - Z-Coordinate,STARLINK-1298 - Z-Coordinate,STARLINK-32098 - Z-Coordinate,STARLINK-31390 - Z-Coordinate,STARLINK-3230 - Z-Coordinate,STARLINK-3350 - Z-Coordinate,STARLINK-6144 - Z-Coordinate,STARLINK-1373 - Z-Coordinate,STARLINK-1582 - Z-Coordinate,STARLINK-30186 - Z-Coordinate,STARLINK-3759 - Z-Coordinate,STARLINK-4334 - Z-Coordinate,STARLINK-30360 - Z-Coordinate,STARLINK-5726 - Z-Coordinate,STARLINK-3850 - Z-Coordinate,STARLINK-31055 - Z-Coordinate,STARLINK-3507 - Z-Coordinate,STARLINK-4357 - Z-Coordinate,STARLINK-30803 - Z-Coordinate,STARLINK-31620 - Z-Coordinate,STARLINK-5192 - Z-Coordinate,STARLINK-5656 - Z-Coordinate,STARLINK-30834 - Z-Coordinate,STARLINK-1240 - Z-Coordinate,STARLINK-4150 - Z-Coordinate,STARLINK-1189 - Z-Coordinate,STARLINK-3143 - Z-Coordinate,STARLINK-5384 - Z-Coordinate,STARLINK-1755 - Z-Coordinate,STARLINK-31122 - Z-Coordinate,STARLINK-6184 - Z-Coordinate,STARLINK-31196 - Z-Coordinate,STARLINK-30255 - Z-Coordinate,STARLINK-4700 - Z-Coordinate,STARLINK-1605 - Z-Coordinate,STARLINK-5801 - Z-Coordinate,STARLINK-4408 - Z-Coordinate,STARLINK-3802 - Z-Coordinate,STARLINK-1365 - Z-Coordinate,STARLINK-5541 - Z-Coordinate,STARLINK-5247 - Z-Coordinate,STARLINK-31957 - Z-Coordinate,STARLINK-31513 - Z-Coordinate,STARLINK-11108 [DTC] - Z-Coordinate,STARLINK-1680 - Z-Coordinate,STARLINK-4455 - Z-Coordinate,STARLINK-1357 - Z-Coordinate,STARLINK-3791 - Z-Coordinate,STARLINK-32106 - Z-Coordinate,STARLINK-5695 - Z-Coordinate,STARLINK-3606 - Z-Coordinate,STARLINK-2014 - Z-Coordinate,STARLINK-6282 - Z-Coordinate,STARLINK-30136 - Z-Coordinate,STARLINK-5489 - Z-Coordinate,STARLINK-5568 - Z-Coordinate,STARLINK-6191 - Z-Coordinate,STARLINK-31292 - Z-Coordinate,STARLINK-5602 - Z-Coordinate,STARLINK-31285 - Z-Coordinate,STARLINK-5266 - Z-Coordinate,STARLINK-31549 - Z-Coordinate,STARLINK-3804 - Z-Coordinate,STARLINK-6034 - Z-Coordinate,STARLINK-30132 - Z-Coordinate,STARLINK-5202 - Z-Coordinate,STARLINK-30320 - Z-Coordinate,STARLINK-31349 - Z-Coordinate,STARLINK-6374 - Z-Coordinate,STARLINK-31431 - Z-Coordinate,STARLINK-4392 - Z-Coordinate,STARLINK-31217 - Z-Coordinate,STARLINK-5372 - Z-Coordinate,STARLINK-2130 - Z-Coordinate,STARLINK-31221 - Z-Coordinate,STARLINK-31460 - Z-Coordinate,STARLINK-30298 - Z-Coordinate,STARLINK-4285 - Z-Coordinate,STARLINK-30963 - Z-Coordinate,STARLINK-4508 - Z-Coordinate,STARLINK-4295 - Z-Coordinate,STARLINK-1394 - Z-Coordinate,STARLINK-5699 - Z-Coordinate,STARLINK-2627 - Z-Coordinate,STARLINK-3283 - Z-Coordinate,STARLINK-30471 - Z-Coordinate,STARLINK-4306 - Z-Coordinate,STARLINK-30564 - Z-Coordinate,STARLINK-11121 [DTC] - Z-Coordinate,STARLINK-30521 - Z-Coordinate,STARLINK-32045 - Z-Coordinate,STARLINK-5418 - Z-Coordinate,STARLINK-5134 - Z-Coordinate,STARLINK-30479 - Z-Coordinate,STARLINK-30041 - Z-Coordinate,STARLINK-6311 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-614.9713,-3424.9451,2178.7099,-5762.1035,-2536.3127,-3457.5854,-4544.9625,4573.9795,4111.7254,3967.0901,-929.9856,5946.4625,1022.0713,-1817.2610,72.2590,4111.7351,1686.2447,-3296.2678,-5141.0690,4109.8869,-4741.7071,2250.2767,4549.3582,-4762.2570,-4676.1157,-5062.0214,2053.2552,4515.7847,4302.6568,3760.0831,-2518.3332,44.0997,1002.3135,4400.6259,-3036.3846,4052.6188,5110.2094,-2130.7580,216.4950,5399.1836,-5076.0350,1923.4569,-4730.9863,2992.6551,2631.6885,3465.6302,-4484.3273,-2644.9861,-5021.8246,-463.6082,5599.0553,-3354.7732,-5592.8419,3982.3290,644.2385,-5407.5166,5196.8430,4239.4311,-5225.3142,-3657.9043,-4949.7155,-1600.8079,-3259.9748,5594.8381,-5255.9465,6189.7255,2552.3241,-5894.5741,-856.1055,-5960.1059,5244.5868,5369.6875,-2446.2715,-4199.8568,-989.7098,-2028.4368,-2935.4292,5417.4305,-535.3505,-3845.4311,-2427.8348,-1841.5467,6605.9759,-5115.4987,3089.2887,5493.6288,5331.6869,-5500.0002,5088.8509,-5478.3989,-5720.6625,-4067.4111,3741.0263,4837.7022,-960.2679,-5377.8058,-6733.4378,2740.5065,-6238.0730,4732.3999,89037.2206,65764.4552,83460.8384,83984.8342,81211.9851,80634.0114,74855.5196,79227.7006,-216131720.8555,-216158546.3131,-216118001.5849,-216132584.6264,78483.7704,-216127022.5708,-5058.5877,4506.4006,6347.4231,3131.5874,-6124.6836,2414.4457,4467.5266,5079.4972,-971.6423,5603.3209,-5062.3564,-2868.5680,-4784.6339,-4828.0794,-6409.8679,-955.7130,-4918.4630,-6081.0292,-938.3953,628.2689,683.5066,-2393.5097,-1248.4492,2055.8214,1229.8692,3635.4568,-5618.2315,4566.4924,-1976.1961,4485.4942,4542.7428,-6212.3204,-4397.9488,525.3634,-4149.7355,5490.9320,1850.5563,-4160.6626,4888.2857,-2957.8423,3756.5948,-6551.0432,4451.6198,5908.4482,6222.6854,-5652.2136,2218.3327,-3976.0851,444.5551,-6902.4370,-4010.9348,5381.6651,-3427.3109,3507.9919,5186.6872,-2208.1405,558.7891,2869.9347,-3100.7512,5845.7992,1871.5927,6438.4695,6094.9448,-3063.3112,640.0737,-1795.8360,-6183.6858,-2495.7505,5132.4277,-3230.5890,2769.3029,2284.0538,-4457.0880,10.5922,-662.6727,6276.3777,6076.5447,4055.7301,-5451.8656,-4096.7211,3923.1497,-5002.2239,1410.8149,-2171.1439,2795.1302,241.7114,-3066.1301,4152.5957,-3680.9416,892.5652,-3599.8246,5414.3370,-1571.5174,4290.3737,6654.0344,4198.6546,1400.8364,-6358.7915,2891.9246,5035.5589,-350484.6691,-324858.3096,-343030.4068,-341225.3851,-333124.4269,-335082.1913,-340071.6880,-341372.9343,-63066976.5358,-63062248.4265,-63096186.2056,-63080385.7214,-339794.3553,-63084984.5749,4685.6132,3917.9666,-1385.1358,-2161.0976,-1904.1051,-5480.7153,2494.9206,-311.9677,5416.5783,-910.3956,4631.4448,1918.3567,-4800.7354,-4578.4294,-2562.9022,-5529.1950,-4590.1401,-445.8477,4534.7441,-5441.6481,4911.3852,6094.7882,4963.1901,-4378.3025,4922.8591,2903.4940,-3328.2104,2435.6995,5016.8380,3660.3991,-4525.4619,3040.8270,5230.0365,5302.6055,4645.8237,-383.0881,-4362.3251,5081.7603,4427.9394,3169.1157,2844.4870,-994.1237,-2312.4455,-2103.0622,1309.0941,1545.0960,-4662.0667,4749.6238,-4734.7764,263.6335,290.3577,2629.7757,1827.1434,4424.9421,4503.7871,-3670.1438,-4539.9215,-4689.9584,3347.7885,-632.3488,4461.9828,1797.6393,763.5545,2276.7550,-4465.5672,2245.0813,1679.4611,-2595.8008,4546.8479,-1127.9932,-3330.3032,-3471.9717,-4731.0349,5383.3169,-6819.2367,1639.3120,1577.1144,-1012.8290,-4034.4656,3913.9875,5036.9486,-4382.9998,-1593.6876,-4063.8157,5484.3890,4177.0877,3155.3643,-487.4172,-2886.1872,4235.2444,-1614.4052,-1314.9657,5331.0093,2500.3657,1393.8832,1165.7691,-660.0581,-134.7645,897.0529,222.0844,165869.8825,160355.2341,163882.8514,164337.9463,167991.9602,159206.2713,153878.9841,162741.5883,20329115.8452,20312065.2737,20341198.1162,20335578.3398,162306.1959,20337543.0169,
300.000,-2705.5854,-2598.3296,3130.9925,-5348.7209,-4004.4809,-2344.7214,-3545.0885,5287.7993,3058.2866,4625.7996,-2905.5408,5543.5001,-969.9571,-3581.5372,-1262.4262,2322.4891,-235.6174,-4405.9064,-6077.7335,4524.2152,-5082.5945,3950.4145,4624.7693,-4110.8999,-3194.6894,-3372.8001,330.8308,5640.7771,2603.2003,5226.8492,-1388.5248,-1667.2494,-798.1948,5047.8944,-4450.7105,5107.1151,5106.2561,-3376.3902,1931.5646,3803.7506,-5813.7762,585.9965,-4038.0837,3161.1894,3754.8615,2147.3920,-3321.2830,-3569.3695,-3774.9542,5.8779,4680.1446,-1703.9684,-6463.5180,4816.3330,2354.2370,-6469.3741,4825.3455,5081.0577,-5363.9949,-2284.8443,-3613.6816,-106.8689,-2429.7804,4102.1189,-3607.8079,5884.5783,1448.4195,-4633.8097,1285.3894,-6492.8050,4944.3190,5254.8556,-4175.1008,-4401.2720,-1066.8000,-319.8404,-1562.1926,5666.8609,-1997.3312,-4181.3979,-282.0865,-2987.5822,6937.7611,-6281.7321,4208.0170,6190.2902,4737.1571,-4599.7959,4629.7724,-5450.1531,-5600.1739,-3090.5999,2496.4468,5312.3406,250.8685,-4386.9808,-5985.9519,1226.0519,-5484.2041,5623.3269,96506.3037,72622.8878,90489.0116,90974.9317,88322.5626,87702.7489,82024.4121,86314.5906,-214697546.6260,-214724704.5885,-214683493.4479,-214698722.3137,85599.3781,-214692846.5441,-4747.8954,5891.0226,5281.3529,4346.1921,-5599.3476,4210.2653,5758.9544,4070.7930,-2886.9270,4435.3496,-4196.7963,-4068.7715,-4109.9098,-3585.6867,-5474.5120,13.4401,-5675.4796,-4988.8101,563.1150,-1458.1996,2559.2160,-3126.4001,-3177.9195,3998.1733,2734.2169,4506.4726,-5084.7585,3861.2444,-3257.3485,3982.1937,5910.9397,-5356.4575,-5283.9443,-1398.8146,-2522.2536,4387.4987,-264.4630,-2424.1798,3653.1931,-4050.0656,3708.7746,-6321.3903,5558.9047,4743.5220,5747.2751,-6461.9842,4034.4089,-2053.6816,2098.7773,-6467.1125,-4832.3182,5262.2800,-2124.6640,1536.0244,5630.7657,-1076.0124,-1557.4464,889.6620,-1144.9765,6470.9253,3546.4541,6869.1787,5876.9692,-4106.7094,1363.8269,-3372.1969,-6744.4099,-2435.0102,4898.2011,-2137.9567,978.1204,267.2482,-3190.0004,2109.0284,-2862.6931,6095.9955,6753.7713,2704.7019,-4139.1273,-2197.6559,4101.4360,-3356.7259,-83.0969,-1006.8903,924.0995,-1285.4661,-4684.2412,4979.7412,-4988.2513,2836.4935,-4063.7183,6144.9072,-3400.7434,2533.6921,6850.7898,5343.1169,2477.9848,-6614.4622,4196.6927,3804.3475,-348529.3862,-323392.5901,-341398.3806,-339525.8723,-331364.9768,-333380.4493,-338307.3854,-339728.9842,-67772313.8060,-67768253.1905,-67801019.8249,-67786218.1856,-338069.1100,-67790231.9271,4251.1214,2441.9987,-3045.7679,-394.3307,-403.0005,-4959.0033,1060.4601,1501.9442,5431.8660,-2628.3888,4678.3985,133.3979,-5399.2793,-4678.7614,-4013.1483,-6556.7121,-3978.9048,-1940.2968,3263.0294,-4929.8035,3836.1506,4752.5529,3927.4592,-3631.0906,5470.0293,3945.1949,-4572.2413,694.8877,5494.7702,2124.4555,-3252.8629,4043.2221,4377.9597,4510.1293,4674.7319,1167.7634,-4735.6621,5512.8897,5143.4222,4129.1780,676.5675,-2705.0110,-561.0495,-3977.4971,-507.0253,8.5039,-4410.8898,5328.5218,-5401.8788,2464.0629,-1513.8695,4063.3070,311.1077,4709.7995,3221.9798,-2135.2459,-4713.9439,-4647.0954,4245.2265,913.6614,4719.1202,285.7281,2805.6422,3486.0452,-5754.3146,774.5395,-120.8478,-4507.5912,4701.1120,693.3037,-4568.7527,-4292.5841,-4541.1252,4776.2907,-6211.3452,2984.8260,55.1830,-2722.2563,-5017.3077,4954.6093,5453.6427,-5237.6583,-73.3410,-2628.9572,5373.8462,2783.4037,1851.7225,1321.4530,-1200.7534,3320.3191,622.2594,498.1250,5204.7267,3660.1463,-420.7603,-375.5432,-2404.6320,-1652.5755,-647.9138,-1314.9944,165854.1660,160315.5740,163938.1650,164140.2653,168027.9006,159445.4301,153768.2145,162241.5072,20326021.5625,20309021.4834,20338818.1931,20332044.6002,162283.9218,20334637.2888,
600.000,-4530.7225,-1537.4228,3797.6495,-4402.5142,-5074.7805,-1051.2701,-2197.2377,5469.7878,1749.9766,4852.6082,-4617.6600,4580.0598,-2893.2087,-5021.4175,-2514.0599,249.4883,-2110.6753,-5105.6444,-6429.3262,4528.5982,-4943.1959,5253.6802,4268.1033,-3070.5033,-1430.8834,-1345.4792,-1461.9972,6188.7745,673.9143,6161.6756,-155.3945,-3248.7060,-2485.0571,5235.4403,-5468.3139,5652.6698,4661.2710,-4340.5550,3472.4088,1842.8787,-5920.9579,-838.2832,-2944.4618,3058.6381,4503.6405,609.0335,-1862.1432,-4170.0298,-2194.0948,440.1363,3280.9988,149.3549,-6670.8671,5223.6615,3803.0454,-6884.1058,4029.5097,5474.1895,-5022.5246,-681.3857,-1958.9767,1394.8511,-1321.2136,2179.0203,-1606.9020,4985.1808,197.8969,-2885.9202,3308.9392,-6368.7880,4170.4401,4636.1806,-5524.6006,-4201.1897,-940.8890,1446.1250,-38.0045,5356.1413,-3301.7375,-4145.2928,1894.9787,-3891.5925,6598.5112,-6818.5256,4955.2975,6285.4591,3695.5572,-3230.3977,3719.7266,-4934.3193,-4877.1548,-1798.1697,1031.6202,5304.9604,1441.2270,-2966.3265,-4638.2936,-421.8689,-4196.0422,5973.9104,103931.1686,79449.4903,97476.4400,97919.2334,95393.6065,94731.3151,89154.0001,93311.8363,-213160947.3574,-213188422.4026,-213146589.1166,-213162362.9199,92677.1518,-213156249.2786,-4017.0324,6678.0127,3670.0090,5122.1659,-4524.3059,5608.8617,6465.4539,2631.0275,-4539.5985,2814.0638,-2965.1364,-4855.6132,-3070.4457,-2027.2904,-4007.4296,896.6964,-5913.7381,-3405.7079,1976.3100,-3375.0986,4150.4701,-3461.0139,-4763.7695,5525.2731,4015.7374,4968.1217,-4068.2219,2770.7210,-4267.5975,3103.1240,6690.7188,-3999.7582,-5679.6591,-3155.0016,-680.1383,2831.8750,-2361.6945,-476.0667,2042.0765,-4788.3688,3247.3190,-5470.9859,6103.8294,3080.3358,4688.3402,-6608.9368,5461.9343,72.5943,3590.9305,-5320.9929,-5182.1609,4644.0373,-607.2581,-573.3388,5537.6507,139.9434,-3533.3568,-1157.5335,936.5933,6469.9495,4908.7939,6616.4458,5081.7320,-4756.9034,2022.6803,-4599.2333,-6628.6891,-2047.3242,4230.4581,-820.6716,-946.3962,-1795.8057,-1653.6064,3973.4722,-4757.2445,5303.9821,6775.7511,1053.5867,-2422.9248,-63.1985,3919.9835,-1395.4378,-1568.3297,229.3683,-1005.9291,-2657.2372,-5836.1488,5320.9112,-5789.8729,4497.5180,-4079.5478,6260.7323,-4890.2803,517.9589,6350.6404,5969.6786,3335.0464,-6234.1992,5100.3430,2192.6183,-346413.6096,-321782.8778,-339616.5586,-337680.5996,-329457.3882,-331539.8597,-336391.8244,-337816.1288,-72445100.0025,-72441711.8935,-72473281.3993,-72459545.7909,-336194.9257,-72462928.6829,3360.5423,699.3434,-4369.2745,1415.1891,1141.9446,-3903.7759,-491.9773,3148.4234,4851.7168,-4064.3744,4223.8101,-1666.2250,-5402.0372,-4271.7612,-5029.1775,-6892.8378,-2942.8064,-3227.0330,1640.5399,-3872.0845,2338.2705,2901.2918,2456.5050,-2470.3891,5425.2504,4554.3543,-5309.3062,-1122.3908,5377.6590,358.4167,-1625.6170,4610.1774,3053.1828,3231.6015,4203.7390,2588.0407,-4611.0111,5348.6812,5225.1486,4645.9961,-1563.9731,-4122.4354,1251.4318,-5430.1082,-2267.7040,-1529.0690,-3668.8401,5287.7188,-5488.5250,4399.3804,-3153.3856,5049.3849,-1240.0811,4486.5742,1590.8322,-368.2589,-4382.4368,-4110.0048,4689.5970,2361.3807,4469.8053,-1257.5759,4549.8229,4295.4113,-6428.0068,-782.8932,-1908.0486,-5932.7296,4348.3252,2438.3066,-5290.9684,-4625.3920,-3868.5709,3635.8205,-4938.5267,3991.3450,-1472.6836,-4129.0211,-5433.9123,5446.0188,5262.0641,-5525.7102,1454.8190,-906.7703,4678.7062,1088.6655,348.2465,2987.1856,614.4723,2057.8645,2792.6551,2256.9600,4463.7300,4428.2333,-2189.0949,-1876.4909,-3889.3655,-2993.0177,-2123.5988,-2710.2149,165837.9261,160275.9251,163990.2264,163938.4359,168060.5239,159690.6733,153662.1076,161744.3831,20322931.3218,20305978.8270,20336433.5247,20328533.9380,162261.5452,20331731.7070,
