sl_100_86400_20280304 Coordinates.csv
2028/03/04 07:47:00.0000 UTC

Generated: Tue Oct  8 21:43:59 2024,
Start: 2028/03/04 07:47:00.00, Stop: 2028/03/05 07:47:00.00,
TIME_UNITS,STARLINK-5028 - X-Coordinate,STARLINK-2017 - X-Coordinate,STARLINK-5986 - X-Coordinate,STARLINK-4595 - X-Coordinate,STARLINK-4523 - X-Coordinate,STARLINK-4418 - X-Coordinate,STARLINK-2419 - X-Coordinate,STARLINK-4128 - X-Coordinate,STARLINK-2161 - X-Coordinate,STARLINK-1788 - X-Coordinate,STARLINK-31519 - X-Coordinate,STARLINK-3448 - X-Coordinate,STARLINK-6223 - X-Coordinate,STARLINK-31759 - X-Coordinate,STARLINK-31316 - X-Coordinate,STARLINK-30843 - X-Coordinate,STARLINK-3863 - X-Coordinate,STARLINK-5039 - X-Coordinate,STARLINK-3967 - X-Coordinate,STARLINK-31931 - X-Coordinate,STARLINK-31129 - X-Coordinate,STARLINK-31225 - X-Coordinate,STARLINK-5641 - X-Coordinate,STARLINK-30520 - X-Coordinate,STARLINK-2534 - X-Coordinate,STARLINK-11179 [DTC] - X-Coordinate,STARLINK-4336 - X-Coordinate,STARLINK-2501 - X-Coordinate,STARLINK-31671 - X-Coordinate,STARLINK-1294 - X-Coordinate,STARLINK-31669 - X-Coordinate,STARLINK-30795 - X-Coordinate,STARLINK-31510 - X-Coordinate,STARLINK-5587 - X-Coordinate,STARLINK-30267 - X-Coordinate,STARLINK-31254 - X-Coordinate,STARLINK-4576 - X-Coordinate,STARLINK-3077 - X-Coordinate,STARLINK-11126 [DTC] - X-Coordinate,STARLINK-2639 - X-Coordinate,STARLINK-11155 [DTC] - X-Coordinate,STARLINK-3959 - X-Coordinate,STARLINK-30374 - X-Coordinate,STARLINK-5436 - X-Coordinate,STARLINK-31280 - X-Coordinate,STARLINK-5118 - X-Coordinate,STARLINK-31311 - X-Coordinate,STARLINK-4528 - X-Coordinate,STARLINK-2658 - X-Coordinate,STARLINK-11210 [DTC] - X-Coordinate,STARLINK-4521 - X-Coordinate,STARLINK-6133 - X-Coordinate,STARLINK-1976 - X-Coordinate,STARLINK-30121 - X-Coordinate,STARLINK-31651 - X-Coordinate,STARLINK-3177 - X-Coordinate,STARLINK-1122 - X-Coordinate,STARLINK-31610 - X-Coordinate,STARLINK-3747 - X-Coordinate,STARLINK-5595 - X-Coordinate,STARLINK-31751 - X-Coordinate,STARLINK-1035 - X-Coordinate,STARLINK-3705 - X-Coordinate,STARLINK-30702 - X-Coordinate,STARLINK-3766 - X-Coordinate,STARLINK-30896 - X-Coordinate,STARLINK-31259 - X-Coordinate,STARLINK-1460 - X-Coordinate,STARLINK-5211 - X-Coordinate,STARLINK-11213 [DTC] - X-Coordinate,STARLINK-5549 - X-Coordinate,STARLINK-4558 - X-Coordinate,STARLINK-4505 - X-Coordinate,STARLINK-3333 - X-Coordinate,STARLINK-3553 - X-Coordinate,STARLINK-1265 - X-Coordinate,STARLINK-1187 - X-Coordinate,STARLINK-4395 - X-Coordinate,STARLINK-2156 - X-Coordinate,STARLINK-2681 - X-Coordinate,STARLINK-2222 - X-Coordinate,STARLINK-31298 - X-Coordinate,STARLINK-4160 - X-Coordinate,STARLINK-2701 - X-Coordinate,STARLINK-5867 - X-Coordinate,STARLINK-31059 - X-Coordinate,STARLINK-30468 - X-Coordinate,STARLINK-4109 - X-Coordinate,STARLINK-1305 - X-Coordinate,STARLINK-31448 - X-Coordinate,STARLINK-5825 - X-Coordinate,STARLINK-1103 - X-Coordinate,STARLINK-31666 - X-Coordinate,STARLINK-31071 - X-Coordinate,STARLINK-4485 - X-Coordinate,STARLINK-4308 - X-Coordinate,STARLINK-3071 - X-Coordinate,STARLINK-1462 - X-Coordinate,STARLINK-5128 - X-Coordinate,STARLINK-2040 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5028 - Y-Coordinate,STARLINK-2017 - Y-Coordinate,STARLINK-5986 - Y-Coordinate,STARLINK-4595 - Y-Coordinate,STARLINK-4523 - Y-Coordinate,STARLINK-4418 - Y-Coordinate,STARLINK-2419 - Y-Coordinate,STARLINK-4128 - Y-Coordinate,STARLINK-2161 - Y-Coordinate,STARLINK-1788 - Y-Coordinate,STARLINK-31519 - Y-Coordinate,STARLINK-3448 - Y-Coordinate,STARLINK-6223 - Y-Coordinate,STARLINK-31759 - Y-Coordinate,STARLINK-31316 - Y-Coordinate,STARLINK-30843 - Y-Coordinate,STARLINK-3863 - Y-Coordinate,STARLINK-5039 - Y-Coordinate,STARLINK-3967 - Y-Coordinate,STARLINK-31931 - Y-Coordinate,STARLINK-31129 - Y-Coordinate,STARLINK-31225 - Y-Coordinate,STARLINK-5641 - Y-Coordinate,STARLINK-30520 - Y-Coordinate,STARLINK-2534 - Y-Coordinate,STARLINK-11179 [DTC] - Y-Coordinate,STARLINK-4336 - Y-Coordinate,STARLINK-2501 - Y-Coordinate,STARLINK-31671 - Y-Coordinate,STARLINK-1294 - Y-Coordinate,STARLINK-31669 - Y-Coordinate,STARLINK-30795 - Y-Coordinate,STARLINK-31510 - Y-Coordinate,STARLINK-5587 - Y-Coordinate,STARLINK-30267 - Y-Coordinate,STARLINK-31254 - Y-Coordinate,STARLINK-4576 - Y-Coordinate,STARLINK-3077 - Y-Coordinate,STARLINK-11126 [DTC] - Y-Coordinate,STARLINK-2639 - Y-Coordinate,STARLINK-11155 [DTC] - Y-Coordinate,STARLINK-3959 - Y-Coordinate,STARLINK-30374 - Y-Coordinate,STARLINK-5436 - Y-Coordinate,STARLINK-31280 - Y-Coordinate,STARLINK-5118 - Y-Coordinate,STARLINK-31311 - Y-Coordinate,STARLINK-4528 - Y-Coordinate,STARLINK-2658 - Y-Coordinate,STARLINK-11210 [DTC] - Y-Coordinate,STARLINK-4521 - Y-Coordinate,STARLINK-6133 - Y-Coordinate,STARLINK-1976 - Y-Coordinate,STARLINK-30121 - Y-Coordinate,STARLINK-31651 - Y-Coordinate,STARLINK-3177 - Y-Coordinate,STARLINK-1122 - Y-Coordinate,STARLINK-31610 - Y-Coordinate,STARLINK-3747 - Y-Coordinate,STARLINK-5595 - Y-Coordinate,STARLINK-31751 - Y-Coordinate,STARLINK-1035 - Y-Coordinate,STARLINK-3705 - Y-Coordinate,STARLINK-30702 - Y-Coordinate,STARLINK-3766 - Y-Coordinate,STARLINK-30896 - Y-Coordinate,STARLINK-31259 - Y-Coordinate,STARLINK-1460 - Y-Coordinate,STARLINK-5211 - Y-Coordinate,STARLINK-11213 [DTC] - Y-Coordinate,STARLINK-5549 - Y-Coordinate,STARLINK-4558 - Y-Coordinate,STARLINK-4505 - Y-Coordinate,STARLINK-3333 - Y-Coordinate,STARLINK-3553 - Y-Coordinate,STARLINK-1265 - Y-Coordinate,STARLINK-1187 - Y-Coordinate,STARLINK-4395 - Y-Coordinate,STARLINK-2156 - Y-Coordinate,STARLINK-2681 - Y-Coordinate,STARLINK-2222 - Y-Coordinate,STARLINK-31298 - Y-Coordinate,STARLINK-4160 - Y-Coordinate,STARLINK-2701 - Y-Coordinate,STARLINK-5867 - Y-Coordinate,STARLINK-31059 - Y-Coordinate,STARLINK-30468 - Y-Coordinate,STARLINK-4109 - Y-Coordinate,STARLINK-1305 - Y-Coordinate,STARLINK-31448 - Y-Coordinate,STARLINK-5825 - Y-Coordinate,STARLINK-1103 - Y-Coordinate,STARLINK-31666 - Y-Coordinate,STARLINK-31071 - Y-Coordinate,STARLINK-4485 - Y-Coordinate,STARLINK-4308 - Y-Coordinate,STARLINK-3071 - Y-Coordinate,STARLINK-1462 - Y-Coordinate,STARLINK-5128 - Y-Coordinate,STARLINK-2040 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5028 - Z-Coordinate,STARLINK-2017 - Z-Coordinate,STARLINK-5986 - Z-Coordinate,STARLINK-4595 - Z-Coordinate,STARLINK-4523 - Z-Coordinate,STARLINK-4418 - Z-Coordinate,STARLINK-2419 - Z-Coordinate,STARLINK-4128 - Z-Coordinate,STARLINK-2161 - Z-Coordinate,STARLINK-1788 - Z-Coordinate,STARLINK-31519 - Z-Coordinate,STARLINK-3448 - Z-Coordinate,STARLINK-6223 - Z-Coordinate,STARLINK-31759 - Z-Coordinate,STARLINK-31316 - Z-Coordinate,STARLINK-30843 - Z-Coordinate,STARLINK-3863 - Z-Coordinate,STARLINK-5039 - Z-Coordinate,STARLINK-3967 - Z-Coordinate,STARLINK-31931 - Z-Coordinate,STARLINK-31129 - Z-Coordinate,STARLINK-31225 - Z-Coordinate,STARLINK-5641 - Z-Coordinate,STARLINK-30520 - Z-Coordinate,STARLINK-2534 - Z-Coordinate,STARLINK-11179 [DTC] - Z-Coordinate,STARLINK-4336 - Z-Coordinate,STARLINK-2501 - Z-Coordinate,STARLINK-31671 - Z-Coordinate,STARLINK-1294 - Z-Coordinate,STARLINK-31669 - Z-Coordinate,STARLINK-30795 - Z-Coordinate,STARLINK-31510 - Z-Coordinate,STARLINK-5587 - Z-Coordinate,STARLINK-30267 - Z-Coordinate,STARLINK-31254 - Z-Coordinate,STARLINK-4576 - Z-Coordinate,STARLINK-3077 - Z-Coordinate,STARLINK-11126 [DTC] - Z-Coordinate,STARLINK-2639 - Z-Coordinate,STARLINK-11155 [DTC] - Z-Coordinate,STARLINK-3959 - Z-Coordinate,STARLINK-30374 - Z-Coordinate,STARLINK-5436 - Z-Coordinate,STARLINK-31280 - Z-Coordinate,STARLINK-5118 - Z-Coordinate,STARLINK-31311 - Z-Coordinate,STARLINK-4528 - Z-Coordinate,STARLINK-2658 - Z-Coordinate,STARLINK-11210 [DTC] - Z-Coordinate,STARLINK-4521 - Z-Coordinate,STARLINK-6133 - Z-Coordinate,STARLINK-1976 - Z-Coordinate,STARLINK-30121 - Z-Coordinate,STARLINK-31651 - Z-Coordinate,STARLINK-3177 - Z-Coordinate,STARLINK-1122 - Z-Coordinate,STARLINK-31610 - Z-Coordinate,STARLINK-3747 - Z-Coordinate,STARLINK-5595 - Z-Coordinate,STARLINK-31751 - Z-Coordinate,STARLINK-1035 - Z-Coordinate,STARLINK-3705 - Z-Coordinate,STARLINK-30702 - Z-Coordinate,STARLINK-3766 - Z-Coordinate,STARLINK-30896 - Z-Coordinate,STARLINK-31259 - Z-Coordinate,STARLINK-1460 - Z-Coordinate,STARLINK-5211 - Z-Coordinate,STARLINK-11213 [DTC] - Z-Coordinate,STARLINK-5549 - Z-Coordinate,STARLINK-4558 - Z-Coordinate,STARLINK-4505 - Z-Coordinate,STARLINK-3333 - Z-Coordinate,STARLINK-3553 - Z-Coordinate,STARLINK-1265 - Z-Coordinate,STARLINK-1187 - Z-Coordinate,STARLINK-4395 - Z-Coordinate,STARLINK-2156 - Z-Coordinate,STARLINK-2681 - Z-Coordinate,STARLINK-2222 - Z-Coordinate,STARLINK-31298 - Z-Coordinate,STARLINK-4160 - Z-Coordinate,STARLINK-2701 - Z-Coordinate,STARLINK-5867 - Z-Coordinate,STARLINK-31059 - Z-Coordinate,STARLINK-30468 - Z-Coordinate,STARLINK-4109 - Z-Coordinate,STARLINK-1305 - Z-Coordinate,STARLINK-31448 - Z-Coordinate,STARLINK-5825 - Z-Coordinate,STARLINK-1103 - Z-Coordinate,STARLINK-31666 - Z-Coordinate,STARLINK-31071 - Z-Coordinate,STARLINK-4485 - Z-Coordinate,STARLINK-4308 - Z-Coordinate,STARLINK-3071 - Z-Coordinate,STARLINK-1462 - Z-Coordinate,STARLINK-5128 - Z-Coordinate,STARLINK-2040 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2371.1622,-4022.8894,2520.6519,595.7320,-4.5410,-5017.8890,6226.2098,-3688.2243,2124.6601,3907.8870,-1120.0917,5497.8680,5876.7001,1383.7542,-4521.1700,-4423.1354,-2896.5812,5159.1601,-5004.7023,-423.5031,1235.8442,4282.9868,5598.3803,-4258.7545,1825.0155,-4117.0807,3303.3285,-2878.5608,-1143.5135,-3977.9424,5282.0153,4807.5904,5485.5088,-5164.4559,2497.8031,4578.2831,70.4637,5654.9913,0.0000,-5978.1356,1321.2723,-5417.0019,5911.9715,-3444.5445,4816.4269,-2039.1915,2220.3488,6048.4895,-2691.1907,4527.4727,6772.4014,6006.2706,-5153.9269,-5470.0907,824.9704,5017.0220,-4500.7165,698.9973,-5277.6444,-866.1061,6374.0369,-2338.9154,-3229.4472,5579.8648,-1048.9633,2748.9283,5311.1501,1338.3041,5841.7954,4446.7245,-5053.4259,-2575.0605,4397.0238,-4009.4701,-5186.5980,-2054.1361,4473.3826,5979.2189,-6649.9860,-6146.5653,-2883.5596,-4700.2229,659.3336,-6044.8345,-2018.8798,3235.0449,6625.0155,-1143.1237,-934.8326,2325.6646,2672.1829,-624.9471,0.0000,4197.8257,-1935.0599,5018.9486,4667.8298,0.0000,4108.3832,2709.5118,307723.5288,290560.8734,305043.4996,304744.7269,296807.4557,298835.6644,303964.2242,302069.9977,-121613862.6619,-121599182.4613,-121585709.9426,-121590937.8960,303443.9048,-121597697.6982,-3580.1701,4855.5847,-2832.8951,6753.4777,6161.1957,3020.1588,-1984.1314,-1912.2661,6487.4047,5328.3827,4868.4420,1049.5947,1265.2797,-6493.2370,-4905.5942,-3771.2910,5697.7691,343.9173,-4762.7603,5612.2718,-4880.2301,2875.4776,-3658.6289,3114.3454,5855.0514,109.9854,2816.0134,5735.4027,5064.2858,1484.2864,-407.6737,-4729.7262,-2303.8020,-135.3021,-5659.1973,145.4992,-6664.7402,270.4248,0.0000,3349.4372,5726.8322,754.1942,2362.1218,-2724.2384,-2639.0491,-4909.6802,-6455.2675,2918.8226,-3318.8161,-18.0601,-170.2462,3380.3285,4494.1488,-3560.1972,6073.7234,3348.7607,-3911.2415,5880.7609,-4086.0764,5739.9656,2364.4642,-4223.6610,2620.0951,-1080.8011,-6750.9226,4106.3699,200.8303,6437.6138,649.2872,876.3377,-2335.1205,3395.8084,2007.4187,-2120.9703,4314.1612,-6075.3853,-5268.4521,-2947.7907,972.8338,777.3324,-3994.1325,-2570.0196,-6832.8413,294.0965,2254.8649,5667.7717,-827.4400,-5064.7921,-4119.9254,4596.6114,-4524.3160,4738.9808,0.0000,5421.0937,6583.0284,3234.4030,4531.5118,0.0000,4660.6484,-6302.3966,157348.0160,143502.4515,164728.0787,164559.2685,161215.5291,161272.4325,155179.9557,158877.0358,331619966.4776,331622812.2938,331640026.0936,331631507.3617,158869.0357,331631810.9308,-5418.3975,2750.9915,5812.6720,1326.0803,-2998.3525,3666.6817,-2373.9217,5504.0393,-1243.2617,-2014.4156,-4654.0854,-3515.7170,-3473.4511,-1703.3891,-1516.5732,-3772.9715,-2594.9507,4606.5089,-118.0029,-3889.1974,-4631.3735,-4449.7416,-1803.2217,-4495.9188,-3186.4722,5340.8729,-5416.0291,2229.1969,-4436.3138,5032.7842,4207.7627,1570.8135,3305.5060,-4627.3127,2854.6730,-5087.1686,1806.1765,-4029.5689,0.0000,-778.6957,3177.6465,-4185.1542,-2728.8603,-5336.7951,3978.6833,4406.9519,514.4350,-1602.9290,5426.3842,-4978.9235,1351.6533,652.7302,-735.8742,-2321.3932,2941.6829,3365.3395,3324.2862,-3422.5309,-1767.7916,3809.3992,-376.9685,4936.9988,-5528.4570,-3858.4048,701.8202,4576.7508,-4327.7051,2064.7736,-3566.1139,-4988.9530,4123.2082,-5448.4789,4921.0032,5205.8841,1380.5059,2425.3641,-99.0983,1921.8032,1405.0449,3006.5461,4827.1097,-4269.3867,85.9403,-2866.2746,6251.3272,-2041.7192,1783.8193,4549.0503,5426.3791,-4482.0302,-4563.9021,4867.1769,0.0000,-105.9378,-270.9181,-3523.6882,-2459.3358,0.0000,-3070.3913,-589.3831,170007.7807,167983.3937,169733.5454,171748.3128,174378.3646,164858.9930,160654.5144,167673.0687,-34928015.1322,-34900470.1220,-34921634.4859,-34930123.0640,168815.9453,-34924042.2931,
3600.000,5868.1418,220.4976,2115.2432,-2063.4025,-1882.1743,1541.4551,-3211.1864,5807.0754,-3220.3368,-4164.8966,-3179.0924,-6121.4628,-6836.3221,1941.5835,5108.2049,6619.4139,1421.8764,-4373.9052,5067.3657,-2769.4570,2817.3840,-5402.1064,-2444.2813,871.9888,-3641.3932,2796.7682,1264.6951,-877.1051,-2553.1991,-191.9497,-5226.8077,-1573.7921,-1633.5942,4248.9335,-756.5158,-5833.5828,1480.0601,-1996.8634,0.0000,3305.5240,-3672.6229,2083.8736,-4958.1185,4833.1642,-4363.4765,4102.1214,331.5336,-6185.8618,5283.3199,-1911.4226,-4459.0489,-6201.0661,3098.1856,6604.7637,-4026.3201,-6491.0247,4087.5168,-4063.5661,4622.6364,820.6332,-5850.9562,4560.1636,278.0132,-1989.5057,2540.4752,-6230.2201,-5785.7114,-3016.7942,-3160.3787,-6159.6225,4716.0418,-1401.3232,-3857.6257,6547.1728,2053.5115,3669.8090,-2154.1156,-3397.8655,5602.8624,6243.1754,5838.1991,6715.3126,1282.6664,5718.4697,-2560.8668,-4695.3966,-5914.4527,3955.3857,4853.8097,-5526.1637,-3164.1942,-2271.2783,0.0000,-5202.1589,-219.7853,-573.1707,-3081.0573,0.0000,-4162.7826,-221.3548,260844.3365,244959.5455,256956.4159,255809.9802,247141.3394,250040.1128,254050.9033,255507.9166,-203364814.7848,-203350243.9495,-203343450.0688,-203341897.4503,254069.7389,-203349772.9841,2244.6312,-4281.2857,2291.6967,-5870.4136,-6390.5590,381.1851,3270.7506,-1496.1713,-3930.0360,-2001.8408,-5327.3578,1624.5453,1177.5782,4856.4208,1272.9498,1958.6791,-6486.0137,3650.2946,2513.9142,-6234.2011,5696.8508,1676.1734,4757.5137,-5460.7481,-5761.6180,-4904.3993,-13.3821,-4178.2663,-6104.6786,-5486.8625,4198.6134,5195.0961,4746.6447,-3820.4907,6514.9440,3155.8066,6234.7971,1513.4149,0.0000,-3992.0797,-5219.8359,-3624.5397,1233.0574,-1460.8517,5169.0247,1099.0291,5138.3108,-1228.9236,-139.3129,4645.2119,2088.5245,-972.9340,-4973.8191,1562.5660,-2931.9953,-2204.3525,-456.4277,-2978.2146,933.6234,-6828.6655,656.0515,398.4451,-5598.4001,3617.3519,5238.8995,-1174.7209,3375.7084,-3423.6371,2633.7482,2490.7728,4991.6755,-5088.2566,2426.6992,-157.3064,-4386.7435,5382.7904,5139.5319,-24.0783,-2517.0935,-2559.7194,3432.9271,-366.3775,5361.5396,-2606.2710,-2911.3908,-2022.4791,2997.6976,1705.2152,3865.8156,-1289.3090,6190.5752,-6332.8699,0.0000,-2607.8389,-5592.0792,-1770.3601,-1705.6166,0.0000,-945.4908,5236.6477,231851.3694,211459.2574,234330.8821,233278.8594,231443.0300,230980.6644,226215.2896,229619.5087,288820699.3638,288818892.7593,288843718.5195,288840439.1944,229247.6333,288832746.1729,2867.9142,-5388.5446,-6216.8584,2999.1679,-1597.4336,-6732.7682,5216.9624,-3426.3142,4715.4964,5124.1468,2837.9892,-1886.8547,126.3368,4419.8374,4361.6622,550.8938,-1864.4656,-3954.5601,-3971.5321,477.7752,2511.7802,3781.8122,4390.0377,4163.5564,-1134.2628,-3707.0770,6810.3536,-5291.9545,1676.0553,-3654.3456,-957.3498,-4306.8803,-4606.0067,3914.6342,1846.4533,1672.4069,2574.1201,6467.0547,0.0000,4540.2085,1982.8163,5459.5012,4664.0962,4705.6837,542.3956,-5456.2245,-4519.1658,-2809.7869,-4461.0366,4464.9725,-4850.7814,2915.2050,-3604.4673,-1377.6182,-4637.4659,881.2950,-5458.8769,4615.7361,5033.5308,1003.3840,-3425.0207,-5182.5842,4039.6227,5475.4822,3637.0031,-2299.5670,1423.5868,-5171.9398,5496.4115,1112.0721,987.1717,4457.6377,-5190.6534,-2216.5683,-4900.2596,2138.2836,4080.5410,-6055.4110,3064.0682,1386.7295,-1339.4511,1272.4877,4083.8893,-2311.4352,-5780.6489,4527.8450,1947.3167,-5405.6979,-2987.2681,3785.6783,-65.1303,-1174.8028,0.0000,3617.9723,-3982.4311,6665.9957,5985.1715,0.0000,5448.2637,4455.7034,171024.3391,167862.9378,170805.7057,169515.8173,175197.5149,168292.7018,159807.2994,169932.5325,-34851015.3006,-34820331.6293,-34835749.9328,-34846708.5604,168919.7695,-34844233.0301,
7200.000,-6702.6780,4144.3025,-5650.9678,3540.5411,3285.9014,3929.1150,-758.5251,-5931.1807,4377.9454,4106.6331,5512.2733,1669.5663,5254.8930,-5254.5050,-4461.1316,-6227.9274,1218.6684,2922.6957,-3862.5343,4512.0659,-5074.0019,4744.1048,-1682.1295,2073.0009,4108.2179,-964.3102,-3179.6026,5077.6546,4617.0082,3058.6902,2467.0170,-2539.8773,-2423.0923,-2745.8727,-2003.2007,4380.9704,-3170.6666,-1457.4866,0.0000,1132.0239,4056.7714,1087.0219,3189.4084,-5313.3619,1191.9769,-5739.7472,-3853.3027,3923.2526,-6401.3865,-488.0767,698.2698,4474.5230,1021.0352,-5328.8085,6169.8799,5162.4336,-3225.2545,6371.7230,-3266.0777,6.2412,2857.6047,-6000.9321,1710.8556,-1581.4378,-3946.7974,6186.1196,3862.7698,4805.2567,242.4353,4056.9975,-1357.7030,3953.2043,3140.5773,-6321.9515,2457.2978,-4092.7333,-1836.8841,-2032.9693,-1741.2228,-3289.5459,-5977.0372,-5684.0876,-3823.4421,-1247.6284,5325.3019,5180.0020,2762.6212,-6172.0847,-6188.5654,6593.8003,2077.7675,3623.9940,0.0000,4772.9007,3340.8202,-2604.0463,1865.8876,0.0000,4075.0843,-3415.9061,195094.4973,183902.7029,192883.9618,190649.6428,181709.0168,188620.7938,187967.6765,187309.8174,-271243823.1198,-271226840.1407,-271230063.7521,-271226842.8518,188787.6595,-271229811.7912,-796.1037,3266.8249,-2732.4010,2361.5959,3272.0664,-1155.4525,-4733.7239,3423.5082,-166.4217,-2449.7996,3873.2646,-3638.6808,-3123.0863,-1822.7451,3242.4263,444.4557,4486.1388,-6221.3921,1498.6994,3960.8210,-4351.9535,-4879.8150,-5174.3714,6484.2019,2928.9831,6591.3262,-4532.9073,1682.9006,4457.4054,5574.7225,-5494.8864,-4718.7629,-5909.4445,6311.0543,-3966.0423,-4358.6635,-3030.7595,-4430.9742,0.0000,4184.3034,680.5080,6042.9184,-4883.5473,4276.8904,-4798.7617,2350.0521,-2033.8299,-1749.3211,2521.3639,-6709.1515,-4421.9639,-2422.7787,4003.4094,1336.2677,-911.5894,-200.0858,4853.8177,-397.9692,3329.3532,4528.0155,-4146.2440,2673.6857,6700.4341,-5790.8683,-1171.8324,-1806.0504,-5081.6996,-714.9546,-5786.5745,-3881.2918,-3921.9796,5632.4494,-5768.9472,1731.7560,3836.6777,-1732.4796,-3755.7063,830.3438,3805.9110,3576.0931,-1663.1893,2766.8573,-1669.6646,3872.6921,4018.6909,-2477.0353,-4499.7711,1291.4330,-2639.3719,-1742.2900,-4764.4134,4679.0474,0.0000,-1767.5202,2446.8868,-2717.8086,-2790.3273,0.0000,-3313.9254,-2619.9694,292154.2197,265882.0032,288987.2869,284945.2954,286978.6852,285808.5023,282335.5373,284236.7683,226305954.7522,226299552.7851,226327140.4677,226329958.6448,285058.8894,226317672.0720,1476.0950,4409.7378,2967.9194,-5448.1228,5031.9968,5557.3348,-5036.4536,-872.2780,-5383.1982,-4987.5233,1086.3259,5245.3969,3276.0065,-4002.6227,-4049.4524,2989.9362,5084.3359,878.8967,5519.8056,3268.2082,1426.9134,-220.8285,-4290.8275,-1298.6820,4711.2547,-1101.6777,-4186.0733,4183.1482,2319.7952,-1745.3582,-3099.6941,4377.9613,2357.2652,-839.5811,-5175.1667,2924.7652,-5341.1538,-5155.1170,0.0000,-5367.4776,-5275.0091,-3119.9361,-3738.1624,-1106.1319,-4655.1223,3038.4232,5273.1003,5394.6396,671.7573,-3.8036,5253.0769,-4701.6443,5488.4385,4206.0191,2708.0223,-4595.5521,3555.0741,-2450.9578,-5095.0669,-5278.3317,4574.1062,2140.2972,-37.5615,-3335.9857,-5502.5665,-1987.5257,2476.0843,4882.6151,-3705.2320,3716.1210,-5563.1947,-688.2964,2116.5942,-2195.0275,5155.1966,-5228.8212,-5507.8821,6573.8494,-5449.9008,-4889.4088,-3032.1393,2619.0550,-5457.1802,5305.4979,1952.0848,-3715.9372,-4467.4195,2812.4639,-1464.5395,-276.3025,4610.8032,-3411.3226,0.0000,-4600.5864,5467.3938,-5825.7708,-6096.4724,0.0000,-4523.8335,-5376.2820,171693.5046,167734.8879,171356.4576,167389.6199,175548.1265,171354.5283,159601.1181,168393.4432,-34773564.3647,-34740813.8101,-34751135.3754,-34762161.4785,169007.6115,-34764411.8973,
