sl_100_86400_20281020 Coordinates.csv
2028/10/20 07:47:00.0000 UTC

Generated: Tue Oct  8 21:44:46 2024,
Start: 2028/10/20 07:47:00.00, Stop: 2028/10/21 07:47:00.00,
TIME_UNITS,STARLINK-1540 - X-Coordinate,STARLINK-31307 - X-Coordinate,STARLINK-30176 - X-Coordinate,STARLINK-1582 - X-Coordinate,STARLINK-1269 - X-Coordinate,STARLINK-4426 - X-Coordinate,STARLINK-2509 - X-Coordinate,STARLINK-5961 - X-Coordinate,STARLINK-4581 - X-Coordinate,STARLINK-30942 - X-Coordinate,STARLINK-5452 - X-Coordinate,STARLINK-3709 - X-Coordinate,STARLINK-5943 - X-Coordinate,STARLINK-5592 - X-Coordinate,STARLINK-3503 - X-Coordinate,STARLINK-5658 - X-Coordinate,STARLINK-31498 - X-Coordinate,STARLINK-30888 - X-Coordinate,STARLINK-3449 - X-Coordinate,STARLINK-30944 - X-Coordinate,STARLINK-1062 - X-Coordinate,STARLINK-3157 - X-Coordinate,STARLINK-30242 - X-Coordinate,STARLINK-30177 - X-Coordinate,STARLINK-3714 - X-Coordinate,STARLINK-31882 - X-Coordinate,STARLINK-31948 - X-Coordinate,STARLINK-5044 - X-Coordinate,STARLINK-31424 - X-Coordinate,STARLINK-31846 - X-Coordinate,STARLINK-6106 - X-Coordinate,STARLINK-2738 - X-Coordinate,STARLINK-31100 - X-Coordinate,STARLINK-2352 - X-Coordinate,STARLINK-3929 - X-Coordinate,STARLINK-30839 - X-Coordinate,STARLINK-3733 - X-Coordinate,STARLINK-6055 - X-Coordinate,STARLINK-5875 - X-Coordinate,STARLINK-11144 [DTC] - X-Coordinate,STARLINK-3091 - X-Coordinate,STARLINK-4542 - X-Coordinate,STARLINK-5994 - X-Coordinate,STARLINK-5320 - X-Coordinate,STARLINK-5545 - X-Coordinate,STARLINK-31500 - X-Coordinate,STARLINK-2315 - X-Coordinate,STARLINK-5185 - X-Coordinate,STARLINK-4262 - X-Coordinate,STARLINK-30049 - X-Coordinate,STARLINK-30160 - X-Coordinate,STARLINK-3689 - X-Coordinate,STARLINK-2147 - X-Coordinate,STARLINK-1810 - X-Coordinate,STARLINK-31388 - X-Coordinate,STARLINK-3459 - X-Coordinate,STARLINK-6053 - X-Coordinate,STARLINK-5036 - X-Coordinate,STARLINK-5198 - X-Coordinate,STARLINK-2740 - X-Coordinate,STARLINK-5491 - X-Coordinate,STARLINK-5711 - X-Coordinate,STARLINK-1365 - X-Coordinate,STARLINK-31092 - X-Coordinate,STARLINK-2611 - X-Coordinate,STARLINK-3892 - X-Coordinate,STARLINK-30560 - X-Coordinate,STARLINK-4110 - X-Coordinate,STARLINK-11207 [DTC] - X-Coordinate,STARLINK-4035 - X-Coordinate,STARLINK-3107 - X-Coordinate,STARLINK-1301 - X-Coordinate,STARLINK-5302 - X-Coordinate,STARLINK-5669 - X-Coordinate,STARLINK-2709 - X-Coordinate,STARLINK-5338 - X-Coordinate,STARLINK-30573 - X-Coordinate,STARLINK-31058 - X-Coordinate,STARLINK-31925 - X-Coordinate,STARLINK-32088 - X-Coordinate,STARLINK-3829 - X-Coordinate,STARLINK-4559 - X-Coordinate,STARLINK-31240 - X-Coordinate,STARLINK-31419 - X-Coordinate,STARLINK-31623 - X-Coordinate,STARLINK-30819 - X-Coordinate,STARLINK-3859 - X-Coordinate,STARLINK-31473 - X-Coordinate,STARLINK-11175 [DTC] - X-Coordinate,STARLINK-31723 - X-Coordinate,STARLINK-6236 - X-Coordinate,STARLINK-1360 - X-Coordinate,STARLINK-2448 - X-Coordinate,STARLINK-1647 - X-Coordinate,STARLINK-30976 - X-Coordinate,STARLINK-1277 - X-Coordinate,STARLINK-30284 - X-Coordinate,STARLINK-2278 - X-Coordinate,STARLINK-30561 - X-Coordinate,STARLINK-4014 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1540 - Y-Coordinate,STARLINK-31307 - Y-Coordinate,STARLINK-30176 - Y-Coordinate,STARLINK-1582 - Y-Coordinate,STARLINK-1269 - Y-Coordinate,STARLINK-4426 - Y-Coordinate,STARLINK-2509 - Y-Coordinate,STARLINK-5961 - Y-Coordinate,STARLINK-4581 - Y-Coordinate,STARLINK-30942 - Y-Coordinate,STARLINK-5452 - Y-Coordinate,STARLINK-3709 - Y-Coordinate,STARLINK-5943 - Y-Coordinate,STARLINK-5592 - Y-Coordinate,STARLINK-3503 - Y-Coordinate,STARLINK-5658 - Y-Coordinate,STARLINK-31498 - Y-Coordinate,STARLINK-30888 - Y-Coordinate,STARLINK-3449 - Y-Coordinate,STARLINK-30944 - Y-Coordinate,STARLINK-1062 - Y-Coordinate,STARLINK-3157 - Y-Coordinate,STARLINK-30242 - Y-Coordinate,STARLINK-30177 - Y-Coordinate,STARLINK-3714 - Y-Coordinate,STARLINK-31882 - Y-Coordinate,STARLINK-31948 - Y-Coordinate,STARLINK-5044 - Y-Coordinate,STARLINK-31424 - Y-Coordinate,STARLINK-31846 - Y-Coordinate,STARLINK-6106 - Y-Coordinate,STARLINK-2738 - Y-Coordinate,STARLINK-31100 - Y-Coordinate,STARLINK-2352 - Y-Coordinate,STARLINK-3929 - Y-Coordinate,STARLINK-30839 - Y-Coordinate,STARLINK-3733 - Y-Coordinate,STARLINK-6055 - Y-Coordinate,STARLINK-5875 - Y-Coordinate,STARLINK-11144 [DTC] - Y-Coordinate,STARLINK-3091 - Y-Coordinate,STARLINK-4542 - Y-Coordinate,STARLINK-5994 - Y-Coordinate,STARLINK-5320 - Y-Coordinate,STARLINK-5545 - Y-Coordinate,STARLINK-31500 - Y-Coordinate,STARLINK-2315 - Y-Coordinate,STARLINK-5185 - Y-Coordinate,STARLINK-4262 - Y-Coordinate,STARLINK-30049 - Y-Coordinate,STARLINK-30160 - Y-Coordinate,STARLINK-3689 - Y-Coordinate,STARLINK-2147 - Y-Coordinate,STARLINK-1810 - Y-Coordinate,STARLINK-31388 - Y-Coordinate,STARLINK-3459 - Y-Coordinate,STARLINK-6053 - Y-Coordinate,STARLINK-5036 - Y-Coordinate,STARLINK-5198 - Y-Coordinate,STARLINK-2740 - Y-Coordinate,STARLINK-5491 - Y-Coordinate,STARLINK-5711 - Y-Coordinate,STARLINK-1365 - Y-Coordinate,STARLINK-31092 - Y-Coordinate,STARLINK-2611 - Y-Coordinate,STARLINK-3892 - Y-Coordinate,STARLINK-30560 - Y-Coordinate,STARLINK-4110 - Y-Coordinate,STARLINK-11207 [DTC] - Y-Coordinate,STARLINK-4035 - Y-Coordinate,STARLINK-3107 - Y-Coordinate,STARLINK-1301 - Y-Coordinate,STARLINK-5302 - Y-Coordinate,STARLINK-5669 - Y-Coordinate,STARLINK-2709 - Y-Coordinate,STARLINK-5338 - Y-Coordinate,STARLINK-30573 - Y-Coordinate,STARLINK-31058 - Y-Coordinate,STARLINK-31925 - Y-Coordinate,STARLINK-32088 - Y-Coordinate,STARLINK-3829 - Y-Coordinate,STARLINK-4559 - Y-Coordinate,STARLINK-31240 - Y-Coordinate,STARLINK-31419 - Y-Coordinate,STARLINK-31623 - Y-Coordinate,STARLINK-30819 - Y-Coordinate,STARLINK-3859 - Y-Coordinate,STARLINK-31473 - Y-Coordinate,STARLINK-11175 [DTC] - Y-Coordinate,STARLINK-31723 - Y-Coordinate,STARLINK-6236 - Y-Coordinate,STARLINK-1360 - Y-Coordinate,STARLINK-2448 - Y-Coordinate,STARLINK-1647 - Y-Coordinate,STARLINK-30976 - Y-Coordinate,STARLINK-1277 - Y-Coordinate,STARLINK-30284 - Y-Coordinate,STARLINK-2278 - Y-Coordinate,STARLINK-30561 - Y-Coordinate,STARLINK-4014 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1540 - Z-Coordinate,STARLINK-31307 - Z-Coordinate,STARLINK-30176 - Z-Coordinate,STARLINK-1582 - Z-Coordinate,STARLINK-1269 - Z-Coordinate,STARLINK-4426 - Z-Coordinate,STARLINK-2509 - Z-Coordinate,STARLINK-5961 - Z-Coordinate,STARLINK-4581 - Z-Coordinate,STARLINK-30942 - Z-Coordinate,STARLINK-5452 - Z-Coordinate,STARLINK-3709 - Z-Coordinate,STARLINK-5943 - Z-Coordinate,STARLINK-5592 - Z-Coordinate,STARLINK-3503 - Z-Coordinate,STARLINK-5658 - Z-Coordinate,STARLINK-31498 - Z-Coordinate,STARLINK-30888 - Z-Coordinate,STARLINK-3449 - Z-Coordinate,STARLINK-30944 - Z-Coordinate,STARLINK-1062 - Z-Coordinate,STARLINK-3157 - Z-Coordinate,STARLINK-30242 - Z-Coordinate,STARLINK-30177 - Z-Coordinate,STARLINK-3714 - Z-Coordinate,STARLINK-31882 - Z-Coordinate,STARLINK-31948 - Z-Coordinate,STARLINK-5044 - Z-Coordinate,STARLINK-31424 - Z-Coordinate,STARLINK-31846 - Z-Coordinate,STARLINK-6106 - Z-Coordinate,STARLINK-2738 - Z-Coordinate,STARLINK-31100 - Z-Coordinate,STARLINK-2352 - Z-Coordinate,STARLINK-3929 - Z-Coordinate,STARLINK-30839 - Z-Coordinate,STARLINK-3733 - Z-Coordinate,STARLINK-6055 - Z-Coordinate,STARLINK-5875 - Z-Coordinate,STARLINK-11144 [DTC] - Z-Coordinate,STARLINK-3091 - Z-Coordinate,STARLINK-4542 - Z-Coordinate,STARLINK-5994 - Z-Coordinate,STARLINK-5320 - Z-Coordinate,STARLINK-5545 - Z-Coordinate,STARLINK-31500 - Z-Coordinate,STARLINK-2315 - Z-Coordinate,STARLINK-5185 - Z-Coordinate,STARLINK-4262 - Z-Coordinate,STARLINK-30049 - Z-Coordinate,STARLINK-30160 - Z-Coordinate,STARLINK-3689 - Z-Coordinate,STARLINK-2147 - Z-Coordinate,STARLINK-1810 - Z-Coordinate,STARLINK-31388 - Z-Coordinate,STARLINK-3459 - Z-Coordinate,STARLINK-6053 - Z-Coordinate,STARLINK-5036 - Z-Coordinate,STARLINK-5198 - Z-Coordinate,STARLINK-2740 - Z-Coordinate,STARLINK-5491 - Z-Coordinate,STARLINK-5711 - Z-Coordinate,STARLINK-1365 - Z-Coordinate,STARLINK-31092 - Z-Coordinate,STARLINK-2611 - Z-Coordinate,STARLINK-3892 - Z-Coordinate,STARLINK-30560 - Z-Coordinate,STARLINK-4110 - Z-Coordinate,STARLINK-11207 [DTC] - Z-Coordinate,STARLINK-4035 - Z-Coordinate,STARLINK-3107 - Z-Coordinate,STARLINK-1301 - Z-Coordinate,STARLINK-5302 - Z-Coordinate,STARLINK-5669 - Z-Coordinate,STARLINK-2709 - Z-Coordinate,STARLINK-5338 - Z-Coordinate,STARLINK-30573 - Z-Coordinate,STARLINK-31058 - Z-Coordinate,STARLINK-31925 - Z-Coordinate,STARLINK-32088 - Z-Coordinate,STARLINK-3829 - Z-Coordinate,STARLINK-4559 - Z-Coordinate,STARLINK-31240 - Z-Coordinate,STARLINK-31419 - Z-Coordinate,STARLINK-31623 - Z-Coordinate,STARLINK-30819 - Z-Coordinate,STARLINK-3859 - Z-Coordinate,STARLINK-31473 - Z-Coordinate,STARLINK-11175 [DTC] - Z-Coordinate,STARLINK-31723 - Z-Coordinate,STARLINK-6236 - Z-Coordinate,STARLINK-1360 - Z-Coordinate,STARLINK-2448 - Z-Coordinate,STARLINK-1647 - Z-Coordinate,STARLINK-30976 - Z-Coordinate,STARLINK-1277 - Z-Coordinate,STARLINK-30284 - Z-Coordinate,STARLINK-2278 - Z-Coordinate,STARLINK-30561 - Z-Coordinate,STARLINK-4014 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3394.2638,-4160.2480,4448.7710,3522.5837,-1328.3934,-596.8247,-5716.4314,-1022.9295,-2989.0432,355.4721,-2704.6806,508.3968,6642.8201,-6342.1515,-923.0922,1197.9505,-6029.8926,6898.4893,2656.0044,-5668.5075,2801.2990,1487.8377,5405.7026,2978.4492,1776.0572,3491.1184,5286.4277,-2142.6119,3057.3182,-798.0611,-58.8910,-3299.4824,872.0257,-4494.5210,2052.8982,1728.4563,1446.1373,-1160.1011,5184.4581,-1729.4604,2656.2381,4098.5160,-2576.9873,-1217.2248,2165.7095,1311.4284,3580.1792,-3114.0867,3103.4209,-3775.0448,-4413.6621,2071.0316,5055.9504,-4055.2471,3473.8793,-3918.2941,2584.9515,6267.6354,-4888.2385,-4085.8875,-5451.4236,-326.9905,-4912.9770,5655.3965,-6334.0167,-3588.8732,4379.2024,53.5264,-4772.6773,1645.8362,-2482.9479,-6829.5757,-1498.4774,-6240.0559,-634.0856,-3618.3563,5882.1805,-5002.2798,-3906.6084,-1222.1725,-3049.6521,-2513.4656,6176.5091,6156.5985,4097.8418,-6720.8901,540.7496,6353.4391,0.0000,-5346.0630,6043.6628,-6623.1332,-6872.9111,4759.7024,1849.5218,6396.9128,-4422.8236,4782.4979,-4979.5425,468.1898,121.6339,-7542.6875,-6971.1866,-5604.4189,-2152.7007,-3846.9552,-11534.6607,-9331.9950,-273070467.9322,-273096457.2527,-273080446.0750,-273087007.9774,-8667.7454,-273086224.2056,-5580.7453,-5260.6444,5068.1354,4345.3307,-5148.4290,-6873.3830,1053.7354,6339.5738,-4733.1120,6908.2724,6280.5701,6865.9869,1512.7272,2634.5849,-5190.0450,-5149.0786,-2898.3277,-233.1956,-4006.4602,-3493.4570,-4756.4526,-6721.5475,-3708.6622,4275.0214,6493.1763,-3594.9859,-3842.0832,4162.4679,-4255.0327,-4015.6518,-6333.5290,2408.2524,4105.9022,352.4235,-3591.2838,5039.9151,6517.1786,5616.1337,317.1121,-3748.3701,-6098.6044,-1071.5823,-1207.9625,-2731.7182,-3327.5809,-6444.3346,-5114.7203,3892.6491,5828.1031,-4611.8537,5142.9976,-4704.9526,-4654.9872,916.8480,4897.5562,1461.6984,238.3688,-782.7278,2045.9544,869.3811,-3968.2408,-5095.9353,-1134.4243,-3699.5365,2062.9041,5407.6564,-4696.4780,-4245.6481,19.9712,5782.6007,1808.1534,1049.9879,6745.5041,-1383.6956,-4286.7110,862.7116,2400.8030,3939.5477,3129.3071,6527.4361,-2808.2796,5049.5279,-213.4267,1541.1180,2605.8449,157.2287,6748.8869,696.1245,0.0000,2372.6857,839.8908,-203.3869,-97.9482,3268.3976,5786.8932,-1873.7998,-2710.7460,-4694.7881,-4507.3941,-4170.2380,331595.1602,357379.7892,332237.5328,333124.2674,340972.1704,339865.4615,340206.7002,336350.1855,21486554.8590,21505797.7897,21478843.4704,21468607.8787,337951.9210,21482137.1239,-2021.9305,-1296.9192,-1344.7366,-3963.0483,4386.2230,-607.2297,3540.6829,-2604.0595,4029.1846,427.1520,-917.0843,144.1288,1421.2626,1027.0291,4462.7851,-4466.8146,1362.9561,358.3426,4954.2840,2032.6689,4159.3777,-490.9030,-2323.7544,-4503.4686,1479.2931,-4611.5027,1986.6110,-5083.7360,4273.5622,-5457.1793,-2810.4084,-5230.8797,-5522.1511,-5209.2852,-5523.2329,-4424.6247,1764.9065,-3943.8079,4570.8544,-5306.8115,2015.2980,-5436.0417,-6336.9383,-6275.1838,5691.7796,-1774.2753,2932.8908,-4774.5274,-1976.1316,3541.5625,-1151.6761,4591.8034,626.7529,-5516.6680,3241.7381,-5454.5267,6437.9177,2772.3989,-4397.8902,5471.4651,1541.2547,-4692.9529,4694.6362,-927.1239,1819.3599,2287.9214,-2102.6533,-5442.4221,-4700.6958,3297.1947,6229.0208,-278.5671,471.3654,2594.9476,5216.6700,5847.7944,-2542.5747,2443.8226,4596.4194,-1495.1770,-5520.8481,3974.0617,-2944.3160,-2506.3229,-4845.8802,-1632.5088,1356.5240,2166.0159,0.0000,3435.2678,-3282.7931,-1442.7774,519.5161,3152.7752,3308.0374,1821.9855,4555.1652,-504.3816,1329.9692,-5488.7861,-146256.7637,-148207.2743,-144762.1954,-144064.9339,-140577.0512,-149490.5012,-154633.6526,-145831.2769,66202749.2037,66236567.7116,66231963.8201,66215361.9370,-146244.2661,66214980.4765,
3600.000,-1591.6537,5022.6357,-5112.7604,-4154.5011,3946.2824,-1567.2244,5875.2321,-1288.0225,4110.7114,-2598.8742,161.5039,-2102.9939,-5415.2315,5292.7979,3800.1439,2075.3569,6307.0014,-5626.3526,1781.5224,6597.7909,-1514.6741,643.1609,-4094.4979,-6132.8853,-3120.2516,-259.4307,-3361.4725,-2304.5811,-22.1536,5138.2724,2454.9134,-1080.0600,-4724.3630,5332.6633,1515.9640,-4920.2593,-2851.3272,1156.3209,-5681.6350,5623.6051,-741.3123,-1977.0994,2300.5362,4605.7160,-2556.1627,1406.1980,-2349.2278,-1336.8963,-3834.9571,5015.2771,1079.6119,2264.5914,-3069.4588,2876.0044,-4964.5159,1554.3994,-1581.2045,-3170.1635,947.9205,3637.6903,5379.5836,4206.4478,3232.9572,-3246.4949,5433.5497,2121.2955,-199.8160,4215.4960,5754.5768,-3609.2555,3293.1222,5206.0909,-882.4425,4659.3296,4918.2553,-500.5657,-4782.1012,3144.9685,1078.8374,-1523.2122,5629.9208,1118.4944,-6105.8460,-4446.8509,-4069.2354,4638.8988,-2022.5277,-3925.8752,0.0000,1340.2566,-6722.9701,3893.3657,4990.7472,-6075.0859,-4300.2636,-5554.2095,5490.7382,-1303.8148,5461.3478,3828.3133,-83866.9001,-95519.0121,-92324.0800,-91244.6320,-85785.8412,-88862.9116,-94487.2876,-92159.3305,-269274304.3861,-269308025.3867,-269283865.9626,-269284934.9246,-92422.5614,-269290335.3617,6099.1937,1730.5247,-1719.6292,107.5162,1619.4273,5007.8517,-3282.4213,-6724.5464,617.5979,-5263.7351,-5114.5660,-5201.4383,1255.7140,-2392.9381,1941.1934,6299.7495,236.2736,2450.9447,4216.6698,1631.1807,6745.5045,5301.7020,5469.9477,-2397.3265,-5409.0365,6364.1998,5594.6667,-4087.2526,6676.3349,3033.2566,6426.7602,-5651.0338,-3713.7449,-3785.7719,5675.6835,-2374.0026,-5721.1022,-6800.5678,3207.4087,398.9510,3737.3177,4962.1073,-3434.9487,4135.8520,6206.4956,6256.7836,6329.7038,-4230.1226,-2515.4765,867.0093,-5350.7336,3724.7030,5029.4688,-4935.7263,-718.5180,-5257.9488,4190.5328,2910.0563,-4144.4286,-4859.1001,672.6014,4093.3491,-3017.7717,5199.1770,-3410.4503,-6171.0486,4207.4455,3241.2868,-3408.5186,-5718.5879,-5294.5680,-2461.6584,-6153.0032,-2086.6139,1805.8530,-3169.6360,1555.3605,-5851.7970,-6292.7547,-6119.9945,-554.9381,-6814.8570,2951.8568,2304.3560,2087.4061,-2738.5095,-5890.7234,3051.0146,0.0000,-4866.4023,1649.6086,-2302.1884,-1772.5427,-933.7784,-2679.9072,3236.0364,-1338.6993,4589.6827,2606.5772,3870.8919,323312.7040,343869.7051,319393.4549,321400.5691,328495.5505,326697.0653,327432.3815,326882.3596,-50002130.2269,-49982309.9828,-50001930.2413,-50016676.4644,325116.2700,-50005670.9883,-2650.4614,4282.9357,4253.1828,5440.2299,-5424.9946,-4524.5090,1042.5706,-1051.5003,-5514.8326,-3689.5344,4618.7254,3986.7646,-4195.3750,3802.4517,-5443.0995,1954.3664,2595.0046,3172.1420,-5180.7371,1521.6363,-237.3038,4363.4048,-1284.6549,1996.6122,2916.1833,2393.0433,2003.8702,5059.6067,-1110.4965,3288.4617,-805.2210,3292.1254,3446.0520,2146.6950,3603.0925,4241.1830,2612.3652,-879.4015,-2331.7908,3649.0386,-5819.5669,4339.0862,5563.6847,3136.1247,-1816.4487,-2299.5443,1426.7435,5273.4011,5134.1565,-4720.0471,4167.3511,-5349.5544,3586.4322,3869.8682,-4639.0779,4128.2550,-5324.7811,-5398.9185,5403.3236,-3267.1930,-4302.9799,3676.7072,-5293.7998,-2996.9366,2555.0894,2189.4771,5270.5643,4385.2446,303.3597,1160.9448,-3091.7972,-3832.6735,3049.0662,-4649.4268,-4322.2994,-6159.5725,4628.1292,1548.4293,-2352.2544,-2565.5754,3940.6731,90.4404,-918.2282,4620.3724,5100.4560,4329.0919,2980.3085,-4572.3534,0.0000,-4543.7627,-192.2692,5041.3429,-4416.3287,2348.3928,-4721.1601,2534.8590,-3981.7180,4722.7160,3197.8620,4237.7802,-147355.0728,-149097.8479,-144712.7762,-147099.9108,-140746.4575,-146720.6861,-156119.0493,-147188.8173,66154026.3063,66186304.4165,66184471.2570,66170667.3216,-146941.8492,66166185.7225,
7200.000,-1755.3303,-4637.6015,4676.5595,4401.8619,-6029.8357,981.9197,-2605.3026,3347.0893,-4970.7747,4740.6546,3498.9230,3946.9831,2959.4739,-1298.2995,-6150.4757,-4100.6802,-3864.2871,2252.9868,-5161.7019,-5408.5704,-395.1018,-3657.9740,1110.5062,6633.5039,3922.0753,-2451.1882,-558.2568,5524.5231,-2730.7537,-6518.1422,-4080.7909,3621.5263,6320.2384,-4159.9365,-3537.7851,6766.7194,3778.9685,-304.0595,4440.9624,-6273.8883,-2944.5135,240.8718,-2792.4200,-5075.6691,2234.8930,-4027.9124,-364.3460,4895.7504,4379.4622,-5522.9339,3187.8332,-5801.9341,-914.1801,-1593.4983,5275.9450,313.4157,1600.2783,-622.2803,2570.5996,-2451.1327,-4198.0247,-6451.1673,-1601.2172,-1133.6543,-1864.0946,953.5971,-4656.3399,-6548.1508,-2735.8578,4113.9925,-3432.4702,-1366.4104,3670.4626,-2146.4512,-6778.8267,3080.7454,2576.0259,600.2329,1680.0372,4177.8682,-6359.7990,839.6398,3090.3665,1604.2159,3614.4605,-1279.3129,3525.5055,136.7169,0.0000,2731.5369,4799.6084,391.4340,-1229.8607,2566.7115,6084.4274,2040.0411,-5267.9368,-3781.2883,-3908.2661,-6158.2723,-164533.2392,-177219.9651,-171936.9764,-172409.8677,-163787.8554,-170738.1254,-171736.9823,-170214.1825,-247086660.0432,-247128715.3103,-247099904.3304,-247095408.4834,-170341.6298,-247103423.0188,-3842.9808,2874.6963,-2656.9592,-4249.6596,1608.1100,82.6833,4013.1638,4514.6563,3325.4609,1877.5203,2591.3161,1281.2222,-4351.6343,2251.4360,1019.1609,-5282.0482,3195.2433,-4530.2965,-4077.3554,1170.3062,-5731.3004,-2139.5735,-5480.7358,50.0113,1637.2156,-6126.6828,-5087.6066,3721.0954,-5424.5454,-1474.5796,-4000.3976,5176.2072,2762.9634,4969.7929,-5885.9412,-252.4585,2198.0022,4653.2368,-5137.8337,2040.2948,-921.4723,-6873.6709,6170.5635,-4383.5147,-5774.1769,-3001.5059,-4860.7161,4240.1619,-1983.7474,2878.8573,4259.3824,-2644.2575,-4055.2366,6714.8521,-3480.6780,6862.7897,-6673.2114,-5163.7447,5728.6807,6345.3449,3338.0992,-2500.3059,6249.6444,-4855.4494,3990.1814,4374.1951,-2818.1197,-2114.5228,4275.7258,2609.8752,5755.7639,3922.7753,3510.2131,5418.5310,375.0200,5554.8064,-5367.7410,5187.5249,6358.8025,2722.4241,2673.9061,5478.6232,-4517.4526,-5769.7519,-5544.5279,5244.5921,2383.8466,-6010.2377,0.0000,5879.4817,-3523.7498,4976.7017,4088.4767,-3016.8632,-805.5824,-3923.4436,4385.7560,-2911.0985,1335.1286,-3112.5664,293848.4972,308950.5826,286434.4588,291767.1744,295608.9799,290617.9549,294637.9282,290088.9131,-118056466.6859,-118039041.4151,-118049245.3004,-118063503.6829,291868.2222,-118059414.7694,5364.8365,-4113.6224,-4287.7635,-3092.1341,2930.2920,6841.6926,-4851.9198,4039.3920,3435.1559,4683.6319,-5357.0401,-5501.5795,4544.5746,-6448.0617,2975.2111,1762.9146,-4639.9574,-4715.1815,2104.1083,-4237.8232,-3856.5350,-5452.9335,4121.4783,1828.4655,-5434.0129,1659.1272,-4530.5984,-1840.4609,-2991.9636,1339.1515,3904.7228,2014.1727,692.9646,2319.2215,635.9709,-1446.1214,-5353.2141,5149.9413,-1363.1524,1268.6347,6217.6109,-396.8726,-1537.7786,1803.6003,-3160.7938,4588.8116,-4889.7662,-2385.9978,-4942.4482,3044.3342,-4357.0821,2623.0632,-5513.8699,232.5016,2579.6853,4.0716,1093.1121,4525.2442,-2828.3403,-1106.9469,4359.8004,-441.2864,2424.6040,4643.9149,-5325.5669,-5235.4566,-4006.0921,-513.7470,4356.3872,-4836.6183,-1863.9874,5519.2072,-4716.3216,3686.7632,-29.0092,2779.9720,-3374.5942,-4397.0680,-1743.8441,4622.3075,160.0647,-4124.0072,4097.6921,-3269.2819,-1798.2176,-4329.9800,-5445.5411,3063.1470,0.0000,2005.1279,3527.9275,-4593.9327,5402.6889,-5262.6085,3190.0565,-5317.3054,862.4825,-4736.8258,-5467.9203,-302.2148,-148390.0590,-149953.4572,-145245.4079,-149084.8382,-141335.6836,-145455.8707,-156944.5635,-147818.3105,66106094.1178,66135794.4959,66135666.4578,66124822.1724,-147624.0972,66117394.2074,
