sl_20_5400_20280806 Coordinates.csv
2028/08/06 07:47:00.0000 UTC

Generated: Tue Oct  8 21:40:17 2024,
Start: 2028/08/06 07:47:00.00, Stop: 2028/08/06 09:17:00.00,
TIME_UNITS,STARLINK-11186 [DTC] - X-Coordinate,STARLINK-1499 - X-Coordinate,STARLINK-4067 - X-Coordinate,STARLINK-4606 - X-Coordinate,STARLINK-2331 - X-Coordinate,STARLINK-2379 - X-Coordinate,STARLINK-2265 - X-Coordinate,STARLINK-5396 - X-Coordinate,STARLINK-31797 - X-Coordinate,STARLINK-32019 - X-Coordinate,STARLINK-31688 - X-Coordinate,STARLINK-5279 - X-Coordinate,STARLINK-31325 - X-Coordinate,STARLINK-11203 [DTC] - X-Coordinate,STARLINK-1741 - X-Coordinate,STARLINK-30909 - X-Coordinate,STARLINK-30077 - X-Coordinate,STARLINK-3314 - X-Coordinate,STARLINK-2356 - X-Coordinate,STARLINK-31863 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11186 [DTC] - Y-Coordinate,STARLINK-1499 - Y-Coordinate,STARLINK-4067 - Y-Coordinate,STARLINK-4606 - Y-Coordinate,STARLINK-2331 - Y-Coordinate,STARLINK-2379 - Y-Coordinate,STARLINK-2265 - Y-Coordinate,STARLINK-5396 - Y-Coordinate,STARLINK-31797 - Y-Coordinate,STARLINK-32019 - Y-Coordinate,STARLINK-31688 - Y-Coordinate,STARLINK-5279 - Y-Coordinate,STARLINK-31325 - Y-Coordinate,STARLINK-11203 [DTC] - Y-Coordinate,STARLINK-1741 - Y-Coordinate,STARLINK-30909 - Y-Coordinate,STARLINK-30077 - Y-Coordinate,STARLINK-3314 - Y-Coordinate,STARLINK-2356 - Y-Coordinate,STARLINK-31863 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11186 [DTC] - Z-Coordinate,STARLINK-1499 - Z-Coordinate,STARLINK-4067 - Z-Coordinate,STARLINK-4606 - Z-Coordinate,STARLINK-2331 - Z-Coordinate,STARLINK-2379 - Z-Coordinate,STARLINK-2265 - Z-Coordinate,STARLINK-5396 - Z-Coordinate,STARLINK-31797 - Z-Coordinate,STARLINK-32019 - Z-Coordinate,STARLINK-31688 - Z-Coordinate,STARLINK-5279 - Z-Coordinate,STARLINK-31325 - Z-Coordinate,STARLINK-11203 [DTC] - Z-Coordinate,STARLINK-1741 - Z-Coordinate,STARLINK-30909 - Z-Coordinate,STARLINK-30077 - Z-Coordinate,STARLINK-3314 - Z-Coordinate,STARLINK-2356 - Z-Coordinate,STARLINK-31863 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,-555.3024,0.0000,-6038.8497,-5144.5902,2072.4717,4136.9434,-2138.7270,-3114.9402,2625.0460,630.5098,-2512.2545,-2689.5060,4537.4897,0.0000,3750.3456,5838.5897,-5272.6561,-2457.5913,2477.0412,-1499.9905,171592.7316,189372.9332,172088.3048,173826.1276,182310.8255,180222.9725,178778.3367,175726.6467,-296906100.7558,-296893963.6525,-296930300.5582,-296932405.0344,177303.9740,-296922939.5217,-5959.8323,0.0000,3026.7388,-1363.2810,-6309.9855,328.1240,4014.5132,-4518.4374,-6035.2437,-4252.0123,3859.9318,-4695.3946,2672.0565,0.0000,2692.7218,3645.0817,324.6600,5492.9357,-4750.8245,-5315.8014,-369160.0048,-343093.8878,-358301.4966,-358757.4425,-361090.9389,-359235.6733,-352905.8817,-355708.1630,100326780.6639,100353426.7550,100324760.4079,100332724.6072,-355726.2089,100331769.2123,3123.8899,0.0000,-1362.0530,-4406.8016,1559.8087,5477.7656,-5165.4011,4105.9820,-1622.8841,-5306.7125,5013.0712,4267.1820,4381.3789,0.0000,5095.0286,762.4586,-4476.7271,-3407.1126,4221.4701,-4015.5087,-71409.1200,-72005.4898,-70451.2342,-71709.7787,-66298.8884,-73403.1294,-81438.0409,-71643.1686,136916472.8001,136899529.6454,136939573.9254,136920715.0297,-72424.4968,136926910.7558,
3000.000,-1980.6265,0.0000,-5501.1065,-4458.8746,911.5940,3965.4518,-668.9598,-4864.9802,1203.9517,-1517.2594,-1233.5281,-3517.6450,4979.6601,0.0000,5288.3212,6209.1621,-4501.7629,-1389.9109,1359.0230,-3133.8584,179518.8453,196709.7717,179562.3220,181390.4178,189854.4603,187653.5754,186323.0756,183082.7634,-299024606.2649,-299012988.4933,-299048164.0597,-299051200.7210,184818.2451,-299041360.8603,-6288.5770,0.0000,4122.3292,523.2492,-6758.6512,-1843.2524,5356.4569,-3663.4878,-6668.6697,-3840.1530,5350.7536,-2889.0953,566.7064,0.0000,1463.0883,2101.2548,2322.7805,6526.4215,-6049.7832,-3993.9512,-365403.9553,-339014.0515,-354356.8795,-354739.8937,-357271.3587,-355304.4271,-349153.1850,-351860.1118,93820393.6758,93847519.7137,93818204.6272,93825777.9375,-351911.0293,93825379.3289,1467.5399,0.0000,452.1005,-5252.7180,-251.3544,5302.1642,-4268.9920,3148.0010,-87.8034,-5440.0001,4026.2155,5172.0964,4669.3156,0.0000,4146.5259,2227.1307,-4720.9604,-1810.9281,2848.0990,-4567.8518,-71324.6639,-71910.8607,-70278.3162,-71803.1909,-66144.9845,-72982.1965,-81375.9812,-72000.3150,136914811.8606,136897882.7521,136938398.5795,136919426.1771,-72308.6286,136925385.7609,
3300.000,-3178.4443,0.0000,-4405.9679,-3378.0990,-346.6391,3453.7189,825.8826,-6125.4558,-341.6611,-3522.2786,129.9389,-4051.2433,4967.7106,0.0000,6307.5811,5989.2668,-3334.6789,-204.2691,132.8063,-4486.1744,187363.4186,203957.7526,186956.0719,188878.7608,197315.7096,194984.1679,193788.4306,190493.3503,-301000558.0896,-300989468.4035,-301023464.8658,-301027398.2591,192250.4581,-301017228.9133,-5951.7864,0.0000,4806.7526,2392.4573,-6506.7072,-3829.1347,6182.2757,-2472.0407,-6607.7784,-3093.7382,6300.1181,-800.6655,-1591.5316,0.0000,130.3991,336.4043,4116.0767,6909.5985,-6725.9952,-2294.3233,-361475.6197,-334778.2396,-350251.7282,-350548.6636,-353291.6202,-351203.3341,-345240.3844,-347861.2602,87269331.5197,87296924.3978,87267005.0030,87274143.6863,-347937.0805,87274318.0836,-358.6761,0.0000,2216.8838,-5532.5251,-2034.3346,4546.0114,-2906.3920,1841.8896,1457.3180,-4966.4692,2585.3651,5514.7533,4440.4125,0.0000,2744.2362,3452.3840,-4459.1947,-19.3137,1155.2393,-4609.9315,-71240.3104,-71816.2252,-70109.2249,-71899.0369,-65994.1196,-72557.9316,-81309.3548,-72382.0926,136913155.4642,136896236.7618,136937211.5081,136918152.1402,-72192.7214,136923860.5280,
3600.000,-4039.8750,0.0000,-2852.9065,-2013.2724,-1591.9899,2644.7056,2208.1203,-6770.2387,-1866.0134,-5175.1969,1451.4563,-4240.5620,4500.4811,0.0000,6699.0029,5208.5890,-1882.6829,1001.5870,-1093.8484,-5419.7051,195122.6569,211113.5849,194266.1788,196289.2976,204691.1843,202209.3802,201170.9924,197955.7540,-302833015.3706,-302822462.2175,-302855263.8287,-302860056.6314,199597.2577,-302849602.9852,-4976.3258,0.0000,5027.9298,4059.2033,-5585.0191,-5427.3565,6399.2846,-1050.7309,-5861.3988,-2084.4118,6602.3278,1358.3609,-3585.2814,0.0000,-1185.5986,-1486.2561,5528.3848,6603.6163,-6706.5392,-390.2201,-357376.7217,-330388.3955,-345987.9162,-346184.3143,-349153.5313,-346933.2073,-341169.1126,-343709.3003,80676717.0988,80704763.5332,80674284.7258,80680947.8626,-343806.1264,80681708.3586,-2143.4491,0.0000,3739.6292,-5216.2694,-3589.2940,3291.9109,-1225.8545,332.0561,2835.3067,-3938.5760,852.8553,5258.1099,3719.9787,0.0000,1041.5166,4306.5724,-3719.3040,1774.3636,-667.2202,-4137.1251,-71156.0580,-71721.5814,-69944.0615,-71996.4774,-65846.2782,-72131.6024,-81238.1859,-72748.9189,136911503.6704,136894591.6852,136936012.6420,136916891.7263,-72076.7755,136922335.0571,
3900.000,-4492.4718,0.0000,-990.0067,-497.7516,-2713.2014,1605.7705,3354.5395,-6736.0153,-3223.7218,-6301.4153,2612.1532,-4063.4496,3617.6266,0.0000,6416.8930,3949.4190,-280.4260,2127.7087,-2214.8199,-5835.3042,202792.8002,218174.0196,201489.3074,203620.5430,211977.5332,209323.6949,208467.3834,205456.0472,-304521105.6528,-304511097.1696,-304542690.1981,-304548303.4221,206855.3261,-304537610.7839,-3458.7470,0.0000,4778.9005,5354.3844,-4094.2648,-6475.3400,5975.1711,472.6186,-4510.4606,-904.5183,6219.1981,3370.4969,-5214.3052,0.0000,-2370.3299,-3194.9767,6418.2410,5639.7629,-5991.8396,1527.6401,-353109.0686,-325846.5321,-341567.3909,-341647.4453,-344858.9698,-342494.7908,-336941.0776,-339401.8486,74045693.1036,74074179.6390,74043186.6845,74049336.1837,-339520.0023,74050692.8164,-3680.7336,0.0000,4854.2579,-4337.6931,-4742.5891,1677.0745,588.9761,-1214.5095,3888.1589,-2470.4441,-975.8728,4429.9973,2587.6553,0.0000,-775.2264,4698.0448,-2580.2315,3376.2379,-2414.9309,-3201.9750,-71071.9051,-71626.9271,-69782.9197,-72094.3689,-65701.4458,-71704.9264,-81162.4968,-73063.2674,136909856.5362,136892947.5331,136934801.9317,136915643.8035,-71960.7907,136920809.3482,
4200.000,-4505.5493,0.0000,1000.5230,1025.5097,-3607.5456,423.5607,4167.3592,-6028.6393,-4283.5787,-6779.8800,3511.5353,-3527.9858,2396.6138,0.0000,5484.5640,2337.6451,1326.2303,3079.9379,-3134.4818,-5682.5745,210370.1248,225135.8516,208622.1643,210871.4514,219171.4440,216321.4702,215674.2597,212970.4636,-306064025.3009,-306054569.3095,-306084942.0320,-306091335.2180,214021.3850,-306080448.8354,-1555.2705,0.0000,4096.5680,6142.0080,-2193.2028,-6867.1475,4942.9858,1960.3737,-2698.8427,340.8160,5185.0679,5034.2495,-6315.8326,0.0000,-3324.1949,-4625.7042,6693.2852,4116.1511,-4655.6687,3269.9520,-348674.5505,-321154.7302,-336992.1728,-336938.7543,-340409.8823,-337888.7538,-332558.0622,-334937.2374,67379420.5134,67408333.5290,67376871.9701,67382472.5727,-335080.6135,67384432.4012,-4793.7522,0.0000,5439.4704,-2990.8821,-5365.9777,-121.5664,2339.1776,-2626.9402,4495.2899,-725.7291,-2694.6775,3120.2020,1168.7502,0.0000,-2507.2201,4584.8663,-1163.8817,4613.2876,-3892.3915,-1908.6013,-70987.8502,-71532.2606,-69625.8858,-72191.1631,-65559.6095,-71280.2187,-81082.3081,-73292.7716,136908214.1166,136891304.3167,136933579.3463,136914407.2973,-71844.7672,136919283.4014,
4500.000,-4090.9615,0.0000,2920.4409,2417.1612,-4189.7331,-802.7914,4582.4379,-4722.0357,-4941.0371,-6556.7986,4075.8173,-2672.9501,946.2948,0.0000,3992.3497,529.9675,2793.2738,3777.4370,-3775.3467,-4966.2995,217850.9449,231995.9212,215661.4996,218041.4799,226269.6450,223197.0018,222788.3124,220467.6312,-307461039.8820,-307452143.8850,-307481286.5751,-307488417.9767,221092.1972,-307477382.8667,534.8316,0.0000,3056.3109,6333.7977,-81.2717,-6564.6555,3399.0386,3277.4276,-617.5977,1542.5766,3603.5621,6184.5386,-6781.1931,0.0000,-3970.5907,-5637.8245,6320.3291,2187.2076,-2836.9332,4667.4175,-344075.1398,-316315.1381,-332264.3544,-332059.1421,-335808.2837,-333115.7039,-328021.9231,-330315.1690,60681077.0898,60710402.8053,60678518.3712,60683537.6489,-330489.9344,60686104.8326,-5355.0645,0.0000,5431.7343,-1320.6850,-5390.3657,-1906.9229,3832.7229,-3749.5770,4587.2600,1100.3281,-4110.3812,1470.9794,-379.5919,0.0000,-3965.4401,3979.2031,377.6810,5352.1829,-4934.9688,-401.4440,-70903.8914,-71437.5798,-69473.0377,-72284.7773,-65420.7572,-70860.5822,-80997.6384,-73412.5629,136906576.4642,136889662.0470,136932344.8726,136913181.1870,-71728.7050,136917757.2167,
4800.000,-3299.8298,0.0000,4575.2720,3554.0984,-4399.6311,-1969.6587,4573.8412,-2949.9504,-5128.3224,-5652.2773,4263.2258,-1565.7623,-602.5699,0.0000,2088.3188,-1301.3729,3991.3905,4159.1453,-4083.8835,-3747.6054,225231.6145,238751.1152,222604.1084,225130.6321,233268.9064,229944.6487,229806.2696,227911.2296,-308711484.5154,-308703155.6922,-308731060.6042,-308738887.3651,228064.5676,-308727748.1548,2590.2438,0.0000,1763.4333,5899.6677,2022.3199,-5601.3081,1493.7244,4303.2364,1515.4545,2597.0671,1636.5721,6709.5437,-6566.8246,0.0000,-4261.3996,-6128.0643,5329.7212,47.4613,-724.5692,5587.3505,-339312.8904,-311329.9701,-327386.0988,-327009.8850,-331056.2563,-328176.2355,-323334.5904,-325537.1570,53953855.8614,53983580.3435,53951318.8616,53955727.2101,-325750.0081,53958903.0904,-5300.5769,0.0000,4831.9398,492.5097,-4813.0206,-3483.7175,4905.9061,-4459.1026,4153.5574,2802.8878,-5064.5869,-338.2890,-1885.9480,0.0000,-4991.3588,2946.0349,1878.5519,5513.4981,-5426.9602,1150.7089,-70820.0269,-71342.8829,-69324.4456,-72372.4342,-65284.8782,-70450.1394,-80908.5045,-73406.7279,136904943.6295,136888020.7351,136931098.5135,136911964.5014,-71612.6043,136916230.7940,
5100.000,-2216.1084,0.0000,5794.0314,4340.3673,-4208.3752,-2977.3404,4154.4819,-891.7952,-4821.3902,-4158.6751,4066.0429,-297.7295,-2109.0080,0.0000,-36.9622,-2985.0113,4817.3390,4188.7962,-4034.2808,-2139.2688,232508.5289,245398.3684,229446.8327,232139.4483,240166.0418,236559.0617,236724.8978,235262.7374,-309814764.1891,-309807009.3916,-309833670.7413,-309842149.0641,234935.3451,-309830949.8435,4390.7379,0.0000,342.4867,4872.4714,3901.0120,-4077.9768,-583.5774,4942.4481,3478.5829,3414.5503,-512.8969,6561.9780,-5698.2861,0.0000,-4179.6469,-6041.2805,3813.1947,-2088.3705,1462.3686,5946.4771,-334389.9364,-306201.5059,-322359.6388,-321792.9040,-326155.9491,-323071.0428,-318498.0662,-320606.7217,47200963.6019,47231072.7705,47198480.0804,47202250.7085,-320862.9449,47206033.8927,-4636.4197,0.0000,3705.2857,2252.2938,-3697.8686,-4680.0854,5441.3500,-4677.8140,3243.7679,4190.8811,-5451.0388,-2110.8026,-3183.8376,0.0000,-5473.8917,1596.2982,3177.0399,5079.9778,-5313.9006,2573.7366,-70736.2547,-71248.1682,-69180.1714,-72450.4816,-65151.9631,-70054.2935,-80814.9218,-73268.9235,136903315.6605,136886380.3925,136929840.2873,136910756.3161,-71496.4650,136914704.1333,
5400.000,-947.8630,0.0000,6447.1343,4715.1469,-3622.3833,-3738.1176,3373.1665,1245.6504,-4043.1158,-2230.7858,3509.6838,1023.1568,-3434.5553,0.0000,-2169.6780,-4366.5794,5202.6791,3858.2821,-3630.2095,-295.3812,239678.1267,251934.6651,236186.5624,239068.8840,246957.9098,243035.5634,243541.0038,242484.0283,-310770354.0434,-310763179.7919,-310788593.7329,-310797679.0423,241701.4238,-310786463.2260,5740.4033,0.0000,-1074.5969,3346.0122,5362.9843,-2151.7054,-2623.6614,5133.3480,5069.2735,3926.4555,-2621.8050,5763.3019,-4266.8679,0.0000,-3739.4951,-5376.9329,1915.2570,-4006.9781,3497.2293,5718.4282,-329308.4923,-300932.0895,-317187.2754,-316411.1545,-321109.5767,-317801.1347,-313514.4247,-315529.3378,40425619.3017,40456098.9366,40423220.8062,40426329.7202,-315830.9219,40430716.1675,-3438.3338,0.0000,2174.4119,3767.8706,-2168.8534,-5366.1640,5380.6301,-4381.8010,1962.0386,5108.7271,-5226.8792,-3654.1164,-4130.2320,0.0000,-5360.9166,75.0331,4133.3072,4098.2847,-4608.2299,3707.9634,-70652.5726,-71153.4339,-69040.2688,-72514.2234,-65022.0035,-69679.9698,-80716.9034,-73002.2817,136901692.6031,136884741.0306,136928570.2267,136909555.7492,-71380.2873,136913177.2347,
