sl_100_5400_20280807 Coordinates.csv
2028/08/07 07:47:00.0000 UTC

Generated: Tue Oct  8 21:41:12 2024,
Start: 2028/08/07 07:47:00.00, Stop: 2028/08/07 09:17:00.00,
TIME_UNITS,STARLINK-3683 - X-Coordinate,STARLINK-3045 - X-Coordinate,STARLINK-31933 - X-Coordinate,STARLINK-31725 - X-Coordinate,STARLINK-1880 - X-Coordinate,STARLINK-6297 - X-Coordinate,STARLINK-30598 - X-Coordinate,STARLINK-31346 - X-Coordinate,STARLINK-6041 - X-Coordinate,STARLINK-6197 - X-Coordinate,STARLINK-30217 - X-Coordinate,STARLINK-1579 - X-Coordinate,STARLINK-1179 - X-Coordinate,STARLINK-31042 - X-Coordinate,STARLINK-2189 - X-Coordinate,STARLINK-30115 - X-Coordinate,STARLINK-6368 - X-Coordinate,STARLINK-30592 - X-Coordinate,STARLINK-4749 - X-Coordinate,STARLINK-2686 - X-Coordinate,STARLINK-31825 - X-Coordinate,STARLINK-11110 [DTC] - X-Coordinate,STARLINK-31742 - X-Coordinate,STARLINK-32234 - X-Coordinate,STARLINK-1411 - X-Coordinate,STARLINK-4474 - X-Coordinate,STARLINK-31262 - X-Coordinate,STARLINK-1678 - X-Coordinate,STARLINK-4442 - X-Coordinate,STARLINK-5553 - X-Coordinate,STARLINK-31350 - X-Coordinate,STARLINK-5869 - X-Coordinate,STARLINK-5242 - X-Coordinate,STARLINK-1956 - X-Coordinate,STARLINK-5725 - X-Coordinate,STARLINK-5832 - X-Coordinate,STARLINK-5504 - X-Coordinate,STARLINK-5895 - X-Coordinate,STARLINK-5594 - X-Coordinate,STARLINK-1567 - X-Coordinate,STARLINK-30510 - X-Coordinate,STARLINK-3839 - X-Coordinate,STARLINK-5300 - X-Coordinate,STARLINK-4081 - X-Coordinate,STARLINK-2547 - X-Coordinate,STARLINK-5414 - X-Coordinate,STARLINK-31138 - X-Coordinate,STARLINK-11196 [DTC] - X-Coordinate,STARLINK-4186 - X-Coordinate,STARLINK-3753 - X-Coordinate,STARLINK-2510 - X-Coordinate,STARLINK-31716 - X-Coordinate,STARLINK-31648 - X-Coordinate,STARLINK-6334 - X-Coordinate,STARLINK-2102 - X-Coordinate,STARLINK-4321 - X-Coordinate,STARLINK-31929 - X-Coordinate,STARLINK-31158 - X-Coordinate,STARLINK-2556 - X-Coordinate,STARLINK-2618 - X-Coordinate,STARLINK-31381 - X-Coordinate,STARLINK-31284 - X-Coordinate,STARLINK-30247 - X-Coordinate,STARLINK-30413 - X-Coordinate,STARLINK-4044 - X-Coordinate,STARLINK-31919 - X-Coordinate,STARLINK-4157 - X-Coordinate,STARLINK-4372 - X-Coordinate,STARLINK-30989 - X-Coordinate,STARLINK-30226 - X-Coordinate,STARLINK-31602 - X-Coordinate,STARLINK-4722 - X-Coordinate,STARLINK-30207 - X-Coordinate,STARLINK-6132 - X-Coordinate,STARLINK-30263 - X-Coordinate,STARLINK-3349 - X-Coordinate,STARLINK-31852 - X-Coordinate,STARLINK-2723 - X-Coordinate,STARLINK-31168 - X-Coordinate,STARLINK-31751 - X-Coordinate,STARLINK-4095 - X-Coordinate,STARLINK-4445 - X-Coordinate,STARLINK-5432 - X-Coordinate,STARLINK-6357 - X-Coordinate,STARLINK-3671 - X-Coordinate,STARLINK-6172 - X-Coordinate,STARLINK-30902 - X-Coordinate,STARLINK-31407 - X-Coordinate,STARLINK-31986 - X-Coordinate,STARLINK-1056 - X-Coordinate,STARLINK-30188 - X-Coordinate,STARLINK-30133 - X-Coordinate,STARLINK-1265 - X-Coordinate,STARLINK-5651 - X-Coordinate,STARLINK-5284 - X-Coordinate,STARLINK-1527 - X-Coordinate,STARLINK-2242 - X-Coordinate,STARLINK-31862 - X-Coordinate,STARLINK-30835 - X-Coordinate,STARLINK-5873 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3683 - Y-Coordinate,STARLINK-3045 - Y-Coordinate,STARLINK-31933 - Y-Coordinate,STARLINK-31725 - Y-Coordinate,STARLINK-1880 - Y-Coordinate,STARLINK-6297 - Y-Coordinate,STARLINK-30598 - Y-Coordinate,STARLINK-31346 - Y-Coordinate,STARLINK-6041 - Y-Coordinate,STARLINK-6197 - Y-Coordinate,STARLINK-30217 - Y-Coordinate,STARLINK-1579 - Y-Coordinate,STARLINK-1179 - Y-Coordinate,STARLINK-31042 - Y-Coordinate,STARLINK-2189 - Y-Coordinate,STARLINK-30115 - Y-Coordinate,STARLINK-6368 - Y-Coordinate,STARLINK-30592 - Y-Coordinate,STARLINK-4749 - Y-Coordinate,STARLINK-2686 - Y-Coordinate,STARLINK-31825 - Y-Coordinate,STARLINK-11110 [DTC] - Y-Coordinate,STARLINK-31742 - Y-Coordinate,STARLINK-32234 - Y-Coordinate,STARLINK-1411 - Y-Coordinate,STARLINK-4474 - Y-Coordinate,STARLINK-31262 - Y-Coordinate,STARLINK-1678 - Y-Coordinate,STARLINK-4442 - Y-Coordinate,STARLINK-5553 - Y-Coordinate,STARLINK-31350 - Y-Coordinate,STARLINK-5869 - Y-Coordinate,STARLINK-5242 - Y-Coordinate,STARLINK-1956 - Y-Coordinate,STARLINK-5725 - Y-Coordinate,STARLINK-5832 - Y-Coordinate,STARLINK-5504 - Y-Coordinate,STARLINK-5895 - Y-Coordinate,STARLINK-5594 - Y-Coordinate,STARLINK-1567 - Y-Coordinate,STARLINK-30510 - Y-Coordinate,STARLINK-3839 - Y-Coordinate,STARLINK-5300 - Y-Coordinate,STARLINK-4081 - Y-Coordinate,STARLINK-2547 - Y-Coordinate,STARLINK-5414 - Y-Coordinate,STARLINK-31138 - Y-Coordinate,STARLINK-11196 [DTC] - Y-Coordinate,STARLINK-4186 - Y-Coordinate,STARLINK-3753 - Y-Coordinate,STARLINK-2510 - Y-Coordinate,STARLINK-31716 - Y-Coordinate,STARLINK-31648 - Y-Coordinate,STARLINK-6334 - Y-Coordinate,STARLINK-2102 - Y-Coordinate,STARLINK-4321 - Y-Coordinate,STARLINK-31929 - Y-Coordinate,STARLINK-31158 - Y-Coordinate,STARLINK-2556 - Y-Coordinate,STARLINK-2618 - Y-Coordinate,STARLINK-31381 - Y-Coordinate,STARLINK-31284 - Y-Coordinate,STARLINK-30247 - Y-Coordinate,STARLINK-30413 - Y-Coordinate,STARLINK-4044 - Y-Coordinate,STARLINK-31919 - Y-Coordinate,STARLINK-4157 - Y-Coordinate,STARLINK-4372 - Y-Coordinate,STARLINK-30989 - Y-Coordinate,STARLINK-30226 - Y-Coordinate,STARLINK-31602 - Y-Coordinate,STARLINK-4722 - Y-Coordinate,STARLINK-30207 - Y-Coordinate,STARLINK-6132 - Y-Coordinate,STARLINK-30263 - Y-Coordinate,STARLINK-3349 - Y-Coordinate,STARLINK-31852 - Y-Coordinate,STARLINK-2723 - Y-Coordinate,STARLINK-31168 - Y-Coordinate,STARLINK-31751 - Y-Coordinate,STARLINK-4095 - Y-Coordinate,STARLINK-4445 - Y-Coordinate,STARLINK-5432 - Y-Coordinate,STARLINK-6357 - Y-Coordinate,STARLINK-3671 - Y-Coordinate,STARLINK-6172 - Y-Coordinate,STARLINK-30902 - Y-Coordinate,STARLINK-31407 - Y-Coordinate,STARLINK-31986 - Y-Coordinate,STARLINK-1056 - Y-Coordinate,STARLINK-30188 - Y-Coordinate,STARLINK-30133 - Y-Coordinate,STARLINK-1265 - Y-Coordinate,STARLINK-5651 - Y-Coordinate,STARLINK-5284 - Y-Coordinate,STARLINK-1527 - Y-Coordinate,STARLINK-2242 - Y-Coordinate,STARLINK-31862 - Y-Coordinate,STARLINK-30835 - Y-Coordinate,STARLINK-5873 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3683 - Z-Coordinate,STARLINK-3045 - Z-Coordinate,STARLINK-31933 - Z-Coordinate,STARLINK-31725 - Z-Coordinate,STARLINK-1880 - Z-Coordinate,STARLINK-6297 - Z-Coordinate,STARLINK-30598 - Z-Coordinate,STARLINK-31346 - Z-Coordinate,STARLINK-6041 - Z-Coordinate,STARLINK-6197 - Z-Coordinate,STARLINK-30217 - Z-Coordinate,STARLINK-1579 - Z-Coordinate,STARLINK-1179 - Z-Coordinate,STARLINK-31042 - Z-Coordinate,STARLINK-2189 - Z-Coordinate,STARLINK-30115 - Z-Coordinate,STARLINK-6368 - Z-Coordinate,STARLINK-30592 - Z-Coordinate,STARLINK-4749 - Z-Coordinate,STARLINK-2686 - Z-Coordinate,STARLINK-31825 - Z-Coordinate,STARLINK-11110 [DTC] - Z-Coordinate,STARLINK-31742 - Z-Coordinate,STARLINK-32234 - Z-Coordinate,STARLINK-1411 - Z-Coordinate,STARLINK-4474 - Z-Coordinate,STARLINK-31262 - Z-Coordinate,STARLINK-1678 - Z-Coordinate,STARLINK-4442 - Z-Coordinate,STARLINK-5553 - Z-Coordinate,STARLINK-31350 - Z-Coordinate,STARLINK-5869 - Z-Coordinate,STARLINK-5242 - Z-Coordinate,STARLINK-1956 - Z-Coordinate,STARLINK-5725 - Z-Coordinate,STARLINK-5832 - Z-Coordinate,STARLINK-5504 - Z-Coordinate,STARLINK-5895 - Z-Coordinate,STARLINK-5594 - Z-Coordinate,STARLINK-1567 - Z-Coordinate,STARLINK-30510 - Z-Coordinate,STARLINK-3839 - Z-Coordinate,STARLINK-5300 - Z-Coordinate,STARLINK-4081 - Z-Coordinate,STARLINK-2547 - Z-Coordinate,STARLINK-5414 - Z-Coordinate,STARLINK-31138 - Z-Coordinate,STARLINK-11196 [DTC] - Z-Coordinate,STARLINK-4186 - Z-Coordinate,STARLINK-3753 - Z-Coordinate,STARLINK-2510 - Z-Coordinate,STARLINK-31716 - Z-Coordinate,STARLINK-31648 - Z-Coordinate,STARLINK-6334 - Z-Coordinate,STARLINK-2102 - Z-Coordinate,STARLINK-4321 - Z-Coordinate,STARLINK-31929 - Z-Coordinate,STARLINK-31158 - Z-Coordinate,STARLINK-2556 - Z-Coordinate,STARLINK-2618 - Z-Coordinate,STARLINK-31381 - Z-Coordinate,STARLINK-31284 - Z-Coordinate,STARLINK-30247 - Z-Coordinate,STARLINK-30413 - Z-Coordinate,STARLINK-4044 - Z-Coordinate,STARLINK-31919 - Z-Coordinate,STARLINK-4157 - Z-Coordinate,STARLINK-4372 - Z-Coordinate,STARLINK-30989 - Z-Coordinate,STARLINK-30226 - Z-Coordinate,STARLINK-31602 - Z-Coordinate,STARLINK-4722 - Z-Coordinate,STARLINK-30207 - Z-Coordinate,STARLINK-6132 - Z-Coordinate,STARLINK-30263 - Z-Coordinate,STARLINK-3349 - Z-Coordinate,STARLINK-31852 - Z-Coordinate,STARLINK-2723 - Z-Coordinate,STARLINK-31168 - Z-Coordinate,STARLINK-31751 - Z-Coordinate,STARLINK-4095 - Z-Coordinate,STARLINK-4445 - Z-Coordinate,STARLINK-5432 - Z-Coordinate,STARLINK-6357 - Z-Coordinate,STARLINK-3671 - Z-Coordinate,STARLINK-6172 - Z-Coordinate,STARLINK-30902 - Z-Coordinate,STARLINK-31407 - Z-Coordinate,STARLINK-31986 - Z-Coordinate,STARLINK-1056 - Z-Coordinate,STARLINK-30188 - Z-Coordinate,STARLINK-30133 - Z-Coordinate,STARLINK-1265 - Z-Coordinate,STARLINK-5651 - Z-Coordinate,STARLINK-5284 - Z-Coordinate,STARLINK-1527 - Z-Coordinate,STARLINK-2242 - Z-Coordinate,STARLINK-31862 - Z-Coordinate,STARLINK-30835 - Z-Coordinate,STARLINK-5873 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2331.0435,3933.0301,2416.6533,5071.9347,3465.8017,-6702.4614,5165.9440,-3219.2108,5952.2249,-2925.7682,6305.8758,4581.6306,3976.9947,1215.3408,-3561.7450,0.0000,5528.5683,-3220.2165,0.0000,-6709.9767,-5450.5762,3436.8788,-1872.3556,-2329.7323,4466.3904,-4749.9634,-2414.4488,4619.8663,756.3467,-1075.9453,-2087.4898,4914.1242,-3965.0664,3921.4993,-5950.9459,-796.8387,-5602.1706,4777.9178,-3336.6382,1681.6449,3787.6112,3945.4727,4979.3466,165.2274,-5459.6876,2246.7432,-3661.4409,-2921.0572,-703.6950,6059.6763,-2884.1401,0.0000,3169.7275,-6741.1360,-1807.3689,-6632.5578,-3283.9357,5821.0822,3371.3192,-4464.7439,3027.4963,-692.6068,5177.1204,880.1907,1591.7307,2739.8442,-5798.2414,3053.1876,4009.6432,-2348.7618,-2331.2699,-569.1275,2773.7799,-310.0926,3072.1913,879.9267,3067.1955,-3679.8475,-5763.6634,2050.2210,-3464.5023,567.2710,-4009.8144,-6613.8117,1649.4684,4694.5740,-1949.3147,3071.5661,3886.0753,5436.1904,3156.5183,-4257.0847,-3705.4189,-531.9616,-2346.7799,608.6360,3327.9785,3059.8248,3117.4423,3411.8377,26919.6332,42315.8624,34657.5772,35645.7920,44189.5786,42553.0762,40636.3833,38822.6658,-272032574.0324,-272042532.0271,-272064928.8966,-272048223.9281,39367.2516,-272051418.6992,-6388.8608,2469.7521,6121.4861,-488.0240,2503.2698,435.1457,195.1934,-5323.1621,2647.3596,3933.3564,-2454.3224,-4949.9010,5325.0546,-5159.6919,2342.6907,0.0000,2464.3953,-5855.2802,0.0000,-131.4151,-2740.1061,5703.9870,-5023.6209,-3721.9108,2513.4424,-4824.8086,5052.9012,-92.8282,6786.7205,417.6984,4929.4467,1498.2590,5605.5849,5423.6301,-1339.3863,6879.3825,2273.0692,3579.0169,-2634.8376,-4552.8367,3773.1961,5352.3921,-1722.3477,5540.6755,3182.4421,-5512.0975,3491.2635,-3446.6164,-6424.1707,2903.2589,5726.8631,0.0000,5065.7706,-1144.5014,4835.3088,-1109.6869,-4961.6247,1096.8551,-2402.3896,4249.2825,-5552.8378,5067.4916,3208.5349,5021.1670,-6276.6720,-4671.0783,531.7723,-5641.2811,-3315.2031,4487.8158,-5961.8914,-5084.7374,4288.6666,-5820.0417,4959.4629,5814.9207,5521.5230,-2015.7520,-2299.7216,4687.2583,-2286.4944,-1942.5987,-3739.5502,-1010.9118,6677.4558,1895.6345,5549.4274,-4003.5391,-3666.2058,1692.2010,4144.0710,4775.6745,2451.1398,-6757.7526,2308.3130,4154.3252,-5169.6844,-4187.1585,-4184.5992,4954.4454,-413998.3579,-393861.5105,-405209.2359,-405894.5642,-406742.7493,-405596.6854,-398049.3175,-401130.9713,154937163.3813,154949331.8001,154935954.8944,154934414.0069,-401489.4241,154939384.3866,-1231.3615,5140.6750,-1808.0592,4421.3419,5060.6150,-1672.1308,-4630.3311,-2886.2222,2400.9950,-4901.9189,1449.8064,-233.2526,1777.1143,-4462.0450,-5420.5628,0.0000,-3383.5190,-1515.0975,0.0000,-1229.9675,3068.4191,1052.3987,4189.0378,-5286.7795,-4628.3165,-1331.0471,4064.5028,5104.8298,1107.3155,6833.1663,4348.4938,-4631.7352,433.6569,-1700.6045,-3271.3744,-174.2220,-3379.7797,3548.9450,-5508.0852,4480.2409,4317.3179,1836.4518,-4522.3841,4104.7205,2431.3776,-3472.5820,-4632.0200,-5020.4396,-2458.7826,1514.2180,2238.4802,0.0000,3342.2180,-1073.9906,4581.1620,-1329.1448,-3309.3831,-3432.2299,-5479.3180,3163.3380,2526.6218,4496.3130,-3353.5409,4671.2986,-2402.3022,4130.2375,3696.9768,2054.9790,-4603.9708,-4709.8031,-2499.7408,4577.2943,4661.2487,-3727.6481,-3750.6259,3614.7793,2538.2358,-5473.8377,-2897.4795,-4494.8590,-5520.3074,6588.0339,4210.1073,1825.7011,616.2250,4714.8744,-3663.8111,-4586.8511,-4340.1730,3907.6891,4556.1046,2636.1597,5200.2179,-1397.0940,6136.3314,-5169.4351,-3145.0772,-4382.6487,-4555.8489,3445.9296,-36613.9767,-37258.7478,-37518.0719,-36403.1952,-33183.4388,-42305.5256,-47147.6392,-40508.9879,136484662.8721,136516012.8113,136497612.3913,136499774.6005,-38826.1413,136492234.2815,
300.000,954.5416,3106.7119,3889.2444,4994.6233,4987.2126,-6631.3900,5296.9797,-3864.1233,6578.8691,-1149.5537,5738.5708,3482.4113,4519.7487,-916.2229,-2606.3144,0.0000,6517.9744,-4324.7318,0.0000,-6706.1082,-6460.3175,4169.7845,-3808.3311,-3628.2604,4339.5556,-5619.7015,-1308.3217,5112.5773,306.2756,-2879.0674,-864.9027,5551.4476,-2851.0607,4493.8072,-5478.3341,728.4165,-4126.7246,4171.8746,-2773.1663,-390.3129,4689.3804,5027.7633,3207.0608,1703.4943,-5051.7557,1136.6361,-1889.8108,-4722.4263,-2013.2166,6638.6348,-1840.4621,0.0000,4624.3472,-6439.2076,-465.9251,-6607.1707,-4270.4648,6455.2839,2081.5645,-2738.0524,1175.1773,1355.8306,5355.3373,2894.9912,98.7633,1199.1219,-4537.6262,2926.0870,2761.2757,-394.2745,-3649.4375,-2308.9026,4531.9556,-2094.2226,4175.3724,2165.7566,4108.5053,-4309.8367,-5588.7872,3993.6151,-4381.1625,971.4093,-4778.4288,-6918.9553,2775.0370,5323.4506,53.0812,1104.4277,3254.8444,4802.1771,4453.9688,-3188.4701,-1892.6350,-2013.2171,-2151.7096,2570.4666,1582.6003,1003.3013,1110.3699,4423.8674,35791.9063,50876.1167,43111.2776,44186.8302,52733.6350,51078.9859,49155.7123,47795.8249,-275349241.0835,-275359007.3644,-275381234.3269,-275364199.1096,47880.2546,-275368008.1097,-6195.7741,681.3449,5599.6997,-2567.3207,1110.8594,1971.4971,-1879.7826,-3741.9478,2200.7094,3235.7761,-3870.2623,-5556.4862,3933.9749,-4985.4886,4202.8279,0.0000,1008.3533,-5303.9458,0.0000,1097.6237,-1717.4359,4513.9725,-4578.2860,-1978.6517,462.8978,-3971.7693,6266.9460,-1998.9059,6819.0692,-856.6592,6147.3285,-491.9356,6109.0922,4067.5645,551.9405,6680.4839,3573.5425,2141.4124,-671.7143,-4094.4324,1835.8774,4725.9992,-2087.9222,4339.4357,4460.6974,-6528.0321,4738.1814,-2609.6365,-6574.1360,1819.6141,6523.0918,0.0000,4746.3161,446.7307,6025.3130,-1564.8984,-3237.1540,-577.5699,-4120.2692,4536.9919,-5611.5602,5445.0816,1261.5444,4246.8310,-5708.5656,-5895.0276,1908.9237,-4495.8199,-4961.5406,5338.4439,-5771.4833,-5543.4293,3130.7432,-4855.0114,3258.2181,4487.5655,3985.1683,68.1930,-403.2983,3943.3674,-320.3891,300.3280,-1774.1502,-409.0444,6211.8292,-147.4797,5328.5644,-4929.7455,-5270.8492,-110.7675,2426.4375,6019.1208,3653.3247,-6011.5483,4242.4686,3125.0486,-5043.4343,-4865.3233,-4953.2115,5130.9969,-413372.3117,-392750.3695,-404190.2460,-404873.8118,-405841.9929,-404642.6801,-397206.4645,-400327.5158,148960540.7480,148973078.8337,148958826.8930,148958146.1507,-400578.8260,148962712.5211,-2912.7217,6152.8013,-291.6883,3740.1993,4219.4728,-154.9719,-4070.1990,-4255.6832,322.2788,-6022.4629,-80.3731,1586.0511,3375.7663,-4724.0451,-4805.5913,0.0000,-2137.8005,297.3235,0.0000,592.0299,1407.3467,2767.4652,3292.3811,-5491.3301,-5351.9472,482.6514,2631.5958,4159.5455,-1140.0668,6246.8022,3008.7181,-4096.4387,-1380.7518,-3310.9792,-4195.2837,-1689.1844,-4263.9237,5119.9565,-6346.3888,5166.7349,4674.7374,44.9597,-5794.0042,5081.6503,680.2278,-1888.6993,-4585.6965,-4061.2850,-720.1008,-294.5843,469.6691,0.0000,1732.3228,-2502.3180,3338.1414,927.9618,-4200.5492,-2202.7499,-5083.9312,4459.6530,3672.8724,3860.1980,-4251.9908,4625.2704,-3887.6237,3195.5934,4828.4736,4068.8871,-4001.8169,-4379.6650,-762.8882,3331.2997,4181.7106,-4462.3833,-4478.5389,4775.3443,3681.3389,-5383.8295,-3938.8677,-3856.9820,-5329.3701,6816.1722,4668.6968,-287.1491,-1195.3887,4416.9883,-4430.3936,-4580.7980,-2999.2103,4958.8420,4708.1704,1229.3096,5463.2744,-2779.6990,5087.5560,-5289.5348,-4445.2332,-4628.8274,-4713.6660,1480.5421,-36514.3610,-37134.9076,-37307.8792,-36452.2108,-32992.7084,-41927.3812,-47119.4059,-40495.9725,136482867.3981,136514423.1846,136496529.2680,136497908.3265,-38702.0035,136490643.1746,
600.000,-545.9299,2031.4427,4963.3300,4427.2761,5967.3123,-5913.9446,4953.9714,-4163.4119,6533.5913,784.6418,4611.6872,1995.5230,4640.7745,-2967.6649,-1442.5837,0.0000,6879.9556,-4988.4358,0.0000,-6004.9266,-6800.3137,4483.5861,-5345.6986,-4612.2205,3838.6279,-5928.8330,-102.0833,5130.4130,-161.5770,-4322.0428,411.0462,5681.0425,-1435.7187,4651.9313,-4503.8412,2198.9621,-2262.3990,3194.1464,-2007.5710,-2443.6193,5168.9381,5605.4323,1109.7409,3119.7060,-4113.4748,-66.4473,43.7381,-6023.4194,-3114.4422,6549.6211,-608.6470,0.0000,5593.3779,-5519.0363,886.4327,-5838.4836,-4861.4381,6448.2234,631.4986,-723.8333,-818.1800,3247.4232,5058.4046,4642.3123,-1441.6673,-435.1980,-2845.2289,2399.0999,1283.4577,1575.6892,-4589.8613,-3788.0091,5862.1394,-3706.7989,4917.3069,3286.3206,4764.9832,-4566.6336,-4883.1713,5530.3355,-4914.3663,1173.3044,-5125.3491,-6516.7139,3636.2992,5472.8312,2069.9927,-955.3006,2328.6618,3732.1118,5356.3027,-1820.5705,83.3011,-3324.9559,-1806.8858,4277.3481,-348.2438,-1146.7592,-990.6654,4969.2588,44650.6621,59405.9934,51546.0737,52707.4172,61256.7111,59577.2463,57656.9798,56758.9713,-278534629.9523,-278544218.8034,-278566231.5671,-278548929.1251,56372.3541,-278553317.7553,-5401.4784,-1220.9969,4509.1116,-4365.2187,-361.3794,3314.1832,-3760.4092,-1771.3610,1533.8566,2276.8276,-4909.6700,-5579.1020,2129.4749,-4373.2024,5656.4252,0.0000,-525.2619,-4206.4643,0.0000,2219.5198,-533.4064,2824.9564,-3694.8290,-70.2178,-1651.0313,-2715.7119,6862.3704,-3677.4673,6102.1603,-2111.3370,6756.4870,-2412.7349,6003.6669,2290.4676,2416.1236,5835.5767,4566.9234,443.1285,1390.8157,-3226.3116,-271.1580,3626.0623,-2318.1145,2735.5149,5259.9970,-6887.5299,5547.3569,-1541.0601,-6071.5532,549.4631,6632.1676,0.0000,3956.5789,2017.0550,6626.2545,-1830.4195,-1184.6621,-2174.4503,-5448.7462,4423.8233,-5125.6573,5299.4337,-820.7761,3100.7999,-4594.0875,-6528.4433,3145.0112,-2844.2890,-6143.9411,5704.4938,-4999.8608,-5466.8107,1705.6992,-3446.1038,1252.1155,2730.5339,2038.7482,2125.3691,1556.8203,2834.0874,1648.2952,2524.2029,356.6921,238.3945,5121.7600,-2157.8164,4629.6138,-5394.8436,-6337.2020,-1939.1497,498.2264,6672.5653,4535.4522,-4684.6889,5744.8756,1803.5652,-4456.4666,-5086.5091,-5285.1114,4796.3870,-412554.9535,-391458.6553,-402988.1182,-403664.9653,-404758.8331,-403501.7351,-396183.0563,-399341.5149,142912957.6519,142925876.5703,142910757.5541,142910966.5031,-399487.6874,142915083.6822,-4279.7245,6507.4063,1257.4183,2625.6573,2863.9932,1378.8570,-3076.2969,-5155.6957,-1790.8052,-6501.0257,-1601.9256,3221.2760,4604.6754,-4480.6911,-3669.2239,0.0000,-663.2907,2076.7071,0.0000,2347.4512,-411.2325,4160.4004,2023.4765,-5094.7102,-5497.8351,2243.8580,915.7194,2760.9795,-3264.7585,4994.4893,1342.0250,-3120.3020,-3044.0239,-4563.2336,-4668.8202,-3023.0046,-4691.2632,6146.8561,-6515.9067,5218.2620,4519.5270,-1751.4414,-6450.6892,5507.5368,-1149.0015,-98.8840,-4033.7875,-2632.8725,1096.3396,-2071.2691,-1352.5893,0.0000,-69.8956,-3661.6822,1733.6245,3082.1735,-4618.1111,-728.3859,-4130.3140,5278.1580,4404.7640,2789.0671,-4700.0503,4081.3196,-4952.7998,1900.7302,5436.0761,5608.6963,-2974.4320,-3578.2769,1057.8647,1718.7819,3251.9973,-4717.5163,-4728.6305,5419.1052,4408.5078,-4710.4148,-4543.7561,-2784.2716,-4563.2897,6305.8791,4624.2200,-2369.3244,-2877.6220,3644.3744,-4723.0665,-4060.8925,-1330.3730,5473.9764,4354.7359,-309.8545,5119.5982,-3863.5251,3503.1757,-4775.0529,-5265.1284,-4349.0951,-4366.8406,-643.2724,-36414.8982,-37012.1633,-37100.3206,-36505.5889,-32805.2390,-41542.9335,-47086.3151,-40351.0718,136481075.2042,136512828.8940,136495439.1747,136496008.0114,-38577.8454,136489051.8318,
