sl_20_5400_20280505 Coordinates.csv
2028/05/05 07:47:00.0000 UTC

Generated: Tue Oct  8 21:40:14 2024,
Start: 2028/05/05 07:47:00.00, Stop: 2028/05/05 09:17:00.00,
TIME_UNITS,STARLINK-5620 - X-Coordinate,STARLINK-11150 [DTC] - X-Coordinate,STARLINK-3737 - X-Coordinate,STARLINK-6274 - X-Coordinate,STARLINK-30884 - X-Coordinate,STARLINK-31586 - X-Coordinate,STARLINK-6121 - X-Coordinate,STARLINK-4369 - X-Coordinate,STARLINK-30973 - X-Coordinate,STARLINK-5523 - X-Coordinate,STARLINK-31031 - X-Coordinate,STARLINK-32266 - X-Coordinate,STARLINK-32075 - X-Coordinate,STARLINK-3397 - X-Coordinate,STARLINK-30821 - X-Coordinate,STARLINK-5463 - X-Coordinate,STARLINK-5484 - X-Coordinate,STARLINK-30140 - X-Coordinate,STARLINK-4588 - X-Coordinate,STARLINK-4718 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5620 - Y-Coordinate,STARLINK-11150 [DTC] - Y-Coordinate,STARLINK-3737 - Y-Coordinate,STARLINK-6274 - Y-Coordinate,STARLINK-30884 - Y-Coordinate,STARLINK-31586 - Y-Coordinate,STARLINK-6121 - Y-Coordinate,STARLINK-4369 - Y-Coordinate,STARLINK-30973 - Y-Coordinate,STARLINK-5523 - Y-Coordinate,STARLINK-31031 - Y-Coordinate,STARLINK-32266 - Y-Coordinate,STARLINK-32075 - Y-Coordinate,STARLINK-3397 - Y-Coordinate,STARLINK-30821 - Y-Coordinate,STARLINK-5463 - Y-Coordinate,STARLINK-5484 - Y-Coordinate,STARLINK-30140 - Y-Coordinate,STARLINK-4588 - Y-Coordinate,STARLINK-4718 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5620 - Z-Coordinate,STARLINK-11150 [DTC] - Z-Coordinate,STARLINK-3737 - Z-Coordinate,STARLINK-6274 - Z-Coordinate,STARLINK-30884 - Z-Coordinate,STARLINK-31586 - Z-Coordinate,STARLINK-6121 - Z-Coordinate,STARLINK-4369 - Z-Coordinate,STARLINK-30973 - Z-Coordinate,STARLINK-5523 - Z-Coordinate,STARLINK-31031 - Z-Coordinate,STARLINK-32266 - Z-Coordinate,STARLINK-32075 - Z-Coordinate,STARLINK-3397 - Z-Coordinate,STARLINK-30821 - Z-Coordinate,STARLINK-5463 - Z-Coordinate,STARLINK-5484 - Z-Coordinate,STARLINK-30140 - Z-Coordinate,STARLINK-4588 - Z-Coordinate,STARLINK-4718 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1538.1474,3795.9443,2854.5400,-6079.1624,5662.0154,4938.2529,-3339.7313,-4179.6237,-6096.0096,-3887.7011,-1073.8983,0.0000,-544.6303,4440.3601,5943.2339,-6873.6898,-449.7645,6504.1588,4152.4758,4051.1845,341367.6709,361463.8201,347287.9460,347011.6232,345985.7604,347026.8780,354766.5602,351442.4968,-211942395.7318,-211910597.0509,-211933824.0644,-211939720.0747,351324.6902,-211933055.1325,-2043.3334,1284.7540,6096.9518,-2977.7804,-2934.0295,-3711.4045,-5319.9495,1469.0542,-1015.2972,-5471.3585,-4037.9238,0.0000,4646.3443,-2973.7349,-2862.7584,-276.9101,3235.9607,-2111.6886,-707.7464,1421.0617,-86463.4630,-113014.4842,-97679.5859,-98283.6250,-106825.8886,-105109.1897,-103538.7982,-102200.7256,280485951.6243,280431205.4172,280442581.9450,280466994.7067,-102182.1617,280467825.3437,6391.0272,5269.4565,-1477.4598,-1542.2810,-2659.9950,-2891.9128,2935.4875,-5346.6147,-3138.2129,1693.4627,-5528.8656,0.0000,4969.9820,-4384.3259,2107.5280,947.5083,6124.3778,-1067.1310,-5482.7824,-5214.1217,-18812.1901,-20812.0796,-20839.2851,-19184.9052,-16320.6882,-25688.1356,-30144.3211,-23693.0208,81132976.3208,81143005.6202,81139532.2379,81143349.9147,-21916.5901,81134230.0071,
300.000,-2615.0885,4079.7308,3981.1143,-5641.9599,4164.2620,3288.4370,-4886.6754,-2536.2237,-6761.7502,-3928.6845,-3133.7126,0.0000,1230.1988,2574.6552,4573.2594,-6260.4801,1325.6306,5500.0429,3302.6222,5081.7568,343041.1346,363781.0230,349456.5398,349178.5664,348043.1976,349129.9391,356764.9352,353308.1950,-218014148.1585,-217981415.8794,-218004815.2630,-218011160.8262,353392.4805,-218004713.2151,-100.7013,-922.9544,5613.9643,-2037.1281,-4018.6239,-4194.3134,-4659.2482,339.3827,250.0572,-4388.2239,-3492.5426,0.0000,5433.2753,-3698.9118,-3966.7531,382.7481,1977.3691,-3381.8247,-2710.5917,-364.7408,-79293.9379,-105495.7317,-90181.4301,-90880.1432,-99423.1137,-97700.4500,-96105.8130,-95216.7606,275791415.7182,275737074.0060,275747974.0964,275771836.1086,-94749.9434,275773322.1871,6367.6583,5131.7061,332.7553,-3499.2047,-3776.5687,-4257.6745,1583.7715,-6454.9404,-1495.0753,3631.0845,-5099.2860,0.0000,3946.3417,-5241.7971,3359.0782,2973.1925,6519.9043,-2496.3631,-5435.7720,-4433.4009,-18968.7639,-20969.3202,-20887.4909,-19495.3684,-16387.1320,-25579.9567,-30385.8396,-23782.0395,81138739.0523,81148311.8644,81144738.0206,81148722.9747,-22056.3089,81139732.3033,
600.000,-3493.8942,3961.8125,4709.8718,-4655.0906,2259.7094,1285.0440,-5952.9575,-577.2680,-6761.8351,-3607.8371,-4891.0075,0.0000,2845.4447,458.6897,2756.1287,-5013.3582,3019.3026,3957.5491,2182.2709,5606.2452,344564.8073,365940.6447,351470.6569,351195.0681,349945.2583,351082.2622,358605.7236,355042.0351,-223981945.9361,-223948287.9540,-223971849.0194,-223978605.0445,355303.0233,-223972417.9120,1810.0169,-3014.8667,4563.3030,-850.0024,-4746.8705,-4290.1141,-3560.7284,-747.2264,1474.1759,-2830.2529,-2659.9855,0.0000,5690.5675,-4115.8274,-4717.4407,1042.5935,586.2837,-4346.6292,-4466.9954,-2074.6651,-72093.3652,-97928.0473,-82643.5565,-83435.5025,-91978.4805,-90244.3880,-88633.9657,-88163.9496,270965460.6832,270911547.9667,270921973.5450,270945275.8710,-87275.9658,270947403.5249,5651.7648,4366.2164,2106.6398,-5083.8390,-4485.4737,-5146.0987,62.6170,-6878.9034,308.3516,5178.1839,-4124.6673,0.0000,2481.1342,-5535.0405,4249.8907,4681.9166,6223.4850,-3657.2253,-4804.0897,-3141.0645,-19125.5252,-21126.6879,-20937.9064,-19810.4032,-16456.8931,-25465.4508,-30622.4456,-23739.1162,81144502.0375,81153617.5233,81149942.4896,81154070.9456,-22196.0120,81145234.4042,
900.000,-4073.8608,3446.0022,4984.4302,-3232.4258,135.7949,-865.5442,-6442.6599,1486.3261,-6091.4047,-2977.1851,-6169.4536,0.0000,4145.4936,-1695.6157,668.8531,-3263.6821,4455.4795,2026.7750,896.1615,5556.2392,345938.1527,367941.6461,353329.3969,353060.7707,351691.0315,352883.3006,360288.2595,356654.3976,-229842945.1072,-229808370.0150,-229832082.3598,-229839209.4132,357055.4772,-229833325.4205,3493.2580,-4754.0562,3039.9636,479.5155,-5054.8907,-3999.7448,-2118.0964,-1667.2069,2555.7623,-949.3823,-1611.1009,0.0000,5378.9276,-4186.4129,-5050.5996,1657.7095,-798.1043,-4923.9817,-5798.3469,-3535.8891,-64864.8535,-90314.7740,-75069.2636,-75953.2381,-84495.2901,-82743.5880,-81126.6110,-81013.3272,266010387.7522,265956928.3325,265966881.5843,265989618.7914,-79763.5563,265992370.5323,4321.0369,3066.3346,3650.5932,-6128.7313,-4710.6469,-5458.3450,-1465.2525,-6574.0333,2078.6449,6168.8116,-2708.5213,0.0000,738.1664,-5232.7411,4684.4268,5891.8277,5266.5465,-4425.4235,-3655.1299,-1485.6014,-19282.4733,-21284.1772,-20990.7016,-20130.0388,-16529.9426,-25344.6025,-30854.1850,-23580.0490,81150265.1586,81158922.6080,81155145.7152,81159393.1161,-22335.6995,81150736.3097,
1200.000,-4278.5046,2575.0581,4792.6850,-1528.0557,-1998.9798,-2940.3489,-6316.6831,3427.8865,-4813.5103,-2114.3155,-6839.4975,0.0000,5010.3378,-3673.3265,-1484.8938,-1193.8956,5479.3949,-104.1709,-439.9677,4922.3468,347160.6987,369783.0591,355031.9246,354775.4361,353279.6801,354532.6058,361811.9436,358151.3397,-235594352.6413,-235558869.7235,-235582723.2373,-235590181.8084,358649.0713,-235584642.8624,4781.7390,-5945.1952,1188.9977,1827.0091,-4914.9173,-3357.3018,-458.6611,-2324.0061,3407.3571,1065.4206,-433.2960,0.0000,4516.6167,-3899.8401,-4938.1586,2181.1720,-2044.4955,-5065.7511,-6565.9416,-4605.2280,-57611.5198,-82659.2764,-67461.8669,-68436.9474,-76976.8604,-75200.5822,-73587.1115,-73740.8352,260928559.6915,260875577.6493,260885061.0052,260907231.3202,-72216.0592,260910585.9111,2520.0160,1390.9323,4796.2173,-6523.9853,-4427.9764,-5159.7741,-2836.6030,-5572.1664,3625.6608,6497.0957,-1001.9328,0.0000,-1087.4505,-4367.1054,4616.1115,6474.5743,3750.3852,-4718.9706,-2111.9591,341.8860,-19439.6070,-21441.7830,-21046.0417,-20454.2890,-16606.2529,-25217.4220,-31081.1012,-23328.7105,81156028.2973,81164227.1296,81160347.7671,81164688.7909,-22475.3711,81156238.0199,
1500.000,-4065.6878,1428.0400,4166.0877,280.6225,-3935.3243,-4722.6108,-5595.4659,5029.4838,-3053.0354,-1112.6967,-6832.1443,0.0000,5366.7303,-5277.6558,-3494.7686,982.1265,5974.3247,-2227.5908,-1709.4200,3757.5144,348232.0373,371463.9875,356577.4707,356338.9519,354710.4408,356029.8341,363176.2440,359534.5451,-241233427.7662,-241197046.9919,-241221031.8622,-241228782.6555,360083.1052,-241223629.6148,5553.4628,-6457.1000,-808.6640,3059.1601,-4337.6263,-2425.9644,1267.9558,-2658.1222,3962.0594,3007.4866,776.2010,0.0000,3179.2512,-3274.1244,-4390.3496,2567.1268,-3041.9526,-4761.3074,-6685.9394,-5183.4325,-50336.4878,-74964.9386,-59824.6970,-60890.2990,-69426.5241,-67617.8396,-66018.8369,-66329.1100,255722399.6739,255669918.8486,255678934.9691,255700540.4296,-64636.8344,255704472.7635,444.6640,-454.8492,5418.8033,-6228.0652,-3667.7532,-4283.5350,-3905.3102,-3978.4666,4783.3254,6128.1495,812.2435,0.0000,-2791.4718,-3030.6745,4052.2212,6368.5778,1835.7908,-4506.6175,-340.6241,2129.6976,-19596.9256,-21599.5004,-21104.0872,-20783.1467,-16685.7982,-25083.9531,-31303.2352,-23014.9103,81161791.3354,81169531.0992,81165548.7146,81169957.2998,-22615.0268,81161739.5346,
1800.000,-3434.6449,113.7557,3174.7844,2011.1421,-5483.4842,-6024.2024,-4355.6835,6106.4125,-983.9937,-71.4474,-6146.6931,0.0000,5193.9676,-6349.6224,-5164.3632,3041.4263,5875.3874,-4136.2628,-2804.4888,2173.2544,349151.8247,372983.6068,357965.3321,357751.3374,355982.6239,357374.7535,364380.6959,360801.6742,-246757483.2742,-246720215.2896,-246744322.0069,-246752326.2639,361356.9499,-246747598.6162,5743.6569,-6237.7337,-2754.1983,4046.6313,-3371.5507,-1292.0323,2903.3457,-2652.5598,4178.2507,4673.7230,1917.9594,0.0000,1493.1894,-2355.8027,-3454.8173,2774.6061,-3709.8178,-4038.0732,-6139.2009,-5224.4827,-43042.8866,-67235.1633,-52161.0993,-53317.0423,-61847.6275,-59997.7551,-58425.1620,-58768.6775,250394390.1237,250342434.0931,250350985.8531,250372032.4524,-57029.2555,250376513.4364,-1679.1056,-2245.0008,5450.7304,-5271.8107,-2511.5806,-2927.1208,-4557.8811,-1961.2250,5427.5923,5101.5395,2539.0624,0.0000,-4183.7605,-1366.9473,3053.1412,5585.2031,-273.8562,-3811.0099,1467.5344,3670.4442,-19754.4281,-21757.3245,-21164.9933,-21116.5766,-16768.5539,-24944.2850,-31520.6255,-22672.1190,81167554.1548,81174834.5276,81170748.6268,81175198.0110,-22754.6665,81167240.8540,
2100.000,-2428.6027,-1239.2766,1919.5370,3494.0229,-6491.9139,-6705.7056,-2721.6496,6529.0969,1188.1405,914.4297,-4851.1704,0.0000,4523.8310,-6784.3158,-6330.5892,4774.8680,5178.1370,-5643.4684,-3635.4201,328.9141,349919.7812,374341.1651,359194.8718,359012.7504,357095.6137,358567.2521,365424.9026,361947.0077,-252163886.8029,-252125742.9224,-252149962.2851,-252158182.1394,362470.0474,-252153917.6466,5350.0637,-5319.4093,-4450.7725,4677.4934,-2099.4965,-57.4323,4294.7096,-2333.0900,4042.1010,5885.9766,2898.2162,0.0000,-376.7251,-1217.3512,-2212.7320,2771.9013,-4004.0471,-2959.2048,-4974.4310,-4738.7048,-35733.8495,-59473.3701,-44474.4317,-45721.0210,-54243.5289,-52342.6353,-50809.4661,-51058.6051,244947071.5324,244895663.5923,244903754.0657,244924251.8879,-49396.7087,244929248.3380,-3620.5519,-3760.8453,4888.5769,-3755.5660,-1083.9342,-1242.0497,-4725.2384,265.2355,5489.5773,3527.1992,3992.8057,0.0000,-5109.5887,444.6312,1726.0403,4207.5564,-2354.4807,-2706.3852,3116.7735,4785.5358,-19912.1136,-21915.2507,-21228.9099,-21454.5053,-16854.4971,-24798.5663,-31733.3086,-22335.2093,81173316.6370,81180137.4255,81175947.5722,81180410.3464,-22894.2901,81172741.9780,
2400.000,-1132.3701,-2495.2283,521.4370,4589.3068,-6862.4929,-6692.0073,-852.6299,6239.4630,3247.0602,1762.5743,-3075.2832,0.0000,3435.1733,-6541.8008,-6879.9783,6008.6201,3940.5054,-6601.3225,-4137.4714,-1584.6908,350535.6916,375535.9833,360265.5203,360123.4937,358048.8686,359607.3480,366308.5347,362962.2785,-257450062.0896,-257411054.2875,-257435377.4054,-257443776.2720,363421.9116,-257440010.5823,4430.9345,-3813.5682,-5723.4997,4870.0727,-631.9801,1168.9387,5308.8618,-1763.1296,3567.9469,6510.5134,3636.2497,0.0000,-2243.5012,47.8295,-772.0628,2541.0813,-3919.2498,-1618.5017,-3303.9121,-3789.5900,-28412.5129,-51682.9937,-36768.0641,-38106.1897,-46617.5972,-44654.6844,-43175.1318,-43206.6731,239383041.2475,239332204.3923,239339836.8360,239359800.1775,-41742.5910,239365274.7262,-5169.6406,-4818.0048,3793.4589,-1839.4366,461.0002,582.6703,-4389.7306,2463.3194,4962.7010,1573.9992,5017.2813,0.0000,-5466.4872,2208.0216,213.4659,2381.9885,-4185.6603,-1310.9505,4428.5364,5345.9907,-20069.9813,-22073.2745,-21295.9811,-21796.8085,-16943.6064,-24647.0252,-31941.3188,-22038.2966,81179078.6641,81185439.8035,81181145.6192,81185593.8012,-23033.8974,81178242.9065,
