sl_100_5400_20280115 Coordinates.csv
2028/01/15 07:47:00.0000 UTC

Generated: Tue Oct  8 21:40:35 2024,
Start: 2028/01/15 07:47:00.00, Stop: 2028/01/15 09:17:00.00,
TIME_UNITS,STARLINK-2237 - X-Coordinate,STARLINK-30977 - X-Coordinate,STARLINK-31583 - X-Coordinate,STARLINK-1815 - X-Coordinate,STARLINK-4588 - X-Coordinate,STARLINK-30531 - X-Coordinate,STARLINK-30132 - X-Coordinate,STARLINK-5533 - X-Coordinate,STARLINK-30884 - X-Coordinate,STARLINK-30103 - X-Coordinate,STARLINK-2267 - X-Coordinate,STARLINK-3834 - X-Coordinate,STARLINK-2510 - X-Coordinate,STARLINK-1456 - X-Coordinate,STARLINK-5650 - X-Coordinate,STARLINK-2094 - X-Coordinate,STARLINK-3924 - X-Coordinate,STARLINK-3140 - X-Coordinate,STARLINK-31761 - X-Coordinate,STARLINK-4747 - X-Coordinate,STARLINK-5422 - X-Coordinate,STARLINK-31375 - X-Coordinate,STARLINK-2391 - X-Coordinate,STARLINK-2334 - X-Coordinate,STARLINK-3821 - X-Coordinate,STARLINK-5363 - X-Coordinate,STARLINK-1909 - X-Coordinate,STARLINK-3910 - X-Coordinate,STARLINK-32186 - X-Coordinate,STARLINK-1358 - X-Coordinate,STARLINK-31531 - X-Coordinate,STARLINK-3954 - X-Coordinate,STARLINK-30809 - X-Coordinate,STARLINK-1928 - X-Coordinate,STARLINK-31030 - X-Coordinate,STARLINK-3330 - X-Coordinate,STARLINK-31760 - X-Coordinate,STARLINK-4054 - X-Coordinate,STARLINK-11253 [DTC] - X-Coordinate,STARLINK-4536 - X-Coordinate,STARLINK-3100 - X-Coordinate,STARLINK-4522 - X-Coordinate,STARLINK-3920 - X-Coordinate,STARLINK-31208 - X-Coordinate,STARLINK-31719 - X-Coordinate,STARLINK-1481 - X-Coordinate,STARLINK-30593 - X-Coordinate,STARLINK-5101 - X-Coordinate,STARLINK-4789 - X-Coordinate,STARLINK-3613 - X-Coordinate,STARLINK-2408 - X-Coordinate,STARLINK-5080 - X-Coordinate,STARLINK-1168 - X-Coordinate,STARLINK-5499 - X-Coordinate,STARLINK-3182 - X-Coordinate,STARLINK-5795 - X-Coordinate,STARLINK-1849 - X-Coordinate,STARLINK-30773 - X-Coordinate,STARLINK-31498 - X-Coordinate,STARLINK-5621 - X-Coordinate,STARLINK-4801 - X-Coordinate,STARLINK-4484 - X-Coordinate,STARLINK-1395 - X-Coordinate,STARLINK-4052 - X-Coordinate,STARLINK-31073 - X-Coordinate,STARLINK-5774 - X-Coordinate,STARLINK-5014 - X-Coordinate,STARLINK-3980 - X-Coordinate,STARLINK-5332 - X-Coordinate,STARLINK-6209 - X-Coordinate,STARLINK-5125 - X-Coordinate,STARLINK-4017 - X-Coordinate,STARLINK-2112 - X-Coordinate,STARLINK-31171 - X-Coordinate,STARLINK-5585 - X-Coordinate,STARLINK-3201 - X-Coordinate,STARLINK-5767 - X-Coordinate,STARLINK-5538 - X-Coordinate,STARLINK-11246 [DTC] - X-Coordinate,STARLINK-6091 - X-Coordinate,STARLINK-2312 - X-Coordinate,STARLINK-3121 - X-Coordinate,STARLINK-6204 - X-Coordinate,STARLINK-31965 - X-Coordinate,STARLINK-30813 - X-Coordinate,STARLINK-32123 - X-Coordinate,STARLINK-1332 - X-Coordinate,STARLINK-3161 - X-Coordinate,STARLINK-31555 - X-Coordinate,STARLINK-32232 - X-Coordinate,STARLINK-31153 - X-Coordinate,STARLINK-31242 - X-Coordinate,STARLINK-30483 - X-Coordinate,STARLINK-4557 - X-Coordinate,STARLINK-5550 - X-Coordinate,STARLINK-1600 - X-Coordinate,STARLINK-1062 - X-Coordinate,STARLINK-30387 - X-Coordinate,STARLINK-30450 - X-Coordinate,STARLINK-1721 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2237 - Y-Coordinate,STARLINK-30977 - Y-Coordinate,STARLINK-31583 - Y-Coordinate,STARLINK-1815 - Y-Coordinate,STARLINK-4588 - Y-Coordinate,STARLINK-30531 - Y-Coordinate,STARLINK-30132 - Y-Coordinate,STARLINK-5533 - Y-Coordinate,STARLINK-30884 - Y-Coordinate,STARLINK-30103 - Y-Coordinate,STARLINK-2267 - Y-Coordinate,STARLINK-3834 - Y-Coordinate,STARLINK-2510 - Y-Coordinate,STARLINK-1456 - Y-Coordinate,STARLINK-5650 - Y-Coordinate,STARLINK-2094 - Y-Coordinate,STARLINK-3924 - Y-Coordinate,STARLINK-3140 - Y-Coordinate,STARLINK-31761 - Y-Coordinate,STARLINK-4747 - Y-Coordinate,STARLINK-5422 - Y-Coordinate,STARLINK-31375 - Y-Coordinate,STARLINK-2391 - Y-Coordinate,STARLINK-2334 - Y-Coordinate,STARLINK-3821 - Y-Coordinate,STARLINK-5363 - Y-Coordinate,STARLINK-1909 - Y-Coordinate,STARLINK-3910 - Y-Coordinate,STARLINK-32186 - Y-Coordinate,STARLINK-1358 - Y-Coordinate,STARLINK-31531 - Y-Coordinate,STARLINK-3954 - Y-Coordinate,STARLINK-30809 - Y-Coordinate,STARLINK-1928 - Y-Coordinate,STARLINK-31030 - Y-Coordinate,STARLINK-3330 - Y-Coordinate,STARLINK-31760 - Y-Coordinate,STARLINK-4054 - Y-Coordinate,STARLINK-11253 [DTC] - Y-Coordinate,STARLINK-4536 - Y-Coordinate,STARLINK-3100 - Y-Coordinate,STARLINK-4522 - Y-Coordinate,STARLINK-3920 - Y-Coordinate,STARLINK-31208 - Y-Coordinate,STARLINK-31719 - Y-Coordinate,STARLINK-1481 - Y-Coordinate,STARLINK-30593 - Y-Coordinate,STARLINK-5101 - Y-Coordinate,STARLINK-4789 - Y-Coordinate,STARLINK-3613 - Y-Coordinate,STARLINK-2408 - Y-Coordinate,STARLINK-5080 - Y-Coordinate,STARLINK-1168 - Y-Coordinate,STARLINK-5499 - Y-Coordinate,STARLINK-3182 - Y-Coordinate,STARLINK-5795 - Y-Coordinate,STARLINK-1849 - Y-Coordinate,STARLINK-30773 - Y-Coordinate,STARLINK-31498 - Y-Coordinate,STARLINK-5621 - Y-Coordinate,STARLINK-4801 - Y-Coordinate,STARLINK-4484 - Y-Coordinate,STARLINK-1395 - Y-Coordinate,STARLINK-4052 - Y-Coordinate,STARLINK-31073 - Y-Coordinate,STARLINK-5774 - Y-Coordinate,STARLINK-5014 - Y-Coordinate,STARLINK-3980 - Y-Coordinate,STARLINK-5332 - Y-Coordinate,STARLINK-6209 - Y-Coordinate,STARLINK-5125 - Y-Coordinate,STARLINK-4017 - Y-Coordinate,STARLINK-2112 - Y-Coordinate,STARLINK-31171 - Y-Coordinate,STARLINK-5585 - Y-Coordinate,STARLINK-3201 - Y-Coordinate,STARLINK-5767 - Y-Coordinate,STARLINK-5538 - Y-Coordinate,STARLINK-11246 [DTC] - Y-Coordinate,STARLINK-6091 - Y-Coordinate,STARLINK-2312 - Y-Coordinate,STARLINK-3121 - Y-Coordinate,STARLINK-6204 - Y-Coordinate,STARLINK-31965 - Y-Coordinate,STARLINK-30813 - Y-Coordinate,STARLINK-32123 - Y-Coordinate,STARLINK-1332 - Y-Coordinate,STARLINK-3161 - Y-Coordinate,STARLINK-31555 - Y-Coordinate,STARLINK-32232 - Y-Coordinate,STARLINK-31153 - Y-Coordinate,STARLINK-31242 - Y-Coordinate,STARLINK-30483 - Y-Coordinate,STARLINK-4557 - Y-Coordinate,STARLINK-5550 - Y-Coordinate,STARLINK-1600 - Y-Coordinate,STARLINK-1062 - Y-Coordinate,STARLINK-30387 - Y-Coordinate,STARLINK-30450 - Y-Coordinate,STARLINK-1721 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2237 - Z-Coordinate,STARLINK-30977 - Z-Coordinate,STARLINK-31583 - Z-Coordinate,STARLINK-1815 - Z-Coordinate,STARLINK-4588 - Z-Coordinate,STARLINK-30531 - Z-Coordinate,STARLINK-30132 - Z-Coordinate,STARLINK-5533 - Z-Coordinate,STARLINK-30884 - Z-Coordinate,STARLINK-30103 - Z-Coordinate,STARLINK-2267 - Z-Coordinate,STARLINK-3834 - Z-Coordinate,STARLINK-2510 - Z-Coordinate,STARLINK-1456 - Z-Coordinate,STARLINK-5650 - Z-Coordinate,STARLINK-2094 - Z-Coordinate,STARLINK-3924 - Z-Coordinate,STARLINK-3140 - Z-Coordinate,STARLINK-31761 - Z-Coordinate,STARLINK-4747 - Z-Coordinate,STARLINK-5422 - Z-Coordinate,STARLINK-31375 - Z-Coordinate,STARLINK-2391 - Z-Coordinate,STARLINK-2334 - Z-Coordinate,STARLINK-3821 - Z-Coordinate,STARLINK-5363 - Z-Coordinate,STARLINK-1909 - Z-Coordinate,STARLINK-3910 - Z-Coordinate,STARLINK-32186 - Z-Coordinate,STARLINK-1358 - Z-Coordinate,STARLINK-31531 - Z-Coordinate,STARLINK-3954 - Z-Coordinate,STARLINK-30809 - Z-Coordinate,STARLINK-1928 - Z-Coordinate,STARLINK-31030 - Z-Coordinate,STARLINK-3330 - Z-Coordinate,STARLINK-31760 - Z-Coordinate,STARLINK-4054 - Z-Coordinate,STARLINK-11253 [DTC] - Z-Coordinate,STARLINK-4536 - Z-Coordinate,STARLINK-3100 - Z-Coordinate,STARLINK-4522 - Z-Coordinate,STARLINK-3920 - Z-Coordinate,STARLINK-31208 - Z-Coordinate,STARLINK-31719 - Z-Coordinate,STARLINK-1481 - Z-Coordinate,STARLINK-30593 - Z-Coordinate,STARLINK-5101 - Z-Coordinate,STARLINK-4789 - Z-Coordinate,STARLINK-3613 - Z-Coordinate,STARLINK-2408 - Z-Coordinate,STARLINK-5080 - Z-Coordinate,STARLINK-1168 - Z-Coordinate,STARLINK-5499 - Z-Coordinate,STARLINK-3182 - Z-Coordinate,STARLINK-5795 - Z-Coordinate,STARLINK-1849 - Z-Coordinate,STARLINK-30773 - Z-Coordinate,STARLINK-31498 - Z-Coordinate,STARLINK-5621 - Z-Coordinate,STARLINK-4801 - Z-Coordinate,STARLINK-4484 - Z-Coordinate,STARLINK-1395 - Z-Coordinate,STARLINK-4052 - Z-Coordinate,STARLINK-31073 - Z-Coordinate,STARLINK-5774 - Z-Coordinate,STARLINK-5014 - Z-Coordinate,STARLINK-3980 - Z-Coordinate,STARLINK-5332 - Z-Coordinate,STARLINK-6209 - Z-Coordinate,STARLINK-5125 - Z-Coordinate,STARLINK-4017 - Z-Coordinate,STARLINK-2112 - Z-Coordinate,STARLINK-31171 - Z-Coordinate,STARLINK-5585 - Z-Coordinate,STARLINK-3201 - Z-Coordinate,STARLINK-5767 - Z-Coordinate,STARLINK-5538 - Z-Coordinate,STARLINK-11246 [DTC] - Z-Coordinate,STARLINK-6091 - Z-Coordinate,STARLINK-2312 - Z-Coordinate,STARLINK-3121 - Z-Coordinate,STARLINK-6204 - Z-Coordinate,STARLINK-31965 - Z-Coordinate,STARLINK-30813 - Z-Coordinate,STARLINK-32123 - Z-Coordinate,STARLINK-1332 - Z-Coordinate,STARLINK-3161 - Z-Coordinate,STARLINK-31555 - Z-Coordinate,STARLINK-32232 - Z-Coordinate,STARLINK-31153 - Z-Coordinate,STARLINK-31242 - Z-Coordinate,STARLINK-30483 - Z-Coordinate,STARLINK-4557 - Z-Coordinate,STARLINK-5550 - Z-Coordinate,STARLINK-1600 - Z-Coordinate,STARLINK-1062 - Z-Coordinate,STARLINK-30387 - Z-Coordinate,STARLINK-30450 - Z-Coordinate,STARLINK-1721 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-158.4606,3514.0558,736.0261,5855.2246,1593.5225,-1374.0740,975.1527,677.1940,4776.5800,989.4642,-1886.9923,3642.0939,2480.7360,1546.9816,-1159.6787,-2661.2334,3113.9111,264.4878,0.0000,-4132.6524,-665.8070,0.0000,-2965.1805,-3727.6206,-2803.0104,-5623.9395,4850.2035,3088.6520,2003.8526,5233.9301,1876.6644,-5814.9778,6846.0534,-1920.5904,4590.2964,-4785.2744,-1844.7039,-1907.0768,-3327.3842,-3571.3087,66.6739,3789.4068,-12.7651,-2442.4881,1208.6829,-2071.4075,-5980.4823,-6852.2598,-5401.5386,-4353.6766,-5207.6884,0.0000,6599.6099,-1266.7414,4370.3974,6738.4291,2712.5664,3817.0656,-1613.2121,4222.5453,5130.2791,-2200.8562,4053.6420,-2443.1344,5023.9347,-3565.1809,4956.8683,6690.1523,0.0000,-5574.0106,6313.2732,3771.2343,1658.7837,-824.1136,-4685.6675,3411.1987,-6389.1148,-993.5650,-5943.0821,-5677.2041,-5902.6189,-5410.9781,993.6474,3625.5749,-6496.5422,-4562.6922,5596.5203,-6076.4063,4045.0912,-1202.7429,-5766.1508,-2651.2738,5356.6291,-5682.2446,-3274.1275,-4673.4160,-6327.2551,-4021.7761,-4203.6017,0.0000,-99829.2779,-131741.4037,-106842.8456,-107031.2151,-114856.9522,-113360.6317,-114529.1557,-111243.5671,-52049677.6331,-52086099.5522,-52065205.1413,-52043179.8898,-112139.2193,-52054130.8701,-4454.9452,-5680.7180,-4981.7396,3591.2621,3984.0267,-6328.0613,6481.2509,1458.5921,-3704.1548,-6824.7381,3695.0236,4937.7980,-3351.4061,-4562.9209,-5314.5228,4409.9743,2825.1949,4169.5992,0.0000,1227.8643,4182.9725,0.0000,-3344.9697,3575.6591,3089.2203,2201.0900,4622.1126,-5080.6208,-5876.3560,-4491.4871,4968.6495,-2197.6934,412.7616,3663.2915,-1913.7642,-155.5233,6064.2870,5515.3229,-5350.3760,-2125.5139,-2580.1066,1903.3193,4786.3516,-5409.9853,6689.4680,-4620.2185,-1497.1052,-874.9625,2053.1982,-4638.1067,-2334.7052,0.0000,1785.0134,6624.3874,-3075.4162,909.1240,-3785.6596,-4603.4498,-5595.6906,4944.5791,3960.1149,6526.8203,2490.0476,-4083.8324,-3734.2952,4987.4143,-2240.4980,1373.9398,0.0000,-3412.1862,1552.6255,4083.3977,4417.9127,-4506.1260,-4058.2063,-4158.4550,2612.1825,463.4532,-2949.8465,-2271.9244,33.1324,-1225.4029,3784.6717,5337.4752,1886.7070,43.5504,-2061.2712,2550.8127,-4136.1955,-5133.4724,517.1335,4762.1319,-185.2808,131.3525,-2846.9366,269.5004,2146.6488,5202.9315,-5065.1723,0.0000,-346826.9813,-345486.8738,-339974.2663,-340132.2592,-336512.6338,-337940.5741,-345871.1795,-344206.9666,323455252.7457,323430963.9895,323449048.7267,323436625.4939,-342982.8043,323439234.2461,-5199.2287,1819.9298,-4566.5420,-31.3759,-5422.6375,-2417.6831,2215.1583,6739.7681,-3354.1536,-814.2443,-5509.6622,-3187.2662,-5405.7069,-4835.1786,-4271.3310,4603.5873,5455.9039,-5506.4733,0.0000,5393.0864,5436.0967,0.0000,-4975.7523,-4597.4686,-5503.9569,3343.1349,-1678.8843,3521.9654,2867.0958,504.1892,-4279.6057,2621.7330,906.4582,-5235.9213,-4673.8995,-4977.9809,2477.9368,-3670.1137,2274.3087,5509.0047,6439.1506,5402.4226,4924.6325,3379.2788,68.4013,4654.5331,2848.3579,588.7214,3789.3323,2701.7622,3863.3353,0.0000,-607.3602,-1675.2194,4276.5515,-1621.7400,4787.4168,3326.1031,3554.1536,2407.2198,-2450.9646,494.4861,5016.9552,-4988.9258,-2936.8541,-3246.9441,-4228.7186,24.0654,0.0000,-2319.0055,-2369.6378,4090.2631,5040.1648,-5087.9365,3089.7306,4314.4156,-485.5482,6846.7756,-1169.8248,3262.5936,-3505.6666,4126.3134,5716.7269,-2233.4782,-1325.9430,5102.8348,-3509.0528,-2089.5662,-3568.9201,-4125.9988,3573.3605,-4122.6807,4242.8915,-3889.3142,-5419.3343,5063.0382,-1801.8863,-2167.2020,-2092.6388,0.0000,37335.5292,33713.8035,34759.9416,37060.6736,39492.8565,29862.2479,25862.3214,33041.4624,-112990726.5044,-112960448.7434,-112962247.4037,-112979898.1573,33968.6120,-112978853.9764,
300.000,-2122.1927,2230.6092,-1436.0189,6193.1101,3606.0663,-2790.0308,2559.2662,-1277.8469,3003.8878,-514.4121,86.9459,5014.2338,471.0326,40.0124,-3125.1337,-611.1352,4151.6513,2387.3173,0.0000,-3844.5619,1361.7607,0.0000,-3800.4593,-1734.5038,-949.0951,-4160.0999,5168.5034,2155.7050,862.6098,4291.1790,3822.6398,-5359.8432,6404.2012,-163.6533,4512.6984,-3818.6132,-25.2421,-724.3900,-3960.6745,-4671.1774,-1896.3129,4939.6467,1837.2235,-3700.5000,2627.4040,-3890.9273,-5314.9292,-6839.0136,-5424.7357,-4659.4159,-6355.5043,0.0000,6730.0429,-672.8635,2480.7234,6963.0496,1557.7140,3056.0983,-3116.5126,4983.1361,6253.3287,-908.5863,5507.4520,-3516.2054,3393.2025,-2349.5194,4890.8498,6577.9644,0.0000,-5746.3652,6879.4826,4140.8395,3593.5356,-2555.7490,-5148.4599,2591.9859,-5609.7014,-2794.3549,-6449.1388,-6594.4229,-4785.3447,-6362.2358,2520.1760,4520.1490,-5474.5933,-5066.8844,4063.7587,-4797.5044,2114.2377,-2902.1493,-5924.5792,-1095.4656,5538.1149,-6242.3547,-1461.5741,-5118.3176,-5179.3721,-2294.4435,-5485.7052,0.0000,-92363.5755,-124470.5971,-99554.6561,-99840.1932,-107637.5050,-106156.6748,-107257.0810,-104168.1462,-59096951.3771,-59133503.4454,-59113129.1567,-59090223.4798,-104896.0123,-59101477.2989,-3530.7885,-6548.2917,-4822.5681,2383.8505,3473.3470,-5201.9528,6385.8014,279.8348,-4554.6410,-6884.8271,4555.8659,4498.8251,-4221.7421,-5713.7317,-5151.4001,4336.1144,905.0604,4095.4368,0.0000,3277.9131,4721.4589,0.0000,-1327.3663,4035.0429,4224.7601,3517.6448,3189.2634,-6272.3243,-6683.6854,-5266.4718,4480.8890,-576.4200,-1128.4738,4847.4577,-3753.7369,1727.6085,5750.4846,6514.9549,-3851.8010,-293.6346,-3351.7138,153.9368,3746.5761,-3861.8054,6059.5509,-4505.5325,89.4817,632.7246,3628.0938,-3008.3441,-1217.3826,0.0000,567.8584,6900.9517,-3742.3238,-599.1875,-5338.9865,-5880.4987,-4235.5684,4812.7957,2803.4672,6461.1945,1224.9886,-2252.7280,-4225.0525,6223.8104,-3929.2356,120.2928,0.0000,-1632.1590,376.9422,2170.8548,4295.6985,-3224.5600,-2195.6551,-5664.5015,3907.3593,-826.7610,-1823.8949,-793.9337,1490.6842,133.2331,4715.3868,3776.2610,3188.4290,1959.4553,-3045.0676,3401.7104,-4778.8586,-5382.4923,2342.5874,5949.3250,-2168.8614,1633.0352,-1970.6694,2168.2122,3090.9719,5575.4366,-4149.9637,0.0000,-348806.9051,-348164.2609,-342392.3682,-342517.8721,-338804.1399,-340264.5208,-348116.1733,-346237.3730,322244170.0485,322219126.5320,322237743.8243,322226022.8539,-345292.5062,322228119.5036,-5471.3498,314.5320,-4570.9366,1764.1174,-4769.0061,-3597.7896,748.6488,6805.0143,-4245.6990,730.3484,-5177.5174,-1549.7277,-5344.5509,-3733.0883,-3394.6491,5340.9535,5421.4793,-5029.9616,0.0000,4708.0499,4833.4235,0.0000,-5342.0135,-5341.7901,-5379.7551,4236.7366,-3292.8950,1950.1885,1175.0558,-1304.0879,-3438.8246,4052.8972,2355.4237,-4582.0649,-3481.2289,-5489.9159,3637.2391,-2130.2381,3783.5719,5072.1735,5770.8103,4770.9251,5453.0476,4245.7933,1602.7110,3448.2301,4222.9320,-955.8084,2279.4549,4119.7366,2377.8542,0.0000,1209.5790,441.1563,5163.9910,-108.4355,3701.7978,1712.7200,4345.1684,327.4619,-1015.7731,2253.9065,3999.1352,-5486.3591,-4296.3460,-1965.3434,-2845.7772,1824.9145,0.0000,-3523.7979,-622.2622,5073.6950,4040.9403,-5472.1102,4076.9849,2961.6306,1058.7764,6293.6090,667.1615,1985.2045,-4692.5704,2710.2887,4407.6090,-3455.6290,-2720.5182,4167.2181,-4702.0755,-3636.8733,-4347.7778,-2723.5783,2391.8283,-3178.2891,3372.6129,-2404.6069,-6493.4819,4083.1820,-3395.4961,-3406.4501,-610.9812,0.0000,37213.2531,33552.9624,34715.0705,36752.0706,39432.6903,29961.4632,25612.1805,32519.5153,-112986711.1077,-112956657.6955,-112958446.0851,-112975539.5275,33827.2693,-112974909.5566,
600.000,-3899.9409,733.0485,-3463.3756,5911.8228,5261.8390,-3967.4236,3887.3907,-3043.6224,938.1049,-1975.6932,2022.6768,5877.1092,-1561.1158,-1433.4802,-4773.6291,1515.8592,4826.3610,4265.6291,0.0000,-3226.4390,3228.1152,0.0000,-4279.4984,431.1411,964.9412,-2299.7305,5002.1402,1030.0192,-353.8535,2911.6419,5372.8677,-4360.5553,5342.2440,1571.7828,4004.4667,-2522.3143,1823.1746,507.1422,-4202.7220,-5349.2125,-3631.1010,5627.5261,3539.6705,-4623.8693,3790.9170,-5301.7921,-4119.1334,-6163.6249,-4926.8889,-4543.8115,-6867.3417,0.0000,6177.0444,-4.6197,339.8094,6529.4109,273.7334,2000.0748,-4341.3520,5230.7303,6766.1571,498.3198,6429.4057,-4295.1894,1412.9754,-925.4040,4360.0660,5789.2549,0.0000,-5390.9292,6761.2410,4153.7736,5156.2236,-4068.6309,-5149.2639,1546.5794,-4278.3001,-4243.7297,-6261.0122,-6876.3034,-3207.1880,-6691.1880,3747.7963,4989.3802,-3911.8709,-5091.8223,2135.3046,-3035.8652,-36.1820,-4260.8292,-5491.6051,542.7484,5188.1849,-6186.9311,460.3402,-5089.3525,-3514.1229,-327.5994,-6226.2289,0.0000,-84861.1688,-117144.3630,-92221.6939,-92603.9701,-100370.8707,-98902.8812,-99939.9786,-97115.9071,-66116159.0489,-66152821.2226,-66132978.4495,-66109245.7922,-97605.2098,-66120756.2945,-2300.6450,-6777.7334,-4212.9428,916.8278,2671.7024,-3575.4024,5671.0742,-1009.9519,-5001.7314,-6280.4660,5011.8975,3626.1387,-4712.2953,-6294.1917,-4516.1720,3888.9875,-1075.3452,3670.7144,0.0000,4996.0854,4835.7647,0.0000,817.7160,4154.6730,4989.8699,4528.5934,1417.3442,-6836.4985,-6802.7732,-5528.4206,3569.9336,1143.0561,-2581.8030,5532.7118,-5188.6519,3475.1944,4871.2824,6862.5983,-1918.8470,1530.8758,-3850.0524,-1571.9920,2376.0946,-1932.7082,4802.3299,-3971.9121,1706.7013,2088.2492,4824.3478,-1060.1406,-4.7894,0.0000,-720.8225,6475.7095,-4085.1045,-2049.8463,-6313.5775,-6547.7068,-2463.5198,4191.6894,1383.7998,5758.8956,-119.0687,-219.5493,-4343.1394,6857.3013,-5205.4650,-1166.4472,0.0000,325.0556,-829.2680,33.2208,3788.8140,-1659.3876,-109.3647,-6600.2546,4830.4239,-2100.7062,-493.3923,742.2488,2844.5306,1449.5984,5205.2869,1825.2801,4202.2969,3647.9262,-3779.9799,3955.1247,-4973.2058,-5063.7449,3910.8445,6546.5678,-3916.0321,2946.4883,-805.0268,3824.1215,3766.9929,5434.5648,-2832.3763,0.0000,-350625.3921,-350688.4969,-344659.7153,-344756.0382,-340944.5317,-342442.9585,-350206.6199,-348049.5382,320879555.6575,320853748.0303,320872879.8206,320861901.5476,-347449.2254,320863469.4927,-5138.3078,-1224.6897,-4057.7631,3365.2291,-3602.0994,-4389.8894,-798.5025,6144.9299,-4679.7470,2197.0207,-4284.2464,255.1763,-4686.5967,-2212.9658,-2152.2342,5501.9870,4797.4718,-4011.6199,0.0000,3514.3684,3705.6718,0.0000,-5075.3733,-5511.8742,-4674.8626,4671.4789,-4551.0303,167.8311,-647.9592,-2971.8128,-2211.9311,5014.1994,3550.4639,-3380.8458,-1898.4478,-5409.6287,4385.3706,-358.3635,4844.3643,4086.6404,4488.4263,3615.8304,5382.8885,4637.8119,2954.9183,1864.6191,5117.2695,-2398.0533,523.4525,5092.8783,633.5700,0.0000,2892.9012,2510.5521,5478.5630,1416.1976,2175.0192,-91.1671,4649.0500,-1787.3573,528.4256,3768.9385,2550.6974,-5388.8719,-5193.3496,-473.6936,-1152.5654,3421.2580,0.0000,-4352.1977,1192.1605,5507.7236,2604.8565,-5250.3701,4626.9438,1287.1266,2488.9579,5070.7074,2426.2282,495.2238,-5363.7208,1002.2092,2626.8852,-4291.2241,-3819.1915,2769.4298,-5390.3147,-4792.3033,-4634.1624,-997.9164,939.7261,-1879.0094,2126.4344,-657.3082,-6878.6168,2660.1984,-4624.2353,-4280.1362,936.8681,0.0000,37090.3378,33392.1120,34668.4843,36438.6704,39369.1082,30066.9611,25366.9842,32100.8903,-112982690.0956,-112952867.6566,-112954650.1719,-112971179.0037,33685.9017,-112970964.8576,
