sl_100_86400_20280503 Coordinates.csv
2028/05/03 07:47:00.0000 UTC

Generated: Tue Oct  8 21:44:16 2024,
Start: 2028/05/03 07:47:00.00, Stop: 2028/05/04 07:47:00.00,
TIME_UNITS,STARLINK-5976 - X-Coordinate,STARLINK-5183 - X-Coordinate,STARLINK-5063 - X-Coordinate,STARLINK-31629 - X-Coordinate,STARLINK-4463 - X-Coordinate,STARLINK-1137 - X-Coordinate,STARLINK-5628 - X-Coordinate,STARLINK-3960 - X-Coordinate,STARLINK-5496 - X-Coordinate,STARLINK-5057 - X-Coordinate,STARLINK-11174 [DTC] - X-Coordinate,STARLINK-4188 - X-Coordinate,STARLINK-30954 - X-Coordinate,STARLINK-4273 - X-Coordinate,STARLINK-5303 - X-Coordinate,STARLINK-5840 - X-Coordinate,STARLINK-2115 - X-Coordinate,STARLINK-6289 - X-Coordinate,STARLINK-5507 - X-Coordinate,STARLINK-1060 - X-Coordinate,STARLINK-31881 - X-Coordinate,STARLINK-30236 - X-Coordinate,STARLINK-30879 - X-Coordinate,STARLINK-3128 - X-Coordinate,STARLINK-31952 - X-Coordinate,STARLINK-32160 - X-Coordinate,STARLINK-30301 - X-Coordinate,STARLINK-4261 - X-Coordinate,STARLINK-1667 - X-Coordinate,STARLINK-31699 - X-Coordinate,STARLINK-6345 - X-Coordinate,STARLINK-4626 - X-Coordinate,STARLINK-31533 - X-Coordinate,STARLINK-31422 - X-Coordinate,STARLINK-4569 - X-Coordinate,STARLINK-6265 - X-Coordinate,STARLINK-1481 - X-Coordinate,STARLINK-4421 - X-Coordinate,STARLINK-32226 - X-Coordinate,STARLINK-32130 - X-Coordinate,STARLINK-1282 - X-Coordinate,STARLINK-2395 - X-Coordinate,STARLINK-31079 - X-Coordinate,STARLINK-31061 - X-Coordinate,STARLINK-6181 - X-Coordinate,STARLINK-5415 - X-Coordinate,STARLINK-4441 - X-Coordinate,STARLINK-2089 - X-Coordinate,STARLINK-4361 - X-Coordinate,STARLINK-31486 - X-Coordinate,STARLINK-31674 - X-Coordinate,STARLINK-5791 - X-Coordinate,STARLINK-2457 - X-Coordinate,STARLINK-5299 - X-Coordinate,STARLINK-31165 - X-Coordinate,STARLINK-3828 - X-Coordinate,STARLINK-3868 - X-Coordinate,STARLINK-5112 - X-Coordinate,STARLINK-5259 - X-Coordinate,STARLINK-31912 - X-Coordinate,STARLINK-1234 - X-Coordinate,STARLINK-30497 - X-Coordinate,STARLINK-1063 - X-Coordinate,STARLINK-31515 - X-Coordinate,STARLINK-2170 - X-Coordinate,STARLINK-32163 - X-Coordinate,STARLINK-3633 - X-Coordinate,STARLINK-31846 - X-Coordinate,STARLINK-31031 - X-Coordinate,STARLINK-1255 - X-Coordinate,STARLINK-2680 - X-Coordinate,STARLINK-4154 - X-Coordinate,STARLINK-4565 - X-Coordinate,STARLINK-3074 - X-Coordinate,STARLINK-3240 - X-Coordinate,STARLINK-1422 - X-Coordinate,STARLINK-1413 - X-Coordinate,STARLINK-5931 - X-Coordinate,STARLINK-6062 - X-Coordinate,STARLINK-4366 - X-Coordinate,STARLINK-31845 - X-Coordinate,STARLINK-3116 - X-Coordinate,STARLINK-30330 - X-Coordinate,STARLINK-5497 - X-Coordinate,STARLINK-2235 - X-Coordinate,STARLINK-30702 - X-Coordinate,STARLINK-30409 - X-Coordinate,STARLINK-5296 - X-Coordinate,STARLINK-4584 - X-Coordinate,STARLINK-5080 - X-Coordinate,STARLINK-4589 - X-Coordinate,STARLINK-31457 - X-Coordinate,STARLINK-1971 - X-Coordinate,STARLINK-4356 - X-Coordinate,STARLINK-31571 - X-Coordinate,STARLINK-30186 - X-Coordinate,STARLINK-30920 - X-Coordinate,STARLINK-4112 - X-Coordinate,STARLINK-5106 - X-Coordinate,STARLINK-6100 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5976 - Y-Coordinate,STARLINK-5183 - Y-Coordinate,STARLINK-5063 - Y-Coordinate,STARLINK-31629 - Y-Coordinate,STARLINK-4463 - Y-Coordinate,STARLINK-1137 - Y-Coordinate,STARLINK-5628 - Y-Coordinate,STARLINK-3960 - Y-Coordinate,STARLINK-5496 - Y-Coordinate,STARLINK-5057 - Y-Coordinate,STARLINK-11174 [DTC] - Y-Coordinate,STARLINK-4188 - Y-Coordinate,STARLINK-30954 - Y-Coordinate,STARLINK-4273 - Y-Coordinate,STARLINK-5303 - Y-Coordinate,STARLINK-5840 - Y-Coordinate,STARLINK-2115 - Y-Coordinate,STARLINK-6289 - Y-Coordinate,STARLINK-5507 - Y-Coordinate,STARLINK-1060 - Y-Coordinate,STARLINK-31881 - Y-Coordinate,STARLINK-30236 - Y-Coordinate,STARLINK-30879 - Y-Coordinate,STARLINK-3128 - Y-Coordinate,STARLINK-31952 - Y-Coordinate,STARLINK-32160 - Y-Coordinate,STARLINK-30301 - Y-Coordinate,STARLINK-4261 - Y-Coordinate,STARLINK-1667 - Y-Coordinate,STARLINK-31699 - Y-Coordinate,STARLINK-6345 - Y-Coordinate,STARLINK-4626 - Y-Coordinate,STARLINK-31533 - Y-Coordinate,STARLINK-31422 - Y-Coordinate,STARLINK-4569 - Y-Coordinate,STARLINK-6265 - Y-Coordinate,STARLINK-1481 - Y-Coordinate,STARLINK-4421 - Y-Coordinate,STARLINK-32226 - Y-Coordinate,STARLINK-32130 - Y-Coordinate,STARLINK-1282 - Y-Coordinate,STARLINK-2395 - Y-Coordinate,STARLINK-31079 - Y-Coordinate,STARLINK-31061 - Y-Coordinate,STARLINK-6181 - Y-Coordinate,STARLINK-5415 - Y-Coordinate,STARLINK-4441 - Y-Coordinate,STARLINK-2089 - Y-Coordinate,STARLINK-4361 - Y-Coordinate,STARLINK-31486 - Y-Coordinate,STARLINK-31674 - Y-Coordinate,STARLINK-5791 - Y-Coordinate,STARLINK-2457 - Y-Coordinate,STARLINK-5299 - Y-Coordinate,STARLINK-31165 - Y-Coordinate,STARLINK-3828 - Y-Coordinate,STARLINK-3868 - Y-Coordinate,STARLINK-5112 - Y-Coordinate,STARLINK-5259 - Y-Coordinate,STARLINK-31912 - Y-Coordinate,STARLINK-1234 - Y-Coordinate,STARLINK-30497 - Y-Coordinate,STARLINK-1063 - Y-Coordinate,STARLINK-31515 - Y-Coordinate,STARLINK-2170 - Y-Coordinate,STARLINK-32163 - Y-Coordinate,STARLINK-3633 - Y-Coordinate,STARLINK-31846 - Y-Coordinate,STARLINK-31031 - Y-Coordinate,STARLINK-1255 - Y-Coordinate,STARLINK-2680 - Y-Coordinate,STARLINK-4154 - Y-Coordinate,STARLINK-4565 - Y-Coordinate,STARLINK-3074 - Y-Coordinate,STARLINK-3240 - Y-Coordinate,STARLINK-1422 - Y-Coordinate,STARLINK-1413 - Y-Coordinate,STARLINK-5931 - Y-Coordinate,STARLINK-6062 - Y-Coordinate,STARLINK-4366 - Y-Coordinate,STARLINK-31845 - Y-Coordinate,STARLINK-3116 - Y-Coordinate,STARLINK-30330 - Y-Coordinate,STARLINK-5497 - Y-Coordinate,STARLINK-2235 - Y-Coordinate,STARLINK-30702 - Y-Coordinate,STARLINK-30409 - Y-Coordinate,STARLINK-5296 - Y-Coordinate,STARLINK-4584 - Y-Coordinate,STARLINK-5080 - Y-Coordinate,STARLINK-4589 - Y-Coordinate,STARLINK-31457 - Y-Coordinate,STARLINK-1971 - Y-Coordinate,STARLINK-4356 - Y-Coordinate,STARLINK-31571 - Y-Coordinate,STARLINK-30186 - Y-Coordinate,STARLINK-30920 - Y-Coordinate,STARLINK-4112 - Y-Coordinate,STARLINK-5106 - Y-Coordinate,STARLINK-6100 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5976 - Z-Coordinate,STARLINK-5183 - Z-Coordinate,STARLINK-5063 - Z-Coordinate,STARLINK-31629 - Z-Coordinate,STARLINK-4463 - Z-Coordinate,STARLINK-1137 - Z-Coordinate,STARLINK-5628 - Z-Coordinate,STARLINK-3960 - Z-Coordinate,STARLINK-5496 - Z-Coordinate,STARLINK-5057 - Z-Coordinate,STARLINK-11174 [DTC] - Z-Coordinate,STARLINK-4188 - Z-Coordinate,STARLINK-30954 - Z-Coordinate,STARLINK-4273 - Z-Coordinate,STARLINK-5303 - Z-Coordinate,STARLINK-5840 - Z-Coordinate,STARLINK-2115 - Z-Coordinate,STARLINK-6289 - Z-Coordinate,STARLINK-5507 - Z-Coordinate,STARLINK-1060 - Z-Coordinate,STARLINK-31881 - Z-Coordinate,STARLINK-30236 - Z-Coordinate,STARLINK-30879 - Z-Coordinate,STARLINK-3128 - Z-Coordinate,STARLINK-31952 - Z-Coordinate,STARLINK-32160 - Z-Coordinate,STARLINK-30301 - Z-Coordinate,STARLINK-4261 - Z-Coordinate,STARLINK-1667 - Z-Coordinate,STARLINK-31699 - Z-Coordinate,STARLINK-6345 - Z-Coordinate,STARLINK-4626 - Z-Coordinate,STARLINK-31533 - Z-Coordinate,STARLINK-31422 - Z-Coordinate,STARLINK-4569 - Z-Coordinate,STARLINK-6265 - Z-Coordinate,STARLINK-1481 - Z-Coordinate,STARLINK-4421 - Z-Coordinate,STARLINK-32226 - Z-Coordinate,STARLINK-32130 - Z-Coordinate,STARLINK-1282 - Z-Coordinate,STARLINK-2395 - Z-Coordinate,STARLINK-31079 - Z-Coordinate,STARLINK-31061 - Z-Coordinate,STARLINK-6181 - Z-Coordinate,STARLINK-5415 - Z-Coordinate,STARLINK-4441 - Z-Coordinate,STARLINK-2089 - Z-Coordinate,STARLINK-4361 - Z-Coordinate,STARLINK-31486 - Z-Coordinate,STARLINK-31674 - Z-Coordinate,STARLINK-5791 - Z-Coordinate,STARLINK-2457 - Z-Coordinate,STARLINK-5299 - Z-Coordinate,STARLINK-31165 - Z-Coordinate,STARLINK-3828 - Z-Coordinate,STARLINK-3868 - Z-Coordinate,STARLINK-5112 - Z-Coordinate,STARLINK-5259 - Z-Coordinate,STARLINK-31912 - Z-Coordinate,STARLINK-1234 - Z-Coordinate,STARLINK-30497 - Z-Coordinate,STARLINK-1063 - Z-Coordinate,STARLINK-31515 - Z-Coordinate,STARLINK-2170 - Z-Coordinate,STARLINK-32163 - Z-Coordinate,STARLINK-3633 - Z-Coordinate,STARLINK-31846 - Z-Coordinate,STARLINK-31031 - Z-Coordinate,STARLINK-1255 - Z-Coordinate,STARLINK-2680 - Z-Coordinate,STARLINK-4154 - Z-Coordinate,STARLINK-4565 - Z-Coordinate,STARLINK-3074 - Z-Coordinate,STARLINK-3240 - Z-Coordinate,STARLINK-1422 - Z-Coordinate,STARLINK-1413 - Z-Coordinate,STARLINK-5931 - Z-Coordinate,STARLINK-6062 - Z-Coordinate,STARLINK-4366 - Z-Coordinate,STARLINK-31845 - Z-Coordinate,STARLINK-3116 - Z-Coordinate,STARLINK-30330 - Z-Coordinate,STARLINK-5497 - Z-Coordinate,STARLINK-2235 - Z-Coordinate,STARLINK-30702 - Z-Coordinate,STARLINK-30409 - Z-Coordinate,STARLINK-5296 - Z-Coordinate,STARLINK-4584 - Z-Coordinate,STARLINK-5080 - Z-Coordinate,STARLINK-4589 - Z-Coordinate,STARLINK-31457 - Z-Coordinate,STARLINK-1971 - Z-Coordinate,STARLINK-4356 - Z-Coordinate,STARLINK-31571 - Z-Coordinate,STARLINK-30186 - Z-Coordinate,STARLINK-30920 - Z-Coordinate,STARLINK-4112 - Z-Coordinate,STARLINK-5106 - Z-Coordinate,STARLINK-6100 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,504.4901,-5138.3989,-2820.9160,1942.9433,-5704.8437,4228.3154,463.3993,5310.8798,4659.4252,2986.0017,-6189.1844,1050.1264,-2600.7387,0.0000,5166.2744,-3720.5052,-4949.7231,1591.7414,2488.2954,-6069.7911,-3250.7387,285.4974,5442.1052,2784.5402,-5245.5322,-2712.6497,-2682.1217,3157.9562,3331.3826,2166.6358,2788.9446,3159.1645,1176.4669,435.1590,4201.1059,2583.9529,-86.2853,-1114.8842,-6560.4469,-6303.0343,-5460.9437,-1337.7316,6106.3791,4145.0757,-571.4515,2387.3203,-276.7815,-3086.7443,210.6126,1380.2667,-809.6499,5397.9978,-3973.6689,-2706.9215,-6579.9376,106.2362,-5685.1552,3679.0027,2574.2237,3938.6207,1324.3918,4874.9179,-120.2023,4980.6572,-4112.2917,500.0512,-2058.5169,-3980.5888,4103.3435,5367.4787,-4375.3754,4306.0200,-1732.3717,-4835.1539,-804.6533,3125.7402,-4380.2478,-4640.2792,-5112.7776,-4501.3488,-3170.4361,2716.4559,5829.4575,4065.8549,-6911.6932,-6639.8236,-5069.3565,2117.5038,-4144.4998,0.0000,-4102.7988,-6680.4747,4159.3353,-42.5315,-2610.2720,-4681.8459,1177.2278,-391.7884,6641.1401,5312.5563,349146.6792,365276.8227,356680.3199,356393.1914,355080.3060,356175.1795,363965.9991,361229.2823,-209710028.7675,-209684648.7625,-209706244.5920,-209709706.6777,360571.7972,-209706272.7082,1361.9155,4458.1622,-4456.7153,5208.8412,3448.9975,398.4345,6731.0880,-278.4244,-3089.5103,3324.9016,2654.8490,-5225.6222,5443.9789,0.0000,-2973.4452,-4624.9196,3953.1220,5604.9644,832.0686,-1452.8511,-5471.4952,6836.0462,-2634.6163,-3295.3652,-3498.1091,-6046.2831,-3734.5547,5365.6097,-3215.1413,6464.1851,-480.8387,-1789.2682,6690.1272,-4960.6754,-2056.0289,-5877.6095,-6876.8331,-2134.6165,1822.4043,-1843.3409,-796.1664,-6691.0517,-1225.7151,-4476.1131,5240.9840,-5057.1013,-4711.1633,-6139.4958,-5731.1403,6671.5482,6668.3003,-1032.6349,1690.1065,1767.8348,548.6516,-4715.7724,-635.6423,5558.8078,6055.3619,-3323.0463,4840.4928,-1930.9997,-6330.5818,3477.8192,727.0523,-4231.7506,6521.0457,-960.2712,-4252.0886,4242.6198,173.8959,-393.4745,-6001.8252,-3179.6348,-4487.5813,2930.8833,-59.5595,-2282.2466,4668.9144,1700.4689,-6055.5484,5607.2314,-3222.1778,-5228.3261,-134.5497,-719.9949,-550.6631,-2990.7121,1487.2337,0.0000,-4122.4489,733.4547,-287.7855,1121.8527,-4263.4600,-4003.9941,6720.0815,6811.9752,-1937.0492,-3049.0805,60791.5615,30497.1654,54331.9463,53745.7259,45243.0139,46924.5414,48228.2602,51101.8764,282996808.4749,282937742.9628,282950787.2588,282989490.8255,49701.9598,282976900.2913,6775.3898,-1188.2402,-4378.2539,-4006.0600,1857.7555,-5416.7641,-1775.0338,-4401.8030,4107.4981,5238.1893,-351.0996,4390.4944,-3401.6368,0.0000,3561.0634,-3583.0844,-2678.4839,-3757.1778,6424.4287,3029.7754,2409.8880,-1036.7317,-3230.3232,-5412.7048,-2506.1655,1594.3971,-5196.5794,2978.6087,4706.6684,52.2156,6322.2404,-5859.4163,-529.9225,-4639.0609,-5107.5259,-2602.4466,-193.4520,-6482.6981,-801.1326,-1760.3918,4146.6269,782.0235,-3039.2245,3231.3754,-4513.3524,4034.5958,5006.9882,666.4688,3872.5241,-678.6579,1123.7649,-4222.5726,-5356.9573,6157.3304,-1782.5257,5041.4828,3843.6702,-1821.4136,1558.1743,4399.6913,4719.8383,4527.7575,-2761.8885,-3125.3879,5484.0237,5193.6012,965.8996,5443.1093,-3619.4426,161.1598,-5201.0429,-5394.9955,2931.9355,-3853.7797,5164.3164,5336.6971,-5335.1946,4611.1812,375.9543,-5005.9887,-318.8555,3040.7334,1980.8855,-2123.4355,-266.2170,-1603.3793,4666.3388,5885.1309,-5331.6538,0.0000,-3734.8339,-1161.5110,5504.4221,6825.4765,-4643.1748,-3116.1095,362.7828,-1040.7202,426.1345,-3125.4242,59400.8699,56452.8521,58932.8809,60598.9623,63457.1157,54084.2840,49635.4339,58728.4268,77935415.0881,77938580.3227,77933514.4932,77935039.1347,57861.1031,77932781.3049,
3600.000,3371.0043,3442.0700,5519.3497,-4380.2511,3359.7728,-3548.7392,-2489.3667,-6339.4191,-1154.3154,-6221.6894,3116.3418,944.4518,399.0621,0.0000,-5824.0171,5009.1898,3886.7769,-4356.3197,-5606.1899,4026.2105,5399.7974,-2671.5714,-1685.7751,-585.8190,6515.2115,3745.5513,4774.8972,-3931.4330,2393.3857,-4146.1050,75.8573,1379.9274,-3507.1068,4028.9689,172.4150,-439.0875,1834.6282,-571.8934,3923.9703,4226.3744,6808.1464,2862.0800,-5843.9639,-178.0201,-2784.0638,-927.4122,-875.8032,3993.5368,-1130.0125,-3594.1744,-2343.2853,-2984.9511,1014.9069,3872.9462,3975.0228,2800.9501,3122.7897,-4069.6927,-3996.8152,-1472.7459,-4206.5595,-2278.7660,1809.2365,-6686.9815,3773.9101,4541.1956,-365.0081,4560.6920,-135.9251,-5085.7141,2271.9098,-4855.6644,3427.6113,2581.4883,4457.7958,-5137.5355,2963.0338,6413.8637,2820.6629,-4.1444,4071.9256,-2292.5162,-2801.2569,-1599.7082,5275.1095,6119.7761,4686.0380,2483.6943,1306.9316,0.0000,6040.3959,4150.4069,-4149.4383,4952.5284,6041.8310,6528.7470,-2735.1621,-1265.5501,-4526.8587,-4125.0748,323392.7093,345503.7865,334324.7914,334394.8051,331301.8526,333367.5482,339389.2155,336483.1677,-275837047.1710,-275800904.0661,-275824411.0174,-275841028.3599,336819.6088,-275832450.0217,2388.8170,-5085.6745,4049.3717,-5255.7589,-254.0553,4022.9696,-6260.7415,2677.4164,5111.6046,-1918.8752,-3790.1328,6822.6038,-6911.0658,0.0000,3548.8199,862.8952,-5362.7288,-2677.8904,1579.8448,-1568.3294,3804.6496,-4931.0275,4727.5622,6273.4984,943.9241,2581.4688,-45.5261,-1628.3272,4406.8238,-3974.3041,4157.2492,-1690.5709,-4818.5195,4640.8672,-1035.7912,6830.2735,5299.3552,6283.8447,-3162.1652,-1327.4191,-1163.2977,4208.6205,3683.6646,5052.8050,-5982.0218,6837.9490,-678.9290,4371.6182,945.6448,-4257.9288,-4791.1089,4379.9390,-5121.8769,-4998.5595,-3322.6469,6053.9913,-2715.4594,-2353.7121,-4350.7782,6449.5851,-1416.7890,5089.5416,6460.0100,-1195.6897,-4705.2796,2877.8676,-5099.6030,-3562.7015,4158.8392,-1547.6499,-4648.5782,4059.0971,5818.7259,-116.9934,1865.3692,1233.7982,-4155.9814,2632.9855,-5520.6485,951.5846,3765.0365,-1972.2257,4550.3301,3396.5083,-1587.6475,-1047.0135,-3508.2020,2080.7703,-4860.3521,0.0000,3326.2064,-3346.3444,4274.6703,-2212.9191,1690.2021,2179.8803,-4825.8181,-5932.8375,3739.6868,5468.8420,144831.9534,121033.8109,143674.5223,141947.8026,133627.5467,135904.9301,136797.2569,136709.6610,219015479.7977,218963104.3469,218971693.2256,219004768.2601,138426.0282,218996372.2095,-5577.6681,-3165.6751,281.3050,-300.8751,-6052.5632,4295.3676,-1795.6244,502.9786,-4559.3485,-2269.6646,4615.0925,-573.2366,-30.9279,0.0000,1309.3572,4701.4267,-1848.9583,4667.8159,-3797.7816,-5440.6504,1638.2377,4043.4386,4660.0842,2846.9421,-1638.5517,-5082.1443,5018.0850,-5445.6238,-4310.2519,-3680.3621,-5560.1710,6524.2573,-3308.4710,2907.5101,6829.0020,-1057.1865,-3991.6062,2821.3547,4639.0426,5146.7463,-194.1302,-4619.1998,-512.8969,-4711.8231,2130.2295,17.5261,-6805.5401,3543.0671,-6771.3506,3971.0937,-4243.3233,4451.0086,4463.1767,-2923.6838,4452.4514,-1814.4256,-5524.2456,5050.1320,3282.9783,-1500.3238,-5284.0403,-4127.6095,-1642.8483,-723.6781,-3361.2269,-4045.6850,-4652.2366,-3610.6867,5525.3170,-4315.0616,4394.1334,2765.6020,1423.5740,6436.7618,-4926.3998,-4369.2883,4630.3917,21.9707,3101.2559,6864.1255,-4010.9525,-6251.1466,-4449.9718,5838.0886,4173.2112,-2935.3180,-3693.8089,-6147.1111,4725.3844,0.0000,-452.1259,4241.0425,-3516.1774,-4309.8342,2667.6160,-500.1209,3981.5422,-3299.3002,-3687.1688,-578.2967,57456.4297,54663.5194,58267.4000,56671.8149,62540.3192,55871.5199,47143.6546,55769.1390,78005706.5303,78003501.9468,77997193.9576,78006404.4265,56277.8591,78000125.5930,
7200.000,-3469.5646,343.3463,-5311.9686,4612.7747,2073.0713,2520.8918,4076.9754,4517.2540,-2137.4828,6524.7608,2124.5128,-2370.9204,1940.5811,0.0000,3312.6358,-5566.1110,-560.6910,6350.4023,6546.5333,-1533.1510,-5165.5584,5003.2504,-2308.3129,-1004.7874,-4448.1611,-4367.5344,-6040.1160,4568.7265,-5586.7886,5077.3511,-1246.4569,-5997.4570,4985.5795,-6137.9564,-5263.0086,-2116.3494,-3894.4992,2885.0355,589.9601,-900.8005,-5087.5704,-4396.9970,3283.9855,-3801.5346,4691.5494,-992.5551,-1217.6055,-4152.3814,-1195.0737,5226.3687,5312.2501,435.6244,1185.9761,-4009.3572,-49.9558,-4028.2611,-442.7711,4177.6591,4038.6135,-1380.4236,6283.4955,-262.2740,-3147.9162,5196.6176,-2686.2560,-6612.2880,3719.6245,-3695.7328,-3988.6271,3271.4554,-300.0663,3957.1768,-3988.2734,-1015.3966,-6732.2602,5610.0863,-1617.3069,-4865.8965,958.1552,5094.0241,-4079.0920,2855.8454,-1137.4259,-2692.0124,-1700.1569,-2737.8068,-3387.4096,-5970.4007,836.9660,0.0000,-5300.5630,37.5428,3287.6490,-6870.7006,-6621.2755,-5736.8421,4143.0264,3313.4731,740.9345,1033.6918,278058.4998,303583.1901,290746.9768,292909.4145,286231.2794,291089.6918,293514.3272,291485.3564,-323133758.8861,-323089164.8514,-323114018.1109,-323138114.6032,291590.9673,-323128799.9103,-5919.3467,4189.3030,-1654.4971,2544.0272,-998.4026,-6393.0151,3619.8613,-3673.7439,-6193.8521,291.9834,4097.9479,-5383.4873,5689.9909,0.0000,-2751.1470,2875.3764,4572.4475,-437.3861,-2078.7435,4958.6183,113.4644,1492.8450,-5816.5453,-6682.0575,2530.2214,2261.2656,2870.0736,-2684.8146,-3461.1225,-544.7782,-6669.6694,1686.3672,527.4588,-2724.8378,1008.1788,-5200.4378,-1457.6003,-5726.1069,4391.9289,5000.0800,2568.5421,121.8199,-4819.0156,-4810.8809,4876.8360,-5476.1331,5392.9913,-306.7524,3998.0231,36.7174,1130.6022,-6630.8657,6749.1727,5334.0611,5626.5656,-4988.6120,5860.2989,-2094.2764,-391.8689,-6099.8511,-1523.7266,-6819.7796,-3606.5347,-1843.5642,6286.7324,-1001.7727,2253.3097,5649.2195,-3945.8076,-2742.2449,6786.6552,-5433.3041,-2803.4555,4385.0824,283.4851,-3924.0105,6639.4231,-1584.5083,4991.6984,-518.6560,810.0763,-2699.0559,-5333.8989,-1614.8797,3838.0986,3182.8869,6018.4133,-2225.6292,6762.1446,0.0000,-929.5903,5430.5925,-6042.0888,236.1908,969.7821,637.1262,416.3691,2534.2877,-5045.1315,-5580.6950,219903.7052,203718.9588,224021.7962,219713.7768,213334.7476,218940.4370,216244.5069,220160.2110,140093131.6065,140050371.5200,140054837.5530,140076360.0780,218419.9796,140075073.5105,1037.0870,5467.5867,3988.3367,4368.3027,6522.9714,-308.1948,4337.3564,3691.9662,2282.8870,-2213.6514,-4922.3626,-3636.3512,3424.8948,0.0000,-5460.2850,-2971.2091,5092.3752,-2747.7354,-1080.6626,4599.1049,-4437.7844,-4545.8207,-2795.1486,1467.5452,4441.6603,4712.3554,-1837.9547,4419.5156,-706.7883,4510.1821,1447.7999,-2939.9561,4605.2835,1073.8516,-4384.8010,4045.0437,5470.5683,2572.6536,-5236.1554,-4520.5601,-3912.8826,5265.5597,3730.1126,3171.4741,1518.6260,-4087.8934,4093.7355,-5514.4421,5519.8793,-4427.8986,4104.9958,-1966.9465,-575.6756,-2006.5862,-3890.1861,-2588.8093,3602.5517,-5092.4944,-5416.1254,-2629.8035,2389.8630,1212.0216,4965.1370,4022.8089,-953.6285,-722.6442,5356.7066,-965.9819,-4065.7124,5338.2368,-153.5914,1588.6930,-4895.3148,-5297.9593,1464.2555,284.1613,-953.5160,-4689.0599,-4723.6138,-4687.2879,5423.9998,5707.4248,4298.7894,-6208.1848,-5504.3490,5423.2797,397.4378,2752.4032,-1154.9539,0.0000,4322.0411,-4127.6079,-709.9958,-865.7475,1306.8793,3773.1626,-5421.6348,5487.4260,4684.4550,3868.6166,55483.6048,52882.0890,57062.7730,53068.5219,61169.4401,57037.0459,45299.6066,54964.0616,78075609.2733,78068376.8784,78060937.6649,78076340.1436,54688.6610,78067442.6155,
