sl_100_5400_20280322 Coordinates.csv
2028/03/22 07:47:00.0000 UTC

Generated: Tue Oct  8 21:41:12 2024,
Start: 2028/03/22 07:47:00.00, Stop: 2028/03/22 09:17:00.00,
TIME_UNITS,STARLINK-30299 - X-Coordinate,STARLINK-2010 - X-Coordinate,STARLINK-31498 - X-Coordinate,STARLINK-31553 - X-Coordinate,STARLINK-4479 - X-Coordinate,STARLINK-31647 - X-Coordinate,STARLINK-30542 - X-Coordinate,STARLINK-4604 - X-Coordinate,STARLINK-31238 - X-Coordinate,STARLINK-31015 - X-Coordinate,STARLINK-30477 - X-Coordinate,STARLINK-31114 - X-Coordinate,STARLINK-4793 - X-Coordinate,STARLINK-2097 - X-Coordinate,STARLINK-2098 - X-Coordinate,STARLINK-6249 - X-Coordinate,STARLINK-3598 - X-Coordinate,STARLINK-5412 - X-Coordinate,STARLINK-6243 - X-Coordinate,STARLINK-30349 - X-Coordinate,STARLINK-4160 - X-Coordinate,STARLINK-6101 - X-Coordinate,STARLINK-3903 - X-Coordinate,STARLINK-3571 - X-Coordinate,STARLINK-3419 - X-Coordinate,STARLINK-3046 - X-Coordinate,STARLINK-1496 - X-Coordinate,STARLINK-5440 - X-Coordinate,STARLINK-32001 - X-Coordinate,STARLINK-30301 - X-Coordinate,STARLINK-6315 - X-Coordinate,STARLINK-4125 - X-Coordinate,STARLINK-30214 - X-Coordinate,STARLINK-5825 - X-Coordinate,STARLINK-2685 - X-Coordinate,STARLINK-31011 - X-Coordinate,STARLINK-4642 - X-Coordinate,STARLINK-31758 - X-Coordinate,STARLINK-30244 - X-Coordinate,STARLINK-5101 - X-Coordinate,STARLINK-30285 - X-Coordinate,STARLINK-5007 - X-Coordinate,STARLINK-3631 - X-Coordinate,STARLINK-31485 - X-Coordinate,STARLINK-4061 - X-Coordinate,STARLINK-6074 - X-Coordinate,STARLINK-30073 - X-Coordinate,STARLINK-5539 - X-Coordinate,STARLINK-4067 - X-Coordinate,STARLINK-4300 - X-Coordinate,STARLINK-5975 - X-Coordinate,STARLINK-4353 - X-Coordinate,STARLINK-30371 - X-Coordinate,STARLINK-30907 - X-Coordinate,STARLINK-6139 - X-Coordinate,STARLINK-30764 - X-Coordinate,STARLINK-2285 - X-Coordinate,STARLINK-3843 - X-Coordinate,STARLINK-1482 - X-Coordinate,STARLINK-32254 - X-Coordinate,STARLINK-5198 - X-Coordinate,STARLINK-5190 - X-Coordinate,STARLINK-11088 [DTC] - X-Coordinate,STARLINK-3891 - X-Coordinate,STARLINK-30126 - X-Coordinate,STARLINK-3720 - X-Coordinate,STARLINK-4552 - X-Coordinate,STARLINK-31593 - X-Coordinate,STARLINK-3957 - X-Coordinate,STARLINK-31477 - X-Coordinate,STARLINK-31637 - X-Coordinate,STARLINK-5725 - X-Coordinate,STARLINK-30578 - X-Coordinate,STARLINK-2754 - X-Coordinate,STARLINK-31163 - X-Coordinate,STARLINK-32010 - X-Coordinate,STARLINK-1451 - X-Coordinate,STARLINK-30994 - X-Coordinate,STARLINK-4564 - X-Coordinate,STARLINK-2484 - X-Coordinate,STARLINK-1255 - X-Coordinate,STARLINK-1271 - X-Coordinate,STARLINK-2052 - X-Coordinate,STARLINK-2723 - X-Coordinate,STARLINK-4210 - X-Coordinate,STARLINK-2441 - X-Coordinate,STARLINK-30163 - X-Coordinate,STARLINK-31542 - X-Coordinate,STARLINK-2175 - X-Coordinate,STARLINK-32161 - X-Coordinate,STARLINK-31782 - X-Coordinate,STARLINK-30497 - X-Coordinate,STARLINK-3845 - X-Coordinate,STARLINK-4337 - X-Coordinate,STARLINK-30798 - X-Coordinate,STARLINK-4283 - X-Coordinate,STARLINK-3614 - X-Coordinate,STARLINK-4788 - X-Coordinate,STARLINK-1991 - X-Coordinate,STARLINK-5195 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30299 - Y-Coordinate,STARLINK-2010 - Y-Coordinate,STARLINK-31498 - Y-Coordinate,STARLINK-31553 - Y-Coordinate,STARLINK-4479 - Y-Coordinate,STARLINK-31647 - Y-Coordinate,STARLINK-30542 - Y-Coordinate,STARLINK-4604 - Y-Coordinate,STARLINK-31238 - Y-Coordinate,STARLINK-31015 - Y-Coordinate,STARLINK-30477 - Y-Coordinate,STARLINK-31114 - Y-Coordinate,STARLINK-4793 - Y-Coordinate,STARLINK-2097 - Y-Coordinate,STARLINK-2098 - Y-Coordinate,STARLINK-6249 - Y-Coordinate,STARLINK-3598 - Y-Coordinate,STARLINK-5412 - Y-Coordinate,STARLINK-6243 - Y-Coordinate,STARLINK-30349 - Y-Coordinate,STARLINK-4160 - Y-Coordinate,STARLINK-6101 - Y-Coordinate,STARLINK-3903 - Y-Coordinate,STARLINK-3571 - Y-Coordinate,STARLINK-3419 - Y-Coordinate,STARLINK-3046 - Y-Coordinate,STARLINK-1496 - Y-Coordinate,STARLINK-5440 - Y-Coordinate,STARLINK-32001 - Y-Coordinate,STARLINK-30301 - Y-Coordinate,STARLINK-6315 - Y-Coordinate,STARLINK-4125 - Y-Coordinate,STARLINK-30214 - Y-Coordinate,STARLINK-5825 - Y-Coordinate,STARLINK-2685 - Y-Coordinate,STARLINK-31011 - Y-Coordinate,STARLINK-4642 - Y-Coordinate,STARLINK-31758 - Y-Coordinate,STARLINK-30244 - Y-Coordinate,STARLINK-5101 - Y-Coordinate,STARLINK-30285 - Y-Coordinate,STARLINK-5007 - Y-Coordinate,STARLINK-3631 - Y-Coordinate,STARLINK-31485 - Y-Coordinate,STARLINK-4061 - Y-Coordinate,STARLINK-6074 - Y-Coordinate,STARLINK-30073 - Y-Coordinate,STARLINK-5539 - Y-Coordinate,STARLINK-4067 - Y-Coordinate,STARLINK-4300 - Y-Coordinate,STARLINK-5975 - Y-Coordinate,STARLINK-4353 - Y-Coordinate,STARLINK-30371 - Y-Coordinate,STARLINK-30907 - Y-Coordinate,STARLINK-6139 - Y-Coordinate,STARLINK-30764 - Y-Coordinate,STARLINK-2285 - Y-Coordinate,STARLINK-3843 - Y-Coordinate,STARLINK-1482 - Y-Coordinate,STARLINK-32254 - Y-Coordinate,STARLINK-5198 - Y-Coordinate,STARLINK-5190 - Y-Coordinate,STARLINK-11088 [DTC] - Y-Coordinate,STARLINK-3891 - Y-Coordinate,STARLINK-30126 - Y-Coordinate,STARLINK-3720 - Y-Coordinate,STARLINK-4552 - Y-Coordinate,STARLINK-31593 - Y-Coordinate,STARLINK-3957 - Y-Coordinate,STARLINK-31477 - Y-Coordinate,STARLINK-31637 - Y-Coordinate,STARLINK-5725 - Y-Coordinate,STARLINK-30578 - Y-Coordinate,STARLINK-2754 - Y-Coordinate,STARLINK-31163 - Y-Coordinate,STARLINK-32010 - Y-Coordinate,STARLINK-1451 - Y-Coordinate,STARLINK-30994 - Y-Coordinate,STARLINK-4564 - Y-Coordinate,STARLINK-2484 - Y-Coordinate,STARLINK-1255 - Y-Coordinate,STARLINK-1271 - Y-Coordinate,STARLINK-2052 - Y-Coordinate,STARLINK-2723 - Y-Coordinate,STARLINK-4210 - Y-Coordinate,STARLINK-2441 - Y-Coordinate,STARLINK-30163 - Y-Coordinate,STARLINK-31542 - Y-Coordinate,STARLINK-2175 - Y-Coordinate,STARLINK-32161 - Y-Coordinate,STARLINK-31782 - Y-Coordinate,STARLINK-30497 - Y-Coordinate,STARLINK-3845 - Y-Coordinate,STARLINK-4337 - Y-Coordinate,STARLINK-30798 - Y-Coordinate,STARLINK-4283 - Y-Coordinate,STARLINK-3614 - Y-Coordinate,STARLINK-4788 - Y-Coordinate,STARLINK-1991 - Y-Coordinate,STARLINK-5195 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30299 - Z-Coordinate,STARLINK-2010 - Z-Coordinate,STARLINK-31498 - Z-Coordinate,STARLINK-31553 - Z-Coordinate,STARLINK-4479 - Z-Coordinate,STARLINK-31647 - Z-Coordinate,STARLINK-30542 - Z-Coordinate,STARLINK-4604 - Z-Coordinate,STARLINK-31238 - Z-Coordinate,STARLINK-31015 - Z-Coordinate,STARLINK-30477 - Z-Coordinate,STARLINK-31114 - Z-Coordinate,STARLINK-4793 - Z-Coordinate,STARLINK-2097 - Z-Coordinate,STARLINK-2098 - Z-Coordinate,STARLINK-6249 - Z-Coordinate,STARLINK-3598 - Z-Coordinate,STARLINK-5412 - Z-Coordinate,STARLINK-6243 - Z-Coordinate,STARLINK-30349 - Z-Coordinate,STARLINK-4160 - Z-Coordinate,STARLINK-6101 - Z-Coordinate,STARLINK-3903 - Z-Coordinate,STARLINK-3571 - Z-Coordinate,STARLINK-3419 - Z-Coordinate,STARLINK-3046 - Z-Coordinate,STARLINK-1496 - Z-Coordinate,STARLINK-5440 - Z-Coordinate,STARLINK-32001 - Z-Coordinate,STARLINK-30301 - Z-Coordinate,STARLINK-6315 - Z-Coordinate,STARLINK-4125 - Z-Coordinate,STARLINK-30214 - Z-Coordinate,STARLINK-5825 - Z-Coordinate,STARLINK-2685 - Z-Coordinate,STARLINK-31011 - Z-Coordinate,STARLINK-4642 - Z-Coordinate,STARLINK-31758 - Z-Coordinate,STARLINK-30244 - Z-Coordinate,STARLINK-5101 - Z-Coordinate,STARLINK-30285 - Z-Coordinate,STARLINK-5007 - Z-Coordinate,STARLINK-3631 - Z-Coordinate,STARLINK-31485 - Z-Coordinate,STARLINK-4061 - Z-Coordinate,STARLINK-6074 - Z-Coordinate,STARLINK-30073 - Z-Coordinate,STARLINK-5539 - Z-Coordinate,STARLINK-4067 - Z-Coordinate,STARLINK-4300 - Z-Coordinate,STARLINK-5975 - Z-Coordinate,STARLINK-4353 - Z-Coordinate,STARLINK-30371 - Z-Coordinate,STARLINK-30907 - Z-Coordinate,STARLINK-6139 - Z-Coordinate,STARLINK-30764 - Z-Coordinate,STARLINK-2285 - Z-Coordinate,STARLINK-3843 - Z-Coordinate,STARLINK-1482 - Z-Coordinate,STARLINK-32254 - Z-Coordinate,STARLINK-5198 - Z-Coordinate,STARLINK-5190 - Z-Coordinate,STARLINK-11088 [DTC] - Z-Coordinate,STARLINK-3891 - Z-Coordinate,STARLINK-30126 - Z-Coordinate,STARLINK-3720 - Z-Coordinate,STARLINK-4552 - Z-Coordinate,STARLINK-31593 - Z-Coordinate,STARLINK-3957 - Z-Coordinate,STARLINK-31477 - Z-Coordinate,STARLINK-31637 - Z-Coordinate,STARLINK-5725 - Z-Coordinate,STARLINK-30578 - Z-Coordinate,STARLINK-2754 - Z-Coordinate,STARLINK-31163 - Z-Coordinate,STARLINK-32010 - Z-Coordinate,STARLINK-1451 - Z-Coordinate,STARLINK-30994 - Z-Coordinate,STARLINK-4564 - Z-Coordinate,STARLINK-2484 - Z-Coordinate,STARLINK-1255 - Z-Coordinate,STARLINK-1271 - Z-Coordinate,STARLINK-2052 - Z-Coordinate,STARLINK-2723 - Z-Coordinate,STARLINK-4210 - Z-Coordinate,STARLINK-2441 - Z-Coordinate,STARLINK-30163 - Z-Coordinate,STARLINK-31542 - Z-Coordinate,STARLINK-2175 - Z-Coordinate,STARLINK-32161 - Z-Coordinate,STARLINK-31782 - Z-Coordinate,STARLINK-30497 - Z-Coordinate,STARLINK-3845 - Z-Coordinate,STARLINK-4337 - Z-Coordinate,STARLINK-30798 - Z-Coordinate,STARLINK-4283 - Z-Coordinate,STARLINK-3614 - Z-Coordinate,STARLINK-4788 - Z-Coordinate,STARLINK-1991 - Z-Coordinate,STARLINK-5195 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,782.2636,5109.5906,-5118.0167,0.0000,6734.9297,-2798.0395,0.0000,553.9952,4033.7260,2915.1750,-5134.5431,-3522.0253,-5464.2923,-3262.6479,5784.0443,3242.3541,1310.0393,-1285.9318,824.5926,5011.2173,5299.2806,3234.1548,1343.6718,3839.0161,-6076.2716,509.3508,1423.6950,4392.5938,-998.6982,4048.9615,-2546.9367,5951.5351,5450.3220,-5920.4214,5720.1177,1258.1067,-3482.0310,1700.6592,-4883.5194,2658.3406,3003.3306,6774.3186,4089.1916,-5547.4697,-6085.7936,-1284.7957,1404.3542,4023.5280,1531.2992,3778.4375,-6848.0940,5538.5499,-2521.2505,5455.3879,3785.9816,-4675.4322,4199.1781,5415.0005,-2439.0820,-4979.5912,-1509.3537,0.0000,-3317.2056,4938.1076,2190.3163,-6216.9925,-2796.9502,5830.7282,-3230.3974,1140.4785,-2548.5140,-877.6120,187.9109,-673.5308,4375.9414,6178.4363,-2670.5795,2262.3924,-4957.7685,3505.3301,260.4044,2963.0137,6037.0197,-3737.9411,4334.3543,5977.3055,-5497.6122,-4423.7745,-2303.4956,2016.0306,2594.4833,-4983.5550,2866.2703,2787.3721,249.9109,4485.0891,452.6876,-853.6971,3131.2128,470.6694,-350538.7875,-359043.4219,-358786.7494,-359132.2033,-365704.5394,-363780.7656,-357056.1925,-358630.1649,-150862504.3127,-150880697.1949,-150892143.7599,-150869449.6903,-358657.8119,-150877175.9464,6118.7741,4366.7148,-4265.3315,0.0000,-221.0289,-3049.0727,0.0000,-4284.5015,3240.3523,-5739.7743,4103.1904,-5203.0106,2787.5038,2513.2330,3772.5532,4208.3340,6524.2777,-4933.3876,-6028.9230,720.4022,3482.8717,3890.0531,-3960.3945,5283.0242,3092.4398,-6636.7498,-4071.4261,1030.7020,6439.4117,-1147.0483,-6271.6524,3502.0285,-3509.3508,196.6583,3717.2052,6138.7528,5134.8185,-6106.3074,2334.2354,6373.4078,-5921.1310,-1047.9252,-688.0688,-3576.4359,-1881.4958,5168.7588,-6789.7663,-5241.5630,6091.1526,-2346.5282,873.2919,-3816.2973,5567.1047,-80.1119,-5799.6628,-399.4678,4673.8291,3846.8615,-6339.0754,2754.7827,6717.0637,0.0000,-2300.6066,2115.6393,4826.4168,86.6786,6144.4201,-1184.0593,5537.0966,-6013.0169,-3240.7065,-6328.6012,6495.0754,4186.1857,-4452.5345,-2877.0297,3842.0569,-6442.9885,204.6520,2396.4272,-4270.4723,-2974.8850,-2593.1521,-5700.7382,3774.7733,-900.5968,3229.9016,2710.4019,3619.2248,-5928.1299,5167.3422,4821.1627,3660.6553,630.9202,-5584.9296,-4077.9991,6801.0432,-5326.1962,5634.3739,6582.4157,173735.5556,150580.3534,172069.0366,171815.6610,166251.9949,166881.4572,162649.1596,165945.7895,323957130.2816,323947010.1164,323924385.2604,323950992.8479,166004.2900,323944777.0494,3152.9378,-1316.3984,1486.8386,0.0000,1274.0040,-5443.9678,0.0000,5392.6029,-4195.0783,2581.7315,2096.2152,2628.5968,-3109.8260,5467.7868,-313.6306,-4455.0022,1804.6084,-4655.2625,-3300.9684,4717.9265,2621.1317,4640.3865,-5487.2319,2229.6782,1035.5732,1979.6218,5392.8118,-5224.3716,-2140.7402,-5514.7933,-1352.9360,-136.7461,-2487.4639,3630.5074,1123.0814,2947.4872,-3063.0867,2513.8188,-4405.8258,615.5284,-1521.4799,-999.1461,-5503.8541,1751.6145,-2673.9367,-4440.2482,-265.9215,-2193.5794,2832.8639,5283.9061,511.2514,-1662.6239,-3216.5974,-4265.0843,-133.4465,-4984.0039,-2555.8327,-1901.5855,-1104.7507,3893.4142,245.3868,0.0000,5239.3271,-4343.3087,-4457.3654,2927.7792,-1511.6371,-3365.9527,2509.3592,-3019.8624,-5490.9012,-2665.0477,2435.3595,5308.5884,-2881.7385,-488.3254,4953.8488,598.7781,-4854.5016,5335.5158,-5351.1013,-5490.1149,-2186.3704,-1053.7248,3857.9588,-3232.8554,2258.4654,-4436.7665,-5395.0530,-2692.8236,3584.2572,32.2983,5090.4897,6309.4887,-4000.7473,-3294.6533,-1026.5831,4318.7307,2490.5347,2022.0440,-89469.6526,-91480.6270,-91565.6727,-89655.8785,-86959.9790,-96435.5390,-100711.7092,-94297.0270,282260.9704,248283.5459,269337.5016,271118.0829,-92530.7122,275223.8267,
300.000,2378.6459,5398.1578,-6096.5135,0.0000,6684.4342,-4407.9538,0.0000,-1581.9903,4732.3149,1568.7026,-4244.6906,-4086.0728,-3891.8594,-1846.8512,6087.2585,4952.0487,2552.7773,-3083.5513,-1024.7249,5096.1353,6299.3921,4605.7310,-817.9932,5005.6794,-5463.5727,-231.6722,-420.8672,3989.5751,412.8239,3045.8957,-3942.4454,6289.7644,4741.1214,-6670.6581,5861.2679,2740.6404,-1757.2995,184.4339,-3385.4947,3861.7415,1548.4543,6429.1908,3725.8712,-5801.6761,-5552.7948,843.6439,-136.1317,3701.9470,2601.6328,3105.2658,-6438.8222,5931.0013,-1085.6649,4668.1714,2369.0945,-5404.2883,5393.1833,6259.4166,-3362.3126,-4780.3703,-278.6757,0.0000,-4653.9654,6156.5286,3770.1783,-5170.3127,-1704.2297,4604.3728,-1611.1847,-474.3896,-4086.9560,-2519.5499,1784.5844,1329.7169,2568.9282,5231.5535,-1471.6901,774.1807,-5513.0799,4897.2265,-1858.4809,1149.5395,4730.3194,-4428.2038,5748.2983,4702.3235,-4807.4554,-2799.4149,-705.4889,414.3948,3832.9998,-3699.7617,3771.9175,4320.1216,-1698.3611,2734.6602,1630.3867,-2275.3397,4409.2988,1734.6424,-354150.9065,-362252.8662,-362132.5215,-362545.8901,-369195.7697,-367240.4236,-360569.1467,-362563.7654,-157899031.1130,-157917074.7788,-157927980.1878,-157906015.3126,-362121.8792,-157913610.7807,5034.8928,2977.2037,-3075.0741,0.0000,-1441.3415,-1645.2873,0.0000,-3868.3334,1180.7197,-6656.5073,5405.9155,-3631.1790,3550.3731,4148.0653,2532.4023,3130.3684,6406.8837,-5131.9391,-5396.5251,-1420.5100,2574.0346,2212.5156,-4219.1995,4729.8518,4137.2229,-5755.3606,-5021.0723,-1088.6196,5776.4323,-3071.8056,-5661.5688,2313.0662,-4959.8302,971.2065,2345.0294,4957.7731,5050.7154,-6732.4927,3832.8558,5361.2966,-5829.7981,-2517.1868,-2795.7177,-1867.4204,-319.1482,5003.0295,-6707.9204,-5892.8365,4783.6010,-4253.8656,2327.0819,-3531.2689,6541.4371,-2041.3202,-6355.8399,1394.8824,4028.8950,2919.5101,-5312.6240,4348.8411,6705.3678,0.0000,-609.7734,906.3765,3384.1020,1443.8874,6697.0580,-2749.5355,5385.3997,-6595.6415,-1709.1086,-6321.9459,5648.2775,4790.8818,-5023.5480,-3776.4423,5371.1565,-6745.4931,1977.3687,834.0583,-3736.0756,-4174.0050,-3437.2819,-4517.1475,3050.8077,-2146.3399,4699.4511,4137.3286,4951.4963,-5423.9911,3548.4063,5652.6338,1719.9984,1821.6088,-4839.0766,-4401.5744,6115.0959,-3931.4319,5269.1031,6678.0920,166461.4297,142845.7710,164425.6040,164101.6799,158608.6597,159210.7434,155070.0932,158158.2398,320586405.2543,320576551.9361,320553364.3462,320580927.3638,158375.1353,320574066.2553,4118.9827,-2986.7508,-51.2289,0.0000,-546.0826,-4962.3296,0.0000,5502.3079,-4536.8212,1166.9759,614.6691,4059.0038,-4422.1611,5123.5474,-2082.6081,-3707.2486,10.6981,-3436.8103,-4214.0112,4461.8217,896.6185,4584.6254,-5397.0728,467.8009,-783.3469,3872.9349,4724.0058,-5527.2996,-3677.6459,-5423.0389,183.9518,1663.4845,-1058.4417,1695.3570,2813.7475,3980.4164,-4391.3000,1080.8023,-4749.0314,2094.4011,-3167.1506,545.5402,-5078.1828,3075.6699,-4098.9104,-4726.6696,-1773.6399,-102.9433,4218.2922,4470.2149,-1033.1829,575.8067,-1927.1935,-4690.5872,1398.6802,-3962.0817,-819.4261,-114.8446,-2800.1870,2411.8248,-1561.6513,0.0000,4661.6279,-2998.7741,-4721.7271,4287.9400,293.9218,-4239.7632,3970.7334,-1682.0505,-5245.8285,-1262.5286,3611.7014,4632.0757,-3930.8958,-2256.5887,3929.8202,-954.2091,-3725.3507,4672.8198,-5433.6541,-5387.3377,-3710.7970,-2754.0343,2365.5939,-4503.0914,780.1609,-4652.3225,-4742.5219,-4108.8600,4356.6937,1555.3279,5507.7844,5100.8358,-4578.5138,-4555.8204,-2734.3490,5205.4494,759.9837,243.3605,-89331.5442,-91387.9236,-91361.7589,-89715.0641,-86773.3006,-96080.2680,-100705.9810,-94125.4204,289328.6956,255350.1738,275899.0993,278310.9292,-92420.4338,282078.6635,
600.000,3779.6041,5160.2543,-6455.2694,0.0000,5950.3518,-5595.0700,0.0000,-3573.9911,4958.9436,81.7361,-2942.2902,-4269.8339,-1923.2415,-290.8185,5798.2450,6188.9519,3538.9130,-4551.2626,-2803.3975,4728.1005,6654.4302,5551.8639,-2888.2738,5667.3670,-4297.6400,-999.3622,-2188.7740,3249.2283,1820.6764,1798.9070,-4951.7307,6008.4966,3582.6007,-6748.3202,5439.5470,3993.0282,168.7197,-1339.9864,-1593.8500,4710.0912,-96.5581,5457.1541,3046.5654,-5489.8744,-4494.2677,2899.5168,-1679.8840,3006.5628,3458.1396,2173.3964,-5400.9124,5670.0684,438.0444,3466.2743,710.4527,-5611.8735,6011.9865,6477.6323,-3977.2396,-4124.6823,997.4210,0.0000,-5498.0107,6767.8501,5018.5546,-3617.2383,-438.5786,2931.7738,200.6240,-2025.3887,-5249.4057,-3905.8100,3240.8527,3166.7880,497.3432,3734.6746,-163.4856,-800.7044,-5557.8497,5813.1044,-3803.7966,-742.3553,2950.0969,-4703.0005,6586.6799,2962.3258,-3617.6458,-918.1976,920.4493,-1267.2765,4719.6087,-2047.0902,4359.4580,5344.9269,-3504.3074,695.5568,2675.3524,-3522.3047,5241.5811,2822.2114,-357614.5034,-365295.5766,-365315.2874,-365792.9423,-372523.2425,-370529.5695,-363922.1425,-366293.7314,-164860300.1518,-164878207.7928,-164888550.5393,-164867370.8974,-365423.6553,-164874788.9415,3480.7265,1260.9136,-1571.7235,0.0000,-2520.5967,-121.0252,0.0000,-3128.5797,-999.5725,-6928.7129,6173.5291,-1669.0326,4005.0600,5391.4769,1021.1008,1784.5303,5645.9676,-4849.9229,-4268.4248,-3416.1211,1412.7419,344.0484,-4117.0509,3706.9318,4774.1611,-4298.1381,-5511.2759,-3116.1555,4542.1843,-4720.9022,-4493.6290,876.4029,-5925.7829,1625.1723,715.2261,3308.2416,4507.5552,-6673.5141,5004.8806,3823.7002,-5153.8615,-3746.6857,-4624.4039,50.5939,1312.2921,4398.5702,-5982.3711,-5946.7419,3000.6757,-5740.1833,3564.0904,-2866.7170,6876.6723,-3828.8602,-6301.2720,3014.8587,2966.0496,1701.4629,-3742.8569,5491.8812,6022.2509,0.0000,1107.6633,-360.1604,1643.6195,2700.6074,6583.8968,-4074.2422,4724.5128,-6511.9533,-50.2200,-5705.9106,4269.7332,4940.3571,-5133.0342,-4309.7202,6355.4171,-6373.3749,3527.7138,-770.6787,-2880.5847,-5007.8309,-3982.8315,-2867.5646,2050.6392,-3222.6551,5669.6133,5181.4190,5819.9705,-4386.4163,1577.4546,5947.1272,-373.2992,2874.7693,-3649.1031,-4334.4850,4816.9468,-2174.0388,4384.5783,6105.8961,159109.8940,135044.5030,156706.4277,156310.5432,150891.8314,151467.0485,147416.9095,150295.6072,317062859.5151,317053279.6655,317029547.4459,317058021.0175,150673.6707,317050538.4242,4643.5876,-4325.9925,-1583.5790,0.0000,-2305.8343,-3928.8614,0.0000,5019.1601,-4333.6045,-372.5154,-933.6503,5031.7431,-5250.8092,4211.6557,-3626.8593,-2563.1328,-1784.4002,-1846.1443,-4674.8658,3726.5758,-926.8501,4024.6846,-4722.7031,-1344.8607,-2517.1198,5353.6851,3545.0543,-5233.0325,-4808.8464,-4753.7216,1700.8482,3283.4326,483.4598,-419.9434,4200.5779,4586.1662,-5247.6985,-473.7295,-4594.9051,3348.8996,-4456.0034,2031.6018,-4100.6320,4055.2460,-5081.3545,-4508.5840,-3092.0273,1998.5457,5144.2050,3173.8743,-2466.5568,2752.3678,-429.0203,-4613.5096,2780.5506,-2500.2626,1010.6394,1684.3073,-4189.4708,667.9218,-3198.4139,0.0000,3511.9675,-1329.9554,-4480.2031,5177.4836,2067.7568,-4641.2312,4998.3515,-155.3990,-4424.6153,275.8335,4402.6442,3430.6567,-4549.5471,-3772.4718,2464.0410,-2401.5894,-2199.3594,3486.2542,-4915.7640,-4704.4323,-4837.2151,-4155.3691,619.0893,-5276.0125,-788.5040,-4347.5795,-3574.6930,-5063.2867,4636.5031,2911.7711,5327.5591,3346.6828,-4654.9149,-5323.4153,-4144.6299,5530.8467,-1052.7039,-1561.7395,-89194.2220,-91295.2905,-91159.8101,-89778.8656,-86589.9287,-95718.6336,-100695.2770,-93820.1103,296393.1375,262421.9928,282462.0553,285514.9616,-92310.1048,288933.4952,
