sl_100_5400_20280610 Coordinates.csv
2028/06/10 07:47:00.0000 UTC

Generated: Tue Oct  8 21:40:58 2024,
Start: 2028/06/10 07:47:00.00, Stop: 2028/06/10 09:17:00.00,
TIME_UNITS,STARLINK-31475 - X-Coordinate,STARLINK-31713 - X-Coordinate,STARLINK-4769 - X-Coordinate,STARLINK-30815 - X-Coordinate,STARLINK-3519 - X-Coordinate,STARLINK-2077 - X-Coordinate,STARLINK-31211 - X-Coordinate,STARLINK-5693 - X-Coordinate,STARLINK-30384 - X-Coordinate,STARLINK-1327 - X-Coordinate,STARLINK-1303 - X-Coordinate,STARLINK-4263 - X-Coordinate,STARLINK-30277 - X-Coordinate,STARLINK-1963 - X-Coordinate,STARLINK-2427 - X-Coordinate,STARLINK-6106 - X-Coordinate,STARLINK-6266 - X-Coordinate,STARLINK-3458 - X-Coordinate,STARLINK-31207 - X-Coordinate,STARLINK-31542 - X-Coordinate,STARLINK-30475 - X-Coordinate,STARLINK-5974 - X-Coordinate,STARLINK-3869 - X-Coordinate,STARLINK-31200 - X-Coordinate,STARLINK-6194 - X-Coordinate,STARLINK-31789 - X-Coordinate,STARLINK-31389 - X-Coordinate,STARLINK-3273 - X-Coordinate,STARLINK-2016 - X-Coordinate,STARLINK-6370 - X-Coordinate,STARLINK-30308 - X-Coordinate,STARLINK-6108 - X-Coordinate,STARLINK-5396 - X-Coordinate,STARLINK-4097 - X-Coordinate,STARLINK-6235 - X-Coordinate,STARLINK-30836 - X-Coordinate,STARLINK-30502 - X-Coordinate,STARLINK-5789 - X-Coordinate,STARLINK-5633 - X-Coordinate,STARLINK-3550 - X-Coordinate,STARLINK-1482 - X-Coordinate,STARLINK-30053 - X-Coordinate,STARLINK-30939 - X-Coordinate,STARLINK-6030 - X-Coordinate,STARLINK-31823 - X-Coordinate,STARLINK-31362 - X-Coordinate,STARLINK-1169 - X-Coordinate,STARLINK-5381 - X-Coordinate,STARLINK-4084 - X-Coordinate,STARLINK-1215 - X-Coordinate,STARLINK-1934 - X-Coordinate,STARLINK-32145 - X-Coordinate,STARLINK-5954 - X-Coordinate,STARLINK-30383 - X-Coordinate,STARLINK-2119 - X-Coordinate,STARLINK-1918 - X-Coordinate,STARLINK-3342 - X-Coordinate,STARLINK-5748 - X-Coordinate,STARLINK-5435 - X-Coordinate,STARLINK-5756 - X-Coordinate,STARLINK-31913 - X-Coordinate,STARLINK-1463 - X-Coordinate,STARLINK-31607 - X-Coordinate,STARLINK-30274 - X-Coordinate,STARLINK-5616 - X-Coordinate,STARLINK-32103 - X-Coordinate,STARLINK-4464 - X-Coordinate,STARLINK-3700 - X-Coordinate,STARLINK-30894 - X-Coordinate,STARLINK-30327 - X-Coordinate,STARLINK-30074 - X-Coordinate,STARLINK-6123 - X-Coordinate,STARLINK-31923 - X-Coordinate,STARLINK-5525 - X-Coordinate,STARLINK-31177 - X-Coordinate,STARLINK-4114 - X-Coordinate,STARLINK-31265 - X-Coordinate,STARLINK-5074 - X-Coordinate,STARLINK-5902 - X-Coordinate,STARLINK-6174 - X-Coordinate,STARLINK-31403 - X-Coordinate,STARLINK-31084 - X-Coordinate,STARLINK-1104 - X-Coordinate,STARLINK-2081 - X-Coordinate,STARLINK-11254 [DTC] - X-Coordinate,STARLINK-2122 - X-Coordinate,STARLINK-1355 - X-Coordinate,STARLINK-4493 - X-Coordinate,STARLINK-5612 - X-Coordinate,STARLINK-2280 - X-Coordinate,STARLINK-30331 - X-Coordinate,STARLINK-11175 [DTC] - X-Coordinate,STARLINK-4706 - X-Coordinate,STARLINK-4379 - X-Coordinate,STARLINK-3603 - X-Coordinate,STARLINK-1990 - X-Coordinate,STARLINK-31038 - X-Coordinate,STARLINK-30805 - X-Coordinate,STARLINK-31797 - X-Coordinate,STARLINK-1319 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31475 - Y-Coordinate,STARLINK-31713 - Y-Coordinate,STARLINK-4769 - Y-Coordinate,STARLINK-30815 - Y-Coordinate,STARLINK-3519 - Y-Coordinate,STARLINK-2077 - Y-Coordinate,STARLINK-31211 - Y-Coordinate,STARLINK-5693 - Y-Coordinate,STARLINK-30384 - Y-Coordinate,STARLINK-1327 - Y-Coordinate,STARLINK-1303 - Y-Coordinate,STARLINK-4263 - Y-Coordinate,STARLINK-30277 - Y-Coordinate,STARLINK-1963 - Y-Coordinate,STARLINK-2427 - Y-Coordinate,STARLINK-6106 - Y-Coordinate,STARLINK-6266 - Y-Coordinate,STARLINK-3458 - Y-Coordinate,STARLINK-31207 - Y-Coordinate,STARLINK-31542 - Y-Coordinate,STARLINK-30475 - Y-Coordinate,STARLINK-5974 - Y-Coordinate,STARLINK-3869 - Y-Coordinate,STARLINK-31200 - Y-Coordinate,STARLINK-6194 - Y-Coordinate,STARLINK-31789 - Y-Coordinate,STARLINK-31389 - Y-Coordinate,STARLINK-3273 - Y-Coordinate,STARLINK-2016 - Y-Coordinate,STARLINK-6370 - Y-Coordinate,STARLINK-30308 - Y-Coordinate,STARLINK-6108 - Y-Coordinate,STARLINK-5396 - Y-Coordinate,STARLINK-4097 - Y-Coordinate,STARLINK-6235 - Y-Coordinate,STARLINK-30836 - Y-Coordinate,STARLINK-30502 - Y-Coordinate,STARLINK-5789 - Y-Coordinate,STARLINK-5633 - Y-Coordinate,STARLINK-3550 - Y-Coordinate,STARLINK-1482 - Y-Coordinate,STARLINK-30053 - Y-Coordinate,STARLINK-30939 - Y-Coordinate,STARLINK-6030 - Y-Coordinate,STARLINK-31823 - Y-Coordinate,STARLINK-31362 - Y-Coordinate,STARLINK-1169 - Y-Coordinate,STARLINK-5381 - Y-Coordinate,STARLINK-4084 - Y-Coordinate,STARLINK-1215 - Y-Coordinate,STARLINK-1934 - Y-Coordinate,STARLINK-32145 - Y-Coordinate,STARLINK-5954 - Y-Coordinate,STARLINK-30383 - Y-Coordinate,STARLINK-2119 - Y-Coordinate,STARLINK-1918 - Y-Coordinate,STARLINK-3342 - Y-Coordinate,STARLINK-5748 - Y-Coordinate,STARLINK-5435 - Y-Coordinate,STARLINK-5756 - Y-Coordinate,STARLINK-31913 - Y-Coordinate,STARLINK-1463 - Y-Coordinate,STARLINK-31607 - Y-Coordinate,STARLINK-30274 - Y-Coordinate,STARLINK-5616 - Y-Coordinate,STARLINK-32103 - Y-Coordinate,STARLINK-4464 - Y-Coordinate,STARLINK-3700 - Y-Coordinate,STARLINK-30894 - Y-Coordinate,STARLINK-30327 - Y-Coordinate,STARLINK-30074 - Y-Coordinate,STARLINK-6123 - Y-Coordinate,STARLINK-31923 - Y-Coordinate,STARLINK-5525 - Y-Coordinate,STARLINK-31177 - Y-Coordinate,STARLINK-4114 - Y-Coordinate,STARLINK-31265 - Y-Coordinate,STARLINK-5074 - Y-Coordinate,STARLINK-5902 - Y-Coordinate,STARLINK-6174 - Y-Coordinate,STARLINK-31403 - Y-Coordinate,STARLINK-31084 - Y-Coordinate,STARLINK-1104 - Y-Coordinate,STARLINK-2081 - Y-Coordinate,STARLINK-11254 [DTC] - Y-Coordinate,STARLINK-2122 - Y-Coordinate,STARLINK-1355 - Y-Coordinate,STARLINK-4493 - Y-Coordinate,STARLINK-5612 - Y-Coordinate,STARLINK-2280 - Y-Coordinate,STARLINK-30331 - Y-Coordinate,STARLINK-11175 [DTC] - Y-Coordinate,STARLINK-4706 - Y-Coordinate,STARLINK-4379 - Y-Coordinate,STARLINK-3603 - Y-Coordinate,STARLINK-1990 - Y-Coordinate,STARLINK-31038 - Y-Coordinate,STARLINK-30805 - Y-Coordinate,STARLINK-31797 - Y-Coordinate,STARLINK-1319 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31475 - Z-Coordinate,STARLINK-31713 - Z-Coordinate,STARLINK-4769 - Z-Coordinate,STARLINK-30815 - Z-Coordinate,STARLINK-3519 - Z-Coordinate,STARLINK-2077 - Z-Coordinate,STARLINK-31211 - Z-Coordinate,STARLINK-5693 - Z-Coordinate,STARLINK-30384 - Z-Coordinate,STARLINK-1327 - Z-Coordinate,STARLINK-1303 - Z-Coordinate,STARLINK-4263 - Z-Coordinate,STARLINK-30277 - Z-Coordinate,STARLINK-1963 - Z-Coordinate,STARLINK-2427 - Z-Coordinate,STARLINK-6106 - Z-Coordinate,STARLINK-6266 - Z-Coordinate,STARLINK-3458 - Z-Coordinate,STARLINK-31207 - Z-Coordinate,STARLINK-31542 - Z-Coordinate,STARLINK-30475 - Z-Coordinate,STARLINK-5974 - Z-Coordinate,STARLINK-3869 - Z-Coordinate,STARLINK-31200 - Z-Coordinate,STARLINK-6194 - Z-Coordinate,STARLINK-31789 - Z-Coordinate,STARLINK-31389 - Z-Coordinate,STARLINK-3273 - Z-Coordinate,STARLINK-2016 - Z-Coordinate,STARLINK-6370 - Z-Coordinate,STARLINK-30308 - Z-Coordinate,STARLINK-6108 - Z-Coordinate,STARLINK-5396 - Z-Coordinate,STARLINK-4097 - Z-Coordinate,STARLINK-6235 - Z-Coordinate,STARLINK-30836 - Z-Coordinate,STARLINK-30502 - Z-Coordinate,STARLINK-5789 - Z-Coordinate,STARLINK-5633 - Z-Coordinate,STARLINK-3550 - Z-Coordinate,STARLINK-1482 - Z-Coordinate,STARLINK-30053 - Z-Coordinate,STARLINK-30939 - Z-Coordinate,STARLINK-6030 - Z-Coordinate,STARLINK-31823 - Z-Coordinate,STARLINK-31362 - Z-Coordinate,STARLINK-1169 - Z-Coordinate,STARLINK-5381 - Z-Coordinate,STARLINK-4084 - Z-Coordinate,STARLINK-1215 - Z-Coordinate,STARLINK-1934 - Z-Coordinate,STARLINK-32145 - Z-Coordinate,STARLINK-5954 - Z-Coordinate,STARLINK-30383 - Z-Coordinate,STARLINK-2119 - Z-Coordinate,STARLINK-1918 - Z-Coordinate,STARLINK-3342 - Z-Coordinate,STARLINK-5748 - Z-Coordinate,STARLINK-5435 - Z-Coordinate,STARLINK-5756 - Z-Coordinate,STARLINK-31913 - Z-Coordinate,STARLINK-1463 - Z-Coordinate,STARLINK-31607 - Z-Coordinate,STARLINK-30274 - Z-Coordinate,STARLINK-5616 - Z-Coordinate,STARLINK-32103 - Z-Coordinate,STARLINK-4464 - Z-Coordinate,STARLINK-3700 - Z-Coordinate,STARLINK-30894 - Z-Coordinate,STARLINK-30327 - Z-Coordinate,STARLINK-30074 - Z-Coordinate,STARLINK-6123 - Z-Coordinate,STARLINK-31923 - Z-Coordinate,STARLINK-5525 - Z-Coordinate,STARLINK-31177 - Z-Coordinate,STARLINK-4114 - Z-Coordinate,STARLINK-31265 - Z-Coordinate,STARLINK-5074 - Z-Coordinate,STARLINK-5902 - Z-Coordinate,STARLINK-6174 - Z-Coordinate,STARLINK-31403 - Z-Coordinate,STARLINK-31084 - Z-Coordinate,STARLINK-1104 - Z-Coordinate,STARLINK-2081 - Z-Coordinate,STARLINK-11254 [DTC] - Z-Coordinate,STARLINK-2122 - Z-Coordinate,STARLINK-1355 - Z-Coordinate,STARLINK-4493 - Z-Coordinate,STARLINK-5612 - Z-Coordinate,STARLINK-2280 - Z-Coordinate,STARLINK-30331 - Z-Coordinate,STARLINK-11175 [DTC] - Z-Coordinate,STARLINK-4706 - Z-Coordinate,STARLINK-4379 - Z-Coordinate,STARLINK-3603 - Z-Coordinate,STARLINK-1990 - Z-Coordinate,STARLINK-31038 - Z-Coordinate,STARLINK-30805 - Z-Coordinate,STARLINK-31797 - Z-Coordinate,STARLINK-1319 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4909.7824,2300.1777,-6826.6215,-1329.3474,0.0000,-930.7179,-2660.2558,-4838.6210,-5343.0976,-1025.2275,-879.3538,4287.1341,-2084.5472,6821.0546,-2534.3185,-4895.8390,6575.2254,6641.1674,-6436.1927,5670.2390,-5427.6806,0.0000,3207.0010,-5433.5014,429.5927,746.6825,-6679.8663,624.8727,5159.2552,4702.3831,6290.1814,-4342.7597,-4924.0277,-2569.5498,-2896.5776,5068.2083,-4964.3422,1878.2003,1202.3621,-2954.1311,-6514.7269,1471.8684,-4024.3559,-4910.9297,-3929.1201,-2613.4346,-853.2800,-3121.4827,3852.6555,2814.1625,3718.5964,6798.1469,-4617.4247,3789.5846,-3197.8704,-5450.5843,-5084.6418,-5253.0666,-1702.0368,-6336.5069,3850.4176,-5953.9562,-4073.6699,-4634.3415,3313.1958,3075.6282,5217.8000,-652.3080,0.0000,3520.4424,-5762.5735,-2041.6665,1345.0137,6034.5810,-5824.4667,3144.9938,3981.8933,-678.9858,-5981.0628,-282.8562,2454.7898,-4364.0243,-371.4880,4156.7269,-2245.5931,-1795.5103,-1159.4785,-568.0510,1019.9808,-1303.9082,-2598.1374,0.0000,-127.1044,-2386.2219,5800.0725,5543.0214,-5271.2632,6373.1357,5227.2742,3738.4235,-94784.0532,-65765.0764,-84942.7043,-84874.5451,-80834.1247,-80895.7315,-75534.2556,-79551.2949,-242756112.2008,-242744341.1602,-242727655.9576,-242741326.2788,-79119.6132,-242744381.2552,-1114.9934,-6386.2775,-1025.2105,-6400.1950,0.0000,6205.4111,6271.5359,2145.6609,-4358.6030,5494.6324,-4114.2603,536.2848,4574.2882,-22.0976,5666.3137,3815.5188,-612.9622,1268.9443,108.3726,-875.5657,-2334.0744,0.0000,-3556.0996,4020.0816,6823.9458,6673.5622,636.5553,6666.3707,-444.9483,-5015.4744,-444.0418,4680.4579,-2541.4859,-3293.7642,5386.9517,4447.0360,-4811.9910,-6167.2385,3961.8947,6222.9339,2202.0545,4909.1237,-2758.5483,-4434.9119,4507.2530,4765.6187,-4381.7003,4609.2129,2778.7933,3104.2295,3217.3134,518.8430,-2131.0471,-3364.6543,5261.0994,-422.9656,4648.2882,1352.5380,-5905.0132,-2384.0957,-4975.9454,3083.8541,3063.4052,-98.4615,-406.6205,4460.9796,-2537.0834,5116.6263,0.0000,-5319.2165,3048.7982,-4883.2199,5816.9401,-3412.0337,2378.5007,-2998.1399,-3360.2135,3088.7660,2706.2567,5562.9622,6288.8268,3426.7769,4275.5304,281.1185,3589.7383,4807.5198,-6215.0636,-6163.9923,-2420.1954,3808.5429,4340.1870,0.0000,-4360.5956,2153.9064,-3325.5126,-3907.6222,-4030.8875,1593.3662,-481.8810,3576.3140,-360558.2757,-375302.0015,-360477.7221,-361343.5513,-368932.3127,-366932.7110,-361189.9039,-360383.6778,232758163.1769,232737661.6874,232722339.4750,232735661.0397,-362045.3983,232742346.9928,4596.6581,392.0021,385.1166,-1963.2172,0.0000,2881.2024,873.2204,-4467.2668,-227.3035,4032.1808,-5498.1201,-5355.2343,4662.8663,-810.0053,-3033.6428,-3081.9621,2070.7076,-1427.1806,2246.2019,-3695.3869,3478.1622,0.0000,-4977.3249,-1462.6609,1176.3251,-686.0094,-1350.6260,-1639.0209,-4517.5519,-834.3743,-2867.0562,-2699.6169,4041.3201,5581.7426,3259.9081,-1409.9126,-272.8308,2529.8437,-5561.4035,548.4808,-11.9543,4600.1727,-4816.7393,-2076.7910,-3294.9967,-4208.1887,-5115.6428,4099.4588,4996.8456,-5483.8466,4727.8973,421.8732,4712.8882,-4681.9966,3088.2912,-4142.6946,525.2099,-4303.7665,3131.9610,-1433.4484,-2624.4958,1527.7369,4505.0383,4966.8930,6077.4524,-4105.6757,-3794.9492,-4584.3832,0.0000,-2688.3056,-2348.6097,-4466.3759,3263.0801,-119.6430,-2580.5972,-5222.8831,-4431.3577,-6181.1141,2204.8025,4098.5113,938.0265,3679.7298,-5359.2487,-5492.9733,5181.0985,-4586.1160,-2780.2656,-3064.1622,-6437.4884,5347.3790,4713.4968,0.0000,5358.6476,-5991.1118,1733.1900,1028.9634,1902.1585,2194.1637,-4295.1321,4532.2399,-138095.9946,-141477.2559,-138370.8597,-136924.3267,-133923.9762,-143199.6030,-147802.9868,-139148.7148,125867948.7387,125833718.5663,125860683.1511,125866062.2785,-139538.3697,125862506.8818,
300.000,4005.7486,1000.0472,-6764.9646,-2598.7818,0.0000,331.1809,-1054.6126,-3414.6745,-6062.3604,362.0083,-2869.9572,3836.8347,-89.2014,6679.6471,-1474.2695,-4081.9758,6542.7395,6897.4052,-5613.5763,4519.2013,-6420.0305,0.0000,1144.5852,-4512.1499,1932.1636,2207.4396,-5871.9905,1859.7046,5656.9051,3250.5372,5324.9553,-3300.7054,-6065.8176,-4168.0955,-1531.4498,5606.8056,-5720.4344,77.5596,2682.8906,-1657.0622,-5799.9008,3340.6049,-4158.8131,-6042.7643,-2815.7713,-1542.9682,-2628.8288,-1712.2006,5400.3941,4431.6896,4063.1825,6651.4765,-5491.9175,2106.9502,-2262.8506,-4423.7902,-3916.5184,-4039.1026,-2749.2293,-6283.8595,2682.0421,-4724.2056,-3581.9055,-5240.6500,1615.1095,4239.9476,4044.3150,1188.0414,0.0000,2283.7230,-4312.8487,-3669.1384,2817.5515,5030.0277,-4417.6164,2054.8409,2790.0884,612.1090,-5457.5267,1684.2381,3820.4782,-3456.0383,1653.0854,4299.2684,-694.7623,208.0315,-2527.5502,-1952.4252,-470.4784,830.0428,-651.1422,0.0000,-2157.2848,-1270.3117,4502.3941,4331.5832,-5651.4580,6889.3194,4324.7131,5355.8275,-87086.3126,-57910.4117,-77243.3354,-77123.6469,-73175.9506,-73203.3003,-67940.4065,-71905.5646,-247777766.6589,-247766183.1779,-247748795.4049,-247762349.4522,-71470.0295,-247766019.2985,-3094.2658,-6363.2464,193.5870,-6307.0198,0.0000,6793.7415,6372.3122,3743.1745,-3016.7978,6377.0921,-3244.5061,-1594.7909,5342.9858,-1233.3538,6607.0614,5314.7559,-2184.3635,75.0911,1715.8249,-2571.0696,-833.5278,0.0000,-4032.1217,5237.9891,6655.6415,5999.3457,1807.9527,6633.7064,-2155.6863,-5671.5680,-2056.5563,5953.3315,-986.3045,-1861.5799,6464.5574,2869.7944,-3463.5525,-5863.1899,4843.4787,6298.4696,3232.4503,3819.8010,-658.2182,-3347.8049,5879.5178,6074.3252,-3124.3007,5925.6724,1637.4181,1727.2095,1143.3916,-703.1667,-3133.4673,-4714.5585,6347.1919,1260.1199,5211.3543,3089.2506,-4503.5918,-721.5507,-6148.5619,3860.4141,4793.7782,1757.8856,-1758.1200,2684.0565,-1467.0450,4219.1736,0.0000,-6404.4787,4105.3642,-3493.4846,5976.0755,-4555.5270,3599.5537,-4730.5724,-5024.6236,4579.2905,4202.1620,4849.8731,5612.3101,5089.3312,4741.5203,-1850.7620,4979.4528,4356.6290,-6334.0745,-6473.0575,-3892.8831,4321.6877,5239.5400,0.0000,-4661.0887,258.8068,-4028.6047,-4558.5726,-2339.3879,96.3243,-2440.2564,2818.6367,-362615.4655,-376651.6449,-361996.1969,-362938.1491,-370592.2499,-368556.6143,-362859.8633,-361973.2527,227402546.3255,227382299.7019,227367283.6403,227380354.7328,-363674.8042,227386824.5952,4566.8754,2169.5565,-1423.9502,-171.9072,0.0000,1199.6126,2329.6036,-4722.4858,1311.4551,2594.0172,-5400.9675,-5484.9813,4297.5589,1008.8096,-1375.0497,-1760.7575,588.5002,382.2475,3464.1962,-4421.4784,2263.0141,0.0000,-5490.3101,68.1545,-362.7294,-2172.0389,-3019.0372,164.1985,-3251.0578,-2291.2941,-3925.3880,-1303.2192,3048.2777,5269.6627,1982.2826,-2791.7787,-1781.9257,3681.6580,-4171.2226,2302.7235,1781.5912,4655.7133,-5410.7443,-595.9741,-2026.3047,-2821.4926,-5424.7957,3126.0312,3963.4525,-5000.6023,5357.2212,-1397.0207,2851.3495,-4575.5805,1437.7938,-5089.3077,2281.5377,-4700.0945,4438.6929,-2810.4742,-1209.0055,3169.1276,3239.4819,3953.1606,6509.7178,-4586.7761,-5438.8670,-5330.5914,0.0000,-1289.6544,-3546.2607,-4721.9078,1635.7414,1411.2084,-3712.0306,-4421.8752,-3707.4563,-5181.7429,737.8542,4631.9106,-619.6454,2550.7467,-4682.2644,-5061.8575,4417.1849,-5324.5508,-1084.2371,-1405.7907,-5740.3693,5043.7993,4464.7888,0.0000,4624.0713,-6675.4401,3341.7645,2734.8448,3196.0307,725.9762,-4620.4854,3271.4998,-138052.9752,-141419.5077,-138208.6605,-137023.4257,-133780.6447,-142876.7317,-147829.9298,-139576.3426,125871165.2392,125836867.0084,125863361.6952,125868461.5072,-139465.7581,125865490.0927,
600.000,2735.1379,-428.2771,-6031.8204,-3596.6919,0.0000,1546.5214,675.6668,-1690.2672,-6192.3526,1685.2778,-4599.0617,3060.9800,1893.1891,5857.7683,-282.4538,-2887.5136,5875.2343,6464.6251,-4231.0024,2935.0473,-6774.4500,0.0000,-1027.0334,-3148.8488,3251.2968,3457.5730,-4464.1575,2909.1628,5607.0021,1469.2563,3860.1192,-1950.2859,-6612.1882,-5397.7069,-36.9796,5613.9391,-5931.6884,-1756.6002,3849.9671,-171.7679,-4491.0105,4902.9965,-3931.3264,-6586.5996,-1435.8675,-348.1426,-4169.2621,-164.7681,6418.2798,5635.9356,4049.2072,5818.2552,-5746.5421,247.2780,-1116.1771,-2984.8998,-2341.0307,-2465.3570,-3571.0456,-5634.9329,1251.0965,-3003.5976,-2752.4765,-5333.1350,-196.9789,5011.0078,2393.7434,2948.2769,0.0000,836.6631,-2442.8637,-4973.8042,3980.0167,3530.8427,-2560.1948,798.4636,1351.7756,1782.7099,-4408.4616,3512.0322,4801.1010,-2194.8687,3486.2270,4067.4179,888.4393,2217.2113,-3632.0741,-3127.1619,-1854.5922,2853.1081,1336.4856,0.0000,-3952.4087,70.2250,2743.3049,2663.4580,-5502.4871,6736.7329,3013.3164,6429.7249,-79342.0129,-50028.8663,-69506.9876,-69332.9954,-65482.6887,-65475.3194,-60311.4966,-64190.2271,-252681289.1242,-252669903.8723,-252651822.9358,-252665281.2531,-63786.8466,-252669529.1768,-4776.0650,-5682.2503,1409.0710,-5559.9266,0.0000,6705.5292,5848.8869,5011.4696,-1367.7812,6629.6403,-2110.9898,-3579.9340,5613.0054,-2330.7043,6886.7410,6291.7852,-3537.7248,-1130.6806,3179.8423,-4040.6523,729.0768,0.0000,-4168.9260,5943.9469,5843.1807,4694.1831,2828.3886,5932.5835,-3621.4369,-5793.9652,-3503.4767,6644.7748,640.0687,-297.2341,6917.4143,993.7460,-1765.9999,-5013.6553,5268.8195,5758.1004,3954.6604,2392.3012,1516.2521,-1941.4049,6651.6888,6770.1706,-1587.3577,6672.4487,375.6004,226.3581,-1050.4797,-1868.5512,-3828.1032,-5634.6371,6791.2613,2859.3556,5274.1858,4558.1498,-2657.4435,1033.4439,-6690.0483,4278.9997,6014.7111,3400.8916,-3000.5659,647.6953,-303.4393,2947.3034,0.0000,-6863.7068,4798.1500,-1796.2449,5521.4712,-5269.0224,4487.3548,-5981.2984,-6191.0087,5640.2376,5284.4166,3701.3822,4359.3996,6190.2366,4774.2703,-3785.0876,5850.9718,3521.8516,-5825.4461,-6141.5773,-5019.5109,4417.8407,5664.7512,0.0000,-4546.2312,-1611.5535,-4365.3751,-4772.0111,-401.0172,-1403.0448,-4170.8451,1813.5264,-364508.2681,-377836.2106,-363353.2027,-364367.5837,-372089.4485,-370010.2925,-364370.7054,-363536.5071,221938611.3491,221918609.2862,221903926.2292,221916801.9943,-365142.6006,221922984.2921,4024.3330,3700.7504,-3079.4502,1638.6795,0.0000,-611.9170,3529.3449,-4471.9262,2707.5913,873.5611,-4725.2211,-5016.4421,3457.8858,2716.4483,432.3634,-250.7223,-957.0359,2150.2709,4292.5179,-4652.7059,797.6576,0.0000,-5411.1434,1591.5889,-1863.0701,-3406.5150,-4352.0926,1949.4834,-1627.5320,-3502.3443,-4563.1878,232.8487,1718.7362,4404.4199,492.4206,-3869.3207,-3099.2407,4438.2716,-2335.2254,3807.8093,3379.5260,4204.0697,-5408.0522,948.6303,-530.4843,-1125.0342,-5118.4497,1815.6153,2499.6485,-3976.2685,5386.5959,-3059.7277,685.1594,-3973.3709,-369.5453,-5475.4038,3790.8714,-4592.6473,5263.4912,-3885.3057,342.6626,4461.3476,1607.6505,2491.0486,6248.9608,-4548.6427,-6503.0368,-5500.2497,0.0000,247.8107,-4364.2939,-4471.5698,-176.6342,2790.8293,-4423.2853,-3119.2810,-2570.8426,-3631.5980,-808.3357,4666.7213,-2107.5648,1114.4634,-3490.5930,-4081.4013,3129.2787,-5482.5152,729.2629,404.8612,-4436.0672,4143.4928,3735.3592,0.0000,3390.9653,-6607.3456,4588.4933,4138.3833,4143.3424,-820.1491,-4419.2319,1652.7642,-138010.0357,-141361.5504,-138048.7739,-137126.9590,-133640.5454,-142547.4739,-147851.9182,-139995.0142,125874378.8971,125840019.7080,125866040.4224,125870838.2384,-139393.0657,125868473.0272,
