sl_100_86400_20280614 Coordinates.csv
2028/06/14 07:47:00.0000 UTC

Generated: Tue Oct  8 21:43:47 2024,
Start: 2028/06/14 07:47:00.00, Stop: 2028/06/15 07:47:00.00,
TIME_UNITS,STARLINK-4526 - X-Coordinate,STARLINK-2047 - X-Coordinate,STARLINK-30580 - X-Coordinate,STARLINK-30078 - X-Coordinate,STARLINK-31809 - X-Coordinate,STARLINK-5751 - X-Coordinate,STARLINK-6272 - X-Coordinate,STARLINK-2283 - X-Coordinate,STARLINK-6303 - X-Coordinate,STARLINK-3947 - X-Coordinate,STARLINK-5899 - X-Coordinate,STARLINK-4210 - X-Coordinate,STARLINK-4147 - X-Coordinate,STARLINK-2582 - X-Coordinate,STARLINK-3779 - X-Coordinate,STARLINK-31138 - X-Coordinate,STARLINK-31729 - X-Coordinate,STARLINK-1046 - X-Coordinate,STARLINK-30254 - X-Coordinate,STARLINK-2624 - X-Coordinate,STARLINK-32227 - X-Coordinate,STARLINK-4202 - X-Coordinate,STARLINK-30517 - X-Coordinate,STARLINK-30174 - X-Coordinate,STARLINK-3360 - X-Coordinate,STARLINK-3950 - X-Coordinate,STARLINK-31185 - X-Coordinate,STARLINK-30770 - X-Coordinate,STARLINK-3080 - X-Coordinate,STARLINK-31243 - X-Coordinate,STARLINK-11246 [DTC] - X-Coordinate,STARLINK-32041 - X-Coordinate,STARLINK-31744 - X-Coordinate,STARLINK-31210 - X-Coordinate,STARLINK-31605 - X-Coordinate,STARLINK-31114 - X-Coordinate,STARLINK-1179 - X-Coordinate,STARLINK-31177 - X-Coordinate,STARLINK-5267 - X-Coordinate,STARLINK-32162 - X-Coordinate,STARLINK-4614 - X-Coordinate,STARLINK-5844 - X-Coordinate,STARLINK-5842 - X-Coordinate,STARLINK-2346 - X-Coordinate,STARLINK-6335 - X-Coordinate,STARLINK-32270 - X-Coordinate,STARLINK-1737 - X-Coordinate,STARLINK-11174 [DTC] - X-Coordinate,STARLINK-30584 - X-Coordinate,STARLINK-1240 - X-Coordinate,STARLINK-30449 - X-Coordinate,STARLINK-30396 - X-Coordinate,STARLINK-1727 - X-Coordinate,STARLINK-31919 - X-Coordinate,STARLINK-31724 - X-Coordinate,STARLINK-2317 - X-Coordinate,STARLINK-2171 - X-Coordinate,STARLINK-3196 - X-Coordinate,STARLINK-3052 - X-Coordinate,STARLINK-5678 - X-Coordinate,STARLINK-11180 [DTC] - X-Coordinate,STARLINK-30552 - X-Coordinate,STARLINK-3718 - X-Coordinate,STARLINK-11116 [DTC] - X-Coordinate,STARLINK-11085 [DTC] - X-Coordinate,STARLINK-32134 - X-Coordinate,STARLINK-3445 - X-Coordinate,STARLINK-31175 - X-Coordinate,STARLINK-2541 - X-Coordinate,STARLINK-5704 - X-Coordinate,STARLINK-30863 - X-Coordinate,STARLINK-5755 - X-Coordinate,STARLINK-5250 - X-Coordinate,STARLINK-2084 - X-Coordinate,STARLINK-3127 - X-Coordinate,STARLINK-3225 - X-Coordinate,STARLINK-31736 - X-Coordinate,STARLINK-4485 - X-Coordinate,STARLINK-30350 - X-Coordinate,STARLINK-3784 - X-Coordinate,STARLINK-1834 - X-Coordinate,STARLINK-31258 - X-Coordinate,STARLINK-3983 - X-Coordinate,STARLINK-2648 - X-Coordinate,STARLINK-5506 - X-Coordinate,STARLINK-31981 - X-Coordinate,STARLINK-31223 - X-Coordinate,STARLINK-1464 - X-Coordinate,STARLINK-30712 - X-Coordinate,STARLINK-30713 - X-Coordinate,STARLINK-31660 - X-Coordinate,STARLINK-3552 - X-Coordinate,STARLINK-4256 - X-Coordinate,STARLINK-5611 - X-Coordinate,STARLINK-1817 - X-Coordinate,STARLINK-1402 - X-Coordinate,STARLINK-5480 - X-Coordinate,STARLINK-6281 - X-Coordinate,STARLINK-3817 - X-Coordinate,STARLINK-5291 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4526 - Y-Coordinate,STARLINK-2047 - Y-Coordinate,STARLINK-30580 - Y-Coordinate,STARLINK-30078 - Y-Coordinate,STARLINK-31809 - Y-Coordinate,STARLINK-5751 - Y-Coordinate,STARLINK-6272 - Y-Coordinate,STARLINK-2283 - Y-Coordinate,STARLINK-6303 - Y-Coordinate,STARLINK-3947 - Y-Coordinate,STARLINK-5899 - Y-Coordinate,STARLINK-4210 - Y-Coordinate,STARLINK-4147 - Y-Coordinate,STARLINK-2582 - Y-Coordinate,STARLINK-3779 - Y-Coordinate,STARLINK-31138 - Y-Coordinate,STARLINK-31729 - Y-Coordinate,STARLINK-1046 - Y-Coordinate,STARLINK-30254 - Y-Coordinate,STARLINK-2624 - Y-Coordinate,STARLINK-32227 - Y-Coordinate,STARLINK-4202 - Y-Coordinate,STARLINK-30517 - Y-Coordinate,STARLINK-30174 - Y-Coordinate,STARLINK-3360 - Y-Coordinate,STARLINK-3950 - Y-Coordinate,STARLINK-31185 - Y-Coordinate,STARLINK-30770 - Y-Coordinate,STARLINK-3080 - Y-Coordinate,STARLINK-31243 - Y-Coordinate,STARLINK-11246 [DTC] - Y-Coordinate,STARLINK-32041 - Y-Coordinate,STARLINK-31744 - Y-Coordinate,STARLINK-31210 - Y-Coordinate,STARLINK-31605 - Y-Coordinate,STARLINK-31114 - Y-Coordinate,STARLINK-1179 - Y-Coordinate,STARLINK-31177 - Y-Coordinate,STARLINK-5267 - Y-Coordinate,STARLINK-32162 - Y-Coordinate,STARLINK-4614 - Y-Coordinate,STARLINK-5844 - Y-Coordinate,STARLINK-5842 - Y-Coordinate,STARLINK-2346 - Y-Coordinate,STARLINK-6335 - Y-Coordinate,STARLINK-32270 - Y-Coordinate,STARLINK-1737 - Y-Coordinate,STARLINK-11174 [DTC] - Y-Coordinate,STARLINK-30584 - Y-Coordinate,STARLINK-1240 - Y-Coordinate,STARLINK-30449 - Y-Coordinate,STARLINK-30396 - Y-Coordinate,STARLINK-1727 - Y-Coordinate,STARLINK-31919 - Y-Coordinate,STARLINK-31724 - Y-Coordinate,STARLINK-2317 - Y-Coordinate,STARLINK-2171 - Y-Coordinate,STARLINK-3196 - Y-Coordinate,STARLINK-3052 - Y-Coordinate,STARLINK-5678 - Y-Coordinate,STARLINK-11180 [DTC] - Y-Coordinate,STARLINK-30552 - Y-Coordinate,STARLINK-3718 - Y-Coordinate,STARLINK-11116 [DTC] - Y-Coordinate,STARLINK-11085 [DTC] - Y-Coordinate,STARLINK-32134 - Y-Coordinate,STARLINK-3445 - Y-Coordinate,STARLINK-31175 - Y-Coordinate,STARLINK-2541 - Y-Coordinate,STARLINK-5704 - Y-Coordinate,STARLINK-30863 - Y-Coordinate,STARLINK-5755 - Y-Coordinate,STARLINK-5250 - Y-Coordinate,STARLINK-2084 - Y-Coordinate,STARLINK-3127 - Y-Coordinate,STARLINK-3225 - Y-Coordinate,STARLINK-31736 - Y-Coordinate,STARLINK-4485 - Y-Coordinate,STARLINK-30350 - Y-Coordinate,STARLINK-3784 - Y-Coordinate,STARLINK-1834 - Y-Coordinate,STARLINK-31258 - Y-Coordinate,STARLINK-3983 - Y-Coordinate,STARLINK-2648 - Y-Coordinate,STARLINK-5506 - Y-Coordinate,STARLINK-31981 - Y-Coordinate,STARLINK-31223 - Y-Coordinate,STARLINK-1464 - Y-Coordinate,STARLINK-30712 - Y-Coordinate,STARLINK-30713 - Y-Coordinate,STARLINK-31660 - Y-Coordinate,STARLINK-3552 - Y-Coordinate,STARLINK-4256 - Y-Coordinate,STARLINK-5611 - Y-Coordinate,STARLINK-1817 - Y-Coordinate,STARLINK-1402 - Y-Coordinate,STARLINK-5480 - Y-Coordinate,STARLINK-6281 - Y-Coordinate,STARLINK-3817 - Y-Coordinate,STARLINK-5291 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4526 - Z-Coordinate,STARLINK-2047 - Z-Coordinate,STARLINK-30580 - Z-Coordinate,STARLINK-30078 - Z-Coordinate,STARLINK-31809 - Z-Coordinate,STARLINK-5751 - Z-Coordinate,STARLINK-6272 - Z-Coordinate,STARLINK-2283 - Z-Coordinate,STARLINK-6303 - Z-Coordinate,STARLINK-3947 - Z-Coordinate,STARLINK-5899 - Z-Coordinate,STARLINK-4210 - Z-Coordinate,STARLINK-4147 - Z-Coordinate,STARLINK-2582 - Z-Coordinate,STARLINK-3779 - Z-Coordinate,STARLINK-31138 - Z-Coordinate,STARLINK-31729 - Z-Coordinate,STARLINK-1046 - Z-Coordinate,STARLINK-30254 - Z-Coordinate,STARLINK-2624 - Z-Coordinate,STARLINK-32227 - Z-Coordinate,STARLINK-4202 - Z-Coordinate,STARLINK-30517 - Z-Coordinate,STARLINK-30174 - Z-Coordinate,STARLINK-3360 - Z-Coordinate,STARLINK-3950 - Z-Coordinate,STARLINK-31185 - Z-Coordinate,STARLINK-30770 - Z-Coordinate,STARLINK-3080 - Z-Coordinate,STARLINK-31243 - Z-Coordinate,STARLINK-11246 [DTC] - Z-Coordinate,STARLINK-32041 - Z-Coordinate,STARLINK-31744 - Z-Coordinate,STARLINK-31210 - Z-Coordinate,STARLINK-31605 - Z-Coordinate,STARLINK-31114 - Z-Coordinate,STARLINK-1179 - Z-Coordinate,STARLINK-31177 - Z-Coordinate,STARLINK-5267 - Z-Coordinate,STARLINK-32162 - Z-Coordinate,STARLINK-4614 - Z-Coordinate,STARLINK-5844 - Z-Coordinate,STARLINK-5842 - Z-Coordinate,STARLINK-2346 - Z-Coordinate,STARLINK-6335 - Z-Coordinate,STARLINK-32270 - Z-Coordinate,STARLINK-1737 - Z-Coordinate,STARLINK-11174 [DTC] - Z-Coordinate,STARLINK-30584 - Z-Coordinate,STARLINK-1240 - Z-Coordinate,STARLINK-30449 - Z-Coordinate,STARLINK-30396 - Z-Coordinate,STARLINK-1727 - Z-Coordinate,STARLINK-31919 - Z-Coordinate,STARLINK-31724 - Z-Coordinate,STARLINK-2317 - Z-Coordinate,STARLINK-2171 - Z-Coordinate,STARLINK-3196 - Z-Coordinate,STARLINK-3052 - Z-Coordinate,STARLINK-5678 - Z-Coordinate,STARLINK-11180 [DTC] - Z-Coordinate,STARLINK-30552 - Z-Coordinate,STARLINK-3718 - Z-Coordinate,STARLINK-11116 [DTC] - Z-Coordinate,STARLINK-11085 [DTC] - Z-Coordinate,STARLINK-32134 - Z-Coordinate,STARLINK-3445 - Z-Coordinate,STARLINK-31175 - Z-Coordinate,STARLINK-2541 - Z-Coordinate,STARLINK-5704 - Z-Coordinate,STARLINK-30863 - Z-Coordinate,STARLINK-5755 - Z-Coordinate,STARLINK-5250 - Z-Coordinate,STARLINK-2084 - Z-Coordinate,STARLINK-3127 - Z-Coordinate,STARLINK-3225 - Z-Coordinate,STARLINK-31736 - Z-Coordinate,STARLINK-4485 - Z-Coordinate,STARLINK-30350 - Z-Coordinate,STARLINK-3784 - Z-Coordinate,STARLINK-1834 - Z-Coordinate,STARLINK-31258 - Z-Coordinate,STARLINK-3983 - Z-Coordinate,STARLINK-2648 - Z-Coordinate,STARLINK-5506 - Z-Coordinate,STARLINK-31981 - Z-Coordinate,STARLINK-31223 - Z-Coordinate,STARLINK-1464 - Z-Coordinate,STARLINK-30712 - Z-Coordinate,STARLINK-30713 - Z-Coordinate,STARLINK-31660 - Z-Coordinate,STARLINK-3552 - Z-Coordinate,STARLINK-4256 - Z-Coordinate,STARLINK-5611 - Z-Coordinate,STARLINK-1817 - Z-Coordinate,STARLINK-1402 - Z-Coordinate,STARLINK-5480 - Z-Coordinate,STARLINK-6281 - Z-Coordinate,STARLINK-3817 - Z-Coordinate,STARLINK-5291 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3266.2727,4308.0022,-3940.5875,2777.5302,-4101.9399,4653.6523,-2307.5324,308.6983,-5140.8927,5933.3112,-2514.0891,-3572.6350,-5522.9169,-6823.0959,6155.2234,4769.8597,2227.0678,3520.0185,-1002.1674,-5961.9286,-4939.2207,-828.4886,1723.7527,4739.2481,-5255.6107,-2511.1007,-4784.1615,3241.6958,-84.0836,-6697.6363,1146.4970,4390.5248,-5557.3455,-6826.1520,6451.3845,2668.1351,1457.4243,-5951.0642,3957.0846,6479.2256,4005.1739,1644.1269,-1958.1897,-1705.1008,419.0198,3106.8570,-1303.0853,4033.3745,-5696.6481,5919.2718,5167.1721,-5075.0681,3518.5178,2862.3441,-6777.6962,-1121.7500,-5162.8919,-6416.1983,-5805.2006,-12.3430,3418.4250,-3112.8461,2204.8170,-532.6565,-2886.3965,4556.2723,5577.6561,0.0000,-2468.6305,3934.6401,4902.1066,4849.3575,6071.5444,494.8348,-560.6151,2424.9681,5742.9247,-4706.1609,-6127.9083,-353.3004,4448.2463,2217.8398,2465.1591,-5553.3499,4234.1654,-6114.7251,4980.1639,1362.0166,573.0022,1788.7977,3773.7761,-6558.4392,3875.0768,2340.8369,4327.4725,6812.3947,-2533.3917,3097.7842,-555.4711,1091.2271,-341636.9803,-325613.0725,-333303.0858,-333181.3103,-328640.5100,-328828.0694,-323874.5524,-327031.7849,-245297367.9916,-245268670.7543,-245263769.8366,-245289034.3546,-327393.7070,-245278259.3666,-3910.3086,1102.5902,5160.4764,-6210.1652,4351.8532,-1982.9966,4649.4020,-4162.5839,2254.6736,2907.7377,-5426.4429,-2228.8370,1919.4281,646.6820,973.5798,4831.9895,-6037.7007,4852.9407,6686.7463,1185.9735,-4661.7966,-5558.1137,4854.6227,1993.5965,-2710.7797,-3290.6725,2344.5785,-5710.3195,-2418.4593,966.1156,4193.7453,399.2738,1419.4073,13.6892,1097.7991,-3549.5496,-6034.6166,499.9286,-217.1678,-338.3175,-1033.5107,-6690.8724,1512.8584,-4046.2912,-6568.4085,-2741.5558,-6513.2046,5325.4893,1304.2950,-3499.2026,-2420.7982,-2001.7829,5681.7134,-4388.9932,614.5841,4805.9063,2662.5506,-2546.7683,96.0477,-6886.7992,-5106.1000,-4005.6314,-5326.8465,6546.5114,2961.0940,-2553.1131,3749.9224,0.0000,4835.9514,5686.7808,-2309.4259,4939.8960,-3080.8283,-5152.9512,-5486.6163,-3568.2123,3195.0499,4991.1525,587.0925,6446.5682,2853.7076,-6247.9146,-3910.9688,3890.3196,-3479.4289,1774.1580,-3146.5033,4472.5665,-5188.9205,6398.1300,-3425.1540,-2101.1776,-1533.2369,473.9477,-716.7429,-188.2003,-1314.4819,-4075.7036,4742.4660,4806.1814,-227597.2183,-244757.4919,-235265.6673,-236148.1929,-243446.3567,-241458.7404,-235367.8761,-237906.1968,227407292.2555,227391770.1194,227380600.7537,227402516.4656,-236459.2270,227400398.4456,-4625.0581,-5309.8482,2164.2972,-1339.5526,-3337.5896,4714.5359,4577.5816,-5377.1374,4041.7915,2031.8159,-3517.3465,5490.2722,-3694.2405,-791.6630,-3006.4707,-959.5654,2218.5669,3475.1940,-1159.4447,-3230.8982,-698.1056,4014.9205,-4640.0478,-4656.6314,-3530.7511,-5532.6777,-4321.6720,-2186.7591,-6523.4935,-998.5970,-5151.3907,-5099.8807,-3650.6799,562.1917,-1497.7224,5142.2733,-2980.4862,-3252.4759,-5708.9546,1482.0176,5528.8102,708.5588,-6482.1293,-5128.7028,-2010.7421,-5432.5377,-1679.3982,910.2605,3723.1443,200.1000,3892.7479,-4255.5032,-1370.6896,4350.6945,-395.0657,4719.6222,-3755.3887,-96.8961,3807.9905,663.5712,-2347.7555,4714.9355,-3814.3763,1339.0660,5324.2836,-4322.1495,-1538.5514,0.0000,4249.1850,389.8734,-4168.3331,214.5781,1159.0199,4519.8028,-4159.5608,5468.4264,-1792.4484,-18.4056,3187.0203,2369.1476,4370.3815,-1678.1706,5119.8420,618.3428,-4274.5813,-2233.2076,-3537.4508,5075.7906,4438.0286,1611.7498,-4507.2191,396.7393,-5512.9510,-6514.8363,5364.5052,-690.0604,6313.4537,-4679.0722,4978.2609,4862.0558,-13269.1499,-19156.5702,-15780.2856,-14356.4182,-11337.7104,-20603.7384,-25225.2857,-15910.2039,129112626.5379,129082882.4969,129122064.4784,129122158.4618,-16956.6087,129114798.2671,
3600.000,-2040.5867,-6151.7655,2331.2043,-524.1714,2156.7424,-2816.5729,-748.7977,4396.3562,1926.0597,-4618.5308,3037.5935,5119.1549,5633.0302,5534.0300,-3798.0104,-5764.8017,1732.8096,-4079.5034,-1545.0153,2524.7354,5186.1434,3473.4356,-5118.2113,-6265.0894,3936.6421,5732.8317,1374.7373,-1136.0974,4110.0730,5270.6271,-5183.7725,-5677.6925,2107.6628,4955.6809,-4258.8358,2159.3736,1784.4701,2978.7234,-6513.1005,-2938.5749,-2952.5564,1071.1383,-1433.9980,5617.8801,2008.5721,539.2118,2891.4592,-4751.4642,5590.7901,-3449.7086,-4397.1631,4861.5924,-4567.8174,144.8834,4645.9052,-3343.7346,4998.4259,5610.5806,2105.3056,2220.4237,-726.3916,5878.6921,-710.1092,-2361.1079,-1485.9643,145.2285,-5914.0385,0.0000,978.3421,-4987.2657,-1302.5746,-5483.8007,-3247.5386,3356.9236,3451.7217,-74.4618,-6393.9670,2193.8594,3660.7743,-1316.5712,-3937.0032,-291.1570,-515.0736,3222.4152,-5136.6977,4976.9250,-3717.8756,-4530.0811,1797.6483,-3282.8483,-1053.1769,5770.0144,-1801.9204,-3260.2594,-2352.4997,-5407.4503,6092.4869,539.1662,-3537.4955,-2369.0213,-274198.5714,-256246.6477,-262460.5361,-261313.0679,-258310.3627,-258175.1535,-254245.3798,-257807.6173,-295806178.4896,-295778997.1390,-295765704.8797,-295793259.5167,-257269.6498,-295786611.7607,6516.0144,1897.9480,-5947.9237,6508.7350,-6485.4809,5440.0048,-6472.1271,3379.7606,-4850.4704,147.7797,6065.7065,-1697.4834,-3974.7592,-2175.6105,1940.7753,-2353.7660,4732.8006,-1006.5348,-6115.5872,-3320.8469,2332.1548,2282.7591,-2609.5437,1335.5204,-1230.4217,671.0741,-5269.6502,6649.5581,3564.4463,-2578.8471,-4002.6419,3336.7415,-4646.9594,-2655.2454,2671.4182,4579.0274,3832.4205,-4017.0495,1636.8845,2993.2191,4992.4011,5652.3575,-4554.6114,3393.3525,6317.0651,5585.0044,5481.9438,-2839.2420,-4069.7324,4167.2625,5283.2124,-2188.5820,-3865.0863,6664.1920,-3141.0806,-3065.3487,-4760.2225,400.5618,-1539.0928,5862.8193,5678.4897,1211.1690,6862.8531,-3656.6991,-5404.7040,4337.8015,-2028.8662,0.0000,-6824.6361,-3108.4453,5186.5003,-2292.4819,3817.4469,2757.5294,2338.5666,6199.7270,-551.6956,-4983.8391,-3522.4555,-6409.9446,1698.5118,6158.3839,6597.9977,-4586.6549,4659.2905,-3613.1741,5776.2019,-1344.4218,6601.9606,-3223.2433,6450.9774,125.8141,5251.4929,3881.1122,4485.2906,1956.5466,34.5042,5805.7049,-2953.9552,-486.0634,-307175.8159,-317206.5436,-308814.1825,-310278.3726,-318644.5851,-315466.4916,-310951.4113,-310318.1599,156114750.5035,156103611.8626,156093990.7758,156104748.7996,-311375.6629,156108952.8214,805.5638,2538.0645,2452.3598,-2334.7001,-378.2843,-3229.2261,-2361.1219,3932.4399,-4555.3106,-5148.6651,-1467.6079,-4354.3451,-492.4463,-3499.5238,5435.3778,-2875.6229,-4582.7761,-5518.6606,-2703.5697,5464.0729,-3786.2458,-5527.2056,3863.2001,2641.2201,5502.0851,3780.2335,4155.6530,-1543.9207,4324.8501,-3522.1917,1574.3450,1416.2535,4479.1888,-3918.7804,4437.2034,-4547.8603,5424.5417,4594.1928,1778.9937,-5174.1272,-3769.0643,-3865.7268,5021.7913,1558.4315,-1849.6285,3881.9432,-2918.8379,3844.2785,-528.4321,-4253.1936,-742.3987,4393.5300,-3278.2973,-1433.2041,3868.1351,-5117.1873,-390.2836,-4005.4182,-6446.1449,2919.5806,-3240.6034,-3477.7355,-343.3693,-5103.8029,-3763.9296,5192.0722,-2905.8527,0.0000,-315.3620,-3674.0798,4244.2512,-3562.2301,-4757.7020,-5336.7809,5493.6107,-3202.6037,-2281.6193,4164.5039,-4729.8270,2121.9607,-5362.7116,-2964.5618,-1983.1803,3858.0146,-477.3427,-2778.1722,-11.7575,-5042.8634,-449.7227,-5065.0890,1866.6205,3772.2646,4097.7551,4726.1755,-4746.2754,-3724.2869,-3317.7295,3737.5710,-5147.9891,-6498.9628,-11782.3471,-17208.4673,-13384.7840,-15186.2625,-9188.7459,-15690.0380,-24586.7163,-16756.6560,129147676.9763,129115663.5393,129150455.7007,129155783.9020,-15439.6793,129146722.7361,
7200.000,96.2390,5749.6359,1128.0250,-2436.9575,875.8327,689.5246,3011.8182,-6481.4124,1258.8917,2517.3793,-2442.3333,-5515.8405,-3150.8789,-1780.9697,943.9444,4730.1205,-5502.3752,4535.0368,4085.9149,1327.0184,-3614.9479,-5857.6530,6881.7943,5844.8396,-2362.9177,-6798.0539,1777.8000,-1757.2538,-5453.6571,-1083.1174,5582.0889,3596.5351,1543.7447,-1158.6402,252.0987,-5188.3005,-5280.0401,588.2668,5965.0214,-2125.6436,1708.6793,-4167.9868,2710.3509,-5764.1032,-4041.3569,-2856.8236,-3897.7460,3604.7328,-3442.6599,-998.3134,2014.1922,-3886.6648,4067.3891,-2708.6662,-448.8170,6478.7683,-2540.9179,-2959.5761,1619.6792,-4330.5730,-3624.0900,-6815.1367,-1183.0422,5186.6305,4017.9508,-4024.8644,4037.5243,0.0000,890.3268,5012.2056,-2063.8954,4803.9200,-1150.0693,-6369.7969,-6007.7330,-1466.5022,4087.8781,2130.3246,-642.3124,3042.2934,3144.7826,-2648.2160,-1091.5889,1439.2204,3338.1614,-392.0119,822.6056,6567.9019,-3143.2377,4645.1754,-1666.5211,-2912.4930,149.7356,4047.8563,718.8056,1409.5476,-6728.6342,-3317.0930,6470.8260,4499.2038,-188428.2290,-171748.8319,-174635.7442,-170121.1147,-171239.4149,-171245.1520,-167590.5370,-169823.0585,-326125871.8002,-326101664.6295,-326081457.3901,-326105069.1865,-170513.5072,-326106381.4338,-5895.3178,-3418.1448,4145.8406,-4599.2174,5617.2024,-6882.1576,6098.0054,-1995.5711,6427.4811,-4029.3112,-3368.8494,4154.3930,4351.9165,3753.6868,-5176.9568,-1667.6923,-2101.4931,-3115.5947,2935.5401,5396.8025,1968.5365,957.2210,329.9736,-3600.4527,5209.8945,1160.3756,6534.3823,-5128.3110,-4298.5642,3952.8315,1707.8091,-4504.2030,6372.4602,5056.9897,-5817.5742,-4378.7818,-1111.9436,6356.1697,-1622.9881,-5107.5403,-6687.0051,-3010.5858,6354.8440,-1105.2219,-3340.2952,-6178.2223,-1519.4828,-2103.1529,5218.1544,-4101.2133,-5947.4549,5435.2867,-516.1060,-5695.7375,5173.1928,1279.6172,4804.6374,2901.5261,4170.3714,-2660.1785,-1906.9887,1269.3119,-5306.2178,-907.1354,5322.8010,-5128.0541,-1319.3823,0.0000,5661.8186,-915.9056,-6401.3051,-1647.0333,-4260.7326,-492.7401,696.8653,-6762.0457,-2924.8543,3615.7334,6001.4481,3306.9114,-5505.1111,-3192.8727,-6366.7871,3895.6127,-3587.5154,4039.1767,-5826.4122,-1167.7981,-4706.0623,-1367.4443,-6205.3515,2936.6546,-6905.3167,-5626.9265,-6783.2514,-3873.2347,144.9835,-6062.6119,1319.8555,-3198.3451,-367402.3125,-368942.9170,-362321.7573,-364377.1796,-373592.0779,-365888.9902,-366608.9750,-367008.6137,74178160.1757,74169887.0532,74165644.9593,74167440.7082,-366202.3103,74173538.6431,3531.1919,1779.7612,-5335.0421,4567.9574,3807.4531,-278.9211,-1325.2255,537.2899,2234.7546,5013.0965,5539.6173,530.4803,4339.9813,5496.6793,-4495.9425,4664.9228,3407.7807,4208.6333,4652.2027,-4064.5543,5436.8619,3530.3243,-742.6433,957.5908,-3837.0309,362.5143,-1078.4457,4288.5205,334.3680,5466.1464,3355.1294,3479.3729,-1793.7903,4463.1301,-3343.6137,396.9817,-4281.5350,-2342.6002,3157.5572,3693.7462,-387.8819,4631.7977,-579.3770,3322.2050,4445.3482,521.2643,5413.5274,-5301.1131,-3009.0452,5421.9532,-2897.5002,-1788.0424,5440.8070,-2589.3104,-4421.5222,1754.0133,4264.8935,5509.7641,5309.8412,-4701.2240,5134.9052,110.7339,4254.3090,4141.0762,-1036.1259,-1852.8257,5417.9605,0.0000,-3847.8399,4681.7255,-1212.5671,4699.1058,5302.5958,2537.5224,-3339.5683,-873.2643,4586.0547,-5432.6086,3408.7129,-5215.9156,2617.6254,5426.2431,-2447.6852,-5401.6223,4915.8674,5378.3123,3533.0162,1781.8473,-3878.6741,4820.3476,2218.1117,-5527.5194,-95.3509,-135.8957,1261.5096,5459.5012,-1695.1619,-540.0495,2004.5931,4185.5324,-10335.5194,-14709.6486,-11538.7958,-15524.9272,-7483.6979,-11592.9523,-23295.5899,-12451.8048,129182625.1097,129148911.2596,129178687.6959,129186428.4526,-13921.5566,129178606.6989,
