sl_100_5400_20280811 Coordinates.csv
2028/08/11 07:47:00.0000 UTC

Generated: Tue Oct  8 21:41:12 2024,
Start: 2028/08/11 07:47:00.00, Stop: 2028/08/11 09:17:00.00,
TIME_UNITS,STARLINK-1821 - X-Coordinate,STARLINK-3112 - X-Coordinate,STARLINK-5511 - X-Coordinate,STARLINK-30326 - X-Coordinate,STARLINK-1531 - X-Coordinate,STARLINK-3759 - X-Coordinate,STARLINK-5431 - X-Coordinate,STARLINK-5180 - X-Coordinate,STARLINK-3141 - X-Coordinate,STARLINK-30295 - X-Coordinate,STARLINK-5936 - X-Coordinate,STARLINK-5663 - X-Coordinate,STARLINK-5714 - X-Coordinate,STARLINK-2191 - X-Coordinate,STARLINK-4309 - X-Coordinate,STARLINK-4121 - X-Coordinate,STARLINK-32187 - X-Coordinate,STARLINK-31222 - X-Coordinate,STARLINK-6041 - X-Coordinate,STARLINK-5328 - X-Coordinate,STARLINK-4345 - X-Coordinate,STARLINK-30223 - X-Coordinate,STARLINK-5154 - X-Coordinate,STARLINK-4596 - X-Coordinate,STARLINK-5587 - X-Coordinate,STARLINK-11196 [DTC] - X-Coordinate,STARLINK-30918 - X-Coordinate,STARLINK-31255 - X-Coordinate,STARLINK-3696 - X-Coordinate,STARLINK-3332 - X-Coordinate,STARLINK-2129 - X-Coordinate,STARLINK-30774 - X-Coordinate,STARLINK-3977 - X-Coordinate,STARLINK-2110 - X-Coordinate,STARLINK-5072 - X-Coordinate,STARLINK-6262 - X-Coordinate,STARLINK-31484 - X-Coordinate,STARLINK-1017 - X-Coordinate,STARLINK-31729 - X-Coordinate,STARLINK-1780 - X-Coordinate,STARLINK-3868 - X-Coordinate,STARLINK-1656 - X-Coordinate,STARLINK-4175 - X-Coordinate,STARLINK-4267 - X-Coordinate,STARLINK-1433 - X-Coordinate,STARLINK-1560 - X-Coordinate,STARLINK-31670 - X-Coordinate,STARLINK-31295 - X-Coordinate,STARLINK-3593 - X-Coordinate,STARLINK-30716 - X-Coordinate,STARLINK-4383 - X-Coordinate,STARLINK-1720 - X-Coordinate,STARLINK-4322 - X-Coordinate,STARLINK-5951 - X-Coordinate,STARLINK-2094 - X-Coordinate,STARLINK-2197 - X-Coordinate,STARLINK-1281 - X-Coordinate,STARLINK-31627 - X-Coordinate,STARLINK-30758 - X-Coordinate,STARLINK-2355 - X-Coordinate,STARLINK-3400 - X-Coordinate,STARLINK-2084 - X-Coordinate,STARLINK-5931 - X-Coordinate,STARLINK-32031 - X-Coordinate,STARLINK-3685 - X-Coordinate,STARLINK-31260 - X-Coordinate,STARLINK-30482 - X-Coordinate,STARLINK-3104 - X-Coordinate,STARLINK-5119 - X-Coordinate,STARLINK-30401 - X-Coordinate,STARLINK-4042 - X-Coordinate,STARLINK-3250 - X-Coordinate,STARLINK-31782 - X-Coordinate,STARLINK-1977 - X-Coordinate,STARLINK-4706 - X-Coordinate,STARLINK-4656 - X-Coordinate,STARLINK-3948 - X-Coordinate,STARLINK-31065 - X-Coordinate,STARLINK-30906 - X-Coordinate,STARLINK-4340 - X-Coordinate,STARLINK-5912 - X-Coordinate,STARLINK-31403 - X-Coordinate,STARLINK-2104 - X-Coordinate,STARLINK-31896 - X-Coordinate,STARLINK-3102 - X-Coordinate,STARLINK-5665 - X-Coordinate,STARLINK-2616 - X-Coordinate,STARLINK-5244 - X-Coordinate,STARLINK-5107 - X-Coordinate,STARLINK-31933 - X-Coordinate,STARLINK-5917 - X-Coordinate,STARLINK-32202 - X-Coordinate,STARLINK-2319 - X-Coordinate,STARLINK-1976 - X-Coordinate,STARLINK-5078 - X-Coordinate,STARLINK-2130 - X-Coordinate,STARLINK-31632 - X-Coordinate,STARLINK-5280 - X-Coordinate,STARLINK-30526 - X-Coordinate,STARLINK-30535 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1821 - Y-Coordinate,STARLINK-3112 - Y-Coordinate,STARLINK-5511 - Y-Coordinate,STARLINK-30326 - Y-Coordinate,STARLINK-1531 - Y-Coordinate,STARLINK-3759 - Y-Coordinate,STARLINK-5431 - Y-Coordinate,STARLINK-5180 - Y-Coordinate,STARLINK-3141 - Y-Coordinate,STARLINK-30295 - Y-Coordinate,STARLINK-5936 - Y-Coordinate,STARLINK-5663 - Y-Coordinate,STARLINK-5714 - Y-Coordinate,STARLINK-2191 - Y-Coordinate,STARLINK-4309 - Y-Coordinate,STARLINK-4121 - Y-Coordinate,STARLINK-32187 - Y-Coordinate,STARLINK-31222 - Y-Coordinate,STARLINK-6041 - Y-Coordinate,STARLINK-5328 - Y-Coordinate,STARLINK-4345 - Y-Coordinate,STARLINK-30223 - Y-Coordinate,STARLINK-5154 - Y-Coordinate,STARLINK-4596 - Y-Coordinate,STARLINK-5587 - Y-Coordinate,STARLINK-11196 [DTC] - Y-Coordinate,STARLINK-30918 - Y-Coordinate,STARLINK-31255 - Y-Coordinate,STARLINK-3696 - Y-Coordinate,STARLINK-3332 - Y-Coordinate,STARLINK-2129 - Y-Coordinate,STARLINK-30774 - Y-Coordinate,STARLINK-3977 - Y-Coordinate,STARLINK-2110 - Y-Coordinate,STARLINK-5072 - Y-Coordinate,STARLINK-6262 - Y-Coordinate,STARLINK-31484 - Y-Coordinate,STARLINK-1017 - Y-Coordinate,STARLINK-31729 - Y-Coordinate,STARLINK-1780 - Y-Coordinate,STARLINK-3868 - Y-Coordinate,STARLINK-1656 - Y-Coordinate,STARLINK-4175 - Y-Coordinate,STARLINK-4267 - Y-Coordinate,STARLINK-1433 - Y-Coordinate,STARLINK-1560 - Y-Coordinate,STARLINK-31670 - Y-Coordinate,STARLINK-31295 - Y-Coordinate,STARLINK-3593 - Y-Coordinate,STARLINK-30716 - Y-Coordinate,STARLINK-4383 - Y-Coordinate,STARLINK-1720 - Y-Coordinate,STARLINK-4322 - Y-Coordinate,STARLINK-5951 - Y-Coordinate,STARLINK-2094 - Y-Coordinate,STARLINK-2197 - Y-Coordinate,STARLINK-1281 - Y-Coordinate,STARLINK-31627 - Y-Coordinate,STARLINK-30758 - Y-Coordinate,STARLINK-2355 - Y-Coordinate,STARLINK-3400 - Y-Coordinate,STARLINK-2084 - Y-Coordinate,STARLINK-5931 - Y-Coordinate,STARLINK-32031 - Y-Coordinate,STARLINK-3685 - Y-Coordinate,STARLINK-31260 - Y-Coordinate,STARLINK-30482 - Y-Coordinate,STARLINK-3104 - Y-Coordinate,STARLINK-5119 - Y-Coordinate,STARLINK-30401 - Y-Coordinate,STARLINK-4042 - Y-Coordinate,STARLINK-3250 - Y-Coordinate,STARLINK-31782 - Y-Coordinate,STARLINK-1977 - Y-Coordinate,STARLINK-4706 - Y-Coordinate,STARLINK-4656 - Y-Coordinate,STARLINK-3948 - Y-Coordinate,STARLINK-31065 - Y-Coordinate,STARLINK-30906 - Y-Coordinate,STARLINK-4340 - Y-Coordinate,STARLINK-5912 - Y-Coordinate,STARLINK-31403 - Y-Coordinate,STARLINK-2104 - Y-Coordinate,STARLINK-31896 - Y-Coordinate,STARLINK-3102 - Y-Coordinate,STARLINK-5665 - Y-Coordinate,STARLINK-2616 - Y-Coordinate,STARLINK-5244 - Y-Coordinate,STARLINK-5107 - Y-Coordinate,STARLINK-31933 - Y-Coordinate,STARLINK-5917 - Y-Coordinate,STARLINK-32202 - Y-Coordinate,STARLINK-2319 - Y-Coordinate,STARLINK-1976 - Y-Coordinate,STARLINK-5078 - Y-Coordinate,STARLINK-2130 - Y-Coordinate,STARLINK-31632 - Y-Coordinate,STARLINK-5280 - Y-Coordinate,STARLINK-30526 - Y-Coordinate,STARLINK-30535 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1821 - Z-Coordinate,STARLINK-3112 - Z-Coordinate,STARLINK-5511 - Z-Coordinate,STARLINK-30326 - Z-Coordinate,STARLINK-1531 - Z-Coordinate,STARLINK-3759 - Z-Coordinate,STARLINK-5431 - Z-Coordinate,STARLINK-5180 - Z-Coordinate,STARLINK-3141 - Z-Coordinate,STARLINK-30295 - Z-Coordinate,STARLINK-5936 - Z-Coordinate,STARLINK-5663 - Z-Coordinate,STARLINK-5714 - Z-Coordinate,STARLINK-2191 - Z-Coordinate,STARLINK-4309 - Z-Coordinate,STARLINK-4121 - Z-Coordinate,STARLINK-32187 - Z-Coordinate,STARLINK-31222 - Z-Coordinate,STARLINK-6041 - Z-Coordinate,STARLINK-5328 - Z-Coordinate,STARLINK-4345 - Z-Coordinate,STARLINK-30223 - Z-Coordinate,STARLINK-5154 - Z-Coordinate,STARLINK-4596 - Z-Coordinate,STARLINK-5587 - Z-Coordinate,STARLINK-11196 [DTC] - Z-Coordinate,STARLINK-30918 - Z-Coordinate,STARLINK-31255 - Z-Coordinate,STARLINK-3696 - Z-Coordinate,STARLINK-3332 - Z-Coordinate,STARLINK-2129 - Z-Coordinate,STARLINK-30774 - Z-Coordinate,STARLINK-3977 - Z-Coordinate,STARLINK-2110 - Z-Coordinate,STARLINK-5072 - Z-Coordinate,STARLINK-6262 - Z-Coordinate,STARLINK-31484 - Z-Coordinate,STARLINK-1017 - Z-Coordinate,STARLINK-31729 - Z-Coordinate,STARLINK-1780 - Z-Coordinate,STARLINK-3868 - Z-Coordinate,STARLINK-1656 - Z-Coordinate,STARLINK-4175 - Z-Coordinate,STARLINK-4267 - Z-Coordinate,STARLINK-1433 - Z-Coordinate,STARLINK-1560 - Z-Coordinate,STARLINK-31670 - Z-Coordinate,STARLINK-31295 - Z-Coordinate,STARLINK-3593 - Z-Coordinate,STARLINK-30716 - Z-Coordinate,STARLINK-4383 - Z-Coordinate,STARLINK-1720 - Z-Coordinate,STARLINK-4322 - Z-Coordinate,STARLINK-5951 - Z-Coordinate,STARLINK-2094 - Z-Coordinate,STARLINK-2197 - Z-Coordinate,STARLINK-1281 - Z-Coordinate,STARLINK-31627 - Z-Coordinate,STARLINK-30758 - Z-Coordinate,STARLINK-2355 - Z-Coordinate,STARLINK-3400 - Z-Coordinate,STARLINK-2084 - Z-Coordinate,STARLINK-5931 - Z-Coordinate,STARLINK-32031 - Z-Coordinate,STARLINK-3685 - Z-Coordinate,STARLINK-31260 - Z-Coordinate,STARLINK-30482 - Z-Coordinate,STARLINK-3104 - Z-Coordinate,STARLINK-5119 - Z-Coordinate,STARLINK-30401 - Z-Coordinate,STARLINK-4042 - Z-Coordinate,STARLINK-3250 - Z-Coordinate,STARLINK-31782 - Z-Coordinate,STARLINK-1977 - Z-Coordinate,STARLINK-4706 - Z-Coordinate,STARLINK-4656 - Z-Coordinate,STARLINK-3948 - Z-Coordinate,STARLINK-31065 - Z-Coordinate,STARLINK-30906 - Z-Coordinate,STARLINK-4340 - Z-Coordinate,STARLINK-5912 - Z-Coordinate,STARLINK-31403 - Z-Coordinate,STARLINK-2104 - Z-Coordinate,STARLINK-31896 - Z-Coordinate,STARLINK-3102 - Z-Coordinate,STARLINK-5665 - Z-Coordinate,STARLINK-2616 - Z-Coordinate,STARLINK-5244 - Z-Coordinate,STARLINK-5107 - Z-Coordinate,STARLINK-31933 - Z-Coordinate,STARLINK-5917 - Z-Coordinate,STARLINK-32202 - Z-Coordinate,STARLINK-2319 - Z-Coordinate,STARLINK-1976 - Z-Coordinate,STARLINK-5078 - Z-Coordinate,STARLINK-2130 - Z-Coordinate,STARLINK-31632 - Z-Coordinate,STARLINK-5280 - Z-Coordinate,STARLINK-30526 - Z-Coordinate,STARLINK-30535 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,304.9615,4786.7074,-6625.9412,4028.1646,-4804.6212,-2404.0014,4150.4797,-6684.7015,83.5465,209.5238,-5837.1476,3320.7750,-910.8334,0.0000,-1428.0754,1492.9973,0.0000,4953.2930,5373.8471,-2451.1157,3668.5314,3166.2683,-4611.0722,263.9639,400.9882,6257.4359,214.4652,-3974.5812,3590.5559,-3984.6157,3533.5671,-6217.8881,6361.7222,1367.4974,2142.3276,5866.6613,2462.4827,4951.2643,-4010.4254,2852.0043,2492.4786,3509.5432,-4327.5502,2279.7260,-3912.8070,6618.9283,2278.9904,2428.4753,1428.7317,-3477.6123,-513.7239,-930.7270,5818.2344,-3495.9587,3412.2201,-3496.8408,-2602.5190,-1322.1049,-1953.8662,-6237.2805,-2534.3639,4064.7364,-536.6190,-750.0599,3489.0550,5921.5414,-1592.8318,-5500.9726,142.2297,-5661.9325,-674.3110,5491.0604,-1737.4846,1555.6859,-4996.3767,5520.6726,-5843.4852,6402.5720,4203.7388,-902.8273,-3949.2890,4546.5595,-3265.3643,4195.7910,2422.7126,5284.7892,2334.8504,-3817.7892,-5299.1960,-4431.0017,2439.6497,5208.1837,2228.6210,-2316.9022,4665.5479,4208.2956,6509.8796,-5308.1998,-6894.6205,-6594.3122,-230654.1982,-201568.7942,-221445.0408,-220396.3493,-211817.0397,-213519.7962,-215950.3312,-217782.0578,-273678874.4999,-273698946.0647,-273708803.3418,-273708531.2568,-216986.1011,-273696922.8842,4500.9145,3739.6948,-328.1172,-5446.6127,-830.0127,3470.6581,3966.0853,1387.7803,6654.1421,5322.4054,-3248.7833,-5528.0467,6270.2074,0.0000,212.2714,-3861.5646,0.0000,3463.0124,3954.0040,-1700.8515,2961.5775,-4075.5533,5082.5674,-5515.6641,-5204.7302,2434.7151,-6205.6529,-1760.1861,-2171.3929,-1301.0617,-3224.3095,2411.5966,1459.2898,3964.2511,-2987.6834,299.3586,-4205.0519,-4106.6622,-3582.5920,6282.1623,5853.2038,-4583.5578,336.4163,5128.4719,3016.0951,-1716.6577,5869.0243,6323.8529,-6238.9576,-5032.4380,4706.2711,-5907.4556,3607.5214,-3767.4099,-2380.7489,-2341.0862,5040.3172,4493.5973,6637.1430,2069.3535,3474.3975,-3000.7191,-2363.4837,4019.0485,-2277.3635,872.1291,-6006.8850,-4241.5869,-6904.5284,3962.1046,4596.2144,-3422.5721,-4694.8304,-6578.5859,-2926.7242,3278.9411,3357.2317,-2449.5369,-5447.0588,-6565.8517,3952.7095,2075.2086,3690.6429,2722.3713,6516.6364,-1529.3194,4473.8535,-1616.3864,1240.9699,-4019.1976,4876.8409,3908.4517,6476.9931,6068.3929,2349.4836,925.7950,-392.3229,4005.2796,552.0903,887.9459,-327647.7388,-312537.9767,-327331.4088,-327964.8627,-328229.3543,-327192.1454,-319800.9387,-323379.7752,149126510.3295,149119334.8870,149118595.9636,149110878.4236,-323317.0496,149116943.5370,-5255.3776,3280.7088,-2022.8961,1428.6207,-4882.7551,5451.1686,-3840.7404,1165.9981,-1842.6910,4277.2571,1812.7275,-2033.2476,-2808.7933,0.0000,-6791.8730,-5528.3799,0.0000,-3215.6217,1921.7215,-6281.6690,-5094.9108,-4219.5466,-588.1279,4141.0984,4549.5288,689.8886,3059.5716,-5283.1559,-5508.9376,-5497.8201,-4980.3516,1537.9932,2261.2661,-5416.3332,5884.6285,-3673.3072,4798.8634,2494.1125,4167.4160,-283.4847,-2665.8783,-3809.2968,-5377.9005,-4020.3424,4807.7029,-1009.2298,-2593.5982,-1115.6839,2572.9680,3074.5871,-5068.2461,3456.4095,-1146.3164,4642.6154,-5526.1802,-5453.0021,3913.9017,4992.5034,254.6557,1413.1744,4988.1917,-4668.1555,6487.9128,5451.3699,-5500.3179,3257.4135,-3054.7230,161.0740,100.5256,-706.4976,5086.8613,-2379.6750,4604.4376,1282.3614,3778.4124,-2575.1569,1512.4253,-21.4985,-1021.2240,-1978.9286,-4101.2316,-4641.0725,4837.9042,4611.6312,248.0961,4211.7000,4725.1340,5515.0920,4263.9042,-3284.4306,-4311.5318,-1983.2470,-979.7255,-2242.2477,-4567.4225,-5329.0357,2006.1141,1798.2158,-461.8326,1932.7057,103673.9295,100085.8458,101463.8129,102556.5785,105795.5519,96683.3549,91822.4886,101719.3403,134504461.4465,134525911.4084,134494702.2494,134508219.5723,100147.8132,134504797.4162,
300.000,2285.1202,4808.7982,-5968.4211,2413.3820,-5707.9066,-356.0043,4372.3888,-6561.7444,1327.2412,1833.4011,-6643.4479,2010.6188,681.1460,0.0000,-3196.0603,-548.9999,0.0000,4883.7525,5949.0251,-4313.9825,1903.1430,1099.0477,-3382.8416,-1245.9900,-1637.0651,6538.4968,-1456.7705,-5135.8635,2526.7101,-4733.3553,1528.8694,-5030.1521,5782.4925,3207.8209,1805.5075,6282.9457,353.5764,4356.9173,-5515.6856,3833.0749,3829.3895,2691.9151,-4504.3322,3230.5248,-3333.5205,5733.2762,3882.1488,3646.7518,-78.0332,-4852.4917,-807.5888,-2406.3903,4963.3503,-5045.8608,2006.0919,-4267.5946,-711.3098,296.1690,-444.4814,-5143.0733,-366.5484,3560.9726,-2687.5307,1420.5607,1984.4380,6604.6062,-3018.8990,-5638.4192,-1060.2886,-4657.3354,1356.7355,4022.5828,-3714.3033,195.1352,-6234.2209,6457.2768,-4596.4431,5542.0949,2947.2295,-481.8574,-2016.5997,5304.4592,-2354.3894,5037.5840,2854.8461,5016.2885,4153.2941,-4618.8021,-5108.9841,-4957.5293,3620.3823,5303.3711,3343.4684,-781.7049,5079.7029,4958.2928,6513.5806,-4662.3905,-6341.9670,-6472.1255,-223706.9286,-194814.3698,-214595.6474,-213460.1490,-204869.7400,-206594.8299,-209023.4692,-211269.1641,-276868051.2489,-276887784.1635,-276898226.7526,-276897287.3189,-210070.4673,-276886047.3989,4822.0120,1961.5028,1285.5070,-5848.7509,824.6844,4222.0358,2087.4469,2001.8187,6774.4178,5900.6401,-1926.4587,-6432.4038,6745.6143,0.0000,-1037.7616,-4534.1179,0.0000,1684.9712,3578.3797,-937.7409,2179.0641,-4753.7463,5525.8188,-6218.1445,-5484.9729,1235.1566,-6543.4403,-68.2385,-4010.8378,679.5678,-3912.1302,3619.9270,-2.7691,2783.4895,-4806.7931,-1474.0141,-4185.4978,-5298.1405,-2295.4369,5536.0826,5656.3232,-5936.5019,2386.9055,3448.8106,4789.5025,-2750.0126,5468.7976,5233.8258,-5602.6489,-4621.1328,2802.3239,-6199.7632,3589.5606,-2362.2865,-4019.1958,-302.1788,4729.2376,5566.6507,6790.9032,3038.8614,3930.2078,-4754.5197,-2238.1239,4200.2229,-3847.9780,-438.4007,-4734.0110,-3566.9649,-6611.9887,5082.8237,3913.5398,-4047.7088,-3891.3427,-6208.0879,-1958.8107,2328.5010,4073.3155,-3726.6445,-6276.8175,-6893.1949,4738.6942,68.4175,5324.9844,715.2229,5898.2449,-3464.3866,4243.1581,371.8133,3204.4856,-2112.4630,5377.6562,2369.5497,5998.1580,5702.2549,242.4253,-1003.6812,-1972.9833,5073.8344,2008.9572,2440.8900,-332551.9091,-316721.6688,-331718.9782,-332344.6948,-332729.1659,-331639.6598,-324359.9763,-327789.5047,143115302.4936,143108298.0469,143106827.2252,143099149.0035,-327809.1080,143105650.4273,-4414.4423,4545.8641,-3292.9606,2805.7851,-3787.2396,5439.7689,-4923.0370,-963.4045,-51.6299,2918.4122,306.6812,-532.6894,-1431.8063,0.0000,-6075.8925,-5180.6245,0.0000,-4493.4261,-185.8590,-5373.3535,-6310.8412,-4542.6839,-2341.2935,2730.2173,3898.6601,-1145.5001,1733.9527,-4519.4020,-5047.5700,-4992.2828,-5481.1651,2900.0585,3774.9056,-5374.1815,4669.2321,-2517.7882,5395.6514,762.8477,3257.5552,1519.3745,-949.5007,-2308.7298,-4665.8100,-5033.2632,3674.0483,-2713.6628,-1172.3440,-2541.6592,4020.3231,1415.7954,-6293.4684,1875.6755,-3267.4273,4116.0862,-5259.8759,-5397.9482,4960.0728,3976.9022,-1282.5708,3076.5347,5271.4722,-3467.0220,5978.5527,5174.5280,-5372.5185,1629.2334,-4054.1741,-1944.8921,-1697.8593,837.7774,5503.9042,-3869.6659,4163.0035,2954.9597,2265.9599,-849.7947,3155.3776,-1552.9699,520.0596,250.8130,-4639.3357,-4286.6649,3717.4751,4516.1832,2330.0975,3296.0729,3545.5116,5113.3035,3384.1912,-4188.1167,-2508.0642,-3551.1259,832.9696,-3756.1517,-4720.9735,-4622.2703,507.9493,3.3294,-1954.8241,437.7297,103786.7075,100166.5589,101651.7454,102485.5082,105964.0814,97039.8267,91829.1322,101538.7143,134502342.2971,134524242.3594,134493277.3931,134506696.3949,100250.0542,134502939.6016,
600.000,4017.3984,4396.5802,-4746.4718,546.4607,-6066.2586,1705.4193,4212.6806,-5761.8915,2437.4974,3241.4552,-6802.2065,494.8448,2193.9719,0.0000,-4573.4079,-2511.3891,0.0000,4358.6732,5919.0704,-5757.8543,-21.7936,-1079.5606,-1795.7625,-2604.4186,-3499.4317,6122.6489,-2971.5037,-5803.6931,1266.3530,-5060.5366,-616.8125,-3332.0504,4646.8719,4752.5898,1346.6806,6103.8724,-1803.2851,3333.2713,-6462.3053,4446.1319,4773.3779,1632.1532,-4282.9387,3915.4102,-2461.5604,4273.0931,5079.0058,4525.4215,-1616.0083,-5720.2419,-926.1513,-3624.1255,3593.5065,-6124.6132,449.6760,-4666.7030,1279.6566,1846.7507,1120.0236,-3485.5920,1834.9244,2736.0456,-4561.8944,3433.0061,327.7776,6604.9456,-4189.0249,-5218.5791,-2176.1304,-3198.2897,3278.5178,2139.3692,-5316.9515,-1216.3129,-6850.6839,6748.6578,-2878.3177,4120.4599,1403.1930,-11.5001,104.7950,5558.8818,-1250.7139,5403.1380,3026.7253,4291.4650,5545.8653,-5008.9535,-4450.8882,-5021.0739,4408.8270,4877.3664,4134.3792,866.8127,5049.1244,5245.3553,5855.7328,-3547.0380,-5175.1545,-5723.5566,-216653.4217,-187974.1842,-207651.5355,-206431.1115,-197829.7401,-199584.1825,-202000.8820,-204570.8769,-279925224.1134,-279944626.8162,-279955615.4101,-279954005.5636,-203061.9348,-279943164.8185,4711.0955,-36.1010,2803.9714,-5702.4648,2362.8964,4608.7251,-13.6380,2422.6525,6216.3151,5890.6498,-419.5050,-6661.3572,6570.4919,0.0000,-2247.2241,-4808.2271,0.0000,-291.6521,2835.9671,-148.5592,1086.1792,-4959.4071,5432.0808,-6314.4473,-5266.4818,-109.5566,-6252.5510,1591.1690,-5474.3934,2563.9437,-4271.4070,4491.3787,-1502.0695,1371.1353,-6135.0983,-3085.1034,-3797.2645,-5953.8556,-804.1586,4228.4744,4898.1550,-6694.5761,4182.7188,1434.7208,6077.8887,-3540.0301,4515.8235,3617.1992,-4428.8363,-3749.1968,593.2407,-5885.2186,3143.1651,-763.3410,-5293.5865,1743.7500,3992.4176,6095.9901,6287.2803,3714.4768,3997.9325,-6020.2852,-1963.2713,4004.3545,-5074.2064,-1684.9499,-3013.8246,-2509.6153,-5659.5738,5719.4942,2894.7691,-4309.3975,-2729.1338,-5222.8912,-821.7615,1155.5363,4416.2901,-4644.1055,-6506.0960,-6461.9331,5110.4733,-1923.8143,6431.8898,-1345.7514,4671.9736,-5052.7880,3628.7547,2293.9755,4843.6415,16.3082,5354.4255,557.7219,4918.7398,4784.4369,-1881.8768,-2800.2034,-3347.9944,5631.2563,3289.9661,3753.0314,-337308.1072,-320760.0651,-335955.9032,-336568.9955,-337079.1971,-335933.3283,-328770.8616,-332068.4756,137035925.7227,137029106.8978,137026878.5453,137019276.5736,-332153.2374,137026190.4839,-3100.3892,5318.9692,-4211.3941,3881.2222,-2281.0195,4838.5708,-5473.9416,-2989.4256,1745.0051,1233.6053,-1232.3635,1029.3037,98.7131,0.0000,-4715.2285,-4273.6457,0.0000,-5273.1315,-2273.6610,-3896.9756,-6857.1761,-4321.9712,-3839.1195,1023.5850,2829.7374,-2848.1981,221.9701,-3253.5010,-4045.4571,-3949.2328,-5390.3251,3939.4437,4880.2199,-4737.7875,2956.7613,-1092.1722,5392.7327,-1051.2501,1979.3641,3157.4018,870.1513,-559.1797,-3450.6283,-5502.1769,2141.2328,-4125.3145,381.4117,-3687.7524,5031.1793,-400.2422,-6849.1911,92.1063,-5040.5199,3148.5498,-4428.4228,-4755.7157,5466.9233,2520.3207,-2682.0147,4379.0264,4901.8629,-1886.2830,4830.1562,4316.4618,-4663.3221,-182.4201,-4618.9219,-3844.1758,-3312.5492,2292.7497,5322.5058,-4939.2023,3250.8080,4303.8834,509.2234,967.1909,4456.6895,-2912.6039,2006.1093,2453.4386,-4681.6181,-3451.3999,2195.2923,3910.5168,4165.0246,2027.5015,1983.9205,4158.1241,2139.8129,-4622.8786,-438.3001,-4718.2440,2555.8309,-4857.9903,-4371.6459,-3404.4827,-1047.2484,-1791.9469,-3238.6331,-1104.1944,103898.9534,100247.2207,101836.9524,102410.0103,106129.2733,97402.5183,91840.5540,101254.5542,134500223.1910,134522564.8632,134491862.1333,134505167.1324,100352.2384,134501081.5601,
