sl_100_86400_20281011 Coordinates.csv
2028/10/11 07:47:00.0000 UTC

Generated: Tue Oct  8 21:44:35 2024,
Start: 2028/10/11 07:47:00.00, Stop: 2028/10/12 07:47:00.00,
TIME_UNITS,STARLINK-5015 - X-Coordinate,STARLINK-3640 - X-Coordinate,STARLINK-3140 - X-Coordinate,STARLINK-5303 - X-Coordinate,STARLINK-6195 - X-Coordinate,STARLINK-4695 - X-Coordinate,STARLINK-3918 - X-Coordinate,STARLINK-3179 - X-Coordinate,STARLINK-1277 - X-Coordinate,STARLINK-5632 - X-Coordinate,STARLINK-31299 - X-Coordinate,STARLINK-1554 - X-Coordinate,STARLINK-4738 - X-Coordinate,STARLINK-1687 - X-Coordinate,STARLINK-31065 - X-Coordinate,STARLINK-30199 - X-Coordinate,STARLINK-1479 - X-Coordinate,STARLINK-31908 - X-Coordinate,STARLINK-5623 - X-Coordinate,STARLINK-31055 - X-Coordinate,STARLINK-31206 - X-Coordinate,STARLINK-31238 - X-Coordinate,STARLINK-3835 - X-Coordinate,STARLINK-1349 - X-Coordinate,STARLINK-30574 - X-Coordinate,STARLINK-4651 - X-Coordinate,STARLINK-11126 [DTC] - X-Coordinate,STARLINK-31671 - X-Coordinate,STARLINK-5842 - X-Coordinate,STARLINK-32127 - X-Coordinate,STARLINK-30538 - X-Coordinate,STARLINK-30582 - X-Coordinate,STARLINK-30848 - X-Coordinate,STARLINK-31532 - X-Coordinate,STARLINK-31659 - X-Coordinate,STARLINK-31002 - X-Coordinate,STARLINK-2386 - X-Coordinate,STARLINK-3242 - X-Coordinate,STARLINK-31177 - X-Coordinate,STARLINK-31854 - X-Coordinate,STARLINK-2457 - X-Coordinate,STARLINK-1930 - X-Coordinate,STARLINK-2320 - X-Coordinate,STARLINK-5091 - X-Coordinate,STARLINK-4473 - X-Coordinate,STARLINK-6257 - X-Coordinate,STARLINK-2054 - X-Coordinate,STARLINK-31217 - X-Coordinate,STARLINK-5666 - X-Coordinate,STARLINK-32010 - X-Coordinate,STARLINK-30455 - X-Coordinate,STARLINK-31388 - X-Coordinate,STARLINK-3059 - X-Coordinate,STARLINK-5508 - X-Coordinate,STARLINK-2121 - X-Coordinate,STARLINK-5025 - X-Coordinate,STARLINK-30573 - X-Coordinate,STARLINK-1172 - X-Coordinate,STARLINK-1699 - X-Coordinate,STARLINK-5533 - X-Coordinate,STARLINK-32041 - X-Coordinate,STARLINK-3822 - X-Coordinate,STARLINK-5681 - X-Coordinate,STARLINK-5135 - X-Coordinate,STARLINK-5833 - X-Coordinate,STARLINK-3502 - X-Coordinate,STARLINK-2223 - X-Coordinate,STARLINK-31873 - X-Coordinate,STARLINK-4329 - X-Coordinate,STARLINK-1262 - X-Coordinate,STARLINK-5408 - X-Coordinate,STARLINK-31509 - X-Coordinate,STARLINK-4215 - X-Coordinate,STARLINK-5486 - X-Coordinate,STARLINK-11130 [DTC] - X-Coordinate,STARLINK-5436 - X-Coordinate,STARLINK-3229 - X-Coordinate,STARLINK-2468 - X-Coordinate,STARLINK-11200 [DTC] - X-Coordinate,STARLINK-3415 - X-Coordinate,STARLINK-5138 - X-Coordinate,STARLINK-30821 - X-Coordinate,STARLINK-2251 - X-Coordinate,STARLINK-5915 - X-Coordinate,STARLINK-3603 - X-Coordinate,STARLINK-11150 [DTC] - X-Coordinate,STARLINK-3552 - X-Coordinate,STARLINK-30517 - X-Coordinate,STARLINK-5537 - X-Coordinate,STARLINK-4262 - X-Coordinate,STARLINK-30307 - X-Coordinate,STARLINK-1168 - X-Coordinate,STARLINK-3386 - X-Coordinate,STARLINK-30913 - X-Coordinate,STARLINK-32315 - X-Coordinate,STARLINK-4159 - X-Coordinate,STARLINK-30892 - X-Coordinate,STARLINK-32018 - X-Coordinate,STARLINK-6298 - X-Coordinate,STARLINK-4297 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5015 - Y-Coordinate,STARLINK-3640 - Y-Coordinate,STARLINK-3140 - Y-Coordinate,STARLINK-5303 - Y-Coordinate,STARLINK-6195 - Y-Coordinate,STARLINK-4695 - Y-Coordinate,STARLINK-3918 - Y-Coordinate,STARLINK-3179 - Y-Coordinate,STARLINK-1277 - Y-Coordinate,STARLINK-5632 - Y-Coordinate,STARLINK-31299 - Y-Coordinate,STARLINK-1554 - Y-Coordinate,STARLINK-4738 - Y-Coordinate,STARLINK-1687 - Y-Coordinate,STARLINK-31065 - Y-Coordinate,STARLINK-30199 - Y-Coordinate,STARLINK-1479 - Y-Coordinate,STARLINK-31908 - Y-Coordinate,STARLINK-5623 - Y-Coordinate,STARLINK-31055 - Y-Coordinate,STARLINK-31206 - Y-Coordinate,STARLINK-31238 - Y-Coordinate,STARLINK-3835 - Y-Coordinate,STARLINK-1349 - Y-Coordinate,STARLINK-30574 - Y-Coordinate,STARLINK-4651 - Y-Coordinate,STARLINK-11126 [DTC] - Y-Coordinate,STARLINK-31671 - Y-Coordinate,STARLINK-5842 - Y-Coordinate,STARLINK-32127 - Y-Coordinate,STARLINK-30538 - Y-Coordinate,STARLINK-30582 - Y-Coordinate,STARLINK-30848 - Y-Coordinate,STARLINK-31532 - Y-Coordinate,STARLINK-31659 - Y-Coordinate,STARLINK-31002 - Y-Coordinate,STARLINK-2386 - Y-Coordinate,STARLINK-3242 - Y-Coordinate,STARLINK-31177 - Y-Coordinate,STARLINK-31854 - Y-Coordinate,STARLINK-2457 - Y-Coordinate,STARLINK-1930 - Y-Coordinate,STARLINK-2320 - Y-Coordinate,STARLINK-5091 - Y-Coordinate,STARLINK-4473 - Y-Coordinate,STARLINK-6257 - Y-Coordinate,STARLINK-2054 - Y-Coordinate,STARLINK-31217 - Y-Coordinate,STARLINK-5666 - Y-Coordinate,STARLINK-32010 - Y-Coordinate,STARLINK-30455 - Y-Coordinate,STARLINK-31388 - Y-Coordinate,STARLINK-3059 - Y-Coordinate,STARLINK-5508 - Y-Coordinate,STARLINK-2121 - Y-Coordinate,STARLINK-5025 - Y-Coordinate,STARLINK-30573 - Y-Coordinate,STARLINK-1172 - Y-Coordinate,STARLINK-1699 - Y-Coordinate,STARLINK-5533 - Y-Coordinate,STARLINK-32041 - Y-Coordinate,STARLINK-3822 - Y-Coordinate,STARLINK-5681 - Y-Coordinate,STARLINK-5135 - Y-Coordinate,STARLINK-5833 - Y-Coordinate,STARLINK-3502 - Y-Coordinate,STARLINK-2223 - Y-Coordinate,STARLINK-31873 - Y-Coordinate,STARLINK-4329 - Y-Coordinate,STARLINK-1262 - Y-Coordinate,STARLINK-5408 - Y-Coordinate,STARLINK-31509 - Y-Coordinate,STARLINK-4215 - Y-Coordinate,STARLINK-5486 - Y-Coordinate,STARLINK-11130 [DTC] - Y-Coordinate,STARLINK-5436 - Y-Coordinate,STARLINK-3229 - Y-Coordinate,STARLINK-2468 - Y-Coordinate,STARLINK-11200 [DTC] - Y-Coordinate,STARLINK-3415 - Y-Coordinate,STARLINK-5138 - Y-Coordinate,STARLINK-30821 - Y-Coordinate,STARLINK-2251 - Y-Coordinate,STARLINK-5915 - Y-Coordinate,STARLINK-3603 - Y-Coordinate,STARLINK-11150 [DTC] - Y-Coordinate,STARLINK-3552 - Y-Coordinate,STARLINK-30517 - Y-Coordinate,STARLINK-5537 - Y-Coordinate,STARLINK-4262 - Y-Coordinate,STARLINK-30307 - Y-Coordinate,STARLINK-1168 - Y-Coordinate,STARLINK-3386 - Y-Coordinate,STARLINK-30913 - Y-Coordinate,STARLINK-32315 - Y-Coordinate,STARLINK-4159 - Y-Coordinate,STARLINK-30892 - Y-Coordinate,STARLINK-32018 - Y-Coordinate,STARLINK-6298 - Y-Coordinate,STARLINK-4297 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5015 - Z-Coordinate,STARLINK-3640 - Z-Coordinate,STARLINK-3140 - Z-Coordinate,STARLINK-5303 - Z-Coordinate,STARLINK-6195 - Z-Coordinate,STARLINK-4695 - Z-Coordinate,STARLINK-3918 - Z-Coordinate,STARLINK-3179 - Z-Coordinate,STARLINK-1277 - Z-Coordinate,STARLINK-5632 - Z-Coordinate,STARLINK-31299 - Z-Coordinate,STARLINK-1554 - Z-Coordinate,STARLINK-4738 - Z-Coordinate,STARLINK-1687 - Z-Coordinate,STARLINK-31065 - Z-Coordinate,STARLINK-30199 - Z-Coordinate,STARLINK-1479 - Z-Coordinate,STARLINK-31908 - Z-Coordinate,STARLINK-5623 - Z-Coordinate,STARLINK-31055 - Z-Coordinate,STARLINK-31206 - Z-Coordinate,STARLINK-31238 - Z-Coordinate,STARLINK-3835 - Z-Coordinate,STARLINK-1349 - Z-Coordinate,STARLINK-30574 - Z-Coordinate,STARLINK-4651 - Z-Coordinate,STARLINK-11126 [DTC] - Z-Coordinate,STARLINK-31671 - Z-Coordinate,STARLINK-5842 - Z-Coordinate,STARLINK-32127 - Z-Coordinate,STARLINK-30538 - Z-Coordinate,STARLINK-30582 - Z-Coordinate,STARLINK-30848 - Z-Coordinate,STARLINK-31532 - Z-Coordinate,STARLINK-31659 - Z-Coordinate,STARLINK-31002 - Z-Coordinate,STARLINK-2386 - Z-Coordinate,STARLINK-3242 - Z-Coordinate,STARLINK-31177 - Z-Coordinate,STARLINK-31854 - Z-Coordinate,STARLINK-2457 - Z-Coordinate,STARLINK-1930 - Z-Coordinate,STARLINK-2320 - Z-Coordinate,STARLINK-5091 - Z-Coordinate,STARLINK-4473 - Z-Coordinate,STARLINK-6257 - Z-Coordinate,STARLINK-2054 - Z-Coordinate,STARLINK-31217 - Z-Coordinate,STARLINK-5666 - Z-Coordinate,STARLINK-32010 - Z-Coordinate,STARLINK-30455 - Z-Coordinate,STARLINK-31388 - Z-Coordinate,STARLINK-3059 - Z-Coordinate,STARLINK-5508 - Z-Coordinate,STARLINK-2121 - Z-Coordinate,STARLINK-5025 - Z-Coordinate,STARLINK-30573 - Z-Coordinate,STARLINK-1172 - Z-Coordinate,STARLINK-1699 - Z-Coordinate,STARLINK-5533 - Z-Coordinate,STARLINK-32041 - Z-Coordinate,STARLINK-3822 - Z-Coordinate,STARLINK-5681 - Z-Coordinate,STARLINK-5135 - Z-Coordinate,STARLINK-5833 - Z-Coordinate,STARLINK-3502 - Z-Coordinate,STARLINK-2223 - Z-Coordinate,STARLINK-31873 - Z-Coordinate,STARLINK-4329 - Z-Coordinate,STARLINK-1262 - Z-Coordinate,STARLINK-5408 - Z-Coordinate,STARLINK-31509 - Z-Coordinate,STARLINK-4215 - Z-Coordinate,STARLINK-5486 - Z-Coordinate,STARLINK-11130 [DTC] - Z-Coordinate,STARLINK-5436 - Z-Coordinate,STARLINK-3229 - Z-Coordinate,STARLINK-2468 - Z-Coordinate,STARLINK-11200 [DTC] - Z-Coordinate,STARLINK-3415 - Z-Coordinate,STARLINK-5138 - Z-Coordinate,STARLINK-30821 - Z-Coordinate,STARLINK-2251 - Z-Coordinate,STARLINK-5915 - Z-Coordinate,STARLINK-3603 - Z-Coordinate,STARLINK-11150 [DTC] - Z-Coordinate,STARLINK-3552 - Z-Coordinate,STARLINK-30517 - Z-Coordinate,STARLINK-5537 - Z-Coordinate,STARLINK-4262 - Z-Coordinate,STARLINK-30307 - Z-Coordinate,STARLINK-1168 - Z-Coordinate,STARLINK-3386 - Z-Coordinate,STARLINK-30913 - Z-Coordinate,STARLINK-32315 - Z-Coordinate,STARLINK-4159 - Z-Coordinate,STARLINK-30892 - Z-Coordinate,STARLINK-32018 - Z-Coordinate,STARLINK-6298 - Z-Coordinate,STARLINK-4297 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2209.3644,-3859.9132,4925.4356,-3039.7060,6159.8930,-4762.1285,2251.6975,-3891.5779,3660.2499,4574.2304,262.5499,-5324.0247,2529.2851,5065.9680,5376.0528,6247.4645,-4160.3106,2471.7772,3696.5674,-6665.6086,-5212.2320,3517.1478,3295.5494,-4342.5579,-2569.8523,-349.6436,0.0000,-4954.5493,429.7164,-4500.4907,5638.7175,-2715.9966,-1339.5231,2529.2278,5126.5040,1656.7208,-4469.2790,-3061.2799,-5055.8384,-2700.7560,-5731.4148,6778.2702,4092.3969,4802.9547,-5451.8744,3242.9675,-3215.2178,5371.9977,-5334.0490,-6045.9565,-6654.5557,-6075.6458,-2063.6337,513.2562,-5593.0093,6233.4848,5226.8759,2981.1690,0.0000,4005.6652,3990.9593,3360.3261,-5994.0980,3160.6740,1389.6794,1735.4642,227.5784,-5811.1737,-1780.2219,-4132.9679,3193.7451,2741.5155,-1499.5116,-836.0270,-1625.1124,-1173.7806,3941.7119,-5622.6683,-5062.3961,2993.9939,2769.4833,-3487.0098,124.5293,6462.4148,-4508.1227,1615.4417,5535.0266,6341.3738,1808.5443,-3178.3194,-2124.0025,-534.4458,-87.6557,-4503.2852,-4628.2836,3502.3680,-5064.6438,-1624.9617,2772.2293,-4125.5536,-297344.5855,-309028.5154,-304387.6326,-302954.5197,-298354.2432,-300180.2383,-307731.0995,-306289.7484,-278349831.5159,-278350573.4586,-278342434.3347,-278357286.4428,-305244.0456,-278353541.8416,-5066.4497,1496.5828,452.1850,3015.3248,2362.5088,-4027.2240,-3883.5984,5196.8600,-4764.9514,-5195.5644,-5000.9597,3719.7533,3387.2498,-3979.1606,-1966.1636,-550.5165,-1712.3912,6251.1551,-5841.3200,-16.6905,3605.9301,5500.0578,5950.2152,-4753.9562,-4383.2903,-4191.4537,0.0000,657.9594,-6907.9262,-4403.8883,3102.9790,-5085.2520,-5129.9507,-4703.0136,1071.8604,-5242.5021,-685.3687,6185.0591,-665.1371,4245.8403,-2359.6271,1077.6557,-5308.5778,-3805.4901,3966.9540,-5808.2493,2867.4904,-3262.2208,2559.6723,-601.9553,-1170.3262,-3108.6076,1413.0520,2389.0019,-3898.0785,-2861.4137,2714.2120,-2723.0575,0.0000,1447.8029,615.2607,-3871.2725,-219.7710,5527.0131,-4309.5665,-4020.8682,-6672.6636,-2076.3926,-41.2454,-794.8054,-2979.9147,-6232.9171,3837.3791,3159.6358,5519.5333,4916.8130,1562.1183,-311.9538,336.0509,-3903.1669,3252.5002,-3827.6886,-5415.4216,1909.4103,4625.3402,-4173.4095,-2431.4990,-1305.7340,4904.6258,-4713.9044,6545.1108,6604.3267,-4213.9623,4171.2339,-2059.3330,5490.9473,278.1402,-4092.0467,6315.9945,-879.8069,-182689.8411,-156440.7682,-177929.1468,-177271.1206,-170038.1913,-170882.2451,-169353.4388,-173439.8036,40069644.7798,40104145.1765,40109286.1576,40076554.8882,-172024.1643,40089512.6832,-4213.8909,5505.7992,4808.0640,-5475.4289,-2142.5393,2947.6647,-5224.8239,-2371.6183,3408.4818,442.9706,-4647.4589,1664.8642,-5479.2535,2475.0703,-3776.5030,-2965.7773,-5201.9602,-1389.4442,-660.1103,1548.6691,2392.6152,-864.5560,1123.0394,-2488.8114,4718.7433,5472.3048,0.0000,-4655.4597,-369.7385,-2580.3194,-2584.7328,3862.0572,-4476.8618,-4233.5829,-4367.6562,4230.1594,-5203.7661,101.7757,-4486.9069,-4591.3664,2951.6059,8.4862,-886.1951,3181.0942,-1587.8971,1979.6362,5404.8873,2588.4026,3533.2293,-3009.5618,-1141.4561,-266.9865,6466.4328,-6510.6315,1163.7943,637.6469,3472.4220,-5190.3761,0.0000,-5483.0332,-5382.6509,-4618.5316,-3440.4488,2625.2529,5273.6831,5292.8759,-1660.7299,-2950.5508,-6715.2174,-5480.1661,-5350.0352,297.6510,5507.1785,-6137.7433,-3485.4809,4695.2321,5433.3910,-3942.0432,4403.2575,4832.4862,-5433.9335,4589.5958,-4189.8416,1586.8823,2436.3970,4844.0556,-3328.4394,2456.5845,4486.3060,-3901.6718,-685.6654,-1716.6729,5416.3648,-2968.8872,4510.6987,2312.8927,-4727.2509,5274.2200,662.2736,5395.6878,146571.1932,146696.8262,147452.1305,148201.0839,151664.1019,142722.8996,137612.3663,145646.2586,76786732.9069,76757399.0772,76800444.8534,76788834.3394,145993.7697,76789712.9183,
3600.000,-768.5167,1938.4407,-2817.1662,-1493.4544,-6759.3085,6085.4581,104.1955,488.2002,-2613.6055,-3390.0678,3971.1985,3185.0512,-5358.8063,-4057.3176,-1921.4159,-3794.8517,4027.2566,-4421.9769,-2154.4684,5884.5498,985.8637,-4858.5277,-4241.6694,5545.5283,5743.0875,4214.6909,0.0000,3894.2345,122.6995,5746.3878,-6767.7086,5417.3637,4719.2939,2179.7920,-6694.0204,2364.9589,3262.8011,773.4860,5608.7651,-920.3565,4010.8846,-5359.1441,-654.8456,-987.8286,5646.2401,69.5146,-421.3558,-3719.7648,1791.9658,6320.0432,4675.9846,5685.1103,1505.0615,-4621.2383,4926.1489,-3637.3083,-6835.3825,1919.4117,0.0000,-4958.6841,-4421.6360,1074.2915,6464.1659,-3910.7052,2107.5903,2815.7882,2012.3010,6757.6668,4384.8193,5340.7322,-1488.8896,274.3884,-2444.6956,-461.3134,-596.1799,-1013.8383,-5995.8963,6621.5391,1453.2780,1457.2073,-5249.4376,5667.4846,2253.8221,-5295.8523,3347.5244,4165.8794,-5284.2753,-3624.2833,-5273.0042,5384.4705,-681.2807,-1295.6146,3993.4612,3258.0576,6782.5760,-4001.4364,4507.8728,4958.7783,-4361.9989,3916.6240,-242939.9381,-260092.6638,-253464.7822,-252128.6250,-245677.3972,-248959.7828,-254426.7559,-252088.8107,-279198807.5780,-279203266.2718,-279199159.3219,-279200870.1581,-252742.1495,-279203702.6961,6891.0490,-5299.5465,3467.7958,-2276.9258,-200.5739,2934.4922,6533.4914,-4444.4922,6347.2999,4263.0239,4866.6758,-4845.8580,-167.8400,5246.1908,4754.3544,3389.4436,-2880.8762,-4632.8623,4257.0117,-1728.3937,-4879.0294,-979.0608,-4378.3566,3615.8105,2352.4524,4455.2045,0.0000,-4836.7264,4908.0737,2884.7336,-1079.6127,4276.0300,2824.1527,4965.8437,1278.1224,4750.5475,-3670.2929,-5468.7308,-3385.1605,-6351.7005,-1274.0387,1021.3808,4666.6280,4959.9768,-1435.5800,5328.9231,-5196.1583,5497.5131,-4747.9326,-1533.5108,-1309.2628,-64.1380,-5465.2115,-3010.0420,1102.8339,3733.8649,-234.5498,5524.0226,0.0000,-4769.4801,4155.9751,4207.3631,-2446.4348,-1853.5439,1465.6162,4232.1200,4250.5304,-510.5237,3957.1923,-2942.3729,6217.2637,5868.4647,-5297.7674,-6358.0751,-6529.8344,-6747.2673,1676.9320,-1807.1223,-4245.8255,4246.6000,330.9158,355.2824,6463.1210,1156.2351,-5715.4570,3106.7959,4314.8811,3691.2356,-3969.7112,4290.4504,-5691.9174,-6059.3840,4795.4350,-5726.6824,-68.1688,-2056.6069,-4133.9038,987.2609,-4537.5960,-3688.4908,-249166.4663,-227412.1137,-248496.9103,-246684.4705,-240494.1183,-241793.4871,-240208.2537,-241225.0319,-33417181.6634,-33386006.6753,-33373210.1749,-33409945.9609,-242813.0203,-33397347.3012,380.7419,-3972.3788,-5269.9772,6379.7979,-1541.3266,1411.6705,2156.3970,5259.3769,812.6251,4291.9754,2674.4015,3360.5213,4357.6292,1916.0645,4539.0551,4701.5877,4758.5377,-2479.7376,5038.8582,3026.9125,-4605.1700,4325.3291,3215.9910,-1949.8731,-3117.2622,-3191.7967,0.0000,2833.7112,4886.5428,-2229.6940,-1054.3711,-792.7676,4214.4830,4113.8561,133.6653,-4485.2838,4823.4323,-4143.2098,1772.3162,2268.3462,-5431.9054,-4168.7447,4837.6113,-4712.5812,-3745.4762,-4456.3057,-4554.4061,1465.6846,-4674.2716,-1914.0200,4823.1278,3774.4980,-4019.6623,4215.2304,-4732.2713,-4507.4582,167.9688,2989.8167,0.0000,851.2467,2890.4635,5347.3295,-13.4378,-5365.7417,-6472.4864,-4637.6169,5010.4629,-922.1926,3634.6834,3233.0404,2591.3203,3446.4198,-3664.4114,2749.7397,-1496.7826,-1082.5324,-2983.1277,-299.7651,-5011.0008,-5249.3818,4467.7048,-3971.8158,-28.0499,-4315.5773,1952.8793,-4077.4197,-1019.8971,-4614.8261,-2001.2576,-289.5964,3856.6222,-2907.6033,-2883.9345,-1756.7025,-327.9064,-5254.4536,3245.8310,-4666.3090,2891.0116,-4257.5159,145371.5817,145637.0942,147406.0018,145059.7244,151397.5146,145383.0826,136017.9545,145701.4134,76740913.2611,76709075.6184,76748244.2546,76744135.5250,145192.3454,76740784.9404,
7200.000,-850.6835,-300.6068,904.1609,5352.2295,4905.1333,-4874.2812,-1735.1812,3754.8853,152.5464,-422.9427,-5968.7531,1762.5529,6591.8419,801.9689,-1597.9570,709.4547,-3430.9774,5021.7647,-1644.6853,-2126.1026,3674.1096,3713.4360,4164.3039,-4614.4760,-6929.5110,-5797.5001,0.0000,-1730.4332,-2247.4034,-4195.5934,5407.0753,-6036.7349,-6773.3236,-5540.4183,4562.3370,-5546.4653,-2030.3582,2795.8407,-3568.6795,3502.2143,-1766.0501,1804.8984,-4059.6339,-2997.0232,-1388.8382,-3856.2092,2918.8240,-160.7695,1893.1717,-2718.9009,-1135.3065,-3282.4551,-1557.3322,5970.3807,-3280.6659,-802.1934,5218.3424,-4287.6457,0.0000,2250.2174,2831.5056,-4763.1398,-4355.9688,4468.3819,-5721.2754,-5674.6178,-4688.5807,-4501.6749,-3010.4381,-4924.5810,-78.2697,-3948.6754,4547.1023,579.3674,2919.9558,2443.8956,5821.7708,-4347.0439,1758.0544,-4960.9209,6302.6726,-6377.4883,-3446.4582,2879.4254,-203.0333,-6434.1773,2427.4807,64.6689,6387.9028,-5099.2748,4014.0243,3352.3299,-5493.5894,209.2034,-4969.2063,4299.9149,-3065.1099,-6679.1481,5030.3497,-3039.3666,-174621.1740,-195181.6757,-186573.8919,-186262.3985,-177179.9001,-184760.4259,-185170.3982,-184493.2475,-260980419.1818,-260986601.2609,-260989751.1575,-260979018.3230,-184219.0524,-260986359.8037,-5844.7449,6887.8314,-6429.2128,2608.0021,-2389.2219,-112.0469,-6241.2680,3199.7351,-5208.4618,-2368.5305,-3065.4126,3674.1710,-2027.7292,-4585.4993,-6325.4808,-5880.2240,5854.8273,707.2663,-1839.1643,3563.8113,4802.7096,-4547.7941,396.5266,-414.4996,-205.4148,-3585.7631,0.0000,6513.3990,-917.0430,812.7516,-1581.7389,-2039.8985,-459.4131,-3869.4268,-2850.5603,-3628.2975,6458.4454,3089.4366,5275.9846,5556.8839,5161.3674,-3796.2160,-2557.6286,-5316.3737,-803.7469,-3878.5612,6213.3916,-5197.0772,6030.1826,3340.5845,4435.1259,3962.1671,6714.9875,3523.4871,2939.2442,-4219.2995,-2426.9923,-4265.9695,0.0000,5004.7574,-5703.6366,-4246.3856,4112.2384,-2588.1888,221.2056,-3794.0633,-518.3829,3091.4247,-6058.6605,4725.3357,-6659.4370,-3145.6943,5131.9414,6562.2918,3218.8339,5585.6260,-3422.8672,3105.7551,6390.2943,-4221.2897,-2747.5784,2546.2129,-4152.6770,-4528.6214,4631.0973,-939.5996,-4440.3374,-5698.3583,1863.7145,-1800.6484,3228.7041,2490.1793,-3788.1176,4475.7585,2072.9874,-2340.4614,6210.8494,1379.2879,830.2656,6144.7748,-300056.8345,-284105.8060,-303435.5594,-298113.2454,-295598.2632,-299433.7412,-295336.5514,-299815.3891,-104606220.2882,-104579120.3129,-104561443.7741,-104594065.0344,-298283.8732,-104586941.6112,3647.1560,-167.4858,2338.9155,-3589.9698,4268.8788,-4891.4987,2322.8344,-4845.1846,-4546.9377,-6513.9325,1268.2496,-5331.6754,-535.4914,-5103.0918,-2109.1985,-3613.6259,-1105.7748,4625.5443,-6497.9101,-5447.1148,3052.2651,-2986.5570,-5487.6602,5104.8366,-364.0371,-1135.8851,0.0000,1082.1087,-6499.7724,5282.5618,4030.1729,-2769.7589,-1425.6841,-857.0586,4175.2266,2059.2354,-1290.8226,5491.2932,2340.1712,1786.5613,4163.2499,5415.6950,-4767.4100,3228.0703,6720.5697,4265.9318,850.6039,-4386.1826,2748.9381,5214.7853,-5100.4409,-4493.5322,-832.6168,500.8256,5323.2275,5374.9093,-3705.3124,2562.0788,0.0000,4231.8064,2153.6109,-2624.6131,3438.4204,4550.6303,3940.7805,830.7044,-5012.1667,4108.7374,1547.7036,1054.9618,1807.7498,-4582.8539,-636.0849,2205.1889,5122.1804,-3249.3368,-1420.1762,4311.3629,1126.6411,2272.6776,-685.9630,892.4294,4202.3009,4366.2559,-5125.6455,-1149.8442,4677.5370,3929.5163,-1812.8801,4262.7307,-4618.2440,5410.9433,-1644.7537,5126.9304,-4143.0501,4870.7820,199.7199,891.0316,-4700.1053,107.5638,144151.9313,144557.5729,146752.6391,142901.6158,150680.7126,146559.9859,135054.4995,143460.2087,76695083.2960,76661212.0625,76695795.9324,76698630.0945,144376.9417,76691854.9537,
