sl_5_86400_20280507 Coordinates.csv
2028/05/07 07:47:00.0000 UTC

Generated: Tue Oct  8 21:11:02 2024,
Start: 2028/05/07 07:47:00.00, Stop: 2028/05/08 07:47:00.00,
TIME_UNITS,STARLINK-32097 - X-Coordinate,STARLINK-5853 - X-Coordinate,STARLINK-11283 [DTC] - X-Coordinate,STARLINK-5295 - X-Coordinate,STARLINK-2618 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-32097 - Y-Coordinate,STARLINK-5853 - Y-Coordinate,STARLINK-11283 [DTC] - Y-Coordinate,STARLINK-5295 - Y-Coordinate,STARLINK-2618 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-32097 - Z-Coordinate,STARLINK-5853 - Z-Coordinate,STARLINK-11283 [DTC] - Z-Coordinate,STARLINK-5295 - Z-Coordinate,STARLINK-2618 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2279.1477,-422.9126,2363.6403,-1053.5722,-6706.1758,262643.8028,266603.0574,263996.9441,263732.2522,262993.3534,263979.6200,271659.2063,267469.5716,-214115687.9133,-214078986.1199,-214103514.0999,-214097110.4987,268174.0949,-214101884.8691,-6332.7544,-6690.0038,-4322.6797,-2252.9148,-1711.3253,-217833.0699,-246306.1904,-229135.6705,-229757.2940,-238329.1289,-236579.7115,-234746.0730,-235059.4509,277944174.3867,277896267.9366,277906800.8742,277930960.3126,-233506.9794,277929972.2266,1085.6286,1738.6277,-4563.8994,6472.8865,-403.4005,-92954.7098,-99114.4324,-95578.4400,-93935.7162,-91064.8742,-100427.0645,-104890.8950,-95996.3441,84265858.4684,84282535.4219,84280471.2563,84264245.8288,-96661.0975,84270873.9634,
3600.000,3517.7377,2578.1900,-57.6897,5147.6971,5480.9503,307213.2728,318128.3766,314920.8199,315092.8532,312557.9973,314476.1844,320415.4189,318007.6673,-278784309.6883,-278737447.7731,-278763175.6766,-278769277.3015,317741.7664,-278769401.5558,3233.3329,6126.1259,6710.4262,2283.2761,-317.4682,-145252.0480,-170149.7649,-153925.6616,-155657.0397,-164166.9957,-161749.2676,-160454.5776,-157527.4304,212997035.8801,212955117.0538,212959069.7205,212992041.6808,-159003.1928,212983213.6578,-4868.3002,1946.8283,89.2272,-4069.8421,4223.4045,-94343.6936,-100426.9873,-96033.7111,-97649.7371,-91771.6035,-98423.7098,-107167.0827,-98953.3738,84333498.8853,84344878.5951,84341735.2871,84329931.6573,-98031.2136,84335517.3815,
7200.000,-4398.6171,-4266.0267,-2231.0512,-6425.3974,-2593.6191,332432.1655,348444.4038,345910.5542,348351.3424,342099.6336,346584.0029,349173.2061,347201.7906,-324422409.8170,-324367332.0512,-324392717.4263,-324413881.3723,347105.6698,-324406668.3033,1575.6018,-3159.2080,-4499.6556,-2529.1564,3311.5105,-64369.9030,-83553.9163,-69017.2896,-73188.1625,-79993.8678,-74049.4495,-76595.3221,-75944.7770,133519816.7922,133486971.6175,133485015.8706,133516679.4672,-74553.5829,133506841.6260,4955.5847,-4455.8365,4442.0049,-767.2547,-5517.5686,-95764.8643,-101623.9970,-97014.1724,-101010.0227,-92915.9077,-97043.7717,-108779.6460,-98209.6289,84401241.0197,84407129.6663,84402766.0165,84398478.8052,-99391.1942,84400131.7950,
10800.000,4424.1396,5429.0556,4525.1726,4519.7874,-194.8559,336995.2807,355504.2086,354941.2777,358000.6497,349724.6125,356190.2461,356284.9159,354118.6611,-347916876.6502,-347856481.3036,-347880585.3872,-347912714.7645,354442.6727,-347900768.8060,-5018.3975,-803.0900,-379.0767,1261.6852,-6002.6117,19844.9596,7911.9678,20219.9334,12132.1946,8877.5392,18314.1200,11618.1562,15513.0785,44937857.7381,44916391.1783,44909406.3644,44931250.9724,14476.4006,44926001.5251,-1324.1475,4218.1658,-4948.0191,5107.4531,3452.1044,-97213.9122,-102629.1980,-98621.4000,-100352.6071,-94485.3604,-101464.2134,-109750.6641,-102131.7929,84468882.2957,84469307.7943,84463684.4430,84467573.9680,-100740.9050,84464717.1860,
14400.000,-2352.9308,-5501.2291,-5211.4337,-1440.7959,1955.9396,320824.3949,338650.4567,341389.4801,343435.7362,334950.1947,341120.7768,341377.3007,339805.4070,-347666159.9011,-347603961.0657,-347626378.7936,-347661853.1582,339327.8916,-347650225.9168,5466.2266,3970.5939,4125.4332,2038.7370,6616.8530,102291.7850,98743.2041,108081.2988,98343.3954,96869.1654,106991.7405,98773.3320,101642.9949,-46702553.5949,-46711397.5246,-46722634.9109,-46714719.2883,102441.7436,-46713285.2673,-3331.7467,-1409.5481,921.1320,-6486.7795,672.6720,-98687.4920,-103216.1199,-100786.2468,-99344.3598,-96491.6648,-106232.1800,-110067.2280,-100513.9097,84536224.7899,84531429.7648,84524605.8694,84535999.3318,-102080.2130,84529273.5367,
18000.000,-1728.5278,3713.6288,2570.3321,-563.5955,-3107.3460,285056.0375,300759.4642,306119.5894,307238.6097,298721.1802,304164.8017,305338.3351,302405.8131,-323689454.1510,-323629171.9010,-323649836.1421,-323680482.1034,302758.6319,-323674165.9856,-3702.3528,-5386.2943,-4794.2119,-5624.9032,-4347.8586,178029.6104,185239.6517,188915.7244,178903.2747,178517.0876,188011.5840,179573.2993,184189.3097,-135146919.9529,-135143090.3747,-135158138.3053,-135163153.0752,183775.8562,-135156789.1040,5448.3513,-2282.5142,3921.4802,4026.0717,-4422.8567,-100182.9653,-102802.6313,-103287.3392,-98962.7494,-98973.3724,-110016.7532,-109679.0734,-105096.3358,84603088.0478,84593510.5418,84585645.4383,84602876.9124,-103408.9869,84593800.8293,
21600.000,5671.5459,-190.9640,2516.3766,948.5770,4234.2395,231961.8266,247065.6646,251442.6239,251932.4900,243357.6545,248312.5163,250179.2371,247369.0238,-277625236.7407,-277570379.4291,-277589282.5773,-277609310.2647,247088.2416,-277610874.6340,1512.1977,5207.3571,3405.9359,6835.6062,299.8720,242556.1885,258723.9352,257537.4076,248182.5367,248885.0098,256833.0126,249161.7058,253098.6786,-214359446.2442,-214344058.1279,-214362918.9046,-214375332.7411,253342.7737,-214368913.6661,-3475.1769,4555.9635,-5212.7173,757.4976,5469.9487,-101698.2263,-103305.8113,-105810.3687,-99130.6971,-102002.5430,-112957.1547,-108492.2721,-102952.8002,84669320.7692,84655563.7033,84646923.5963,84667277.6775,-104727.0965,84658299.0459,
25200.000,-6709.0967,-3782.0098,-6316.7117,-1136.2290,-5134.5680,164806.9649,176508.7966,180940.3785,181060.2450,172539.7028,177314.4710,178634.1366,175972.5523,-212619272.8170,-212572772.5080,-212589661.3265,-212598698.2831,175874.2891,-212605852.0473,412.3673,-4161.4792,-1454.4776,-4538.2659,3358.7624,292058.6380,314850.9407,309602.4690,301599.4647,304098.6309,309441.0840,303507.9810,306866.4544,-278934975.7720,-278910138.4537,-278933220.6736,-278945301.4134,306761.2896,-278944580.1047,-1144.9683,-4051.6049,1730.6537,-5141.0535,-3236.5027,-103231.5791,-104454.6077,-108032.2911,-99774.8357,-105653.7939,-115170.3568,-106425.9649,-107811.9663,84734810.6062,84717601.7915,84708571.8328,84728082.1127,-106034.4133,84722768.1686,
28800.000,4070.1762,6355.7269,5772.1085,2490.2393,4631.9865,87655.6466,93606.3755,99182.3609,99112.6282,92281.1051,95684.0915,93147.7547,93409.4488,-133109749.9663,-133073698.0404,-133087805.5684,-133092765.1159,93650.8900,-133097017.0479,-2461.0614,2544.9439,-859.4105,222.7245,-5064.3204,323622.6422,351054.2845,341897.7507,335697.6647,341921.5206,342756.9542,340157.5997,340530.7207,-324467829.2792,-324436368.4963,-324464294.8637,-324472354.1594,340680.5789,-324478045.6848,4875.8436,1047.4854,3305.7584,6467.8814,-985.3878,-104781.6457,-105787.9247,-109707.8674,-100855.7492,-108949.5825,-116719.1644,-104983.4676,-105551.6482,84799491.4371,84779636.6035,84770738.9025,84785361.5946,-107330.8104,84787208.1796,
32400.000,288.5055,-6421.5540,-1611.4983,-4626.7847,-1977.2077,5134.7454,3837.7318,11385.3712,11258.9144,7969.2842,8490.4230,1794.1748,6234.8532,-44524228.3984,-44499736.8107,-44509618.2474,-44515901.3290,5639.7761,-44511727.7170,4686.9125,-236.9033,3723.9735,3252.1698,4806.4745,335389.4782,365123.8313,352514.3429,348295.7619,356558.2109,354844.7558,354721.1685,353354.2337,-347852374.8785,-347817499.4339,-347850775.7858,-347860934.3324,352989.9955,-347863490.3532,-4948.3440,2581.0881,-5351.6693,-4036.2453,4577.9499,-106347.2885,-107199.4258,-110735.3531,-102361.0206,-108227.0325,-117625.6581,-109340.4417,-110270.3615,84863347.6482,84841679.4376,84833597.3187,84844967.2578,-108616.1622,84851619.0610,
36000.000,-3581.0152,4332.2910,-2662.6416,5476.4674,-2145.5456,-77830.8520,-86951.6742,-76933.5439,-76990.0413,-78500.4873,-78921.6520,-87139.1145,-83184.6560,47090890.2129,47103700.5859,47100161.7119,47097407.2349,-82581.4604,47103696.7921,-5659.7540,-2775.4772,-5627.2295,-4198.1468,-3748.1221,326653.0579,356113.5356,340910.9992,338596.0127,347075.3087,345015.4710,344723.1849,342355.6615,-347494825.3774,-347459791.8065,-347498375.6170,-347513149.3554,342949.9373,-347506863.3776,1265.6451,-4643.6927,2498.1251,-809.7600,-5429.9948,-107927.5340,-108649.0508,-111183.7316,-104302.3617,-107153.8532,-117876.9307,-114043.0306,-108313.6800,84926415.1431,84903741.3112,84897348.6924,84910453.6649,-109890.3448,84916000.7949,
39600.000,4563.1881,-1389.1985,4448.7619,-3381.9168,5656.6879,-156296.5975,-172882.4726,-160279.4681,-160156.7595,-160579.3251,-161241.3703,-169674.4346,-164764.9298,135483071.9876,135484975.6276,135490327.2806,135494925.6456,-165432.8613,135496663.8839,3793.4110,5586.0869,4289.1914,3211.0351,2673.6280,297892.3388,324522.6598,307895.4949,307220.7590,315736.4595,313833.8514,312623.6759,312253.0251,-323421825.9625,-323389646.2629,-323432479.3164,-323446644.8804,311235.7022,-323434540.0997,3349.7450,3845.2154,2609.7728,5133.9768,2974.9985,-109521.4761,-110117.2419,-111274.1940,-106718.3310,-106706.5976,-117422.7193,-117761.4735,-112489.1384,84988779.0171,84965833.1589,84962223.2682,84978756.9028,-111153.2358,84980353.3635,
43200.000,-4040.1683,-1227.3172,-4021.9188,-1043.5094,-6678.1820,-225575.0238,-248398.6850,-233472.8797,-233211.3250,-232545.2897,-233517.3466,-241180.2314,-238116.1339,214620364.7378,214612862.0502,214629551.3253,214639886.9030,-237684.9280,214635036.8057,649.5576,-6782.6852,427.3362,-2282.4424,-1374.2415,250737.7115,272293.6764,255554.3956,256180.3604,264758.0417,263000.9819,261101.2161,258639.8469,-277278443.9089,-277251665.4788,-277296274.1445,-277303493.1625,259891.7814,-277291382.3644,-5458.0562,-704.4556,-5361.5597,-6481.6486,1250.2559,-111128.1232,-111592.8458,-111320.8275,-109680.9887,-106808.1391,-116169.0986,-120635.0332,-111217.9002,85050568.0444,85027966.0215,85028461.2971,85047587.2173,-112404.7143,85044676.7488,
46800.000,3043.8472,3220.0560,2673.5849,5134.3923,4974.7375,-281495.5590,-308616.5058,-291927.1120,-292112.1245,-289648.6921,-291547.5008,-297474.3674,-294640.3986,279102996.9064,279088109.2171,279117625.9500,279128069.0908,-294788.4779,279118781.9542,-5039.9068,5414.2303,-5249.8871,2422.2371,-897.2577,187873.0189,202697.3990,187145.1368,188876.7409,197407.7195,194973.2690,193628.6571,193792.2390,-212215720.7769,-212196288.7735,-212238625.7887,-212235439.9065,192199.7038,-212228344.5562,3428.3775,-2887.3169,3204.9059,3992.2908,-4750.9607,-112746.1023,-113068.7802,-111646.4082,-113264.8986,-107385.1160,-114035.2679,-122780.6788,-114507.7834,85111946.3376,85090151.2336,85096249.3363,85115735.8582,-113644.6611,85108970.9330,
50400.000,-1510.3376,-4699.3310,-644.9549,-6341.3829,-1956.8565,-320632.3629,-349635.2541,-331921.5335,-334396.9382,-328201.0418,-332636.4495,-335245.9212,-332898.1427,324531782.3917,324511844.8179,324553628.6271,324557367.2975,-333160.7420,324548442.3748,6544.4444,-1955.2025,6416.8130,-2710.1283,3933.6084,112877.2510,120126.4038,106941.4407,111093.8677,117951.0947,111965.8662,114492.6270,110845.6163,-132675481.1624,-132664676.4308,-132699492.0561,-132687153.8246,112468.0014,-132687305.1971,1168.1250,4690.3574,1850.4175,800.1296,5351.5425,-114373.0001,-114540.1586,-112495.8663,-116491.6735,-108398.1226,-112525.6959,-124261.2146,-114219.6525,85173102.7182,85152400.6174,85165574.0379,85182325.8034,-114872.9583,85173235.8982,
54000.000,-1239.9430,5566.6469,-2469.5900,4450.1404,-649.7115,-340484.6757,-368787.4469,-350862.4291,-353988.1305,-345739.4177,-352124.4745,-352276.9836,-351123.6847,347808206.2921,347785680.6309,347836226.8085,347828608.7483,-350409.7375,347825294.4877,-4574.3984,-1961.5634,-3394.7649,1346.1398,-6337.8176,30010.5155,29813.6737,20010.1960,28072.5268,31397.0753,21904.3485,28600.7562,27411.8095,-44087097.1910,-44085531.7188,-44107602.4408,-44092120.3834,25757.7616,-44097817.3099,-4905.7886,-3633.0810,-5242.1549,-5167.3482,-2743.0887,-116003.6660,-116003.3675,-113970.6136,-115699.5287,-109834.7516,-116814.7406,-125098.7227,-116381.6308,85234238.4870,85214726.6909,85236010.8750,85246424.4473,-116089.4901,85237471.6265,
57600.000,4598.1555,-5098.6597,5420.8029,-1452.4642,2256.7978,-339588.5714,-364810.4474,-347499.1475,-349625.7186,-341152.8227,-347236.4712,-347564.5160,-344401.6087,347345731.7124,347323047.7010,347376095.6483,347358050.2917,-345482.8938,347362709.5823,1019.8960,4676.9544,-939.7321,2051.8811,6369.2495,-56056.5583,-62504.1742,-68094.9206,-58375.2109,-56828.5754,-67003.9604,-58787.5996,-63829.6270,47503091.8573,47495443.2879,47489353.1276,47499018.8423,-62438.7339,47493519.3639,4919.9502,331.6303,3833.8417,6462.5861,-1556.2494,-117624.9333,-117455.5637,-116001.3347,-114557.0119,-111706.7239,-121447.5464,-125280.2986,-117254.6210,85295554.3861,85277142.9002,85306657.0582,85306910.1140,-117294.1418,85301678.1000,
61200.000,-6451.8285,2748.3683,-5566.3777,-408.5680,-3330.9588,-317499.7219,-337927.8803,-322050.1397,-323252.1927,-314738.3767,-320100.4904,-321347.2847,-320154.3056,323177925.1752,323157346.6181,323205646.5219,323187327.8166,-318730.7369,323194303.2896,1827.7033,-5516.9770,3598.9026,-5664.6363,-3611.2420,-140602.5868,-150956.8165,-151712.7069,-141711.4701,-141252.5337,-150793.2131,-142365.5283,-145440.2386,135844417.6572,135828166.6469,135837749.7841,135834621.2833,-146545.8724,135835764.7310,-1242.1479,3154.7134,1046.1345,-4002.4064,4881.0153,-119193.4221,-118894.3763,-118366.5320,-114039.7619,-114052.6056,-125095.5097,-124755.6811,-118175.0805,85357237.5976,85339663.8854,85376470.3128,85363902.6284,-118486.8007,85365855.3007,
64800.000,4898.0919,1084.7299,1721.7097,772.4503,4465.1341,-274140.9332,-289835.1725,-276202.1397,-276770.0047,-268189.6323,-273076.3939,-275009.1666,-270357.3679,276956035.1765,276939541.0331,276977204.0492,276972800.3392,-271881.8200,276971501.2667,-3313.3722,4955.2940,-4144.1526,6851.9716,-549.0237,-219487.7338,-229919.1230,-225486.4363,-216138.0966,-216767.6827,-224757.3471,-217103.0268,-221918.5440,214908427.5305,214884709.7159,214906185.9757,214895514.1916,-221257.0424,214900254.2612,-3398.1173,-4722.8698,-4996.3080,-852.3149,-5281.8005,-120465.5976,-120317.7160,-120751.8569,-114070.6044,-116944.4577,-127897.9350,-123430.9483,-120246.4423,85419449.6195,85402305.7950,85444766.5434,85423329.0042,-119667.3555,85430003.2109,
68400.000,-485.7284,-4808.8721,3625.3886,-1013.4275,-5157.6467,-206037.5900,-223589.9596,-212973.6687,-213160.6862,-204619.4209,-209348.4031,-210717.9320,-209513.6305,211836196.2500,211825367.4780,211849335.3872,211859651.2761,-207930.7044,211850696.8314,4055.9440,-3656.1131,3565.9967,-4522.0803,3915.7437,-284507.4581,-294374.3390,-284750.6886,-276751.5303,-279179.1857,-284561.1205,-278640.5953,-281613.4684,279300238.5326,279270636.8057,279298195.7617,279292128.5448,-281869.1829,279292008.5916,5449.1467,3381.8011,4369.6837,5160.3304,2464.4854,-120215.9794,-121723.6412,-122834.3246,-114576.1843,-120456.7912,-129971.7887,-121225.3589,-119954.8300,85482315.8062,85465086.6624,85511362.6309,85488613.7216,-120835.6967,85494121.8124,
72000.000,-3987.3649,6677.8659,-6369.8138,2511.4087,4264.6427,-124802.2012,-143414.3704,-136467.8364,-136450.6234,-129567.8069,-132962.2852,-130445.1406,-129595.5771,132263956.9608,132259867.0519,132270152.3715,132287448.6791,-130946.2736,132277711.1338,-4359.3781,1844.8231,-2103.4031,247.1588,-5153.7842,-324261.6800,-340237.9196,-325839.7027,-319642.0825,-325809.9132,-326672.4250,-324052.8701,-324465.0854,324626639.9260,324593082.7254,324620601.2268,324625307.9493,-324578.4773,324617861.2683,-3409.6978,17.2690,216.4606,-6476.2283,1813.7245,-120206.2139,-123110.2541,-124368.8434,-115517.1062,-123610.3741,-131379.8748,-119644.5350,-123117.0565,85545917.2490,85528026.8698,85576393.7953,85556671.1979,-121991.7164,85558211.0875,
75600.000,5850.9355,-5983.4206,4780.9678,-4739.3838,-1184.3133,-38698.0799,-54421.9852,-51562.1191,-51472.0619,-48112.6523,-48647.9621,-41951.5201,-46974.2919,43670832.6205,43673950.6066,43673089.0006,43689292.5882,-45812.6746,43684274.4339,3279.3571,704.4241,-897.0575,3168.4577,4633.0619,-341920.0486,-364620.9642,-346288.9068,-342072.3101,-350307.1389,-348598.3298,-348416.8951,-347114.2657,347795831.3520,347760454.0650,347782823.7639,347798224.2011,-346718.6293,347786185.3102,-1227.3458,-3424.4328,-4629.8967,3958.2693,-5025.9184,-120656.8902,-124475.6096,-125253.8702,-116880.9730,-122744.5152,-132144.2777,-123861.5299,-121783.4765,85610285.5229,85591149.7240,85640111.4609,85625235.0394,-123135.3084,85622271.0182,
79200.000,-4717.1059,3439.3396,-845.9531,5587.7616,-2983.9833,47635.4985,37712.8061,36416.2440,36451.8138,38034.6117,38438.2205,46653.3239,42833.8024,-47896414.5424,-47886289.3465,-47894129.9542,-47884415.1400,42080.6099,-47882750.0611,-88.4493,-3721.4114,4603.5965,-4032.8347,-3504.4529,-337905.6790,-366016.1515,-344933.2927,-342620.6915,-351087.0327,-349024.5028,-348660.7034,-346466.5083,347228344.6141,347193308.0370,347207232.9490,347229309.1812,-346926.8284,347217769.5535,4912.9657,4714.5180,4799.4560,842.8121,5173.0388,-121325.8260,-125817.6233,-125558.5955,-118679.5155,-121528.5999,-132252.0956,-128420.4913,-125797.8807,85675400.6409,85654482.1837,85702775.9194,85693105.3849,-124266.3680,85686301.5866,
82800.000,2273.2503,-462.5068,-2353.1232,-3417.8265,6102.2792,129322.6049,127121.5553,121999.6907,121869.4036,122364.7022,123010.7661,131432.9121,126665.8186,-136188472.8484,-136172219.1339,-136182211.6493,-136180560.5011,127179.8824,-136174090.1283,-4152.0306,6166.3826,-6256.1393,3108.6417,2438.5549,-313131.0216,-344394.1384,-321928.5682,-321257.4092,-329769.1852,-327862.0107,-326578.6216,-325726.7333,322964753.5430,322932025.5287,322936342.8805,322959551.9509,-325227.1123,322953461.1540,-4912.1349,-3129.3490,-618.4574,-5193.4721,-2218.9871,-122125.9196,-127133.9676,-125504.3719,-120951.3073,-120937.3532,-131653.0698,-131993.9729,-123713.6021,85741192.3475,85718055.7866,85764618.6727,85759406.0891,-125384.7926,85750302.7746,
86400.000,-54.2425,-2000.9572,3763.7021,-1049.0831,-6535.4434,201724.5460,208120.7711,199871.2916,199612.9283,199019.8019,199977.5910,207623.2048,204334.5597,-215179992.9971,-215159095.1897,-215166659.9075,-215170888.9174,204117.9618,-215164566.0185,6712.4175,-6620.6402,3700.2845,-2300.4313,-963.3334,-269524.0166,-301204.2410,-278722.8830,-279353.1797,-287936.0880,-286171.5004,-284205.7595,-282798.2967,276662817.1740,276633938.8899,276629549.5041,276649432.5067,-283026.0671,276651237.1318,1183.3475,-392.1014,-4151.6926,6456.9993,-2109.5862,-123015.5126,-128421.9395,-125405.3650,-123768.4109,-120893.5540,-130253.2821,-134721.3209,-128239.4083,85807544.6667,85781907.8386,85825836.2684,85823200.9159,-126490.4809,85814274.5644,
