sl_100_5400_20280505 Coordinates.csv
2028/05/05 07:47:00.0000 UTC

Generated: Tue Oct  8 21:40:35 2024,
Start: 2028/05/05 07:47:00.00, Stop: 2028/05/05 09:17:00.00,
TIME_UNITS,STARLINK-2170 - X-Coordinate,STARLINK-5210 - X-Coordinate,STARLINK-31406 - X-Coordinate,STARLINK-4271 - X-Coordinate,STARLINK-31934 - X-Coordinate,STARLINK-4487 - X-Coordinate,STARLINK-32048 - X-Coordinate,STARLINK-31957 - X-Coordinate,STARLINK-31322 - X-Coordinate,STARLINK-5998 - X-Coordinate,STARLINK-2413 - X-Coordinate,STARLINK-3705 - X-Coordinate,STARLINK-31726 - X-Coordinate,STARLINK-6156 - X-Coordinate,STARLINK-31129 - X-Coordinate,STARLINK-3859 - X-Coordinate,STARLINK-5732 - X-Coordinate,STARLINK-2412 - X-Coordinate,STARLINK-32019 - X-Coordinate,STARLINK-31244 - X-Coordinate,STARLINK-6311 - X-Coordinate,STARLINK-30577 - X-Coordinate,STARLINK-31544 - X-Coordinate,STARLINK-1259 - X-Coordinate,STARLINK-3084 - X-Coordinate,STARLINK-5215 - X-Coordinate,STARLINK-31517 - X-Coordinate,STARLINK-30558 - X-Coordinate,STARLINK-2156 - X-Coordinate,STARLINK-31979 - X-Coordinate,STARLINK-5426 - X-Coordinate,STARLINK-2192 - X-Coordinate,STARLINK-5513 - X-Coordinate,STARLINK-2426 - X-Coordinate,STARLINK-30250 - X-Coordinate,STARLINK-30892 - X-Coordinate,STARLINK-3812 - X-Coordinate,STARLINK-11079 [DTC] - X-Coordinate,STARLINK-32032 - X-Coordinate,STARLINK-3352 - X-Coordinate,STARLINK-1815 - X-Coordinate,STARLINK-4074 - X-Coordinate,STARLINK-31533 - X-Coordinate,STARLINK-31966 - X-Coordinate,STARLINK-32181 - X-Coordinate,STARLINK-5754 - X-Coordinate,STARLINK-31547 - X-Coordinate,STARLINK-3578 - X-Coordinate,STARLINK-31217 - X-Coordinate,STARLINK-5786 - X-Coordinate,STARLINK-31198 - X-Coordinate,STARLINK-4663 - X-Coordinate,STARLINK-5549 - X-Coordinate,STARLINK-4751 - X-Coordinate,STARLINK-1480 - X-Coordinate,STARLINK-30053 - X-Coordinate,STARLINK-31024 - X-Coordinate,STARLINK-11118 [DTC] - X-Coordinate,STARLINK-11090 [DTC] - X-Coordinate,STARLINK-5773 - X-Coordinate,STARLINK-1928 - X-Coordinate,STARLINK-5168 - X-Coordinate,STARLINK-3114 - X-Coordinate,STARLINK-3803 - X-Coordinate,STARLINK-6087 - X-Coordinate,STARLINK-3922 - X-Coordinate,STARLINK-32360 - X-Coordinate,STARLINK-31921 - X-Coordinate,STARLINK-4151 - X-Coordinate,STARLINK-1413 - X-Coordinate,STARLINK-5308 - X-Coordinate,STARLINK-2383 - X-Coordinate,STARLINK-31879 - X-Coordinate,STARLINK-3594 - X-Coordinate,STARLINK-4196 - X-Coordinate,STARLINK-4659 - X-Coordinate,STARLINK-4810 - X-Coordinate,STARLINK-3612 - X-Coordinate,STARLINK-5010 - X-Coordinate,STARLINK-1876 - X-Coordinate,STARLINK-3582 - X-Coordinate,STARLINK-31586 - X-Coordinate,STARLINK-30242 - X-Coordinate,STARLINK-32138 - X-Coordinate,STARLINK-2116 - X-Coordinate,STARLINK-6289 - X-Coordinate,STARLINK-30119 - X-Coordinate,STARLINK-2333 - X-Coordinate,STARLINK-5581 - X-Coordinate,STARLINK-1269 - X-Coordinate,STARLINK-11075 [DTC] - X-Coordinate,STARLINK-5288 - X-Coordinate,STARLINK-30267 - X-Coordinate,STARLINK-30791 - X-Coordinate,STARLINK-2112 - X-Coordinate,STARLINK-30830 - X-Coordinate,STARLINK-30041 - X-Coordinate,STARLINK-31483 - X-Coordinate,STARLINK-5246 - X-Coordinate,STARLINK-30890 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2170 - Y-Coordinate,STARLINK-5210 - Y-Coordinate,STARLINK-31406 - Y-Coordinate,STARLINK-4271 - Y-Coordinate,STARLINK-31934 - Y-Coordinate,STARLINK-4487 - Y-Coordinate,STARLINK-32048 - Y-Coordinate,STARLINK-31957 - Y-Coordinate,STARLINK-31322 - Y-Coordinate,STARLINK-5998 - Y-Coordinate,STARLINK-2413 - Y-Coordinate,STARLINK-3705 - Y-Coordinate,STARLINK-31726 - Y-Coordinate,STARLINK-6156 - Y-Coordinate,STARLINK-31129 - Y-Coordinate,STARLINK-3859 - Y-Coordinate,STARLINK-5732 - Y-Coordinate,STARLINK-2412 - Y-Coordinate,STARLINK-32019 - Y-Coordinate,STARLINK-31244 - Y-Coordinate,STARLINK-6311 - Y-Coordinate,STARLINK-30577 - Y-Coordinate,STARLINK-31544 - Y-Coordinate,STARLINK-1259 - Y-Coordinate,STARLINK-3084 - Y-Coordinate,STARLINK-5215 - Y-Coordinate,STARLINK-31517 - Y-Coordinate,STARLINK-30558 - Y-Coordinate,STARLINK-2156 - Y-Coordinate,STARLINK-31979 - Y-Coordinate,STARLINK-5426 - Y-Coordinate,STARLINK-2192 - Y-Coordinate,STARLINK-5513 - Y-Coordinate,STARLINK-2426 - Y-Coordinate,STARLINK-30250 - Y-Coordinate,STARLINK-30892 - Y-Coordinate,STARLINK-3812 - Y-Coordinate,STARLINK-11079 [DTC] - Y-Coordinate,STARLINK-32032 - Y-Coordinate,STARLINK-3352 - Y-Coordinate,STARLINK-1815 - Y-Coordinate,STARLINK-4074 - Y-Coordinate,STARLINK-31533 - Y-Coordinate,STARLINK-31966 - Y-Coordinate,STARLINK-32181 - Y-Coordinate,STARLINK-5754 - Y-Coordinate,STARLINK-31547 - Y-Coordinate,STARLINK-3578 - Y-Coordinate,STARLINK-31217 - Y-Coordinate,STARLINK-5786 - Y-Coordinate,STARLINK-31198 - Y-Coordinate,STARLINK-4663 - Y-Coordinate,STARLINK-5549 - Y-Coordinate,STARLINK-4751 - Y-Coordinate,STARLINK-1480 - Y-Coordinate,STARLINK-30053 - Y-Coordinate,STARLINK-31024 - Y-Coordinate,STARLINK-11118 [DTC] - Y-Coordinate,STARLINK-11090 [DTC] - Y-Coordinate,STARLINK-5773 - Y-Coordinate,STARLINK-1928 - Y-Coordinate,STARLINK-5168 - Y-Coordinate,STARLINK-3114 - Y-Coordinate,STARLINK-3803 - Y-Coordinate,STARLINK-6087 - Y-Coordinate,STARLINK-3922 - Y-Coordinate,STARLINK-32360 - Y-Coordinate,STARLINK-31921 - Y-Coordinate,STARLINK-4151 - Y-Coordinate,STARLINK-1413 - Y-Coordinate,STARLINK-5308 - Y-Coordinate,STARLINK-2383 - Y-Coordinate,STARLINK-31879 - Y-Coordinate,STARLINK-3594 - Y-Coordinate,STARLINK-4196 - Y-Coordinate,STARLINK-4659 - Y-Coordinate,STARLINK-4810 - Y-Coordinate,STARLINK-3612 - Y-Coordinate,STARLINK-5010 - Y-Coordinate,STARLINK-1876 - Y-Coordinate,STARLINK-3582 - Y-Coordinate,STARLINK-31586 - Y-Coordinate,STARLINK-30242 - Y-Coordinate,STARLINK-32138 - Y-Coordinate,STARLINK-2116 - Y-Coordinate,STARLINK-6289 - Y-Coordinate,STARLINK-30119 - Y-Coordinate,STARLINK-2333 - Y-Coordinate,STARLINK-5581 - Y-Coordinate,STARLINK-1269 - Y-Coordinate,STARLINK-11075 [DTC] - Y-Coordinate,STARLINK-5288 - Y-Coordinate,STARLINK-30267 - Y-Coordinate,STARLINK-30791 - Y-Coordinate,STARLINK-2112 - Y-Coordinate,STARLINK-30830 - Y-Coordinate,STARLINK-30041 - Y-Coordinate,STARLINK-31483 - Y-Coordinate,STARLINK-5246 - Y-Coordinate,STARLINK-30890 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2170 - Z-Coordinate,STARLINK-5210 - Z-Coordinate,STARLINK-31406 - Z-Coordinate,STARLINK-4271 - Z-Coordinate,STARLINK-31934 - Z-Coordinate,STARLINK-4487 - Z-Coordinate,STARLINK-32048 - Z-Coordinate,STARLINK-31957 - Z-Coordinate,STARLINK-31322 - Z-Coordinate,STARLINK-5998 - Z-Coordinate,STARLINK-2413 - Z-Coordinate,STARLINK-3705 - Z-Coordinate,STARLINK-31726 - Z-Coordinate,STARLINK-6156 - Z-Coordinate,STARLINK-31129 - Z-Coordinate,STARLINK-3859 - Z-Coordinate,STARLINK-5732 - Z-Coordinate,STARLINK-2412 - Z-Coordinate,STARLINK-32019 - Z-Coordinate,STARLINK-31244 - Z-Coordinate,STARLINK-6311 - Z-Coordinate,STARLINK-30577 - Z-Coordinate,STARLINK-31544 - Z-Coordinate,STARLINK-1259 - Z-Coordinate,STARLINK-3084 - Z-Coordinate,STARLINK-5215 - Z-Coordinate,STARLINK-31517 - Z-Coordinate,STARLINK-30558 - Z-Coordinate,STARLINK-2156 - Z-Coordinate,STARLINK-31979 - Z-Coordinate,STARLINK-5426 - Z-Coordinate,STARLINK-2192 - Z-Coordinate,STARLINK-5513 - Z-Coordinate,STARLINK-2426 - Z-Coordinate,STARLINK-30250 - Z-Coordinate,STARLINK-30892 - Z-Coordinate,STARLINK-3812 - Z-Coordinate,STARLINK-11079 [DTC] - Z-Coordinate,STARLINK-32032 - Z-Coordinate,STARLINK-3352 - Z-Coordinate,STARLINK-1815 - Z-Coordinate,STARLINK-4074 - Z-Coordinate,STARLINK-31533 - Z-Coordinate,STARLINK-31966 - Z-Coordinate,STARLINK-32181 - Z-Coordinate,STARLINK-5754 - Z-Coordinate,STARLINK-31547 - Z-Coordinate,STARLINK-3578 - Z-Coordinate,STARLINK-31217 - Z-Coordinate,STARLINK-5786 - Z-Coordinate,STARLINK-31198 - Z-Coordinate,STARLINK-4663 - Z-Coordinate,STARLINK-5549 - Z-Coordinate,STARLINK-4751 - Z-Coordinate,STARLINK-1480 - Z-Coordinate,STARLINK-30053 - Z-Coordinate,STARLINK-31024 - Z-Coordinate,STARLINK-11118 [DTC] - Z-Coordinate,STARLINK-11090 [DTC] - Z-Coordinate,STARLINK-5773 - Z-Coordinate,STARLINK-1928 - Z-Coordinate,STARLINK-5168 - Z-Coordinate,STARLINK-3114 - Z-Coordinate,STARLINK-3803 - Z-Coordinate,STARLINK-6087 - Z-Coordinate,STARLINK-3922 - Z-Coordinate,STARLINK-32360 - Z-Coordinate,STARLINK-31921 - Z-Coordinate,STARLINK-4151 - Z-Coordinate,STARLINK-1413 - Z-Coordinate,STARLINK-5308 - Z-Coordinate,STARLINK-2383 - Z-Coordinate,STARLINK-31879 - Z-Coordinate,STARLINK-3594 - Z-Coordinate,STARLINK-4196 - Z-Coordinate,STARLINK-4659 - Z-Coordinate,STARLINK-4810 - Z-Coordinate,STARLINK-3612 - Z-Coordinate,STARLINK-5010 - Z-Coordinate,STARLINK-1876 - Z-Coordinate,STARLINK-3582 - Z-Coordinate,STARLINK-31586 - Z-Coordinate,STARLINK-30242 - Z-Coordinate,STARLINK-32138 - Z-Coordinate,STARLINK-2116 - Z-Coordinate,STARLINK-6289 - Z-Coordinate,STARLINK-30119 - Z-Coordinate,STARLINK-2333 - Z-Coordinate,STARLINK-5581 - Z-Coordinate,STARLINK-1269 - Z-Coordinate,STARLINK-11075 [DTC] - Z-Coordinate,STARLINK-5288 - Z-Coordinate,STARLINK-30267 - Z-Coordinate,STARLINK-30791 - Z-Coordinate,STARLINK-2112 - Z-Coordinate,STARLINK-30830 - Z-Coordinate,STARLINK-30041 - Z-Coordinate,STARLINK-31483 - Z-Coordinate,STARLINK-5246 - Z-Coordinate,STARLINK-30890 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,693.5530,-5062.5289,6349.6123,1831.5395,5796.5685,5129.4206,-6706.2869,-5196.0968,5836.2508,-1988.2712,-3926.0315,-6389.4688,4875.4170,-2767.2635,-4515.6348,-2234.9981,-5792.5480,-2033.1141,-5444.7371,2356.9591,5337.1672,-2049.8560,-2800.0763,-4018.9129,2930.9738,-1169.7477,-6064.0832,3068.4907,-2460.3681,-6733.5983,2519.4975,2262.0687,-5090.9809,3198.0454,3877.6822,-1957.9155,3625.1949,1881.4675,-3710.0300,356.2489,-3878.2258,144.2081,-3072.2657,-3739.5290,-1825.2657,6498.5046,5672.2824,4751.4489,4991.3760,-5658.9423,3136.0667,114.1873,2271.1463,6489.1624,-1392.2928,2880.8554,-6320.8405,-3515.3371,-4578.2031,5753.3241,-1430.7656,5193.8451,3741.3497,-1953.7318,3324.6136,-1145.9816,0.0000,6398.3662,3821.8860,2248.8283,2445.4522,-2224.9127,4345.0669,-3534.0140,5857.0185,-5916.6375,4913.2515,6098.0046,6119.5977,3880.6233,2514.1565,4938.2529,-4270.0205,3496.8173,6562.5426,4510.3908,-4443.2887,2962.2249,-6678.5479,1722.6318,2289.9551,3243.4457,-4071.2738,1054.6676,-1148.7539,-4155.1981,5362.7620,-770.9101,5846.6507,2293.5006,341367.6709,361463.8201,347287.9460,347011.6232,345985.7604,347026.8780,354766.5602,351442.4968,-211942395.7318,-211910597.0509,-211933824.0644,-211939720.0747,351324.6902,-211933055.1325,6450.8650,2481.7006,1434.4696,-3740.0149,2691.0028,1919.3210,-1170.9037,1836.9575,2287.5033,-3181.0601,-3136.7549,-943.4555,1313.6102,5088.1510,-3828.9403,-6045.5999,1123.0539,-3609.2201,-1480.8702,-5790.0363,-754.6927,6584.8403,-5058.3516,-4578.4762,4515.1769,6458.2863,2839.6597,-4492.0629,-3322.0257,-858.4912,-6282.5314,5441.1913,-535.2213,2675.3713,-5593.1370,5796.4826,2205.3168,3854.3663,1802.9745,4142.2668,5156.2847,4186.9481,5309.9450,5075.9281,5059.5484,-2350.2153,-3609.0202,-443.2207,-4142.1797,2492.2463,-4239.5176,-4341.7288,2282.9510,905.6342,-6589.3262,5530.5449,-856.6082,2098.5888,-1298.9691,-3452.2920,4920.2017,-4544.2413,5512.5784,6149.8344,-846.8416,4134.8352,0.0000,-2030.7893,4473.8795,6410.0605,1219.3406,6054.6251,2750.6655,5919.0386,-374.6355,1557.0400,4797.1082,-2716.1739,310.0680,3449.2480,4131.6725,-3711.4045,5470.5048,-2156.9279,-856.6806,2439.3361,-5297.4499,6209.0398,623.9210,-5972.6852,-3451.0282,1340.5649,-982.6609,5717.8829,-6730.3213,3885.7295,-1106.5596,-4934.3152,705.8529,-5502.1112,-86463.4630,-113014.4842,-97679.5859,-98283.6250,-106825.8886,-105109.1897,-103538.7982,-102200.7256,280485951.6243,280431205.4172,280442581.9450,280466994.7067,-102182.1617,280467825.3437,-2360.4042,3912.1312,2048.6551,5484.4715,2306.9308,4179.1295,34.6322,-4006.9627,2785.7317,-5855.4516,4702.4696,-2477.8613,-4567.6407,-3756.5303,3407.0502,2479.9140,-3644.0942,5501.4859,3832.1584,2744.7991,-4341.1259,-715.1670,3603.9894,3171.2298,4379.8826,-2130.3178,-1548.0013,4316.9052,5469.3790,731.1018,-1404.9126,-3344.9505,-4685.0370,-5379.8314,-1290.0489,3247.0410,-5446.4564,5182.7537,5468.1549,5503.1795,2325.4767,-5481.4354,-2969.0027,-2595.0700,4170.8107,134.5062,1228.0167,4963.7612,2044.0317,-3090.7646,4354.5855,-5392.1656,6135.7090,2169.8440,-1540.1345,-2947.0193,-2717.8001,5331.6804,4778.2057,1818.7912,-4193.7041,111.5986,1873.8257,2485.4584,6027.7778,-5417.6247,0.0000,-1222.7735,-3647.7857,1193.4859,-6389.5808,2335.7866,4421.6069,309.9982,3528.3354,-3237.1723,-523.0254,1738.2475,-3131.9640,-4452.6056,4917.2065,-2891.9128,-375.2196,-5463.7683,1932.1818,-4667.2107,177.5902,-21.5122,1990.8994,2988.2041,-5279.1650,-6002.1531,-5380.3501,-3719.1551,-1078.7988,-3945.9826,4247.6416,4650.2328,3535.3991,-3529.4214,-18812.1901,-20812.0796,-20839.2851,-19184.9052,-16320.6882,-25688.1356,-30144.3211,-23693.0208,81132976.3208,81143005.6202,81139532.2379,81143349.9147,-21916.5901,81134230.0071,
300.000,1898.6828,-3349.9764,6817.1171,-50.1387,6618.0575,4604.2699,-6574.6185,-4841.1215,6664.9016,-3773.7443,-4162.1699,-5661.0678,4960.2715,-733.2285,-4991.6140,-3548.1711,-5772.5281,-3800.4673,-6407.9082,911.8675,5295.0799,-568.2774,-4537.9132,-5358.8916,2851.9611,34.0334,-4867.6775,1591.6592,-4160.7249,-6346.6216,1114.6920,3765.0343,-5281.4781,4671.9739,2276.1976,-31.4768,4224.6479,3874.8051,-2751.2044,2459.8529,-3006.5483,2252.9682,-1742.8149,-2543.6674,-555.6628,5702.3808,4795.7441,5175.6474,4061.5048,-5235.7645,1639.8058,-1908.0395,331.3551,6885.4907,-2608.5097,3985.4085,-5536.5776,-2521.0089,-5659.3826,4347.9344,514.4872,4169.1473,4852.5489,-817.4951,1449.7752,1028.4677,0.0000,5351.8614,5271.1420,3196.7493,4086.9611,-1106.7688,5567.9572,-2283.3912,6303.2390,-4628.6263,5412.2110,5697.6582,5135.3147,4150.3213,3531.3713,3288.4370,-2838.5669,2305.8723,5582.2622,5503.3170,-5395.6327,3898.4990,-6632.4624,542.8687,179.5973,4946.2902,-4015.1025,2892.8944,-2253.2945,-2253.4026,4213.9531,-2861.6097,6552.4949,304.9535,343041.1346,363781.0230,349456.5398,349178.5664,348043.1976,349129.9391,356764.9352,353308.1950,-218014148.1585,-217981415.8794,-218004815.2630,-218011160.8262,353392.4805,-218004713.2151,5408.6433,3355.8885,239.9442,-4736.0722,1296.9455,20.7855,79.7046,3736.2087,834.3832,-3577.2833,-1071.6018,491.5277,-860.6661,5207.1965,-1886.7164,-5881.0878,2936.5058,-2355.8754,-192.9965,-6631.8423,-2745.0831,6858.4650,-4464.5990,-4016.8234,2739.1623,6889.1446,3660.2057,-5807.3842,-2004.4842,420.9560,-6098.0969,5358.2021,1559.1477,1150.5274,-5965.8418,5520.9332,111.6228,3312.4617,3725.7790,3584.6183,6140.2308,3643.8840,6385.4323,6214.3199,6191.5066,-3649.4259,-4860.5684,-2310.9245,-5429.4139,4150.1121,-5602.9814,-4724.2555,1277.1396,-315.6289,-6389.7159,3984.0920,599.5362,3997.0400,271.3416,-4428.4087,4255.4358,-5237.8023,4937.0229,6827.7679,-1921.7598,4067.8301,0.0000,-3313.6204,3962.5703,5389.0869,-41.6043,6747.7694,1084.2134,6166.8135,-1836.3251,3012.6684,3598.5326,-3892.4318,-1137.9646,1426.5603,2281.2927,-4194.3134,6062.1852,-3953.9086,-2015.5105,591.7165,-4111.2718,5373.0342,2176.6033,-6749.9403,-4113.5610,522.0426,1209.5376,5709.1173,-5918.2048,4686.6552,-2877.7020,-4420.4218,-646.3271,-5380.4425,-79293.9379,-105495.7317,-90181.4301,-90880.1432,-99423.1137,-97700.4500,-96105.8130,-95216.7606,275791415.7182,275737074.0060,275747974.0964,275771836.1086,-94749.9434,275773322.1871,-3850.2475,4958.2784,264.1887,5000.3894,842.1147,5122.4598,-1770.9330,-3004.0739,1401.9364,-4615.6187,5373.6678,-3947.1578,-4583.9285,-4473.4271,4262.0196,743.4944,-2478.1967,5238.3141,2335.1382,1351.7131,-3510.2303,830.4972,2432.2628,1533.6089,5700.3010,-359.1708,-3187.0362,3461.7427,5067.9996,2474.8780,-3062.9758,-1734.8849,-4222.5653,-4813.8492,-2688.4690,4179.8114,-5459.5928,4392.3197,5047.1038,5355.0426,572.2131,-5407.5443,-1619.7770,-1174.4031,2776.6126,-1399.1765,-320.8213,3913.0458,548.2141,-1771.4107,3564.5759,-4687.3503,6802.0482,403.0021,261.4997,-3977.8816,-4131.9355,4782.5005,3661.1675,3128.2201,-5047.1837,-1687.8948,87.6184,750.6806,6503.9933,-5491.1984,0.0000,-2635.9710,-2103.0048,2876.4732,-5619.2599,583.7859,3719.5946,2084.3684,1955.9771,-4173.5669,-2281.9870,-58.8453,-4438.4063,-5246.6689,5466.5907,-4257.6745,-1873.8763,-5077.5944,3503.6827,-4176.0847,-1357.5804,-1812.9165,506.5576,1322.2200,-5298.0081,-4856.8718,-5376.4477,-2581.7422,-2775.2005,-4571.5425,4687.6735,4341.4300,1965.2047,-4353.8577,-18968.7639,-20969.3202,-20887.4909,-19495.3684,-16387.1320,-25579.9567,-30385.8396,-23782.0395,81138739.0523,81148311.8644,81144738.0206,81148722.9747,-22056.3089,81139732.3033,
600.000,2957.1130,-1303.0540,6577.8845,-1892.2162,6756.2528,3665.3344,-5760.2886,-4018.9156,6827.6488,-5151.6669,-4040.2230,-4390.6446,4583.0685,1384.6343,-5003.0266,-4499.9140,-5212.1688,-5215.9622,-6712.8352,-612.5467,4768.6543,976.3100,-5803.4920,-6146.5899,2555.7700,1230.3852,-3168.9026,-7.6627,-5466.3350,-5308.4271,-430.4781,4854.9392,-5001.1477,5690.9649,436.3369,1921.3867,4462.4485,5449.2438,-1566.3475,4329.7690,-1834.1839,4149.9086,-251.0383,-1099.1497,740.6916,4343.9539,3431.0732,5115.7022,2718.4275,-4314.2627,9.9090,-3719.4329,-1594.7146,6592.9795,-3566.7910,4736.6956,-4228.4019,-1307.7957,-6155.8884,2518.0276,2435.9208,2714.7124,5481.2572,391.5058,-533.7996,3103.3194,0.0000,3758.4088,6187.7457,3855.9907,5352.1065,117.4816,6234.6918,-783.9729,6114.3636,-2905.2626,5385.4225,4725.6105,3656.0252,4054.1261,4254.0627,1285.0440,-1121.0187,930.3942,4045.7644,5993.9113,-5831.3292,4459.6015,-5963.5402,-676.2476,-1931.2064,6164.4587,-3605.1347,4431.6338,-3164.9181,-137.6954,2689.6037,-4665.4981,6600.1444,-1731.9656,344564.8073,365940.6447,351470.6569,351195.0681,349945.2583,351082.2622,358605.7236,355042.0351,-223981945.9361,-223948287.9540,-223971849.0194,-223978605.0445,355303.0233,-223972417.9120,3834.8436,3945.3162,-976.3354,-5301.6161,-222.5248,-1912.0486,1342.1077,5243.0454,-688.5701,-3666.5197,1107.1621,1917.7992,-2944.9810,4857.7584,254.2196,-5133.9723,4450.7020,-917.5661,1088.6431,-6800.9172,-4454.8024,6468.4552,-3437.0381,-3062.8897,665.4216,6628.7325,4144.9157,-6576.6129,-533.1552,1684.7056,-5325.1801,4721.7546,3490.4539,-448.5966,-5778.5567,4742.3238,-1975.7020,2464.5427,5286.1463,2728.2987,6495.0294,2796.7282,6807.6920,6715.2807,6685.0971,-4604.3893,-5621.8162,-3920.5050,-6155.1538,5392.0658,-6415.5081,-4687.5190,51.5090,-1500.6495,-5550.2137,2048.8854,2037.9229,5479.4346,1775.8605,-5008.2745,3159.5684,-5421.6590,3872.0995,6825.8698,-2878.0721,3658.7478,0.0000,-4285.0809,3079.7276,3821.1187,-1234.5240,6752.2918,-663.7251,5809.3132,-3090.0574,4213.0461,2020.2751,-4678.8425,-2516.5553,-749.7073,223.4651,-4290.1141,6083.2233,-5369.9943,-3011.5684,-1286.1848,-2515.3735,3985.6011,3519.7594,-6851.4287,-4388.0824,-287.4342,3277.2560,5159.1712,-4516.1329,5076.4590,-4401.6423,-3500.2406,-1911.4524,-4774.7884,-72093.3652,-97928.0473,-82643.5565,-83435.5025,-91978.4805,-90244.3880,-88633.9657,-88163.9496,270965460.6832,270911547.9667,270921973.5450,270945275.8710,-87275.9658,270947403.5249,-4923.6090,5458.4112,-1549.9367,3971.9963,-718.4214,5508.3345,-3376.4965,-1662.7192,-136.6974,-2887.0502,5458.6256,-4991.9938,-4083.5787,-4706.4690,4640.7906,-1073.4206,-1047.2517,4405.0715,575.9747,-192.7736,-2301.9840,2287.1545,986.5350,-272.7235,6414.0734,1450.9877,-4476.1330,2238.3871,4107.6542,3941.1222,-4390.7989,74.0395,-3310.1144,-3705.0587,-3798.6283,4664.3525,-4883.0521,3089.1437,4067.7422,4626.8257,-1244.3069,-4748.2459,-87.9846,378.5118,1068.8355,-2781.7772,-1833.8334,2435.8383,-1009.7578,-260.6944,2377.8423,-3479.8575,6743.1316,-1407.5668,2034.7747,-4577.1218,-5104.7970,3673.9708,2119.5190,4105.4193,-5285.0742,-3304.4327,-1708.0426,-1065.0656,6288.2416,-4973.3804,0.0000,-3753.5111,-332.0414,4246.5745,-4253.6031,-1232.6910,2593.2745,3632.2539,166.6141,-4661.9359,-3791.9855,-1849.5781,-5260.2833,-5458.0663,5423.5744,-5146.0987,-3173.4862,-4126.3414,4693.8646,-3238.8314,-2746.4558,-3405.9049,-1030.5799,-487.4249,-4693.9830,-3197.2305,-4769.8574,-1164.2792,-4172.2654,-4706.9215,4626.2592,3546.5843,178.9423,-4712.1505,-19125.5252,-21126.6879,-20937.9064,-19810.4032,-16456.8931,-25465.4508,-30622.4456,-23739.1162,81144502.0375,81153617.5233,81149942.4896,81154070.9456,-22196.0120,81145234.4042,
