sl_100_86400_20280222 Coordinates.csv
2028/02/22 07:47:00.0000 UTC

Generated: Tue Oct  8 21:44:46 2024,
Start: 2028/02/22 07:47:00.00, Stop: 2028/02/23 07:47:00.00,
TIME_UNITS,STARLINK-4756 - X-Coordinate,STARLINK-11210 [DTC] - X-Coordinate,STARLINK-5431 - X-Coordinate,STARLINK-1150 - X-Coordinate,STARLINK-5023 - X-Coordinate,STARLINK-30844 - X-Coordinate,STARLINK-2068 - X-Coordinate,STARLINK-32113 - X-Coordinate,STARLINK-31269 - X-Coordinate,STARLINK-31333 - X-Coordinate,STARLINK-6057 - X-Coordinate,STARLINK-2356 - X-Coordinate,STARLINK-4332 - X-Coordinate,STARLINK-6056 - X-Coordinate,STARLINK-5687 - X-Coordinate,STARLINK-3329 - X-Coordinate,STARLINK-1665 - X-Coordinate,STARLINK-32025 - X-Coordinate,STARLINK-4050 - X-Coordinate,STARLINK-1013 - X-Coordinate,STARLINK-3666 - X-Coordinate,STARLINK-4159 - X-Coordinate,STARLINK-11164 [DTC] - X-Coordinate,STARLINK-30537 - X-Coordinate,STARLINK-31271 - X-Coordinate,STARLINK-30256 - X-Coordinate,STARLINK-31042 - X-Coordinate,STARLINK-2338 - X-Coordinate,STARLINK-31508 - X-Coordinate,STARLINK-30225 - X-Coordinate,STARLINK-5122 - X-Coordinate,STARLINK-1490 - X-Coordinate,STARLINK-31555 - X-Coordinate,STARLINK-6297 - X-Coordinate,STARLINK-5643 - X-Coordinate,STARLINK-11110 [DTC] - X-Coordinate,STARLINK-31914 - X-Coordinate,STARLINK-30260 - X-Coordinate,STARLINK-31751 - X-Coordinate,STARLINK-5550 - X-Coordinate,STARLINK-31232 - X-Coordinate,STARLINK-31363 - X-Coordinate,STARLINK-1974 - X-Coordinate,STARLINK-5162 - X-Coordinate,STARLINK-6222 - X-Coordinate,STARLINK-4358 - X-Coordinate,STARLINK-31563 - X-Coordinate,STARLINK-5879 - X-Coordinate,STARLINK-3159 - X-Coordinate,STARLINK-6031 - X-Coordinate,STARLINK-1958 - X-Coordinate,STARLINK-5124 - X-Coordinate,STARLINK-5486 - X-Coordinate,STARLINK-5429 - X-Coordinate,STARLINK-31689 - X-Coordinate,STARLINK-6172 - X-Coordinate,STARLINK-5695 - X-Coordinate,STARLINK-2610 - X-Coordinate,STARLINK-31309 - X-Coordinate,STARLINK-2108 - X-Coordinate,STARLINK-5988 - X-Coordinate,STARLINK-1725 - X-Coordinate,STARLINK-3672 - X-Coordinate,STARLINK-30222 - X-Coordinate,STARLINK-5388 - X-Coordinate,STARLINK-2081 - X-Coordinate,STARLINK-32093 - X-Coordinate,STARLINK-3541 - X-Coordinate,STARLINK-31663 - X-Coordinate,STARLINK-5055 - X-Coordinate,STARLINK-30457 - X-Coordinate,STARLINK-1541 - X-Coordinate,STARLINK-4185 - X-Coordinate,STARLINK-4470 - X-Coordinate,STARLINK-1552 - X-Coordinate,STARLINK-32304 - X-Coordinate,STARLINK-5179 - X-Coordinate,STARLINK-3178 - X-Coordinate,STARLINK-30837 - X-Coordinate,STARLINK-2606 - X-Coordinate,STARLINK-31758 - X-Coordinate,STARLINK-31735 - X-Coordinate,STARLINK-2446 - X-Coordinate,STARLINK-5779 - X-Coordinate,STARLINK-4168 - X-Coordinate,STARLINK-31191 - X-Coordinate,STARLINK-6362 - X-Coordinate,STARLINK-31984 - X-Coordinate,STARLINK-11265 [DTC] - X-Coordinate,STARLINK-2741 - X-Coordinate,STARLINK-30144 - X-Coordinate,STARLINK-4042 - X-Coordinate,STARLINK-3978 - X-Coordinate,STARLINK-3791 - X-Coordinate,STARLINK-4155 - X-Coordinate,STARLINK-2588 - X-Coordinate,STARLINK-6242 - X-Coordinate,STARLINK-1403 - X-Coordinate,STARLINK-5495 - X-Coordinate,STARLINK-2661 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4756 - Y-Coordinate,STARLINK-11210 [DTC] - Y-Coordinate,STARLINK-5431 - Y-Coordinate,STARLINK-1150 - Y-Coordinate,STARLINK-5023 - Y-Coordinate,STARLINK-30844 - Y-Coordinate,STARLINK-2068 - Y-Coordinate,STARLINK-32113 - Y-Coordinate,STARLINK-31269 - Y-Coordinate,STARLINK-31333 - Y-Coordinate,STARLINK-6057 - Y-Coordinate,STARLINK-2356 - Y-Coordinate,STARLINK-4332 - Y-Coordinate,STARLINK-6056 - Y-Coordinate,STARLINK-5687 - Y-Coordinate,STARLINK-3329 - Y-Coordinate,STARLINK-1665 - Y-Coordinate,STARLINK-32025 - Y-Coordinate,STARLINK-4050 - Y-Coordinate,STARLINK-1013 - Y-Coordinate,STARLINK-3666 - Y-Coordinate,STARLINK-4159 - Y-Coordinate,STARLINK-11164 [DTC] - Y-Coordinate,STARLINK-30537 - Y-Coordinate,STARLINK-31271 - Y-Coordinate,STARLINK-30256 - Y-Coordinate,STARLINK-31042 - Y-Coordinate,STARLINK-2338 - Y-Coordinate,STARLINK-31508 - Y-Coordinate,STARLINK-30225 - Y-Coordinate,STARLINK-5122 - Y-Coordinate,STARLINK-1490 - Y-Coordinate,STARLINK-31555 - Y-Coordinate,STARLINK-6297 - Y-Coordinate,STARLINK-5643 - Y-Coordinate,STARLINK-11110 [DTC] - Y-Coordinate,STARLINK-31914 - Y-Coordinate,STARLINK-30260 - Y-Coordinate,STARLINK-31751 - Y-Coordinate,STARLINK-5550 - Y-Coordinate,STARLINK-31232 - Y-Coordinate,STARLINK-31363 - Y-Coordinate,STARLINK-1974 - Y-Coordinate,STARLINK-5162 - Y-Coordinate,STARLINK-6222 - Y-Coordinate,STARLINK-4358 - Y-Coordinate,STARLINK-31563 - Y-Coordinate,STARLINK-5879 - Y-Coordinate,STARLINK-3159 - Y-Coordinate,STARLINK-6031 - Y-Coordinate,STARLINK-1958 - Y-Coordinate,STARLINK-5124 - Y-Coordinate,STARLINK-5486 - Y-Coordinate,STARLINK-5429 - Y-Coordinate,STARLINK-31689 - Y-Coordinate,STARLINK-6172 - Y-Coordinate,STARLINK-5695 - Y-Coordinate,STARLINK-2610 - Y-Coordinate,STARLINK-31309 - Y-Coordinate,STARLINK-2108 - Y-Coordinate,STARLINK-5988 - Y-Coordinate,STARLINK-1725 - Y-Coordinate,STARLINK-3672 - Y-Coordinate,STARLINK-30222 - Y-Coordinate,STARLINK-5388 - Y-Coordinate,STARLINK-2081 - Y-Coordinate,STARLINK-32093 - Y-Coordinate,STARLINK-3541 - Y-Coordinate,STARLINK-31663 - Y-Coordinate,STARLINK-5055 - Y-Coordinate,STARLINK-30457 - Y-Coordinate,STARLINK-1541 - Y-Coordinate,STARLINK-4185 - Y-Coordinate,STARLINK-4470 - Y-Coordinate,STARLINK-1552 - Y-Coordinate,STARLINK-32304 - Y-Coordinate,STARLINK-5179 - Y-Coordinate,STARLINK-3178 - Y-Coordinate,STARLINK-30837 - Y-Coordinate,STARLINK-2606 - Y-Coordinate,STARLINK-31758 - Y-Coordinate,STARLINK-31735 - Y-Coordinate,STARLINK-2446 - Y-Coordinate,STARLINK-5779 - Y-Coordinate,STARLINK-4168 - Y-Coordinate,STARLINK-31191 - Y-Coordinate,STARLINK-6362 - Y-Coordinate,STARLINK-31984 - Y-Coordinate,STARLINK-11265 [DTC] - Y-Coordinate,STARLINK-2741 - Y-Coordinate,STARLINK-30144 - Y-Coordinate,STARLINK-4042 - Y-Coordinate,STARLINK-3978 - Y-Coordinate,STARLINK-3791 - Y-Coordinate,STARLINK-4155 - Y-Coordinate,STARLINK-2588 - Y-Coordinate,STARLINK-6242 - Y-Coordinate,STARLINK-1403 - Y-Coordinate,STARLINK-5495 - Y-Coordinate,STARLINK-2661 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4756 - Z-Coordinate,STARLINK-11210 [DTC] - Z-Coordinate,STARLINK-5431 - Z-Coordinate,STARLINK-1150 - Z-Coordinate,STARLINK-5023 - Z-Coordinate,STARLINK-30844 - Z-Coordinate,STARLINK-2068 - Z-Coordinate,STARLINK-32113 - Z-Coordinate,STARLINK-31269 - Z-Coordinate,STARLINK-31333 - Z-Coordinate,STARLINK-6057 - Z-Coordinate,STARLINK-2356 - Z-Coordinate,STARLINK-4332 - Z-Coordinate,STARLINK-6056 - Z-Coordinate,STARLINK-5687 - Z-Coordinate,STARLINK-3329 - Z-Coordinate,STARLINK-1665 - Z-Coordinate,STARLINK-32025 - Z-Coordinate,STARLINK-4050 - Z-Coordinate,STARLINK-1013 - Z-Coordinate,STARLINK-3666 - Z-Coordinate,STARLINK-4159 - Z-Coordinate,STARLINK-11164 [DTC] - Z-Coordinate,STARLINK-30537 - Z-Coordinate,STARLINK-31271 - Z-Coordinate,STARLINK-30256 - Z-Coordinate,STARLINK-31042 - Z-Coordinate,STARLINK-2338 - Z-Coordinate,STARLINK-31508 - Z-Coordinate,STARLINK-30225 - Z-Coordinate,STARLINK-5122 - Z-Coordinate,STARLINK-1490 - Z-Coordinate,STARLINK-31555 - Z-Coordinate,STARLINK-6297 - Z-Coordinate,STARLINK-5643 - Z-Coordinate,STARLINK-11110 [DTC] - Z-Coordinate,STARLINK-31914 - Z-Coordinate,STARLINK-30260 - Z-Coordinate,STARLINK-31751 - Z-Coordinate,STARLINK-5550 - Z-Coordinate,STARLINK-31232 - Z-Coordinate,STARLINK-31363 - Z-Coordinate,STARLINK-1974 - Z-Coordinate,STARLINK-5162 - Z-Coordinate,STARLINK-6222 - Z-Coordinate,STARLINK-4358 - Z-Coordinate,STARLINK-31563 - Z-Coordinate,STARLINK-5879 - Z-Coordinate,STARLINK-3159 - Z-Coordinate,STARLINK-6031 - Z-Coordinate,STARLINK-1958 - Z-Coordinate,STARLINK-5124 - Z-Coordinate,STARLINK-5486 - Z-Coordinate,STARLINK-5429 - Z-Coordinate,STARLINK-31689 - Z-Coordinate,STARLINK-6172 - Z-Coordinate,STARLINK-5695 - Z-Coordinate,STARLINK-2610 - Z-Coordinate,STARLINK-31309 - Z-Coordinate,STARLINK-2108 - Z-Coordinate,STARLINK-5988 - Z-Coordinate,STARLINK-1725 - Z-Coordinate,STARLINK-3672 - Z-Coordinate,STARLINK-30222 - Z-Coordinate,STARLINK-5388 - Z-Coordinate,STARLINK-2081 - Z-Coordinate,STARLINK-32093 - Z-Coordinate,STARLINK-3541 - Z-Coordinate,STARLINK-31663 - Z-Coordinate,STARLINK-5055 - Z-Coordinate,STARLINK-30457 - Z-Coordinate,STARLINK-1541 - Z-Coordinate,STARLINK-4185 - Z-Coordinate,STARLINK-4470 - Z-Coordinate,STARLINK-1552 - Z-Coordinate,STARLINK-32304 - Z-Coordinate,STARLINK-5179 - Z-Coordinate,STARLINK-3178 - Z-Coordinate,STARLINK-30837 - Z-Coordinate,STARLINK-2606 - Z-Coordinate,STARLINK-31758 - Z-Coordinate,STARLINK-31735 - Z-Coordinate,STARLINK-2446 - Z-Coordinate,STARLINK-5779 - Z-Coordinate,STARLINK-4168 - Z-Coordinate,STARLINK-31191 - Z-Coordinate,STARLINK-6362 - Z-Coordinate,STARLINK-31984 - Z-Coordinate,STARLINK-11265 [DTC] - Z-Coordinate,STARLINK-2741 - Z-Coordinate,STARLINK-30144 - Z-Coordinate,STARLINK-4042 - Z-Coordinate,STARLINK-3978 - Z-Coordinate,STARLINK-3791 - Z-Coordinate,STARLINK-4155 - Z-Coordinate,STARLINK-2588 - Z-Coordinate,STARLINK-6242 - Z-Coordinate,STARLINK-1403 - Z-Coordinate,STARLINK-5495 - Z-Coordinate,STARLINK-2661 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6226.5775,6550.2292,5469.9844,1682.5914,2026.6763,2211.0265,-470.1246,-6390.6499,-4143.3791,-1799.4751,-2816.5241,5349.0889,3787.8577,-2884.0060,688.1246,-3420.9446,-4022.1130,-4128.3041,-210.3906,4893.6699,-4433.2477,-2611.4362,289.3844,-4769.9560,5240.1718,-551.9920,1231.9307,4269.5308,1038.8198,1204.0830,-1734.9740,0.0000,1079.5550,-308.6028,-2183.4800,-6217.3621,457.8000,-6017.7423,5347.8655,-5064.1750,6808.2029,-4652.6507,2546.7503,-2051.9774,-4578.1416,5442.0499,3855.8620,-1036.3571,-5681.2007,-3445.3747,3013.0742,4466.7073,-4320.4802,-6535.6470,-3140.7204,570.9911,-4441.0057,-866.4136,-5312.8300,0.0000,5015.9910,-3839.3763,5285.5889,-4921.7366,-2352.3745,-3791.1912,5341.5290,3972.0980,879.3332,4999.8033,4986.4692,2158.5144,-3596.3881,986.4024,46.6159,-4071.9322,-4210.6504,47.8407,4677.6164,4631.6564,-4649.3906,-3680.1160,3119.9133,6329.9253,-2840.0462,-2223.0942,-1827.7788,1842.2773,2341.3310,-3189.8098,2985.6638,4231.1351,4985.0178,4149.5028,-3831.7198,2776.4352,-1309.6960,-2958.3190,5342.4086,2324.4573,-304780.0164,-332601.1550,-314406.0724,-314672.1002,-323098.4560,-321080.2314,-317197.5386,-315871.2084,-103994688.9920,-104012154.3065,-104010363.5618,-103998175.4534,-317021.7839,-103992924.9972,-2871.8590,-6.4955,-272.4667,-6410.6086,-4649.1510,5633.6463,-6868.5102,-2026.9660,-135.9236,-5774.1106,6335.1644,-30.4518,-387.6868,4660.2931,5918.7692,-5018.0239,1055.2234,-1509.9030,5323.6875,4087.1464,1798.9549,-6292.8120,-4281.7371,-2416.3104,-1000.2647,5323.9489,4916.8109,-835.6167,-6481.4567,-6025.9770,5021.5516,0.0000,-6229.0620,5219.7463,1620.1289,2585.6767,4963.8423,814.9369,13.6782,-2434.8351,268.8402,-5012.3358,3507.0541,5934.8505,3978.2391,-2797.5381,5134.1828,-5021.3252,-3676.3111,5343.4881,-3711.9428,5218.4924,4259.1228,-725.9116,-4011.6606,6169.4963,2436.4892,-4781.2259,-116.2497,0.0000,2575.2797,1804.7112,4461.7257,4874.2815,5950.4663,2178.7895,576.5270,5651.4893,-6576.5068,4074.1875,1612.2519,-3554.1655,-5282.9504,-2187.8223,-6051.1130,213.3758,136.6881,4283.9580,-3670.8992,-5043.3023,-4519.7567,2746.0251,-5559.7362,1467.7069,-6252.3286,-4697.3774,5804.6145,3787.3473,-4521.2460,-5473.1683,-6048.2183,258.8282,-1774.5103,3087.8526,-3430.9535,4251.4816,4927.3356,3154.7793,4497.0853,3687.2617,212623.1306,195122.6553,213232.3108,213092.6923,211294.1046,210987.8582,204019.8064,207448.3825,333060592.1159,333029251.4491,333042807.7989,333047883.1961,207746.4855,333043311.2456,648.6920,1520.6544,4197.7258,-1422.8371,-4645.0655,-3282.8941,-339.7304,-1325.4432,-5528.6376,3178.2852,-393.6821,-4271.9908,5830.1321,-4285.8680,-3101.2334,3291.2651,-5513.8402,5183.0138,4403.7612,-2696.3878,-4992.3881,-1190.8909,-5194.1628,4389.6860,-4326.7239,-4394.7182,4709.3341,-5340.1061,1860.7345,-3195.2739,-4418.7995,0.0000,2477.7649,4525.7618,-6377.0058,371.2480,4634.5394,-3335.1468,-4219.6517,4057.3525,494.9569,39.1401,5326.4448,-2844.2562,-3385.4971,3247.6909,2277.5617,-4650.5797,1353.9466,-2795.9511,4981.1715,741.9545,-3391.7098,-2140.5786,4506.2711,3087.3306,-4721.2411,-4864.0113,-4337.2021,0.0000,-4059.7369,-5462.3186,-121.5293,-295.4537,2631.1197,-5333.6692,-4108.8645,26.8151,1550.5507,-2462.8796,4457.1170,5434.2671,2625.0651,6427.7634,3115.8190,-5433.3011,-5476.5639,5403.4255,-3575.5289,622.6088,2114.3594,-5108.0586,-2350.7002,-2403.5074,517.5818,4469.9516,3313.5102,5373.7125,4338.4319,2628.2302,-1590.9923,-5448.0987,-4411.8766,-4542.4295,4600.2401,4496.2745,4692.5744,-5369.8481,-423.7226,-5293.1648,-138187.6291,-142440.5409,-140703.4216,-138624.6977,-136042.5827,-145586.4971,-149743.0171,-142894.7057,-55495118.9255,-55516259.7193,-55469121.4341,-55475528.6441,-141593.8441,-55484365.3022,
3600.000,-4417.0089,-5387.3093,-2486.1860,502.1833,2436.0695,-4840.4023,2076.6515,5998.3629,4219.2156,3653.0963,1916.5448,-2325.3120,1332.7722,3361.2481,-3896.7049,4033.5166,2662.4875,6335.3479,-1998.7925,-4351.2447,923.7484,3724.1528,4638.5822,6680.4484,-5856.4498,-2729.6636,-4907.6784,-2033.4113,2392.0489,2368.0127,-85.2392,0.0000,1699.2132,-3701.9965,-1901.6988,3114.6377,-4702.2440,3400.5962,-5658.2907,4638.3698,-4769.5860,5442.5071,-6040.8313,480.5068,1050.9444,-2066.7960,-5737.0753,4761.9522,4843.3193,3440.0383,-1574.7632,-4936.6376,903.4307,4243.6180,5756.0826,-3507.0092,2218.7880,4264.9738,3653.0763,0.0000,-4499.1978,2776.8248,-5227.9555,2519.7108,190.8951,414.5615,-5962.1634,-4446.9556,2427.4227,-4380.4302,-6402.3870,2052.1945,4039.5642,-5357.0144,1979.6227,3389.3947,4658.7745,-4259.7897,-953.2217,-2509.3031,5054.5256,2665.5077,-1227.8468,-6759.1562,3810.3162,5689.6893,-1905.2860,-5361.4872,2993.6103,4725.3549,-779.6760,-5137.9489,-1182.3650,-6612.0861,6403.2944,-5735.2541,-2286.5584,864.7038,-4117.2944,-5165.0514,-348546.4878,-371754.4560,-355682.6687,-356954.6193,-365814.8471,-363065.8594,-360000.5603,-360376.0860,-186712125.5621,-186723753.4326,-186729392.1109,-186717830.3339,-359424.6826,-186710330.6059,3850.4366,2096.8723,3370.0627,5861.5672,3649.7489,-4881.2268,5326.4520,9.1708,-3990.4245,1904.5739,-5047.2816,3560.6806,-976.6416,-6067.1713,-5347.5260,1134.6814,-5036.8351,-1611.4416,-6596.3722,-540.1007,-4498.0133,4915.1024,2628.7892,-328.4702,3576.7213,-6106.6243,-3802.6975,4743.3518,4546.6437,4472.1235,-6881.7999,0.0000,6376.2440,-4190.9077,-3907.9705,-3769.2558,-4137.3149,-3748.5160,3634.0068,5052.6380,1841.0546,2104.6524,-2080.1532,-6682.4750,-2639.6854,-322.0057,-3232.8186,3297.5306,748.8425,-5594.8261,6515.1369,-3353.1578,-2706.1089,-1717.7891,154.2415,-3669.8380,-5691.5092,1654.7937,-4061.4030,0.0000,-5170.3756,-5500.0356,-2246.8416,-5619.3905,-6844.8603,-5101.6603,3114.1768,-3366.6302,4604.1433,-552.7869,1690.1880,5192.7809,1678.5151,3446.0076,6322.5833,-4812.3490,-4003.1275,-3035.0581,4993.3903,5246.3195,482.9490,-6065.2241,6202.6137,800.1178,4363.7089,3342.7327,-4704.6246,-729.5307,3353.2855,4588.7904,6553.8281,3492.9770,4087.1446,-1773.0374,2429.1871,-3619.2499,-5875.7035,-6283.5445,-3103.1679,4.0417,131199.5632,105955.8182,126163.0176,125318.9279,125117.9664,124144.8980,118691.2472,121665.6817,294780326.4323,294746447.5429,294754243.6777,294759405.6691,121664.9250,294762024.2097,3614.9111,3431.6854,-5495.6694,-3370.5804,5281.1748,-336.3345,-3853.3424,-3282.5347,3727.8211,-5460.9619,-4367.2909,5351.5153,-6777.6370,-451.8083,-1153.9862,-5500.5354,3889.1237,-1890.6312,-618.6596,5346.4708,5155.3555,-3131.4330,4104.3889,-1800.9820,255.9421,1768.7117,-3077.9922,4547.7279,-4495.1093,4713.9902,558.8061,0.0000,1609.4557,-4086.7031,5382.2591,-4648.0362,-2687.3933,4715.9975,1056.3074,1064.9098,-4539.1415,3561.5249,-2542.7156,-1613.4074,6325.9023,-6609.6871,1753.3180,3773.3837,-4864.3473,-2245.9547,-1689.7958,3477.4484,6325.4040,5172.5230,-3637.6000,-4718.8335,3242.2192,5117.6397,4133.7447,0.0000,-1100.8402,3126.6361,-3937.4014,-3190.2211,1005.1973,4608.9825,667.7222,-4078.3388,-4404.0940,5295.8168,-1895.5467,-3973.3045,-5355.3548,-2587.7738,1568.1074,3371.1420,3145.7930,-4510.6432,4706.3410,3663.8781,-4560.4410,1797.1434,-2487.2065,-1286.1560,3717.8051,-1884.0140,-4729.8574,-4181.5278,-4965.6962,1915.8287,-2113.7362,2989.4318,5404.9511,669.1812,-909.8166,-309.0770,-2899.2102,2686.1437,4723.1098,4494.2745,-137059.0566,-141707.4349,-138768.4581,-140002.0234,-134361.5486,-141307.2193,-149746.4498,-139075.1423,-55417648.8932,-55440990.3771,-55396036.4065,-55404399.0982,-140637.5682,-55408750.1657,
7200.000,240.4853,747.4905,-393.4617,-3430.1075,-5943.0454,5438.1778,-3870.7554,-2834.0596,-3487.6078,-5212.0953,1139.8947,-543.7839,-5703.8902,-2038.5379,4947.9891,-4497.0268,-1298.1885,-5215.0463,3169.9466,3469.8084,1883.6124,-4078.5361,-6675.0020,-6153.9105,3609.7052,4573.0105,6617.7153,193.5918,-5564.1273,-5633.9998,1671.1747,0.0000,-4063.9234,6332.1560,3832.3257,2120.8453,6394.5368,-324.6655,3302.5025,-1280.5170,696.3345,-4535.6216,6567.7404,1779.0060,3565.9867,-3427.6551,5110.1985,-6779.1191,-3027.2648,-1081.1717,-76.8649,4121.2498,3653.0476,-983.0441,-6100.2466,5981.9114,28.1231,-6534.2282,-1448.1620,0.0000,1197.7511,-1443.1814,3822.6499,1256.1539,2329.4399,2015.9805,3323.4373,4066.3878,-5485.3983,3311.9163,5355.4055,-4471.9002,-4292.0748,6049.1319,-3432.0622,-1855.6041,-3866.9271,6635.1896,-2765.1297,-1525.3739,-4207.6924,-901.7316,-2087.0488,4603.9155,-4126.3404,-6483.8937,5356.9354,6661.1061,-6446.1245,-4415.7459,-2185.7409,4446.3426,-2225.5829,5838.2378,-5995.3976,5295.6742,4572.5979,794.8787,2327.1170,6321.8327,-371128.2996,-387332.0340,-374162.6940,-377054.4804,-385473.2131,-378971.5616,-380189.2818,-378250.2394,-256696893.8629,-256702696.6160,-256711835.7625,-256696256.4190,-378886.3748,-256694535.8104,-4123.8524,-4006.9714,-6066.6475,-2199.6851,-2535.0546,1988.6932,-1483.0948,2964.1082,5946.2796,2343.2906,2107.0137,-6310.0939,-697.9303,4498.3706,1300.6340,3110.2935,6776.4693,3280.6777,5004.5209,-3709.1428,6316.8569,-1111.8259,-692.6758,2533.6475,-4278.6401,4818.2149,1989.9021,-6841.9053,-1214.8631,-2261.5596,5626.6437,0.0000,-3159.5040,2568.6243,5660.0508,4114.5506,1938.5919,6131.8852,-5193.8214,-3899.5262,-4332.5060,2280.1422,417.2672,4403.8617,2098.3759,878.1731,-651.1035,-1266.9826,3328.4523,3454.5085,-6365.5004,-573.8877,1882.3608,4699.0197,3020.4943,568.0176,6916.1851,963.8352,6621.8086,0.0000,3958.3020,6660.3878,-1638.9422,4910.7085,5120.8340,6533.1117,-4857.1117,-853.1999,-1069.7095,-3766.2288,-3868.7877,-5178.5390,2702.4622,-1154.9874,-2983.7070,6386.0967,5599.7819,1764.9562,-5605.3080,-3846.5356,4007.0552,6228.8632,-3632.7525,-3060.9466,-143.9931,-955.2714,2940.7710,-1536.1902,-1551.9976,-1053.3421,-4781.9180,-5090.3989,-5870.3206,-167.1902,-569.3854,935.9811,5174.3779,6619.1084,-595.5692,-2592.2783,41056.2271,9719.2424,30729.5985,27179.4776,30792.2759,28370.9697,25071.3355,27741.9583,236379819.8480,236345520.0379,236345325.9040,236353975.4481,27581.8901,236360584.6925,-5518.2809,-5355.5554,3265.1116,5405.9870,-2354.4388,3710.2937,5497.0702,5455.3381,427.1850,3745.0884,6503.8558,-2597.9963,3938.5469,4883.8244,4330.5520,4216.7699,212.6617,-2894.1193,-3578.8256,-4706.1665,-2086.6122,5461.9721,563.0694,-1920.8236,3964.4640,1934.5643,-467.2827,-750.4086,3749.7485,-3334.9565,3632.1292,0.0000,-4437.8261,1096.5144,-1148.7470,4894.0958,-1331.2915,-3209.1521,2904.4954,-5597.6580,5228.1607,-4589.6629,-1991.3342,4983.0413,-5584.7156,5947.9194,-4468.0795,-556.4977,5223.8082,5911.9508,-2693.6805,-5522.4022,-5610.5909,-4981.7971,-53.5073,3435.8440,234.8903,-1902.9631,-1030.1011,0.0000,5568.1409,1156.2555,5518.4386,4719.3106,-4039.4749,-892.4949,3317.3622,5507.4151,3890.8837,-4747.9323,-1947.5722,-333.8550,4684.4216,-3043.9444,-5073.8186,1351.9518,1171.2352,701.5330,-3012.0073,-5496.7865,3565.2500,2731.2103,5337.4354,4160.4674,-5517.9438,-2038.0169,3266.3177,-90.1052,917.5196,-5149.6870,4501.2526,1380.1807,-2838.1632,3627.9607,-3386.2234,-4148.7053,-662.0268,1739.9971,-6578.0024,-541.7036,-135988.6096,-140954.7419,-137323.3361,-141283.3728,-133122.5047,-137327.1118,-149081.1201,-141303.1814,-55339582.7324,-55365380.4865,-55323431.8198,-55335885.3120,-139670.2168,-55333115.2016,
