sl_100_86400_20280829 Coordinates.csv
2028/08/29 07:47:00.0000 UTC

Generated: Tue Oct  8 21:44:30 2024,
Start: 2028/08/29 07:47:00.00, Stop: 2028/08/30 07:47:00.00,
TIME_UNITS,STARLINK-1767 - X-Coordinate,STARLINK-5571 - X-Coordinate,STARLINK-1580 - X-Coordinate,STARLINK-2491 - X-Coordinate,STARLINK-31267 - X-Coordinate,STARLINK-5952 - X-Coordinate,STARLINK-4809 - X-Coordinate,STARLINK-31775 - X-Coordinate,STARLINK-1395 - X-Coordinate,STARLINK-6063 - X-Coordinate,STARLINK-4030 - X-Coordinate,STARLINK-1008 - X-Coordinate,STARLINK-5274 - X-Coordinate,STARLINK-5079 - X-Coordinate,STARLINK-3839 - X-Coordinate,STARLINK-5732 - X-Coordinate,STARLINK-3183 - X-Coordinate,STARLINK-4412 - X-Coordinate,STARLINK-30090 - X-Coordinate,STARLINK-32169 - X-Coordinate,STARLINK-1687 - X-Coordinate,STARLINK-11093 [DTC] - X-Coordinate,STARLINK-30994 - X-Coordinate,STARLINK-2209 - X-Coordinate,STARLINK-30084 - X-Coordinate,STARLINK-32178 - X-Coordinate,STARLINK-30888 - X-Coordinate,STARLINK-3575 - X-Coordinate,STARLINK-2537 - X-Coordinate,STARLINK-6096 - X-Coordinate,STARLINK-11143 [DTC] - X-Coordinate,STARLINK-3138 - X-Coordinate,STARLINK-4498 - X-Coordinate,STARLINK-1817 - X-Coordinate,STARLINK-31273 - X-Coordinate,STARLINK-31436 - X-Coordinate,STARLINK-31788 - X-Coordinate,STARLINK-5864 - X-Coordinate,STARLINK-31605 - X-Coordinate,STARLINK-3945 - X-Coordinate,STARLINK-31806 - X-Coordinate,STARLINK-1460 - X-Coordinate,STARLINK-4520 - X-Coordinate,STARLINK-31262 - X-Coordinate,STARLINK-5016 - X-Coordinate,STARLINK-4633 - X-Coordinate,STARLINK-2095 - X-Coordinate,STARLINK-2141 - X-Coordinate,STARLINK-5460 - X-Coordinate,STARLINK-31447 - X-Coordinate,STARLINK-3604 - X-Coordinate,STARLINK-6142 - X-Coordinate,STARLINK-3257 - X-Coordinate,STARLINK-6179 - X-Coordinate,STARLINK-32084 - X-Coordinate,STARLINK-5677 - X-Coordinate,STARLINK-3891 - X-Coordinate,STARLINK-5101 - X-Coordinate,STARLINK-5293 - X-Coordinate,STARLINK-3192 - X-Coordinate,STARLINK-4424 - X-Coordinate,STARLINK-2252 - X-Coordinate,STARLINK-3810 - X-Coordinate,STARLINK-5895 - X-Coordinate,STARLINK-31598 - X-Coordinate,STARLINK-3892 - X-Coordinate,STARLINK-2757 - X-Coordinate,STARLINK-30568 - X-Coordinate,STARLINK-30601 - X-Coordinate,STARLINK-3628 - X-Coordinate,STARLINK-5848 - X-Coordinate,STARLINK-2057 - X-Coordinate,STARLINK-2738 - X-Coordinate,STARLINK-5259 - X-Coordinate,STARLINK-2412 - X-Coordinate,STARLINK-30463 - X-Coordinate,STARLINK-4583 - X-Coordinate,STARLINK-31897 - X-Coordinate,STARLINK-30322 - X-Coordinate,STARLINK-5328 - X-Coordinate,STARLINK-5595 - X-Coordinate,STARLINK-31057 - X-Coordinate,STARLINK-31019 - X-Coordinate,STARLINK-3605 - X-Coordinate,STARLINK-31133 - X-Coordinate,STARLINK-2635 - X-Coordinate,STARLINK-1061 - X-Coordinate,STARLINK-4302 - X-Coordinate,STARLINK-6305 - X-Coordinate,STARLINK-3569 - X-Coordinate,STARLINK-3643 - X-Coordinate,STARLINK-30410 - X-Coordinate,STARLINK-6070 - X-Coordinate,STARLINK-5531 - X-Coordinate,STARLINK-1207 - X-Coordinate,STARLINK-4649 - X-Coordinate,STARLINK-31520 - X-Coordinate,STARLINK-4537 - X-Coordinate,STARLINK-3867 - X-Coordinate,STARLINK-2046 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1767 - Y-Coordinate,STARLINK-5571 - Y-Coordinate,STARLINK-1580 - Y-Coordinate,STARLINK-2491 - Y-Coordinate,STARLINK-31267 - Y-Coordinate,STARLINK-5952 - Y-Coordinate,STARLINK-4809 - Y-Coordinate,STARLINK-31775 - Y-Coordinate,STARLINK-1395 - Y-Coordinate,STARLINK-6063 - Y-Coordinate,STARLINK-4030 - Y-Coordinate,STARLINK-1008 - Y-Coordinate,STARLINK-5274 - Y-Coordinate,STARLINK-5079 - Y-Coordinate,STARLINK-3839 - Y-Coordinate,STARLINK-5732 - Y-Coordinate,STARLINK-3183 - Y-Coordinate,STARLINK-4412 - Y-Coordinate,STARLINK-30090 - Y-Coordinate,STARLINK-32169 - Y-Coordinate,STARLINK-1687 - Y-Coordinate,STARLINK-11093 [DTC] - Y-Coordinate,STARLINK-30994 - Y-Coordinate,STARLINK-2209 - Y-Coordinate,STARLINK-30084 - Y-Coordinate,STARLINK-32178 - Y-Coordinate,STARLINK-30888 - Y-Coordinate,STARLINK-3575 - Y-Coordinate,STARLINK-2537 - Y-Coordinate,STARLINK-6096 - Y-Coordinate,STARLINK-11143 [DTC] - Y-Coordinate,STARLINK-3138 - Y-Coordinate,STARLINK-4498 - Y-Coordinate,STARLINK-1817 - Y-Coordinate,STARLINK-31273 - Y-Coordinate,STARLINK-31436 - Y-Coordinate,STARLINK-31788 - Y-Coordinate,STARLINK-5864 - Y-Coordinate,STARLINK-31605 - Y-Coordinate,STARLINK-3945 - Y-Coordinate,STARLINK-31806 - Y-Coordinate,STARLINK-1460 - Y-Coordinate,STARLINK-4520 - Y-Coordinate,STARLINK-31262 - Y-Coordinate,STARLINK-5016 - Y-Coordinate,STARLINK-4633 - Y-Coordinate,STARLINK-2095 - Y-Coordinate,STARLINK-2141 - Y-Coordinate,STARLINK-5460 - Y-Coordinate,STARLINK-31447 - Y-Coordinate,STARLINK-3604 - Y-Coordinate,STARLINK-6142 - Y-Coordinate,STARLINK-3257 - Y-Coordinate,STARLINK-6179 - Y-Coordinate,STARLINK-32084 - Y-Coordinate,STARLINK-5677 - Y-Coordinate,STARLINK-3891 - Y-Coordinate,STARLINK-5101 - Y-Coordinate,STARLINK-5293 - Y-Coordinate,STARLINK-3192 - Y-Coordinate,STARLINK-4424 - Y-Coordinate,STARLINK-2252 - Y-Coordinate,STARLINK-3810 - Y-Coordinate,STARLINK-5895 - Y-Coordinate,STARLINK-31598 - Y-Coordinate,STARLINK-3892 - Y-Coordinate,STARLINK-2757 - Y-Coordinate,STARLINK-30568 - Y-Coordinate,STARLINK-30601 - Y-Coordinate,STARLINK-3628 - Y-Coordinate,STARLINK-5848 - Y-Coordinate,STARLINK-2057 - Y-Coordinate,STARLINK-2738 - Y-Coordinate,STARLINK-5259 - Y-Coordinate,STARLINK-2412 - Y-Coordinate,STARLINK-30463 - Y-Coordinate,STARLINK-4583 - Y-Coordinate,STARLINK-31897 - Y-Coordinate,STARLINK-30322 - Y-Coordinate,STARLINK-5328 - Y-Coordinate,STARLINK-5595 - Y-Coordinate,STARLINK-31057 - Y-Coordinate,STARLINK-31019 - Y-Coordinate,STARLINK-3605 - Y-Coordinate,STARLINK-31133 - Y-Coordinate,STARLINK-2635 - Y-Coordinate,STARLINK-1061 - Y-Coordinate,STARLINK-4302 - Y-Coordinate,STARLINK-6305 - Y-Coordinate,STARLINK-3569 - Y-Coordinate,STARLINK-3643 - Y-Coordinate,STARLINK-30410 - Y-Coordinate,STARLINK-6070 - Y-Coordinate,STARLINK-5531 - Y-Coordinate,STARLINK-1207 - Y-Coordinate,STARLINK-4649 - Y-Coordinate,STARLINK-31520 - Y-Coordinate,STARLINK-4537 - Y-Coordinate,STARLINK-3867 - Y-Coordinate,STARLINK-2046 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1767 - Z-Coordinate,STARLINK-5571 - Z-Coordinate,STARLINK-1580 - Z-Coordinate,STARLINK-2491 - Z-Coordinate,STARLINK-31267 - Z-Coordinate,STARLINK-5952 - Z-Coordinate,STARLINK-4809 - Z-Coordinate,STARLINK-31775 - Z-Coordinate,STARLINK-1395 - Z-Coordinate,STARLINK-6063 - Z-Coordinate,STARLINK-4030 - Z-Coordinate,STARLINK-1008 - Z-Coordinate,STARLINK-5274 - Z-Coordinate,STARLINK-5079 - Z-Coordinate,STARLINK-3839 - Z-Coordinate,STARLINK-5732 - Z-Coordinate,STARLINK-3183 - Z-Coordinate,STARLINK-4412 - Z-Coordinate,STARLINK-30090 - Z-Coordinate,STARLINK-32169 - Z-Coordinate,STARLINK-1687 - Z-Coordinate,STARLINK-11093 [DTC] - Z-Coordinate,STARLINK-30994 - Z-Coordinate,STARLINK-2209 - Z-Coordinate,STARLINK-30084 - Z-Coordinate,STARLINK-32178 - Z-Coordinate,STARLINK-30888 - Z-Coordinate,STARLINK-3575 - Z-Coordinate,STARLINK-2537 - Z-Coordinate,STARLINK-6096 - Z-Coordinate,STARLINK-11143 [DTC] - Z-Coordinate,STARLINK-3138 - Z-Coordinate,STARLINK-4498 - Z-Coordinate,STARLINK-1817 - Z-Coordinate,STARLINK-31273 - Z-Coordinate,STARLINK-31436 - Z-Coordinate,STARLINK-31788 - Z-Coordinate,STARLINK-5864 - Z-Coordinate,STARLINK-31605 - Z-Coordinate,STARLINK-3945 - Z-Coordinate,STARLINK-31806 - Z-Coordinate,STARLINK-1460 - Z-Coordinate,STARLINK-4520 - Z-Coordinate,STARLINK-31262 - Z-Coordinate,STARLINK-5016 - Z-Coordinate,STARLINK-4633 - Z-Coordinate,STARLINK-2095 - Z-Coordinate,STARLINK-2141 - Z-Coordinate,STARLINK-5460 - Z-Coordinate,STARLINK-31447 - Z-Coordinate,STARLINK-3604 - Z-Coordinate,STARLINK-6142 - Z-Coordinate,STARLINK-3257 - Z-Coordinate,STARLINK-6179 - Z-Coordinate,STARLINK-32084 - Z-Coordinate,STARLINK-5677 - Z-Coordinate,STARLINK-3891 - Z-Coordinate,STARLINK-5101 - Z-Coordinate,STARLINK-5293 - Z-Coordinate,STARLINK-3192 - Z-Coordinate,STARLINK-4424 - Z-Coordinate,STARLINK-2252 - Z-Coordinate,STARLINK-3810 - Z-Coordinate,STARLINK-5895 - Z-Coordinate,STARLINK-31598 - Z-Coordinate,STARLINK-3892 - Z-Coordinate,STARLINK-2757 - Z-Coordinate,STARLINK-30568 - Z-Coordinate,STARLINK-30601 - Z-Coordinate,STARLINK-3628 - Z-Coordinate,STARLINK-5848 - Z-Coordinate,STARLINK-2057 - Z-Coordinate,STARLINK-2738 - Z-Coordinate,STARLINK-5259 - Z-Coordinate,STARLINK-2412 - Z-Coordinate,STARLINK-30463 - Z-Coordinate,STARLINK-4583 - Z-Coordinate,STARLINK-31897 - Z-Coordinate,STARLINK-30322 - Z-Coordinate,STARLINK-5328 - Z-Coordinate,STARLINK-5595 - Z-Coordinate,STARLINK-31057 - Z-Coordinate,STARLINK-31019 - Z-Coordinate,STARLINK-3605 - Z-Coordinate,STARLINK-31133 - Z-Coordinate,STARLINK-2635 - Z-Coordinate,STARLINK-1061 - Z-Coordinate,STARLINK-4302 - Z-Coordinate,STARLINK-6305 - Z-Coordinate,STARLINK-3569 - Z-Coordinate,STARLINK-3643 - Z-Coordinate,STARLINK-30410 - Z-Coordinate,STARLINK-6070 - Z-Coordinate,STARLINK-5531 - Z-Coordinate,STARLINK-1207 - Z-Coordinate,STARLINK-4649 - Z-Coordinate,STARLINK-31520 - Z-Coordinate,STARLINK-4537 - Z-Coordinate,STARLINK-3867 - Z-Coordinate,STARLINK-2046 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2488.3414,-4429.3091,-3649.1345,4472.7421,-1074.4876,-1866.6645,5499.0881,-2330.2444,1791.4618,-1074.6690,-2573.4464,-2877.6382,1574.6702,3390.8345,6666.9219,-6582.9498,-666.2988,-156.1036,-2339.2301,-2965.7951,-2567.1616,-5219.2215,-4346.1776,3052.5953,4266.8265,-3888.5909,-4278.6256,-3678.7330,1583.6732,-5477.1092,-4433.4975,6183.9868,-4220.3335,-4488.1998,1577.4319,532.6783,-310.7328,-3298.0327,6397.8655,301.6381,-6705.3385,-1947.4213,2129.4032,5790.4312,-1227.8404,1853.1674,3753.1480,4062.0214,-5029.7574,32.3149,780.5428,-4189.6690,-5044.6480,4574.9094,-1320.3406,-3944.2761,-370.9738,-5809.0511,576.5642,946.1700,5307.7190,-3370.5202,-4053.4582,-4556.1323,2689.4947,127.0637,4289.6324,6475.4259,-353.1811,-4190.6470,1805.4635,5469.5401,4035.0688,-3158.4129,4293.1010,-5981.5855,-6836.0645,2436.8817,-3647.6138,4293.1703,-6481.7354,3236.3500,3773.1448,-3977.8698,3716.1065,-4086.7846,-6656.9985,417.7211,-5528.8009,857.6484,-5212.4453,-746.7123,-1792.3382,1838.1693,3218.0780,3766.9929,-4449.1847,3521.4625,-3661.9915,-12.7772,343365.4129,354803.2241,352152.0437,353438.1239,361698.5583,359758.7342,355189.5608,356038.9361,-280005795.1700,-279982197.8281,-279965547.2308,-279995791.8364,355269.8146,-279988888.4623,-5989.3921,2457.9728,-3982.8079,1254.8227,6642.1570,6378.4530,-3706.7948,-3522.2613,-5182.3128,-6037.1485,-5272.2990,3197.0645,-2584.6440,-4096.4830,-783.4212,753.6633,5786.0664,6045.9669,-4597.6901,3271.7703,3862.0761,3829.8327,-3551.3237,-3159.0714,-2868.8662,2791.7064,3391.7874,-4291.2673,-6473.5898,-3285.7325,-2550.4782,-2743.7304,5168.2210,561.4025,3888.7536,6447.4772,-6745.1186,6074.3604,-684.0725,5786.5586,-1075.7090,-3943.4048,4730.6915,-595.7357,5068.7087,5693.6642,1867.2596,1484.9964,-4458.1778,-5813.6208,-5999.8599,3299.1789,2269.6448,2965.7230,6712.0038,3165.9188,-4456.9838,1630.4461,2346.0062,-5590.3239,-2726.6370,2525.1438,-1246.2362,4644.9313,3621.0686,4127.7141,3504.6393,-843.9091,-6654.5806,-2420.5084,-6580.3254,707.3267,-2073.6791,3297.8457,3796.5505,-3274.3039,140.3823,-4735.8515,-4743.5387,5347.3685,1847.7913,-4848.3392,1829.2032,1773.0738,-4785.1039,-1902.2727,-1699.4989,6572.3147,1749.5108,-6814.5328,2848.0720,-6244.3209,2079.7776,-6421.9397,3696.1651,1725.2458,2519.6634,-5878.5836,-2884.1590,4784.5561,-6417.1398,13377.7801,690.9104,351.5277,2682.3097,3191.0665,9464.5764,5702.9412,121027118.8553,121039663.4491,121049407.9240,121028277.5697,5805.0605,121037966.9985,-2232.4703,4711.0885,4126.9424,-5095.0088,-1140.6358,-1981.8544,-1752.8495,-5377.3108,4212.7425,-3268.7981,3593.4799,5367.2507,6220.7258,-4424.2815,-1598.2857,-2042.6824,3672.0617,-3389.5253,4613.3098,-5220.7372,5105.0504,1875.2175,-3940.1366,-5326.6599,4622.3959,4893.1656,4231.5129,3966.1679,-538.3057,2676.3128,-4386.1350,-1392.9598,-1693.7396,-5265.5230,-5400.6638,-2283.1770,-1175.7320,596.5627,1864.1806,3761.9761,-507.8874,5291.2446,-4365.0925,3738.1806,-4553.2037,3332.3140,-5517.6127,-5295.7046,1778.1406,-3591.2638,3307.4410,4404.9250,-4173.4851,4270.8641,-552.7514,4691.5053,-5265.1564,-3420.5973,-6509.9663,-3954.4424,-3534.1931,5475.8296,5421.4490,-2445.8978,-5148.1929,-5516.1446,-4140.8576,2275.7875,1232.9693,-4906.3125,-1424.2788,-4190.3556,4857.2570,4945.0243,-3830.0842,1193.4607,892.2585,-4245.1649,-2998.4185,1124.7812,1695.0336,3589.6339,5405.0832,-5340.2353,-3218.1069,-5189.2539,509.9570,2162.9373,-3744.3133,264.6104,-3551.1045,2670.5747,-6383.7397,1668.2995,-4849.2103,5497.0221,-4512.6820,-814.7328,5085.3283,-4961.9837,-162587.2566,-164685.6328,-164883.2973,-163893.7457,-160595.9751,-169656.7987,-174587.1476,-164644.5349,122051383.6041,122017439.6241,122049962.3966,122053268.0703,-166244.9329,122047660.4877,
3600.000,3650.7015,2367.9488,6106.3663,-3549.9626,-1617.3837,-344.9198,-2058.7157,5399.1581,2128.8458,1692.3983,3918.4597,687.0454,3188.3950,923.9860,-5863.7477,6057.8850,-2626.2179,1244.3532,5397.1175,954.2456,674.3336,3331.6420,5124.9412,999.7838,-2359.3837,3142.5574,531.3540,5830.3921,1463.0120,6736.2682,6713.6561,-3293.5751,974.0999,5207.5183,-5551.1571,-2261.2510,2296.5769,1828.2408,-3076.5606,-2250.4380,5187.2244,5536.0345,-5048.1971,-2686.8862,-2160.0512,-3841.0994,-5790.2345,-4099.7892,3424.3111,3036.4978,924.8472,2476.5972,5156.5002,-5226.1686,-684.7721,1356.5974,4321.0736,2851.3914,-4786.8416,903.5704,-1807.1679,1494.1508,5858.4823,4441.3067,-6113.8909,-4316.4674,-4118.2399,-6025.3321,2233.2793,4035.7364,-587.4695,-6798.4756,-3134.7206,-1949.6399,-4119.0015,5555.6309,5737.8452,708.2476,4006.6520,-3802.8678,3625.0486,-1898.7798,-4768.2129,3376.7188,-1626.7324,4129.5868,5259.1069,1890.0471,2385.4665,1060.4087,1367.6684,3060.1235,1085.5468,1424.8454,-4481.3662,-5089.3160,4071.3385,-1556.0120,4469.3026,-2945.5091,335033.7141,341653.2363,338704.3803,340740.9983,349655.2288,346454.3934,343339.1689,342462.4650,-301784690.8209,-301764529.3159,-301750146.1050,-301768419.2135,342882.8782,-301768886.1568,2463.3112,-5722.9666,2991.4475,3182.1536,-6006.5293,-6710.0525,4100.8135,-11.0281,3627.3866,2384.4377,1301.4878,-6288.6260,2355.3086,4138.2595,2294.7747,-2935.8083,-3188.1951,-1542.5008,1887.5415,-6457.5223,-6586.1015,-4982.6568,-853.4898,4984.6688,5999.1361,-5952.0530,-5302.2160,3706.4066,4416.9658,1327.3500,492.0101,3624.2684,-4583.5550,-3877.5883,-2892.3089,-6041.9010,4269.3405,-4384.4879,3875.2865,-6525.3839,-1960.8254,3289.7475,-4521.4686,3173.2176,-6182.4802,-5562.6299,1499.0153,3253.2904,2050.4729,6120.0888,6761.6160,-6201.8400,-4618.3937,1102.1785,-5681.6625,-6096.7663,2394.7568,-4192.9013,-2638.0325,6849.5850,-393.1123,-5909.0743,-2158.6400,-4691.4995,-2451.3892,-3975.4269,725.8403,3086.6282,5354.9683,-2125.6190,4310.2747,1275.7811,5839.5811,-4553.1792,444.2885,181.6883,-1722.7427,6678.7412,-254.6357,-4477.4733,-1782.3356,6530.1459,2649.5157,-5441.4767,6641.8691,-2719.0237,-572.4577,-5891.5852,-4519.4861,5522.6690,-3921.8573,2892.5864,-5875.2513,5119.5480,645.3442,2360.7695,-5452.8744,5755.0775,-1497.4296,-6032.5741,78628.6920,104321.2202,90509.7018,91053.2864,91462.1789,92608.5646,97502.0976,94539.0075,44366360.8096,44377141.6407,44395692.7826,44368896.2191,94457.1076,44377520.6888,5244.7178,-3102.6120,242.6556,4964.7763,-2816.0539,-1711.5932,5084.7681,4179.7275,-5502.9623,6293.8644,-5515.5034,-2728.5329,-5682.1659,5449.8861,-2828.3475,-1653.4720,-5520.8616,6627.4632,-3915.7960,2019.0951,-1970.3631,3079.6726,4461.1095,4654.8667,-2523.5680,-1295.8484,-4409.8698,82.1120,4790.8134,930.3638,-149.5363,4857.1217,5029.3951,2438.1251,2738.3213,-2326.8899,4834.6954,-5057.5755,-4524.5672,355.8526,3941.4304,-2453.2207,-21.4780,-5542.0098,2224.9195,1135.9641,3479.3575,4384.0710,-5695.3129,-53.0247,999.4139,-1833.2911,244.1808,-4422.9261,-3789.7954,-2950.6904,4812.8535,4719.3671,4269.0973,-144.8491,6670.0637,-3278.6946,-2921.3162,-2558.9784,1836.5586,3594.9374,5492.4385,1420.9885,3497.1202,5150.0263,5438.6913,265.5869,-594.9594,-4573.6332,5497.0262,-4132.8773,3404.2615,1108.9263,5341.8949,3711.6469,-5658.0192,830.3481,-4146.7746,2525.2288,-510.8965,4758.3745,-4420.5711,3121.4868,4626.0250,3941.0444,5519.7637,-5387.8991,3533.0945,-4386.1805,5182.7906,-4008.2778,389.0775,-3483.1146,-5052.9678,1534.3868,-162345.4015,-164431.5003,-163785.9758,-165944.0958,-159731.5721,-165921.5838,-175118.0429,-167716.8641,122019415.0672,121984403.8415,122011492.7106,122020982.9815,-165950.9749,122012853.7976,
7200.000,-4641.9761,-159.1793,-5146.9708,2518.9960,4257.4010,2829.0423,-2634.7359,-6391.9756,-5692.3004,-3559.7294,-5037.0372,1028.0923,-6081.1461,-4721.2204,2326.3807,-3156.0833,5781.5546,919.5778,-6846.4961,897.6043,954.5317,1308.2888,-4759.3786,-3750.6801,160.6576,-1153.6844,2808.2686,-5381.3686,-4921.9826,-5497.0346,-4591.2951,-1093.7633,3405.1742,-4326.8043,6442.0165,3562.3707,-4582.4479,1812.2522,-1592.6625,3321.8581,-1579.6579,-6333.7432,4919.0278,-566.2829,4243.4790,4222.4892,6000.2843,3361.0870,-1838.2848,-4622.3826,-2537.3997,-250.2666,-3092.2359,4970.0608,3440.0872,1065.7739,-6747.3325,447.0919,6222.8910,-2361.1495,-3657.5911,89.1262,-5488.0256,-1544.3437,6217.7294,6141.5906,3799.6486,3104.2476,-3975.8346,-3587.9401,-2446.6234,5171.4706,32.3257,5183.1353,3729.7472,-3839.1876,-2124.2645,-3163.5922,-3439.7800,2550.9245,892.7095,-687.5185,4479.0335,-1955.9898,-1312.0801,-3636.8048,-2122.1786,-1769.4828,915.2563,-3643.1296,2692.9838,-5290.8631,-1065.3047,-4870.7426,5144.8349,5056.1054,-1562.6983,-1918.9408,-4707.4802,4100.3518,305978.9947,305666.9625,303631.0894,307215.4357,315701.3527,307780.4102,309943.1130,308972.7189,-302962460.2160,-302944146.2652,-302935832.9177,-302942213.5473,308711.6462,-302947718.9416,2085.5260,6908.3668,-207.3491,-6214.1954,2600.6538,4592.8268,-4046.1448,2419.1133,-2029.1497,1869.7415,2807.9894,6583.6574,-2866.9837,-4011.4623,-3595.8637,4394.8572,391.6088,-3531.2752,673.4415,6232.3018,6385.6814,3830.8485,4578.2327,-5705.5328,-6820.5518,5926.7395,6055.2663,-1405.5444,-129.6039,1391.4072,1915.0393,-4367.5347,3249.7934,5104.9623,1258.8269,2520.7766,-144.0154,1683.9849,-5788.8188,4302.3187,4992.2588,-1797.3233,1605.3572,-5678.0591,5262.1081,2425.2204,-3388.5271,-5943.4442,2283.5714,-3460.5426,-4387.8562,6655.7553,4883.0808,-4451.0689,2268.5496,6786.9934,-672.2291,6151.6242,3040.5930,-5007.9238,896.5597,6845.9732,3881.8245,3051.6681,600.8506,3035.7316,-4667.0020,-4496.5968,-934.8024,5526.7474,-1013.9791,-2591.8405,-5096.6904,4300.5585,-4568.3782,3583.2471,3570.0038,-5297.6117,5080.2140,757.5807,2757.5996,-4955.1808,-5178.7838,6309.4256,-5506.6645,5725.8753,3709.0173,1378.7479,6357.4021,-1972.6220,4910.6612,1204.8257,6727.1300,-2488.8808,-4061.9750,-4683.1203,5282.1422,-3672.9007,4729.0193,4722.3509,159376.0554,188800.0334,174798.4883,178566.0024,174579.4115,176759.7031,180066.5929,177188.5376,-35314735.2340,-35307108.5892,-35281272.1910,-35305748.8145,177291.2316,-35303802.0855,-4601.4889,-439.4671,-4451.0896,-1594.2266,4646.3872,4345.9483,-4874.1145,59.3307,3363.7296,-5670.0396,3753.3062,-1749.0153,1646.2161,-3073.1171,5398.6919,4323.2530,3719.8244,-5896.7959,796.6027,2653.3500,-2456.1269,-5398.2196,-1842.7232,-1002.8249,-1164.2677,-3244.2000,1791.1701,-4107.6606,-4527.9855,-3986.9630,4527.9657,-5240.5179,-5025.9484,1826.2712,1902.5414,5280.8833,-5098.9901,6471.8697,2967.6662,-4278.7062,-4358.0238,-2034.3276,4365.9297,3913.1229,1472.1541,-4833.4365,671.0148,-280.7517,6295.2461,3639.3387,-4686.7778,-1892.6979,3806.6988,1867.3045,5478.7829,-700.6872,-1301.2184,-3173.4773,475.6810,4123.0120,-5823.5370,-996.2580,-1526.8424,6040.4023,2780.4254,684.9281,-3405.8435,-4248.9610,-5415.1707,-2008.6280,-6451.3598,3791.8574,-4282.8375,208.3233,-3567.8790,4502.6706,-5509.6705,2864.6757,-2674.9848,-6424.9320,6307.6771,-4685.3841,-91.8405,1936.7587,3860.5539,-1092.1467,5393.7419,-6564.0851,-2526.4591,-5489.4299,-4063.6494,4146.5510,1362.6057,4175.3398,-2130.4756,-135.8084,4007.0629,5507.0988,1775.8998,2878.3020,-162128.3244,-164263.5183,-163254.4735,-167176.8874,-159291.9494,-163391.4143,-174987.2384,-163896.1145,121986996.8735,121952007.0152,121973040.7192,121985914.9299,-165642.6217,121978022.3727,
