sl_100_5400_20280205 Coordinates.csv
2028/02/05 07:47:00.0000 UTC

Generated: Tue Oct  8 21:41:12 2024,
Start: 2028/02/05 07:47:00.00, Stop: 2028/02/05 09:17:00.00,
TIME_UNITS,STARLINK-3762 - X-Coordinate,STARLINK-6260 - X-Coordinate,STARLINK-30775 - X-Coordinate,STARLINK-1123 - X-Coordinate,STARLINK-32256 - X-Coordinate,STARLINK-30978 - X-Coordinate,STARLINK-5244 - X-Coordinate,STARLINK-31040 - X-Coordinate,STARLINK-5784 - X-Coordinate,STARLINK-5857 - X-Coordinate,STARLINK-4379 - X-Coordinate,STARLINK-5871 - X-Coordinate,STARLINK-31841 - X-Coordinate,STARLINK-6211 - X-Coordinate,STARLINK-4682 - X-Coordinate,STARLINK-5063 - X-Coordinate,STARLINK-2501 - X-Coordinate,STARLINK-2267 - X-Coordinate,STARLINK-3655 - X-Coordinate,STARLINK-2373 - X-Coordinate,STARLINK-5746 - X-Coordinate,STARLINK-4810 - X-Coordinate,STARLINK-31666 - X-Coordinate,STARLINK-2082 - X-Coordinate,STARLINK-6279 - X-Coordinate,STARLINK-31228 - X-Coordinate,STARLINK-31415 - X-Coordinate,STARLINK-5945 - X-Coordinate,STARLINK-6140 - X-Coordinate,STARLINK-5440 - X-Coordinate,STARLINK-3728 - X-Coordinate,STARLINK-30078 - X-Coordinate,STARLINK-31906 - X-Coordinate,STARLINK-2135 - X-Coordinate,STARLINK-4257 - X-Coordinate,STARLINK-6335 - X-Coordinate,STARLINK-11116 [DTC] - X-Coordinate,STARLINK-1890 - X-Coordinate,STARLINK-3625 - X-Coordinate,STARLINK-1929 - X-Coordinate,STARLINK-31039 - X-Coordinate,STARLINK-3672 - X-Coordinate,STARLINK-2734 - X-Coordinate,STARLINK-2469 - X-Coordinate,STARLINK-2738 - X-Coordinate,STARLINK-2519 - X-Coordinate,STARLINK-30437 - X-Coordinate,STARLINK-30397 - X-Coordinate,STARLINK-2549 - X-Coordinate,STARLINK-30410 - X-Coordinate,STARLINK-2742 - X-Coordinate,STARLINK-5930 - X-Coordinate,STARLINK-1114 - X-Coordinate,STARLINK-31448 - X-Coordinate,STARLINK-31254 - X-Coordinate,STARLINK-1166 - X-Coordinate,STARLINK-30567 - X-Coordinate,STARLINK-5629 - X-Coordinate,STARLINK-3724 - X-Coordinate,STARLINK-1374 - X-Coordinate,STARLINK-4738 - X-Coordinate,STARLINK-5530 - X-Coordinate,STARLINK-2094 - X-Coordinate,STARLINK-4091 - X-Coordinate,STARLINK-1269 - X-Coordinate,STARLINK-3837 - X-Coordinate,STARLINK-30080 - X-Coordinate,STARLINK-1056 - X-Coordinate,STARLINK-5885 - X-Coordinate,STARLINK-30535 - X-Coordinate,STARLINK-3400 - X-Coordinate,STARLINK-5808 - X-Coordinate,STARLINK-2465 - X-Coordinate,STARLINK-4286 - X-Coordinate,STARLINK-5665 - X-Coordinate,STARLINK-4462 - X-Coordinate,STARLINK-4676 - X-Coordinate,STARLINK-31732 - X-Coordinate,STARLINK-2684 - X-Coordinate,STARLINK-4260 - X-Coordinate,STARLINK-2484 - X-Coordinate,STARLINK-31262 - X-Coordinate,STARLINK-3905 - X-Coordinate,STARLINK-31248 - X-Coordinate,STARLINK-31464 - X-Coordinate,STARLINK-5241 - X-Coordinate,STARLINK-1948 - X-Coordinate,STARLINK-1094 - X-Coordinate,STARLINK-31349 - X-Coordinate,STARLINK-6317 - X-Coordinate,STARLINK-1062 - X-Coordinate,STARLINK-3865 - X-Coordinate,STARLINK-3722 - X-Coordinate,STARLINK-3369 - X-Coordinate,STARLINK-5775 - X-Coordinate,STARLINK-3929 - X-Coordinate,STARLINK-4348 - X-Coordinate,STARLINK-5217 - X-Coordinate,STARLINK-30506 - X-Coordinate,STARLINK-11237 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3762 - Y-Coordinate,STARLINK-6260 - Y-Coordinate,STARLINK-30775 - Y-Coordinate,STARLINK-1123 - Y-Coordinate,STARLINK-32256 - Y-Coordinate,STARLINK-30978 - Y-Coordinate,STARLINK-5244 - Y-Coordinate,STARLINK-31040 - Y-Coordinate,STARLINK-5784 - Y-Coordinate,STARLINK-5857 - Y-Coordinate,STARLINK-4379 - Y-Coordinate,STARLINK-5871 - Y-Coordinate,STARLINK-31841 - Y-Coordinate,STARLINK-6211 - Y-Coordinate,STARLINK-4682 - Y-Coordinate,STARLINK-5063 - Y-Coordinate,STARLINK-2501 - Y-Coordinate,STARLINK-2267 - Y-Coordinate,STARLINK-3655 - Y-Coordinate,STARLINK-2373 - Y-Coordinate,STARLINK-5746 - Y-Coordinate,STARLINK-4810 - Y-Coordinate,STARLINK-31666 - Y-Coordinate,STARLINK-2082 - Y-Coordinate,STARLINK-6279 - Y-Coordinate,STARLINK-31228 - Y-Coordinate,STARLINK-31415 - Y-Coordinate,STARLINK-5945 - Y-Coordinate,STARLINK-6140 - Y-Coordinate,STARLINK-5440 - Y-Coordinate,STARLINK-3728 - Y-Coordinate,STARLINK-30078 - Y-Coordinate,STARLINK-31906 - Y-Coordinate,STARLINK-2135 - Y-Coordinate,STARLINK-4257 - Y-Coordinate,STARLINK-6335 - Y-Coordinate,STARLINK-11116 [DTC] - Y-Coordinate,STARLINK-1890 - Y-Coordinate,STARLINK-3625 - Y-Coordinate,STARLINK-1929 - Y-Coordinate,STARLINK-31039 - Y-Coordinate,STARLINK-3672 - Y-Coordinate,STARLINK-2734 - Y-Coordinate,STARLINK-2469 - Y-Coordinate,STARLINK-2738 - Y-Coordinate,STARLINK-2519 - Y-Coordinate,STARLINK-30437 - Y-Coordinate,STARLINK-30397 - Y-Coordinate,STARLINK-2549 - Y-Coordinate,STARLINK-30410 - Y-Coordinate,STARLINK-2742 - Y-Coordinate,STARLINK-5930 - Y-Coordinate,STARLINK-1114 - Y-Coordinate,STARLINK-31448 - Y-Coordinate,STARLINK-31254 - Y-Coordinate,STARLINK-1166 - Y-Coordinate,STARLINK-30567 - Y-Coordinate,STARLINK-5629 - Y-Coordinate,STARLINK-3724 - Y-Coordinate,STARLINK-1374 - Y-Coordinate,STARLINK-4738 - Y-Coordinate,STARLINK-5530 - Y-Coordinate,STARLINK-2094 - Y-Coordinate,STARLINK-4091 - Y-Coordinate,STARLINK-1269 - Y-Coordinate,STARLINK-3837 - Y-Coordinate,STARLINK-30080 - Y-Coordinate,STARLINK-1056 - Y-Coordinate,STARLINK-5885 - Y-Coordinate,STARLINK-30535 - Y-Coordinate,STARLINK-3400 - Y-Coordinate,STARLINK-5808 - Y-Coordinate,STARLINK-2465 - Y-Coordinate,STARLINK-4286 - Y-Coordinate,STARLINK-5665 - Y-Coordinate,STARLINK-4462 - Y-Coordinate,STARLINK-4676 - Y-Coordinate,STARLINK-31732 - Y-Coordinate,STARLINK-2684 - Y-Coordinate,STARLINK-4260 - Y-Coordinate,STARLINK-2484 - Y-Coordinate,STARLINK-31262 - Y-Coordinate,STARLINK-3905 - Y-Coordinate,STARLINK-31248 - Y-Coordinate,STARLINK-31464 - Y-Coordinate,STARLINK-5241 - Y-Coordinate,STARLINK-1948 - Y-Coordinate,STARLINK-1094 - Y-Coordinate,STARLINK-31349 - Y-Coordinate,STARLINK-6317 - Y-Coordinate,STARLINK-1062 - Y-Coordinate,STARLINK-3865 - Y-Coordinate,STARLINK-3722 - Y-Coordinate,STARLINK-3369 - Y-Coordinate,STARLINK-5775 - Y-Coordinate,STARLINK-3929 - Y-Coordinate,STARLINK-4348 - Y-Coordinate,STARLINK-5217 - Y-Coordinate,STARLINK-30506 - Y-Coordinate,STARLINK-11237 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3762 - Z-Coordinate,STARLINK-6260 - Z-Coordinate,STARLINK-30775 - Z-Coordinate,STARLINK-1123 - Z-Coordinate,STARLINK-32256 - Z-Coordinate,STARLINK-30978 - Z-Coordinate,STARLINK-5244 - Z-Coordinate,STARLINK-31040 - Z-Coordinate,STARLINK-5784 - Z-Coordinate,STARLINK-5857 - Z-Coordinate,STARLINK-4379 - Z-Coordinate,STARLINK-5871 - Z-Coordinate,STARLINK-31841 - Z-Coordinate,STARLINK-6211 - Z-Coordinate,STARLINK-4682 - Z-Coordinate,STARLINK-5063 - Z-Coordinate,STARLINK-2501 - Z-Coordinate,STARLINK-2267 - Z-Coordinate,STARLINK-3655 - Z-Coordinate,STARLINK-2373 - Z-Coordinate,STARLINK-5746 - Z-Coordinate,STARLINK-4810 - Z-Coordinate,STARLINK-31666 - Z-Coordinate,STARLINK-2082 - Z-Coordinate,STARLINK-6279 - Z-Coordinate,STARLINK-31228 - Z-Coordinate,STARLINK-31415 - Z-Coordinate,STARLINK-5945 - Z-Coordinate,STARLINK-6140 - Z-Coordinate,STARLINK-5440 - Z-Coordinate,STARLINK-3728 - Z-Coordinate,STARLINK-30078 - Z-Coordinate,STARLINK-31906 - Z-Coordinate,STARLINK-2135 - Z-Coordinate,STARLINK-4257 - Z-Coordinate,STARLINK-6335 - Z-Coordinate,STARLINK-11116 [DTC] - Z-Coordinate,STARLINK-1890 - Z-Coordinate,STARLINK-3625 - Z-Coordinate,STARLINK-1929 - Z-Coordinate,STARLINK-31039 - Z-Coordinate,STARLINK-3672 - Z-Coordinate,STARLINK-2734 - Z-Coordinate,STARLINK-2469 - Z-Coordinate,STARLINK-2738 - Z-Coordinate,STARLINK-2519 - Z-Coordinate,STARLINK-30437 - Z-Coordinate,STARLINK-30397 - Z-Coordinate,STARLINK-2549 - Z-Coordinate,STARLINK-30410 - Z-Coordinate,STARLINK-2742 - Z-Coordinate,STARLINK-5930 - Z-Coordinate,STARLINK-1114 - Z-Coordinate,STARLINK-31448 - Z-Coordinate,STARLINK-31254 - Z-Coordinate,STARLINK-1166 - Z-Coordinate,STARLINK-30567 - Z-Coordinate,STARLINK-5629 - Z-Coordinate,STARLINK-3724 - Z-Coordinate,STARLINK-1374 - Z-Coordinate,STARLINK-4738 - Z-Coordinate,STARLINK-5530 - Z-Coordinate,STARLINK-2094 - Z-Coordinate,STARLINK-4091 - Z-Coordinate,STARLINK-1269 - Z-Coordinate,STARLINK-3837 - Z-Coordinate,STARLINK-30080 - Z-Coordinate,STARLINK-1056 - Z-Coordinate,STARLINK-5885 - Z-Coordinate,STARLINK-30535 - Z-Coordinate,STARLINK-3400 - Z-Coordinate,STARLINK-5808 - Z-Coordinate,STARLINK-2465 - Z-Coordinate,STARLINK-4286 - Z-Coordinate,STARLINK-5665 - Z-Coordinate,STARLINK-4462 - Z-Coordinate,STARLINK-4676 - Z-Coordinate,STARLINK-31732 - Z-Coordinate,STARLINK-2684 - Z-Coordinate,STARLINK-4260 - Z-Coordinate,STARLINK-2484 - Z-Coordinate,STARLINK-31262 - Z-Coordinate,STARLINK-3905 - Z-Coordinate,STARLINK-31248 - Z-Coordinate,STARLINK-31464 - Z-Coordinate,STARLINK-5241 - Z-Coordinate,STARLINK-1948 - Z-Coordinate,STARLINK-1094 - Z-Coordinate,STARLINK-31349 - Z-Coordinate,STARLINK-6317 - Z-Coordinate,STARLINK-1062 - Z-Coordinate,STARLINK-3865 - Z-Coordinate,STARLINK-3722 - Z-Coordinate,STARLINK-3369 - Z-Coordinate,STARLINK-5775 - Z-Coordinate,STARLINK-3929 - Z-Coordinate,STARLINK-4348 - Z-Coordinate,STARLINK-5217 - Z-Coordinate,STARLINK-30506 - Z-Coordinate,STARLINK-11237 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3781.1383,3375.2678,1097.0747,-1026.3898,-3360.3935,-5804.7702,-6332.6762,4880.7709,-3810.0772,-249.3158,146.2583,-518.3138,0.0000,5703.7634,0.0000,-4104.2619,2936.1376,2724.6329,-2326.5492,-3435.8522,866.1258,2916.3899,0.0000,4209.1916,636.3052,-3882.7349,5342.1903,853.0933,-290.9343,-6694.9263,-5395.8720,6813.9507,-3549.9240,-1015.4149,-3055.2664,68.8315,-4867.9954,-19.5259,-5525.0393,-3779.2805,2526.3871,-4120.5565,-6488.7186,822.0393,6693.1549,-4370.7033,-6530.0559,-2174.8690,3780.3528,-5672.9762,-131.5059,530.1189,-566.6834,1037.3379,-6124.8624,-4261.2639,2720.4276,-1480.6785,764.0129,5810.5453,-6288.4286,4796.0489,-1974.0804,-199.2450,5338.4226,-53.9026,-2358.5905,1824.8154,-1664.0148,-3435.7286,1352.2208,-3581.3806,-3739.8675,4834.2370,-419.1392,3545.5246,3989.6764,-4498.4887,4781.3844,3833.6341,-4663.4039,5804.5436,4167.3468,-5367.3730,-5663.9894,5686.4313,781.6820,-4554.5848,-5855.6603,4903.5595,-256.6077,-3385.9912,-3181.3992,1532.2025,4365.2137,-2702.5761,3959.2123,6711.4893,-5569.7935,-3988.4661,335937.9026,319222.4427,341917.8172,341701.3577,333109.3480,334975.3174,336687.4454,339296.1853,-78612539.4617,-78659543.3128,-78630315.0049,-78606165.7143,337920.0504,-78617867.0823,-4534.6567,4685.2043,-5881.9612,4462.2768,2575.7877,-3411.4110,-365.6085,4716.8946,-5510.7010,6680.6738,-1611.1637,-6756.5366,0.0000,-3390.1436,0.0000,-4849.3550,-4739.3359,-5200.1451,5855.3713,-2353.6834,5396.8382,-4776.5888,0.0000,-5130.9272,-5370.5049,3620.4144,-696.1384,6010.2847,5478.9834,-962.6305,4194.1873,-441.3392,-4147.5377,-4829.5722,-4538.2700,-6119.2057,-4602.9508,6319.6864,1600.0838,-5062.0357,-5937.6896,-1247.7674,-322.2428,-6524.6915,-494.5443,-4077.7067,-948.9627,-6333.0141,-1824.6890,1446.3762,-6675.3597,-6795.0033,4424.5111,5632.9801,1756.5768,4854.6399,5511.9354,3441.5082,4589.7456,1441.3397,-490.7424,-2635.4856,6504.5927,-5773.7343,-2425.8386,5695.6913,4485.7590,-6496.4956,26.3975,3868.5122,3990.3390,-3804.0392,-4324.8620,-196.7861,-5130.4574,5903.3766,-2515.1088,4047.0171,-1449.5753,4741.8685,-1434.0895,-3562.7729,187.4222,-2573.0498,1493.1231,-2990.1568,-6159.5555,-5138.6784,3261.1979,-1359.1093,-6260.5125,-3621.6494,3353.4900,6605.9507,5067.0904,-5871.8147,1353.1541,661.7157,-2590.3906,3706.8707,63281.2662,55202.8995,65252.1552,65123.1473,65785.1020,64944.1466,57136.5038,59828.5046,330930486.6572,330922627.0229,330938850.7280,330950111.2834,60665.9901,330945927.3434,-3581.5019,3827.7830,-3507.9313,-5119.2762,5333.2431,-1679.0463,2726.6879,-1405.3259,-1810.6344,1937.3744,-6625.3607,-1519.7895,0.0000,-2011.3826,0.0000,-2586.5921,3886.0179,-3614.7988,-2816.4639,-5501.1307,4255.1798,4005.2236,0.0000,-1895.3461,-4442.1991,4280.1778,4178.7424,3344.9510,-4197.4763,1356.6092,-1045.7559,1194.3161,4059.6033,4838.0669,4119.5866,-3165.0605,-345.1233,2612.6803,-3811.5998,-1889.4338,-2491.8893,5404.5057,1696.8509,-2073.9954,416.3744,3055.8105,-1828.2911,-1771.2301,-5494.0023,3520.4793,1773.2482,1316.2891,4903.8066,3701.9599,-2496.0628,2135.2618,-3159.5790,-5820.6521,-5002.8034,-3485.2919,-2843.7783,4078.5352,1254.2806,3789.4903,-3650.1000,3923.7750,-4716.7382,-1507.1428,6731.2182,4603.8649,5168.5674,-4654.8076,3719.9978,-4823.8659,4638.1234,-654.7223,5037.5777,-3058.2304,-4699.3456,-3235.6865,4772.4763,1247.6534,-5521.3047,-3441.2035,3480.2609,2522.9503,3131.4670,497.9628,-1124.6340,4695.2594,-2937.9666,4808.0787,5114.3679,-1242.3815,1803.8445,-2425.0037,5519.0250,-1538.0762,3207.9586,-3945.5449,162404.3856,161805.7832,164066.0404,166244.1047,168764.4778,159180.0753,155090.7690,164033.3836,-84362106.1345,-84382519.6489,-84392077.8920,-84371890.8051,163221.0389,-84374377.3300,
300.000,1945.1935,4377.6923,-815.8076,720.8612,-1565.5871,-6609.3019,-6768.3849,5743.8729,-5113.3234,452.5578,1629.5295,-1106.9941,0.0000,4265.1331,0.0000,-4499.3548,1003.2440,898.5581,-701.2259,-4625.8585,2831.6446,1942.7569,0.0000,3336.3613,-1308.6657,-3258.2659,5352.3387,2606.8676,1626.2231,-6881.3834,-4597.6337,6646.2287,-4501.9287,-2556.2040,-3725.1811,-1671.2221,-5377.0597,1329.2889,-4014.6202,-4900.4503,1456.8342,-4979.7372,-6650.4452,-406.9552,6125.9463,-5643.5834,-5916.1763,-3424.2560,2920.0421,-4221.6183,-1378.8329,-91.5870,1501.3456,2702.4107,-6057.0311,-2697.0127,3880.3533,416.1107,2471.1713,5097.1807,-5397.3600,3057.5017,-803.1233,-1660.8369,5243.0577,1484.5074,-397.9054,431.3749,-3371.3200,-1521.3324,3411.9756,-5133.0279,-4137.5789,5378.8509,-2472.1329,4482.6158,3490.9110,-3906.3443,3213.7032,4256.7664,-4159.1068,4600.5638,4287.3605,-6442.7140,-5517.3377,4234.1012,-727.9779,-5314.1457,-4588.7031,3980.8713,-1583.5980,-3945.9261,-2183.1453,2711.5722,5089.6635,-3987.2872,5181.5408,6888.0272,-5505.6690,-2050.4724,334382.3485,317972.8937,340610.7827,340293.1531,331695.3728,333560.1004,335305.3178,338057.2600,-85818327.5854,-85864745.8450,-85835508.6726,-85812068.7200,336534.8088,-85823588.0861,-4616.7682,2902.9987,-5346.6690,5391.7026,3839.8986,-2102.8649,924.2619,3855.5794,-4680.0865,5786.5661,-3171.3162,-5909.0417,0.0000,-4371.3948,0.0000,-3252.0915,-4573.0437,-4897.5864,5427.0681,-576.2983,5352.9402,-6090.7013,0.0000,-6039.0457,-5820.8094,5231.4646,-2675.4937,6074.9451,5858.6820,242.7110,5102.7889,-1945.3450,-2255.7996,-3410.6125,-2685.4115,-5262.0164,-3398.6064,5348.4455,2731.7765,-4408.4188,-6717.6483,644.3056,934.4875,-6875.4346,-1683.0792,-3365.0603,424.5462,-5168.3516,-3764.4688,2594.0838,-5867.0941,-6895.8434,3697.7241,4430.4641,3090.7224,5050.4582,3965.5739,2488.9701,3292.7151,-226.9448,935.5443,-2676.0146,6844.9397,-4586.5499,-3968.4621,4565.7987,5326.1037,-6142.9571,-1260.4852,4857.9566,3667.0438,-2440.8719,-2469.6546,-2002.1824,-4472.1434,5135.9872,-4384.5645,5362.4206,-2820.9429,3026.8770,614.4090,-4264.9835,-1938.2456,-1523.1283,3296.8647,-3718.6200,-5300.7711,-4178.2207,4316.1232,-3306.7546,-5191.6357,-1609.3163,5045.3480,6310.2243,3513.3348,-5592.6345,2423.5265,-551.5343,-652.9634,4067.4451,69842.3757,61937.9679,72234.2681,72102.3213,72864.3969,71985.6242,64277.3390,66850.2998,329137415.8748,329128722.6828,329145534.3583,329157609.6531,67736.3842,329152895.7415,-4754.0899,4515.5489,-4342.5444,-4192.5244,5401.3542,-164.1051,1019.4122,400.7374,-305.5530,3836.1736,-5814.0646,-3479.9875,0.0000,-3283.5441,0.0000,-4030.5957,4923.2312,-4769.5428,-4207.3426,-5087.0304,3366.3777,2554.0062,0.0000,-111.4739,-3655.7123,2923.4666,3272.0695,2089.4933,-3278.1712,-456.2250,770.8755,-344.8180,4573.3678,5438.5325,5078.2074,-4122.2628,-2136.3420,4044.7206,-4903.7458,-70.2003,-758.6533,4747.9855,-120.8359,-302.0847,2196.5644,1388.3647,-3422.4775,-3090.2952,-5010.8116,4700.4246,3371.3221,-809.5887,5292.2201,4422.6754,-755.7058,3670.2664,-4121.8567,-6446.7886,-5452.8329,-4686.8883,-4228.7114,5479.7960,-555.5687,4889.9387,-2110.9566,4975.9762,-4404.9710,-3146.7993,5927.8400,4696.0110,4403.9553,-4079.6207,4825.1674,-3705.4295,4679.8538,1160.1188,4028.9287,-1391.4025,-5363.4134,-4514.8003,5374.8976,2924.2661,-5074.3506,-1851.9706,2267.2121,3981.3885,4438.2237,-1314.1096,-2553.4773,4600.0855,-4294.6530,5433.1854,4162.1257,573.9918,3116.5502,-681.7559,3908.2876,266.5415,4155.3816,-4947.2799,162451.7205,161819.1492,164191.5173,166106.0192,168874.1061,159451.9700,155013.3390,163594.0828,-84356682.8699,-84377273.8543,-84386752.0070,-84366056.3491,163251.0100,-84368933.6426,
600.000,-104.8282,4998.5099,-2676.2909,2359.9684,356.4623,-6773.8672,-6530.2253,6041.1840,-5920.1147,1158.6508,2990.8206,-1629.0269,0.0000,2408.0137,0.0000,-4479.2362,-1059.2290,-1047.4040,1029.4476,-5396.6975,4508.4762,802.3261,0.0000,2130.0764,-3109.9095,-2328.9289,4845.7449,4093.2557,3364.1053,-6377.9228,-3334.6152,5833.4726,-5036.2328,-3892.1775,-4072.3335,-3279.0096,-5317.2075,2585.2079,-2117.3870,-5457.3356,250.6491,-5386.4263,-6088.0906,-1591.6748,4893.8072,-6295.9483,-4710.3553,-4370.9584,1824.7171,-2347.6260,-2526.0198,-714.5794,3427.6401,4128.1782,-5370.2306,-827.3502,4700.7374,2314.3837,3968.1413,3915.4843,-3991.6862,976.2436,453.9839,-3005.7417,4642.3188,2922.9958,1578.8995,-1036.7739,-4667.1948,521.0154,5088.0253,-6218.2417,-4161.4821,5400.6549,-4299.8583,4984.1891,2688.8495,-2914.9275,1349.4474,4304.6408,-3281.7339,2927.4909,4038.9547,-6864.3063,-4824.7539,2350.5963,-2209.3921,-5548.5907,-2841.3947,2712.9167,-2799.4312,-4174.2468,-1012.6077,3624.2462,5347.3813,-4866.5549,5810.5694,6378.1788,-4942.7846,118.1629,332732.6253,316582.3150,339154.0229,338736.7845,330133.8012,332001.9592,333772.4040,336556.3292,-92983299.8911,-93029114.8707,-92999878.2329,-92977196.4632,335001.7236,-92988495.1974,-4288.7148,847.5574,-4327.4137,5806.7519,4756.2198,-592.3033,2110.4031,2608.9280,-3398.9897,4315.3868,-4316.6654,-4461.8937,0.0000,-4960.6810,0.0000,-1306.8337,-3979.3357,-4149.6651,4488.7053,1220.1089,4819.1248,-6790.0204,0.0000,-6341.1079,-5751.0022,6293.1037,-4367.2503,5564.6718,5689.2297,1428.8360,5508.7007,-3263.9504,-143.3773,-1689.6511,-559.3612,-3909.2541,-1805.7612,3842.2905,3644.4415,-3248.2243,-6827.4611,2439.6746,2090.8443,-6535.2372,-2714.9336,-2301.3517,1791.1370,-3501.2935,-5344.7082,3526.9061,-4480.7451,-6293.8604,2611.5577,2801.6699,4099.3513,4753.6375,2037.8059,1355.0822,1701.5009,-1912.6260,2312.3106,-2502.7122,6504.4097,-2969.0218,-5099.4736,3013.1610,5685.1410,-5194.5167,-2479.7385,5417.1967,2989.5448,-883.2578,-348.6148,-3573.0302,-3423.6661,3849.6085,-5810.9454,6102.5748,-3958.9116,997.0254,2624.9108,-4574.7464,-3860.0869,-339.8925,4750.1662,-4119.6999,-3949.5772,-2786.1278,4950.4827,-4950.2586,-3624.7325,558.3214,6240.4783,5377.1037,1606.6099,-4757.9858,3276.5832,-1712.9376,1367.6212,4045.7649,76336.1450,68645.2176,79181.8743,79043.8468,79910.3340,78989.3954,71387.1964,73911.3052,327187469.6483,327177958.5678,327195368.0610,327208220.6191,74775.3028,327202991.9990,-5413.2252,4719.7154,-4713.8158,-2805.0676,4861.7112,1368.3585,-798.2965,2163.7860,1232.1591,5329.1716,-4352.0808,-5070.2462,0.0000,-4204.6845,0.0000,-5030.1926,5402.4278,-5406.6487,-5142.7705,-4122.2006,2116.8528,823.6740,0.0000,1684.4797,-2488.4809,1238.5085,1997.8813,610.3462,-2004.4193,-2219.5449,2504.1568,-1847.0493,4570.2792,5452.9998,5474.3070,-4630.7807,-3675.5745,5026.0785,-5465.1714,1757.7034,1056.4136,3579.5751,-1924.3470,1502.7010,3719.1955,-442.3941,-4636.9986,-4077.9790,-3988.4034,5355.5594,4604.6043,-2849.2065,5037.0748,4646.9694,1068.8128,4789.8594,-4639.6247,-6383.3726,-5295.4559,-5386.9334,-5159.3219,6267.8844,-2305.4616,5462.4670,-343.2467,5492.7672,-3620.6136,-4447.3438,4493.1305,4285.1100,3112.3687,-3079.9975,5389.2806,-2173.1725,4220.9647,2849.7355,2583.9981,434.7005,-5436.8741,-5305.6423,5376.3304,4286.4587,-4082.7564,-59.4225,798.7997,5008.1823,5274.6355,-2982.6526,-3692.5391,4011.7154,-5190.1991,5471.6947,2757.8661,2327.7668,4094.7824,1135.4514,1878.9196,2042.3615,4657.9205,-5370.8934,162510.6544,161832.4924,164315.0954,165963.0862,168980.2434,159730.0626,154940.7563,163128.7615,-84351264.9353,-84372027.5678,-84381420.0160,-84360226.9984,163280.8729,-84363489.7457,
