sl_5_86400_20281020 Coordinates.csv
2028/10/20 07:47:00.0000 UTC

Generated: Tue Oct  8 21:10:58 2024,
Start: 2028/10/20 07:47:00.00, Stop: 2028/10/21 07:47:00.00,
TIME_UNITS,STARLINK-31442 - X-Coordinate,STARLINK-5155 - X-Coordinate,STARLINK-1015 - X-Coordinate,STARLINK-3774 - X-Coordinate,STARLINK-11089 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31442 - Y-Coordinate,STARLINK-5155 - Y-Coordinate,STARLINK-1015 - Y-Coordinate,STARLINK-3774 - Y-Coordinate,STARLINK-11089 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31442 - Z-Coordinate,STARLINK-5155 - Z-Coordinate,STARLINK-1015 - Z-Coordinate,STARLINK-3774 - Z-Coordinate,STARLINK-11089 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4343.0433,811.1446,-2831.9689,-3438.7882,-3752.8546,121.6339,-7542.6875,-6971.1866,-5604.4189,-2152.7007,-3846.9552,-11534.6607,-9331.9950,-273070467.9322,-273096457.2527,-273080446.0750,-273087007.9774,-8667.7454,-273086224.2056,-2456.4905,-4865.3462,-3232.4316,-4367.7718,5105.9757,331595.1602,357379.7892,332237.5328,333124.2674,340972.1704,339865.4615,340206.7002,336350.1855,21486554.8590,21505797.7897,21478843.4704,21468607.8787,337951.9210,21482137.1239,-4615.9012,4812.4444,-5428.3220,-4074.9946,2249.9089,-146256.7637,-148207.2743,-144762.1954,-144064.9339,-140577.0512,-149490.5012,-154633.6526,-145831.2769,66202749.2037,66236567.7116,66231963.8201,66215361.9370,-146244.2661,66214980.4765,
3600.000,-1885.3031,3290.0276,5230.8602,5746.0647,1689.0161,-83866.9001,-95519.0121,-92324.0800,-91244.6320,-85785.8412,-88862.9116,-94487.2876,-92159.3305,-269274304.3861,-269308025.3867,-269283865.9626,-269284934.9246,-92422.5614,-269290335.3617,6046.1098,3043.3458,-338.2962,3798.5590,-5874.4024,323312.7040,343869.7051,319393.4549,321400.5691,328495.5505,326697.0653,327432.3815,326882.3596,-50002130.2269,-49982309.9828,-50001930.2413,-50016676.4644,325116.2700,-50005670.9883,2450.8245,-5248.5880,4510.0515,-46.7703,2799.2568,-147355.0728,-149097.8479,-144712.7762,-147099.9108,-140746.4575,-146720.6861,-156119.0493,-147188.8173,66154026.3063,66186304.4165,66184471.2570,66170667.3216,-146941.8492,66166185.7225,
7200.000,-847.6882,-6374.1961,-6293.2236,-5329.7494,2303.6622,-164533.2392,-177219.9651,-171936.9764,-172409.8677,-163787.8554,-170738.1254,-171736.9823,-170214.1825,-247086660.0432,-247128715.3103,-247099904.3304,-247095408.4834,-170341.6298,-247103423.0188,-6536.1786,-1338.3960,2763.6189,-1441.0189,3322.7287,293848.4972,308950.5826,286434.4588,291767.1744,295608.9799,290617.9549,294637.9282,290088.9131,-118056466.6859,-118039041.4151,-118049245.3004,-118063503.6829,291868.2222,-118059414.7694,1637.5760,2260.0512,-815.4437,4111.7655,-5379.9262,-148390.0590,-149953.4572,-145245.4079,-149084.8382,-141335.6836,-145455.8707,-156944.5635,-147818.3105,66106094.1178,66135794.4959,66135666.4578,66124822.1724,-147624.0972,66117394.2074,
10800.000,3620.4152,6539.8499,4696.1229,3370.7906,-5932.0535,-237055.6797,-247499.4385,-240717.2996,-240254.0302,-231230.5443,-240433.5099,-238583.6042,-238084.9231,-208027885.8439,-208077729.0774,-208047892.2085,-208041245.4385,-237537.4313,-208045637.2567,3650.2334,-265.4193,-3775.5611,-2458.8384,-19.8164,243205.7817,254904.3383,235398.7746,243969.0305,244320.5626,236915.4056,243802.2556,241968.7066,-178029208.9114,-178017301.9728,-178017667.1404,-178028453.9680,240302.0699,-178032038.0998,-4446.6073,2170.3050,-3408.2151,-5486.5548,3163.8236,-149120.5516,-150770.4575,-146400.1429,-147371.7733,-142333.0138,-149638.0578,-157127.0574,-147932.2390,66058897.0091,66085090.5774,66085799.2970,66076310.6225,-148290.9655,66068605.9538,
14400.000,-5639.4153,-3808.3453,-801.7557,-1348.0946,6057.3547,-291150.4471,-301952.8127,-294254.8710,-292454.5374,-283868.3388,-292774.9602,-290899.3464,-288969.7649,-154770258.2317,-154826195.1346,-154798465.6080,-154792921.8692,-289796.7651,-154788986.2024,659.7804,2428.8593,4115.9783,5931.9054,-2262.6975,170799.1935,185230.4454,169530.5988,178963.3999,177771.3500,169807.3472,177950.2537,172255.5072,-225826380.4153,-225822830.5757,-225814249.5569,-225824031.6650,173659.9036,-225829629.7456,3721.5467,-5217.6714,5496.6703,3223.1361,1844.5583,-148330.3750,-151544.2043,-148046.1916,-145824.5470,-143750.0989,-153546.7653,-156648.7439,-149721.1219,66012331.9569,66034234.6910,66035097.3742,66023087.3666,-148942.4118,66019820.9846,
18000.000,5532.6506,51.8124,-3398.9021,-303.4550,-2058.3204,-320479.8078,-337197.8478,-329151.4930,-326616.4204,-318403.8092,-326388.6377,-325343.7767,-324906.2398,-90955113.0705,-91014466.2502,-90991129.9700,-90980941.3107,-323844.4273,-90974540.2666,-3941.4361,-4884.3966,-4331.0993,-6785.8600,3697.2720,91071.7485,104420.2865,93054.0256,102239.0608,100008.0853,92564.5188,100977.9984,97217.9367,-258186755.4047,-258193707.2778,-258177925.2438,-258191971.7792,96128.0301,-258190887.8325,-67.4491,4859.8407,-4197.8885,1144.5094,-5233.0838,-147782.1170,-152268.5353,-149916.9626,-144912.3461,-145624.0647,-156479.7752,-155453.9078,-148656.7937,65966255.2172,65983260.9818,65983756.2087,65966772.5553,-149578.3956,65971039.3223,
21600.000,-2507.9807,2700.0506,5745.4111,2191.8663,-3084.3864,-329828.1709,-351088.8645,-343255.4658,-340596.0985,-332733.7017,-339790.6738,-339482.5651,-336480.2269,-20943842.0504,-21003259.2555,-20985635.7098,-20962565.5863,-337548.0698,-20963498.1180,5150.5605,6199.3990,3847.2998,4453.1480,-4475.3857,8973.3298,17668.9932,10854.9180,19076.6286,15658.2129,9698.0008,17386.7656,11840.1782,-272904364.0682,-272922946.8362,-272902082.3945,-272915521.6440,12574.3799,-272909645.0687,-3658.1083,-1372.4285,276.3787,-4781.8304,3954.7595,-147713.1167,-152934.8857,-151681.4974,-144531.5495,-148020.3841,-158588.4852,-153444.2865,-151472.1493,65920491.6359,65932197.6673,65931942.2201,65914387.4800,-150198.8783,65922260.9896,
25200.000,-2200.3627,-3859.4083,-5508.4805,-4426.4553,5640.0472,-319507.3358,-342849.9485,-335773.7310,-333459.0842,-326341.2812,-332358.9825,-331647.2889,-331086.3393,50480210.9763,50424350.0604,50435832.7418,50469808.0747,-330051.4560,50460866.3948,-4607.7955,-4849.0359,-1760.6549,-525.5066,3570.7568,-71853.8865,-69455.7037,-71877.9826,-65134.2375,-70563.4289,-73831.1874,-68204.4123,-71338.7391,-268978843.3376,-269008987.2533,-268985109.1002,-268988813.7566,-71756.6515,-268985271.2593,4471.6543,-3032.7215,3793.7020,5242.4982,818.1316,-147865.1073,-153530.6455,-153033.1564,-144608.5246,-150962.6835,-159981.0587,-150581.7253,-149431.0679,65874845.9939,65881068.4684,65879799.2291,65866479.8532,-150803.8235,65873486.0090,
28800.000,5871.3604,4106.1619,3706.7080,5921.1308,-4629.8620,-290402.2423,-313117.0385,-307267.9319,-305596.6263,-301719.1594,-304591.8939,-300574.9255,-301020.5134,118438570.8840,118389710.7946,118395297.7192,118432298.2248,-301827.8120,118420006.7850,2931.1292,988.4123,-1896.2505,-2701.2980,-47.4647,-147165.8426,-151364.3987,-149999.1506,-145034.9040,-153641.2487,-152980.0930,-151965.0211,-151780.4366,-246683393.1099,-246723811.0012,-246698623.1730,-246687821.1675,-151572.8333,-246690699.5327,-1763.0386,5443.6098,-5531.7889,-2266.7360,-4884.0201,-148147.2587,-154035.7876,-153771.7876,-145105.0652,-152853.5373,-160713.5263,-149225.4311,-153016.2898,65829115.6510,65829893.6696,65827455.2510,65820956.6778,-151393.1965,65824714.4031,
32400.000,-6370.7961,-4152.5848,-1756.3766,-5049.9128,1890.9523,-244355.5379,-263880.4477,-259566.0701,-258695.5099,-258305.7660,-258146.0193,-251250.6084,-255250.4634,178290836.7194,178251832.4402,178252139.6283,178283362.7641,-254649.9591,178273328.0750,-184.0405,3389.8507,5487.5941,4122.8882,-4528.2941,-212850.5722,-222789.8707,-218705.3732,-215575.8230,-224597.9210,-222927.0390,-224747.2909,-221781.6156,-207545731.6198,-207594065.0438,-207568733.9291,-207544347.1072,-221865.6495,-207553451.6245,-2359.7260,-4346.9905,3825.1798,-2230.7800,4592.0315,-148516.6575,-154414.8998,-153857.3575,-146009.4677,-151046.9635,-160802.7550,-153314.9977,-150312.0081,65783103.6709,65778690.9182,65775028.7375,65776380.1482,-151966.9649,65775946.1944,
36000.000,3790.8729,3564.9724,186.4143,1517.3645,598.8502,-184126.3956,-198306.0181,-195626.4102,-195616.0237,-196771.4196,-195765.0015,-187613.8313,-191132.1405,225951515.9677,225924309.4934,225920000.2583,225938908.8487,-191479.1167,225935071.9105,-3250.5423,-5889.4829,-6914.1295,-4207.9945,6695.3812,-265267.2190,-279091.7818,-273782.5305,-272313.1361,-280904.4030,-279345.3712,-281185.5976,-278360.5080,-154243386.9466,-154296489.3902,-154271624.9371,-154239371.5964,-278224.0373,-154250980.8794,4596.4318,407.2040,233.1727,5229.7607,-240.1027,-148949.1402,-154593.9630,-153420.6715,-147333.3938,-149406.6517,-160230.9624,-157130.1242,-154315.7610,65736631.5769,65727475.8362,65722634.2797,65731708.2154,-152525.0979,65727181.4055,
39600.000,-79.5468,-1456.1664,1558.1023,3001.3146,-2627.8626,-113258.7134,-120283.2474,-119374.7018,-120182.7135,-122378.6240,-121122.9501,-112705.1030,-116455.7621,258168862.2024,258154291.9602,258145793.7462,258150351.1107,-116279.3385,258153223.8787,5988.6244,5583.9079,5302.2950,3930.9676,-4415.3951,-301485.2344,-316505.6565,-311816.1142,-311686.7260,-319908.7322,-318631.2625,-319639.5981,-316849.0542,-90420508.5266,-90474816.6969,-90450599.0304,-90419033.9413,-317110.7065,-90427503.3475,-3212.3037,3770.3049,-4169.7918,-4801.0636,-4346.1245,-149429.5431,-154365.0954,-152728.3100,-149113.9773,-148401.1786,-158942.4378,-159969.3754,-151336.2666,65689550.9115,65676262.4992,65670388.0622,65685870.2415,-153067.5669,65678420.0588,
43200.000,-2936.2273,-2191.3519,-3801.4715,-5945.4866,4394.7904,-35896.5048,-32817.4628,-35511.5255,-36873.4712,-40258.5238,-38573.0795,-30883.3983,-33654.6035,272746695.1219,272744456.0116,272731772.5384,272725773.0827,-33769.1894,272731403.7763,-6083.8185,-3506.6856,-1756.9081,-3267.9863,-574.5435,-319465.4359,-333979.9495,-330383.4522,-331282.7689,-339159.5181,-338039.1775,-338314.1534,-336575.4423,-20438734.6302,-20490667.6445,-20467090.0606,-20444418.6412,-336083.7642,-20444847.8024,-732.0054,-5525.6618,5500.8125,1183.6661,5050.9522,-149947.6326,-153116.5846,-152111.1777,-151416.6889,-147926.9024,-156838.9263,-161984.1724,-155352.9076,65641752.8527,65625063.8182,65618413.4353,65637339.5591,-153594.3451,65629662.1767,
46800.000,4578.9974,5690.5423,5780.8190,5933.2509,-4869.1635,43438.2225,55939.7557,50729.6319,49665.3204,44265.8233,47329.0452,52958.1201,50713.1438,268694081.3287,268702826.7952,268685488.0526,268677550.7169,50873.8101,268678598.7770,2910.8166,1262.5783,-1632.2174,1424.4691,4459.4519,-318186.7749,-333999.1402,-328228.1492,-330245.2072,-337385.7083,-335560.6286,-336248.6929,-333211.9552,50920854.7329,50874527.7185,50897346.1367,50908851.6685,-333949.7929,50915641.2816,4078.4686,3677.7625,-3441.9691,3190.2704,-1288.9991,-150496.1369,-152695.6718,-151875.8149,-154265.0659,-147910.2016,-153882.3743,-163282.6779,-152514.0601,65593175.2626,65573891.8517,65566846.9443,65584072.7735,-154105.4075,65580907.7817,
