sl_100_86400_20280505 Coordinates.csv
2028/05/05 07:47:00.0000 UTC

Generated: Tue Oct  8 21:42:44 2024,
Start: 2028/05/05 07:47:00.00, Stop: 2028/05/06 07:47:00.00,
TIME_UNITS,STARLINK-32167 - X-Coordinate,STARLINK-30415 - X-Coordinate,STARLINK-31624 - X-Coordinate,STARLINK-30583 - X-Coordinate,STARLINK-5600 - X-Coordinate,STARLINK-5002 - X-Coordinate,STARLINK-30602 - X-Coordinate,STARLINK-31181 - X-Coordinate,STARLINK-30900 - X-Coordinate,STARLINK-3840 - X-Coordinate,STARLINK-5789 - X-Coordinate,STARLINK-31849 - X-Coordinate,STARLINK-5734 - X-Coordinate,STARLINK-3944 - X-Coordinate,STARLINK-3085 - X-Coordinate,STARLINK-30228 - X-Coordinate,STARLINK-32017 - X-Coordinate,STARLINK-6271 - X-Coordinate,STARLINK-4448 - X-Coordinate,STARLINK-3522 - X-Coordinate,STARLINK-1832 - X-Coordinate,STARLINK-4381 - X-Coordinate,STARLINK-32028 - X-Coordinate,STARLINK-31797 - X-Coordinate,STARLINK-3720 - X-Coordinate,STARLINK-1679 - X-Coordinate,STARLINK-1307 - X-Coordinate,STARLINK-1627 - X-Coordinate,STARLINK-6226 - X-Coordinate,STARLINK-1924 - X-Coordinate,STARLINK-30838 - X-Coordinate,STARLINK-2393 - X-Coordinate,STARLINK-31128 - X-Coordinate,STARLINK-30317 - X-Coordinate,STARLINK-6227 - X-Coordinate,STARLINK-1666 - X-Coordinate,STARLINK-30354 - X-Coordinate,STARLINK-30454 - X-Coordinate,STARLINK-5836 - X-Coordinate,STARLINK-2317 - X-Coordinate,STARLINK-3648 - X-Coordinate,STARLINK-6188 - X-Coordinate,STARLINK-4459 - X-Coordinate,STARLINK-30763 - X-Coordinate,STARLINK-11078 [DTC] - X-Coordinate,STARLINK-30217 - X-Coordinate,STARLINK-1316 - X-Coordinate,STARLINK-4359 - X-Coordinate,STARLINK-32112 - X-Coordinate,STARLINK-3902 - X-Coordinate,STARLINK-3126 - X-Coordinate,STARLINK-30859 - X-Coordinate,STARLINK-1331 - X-Coordinate,STARLINK-31346 - X-Coordinate,STARLINK-30098 - X-Coordinate,STARLINK-4160 - X-Coordinate,STARLINK-11125 [DTC] - X-Coordinate,STARLINK-4661 - X-Coordinate,STARLINK-11224 [DTC] - X-Coordinate,STARLINK-30775 - X-Coordinate,STARLINK-31244 - X-Coordinate,STARLINK-4342 - X-Coordinate,STARLINK-30774 - X-Coordinate,STARLINK-5950 - X-Coordinate,STARLINK-30907 - X-Coordinate,STARLINK-4667 - X-Coordinate,STARLINK-31118 - X-Coordinate,STARLINK-2635 - X-Coordinate,STARLINK-1533 - X-Coordinate,STARLINK-30315 - X-Coordinate,STARLINK-5512 - X-Coordinate,STARLINK-31740 - X-Coordinate,STARLINK-5155 - X-Coordinate,STARLINK-30308 - X-Coordinate,STARLINK-5396 - X-Coordinate,STARLINK-30333 - X-Coordinate,STARLINK-3895 - X-Coordinate,STARLINK-5481 - X-Coordinate,STARLINK-5444 - X-Coordinate,STARLINK-3948 - X-Coordinate,STARLINK-4600 - X-Coordinate,STARLINK-32254 - X-Coordinate,STARLINK-30283 - X-Coordinate,STARLINK-1934 - X-Coordinate,STARLINK-2418 - X-Coordinate,STARLINK-4128 - X-Coordinate,STARLINK-32232 - X-Coordinate,STARLINK-6377 - X-Coordinate,STARLINK-2371 - X-Coordinate,STARLINK-31827 - X-Coordinate,STARLINK-30299 - X-Coordinate,STARLINK-5802 - X-Coordinate,STARLINK-2324 - X-Coordinate,STARLINK-1434 - X-Coordinate,STARLINK-31440 - X-Coordinate,STARLINK-5511 - X-Coordinate,STARLINK-31628 - X-Coordinate,STARLINK-5660 - X-Coordinate,STARLINK-4467 - X-Coordinate,STARLINK-2557 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-32167 - Y-Coordinate,STARLINK-30415 - Y-Coordinate,STARLINK-31624 - Y-Coordinate,STARLINK-30583 - Y-Coordinate,STARLINK-5600 - Y-Coordinate,STARLINK-5002 - Y-Coordinate,STARLINK-30602 - Y-Coordinate,STARLINK-31181 - Y-Coordinate,STARLINK-30900 - Y-Coordinate,STARLINK-3840 - Y-Coordinate,STARLINK-5789 - Y-Coordinate,STARLINK-31849 - Y-Coordinate,STARLINK-5734 - Y-Coordinate,STARLINK-3944 - Y-Coordinate,STARLINK-3085 - Y-Coordinate,STARLINK-30228 - Y-Coordinate,STARLINK-32017 - Y-Coordinate,STARLINK-6271 - Y-Coordinate,STARLINK-4448 - Y-Coordinate,STARLINK-3522 - Y-Coordinate,STARLINK-1832 - Y-Coordinate,STARLINK-4381 - Y-Coordinate,STARLINK-32028 - Y-Coordinate,STARLINK-31797 - Y-Coordinate,STARLINK-3720 - Y-Coordinate,STARLINK-1679 - Y-Coordinate,STARLINK-1307 - Y-Coordinate,STARLINK-1627 - Y-Coordinate,STARLINK-6226 - Y-Coordinate,STARLINK-1924 - Y-Coordinate,STARLINK-30838 - Y-Coordinate,STARLINK-2393 - Y-Coordinate,STARLINK-31128 - Y-Coordinate,STARLINK-30317 - Y-Coordinate,STARLINK-6227 - Y-Coordinate,STARLINK-1666 - Y-Coordinate,STARLINK-30354 - Y-Coordinate,STARLINK-30454 - Y-Coordinate,STARLINK-5836 - Y-Coordinate,STARLINK-2317 - Y-Coordinate,STARLINK-3648 - Y-Coordinate,STARLINK-6188 - Y-Coordinate,STARLINK-4459 - Y-Coordinate,STARLINK-30763 - Y-Coordinate,STARLINK-11078 [DTC] - Y-Coordinate,STARLINK-30217 - Y-Coordinate,STARLINK-1316 - Y-Coordinate,STARLINK-4359 - Y-Coordinate,STARLINK-32112 - Y-Coordinate,STARLINK-3902 - Y-Coordinate,STARLINK-3126 - Y-Coordinate,STARLINK-30859 - Y-Coordinate,STARLINK-1331 - Y-Coordinate,STARLINK-31346 - Y-Coordinate,STARLINK-30098 - Y-Coordinate,STARLINK-4160 - Y-Coordinate,STARLINK-11125 [DTC] - Y-Coordinate,STARLINK-4661 - Y-Coordinate,STARLINK-11224 [DTC] - Y-Coordinate,STARLINK-30775 - Y-Coordinate,STARLINK-31244 - Y-Coordinate,STARLINK-4342 - Y-Coordinate,STARLINK-30774 - Y-Coordinate,STARLINK-5950 - Y-Coordinate,STARLINK-30907 - Y-Coordinate,STARLINK-4667 - Y-Coordinate,STARLINK-31118 - Y-Coordinate,STARLINK-2635 - Y-Coordinate,STARLINK-1533 - Y-Coordinate,STARLINK-30315 - Y-Coordinate,STARLINK-5512 - Y-Coordinate,STARLINK-31740 - Y-Coordinate,STARLINK-5155 - Y-Coordinate,STARLINK-30308 - Y-Coordinate,STARLINK-5396 - Y-Coordinate,STARLINK-30333 - Y-Coordinate,STARLINK-3895 - Y-Coordinate,STARLINK-5481 - Y-Coordinate,STARLINK-5444 - Y-Coordinate,STARLINK-3948 - Y-Coordinate,STARLINK-4600 - Y-Coordinate,STARLINK-32254 - Y-Coordinate,STARLINK-30283 - Y-Coordinate,STARLINK-1934 - Y-Coordinate,STARLINK-2418 - Y-Coordinate,STARLINK-4128 - Y-Coordinate,STARLINK-32232 - Y-Coordinate,STARLINK-6377 - Y-Coordinate,STARLINK-2371 - Y-Coordinate,STARLINK-31827 - Y-Coordinate,STARLINK-30299 - Y-Coordinate,STARLINK-5802 - Y-Coordinate,STARLINK-2324 - Y-Coordinate,STARLINK-1434 - Y-Coordinate,STARLINK-31440 - Y-Coordinate,STARLINK-5511 - Y-Coordinate,STARLINK-31628 - Y-Coordinate,STARLINK-5660 - Y-Coordinate,STARLINK-4467 - Y-Coordinate,STARLINK-2557 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-32167 - Z-Coordinate,STARLINK-30415 - Z-Coordinate,STARLINK-31624 - Z-Coordinate,STARLINK-30583 - Z-Coordinate,STARLINK-5600 - Z-Coordinate,STARLINK-5002 - Z-Coordinate,STARLINK-30602 - Z-Coordinate,STARLINK-31181 - Z-Coordinate,STARLINK-30900 - Z-Coordinate,STARLINK-3840 - Z-Coordinate,STARLINK-5789 - Z-Coordinate,STARLINK-31849 - Z-Coordinate,STARLINK-5734 - Z-Coordinate,STARLINK-3944 - Z-Coordinate,STARLINK-3085 - Z-Coordinate,STARLINK-30228 - Z-Coordinate,STARLINK-32017 - Z-Coordinate,STARLINK-6271 - Z-Coordinate,STARLINK-4448 - Z-Coordinate,STARLINK-3522 - Z-Coordinate,STARLINK-1832 - Z-Coordinate,STARLINK-4381 - Z-Coordinate,STARLINK-32028 - Z-Coordinate,STARLINK-31797 - Z-Coordinate,STARLINK-3720 - Z-Coordinate,STARLINK-1679 - Z-Coordinate,STARLINK-1307 - Z-Coordinate,STARLINK-1627 - Z-Coordinate,STARLINK-6226 - Z-Coordinate,STARLINK-1924 - Z-Coordinate,STARLINK-30838 - Z-Coordinate,STARLINK-2393 - Z-Coordinate,STARLINK-31128 - Z-Coordinate,STARLINK-30317 - Z-Coordinate,STARLINK-6227 - Z-Coordinate,STARLINK-1666 - Z-Coordinate,STARLINK-30354 - Z-Coordinate,STARLINK-30454 - Z-Coordinate,STARLINK-5836 - Z-Coordinate,STARLINK-2317 - Z-Coordinate,STARLINK-3648 - Z-Coordinate,STARLINK-6188 - Z-Coordinate,STARLINK-4459 - Z-Coordinate,STARLINK-30763 - Z-Coordinate,STARLINK-11078 [DTC] - Z-Coordinate,STARLINK-30217 - Z-Coordinate,STARLINK-1316 - Z-Coordinate,STARLINK-4359 - Z-Coordinate,STARLINK-32112 - Z-Coordinate,STARLINK-3902 - Z-Coordinate,STARLINK-3126 - Z-Coordinate,STARLINK-30859 - Z-Coordinate,STARLINK-1331 - Z-Coordinate,STARLINK-31346 - Z-Coordinate,STARLINK-30098 - Z-Coordinate,STARLINK-4160 - Z-Coordinate,STARLINK-11125 [DTC] - Z-Coordinate,STARLINK-4661 - Z-Coordinate,STARLINK-11224 [DTC] - Z-Coordinate,STARLINK-30775 - Z-Coordinate,STARLINK-31244 - Z-Coordinate,STARLINK-4342 - Z-Coordinate,STARLINK-30774 - Z-Coordinate,STARLINK-5950 - Z-Coordinate,STARLINK-30907 - Z-Coordinate,STARLINK-4667 - Z-Coordinate,STARLINK-31118 - Z-Coordinate,STARLINK-2635 - Z-Coordinate,STARLINK-1533 - Z-Coordinate,STARLINK-30315 - Z-Coordinate,STARLINK-5512 - Z-Coordinate,STARLINK-31740 - Z-Coordinate,STARLINK-5155 - Z-Coordinate,STARLINK-30308 - Z-Coordinate,STARLINK-5396 - Z-Coordinate,STARLINK-30333 - Z-Coordinate,STARLINK-3895 - Z-Coordinate,STARLINK-5481 - Z-Coordinate,STARLINK-5444 - Z-Coordinate,STARLINK-3948 - Z-Coordinate,STARLINK-4600 - Z-Coordinate,STARLINK-32254 - Z-Coordinate,STARLINK-30283 - Z-Coordinate,STARLINK-1934 - Z-Coordinate,STARLINK-2418 - Z-Coordinate,STARLINK-4128 - Z-Coordinate,STARLINK-32232 - Z-Coordinate,STARLINK-6377 - Z-Coordinate,STARLINK-2371 - Z-Coordinate,STARLINK-31827 - Z-Coordinate,STARLINK-30299 - Z-Coordinate,STARLINK-5802 - Z-Coordinate,STARLINK-2324 - Z-Coordinate,STARLINK-1434 - Z-Coordinate,STARLINK-31440 - Z-Coordinate,STARLINK-5511 - Z-Coordinate,STARLINK-31628 - Z-Coordinate,STARLINK-5660 - Z-Coordinate,STARLINK-4467 - Z-Coordinate,STARLINK-2557 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2707.9606,-1617.4314,-2913.3806,5344.9090,1649.8339,5239.2012,2181.8756,-3072.2185,791.7171,0.0000,-4985.7840,300.0668,-729.1328,-1261.1341,-1321.2398,-1599.8118,-5139.2590,-4168.7099,-184.0928,1633.8621,-5627.2484,684.5573,1752.9366,160.0332,-4027.3637,2330.2617,2437.2922,-4532.0473,-4951.4566,1603.3841,-3434.0312,-3757.3127,363.5012,-3066.3829,-66.6195,1503.6837,-4250.6352,5256.7248,5808.6392,-3182.4400,-3860.3570,-5129.3074,98.3231,4697.2242,3951.1525,-486.4993,3638.1618,4969.1179,-2640.8741,4660.1818,-4026.5902,-3857.8444,4831.9436,3472.2372,143.6744,-4206.3398,1035.6842,-3410.8891,5728.6913,4697.3761,2356.9591,-2544.1577,4756.3476,-5576.0873,693.9706,100.7397,0.0000,1134.2584,-4464.0820,-4575.9048,5040.9874,-5330.6566,-3466.2915,-4550.8150,5022.5391,6895.6142,-6766.8353,3965.2495,-4224.4806,-1146.9382,-5347.2698,2848.3223,-6467.0098,-3439.8668,-6008.2914,-3026.2458,-1971.0970,3682.8238,3248.9032,-5409.6757,-373.4001,-4976.4180,-4210.3755,4321.4056,5702.1783,4410.7294,4567.9922,-2656.1256,5319.5601,-3271.7925,341367.6709,361463.8201,347287.9460,347011.6232,345985.7604,347026.8780,354766.5602,351442.4968,-211942395.7318,-211910597.0509,-211933824.0644,-211939720.0747,351324.6902,-211933055.1325,5144.0256,6321.0075,6158.0438,-265.1016,-6209.9068,1403.9446,5705.6334,4123.4738,-6726.5828,0.0000,-2377.9657,5660.6754,-5215.8797,4296.4383,-5998.3730,5035.7303,-1338.7920,5532.4849,5929.4697,-4581.3612,-1682.3641,-1425.3903,4086.4588,-5005.6382,-2365.2955,-5388.5261,3375.5836,-1483.6282,2518.4994,-6272.8285,-4927.7399,-4416.4901,5010.5820,2735.7774,-5384.7417,4067.2627,5454.8036,3126.6082,-655.6097,5621.1483,-3425.2333,-2037.3347,992.0253,-1014.2118,2838.2869,-6854.4907,3303.0914,-2672.8826,4465.4723,2731.2840,-3242.8790,4500.3278,-780.4617,3682.7559,6718.5128,-1423.7675,-5030.4100,-5783.0990,244.0834,3681.7327,-5790.0363,-2309.5764,-1709.8589,-1702.1126,-5283.3394,-5025.7201,0.0000,-4535.0396,-1917.2326,-4876.4343,-2397.8009,-1807.8222,5964.7217,4804.3652,-1654.8340,449.0072,-1323.6114,3626.3788,944.5630,4463.0721,-3309.4826,-3913.4925,-2253.6724,-5846.4555,-3181.7455,5996.4562,-3479.9469,-3765.1154,-5580.0241,3370.9259,5507.6088,2774.8443,557.6881,2257.5884,-1824.5585,2544.4881,-3434.8867,4360.3250,-4133.2723,-3992.9960,-86463.4630,-113014.4842,-97679.5859,-98283.6250,-106825.8886,-105109.1897,-103538.7982,-102200.7256,280485951.6243,280431205.4172,280442581.9450,280466994.7067,-102182.1617,280467825.3437,3488.0207,2321.2140,-265.5364,4390.6191,-2603.7018,4269.0900,-3305.5133,4545.1960,1443.5104,0.0000,-4188.6567,3805.5480,-4504.4859,-5258.0999,-3271.3308,4418.2544,4243.6651,266.3498,-3581.7287,-4896.1433,3528.7842,-6760.2668,5246.2387,4561.5163,-5049.7440,3631.8966,-5527.5381,4947.2375,4125.2296,-1949.8987,3477.5278,3683.7973,4680.1386,-5473.0169,4350.8624,5354.7010,365.2239,3238.9846,-3714.6284,2235.8807,-4588.2922,4155.1683,-6873.3085,4868.3128,4654.7662,-851.1383,4668.5022,3999.7395,-4443.0382,4291.9824,4575.3575,3548.2309,4871.8184,-4627.6898,-1699.4472,-5237.4891,-4366.3299,-1598.4977,-3534.6283,-3532.4614,2744.7991,6011.1742,-4625.8162,-3756.5616,-4422.7239,-4762.2824,0.0000,-5047.1032,-4653.5063,1771.9905,4111.3209,-3830.2130,-119.2281,-2043.3745,4370.4976,567.7287,81.8592,4380.5508,-5374.0794,-5155.6364,2861.3270,-4918.1394,400.0702,804.6863,-813.6589,1584.4064,-5333.3058,-4508.3409,1975.2855,2433.9008,-4197.1518,3923.3667,5365.4217,4893.7571,-3273.5330,4696.4439,3804.4517,4671.5689,1559.0659,-4524.2154,-18812.1901,-20812.0796,-20839.2851,-19184.9052,-16320.6882,-25688.1356,-30144.3211,-23693.0208,81132976.3208,81143005.6202,81139532.2379,81143349.9147,-21916.5901,81134230.0071,
3600.000,968.3432,-594.4032,-133.0946,-3644.6175,596.3523,-6884.8310,-4650.3717,-1041.0877,1432.4484,0.0000,4985.0667,-3499.2865,4410.7472,-3175.7154,1776.0865,-2690.8779,3010.1253,1708.0133,1198.8296,2754.3400,3551.6757,-5456.6118,-4925.2037,4429.5476,4160.1875,1468.9590,-5758.9936,3557.0631,4054.1908,550.1000,4910.5046,4135.5890,-4418.8390,163.2497,3322.8490,-4992.9076,1799.9696,-6829.3853,-5969.7839,1466.7903,4208.8767,6770.2419,4915.5481,-1379.2421,-6665.9332,2629.9672,-4262.1153,-1218.4487,-2089.6503,-3925.6273,4169.8154,-177.7772,-1921.8296,-4316.1454,-2695.7598,3847.7081,1609.0828,4467.7412,-6221.4270,-6672.0355,175.0101,-2058.9540,-2367.8012,4619.9376,3351.5500,2452.6165,0.0000,3328.3744,6683.7930,5899.9081,-4271.8381,3318.7146,1224.4754,1121.6633,-4253.6083,-5474.2352,5566.6728,-5414.8813,4307.2071,-3196.4424,4293.9459,1637.9413,5654.7468,4094.7779,4997.6964,1363.3604,6051.2375,-1473.3730,677.1180,1453.7856,-2682.7670,4032.8409,4408.0736,-4004.8141,-1723.8524,-5783.7211,-3089.9933,-1142.6155,-5571.9789,4323.9988,351476.8134,378676.8336,362950.1681,363071.1811,360256.2935,362249.3218,368233.1165,365521.1153,-277342987.0396,-277300656.1369,-277325311.7110,-277334102.2273,365609.8269,-277332630.2343,-6600.5962,-6771.1086,-5866.3387,4036.1136,6825.9548,429.5747,-5151.9918,-5613.6669,6398.8218,0.0000,-1735.0876,-5858.4918,3356.8755,-3776.6814,2352.2711,-4804.1045,-3040.1825,-5910.9062,-1299.5400,3601.5214,-2105.2677,1914.8997,-832.5366,3934.9333,-2251.5541,3892.2566,-1034.2929,-2998.6200,-5484.0119,6046.1903,1329.7036,145.2275,-4320.4565,-5961.5351,5836.9745,-1340.6153,-5904.5823,-1130.3354,3474.7276,-6230.0403,-981.8657,-670.1071,-1732.9221,4417.9012,-909.4695,5770.7157,1698.0343,-551.4979,-3802.3477,1527.2664,-1123.4848,-5078.6407,4093.7543,909.3732,-4671.2011,-3212.0321,6539.8447,4440.8906,2153.2123,-1867.4296,6725.3042,-739.2811,5408.4938,-2191.2717,4312.9514,6355.5936,0.0000,3385.7264,-646.3486,3052.1150,5332.3110,-2454.4933,-5494.7545,-5150.8722,5146.1135,1985.3039,-639.4701,193.8511,-4675.5172,-3541.4018,-264.0378,4258.8055,99.9188,2799.1423,343.0851,-6157.9351,484.5772,6433.2995,4207.5406,-4003.7683,-6244.8691,-5567.9015,-4514.7223,2130.5717,3710.2576,1193.8477,6114.4109,-5734.5770,1604.6183,-505.6216,933.0758,-20304.8049,-5813.3317,-7543.0636,-15963.2054,-13614.1292,-12519.0951,-10814.9211,216013669.9849,215965340.7010,215971176.7160,215989232.2899,-10978.6489,215996159.9649,1226.3898,1338.1980,-3478.7396,-4297.5286,-1039.1296,-366.2110,-103.8827,-3824.9028,2228.1443,0.0000,4480.1491,-332.6020,4144.9955,4814.8767,6286.5439,-4153.1926,-5293.5816,3188.6090,6686.3180,5187.1043,-5485.0154,3828.4656,-4742.8783,-3303.3104,4977.5519,-5521.2555,3674.6000,-5073.7230,-1212.0650,-2978.7036,-4731.8320,-5496.6488,-3014.1924,3341.2943,-1713.0636,-4574.4275,3132.9611,223.9771,444.4755,2401.1083,5369.7825,-1242.6166,4581.4913,-5049.3238,-419.1360,-2781.4636,-5004.3133,-6794.5197,5263.2107,-5478.3921,-5401.3796,-4691.7093,-5235.3073,5237.2887,4343.3114,4677.3856,-172.4605,-2825.2237,-1410.8214,192.2485,1176.2244,-6581.3117,3459.2396,4672.6435,4242.0982,1214.1002,0.0000,4961.8802,330.9569,1935.7636,-1222.6603,5402.1833,-3997.1633,4480.5894,-1610.8656,-3768.7451,4007.1994,-4339.2322,2665.0021,4988.6594,-5417.4491,5164.7432,3876.8686,-4702.8636,4655.9164,2794.1695,2736.0088,2101.2926,-5246.1026,-5338.2876,1346.2344,-827.7919,-2676.1094,-5226.1660,5448.3705,-3639.3133,-452.3073,-3719.2672,3756.7536,5291.3009,-20703.2564,-22706.2618,-21598.4746,-23204.3442,-17331.3204,-23991.6870,-32727.2402,-21797.0465,81202119.8610,81206644.3243,81201930.1778,81206032.7262,-23592.1625,81200244.6664,
7200.000,1762.8669,2945.8402,3868.2811,1596.5848,-2856.2307,5422.6833,5397.3188,4133.4627,-3698.8429,0.0000,-4246.7293,4948.0532,-6697.7389,6065.7886,-3459.6378,5735.8510,-771.0643,1947.8125,1038.5052,-6036.5015,-1158.4460,6800.9800,6602.0893,-6542.7411,-3827.9839,-5275.8854,6866.4273,-2431.5839,-1848.8536,-3314.8992,-5702.5729,-4211.1013,6358.6931,1814.8602,-5012.6544,6807.3378,1886.8817,5774.5772,3885.5664,1720.4271,-4281.0948,-5808.2971,-6924.1006,-1375.6973,5056.1576,-4447.6681,3993.3937,-4212.2187,5819.9437,3057.3962,-4068.8535,4018.5138,-561.2450,4597.3608,5209.9190,-3061.0475,-3235.9002,-4230.4777,2540.2658,6093.1396,-2969.5877,3565.3340,-184.6921,-3094.7075,-6174.9841,-3573.5698,0.0000,-6344.5133,-4469.6524,-5287.0469,2159.4439,-1062.8757,2443.1746,2990.6562,1964.4177,2374.8254,-2318.8285,5798.7671,-3158.4545,6188.3067,-2828.2511,-5062.6510,-2657.7547,-4045.7667,-2528.6866,1679.5898,-5855.8137,-739.4792,-5100.5533,3289.9407,4414.7355,-1687.9281,-3095.5295,3482.2337,-2534.8880,5699.5614,334.2469,3953.6276,1310.4548,-4829.9729,339784.1186,372251.7844,355586.2604,357889.1870,351421.2746,356095.2724,358603.4395,356766.4395,-323810971.3402,-323760263.7719,-323785297.9157,-323794655.4150,356606.7521,-323799989.4394,4264.4636,4664.0506,3243.2681,-6556.8837,-4855.3599,-1985.2519,2689.6788,5466.0737,-3693.6870,0.0000,5080.5822,3264.2322,-1252.9350,3027.3243,1939.4725,3644.7613,6381.2038,4687.8095,-3724.0206,-2568.2607,5728.7134,272.1736,-1628.2568,-1661.0830,5496.5962,-2174.3595,-676.1387,6185.8763,6202.6451,-2353.9485,2368.8275,4094.6482,2504.4105,6486.7090,-4351.8235,-764.1315,4708.3126,-1385.2604,-4824.7713,3945.9316,4684.2557,2825.6928,-337.8902,-6511.2688,-1490.9307,-2493.1896,-5323.8449,1002.7941,2815.1815,-5327.7632,4833.0405,4838.9034,-6497.6494,-4597.4553,1402.4767,6077.0538,-3776.8322,-687.5411,-3590.0673,-584.9193,-4457.0757,5027.6480,-6843.4062,5554.7417,-2777.8448,-5070.3369,0.0000,-2160.9109,2641.2887,339.7222,-6135.9657,6102.3386,3346.1913,4655.1001,-6173.7246,-4532.0839,3445.6187,-3414.2079,5872.0111,2572.1162,4364.2591,-4209.2232,3172.7331,2003.6700,3686.5375,3960.1808,1897.3245,-6706.5321,-1723.7623,4196.2929,4816.7681,6105.3136,5798.6684,-5525.7851,-5242.8865,-3929.6494,-6058.3822,5667.2747,773.1177,4246.9479,87851.3956,74011.8795,86437.9026,82196.4770,75599.9020,81378.4678,78756.8759,80297.7286,136805394.0187,136766504.1997,136767340.3063,136783890.0217,80866.2418,136788873.1740,-4977.1004,-4196.9435,4574.4574,1555.1241,4027.8166,-3799.5019,3431.6272,457.1835,-4550.7067,0.0000,-2050.9798,-3402.0014,-1256.8564,-1298.7325,-5718.1048,1149.0357,2219.8825,-4727.3648,-5749.7810,-2135.1280,3577.5789,1340.3027,1059.2093,-648.2690,-1550.9171,3884.0527,453.3258,1764.9133,-2467.9062,5390.4645,3165.9974,3562.9631,-729.6109,1188.4292,-1991.0198,807.4455,-4721.3025,-3568.3850,3081.7234,-5319.1664,-2718.1469,-2473.0064,380.6916,1597.6211,-4207.8014,4673.5222,1311.2606,5392.9983,-2202.1047,3147.6806,2793.3594,2858.3851,2283.3843,-2181.1742,-4355.3440,-893.5881,4533.2212,5397.1949,5085.6161,3246.0067,-4245.5963,3167.4636,167.6388,-2771.3286,-1446.2069,3057.3517,0.0000,-1539.2658,4262.8063,-4457.5827,-2418.6684,-2825.0477,5507.2771,-4169.0548,-2281.2567,4669.8899,-5509.7294,1678.7907,1750.5136,-1690.7152,4545.3802,-2068.0414,-5476.9750,5116.4003,-5191.4515,-5404.2636,2540.1412,1572.5005,4069.7695,4252.3360,2306.4450,-2799.4559,-1939.6250,2263.4461,-3558.4818,359.9836,-3232.2512,465.2368,-6745.9702,-2394.8611,-22619.9744,-24611.7969,-22889.5573,-26884.7843,-18787.4478,-22917.3833,-34654.1590,-26957.4182,81271113.8124,81270215.3642,81264246.9426,81265030.4158,-25265.3245,81266231.1785,
