sl_100_5400_20280903 Coordinates.csv
2028/09/03 07:47:00.0000 UTC

Generated: Tue Oct  8 21:41:17 2024,
Start: 2028/09/03 07:47:00.00, Stop: 2028/09/03 09:17:00.00,
TIME_UNITS,STARLINK-4651 - X-Coordinate,STARLINK-11109 [DTC] - X-Coordinate,STARLINK-5363 - X-Coordinate,STARLINK-3989 - X-Coordinate,STARLINK-3697 - X-Coordinate,STARLINK-4420 - X-Coordinate,STARLINK-30115 - X-Coordinate,STARLINK-30925 - X-Coordinate,STARLINK-3674 - X-Coordinate,STARLINK-30162 - X-Coordinate,STARLINK-30772 - X-Coordinate,STARLINK-3124 - X-Coordinate,STARLINK-30100 - X-Coordinate,STARLINK-31703 - X-Coordinate,STARLINK-5812 - X-Coordinate,STARLINK-6361 - X-Coordinate,STARLINK-4631 - X-Coordinate,STARLINK-5898 - X-Coordinate,STARLINK-30253 - X-Coordinate,STARLINK-5199 - X-Coordinate,STARLINK-11210 [DTC] - X-Coordinate,STARLINK-5635 - X-Coordinate,STARLINK-31436 - X-Coordinate,STARLINK-31128 - X-Coordinate,STARLINK-5564 - X-Coordinate,STARLINK-31213 - X-Coordinate,STARLINK-5722 - X-Coordinate,STARLINK-2108 - X-Coordinate,STARLINK-4359 - X-Coordinate,STARLINK-2166 - X-Coordinate,STARLINK-3557 - X-Coordinate,STARLINK-32049 - X-Coordinate,STARLINK-1356 - X-Coordinate,STARLINK-3556 - X-Coordinate,STARLINK-11132 [DTC] - X-Coordinate,STARLINK-1189 - X-Coordinate,STARLINK-4796 - X-Coordinate,STARLINK-6081 - X-Coordinate,STARLINK-30711 - X-Coordinate,STARLINK-6242 - X-Coordinate,STARLINK-4551 - X-Coordinate,STARLINK-31397 - X-Coordinate,STARLINK-2170 - X-Coordinate,STARLINK-2463 - X-Coordinate,STARLINK-31036 - X-Coordinate,STARLINK-31492 - X-Coordinate,STARLINK-5498 - X-Coordinate,STARLINK-1683 - X-Coordinate,STARLINK-3726 - X-Coordinate,STARLINK-3944 - X-Coordinate,STARLINK-5653 - X-Coordinate,STARLINK-3233 - X-Coordinate,STARLINK-4655 - X-Coordinate,STARLINK-5754 - X-Coordinate,STARLINK-31606 - X-Coordinate,STARLINK-31201 - X-Coordinate,STARLINK-31858 - X-Coordinate,STARLINK-31134 - X-Coordinate,STARLINK-4441 - X-Coordinate,STARLINK-1669 - X-Coordinate,STARLINK-5158 - X-Coordinate,STARLINK-5758 - X-Coordinate,STARLINK-1762 - X-Coordinate,STARLINK-4685 - X-Coordinate,STARLINK-31477 - X-Coordinate,STARLINK-2751 - X-Coordinate,STARLINK-3775 - X-Coordinate,STARLINK-4042 - X-Coordinate,STARLINK-5030 - X-Coordinate,STARLINK-3173 - X-Coordinate,STARLINK-5892 - X-Coordinate,STARLINK-4421 - X-Coordinate,STARLINK-30258 - X-Coordinate,STARLINK-2235 - X-Coordinate,STARLINK-5543 - X-Coordinate,STARLINK-1179 - X-Coordinate,STARLINK-3809 - X-Coordinate,STARLINK-31984 - X-Coordinate,STARLINK-4726 - X-Coordinate,STARLINK-30243 - X-Coordinate,STARLINK-31451 - X-Coordinate,STARLINK-5423 - X-Coordinate,STARLINK-3339 - X-Coordinate,STARLINK-4432 - X-Coordinate,STARLINK-32022 - X-Coordinate,STARLINK-30041 - X-Coordinate,STARLINK-31063 - X-Coordinate,STARLINK-30576 - X-Coordinate,STARLINK-31410 - X-Coordinate,STARLINK-32077 - X-Coordinate,STARLINK-31738 - X-Coordinate,STARLINK-31735 - X-Coordinate,STARLINK-31759 - X-Coordinate,STARLINK-3876 - X-Coordinate,STARLINK-3752 - X-Coordinate,STARLINK-5729 - X-Coordinate,STARLINK-30479 - X-Coordinate,STARLINK-3349 - X-Coordinate,STARLINK-31015 - X-Coordinate,STARLINK-30888 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4651 - Y-Coordinate,STARLINK-11109 [DTC] - Y-Coordinate,STARLINK-5363 - Y-Coordinate,STARLINK-3989 - Y-Coordinate,STARLINK-3697 - Y-Coordinate,STARLINK-4420 - Y-Coordinate,STARLINK-30115 - Y-Coordinate,STARLINK-30925 - Y-Coordinate,STARLINK-3674 - Y-Coordinate,STARLINK-30162 - Y-Coordinate,STARLINK-30772 - Y-Coordinate,STARLINK-3124 - Y-Coordinate,STARLINK-30100 - Y-Coordinate,STARLINK-31703 - Y-Coordinate,STARLINK-5812 - Y-Coordinate,STARLINK-6361 - Y-Coordinate,STARLINK-4631 - Y-Coordinate,STARLINK-5898 - Y-Coordinate,STARLINK-30253 - Y-Coordinate,STARLINK-5199 - Y-Coordinate,STARLINK-11210 [DTC] - Y-Coordinate,STARLINK-5635 - Y-Coordinate,STARLINK-31436 - Y-Coordinate,STARLINK-31128 - Y-Coordinate,STARLINK-5564 - Y-Coordinate,STARLINK-31213 - Y-Coordinate,STARLINK-5722 - Y-Coordinate,STARLINK-2108 - Y-Coordinate,STARLINK-4359 - Y-Coordinate,STARLINK-2166 - Y-Coordinate,STARLINK-3557 - Y-Coordinate,STARLINK-32049 - Y-Coordinate,STARLINK-1356 - Y-Coordinate,STARLINK-3556 - Y-Coordinate,STARLINK-11132 [DTC] - Y-Coordinate,STARLINK-1189 - Y-Coordinate,STARLINK-4796 - Y-Coordinate,STARLINK-6081 - Y-Coordinate,STARLINK-30711 - Y-Coordinate,STARLINK-6242 - Y-Coordinate,STARLINK-4551 - Y-Coordinate,STARLINK-31397 - Y-Coordinate,STARLINK-2170 - Y-Coordinate,STARLINK-2463 - Y-Coordinate,STARLINK-31036 - Y-Coordinate,STARLINK-31492 - Y-Coordinate,STARLINK-5498 - Y-Coordinate,STARLINK-1683 - Y-Coordinate,STARLINK-3726 - Y-Coordinate,STARLINK-3944 - Y-Coordinate,STARLINK-5653 - Y-Coordinate,STARLINK-3233 - Y-Coordinate,STARLINK-4655 - Y-Coordinate,STARLINK-5754 - Y-Coordinate,STARLINK-31606 - Y-Coordinate,STARLINK-31201 - Y-Coordinate,STARLINK-31858 - Y-Coordinate,STARLINK-31134 - Y-Coordinate,STARLINK-4441 - Y-Coordinate,STARLINK-1669 - Y-Coordinate,STARLINK-5158 - Y-Coordinate,STARLINK-5758 - Y-Coordinate,STARLINK-1762 - Y-Coordinate,STARLINK-4685 - Y-Coordinate,STARLINK-31477 - Y-Coordinate,STARLINK-2751 - Y-Coordinate,STARLINK-3775 - Y-Coordinate,STARLINK-4042 - Y-Coordinate,STARLINK-5030 - Y-Coordinate,STARLINK-3173 - Y-Coordinate,STARLINK-5892 - Y-Coordinate,STARLINK-4421 - Y-Coordinate,STARLINK-30258 - Y-Coordinate,STARLINK-2235 - Y-Coordinate,STARLINK-5543 - Y-Coordinate,STARLINK-1179 - Y-Coordinate,STARLINK-3809 - Y-Coordinate,STARLINK-31984 - Y-Coordinate,STARLINK-4726 - Y-Coordinate,STARLINK-30243 - Y-Coordinate,STARLINK-31451 - Y-Coordinate,STARLINK-5423 - Y-Coordinate,STARLINK-3339 - Y-Coordinate,STARLINK-4432 - Y-Coordinate,STARLINK-32022 - Y-Coordinate,STARLINK-30041 - Y-Coordinate,STARLINK-31063 - Y-Coordinate,STARLINK-30576 - Y-Coordinate,STARLINK-31410 - Y-Coordinate,STARLINK-32077 - Y-Coordinate,STARLINK-31738 - Y-Coordinate,STARLINK-31735 - Y-Coordinate,STARLINK-31759 - Y-Coordinate,STARLINK-3876 - Y-Coordinate,STARLINK-3752 - Y-Coordinate,STARLINK-5729 - Y-Coordinate,STARLINK-30479 - Y-Coordinate,STARLINK-3349 - Y-Coordinate,STARLINK-31015 - Y-Coordinate,STARLINK-30888 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4651 - Z-Coordinate,STARLINK-11109 [DTC] - Z-Coordinate,STARLINK-5363 - Z-Coordinate,STARLINK-3989 - Z-Coordinate,STARLINK-3697 - Z-Coordinate,STARLINK-4420 - Z-Coordinate,STARLINK-30115 - Z-Coordinate,STARLINK-30925 - Z-Coordinate,STARLINK-3674 - Z-Coordinate,STARLINK-30162 - Z-Coordinate,STARLINK-30772 - Z-Coordinate,STARLINK-3124 - Z-Coordinate,STARLINK-30100 - Z-Coordinate,STARLINK-31703 - Z-Coordinate,STARLINK-5812 - Z-Coordinate,STARLINK-6361 - Z-Coordinate,STARLINK-4631 - Z-Coordinate,STARLINK-5898 - Z-Coordinate,STARLINK-30253 - Z-Coordinate,STARLINK-5199 - Z-Coordinate,STARLINK-11210 [DTC] - Z-Coordinate,STARLINK-5635 - Z-Coordinate,STARLINK-31436 - Z-Coordinate,STARLINK-31128 - Z-Coordinate,STARLINK-5564 - Z-Coordinate,STARLINK-31213 - Z-Coordinate,STARLINK-5722 - Z-Coordinate,STARLINK-2108 - Z-Coordinate,STARLINK-4359 - Z-Coordinate,STARLINK-2166 - Z-Coordinate,STARLINK-3557 - Z-Coordinate,STARLINK-32049 - Z-Coordinate,STARLINK-1356 - Z-Coordinate,STARLINK-3556 - Z-Coordinate,STARLINK-11132 [DTC] - Z-Coordinate,STARLINK-1189 - Z-Coordinate,STARLINK-4796 - Z-Coordinate,STARLINK-6081 - Z-Coordinate,STARLINK-30711 - Z-Coordinate,STARLINK-6242 - Z-Coordinate,STARLINK-4551 - Z-Coordinate,STARLINK-31397 - Z-Coordinate,STARLINK-2170 - Z-Coordinate,STARLINK-2463 - Z-Coordinate,STARLINK-31036 - Z-Coordinate,STARLINK-31492 - Z-Coordinate,STARLINK-5498 - Z-Coordinate,STARLINK-1683 - Z-Coordinate,STARLINK-3726 - Z-Coordinate,STARLINK-3944 - Z-Coordinate,STARLINK-5653 - Z-Coordinate,STARLINK-3233 - Z-Coordinate,STARLINK-4655 - Z-Coordinate,STARLINK-5754 - Z-Coordinate,STARLINK-31606 - Z-Coordinate,STARLINK-31201 - Z-Coordinate,STARLINK-31858 - Z-Coordinate,STARLINK-31134 - Z-Coordinate,STARLINK-4441 - Z-Coordinate,STARLINK-1669 - Z-Coordinate,STARLINK-5158 - Z-Coordinate,STARLINK-5758 - Z-Coordinate,STARLINK-1762 - Z-Coordinate,STARLINK-4685 - Z-Coordinate,STARLINK-31477 - Z-Coordinate,STARLINK-2751 - Z-Coordinate,STARLINK-3775 - Z-Coordinate,STARLINK-4042 - Z-Coordinate,STARLINK-5030 - Z-Coordinate,STARLINK-3173 - Z-Coordinate,STARLINK-5892 - Z-Coordinate,STARLINK-4421 - Z-Coordinate,STARLINK-30258 - Z-Coordinate,STARLINK-2235 - Z-Coordinate,STARLINK-5543 - Z-Coordinate,STARLINK-1179 - Z-Coordinate,STARLINK-3809 - Z-Coordinate,STARLINK-31984 - Z-Coordinate,STARLINK-4726 - Z-Coordinate,STARLINK-30243 - Z-Coordinate,STARLINK-31451 - Z-Coordinate,STARLINK-5423 - Z-Coordinate,STARLINK-3339 - Z-Coordinate,STARLINK-4432 - Z-Coordinate,STARLINK-32022 - Z-Coordinate,STARLINK-30041 - Z-Coordinate,STARLINK-31063 - Z-Coordinate,STARLINK-30576 - Z-Coordinate,STARLINK-31410 - Z-Coordinate,STARLINK-32077 - Z-Coordinate,STARLINK-31738 - Z-Coordinate,STARLINK-31735 - Z-Coordinate,STARLINK-31759 - Z-Coordinate,STARLINK-3876 - Z-Coordinate,STARLINK-3752 - Z-Coordinate,STARLINK-5729 - Z-Coordinate,STARLINK-30479 - Z-Coordinate,STARLINK-3349 - Z-Coordinate,STARLINK-31015 - Z-Coordinate,STARLINK-30888 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5657.5325,4787.1357,-4966.5986,-6616.0670,-3354.5852,2214.9751,0.0000,-153.1877,-5839.8765,-5708.8887,-5552.5490,5515.8957,2966.6310,0.0000,-6351.9393,-5983.2773,6234.6476,-2348.2283,6514.8484,-4804.0778,-1787.5046,-4341.9812,2552.0524,459.8557,-198.4472,-5740.2068,35.0678,0.0000,-441.2539,-4415.3817,2581.1914,-3477.3514,5904.4970,-3481.9684,1236.7857,-2981.7053,-2929.8957,6143.4750,6614.3636,5862.9704,-6211.4693,549.9389,5395.6916,-1834.3939,-4054.6596,-5043.8497,5487.6209,2424.0672,-2332.2366,-951.3106,-4566.6143,2828.9855,4158.5302,-4890.6736,-4610.6610,-1527.4684,4817.1618,-4836.9205,1443.9178,3641.0557,-4138.6726,-6275.1620,-4654.5576,6158.8950,4248.4636,-2924.5524,-6064.7727,-2268.5295,-3518.3641,-3257.9966,5394.0205,1300.1119,4370.7671,4083.9042,-4257.8274,-3737.4392,-5921.6913,-5921.9077,-2579.3108,-5216.3962,-4422.6346,2580.2747,4644.7705,-750.4183,-5804.0564,-559.8358,1767.0027,-5147.3789,-27.2386,-5108.1319,4701.2599,-3682.1385,2359.9566,-4678.9614,-5946.2911,6334.6933,-5102.5313,3847.0076,-1510.7085,3074.6269,230442.1680,234209.3335,228381.1563,229717.8831,237753.4184,235781.2009,230701.9571,229380.5076,-281277653.4299,-281254182.7772,-281252870.3923,-281266133.3869,231084.4789,-281272507.5213,-3538.9428,-2228.2700,-1903.1606,2194.7996,2866.2811,-354.6742,0.0000,-6187.1853,-3144.2356,2401.7702,4023.7632,-1739.1278,5682.8383,0.0000,-507.5394,-237.6313,-1317.5066,-441.2630,2227.7135,-3162.9050,4411.2309,-2711.1227,-5946.4674,-6593.8544,-6453.0528,2481.2960,5575.4950,0.0000,-816.8395,5299.3448,5959.0393,2305.5802,-1258.2031,-5929.6662,-5156.5109,-6196.8561,6161.0891,-1846.4407,-150.1547,3157.9144,-2881.3868,-6265.2776,3756.6500,5584.5968,4910.9281,-2009.8512,1231.6412,-3281.1117,5168.4150,6380.9100,-2481.4625,5742.4494,-3908.3301,-4879.1611,3757.5862,-4765.5316,-4812.2789,1486.4747,6524.2363,-2611.0912,179.6637,1848.7988,4940.2921,-2707.1110,-4419.6415,-3585.4059,2058.1149,-4982.5392,2969.3970,6010.6215,-4154.8426,3722.0534,-4623.7249,-5306.2067,-2691.5781,-5105.4695,-3532.8493,3228.5119,4079.9910,4012.9807,3295.5992,5587.4092,588.9318,-6785.8092,921.5681,6860.0229,4044.0441,-3714.7487,-6753.1750,-3175.4759,-2188.8574,3303.4193,-5352.3502,4524.6143,-1524.7323,-615.9296,659.6197,4376.3273,-6723.4259,-4098.7934,-343400.5937,-317289.9656,-335206.6887,-335449.8540,-332439.1889,-332084.4443,-326225.6792,-330327.9759,112594237.3341,112648223.0447,112620268.6350,112616631.8768,-329864.6239,112613151.3636,-1804.5185,4133.8106,4386.6990,408.7747,-5336.4490,-6558.2597,0.0000,-2961.3255,-1960.8780,-3023.5376,-534.8512,-3793.0474,2656.9872,0.0000,-2814.3623,3473.0049,2665.5442,-6530.8387,-705.1418,-3833.3765,4739.7030,4643.2066,2258.9737,-1892.0428,2485.4296,2714.0264,4091.1146,0.0000,-6859.2999,13.2985,2315.6448,-5248.2413,-3390.8652,678.7252,-4153.0761,652.9338,-1063.4525,2649.2994,1758.0544,-1947.5423,818.5414,-2534.8775,-2097.9251,-3564.8915,2479.0930,-4092.5725,-4083.0963,5409.8423,-3761.2383,-2455.4330,4564.2612,-2615.9855,-3917.6865,-139.2139,-3386.6653,-4663.2466,-271.1768,4649.1203,-1657.2389,5237.8209,-5524.7647,-2327.7897,-817.4435,-1585.0506,-2999.3948,5120.5958,2550.5992,4181.9294,-5180.3847,-1064.7214,1427.5376,5666.9899,2745.2105,1724.4436,-4751.2253,-2713.4756,-431.8139,1098.9674,4912.9979,-2135.5682,-3885.5726,-3207.2382,-5091.7818,1077.2286,3452.0184,847.6806,5202.5107,-2750.1124,-869.1760,-3250.1697,-4405.4384,-4769.5304,-3583.6091,2412.7824,3121.9990,-2729.3073,4627.6011,-3719.4712,802.1517,-4646.1692,-47589.3112,-47011.2880,-46901.3078,-45939.6223,-42620.7953,-51668.3329,-56620.5747,-48128.6131,117693871.4995,117712409.6728,117712427.8235,117701435.7677,-48273.7031,117699629.9441,
300.000,4322.7666,3024.7746,-5040.4310,-6023.3939,-1459.2390,323.2362,0.0000,-1837.8950,-5722.3755,-4247.0682,-4491.2677,3985.6259,4043.2042,0.0000,-6920.3486,-6372.1342,6303.2078,-2855.8247,6539.5918,-4685.1909,-349.0528,-5065.5125,1473.1351,-1091.1339,-1811.7313,-4289.0239,1938.6837,0.0000,1458.4208,-3273.4932,3416.0196,-2551.6050,6102.8779,-4432.9216,-165.5240,-3992.6595,-1808.9045,4877.8350,6702.9579,6675.9350,-6601.0008,-1063.9746,5431.4283,-88.1657,-2424.4345,-6200.7587,4244.8134,515.3037,-1219.7884,484.6359,-5057.8434,3596.5908,2284.4651,-5725.9125,-3742.2489,-3495.5564,3463.0342,-4161.0843,825.0818,1792.1564,-3775.6546,-5980.2611,-3675.3972,4983.3983,3214.9543,-4727.9892,-5949.7610,-3240.5295,-1556.2774,-2164.6048,5079.1203,1208.5109,3342.5070,2615.4156,-2491.8843,-5010.4210,-6147.4114,-4772.7204,-467.4501,-4354.8935,-2587.8685,2736.4395,3916.6112,-238.2762,-6098.3759,984.7950,3758.9785,-6295.0711,-1550.1652,-6248.7115,3237.1551,-2984.9884,850.8302,-3113.7630,-6722.7537,5342.1995,-4340.9471,4219.9898,-2937.7977,1403.6065,237790.5131,241015.9980,235238.7810,236650.6840,244743.5423,242727.4055,237696.2330,236349.4724,-283667981.9011,-283645221.7161,-283643249.8652,-283656801.2372,238041.9826,-283662884.8055,-4188.8443,-3214.7912,235.7578,3250.6291,3914.9993,883.6605,0.0000,-6409.6010,-1633.1569,3638.4833,5107.0877,-2829.0502,4186.5990,0.0000,131.7599,1501.8530,-2666.8989,1666.9069,646.4828,-1278.2458,5657.5331,-676.5168,-6677.2505,-6775.8611,-6594.4419,3681.4721,5865.0048,0.0000,-2018.8954,5807.8160,4610.2387,4196.1875,-2729.7667,-5179.8391,-6141.9583,-5519.3682,6618.4602,-3184.5474,-1399.4001,1830.0391,-1734.9451,-6604.4291,2212.9121,4985.7606,5023.1134,-791.9779,79.4519,-4352.0138,6305.8763,5656.0228,-384.1598,4296.5038,-4237.8877,-3603.8958,5313.0221,-3885.4132,-5591.1815,3496.6864,5735.5775,-3738.2011,2314.9468,3415.9598,5673.6151,-3550.5792,-5785.9490,-2796.7414,3388.8027,-3268.4904,2734.2289,6526.5603,-4705.8057,5408.9677,-5918.3807,-5462.7973,-2143.5455,-4610.5521,-2268.1757,4005.6827,4170.2882,5334.6792,4324.3902,4126.7235,-1415.6592,-6114.4556,2412.3466,6465.1224,3655.4164,-2522.3552,-6208.5807,-2248.0003,-3782.7131,5023.7062,-6367.4965,4825.3465,-317.9170,-2185.2813,2678.0820,2549.6850,-6242.4222,-5363.7982,-338333.4165,-312152.4945,-330169.6878,-330372.9628,-327471.3864,-327076.5998,-321319.7606,-325328.6036,106425463.7102,106480065.3745,106452217.5155,106448524.9744,-324901.9414,106444460.0972,-3401.8361,5045.8438,4697.1623,-1392.3548,-5521.9581,-6867.1053,0.0000,-1612.1254,-3527.3630,-4029.1456,1014.8202,-4894.3878,3775.7428,0.0000,-774.4107,2254.0145,950.9497,-6118.3413,-2176.2845,-4919.3930,3607.6924,4652.2190,495.6950,-387.7540,1054.9291,3807.9710,3112.5844,0.0000,-6458.3605,-1778.0479,3818.3329,-4563.9773,-1796.6063,-1137.2127,-2756.7277,-1159.1924,754.4961,3770.0843,-43.4154,-454.4298,-1000.4880,-1102.1526,-3639.7351,-4733.6371,3944.7115,-2672.3530,-5503.5289,5168.0309,-2242.9836,-3929.3290,4702.1329,-4054.6526,-4974.4186,1394.9285,-2143.2399,-4412.7529,-1790.0704,4205.3592,-3721.8781,5506.0433,-5297.7043,-876.8194,1005.6425,-3217.1653,-1657.0434,4180.4385,820.8731,5123.9583,-6176.0728,751.3467,-694.2102,4119.6006,1357.2330,3330.2052,-6094.6965,-1006.4174,-2196.0423,2801.1724,5460.2283,-659.6762,-4486.0942,-4863.9500,-5522.9617,3208.8467,1863.5257,2302.1962,4366.5756,-1361.9365,-2330.1858,-1621.1192,-4638.2369,-3615.1306,-2401.2138,3895.5608,1472.6453,-3827.8158,4676.1547,-4846.3126,-743.0733,-4134.9202,-47500.1364,-46906.1993,-46695.2130,-45991.5617,-42434.3279,-51290.8014,-56593.0196,-48500.6960,117690968.2193,117709088.8438,117709056.6729,117697651.0772,-48151.9171,117696494.2910,
600.000,2545.2182,944.9076,-4663.8507,-4843.6813,552.5843,-1652.9778,0.0000,-3325.0166,-5063.5011,-2373.6988,-2976.9461,2072.5498,4765.7139,0.0000,-6790.1425,-6153.5088,5747.6586,-3152.0394,5936.9569,-4150.9976,1088.5905,-5336.8363,249.1875,-2529.8150,-3239.0138,-2403.8399,3634.2540,0.0000,3249.2132,-1788.2865,3951.0604,-1399.8902,5707.5984,-4952.3957,-1519.7229,-4616.6073,-498.5501,3148.2409,6103.1675,6841.9026,-6332.0136,-2556.9865,4955.8080,1704.0664,-519.7175,-6713.4437,2607.7038,-1413.9988,-5.5826,1912.1942,-5101.3288,4052.4890,173.5508,-6009.3711,-2516.4048,-5123.7778,1743.3236,-3112.4060,165.5738,-207.5878,-3096.2468,-5113.1444,-2307.7325,3303.8991,1869.7634,-6062.7736,-5242.3774,-3944.2470,585.3274,-847.8393,4243.7507,926.2095,2002.5080,862.1706,-491.9778,-5770.4590,-5774.0634,-3119.2185,1698.7993,-3073.5570,-491.4839,2676.8714,2856.0156,255.2240,-5770.3907,2455.6257,5356.9462,-6825.9421,-2937.0023,-6741.4388,1472.0843,-2026.4494,-721.0613,-1222.5617,-6823.8953,3845.5689,-3199.3560,4227.4754,-4087.5417,-372.9328,245027.3642,247709.3670,241990.5192,243473.8889,251626.2241,249557.8880,244586.4343,243340.1870,-285923038.3788,-285901007.6189,-285898384.5193,-285912279.6510,244892.9246,-285917993.5281,-4458.3539,-3908.8663,2355.8754,4007.0677,4632.9807,1943.9065,0.0000,-5998.0383,69.5396,4555.2790,5690.1312,-3692.3120,2286.1322,0.0000,747.6320,3077.3355,-3740.4684,3582.6840,-1016.4695,757.4581,6307.2162,1408.7464,-6723.9876,-6283.8851,-6096.9525,4543.4120,5605.9194,0.0000,-2925.6400,5747.3471,2793.3145,5640.5551,-3914.0634,-3906.2219,-6475.8860,-4284.7699,6415.7446,-4250.9593,-2505.3752,329.2822,-403.7813,-6260.6816,421.4200,3922.3543,4655.5417,478.5528,-1144.1479,-5013.3042,6785.1160,4385.8328,1742.4657,2417.9876,-4203.3741,-1965.7017,6326.9160,-2654.9245,-5811.8641,5163.6872,4297.6831,-4546.5429,4224.7438,4646.6958,5828.5357,-4076.1399,-6559.0319,-1776.1199,4371.2766,-1237.8439,2299.2986,6396.2475,-4786.9291,6506.8578,-6634.9654,-5104.3553,-1285.4192,-3659.0319,-756.7818,4399.4225,3903.4955,6132.1338,4941.8732,2232.0202,-3308.4129,-4764.9536,3634.2157,5449.0017,2938.6974,-1096.6167,-5031.5387,-1106.9481,-5023.0660,6232.3609,-6750.8874,4690.8904,904.1531,-3576.4216,4452.5387,458.6914,-5155.5243,-6130.9432,-333106.4562,-306871.3633,-324982.7526,-325142.1193,-322355.1583,-321919.3604,-316265.7298,-320146.1742,100206000.6541,100261202.4180,100233476.3354,100229675.9313,-319792.4789,100225077.6889,-4632.4148,5362.9089,4497.5230,-3047.6487,-5116.2823,-6444.5738,0.0000,-84.8263,-4714.2115,-4596.6418,2453.1097,-5469.5709,4491.6488,0.0000,1347.3197,792.8055,-866.5304,-5059.8562,-3413.4327,-5475.6234,2052.2742,4159.6575,-1322.4986,1159.1178,-489.2113,4473.6295,1798.8011,0.0000,-5366.3236,-3376.3323,4905.6388,-3341.4094,-9.1828,-2830.2897,-1038.7900,-2845.9840,2490.5465,4488.8298,-1840.0869,1087.2524,-2710.7833,456.7007,-4787.2899,-5384.2752,4969.8289,-949.0288,-6341.3748,4336.1271,-470.8355,-4977.9849,4334.3222,-5056.8927,-5497.7599,2778.0690,-661.3005,-3671.5919,-3107.3687,3300.2961,-5380.7031,5176.5866,-4498.5493,667.6527,2716.3232,-4502.2418,-128.6708,2787.7928,-998.1995,5508.3644,-6513.1663,2486.3657,-2742.4629,2126.7967,-176.2082,4576.5403,-6786.3186,810.7385,-3722.9733,4190.2267,5413.2544,887.3064,-4567.1948,-6003.1451,-5360.9887,4993.7553,65.3042,3510.2947,3041.5514,173.0671,-3528.1841,188.9361,-4347.3762,-2063.8219,-953.3918,4963.0739,-337.4007,-4515.8700,4222.4700,-5451.3603,-2208.9375,-3178.6609,-47411.0540,-46801.3267,-46491.8657,-46047.7902,-42251.1002,-50906.9747,-56560.6181,-48845.7513,117688067.2819,117705767.1891,117705682.1011,117693855.3089,-48030.1052,117693358.4819,
