sl_100_86400_20280229 Coordinates.csv
2028/02/29 07:47:00.0000 UTC

Generated: Tue Oct  8 21:42:44 2024,
Start: 2028/02/29 07:47:00.00, Stop: 2028/03/01 07:47:00.00,
TIME_UNITS,STARLINK-3132 - X-Coordinate,STARLINK-4634 - X-Coordinate,STARLINK-2244 - X-Coordinate,STARLINK-4262 - X-Coordinate,STARLINK-3181 - X-Coordinate,STARLINK-6318 - X-Coordinate,STARLINK-3909 - X-Coordinate,STARLINK-2651 - X-Coordinate,STARLINK-3231 - X-Coordinate,STARLINK-31971 - X-Coordinate,STARLINK-31018 - X-Coordinate,STARLINK-3711 - X-Coordinate,STARLINK-1031 - X-Coordinate,STARLINK-30406 - X-Coordinate,STARLINK-30352 - X-Coordinate,STARLINK-30112 - X-Coordinate,STARLINK-30754 - X-Coordinate,STARLINK-5049 - X-Coordinate,STARLINK-3333 - X-Coordinate,STARLINK-31244 - X-Coordinate,STARLINK-1349 - X-Coordinate,STARLINK-6271 - X-Coordinate,STARLINK-30216 - X-Coordinate,STARLINK-4023 - X-Coordinate,STARLINK-4745 - X-Coordinate,STARLINK-1411 - X-Coordinate,STARLINK-4482 - X-Coordinate,STARLINK-31369 - X-Coordinate,STARLINK-4306 - X-Coordinate,STARLINK-31741 - X-Coordinate,STARLINK-6299 - X-Coordinate,STARLINK-2404 - X-Coordinate,STARLINK-31311 - X-Coordinate,STARLINK-2516 - X-Coordinate,STARLINK-1801 - X-Coordinate,STARLINK-3316 - X-Coordinate,STARLINK-4686 - X-Coordinate,STARLINK-3782 - X-Coordinate,STARLINK-5446 - X-Coordinate,STARLINK-31270 - X-Coordinate,STARLINK-31351 - X-Coordinate,STARLINK-3918 - X-Coordinate,STARLINK-2209 - X-Coordinate,STARLINK-11250 [DTC] - X-Coordinate,STARLINK-2089 - X-Coordinate,STARLINK-4640 - X-Coordinate,STARLINK-6036 - X-Coordinate,STARLINK-31082 - X-Coordinate,STARLINK-1705 - X-Coordinate,STARLINK-31751 - X-Coordinate,STARLINK-32289 - X-Coordinate,STARLINK-32025 - X-Coordinate,STARLINK-2228 - X-Coordinate,STARLINK-30517 - X-Coordinate,STARLINK-3534 - X-Coordinate,STARLINK-1133 - X-Coordinate,STARLINK-4778 - X-Coordinate,STARLINK-1008 - X-Coordinate,STARLINK-6308 - X-Coordinate,STARLINK-1080 - X-Coordinate,STARLINK-2032 - X-Coordinate,STARLINK-2567 - X-Coordinate,STARLINK-30193 - X-Coordinate,STARLINK-2720 - X-Coordinate,STARLINK-30299 - X-Coordinate,STARLINK-31097 - X-Coordinate,STARLINK-31267 - X-Coordinate,STARLINK-5095 - X-Coordinate,STARLINK-6296 - X-Coordinate,STARLINK-31006 - X-Coordinate,STARLINK-4779 - X-Coordinate,STARLINK-4393 - X-Coordinate,STARLINK-5710 - X-Coordinate,STARLINK-30219 - X-Coordinate,STARLINK-5073 - X-Coordinate,STARLINK-4750 - X-Coordinate,STARLINK-30958 - X-Coordinate,STARLINK-2058 - X-Coordinate,STARLINK-31654 - X-Coordinate,STARLINK-30988 - X-Coordinate,STARLINK-31432 - X-Coordinate,STARLINK-5818 - X-Coordinate,STARLINK-3101 - X-Coordinate,STARLINK-5848 - X-Coordinate,STARLINK-2511 - X-Coordinate,STARLINK-3320 - X-Coordinate,STARLINK-6363 - X-Coordinate,STARLINK-30340 - X-Coordinate,STARLINK-30480 - X-Coordinate,STARLINK-31594 - X-Coordinate,STARLINK-5737 - X-Coordinate,STARLINK-30375 - X-Coordinate,STARLINK-31962 - X-Coordinate,STARLINK-2405 - X-Coordinate,STARLINK-30812 - X-Coordinate,STARLINK-4178 - X-Coordinate,STARLINK-5045 - X-Coordinate,STARLINK-5547 - X-Coordinate,STARLINK-30234 - X-Coordinate,STARLINK-31291 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3132 - Y-Coordinate,STARLINK-4634 - Y-Coordinate,STARLINK-2244 - Y-Coordinate,STARLINK-4262 - Y-Coordinate,STARLINK-3181 - Y-Coordinate,STARLINK-6318 - Y-Coordinate,STARLINK-3909 - Y-Coordinate,STARLINK-2651 - Y-Coordinate,STARLINK-3231 - Y-Coordinate,STARLINK-31971 - Y-Coordinate,STARLINK-31018 - Y-Coordinate,STARLINK-3711 - Y-Coordinate,STARLINK-1031 - Y-Coordinate,STARLINK-30406 - Y-Coordinate,STARLINK-30352 - Y-Coordinate,STARLINK-30112 - Y-Coordinate,STARLINK-30754 - Y-Coordinate,STARLINK-5049 - Y-Coordinate,STARLINK-3333 - Y-Coordinate,STARLINK-31244 - Y-Coordinate,STARLINK-1349 - Y-Coordinate,STARLINK-6271 - Y-Coordinate,STARLINK-30216 - Y-Coordinate,STARLINK-4023 - Y-Coordinate,STARLINK-4745 - Y-Coordinate,STARLINK-1411 - Y-Coordinate,STARLINK-4482 - Y-Coordinate,STARLINK-31369 - Y-Coordinate,STARLINK-4306 - Y-Coordinate,STARLINK-31741 - Y-Coordinate,STARLINK-6299 - Y-Coordinate,STARLINK-2404 - Y-Coordinate,STARLINK-31311 - Y-Coordinate,STARLINK-2516 - Y-Coordinate,STARLINK-1801 - Y-Coordinate,STARLINK-3316 - Y-Coordinate,STARLINK-4686 - Y-Coordinate,STARLINK-3782 - Y-Coordinate,STARLINK-5446 - Y-Coordinate,STARLINK-31270 - Y-Coordinate,STARLINK-31351 - Y-Coordinate,STARLINK-3918 - Y-Coordinate,STARLINK-2209 - Y-Coordinate,STARLINK-11250 [DTC] - Y-Coordinate,STARLINK-2089 - Y-Coordinate,STARLINK-4640 - Y-Coordinate,STARLINK-6036 - Y-Coordinate,STARLINK-31082 - Y-Coordinate,STARLINK-1705 - Y-Coordinate,STARLINK-31751 - Y-Coordinate,STARLINK-32289 - Y-Coordinate,STARLINK-32025 - Y-Coordinate,STARLINK-2228 - Y-Coordinate,STARLINK-30517 - Y-Coordinate,STARLINK-3534 - Y-Coordinate,STARLINK-1133 - Y-Coordinate,STARLINK-4778 - Y-Coordinate,STARLINK-1008 - Y-Coordinate,STARLINK-6308 - Y-Coordinate,STARLINK-1080 - Y-Coordinate,STARLINK-2032 - Y-Coordinate,STARLINK-2567 - Y-Coordinate,STARLINK-30193 - Y-Coordinate,STARLINK-2720 - Y-Coordinate,STARLINK-30299 - Y-Coordinate,STARLINK-31097 - Y-Coordinate,STARLINK-31267 - Y-Coordinate,STARLINK-5095 - Y-Coordinate,STARLINK-6296 - Y-Coordinate,STARLINK-31006 - Y-Coordinate,STARLINK-4779 - Y-Coordinate,STARLINK-4393 - Y-Coordinate,STARLINK-5710 - Y-Coordinate,STARLINK-30219 - Y-Coordinate,STARLINK-5073 - Y-Coordinate,STARLINK-4750 - Y-Coordinate,STARLINK-30958 - Y-Coordinate,STARLINK-2058 - Y-Coordinate,STARLINK-31654 - Y-Coordinate,STARLINK-30988 - Y-Coordinate,STARLINK-31432 - Y-Coordinate,STARLINK-5818 - Y-Coordinate,STARLINK-3101 - Y-Coordinate,STARLINK-5848 - Y-Coordinate,STARLINK-2511 - Y-Coordinate,STARLINK-3320 - Y-Coordinate,STARLINK-6363 - Y-Coordinate,STARLINK-30340 - Y-Coordinate,STARLINK-30480 - Y-Coordinate,STARLINK-31594 - Y-Coordinate,STARLINK-5737 - Y-Coordinate,STARLINK-30375 - Y-Coordinate,STARLINK-31962 - Y-Coordinate,STARLINK-2405 - Y-Coordinate,STARLINK-30812 - Y-Coordinate,STARLINK-4178 - Y-Coordinate,STARLINK-5045 - Y-Coordinate,STARLINK-5547 - Y-Coordinate,STARLINK-30234 - Y-Coordinate,STARLINK-31291 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3132 - Z-Coordinate,STARLINK-4634 - Z-Coordinate,STARLINK-2244 - Z-Coordinate,STARLINK-4262 - Z-Coordinate,STARLINK-3181 - Z-Coordinate,STARLINK-6318 - Z-Coordinate,STARLINK-3909 - Z-Coordinate,STARLINK-2651 - Z-Coordinate,STARLINK-3231 - Z-Coordinate,STARLINK-31971 - Z-Coordinate,STARLINK-31018 - Z-Coordinate,STARLINK-3711 - Z-Coordinate,STARLINK-1031 - Z-Coordinate,STARLINK-30406 - Z-Coordinate,STARLINK-30352 - Z-Coordinate,STARLINK-30112 - Z-Coordinate,STARLINK-30754 - Z-Coordinate,STARLINK-5049 - Z-Coordinate,STARLINK-3333 - Z-Coordinate,STARLINK-31244 - Z-Coordinate,STARLINK-1349 - Z-Coordinate,STARLINK-6271 - Z-Coordinate,STARLINK-30216 - Z-Coordinate,STARLINK-4023 - Z-Coordinate,STARLINK-4745 - Z-Coordinate,STARLINK-1411 - Z-Coordinate,STARLINK-4482 - Z-Coordinate,STARLINK-31369 - Z-Coordinate,STARLINK-4306 - Z-Coordinate,STARLINK-31741 - Z-Coordinate,STARLINK-6299 - Z-Coordinate,STARLINK-2404 - Z-Coordinate,STARLINK-31311 - Z-Coordinate,STARLINK-2516 - Z-Coordinate,STARLINK-1801 - Z-Coordinate,STARLINK-3316 - Z-Coordinate,STARLINK-4686 - Z-Coordinate,STARLINK-3782 - Z-Coordinate,STARLINK-5446 - Z-Coordinate,STARLINK-31270 - Z-Coordinate,STARLINK-31351 - Z-Coordinate,STARLINK-3918 - Z-Coordinate,STARLINK-2209 - Z-Coordinate,STARLINK-11250 [DTC] - Z-Coordinate,STARLINK-2089 - Z-Coordinate,STARLINK-4640 - Z-Coordinate,STARLINK-6036 - Z-Coordinate,STARLINK-31082 - Z-Coordinate,STARLINK-1705 - Z-Coordinate,STARLINK-31751 - Z-Coordinate,STARLINK-32289 - Z-Coordinate,STARLINK-32025 - Z-Coordinate,STARLINK-2228 - Z-Coordinate,STARLINK-30517 - Z-Coordinate,STARLINK-3534 - Z-Coordinate,STARLINK-1133 - Z-Coordinate,STARLINK-4778 - Z-Coordinate,STARLINK-1008 - Z-Coordinate,STARLINK-6308 - Z-Coordinate,STARLINK-1080 - Z-Coordinate,STARLINK-2032 - Z-Coordinate,STARLINK-2567 - Z-Coordinate,STARLINK-30193 - Z-Coordinate,STARLINK-2720 - Z-Coordinate,STARLINK-30299 - Z-Coordinate,STARLINK-31097 - Z-Coordinate,STARLINK-31267 - Z-Coordinate,STARLINK-5095 - Z-Coordinate,STARLINK-6296 - Z-Coordinate,STARLINK-31006 - Z-Coordinate,STARLINK-4779 - Z-Coordinate,STARLINK-4393 - Z-Coordinate,STARLINK-5710 - Z-Coordinate,STARLINK-30219 - Z-Coordinate,STARLINK-5073 - Z-Coordinate,STARLINK-4750 - Z-Coordinate,STARLINK-30958 - Z-Coordinate,STARLINK-2058 - Z-Coordinate,STARLINK-31654 - Z-Coordinate,STARLINK-30988 - Z-Coordinate,STARLINK-31432 - Z-Coordinate,STARLINK-5818 - Z-Coordinate,STARLINK-3101 - Z-Coordinate,STARLINK-5848 - Z-Coordinate,STARLINK-2511 - Z-Coordinate,STARLINK-3320 - Z-Coordinate,STARLINK-6363 - Z-Coordinate,STARLINK-30340 - Z-Coordinate,STARLINK-30480 - Z-Coordinate,STARLINK-31594 - Z-Coordinate,STARLINK-5737 - Z-Coordinate,STARLINK-30375 - Z-Coordinate,STARLINK-31962 - Z-Coordinate,STARLINK-2405 - Z-Coordinate,STARLINK-30812 - Z-Coordinate,STARLINK-4178 - Z-Coordinate,STARLINK-5045 - Z-Coordinate,STARLINK-5547 - Z-Coordinate,STARLINK-30234 - Z-Coordinate,STARLINK-31291 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3999.6653,495.8506,-4597.5658,-5772.9799,4702.5042,-3456.7630,2375.5724,4122.9042,3608.5688,-175.5780,1317.1310,-2264.0867,-1185.9259,0.0000,-4600.8566,-704.2363,4862.2996,4067.5527,4823.9492,-5307.5308,4738.5548,-557.0652,-4718.6006,-833.0159,-6507.7748,-3085.6487,5740.7961,-1428.8545,879.1785,5992.6871,-4683.1356,1919.5904,3731.4101,1087.6259,938.7564,0.0000,4679.2107,-5409.6060,1662.3646,5553.6447,-88.4751,-4154.1876,-84.1161,-4558.3615,-3821.4294,4980.6573,-3399.2832,1711.8662,-5859.0247,4688.5892,-1222.6120,-3100.9934,-3010.0991,-6925.4448,4973.8783,5104.1404,-6619.1319,-4330.2846,-121.9376,919.4523,-1839.0227,3366.8454,3452.2937,3346.6505,3052.4893,2989.9887,3470.8233,-552.8041,-174.4909,-6720.0794,1765.1178,908.6746,-3912.9672,2483.0804,-1134.4369,-2526.2354,-6233.2666,4634.0767,5022.7860,-1753.6457,0.0000,2374.5621,-3856.6125,-176.5258,-4862.9722,2528.3393,2370.8765,-6165.2832,4051.7794,3663.9489,87.4529,5399.2561,5967.1353,3900.8243,-6666.7327,-3566.4443,5003.3439,-6236.3369,-5900.2424,-3177.6511,104175.7107,86424.7549,94682.4444,94395.7745,86245.9210,88275.8199,92966.3669,92648.5746,-115145686.7980,-115136933.1570,-115125448.0706,-115121181.8685,92702.1718,-115127939.3844,1041.6756,6873.0261,2113.5134,-1796.8822,2354.3170,-5984.2535,-3941.3879,2634.7036,2153.0033,-5152.8588,5752.6899,-4929.8546,-6630.8674,0.0000,-4053.9221,-6863.8909,1551.3901,5606.9736,-274.0427,3082.7371,-384.8534,-6434.0254,-3237.9571,-4097.1037,-1884.8269,4465.6268,1996.6471,-4471.5117,1662.1773,1827.7474,-4540.0154,3846.1036,2913.5265,-4647.0435,6424.8589,0.0000,3950.5627,-3926.4072,-5613.2728,-1928.6515,-6089.3671,429.7912,-6859.3388,-4251.6581,-5514.4538,1230.4768,4665.8975,5664.4259,3421.8711,-3996.1968,-5386.5005,3698.7061,-2714.3182,-121.7405,-868.2914,485.9695,-1722.1684,-1103.0205,-6059.1788,5557.2886,-6575.1531,-5925.2004,4606.3665,-2413.6412,4106.8581,3674.3626,-5874.6577,5112.6618,-2375.1859,-1043.2569,6067.3881,1869.9437,-4494.1813,4370.6380,2151.5125,4052.4645,-3014.6435,-635.8311,-502.6038,5874.6329,0.0000,907.6366,-575.3977,2418.8671,-3135.0609,-6415.5534,-4644.5321,-383.4608,2991.2719,4508.0209,-6735.1104,-1354.8767,-694.4796,-1406.5373,1355.4273,-2418.7170,-2615.9849,1305.0585,122.7340,5947.0054,391611.1114,362729.9607,382872.0231,382716.0253,379928.1248,379851.8248,373410.7867,377175.4614,332426500.6160,332407609.2228,332433427.0863,332436064.5455,377128.8131,332426032.3361,5523.4618,156.3777,-4795.2341,-3320.5758,-4405.8553,527.4920,5116.7472,4732.7416,-5495.7655,-4540.9933,3367.0982,4282.2211,1541.0828,0.0000,3224.6509,-55.8785,-4694.4013,-259.8345,-4947.0401,-3009.1379,4998.6827,-2531.5631,-3917.1749,-5589.3223,1222.1571,-4271.7174,3265.7260,4874.4567,-6692.8057,2608.8775,-2336.6708,-5415.2507,-4951.8189,4970.1472,2334.7761,0.0000,3218.5144,1688.8173,-3610.5216,3502.5140,2763.5945,-5484.6343,770.2537,2416.4908,-1644.4350,-4606.9778,3840.6448,-3569.8000,-1212.7485,2891.8262,-3970.0243,-4801.1680,-5378.4305,-190.4399,4703.2807,-4615.3975,-912.9892,5238.9118,-3369.5805,-3713.2825,-991.6085,-765.3452,3842.8150,5466.4701,-4681.6629,5034.7386,116.1918,-4648.2670,-6531.6170,-443.8656,2670.2313,6606.8500,-3532.2472,4651.3000,-6501.9074,4986.8412,337.9846,5077.1331,4566.0788,-3241.4488,0.0000,-6477.0077,5708.0995,6521.1693,-3134.8081,394.0051,-4577.1525,-3138.8009,-4682.7649,3613.5637,1591.8054,-4108.9647,3195.2702,-5474.3115,-824.3379,5392.9855,-3929.1521,-2716.8511,3608.7916,1152.4948,97632.3261,95217.7710,95098.7348,97136.8073,99751.2530,90222.4756,86034.4421,96016.8610,-42535974.9745,-42502610.2627,-42510769.0546,-42519927.4400,94191.4657,-42525866.0380,
3600.000,2801.1806,-2075.9110,4756.7186,3802.4557,-3703.1634,4698.6154,-298.2105,-3987.5376,-6028.6608,3964.2508,-4323.0286,4714.5270,2773.7699,0.0000,5070.4711,2912.7786,-5976.7586,-5163.9824,-5941.8544,1339.8294,-2232.0354,2848.8899,6783.1360,4606.5416,4864.1695,1855.5486,-3900.3156,4915.3321,2969.0616,-4405.3521,6186.2817,-5157.3073,-4336.8149,1474.9524,-2516.1377,0.0000,-6161.6183,5890.9814,2050.1010,-4881.3441,2369.6355,2981.1110,1921.2150,5664.2648,4154.8310,-3243.7120,-74.5235,-4383.4367,2916.1409,-363.4426,3918.0312,-1828.2083,6007.8213,5558.3684,-1838.1012,-2816.5101,5998.7264,6217.4806,2705.6020,-3851.3459,3107.2564,-570.5027,-6032.9498,-442.1380,-6052.4535,-6045.5327,-295.0429,-3479.0796,4530.9692,5232.8798,-3466.2962,1080.0918,5031.9997,-5781.0223,-1699.5389,-1909.5674,6155.1192,-2055.5064,-3375.5125,-1919.2041,0.0000,-2865.1700,681.0466,-3611.8751,6077.5483,-226.0189,1631.9604,6589.2359,-6004.0603,-5079.8577,2109.4115,-5146.6942,-2922.2706,-1909.3275,4095.3662,4873.6506,-884.0228,5811.2992,3691.8218,537.7339,1550.1164,-8516.1286,-1860.9532,-3058.0293,-11831.0543,-8978.0075,-5300.2352,-5378.6223,-197323145.4968,-197311780.3828,-197310403.7280,-197306507.7644,-5073.8304,-197306313.9327,-5023.8773,-5238.2996,-4879.5125,-1690.1407,2143.0176,3456.1688,6610.6641,2264.4230,893.2965,5202.3613,-5226.2950,5046.6607,3978.2380,0.0000,211.9227,5229.9260,2028.6308,-3321.9603,3160.8787,-4811.3432,4077.6514,6223.1670,1163.8410,3416.1536,-697.7687,-6641.9339,1513.7568,4554.5496,2162.0920,2310.0766,2804.7752,-938.8754,1799.1558,6541.0641,-6083.2610,0.0000,-2987.0286,2326.2811,3567.7108,4801.5798,5770.7821,-4628.3513,4836.9158,2214.9461,2382.3597,2886.5098,-2555.2158,-2556.5903,-4003.7390,4970.0583,1415.0161,-4264.4686,-957.3547,-2164.9103,3991.0141,3333.4045,-113.1753,-1905.7987,6379.9459,-1497.7379,4023.7301,5035.4653,-3332.8564,5724.9913,-1916.1228,-2833.8585,5723.8191,-4594.9696,2389.3324,-1947.6235,-5618.4754,-5998.1517,656.4854,-1591.6585,-5263.2951,-4190.0038,549.2892,4249.4332,4790.9764,-4689.2118,0.0000,3571.0582,-3017.5170,-4034.0904,710.0694,5389.2474,5383.7438,-2097.4118,741.4316,-275.9115,6248.3668,4478.5585,4062.1433,5342.4546,-2891.2166,-1752.5551,4037.0542,-3648.7307,-3508.9971,-6244.6619,405251.6938,371437.7009,392756.9848,391779.6108,390539.5176,389885.7544,384847.2807,387781.9596,291278690.4032,291253991.5045,291282632.0432,291287856.3074,387870.6424,291277866.9080,-3828.2686,3963.0634,1453.9025,5489.8179,5349.0437,-3749.8224,-1924.2081,-5043.9798,3256.4378,2114.4697,465.6742,-415.8524,-4928.3519,0.0000,-4728.1903,-3437.2918,2852.6624,-3220.8374,1561.6804,4653.5120,-5109.5404,-1112.5202,811.7786,3960.2637,-4827.0387,328.9431,-5495.2989,-999.8821,5886.6527,-4626.7580,-1357.5351,4494.9288,4975.5251,-1622.6948,2069.0278,0.0000,1017.1687,2722.9121,5498.6208,101.5436,2410.8338,4133.7290,-4540.5304,2775.0041,4966.9108,5342.9453,-6455.5171,4677.2015,4782.9432,-4643.9480,5361.6357,4965.7873,2871.4866,3517.4427,-5332.7756,5331.8537,-3409.0956,-2291.1282,-53.0251,5319.1880,4654.1361,4610.8991,-699.5294,-3751.4176,2771.3408,-1829.6439,-3707.6127,3834.1496,4680.2922,3899.9202,1872.4407,-3305.3409,4700.8768,-3328.4432,4172.4451,-5158.0721,3134.7007,-5049.9628,-3477.6777,4721.2952,0.0000,5220.3029,-6198.4342,-4394.4088,-2420.0123,-4317.5989,4043.7143,-386.8407,3248.5959,-4580.6352,2099.9159,1120.6203,-4621.1508,3855.3710,4660.1287,-4580.5358,5485.9044,-927.6225,-4693.1777,2733.9733,98779.8121,96307.6418,97377.1121,96107.9687,101776.6378,94856.3836,86387.2997,93760.7810,-42458887.2561,-42425083.0668,-42429969.0154,-42438389.7935,95498.2413,-42447337.3264,
7200.000,-1487.0065,3916.0980,-3389.8177,-1498.2986,2531.1753,-5082.6136,-1351.7826,3277.5934,6294.2688,-5682.9553,5205.4367,-4996.4607,-4557.3790,0.0000,-4816.3564,-4799.3642,5369.9124,5037.6917,4695.8923,2892.0905,93.2268,-4312.3060,-6252.0745,-6480.5084,-1850.8192,101.5222,1704.9458,-5248.3408,-3208.5460,1601.4022,-5497.0800,6767.9392,4258.7053,-2912.7600,3589.8806,0.0000,5114.5786,-4188.4104,-5663.2548,1897.7863,-3842.2168,-1708.4750,-4180.9525,-3377.6634,-4124.9403,1574.7205,4435.8647,6258.3824,1589.5258,-4031.0214,-5843.0033,5325.4449,-5566.1652,-2344.4955,-896.0597,709.0075,-3031.2941,-5562.6478,-4243.9687,5823.5860,-4387.3681,-3480.4830,6228.5923,-1620.2495,6878.2919,6315.1521,-3721.3732,6045.0714,-6352.0036,-1639.9679,4014.2711,-3490.2114,-5403.3170,6758.9544,2425.4645,5252.0928,-4249.2737,-95.0592,984.6139,5360.3623,0.0000,3682.5146,1048.4080,4887.8054,-2396.6439,-3187.1760,-4610.4147,-4451.1325,5916.1553,5305.0430,-4056.4868,3100.4891,-722.5371,185.2713,342.2075,-5201.6032,-3099.4080,-3045.7273,-1031.8724,3012.1595,-101202.7781,-102206.8593,-97945.8353,-100433.1771,-109214.1274,-102426.2773,-103292.6180,-101810.5914,-266042579.1470,-266025932.9657,-266034677.8946,-266032024.3876,-102288.8018,-266026300.1418,6735.4970,1363.8169,5458.2870,5336.5771,-5837.0242,545.1201,-6251.5672,-5780.1041,-2679.8987,-3433.7545,1887.4415,-2994.0161,67.0307,0.0000,3688.2883,-1587.8938,-4322.7894,-536.1501,-4233.0095,5478.6862,-6625.3731,-3593.6690,1118.1532,-2577.8683,4099.9066,5757.5378,-5213.6787,-2139.2692,-5930.8844,-5900.7431,271.1086,-1181.2787,-5158.7757,-5590.7890,2851.2695,0.0000,429.1871,1019.9344,-1286.7163,-5477.1133,-1262.3899,6675.2006,-1068.9860,2169.1544,2070.2458,-6189.2875,1167.6899,-801.5575,4197.1963,-4709.7969,2331.4409,4029.1767,3116.4039,4511.1918,-6354.4540,-6350.4163,2837.2507,3438.9097,-4272.3624,-2442.2668,241.5551,-2729.6732,916.9497,-6633.4655,-278.0459,1262.4492,-3508.0201,3316.3307,-2814.1249,4943.8028,2146.8197,5645.8476,3143.5272,-1087.7930,6470.4276,3990.9337,2782.1628,-6666.6731,-6734.7344,2853.2871,0.0000,-5818.4471,6218.8330,4959.7661,3142.6185,-2748.3794,-5068.1418,3839.2782,-3472.8099,-3697.5936,-3341.8553,-5625.9276,-6299.2162,-6848.7552,4437.9432,4466.8167,-5144.8749,4771.4280,6217.1886,4011.8717,392253.6078,356006.2454,377356.9299,373481.6977,376106.6139,374466.5121,371045.1043,373959.6853,230248487.9436,230218783.4308,230246017.8972,230251850.3092,373701.8522,230246911.4418,-331.9019,-5510.7153,2695.1176,-4108.2202,-2566.2097,4670.8288,-2563.4698,1500.9104,1004.4549,1759.8164,-3951.2129,-3734.8415,5186.9314,0.0000,3345.7590,4686.6796,709.9885,4719.8197,2787.1139,-2888.9796,1933.9665,4060.4545,2767.3052,-162.0586,5202.8422,3801.2553,4181.2655,-3717.8320,-1685.7376,2944.2365,4194.6008,-753.4746,-1463.7501,-2802.8380,-5164.2159,0.0000,-4649.7225,-5387.8658,-3686.7867,-3652.7148,-5335.6344,-83.4648,5379.4398,-5353.8549,-5141.7089,-2599.1772,5192.4313,-2818.6971,-5234.0383,2807.7390,-2585.4439,-1306.2887,2139.0293,-4714.6107,2542.3392,-2597.5586,5500.0850,-2180.7017,3421.7510,-2371.7451,-5322.0338,-5244.5010,-2894.4056,-621.3259,806.4915,-2537.2794,4510.3461,-688.8852,-127.8754,-4398.0723,-5141.3174,-2008.0507,-2984.8202,-361.9817,613.7290,2050.3532,-4725.0274,1805.8931,-286.3959,-3351.4851,0.0000,-983.5494,2837.6220,-231.1522,5247.8713,5466.5973,-1083.6491,3653.4414,386.6249,2237.5384,-4512.5031,2552.4832,2471.6544,411.3279,-5213.2690,849.5484,-3353.3654,3977.2022,2853.9089,-4657.8866,99888.3670,97378.5856,99144.0107,95180.3861,103341.2432,99142.6787,87389.4543,98534.2342,-42381036.7532,-42347883.6826,-42350677.0750,-42358901.1449,96797.0709,-42368793.8286,
