sl_100_5400_20280128 Coordinates.csv
2028/01/28 07:47:00.0000 UTC

Generated: Tue Oct  8 21:40:54 2024,
Start: 2028/01/28 07:47:00.00, Stop: 2028/01/28 09:17:00.00,
TIME_UNITS,STARLINK-5663 - X-Coordinate,STARLINK-31036 - X-Coordinate,STARLINK-6090 - X-Coordinate,STARLINK-2693 - X-Coordinate,STARLINK-2134 - X-Coordinate,STARLINK-30166 - X-Coordinate,STARLINK-5699 - X-Coordinate,STARLINK-5707 - X-Coordinate,STARLINK-31486 - X-Coordinate,STARLINK-5484 - X-Coordinate,STARLINK-2491 - X-Coordinate,STARLINK-1788 - X-Coordinate,STARLINK-3147 - X-Coordinate,STARLINK-3210 - X-Coordinate,STARLINK-11226 [DTC] - X-Coordinate,STARLINK-4633 - X-Coordinate,STARLINK-4026 - X-Coordinate,STARLINK-2092 - X-Coordinate,STARLINK-11232 [DTC] - X-Coordinate,STARLINK-11191 [DTC] - X-Coordinate,STARLINK-31665 - X-Coordinate,STARLINK-30574 - X-Coordinate,STARLINK-5255 - X-Coordinate,STARLINK-31081 - X-Coordinate,STARLINK-3700 - X-Coordinate,STARLINK-5973 - X-Coordinate,STARLINK-32008 - X-Coordinate,STARLINK-1397 - X-Coordinate,STARLINK-31320 - X-Coordinate,STARLINK-2587 - X-Coordinate,STARLINK-4601 - X-Coordinate,STARLINK-6041 - X-Coordinate,STARLINK-5006 - X-Coordinate,STARLINK-4013 - X-Coordinate,STARLINK-2499 - X-Coordinate,STARLINK-1580 - X-Coordinate,STARLINK-31442 - X-Coordinate,STARLINK-3732 - X-Coordinate,STARLINK-4571 - X-Coordinate,STARLINK-4098 - X-Coordinate,STARLINK-30481 - X-Coordinate,STARLINK-32049 - X-Coordinate,STARLINK-3994 - X-Coordinate,STARLINK-30866 - X-Coordinate,STARLINK-3694 - X-Coordinate,STARLINK-3172 - X-Coordinate,STARLINK-4684 - X-Coordinate,STARLINK-31912 - X-Coordinate,STARLINK-2374 - X-Coordinate,STARLINK-2195 - X-Coordinate,STARLINK-2020 - X-Coordinate,STARLINK-3527 - X-Coordinate,STARLINK-1338 - X-Coordinate,STARLINK-3157 - X-Coordinate,STARLINK-1972 - X-Coordinate,STARLINK-2286 - X-Coordinate,STARLINK-31668 - X-Coordinate,STARLINK-3586 - X-Coordinate,STARLINK-5831 - X-Coordinate,STARLINK-30098 - X-Coordinate,STARLINK-3918 - X-Coordinate,STARLINK-2056 - X-Coordinate,STARLINK-5307 - X-Coordinate,STARLINK-11254 [DTC] - X-Coordinate,STARLINK-5791 - X-Coordinate,STARLINK-1474 - X-Coordinate,STARLINK-4010 - X-Coordinate,STARLINK-31452 - X-Coordinate,STARLINK-4175 - X-Coordinate,STARLINK-30930 - X-Coordinate,STARLINK-5956 - X-Coordinate,STARLINK-1276 - X-Coordinate,STARLINK-3660 - X-Coordinate,STARLINK-2617 - X-Coordinate,STARLINK-31830 - X-Coordinate,STARLINK-4634 - X-Coordinate,STARLINK-6240 - X-Coordinate,STARLINK-30071 - X-Coordinate,STARLINK-6353 - X-Coordinate,STARLINK-1477 - X-Coordinate,STARLINK-1262 - X-Coordinate,STARLINK-31052 - X-Coordinate,STARLINK-31967 - X-Coordinate,STARLINK-4018 - X-Coordinate,STARLINK-31009 - X-Coordinate,STARLINK-4033 - X-Coordinate,STARLINK-4710 - X-Coordinate,STARLINK-31455 - X-Coordinate,STARLINK-3550 - X-Coordinate,STARLINK-32145 - X-Coordinate,STARLINK-4144 - X-Coordinate,STARLINK-5099 - X-Coordinate,STARLINK-4700 - X-Coordinate,STARLINK-6262 - X-Coordinate,STARLINK-1212 - X-Coordinate,STARLINK-3558 - X-Coordinate,STARLINK-3044 - X-Coordinate,STARLINK-5735 - X-Coordinate,STARLINK-5932 - X-Coordinate,STARLINK-30271 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5663 - Y-Coordinate,STARLINK-31036 - Y-Coordinate,STARLINK-6090 - Y-Coordinate,STARLINK-2693 - Y-Coordinate,STARLINK-2134 - Y-Coordinate,STARLINK-30166 - Y-Coordinate,STARLINK-5699 - Y-Coordinate,STARLINK-5707 - Y-Coordinate,STARLINK-31486 - Y-Coordinate,STARLINK-5484 - Y-Coordinate,STARLINK-2491 - Y-Coordinate,STARLINK-1788 - Y-Coordinate,STARLINK-3147 - Y-Coordinate,STARLINK-3210 - Y-Coordinate,STARLINK-11226 [DTC] - Y-Coordinate,STARLINK-4633 - Y-Coordinate,STARLINK-4026 - Y-Coordinate,STARLINK-2092 - Y-Coordinate,STARLINK-11232 [DTC] - Y-Coordinate,STARLINK-11191 [DTC] - Y-Coordinate,STARLINK-31665 - Y-Coordinate,STARLINK-30574 - Y-Coordinate,STARLINK-5255 - Y-Coordinate,STARLINK-31081 - Y-Coordinate,STARLINK-3700 - Y-Coordinate,STARLINK-5973 - Y-Coordinate,STARLINK-32008 - Y-Coordinate,STARLINK-1397 - Y-Coordinate,STARLINK-31320 - Y-Coordinate,STARLINK-2587 - Y-Coordinate,STARLINK-4601 - Y-Coordinate,STARLINK-6041 - Y-Coordinate,STARLINK-5006 - Y-Coordinate,STARLINK-4013 - Y-Coordinate,STARLINK-2499 - Y-Coordinate,STARLINK-1580 - Y-Coordinate,STARLINK-31442 - Y-Coordinate,STARLINK-3732 - Y-Coordinate,STARLINK-4571 - Y-Coordinate,STARLINK-4098 - Y-Coordinate,STARLINK-30481 - Y-Coordinate,STARLINK-32049 - Y-Coordinate,STARLINK-3994 - Y-Coordinate,STARLINK-30866 - Y-Coordinate,STARLINK-3694 - Y-Coordinate,STARLINK-3172 - Y-Coordinate,STARLINK-4684 - Y-Coordinate,STARLINK-31912 - Y-Coordinate,STARLINK-2374 - Y-Coordinate,STARLINK-2195 - Y-Coordinate,STARLINK-2020 - Y-Coordinate,STARLINK-3527 - Y-Coordinate,STARLINK-1338 - Y-Coordinate,STARLINK-3157 - Y-Coordinate,STARLINK-1972 - Y-Coordinate,STARLINK-2286 - Y-Coordinate,STARLINK-31668 - Y-Coordinate,STARLINK-3586 - Y-Coordinate,STARLINK-5831 - Y-Coordinate,STARLINK-30098 - Y-Coordinate,STARLINK-3918 - Y-Coordinate,STARLINK-2056 - Y-Coordinate,STARLINK-5307 - Y-Coordinate,STARLINK-11254 [DTC] - Y-Coordinate,STARLINK-5791 - Y-Coordinate,STARLINK-1474 - Y-Coordinate,STARLINK-4010 - Y-Coordinate,STARLINK-31452 - Y-Coordinate,STARLINK-4175 - Y-Coordinate,STARLINK-30930 - Y-Coordinate,STARLINK-5956 - Y-Coordinate,STARLINK-1276 - Y-Coordinate,STARLINK-3660 - Y-Coordinate,STARLINK-2617 - Y-Coordinate,STARLINK-31830 - Y-Coordinate,STARLINK-4634 - Y-Coordinate,STARLINK-6240 - Y-Coordinate,STARLINK-30071 - Y-Coordinate,STARLINK-6353 - Y-Coordinate,STARLINK-1477 - Y-Coordinate,STARLINK-1262 - Y-Coordinate,STARLINK-31052 - Y-Coordinate,STARLINK-31967 - Y-Coordinate,STARLINK-4018 - Y-Coordinate,STARLINK-31009 - Y-Coordinate,STARLINK-4033 - Y-Coordinate,STARLINK-4710 - Y-Coordinate,STARLINK-31455 - Y-Coordinate,STARLINK-3550 - Y-Coordinate,STARLINK-32145 - Y-Coordinate,STARLINK-4144 - Y-Coordinate,STARLINK-5099 - Y-Coordinate,STARLINK-4700 - Y-Coordinate,STARLINK-6262 - Y-Coordinate,STARLINK-1212 - Y-Coordinate,STARLINK-3558 - Y-Coordinate,STARLINK-3044 - Y-Coordinate,STARLINK-5735 - Y-Coordinate,STARLINK-5932 - Y-Coordinate,STARLINK-30271 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5663 - Z-Coordinate,STARLINK-31036 - Z-Coordinate,STARLINK-6090 - Z-Coordinate,STARLINK-2693 - Z-Coordinate,STARLINK-2134 - Z-Coordinate,STARLINK-30166 - Z-Coordinate,STARLINK-5699 - Z-Coordinate,STARLINK-5707 - Z-Coordinate,STARLINK-31486 - Z-Coordinate,STARLINK-5484 - Z-Coordinate,STARLINK-2491 - Z-Coordinate,STARLINK-1788 - Z-Coordinate,STARLINK-3147 - Z-Coordinate,STARLINK-3210 - Z-Coordinate,STARLINK-11226 [DTC] - Z-Coordinate,STARLINK-4633 - Z-Coordinate,STARLINK-4026 - Z-Coordinate,STARLINK-2092 - Z-Coordinate,STARLINK-11232 [DTC] - Z-Coordinate,STARLINK-11191 [DTC] - Z-Coordinate,STARLINK-31665 - Z-Coordinate,STARLINK-30574 - Z-Coordinate,STARLINK-5255 - Z-Coordinate,STARLINK-31081 - Z-Coordinate,STARLINK-3700 - Z-Coordinate,STARLINK-5973 - Z-Coordinate,STARLINK-32008 - Z-Coordinate,STARLINK-1397 - Z-Coordinate,STARLINK-31320 - Z-Coordinate,STARLINK-2587 - Z-Coordinate,STARLINK-4601 - Z-Coordinate,STARLINK-6041 - Z-Coordinate,STARLINK-5006 - Z-Coordinate,STARLINK-4013 - Z-Coordinate,STARLINK-2499 - Z-Coordinate,STARLINK-1580 - Z-Coordinate,STARLINK-31442 - Z-Coordinate,STARLINK-3732 - Z-Coordinate,STARLINK-4571 - Z-Coordinate,STARLINK-4098 - Z-Coordinate,STARLINK-30481 - Z-Coordinate,STARLINK-32049 - Z-Coordinate,STARLINK-3994 - Z-Coordinate,STARLINK-30866 - Z-Coordinate,STARLINK-3694 - Z-Coordinate,STARLINK-3172 - Z-Coordinate,STARLINK-4684 - Z-Coordinate,STARLINK-31912 - Z-Coordinate,STARLINK-2374 - Z-Coordinate,STARLINK-2195 - Z-Coordinate,STARLINK-2020 - Z-Coordinate,STARLINK-3527 - Z-Coordinate,STARLINK-1338 - Z-Coordinate,STARLINK-3157 - Z-Coordinate,STARLINK-1972 - Z-Coordinate,STARLINK-2286 - Z-Coordinate,STARLINK-31668 - Z-Coordinate,STARLINK-3586 - Z-Coordinate,STARLINK-5831 - Z-Coordinate,STARLINK-30098 - Z-Coordinate,STARLINK-3918 - Z-Coordinate,STARLINK-2056 - Z-Coordinate,STARLINK-5307 - Z-Coordinate,STARLINK-11254 [DTC] - Z-Coordinate,STARLINK-5791 - Z-Coordinate,STARLINK-1474 - Z-Coordinate,STARLINK-4010 - Z-Coordinate,STARLINK-31452 - Z-Coordinate,STARLINK-4175 - Z-Coordinate,STARLINK-30930 - Z-Coordinate,STARLINK-5956 - Z-Coordinate,STARLINK-1276 - Z-Coordinate,STARLINK-3660 - Z-Coordinate,STARLINK-2617 - Z-Coordinate,STARLINK-31830 - Z-Coordinate,STARLINK-4634 - Z-Coordinate,STARLINK-6240 - Z-Coordinate,STARLINK-30071 - Z-Coordinate,STARLINK-6353 - Z-Coordinate,STARLINK-1477 - Z-Coordinate,STARLINK-1262 - Z-Coordinate,STARLINK-31052 - Z-Coordinate,STARLINK-31967 - Z-Coordinate,STARLINK-4018 - Z-Coordinate,STARLINK-31009 - Z-Coordinate,STARLINK-4033 - Z-Coordinate,STARLINK-4710 - Z-Coordinate,STARLINK-31455 - Z-Coordinate,STARLINK-3550 - Z-Coordinate,STARLINK-32145 - Z-Coordinate,STARLINK-4144 - Z-Coordinate,STARLINK-5099 - Z-Coordinate,STARLINK-4700 - Z-Coordinate,STARLINK-6262 - Z-Coordinate,STARLINK-1212 - Z-Coordinate,STARLINK-3558 - Z-Coordinate,STARLINK-3044 - Z-Coordinate,STARLINK-5735 - Z-Coordinate,STARLINK-5932 - Z-Coordinate,STARLINK-30271 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1834.2294,5073.0555,4889.5500,-5783.1033,3992.0136,-5093.4043,-2379.3804,-3942.2976,-6724.9184,-4006.5393,4682.2571,-4958.2998,-4976.8940,5665.0521,0.0000,-3424.9635,2923.4426,2819.4459,-975.6763,-1475.6049,-543.4821,-5685.6630,5105.0333,1176.0957,-887.7715,4697.5132,3608.6337,-3828.0668,-4730.7606,1406.3349,-4645.3658,-3380.9236,3194.1861,3643.7211,3957.8829,2584.6835,5111.8772,2060.5433,-4001.5674,5779.5557,-574.9599,-2353.9038,5596.1666,5424.8033,3404.4932,4105.3378,-1352.8116,-4487.6183,-4546.1025,3823.5945,2335.3717,-1731.8808,-2846.0190,-2331.0297,-2517.0176,4701.2442,-1335.1944,6014.3170,-6876.9423,-3358.9674,4323.5890,5062.1034,-3903.4865,-6163.7105,4051.9592,-3537.3075,-3098.3838,-5198.0033,3475.3259,929.1353,-1166.9376,4502.7927,3155.3963,-3066.3986,-5351.3425,-4095.6436,-5327.1237,6791.1568,4828.7383,-3187.3873,-5219.9264,5664.7327,2691.3856,964.2398,-2454.2675,4209.7348,615.0088,-5615.8881,1562.1630,-2833.1666,-1252.2494,1620.8381,-5071.8838,3312.3592,-1913.4638,3641.6167,5261.0688,1636.4694,0.0000,-3342.1429,-34362.5635,-44926.4863,-38479.5891,-38680.6648,-47103.0177,-45354.5864,-44745.0902,-43767.7637,-67833189.2290,-67856726.1967,-67803728.7486,-67821289.5517,-43040.9691,-67815105.6153,-6219.0871,-3559.4271,-1304.7783,-1132.6891,-3034.5319,4688.1137,-6033.8430,-3251.2954,958.7503,3451.9559,1261.9059,-130.3037,-3697.4412,-3762.0072,0.0000,5868.2189,5209.0923,3072.5012,4787.8046,-3784.2617,6259.9843,3136.1432,941.9939,6506.5397,-5292.9250,2607.6472,-1999.6199,1957.0759,1496.7673,6550.1076,-4012.1203,-1817.5908,-2872.3889,5039.3023,835.1092,-3686.0196,-926.2548,6017.9388,3752.8797,-1231.5177,-6652.2603,3439.5828,3548.6993,-3763.2817,-4021.0633,1893.3831,4094.3620,5057.0289,1723.5782,-4727.3573,-3597.8612,-5760.3518,-6232.9927,-6289.9107,3270.3440,-3999.1947,-5472.6493,-1337.7282,-602.9862,-4836.2637,2012.8064,3715.9730,-1942.3740,2515.9492,3226.6211,2325.0374,4880.8872,3943.4175,2398.4049,-6639.2481,-5131.8388,-4931.8972,-5914.7363,2937.3119,-3308.9170,723.8320,4382.3993,14.1842,-3079.5360,-5510.0951,4485.7813,2572.0259,3293.0672,-5104.4406,-5930.3452,2330.4644,4753.4893,-622.8709,-6731.3409,5421.3623,-6405.2976,5461.8671,680.8860,3832.8674,6453.9669,-2472.3649,57.9755,-5077.1373,0.0000,2491.6040,406730.9874,390596.0072,400887.2759,400752.2012,402585.8699,401504.1403,393525.0721,397475.8345,328545480.2718,328540194.3772,328550014.4719,328551939.8279,396857.0801,328554557.5692,2038.2855,2886.4381,4716.2022,-3507.7396,-4752.9552,-426.6840,2406.7448,-4688.4684,841.9023,4505.9858,4893.5859,-4812.0821,-3066.9673,-1185.9924,0.0000,-1013.8872,-3445.8531,-5425.3084,4623.0361,-5371.8033,-2680.5389,-2456.6038,-4560.5637,-1144.7281,4328.8333,4376.9475,5413.9623,5380.4335,-4697.1686,-858.2601,-3172.0895,5781.0424,-5448.6210,-2984.3868,5294.2507,-5142.3981,-4392.9202,2670.2979,-4198.3257,3551.1052,1821.4219,5275.4637,1889.8954,-2100.6379,-4472.0315,-5260.0359,-5415.8827,568.6058,-4752.4640,3225.8226,-5428.1217,3223.4842,276.7423,-1644.9723,-5429.3806,2437.0961,-3841.9803,2981.3185,345.6024,3647.5524,-4979.8365,-2922.9415,-5417.8323,-798.6543,-4605.8085,-5488.1583,3767.8395,1981.6044,5457.9314,1245.9221,-4490.3912,1809.5400,-1638.6426,5459.9000,2691.9372,-5503.8429,540.6016,-1245.1591,3912.9764,-2706.7456,-633.7413,3042.6447,-5369.6078,-4564.6016,-2660.7139,4930.8630,-4980.9229,3825.8634,72.9007,3029.2799,-2287.3385,-3963.1284,-4654.0568,4714.9093,-1558.2584,-5335.5808,4514.6255,-4436.4255,0.0000,5412.2911,-75239.2666,-74458.9472,-75148.3715,-72923.6283,-70437.8758,-80039.7364,-84094.4026,-74416.4943,-96329250.2140,-96351366.6002,-96341992.0183,-96335137.5267,-75973.2422,-96332072.6520,
300.000,-3383.6532,3442.4135,4129.3481,-6575.9292,3447.8116,-3904.8022,-3593.7302,-5248.5004,-6359.4855,-2227.5189,5734.7738,-3929.1745,-4967.2698,4451.1086,0.0000,-2336.7749,4402.1266,4073.1863,1000.9579,-3360.9024,1077.3428,-5073.1917,6043.8425,2674.4815,-2313.2722,5860.1238,2181.2801,-3143.4261,-4812.3296,2577.1694,-4758.9674,-2570.4673,3386.5430,4975.6300,3974.7336,1272.4686,4091.8140,3410.5168,-5110.1077,6010.8431,-2073.2226,-767.4172,5587.4035,4626.2101,2573.0459,5346.3693,499.7219,-3032.6439,-4494.7923,3045.7256,733.3853,-3197.9955,-3770.2958,-3241.7040,-827.4704,4065.6204,-2965.3267,4695.5216,-6748.5802,-5014.2720,4178.3804,5056.8436,-5510.6149,-5560.2239,5400.4195,-1967.7779,-2173.9602,-3633.4263,4229.2691,-288.4513,-3183.6862,3671.8857,2107.7738,-1218.9191,-6346.8993,-3747.5737,-4021.3624,6730.6526,4107.6248,-3862.5698,-4297.7575,5580.3242,4462.8343,-910.0774,-3658.9749,5613.2438,2490.1263,-4962.9359,323.8911,-1108.3612,-2353.0951,3221.5056,-3734.7411,4744.9018,-508.3265,1865.3640,4141.5447,-208.8507,0.0000,-1658.3990,-43143.4040,-53448.5367,-46824.3661,-47126.5255,-55541.1654,-53799.7966,-53142.7262,-51847.7296,-74988952.8963,-75012086.4429,-74959110.2391,-74976475.0734,-51451.8971,-74970880.9148,-5871.9276,-4094.1883,-3308.1053,168.9725,-4793.1525,5620.7840,-4694.7037,-1597.7069,2433.1937,3135.7517,-313.6645,1686.0179,-1969.6704,-4427.6421,0.0000,6407.0323,4971.0736,1280.7495,4043.4644,-2648.3960,6622.6648,4625.8929,-567.8991,6138.1654,-3888.8963,980.3667,-3665.8724,3919.4510,3341.6527,6164.2047,-2264.2313,131.7401,-4540.3426,4590.8726,-1381.6918,-5197.5523,-2833.6584,5922.9667,4082.5653,-2737.3274,-5811.6653,4831.6703,2041.2893,-5118.2590,-5568.2108,326.5561,5016.1905,5705.4703,3601.4440,-5964.2447,-4928.9891,-5818.5578,-5344.2316,-5151.0753,4591.4839,-5204.1486,-4187.6525,-2461.6382,907.3602,-4085.1201,-102.8649,2016.8803,-1520.0044,3594.9701,1651.7011,3826.8521,6152.4789,4758.6744,352.2195,-6789.9592,-4839.0881,-5866.9514,-6567.2598,4089.8541,-2371.7053,2827.6242,5250.7240,-1503.3064,-4810.9618,-3995.7656,5280.5391,662.5138,2189.0150,-4307.5784,-4539.2608,1045.6845,5110.5940,1345.2611,-6686.4228,5133.3999,-5281.7646,5615.3134,2239.4359,2231.3911,6109.3372,-3713.8090,-1628.4137,-5883.1397,0.0000,3894.8495,405905.8061,389410.7470,399810.8664,399686.6064,401619.5087,400501.3837,392615.4212,396203.0374,326988907.4984,326982880.5169,326993930.4750,326994985.3924,395878.0307,326998083.1856,541.6964,4253.7814,4456.9721,-1935.3173,-3587.0638,1114.6454,3589.4445,-4241.5829,-713.1935,5782.7957,3807.9865,-5429.9312,-4394.0598,-2873.8050,0.0000,808.6900,-1856.6753,-5347.3428,5280.0122,-5200.6647,-1275.1245,-1023.0744,-3299.8273,420.0684,5200.2861,3569.3030,5304.7380,4712.1089,-3514.5898,975.1892,-4469.6548,6442.4064,-4007.2424,-1312.6118,5165.9091,-4251.4963,-4638.3968,955.3015,-2219.8215,1984.9489,3130.9615,4613.5329,3472.7845,-621.7964,-3181.9187,-4405.8078,-4744.4830,2063.9706,-3611.5220,1598.9459,-4798.9180,1588.1398,2054.2412,-3268.1618,-4974.1153,673.8792,-4490.7916,4325.4637,-1195.9164,2483.7520,-5484.4372,-4283.9730,-3960.4150,1044.0161,-4018.1293,-5433.7356,2252.4050,3259.4311,5441.2658,-578.4380,-3781.9607,22.8717,163.6726,5442.9130,976.1245,-5054.7393,2027.5869,295.7377,2849.0294,-4120.3490,1177.6263,4045.3454,-4712.8033,-5333.3817,-3779.4191,3858.6658,-3931.3933,4484.3853,-1723.7795,4357.6596,-3796.3764,-2497.8623,-5375.1237,4517.2839,-3190.7399,-5529.3260,5313.8140,-3670.9730,0.0000,5362.1657,-75154.5123,-74324.6867,-74933.9381,-72972.8440,-70239.1123,-79679.8037,-84083.8265,-74098.7030,-96324581.0101,-96346611.7565,-96336627.4969,-96330738.8345,-75854.7194,-96327148.2694,
600.000,-4580.0208,1445.7710,3009.1249,-6702.3135,2600.0267,-2330.1799,-4492.3652,-6073.2167,-5350.9474,-194.6195,6234.8468,-2556.5503,-4507.7175,2778.4568,0.0000,-1002.3259,5425.9008,4958.7262,2902.4856,-4912.6704,2577.0500,-3978.3714,6398.2342,3889.7557,-3558.7465,6472.6270,575.2661,-2196.3404,-4432.8018,3482.9280,-4444.6682,-1574.5434,3282.7151,5799.2964,3611.8594,-125.7522,2690.4041,4409.7425,-5673.3186,5652.4591,-3398.9754,858.0021,5044.7532,3382.6302,1521.1367,6089.1521,2268.5927,-1249.2892,-4011.1530,1978.0651,-898.5305,-4318.4326,-4331.0948,-3865.5820,905.8932,2978.5523,-4329.9885,2903.3655,-5960.8323,-6176.5793,3676.0074,4593.0470,-6558.8092,-4341.5358,6246.8653,-248.0531,-1057.5728,-1688.7020,4618.7142,-1482.6898,-4882.5275,2476.5568,846.8087,715.8964,-6687.4093,-3082.2377,-2312.3691,6008.0622,3016.4527,-4200.3749,-2937.3244,4986.8283,5795.7311,-2730.4450,-4548.1058,6467.7121,4093.1386,-3841.4854,-965.6131,763.1013,-3263.0099,4485.5431,-2063.6940,5745.6350,979.4024,-62.4015,2654.0996,-2008.6211,0.0000,155.2473,-51906.2176,-61937.7608,-55149.2779,-55551.3960,-63957.1763,-62218.9275,-61521.0678,-59864.3349,-82109078.4365,-82131794.1970,-82078881.0706,-82095954.6345,-59840.6833,-82091021.9081,-4922.9057,-4254.9449,-4999.3830,1431.9177,-6067.8391,6016.4114,-2899.7546,178.6352,3668.9804,2572.6638,-1821.3436,3374.6157,-21.2717,-4680.2304,0.0000,6297.8323,4250.4790,-605.2504,2915.0048,-1281.8063,6317.0105,5662.7332,-1988.5099,5109.2902,-2124.0831,-712.2443,-4988.3185,5493.7756,4822.2871,5114.6397,-269.3418,2106.6886,-5725.5129,3693.5466,-3441.5449,-6192.8613,-4476.1605,5240.7004,3936.7976,-3950.2951,-4411.8339,5732.9140,300.7941,-5972.0944,-6559.1840,-1231.4238,5482.9062,5777.3177,5085.6160,-6594.0624,-5804.8743,-5285.4968,-3900.4120,-3492.7494,5476.3617,-5818.0299,-2501.4353,-3382.0185,2340.4684,-2960.5525,-2221.6483,92.9662,-995.8835,4290.9752,-50.6231,4994.8977,6806.2289,5119.1658,-1706.7752,-6235.0745,-4110.5388,-6219.1033,-6561.4228,4888.8019,-1201.7121,4649.3488,5623.0676,-2875.9110,-6071.9229,-2076.7999,5557.9182,-1332.4294,912.2783,-3131.7377,-2715.1602,-302.6896,4996.3748,3202.5490,-5979.5567,4353.2305,-3637.6022,5236.1509,3624.9990,445.2386,5172.8655,-4640.1993,-3199.1683,-6145.4687,0.0000,4943.5128,404888.8593,388048.0192,398553.4026,398436.7054,400472.9508,399313.5018,391528.4032,394744.1901,325276503.7747,325269747.1680,325282034.0626,325282255.7739,394720.6892,325285777.5012,-1016.3885,5146.8425,3718.5769,-148.8304,-2033.6096,2536.6521,4385.6327,-3341.8056,-2188.9996,6446.2402,2307.9159,-5463.0647,-5248.7485,-4250.4182,0.0000,2542.1530,-65.4558,-4676.3183,5320.4481,-4424.6528,273.0546,519.6123,-1682.5876,1935.2504,5507.2558,2379.7082,4597.8977,3530.8253,-1939.4699,2695.6816,-5285.1070,6418.9540,-2138.6062,501.9398,4418.4140,-2886.6504,-4359.9611,-863.4421,-1.1016,202.9288,4103.6046,3412.2223,4677.0696,923.7904,-1548.1233,-3081.4220,-3564.1783,3323.5210,-2061.3725,-202.7159,-3654.0562,-225.2540,3604.3345,-4538.0851,-3961.3453,-1171.3182,-4635.6413,5189.0840,-2608.3094,1053.5791,-5394.5078,-5186.2421,-2083.5801,2763.0337,-3000.6196,-4799.1800,492.7446,4170.6785,4836.0145,-2337.7845,-2666.5818,-1766.2879,1948.1689,4841.1655,-848.2778,-4058.0615,3296.0628,1804.5256,1480.8848,-5090.8663,2861.5796,4614.0564,-3534.3536,-5528.8837,-4496.6892,2366.5604,-2457.8508,4640.5266,-3334.3124,5198.1016,-4896.8214,-765.9869,-5518.9402,3834.6356,-4478.7339,-5129.2108,5545.5652,-2513.8127,0.0000,4714.4399,-75069.8573,-74192.4088,-74721.2177,-73026.7723,-70043.6943,-79313.5233,-84068.2497,-73906.6831,-96319912.7262,-96341855.9953,-96331253.2480,-96326304.8748,-75736.1566,-96322223.6459,
