sl_100_5400_20280607 Coordinates.csv
2028/06/07 07:47:00.0000 UTC

Generated: Tue Oct  8 21:40:49 2024,
Start: 2028/06/07 07:47:00.00, Stop: 2028/06/07 09:17:00.00,
TIME_UNITS,STARLINK-3683 - X-Coordinate,STARLINK-4669 - X-Coordinate,STARLINK-4470 - X-Coordinate,STARLINK-31252 - X-Coordinate,STARLINK-3778 - X-Coordinate,STARLINK-11107 [DTC] - X-Coordinate,STARLINK-1800 - X-Coordinate,STARLINK-4752 - X-Coordinate,STARLINK-3950 - X-Coordinate,STARLINK-5976 - X-Coordinate,STARLINK-30545 - X-Coordinate,STARLINK-5263 - X-Coordinate,STARLINK-4167 - X-Coordinate,STARLINK-1454 - X-Coordinate,STARLINK-4762 - X-Coordinate,STARLINK-3732 - X-Coordinate,STARLINK-31492 - X-Coordinate,STARLINK-3085 - X-Coordinate,STARLINK-6132 - X-Coordinate,STARLINK-30163 - X-Coordinate,STARLINK-30258 - X-Coordinate,STARLINK-30850 - X-Coordinate,STARLINK-1446 - X-Coordinate,STARLINK-5389 - X-Coordinate,STARLINK-30184 - X-Coordinate,STARLINK-11182 [DTC] - X-Coordinate,STARLINK-30313 - X-Coordinate,STARLINK-11145 [DTC] - X-Coordinate,STARLINK-3363 - X-Coordinate,STARLINK-4294 - X-Coordinate,STARLINK-3244 - X-Coordinate,STARLINK-3302 - X-Coordinate,STARLINK-6250 - X-Coordinate,STARLINK-5929 - X-Coordinate,STARLINK-31366 - X-Coordinate,STARLINK-3766 - X-Coordinate,STARLINK-11111 [DTC] - X-Coordinate,STARLINK-1354 - X-Coordinate,STARLINK-4498 - X-Coordinate,STARLINK-4166 - X-Coordinate,STARLINK-11144 [DTC] - X-Coordinate,STARLINK-32164 - X-Coordinate,STARLINK-6321 - X-Coordinate,STARLINK-31406 - X-Coordinate,STARLINK-30360 - X-Coordinate,STARLINK-4551 - X-Coordinate,STARLINK-32268 - X-Coordinate,STARLINK-5739 - X-Coordinate,STARLINK-4118 - X-Coordinate,STARLINK-30516 - X-Coordinate,STARLINK-30120 - X-Coordinate,STARLINK-4792 - X-Coordinate,STARLINK-2692 - X-Coordinate,STARLINK-30471 - X-Coordinate,STARLINK-30142 - X-Coordinate,STARLINK-31216 - X-Coordinate,STARLINK-31052 - X-Coordinate,STARLINK-5459 - X-Coordinate,STARLINK-3116 - X-Coordinate,STARLINK-32166 - X-Coordinate,STARLINK-4351 - X-Coordinate,STARLINK-2031 - X-Coordinate,STARLINK-6337 - X-Coordinate,STARLINK-3692 - X-Coordinate,STARLINK-3591 - X-Coordinate,STARLINK-4769 - X-Coordinate,STARLINK-6200 - X-Coordinate,STARLINK-5408 - X-Coordinate,STARLINK-31758 - X-Coordinate,STARLINK-1591 - X-Coordinate,STARLINK-3166 - X-Coordinate,STARLINK-31015 - X-Coordinate,STARLINK-4005 - X-Coordinate,STARLINK-3138 - X-Coordinate,STARLINK-5919 - X-Coordinate,STARLINK-31904 - X-Coordinate,STARLINK-1849 - X-Coordinate,STARLINK-31226 - X-Coordinate,STARLINK-30381 - X-Coordinate,STARLINK-5797 - X-Coordinate,STARLINK-31139 - X-Coordinate,STARLINK-5148 - X-Coordinate,STARLINK-1710 - X-Coordinate,STARLINK-1725 - X-Coordinate,STARLINK-30990 - X-Coordinate,STARLINK-31195 - X-Coordinate,STARLINK-5808 - X-Coordinate,STARLINK-1277 - X-Coordinate,STARLINK-31769 - X-Coordinate,STARLINK-4339 - X-Coordinate,STARLINK-1122 - X-Coordinate,STARLINK-3200 - X-Coordinate,STARLINK-32186 - X-Coordinate,STARLINK-1665 - X-Coordinate,STARLINK-30948 - X-Coordinate,STARLINK-31673 - X-Coordinate,STARLINK-5293 - X-Coordinate,STARLINK-2492 - X-Coordinate,STARLINK-30781 - X-Coordinate,STARLINK-31096 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3683 - Y-Coordinate,STARLINK-4669 - Y-Coordinate,STARLINK-4470 - Y-Coordinate,STARLINK-31252 - Y-Coordinate,STARLINK-3778 - Y-Coordinate,STARLINK-11107 [DTC] - Y-Coordinate,STARLINK-1800 - Y-Coordinate,STARLINK-4752 - Y-Coordinate,STARLINK-3950 - Y-Coordinate,STARLINK-5976 - Y-Coordinate,STARLINK-30545 - Y-Coordinate,STARLINK-5263 - Y-Coordinate,STARLINK-4167 - Y-Coordinate,STARLINK-1454 - Y-Coordinate,STARLINK-4762 - Y-Coordinate,STARLINK-3732 - Y-Coordinate,STARLINK-31492 - Y-Coordinate,STARLINK-3085 - Y-Coordinate,STARLINK-6132 - Y-Coordinate,STARLINK-30163 - Y-Coordinate,STARLINK-30258 - Y-Coordinate,STARLINK-30850 - Y-Coordinate,STARLINK-1446 - Y-Coordinate,STARLINK-5389 - Y-Coordinate,STARLINK-30184 - Y-Coordinate,STARLINK-11182 [DTC] - Y-Coordinate,STARLINK-30313 - Y-Coordinate,STARLINK-11145 [DTC] - Y-Coordinate,STARLINK-3363 - Y-Coordinate,STARLINK-4294 - Y-Coordinate,STARLINK-3244 - Y-Coordinate,STARLINK-3302 - Y-Coordinate,STARLINK-6250 - Y-Coordinate,STARLINK-5929 - Y-Coordinate,STARLINK-31366 - Y-Coordinate,STARLINK-3766 - Y-Coordinate,STARLINK-11111 [DTC] - Y-Coordinate,STARLINK-1354 - Y-Coordinate,STARLINK-4498 - Y-Coordinate,STARLINK-4166 - Y-Coordinate,STARLINK-11144 [DTC] - Y-Coordinate,STARLINK-32164 - Y-Coordinate,STARLINK-6321 - Y-Coordinate,STARLINK-31406 - Y-Coordinate,STARLINK-30360 - Y-Coordinate,STARLINK-4551 - Y-Coordinate,STARLINK-32268 - Y-Coordinate,STARLINK-5739 - Y-Coordinate,STARLINK-4118 - Y-Coordinate,STARLINK-30516 - Y-Coordinate,STARLINK-30120 - Y-Coordinate,STARLINK-4792 - Y-Coordinate,STARLINK-2692 - Y-Coordinate,STARLINK-30471 - Y-Coordinate,STARLINK-30142 - Y-Coordinate,STARLINK-31216 - Y-Coordinate,STARLINK-31052 - Y-Coordinate,STARLINK-5459 - Y-Coordinate,STARLINK-3116 - Y-Coordinate,STARLINK-32166 - Y-Coordinate,STARLINK-4351 - Y-Coordinate,STARLINK-2031 - Y-Coordinate,STARLINK-6337 - Y-Coordinate,STARLINK-3692 - Y-Coordinate,STARLINK-3591 - Y-Coordinate,STARLINK-4769 - Y-Coordinate,STARLINK-6200 - Y-Coordinate,STARLINK-5408 - Y-Coordinate,STARLINK-31758 - Y-Coordinate,STARLINK-1591 - Y-Coordinate,STARLINK-3166 - Y-Coordinate,STARLINK-31015 - Y-Coordinate,STARLINK-4005 - Y-Coordinate,STARLINK-3138 - Y-Coordinate,STARLINK-5919 - Y-Coordinate,STARLINK-31904 - Y-Coordinate,STARLINK-1849 - Y-Coordinate,STARLINK-31226 - Y-Coordinate,STARLINK-30381 - Y-Coordinate,STARLINK-5797 - Y-Coordinate,STARLINK-31139 - Y-Coordinate,STARLINK-5148 - Y-Coordinate,STARLINK-1710 - Y-Coordinate,STARLINK-1725 - Y-Coordinate,STARLINK-30990 - Y-Coordinate,STARLINK-31195 - Y-Coordinate,STARLINK-5808 - Y-Coordinate,STARLINK-1277 - Y-Coordinate,STARLINK-31769 - Y-Coordinate,STARLINK-4339 - Y-Coordinate,STARLINK-1122 - Y-Coordinate,STARLINK-3200 - Y-Coordinate,STARLINK-32186 - Y-Coordinate,STARLINK-1665 - Y-Coordinate,STARLINK-30948 - Y-Coordinate,STARLINK-31673 - Y-Coordinate,STARLINK-5293 - Y-Coordinate,STARLINK-2492 - Y-Coordinate,STARLINK-30781 - Y-Coordinate,STARLINK-31096 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3683 - Z-Coordinate,STARLINK-4669 - Z-Coordinate,STARLINK-4470 - Z-Coordinate,STARLINK-31252 - Z-Coordinate,STARLINK-3778 - Z-Coordinate,STARLINK-11107 [DTC] - Z-Coordinate,STARLINK-1800 - Z-Coordinate,STARLINK-4752 - Z-Coordinate,STARLINK-3950 - Z-Coordinate,STARLINK-5976 - Z-Coordinate,STARLINK-30545 - Z-Coordinate,STARLINK-5263 - Z-Coordinate,STARLINK-4167 - Z-Coordinate,STARLINK-1454 - Z-Coordinate,STARLINK-4762 - Z-Coordinate,STARLINK-3732 - Z-Coordinate,STARLINK-31492 - Z-Coordinate,STARLINK-3085 - Z-Coordinate,STARLINK-6132 - Z-Coordinate,STARLINK-30163 - Z-Coordinate,STARLINK-30258 - Z-Coordinate,STARLINK-30850 - Z-Coordinate,STARLINK-1446 - Z-Coordinate,STARLINK-5389 - Z-Coordinate,STARLINK-30184 - Z-Coordinate,STARLINK-11182 [DTC] - Z-Coordinate,STARLINK-30313 - Z-Coordinate,STARLINK-11145 [DTC] - Z-Coordinate,STARLINK-3363 - Z-Coordinate,STARLINK-4294 - Z-Coordinate,STARLINK-3244 - Z-Coordinate,STARLINK-3302 - Z-Coordinate,STARLINK-6250 - Z-Coordinate,STARLINK-5929 - Z-Coordinate,STARLINK-31366 - Z-Coordinate,STARLINK-3766 - Z-Coordinate,STARLINK-11111 [DTC] - Z-Coordinate,STARLINK-1354 - Z-Coordinate,STARLINK-4498 - Z-Coordinate,STARLINK-4166 - Z-Coordinate,STARLINK-11144 [DTC] - Z-Coordinate,STARLINK-32164 - Z-Coordinate,STARLINK-6321 - Z-Coordinate,STARLINK-31406 - Z-Coordinate,STARLINK-30360 - Z-Coordinate,STARLINK-4551 - Z-Coordinate,STARLINK-32268 - Z-Coordinate,STARLINK-5739 - Z-Coordinate,STARLINK-4118 - Z-Coordinate,STARLINK-30516 - Z-Coordinate,STARLINK-30120 - Z-Coordinate,STARLINK-4792 - Z-Coordinate,STARLINK-2692 - Z-Coordinate,STARLINK-30471 - Z-Coordinate,STARLINK-30142 - Z-Coordinate,STARLINK-31216 - Z-Coordinate,STARLINK-31052 - Z-Coordinate,STARLINK-5459 - Z-Coordinate,STARLINK-3116 - Z-Coordinate,STARLINK-32166 - Z-Coordinate,STARLINK-4351 - Z-Coordinate,STARLINK-2031 - Z-Coordinate,STARLINK-6337 - Z-Coordinate,STARLINK-3692 - Z-Coordinate,STARLINK-3591 - Z-Coordinate,STARLINK-4769 - Z-Coordinate,STARLINK-6200 - Z-Coordinate,STARLINK-5408 - Z-Coordinate,STARLINK-31758 - Z-Coordinate,STARLINK-1591 - Z-Coordinate,STARLINK-3166 - Z-Coordinate,STARLINK-31015 - Z-Coordinate,STARLINK-4005 - Z-Coordinate,STARLINK-3138 - Z-Coordinate,STARLINK-5919 - Z-Coordinate,STARLINK-31904 - Z-Coordinate,STARLINK-1849 - Z-Coordinate,STARLINK-31226 - Z-Coordinate,STARLINK-30381 - Z-Coordinate,STARLINK-5797 - Z-Coordinate,STARLINK-31139 - Z-Coordinate,STARLINK-5148 - Z-Coordinate,STARLINK-1710 - Z-Coordinate,STARLINK-1725 - Z-Coordinate,STARLINK-30990 - Z-Coordinate,STARLINK-31195 - Z-Coordinate,STARLINK-5808 - Z-Coordinate,STARLINK-1277 - Z-Coordinate,STARLINK-31769 - Z-Coordinate,STARLINK-4339 - Z-Coordinate,STARLINK-1122 - Z-Coordinate,STARLINK-3200 - Z-Coordinate,STARLINK-32186 - Z-Coordinate,STARLINK-1665 - Z-Coordinate,STARLINK-30948 - Z-Coordinate,STARLINK-31673 - Z-Coordinate,STARLINK-5293 - Z-Coordinate,STARLINK-2492 - Z-Coordinate,STARLINK-30781 - Z-Coordinate,STARLINK-31096 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5177.2872,-417.5320,-2971.1414,0.0000,6873.9673,4082.6458,6056.1101,4790.6267,-4189.6895,5843.1438,-1614.4685,5104.5081,5942.4001,-3888.5651,-4306.6893,419.8274,-6101.9358,2689.2178,-5063.0734,-1642.5874,3621.4338,-5091.7711,-4521.1033,1368.1284,2936.1528,6689.3973,-76.1121,-6565.2840,5515.0129,6835.3841,4318.4467,-4011.4562,-2816.6545,6486.5433,-1413.2991,-2842.1802,1994.7129,-1567.7930,1295.5055,-5257.0815,2511.4139,-2987.8207,4324.6721,-2407.8951,3313.8986,3460.3902,2887.8772,-6639.0797,3494.5876,-4328.6439,-2673.8488,1048.5422,-1604.7763,957.8746,-565.9427,0.0000,-3549.2040,-2287.6245,-6477.8669,5420.2287,3159.7483,-4318.8980,3340.3682,5286.8910,4464.3198,2841.8138,-5440.0163,-2708.3466,-5483.4783,3361.2012,-6060.8837,-3532.5202,-6320.2451,-468.4641,3612.3101,-1722.8045,-4740.0440,4020.7569,4679.5191,-2277.1969,-5184.1364,-2224.4694,-3240.6369,-2151.6713,3076.4382,-5928.3919,3435.0887,-5291.6439,-4015.8836,3036.5506,-4868.4055,-5699.3323,-4416.1144,4803.7558,3811.1383,-3738.5919,-3014.1777,-3562.4925,4899.2805,5879.7168,153441.7058,167548.4915,147841.5865,147871.5210,151526.6173,151559.7194,157209.7277,153261.7069,-240754215.7288,-240710013.2227,-240735349.5821,-240749741.1246,153584.9979,-240751776.9656,-344.7464,-6566.1885,4174.9669,0.0000,439.2565,605.3907,2781.7754,-1189.7576,-156.4238,3151.0162,-6726.0817,-910.8843,3529.0044,1803.6884,-3199.2607,5667.7970,121.0906,-1295.1737,973.7105,4679.6442,5391.1683,7.0709,-2702.0846,-5037.8470,4141.4231,305.5410,6747.4429,-1475.4994,-2195.1744,-499.1641,-3568.9218,-1054.6221,5935.7366,1849.4871,6565.9774,-6248.4724,5396.8940,-5966.2302,-4137.7420,1928.6076,5985.6985,-5864.0524,2935.2084,3665.9938,3852.0932,-2566.4747,4763.6434,1553.0672,-2215.8469,2804.3290,-5677.8093,6732.3360,4222.5896,-6574.4796,6103.2634,0.0000,4344.1762,-782.7634,-2360.1739,3374.9493,-777.4763,-1048.1006,3821.4837,-3247.2850,-4490.9608,-4130.7837,-452.2364,-4671.1075,-1208.4163,-5717.3742,-2715.3897,3639.1359,2777.8933,5916.9672,1307.5239,-5982.2084,-2938.9606,-3557.9567,-3349.6395,-6470.1138,4324.6949,-6483.6435,6042.0912,-3948.5673,5193.4630,2159.9556,4945.3259,3811.3899,3013.8351,2577.1100,-2008.7147,-903.6308,2955.5448,-3497.1711,5791.8949,5096.4928,-6250.4874,-2317.2788,4861.1724,-2145.9891,-303321.2425,-312620.2109,-307413.8330,-308264.7734,-316047.3611,-314045.7857,-308581.2542,-307531.6999,236780985.0271,236741378.1809,236745557.1639,236756353.5713,-309256.6409,236763279.8433,-4570.1453,1973.7605,-4570.7093,0.0000,-505.9789,-5363.9339,-23.6189,4834.9261,-5492.9259,-2029.4670,542.7858,-4561.9154,-169.4931,5379.4358,-4300.5695,3903.6780,-3002.2847,-6286.3690,-4615.2395,-4491.5744,-2435.7987,-4689.6617,-4050.1320,-4562.2977,4707.1258,-785.0010,-952.4574,503.9737,3512.1994,-605.1731,4071.9455,-5536.2984,-2213.6485,-1675.5046,1049.5064,75.4512,3473.0509,-3089.1404,-5352.8697,-4037.6116,-1753.8129,1872.9871,4536.9545,-5235.6813,4705.4750,-5392.8308,3906.9163,1255.1771,-5529.8016,-4546.9308,-2976.9892,571.9276,5191.9563,-2163.1370,3224.2175,0.0000,4055.8196,6503.2645,-768.0145,2453.9656,6121.1914,5275.3936,4711.6444,-3014.2527,-2749.5191,4752.8520,4279.4726,4292.9275,3866.1238,-2037.9477,1899.2091,4725.1134,-115.8098,-3537.5905,5770.6374,2733.5431,-3580.9772,4106.0643,-3822.2681,1131.8314,-909.2453,-853.4311,-869.4138,5240.0571,-3415.2134,-2661.2351,3560.1482,-2304.2547,4606.9596,-5681.0739,-4338.7306,-3784.8981,4299.2860,-3515.4631,-19.2729,-2541.6964,-267.0447,-5464.5088,-530.4469,-2962.1269,-165928.8156,-166505.3518,-166490.8055,-165027.0821,-162038.8525,-171322.0480,-175912.7143,-167518.9907,123192111.9278,123181306.6602,123173708.9697,123186526.3138,-167651.1343,123182214.4800,
300.000,-5934.9812,-1681.4029,-4092.4854,0.0000,6478.3678,3891.5727,6227.5124,3310.1739,-4372.9859,5873.0191,-2964.6176,5452.2179,6221.7064,-3267.7787,-4351.4269,1950.6029,-5022.6965,733.4597,-4723.0172,375.1482,4521.4117,-4705.8791,-4343.7434,-583.0728,4599.3607,6177.9184,1159.5197,-6613.4603,3946.3676,6246.5907,3828.8254,-4464.3573,-1044.5876,5855.4538,99.9898,-3782.2845,2993.4077,-2995.0967,-537.6980,-5311.7469,3718.2673,-4172.0676,4989.8256,-271.0667,4852.3539,2485.4967,4496.9374,-6238.9599,2212.9033,-3280.3891,-4292.6639,2169.5806,553.8785,-572.0216,1106.9004,0.0000,-1546.2510,-3274.8374,-6575.2622,5318.7323,1298.3125,-4005.1644,4735.6114,4939.3598,3787.3451,766.0247,-4850.8019,-3531.6970,-5051.1182,1837.8415,-6711.0908,-1867.5596,-5548.0715,902.9786,5255.4799,-3102.3302,-5997.5139,2108.1715,2898.8659,-2650.2774,-4101.7910,-3189.7243,-1900.7295,-3489.8582,4147.2684,-4567.8795,5061.4824,-4749.6147,-2697.1180,1148.3795,-4436.4714,-6499.2066,-2537.7428,4392.8479,4869.9211,-2086.1613,-3386.3022,-4850.4349,5635.2102,4494.0815,159552.2370,174172.0291,154355.9227,154433.5895,157993.0979,158062.1708,163611.3150,159732.3672,-245864120.2540,-245819441.0180,-245844902.8617,-245859012.5629,160044.4368,-245861700.5275,1265.3615,-6659.9789,4822.2264,0.0000,-791.9903,-1587.0301,1508.9174,-2668.9077,1952.0182,3692.5430,-5934.0224,-2656.2196,2302.2040,3791.5138,-1203.5039,6155.5609,1495.0570,-2286.5050,3027.3366,5387.4654,3825.0776,2126.5500,-691.4456,-5688.1047,2816.4431,-950.8139,6161.6040,-238.3455,-3134.9122,-1668.1901,-5135.5734,1043.4725,5927.6623,986.2351,6779.8559,-5412.5374,3811.6411,-6044.8470,-5072.8332,3563.7606,5600.0453,-5426.1362,889.9603,4095.2752,2388.0502,-4391.4747,4493.8692,3014.4380,-3948.3006,4593.4251,-5209.2310,6047.7527,4100.6444,-6926.7227,6558.5377,0.0000,4918.6824,1134.8673,-1735.3266,1750.5342,360.2630,1097.5717,2183.6699,-4619.7095,-5674.7399,-4222.1031,1578.2519,-2858.9429,828.3623,-5646.9270,-1641.8153,4980.2088,3745.3585,6560.4329,554.5490,-4688.7346,-1963.3646,-4511.8569,-4359.7461,-5606.0890,5397.7529,-5559.7353,6121.0656,-2250.3809,3539.3747,3435.0179,4213.7158,4995.1199,4684.5478,1710.8875,-32.4874,451.8855,3676.8727,-4956.5507,4689.9962,5110.2685,-5591.2761,-659.6148,3479.4221,-3440.0608,-299832.4565,-309143.0349,-304023.5234,-304953.2701,-312796.3173,-310760.9190,-305336.8940,-304281.8565,231467875.2502,231429224.3093,231433082.3631,231443433.7784,-305974.7085,231450253.8441,-3312.8709,187.6870,-2673.2888,0.0000,-2264.6560,-5304.2461,-1838.5785,5444.5440,-4981.5867,193.3214,2028.0251,-3302.4432,-1952.2156,4719.2806,-5186.7555,2423.5849,-4336.9210,-6530.9829,-4050.4786,-3953.1743,-3612.3441,-4609.7418,-4980.5444,-3919.8495,4342.1229,-2531.6316,-2673.7670,-1328.0615,4705.0938,-2357.7868,2638.7477,-5180.3145,-3442.5006,-3613.7181,-508.3231,1869.1791,4652.8808,-1438.9237,-4629.0414,-2594.4443,63.4121,78.4831,4712.5810,-5459.2546,4327.2214,-4709.4867,2431.2698,-281.9604,-5216.8981,-3925.6928,-1633.6853,2331.3391,5497.9408,-695.7297,1937.6520,0.0000,4617.6662,6012.3449,1358.2280,3925.5493,6798.5318,5506.9288,4557.7496,-1351.8648,-1044.6407,5412.5088,4699.3245,5187.6759,4500.8667,-3590.2744,112.6474,4446.1245,1683.6106,-1968.2203,4490.9654,3820.2313,-2022.1913,4568.7304,-4507.9490,3137.4119,649.3370,-2579.2596,-2589.3415,5515.9104,-4287.0557,-3773.2527,2365.3390,-554.4618,4149.9414,-6624.9065,-5184.8823,-2273.0406,5171.3864,-1946.3012,-1542.9959,-3995.7423,-2349.2436,-4895.0790,-2018.2085,-3991.0366,-165866.8347,-166534.0263,-166412.2716,-165209.9441,-161979.1580,-171083.2210,-176023.7088,-168031.0048,123195485.2511,123184322.9871,123176651.6447,123189197.7080,-167662.3763,123185434.8012,
600.000,-6124.0790,-2772.3050,-4782.0965,0.0000,5439.4430,3349.7606,5715.6332,1535.3303,-4175.8150,5265.2228,-4047.3316,5284.0029,5893.5586,-2371.0833,-4013.9739,3262.6469,-3437.1841,-1258.9682,-3962.0846,2329.5664,5018.8822,-3906.9180,-3735.1508,-2455.2518,5835.8357,5006.7180,2305.1272,-5954.7335,1987.7055,5027.0715,2988.6598,-4530.1301,850.7853,4648.3346,1607.9521,-4356.6474,3721.8000,-4108.6199,-2282.0880,-4857.8127,4521.6013,-4926.6308,5214.2180,1884.8591,5942.8503,1314.1095,5622.5692,-5233.2782,761.9219,-1943.7142,-5488.5232,3093.6671,2665.5420,-2041.2926,2655.6238,0.0000,605.8587,-3996.9197,-6005.5347,4704.7287,-747.5639,-3352.3912,5702.6348,4107.9944,2741.3970,-1395.7017,-3833.7315,-4060.2041,-4142.8560,105.2023,-6690.8119,-53.2243,-4212.6446,2163.3658,6374.5856,-4199.5150,-6574.2418,-13.2366,843.3003,-2794.3254,-2594.2620,-3865.2319,-347.4765,-4532.2394,4858.3348,-2753.3771,6204.7092,-3739.2790,-1140.1428,-817.2865,-3598.8785,-6656.1069,-403.2375,3561.6260,5469.6063,-189.5125,-3442.0932,-5694.8679,5837.7378,2679.9608,165584.7342,180721.5568,160803.5729,160931.9018,164391.0610,164496.9597,169944.1696,166162.2127,-250856798.7258,-250811666.0774,-250837253.8615,-250851084.9840,166433.8155,-250854401.6080,2719.1838,-6077.7518,4902.4074,0.0000,-1969.5777,-3614.7520,48.5351,-3933.5257,3851.7369,3829.8349,-4565.2595,-4112.1012,827.6457,5401.0563,929.3882,6041.0520,2759.5033,-3125.0351,4781.8254,5542.9662,1884.0719,4045.3395,1419.4036,-5818.0895,1254.9306,-2134.2895,4938.9636,1039.6646,-3813.8891,-2695.5551,-6184.3739,3018.8637,5370.5420,-21.1844,6295.5811,-4016.4771,1820.3117,-5526.4218,-5537.7399,4823.8645,4605.1832,-4430.9843,-1230.6930,4164.9012,727.4316,-5791.4935,3779.3148,4186.1729,-5317.3346,5934.8565,-4251.1512,4737.2326,3627.9580,-6624.0069,6385.4335,0.0000,5059.8474,2895.3204,-915.7424,-83.1390,1374.4010,3146.3249,365.2172,-5518.8766,-6284.5118,-3953.8418,3476.7171,-768.5428,2802.0411,-5049.7369,-405.6096,5868.9520,4355.3928,6556.5979,-196.7474,-2921.4979,-789.6801,-5037.8128,-4986.5167,-4162.0682,5921.9417,-4074.7308,5607.0891,-362.9530,1549.1513,4401.3280,3106.9620,5677.3300,5894.9173,579.8159,1975.1574,1737.7020,4079.3040,-5909.2552,3126.0254,4628.5679,-4350.4212,1021.6005,1746.7384,-4437.8182,-296231.5720,-305524.9610,-300498.6560,-301503.6743,-309409.3547,-307332.7112,-301960.2401,-301031.1173,226044510.8178,226006826.3726,226010363.0288,226020329.6541,-302557.9127,226026971.8132,-1698.3654,-1619.0608,-481.5186,0.0000,-3778.3841,-4636.5097,-3432.7583,5467.1438,-3933.2118,2395.4309,3296.4685,-1685.6184,-3524.3794,3543.4336,-5505.8094,680.0575,-5181.2885,-6087.5992,-3050.2959,-2942.8344,-4403.3244,-4035.1962,-5309.2302,-2858.3219,3511.4018,-3984.1279,-4094.1449,-3006.1024,5387.2529,-3852.4796,922.5618,-4267.8418,-4303.3581,-5168.5807,-2008.4876,3456.6070,5287.2434,367.6864,-3401.2912,-870.0173,1873.1614,-1724.7843,4382.3381,-5074.0038,3485.3047,-3516.5616,680.7482,-1788.9413,-4340.9415,-2874.3553,-116.3690,3830.4338,5204.2600,844.5296,443.1668,0.0000,4683.9007,4882.4783,3339.1160,4960.0533,6751.5894,5141.9848,3915.5452,457.5264,773.5808,5488.2983,4617.9144,5520.0131,4629.9087,-4759.7908,-1686.1306,3692.0506,3300.3610,-185.9523,2732.0340,4473.8258,-216.4774,4505.1455,-4707.0931,4809.7726,2134.5623,-4026.2715,-4029.7752,5196.1050,-4701.3882,-4466.9245,924.2005,1255.1488,3226.2058,-6864.8592,-5451.1460,-514.4445,5467.5326,-166.1082,-2901.6541,-4998.7225,-4181.4593,-3800.7184,-3289.0538,-4591.9602,-165807.7459,-166562.7568,-166336.0110,-165397.2210,-161922.6711,-170837.9801,-176129.7208,-168513.3451,123198853.7574,123187339.0822,123179596.0703,123191842.9694,-167673.5117,123188654.8500,
