sl_100_5400_20280806 Coordinates.csv
2028/08/06 07:47:00.0000 UTC

Generated: Tue Oct  8 21:40:58 2024,
Start: 2028/08/06 07:47:00.00, Stop: 2028/08/06 09:17:00.00,
TIME_UNITS,STARLINK-32085 - X-Coordinate,STARLINK-2607 - X-Coordinate,STARLINK-6278 - X-Coordinate,STARLINK-4568 - X-Coordinate,STARLINK-11288 [DTC] - X-Coordinate,STARLINK-4792 - X-Coordinate,STARLINK-30176 - X-Coordinate,STARLINK-2753 - X-Coordinate,STARLINK-4380 - X-Coordinate,STARLINK-31011 - X-Coordinate,STARLINK-2181 - X-Coordinate,STARLINK-2032 - X-Coordinate,STARLINK-30519 - X-Coordinate,STARLINK-4332 - X-Coordinate,STARLINK-32166 - X-Coordinate,STARLINK-3458 - X-Coordinate,STARLINK-3419 - X-Coordinate,STARLINK-32268 - X-Coordinate,STARLINK-6193 - X-Coordinate,STARLINK-30449 - X-Coordinate,STARLINK-31668 - X-Coordinate,STARLINK-4669 - X-Coordinate,STARLINK-30588 - X-Coordinate,STARLINK-30410 - X-Coordinate,STARLINK-1209 - X-Coordinate,STARLINK-5591 - X-Coordinate,STARLINK-3310 - X-Coordinate,STARLINK-4037 - X-Coordinate,STARLINK-5872 - X-Coordinate,STARLINK-30231 - X-Coordinate,STARLINK-1663 - X-Coordinate,STARLINK-1581 - X-Coordinate,STARLINK-30495 - X-Coordinate,STARLINK-31776 - X-Coordinate,STARLINK-31609 - X-Coordinate,STARLINK-3617 - X-Coordinate,STARLINK-31238 - X-Coordinate,STARLINK-31690 - X-Coordinate,STARLINK-30561 - X-Coordinate,STARLINK-2040 - X-Coordinate,STARLINK-30816 - X-Coordinate,STARLINK-5979 - X-Coordinate,STARLINK-31901 - X-Coordinate,STARLINK-31423 - X-Coordinate,STARLINK-5798 - X-Coordinate,STARLINK-4576 - X-Coordinate,STARLINK-5340 - X-Coordinate,STARLINK-31012 - X-Coordinate,STARLINK-6248 - X-Coordinate,STARLINK-30213 - X-Coordinate,STARLINK-4502 - X-Coordinate,STARLINK-11080 [DTC] - X-Coordinate,STARLINK-4159 - X-Coordinate,STARLINK-2162 - X-Coordinate,STARLINK-31521 - X-Coordinate,STARLINK-5238 - X-Coordinate,STARLINK-30821 - X-Coordinate,STARLINK-3703 - X-Coordinate,STARLINK-2150 - X-Coordinate,STARLINK-5700 - X-Coordinate,STARLINK-5642 - X-Coordinate,STARLINK-5556 - X-Coordinate,STARLINK-3867 - X-Coordinate,STARLINK-1493 - X-Coordinate,STARLINK-3671 - X-Coordinate,STARLINK-3132 - X-Coordinate,STARLINK-1740 - X-Coordinate,STARLINK-3960 - X-Coordinate,STARLINK-2399 - X-Coordinate,STARLINK-1834 - X-Coordinate,STARLINK-30482 - X-Coordinate,STARLINK-2128 - X-Coordinate,STARLINK-5345 - X-Coordinate,STARLINK-5460 - X-Coordinate,STARLINK-6287 - X-Coordinate,STARLINK-2356 - X-Coordinate,STARLINK-31705 - X-Coordinate,STARLINK-31614 - X-Coordinate,STARLINK-30496 - X-Coordinate,STARLINK-5396 - X-Coordinate,STARLINK-30085 - X-Coordinate,STARLINK-31172 - X-Coordinate,STARLINK-30187 - X-Coordinate,STARLINK-1412 - X-Coordinate,STARLINK-31021 - X-Coordinate,STARLINK-6348 - X-Coordinate,STARLINK-30965 - X-Coordinate,STARLINK-4442 - X-Coordinate,STARLINK-30992 - X-Coordinate,STARLINK-4416 - X-Coordinate,STARLINK-4132 - X-Coordinate,STARLINK-5942 - X-Coordinate,STARLINK-6335 - X-Coordinate,STARLINK-4073 - X-Coordinate,STARLINK-1732 - X-Coordinate,STARLINK-31916 - X-Coordinate,STARLINK-4356 - X-Coordinate,STARLINK-31167 - X-Coordinate,STARLINK-31812 - X-Coordinate,STARLINK-30912 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-32085 - Y-Coordinate,STARLINK-2607 - Y-Coordinate,STARLINK-6278 - Y-Coordinate,STARLINK-4568 - Y-Coordinate,STARLINK-11288 [DTC] - Y-Coordinate,STARLINK-4792 - Y-Coordinate,STARLINK-30176 - Y-Coordinate,STARLINK-2753 - Y-Coordinate,STARLINK-4380 - Y-Coordinate,STARLINK-31011 - Y-Coordinate,STARLINK-2181 - Y-Coordinate,STARLINK-2032 - Y-Coordinate,STARLINK-30519 - Y-Coordinate,STARLINK-4332 - Y-Coordinate,STARLINK-32166 - Y-Coordinate,STARLINK-3458 - Y-Coordinate,STARLINK-3419 - Y-Coordinate,STARLINK-32268 - Y-Coordinate,STARLINK-6193 - Y-Coordinate,STARLINK-30449 - Y-Coordinate,STARLINK-31668 - Y-Coordinate,STARLINK-4669 - Y-Coordinate,STARLINK-30588 - Y-Coordinate,STARLINK-30410 - Y-Coordinate,STARLINK-1209 - Y-Coordinate,STARLINK-5591 - Y-Coordinate,STARLINK-3310 - Y-Coordinate,STARLINK-4037 - Y-Coordinate,STARLINK-5872 - Y-Coordinate,STARLINK-30231 - Y-Coordinate,STARLINK-1663 - Y-Coordinate,STARLINK-1581 - Y-Coordinate,STARLINK-30495 - Y-Coordinate,STARLINK-31776 - Y-Coordinate,STARLINK-31609 - Y-Coordinate,STARLINK-3617 - Y-Coordinate,STARLINK-31238 - Y-Coordinate,STARLINK-31690 - Y-Coordinate,STARLINK-30561 - Y-Coordinate,STARLINK-2040 - Y-Coordinate,STARLINK-30816 - Y-Coordinate,STARLINK-5979 - Y-Coordinate,STARLINK-31901 - Y-Coordinate,STARLINK-31423 - Y-Coordinate,STARLINK-5798 - Y-Coordinate,STARLINK-4576 - Y-Coordinate,STARLINK-5340 - Y-Coordinate,STARLINK-31012 - Y-Coordinate,STARLINK-6248 - Y-Coordinate,STARLINK-30213 - Y-Coordinate,STARLINK-4502 - Y-Coordinate,STARLINK-11080 [DTC] - Y-Coordinate,STARLINK-4159 - Y-Coordinate,STARLINK-2162 - Y-Coordinate,STARLINK-31521 - Y-Coordinate,STARLINK-5238 - Y-Coordinate,STARLINK-30821 - Y-Coordinate,STARLINK-3703 - Y-Coordinate,STARLINK-2150 - Y-Coordinate,STARLINK-5700 - Y-Coordinate,STARLINK-5642 - Y-Coordinate,STARLINK-5556 - Y-Coordinate,STARLINK-3867 - Y-Coordinate,STARLINK-1493 - Y-Coordinate,STARLINK-3671 - Y-Coordinate,STARLINK-3132 - Y-Coordinate,STARLINK-1740 - Y-Coordinate,STARLINK-3960 - Y-Coordinate,STARLINK-2399 - Y-Coordinate,STARLINK-1834 - Y-Coordinate,STARLINK-30482 - Y-Coordinate,STARLINK-2128 - Y-Coordinate,STARLINK-5345 - Y-Coordinate,STARLINK-5460 - Y-Coordinate,STARLINK-6287 - Y-Coordinate,STARLINK-2356 - Y-Coordinate,STARLINK-31705 - Y-Coordinate,STARLINK-31614 - Y-Coordinate,STARLINK-30496 - Y-Coordinate,STARLINK-5396 - Y-Coordinate,STARLINK-30085 - Y-Coordinate,STARLINK-31172 - Y-Coordinate,STARLINK-30187 - Y-Coordinate,STARLINK-1412 - Y-Coordinate,STARLINK-31021 - Y-Coordinate,STARLINK-6348 - Y-Coordinate,STARLINK-30965 - Y-Coordinate,STARLINK-4442 - Y-Coordinate,STARLINK-30992 - Y-Coordinate,STARLINK-4416 - Y-Coordinate,STARLINK-4132 - Y-Coordinate,STARLINK-5942 - Y-Coordinate,STARLINK-6335 - Y-Coordinate,STARLINK-4073 - Y-Coordinate,STARLINK-1732 - Y-Coordinate,STARLINK-31916 - Y-Coordinate,STARLINK-4356 - Y-Coordinate,STARLINK-31167 - Y-Coordinate,STARLINK-31812 - Y-Coordinate,STARLINK-30912 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-32085 - Z-Coordinate,STARLINK-2607 - Z-Coordinate,STARLINK-6278 - Z-Coordinate,STARLINK-4568 - Z-Coordinate,STARLINK-11288 [DTC] - Z-Coordinate,STARLINK-4792 - Z-Coordinate,STARLINK-30176 - Z-Coordinate,STARLINK-2753 - Z-Coordinate,STARLINK-4380 - Z-Coordinate,STARLINK-31011 - Z-Coordinate,STARLINK-2181 - Z-Coordinate,STARLINK-2032 - Z-Coordinate,STARLINK-30519 - Z-Coordinate,STARLINK-4332 - Z-Coordinate,STARLINK-32166 - Z-Coordinate,STARLINK-3458 - Z-Coordinate,STARLINK-3419 - Z-Coordinate,STARLINK-32268 - Z-Coordinate,STARLINK-6193 - Z-Coordinate,STARLINK-30449 - Z-Coordinate,STARLINK-31668 - Z-Coordinate,STARLINK-4669 - Z-Coordinate,STARLINK-30588 - Z-Coordinate,STARLINK-30410 - Z-Coordinate,STARLINK-1209 - Z-Coordinate,STARLINK-5591 - Z-Coordinate,STARLINK-3310 - Z-Coordinate,STARLINK-4037 - Z-Coordinate,STARLINK-5872 - Z-Coordinate,STARLINK-30231 - Z-Coordinate,STARLINK-1663 - Z-Coordinate,STARLINK-1581 - Z-Coordinate,STARLINK-30495 - Z-Coordinate,STARLINK-31776 - Z-Coordinate,STARLINK-31609 - Z-Coordinate,STARLINK-3617 - Z-Coordinate,STARLINK-31238 - Z-Coordinate,STARLINK-31690 - Z-Coordinate,STARLINK-30561 - Z-Coordinate,STARLINK-2040 - Z-Coordinate,STARLINK-30816 - Z-Coordinate,STARLINK-5979 - Z-Coordinate,STARLINK-31901 - Z-Coordinate,STARLINK-31423 - Z-Coordinate,STARLINK-5798 - Z-Coordinate,STARLINK-4576 - Z-Coordinate,STARLINK-5340 - Z-Coordinate,STARLINK-31012 - Z-Coordinate,STARLINK-6248 - Z-Coordinate,STARLINK-30213 - Z-Coordinate,STARLINK-4502 - Z-Coordinate,STARLINK-11080 [DTC] - Z-Coordinate,STARLINK-4159 - Z-Coordinate,STARLINK-2162 - Z-Coordinate,STARLINK-31521 - Z-Coordinate,STARLINK-5238 - Z-Coordinate,STARLINK-30821 - Z-Coordinate,STARLINK-3703 - Z-Coordinate,STARLINK-2150 - Z-Coordinate,STARLINK-5700 - Z-Coordinate,STARLINK-5642 - Z-Coordinate,STARLINK-5556 - Z-Coordinate,STARLINK-3867 - Z-Coordinate,STARLINK-1493 - Z-Coordinate,STARLINK-3671 - Z-Coordinate,STARLINK-3132 - Z-Coordinate,STARLINK-1740 - Z-Coordinate,STARLINK-3960 - Z-Coordinate,STARLINK-2399 - Z-Coordinate,STARLINK-1834 - Z-Coordinate,STARLINK-30482 - Z-Coordinate,STARLINK-2128 - Z-Coordinate,STARLINK-5345 - Z-Coordinate,STARLINK-5460 - Z-Coordinate,STARLINK-6287 - Z-Coordinate,STARLINK-2356 - Z-Coordinate,STARLINK-31705 - Z-Coordinate,STARLINK-31614 - Z-Coordinate,STARLINK-30496 - Z-Coordinate,STARLINK-5396 - Z-Coordinate,STARLINK-30085 - Z-Coordinate,STARLINK-31172 - Z-Coordinate,STARLINK-30187 - Z-Coordinate,STARLINK-1412 - Z-Coordinate,STARLINK-31021 - Z-Coordinate,STARLINK-6348 - Z-Coordinate,STARLINK-30965 - Z-Coordinate,STARLINK-4442 - Z-Coordinate,STARLINK-30992 - Z-Coordinate,STARLINK-4416 - Z-Coordinate,STARLINK-4132 - Z-Coordinate,STARLINK-5942 - Z-Coordinate,STARLINK-6335 - Z-Coordinate,STARLINK-4073 - Z-Coordinate,STARLINK-1732 - Z-Coordinate,STARLINK-31916 - Z-Coordinate,STARLINK-4356 - Z-Coordinate,STARLINK-31167 - Z-Coordinate,STARLINK-31812 - Z-Coordinate,STARLINK-30912 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4915.4246,2941.0845,5186.3068,5537.5780,-4637.4499,-83.5284,-1739.7550,4217.1897,5426.0684,2449.7260,4028.9408,4938.2250,-6269.1026,6685.0582,-6308.8686,-4967.7575,6877.1111,1242.7656,-3195.5579,-3912.2352,2534.3040,-5434.1978,-1978.0251,6303.0963,945.9419,2033.5882,-4076.4543,-3521.7309,-6374.2051,-2384.8056,-4239.8141,529.0038,5698.0176,4415.9843,5699.5679,-1203.3951,5008.0485,-3836.5122,61.8351,1025.0698,657.8406,-3090.8245,0.0000,-1792.0429,5456.9879,-4448.8654,-427.3301,6168.7469,2950.3662,6115.0806,5523.1660,4856.0772,-3859.7446,-4115.5362,-3484.7394,-3420.4085,-5678.3889,6852.9690,-891.6965,3380.4704,3761.4997,-1576.0973,-5107.4949,-99.9951,-1689.4862,-5218.0317,6330.0670,-671.9689,-4980.2429,-3742.5129,5003.8348,3855.3063,-2504.8691,5439.2541,2725.3109,-990.8854,5091.8916,6095.7032,2682.4349,4674.4024,4761.4219,0.0000,-5339.4074,-3221.9348,-1302.6183,-3974.6970,-5756.0542,1046.5895,-3827.6499,539.3460,4522.2920,4197.1880,-2738.1759,2730.2858,4699.8923,-1348.3523,1037.1490,3631.1341,-1495.3256,5658.5046,97229.2243,119904.8681,101784.7773,102757.6531,111286.5190,109667.5294,107879.4098,108275.1925,-271613105.2191,-271596736.4154,-271642398.8410,-271634946.1578,106553.3831,-271630692.2938,-4300.2074,-5912.7334,4321.3138,-701.5131,4804.1704,-5798.6451,-5756.6544,4838.7289,-4105.5211,-6128.9054,-4319.3982,2620.6042,2616.5562,-1881.9114,-1364.4837,4798.8020,27.3707,4216.7808,-3921.2371,4468.2535,-5229.0324,-1583.5951,4707.4332,-2040.1202,-6790.6399,-2495.2011,-1468.2455,-2184.8340,-1141.6964,-5354.2412,354.7635,-5733.1541,2230.4352,2934.9596,3243.4812,4757.7432,1784.1767,-3640.1132,4457.1488,6789.7295,4197.2318,-923.4785,0.0000,-5269.2553,-3764.1226,1664.8115,5044.0409,-821.4675,4835.5004,-918.6081,1637.8018,-3728.6371,-5110.2460,-2402.3729,-3320.5372,-4388.8834,-2905.9629,545.1475,-5393.6498,4674.5443,2932.6485,-6125.9596,4485.4799,-4261.9693,4850.0052,-1001.8251,-2445.1882,5892.2290,4234.8245,-3772.5304,2917.0330,2062.1615,5138.9171,-4149.8864,6330.7851,5584.1859,1040.8825,-25.9345,-5737.9717,3323.0304,-2542.1554,0.0000,3098.6610,-4445.9449,-6527.1509,5244.3444,2385.0266,5410.8985,-5484.0229,-1364.8340,1423.3343,-5167.2241,4614.7599,-5385.1958,2646.6040,-6333.5909,410.7043,4323.1695,-6575.9365,1623.8708,-394969.2732,-372508.1033,-386307.8633,-387005.1415,-387996.9727,-386824.7120,-379244.2601,-383176.9951,156370293.9148,156392062.7039,156371109.3002,156380174.0322,-382663.1775,156375479.7477,1818.9552,271.4291,1516.2738,4065.8591,-237.5464,3605.1005,-3346.0671,-2402.0274,-1221.8246,-2110.3629,-3373.0321,-4041.2012,-664.1503,-655.4626,-2282.1564,125.8238,475.0531,5188.0627,4713.5832,-3541.7939,3549.9572,-3899.3487,-4666.2376,1669.8358,730.5590,6156.1589,-5381.3646,-5514.1287,2455.6406,3656.2280,-5470.3913,-3624.2879,3217.2024,-4255.5168,-1958.0866,-4813.2349,3918.8702,4281.0116,-5204.0536,409.7188,5376.8243,6136.0413,0.0000,-3939.1777,2006.6652,5004.4802,4716.2877,2512.3630,-3990.3455,3081.3198,-3782.6874,-2819.0165,-2612.7140,-4997.1253,4820.1021,4088.8886,2689.5541,-583.1791,4217.6777,-3858.8666,-4997.9799,-2772.0276,1211.9626,-5301.7859,4607.0917,-4414.5176,-1062.8005,3514.8489,-1849.4246,4328.5993,3779.4042,-5320.7523,3906.5880,-1240.8799,130.1860,-3804.2975,-4420.1101,3036.7349,2892.9369,-3769.0923,4342.3086,0.0000,-3191.7755,4140.9186,1901.7638,2144.7285,3040.1340,4174.6107,1836.7431,-6785.5816,5014.6029,1920.1797,4292.1004,-3313.3040,-4066.8431,-2188.9907,6823.6070,3897.3991,-1125.5680,-3564.5078,-72174.0488,-72857.2298,-72159.5081,-71039.0821,-67824.0276,-76948.6050,-81786.0874,-73183.2126,136931614.8659,136914390.5911,136949646.8901,136933212.1917,-73465.5487,136940624.9998,
300.000,3318.9344,1703.4540,6164.4831,4198.1073,-3543.7502,-1539.1185,-3172.3294,4604.1895,5079.0853,1036.3956,2211.3075,4658.7956,-5504.7130,6645.0977,-5701.2927,-3913.4005,6410.7074,3271.7188,-4698.0085,-2793.5855,504.0096,-4761.0825,136.4058,6009.3956,-332.1956,1588.2025,-4112.1664,-4619.8133,-6840.0203,-4157.2945,-3530.4486,-875.8744,5512.6346,5713.9229,5608.0408,804.2807,5929.8883,-5378.4287,2040.6644,2181.1508,2628.8610,-4514.1176,0.0000,-3678.8442,3951.6384,-2842.8409,1718.2926,5010.9540,4132.4789,4998.4542,4861.7024,3194.9663,-4341.7454,-4185.0917,-5166.5358,-3948.1384,-5688.8410,6455.9268,-2540.6799,5054.5632,3108.8320,-2980.5460,-3806.9599,-2165.5898,-312.2705,-4404.0192,5310.3471,898.8409,-4266.5577,-5338.3586,5185.3980,4160.1237,-446.7912,4478.6761,3975.9536,375.6112,4301.6793,6364.7885,806.3605,5998.1288,4042.4122,0.0000,-3723.7457,-3835.7320,-2702.5398,-2244.6435,-5370.5183,734.1506,-4704.7702,2490.6730,4119.0653,2520.2728,-1159.4709,972.3898,4470.8594,-2761.7877,-890.5045,4530.3639,-2859.6110,5309.0650,105713.6559,127887.0807,109823.5208,110883.8056,119413.6982,117777.5999,115980.8171,116224.6287,-274961215.8177,-274945274.5064,-274990023.9462,-274983697.3896,114649.6826,-274978722.5308,-5012.1579,-6193.4151,3145.8619,-2106.4747,5432.7559,-6331.5332,-4400.3075,3272.1586,-3297.4981,-6820.8398,-4502.8408,702.3507,3932.7274,-1407.0182,104.7004,5443.3087,-1179.0970,4076.1460,-2389.0344,5874.2933,-5221.5581,208.4359,5131.3230,-3252.4783,-6428.0370,-4404.9080,705.1905,-345.9743,403.9328,-4922.7218,2408.9089,-6417.6293,294.8049,1405.1372,1717.3998,4149.8691,41.5679,-2345.1007,3568.3430,6374.0249,3246.5260,-2129.2598,0.0000,-4952.6088,-4645.1383,3057.3608,4972.2520,-2034.0228,3137.1518,-2483.3567,-126.4208,-4195.2914,-3546.4325,-281.0452,-2445.9651,-2515.6443,-1052.9979,-696.1866,-5762.2287,3863.8214,1105.2228,-4893.5039,4976.5751,-3525.9156,6011.6665,835.3352,-3369.8488,4953.6057,5284.5868,-3092.7299,885.2448,-90.6560,5196.2462,-4223.9008,5455.4402,6417.1083,-838.1203,-1728.8315,-5678.0831,2016.7567,-4398.4406,0.0000,4151.5201,-2576.0157,-5511.3477,5599.6917,4040.3391,6518.5731,-4007.4067,-2295.1562,-665.1606,-5596.3143,5833.5073,-5062.5101,671.9101,-5234.7553,1629.8316,2452.9081,-5663.3090,-356.1605,-392827.2949,-369907.6950,-383879.6463,-384576.6448,-385688.3912,-384462.6951,-376993.2049,-380839.8576,150402520.9871,150424878.7919,150402913.8658,150412102.1199,-380344.2445,150407669.8958,3130.3200,-1564.9224,-10.3613,5060.4947,1593.3428,2049.5600,-4235.8755,-3882.6153,-3337.4999,-632.6287,-4594.5813,-5039.0412,892.8878,1577.6302,-3791.0797,-1673.5726,2237.3360,4352.0030,4475.9544,-2343.4181,4339.3976,-4953.1610,-4636.4157,-137.9326,2465.7871,5133.6886,-5506.5712,-5110.4362,1021.4083,2496.5922,-5454.9227,-2076.9574,4158.8602,-3405.2428,-3529.6133,-5420.6906,2911.7167,3447.4172,-5482.3077,-1400.2613,5431.7355,4815.2059,0.0000,-2902.2931,3279.5052,5492.8124,4494.4160,3969.9827,-4592.8238,4069.3576,-4883.4395,-4199.2750,-4052.0345,-5485.1940,3708.3554,5073.9800,3798.2906,-2335.7248,2837.3338,-2771.0745,-6069.8443,-3856.8411,2896.1831,-5400.0553,3375.7586,-5256.1601,-2764.2824,4706.8334,-49.5656,2990.9830,4488.1901,-5487.2350,4553.0059,-3234.2397,-1405.0767,-2302.5832,-5229.4831,1703.1225,3946.2214,-2654.0058,3510.4134,0.0000,-4147.9469,5091.7327,3195.6393,3388.3023,1710.6710,2192.7365,3143.0264,-6059.7734,5496.0293,3210.4620,3443.8928,-4567.7297,-5019.7966,-3421.6339,6661.0721,4529.1446,-2552.1415,-4364.2184,-72088.6148,-72762.5568,-71957.8502,-71096.6826,-67641.8445,-76579.1405,-81766.5524,-72605.6687,136929916.0538,136912736.0391,136948570.2035,136931724.9003,-73350.0337,136939102.1470,
600.000,1365.6190,254.6843,6541.6196,2466.1278,-2043.4820,-2814.4381,-4329.4746,4561.7907,4145.8019,-471.6130,144.3354,3964.2040,-4175.5780,5887.0603,-4530.4891,-2455.3107,5301.2958,4947.5614,-5769.5697,-1424.5303,-1593.8909,-3648.8862,2227.6791,5094.2546,-1604.2683,1049.5042,-3801.2920,-5301.1709,-6643.2245,-5512.5049,-2531.6962,-2166.7176,4822.7021,6437.9296,4969.2093,2759.1455,6201.4640,-6377.8119,3841.3027,3132.3735,4359.1396,-5410.2807,0.0000,-5179.0557,2054.3552,-986.6831,3693.3351,3313.1077,4956.2141,3409.3921,3753.3454,1176.7893,-4436.2452,-3899.5691,-6313.6006,-4139.6341,-5175.9923,5416.3639,-3912.6472,6236.0642,2206.9644,-4129.2561,-2107.8104,-4027.4908,1060.5607,-3197.6655,3744.3824,2423.9465,-3104.2232,-6383.8538,4903.6496,4109.2305,1666.4919,3041.2964,4847.0508,1678.1771,3114.5389,5990.8168,-1168.0799,6725.6338,2965.2370,0.0000,-1754.0099,-4120.3396,-3869.9276,-279.0010,-4478.0497,310.2658,-5155.5013,4213.0087,3363.7403,582.3648,504.6244,-915.0892,3818.7007,-3928.9522,-2771.0101,5020.6354,-3959.7626,4470.1299,114151.9498,135811.7121,117813.8996,118960.1295,127490.4237,125830.6390,124034.6607,124006.8110,-278178234.1258,-278162731.6176,-278206532.9632,-278201325.6666,122695.5750,-278195659.4039,-5232.1353,-5776.1618,1663.6415,-3352.6102,5472.3827,-6220.5570,-2623.4276,1353.7079,-2164.4006,-6849.6188,-4266.0256,-1312.8177,4856.2067,-802.5428,1601.3167,5558.1674,-2292.4460,3558.7379,-657.7312,6705.1998,-4719.5870,2016.8961,5099.2675,-4130.2186,-5426.0736,-5872.3421,2809.1460,1491.1422,1900.6264,-4031.2563,4244.8657,-6438.9826,-1691.5606,-238.6100,-14.1541,3177.7379,-1680.0396,-842.4649,2370.8269,5311.1166,2020.7059,-3160.2272,0.0000,-4156.9437,-5105.4036,4197.0812,4460.0569,-3069.7990,1149.3792,-3840.8352,-1915.7658,-4258.4630,-1616.2075,1875.1489,-1359.8395,-388.1017,923.3425,-1893.9510,-5577.7856,2706.1671,-874.4610,-3191.5428,4997.5928,-2480.7218,6586.3548,2627.2532,-3983.1447,3548.0559,5777.8436,-2131.0769,-1243.3824,-2228.1079,4791.3577,-3905.7819,4036.8143,6594.6047,-2667.2826,-3240.2473,-5107.0540,534.4249,-5826.1226,0.0000,4845.5219,-445.8659,-3963.0767,5437.6547,5294.3586,6912.2720,-2134.2149,-2903.0997,-2707.5613,-5508.4031,6487.4027,-4271.9934,-1398.9849,-3612.6477,2592.0036,344.4736,-4177.4613,-2323.5826,-390501.3695,-367137.0641,-381277.5264,-381969.2753,-383206.6085,-381922.8290,-374570.8503,-378304.0281,144363099.1481,144386034.7028,144363094.0760,144372338.8008,-377853.9750,144368214.8086,4083.4952,-3208.8762,-1535.9022,5508.3106,3233.5747,264.6926,-4663.1688,-4933.8906,-5093.4239,912.9847,-5297.0977,-5490.9892,2349.6789,3644.6779,-4879.5153,-3292.0115,3755.8186,3023.7812,3756.4355,-892.1839,4639.4852,-5464.5168,-4108.0175,-1930.3163,3932.5056,3566.9400,-5038.2186,-4152.9880,-522.4832,1067.1180,-4856.7327,-294.3946,4652.0328,-2168.9628,-4709.1822,-5435.0123,1545.7331,2224.2010,-5155.0461,-3056.9275,4886.7304,2980.7465,0.0000,-1539.0625,4200.2888,5386.6948,3789.6142,4957.7342,-4703.9358,4617.6880,-5453.5665,-5091.8179,-5055.3596,-5381.1043,2179.1821,5510.6617,4498.8654,-3834.8023,1150.0138,-1387.6122,-6488.0345,-4524.7384,4266.4789,-4889.1279,1778.5118,-5530.8678,-4161.8829,5387.2772,1755.9041,1322.6332,4713.8208,-5056.5898,4711.0631,-4884.8405,-2787.4408,-543.0363,-5453.7046,177.3115,4582.8108,-1246.1474,2302.4794,0.0000,-4664.1110,5485.5495,4145.8290,4267.3620,198.1808,-25.5214,4113.1621,-4690.6486,5382.9433,4156.3942,2217.7411,-5324.6828,-5394.4454,-4272.7768,5783.9568,4661.5763,-3694.2005,-4687.2657,-72003.2936,-72667.8985,-71758.8034,-71158.6291,-67462.9032,-76203.3518,-81742.1398,-72083.0870,136928221.1574,136911082.2977,136947483.4659,136930266.3014,-73234.4792,136937579.0562,
