sl_100_86400_20281227 Coordinates.csv
2028/12/27 07:47:00.0000 UTC

Generated: Tue Oct  8 21:44:18 2024,
Start: 2028/12/27 07:47:00.00, Stop: 2028/12/28 07:47:00.00,
TIME_UNITS,STARLINK-3131 - X-Coordinate,STARLINK-3631 - X-Coordinate,STARLINK-3310 - X-Coordinate,STARLINK-30133 - X-Coordinate,STARLINK-31952 - X-Coordinate,STARLINK-4068 - X-Coordinate,STARLINK-2414 - X-Coordinate,STARLINK-31317 - X-Coordinate,STARLINK-6086 - X-Coordinate,STARLINK-5591 - X-Coordinate,STARLINK-5060 - X-Coordinate,STARLINK-3617 - X-Coordinate,STARLINK-5467 - X-Coordinate,STARLINK-1627 - X-Coordinate,STARLINK-6341 - X-Coordinate,STARLINK-32204 - X-Coordinate,STARLINK-5056 - X-Coordinate,STARLINK-4080 - X-Coordinate,STARLINK-2101 - X-Coordinate,STARLINK-5754 - X-Coordinate,STARLINK-3139 - X-Coordinate,STARLINK-30799 - X-Coordinate,STARLINK-30175 - X-Coordinate,STARLINK-30182 - X-Coordinate,STARLINK-3243 - X-Coordinate,STARLINK-5903 - X-Coordinate,STARLINK-30979 - X-Coordinate,STARLINK-4428 - X-Coordinate,STARLINK-5047 - X-Coordinate,STARLINK-5703 - X-Coordinate,STARLINK-4590 - X-Coordinate,STARLINK-30086 - X-Coordinate,STARLINK-31560 - X-Coordinate,STARLINK-2166 - X-Coordinate,STARLINK-30609 - X-Coordinate,STARLINK-4553 - X-Coordinate,STARLINK-5119 - X-Coordinate,STARLINK-2424 - X-Coordinate,STARLINK-32129 - X-Coordinate,STARLINK-2162 - X-Coordinate,STARLINK-30439 - X-Coordinate,STARLINK-3098 - X-Coordinate,STARLINK-2546 - X-Coordinate,STARLINK-11136 [DTC] - X-Coordinate,STARLINK-30505 - X-Coordinate,STARLINK-31013 - X-Coordinate,STARLINK-32131 - X-Coordinate,STARLINK-6167 - X-Coordinate,STARLINK-6233 - X-Coordinate,STARLINK-11083 [DTC] - X-Coordinate,STARLINK-5528 - X-Coordinate,STARLINK-3891 - X-Coordinate,STARLINK-5499 - X-Coordinate,STARLINK-3525 - X-Coordinate,STARLINK-5646 - X-Coordinate,STARLINK-4276 - X-Coordinate,STARLINK-3233 - X-Coordinate,STARLINK-5172 - X-Coordinate,STARLINK-5625 - X-Coordinate,STARLINK-5186 - X-Coordinate,STARLINK-1434 - X-Coordinate,STARLINK-31708 - X-Coordinate,STARLINK-1527 - X-Coordinate,STARLINK-2219 - X-Coordinate,STARLINK-1735 - X-Coordinate,STARLINK-2051 - X-Coordinate,STARLINK-30078 - X-Coordinate,STARLINK-31665 - X-Coordinate,STARLINK-31239 - X-Coordinate,STARLINK-31765 - X-Coordinate,STARLINK-4300 - X-Coordinate,STARLINK-4067 - X-Coordinate,STARLINK-31110 - X-Coordinate,STARLINK-5162 - X-Coordinate,STARLINK-2439 - X-Coordinate,STARLINK-30429 - X-Coordinate,STARLINK-30151 - X-Coordinate,STARLINK-2381 - X-Coordinate,STARLINK-11186 [DTC] - X-Coordinate,STARLINK-4600 - X-Coordinate,STARLINK-30565 - X-Coordinate,STARLINK-5900 - X-Coordinate,STARLINK-31318 - X-Coordinate,STARLINK-3234 - X-Coordinate,STARLINK-30393 - X-Coordinate,STARLINK-3193 - X-Coordinate,STARLINK-31273 - X-Coordinate,STARLINK-5777 - X-Coordinate,STARLINK-1559 - X-Coordinate,STARLINK-30892 - X-Coordinate,STARLINK-5446 - X-Coordinate,STARLINK-1797 - X-Coordinate,STARLINK-6192 - X-Coordinate,STARLINK-3776 - X-Coordinate,STARLINK-4306 - X-Coordinate,STARLINK-32103 - X-Coordinate,STARLINK-30788 - X-Coordinate,STARLINK-5775 - X-Coordinate,STARLINK-4496 - X-Coordinate,STARLINK-1630 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3131 - Y-Coordinate,STARLINK-3631 - Y-Coordinate,STARLINK-3310 - Y-Coordinate,STARLINK-30133 - Y-Coordinate,STARLINK-31952 - Y-Coordinate,STARLINK-4068 - Y-Coordinate,STARLINK-2414 - Y-Coordinate,STARLINK-31317 - Y-Coordinate,STARLINK-6086 - Y-Coordinate,STARLINK-5591 - Y-Coordinate,STARLINK-5060 - Y-Coordinate,STARLINK-3617 - Y-Coordinate,STARLINK-5467 - Y-Coordinate,STARLINK-1627 - Y-Coordinate,STARLINK-6341 - Y-Coordinate,STARLINK-32204 - Y-Coordinate,STARLINK-5056 - Y-Coordinate,STARLINK-4080 - Y-Coordinate,STARLINK-2101 - Y-Coordinate,STARLINK-5754 - Y-Coordinate,STARLINK-3139 - Y-Coordinate,STARLINK-30799 - Y-Coordinate,STARLINK-30175 - Y-Coordinate,STARLINK-30182 - Y-Coordinate,STARLINK-3243 - Y-Coordinate,STARLINK-5903 - Y-Coordinate,STARLINK-30979 - Y-Coordinate,STARLINK-4428 - Y-Coordinate,STARLINK-5047 - Y-Coordinate,STARLINK-5703 - Y-Coordinate,STARLINK-4590 - Y-Coordinate,STARLINK-30086 - Y-Coordinate,STARLINK-31560 - Y-Coordinate,STARLINK-2166 - Y-Coordinate,STARLINK-30609 - Y-Coordinate,STARLINK-4553 - Y-Coordinate,STARLINK-5119 - Y-Coordinate,STARLINK-2424 - Y-Coordinate,STARLINK-32129 - Y-Coordinate,STARLINK-2162 - Y-Coordinate,STARLINK-30439 - Y-Coordinate,STARLINK-3098 - Y-Coordinate,STARLINK-2546 - Y-Coordinate,STARLINK-11136 [DTC] - Y-Coordinate,STARLINK-30505 - Y-Coordinate,STARLINK-31013 - Y-Coordinate,STARLINK-32131 - Y-Coordinate,STARLINK-6167 - Y-Coordinate,STARLINK-6233 - Y-Coordinate,STARLINK-11083 [DTC] - Y-Coordinate,STARLINK-5528 - Y-Coordinate,STARLINK-3891 - Y-Coordinate,STARLINK-5499 - Y-Coordinate,STARLINK-3525 - Y-Coordinate,STARLINK-5646 - Y-Coordinate,STARLINK-4276 - Y-Coordinate,STARLINK-3233 - Y-Coordinate,STARLINK-5172 - Y-Coordinate,STARLINK-5625 - Y-Coordinate,STARLINK-5186 - Y-Coordinate,STARLINK-1434 - Y-Coordinate,STARLINK-31708 - Y-Coordinate,STARLINK-1527 - Y-Coordinate,STARLINK-2219 - Y-Coordinate,STARLINK-1735 - Y-Coordinate,STARLINK-2051 - Y-Coordinate,STARLINK-30078 - Y-Coordinate,STARLINK-31665 - Y-Coordinate,STARLINK-31239 - Y-Coordinate,STARLINK-31765 - Y-Coordinate,STARLINK-4300 - Y-Coordinate,STARLINK-4067 - Y-Coordinate,STARLINK-31110 - Y-Coordinate,STARLINK-5162 - Y-Coordinate,STARLINK-2439 - Y-Coordinate,STARLINK-30429 - Y-Coordinate,STARLINK-30151 - Y-Coordinate,STARLINK-2381 - Y-Coordinate,STARLINK-11186 [DTC] - Y-Coordinate,STARLINK-4600 - Y-Coordinate,STARLINK-30565 - Y-Coordinate,STARLINK-5900 - Y-Coordinate,STARLINK-31318 - Y-Coordinate,STARLINK-3234 - Y-Coordinate,STARLINK-30393 - Y-Coordinate,STARLINK-3193 - Y-Coordinate,STARLINK-31273 - Y-Coordinate,STARLINK-5777 - Y-Coordinate,STARLINK-1559 - Y-Coordinate,STARLINK-30892 - Y-Coordinate,STARLINK-5446 - Y-Coordinate,STARLINK-1797 - Y-Coordinate,STARLINK-6192 - Y-Coordinate,STARLINK-3776 - Y-Coordinate,STARLINK-4306 - Y-Coordinate,STARLINK-32103 - Y-Coordinate,STARLINK-30788 - Y-Coordinate,STARLINK-5775 - Y-Coordinate,STARLINK-4496 - Y-Coordinate,STARLINK-1630 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3131 - Z-Coordinate,STARLINK-3631 - Z-Coordinate,STARLINK-3310 - Z-Coordinate,STARLINK-30133 - Z-Coordinate,STARLINK-31952 - Z-Coordinate,STARLINK-4068 - Z-Coordinate,STARLINK-2414 - Z-Coordinate,STARLINK-31317 - Z-Coordinate,STARLINK-6086 - Z-Coordinate,STARLINK-5591 - Z-Coordinate,STARLINK-5060 - Z-Coordinate,STARLINK-3617 - Z-Coordinate,STARLINK-5467 - Z-Coordinate,STARLINK-1627 - Z-Coordinate,STARLINK-6341 - Z-Coordinate,STARLINK-32204 - Z-Coordinate,STARLINK-5056 - Z-Coordinate,STARLINK-4080 - Z-Coordinate,STARLINK-2101 - Z-Coordinate,STARLINK-5754 - Z-Coordinate,STARLINK-3139 - Z-Coordinate,STARLINK-30799 - Z-Coordinate,STARLINK-30175 - Z-Coordinate,STARLINK-30182 - Z-Coordinate,STARLINK-3243 - Z-Coordinate,STARLINK-5903 - Z-Coordinate,STARLINK-30979 - Z-Coordinate,STARLINK-4428 - Z-Coordinate,STARLINK-5047 - Z-Coordinate,STARLINK-5703 - Z-Coordinate,STARLINK-4590 - Z-Coordinate,STARLINK-30086 - Z-Coordinate,STARLINK-31560 - Z-Coordinate,STARLINK-2166 - Z-Coordinate,STARLINK-30609 - Z-Coordinate,STARLINK-4553 - Z-Coordinate,STARLINK-5119 - Z-Coordinate,STARLINK-2424 - Z-Coordinate,STARLINK-32129 - Z-Coordinate,STARLINK-2162 - Z-Coordinate,STARLINK-30439 - Z-Coordinate,STARLINK-3098 - Z-Coordinate,STARLINK-2546 - Z-Coordinate,STARLINK-11136 [DTC] - Z-Coordinate,STARLINK-30505 - Z-Coordinate,STARLINK-31013 - Z-Coordinate,STARLINK-32131 - Z-Coordinate,STARLINK-6167 - Z-Coordinate,STARLINK-6233 - Z-Coordinate,STARLINK-11083 [DTC] - Z-Coordinate,STARLINK-5528 - Z-Coordinate,STARLINK-3891 - Z-Coordinate,STARLINK-5499 - Z-Coordinate,STARLINK-3525 - Z-Coordinate,STARLINK-5646 - Z-Coordinate,STARLINK-4276 - Z-Coordinate,STARLINK-3233 - Z-Coordinate,STARLINK-5172 - Z-Coordinate,STARLINK-5625 - Z-Coordinate,STARLINK-5186 - Z-Coordinate,STARLINK-1434 - Z-Coordinate,STARLINK-31708 - Z-Coordinate,STARLINK-1527 - Z-Coordinate,STARLINK-2219 - Z-Coordinate,STARLINK-1735 - Z-Coordinate,STARLINK-2051 - Z-Coordinate,STARLINK-30078 - Z-Coordinate,STARLINK-31665 - Z-Coordinate,STARLINK-31239 - Z-Coordinate,STARLINK-31765 - Z-Coordinate,STARLINK-4300 - Z-Coordinate,STARLINK-4067 - Z-Coordinate,STARLINK-31110 - Z-Coordinate,STARLINK-5162 - Z-Coordinate,STARLINK-2439 - Z-Coordinate,STARLINK-30429 - Z-Coordinate,STARLINK-30151 - Z-Coordinate,STARLINK-2381 - Z-Coordinate,STARLINK-11186 [DTC] - Z-Coordinate,STARLINK-4600 - Z-Coordinate,STARLINK-30565 - Z-Coordinate,STARLINK-5900 - Z-Coordinate,STARLINK-31318 - Z-Coordinate,STARLINK-3234 - Z-Coordinate,STARLINK-30393 - Z-Coordinate,STARLINK-3193 - Z-Coordinate,STARLINK-31273 - Z-Coordinate,STARLINK-5777 - Z-Coordinate,STARLINK-1559 - Z-Coordinate,STARLINK-30892 - Z-Coordinate,STARLINK-5446 - Z-Coordinate,STARLINK-1797 - Z-Coordinate,STARLINK-6192 - Z-Coordinate,STARLINK-3776 - Z-Coordinate,STARLINK-4306 - Z-Coordinate,STARLINK-32103 - Z-Coordinate,STARLINK-30788 - Z-Coordinate,STARLINK-5775 - Z-Coordinate,STARLINK-4496 - Z-Coordinate,STARLINK-1630 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3255.8146,3146.9860,-3342.1669,5666.4787,4227.9828,2122.8734,-2654.3692,2311.0610,-2166.8927,4808.8321,6324.3404,-4221.3376,-3288.6538,-5121.6898,5069.1650,4021.2723,0.0000,-2187.8637,-5231.9457,5299.4555,2553.8362,5675.4825,2837.6027,-4608.1234,-2537.4691,-5943.8567,5507.9505,5506.2249,1020.1428,-5986.6782,2079.3219,-5601.0641,-3681.6924,-1007.5354,1407.2253,4050.0408,-5438.8967,-1973.9582,-4097.0930,6413.4651,-6585.0352,-5116.7273,974.5079,2614.5024,-3059.9946,3614.1360,-6090.9059,1672.1295,-1353.5199,4519.1573,3644.0488,1125.6671,4219.9092,-1924.7609,-6119.5186,-6133.4712,2820.7904,-5132.3066,4477.6341,-5739.7517,-1728.7636,-2306.8075,-3110.0073,172.1441,1422.1794,6661.4231,-2630.8691,-3217.4242,-411.9352,4741.8500,-6634.6548,6406.6295,-5783.1042,-5154.7542,-3195.6444,-3809.3791,5433.6469,-4095.7723,-2245.4980,-151.2103,2704.5789,4390.7125,5120.2512,-6196.1060,-2684.3082,-5672.7461,-2827.9783,-1234.1040,5070.1055,-5965.9917,-2226.1786,-4598.3073,-5088.5102,311.7546,1574.8330,4696.9878,4016.4447,-6484.7895,149.1171,-2096.6026,385371.0505,354706.8263,375574.1136,375357.7582,369621.8971,369824.1620,366540.0595,370220.5379,-166138592.9499,-166200880.3990,-166176533.9741,-166162617.4174,369761.1890,-166157940.3096,2953.2927,4454.5825,4668.7082,-1936.3161,4554.1463,3633.9510,3594.0260,3971.8326,4626.0015,5025.2793,2743.8880,1218.6762,3319.3303,1956.6952,-4734.6081,-4396.6914,0.0000,6105.1650,433.7740,1165.0293,4230.7355,1936.8408,5654.2282,-2278.6396,3563.4270,-2123.1017,-4206.3845,-3618.3101,-2301.6118,-191.8152,-5531.3835,1537.8972,5714.6567,-5479.8153,5142.1142,-1714.1636,2208.7092,3572.4288,-124.7623,-2252.0299,943.6271,3129.7588,-6696.5731,-5966.2247,-6149.1540,5782.0746,1472.3658,-5793.0306,-6742.1806,3762.5148,-5887.4725,-6567.7715,3188.7843,5691.6052,-2250.7281,-1820.6300,3569.7393,-4257.2873,-5080.7181,3672.8560,-4726.3995,-3474.5203,2683.1580,-5093.3461,6631.6984,831.3559,-5355.4806,5233.1406,5149.5592,4282.5940,959.5970,2446.1012,1877.9174,2669.7505,4766.0496,5729.2412,-1842.7699,-1715.4011,4131.2214,-6905.4276,5729.8030,-2344.4195,1986.5681,3045.4217,6333.1352,-3438.3046,5667.6611,-4947.5113,-2221.1223,-3034.2265,-4347.2650,904.1434,4609.7683,6872.4533,2110.2433,-2370.9735,861.3372,1411.9373,5933.0945,3518.1575,-39776.6015,-44050.7391,-44878.0719,-42874.4660,-36521.7684,-38572.4760,-45429.3345,-43655.4217,-95372914.9016,-95362837.4416,-95350847.2759,-95369970.9835,-43744.6201,-95366429.4256,5312.4397,-4198.7448,3823.0308,3461.6066,-2700.5842,5483.4578,5239.2537,5056.8805,-4669.1698,69.2609,711.0135,-5279.3779,5134.0984,-4143.3993,-325.4527,3221.7654,0.0000,-2367.9727,4466.7526,-4279.1623,4810.5652,3486.4531,-2774.0161,4666.8136,-5372.6692,-2850.7539,-45.2200,-2121.2717,6448.9467,3465.3778,3581.8846,-3760.3189,-616.8314,-4070.0552,4415.1332,-5334.5821,-3640.5997,5415.4448,5437.3188,1167.3497,-1759.2361,-3427.8278,1275.7222,1738.6625,844.1962,1327.2576,2551.8838,3381.6903,-384.8116,3089.7938,-354.2897,1794.6103,-4508.8893,-3291.2563,2375.0266,2577.2719,5192.8378,-1756.8372,-1448.3474,-1107.6726,4729.5483,5376.0929,-5166.1295,-4649.6131,-886.6513,1253.1187,-3531.8688,2976.7660,-4525.3916,2343.0010,1671.4083,-647.7413,3185.2652,-3704.1733,3868.4636,770.3600,3869.0969,-5268.5881,4842.4700,279.4441,2558.3289,-4882.1303,-4040.5288,268.0783,-784.7357,1831.4389,-2574.3789,-4706.0200,-4058.8482,1785.8495,4810.9487,-5065.9219,-958.3474,-161.7315,-6433.8058,-4297.7667,-5470.4956,-1991.5444,3489.2871,5157.0597,139368.9652,138775.9215,139589.7716,139913.1208,143650.7407,134937.9732,129513.5070,139667.6254,4036791.7844,4043965.1156,4044049.0714,4028586.1794,137960.5777,4035792.3633,
3600.000,-4904.9092,-5603.2861,-790.0105,-5204.3731,-6176.6987,-5692.5518,-1704.8722,-5748.3621,-1816.4994,-3857.5467,-4452.0186,1394.6397,4323.7932,5228.5460,-3351.1996,607.6869,0.0000,-890.8493,6218.9349,-4446.2964,-4464.1797,-4735.3985,-5065.1887,5564.1863,-1615.2833,6879.8631,-3088.2835,-3119.2853,1515.6061,3921.3311,-621.8763,2641.1180,329.3201,3307.3940,-4746.0207,-3628.7492,5405.0369,-2283.6956,3654.1902,-5053.1755,4009.8832,4677.6723,1377.1036,1072.9792,4471.0806,-4725.4631,5367.1758,2145.9758,3430.2106,-3739.8933,-933.8989,492.3784,-2287.5842,196.5939,5092.6809,4182.5652,-6047.8774,4574.8153,-2417.3002,2884.7004,4268.6658,5512.1575,302.3778,2374.3895,-2973.7603,-4433.7361,4680.9047,-1106.7922,-2062.9840,-6264.0078,3975.4661,-5211.6907,5146.6872,1115.0771,-821.2120,1460.5267,-5019.5334,6388.1284,-2935.9509,1735.2742,-3807.6871,-74.4105,-3405.9509,3894.2293,-180.7576,4622.0810,-872.8700,4866.8923,-5015.5543,5355.3015,5332.9606,5200.3024,2993.7120,-2014.0306,2477.4937,-974.9004,-4564.0918,3877.4143,-2045.2810,-1752.2450,381138.8247,352607.5586,373530.5327,372143.9218,368020.5968,368404.7440,365448.6794,367845.7281,-135691529.1443,-135754698.5066,-135734588.1235,-135707790.1874,368452.5030,-135710834.9162,1161.6759,-3991.8354,-4063.6480,4562.6958,-2376.9080,-2221.3743,-4672.9123,-3332.3630,-5551.2653,-3602.9942,-1362.4717,-4882.7186,-5375.9033,-4454.5076,3674.8987,4021.7888,0.0000,-4357.4983,-2914.6328,2986.2814,-213.7119,1855.8194,-4603.6394,-1562.8977,-4805.7748,-109.8518,5174.7370,298.0209,5512.6657,-3223.6240,6859.4680,-4379.3699,-5532.5073,6050.5187,-2701.5426,5294.6485,-4257.5611,-5412.4683,-4444.8904,3462.2141,-3416.8827,-5008.9355,4707.9555,4167.3088,3511.5478,-2935.2221,-3385.0231,4590.1078,5023.0889,1501.3225,5835.0688,6369.4656,647.3745,-6730.4119,-1109.6137,-1270.8117,-2534.4852,1034.6096,6084.0190,-4117.7129,1150.5910,-21.6759,-6436.3546,6403.9783,-3958.5076,1689.8796,1969.1595,-4877.8071,-6518.6135,-2045.4475,-2654.2803,-3.3388,-4522.8468,-3964.2270,-4087.2917,-6148.6380,4715.0485,-1090.4759,-3801.0771,5485.1450,-1870.1724,2391.7322,2420.2101,-3842.4356,-5711.0867,225.1952,-4145.3075,3346.6149,4677.3936,-251.3326,4162.7422,-4154.2332,-5655.0852,-5049.0179,1565.1561,5421.7530,3573.6730,-3604.5616,-6526.0401,-6196.5560,58422.7655,46686.4243,47663.1030,49742.2545,57734.7074,53958.9601,49318.2392,50134.3287,-135144781.8074,-135147008.1365,-135130046.2438,-135146533.8286,50245.3866,-135139473.7628,-4721.9222,103.4440,-5530.5431,-78.2505,-1447.1120,-3253.7409,-4780.0216,-1638.1361,3696.8360,4515.3629,-5145.8850,4609.5127,-832.3438,-13.5223,4830.2176,-5425.4660,0.0000,5265.9090,-670.3416,4351.6724,-5267.7383,-4727.4077,-919.1971,-3863.8219,4705.6942,-765.0616,3416.6955,6161.4414,-3927.7379,-4713.8150,590.7539,4647.0098,3971.8243,-20.0086,-4267.8051,2550.8107,-594.1863,-3409.6152,-3659.4694,3162.9491,4414.3310,-864.6041,-4841.7436,-5197.6524,-3952.7903,-4165.6521,2349.3815,-4713.9287,-3236.0802,-5290.8202,3618.4848,2602.8618,6512.9896,-1260.0171,-4587.0750,-5346.6107,-2188.4990,5041.3999,-2258.5286,4717.4296,-5321.4071,-4005.7689,1403.0646,925.6328,4707.2387,-4919.3789,4708.6607,-4660.9749,585.7353,1704.4744,-4998.9882,4491.3685,488.7821,5503.7699,-5537.4891,2822.0272,-738.7594,2318.1237,-4759.4293,3821.2656,-5363.8881,6531.2773,5375.2436,-4228.8280,3900.0595,-5102.9553,5354.9775,3626.5779,-172.7260,-4393.4754,-1154.0240,1796.7643,-2668.6000,4207.9976,6290.8883,3960.6937,3615.8624,4459.9481,812.5727,-1422.6268,139828.7196,139324.8174,141070.7923,138405.5485,144936.8864,139246.0570,129588.6826,137066.3071,4018450.7839,4020167.6288,4019176.4807,4005907.8132,138774.1637,4014389.6999,
7200.000,5529.7754,5316.4173,4839.5690,2704.8612,4946.9275,6800.3615,4689.8848,5987.7974,4604.1805,2358.7624,1422.9441,799.7986,-3391.0685,-2764.7924,-851.8416,-5137.7115,0.0000,4597.6770,-4425.7286,2954.3362,5717.8790,3175.8614,5402.9578,-5340.4863,4386.0795,-5159.8354,-847.3539,-2302.3463,-2093.2624,-1331.6511,-1318.5497,509.2082,3859.5626,-4046.3245,6760.7455,2338.2178,-2811.4711,4472.1500,-2354.1211,1151.2755,-182.0643,-1946.9152,-4340.7777,-5198.2896,-5142.4046,5147.5686,-1135.2290,-5565.0243,-4893.6778,1945.7521,-2743.3827,-2689.4506,1336.9185,2007.8524,-3166.0330,-1548.6454,6469.7144,-3328.3582,-986.7886,1561.3041,-6134.6033,-6353.1572,2217.7994,-3528.0249,4485.2715,634.6268,-6030.5584,5160.9750,3310.8400,4878.0758,6.9327,2458.9549,-2128.3231,2963.9694,4781.9627,2017.7232,2791.5699,-5957.9166,6158.8632,-3705.0606,4600.6735,-3959.3496,1482.0929,366.3622,3704.9038,-2710.2698,5003.2084,-6778.0217,2417.1392,-3654.0575,-5591.4800,-3833.7827,622.6650,4049.7649,-3133.7004,-2382.1793,3784.0107,-209.9540,3246.5168,3663.1090,352222.3427,327997.5896,347724.2360,342567.1557,342853.9162,344774.5745,340475.0340,344590.7099,-95987328.4645,-96047689.4155,-96032154.5078,-95995841.4128,343667.8286,-96006083.3096,-3988.2070,1647.2992,3267.5701,-5408.1583,-1435.7173,794.0665,4913.1745,1416.2584,5145.8349,-376.5740,-2085.4805,6773.6742,4567.2654,4730.2025,-2247.8959,-3035.9657,0.0000,1881.9579,3896.4037,-6020.2144,-3084.7501,-5312.3015,1545.9401,4374.8313,5229.3940,2473.4350,-5005.3124,1103.5793,-6537.5725,6073.2609,-5155.9590,6376.6614,3546.9310,-3816.5401,188.2951,-6237.9750,4488.1355,4934.1330,6332.8267,-4050.9733,5517.7741,4781.9928,-1278.7653,-1066.4752,555.6951,-1060.6984,4016.4526,-2706.6660,-1184.1347,-5994.2436,-4296.2993,-3437.3777,-4912.9140,4347.7365,4656.8096,4845.8924,997.3407,3310.4537,-5115.8286,4122.7369,1907.1373,2416.3163,4854.0569,-4861.8057,-565.6775,-4666.8098,1581.3636,3414.0586,4705.7924,-1656.0186,4597.9051,-3528.9337,5282.6391,5029.5827,3264.6053,4683.4470,-5655.5745,2697.8740,2700.3278,-1855.0164,-2749.9043,-3492.8542,-6101.8791,4167.8537,3596.1025,3923.0216,1931.5157,-1427.6803,-4798.6190,4011.9043,-2184.2361,5098.1458,5091.5790,1108.6581,-5670.2080,-6340.6313,-5630.5595,5501.5110,3970.7356,3870.8560,151698.2188,133609.4009,136814.1893,138833.5625,148348.6790,139571.1952,140625.0842,140928.8089,-165654052.8082,-165668531.2140,-165648118.1844,-165654117.2160,140783.9303,-165649742.3221,1078.6614,4033.7369,3674.9829,-3372.4646,4388.4099,-1021.6600,1173.1488,-2991.5821,-426.9624,-6537.3551,6445.1978,-774.4063,-4001.4939,4131.4701,-6518.3810,3204.1967,0.0000,-4795.0915,-3589.6959,-1660.8132,2329.0909,3132.4175,4003.4166,776.2635,-1165.8870,3888.5815,-4723.7901,-6435.6900,-998.5535,3038.2924,-4421.2460,-2636.2133,-4377.8227,4065.0920,1488.9548,1822.5769,4419.6513,-1329.6638,-909.9994,-5468.9388,-4109.9157,4575.1200,5181.9836,4150.0973,4589.1599,4534.1081,-5333.5389,3081.8015,4689.4129,2103.4914,-4704.0960,-5353.1441,-4728.0930,4884.7009,4049.3241,4654.6564,-2226.9386,-5053.3664,4550.9061,-5315.3863,2545.8905,-446.8878,3867.2990,3373.3457,-5137.7452,4936.9422,-3035.3941,2884.8054,3734.7537,-4458.5477,5150.6529,-5383.8572,-3844.3471,-3650.1373,3790.6911,-4688.7275,-2865.5908,2144.2058,642.0142,-5538.0078,4233.2317,-4550.4159,-2657.1084,5489.5819,-4616.5486,4956.0301,-4242.9554,-374.6454,4255.1472,4298.7453,-3331.9960,2611.3301,4652.5742,-5456.0473,-2519.6890,-485.6740,850.3970,-4210.7159,-4605.2235,-3887.5321,140257.7141,139853.8374,141924.7981,138240.8031,145781.4472,141601.8502,130293.2580,141091.3883,3999871.1204,3996358.8168,3994176.5899,3986437.2677,139576.2255,3993011.3781,
