sl_5_86400_20281205 Coordinates.csv
2028/12/05 07:47:00.0000 UTC

Generated: Tue Oct  8 21:11:03 2024,
Start: 2028/12/05 07:47:00.00, Stop: 2028/12/06 07:47:00.00,
TIME_UNITS,STARLINK-5242 - X-Coordinate,STARLINK-3527 - X-Coordinate,STARLINK-11250 [DTC] - X-Coordinate,STARLINK-3883 - X-Coordinate,STARLINK-2110 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5242 - Y-Coordinate,STARLINK-3527 - Y-Coordinate,STARLINK-11250 [DTC] - Y-Coordinate,STARLINK-3883 - Y-Coordinate,STARLINK-2110 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5242 - Z-Coordinate,STARLINK-3527 - Z-Coordinate,STARLINK-11250 [DTC] - Z-Coordinate,STARLINK-3883 - Z-Coordinate,STARLINK-2110 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2012.2925,-4547.8263,-1720.8899,999.9978,1674.3896,-85264.7425,-98696.1582,-79280.1637,-78813.5996,-81864.0112,-82377.6323,-87975.5514,-84779.9969,-212389990.2789,-212413700.8716,-212372391.6886,-212375175.6533,-84359.5055,-212379214.6973,4590.2144,-3449.8618,6326.0266,-4208.7964,-5550.7384,-348652.2664,-338676.7483,-347234.3381,-345401.8668,-337401.1719,-339379.3029,-344567.2250,-344116.1173,-66261722.3896,-66255840.0903,-66290712.9714,-66289313.3280,-344163.7920,-66278280.7010,4698.2252,3671.6780,1267.8324,-5379.2279,-3627.3041,134219.4787,133729.8115,134529.0284,134972.9067,138632.9841,129853.5342,124518.6434,131172.1757,18683062.6250,18664972.1780,18683828.5009,18682613.7293,132947.5383,18688267.4051,
3600.000,63.9943,6410.3137,-831.9880,3420.3876,190.5946,7748.5803,-12035.5486,8128.5089,7556.0901,6557.3368,5572.7980,1110.6593,4864.7271,-187906023.1539,-187932482.1785,-187883459.0788,-187884845.9575,4233.9247,-187895191.3418,-6805.8164,2025.5984,-5446.8089,3868.3700,6779.2065,-360944.0368,-351885.8809,-358729.0489,-356367.7843,-347446.6517,-351030.4129,-354341.3147,-354798.2220,-119015203.8237,-119018082.6498,-119039361.8027,-119039226.1295,-354559.2594,-119030645.5855,-977.8830,956.7118,3765.2827,4567.3148,-870.1893,134163.5898,132520.3446,134275.7250,131698.6296,138176.8096,132393.0492,122818.1771,133635.9231,18646583.2025,18629373.3934,18656441.2782,18652664.7514,132001.0499,18654432.0501,
7200.000,1632.8349,-4673.8067,4052.9366,-6077.4416,-2209.8776,100581.4128,75258.2788,95135.2743,91053.5577,94681.4265,93273.0452,89677.0665,91841.0657,-150594546.3382,-150621414.0891,-150571411.7353,-150571473.7029,92681.0071,-150584171.1632,5734.7232,894.0770,1112.7900,-3160.4874,-4428.3178,-347818.2204,-343320.4865,-347614.8605,-343954.9322,-335183.2171,-343918.2298,-341496.3302,-342306.0452,-163608432.0333,-163620160.2312,-163625424.4518,-163625360.6525,-342501.7113,-163622924.9261,-3429.9901,-4851.2169,-5196.6821,-824.0674,4705.3450,133759.8842,131290.7154,133400.1762,129662.4727,137276.1459,133117.0844,121747.1338,129442.1186,18610633.6752,18593933.3266,18628745.8839,18623132.3235,131041.9235,18620618.2820,
10800.000,-3579.7668,1227.3971,-5791.7937,5839.2648,4516.9213,186552.8351,157768.2200,176320.7810,170798.6439,176994.7853,175762.1463,172078.6083,176535.6795,-103011691.2526,-103036728.2582,-102992685.9054,-102992714.5332,175377.4703,-103002135.0370,-2048.0790,-4543.2131,2909.1385,1206.2295,237.9684,-310907.9352,-313439.9434,-314514.7901,-307991.1165,-301378.1663,-313213.8048,-306975.0371,-308858.3163,-196998166.7422,-197018238.8665,-197008778.7110,-197008239.1465,-308721.3647,-197012109.9332,5491.8093,4887.6688,1604.0572,-3477.3915,-5130.9001,133159.8887,130045.4463,131880.0640,131136.7984,135942.6916,128551.5335,121290.0452,131412.4402,18575352.3701,18558668.2005,18599867.0927,18592978.2414,130070.2395,18586826.1114,
14400.000,5368.3657,1590.8462,3669.3955,-3547.2596,-5792.0501,259846.8881,230342.6619,246569.3766,241422.5088,248346.2594,247717.3734,243168.3183,245768.7880,-48414250.7961,-48435459.6806,-48402446.3616,-48404203.3140,247074.1553,-48405630.4893,-1898.9468,6514.7589,-4331.1426,2141.7009,3154.5687,-253135.5170,-264041.7624,-261398.0666,-253422.7853,-248192.0548,-260141.6913,-253093.3138,-255459.7752,-216908333.6154,-216935679.5531,-216915843.0487,-216916221.6389,-255325.8735,-216922252.9217,-3857.9224,-1080.1004,3509.9998,5506.9598,1790.9554,132425.7133,128787.8962,129862.4476,132308.3521,134165.0297,124359.5526,121466.0102,127843.5396,18540835.7374,18523596.1384,18569417.0182,18560734.7301,129086.0799,18553055.5489,
18000.000,-5462.1303,-3166.2112,1613.6598,988.6108,4383.5770,315662.1465,288421.2506,301374.9966,296914.1544,304295.4134,303926.3249,298644.8889,304701.1523,9463264.8964,9447488.9360,9467266.5066,9465074.2747,303210.1836,9471108.2387,4157.4307,-4810.2114,3783.7035,-5538.3837,-4409.6469,-178662.4199,-198157.3842,-191512.6462,-183282.1549,-179066.4367,-189964.8112,-183354.6228,-185229.4306,-221985196.1381,-222018243.6482,-221993877.4896,-221998629.6955,-185669.2911,-221999605.9993,-411.4047,-3606.6616,-5267.8307,-3998.0051,2830.8053,131589.5989,127520.7330,127624.3741,132815.1645,131906.7803,121110.5813,122332.1655,128976.2656,18507132.1049,18488737.6279,18537408.7407,18524100.8550,128089.5278,18519306.6051,
21600.000,2830.2169,4079.7105,-5945.5691,901.3673,-250.3213,350457.2212,328326.0722,337153.1270,333429.8582,341417.5115,340621.8865,335410.1623,338788.8510,66664111.2481,66654831.7018,66662018.0469,66667665.3317,340203.1839,66671570.6783,-4474.4700,194.5193,-2342.3757,6839.9267,4177.3360,-92642.9166,-119870.3202,-109233.3304,-101675.1022,-98590.8746,-107756.0903,-102180.8057,-104961.9397,-211889396.9079,-211926183.1051,-211903092.0369,-211910617.9318,-104141.8218,-211904665.3407,4377.1630,5416.6657,1933.3543,-118.8987,-5410.8403,130670.7766,126246.2137,125498.6529,132766.2103,129105.1972,118651.5642,123987.5004,126338.8165,18474238.5485,18454116.0987,18504043.0108,18482968.2394,127080.6679,18485579.2906,
25200.000,1646.3193,-4422.6217,5834.7470,-2387.1855,-4315.1289,362140.7816,347499.7607,351523.9557,348555.4717,357472.5037,355473.2737,352144.1744,356995.3309,119279842.2999,119277456.4688,119274954.2121,119291544.4408,355678.1020,119287441.8387,3929.7387,4220.1027,-96.8659,-4973.2582,-3443.4307,-887.6152,-34066.9696,-19804.6426,-13600.3879,-12564.4227,-19017.8271,-14570.0357,-14708.2150,-187318610.8943,-187356952.4443,-187339762.9303,-187338861.0581,-15893.5078,-187334862.8228,-5400.7589,-2964.9551,3239.7508,4134.0616,4022.4273,129681.7953,124966.3661,123784.6861,132235.2365,125756.3903,116876.6898,126452.5125,126385.2355,18442101.0831,18419758.6509,18469566.5021,18444212.5888,126059.5864,18451873.6161,
28800.000,-5451.9979,3070.3149,-1943.2012,4053.1490,6464.5360,350172.6875,344675.1181,343516.5914,341292.7803,350079.6794,347627.2383,350035.2872,347623.5581,163717388.1410,163721555.9423,163713668.9583,163733194.4652,348619.9636,163725645.3120,-3154.4334,-5768.9135,3553.6326,999.0821,2203.0849,90519.0308,53865.0581,71016.1258,75459.9897,71868.2989,70482.2470,74088.8280,72019.7392,-149959304.7467,-149997023.9417,-149988509.8626,-149972660.6536,73490.7875,-149976389.0404,2749.7992,-1856.9075,-5316.5886,-5497.4093,277.3233,128631.3713,123683.1171,122668.2528,131260.2951,123647.4017,115731.7286,127100.9792,124872.3906,18410618.1585,18385696.9828,18434211.9374,18410111.9626,125026.3706,18418189.5921,
