sl_100_5400_20280820 Coordinates.csv
2028/08/20 07:47:00.0000 UTC

Generated: Tue Oct  8 21:40:58 2024,
Start: 2028/08/20 07:47:00.00, Stop: 2028/08/20 09:17:00.00,
TIME_UNITS,STARLINK-4125 - X-Coordinate,STARLINK-5224 - X-Coordinate,STARLINK-2342 - X-Coordinate,STARLINK-6097 - X-Coordinate,STARLINK-4255 - X-Coordinate,STARLINK-3773 - X-Coordinate,STARLINK-5032 - X-Coordinate,STARLINK-6233 - X-Coordinate,STARLINK-4475 - X-Coordinate,STARLINK-6149 - X-Coordinate,STARLINK-32105 - X-Coordinate,STARLINK-3396 - X-Coordinate,STARLINK-30758 - X-Coordinate,STARLINK-4419 - X-Coordinate,STARLINK-5503 - X-Coordinate,STARLINK-5371 - X-Coordinate,STARLINK-31694 - X-Coordinate,STARLINK-31834 - X-Coordinate,STARLINK-6101 - X-Coordinate,STARLINK-6348 - X-Coordinate,STARLINK-3803 - X-Coordinate,STARLINK-31023 - X-Coordinate,STARLINK-31400 - X-Coordinate,STARLINK-3588 - X-Coordinate,STARLINK-1903 - X-Coordinate,STARLINK-3232 - X-Coordinate,STARLINK-30930 - X-Coordinate,STARLINK-1512 - X-Coordinate,STARLINK-3283 - X-Coordinate,STARLINK-5756 - X-Coordinate,STARLINK-4413 - X-Coordinate,STARLINK-31438 - X-Coordinate,STARLINK-11094 [DTC] - X-Coordinate,STARLINK-2540 - X-Coordinate,STARLINK-31428 - X-Coordinate,STARLINK-5529 - X-Coordinate,STARLINK-31725 - X-Coordinate,STARLINK-31678 - X-Coordinate,STARLINK-31669 - X-Coordinate,STARLINK-31897 - X-Coordinate,STARLINK-1540 - X-Coordinate,STARLINK-30204 - X-Coordinate,STARLINK-1201 - X-Coordinate,STARLINK-30552 - X-Coordinate,STARLINK-5011 - X-Coordinate,STARLINK-5098 - X-Coordinate,STARLINK-3096 - X-Coordinate,STARLINK-31387 - X-Coordinate,STARLINK-30481 - X-Coordinate,STARLINK-1581 - X-Coordinate,STARLINK-32173 - X-Coordinate,STARLINK-31258 - X-Coordinate,STARLINK-6315 - X-Coordinate,STARLINK-4016 - X-Coordinate,STARLINK-3184 - X-Coordinate,STARLINK-3746 - X-Coordinate,STARLINK-1420 - X-Coordinate,STARLINK-3750 - X-Coordinate,STARLINK-4150 - X-Coordinate,STARLINK-6119 - X-Coordinate,STARLINK-2336 - X-Coordinate,STARLINK-3339 - X-Coordinate,STARLINK-5895 - X-Coordinate,STARLINK-31911 - X-Coordinate,STARLINK-30526 - X-Coordinate,STARLINK-30147 - X-Coordinate,STARLINK-5584 - X-Coordinate,STARLINK-3592 - X-Coordinate,STARLINK-1524 - X-Coordinate,STARLINK-3501 - X-Coordinate,STARLINK-31720 - X-Coordinate,STARLINK-1557 - X-Coordinate,STARLINK-1977 - X-Coordinate,STARLINK-5748 - X-Coordinate,STARLINK-11145 [DTC] - X-Coordinate,STARLINK-32178 - X-Coordinate,STARLINK-1585 - X-Coordinate,STARLINK-2430 - X-Coordinate,STARLINK-30463 - X-Coordinate,STARLINK-4088 - X-Coordinate,STARLINK-32162 - X-Coordinate,STARLINK-1715 - X-Coordinate,STARLINK-31178 - X-Coordinate,STARLINK-30603 - X-Coordinate,STARLINK-5352 - X-Coordinate,STARLINK-5602 - X-Coordinate,STARLINK-30816 - X-Coordinate,STARLINK-11130 [DTC] - X-Coordinate,STARLINK-32098 - X-Coordinate,STARLINK-32250 - X-Coordinate,STARLINK-5757 - X-Coordinate,STARLINK-31629 - X-Coordinate,STARLINK-4149 - X-Coordinate,STARLINK-31589 - X-Coordinate,STARLINK-1052 - X-Coordinate,STARLINK-3598 - X-Coordinate,STARLINK-30353 - X-Coordinate,STARLINK-30496 - X-Coordinate,STARLINK-2144 - X-Coordinate,STARLINK-5817 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4125 - Y-Coordinate,STARLINK-5224 - Y-Coordinate,STARLINK-2342 - Y-Coordinate,STARLINK-6097 - Y-Coordinate,STARLINK-4255 - Y-Coordinate,STARLINK-3773 - Y-Coordinate,STARLINK-5032 - Y-Coordinate,STARLINK-6233 - Y-Coordinate,STARLINK-4475 - Y-Coordinate,STARLINK-6149 - Y-Coordinate,STARLINK-32105 - Y-Coordinate,STARLINK-3396 - Y-Coordinate,STARLINK-30758 - Y-Coordinate,STARLINK-4419 - Y-Coordinate,STARLINK-5503 - Y-Coordinate,STARLINK-5371 - Y-Coordinate,STARLINK-31694 - Y-Coordinate,STARLINK-31834 - Y-Coordinate,STARLINK-6101 - Y-Coordinate,STARLINK-6348 - Y-Coordinate,STARLINK-3803 - Y-Coordinate,STARLINK-31023 - Y-Coordinate,STARLINK-31400 - Y-Coordinate,STARLINK-3588 - Y-Coordinate,STARLINK-1903 - Y-Coordinate,STARLINK-3232 - Y-Coordinate,STARLINK-30930 - Y-Coordinate,STARLINK-1512 - Y-Coordinate,STARLINK-3283 - Y-Coordinate,STARLINK-5756 - Y-Coordinate,STARLINK-4413 - Y-Coordinate,STARLINK-31438 - Y-Coordinate,STARLINK-11094 [DTC] - Y-Coordinate,STARLINK-2540 - Y-Coordinate,STARLINK-31428 - Y-Coordinate,STARLINK-5529 - Y-Coordinate,STARLINK-31725 - Y-Coordinate,STARLINK-31678 - Y-Coordinate,STARLINK-31669 - Y-Coordinate,STARLINK-31897 - Y-Coordinate,STARLINK-1540 - Y-Coordinate,STARLINK-30204 - Y-Coordinate,STARLINK-1201 - Y-Coordinate,STARLINK-30552 - Y-Coordinate,STARLINK-5011 - Y-Coordinate,STARLINK-5098 - Y-Coordinate,STARLINK-3096 - Y-Coordinate,STARLINK-31387 - Y-Coordinate,STARLINK-30481 - Y-Coordinate,STARLINK-1581 - Y-Coordinate,STARLINK-32173 - Y-Coordinate,STARLINK-31258 - Y-Coordinate,STARLINK-6315 - Y-Coordinate,STARLINK-4016 - Y-Coordinate,STARLINK-3184 - Y-Coordinate,STARLINK-3746 - Y-Coordinate,STARLINK-1420 - Y-Coordinate,STARLINK-3750 - Y-Coordinate,STARLINK-4150 - Y-Coordinate,STARLINK-6119 - Y-Coordinate,STARLINK-2336 - Y-Coordinate,STARLINK-3339 - Y-Coordinate,STARLINK-5895 - Y-Coordinate,STARLINK-31911 - Y-Coordinate,STARLINK-30526 - Y-Coordinate,STARLINK-30147 - Y-Coordinate,STARLINK-5584 - Y-Coordinate,STARLINK-3592 - Y-Coordinate,STARLINK-1524 - Y-Coordinate,STARLINK-3501 - Y-Coordinate,STARLINK-31720 - Y-Coordinate,STARLINK-1557 - Y-Coordinate,STARLINK-1977 - Y-Coordinate,STARLINK-5748 - Y-Coordinate,STARLINK-11145 [DTC] - Y-Coordinate,STARLINK-32178 - Y-Coordinate,STARLINK-1585 - Y-Coordinate,STARLINK-2430 - Y-Coordinate,STARLINK-30463 - Y-Coordinate,STARLINK-4088 - Y-Coordinate,STARLINK-32162 - Y-Coordinate,STARLINK-1715 - Y-Coordinate,STARLINK-31178 - Y-Coordinate,STARLINK-30603 - Y-Coordinate,STARLINK-5352 - Y-Coordinate,STARLINK-5602 - Y-Coordinate,STARLINK-30816 - Y-Coordinate,STARLINK-11130 [DTC] - Y-Coordinate,STARLINK-32098 - Y-Coordinate,STARLINK-32250 - Y-Coordinate,STARLINK-5757 - Y-Coordinate,STARLINK-31629 - Y-Coordinate,STARLINK-4149 - Y-Coordinate,STARLINK-31589 - Y-Coordinate,STARLINK-1052 - Y-Coordinate,STARLINK-3598 - Y-Coordinate,STARLINK-30353 - Y-Coordinate,STARLINK-30496 - Y-Coordinate,STARLINK-2144 - Y-Coordinate,STARLINK-5817 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4125 - Z-Coordinate,STARLINK-5224 - Z-Coordinate,STARLINK-2342 - Z-Coordinate,STARLINK-6097 - Z-Coordinate,STARLINK-4255 - Z-Coordinate,STARLINK-3773 - Z-Coordinate,STARLINK-5032 - Z-Coordinate,STARLINK-6233 - Z-Coordinate,STARLINK-4475 - Z-Coordinate,STARLINK-6149 - Z-Coordinate,STARLINK-32105 - Z-Coordinate,STARLINK-3396 - Z-Coordinate,STARLINK-30758 - Z-Coordinate,STARLINK-4419 - Z-Coordinate,STARLINK-5503 - Z-Coordinate,STARLINK-5371 - Z-Coordinate,STARLINK-31694 - Z-Coordinate,STARLINK-31834 - Z-Coordinate,STARLINK-6101 - Z-Coordinate,STARLINK-6348 - Z-Coordinate,STARLINK-3803 - Z-Coordinate,STARLINK-31023 - Z-Coordinate,STARLINK-31400 - Z-Coordinate,STARLINK-3588 - Z-Coordinate,STARLINK-1903 - Z-Coordinate,STARLINK-3232 - Z-Coordinate,STARLINK-30930 - Z-Coordinate,STARLINK-1512 - Z-Coordinate,STARLINK-3283 - Z-Coordinate,STARLINK-5756 - Z-Coordinate,STARLINK-4413 - Z-Coordinate,STARLINK-31438 - Z-Coordinate,STARLINK-11094 [DTC] - Z-Coordinate,STARLINK-2540 - Z-Coordinate,STARLINK-31428 - Z-Coordinate,STARLINK-5529 - Z-Coordinate,STARLINK-31725 - Z-Coordinate,STARLINK-31678 - Z-Coordinate,STARLINK-31669 - Z-Coordinate,STARLINK-31897 - Z-Coordinate,STARLINK-1540 - Z-Coordinate,STARLINK-30204 - Z-Coordinate,STARLINK-1201 - Z-Coordinate,STARLINK-30552 - Z-Coordinate,STARLINK-5011 - Z-Coordinate,STARLINK-5098 - Z-Coordinate,STARLINK-3096 - Z-Coordinate,STARLINK-31387 - Z-Coordinate,STARLINK-30481 - Z-Coordinate,STARLINK-1581 - Z-Coordinate,STARLINK-32173 - Z-Coordinate,STARLINK-31258 - Z-Coordinate,STARLINK-6315 - Z-Coordinate,STARLINK-4016 - Z-Coordinate,STARLINK-3184 - Z-Coordinate,STARLINK-3746 - Z-Coordinate,STARLINK-1420 - Z-Coordinate,STARLINK-3750 - Z-Coordinate,STARLINK-4150 - Z-Coordinate,STARLINK-6119 - Z-Coordinate,STARLINK-2336 - Z-Coordinate,STARLINK-3339 - Z-Coordinate,STARLINK-5895 - Z-Coordinate,STARLINK-31911 - Z-Coordinate,STARLINK-30526 - Z-Coordinate,STARLINK-30147 - Z-Coordinate,STARLINK-5584 - Z-Coordinate,STARLINK-3592 - Z-Coordinate,STARLINK-1524 - Z-Coordinate,STARLINK-3501 - Z-Coordinate,STARLINK-31720 - Z-Coordinate,STARLINK-1557 - Z-Coordinate,STARLINK-1977 - Z-Coordinate,STARLINK-5748 - Z-Coordinate,STARLINK-11145 [DTC] - Z-Coordinate,STARLINK-32178 - Z-Coordinate,STARLINK-1585 - Z-Coordinate,STARLINK-2430 - Z-Coordinate,STARLINK-30463 - Z-Coordinate,STARLINK-4088 - Z-Coordinate,STARLINK-32162 - Z-Coordinate,STARLINK-1715 - Z-Coordinate,STARLINK-31178 - Z-Coordinate,STARLINK-30603 - Z-Coordinate,STARLINK-5352 - Z-Coordinate,STARLINK-5602 - Z-Coordinate,STARLINK-30816 - Z-Coordinate,STARLINK-11130 [DTC] - Z-Coordinate,STARLINK-32098 - Z-Coordinate,STARLINK-32250 - Z-Coordinate,STARLINK-5757 - Z-Coordinate,STARLINK-31629 - Z-Coordinate,STARLINK-4149 - Z-Coordinate,STARLINK-31589 - Z-Coordinate,STARLINK-1052 - Z-Coordinate,STARLINK-3598 - Z-Coordinate,STARLINK-30353 - Z-Coordinate,STARLINK-30496 - Z-Coordinate,STARLINK-2144 - Z-Coordinate,STARLINK-5817 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5928.6809,-5032.5749,-671.5791,-3547.1241,1180.0237,0.0000,-3130.4538,5393.6388,4013.5313,6700.7161,6493.3316,692.0738,-2244.8760,-106.9085,-3543.9271,6518.0777,5107.7800,-3213.8856,499.8142,-4099.9549,-269.0723,-5465.0107,246.2941,-4447.5546,-3359.9829,-6901.4151,5044.9793,0.0000,-75.3777,-4935.7200,-676.8789,257.5755,-4584.4368,-3834.1740,6363.4688,-2345.1644,-5478.7741,-3588.0985,-6266.5562,6377.8030,4805.0244,6438.1150,-3695.8855,4342.1854,-1992.0788,3725.7936,1893.8354,3597.3450,-3904.5566,4338.1864,-1274.5324,-4244.5490,-4272.6726,-4499.2918,2993.6126,-3242.7265,4354.5837,-2937.4650,6836.2900,-5534.5884,-3413.2077,-6283.4558,-603.0572,2385.2046,5114.7790,-5268.2948,3639.8258,-3208.2963,-4976.3380,2956.5900,-4977.9108,3622.9512,6641.8048,2216.4303,-515.5359,4387.5556,-2715.4896,-3244.2511,2412.3801,-6388.4786,-232.3324,-3665.0649,813.5693,-2814.6006,-1312.1875,-420.6670,-3365.6813,1503.6389,5838.3819,-3582.6615,5456.8296,4382.7479,-6105.1798,5628.5074,0.0000,-2706.0058,5580.4246,3558.7420,-5156.3443,2290.1729,-182379.1527,-152468.0559,-172754.3095,-171577.2024,-163060.6054,-164900.7462,-168457.8126,-168954.2094,-277122749.4500,-277081407.4203,-277102196.8141,-277125055.1109,-168935.1515,-277115517.2664,2081.0037,3005.9047,-4634.5249,3748.4926,6656.4908,0.0000,3405.5627,-4163.2891,1040.2290,-290.6051,-524.8354,6318.4379,-4563.1821,1108.7259,4802.3042,-939.5844,1849.0327,-4874.8574,5765.0210,2975.4424,5054.2030,3803.9993,5463.0423,-2886.5896,-5925.3546,289.5041,-2688.7610,0.0000,6887.5514,4839.4692,-682.6433,5849.9465,-4805.3260,-2079.4709,1730.4439,-1878.3864,-3518.5596,4869.9280,671.6823,-1876.3110,-473.5907,-1119.0759,-2162.4077,4979.6054,-6050.0944,2148.9153,-6192.8882,-3432.7653,-3785.5937,1610.5051,6641.0825,5065.3409,5306.4442,-796.8518,-4322.2201,2696.0138,1865.2170,5895.1874,-818.9259,-1262.4260,5790.4444,2620.8368,6922.8883,-5652.9604,4284.5569,3397.8028,-947.2108,-3417.0363,4665.0071,5158.2066,379.4888,-1830.8510,-1667.9203,-5798.5705,6576.8775,5171.8408,-6321.3348,4033.9437,4486.1242,9.3010,-4839.2868,4070.8774,-5038.4090,4419.7922,6233.9194,5265.6075,2369.0653,-5658.0748,-1956.7785,-5552.0724,-2248.8504,-307.6439,2931.1513,-3536.2758,0.0000,3767.9955,-2092.1518,-3682.6528,-1347.3348,-3332.0488,301658.5779,315842.6873,305507.9222,305011.5246,306073.9124,306852.0216,313760.4029,309893.6008,135512202.5710,135530768.4348,135508220.6311,135489197.8713,310128.7488,135497437.0969,-2868.2897,-3676.7193,-4847.3706,4600.0930,1401.3917,0.0000,-5142.9318,1029.4040,-5518.5181,-1739.4377,1995.6554,-2664.1916,4687.7627,6839.0145,-3614.7123,2096.4924,3695.0765,3552.7185,-3691.3652,4709.9557,4704.9759,-1952.1219,-4063.6792,4392.6974,-855.9260,-198.4285,-3714.5665,0.0000,-558.2099,-278.2444,-6878.3086,3539.6281,-1074.4075,5286.7949,1712.3646,6245.8256,-1791.6130,-3140.6326,2441.5011,-1474.6252,-4852.5401,2256.7805,5415.8973,-2111.3333,2615.0750,5392.8257,2539.3905,4633.8351,-4286.1645,-4986.0118,-745.6049,1744.6919,1064.6554,4808.2632,4402.9078,5448.6229,-5016.9876,-1926.3860,543.1550,3957.6145,1307.2738,1180.8414,0.7555,-2966.9886,1870.8230,2794.9038,5844.2780,5063.6894,-234.9888,-3518.1076,-4648.3170,5206.3455,-691.6289,-3062.9804,-1435.7561,964.0259,547.7105,4591.5490,4679.7897,-2820.1331,4531.7482,4107.5775,4393.2595,-4550.7752,-2708.3577,4517.5410,5479.6177,-3315.8756,-2989.2280,-1878.7004,3629.7833,-5258.6555,1326.7395,1601.0702,0.0000,-5104.9934,-3370.9669,4715.3891,4235.6156,-5659.6617,66820.9982,60789.8949,64511.1389,65552.4821,68822.3630,59735.4189,54839.0161,64926.2337,128964924.7658,128944602.2226,128936873.9704,128957361.6970,63172.8298,128952798.0653,
300.000,-5857.1611,-3433.6219,-2577.5075,-1665.0169,2386.2511,0.0000,-1076.8958,4384.5112,4506.6808,5944.3355,5610.5349,2029.4007,-4112.0921,-2109.2417,-1584.8511,6411.0811,4520.8678,-4714.2231,2334.0848,-2727.1504,1531.6734,-3972.0442,2183.2249,-5870.2875,-4143.9480,-6556.1315,3326.6623,0.0000,1124.8170,-3692.7927,1340.2587,2056.3943,-5039.7286,-5124.6413,6808.2800,-2365.2475,-6369.6491,-2375.9901,-5261.3078,5304.3116,5231.5537,6313.7188,-4954.6858,5601.7453,-3335.7215,5010.8038,1381.5166,1954.7647,-5451.2373,5510.1229,30.3091,-3361.0628,-2730.2780,-3797.1957,2027.2524,-2042.6619,5605.2048,-1429.4938,6494.0513,-6259.3213,-1993.6238,-5216.4571,44.3216,1298.0449,5572.7176,-3638.6899,4556.5068,-4951.1221,-3845.1760,4447.6579,-4538.4606,2136.6345,6184.3651,313.2300,721.0074,5253.1353,-3742.7018,-1208.1638,4248.5506,-5404.5489,-2011.8810,-1705.0226,-1208.8263,-756.6010,479.9773,623.1272,-1902.8013,-190.4120,5556.5462,-4711.9710,5079.5565,4652.9928,-4956.9885,4219.2036,0.0000,-591.6262,5558.0239,1998.9345,-4446.1809,316.5871,-188702.8351,-159131.0959,-179326.6024,-178065.7829,-169519.3333,-171390.8747,-174927.3197,-175935.8551,-280013723.4763,-279973155.9443,-279993788.8365,-280015578.0673,-175426.5351,-280006539.8106,3462.3626,2988.2966,-4949.2191,4803.2211,6467.8306,0.0000,4011.3836,-5292.9297,-1044.4956,-1816.4394,-2055.8097,6516.3823,-3562.9699,2053.1148,5168.0550,-2511.6764,-28.6948,-4535.5435,5930.1642,4608.1926,4037.4237,4680.9837,5664.9994,-1886.3865,-4828.9514,1471.8215,-3483.3401,0.0000,6699.6500,5710.2760,-1706.0543,6092.4568,-3480.1998,-482.3586,238.0729,319.0589,-2223.4682,6118.9790,2226.7723,-3182.5966,-2319.8009,-2706.6707,-498.1899,4038.1662,-5959.9409,521.9816,-6803.2147,-4838.6184,-2559.3631,43.3742,6332.4125,5953.7213,5817.1489,1260.0886,-5781.4242,4425.5779,394.9900,5725.6930,-1984.6985,484.0473,5831.5490,3503.4399,6622.5254,-6564.3152,2623.0072,4345.2558,-2529.7038,-2555.7075,5267.3196,4913.7092,2498.0384,-3493.3355,-2798.6970,-5599.1543,6699.1396,4315.1746,-5662.2503,4229.1798,3439.9798,1347.1793,-5389.4240,4277.0088,-5503.7177,5026.3800,5758.9631,3788.8193,3980.2122,-4953.8633,-3641.1873,-4995.8759,-4022.6354,-2326.5271,3747.8588,-4495.1203,0.0000,4103.6765,-3585.3453,-5102.6485,532.3913,-2685.0908,297654.6873,312503.6062,301997.5126,301522.2622,302466.8136,303293.5054,310091.8188,306291.6520,129429342.2551,129448553.7676,129425532.5102,129405972.8268,306524.3508,129414515.2527,-1179.7591,-5212.2870,-3778.9173,4684.8752,-409.2210,0.0000,-5531.1937,-518.5002,-5122.3092,-3064.4440,3270.5639,-946.9854,4270.9620,6274.1805,-4413.9337,615.9573,4764.1993,1986.8681,-2546.8028,4379.4903,5393.9383,-3236.4858,-3090.7134,3069.4610,-2581.1201,1604.3526,-4825.6182,0.0000,1255.9346,1260.5890,-6596.9445,2344.6878,-2788.0860,4527.8727,187.5416,6506.2008,-266.6442,-1831.4722,3608.0072,-2849.1008,-3754.9178,794.9335,4784.2465,-634.3198,892.2539,4713.9557,473.2630,4355.5290,-3416.7707,-3987.8082,-2490.5963,-58.6527,2495.5531,5289.5571,3086.3362,4871.4717,-4003.4359,-3504.4084,-1270.7159,2914.8767,2978.7180,2868.6193,2098.4460,-1287.7525,3170.5608,3868.7705,4600.2067,4073.2509,-2019.0919,-1944.1766,-4437.1368,5178.4300,1124.3540,-4059.4424,392.6623,-860.0024,-1263.0855,5340.0564,4239.1527,-4213.3643,3308.1004,5064.9930,3689.4542,-4725.8142,-3812.4572,5791.2596,5244.4957,-4550.1103,-1645.3602,-87.3876,2459.6587,-4460.0327,2996.1077,2952.5902,0.0000,-5512.6495,-1766.0621,4293.2732,5125.4541,-6408.8815,66691.7086,60646.4964,64463.8711,65246.5744,68755.5877,59857.8096,54611.5114,64712.7210,128962462.8524,128941988.3004,128934287.2912,128955256.6437,63040.3931,128950382.4750,
600.000,-5207.9274,-1462.6670,-4182.9058,358.3909,3358.1499,0.0000,1072.3579,2938.8599,4604.2692,4619.1502,4162.7032,3152.4520,-5590.4765,-3922.8985,532.9593,5679.5513,3454.8481,-5716.6726,3917.9972,-1125.2097,3220.7927,-2087.5245,3879.0248,-6704.2393,-4533.7266,-5555.1212,1265.6747,0.0000,2226.9874,-2080.3715,3255.3034,3630.5491,-4976.3472,-5923.0675,6556.5548,-2230.3744,-6589.0117,-938.9176,-3716.6565,3687.0181,5156.0908,5576.1547,-5754.8706,6315.4834,-4334.5767,5828.1166,735.4266,143.5036,-6475.0792,6130.9162,1359.6076,-2130.2905,-902.9352,-2724.5374,889.6316,-688.5678,6316.5207,254.5563,5500.7728,-6390.6529,-343.2043,-3620.7473,714.8442,90.4513,5515.8701,-1643.6354,5056.4793,-6203.6753,-2300.7759,5481.5235,-3680.8696,454.1008,5097.7066,-1643.3363,1884.8217,5587.4449,-4408.2483,956.0716,5683.1747,-3916.0234,-3536.7833,442.0622,-3083.0722,1364.4577,2253.5263,1673.7392,-293.6695,-1904.1986,4726.0332,-5361.1585,4230.6913,4494.8392,-3302.5946,2374.8920,0.0000,1579.2966,4978.8643,281.6341,-3320.0630,-1722.7342,-194937.2839,-165722.3022,-185820.6460,-184478.7516,-175901.6740,-177812.2813,-181317.2135,-182800.2200,-282771195.3209,-282731415.0800,-282751883.2432,-282772573.0574,-181841.0526,-282764057.2374,4486.8311,2730.3450,-4769.4246,5429.6528,5630.7925,0.0000,4281.3261,-5903.3936,-3004.0636,-3194.6378,-3407.6448,6062.2229,-2255.3154,2696.5501,5085.3312,-3832.6580,-1939.0053,-3748.2622,5520.5393,5813.8830,2664.9140,5136.1520,5312.3367,-731.2109,-3230.0961,2525.4017,-3972.4626,0.0000,5842.0588,6031.8387,-2463.9032,5735.7632,-1759.3869,1121.9438,-1276.7493,2485.2230,-696.7382,6741.0865,3582.4168,-4191.1363,-3902.4121,-4023.0374,1174.4184,2710.6807,-5274.6699,-1115.0989,-6723.0489,-5775.5913,-1116.5328,-1489.3583,5369.7398,6228.1615,5772.7411,3203.8375,-6652.8101,5733.2987,-1074.7930,4999.4711,-2966.3960,2160.1025,5296.2472,4067.9594,5651.2541,-6790.7698,690.9164,4896.4601,-3814.9924,-1485.0398,5341.8781,4196.1520,4366.7596,-4798.2184,-3658.7840,-4887.3634,6101.7913,3009.4466,-4430.3889,4065.3740,2097.9835,2599.2898,-5360.2245,4102.1315,-5417.5527,5193.0698,4748.0502,1959.3414,5222.0303,-3749.9139,-4947.4680,-3931.9899,-5395.2587,-4087.3490,4221.8206,-5026.9677,0.0000,4091.7973,-4695.7543,-6059.5191,2392.6981,-1844.6791,293519.1572,309023.3809,298354.1526,297904.6769,298725.6221,299603.8044,306288.0214,302551.7049,123284841.6455,123304679.3801,123281178.4783,123261137.1192,302784.0587,123269950.6647,636.5811,-6188.5621,-2271.3627,4265.0695,-2175.5225,0.0000,-5325.3902,-2009.9182,-4172.1071,-4061.2232,4176.8289,873.4823,3394.6878,5040.1860,-4750.7011,-931.1375,5237.2695,199.2754,-1121.3832,3578.0461,5501.6209,-4175.7174,-1769.4445,1411.4042,-4022.1439,3233.4920,-5395.2463,0.0000,2934.1440,2663.4308,-5616.6089,888.9565,-4175.8113,3268.9059,-1358.4429,6072.8686,1289.2010,-315.9459,4358.1402,-3902.1351,-2240.3435,-752.7207,3635.6919,910.5641,-928.0227,3524.3908,-1643.0322,3583.7803,-2180.5601,-2538.6500,-3953.8359,-1855.4788,3654.8067,5128.5823,1429.0636,3764.8181,-2555.8082,-4696.3406,-2947.0949,1558.7593,4319.1714,4246.1047,3972.8662,536.6373,4130.3197,4516.3083,2868.7206,2641.6594,-3576.9617,-159.8022,-3728.4486,4513.5688,2817.1579,-4620.1929,2175.4848,-2588.6948,-2936.9561,5515.1907,3342.5721,-5166.0083,1681.8407,5460.9505,2555.9470,-4397.7792,-4507.2905,6451.6056,4430.2083,-5253.3252,-118.4182,1713.5234,1026.0120,-3168.1443,4340.2165,3974.6310,0.0000,-5323.3189,35.1529,3418.0121,5437.5549,-6482.0846,66562.0033,60503.2453,64413.8441,64936.2681,68685.4888,59986.4258,54388.7871,64365.6625,128959995.2747,128939374.4614,128931705.3121,128953143.5116,62907.9074,128947966.6828,
