sl_100_86400_20281202 Coordinates.csv
2028/12/02 07:47:00.0000 UTC

Generated: Tue Oct  8 21:43:14 2024,
Start: 2028/12/02 07:47:00.00, Stop: 2028/12/03 07:47:00.00,
TIME_UNITS,STARLINK-1300 - X-Coordinate,STARLINK-30568 - X-Coordinate,STARLINK-11199 [DTC] - X-Coordinate,STARLINK-2017 - X-Coordinate,STARLINK-31583 - X-Coordinate,STARLINK-31530 - X-Coordinate,STARLINK-4607 - X-Coordinate,STARLINK-4642 - X-Coordinate,STARLINK-30535 - X-Coordinate,STARLINK-3720 - X-Coordinate,STARLINK-1020 - X-Coordinate,STARLINK-31706 - X-Coordinate,STARLINK-31064 - X-Coordinate,STARLINK-3947 - X-Coordinate,STARLINK-5711 - X-Coordinate,STARLINK-30773 - X-Coordinate,STARLINK-6109 - X-Coordinate,STARLINK-30280 - X-Coordinate,STARLINK-6206 - X-Coordinate,STARLINK-2128 - X-Coordinate,STARLINK-5235 - X-Coordinate,STARLINK-31551 - X-Coordinate,STARLINK-5798 - X-Coordinate,STARLINK-30243 - X-Coordinate,STARLINK-2430 - X-Coordinate,STARLINK-5010 - X-Coordinate,STARLINK-31720 - X-Coordinate,STARLINK-5203 - X-Coordinate,STARLINK-31546 - X-Coordinate,STARLINK-5026 - X-Coordinate,STARLINK-5276 - X-Coordinate,STARLINK-1752 - X-Coordinate,STARLINK-2477 - X-Coordinate,STARLINK-11168 [DTC] - X-Coordinate,STARLINK-5160 - X-Coordinate,STARLINK-3606 - X-Coordinate,STARLINK-2543 - X-Coordinate,STARLINK-3817 - X-Coordinate,STARLINK-2699 - X-Coordinate,STARLINK-4255 - X-Coordinate,STARLINK-32077 - X-Coordinate,STARLINK-31845 - X-Coordinate,STARLINK-3293 - X-Coordinate,STARLINK-31086 - X-Coordinate,STARLINK-4057 - X-Coordinate,STARLINK-31523 - X-Coordinate,STARLINK-4266 - X-Coordinate,STARLINK-3938 - X-Coordinate,STARLINK-31254 - X-Coordinate,STARLINK-32010 - X-Coordinate,STARLINK-3761 - X-Coordinate,STARLINK-3234 - X-Coordinate,STARLINK-30188 - X-Coordinate,STARLINK-4336 - X-Coordinate,STARLINK-30987 - X-Coordinate,STARLINK-30444 - X-Coordinate,STARLINK-31794 - X-Coordinate,STARLINK-6111 - X-Coordinate,STARLINK-4172 - X-Coordinate,STARLINK-31948 - X-Coordinate,STARLINK-3105 - X-Coordinate,STARLINK-31354 - X-Coordinate,STARLINK-4442 - X-Coordinate,STARLINK-4128 - X-Coordinate,STARLINK-30606 - X-Coordinate,STARLINK-30877 - X-Coordinate,STARLINK-30328 - X-Coordinate,STARLINK-5660 - X-Coordinate,STARLINK-30527 - X-Coordinate,STARLINK-30984 - X-Coordinate,STARLINK-4419 - X-Coordinate,STARLINK-5665 - X-Coordinate,STARLINK-3887 - X-Coordinate,STARLINK-4588 - X-Coordinate,STARLINK-30602 - X-Coordinate,STARLINK-2442 - X-Coordinate,STARLINK-2083 - X-Coordinate,STARLINK-31133 - X-Coordinate,STARLINK-31665 - X-Coordinate,STARLINK-5709 - X-Coordinate,STARLINK-31341 - X-Coordinate,STARLINK-1552 - X-Coordinate,STARLINK-31275 - X-Coordinate,STARLINK-3797 - X-Coordinate,STARLINK-6057 - X-Coordinate,STARLINK-6073 - X-Coordinate,STARLINK-1190 - X-Coordinate,STARLINK-31899 - X-Coordinate,STARLINK-3718 - X-Coordinate,STARLINK-1349 - X-Coordinate,STARLINK-11115 [DTC] - X-Coordinate,STARLINK-2417 - X-Coordinate,STARLINK-5654 - X-Coordinate,STARLINK-30817 - X-Coordinate,STARLINK-5590 - X-Coordinate,STARLINK-30248 - X-Coordinate,STARLINK-31207 - X-Coordinate,STARLINK-2383 - X-Coordinate,STARLINK-3059 - X-Coordinate,STARLINK-31030 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1300 - Y-Coordinate,STARLINK-30568 - Y-Coordinate,STARLINK-11199 [DTC] - Y-Coordinate,STARLINK-2017 - Y-Coordinate,STARLINK-31583 - Y-Coordinate,STARLINK-31530 - Y-Coordinate,STARLINK-4607 - Y-Coordinate,STARLINK-4642 - Y-Coordinate,STARLINK-30535 - Y-Coordinate,STARLINK-3720 - Y-Coordinate,STARLINK-1020 - Y-Coordinate,STARLINK-31706 - Y-Coordinate,STARLINK-31064 - Y-Coordinate,STARLINK-3947 - Y-Coordinate,STARLINK-5711 - Y-Coordinate,STARLINK-30773 - Y-Coordinate,STARLINK-6109 - Y-Coordinate,STARLINK-30280 - Y-Coordinate,STARLINK-6206 - Y-Coordinate,STARLINK-2128 - Y-Coordinate,STARLINK-5235 - Y-Coordinate,STARLINK-31551 - Y-Coordinate,STARLINK-5798 - Y-Coordinate,STARLINK-30243 - Y-Coordinate,STARLINK-2430 - Y-Coordinate,STARLINK-5010 - Y-Coordinate,STARLINK-31720 - Y-Coordinate,STARLINK-5203 - Y-Coordinate,STARLINK-31546 - Y-Coordinate,STARLINK-5026 - Y-Coordinate,STARLINK-5276 - Y-Coordinate,STARLINK-1752 - Y-Coordinate,STARLINK-2477 - Y-Coordinate,STARLINK-11168 [DTC] - Y-Coordinate,STARLINK-5160 - Y-Coordinate,STARLINK-3606 - Y-Coordinate,STARLINK-2543 - Y-Coordinate,STARLINK-3817 - Y-Coordinate,STARLINK-2699 - Y-Coordinate,STARLINK-4255 - Y-Coordinate,STARLINK-32077 - Y-Coordinate,STARLINK-31845 - Y-Coordinate,STARLINK-3293 - Y-Coordinate,STARLINK-31086 - Y-Coordinate,STARLINK-4057 - Y-Coordinate,STARLINK-31523 - Y-Coordinate,STARLINK-4266 - Y-Coordinate,STARLINK-3938 - Y-Coordinate,STARLINK-31254 - Y-Coordinate,STARLINK-32010 - Y-Coordinate,STARLINK-3761 - Y-Coordinate,STARLINK-3234 - Y-Coordinate,STARLINK-30188 - Y-Coordinate,STARLINK-4336 - Y-Coordinate,STARLINK-30987 - Y-Coordinate,STARLINK-30444 - Y-Coordinate,STARLINK-31794 - Y-Coordinate,STARLINK-6111 - Y-Coordinate,STARLINK-4172 - Y-Coordinate,STARLINK-31948 - Y-Coordinate,STARLINK-3105 - Y-Coordinate,STARLINK-31354 - Y-Coordinate,STARLINK-4442 - Y-Coordinate,STARLINK-4128 - Y-Coordinate,STARLINK-30606 - Y-Coordinate,STARLINK-30877 - Y-Coordinate,STARLINK-30328 - Y-Coordinate,STARLINK-5660 - Y-Coordinate,STARLINK-30527 - Y-Coordinate,STARLINK-30984 - Y-Coordinate,STARLINK-4419 - Y-Coordinate,STARLINK-5665 - Y-Coordinate,STARLINK-3887 - Y-Coordinate,STARLINK-4588 - Y-Coordinate,STARLINK-30602 - Y-Coordinate,STARLINK-2442 - Y-Coordinate,STARLINK-2083 - Y-Coordinate,STARLINK-31133 - Y-Coordinate,STARLINK-31665 - Y-Coordinate,STARLINK-5709 - Y-Coordinate,STARLINK-31341 - Y-Coordinate,STARLINK-1552 - Y-Coordinate,STARLINK-31275 - Y-Coordinate,STARLINK-3797 - Y-Coordinate,STARLINK-6057 - Y-Coordinate,STARLINK-6073 - Y-Coordinate,STARLINK-1190 - Y-Coordinate,STARLINK-31899 - Y-Coordinate,STARLINK-3718 - Y-Coordinate,STARLINK-1349 - Y-Coordinate,STARLINK-11115 [DTC] - Y-Coordinate,STARLINK-2417 - Y-Coordinate,STARLINK-5654 - Y-Coordinate,STARLINK-30817 - Y-Coordinate,STARLINK-5590 - Y-Coordinate,STARLINK-30248 - Y-Coordinate,STARLINK-31207 - Y-Coordinate,STARLINK-2383 - Y-Coordinate,STARLINK-3059 - Y-Coordinate,STARLINK-31030 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1300 - Z-Coordinate,STARLINK-30568 - Z-Coordinate,STARLINK-11199 [DTC] - Z-Coordinate,STARLINK-2017 - Z-Coordinate,STARLINK-31583 - Z-Coordinate,STARLINK-31530 - Z-Coordinate,STARLINK-4607 - Z-Coordinate,STARLINK-4642 - Z-Coordinate,STARLINK-30535 - Z-Coordinate,STARLINK-3720 - Z-Coordinate,STARLINK-1020 - Z-Coordinate,STARLINK-31706 - Z-Coordinate,STARLINK-31064 - Z-Coordinate,STARLINK-3947 - Z-Coordinate,STARLINK-5711 - Z-Coordinate,STARLINK-30773 - Z-Coordinate,STARLINK-6109 - Z-Coordinate,STARLINK-30280 - Z-Coordinate,STARLINK-6206 - Z-Coordinate,STARLINK-2128 - Z-Coordinate,STARLINK-5235 - Z-Coordinate,STARLINK-31551 - Z-Coordinate,STARLINK-5798 - Z-Coordinate,STARLINK-30243 - Z-Coordinate,STARLINK-2430 - Z-Coordinate,STARLINK-5010 - Z-Coordinate,STARLINK-31720 - Z-Coordinate,STARLINK-5203 - Z-Coordinate,STARLINK-31546 - Z-Coordinate,STARLINK-5026 - Z-Coordinate,STARLINK-5276 - Z-Coordinate,STARLINK-1752 - Z-Coordinate,STARLINK-2477 - Z-Coordinate,STARLINK-11168 [DTC] - Z-Coordinate,STARLINK-5160 - Z-Coordinate,STARLINK-3606 - Z-Coordinate,STARLINK-2543 - Z-Coordinate,STARLINK-3817 - Z-Coordinate,STARLINK-2699 - Z-Coordinate,STARLINK-4255 - Z-Coordinate,STARLINK-32077 - Z-Coordinate,STARLINK-31845 - Z-Coordinate,STARLINK-3293 - Z-Coordinate,STARLINK-31086 - Z-Coordinate,STARLINK-4057 - Z-Coordinate,STARLINK-31523 - Z-Coordinate,STARLINK-4266 - Z-Coordinate,STARLINK-3938 - Z-Coordinate,STARLINK-31254 - Z-Coordinate,STARLINK-32010 - Z-Coordinate,STARLINK-3761 - Z-Coordinate,STARLINK-3234 - Z-Coordinate,STARLINK-30188 - Z-Coordinate,STARLINK-4336 - Z-Coordinate,STARLINK-30987 - Z-Coordinate,STARLINK-30444 - Z-Coordinate,STARLINK-31794 - Z-Coordinate,STARLINK-6111 - Z-Coordinate,STARLINK-4172 - Z-Coordinate,STARLINK-31948 - Z-Coordinate,STARLINK-3105 - Z-Coordinate,STARLINK-31354 - Z-Coordinate,STARLINK-4442 - Z-Coordinate,STARLINK-4128 - Z-Coordinate,STARLINK-30606 - Z-Coordinate,STARLINK-30877 - Z-Coordinate,STARLINK-30328 - Z-Coordinate,STARLINK-5660 - Z-Coordinate,STARLINK-30527 - Z-Coordinate,STARLINK-30984 - Z-Coordinate,STARLINK-4419 - Z-Coordinate,STARLINK-5665 - Z-Coordinate,STARLINK-3887 - Z-Coordinate,STARLINK-4588 - Z-Coordinate,STARLINK-30602 - Z-Coordinate,STARLINK-2442 - Z-Coordinate,STARLINK-2083 - Z-Coordinate,STARLINK-31133 - Z-Coordinate,STARLINK-31665 - Z-Coordinate,STARLINK-5709 - Z-Coordinate,STARLINK-31341 - Z-Coordinate,STARLINK-1552 - Z-Coordinate,STARLINK-31275 - Z-Coordinate,STARLINK-3797 - Z-Coordinate,STARLINK-6057 - Z-Coordinate,STARLINK-6073 - Z-Coordinate,STARLINK-1190 - Z-Coordinate,STARLINK-31899 - Z-Coordinate,STARLINK-3718 - Z-Coordinate,STARLINK-1349 - Z-Coordinate,STARLINK-11115 [DTC] - Z-Coordinate,STARLINK-2417 - Z-Coordinate,STARLINK-5654 - Z-Coordinate,STARLINK-30817 - Z-Coordinate,STARLINK-5590 - Z-Coordinate,STARLINK-30248 - Z-Coordinate,STARLINK-31207 - Z-Coordinate,STARLINK-2383 - Z-Coordinate,STARLINK-3059 - Z-Coordinate,STARLINK-31030 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3838.3639,-586.5040,3066.8076,-349.6008,5018.3372,-5024.8022,3030.8977,2926.4638,-6266.3111,206.7283,2910.7478,-1598.9322,-6202.8209,-3901.2261,3824.2370,4350.3206,5218.8591,6396.7486,-2897.0363,-4558.3825,-6121.4383,-968.4883,5742.8316,3275.3259,-5419.4927,-2484.6376,1227.8208,-1163.8326,761.0984,-2170.4509,3464.9204,-6488.5005,-4333.5562,4333.2658,-5609.7935,-3918.6241,4203.9082,5976.0171,-4082.3901,2494.6749,4203.9145,4841.8120,-2654.2205,-6693.5664,-167.9313,3511.9942,8.7790,4365.9196,2771.8991,4134.0273,1645.8163,4993.2857,-6003.0719,3240.1711,6869.0010,4414.2956,-6422.0207,-4243.7533,-6599.4943,1831.1541,4785.0532,-276.2911,-484.4156,6670.4274,-6746.9679,-2876.0568,6575.5741,-5349.1791,2707.9614,4340.9922,98.9724,-5334.5379,2348.0389,4759.4910,221.5605,3029.1718,-2429.8114,-5375.6458,-3004.6449,5083.5880,-2959.1580,-1846.5560,5108.2250,5138.0786,-2556.3947,-3316.9073,2458.0621,5767.4867,4577.9765,482.7164,1229.3388,4514.9414,-1089.8524,-652.0315,-913.8552,-1107.8712,-4566.5316,5221.8852,-2722.9613,-6163.6617,170579.1805,150039.7420,161673.3987,162225.7111,159593.3221,158983.3915,153116.9937,156254.2610,-217969483.3468,-217983588.9442,-217958753.6689,-217965029.7614,156749.6815,-217968057.0685,-2435.7950,-5929.4591,-4930.4367,4980.2084,-1966.6881,4011.4605,-3894.7668,-5953.4353,-1037.3044,4104.4239,3547.9907,-3771.7388,-2677.6405,-4167.7268,-4179.7324,-5200.4103,-1289.8003,-558.4275,-4216.1908,1566.3896,1175.1424,-5819.4043,-1553.9140,4109.6732,-3717.9666,-3651.8944,-5862.7673,5521.9953,4940.8774,-5470.3593,-4611.8666,-2066.1046,430.1726,517.5435,309.6213,2009.1042,-5081.0820,2680.6820,-1867.9886,-6317.6513,2301.5098,-2639.3058,-3343.9364,358.0893,4239.8142,2959.0458,4141.0120,740.2631,-3064.9991,1742.5914,-6456.0794,3857.3619,3381.3145,918.9305,-636.4264,2537.7568,2344.4321,-3164.3183,-1112.9883,-5085.3014,-3675.2492,-4395.6132,-6627.3452,1645.9606,-1105.0368,-4459.8636,-2116.2688,3641.1727,6173.4109,2704.6967,-1109.8470,2863.8394,3640.2283,-4667.1708,-6175.4311,-3164.6416,3310.9037,2910.0180,-4176.6075,-722.2925,5351.7862,-6059.0518,1068.6563,-3752.2961,-3869.8506,-231.0299,3233.3500,-2686.7356,-4950.7096,4665.1346,6627.8448,-3240.4005,5970.3766,-5445.3008,-6569.7998,-5159.9262,4823.0080,-1764.1150,-3596.3295,1304.1798,-325334.9114,-300436.0794,-318108.7668,-316318.1496,-308170.3416,-310117.5397,-315005.3946,-314480.7358,-61439710.4077,-61452330.2272,-61467080.9534,-61468656.8207,-314791.0414,-61457612.9638,5198.6583,3504.3003,-3445.4796,4711.0048,-4127.4864,2324.8671,-4859.8872,-1961.3265,2764.9333,5489.6614,-5171.5781,-5451.8544,1068.3920,3891.2504,3983.5003,935.2819,4010.8202,-2597.2283,4658.6416,4895.7101,2965.1592,3432.8494,3541.0499,-4501.4779,2182.1901,5252.1080,3248.9327,3979.2893,-4659.2494,3657.0561,3826.8828,-1147.6676,5151.3281,5138.2421,4013.2632,5308.9192,2166.1169,-2184.4756,-5220.9859,1230.8809,-4878.6598,4045.9903,5420.8193,190.9381,-5446.5701,5109.5004,5513.8288,5278.8640,5441.8557,5044.8976,1792.9017,-2822.5920,701.6713,6053.5193,562.4676,4687.3262,152.9218,-4466.4380,-1683.9099,4171.4211,3347.6781,5238.2420,1923.0320,-636.3479,166.6836,-4420.5562,433.2498,-2472.7988,1157.1973,-4706.3739,-6856.2807,-3387.9288,5337.6601,1802.8683,3154.0576,5315.1362,-5388.8003,3095.8732,4487.0140,4613.9307,3084.0945,-2378.1739,-4404.2704,2682.1010,5149.3377,-6106.3586,5157.2050,2456.4798,1493.6378,5049.5877,441.2687,3971.4392,3323.5956,-4231.5765,-2011.2368,4485.8339,1509.0998,4056.7358,-5286.4202,2575.7897,168036.2139,161701.6846,166027.9170,166488.5368,170139.1102,161350.3979,156027.1297,162726.7739,21170718.6227,21204031.5015,21187932.9768,21174486.8369,164453.5013,21180457.4516,
3600.000,-158.1061,3283.7226,1669.1566,-2283.0651,-1393.8298,1095.0469,-1718.2129,-1385.6471,6766.6822,-4461.7407,-6110.6877,5658.5718,5367.9419,4145.8775,-2053.9811,-2239.7891,-4444.7856,-6196.9212,5992.6067,1020.4768,2865.4858,4239.8939,-2801.5518,-6227.3213,6144.7099,5028.8159,1606.8541,-618.2774,-4911.1098,4846.6530,71.7292,6122.1926,1826.4837,-2783.7327,2591.5270,639.8607,-2984.4404,-6427.9323,4166.8885,-735.1890,-6729.6133,-506.2713,5252.7279,4526.4375,-3592.0899,-4575.5366,-4064.8278,-3432.6195,135.9357,-3700.8444,-9.4406,-6181.0971,3387.5933,-4901.7275,-5044.9742,-6265.4793,3909.7754,6604.0705,4545.9884,1328.3455,-820.2863,3900.6141,-1284.6658,-5872.3686,5170.0866,5993.7380,-4372.6225,3995.1652,-4418.9616,-6287.3173,-5048.2185,4459.3775,-5896.3539,-1527.0006,2968.1487,-1161.8268,-1911.5331,1562.4426,6246.7916,-4712.2823,-1268.9546,3687.7114,-6111.4896,-1483.8628,4401.8592,524.9524,-5586.3162,-4397.1077,-2998.5230,-4195.5484,-3017.9774,-3894.9260,-2528.3332,4187.1985,3299.8327,4613.3004,2106.5199,-1249.7401,2401.5549,5636.0112,247072.2488,221519.3981,233870.3482,233415.8036,232873.9673,231708.8606,227076.7096,230922.3335,-194544323.9748,-194563859.8277,-194533262.2504,-194533633.8875,230183.3116,-194543253.4065,4857.8349,6086.6761,3708.3898,-6402.5892,5182.3961,-4945.0539,6554.3167,6329.1933,-1251.3362,-3853.2473,-2441.9533,2024.0598,-719.0136,29.3495,6550.3301,5420.0321,5017.9785,2901.2183,2189.8124,-4490.9147,-3150.6893,2735.8057,4245.4520,-2192.1296,2375.4625,-183.3079,6599.9359,-6880.8173,-3715.5015,4940.9123,2540.1466,271.7399,-4901.7441,4400.2201,-3247.4308,-4987.1458,5907.7800,-1125.6994,-2691.2107,6118.3985,-194.0393,4146.0050,-156.7778,-3237.1801,-5075.4723,1529.3533,-4311.9119,3632.5566,6109.3742,3462.8363,6383.2162,-2673.3556,-4650.8161,-4499.9470,2856.9357,728.8017,-4214.5095,649.0693,-1345.8280,6620.9646,4090.2124,5198.0333,3006.0335,238.9227,-1129.3942,2911.1234,3883.2445,-5527.5303,-3077.4451,431.2301,1866.2345,-5311.5955,-2460.2389,4452.9266,4131.7366,6304.1740,-5411.0165,-4770.3832,2035.8785,4407.2532,-4854.2550,5059.8384,2594.8568,4088.2096,5303.1022,-3532.4622,1511.8187,4981.8339,5519.9902,-2146.5436,-3851.0979,5605.1910,-4393.6702,3264.8799,4134.2701,3043.6441,-5969.9628,3997.2280,-962.7231,-3143.1943,-271581.2408,-253810.5845,-269941.1818,-267563.8032,-258606.3111,-262123.7382,-265205.0658,-266066.2591,-115806951.4181,-115821532.5988,-115826768.4076,-115833203.8248,-265584.7976,-115823925.2156,-4921.8077,-130.4741,5373.9276,-1002.4598,4142.9475,-4599.5825,1420.1580,-2427.3834,814.9959,-3522.5350,2105.5362,3205.6139,-4185.5542,-5536.9832,-963.6566,3522.0387,-362.4745,-1068.5840,-2701.4079,-5113.4129,-5441.3633,-4606.2747,-4711.0079,2051.1828,2128.9097,-4680.8852,573.7034,68.6304,2953.1357,-420.5361,-6453.7643,-3190.0678,-4276.7915,-4301.5566,-5525.1664,-4736.4579,2085.1396,-2258.2510,4760.7198,3103.0984,1164.5730,-5426.9056,-4486.8361,3732.7886,2987.1126,-4903.5325,-3544.9516,-4757.8023,-3083.8721,-4465.5374,2612.7442,-1558.5989,-3862.7115,-1960.7764,-3788.3981,-2871.1006,-3704.9171,1961.8124,5003.0078,-1037.0154,-5506.1498,-2180.6302,-6103.5400,-3620.5012,-4336.6134,1795.5937,-3709.8669,-1208.1884,-4224.9759,2911.7088,4371.3398,-14.0149,-2560.2791,-5060.4355,-4731.3348,-2546.8043,3585.6903,-4676.1663,-1876.1555,-2479.0689,-4673.4835,-2565.4134,1579.0041,-5371.3826,-812.8588,5946.0792,-3120.9326,1539.8125,2863.0210,-5043.8032,-4664.4042,353.9130,-4722.3861,4432.7828,4465.2711,-4192.8749,2509.0271,-5425.0369,6431.4075,2168.6661,168037.8658,161734.6082,166803.9115,164239.3506,170711.3143,164914.5104,155350.7683,166069.1888,21133776.3996,21168049.2257,21157651.5939,21142916.6915,164533.0624,21145095.6157,
7200.000,-2603.7364,-4680.3312,-5868.4176,3532.2768,-2061.4116,3368.9079,103.8697,-1402.4371,-4671.7516,6227.9654,6462.2999,-6655.1468,-2850.2008,-4216.7807,-282.4000,-1796.6780,968.1371,3527.0239,-6863.3912,1872.0103,986.3858,-6360.1144,-447.5773,6709.2486,-4592.3557,-6154.8807,-3819.0496,2165.5077,6594.4262,-5638.4387,-4486.8375,-3382.9353,451.0893,917.8382,422.1374,1791.4784,28.7455,4218.8982,-3734.2873,-2215.1832,5713.3235,-3494.8436,-6375.3687,301.2871,5170.1541,4828.7919,5897.1936,2363.1946,-2080.0012,2427.9949,-2419.2514,4832.6095,662.1506,2658.2141,1509.3784,6134.5054,518.9286,-6504.9080,-1304.8627,-3592.1414,-3455.0483,-5105.6846,-102.2255,2832.7853,-1468.7515,-6581.0267,491.5707,-899.9505,5190.1626,6343.9594,6905.7977,-1918.6589,6541.2514,-2859.8467,-5818.5619,-490.3147,4256.9652,2538.5523,-6464.7778,3027.0605,5198.9788,-4066.5686,4402.3063,-2914.7366,-3786.3818,709.2141,4570.7297,601.6480,-539.3609,6670.9800,4476.6497,1096.6183,5742.0380,-6599.1686,-5473.6433,-6758.7688,1937.9381,-2501.4455,-3102.0616,-1755.3518,307284.8427,279367.4415,291192.1636,287303.9746,291370.1275,289509.3602,286045.8410,288009.2425,-157837063.5068,-157861317.2783,-157830102.6849,-157824109.1216,288990.4175,-157836745.8316,-6218.2802,-3845.7432,-1921.0472,4805.1222,-6409.9489,4796.0361,-6294.8854,-4236.5398,3301.1023,2747.0555,899.0803,-227.3594,4529.3913,4045.0042,-6395.2629,-3695.8852,-5565.7294,-4358.6302,14.6688,6349.0178,5197.4331,786.9492,-6233.3528,-32.5759,542.0838,2919.8941,-4015.0389,5129.3265,1525.0777,-2601.1744,-1196.0382,2508.8501,6734.3782,-6684.2176,5925.8690,6573.9284,-4688.2463,-1557.6785,5667.9222,-3590.7493,-1616.8931,-5121.3339,2570.3871,5193.8499,4356.0386,-4700.7403,3517.3437,-6380.1791,-6336.5848,-6300.9954,-3623.8450,-96.8305,5098.0858,5467.1424,-4893.1683,-3138.3695,5082.1615,1595.5909,4454.2891,-5051.7364,-4320.0393,-3860.8683,2411.0371,-3009.0125,4011.1863,-664.7301,-5078.5780,5483.1953,-1425.3871,-2764.8214,207.1111,5734.5449,874.9392,-3690.3503,-1476.3246,-6610.7350,5139.7979,5642.1043,583.5421,-6085.5913,3357.1870,-683.0688,-4623.5581,-4208.3183,-4172.7074,6502.2273,-4039.8367,-5188.3810,-4255.7609,10.8645,-1129.0367,-5080.0683,2176.1986,-871.8469,-634.7124,-758.5200,4615.5322,-5667.2087,4896.5792,3936.4522,-200271.8809,-190653.0326,-204888.8789,-201034.3999,-192461.7326,-201091.9532,-198502.1932,-199258.4006,-162233298.4877,-162252510.0849,-162246447.8578,-162253152.8668,-199662.2237,-162249707.4731,1529.9821,-3346.6031,-2726.6477,-3418.4907,-846.9853,3520.4213,2871.6462,5275.1255,-3920.4974,-902.0321,2266.2959,1449.2654,4252.4848,3688.5689,-2666.1279,-5481.1155,-3631.6820,4052.3621,-939.3630,1861.2534,4431.7773,2353.0883,2982.8597,1667.5113,-5163.5365,884.2397,-3976.8757,-4097.6775,921.8218,-3094.0577,5131.1323,5461.4632,-240.0649,-230.7090,3521.2071,1114.0656,-5127.0800,5228.0958,-1138.3066,-5468.7225,3377.5448,2887.9208,676.8051,-4236.7646,1375.4089,1354.8155,-722.8329,1129.0258,-1529.4538,46.8154,-5355.9538,4929.6795,4631.8249,-3345.9031,4647.7154,-726.0666,4535.6867,1738.5801,-5108.9540,-2876.5347,4123.5950,-2450.8312,6472.1614,5516.0341,5329.2961,1966.4370,4667.5575,4122.6551,4213.3712,581.9533,656.1401,3384.3552,-1956.3633,5082.5814,3478.7161,-1909.2456,1135.7883,2946.3465,-2133.3646,-1251.2374,2934.8937,5350.9590,2410.3679,4630.2638,-4058.5067,-2347.2823,-2452.8335,-4393.5004,-5417.9090,1754.9590,4920.3024,-4446.4692,3190.3258,-1909.5333,-4206.9271,1340.1266,-4626.7617,2915.1115,-3830.0117,-5278.5401,167988.2865,161807.4387,166956.7456,163212.8074,170836.7922,166679.4899,155302.0322,163126.2276,21097588.0608,21131655.1267,21125817.5801,21111859.2924,164598.0451,21109754.6072,
