sl_100_5400_20280127 Coordinates.csv
2028/01/27 07:47:00.0000 UTC

Generated: Tue Oct  8 21:40:44 2024,
Start: 2028/01/27 07:47:00.00, Stop: 2028/01/27 09:17:00.00,
TIME_UNITS,STARLINK-5348 - X-Coordinate,STARLINK-30754 - X-Coordinate,STARLINK-3196 - X-Coordinate,STARLINK-2410 - X-Coordinate,STARLINK-2286 - X-Coordinate,STARLINK-6216 - X-Coordinate,STARLINK-31625 - X-Coordinate,STARLINK-11283 [DTC] - X-Coordinate,STARLINK-3935 - X-Coordinate,STARLINK-5956 - X-Coordinate,STARLINK-5701 - X-Coordinate,STARLINK-31292 - X-Coordinate,STARLINK-32033 - X-Coordinate,STARLINK-6045 - X-Coordinate,STARLINK-1263 - X-Coordinate,STARLINK-3923 - X-Coordinate,STARLINK-11099 [DTC] - X-Coordinate,STARLINK-1773 - X-Coordinate,STARLINK-31900 - X-Coordinate,STARLINK-30850 - X-Coordinate,STARLINK-11080 [DTC] - X-Coordinate,STARLINK-3261 - X-Coordinate,STARLINK-3393 - X-Coordinate,STARLINK-30292 - X-Coordinate,STARLINK-6326 - X-Coordinate,STARLINK-3332 - X-Coordinate,STARLINK-30116 - X-Coordinate,STARLINK-31749 - X-Coordinate,STARLINK-3250 - X-Coordinate,STARLINK-2211 - X-Coordinate,STARLINK-30236 - X-Coordinate,STARLINK-5715 - X-Coordinate,STARLINK-3324 - X-Coordinate,STARLINK-31444 - X-Coordinate,STARLINK-31450 - X-Coordinate,STARLINK-30274 - X-Coordinate,STARLINK-31857 - X-Coordinate,STARLINK-30158 - X-Coordinate,STARLINK-1471 - X-Coordinate,STARLINK-2145 - X-Coordinate,STARLINK-30217 - X-Coordinate,STARLINK-31121 - X-Coordinate,STARLINK-2171 - X-Coordinate,STARLINK-32265 - X-Coordinate,STARLINK-3788 - X-Coordinate,STARLINK-4141 - X-Coordinate,STARLINK-3852 - X-Coordinate,STARLINK-31072 - X-Coordinate,STARLINK-6049 - X-Coordinate,STARLINK-4269 - X-Coordinate,STARLINK-31495 - X-Coordinate,STARLINK-4111 - X-Coordinate,STARLINK-5636 - X-Coordinate,STARLINK-5453 - X-Coordinate,STARLINK-5420 - X-Coordinate,STARLINK-3587 - X-Coordinate,STARLINK-3129 - X-Coordinate,STARLINK-4701 - X-Coordinate,STARLINK-32004 - X-Coordinate,STARLINK-1454 - X-Coordinate,STARLINK-30755 - X-Coordinate,STARLINK-30789 - X-Coordinate,STARLINK-5974 - X-Coordinate,STARLINK-5753 - X-Coordinate,STARLINK-1504 - X-Coordinate,STARLINK-5532 - X-Coordinate,STARLINK-2707 - X-Coordinate,STARLINK-5191 - X-Coordinate,STARLINK-31804 - X-Coordinate,STARLINK-32085 - X-Coordinate,STARLINK-2459 - X-Coordinate,STARLINK-4020 - X-Coordinate,STARLINK-31940 - X-Coordinate,STARLINK-4120 - X-Coordinate,STARLINK-2395 - X-Coordinate,STARLINK-3801 - X-Coordinate,STARLINK-6376 - X-Coordinate,STARLINK-31566 - X-Coordinate,STARLINK-31476 - X-Coordinate,STARLINK-3651 - X-Coordinate,STARLINK-30587 - X-Coordinate,STARLINK-3111 - X-Coordinate,STARLINK-1677 - X-Coordinate,STARLINK-3806 - X-Coordinate,STARLINK-5258 - X-Coordinate,STARLINK-4720 - X-Coordinate,STARLINK-30712 - X-Coordinate,STARLINK-3872 - X-Coordinate,STARLINK-4032 - X-Coordinate,STARLINK-4433 - X-Coordinate,STARLINK-3808 - X-Coordinate,STARLINK-11132 [DTC] - X-Coordinate,STARLINK-3993 - X-Coordinate,STARLINK-4709 - X-Coordinate,STARLINK-4456 - X-Coordinate,STARLINK-4254 - X-Coordinate,STARLINK-31657 - X-Coordinate,STARLINK-30287 - X-Coordinate,STARLINK-30264 - X-Coordinate,STARLINK-4782 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5348 - Y-Coordinate,STARLINK-30754 - Y-Coordinate,STARLINK-3196 - Y-Coordinate,STARLINK-2410 - Y-Coordinate,STARLINK-2286 - Y-Coordinate,STARLINK-6216 - Y-Coordinate,STARLINK-31625 - Y-Coordinate,STARLINK-11283 [DTC] - Y-Coordinate,STARLINK-3935 - Y-Coordinate,STARLINK-5956 - Y-Coordinate,STARLINK-5701 - Y-Coordinate,STARLINK-31292 - Y-Coordinate,STARLINK-32033 - Y-Coordinate,STARLINK-6045 - Y-Coordinate,STARLINK-1263 - Y-Coordinate,STARLINK-3923 - Y-Coordinate,STARLINK-11099 [DTC] - Y-Coordinate,STARLINK-1773 - Y-Coordinate,STARLINK-31900 - Y-Coordinate,STARLINK-30850 - Y-Coordinate,STARLINK-11080 [DTC] - Y-Coordinate,STARLINK-3261 - Y-Coordinate,STARLINK-3393 - Y-Coordinate,STARLINK-30292 - Y-Coordinate,STARLINK-6326 - Y-Coordinate,STARLINK-3332 - Y-Coordinate,STARLINK-30116 - Y-Coordinate,STARLINK-31749 - Y-Coordinate,STARLINK-3250 - Y-Coordinate,STARLINK-2211 - Y-Coordinate,STARLINK-30236 - Y-Coordinate,STARLINK-5715 - Y-Coordinate,STARLINK-3324 - Y-Coordinate,STARLINK-31444 - Y-Coordinate,STARLINK-31450 - Y-Coordinate,STARLINK-30274 - Y-Coordinate,STARLINK-31857 - Y-Coordinate,STARLINK-30158 - Y-Coordinate,STARLINK-1471 - Y-Coordinate,STARLINK-2145 - Y-Coordinate,STARLINK-30217 - Y-Coordinate,STARLINK-31121 - Y-Coordinate,STARLINK-2171 - Y-Coordinate,STARLINK-32265 - Y-Coordinate,STARLINK-3788 - Y-Coordinate,STARLINK-4141 - Y-Coordinate,STARLINK-3852 - Y-Coordinate,STARLINK-31072 - Y-Coordinate,STARLINK-6049 - Y-Coordinate,STARLINK-4269 - Y-Coordinate,STARLINK-31495 - Y-Coordinate,STARLINK-4111 - Y-Coordinate,STARLINK-5636 - Y-Coordinate,STARLINK-5453 - Y-Coordinate,STARLINK-5420 - Y-Coordinate,STARLINK-3587 - Y-Coordinate,STARLINK-3129 - Y-Coordinate,STARLINK-4701 - Y-Coordinate,STARLINK-32004 - Y-Coordinate,STARLINK-1454 - Y-Coordinate,STARLINK-30755 - Y-Coordinate,STARLINK-30789 - Y-Coordinate,STARLINK-5974 - Y-Coordinate,STARLINK-5753 - Y-Coordinate,STARLINK-1504 - Y-Coordinate,STARLINK-5532 - Y-Coordinate,STARLINK-2707 - Y-Coordinate,STARLINK-5191 - Y-Coordinate,STARLINK-31804 - Y-Coordinate,STARLINK-32085 - Y-Coordinate,STARLINK-2459 - Y-Coordinate,STARLINK-4020 - Y-Coordinate,STARLINK-31940 - Y-Coordinate,STARLINK-4120 - Y-Coordinate,STARLINK-2395 - Y-Coordinate,STARLINK-3801 - Y-Coordinate,STARLINK-6376 - Y-Coordinate,STARLINK-31566 - Y-Coordinate,STARLINK-31476 - Y-Coordinate,STARLINK-3651 - Y-Coordinate,STARLINK-30587 - Y-Coordinate,STARLINK-3111 - Y-Coordinate,STARLINK-1677 - Y-Coordinate,STARLINK-3806 - Y-Coordinate,STARLINK-5258 - Y-Coordinate,STARLINK-4720 - Y-Coordinate,STARLINK-30712 - Y-Coordinate,STARLINK-3872 - Y-Coordinate,STARLINK-4032 - Y-Coordinate,STARLINK-4433 - Y-Coordinate,STARLINK-3808 - Y-Coordinate,STARLINK-11132 [DTC] - Y-Coordinate,STARLINK-3993 - Y-Coordinate,STARLINK-4709 - Y-Coordinate,STARLINK-4456 - Y-Coordinate,STARLINK-4254 - Y-Coordinate,STARLINK-31657 - Y-Coordinate,STARLINK-30287 - Y-Coordinate,STARLINK-30264 - Y-Coordinate,STARLINK-4782 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5348 - Z-Coordinate,STARLINK-30754 - Z-Coordinate,STARLINK-3196 - Z-Coordinate,STARLINK-2410 - Z-Coordinate,STARLINK-2286 - Z-Coordinate,STARLINK-6216 - Z-Coordinate,STARLINK-31625 - Z-Coordinate,STARLINK-11283 [DTC] - Z-Coordinate,STARLINK-3935 - Z-Coordinate,STARLINK-5956 - Z-Coordinate,STARLINK-5701 - Z-Coordinate,STARLINK-31292 - Z-Coordinate,STARLINK-32033 - Z-Coordinate,STARLINK-6045 - Z-Coordinate,STARLINK-1263 - Z-Coordinate,STARLINK-3923 - Z-Coordinate,STARLINK-11099 [DTC] - Z-Coordinate,STARLINK-1773 - Z-Coordinate,STARLINK-31900 - Z-Coordinate,STARLINK-30850 - Z-Coordinate,STARLINK-11080 [DTC] - Z-Coordinate,STARLINK-3261 - Z-Coordinate,STARLINK-3393 - Z-Coordinate,STARLINK-30292 - Z-Coordinate,STARLINK-6326 - Z-Coordinate,STARLINK-3332 - Z-Coordinate,STARLINK-30116 - Z-Coordinate,STARLINK-31749 - Z-Coordinate,STARLINK-3250 - Z-Coordinate,STARLINK-2211 - Z-Coordinate,STARLINK-30236 - Z-Coordinate,STARLINK-5715 - Z-Coordinate,STARLINK-3324 - Z-Coordinate,STARLINK-31444 - Z-Coordinate,STARLINK-31450 - Z-Coordinate,STARLINK-30274 - Z-Coordinate,STARLINK-31857 - Z-Coordinate,STARLINK-30158 - Z-Coordinate,STARLINK-1471 - Z-Coordinate,STARLINK-2145 - Z-Coordinate,STARLINK-30217 - Z-Coordinate,STARLINK-31121 - Z-Coordinate,STARLINK-2171 - Z-Coordinate,STARLINK-32265 - Z-Coordinate,STARLINK-3788 - Z-Coordinate,STARLINK-4141 - Z-Coordinate,STARLINK-3852 - Z-Coordinate,STARLINK-31072 - Z-Coordinate,STARLINK-6049 - Z-Coordinate,STARLINK-4269 - Z-Coordinate,STARLINK-31495 - Z-Coordinate,STARLINK-4111 - Z-Coordinate,STARLINK-5636 - Z-Coordinate,STARLINK-5453 - Z-Coordinate,STARLINK-5420 - Z-Coordinate,STARLINK-3587 - Z-Coordinate,STARLINK-3129 - Z-Coordinate,STARLINK-4701 - Z-Coordinate,STARLINK-32004 - Z-Coordinate,STARLINK-1454 - Z-Coordinate,STARLINK-30755 - Z-Coordinate,STARLINK-30789 - Z-Coordinate,STARLINK-5974 - Z-Coordinate,STARLINK-5753 - Z-Coordinate,STARLINK-1504 - Z-Coordinate,STARLINK-5532 - Z-Coordinate,STARLINK-2707 - Z-Coordinate,STARLINK-5191 - Z-Coordinate,STARLINK-31804 - Z-Coordinate,STARLINK-32085 - Z-Coordinate,STARLINK-2459 - Z-Coordinate,STARLINK-4020 - Z-Coordinate,STARLINK-31940 - Z-Coordinate,STARLINK-4120 - Z-Coordinate,STARLINK-2395 - Z-Coordinate,STARLINK-3801 - Z-Coordinate,STARLINK-6376 - Z-Coordinate,STARLINK-31566 - Z-Coordinate,STARLINK-31476 - Z-Coordinate,STARLINK-3651 - Z-Coordinate,STARLINK-30587 - Z-Coordinate,STARLINK-3111 - Z-Coordinate,STARLINK-1677 - Z-Coordinate,STARLINK-3806 - Z-Coordinate,STARLINK-5258 - Z-Coordinate,STARLINK-4720 - Z-Coordinate,STARLINK-30712 - Z-Coordinate,STARLINK-3872 - Z-Coordinate,STARLINK-4032 - Z-Coordinate,STARLINK-4433 - Z-Coordinate,STARLINK-3808 - Z-Coordinate,STARLINK-11132 [DTC] - Z-Coordinate,STARLINK-3993 - Z-Coordinate,STARLINK-4709 - Z-Coordinate,STARLINK-4456 - Z-Coordinate,STARLINK-4254 - Z-Coordinate,STARLINK-31657 - Z-Coordinate,STARLINK-30287 - Z-Coordinate,STARLINK-30264 - Z-Coordinate,STARLINK-4782 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6817.0040,-4811.0615,3076.3463,894.9411,4597.7706,4765.6858,221.2464,6365.8068,-2071.9842,3081.0047,-3251.8527,1581.7001,-6047.5566,500.5000,-5830.9184,2045.6453,3777.4130,-899.1002,-3707.2311,-2106.3631,-3950.7192,1441.5168,-5716.3175,-5657.7533,-0.4390,4830.6769,-5324.0735,-6288.7496,302.6460,-2097.0983,6868.8838,-1867.5132,-3805.0209,0.0000,4835.3002,-4279.3224,-476.9721,1272.2128,2259.4843,2344.3534,-6202.1558,-3386.0705,-848.9129,207.8451,5495.6327,3724.1927,-4076.8130,0.0000,-6659.8498,-1572.8098,5012.3050,-2306.8963,4591.6482,1401.8131,2646.2699,2797.1717,1205.4561,-6445.3484,5830.7052,-1750.3238,-2135.1381,-3498.9784,0.0000,4392.0366,-2645.9020,872.4614,-4309.1998,-3928.5872,-6603.7208,5057.3240,-3556.5861,-6096.4675,3698.5097,4959.8985,-3462.6010,4995.8506,-2120.1476,4884.2991,3106.4070,-553.9657,5482.4163,5132.9455,-6392.2651,2512.7770,-1909.9783,2590.4889,-6074.4891,4630.2512,-3709.6480,667.2262,-1121.2550,-3675.8211,-501.4714,-3922.1446,2733.7623,-617.8782,-1032.6461,-4648.7961,2374.0611,5519.2908,-107744.2834,-123790.9746,-105692.7820,-105892.3756,-114282.7368,-112550.6869,-112078.6383,-108971.8909,-66542607.6089,-66522669.9166,-66509963.4225,-66511178.7278,-110318.5226,-66523232.8205,-1240.3059,-2661.7543,-4709.6098,-6547.2172,-3175.9028,2121.7397,6448.7133,1890.3462,-4357.4653,-4425.3452,4908.5437,-4770.8939,-2659.3218,6417.7457,1801.2585,6542.7947,-2050.8557,5664.8172,-3425.8637,6279.2837,-883.1414,-4286.7026,1070.0393,1123.4326,-2400.3013,-2662.5218,141.8521,1871.8163,4292.6491,6546.3644,719.1609,5220.5114,5283.2765,0.0000,-783.4552,-3115.1175,6024.8708,5185.8504,-3636.2978,4391.9784,-977.4981,5582.6262,-6831.3449,6012.9688,3067.1875,1800.4673,-739.8201,0.0000,-1454.1516,-5509.6254,-603.7586,5879.4292,-3121.4176,6606.2326,5140.3247,-5572.3809,6406.1417,-2229.6415,812.4207,5068.9039,-6583.1911,3575.9992,0.0000,5100.6438,-5392.3835,-6190.7107,-3621.1841,1273.4837,1599.7529,-423.3469,-5744.7251,897.7224,4793.8870,4690.2178,-4561.6276,-1933.0473,-4597.7384,1045.1936,-4613.4660,-6530.3912,3182.5032,3870.0404,-147.1869,4846.0882,6497.6663,-3300.9153,2246.0712,2981.9295,-2743.5109,6881.0921,6526.8527,-4376.8788,4892.5718,-3538.7679,-2477.8407,-4247.4337,5570.4854,3880.1403,-4668.6530,-3702.8143,382444.4618,366383.9294,379168.0853,379031.8110,381008.2409,379897.6591,371908.0607,374029.7967,328200542.1334,328203791.8009,328203302.3955,328208195.6852,375211.4157,328206961.0651,69.9705,-4224.5229,-4009.3217,1872.7071,3576.5010,4556.0698,2157.2687,-988.6269,-4906.6768,-4334.2247,3720.2980,4679.9679,-1525.4893,2600.2812,3182.9796,-651.9561,-5183.2666,-3870.3086,-4591.7740,-2013.1667,-5390.9192,5212.3661,-3690.8588,3562.3780,6559.8210,4153.0060,4422.9686,-1821.7565,5377.3532,428.7808,434.3782,4138.2209,-2341.7677,0.0000,-4800.3703,4269.1097,3098.7720,-4420.0210,5424.6496,4723.5890,2911.2789,-1977.8451,641.1339,3313.2310,2819.7888,5527.1279,-5527.3543,0.0000,-1343.1683,-3801.9054,-4584.4603,2779.9166,-4128.9918,1432.1259,-3785.9719,2911.7363,-2311.2796,-1151.4256,3414.7387,4316.7795,405.9280,4660.1200,0.0000,1641.8346,2854.3073,-3058.1735,-4011.2190,5519.0911,580.4851,4498.6866,601.2623,-3140.6809,3124.6413,1041.5056,-3808.0547,4307.4294,4716.2691,4612.9263,-3939.7487,-2192.6684,2802.8118,2534.0241,-2557.7941,4226.7840,-1370.0840,5476.9756,-2257.9412,-4138.3019,-5131.2473,-121.1849,1923.8123,3548.1067,4843.4078,4450.2525,5865.4040,-5423.9239,3767.3109,-3368.0298,-4395.8355,1897.6546,-108637.2563,-107207.1513,-107367.8363,-105137.2576,-102656.1259,-112260.0854,-116310.2630,-108127.7914,-97739329.3079,-97718656.3664,-97746602.2163,-97739213.4094,-108190.2524,-97740221.1947,
300.000,-6769.4065,-5081.4584,1153.4995,-328.1158,4208.6895,5709.5946,1807.7349,6622.0194,-3954.3659,1026.6627,-1255.5249,-534.8305,-6594.2295,1206.6635,-4397.2556,3046.7086,3156.5817,473.6148,-5134.5017,-373.4117,-4321.8816,-239.9954,-4334.3992,-4251.2725,-2171.2161,4637.5217,-4587.6250,-5142.9068,2319.3403,-804.9690,6593.2295,-163.9089,-2923.8638,0.0000,5168.6813,-4306.3355,1210.8813,3070.3396,624.1414,4175.1772,-6717.1119,-1635.2674,-2022.1269,1597.8551,6475.3848,4472.3622,-4203.6056,0.0000,-6066.0336,-3148.9984,4294.6130,-687.3274,3760.7688,2604.1057,3461.3794,1115.4106,2503.3424,-6247.5047,6539.6854,-447.7174,-3478.1433,-1460.8380,0.0000,5572.1528,-3440.4638,-29.1233,-5748.3268,-3125.8148,-6040.2057,4956.5788,-4325.0757,-6344.8246,5232.3804,5739.4256,-3984.8429,5022.1735,-3975.5391,5240.0106,1046.3018,-1832.7745,6518.2112,5171.9115,-6737.6175,3403.3696,-532.7242,618.6484,-4781.0957,4517.0726,-5263.0266,188.8380,269.4351,-5148.1574,1397.6307,-5492.9969,4389.1030,-2693.7043,970.9414,-3777.2263,244.6747,4139.4790,-116057.8010,-131647.7341,-113560.9617,-113861.4919,-122242.5042,-120518.2129,-119996.8597,-116926.3370,-73691040.1495,-73671459.4512,-73658141.8387,-73659616.7245,-118251.2874,-73671687.6452,283.0937,-574.2605,-4595.6001,-6862.2028,-4718.7511,292.1592,5609.1876,682.6084,-4135.6830,-4968.8600,5191.1950,-5186.6519,-1541.8635,6818.1529,2834.0375,5692.2217,-4015.5244,6476.7712,-1865.6878,6082.6353,1259.7707,-5365.4078,2323.5906,2362.9928,-2131.9265,-4319.4939,2148.1156,3181.2088,3463.3494,6477.1647,-815.3825,6141.9098,6241.0439,0.0000,-2623.9704,-1098.1462,6443.8806,4038.5645,-4933.7953,4130.9070,622.1346,5768.3268,-6509.1509,4875.7920,2097.8172,-229.2934,1421.2437,0.0000,-663.9944,-5664.6743,-2655.9318,5445.2800,-4866.4481,6384.8900,3447.5079,-5271.4337,6421.1071,-867.1264,-524.6268,6195.8837,-5890.2221,4007.0331,0.0000,4118.4027,-3820.5339,-5088.6725,-2852.1514,3276.9397,3015.3519,-2516.3823,-4659.2048,2307.2178,3973.9639,3764.5396,-2738.6283,-3651.3893,-3534.6242,-1065.3678,-4981.6833,-6647.7894,1883.1699,2245.2811,1149.0418,3083.0764,6187.2385,-4230.6887,3157.5222,1026.4199,-1539.0218,6509.3764,5932.5972,-3857.0488,4004.4347,-2769.3141,-3066.6925,-4221.9882,5052.1403,5407.8326,-4996.7961,-4301.5224,379953.7494,363714.3404,376679.3023,376555.5330,378630.9635,377484.2337,369586.8167,371707.7256,326672269.4096,326675430.6505,326675584.1991,326680587.4433,372821.0006,326678785.7868,-1458.9118,-4682.7420,-5027.9402,83.8683,2017.3173,3911.7198,3395.9015,853.3250,-3822.0693,-4703.1517,4469.3881,4469.6558,295.7102,537.4064,4469.4838,-2399.6525,-4387.3751,-2385.8548,-4088.1045,-3285.1310,-5018.4378,4335.7162,-4823.8052,4720.3113,6287.7382,2745.6368,4718.3660,-3132.8405,5482.3611,2191.4265,1930.6129,3183.7775,-591.7899,0.0000,-3665.0070,5145.0963,1779.7339,-4723.5175,4799.4881,3553.2486,1554.2661,-3257.0180,-1170.0890,4563.3373,1124.4002,5254.7672,-5294.2083,0.0000,-3325.2613,-2294.1837,-4583.1435,4178.5756,-3168.8534,-377.7444,-4889.1489,4276.5222,-558.0371,-2842.5313,1817.9181,2971.6326,-1135.0023,5342.5460,0.0000,123.7979,4214.5545,-4749.6866,-2565.7088,5197.4708,-976.2253,3887.0205,2359.3243,-1495.4672,1812.3361,-776.2281,-4891.8381,2953.9019,4425.6579,4200.8917,-4532.6836,-428.0507,1425.5515,3990.1496,-831.9300,5152.7844,-3033.4150,5415.0015,-3771.5938,-5099.8741,-4188.5607,-2331.6507,3500.6972,1978.5787,5444.4086,3146.3081,4402.1173,-4770.4310,4450.6018,-2118.3194,-4661.5189,3478.6524,-108566.1692,-107120.3126,-107167.4635,-105200.5475,-102471.4070,-111914.3342,-116313.8776,-108515.6546,-97734735.8462,-97713627.4156,-97741244.6378,-97733950.9166,-108085.8484,-97735366.7000,
600.000,-6067.5391,-4905.7922,-906.8096,-1516.8052,3366.7085,6126.0152,3240.0772,6156.9032,-5425.3111,-1123.0561,869.7934,-2585.1814,-6443.1889,1782.7952,-2526.5448,3767.4871,2246.9930,1773.9767,-6061.9694,1420.5271,-4285.5910,-1859.5275,-2534.8997,-2412.4851,-4131.9441,4008.7135,-3446.2045,-3471.7327,4128.0773,591.6405,5677.9515,1529.6024,-1757.8834,0.0000,5009.3467,-3940.7545,2758.0040,4600.6719,-1031.1808,5569.1096,-6582.9379,301.9105,-3007.0267,2873.6070,6803.0087,4828.4521,-3971.4258,0.0000,-4869.4163,-4387.3174,3182.6348,1036.5276,2593.8788,3549.8472,3987.6355,-711.5153,3546.0633,-5443.7295,6571.3568,867.5441,-4494.3022,727.5036,0.0000,6210.4965,-3900.2307,-986.7010,-6609.9031,-2066.9780,-4857.6802,4379.9577,-4661.0866,-5969.5178,6225.2516,5950.6592,-4160.4619,4568.3432,-5459.9694,5096.3182,-1124.6014,-2923.9395,6921.3605,4732.4037,-6405.4057,4012.1324,928.4511,-1387.0284,-2997.4816,4004.3802,-6305.0002,-277.8124,1669.7221,-6053.8609,3193.1648,-6513.3360,5595.7948,-4490.9285,2898.7595,-2558.5367,-1907.4207,2333.1975,-124316.0067,-139445.5735,-121379.7305,-121780.1261,-130150.5742,-128430.1949,-127866.1789,-124935.5944,-80804454.4941,-80785226.0392,-80771334.7436,-80773084.2996,-126132.3186,-80785128.0080,1792.7869,1572.0500,-4076.4716,-6480.0202,-5718.4138,-1538.7345,4205.0536,-609.6798,-3538.2983,-5074.0847,5020.6286,-5127.6456,-257.6532,6525.1078,3631.6419,4262.3436,-5548.8878,6654.4486,-149.4257,5314.3255,3250.1810,-5939.5489,3395.6722,3405.5369,-1733.3980,-5530.2244,3966.6600,4195.8909,2343.5486,5763.8553,-2288.7423,6481.5539,6575.2359,0.0000,-4172.8373,1049.6017,6205.7922,2535.5853,-5775.2473,3488.5958,2146.9852,5392.1649,-5536.7066,3264.7374,930.6266,-2210.2793,3432.3454,0.0000,235.4022,-5263.9372,-4452.2001,4497.7068,-6134.9962,5523.3576,1415.0938,-4474.7691,5798.7724,610.0779,-1786.5715,6708.4514,-4622.6594,4087.8648,0.0000,2737.2826,-1817.5152,-3494.0759,-1827.4690,4967.9188,4132.5093,-4339.1325,-3068.9018,3472.1810,2764.7110,2455.6854,-633.5534,-4981.4867,-2167.5030,-3051.5209,-4886.5761,-6102.5738,415.0453,370.7863,2320.1968,1021.7453,5275.4150,-4792.7938,3790.2946,-1053.6751,-225.7181,5420.2271,4758.6455,-2941.1831,2767.1353,-1759.3927,-3267.3885,-3830.4049,4052.7003,6405.1282,-4866.4668,-4508.4732,377274.5888,360877.0711,374020.0487,373905.5232,376084.0356,374896.1658,367098.8046,369300.1239,324988320.2124,324991377.2895,324992202.1517,324997298.7376,370262.8403,324994933.1504,-2831.4304,-4641.0478,-5504.2379,-1714.2279,212.7862,2848.2043,4250.1151,2594.5798,-2319.6813,-4566.6468,4747.3474,3768.2661,2083.0117,-1582.7607,5267.7106,-3885.5137,-3080.2986,-644.4779,-3126.3156,-4204.2533,-4063.8989,2989.7378,-5431.8326,5339.1784,5360.5790,1041.1398,4507.6643,-4090.5819,4990.8976,3714.5951,3218.8417,1886.8730,1221.9650,0.0000,-2124.9438,5439.1956,258.2838,-4522.3005,3657.0904,1991.6125,30.0709,-4170.9149,-2855.1065,5311.9176,-693.2040,4414.7036,-4490.0265,0.0000,-4954.2784,-534.7473,-4067.6633,5123.9882,-1867.6694,-2146.7140,-5465.5314,5173.6604,1255.4206,-4227.6128,15.6104,1302.1087,-2554.4509,5430.6798,0.0000,-1407.5336,5065.5678,-5940.0897,-843.0407,4311.7621,-2423.2200,2831.9712,3847.7188,311.0911,295.8668,-2509.9500,-5440.9160,1276.5081,3659.6012,3313.3919,-4616.3403,1382.8553,-104.3782,5015.0856,984.8530,5521.5370,-4369.2437,4766.9963,-4869.0986,-5506.8812,-2791.9570,-4290.8953,4696.8643,177.6399,5456.7111,1502.3950,2468.3089,-3603.9376,4630.8816,-641.3948,-4408.5425,4683.8623,-108494.5165,-107033.5159,-106968.7816,-105268.5340,-102290.0160,-111562.2172,-116312.4730,-108870.1532,-97730142.4252,-97708606.0926,-97735880.2491,-97728691.1174,-107981.3867,-97730511.9608,
