sl_100_86400_20280617 Coordinates.csv
2028/06/17 07:47:00.0000 UTC

Generated: Tue Oct  8 21:42:44 2024,
Start: 2028/06/17 07:47:00.00, Stop: 2028/06/18 07:47:00.00,
TIME_UNITS,STARLINK-4043 - X-Coordinate,STARLINK-31395 - X-Coordinate,STARLINK-4560 - X-Coordinate,STARLINK-31887 - X-Coordinate,STARLINK-31720 - X-Coordinate,STARLINK-30313 - X-Coordinate,STARLINK-6274 - X-Coordinate,STARLINK-2648 - X-Coordinate,STARLINK-30357 - X-Coordinate,STARLINK-1719 - X-Coordinate,STARLINK-31864 - X-Coordinate,STARLINK-6326 - X-Coordinate,STARLINK-31193 - X-Coordinate,STARLINK-4541 - X-Coordinate,STARLINK-1956 - X-Coordinate,STARLINK-4494 - X-Coordinate,STARLINK-31741 - X-Coordinate,STARLINK-6263 - X-Coordinate,STARLINK-31824 - X-Coordinate,STARLINK-30216 - X-Coordinate,STARLINK-3458 - X-Coordinate,STARLINK-5065 - X-Coordinate,STARLINK-3502 - X-Coordinate,STARLINK-4201 - X-Coordinate,STARLINK-1336 - X-Coordinate,STARLINK-5482 - X-Coordinate,STARLINK-31866 - X-Coordinate,STARLINK-31457 - X-Coordinate,STARLINK-3368 - X-Coordinate,STARLINK-30572 - X-Coordinate,STARLINK-4589 - X-Coordinate,STARLINK-6158 - X-Coordinate,STARLINK-6239 - X-Coordinate,STARLINK-2475 - X-Coordinate,STARLINK-2170 - X-Coordinate,STARLINK-1039 - X-Coordinate,STARLINK-31405 - X-Coordinate,STARLINK-32232 - X-Coordinate,STARLINK-5854 - X-Coordinate,STARLINK-4395 - X-Coordinate,STARLINK-4792 - X-Coordinate,STARLINK-5288 - X-Coordinate,STARLINK-1173 - X-Coordinate,STARLINK-30985 - X-Coordinate,STARLINK-4581 - X-Coordinate,STARLINK-1349 - X-Coordinate,STARLINK-2700 - X-Coordinate,STARLINK-3967 - X-Coordinate,STARLINK-1331 - X-Coordinate,STARLINK-5007 - X-Coordinate,STARLINK-5117 - X-Coordinate,STARLINK-1542 - X-Coordinate,STARLINK-2564 - X-Coordinate,STARLINK-4601 - X-Coordinate,STARLINK-31779 - X-Coordinate,STARLINK-6343 - X-Coordinate,STARLINK-30176 - X-Coordinate,STARLINK-1996 - X-Coordinate,STARLINK-1512 - X-Coordinate,STARLINK-31654 - X-Coordinate,STARLINK-6321 - X-Coordinate,STARLINK-2155 - X-Coordinate,STARLINK-2084 - X-Coordinate,STARLINK-5752 - X-Coordinate,STARLINK-3093 - X-Coordinate,STARLINK-31875 - X-Coordinate,STARLINK-4182 - X-Coordinate,STARLINK-5280 - X-Coordinate,STARLINK-5922 - X-Coordinate,STARLINK-31564 - X-Coordinate,STARLINK-3549 - X-Coordinate,STARLINK-30248 - X-Coordinate,STARLINK-1067 - X-Coordinate,STARLINK-5794 - X-Coordinate,STARLINK-31921 - X-Coordinate,STARLINK-31718 - X-Coordinate,STARLINK-31994 - X-Coordinate,STARLINK-31051 - X-Coordinate,STARLINK-5345 - X-Coordinate,STARLINK-31030 - X-Coordinate,STARLINK-2749 - X-Coordinate,STARLINK-1103 - X-Coordinate,STARLINK-31896 - X-Coordinate,STARLINK-3177 - X-Coordinate,STARLINK-6301 - X-Coordinate,STARLINK-11259 [DTC] - X-Coordinate,STARLINK-5299 - X-Coordinate,STARLINK-30205 - X-Coordinate,STARLINK-3167 - X-Coordinate,STARLINK-3111 - X-Coordinate,STARLINK-11242 [DTC] - X-Coordinate,STARLINK-5019 - X-Coordinate,STARLINK-31229 - X-Coordinate,STARLINK-2133 - X-Coordinate,STARLINK-30316 - X-Coordinate,STARLINK-3242 - X-Coordinate,STARLINK-30870 - X-Coordinate,STARLINK-2140 - X-Coordinate,STARLINK-3569 - X-Coordinate,STARLINK-31761 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4043 - Y-Coordinate,STARLINK-31395 - Y-Coordinate,STARLINK-4560 - Y-Coordinate,STARLINK-31887 - Y-Coordinate,STARLINK-31720 - Y-Coordinate,STARLINK-30313 - Y-Coordinate,STARLINK-6274 - Y-Coordinate,STARLINK-2648 - Y-Coordinate,STARLINK-30357 - Y-Coordinate,STARLINK-1719 - Y-Coordinate,STARLINK-31864 - Y-Coordinate,STARLINK-6326 - Y-Coordinate,STARLINK-31193 - Y-Coordinate,STARLINK-4541 - Y-Coordinate,STARLINK-1956 - Y-Coordinate,STARLINK-4494 - Y-Coordinate,STARLINK-31741 - Y-Coordinate,STARLINK-6263 - Y-Coordinate,STARLINK-31824 - Y-Coordinate,STARLINK-30216 - Y-Coordinate,STARLINK-3458 - Y-Coordinate,STARLINK-5065 - Y-Coordinate,STARLINK-3502 - Y-Coordinate,STARLINK-4201 - Y-Coordinate,STARLINK-1336 - Y-Coordinate,STARLINK-5482 - Y-Coordinate,STARLINK-31866 - Y-Coordinate,STARLINK-31457 - Y-Coordinate,STARLINK-3368 - Y-Coordinate,STARLINK-30572 - Y-Coordinate,STARLINK-4589 - Y-Coordinate,STARLINK-6158 - Y-Coordinate,STARLINK-6239 - Y-Coordinate,STARLINK-2475 - Y-Coordinate,STARLINK-2170 - Y-Coordinate,STARLINK-1039 - Y-Coordinate,STARLINK-31405 - Y-Coordinate,STARLINK-32232 - Y-Coordinate,STARLINK-5854 - Y-Coordinate,STARLINK-4395 - Y-Coordinate,STARLINK-4792 - Y-Coordinate,STARLINK-5288 - Y-Coordinate,STARLINK-1173 - Y-Coordinate,STARLINK-30985 - Y-Coordinate,STARLINK-4581 - Y-Coordinate,STARLINK-1349 - Y-Coordinate,STARLINK-2700 - Y-Coordinate,STARLINK-3967 - Y-Coordinate,STARLINK-1331 - Y-Coordinate,STARLINK-5007 - Y-Coordinate,STARLINK-5117 - Y-Coordinate,STARLINK-1542 - Y-Coordinate,STARLINK-2564 - Y-Coordinate,STARLINK-4601 - Y-Coordinate,STARLINK-31779 - Y-Coordinate,STARLINK-6343 - Y-Coordinate,STARLINK-30176 - Y-Coordinate,STARLINK-1996 - Y-Coordinate,STARLINK-1512 - Y-Coordinate,STARLINK-31654 - Y-Coordinate,STARLINK-6321 - Y-Coordinate,STARLINK-2155 - Y-Coordinate,STARLINK-2084 - Y-Coordinate,STARLINK-5752 - Y-Coordinate,STARLINK-3093 - Y-Coordinate,STARLINK-31875 - Y-Coordinate,STARLINK-4182 - Y-Coordinate,STARLINK-5280 - Y-Coordinate,STARLINK-5922 - Y-Coordinate,STARLINK-31564 - Y-Coordinate,STARLINK-3549 - Y-Coordinate,STARLINK-30248 - Y-Coordinate,STARLINK-1067 - Y-Coordinate,STARLINK-5794 - Y-Coordinate,STARLINK-31921 - Y-Coordinate,STARLINK-31718 - Y-Coordinate,STARLINK-31994 - Y-Coordinate,STARLINK-31051 - Y-Coordinate,STARLINK-5345 - Y-Coordinate,STARLINK-31030 - Y-Coordinate,STARLINK-2749 - Y-Coordinate,STARLINK-1103 - Y-Coordinate,STARLINK-31896 - Y-Coordinate,STARLINK-3177 - Y-Coordinate,STARLINK-6301 - Y-Coordinate,STARLINK-11259 [DTC] - Y-Coordinate,STARLINK-5299 - Y-Coordinate,STARLINK-30205 - Y-Coordinate,STARLINK-3167 - Y-Coordinate,STARLINK-3111 - Y-Coordinate,STARLINK-11242 [DTC] - Y-Coordinate,STARLINK-5019 - Y-Coordinate,STARLINK-31229 - Y-Coordinate,STARLINK-2133 - Y-Coordinate,STARLINK-30316 - Y-Coordinate,STARLINK-3242 - Y-Coordinate,STARLINK-30870 - Y-Coordinate,STARLINK-2140 - Y-Coordinate,STARLINK-3569 - Y-Coordinate,STARLINK-31761 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4043 - Z-Coordinate,STARLINK-31395 - Z-Coordinate,STARLINK-4560 - Z-Coordinate,STARLINK-31887 - Z-Coordinate,STARLINK-31720 - Z-Coordinate,STARLINK-30313 - Z-Coordinate,STARLINK-6274 - Z-Coordinate,STARLINK-2648 - Z-Coordinate,STARLINK-30357 - Z-Coordinate,STARLINK-1719 - Z-Coordinate,STARLINK-31864 - Z-Coordinate,STARLINK-6326 - Z-Coordinate,STARLINK-31193 - Z-Coordinate,STARLINK-4541 - Z-Coordinate,STARLINK-1956 - Z-Coordinate,STARLINK-4494 - Z-Coordinate,STARLINK-31741 - Z-Coordinate,STARLINK-6263 - Z-Coordinate,STARLINK-31824 - Z-Coordinate,STARLINK-30216 - Z-Coordinate,STARLINK-3458 - Z-Coordinate,STARLINK-5065 - Z-Coordinate,STARLINK-3502 - Z-Coordinate,STARLINK-4201 - Z-Coordinate,STARLINK-1336 - Z-Coordinate,STARLINK-5482 - Z-Coordinate,STARLINK-31866 - Z-Coordinate,STARLINK-31457 - Z-Coordinate,STARLINK-3368 - Z-Coordinate,STARLINK-30572 - Z-Coordinate,STARLINK-4589 - Z-Coordinate,STARLINK-6158 - Z-Coordinate,STARLINK-6239 - Z-Coordinate,STARLINK-2475 - Z-Coordinate,STARLINK-2170 - Z-Coordinate,STARLINK-1039 - Z-Coordinate,STARLINK-31405 - Z-Coordinate,STARLINK-32232 - Z-Coordinate,STARLINK-5854 - Z-Coordinate,STARLINK-4395 - Z-Coordinate,STARLINK-4792 - Z-Coordinate,STARLINK-5288 - Z-Coordinate,STARLINK-1173 - Z-Coordinate,STARLINK-30985 - Z-Coordinate,STARLINK-4581 - Z-Coordinate,STARLINK-1349 - Z-Coordinate,STARLINK-2700 - Z-Coordinate,STARLINK-3967 - Z-Coordinate,STARLINK-1331 - Z-Coordinate,STARLINK-5007 - Z-Coordinate,STARLINK-5117 - Z-Coordinate,STARLINK-1542 - Z-Coordinate,STARLINK-2564 - Z-Coordinate,STARLINK-4601 - Z-Coordinate,STARLINK-31779 - Z-Coordinate,STARLINK-6343 - Z-Coordinate,STARLINK-30176 - Z-Coordinate,STARLINK-1996 - Z-Coordinate,STARLINK-1512 - Z-Coordinate,STARLINK-31654 - Z-Coordinate,STARLINK-6321 - Z-Coordinate,STARLINK-2155 - Z-Coordinate,STARLINK-2084 - Z-Coordinate,STARLINK-5752 - Z-Coordinate,STARLINK-3093 - Z-Coordinate,STARLINK-31875 - Z-Coordinate,STARLINK-4182 - Z-Coordinate,STARLINK-5280 - Z-Coordinate,STARLINK-5922 - Z-Coordinate,STARLINK-31564 - Z-Coordinate,STARLINK-3549 - Z-Coordinate,STARLINK-30248 - Z-Coordinate,STARLINK-1067 - Z-Coordinate,STARLINK-5794 - Z-Coordinate,STARLINK-31921 - Z-Coordinate,STARLINK-31718 - Z-Coordinate,STARLINK-31994 - Z-Coordinate,STARLINK-31051 - Z-Coordinate,STARLINK-5345 - Z-Coordinate,STARLINK-31030 - Z-Coordinate,STARLINK-2749 - Z-Coordinate,STARLINK-1103 - Z-Coordinate,STARLINK-31896 - Z-Coordinate,STARLINK-3177 - Z-Coordinate,STARLINK-6301 - Z-Coordinate,STARLINK-11259 [DTC] - Z-Coordinate,STARLINK-5299 - Z-Coordinate,STARLINK-30205 - Z-Coordinate,STARLINK-3167 - Z-Coordinate,STARLINK-3111 - Z-Coordinate,STARLINK-11242 [DTC] - Z-Coordinate,STARLINK-5019 - Z-Coordinate,STARLINK-31229 - Z-Coordinate,STARLINK-2133 - Z-Coordinate,STARLINK-30316 - Z-Coordinate,STARLINK-3242 - Z-Coordinate,STARLINK-30870 - Z-Coordinate,STARLINK-2140 - Z-Coordinate,STARLINK-3569 - Z-Coordinate,STARLINK-31761 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4506.2572,230.5344,-882.3181,-4323.0538,-2394.0901,5983.0827,6859.3721,5263.3882,4639.0930,1321.2127,3019.8099,2256.1491,-6328.0533,1303.5694,4188.4309,-2229.2441,1165.6378,-361.3372,1417.1558,3474.3185,1998.6209,2676.7670,-296.8310,-772.4670,5904.4811,-4749.9778,-6234.5024,-2985.1083,5768.6398,-1769.1034,-4048.0420,-3599.4619,1736.3050,5568.6692,-310.6823,-2693.1266,4908.9330,-1578.8124,5437.3229,2896.6123,142.2489,4401.6042,6412.3168,2485.6093,-3681.6526,-1211.9403,-1395.0303,-3295.2738,-2232.8737,872.0810,2265.4341,6411.5775,-2364.0558,4403.4319,-6411.6484,2272.5633,2047.2645,2625.2994,0.0000,4523.0891,-6657.5660,-2303.9100,5108.5245,-5018.5097,5542.5528,-4258.6604,-1917.7359,6670.3182,-6312.4720,3094.8645,310.1337,-1164.7664,2831.5309,-6690.9017,-3571.5633,4990.5924,-5836.0386,-3989.0625,-4421.8033,1340.8042,5550.1149,2191.1648,1545.1144,5497.4290,950.9049,-3208.4332,-2387.6296,-2573.7783,4637.6012,788.5808,0.0000,-2679.0535,6625.6449,2523.9678,-397.1388,6009.9097,4082.9888,-4399.9027,-2361.4281,0.0000,-383966.5324,-368135.0155,-392091.7170,-391927.4268,-387019.6778,-387302.1387,-382674.0795,-385624.7686,-247113029.1462,-247056789.6957,-247083439.0121,-247104763.4748,-386132.6592,-247094140.8702,-574.2302,-6809.9951,1627.7726,-2943.1871,4501.6166,-3236.6381,-110.1057,1237.1631,2311.2893,5561.7566,3664.2942,902.0574,-1559.7405,-5176.3021,-5068.3128,6485.9939,6567.4294,-5136.2501,-6198.7652,-5394.2419,5415.4366,480.1298,6323.0556,-4290.3145,128.5979,-2047.9384,1931.7183,-4093.6061,3800.8989,3679.1700,-2487.0581,-5632.5977,-5241.7076,-1967.6152,4428.1509,5346.7558,-1422.7974,-5207.4796,2623.8593,-2473.9781,-4809.0596,-5174.0116,-2440.4311,-4404.0733,5837.7843,-5507.3735,-5856.3913,-5191.6806,-5390.9428,-5009.7387,4006.4475,-2188.6549,-6327.9635,283.1513,2091.8389,-5000.2877,4666.6709,-4765.2481,0.0000,-2781.4402,-529.4913,4692.2871,1181.7886,-4729.2538,3323.3900,-2813.9226,4183.8647,-439.6391,-961.6398,-5765.2956,-4314.0764,-5142.1785,3149.5081,1544.1337,5456.7182,4015.8591,3605.3951,-5645.8158,-4676.4453,6404.7893,3249.1517,5101.2693,-6629.1410,3832.2806,-5907.7090,3834.0350,-5212.1413,4442.0383,-812.9632,-6410.1463,0.0000,-2456.3165,-947.5728,-4045.5147,4771.4255,3058.6643,-3046.6869,-850.8873,3498.9104,0.0000,-40532.9024,-47217.4930,-39837.6306,-40730.2435,-47784.8972,-45812.2441,-39476.0905,-42286.5073,223407388.4745,223399822.9359,223392211.5780,223410659.5219,-40743.1175,223409526.4824,5199.7439,196.0862,-6680.3313,-4373.3789,-4530.9825,370.0170,-1061.3613,-4144.9700,-4570.5213,3585.9870,-4968.9627,6553.0550,-1761.2704,-4378.0575,2099.7603,-804.4449,-1258.9174,-4643.1253,-2499.9325,-2627.3113,-3801.4887,-6402.6305,-2704.5891,5347.9218,-3473.3723,4607.5475,1960.2766,4554.4522,-446.1325,-5420.6715,-5020.6587,-1822.3254,-4200.4041,-3587.4233,5274.4567,3425.2738,-4503.3262,3813.3108,3436.8968,-5804.7353,-4863.5075,-1474.4737,-243.9752,4679.2356,108.3956,3972.9396,-3353.5456,-3153.0799,3699.3523,-4708.2372,-5137.8671,-916.4688,1503.3712,5300.6868,1020.1310,-4237.0879,4615.1706,4252.6076,0.0000,4257.6461,-1848.0839,4470.6444,-4455.9597,732.2061,2554.7221,4538.2532,5136.0095,1668.8785,2717.8926,1768.8852,5383.3253,4492.5422,5427.3857,-944.2006,-2004.9211,-2342.6749,-375.4009,-270.2178,-2577.7296,1898.0772,2532.7638,3945.2024,184.3206,1685.2749,-3486.5292,-4361.5371,-3962.4892,4615.6446,4990.7765,-2468.2248,0.0000,-5920.5871,-1444.4226,4960.6527,-4862.8816,1463.5416,4699.6660,-5275.6012,-5432.8433,0.0000,88019.3982,88059.9342,89358.1862,90765.1404,93798.1955,84539.2530,79903.7608,89004.8628,131301963.8137,131323326.0509,131322622.1484,131317063.1579,88175.4772,131309449.9692,
3600.000,6083.8747,2527.2895,5544.2350,5308.6651,-2133.5162,-3130.1652,-4410.0888,-6734.3422,-5362.3499,-3878.8383,-6147.2291,-4852.5911,6117.3816,669.9935,-819.6590,-148.0679,-3614.0616,4015.5226,2338.9193,162.4811,-4132.1678,-5545.6561,-1431.5480,4623.5809,-6501.3132,4846.7340,4914.4249,5802.5358,-5577.7367,-2724.3627,4190.9434,5256.9762,1032.5964,-1905.0872,-3940.0238,-1126.0187,-2270.9348,4357.8483,-6182.1534,-6546.7242,3974.9926,-2198.2842,-4029.7238,1002.2951,1467.5675,3638.7379,3342.1390,3976.6135,3827.4770,3130.0041,-5614.0705,-4637.9333,3427.1157,-5673.8082,3472.2333,1828.8915,-5434.5023,1578.3568,0.0000,-2861.1190,6449.7200,619.2434,-6786.5989,5807.2347,-5638.9437,5554.3486,-2552.2523,-4062.3808,3225.1505,-337.7933,3939.6166,4652.1854,-6118.0107,4467.1961,1084.0163,-6380.6037,3652.4251,4398.8253,6114.7064,-3163.2466,-6396.1722,-4095.3671,1402.1810,-4708.2230,1615.8523,-2597.0328,2249.2665,-1422.0216,-5334.3608,1822.0291,0.0000,2390.4133,-3788.8209,2024.9248,-3929.6176,-6109.8575,-1219.0976,6092.1645,-511.1024,0.0000,-364417.6045,-343659.5585,-368372.1313,-367152.3983,-363731.7012,-363754.9362,-360063.1890,-363778.4641,-296526470.1386,-296466138.6689,-296489037.8176,-296512646.0457,-363064.7290,-296506832.0992,-2437.2095,5089.0950,-2240.3607,-1634.6608,-5356.0182,4041.8698,639.8758,978.4151,1827.7100,-1356.1880,-2684.6773,2160.4747,-1403.2404,6849.6395,4500.1091,-5191.6918,-5006.9637,5019.4820,4443.2544,5133.4976,-5523.6404,2121.7305,-6486.3757,2145.3093,1899.3884,4952.0571,-4241.2837,482.2185,-1767.4945,-5138.7702,-1952.1605,4096.3647,6718.6004,3694.7707,-3096.4923,-4015.6040,5267.3132,4848.4987,-2812.9632,1792.0602,2353.8501,3585.6229,3523.5599,6199.1640,-5450.1469,2028.2693,5938.1784,1389.0995,1630.4872,5058.7126,-3488.3058,3513.3468,3496.8607,3059.3943,-4122.6400,4979.8779,-2062.9296,3910.9085,0.0000,6068.7254,-1715.5594,-6830.0603,975.2500,2524.2253,-3270.4241,-1523.4131,-4042.9557,2402.4693,-580.2829,6340.9679,3317.4822,2998.6085,-1065.0256,-3492.2803,-6419.4982,-1708.5039,-4331.3386,3311.9399,3083.6182,-3090.8198,-1898.0522,-796.3175,5644.3512,-763.6761,6730.0328,-3842.5456,1261.1516,-5576.0919,4039.1771,4046.4822,0.0000,-2240.9427,2769.3567,4183.8806,-2511.0996,-1360.7623,5776.9188,-2200.8728,-6208.2726,0.0000,-131603.5232,-138748.5506,-134031.1044,-135449.2833,-143652.2505,-140465.3659,-135764.2179,-135177.7710,151781528.8752,151784408.3907,151770125.1009,151779707.0423,-136339.0602,151784507.6776,-2207.0484,-3770.3272,3488.2308,3940.9599,3632.1624,-4509.5790,5308.1683,-235.6568,3941.3250,-5363.4630,1480.6811,-4560.6728,-2489.1001,465.5158,-5175.3559,4541.8321,-2821.4148,2577.2076,4620.3129,4643.4517,-362.6232,3612.7456,-1803.8071,-4667.6229,-1018.0141,369.5666,2075.0933,-3552.5957,-3702.1707,3479.6987,5123.2879,-1893.7103,1358.6243,5508.0398,-4749.3289,-5501.9314,3660.9659,1305.0220,1454.4451,1439.2048,5030.0217,5520.2732,4289.8233,-2856.9584,3966.6180,-5507.9703,-1011.8792,5465.7435,-5524.9793,3536.5524,1948.8175,-3592.1257,-4895.6418,-2483.3723,-4186.0093,4453.4540,-3689.3023,-5478.9415,0.0000,-1181.7116,-1863.9675,-614.0189,528.4954,2819.3503,2399.0866,-3684.7817,-4985.7679,-5026.3735,-6127.8804,2369.0591,-4617.7380,-4183.5017,-2994.7988,3974.5448,-2040.3524,-1697.8410,-3896.1150,4179.9763,-1070.5749,-5191.5485,1813.4236,-5394.6004,3534.0141,-5006.1293,88.5049,4734.2426,6459.9662,-3832.0888,-1560.8996,5290.0540,0.0000,6112.9015,4971.0899,-5086.5252,4966.9406,2902.4620,-3651.8008,2421.0264,2900.6269,0.0000,90836.8637,89106.6340,91530.3757,89715.1076,95724.7873,89234.6047,80325.2668,88344.0792,131333661.4719,131350102.6279,131348651.5770,131347510.0790,89472.7318,131338442.1322,
7200.000,-5316.9342,-5006.4696,-6692.5420,-4661.8097,5144.7945,-1740.0679,253.0025,4421.1487,4887.6011,5578.0618,6116.9356,6253.6932,-2516.3942,-2167.1830,-3488.7159,3562.6699,4913.1904,-5826.4286,-5749.9891,-4072.2473,4464.2963,6325.3881,3012.0966,-6823.2882,3692.2080,-1668.0296,-920.7645,-6310.0988,3732.7568,4904.4435,-4011.0328,-5271.8085,-3057.8105,-1957.8106,6567.4738,5067.6764,-532.1466,-4207.6799,4060.4387,5803.3945,-6657.2364,-2070.9894,-459.1757,-3501.6168,2276.8138,-5780.3706,-3977.8478,-4547.9907,-5271.0449,-5620.0964,6128.9603,220.2767,-4451.1211,4878.6094,1049.0052,-5122.2955,6855.5208,-5355.5424,0.0000,53.1894,-3785.9625,1191.4152,5214.7984,-4995.5060,3414.9936,-5047.9883,5684.2295,137.4569,364.9446,-3234.1500,-6476.1454,-6768.3858,6713.6594,-729.2264,2422.4026,4829.9593,719.6863,-4089.7101,-5620.1189,4864.3425,4663.3891,5338.3867,-4546.8201,3132.3260,-3502.9919,6134.6845,-3219.0303,4358.6629,3734.1467,-4896.2034,0.0000,-3012.5842,-559.2744,-5377.1380,6670.7368,3899.7604,-1310.5170,-5540.3616,2286.4198,0.0000,-322855.3594,-297013.8078,-321066.2517,-316446.0221,-317107.9265,-317511.0373,-313815.7498,-315863.9649,-325702013.9689,-325640902.0821,-325658922.2000,-325679732.1588,-316761.6692,-325682080.2328,3830.4142,-1166.8540,51.9335,4944.3098,4474.4126,-4039.7515,-2616.1806,-2698.5613,-4813.5457,-2789.3261,854.8299,-3140.4790,4247.0833,-5385.1539,-3350.8865,2422.3801,681.6220,-3599.5503,-1577.1549,-4085.4384,3081.3495,-2602.1000,3521.9060,-371.0374,-3246.1411,-4313.4098,4994.7456,2579.2298,-1803.4314,4514.3878,5262.1370,-722.7436,-5785.1108,-5323.0228,1778.0101,2396.8520,-6788.4208,-494.4503,1128.0757,637.7487,-161.9958,-1853.3016,-4228.1940,-5881.5438,3469.2197,1414.9455,-3099.4940,2888.4140,2249.1889,-4042.6536,1931.6685,-4102.8714,746.6819,-4482.3553,5270.5821,-4232.2281,-531.4151,-2937.2331,0.0000,-6203.9018,3755.9069,5700.7507,-2474.5953,1098.7546,903.1634,4605.9119,3563.1081,-4664.2529,3612.8246,-3791.3870,-2229.4313,-700.8175,-627.6161,5137.4174,4474.9868,-1841.0920,4069.8899,900.8505,-114.9344,-1468.3911,-806.5290,-3224.3744,-2245.4952,-3375.4736,-4940.1712,2517.2332,3098.8999,5327.8055,-4945.5656,-890.7361,0.0000,5628.2930,-4701.0845,-3892.5597,420.7550,-1737.1033,-6801.3433,3670.3284,6290.1493,0.0000,-218457.1578,-220979.2893,-219276.8997,-221113.0966,-230373.7006,-222661.8467,-223214.3287,-223837.6149,69806563.1075,69821202.2499,69802077.1855,69804848.6859,-222955.1931,69810675.2283,-2203.9167,4467.8892,1786.1614,-520.8245,2.0321,5193.6552,-6425.0280,4411.1983,-810.0089,2581.1944,2998.8879,138.1409,4593.0933,3721.7337,4916.5576,-5402.1717,4622.1509,1044.5576,-3340.0797,-3848.6164,4268.8280,1232.6149,5076.9079,992.9276,4758.9991,-5172.7897,-4552.0760,-152.4003,5532.3170,1242.6357,-1998.2035,4423.9667,2284.6356,-3949.4200,1142.1957,4014.8287,-14.8532,-5130.6811,-5531.3665,3742.7783,-1558.6050,-6371.1508,-5393.4395,-847.7397,-5522.3245,3488.1278,4683.8127,-4330.3019,3857.0522,-207.5311,2489.4375,5453.1663,5238.0592,-1949.6742,4195.6543,-1987.3837,270.3656,3222.3145,0.0000,-2816.0398,4411.8569,-3674.8699,3731.6429,-4690.8084,-5990.9005,115.2633,1617.4718,5060.7134,5910.8821,-4603.1842,924.7818,1322.3209,-1427.0836,-4600.5501,4534.6634,4439.1865,5478.1945,-5512.4289,4043.1801,4534.9407,-5046.3607,2740.8097,-4549.2600,5143.1904,3342.8605,-165.0182,-5345.7174,598.6761,-2967.2122,-4803.6283,0.0000,-2730.8598,-4947.0606,1825.3193,-1361.0836,-5429.1954,392.5647,1918.9633,1570.8736,0.0000,92974.2936,90149.0511,93143.7514,89160.6818,97198.9711,93088.8882,81390.5715,92071.8118,131365627.7981,131376752.5963,131374278.2596,131374821.2178,90762.6161,131367393.3574,
