sl_100_86400_20280929 Coordinates.csv
2028/09/29 07:47:00.0000 UTC

Generated: Tue Oct  8 21:43:15 2024,
Start: 2028/09/29 07:47:00.00, Stop: 2028/09/30 07:47:00.00,
TIME_UNITS,STARLINK-2538 - X-Coordinate,STARLINK-5014 - X-Coordinate,STARLINK-5222 - X-Coordinate,STARLINK-2498 - X-Coordinate,STARLINK-31222 - X-Coordinate,STARLINK-4402 - X-Coordinate,STARLINK-30302 - X-Coordinate,STARLINK-1940 - X-Coordinate,STARLINK-3893 - X-Coordinate,STARLINK-2435 - X-Coordinate,STARLINK-31582 - X-Coordinate,STARLINK-31896 - X-Coordinate,STARLINK-4062 - X-Coordinate,STARLINK-31744 - X-Coordinate,STARLINK-2465 - X-Coordinate,STARLINK-5730 - X-Coordinate,STARLINK-30345 - X-Coordinate,STARLINK-1207 - X-Coordinate,STARLINK-31938 - X-Coordinate,STARLINK-31363 - X-Coordinate,STARLINK-6034 - X-Coordinate,STARLINK-2570 - X-Coordinate,STARLINK-3618 - X-Coordinate,STARLINK-30104 - X-Coordinate,STARLINK-30818 - X-Coordinate,STARLINK-5420 - X-Coordinate,STARLINK-4490 - X-Coordinate,STARLINK-31733 - X-Coordinate,STARLINK-3619 - X-Coordinate,STARLINK-4755 - X-Coordinate,STARLINK-5039 - X-Coordinate,STARLINK-6043 - X-Coordinate,STARLINK-4448 - X-Coordinate,STARLINK-3975 - X-Coordinate,STARLINK-2008 - X-Coordinate,STARLINK-5538 - X-Coordinate,STARLINK-5245 - X-Coordinate,STARLINK-11141 [DTC] - X-Coordinate,STARLINK-5745 - X-Coordinate,STARLINK-3883 - X-Coordinate,STARLINK-11263 [DTC] - X-Coordinate,STARLINK-31925 - X-Coordinate,STARLINK-32104 - X-Coordinate,STARLINK-31137 - X-Coordinate,STARLINK-30317 - X-Coordinate,STARLINK-31383 - X-Coordinate,STARLINK-5823 - X-Coordinate,STARLINK-3525 - X-Coordinate,STARLINK-4507 - X-Coordinate,STARLINK-1936 - X-Coordinate,STARLINK-5522 - X-Coordinate,STARLINK-31328 - X-Coordinate,STARLINK-3847 - X-Coordinate,STARLINK-4081 - X-Coordinate,STARLINK-6185 - X-Coordinate,STARLINK-2040 - X-Coordinate,STARLINK-1978 - X-Coordinate,STARLINK-31247 - X-Coordinate,STARLINK-5079 - X-Coordinate,STARLINK-11134 [DTC] - X-Coordinate,STARLINK-3318 - X-Coordinate,STARLINK-3842 - X-Coordinate,STARLINK-11242 [DTC] - X-Coordinate,STARLINK-2432 - X-Coordinate,STARLINK-1418 - X-Coordinate,STARLINK-5590 - X-Coordinate,STARLINK-30859 - X-Coordinate,STARLINK-6215 - X-Coordinate,STARLINK-4544 - X-Coordinate,STARLINK-1961 - X-Coordinate,STARLINK-6097 - X-Coordinate,STARLINK-3642 - X-Coordinate,STARLINK-2195 - X-Coordinate,STARLINK-2543 - X-Coordinate,STARLINK-31078 - X-Coordinate,STARLINK-5747 - X-Coordinate,STARLINK-1117 - X-Coordinate,STARLINK-6050 - X-Coordinate,STARLINK-1271 - X-Coordinate,STARLINK-3158 - X-Coordinate,STARLINK-4430 - X-Coordinate,STARLINK-4134 - X-Coordinate,STARLINK-5119 - X-Coordinate,STARLINK-32112 - X-Coordinate,STARLINK-3081 - X-Coordinate,STARLINK-4370 - X-Coordinate,STARLINK-4691 - X-Coordinate,STARLINK-4034 - X-Coordinate,STARLINK-1150 - X-Coordinate,STARLINK-3533 - X-Coordinate,STARLINK-30900 - X-Coordinate,STARLINK-2125 - X-Coordinate,STARLINK-5324 - X-Coordinate,STARLINK-4324 - X-Coordinate,STARLINK-4593 - X-Coordinate,STARLINK-30510 - X-Coordinate,STARLINK-3954 - X-Coordinate,STARLINK-6132 - X-Coordinate,STARLINK-30813 - X-Coordinate,STARLINK-30127 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2538 - Y-Coordinate,STARLINK-5014 - Y-Coordinate,STARLINK-5222 - Y-Coordinate,STARLINK-2498 - Y-Coordinate,STARLINK-31222 - Y-Coordinate,STARLINK-4402 - Y-Coordinate,STARLINK-30302 - Y-Coordinate,STARLINK-1940 - Y-Coordinate,STARLINK-3893 - Y-Coordinate,STARLINK-2435 - Y-Coordinate,STARLINK-31582 - Y-Coordinate,STARLINK-31896 - Y-Coordinate,STARLINK-4062 - Y-Coordinate,STARLINK-31744 - Y-Coordinate,STARLINK-2465 - Y-Coordinate,STARLINK-5730 - Y-Coordinate,STARLINK-30345 - Y-Coordinate,STARLINK-1207 - Y-Coordinate,STARLINK-31938 - Y-Coordinate,STARLINK-31363 - Y-Coordinate,STARLINK-6034 - Y-Coordinate,STARLINK-2570 - Y-Coordinate,STARLINK-3618 - Y-Coordinate,STARLINK-30104 - Y-Coordinate,STARLINK-30818 - Y-Coordinate,STARLINK-5420 - Y-Coordinate,STARLINK-4490 - Y-Coordinate,STARLINK-31733 - Y-Coordinate,STARLINK-3619 - Y-Coordinate,STARLINK-4755 - Y-Coordinate,STARLINK-5039 - Y-Coordinate,STARLINK-6043 - Y-Coordinate,STARLINK-4448 - Y-Coordinate,STARLINK-3975 - Y-Coordinate,STARLINK-2008 - Y-Coordinate,STARLINK-5538 - Y-Coordinate,STARLINK-5245 - Y-Coordinate,STARLINK-11141 [DTC] - Y-Coordinate,STARLINK-5745 - Y-Coordinate,STARLINK-3883 - Y-Coordinate,STARLINK-11263 [DTC] - Y-Coordinate,STARLINK-31925 - Y-Coordinate,STARLINK-32104 - Y-Coordinate,STARLINK-31137 - Y-Coordinate,STARLINK-30317 - Y-Coordinate,STARLINK-31383 - Y-Coordinate,STARLINK-5823 - Y-Coordinate,STARLINK-3525 - Y-Coordinate,STARLINK-4507 - Y-Coordinate,STARLINK-1936 - Y-Coordinate,STARLINK-5522 - Y-Coordinate,STARLINK-31328 - Y-Coordinate,STARLINK-3847 - Y-Coordinate,STARLINK-4081 - Y-Coordinate,STARLINK-6185 - Y-Coordinate,STARLINK-2040 - Y-Coordinate,STARLINK-1978 - Y-Coordinate,STARLINK-31247 - Y-Coordinate,STARLINK-5079 - Y-Coordinate,STARLINK-11134 [DTC] - Y-Coordinate,STARLINK-3318 - Y-Coordinate,STARLINK-3842 - Y-Coordinate,STARLINK-11242 [DTC] - Y-Coordinate,STARLINK-2432 - Y-Coordinate,STARLINK-1418 - Y-Coordinate,STARLINK-5590 - Y-Coordinate,STARLINK-30859 - Y-Coordinate,STARLINK-6215 - Y-Coordinate,STARLINK-4544 - Y-Coordinate,STARLINK-1961 - Y-Coordinate,STARLINK-6097 - Y-Coordinate,STARLINK-3642 - Y-Coordinate,STARLINK-2195 - Y-Coordinate,STARLINK-2543 - Y-Coordinate,STARLINK-31078 - Y-Coordinate,STARLINK-5747 - Y-Coordinate,STARLINK-1117 - Y-Coordinate,STARLINK-6050 - Y-Coordinate,STARLINK-1271 - Y-Coordinate,STARLINK-3158 - Y-Coordinate,STARLINK-4430 - Y-Coordinate,STARLINK-4134 - Y-Coordinate,STARLINK-5119 - Y-Coordinate,STARLINK-32112 - Y-Coordinate,STARLINK-3081 - Y-Coordinate,STARLINK-4370 - Y-Coordinate,STARLINK-4691 - Y-Coordinate,STARLINK-4034 - Y-Coordinate,STARLINK-1150 - Y-Coordinate,STARLINK-3533 - Y-Coordinate,STARLINK-30900 - Y-Coordinate,STARLINK-2125 - Y-Coordinate,STARLINK-5324 - Y-Coordinate,STARLINK-4324 - Y-Coordinate,STARLINK-4593 - Y-Coordinate,STARLINK-30510 - Y-Coordinate,STARLINK-3954 - Y-Coordinate,STARLINK-6132 - Y-Coordinate,STARLINK-30813 - Y-Coordinate,STARLINK-30127 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2538 - Z-Coordinate,STARLINK-5014 - Z-Coordinate,STARLINK-5222 - Z-Coordinate,STARLINK-2498 - Z-Coordinate,STARLINK-31222 - Z-Coordinate,STARLINK-4402 - Z-Coordinate,STARLINK-30302 - Z-Coordinate,STARLINK-1940 - Z-Coordinate,STARLINK-3893 - Z-Coordinate,STARLINK-2435 - Z-Coordinate,STARLINK-31582 - Z-Coordinate,STARLINK-31896 - Z-Coordinate,STARLINK-4062 - Z-Coordinate,STARLINK-31744 - Z-Coordinate,STARLINK-2465 - Z-Coordinate,STARLINK-5730 - Z-Coordinate,STARLINK-30345 - Z-Coordinate,STARLINK-1207 - Z-Coordinate,STARLINK-31938 - Z-Coordinate,STARLINK-31363 - Z-Coordinate,STARLINK-6034 - Z-Coordinate,STARLINK-2570 - Z-Coordinate,STARLINK-3618 - Z-Coordinate,STARLINK-30104 - Z-Coordinate,STARLINK-30818 - Z-Coordinate,STARLINK-5420 - Z-Coordinate,STARLINK-4490 - Z-Coordinate,STARLINK-31733 - Z-Coordinate,STARLINK-3619 - Z-Coordinate,STARLINK-4755 - Z-Coordinate,STARLINK-5039 - Z-Coordinate,STARLINK-6043 - Z-Coordinate,STARLINK-4448 - Z-Coordinate,STARLINK-3975 - Z-Coordinate,STARLINK-2008 - Z-Coordinate,STARLINK-5538 - Z-Coordinate,STARLINK-5245 - Z-Coordinate,STARLINK-11141 [DTC] - Z-Coordinate,STARLINK-5745 - Z-Coordinate,STARLINK-3883 - Z-Coordinate,STARLINK-11263 [DTC] - Z-Coordinate,STARLINK-31925 - Z-Coordinate,STARLINK-32104 - Z-Coordinate,STARLINK-31137 - Z-Coordinate,STARLINK-30317 - Z-Coordinate,STARLINK-31383 - Z-Coordinate,STARLINK-5823 - Z-Coordinate,STARLINK-3525 - Z-Coordinate,STARLINK-4507 - Z-Coordinate,STARLINK-1936 - Z-Coordinate,STARLINK-5522 - Z-Coordinate,STARLINK-31328 - Z-Coordinate,STARLINK-3847 - Z-Coordinate,STARLINK-4081 - Z-Coordinate,STARLINK-6185 - Z-Coordinate,STARLINK-2040 - Z-Coordinate,STARLINK-1978 - Z-Coordinate,STARLINK-31247 - Z-Coordinate,STARLINK-5079 - Z-Coordinate,STARLINK-11134 [DTC] - Z-Coordinate,STARLINK-3318 - Z-Coordinate,STARLINK-3842 - Z-Coordinate,STARLINK-11242 [DTC] - Z-Coordinate,STARLINK-2432 - Z-Coordinate,STARLINK-1418 - Z-Coordinate,STARLINK-5590 - Z-Coordinate,STARLINK-30859 - Z-Coordinate,STARLINK-6215 - Z-Coordinate,STARLINK-4544 - Z-Coordinate,STARLINK-1961 - Z-Coordinate,STARLINK-6097 - Z-Coordinate,STARLINK-3642 - Z-Coordinate,STARLINK-2195 - Z-Coordinate,STARLINK-2543 - Z-Coordinate,STARLINK-31078 - Z-Coordinate,STARLINK-5747 - Z-Coordinate,STARLINK-1117 - Z-Coordinate,STARLINK-6050 - Z-Coordinate,STARLINK-1271 - Z-Coordinate,STARLINK-3158 - Z-Coordinate,STARLINK-4430 - Z-Coordinate,STARLINK-4134 - Z-Coordinate,STARLINK-5119 - Z-Coordinate,STARLINK-32112 - Z-Coordinate,STARLINK-3081 - Z-Coordinate,STARLINK-4370 - Z-Coordinate,STARLINK-4691 - Z-Coordinate,STARLINK-4034 - Z-Coordinate,STARLINK-1150 - Z-Coordinate,STARLINK-3533 - Z-Coordinate,STARLINK-30900 - Z-Coordinate,STARLINK-2125 - Z-Coordinate,STARLINK-5324 - Z-Coordinate,STARLINK-4324 - Z-Coordinate,STARLINK-4593 - Z-Coordinate,STARLINK-30510 - Z-Coordinate,STARLINK-3954 - Z-Coordinate,STARLINK-6132 - Z-Coordinate,STARLINK-30813 - Z-Coordinate,STARLINK-30127 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1738.5465,4414.8288,628.4504,472.8098,4456.5950,1005.9697,1182.9292,2036.7849,-4688.5905,5044.6428,-6609.6770,4972.2826,-1295.3488,5943.8082,6016.1957,3690.1612,-581.4328,-3215.5875,-1151.9470,-1265.2681,6424.8841,2855.0230,5189.2472,-2001.9289,-6415.0964,5066.8858,3949.3091,5217.6883,2390.8791,3788.1751,-3746.6930,-3026.2495,1046.3304,213.9567,1483.4579,314.2502,2397.3849,129.1395,-3636.2845,-5539.1668,2948.5412,-2712.6241,0.0000,148.9955,-480.2157,4968.6313,3038.2267,-4289.6834,2315.2088,5314.0206,-270.9068,-4536.3327,6519.2584,4538.2627,1424.6663,-6145.8018,4008.3000,-4096.7853,300.3406,1635.9775,5759.7003,-4632.1379,0.0000,5748.3576,6792.1220,4674.0713,-4517.9702,-3233.6386,-726.2125,-4241.9070,3882.6914,-6638.5709,4734.5294,3230.2386,-122.6923,-1026.4668,-3982.4870,-5875.3234,-2012.8116,6045.3005,1437.0212,6542.8289,-2645.7553,3946.3136,-634.0275,-1677.0787,5106.4341,3198.3282,-3009.2782,4926.3025,-3390.5742,3268.3986,4522.1983,2558.6405,3211.0951,-786.3066,2546.6409,-5011.3363,-3997.8723,-2956.1225,373372.8871,383576.2586,378995.1846,380462.1103,386443.5633,384487.2018,377399.4232,378203.3057,-282305721.5235,-282289606.6026,-282285506.1112,-282297447.4178,379296.8941,-282290271.2587,4262.5454,-3821.1991,-5245.1069,5371.0236,-4350.1229,4137.7299,-4797.4568,-3720.7803,-2953.4718,-2076.5897,-956.0511,-204.1491,3944.4237,3061.0030,-40.1629,5831.2912,5954.1745,-4441.7532,5487.9418,-6720.5689,2297.0854,-2932.8882,-3987.6457,-4834.5866,483.6321,-2475.3537,1202.6950,-3087.2915,6167.1968,4611.4114,-3785.7823,1353.1648,3660.2122,6817.8615,-4055.6850,1272.2525,-3465.6111,4395.8812,-4208.5211,3482.8788,3160.3160,6007.1637,0.0000,-6203.9542,4273.0795,4264.2567,-1676.0505,-841.6949,-4171.3007,-3646.5887,-3085.2094,594.9746,1120.2056,5126.2837,6680.6296,274.7535,-3195.2323,5365.1017,-4399.9344,-4638.8950,3718.2564,3770.8584,0.0000,3604.6315,634.0598,-2182.6564,2500.7805,-3925.7881,5713.5655,-3935.3855,3673.2393,1524.2837,4410.9030,2638.8815,-5049.9723,-5109.9191,271.1609,-1479.2774,-4187.2328,-3240.1802,6622.8016,-425.8066,-3824.0700,-3012.5968,3359.0412,1896.2823,-649.0802,-5748.4516,4284.3144,474.6683,5908.2806,5083.4886,1773.5980,2637.9042,-3964.7755,6812.6091,6125.0723,-1015.6212,3103.9143,5160.1853,-109784.1281,-86013.2524,-111236.5958,-110884.3285,-104737.3385,-105215.2072,-102150.7905,-106001.4233,64379601.7085,64359679.0678,64392532.1811,64363366.6936,-105271.4707,64374245.1832,5136.1722,-3642.1007,-4434.1942,4295.3021,-2843.2032,5453.0490,-4746.6494,-5461.7008,-4130.1955,4148.6269,-1322.3057,4637.6625,-5510.9316,1197.8294,3146.6098,-2.0254,3492.4110,-4174.8142,-3888.9057,203.6919,-1085.9358,5164.0114,-2263.3056,-4524.6291,-2601.2926,-3990.6057,5516.9679,3101.6458,1918.9288,-3228.7119,4424.3142,-6086.0656,5772.6587,1137.6192,-5340.8660,6805.2975,-5475.2550,-5151.0020,4124.0957,2183.0312,5166.1135,-1689.4586,0.0000,-2899.7574,5310.3963,-2015.1755,-6035.9299,5267.4723,4992.0115,-2602.8665,6210.4693,-5095.4440,-1986.0558,872.3604,-1211.0826,3064.9340,-4659.9232,868.1468,5313.0824,4606.0367,802.2644,3425.3936,0.0000,-1092.6729,-1007.2322,4616.5240,-4596.8199,-4704.7743,3750.1064,-3775.4631,4384.4116,1092.7327,-2340.0706,5539.6761,-4599.9810,4546.3662,-5253.7774,3382.1955,-5114.0265,-909.5643,-1227.4764,2157.2215,5094.3593,4678.6953,6049.4081,6451.8407,-4618.4318,1951.4663,-4231.1850,-4823.8972,-1263.8683,-3315.9298,-4976.0392,-5898.1661,4631.2211,-491.7798,-770.6764,-4659.5031,4650.9529,-3569.8117,-86736.2755,-89657.1926,-87503.6027,-86688.6523,-83276.2715,-92250.1921,-97307.8946,-90179.7753,90717813.8741,90693290.3175,90690934.2270,90703036.6269,-88937.2456,90705567.3430,
3600.000,-4713.4802,-3641.7722,1608.3220,-3563.6435,-372.9685,1233.0368,3243.2513,2089.6844,3974.7602,-978.3430,4724.9620,-4165.3928,-2491.1068,-5224.6013,-6252.3881,-4929.8050,-1970.0454,4189.7533,-2008.0688,3471.1959,-4073.9385,273.5476,-1826.7090,5393.6415,6275.1539,-1127.6902,-5137.8345,-1106.2394,-3736.4986,-5619.3044,6426.9407,-1284.3158,1093.1812,-1707.2883,1743.9428,3424.2375,1590.8453,-4679.7173,6286.9370,2100.8903,-5033.2876,-26.9797,0.0000,3291.4368,-4106.6175,-5762.9280,-4588.5762,5963.7447,-435.3500,-1952.0575,2812.7087,1833.2316,-6435.8231,-4579.6926,-3436.4237,3063.5460,140.5554,1769.5044,3909.1863,3385.8850,-5069.2800,542.0369,0.0000,-5784.6290,-4847.7949,-2086.1698,1587.6514,6105.2416,-2700.9863,6185.8514,-5438.0752,4076.4610,-5770.4847,-5663.8944,4463.4452,4542.1537,2421.6415,6605.3339,5331.4990,-4414.2896,863.8603,-3795.8160,5858.7254,-3169.4296,-651.4192,6038.8269,-6021.9298,-1508.9863,1194.9883,-2842.5421,300.8290,-5106.5346,-6651.1255,1770.1642,1241.1010,-1750.3890,-3777.7705,5798.7286,1517.3619,868.3646,389747.7767,393856.9119,392158.7027,393784.1262,401345.6315,397902.9256,392836.9810,394757.0348,-289319149.1157,-289299695.5837,-289305494.2048,-289304616.8461,393961.6869,-289303519.1684,-930.7771,5793.4135,6680.0655,-2287.1196,4165.2395,-6762.3104,3131.0676,4945.8720,-1237.3511,4095.8487,-2303.8613,4550.9134,-5439.1688,678.0198,2125.3346,-3362.2194,-6643.6864,185.2404,-6503.7916,4779.8620,-3649.2059,6429.0330,4163.7251,3765.3075,-2782.8869,3986.1886,2765.0881,4872.5883,-5202.4498,-3452.1496,1766.6531,-3393.9044,-6701.6854,-5921.8706,6134.6666,2576.4875,5157.5796,-2149.0073,2646.4671,-4000.3288,1578.5999,-6366.7325,0.0000,3771.4609,-3257.6367,-2624.9117,4571.4615,-2510.0845,6687.0258,4040.4467,5597.8274,-4508.5365,509.7057,-2335.6219,-4394.9427,-2868.8369,4350.6656,-5428.7953,3141.9027,3121.8906,-1055.5393,-4109.1713,0.0000,-1612.0918,1475.7533,5323.7100,-5477.5880,1413.5254,-3118.3777,3042.5593,201.3957,-2931.1276,-3040.7031,554.8624,3833.0731,4719.7309,-5469.5328,1502.1639,3928.7208,4140.6381,-3636.8813,2494.1628,3115.3732,5997.5744,-6418.1487,-1845.8282,3262.0753,6172.0092,-6609.0045,3434.5319,-5530.4303,-4504.4395,-1933.8220,641.5886,4183.9431,-5837.7758,-2472.1310,-2666.7158,-6162.2010,-6874.3167,-15158.0808,13468.8725,-11916.5937,-10418.6882,-5650.8658,-6257.2885,-3592.5909,-5627.3480,-10952836.6360,-10974926.2577,-10943741.9461,-10972491.0715,-6473.9409,-10959109.1073,-4963.6038,-698.4385,528.7539,-5451.4141,5407.8870,-819.3117,5146.1420,4341.5426,5501.5029,-5419.2921,4316.4770,-2886.6096,3416.8958,-4294.5301,1591.4014,-3472.0988,-160.2709,5455.7677,419.2803,3447.2324,-4218.7710,-1461.6888,5209.1347,2121.2266,-1018.8680,5513.1156,-3689.4061,-4637.1279,2530.3755,-1589.2666,-1903.4025,5888.7148,-1366.7393,3131.9512,2528.3144,-5469.1136,4295.0773,4384.1333,-1224.1276,-5220.8158,-4205.8393,-2400.7533,0.0000,4661.7629,-4399.0906,-2615.7553,2526.3927,-2267.4683,-1706.8953,5297.5474,-3020.0398,4804.1956,-2454.2568,-4611.9224,4109.4709,-5451.1637,5374.6588,3694.3512,-4764.5865,-4930.6166,-4571.0367,-5509.5988,0.0000,-3344.7145,4666.9570,-3919.9201,3892.1546,2937.6167,-5509.0701,-396.7355,-4279.1305,-4737.7612,-2187.8179,-3983.1630,3457.0083,-2244.9942,2766.8520,1534.6370,1943.6438,-3355.8632,5777.6843,-5206.6789,-1921.3664,-777.1077,-2617.5165,-2890.3921,914.6435,2590.4550,-406.2588,5264.4172,4148.7544,-1053.7917,517.9220,6674.4222,-5346.8803,-3187.3977,4909.5312,2650.3012,-2663.9113,250.1602,-84904.1956,-88626.3475,-85449.0909,-87744.9903,-81446.5576,-87508.5498,-96825.9710,-86308.8049,90669724.5432,90652192.2757,90641420.7359,90659899.7749,-87652.6919,90658159.8805,
7200.000,6505.5479,949.3384,-2905.8601,6145.4545,-4180.9985,-2895.4330,-6417.0248,-4613.5153,-3149.6198,-2781.4113,-1148.8639,2015.3545,4413.0344,2730.7628,2783.6796,5004.1293,3759.0229,-4850.9075,4044.2747,-5012.3582,-316.5675,-2661.2740,-2545.5021,-6490.7168,-3718.9333,-2707.7374,4885.6619,-3161.3281,4088.1913,4454.4792,-6678.9553,3786.6406,-2951.0016,3419.4130,-3411.2496,-3350.4414,-4053.3340,6770.6774,-6477.1942,2367.6794,5041.4680,3356.5155,0.0000,-6086.6608,6555.4047,4138.9506,4569.7661,-5019.6556,-1150.0085,-2265.6693,-3109.7194,410.1868,3565.2854,3834.2686,5194.7276,532.3255,-3674.2721,2405.5037,-6535.2228,-6549.2744,3172.2956,3755.8152,0.0000,3652.6304,1304.9698,-412.2052,1084.5912,-6837.0537,5883.5158,-5362.4175,5808.7234,129.1991,4465.4334,6439.9134,-6599.9352,-6065.2119,124.5012,-4122.8615,-5972.6595,514.0459,-320.1084,12.8860,-6251.3552,892.4658,758.9240,-6486.0887,4398.8447,-1660.7164,1523.7107,982.3414,3506.5215,4765.0686,5370.2353,-3088.5698,-4918.5635,4320.0609,4041.9129,-4835.2146,944.1213,1457.6070,382644.3532,378723.2493,379985.8105,381326.7542,390716.2508,382582.0664,382953.4791,382793.9089,-276577229.4925,-276554022.1264,-276567393.0238,-276555882.7463,383284.1587,-276560922.1178,-1665.2064,-5071.0756,-5034.9795,-628.7450,-3545.5165,4547.2106,-1463.9731,-5123.4688,5127.2226,-5562.4976,5395.9804,-6409.6574,5223.2297,-4775.9173,-3528.8743,-745.2959,4810.1773,3739.0594,4347.0527,-625.4294,1061.5235,-4654.2791,-4104.6143,-1756.9351,4263.1947,-5281.4895,-4839.9396,-5433.4301,1517.5281,-137.2275,463.5990,5398.6574,4890.4673,2497.7614,-5604.9545,-6013.0052,-5576.7978,47.3277,-355.4237,4268.5649,-4458.2667,3705.6370,0.0000,-528.9122,1934.3902,-972.1500,-4665.5547,4027.2415,-6268.9273,-4361.7952,-5896.4099,6746.5118,-2617.1014,-2016.5477,717.1715,5462.7294,-5159.2726,3334.2626,-1905.2374,-1262.1351,-2918.5633,4209.6289,0.0000,-1955.3580,-4208.8288,-6868.8964,6785.3211,894.4987,360.0888,-681.4476,-3448.6442,4408.9124,-284.9593,-2589.9273,-1734.3402,-3001.8034,6002.1612,-227.3676,-2449.6135,-4151.9105,-2049.5955,-4849.9656,-1530.3131,-5656.2842,6505.6384,-499.3293,-4149.4932,-3951.8062,4596.1552,-6413.0535,3933.4454,1603.7345,1310.8357,-5092.8757,-4089.5265,2568.3241,-3052.8208,4835.8791,6721.2488,5969.8328,81459.3185,112437.7355,88334.7041,93455.4623,94120.8893,91946.9820,95993.6105,92237.0647,-85523501.4764,-85545270.8135,-85520705.5641,-85540946.9664,92935.9313,-85530483.9794,1591.0251,4538.4602,3693.9144,3060.9089,-4100.9516,-4353.2546,-1895.2342,-504.1296,-3399.7108,2881.9907,-3993.3563,-1104.6141,878.6023,3976.3747,-5100.1201,4683.4116,-3290.6015,-3161.2911,3350.7730,-4621.3361,6806.2109,-3849.8882,-4965.9872,1600.5339,4004.6051,-3536.0041,-551.5410,2618.9850,-5339.9228,5102.5064,-1799.7026,-2135.3370,-3916.2966,-5475.8915,2010.2677,863.3299,-392.1746,-25.8927,-2444.9004,4866.3479,-409.0265,4603.4004,0.0000,-3096.2086,281.0704,5360.8770,2395.1443,-2363.2659,-2683.8724,-4919.3105,-1964.6506,-1082.8995,5290.2433,5362.8175,-4544.1112,4131.7019,-2806.3697,-5428.8299,1193.7191,989.3878,5381.0623,3944.7049,0.0000,5471.3453,-5308.9687,810.3880,-731.9899,623.2466,3533.4119,4288.5051,1490.0100,5294.2157,5214.0447,39.3111,236.4853,-1467.7984,2719.6030,-5587.9960,2444.5368,5497.9977,-6574.3982,4904.1385,-2509.1748,-3726.0167,-2349.5238,-2421.8267,3336.4135,-5367.3219,4661.9110,-2379.5253,-4500.7642,4701.8527,4203.2688,-3581.2434,2569.6814,4681.3394,-4356.1308,1010.3178,-1134.7347,3200.1010,-83243.2873,-87580.7012,-83978.1048,-87854.0567,-80046.6418,-84156.7226,-95691.3668,-87967.3092,90620877.8114,90611685.9480,90592684.4119,90616359.6980,-86361.1042,90610743.9695,
