sl_20_86400_20280415 Coordinates.csv
2028/04/15 07:47:00.0000 UTC

Generated: Tue Oct  8 21:41:21 2024,
Start: 2028/04/15 07:47:00.00, Stop: 2028/04/16 07:47:00.00,
TIME_UNITS,STARLINK-11261 [DTC] - X-Coordinate,STARLINK-4677 - X-Coordinate,STARLINK-2294 - X-Coordinate,STARLINK-4027 - X-Coordinate,STARLINK-31929 - X-Coordinate,STARLINK-31216 - X-Coordinate,STARLINK-4623 - X-Coordinate,STARLINK-2615 - X-Coordinate,STARLINK-31906 - X-Coordinate,STARLINK-1980 - X-Coordinate,STARLINK-5068 - X-Coordinate,STARLINK-1331 - X-Coordinate,STARLINK-2592 - X-Coordinate,STARLINK-6225 - X-Coordinate,STARLINK-30436 - X-Coordinate,STARLINK-30255 - X-Coordinate,STARLINK-30380 - X-Coordinate,STARLINK-2727 - X-Coordinate,STARLINK-31329 - X-Coordinate,STARLINK-11145 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11261 [DTC] - Y-Coordinate,STARLINK-4677 - Y-Coordinate,STARLINK-2294 - Y-Coordinate,STARLINK-4027 - Y-Coordinate,STARLINK-31929 - Y-Coordinate,STARLINK-31216 - Y-Coordinate,STARLINK-4623 - Y-Coordinate,STARLINK-2615 - Y-Coordinate,STARLINK-31906 - Y-Coordinate,STARLINK-1980 - Y-Coordinate,STARLINK-5068 - Y-Coordinate,STARLINK-1331 - Y-Coordinate,STARLINK-2592 - Y-Coordinate,STARLINK-6225 - Y-Coordinate,STARLINK-30436 - Y-Coordinate,STARLINK-30255 - Y-Coordinate,STARLINK-30380 - Y-Coordinate,STARLINK-2727 - Y-Coordinate,STARLINK-31329 - Y-Coordinate,STARLINK-11145 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11261 [DTC] - Z-Coordinate,STARLINK-4677 - Z-Coordinate,STARLINK-2294 - Z-Coordinate,STARLINK-4027 - Z-Coordinate,STARLINK-31929 - Z-Coordinate,STARLINK-31216 - Z-Coordinate,STARLINK-4623 - Z-Coordinate,STARLINK-2615 - Z-Coordinate,STARLINK-31906 - Z-Coordinate,STARLINK-1980 - Z-Coordinate,STARLINK-5068 - Z-Coordinate,STARLINK-1331 - Z-Coordinate,STARLINK-2592 - Z-Coordinate,STARLINK-6225 - Z-Coordinate,STARLINK-30436 - Z-Coordinate,STARLINK-30255 - Z-Coordinate,STARLINK-30380 - Z-Coordinate,STARLINK-2727 - Z-Coordinate,STARLINK-31329 - Z-Coordinate,STARLINK-11145 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
32400.000,6493.3956,-2991.1485,1677.4724,-4375.4248,-6246.2253,0.0000,5842.6078,-5254.6918,-4183.4644,-6429.0065,6273.1319,-4009.6284,1533.6468,5237.0221,5459.1670,-5000.3036,153.0354,2884.3029,2952.2156,-2761.7584,359418.8618,359621.0901,361723.9576,359989.5841,359930.1636,359806.3136,353601.5358,355918.5780,-81857907.5356,-81842879.0740,-81841084.9265,-81869479.8297,356503.5271,-81859153.7544,1557.1004,3389.1754,-5961.0735,2159.3832,2144.4386,0.0000,3621.8024,-2977.6011,-3761.6256,-943.9203,-2525.3991,-5234.9258,6524.7617,4545.2880,2490.7705,-3730.6150,-5866.9599,-3424.1445,4721.4950,-4205.9516,-69695.5396,-53377.1402,-68077.0832,-72067.1681,-63194.8330,-64991.8051,-62643.8038,-65728.2056,-347176821.3045,-347143643.9649,-347155269.2357,-347165885.1959,-65651.8770,-347158887.3851,-800.6064,5218.9930,-3027.6197,4898.9233,1645.5810,0.0000,959.8840,-3333.7821,-3840.5320,-2223.7127,1505.8286,-2086.8565,1250.7455,50.4622,-3440.4610,3076.7128,3667.1312,5201.3744,3993.9711,-4503.1473,-159816.7881,-157626.9554,-161163.8830,-152728.4045,-158702.6730,-168051.0916,-159660.5393,-157315.8382,47268755.7211,47246312.6979,47293129.3061,47278032.8786,-159020.3910,47278461.4948,
36000.000,-5330.1330,1346.1031,-46.4764,659.9660,2926.6487,0.0000,-4110.0957,4079.9236,6632.9603,6402.8212,-3459.9303,4195.5679,-3074.0735,-5700.7611,-4836.9284,6640.9970,3346.8717,-976.4940,-5915.9293,5812.5307,363319.7009,363053.5644,366629.4363,365630.6065,367339.8456,366184.5398,358473.6819,362981.5364,10854562.5373,10863619.0704,10871227.1597,10847402.3150,362048.2013,10852983.2815,943.5053,-6393.3421,6749.3636,-4458.3415,-4254.2989,0.0000,-1893.9263,-868.1772,1504.8937,-813.8158,2172.2613,1906.1011,-5077.0691,-1965.8317,1489.8345,2056.6140,3854.0988,6459.5493,-3387.2005,3429.0431,27349.2445,39849.6703,21812.5181,19584.0163,28014.6854,26221.3682,29017.2652,25988.1191,-356526237.7072,-356491595.9035,-356496152.7415,-356518804.9429,25677.7024,-356507293.9614,-3996.8097,-2257.9717,-1397.0070,-5257.1757,-4440.5085,0.0000,-5273.1406,5479.4274,290.8927,-2350.2368,-5606.8360,5142.8771,3348.6600,-3432.3168,4699.7115,319.9602,-4687.1370,-2132.4763,-757.7374,114.1679,-158947.1680,-157231.4044,-159788.0019,-152807.4279,-155762.7274,-166467.7009,-162536.1484,-159945.1136,47347823.2238,47322961.4585,47367298.9415,47359373.6525,-158445.7226,47355307.9427,
39600.000,1163.1544,238.4419,-2008.1562,2387.3930,1627.2492,0.0000,1667.0497,-2612.9101,-5682.1025,-3304.7671,-1235.1688,-4081.2339,4039.7664,4732.3413,3510.4539,-5970.0319,-6175.9622,-768.7360,6117.8841,-5126.8226,340237.3714,342642.0028,348207.1294,347956.4606,350695.2386,349379.4480,341101.8764,343597.0752,102823153.8345,102826643.9050,102835834.8002,102821943.7970,344539.8525,102820756.0284,-4077.5254,6565.2855,-4426.5426,6057.6540,5406.6415,0.0000,-1969.8100,4912.7160,1414.8949,2877.9443,-2632.8474,2506.1962,721.6682,-1822.6454,-5141.1987,451.4987,-1376.0734,-6386.0415,679.6700,-523.6030,115252.1916,131015.1581,110687.9916,109940.9831,118015.1812,116446.0369,118476.0829,115008.6419,-341542983.0880,-341508960.6026,-341505046.9830,-341534285.8035,115612.1437,-341523265.2572,5209.7367,-2155.6329,4873.2688,2342.2355,3793.5220,0.0000,6432.6357,-4077.0321,3465.4524,5275.0835,6278.7243,-4991.6650,-5451.6705,4719.5655,-3013.5367,-3558.4134,2807.0230,-2423.4979,-3030.0091,4346.7149,-156744.1157,-156849.6143,-158038.9933,-153360.5724,-153443.2553,-164177.6190,-164424.8803,-156458.6184,47427358.3364,47399934.4634,47440997.5105,47439784.3777,-157857.6542,47432137.2739,
43200.000,2622.5090,-2338.6061,4514.5610,-3793.1359,-4852.0395,0.0000,-416.9560,1162.8778,2260.9737,-747.9438,4775.5967,3639.7391,-4538.7282,-3151.1682,-1550.2971,3692.9621,6820.2427,2865.0269,-4039.7330,2256.5788,300241.5892,299701.5369,307474.3455,307824.1574,311583.7414,310056.3298,302212.2830,306024.6679,187770791.4514,187769858.3040,187776396.8392,187773424.7084,305028.5099,187767269.4146,5925.1634,-3917.0765,660.5850,-5429.4005,-4770.1605,0.0000,5774.3844,-6796.9324,-4519.8513,-5058.6519,3878.6562,-5631.1157,3748.9486,5303.8641,6712.2241,-3506.3911,-908.8798,3294.8426,2967.0297,-3786.0525,193213.4892,214171.8107,192877.2942,193310.7199,201053.6489,199738.6207,200828.4345,199455.9939,-303250484.9450,-303218854.1109,-303206949.0458,-303236019.5498,198417.1292,-303230438.3661,-1804.9160,5181.8288,-5169.0508,1998.2633,-233.0168,0.0000,-3839.4382,-10.5607,-4567.5271,-4587.3798,-3199.1018,1678.8306,3433.6512,-3174.1486,-592.7421,4733.5154,780.8099,5293.9971,4671.3541,-5116.2727,-155192.8761,-156471.8064,-156228.0542,-154460.7353,-151672.1971,-161087.7904,-165463.4736,-158345.7631,47507185.7998,47477283.2798,47514372.2542,47518433.8950,-157256.2537,47508949.4617,
46800.000,-4167.6741,4811.8422,-6123.5162,4115.5063,5565.5032,0.0000,245.0264,805.9425,1477.8201,3531.4332,-5300.2843,-2070.0009,3588.8623,1169.2544,-1148.1495,-1048.1081,-4826.0600,-5086.5900,1165.3923,536.3920,243592.8639,236994.2238,246909.0290,247271.3413,252647.9332,250049.7880,243989.1593,245228.6681,259899779.0546,259896156.8941,259896520.5996,259901269.2189,245969.4641,259895087.1002,-4177.0373,248.7551,2404.1592,2179.5915,1725.5965,0.0000,-6857.7737,5504.5622,6290.2324,5844.6622,-4063.6193,6031.1544,-5682.6350,-6829.2068,-5651.0960,6088.1806,3073.0032,703.8681,-6034.7934,6559.1246,259764.2675,283892.1791,263050.8558,264686.1847,271745.7078,270177.8211,271098.2391,267468.8988,-244263105.9488,-244235049.0590,-244217296.3010,-244240946.4528,268795.0818,-244243269.0984,-3233.0243,-4959.4981,2042.5590,-5125.6541,-3524.4244,0.0000,-1068.0709,4062.4400,2136.3651,711.9623,-1864.3481,2660.8509,1144.5877,-310.7156,3803.9355,-3213.9406,-3909.6734,-4570.0255,-3048.7334,1490.6424,-153980.8764,-156091.6999,-154679.4067,-156187.7455,-150376.5577,-157113.6957,-165770.2609,-155713.6997,47587110.3118,47555070.5671,47587553.2687,47594422.3881,-156641.5900,47585744.4796,
50400.000,3969.8816,-6235.3474,5223.9430,-4161.7607,-4267.3179,0.0000,395.8223,-3559.8472,-3943.4321,-4352.0314,3475.3403,-1092.4384,-358.9850,1303.1472,4237.9103,-1259.8742,1224.7871,5901.5689,1484.7861,-2464.7178,172712.0798,158554.5057,170331.6926,169478.3062,177682.1549,171482.5310,169878.8530,171519.3193,314287531.9912,314283280.3586,314275227.9542,314282353.3676,171071.4270,314281896.4512,-749.7244,2522.3339,-3791.7285,2208.6651,2718.5401,0.0000,4459.3202,-2188.7196,-5203.2093,-3869.4090,1658.6256,-4242.0760,4749.1298,5785.3268,2900.5174,-6843.9977,-5008.1464,-3447.7615,6656.0199,-5286.0712,311117.4913,335619.3885,316606.0525,321289.0565,325491.4721,321637.2211,324848.7044,323894.6967,-168607664.7541,-168583558.7641,-168563315.4415,-168580965.8341,322224.1943,-168588528.3819,5365.9183,1585.2071,2400.5531,5061.3734,4544.9128,0.0000,5293.8608,-5489.7481,1924.9102,3626.9639,5749.8050,-5354.8083,-4886.3662,3584.5572,-4634.5581,-172.7876,4614.0988,696.8821,-733.4109,3384.6545,-152946.6896,-155704.9402,-153643.4258,-157635.9610,-149516.9842,-153662.0101,-165409.1718,-156566.9117,47666929.1728,47633372.8231,47660660.0895,47666750.3075,-156013.7325,47662522.3009,
54000.000,-3012.6142,5119.1306,-1603.6874,3917.3845,2037.0401,0.0000,-2579.0403,5946.2238,4934.2046,4108.3399,-1565.7778,4752.5076,-3977.2465,-4121.1904,-6430.6367,3131.8968,2240.7184,-3948.7099,-3633.8377,4013.1622,91348.8637,69430.1545,82659.9016,82592.5577,91464.8027,82068.4358,84389.9124,85054.4176,347222569.2140,347219713.7026,347202644.1837,347210952.7870,85064.2730,347216429.1781,5353.2800,-3723.0716,4120.3117,-5385.7963,-6158.5053,0.0000,-426.4899,-1062.1173,1276.8140,-438.0062,2682.8055,1842.2803,-2506.8695,-2994.4186,106.1897,5173.2140,6061.4847,4288.8215,-4231.5480,667.5478,344077.2169,365960.4131,350019.0350,358665.9198,358762.7551,352333.9742,358549.5485,353513.1182,-81448534.1647,-81427853.8440,-81409070.6825,-81426676.6117,355249.2163,-81430412.9358,-2742.2869,2764.7167,-5290.8490,-1887.3988,-2072.4692,0.0000,-6438.7397,3316.4873,-4519.2876,-5489.3355,-6202.8052,4660.9803,4930.0238,-4712.0150,2527.5765,3434.7126,-2497.7609,3625.0527,3981.1348,-5390.3630,-152025.3036,-155308.3047,-153229.5577,-155054.2005,-149081.1611,-156013.8738,-164403.1939,-155027.9102,47746445.4121,47712283.1508,47733807.5748,47736218.7001,-155372.7515,47739282.8989,
57600.000,968.2996,-1447.0725,-2897.1722,-2455.6920,668.7123,0.0000,5257.8007,-6151.5536,-4672.9887,-3541.3993,909.7773,-6831.8381,6684.0427,6258.4013,6358.6101,-4780.1526,-4404.9542,-336.3745,5223.2888,-4780.6213,4105.2051,-24643.0671,-10445.9613,-8958.6895,-520.6741,-9923.2474,-7160.8396,-7041.8559,356457820.5557,356457948.9933,356433014.0693,356449940.7688,-6599.1423,356451712.8539,-6229.2204,4080.3136,-4134.6458,5979.8918,6468.5919,0.0000,-2533.9183,2946.9707,3371.1752,4686.5492,-6238.5701,40.6021,428.2907,-114.7540,-2452.0792,-1767.3005,-5215.1893,-4120.3632,59.9382,3871.6666,356430.7886,372903.6376,361108.4476,370987.1124,369313.8334,362116.4164,369839.6070,367474.1280,11264914.5546,11283528.9619,11297019.2898,11277045.7839,365705.2808,11281964.2721,-2349.6314,-5392.5696,4679.5728,-2481.8158,-2017.2835,0.0000,3749.1591,993.8259,3617.3622,3546.0106,2869.7111,-1063.3076,-1288.1819,2975.7983,1154.2580,-4747.9712,-1177.3181,-5493.1168,-4449.3189,2767.7500,-151183.3926,-154899.2605,-153377.0078,-152035.0774,-149080.9826,-158809.8687,-162740.2723,-154672.3961,47825480.5415,47791912.5878,47807111.4024,47809319.4819,-154718.7180,47816026.2471,
61200.000,2446.2891,-2926.8060,5754.0607,-655.2026,-3565.9070,0.0000,-6077.9140,3379.1337,3051.3336,2343.3522,-809.9877,5898.5923,-5753.9733,-6443.1755,-3692.2636,5830.6053,5108.9595,4586.6209,-5529.4365,3338.0625,-83898.7875,-117611.2691,-102997.6609,-100517.5907,-92431.7611,-100937.4162,-98943.3645,-97252.6827,341363953.1898,341367836.5240,341337792.8304,341365210.7115,-98088.3229,341358371.7613,3285.5637,-4240.8625,3653.5058,-4404.1301,-3606.1000,0.0000,3162.9228,-3774.2299,-6086.6012,-6400.2081,6534.3959,-1612.2579,1490.1565,2505.2224,4143.9642,-1833.8329,2219.5043,3640.2488,3642.8434,-5434.0511,347147.4765,355946.8896,349173.1260,359005.4364,356301.1760,349410.1436,357696.4217,351333.3658,103204446.6450,103222928.3354,103228137.2673,103213812.8202,352860.2445,103220641.2994,5323.1183,4597.5533,-1015.5522,5289.0615,4532.1229,0.0000,1107.3843,-4683.7663,56.1043,817.6266,2151.2493,-3233.5900,-3349.6942,538.2020,-4128.4027,3319.7794,4105.4567,3585.0290,1777.6525,2196.8297,-150401.2714,-154475.6980,-153871.0522,-149636.8963,-149555.3273,-160619.4069,-160371.0707,-154332.0918,47903886.1139,47872385.6950,47880693.5538,47888074.4283,-154051.7039,47892752.3187,
64800.000,-5662.3418,5643.3028,-5779.2037,4423.5631,5784.1752,0.0000,3615.4070,1066.5917,162.7044,277.7763,-473.8976,-2470.0004,1864.9702,4146.2863,-352.3415,-5502.3432,-4890.8797,-6352.9746,3708.7385,765.3383,-167354.2759,-203492.5343,-189095.6377,-186230.2477,-178471.4658,-185965.0617,-184909.1876,-184736.1580,302972251.5212,302979575.7831,302948379.7115,302979813.0240,-183565.7898,302967518.0263,630.3186,3881.9289,-1712.8220,2214.2646,-473.6581,0.0000,-2547.3188,4272.2913,5713.7948,5054.7901,-3587.1214,3415.7771,-3647.4447,-4110.3406,-5243.3915,4262.1576,1902.4216,-2502.3915,-5359.8507,4105.4406,316487.2295,316127.8765,314998.0808,324010.1966,320283.5764,314639.8064,322488.2004,318716.8454,188094943.4240,188115338.7749,188110791.5679,188108479.6439,317466.1543,188110715.3025,-3578.0741,-923.3742,-3346.1031,-4845.0995,-3563.9582,0.0000,-5359.7259,5295.4345,-3703.9094,-4644.6820,-5919.1593,5468.9987,5441.6062,-3749.7122,4482.2964,-9.4582,-4525.8551,749.0487,2125.0624,-5307.4540,-149666.2113,-154035.7564,-154400.6027,-147787.5409,-150577.0889,-161579.2672,-157202.5316,-152731.0579,47981553.3344,47953819.1944,47954688.1125,47969090.9102,-153371.7816,47969461.0872,
68400.000,5800.8223,-5701.0887,3757.0886,-6769.3223,-5760.7614,0.0000,979.4564,-4688.3525,-4049.6379,-3863.0207,3312.7515,-1388.1864,2260.9170,-270.2870,3848.1450,3208.4657,3938.3219,5109.4640,146.3420,-5241.2811,-241100.3928,-276761.8693,-263299.7957,-260538.6258,-253456.5904,-259854.3803,-258959.7239,-256268.7195,243904130.4955,243913448.6333,243885593.8851,243912346.5809,-257559.5060,243900310.0787,-3114.2972,-2004.5950,-1796.3839,-409.7819,3622.3021,0.0000,2453.8023,-4409.0094,-3128.3822,-2145.2416,-235.0213,-5243.5494,5425.3897,5104.7108,5376.3418,-5206.5985,-5274.4107,-103.0945,5131.9694,-1762.0121,266025.8805,255955.2760,260753.6801,268382.1807,263035.2325,259726.2024,265790.0683,260895.8056,260142728.2233,260166568.5572,260152847.6695,260162918.8021,261716.2090,260158611.9094,-1379.2338,-3360.9160,5479.0277,1381.0044,-171.3362,0.0000,6407.6961,-2479.1263,4481.4709,5244.9763,6071.0695,-4292.4533,-3463.6720,4675.6367,-2027.8194,-3331.9354,2144.6640,-4598.5017,-4552.4601,3860.3406,-148969.4583,-153577.6987,-154641.5967,-146414.0166,-152226.0423,-161807.7745,-153150.1857,-153549.6947,48058420.1052,48036259.6038,48029247.5340,48050269.8480,-152679.0243,48046152.5259,
72000.000,-1914.5329,3895.9206,-1405.1608,6170.6995,2780.8709,0.0000,-4826.4912,5802.3170,6562.1673,6472.9449,-5952.4588,3830.5672,-4419.0833,-3407.9062,-5525.1952,527.4254,-2021.4690,-2303.9794,-4343.4902,6680.7375,-300456.6295,-332706.0849,-320934.3362,-318608.8472,-314372.6515,-317933.0408,-314727.2600,-316654.9778,168192106.4756,168201151.5265,168180722.4390,168195831.1286,-315313.3119,168188990.7564,3951.9763,-1499.4677,5411.2851,-1132.0656,-4942.4670,0.0000,-3337.7582,3158.7350,36.0314,-436.6200,2428.7901,5742.2584,-5067.8880,-5357.5318,-3783.5987,5059.6307,6441.4195,3729.7172,-3728.5084,-382.8640,198595.9828,179245.1480,189826.9315,195706.5065,187519.7784,187905.8200,189521.9766,189549.6268,314430993.9049,314458622.4035,314438661.5105,314456168.1905,189109.6022,314447485.9270,5082.9198,5498.3945,-4033.5050,2912.7510,3757.3884,0.0000,-3717.6635,-1983.3103,-1822.2965,-2253.5645,-2596.9489,390.9601,-1146.0602,-2795.4909,-1726.4612,4739.2105,1536.0190,5279.7859,3767.9176,862.4269,-148304.7226,-153099.8122,-154343.8651,-145476.9756,-153595.7260,-161368.8525,-149621.8109,-150809.8086,48134475.0445,48119550.8113,48104549.0206,48130507.6870,-151973.5060,48122826.6082,
75600.000,-3370.2331,-1804.0821,-441.7255,-3015.9951,1910.6270,0.0000,5750.3979,-4602.5581,-5873.5726,-6095.8341,5928.4350,-4438.9772,4440.9153,5466.7665,5332.2101,-4228.7413,-1039.6979,-221.2354,6641.2382,-3882.0914,-341532.9328,-367725.7430,-358332.7679,-356633.8772,-356499.6266,-356390.7350,-350164.4779,-351967.7269,81004462.1364,81010932.6246,81000372.3225,81001101.3629,-353092.9190,81001623.8853,-3947.0111,5197.2324,-6876.3836,3068.6752,4781.4422,0.0000,3699.8626,3.4514,2603.0884,2153.1402,-2589.5284,-3758.4566,1731.4663,4194.0456,416.2983,-4326.9951,-5340.2443,-6444.6204,1675.9488,2606.2374,118145.1896,90873.4426,106616.0173,110618.1704,101746.1733,103543.8794,101248.9771,104149.1940,347255339.4906,347285525.0681,347264356.4267,347281023.4939,104232.5198,347272767.9446,-4281.4764,-4187.9839,-91.7537,-5426.4478,-4457.9447,0.0000,-1215.1630,5123.1125,-2259.1027,-2320.7874,-2497.9418,3726.4630,4866.8040,-796.0374,4370.8370,-3448.5861,-4292.2752,-2376.4805,-353.5500,-4873.0068,-147667.3403,-152600.3189,-153398.1968,-144964.1073,-150935.9173,-160285.4855,-151897.3978,-152607.4812,48209758.2230,48203176.1014,48180799.1640,48208973.5771,-151255.3014,48199483.3074,
79200.000,6123.1532,114.7029,2081.2407,-772.0893,-5627.1319,0.0000,-3963.7288,2605.7929,2176.7615,2644.1176,-2567.3080,4148.2536,-3556.9128,-5584.1260,-4077.0589,6327.3261,4443.5074,1951.2365,-5903.7303,-885.9498,-361498.2391,-379564.8134,-373040.1141,-372062.3919,-373699.6791,-372559.9917,-364824.6140,-369369.7659,-11707584.7480,-11704981.7818,-11706070.7005,-11716741.6065,-368427.7564,-11710679.5775,2759.7053,-6907.9841,5101.3223,-5138.8969,-3426.7301,0.0000,-1847.8836,-4041.3293,-4532.0766,-3508.0172,2213.5804,-320.2043,3067.5321,-1322.6345,3596.2851,2896.7269,2976.8356,6219.3084,1068.9585,-4756.1797,29518.7264,-3539.2410,16297.3439,18532.0914,10086.8832,11889.2318,9160.3676,12311.1062,356376519.3228,356406830.3106,356390375.8929,356397567.1007,12468.9533,356394957.6365,-357.7301,209.7571,4127.6387,4563.4811,1703.3607,0.0000,5379.4820,-4946.8107,4581.7042,5266.1859,6032.4444,-5527.3234,-4949.2004,3883.1206,-4277.0583,156.8062,4389.8718,-2180.7340,-3328.2670,4695.6295,-147053.7740,-152077.2819,-151865.6268,-144887.3096,-147840.1997,-158545.6159,-154616.3612,-148967.4444,48284358.5661,48286313.8324,48258231.1839,48284764.1469,-150524.4858,48276122.5969,
82800.000,-4830.7975,1536.8469,-4017.9785,3302.1073,6334.9869,0.0000,1629.3880,-832.8650,2323.9370,1784.0360,-2152.6122,-3668.2391,2322.8538,4475.0553,2285.0591,-6154.8288,-6670.5784,-3383.0227,2878.9425,4198.8982,-358789.3337,-367453.4259,-363979.8805,-363738.1727,-366407.8662,-365105.6468,-356810.8188,-359722.5636,-103616113.0437,-103617066.0299,-103612279.6626,-103625559.5982,-360272.9803,-103619965.2870,361.7590,5505.9411,-1199.1481,6015.8529,806.4964,0.0000,-2125.5933,6671.9995,5431.5187,4775.4062,-2814.6244,4425.0778,-6279.9557,-2562.6634,-6355.4846,-506.4098,-488.7023,-2901.3808,-4121.9122,5256.8666,-61822.5740,-97990.1673,-75446.0285,-74698.6140,-82795.9274,-81216.6485,-83174.6686,-80129.7162,341173166.1167,341201062.0192,341194106.2611,341187285.4625,-80340.4725,341192413.5564,4654.1964,3874.5124,-5473.4049,-899.0513,2350.7884,0.0000,-6412.2626,1521.1320,-3390.5129,-4605.0137,-5963.6166,3832.6639,1285.9748,-4643.2440,1469.6952,3199.3352,-1804.7332,5218.1416,4654.6903,-529.5237,-146461.2987,-151528.4976,-149961.0994,-145285.4638,-145365.9190,-156099.9039,-156349.3151,-151446.2996,48358408.0937,48368252.6211,48337080.2052,48356881.0970,-149781.1352,48352744.4502,
86400.000,1415.3442,-3663.6695,5564.5342,-4178.0153,-4149.8834,0.0000,-496.3629,-830.3490,-5188.4280,-4687.6143,5224.3512,2725.9012,-248.5015,-2811.8317,9.0753,4318.7280,6421.6748,4779.6179,599.0879,-4725.0528,-333244.7727,-332154.7773,-331571.2611,-331920.1347,-335613.7245,-334097.1673,-326244.5730,-329421.5897,-188448396.9317,-188451256.7301,-188446379.7748,-188451988.5517,-329080.9904,-188453342.8872,-4469.1499,-1938.5164,-2496.3247,-4391.5022,2820.1147,0.0000,5893.2904,-6209.4339,-4387.6412,-4960.8345,3954.1518,-6347.8387,5945.9220,5785.9562,6535.9292,-2716.0870,-1760.3721,-1483.4603,6266.0341,-2518.2899,-150132.6682,-186480.7987,-162750.2915,-163187.9173,-170962.4117,-169635.3419,-170657.2593,-168474.4638,302684081.3076,302707914.2150,302712233.8039,302697273.8241,-168270.0630,302703715.3352,-4826.6521,-5535.3615,3198.1549,-3348.7784,-4605.3645,0.0000,3625.9849,2869.0763,-429.8073,743.8241,2251.5220,244.7806,3320.2297,2580.9052,2244.5083,-4742.2081,-1913.3332,-4712.7371,-2728.8201,-4115.5701,-145887.7952,-150951.3552,-147995.8838,-146231.4597,-143440.9019,-152855.2899,-157233.0779,-147249.2711,48432073.3687,48448727.3684,48417506.5959,48426188.0722,-149025.3265,48429348.8404,
