sl_5_5400_20281216 Coordinates.csv
2028/12/16 07:47:00.0000 UTC

Generated: Tue Oct  8 21:10:49 2024,
Start: 2028/12/16 07:47:00.00, Stop: 2028/12/16 09:17:00.00,
TIME_UNITS,STARLINK-1337 - X-Coordinate,STARLINK-4141 - X-Coordinate,STARLINK-5653 - X-Coordinate,STARLINK-11151 [DTC] - X-Coordinate,STARLINK-31216 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1337 - Y-Coordinate,STARLINK-4141 - Y-Coordinate,STARLINK-5653 - Y-Coordinate,STARLINK-11151 [DTC] - Y-Coordinate,STARLINK-31216 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1337 - Z-Coordinate,STARLINK-4141 - Z-Coordinate,STARLINK-5653 - Z-Coordinate,STARLINK-11151 [DTC] - Z-Coordinate,STARLINK-31216 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3588.8058,-4145.2033,5875.0779,-3186.8828,0.0000,-133594.9549,-157983.5553,-137471.0157,-137333.2811,-141807.0316,-141963.1567,-146477.7771,-144016.6619,-190318861.0306,-190292149.4198,-190323761.0360,-190298742.7899,-143002.9059,-190307315.7141,-5863.4200,-48.5656,2118.5457,2757.9431,0.0000,316609.7313,315101.5399,310363.6543,312312.3617,319615.5365,317561.0547,311421.3870,313938.4277,-82282817.8328,-82274082.8861,-82262844.3866,-82271067.0992,312493.7059,-82270869.1876,256.2192,-5534.2526,-2990.0903,-5288.0522,0.0000,-159539.9741,-158579.0144,-157760.8309,-157379.2348,-153689.0565,-162433.3070,-167808.3329,-159191.3863,10547808.1039,10526266.1330,10520997.6568,10542936.8860,-159370.2250,10535920.4584,
300.000,-4400.9680,-4065.1700,5640.8926,-1306.4634,0.0000,-140422.8389,-164657.8407,-144068.0696,-143981.9966,-148350.2589,-148533.9340,-152965.2996,-150420.7853,-188471497.7264,-188444515.5145,-188476309.2406,-188451662.1190,-149533.3887,-188459873.4062,-4877.5695,2098.1768,232.2553,3902.1921,0.0000,313805.3443,311823.8106,307206.8370,309211.4013,316600.8277,314479.0466,308424.2771,310828.1882,-86419210.1053,-86410267.6692,-86399867.7129,-86406861.2594,309446.5164,-86407268.9155,2033.0098,-5184.4877,-4010.3008,-5366.0946,0.0000,-159558.7640,-158586.2283,-157669.5919,-157540.2123,-153617.2586,-162156.5247,-167881.7032,-158703.2741,10545421.0125,10524473.6574,10518487.9451,10540774.7152,-159355.7715,10533603.0713,
600.000,-4787.9752,-3640.1097,4889.4847,680.8277,0.0000,-147195.7534,-171262.4565,-150603.2722,-150573.0166,-154830.1252,-155039.8415,-159389.9324,-156685.0577,-186534244.1177,-186507002.9564,-186538942.3523,-186514737.1289,-155999.0209,-186522540.2433,-3386.7043,4031.7630,-1700.3784,4685.8193,0.0000,310851.5110,308404.3062,303913.7995,305969.0887,313448.5255,311250.1224,305292.6511,307479.6548,-90514156.7434,-90504994.4068,-90495439.3237,-90501223.8654,306262.8923,-90502219.2246,3586.8336,-4276.9639,-4600.4296,-4827.6808,0.0000,-159577.3614,-158593.4312,-157581.4579,-157705.0928,-153548.5577,-161873.4532,-167950.2104,-158266.9139,10543028.7433,10522687.2645,10515982.8740,10538591.4338,-159341.2126,10531285.8502,
900.000,-4726.7595,-2901.3275,3699.3330,2565.8757,0.0000,-153910.4822,-177794.4086,-157073.6847,-157104.1703,-161243.7178,-161477.6782,-165748.9450,-162817.9519,-184508029.2385,-184480541.5818,-184512589.6279,-184488896.2859,-162396.9530,-184496245.4237,-1534.1655,5559.3790,-3494.5813,5019.0239,0.0000,307749.0935,304844.5403,300485.9468,302586.6375,310160.0142,307874.7226,302027.7853,303909.4775,-94565704.6259,-94556310.5000,-94547605.1544,-94552205.4055,302944.2120,-94553766.9733,4747.3811,-2908.6635,-4697.6124,-3734.1869,0.0000,-159595.7469,-158600.6187,-157496.5689,-157873.8148,-153482.9260,-161584.1671,-168013.8947,-157916.4501,10540631.3303,10520906.7444,10513482.5513,10536385.5716,-159326.5483,10528968.7949,
1200.000,-4236.1004,-1906.2339,2187.3026,4153.6450,0.0000,-160563.8192,-184250.7356,-163476.3948,-163573.4121,-167588.1540,-167844.2434,-172039.6281,-168834.2875,-182393824.5525,-182366103.6364,-182398222.7890,-182375110.1767,-168724.3647,-182381960.5758,497.4339,6529.0027,-4976.1281,4854.0494,0.0000,304499.0096,301146.0890,296924.7471,299065.3356,306736.7355,304353.2469,298631.0117,300141.2030,-98571921.4387,-98562284.2000,-98554431.9540,-98557877.2771,299491.9134,-98559979.8343,5387.6880,-1226.4684,-4291.5332,-2210.6473,0.0000,-159613.8988,-158607.7864,-157415.0588,-158046.2796,-153420.3372,-161288.7947,-168072.7936,-157679.1564,10538228.8097,10519131.8666,10510987.0864,10534155.5935,-159311.7788,10526651.9055,
1500.000,-3372.9982,-734.6596,497.2491,5283.3712,0.0000,-167152.5686,-190628.5101,-169808.5178,-169978.8383,-173860.5833,-174136.3359,-178259.2952,-174753.8707,-180192643.4875,-180164703.3058,-180196855.5567,-180174391.0101,-174978.4662,-180180699.2923,2504.5530,6845.1082,-5998.0358,4192.1891,0.0000,301102.2316,297310.5903,293231.7313,295406.5537,303180.1882,300686.0381,295103.7183,296203.1087,-102530896.5964,-102521005.5292,-102514008.2075,-102516332.6981,295907.4933,-102518947.2158,5437.8590,588.2681,-3425.4545,-432.0619,0.0000,-159631.7935,-158614.9304,-157337.0545,-158222.3396,-153360.7665,-160987.5352,-168126.9428,-157572.7850,10535821.2203,10517362.3800,10508496.5900,10531899.9021,-159296.9039,10524335.1820,
1800.000,-2225.8534,516.9436,-1213.3890,5845.2372,0.0000,-173673.5451,-196924.8401,-176067.1988,-176318.7054,-180058.1875,-180350.7549,-184405.2834,-180599.5017,-177905540.9497,-177877396.2269,-177909543.1658,-177887792.0946,-181156.4994,-177893516.6447,4283.2361,6478.7107,-6455.1654,3086.1087,0.0000,297559.7848,293339.7435,289408.4921,291611.7559,299491.9277,296873.3637,291447.3482,292125.5441,-106440742.1532,-106430587.1914,-106424445.0486,-106425687.6043,292192.5066,-106428781.1731,4892.4623,2339.3362,-2191.8196,1396.4165,0.0000,-159649.4046,-158622.0465,-157262.6763,-158401.7820,-153304.1907,-160680.6818,-168176.3756,-157603.9413,10533408.6031,10515598.0124,10506011.1746,10529616.8432,-159281.9238,10522018.6244,
2100.000,-905.3635,1743.0788,-2788.0055,5791.4306,0.0000,-180123.5745,-203136.8700,-182249.6136,-182591.4516,-186178.1826,-186484.3003,-190474.9557,-186394.6313,-175533612.8183,-175505278.9788,-175537381.8590,-175516407.2924,-187255.7394,-175521508.6772,5649.8840,5470.2689,-6295.3772,1636.5784,0.0000,293872.7462,289235.3080,285456.6836,287682.5161,295673.5657,292915.3960,287663.3996,287938.1651,-110299593.7036,-110289165.4712,-110283877.1611,-110284081.5308,288348.5659,-110287617.3088,3811.0823,3837.2553,-722.7051,3063.3479,0.0000,-159666.7029,-158629.1310,-157192.0374,-158584.3088,-153250.5880,-160368.6525,-168221.1231,-157767.7018,10530991.0017,10513838.4701,10503530.9542,10527304.7131,-159266.8384,10519702.2327,
2400.000,466.0286,2837.8666,-4085.0872,5140.0447,0.0000,-186499.4934,-209261.7822,-188352.9705,-188795.7192,-192217.8193,-192533.7747,-196465.7012,-192160.9968,-173077995.4205,-173049488.5543,-173081508.3622,-173061370.4511,-193273.4951,-173065811.8815,6460.4380,3924.9892,-5525.9013,-16.4384,0.0000,290042.2420,284999.1033,281378.0208,283620.5394,291726.7692,288812.1897,283753.4248,283667.4511,-114105611.2712,-114094901.1218,-114090463.6689,-114089678.4771,284377.3407,-114093615.6615,2312.0040,4920.1271,824.1274,4375.8985,0.0000,-159683.6560,-158636.1801,-157125.2434,-158769.5087,-153199.9378,-160052.0306,-168261.2146,-158048.4547,10528568.4617,10512083.4378,10501056.0445,10524961.7720,-159251.6478,10517386.0069,
