sl_100_5400_20280803 Coordinates.csv
2028/08/03 07:47:00.0000 UTC

Generated: Tue Oct  8 21:41:17 2024,
Start: 2028/08/03 07:47:00.00, Stop: 2028/08/03 09:17:00.00,
TIME_UNITS,STARLINK-6208 - X-Coordinate,STARLINK-31078 - X-Coordinate,STARLINK-4316 - X-Coordinate,STARLINK-1173 - X-Coordinate,STARLINK-1865 - X-Coordinate,STARLINK-11253 [DTC] - X-Coordinate,STARLINK-31958 - X-Coordinate,STARLINK-3234 - X-Coordinate,STARLINK-31233 - X-Coordinate,STARLINK-30223 - X-Coordinate,STARLINK-2145 - X-Coordinate,STARLINK-4065 - X-Coordinate,STARLINK-1462 - X-Coordinate,STARLINK-30771 - X-Coordinate,STARLINK-4090 - X-Coordinate,STARLINK-5715 - X-Coordinate,STARLINK-3932 - X-Coordinate,STARLINK-4448 - X-Coordinate,STARLINK-1637 - X-Coordinate,STARLINK-31923 - X-Coordinate,STARLINK-2175 - X-Coordinate,STARLINK-2012 - X-Coordinate,STARLINK-3236 - X-Coordinate,STARLINK-3193 - X-Coordinate,STARLINK-5113 - X-Coordinate,STARLINK-30920 - X-Coordinate,STARLINK-6092 - X-Coordinate,STARLINK-31609 - X-Coordinate,STARLINK-1400 - X-Coordinate,STARLINK-2547 - X-Coordinate,STARLINK-3659 - X-Coordinate,STARLINK-30427 - X-Coordinate,STARLINK-31426 - X-Coordinate,STARLINK-30880 - X-Coordinate,STARLINK-30953 - X-Coordinate,STARLINK-1166 - X-Coordinate,STARLINK-5098 - X-Coordinate,STARLINK-1799 - X-Coordinate,STARLINK-3784 - X-Coordinate,STARLINK-30891 - X-Coordinate,STARLINK-5193 - X-Coordinate,STARLINK-5861 - X-Coordinate,STARLINK-31312 - X-Coordinate,STARLINK-32080 - X-Coordinate,STARLINK-6291 - X-Coordinate,STARLINK-1177 - X-Coordinate,STARLINK-1445 - X-Coordinate,STARLINK-3500 - X-Coordinate,STARLINK-2510 - X-Coordinate,STARLINK-6090 - X-Coordinate,STARLINK-31385 - X-Coordinate,STARLINK-5063 - X-Coordinate,STARLINK-32086 - X-Coordinate,STARLINK-2558 - X-Coordinate,STARLINK-3790 - X-Coordinate,STARLINK-30125 - X-Coordinate,STARLINK-3852 - X-Coordinate,STARLINK-11261 [DTC] - X-Coordinate,STARLINK-2005 - X-Coordinate,STARLINK-4330 - X-Coordinate,STARLINK-30534 - X-Coordinate,STARLINK-1216 - X-Coordinate,STARLINK-30572 - X-Coordinate,STARLINK-5053 - X-Coordinate,STARLINK-2093 - X-Coordinate,STARLINK-3166 - X-Coordinate,STARLINK-3543 - X-Coordinate,STARLINK-2127 - X-Coordinate,STARLINK-5366 - X-Coordinate,STARLINK-2582 - X-Coordinate,STARLINK-31087 - X-Coordinate,STARLINK-30129 - X-Coordinate,STARLINK-1009 - X-Coordinate,STARLINK-2481 - X-Coordinate,STARLINK-1512 - X-Coordinate,STARLINK-30702 - X-Coordinate,STARLINK-1663 - X-Coordinate,STARLINK-4632 - X-Coordinate,STARLINK-3876 - X-Coordinate,STARLINK-3583 - X-Coordinate,STARLINK-5022 - X-Coordinate,STARLINK-4719 - X-Coordinate,STARLINK-4179 - X-Coordinate,STARLINK-5760 - X-Coordinate,STARLINK-31729 - X-Coordinate,STARLINK-31413 - X-Coordinate,STARLINK-1963 - X-Coordinate,STARLINK-5488 - X-Coordinate,STARLINK-5189 - X-Coordinate,STARLINK-4523 - X-Coordinate,STARLINK-6135 - X-Coordinate,STARLINK-32126 - X-Coordinate,STARLINK-1482 - X-Coordinate,STARLINK-5737 - X-Coordinate,STARLINK-4147 - X-Coordinate,STARLINK-3634 - X-Coordinate,STARLINK-1542 - X-Coordinate,STARLINK-2017 - X-Coordinate,STARLINK-3753 - X-Coordinate,STARLINK-5700 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6208 - Y-Coordinate,STARLINK-31078 - Y-Coordinate,STARLINK-4316 - Y-Coordinate,STARLINK-1173 - Y-Coordinate,STARLINK-1865 - Y-Coordinate,STARLINK-11253 [DTC] - Y-Coordinate,STARLINK-31958 - Y-Coordinate,STARLINK-3234 - Y-Coordinate,STARLINK-31233 - Y-Coordinate,STARLINK-30223 - Y-Coordinate,STARLINK-2145 - Y-Coordinate,STARLINK-4065 - Y-Coordinate,STARLINK-1462 - Y-Coordinate,STARLINK-30771 - Y-Coordinate,STARLINK-4090 - Y-Coordinate,STARLINK-5715 - Y-Coordinate,STARLINK-3932 - Y-Coordinate,STARLINK-4448 - Y-Coordinate,STARLINK-1637 - Y-Coordinate,STARLINK-31923 - Y-Coordinate,STARLINK-2175 - Y-Coordinate,STARLINK-2012 - Y-Coordinate,STARLINK-3236 - Y-Coordinate,STARLINK-3193 - Y-Coordinate,STARLINK-5113 - Y-Coordinate,STARLINK-30920 - Y-Coordinate,STARLINK-6092 - Y-Coordinate,STARLINK-31609 - Y-Coordinate,STARLINK-1400 - Y-Coordinate,STARLINK-2547 - Y-Coordinate,STARLINK-3659 - Y-Coordinate,STARLINK-30427 - Y-Coordinate,STARLINK-31426 - Y-Coordinate,STARLINK-30880 - Y-Coordinate,STARLINK-30953 - Y-Coordinate,STARLINK-1166 - Y-Coordinate,STARLINK-5098 - Y-Coordinate,STARLINK-1799 - Y-Coordinate,STARLINK-3784 - Y-Coordinate,STARLINK-30891 - Y-Coordinate,STARLINK-5193 - Y-Coordinate,STARLINK-5861 - Y-Coordinate,STARLINK-31312 - Y-Coordinate,STARLINK-32080 - Y-Coordinate,STARLINK-6291 - Y-Coordinate,STARLINK-1177 - Y-Coordinate,STARLINK-1445 - Y-Coordinate,STARLINK-3500 - Y-Coordinate,STARLINK-2510 - Y-Coordinate,STARLINK-6090 - Y-Coordinate,STARLINK-31385 - Y-Coordinate,STARLINK-5063 - Y-Coordinate,STARLINK-32086 - Y-Coordinate,STARLINK-2558 - Y-Coordinate,STARLINK-3790 - Y-Coordinate,STARLINK-30125 - Y-Coordinate,STARLINK-3852 - Y-Coordinate,STARLINK-11261 [DTC] - Y-Coordinate,STARLINK-2005 - Y-Coordinate,STARLINK-4330 - Y-Coordinate,STARLINK-30534 - Y-Coordinate,STARLINK-1216 - Y-Coordinate,STARLINK-30572 - Y-Coordinate,STARLINK-5053 - Y-Coordinate,STARLINK-2093 - Y-Coordinate,STARLINK-3166 - Y-Coordinate,STARLINK-3543 - Y-Coordinate,STARLINK-2127 - Y-Coordinate,STARLINK-5366 - Y-Coordinate,STARLINK-2582 - Y-Coordinate,STARLINK-31087 - Y-Coordinate,STARLINK-30129 - Y-Coordinate,STARLINK-1009 - Y-Coordinate,STARLINK-2481 - Y-Coordinate,STARLINK-1512 - Y-Coordinate,STARLINK-30702 - Y-Coordinate,STARLINK-1663 - Y-Coordinate,STARLINK-4632 - Y-Coordinate,STARLINK-3876 - Y-Coordinate,STARLINK-3583 - Y-Coordinate,STARLINK-5022 - Y-Coordinate,STARLINK-4719 - Y-Coordinate,STARLINK-4179 - Y-Coordinate,STARLINK-5760 - Y-Coordinate,STARLINK-31729 - Y-Coordinate,STARLINK-31413 - Y-Coordinate,STARLINK-1963 - Y-Coordinate,STARLINK-5488 - Y-Coordinate,STARLINK-5189 - Y-Coordinate,STARLINK-4523 - Y-Coordinate,STARLINK-6135 - Y-Coordinate,STARLINK-32126 - Y-Coordinate,STARLINK-1482 - Y-Coordinate,STARLINK-5737 - Y-Coordinate,STARLINK-4147 - Y-Coordinate,STARLINK-3634 - Y-Coordinate,STARLINK-1542 - Y-Coordinate,STARLINK-2017 - Y-Coordinate,STARLINK-3753 - Y-Coordinate,STARLINK-5700 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6208 - Z-Coordinate,STARLINK-31078 - Z-Coordinate,STARLINK-4316 - Z-Coordinate,STARLINK-1173 - Z-Coordinate,STARLINK-1865 - Z-Coordinate,STARLINK-11253 [DTC] - Z-Coordinate,STARLINK-31958 - Z-Coordinate,STARLINK-3234 - Z-Coordinate,STARLINK-31233 - Z-Coordinate,STARLINK-30223 - Z-Coordinate,STARLINK-2145 - Z-Coordinate,STARLINK-4065 - Z-Coordinate,STARLINK-1462 - Z-Coordinate,STARLINK-30771 - Z-Coordinate,STARLINK-4090 - Z-Coordinate,STARLINK-5715 - Z-Coordinate,STARLINK-3932 - Z-Coordinate,STARLINK-4448 - Z-Coordinate,STARLINK-1637 - Z-Coordinate,STARLINK-31923 - Z-Coordinate,STARLINK-2175 - Z-Coordinate,STARLINK-2012 - Z-Coordinate,STARLINK-3236 - Z-Coordinate,STARLINK-3193 - Z-Coordinate,STARLINK-5113 - Z-Coordinate,STARLINK-30920 - Z-Coordinate,STARLINK-6092 - Z-Coordinate,STARLINK-31609 - Z-Coordinate,STARLINK-1400 - Z-Coordinate,STARLINK-2547 - Z-Coordinate,STARLINK-3659 - Z-Coordinate,STARLINK-30427 - Z-Coordinate,STARLINK-31426 - Z-Coordinate,STARLINK-30880 - Z-Coordinate,STARLINK-30953 - Z-Coordinate,STARLINK-1166 - Z-Coordinate,STARLINK-5098 - Z-Coordinate,STARLINK-1799 - Z-Coordinate,STARLINK-3784 - Z-Coordinate,STARLINK-30891 - Z-Coordinate,STARLINK-5193 - Z-Coordinate,STARLINK-5861 - Z-Coordinate,STARLINK-31312 - Z-Coordinate,STARLINK-32080 - Z-Coordinate,STARLINK-6291 - Z-Coordinate,STARLINK-1177 - Z-Coordinate,STARLINK-1445 - Z-Coordinate,STARLINK-3500 - Z-Coordinate,STARLINK-2510 - Z-Coordinate,STARLINK-6090 - Z-Coordinate,STARLINK-31385 - Z-Coordinate,STARLINK-5063 - Z-Coordinate,STARLINK-32086 - Z-Coordinate,STARLINK-2558 - Z-Coordinate,STARLINK-3790 - Z-Coordinate,STARLINK-30125 - Z-Coordinate,STARLINK-3852 - Z-Coordinate,STARLINK-11261 [DTC] - Z-Coordinate,STARLINK-2005 - Z-Coordinate,STARLINK-4330 - Z-Coordinate,STARLINK-30534 - Z-Coordinate,STARLINK-1216 - Z-Coordinate,STARLINK-30572 - Z-Coordinate,STARLINK-5053 - Z-Coordinate,STARLINK-2093 - Z-Coordinate,STARLINK-3166 - Z-Coordinate,STARLINK-3543 - Z-Coordinate,STARLINK-2127 - Z-Coordinate,STARLINK-5366 - Z-Coordinate,STARLINK-2582 - Z-Coordinate,STARLINK-31087 - Z-Coordinate,STARLINK-30129 - Z-Coordinate,STARLINK-1009 - Z-Coordinate,STARLINK-2481 - Z-Coordinate,STARLINK-1512 - Z-Coordinate,STARLINK-30702 - Z-Coordinate,STARLINK-1663 - Z-Coordinate,STARLINK-4632 - Z-Coordinate,STARLINK-3876 - Z-Coordinate,STARLINK-3583 - Z-Coordinate,STARLINK-5022 - Z-Coordinate,STARLINK-4719 - Z-Coordinate,STARLINK-4179 - Z-Coordinate,STARLINK-5760 - Z-Coordinate,STARLINK-31729 - Z-Coordinate,STARLINK-31413 - Z-Coordinate,STARLINK-1963 - Z-Coordinate,STARLINK-5488 - Z-Coordinate,STARLINK-5189 - Z-Coordinate,STARLINK-4523 - Z-Coordinate,STARLINK-6135 - Z-Coordinate,STARLINK-32126 - Z-Coordinate,STARLINK-1482 - Z-Coordinate,STARLINK-5737 - Z-Coordinate,STARLINK-4147 - Z-Coordinate,STARLINK-3634 - Z-Coordinate,STARLINK-1542 - Z-Coordinate,STARLINK-2017 - Z-Coordinate,STARLINK-3753 - Z-Coordinate,STARLINK-5700 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5021.0388,-6226.7297,-854.1540,-4457.9785,883.7428,5732.1708,4759.1373,3995.5988,-3272.4519,-4079.5550,-5412.9706,448.1574,0.0000,-3384.3008,2819.1275,-271.4993,1309.0156,782.2856,1553.7268,6.6663,-4332.4333,-633.3327,-178.2528,5020.0836,-3347.5835,-1929.8268,5446.9592,6255.6319,-3467.8540,-594.5445,-180.7564,5710.0712,5488.1879,1909.9435,-2520.4640,-496.3872,2361.5957,883.0669,4695.8888,1154.7274,-4738.9611,5972.3544,-4932.1217,-2680.5671,4753.2905,864.6295,-3121.9518,-1766.5080,-1536.3095,-6459.4985,868.0439,-1063.6668,2540.2760,2637.4849,33.6859,5084.0657,-2688.4990,3988.5922,3400.9401,-3248.2716,-4692.9979,-6659.4928,-299.4608,2902.5966,-1818.1632,-5655.7205,3351.5509,-821.0436,-1685.9220,2603.3058,6720.3034,-2127.1093,1528.1170,3940.0893,0.0000,3626.5228,-4217.3960,-4621.4502,1830.1032,-2342.7576,1807.5023,-2952.8401,70.4559,334.3957,-648.9449,4870.6213,-188.7164,-3643.6184,59.2163,4013.3950,1116.6837,-5122.9346,-1061.8517,-5555.6504,-1108.0211,2396.7103,117.7119,-242.5323,2702.8933,-378.9295,269225.3585,289460.2979,270371.7718,271297.9902,279767.6417,278204.4155,276803.6510,276932.6770,-270338497.8008,-270330027.3580,-270352415.3049,-270352455.9335,275309.0836,-270349313.5580,-855.6827,2168.5359,-6322.3996,-4543.9796,4602.1367,-423.7678,3830.3612,4484.8541,-5771.3744,5215.7928,-2045.0780,4858.3316,0.0000,5550.2970,-5476.8044,-5197.2280,-5820.8446,6269.1404,-3985.1030,-4088.2107,-2589.8919,6232.9738,-6912.3472,-104.1371,-5286.4000,4229.9015,-899.8227,2756.8434,-5664.6701,-5816.5309,-5517.7319,-1790.3307,3429.1609,-5258.4170,-6352.4212,6607.7520,5762.5007,6354.7233,-3292.8812,6381.2719,4684.6479,3127.1726,815.5248,-5774.4807,-4638.1038,-4162.7537,3563.6710,6475.9411,5642.2792,-2165.1352,6485.1725,-3989.6695,4823.6014,-4576.5574,-4815.3486,-254.0162,-6225.3080,2630.0612,-5285.8370,-2702.8205,3805.9352,542.9860,-5969.4482,-6219.3103,-6318.3237,3971.3880,2700.9204,5477.0862,4826.7955,-5064.5397,1506.3363,6007.9423,-6422.8351,2584.8140,0.0000,2512.1843,-5488.7754,3927.2080,3786.0699,-5806.4442,5692.8768,-4508.9863,6437.9389,5059.0912,6573.7955,3892.3436,6019.1692,4329.9527,5845.9116,4270.7084,-6067.9339,1451.6797,6771.7179,-3176.0468,4475.6871,-5994.1005,-5606.3744,6861.7061,-3998.8972,5146.9438,-239128.5689,-243781.0166,-245383.6022,-246114.4779,-247532.8612,-246284.5820,-238618.7497,-242585.8377,160627847.8137,160654929.4762,160634351.4080,160645520.9547,-241968.4519,160640498.4875,-4708.8765,-1788.5870,-2702.8986,-2571.3173,-4952.4552,3428.9887,-3007.3203,3409.4897,-1582.6761,759.2995,-3686.4806,4878.7544,0.0000,2186.6731,3100.0519,4553.2513,-3486.7850,2828.2051,5345.5151,-5447.3530,-4688.0772,2023.2455,2.6131,4706.6011,2912.9108,-5011.8412,-4178.7810,-289.8657,1801.2387,3412.2714,-4149.7354,3410.7799,-1286.1116,4088.6061,-651.5827,-1421.8637,-2988.4539,-2449.1147,-3804.8741,-2350.3525,1725.8944,-1557.2054,4631.4362,2417.4414,-1939.9809,5395.1303,-4680.7091,-1617.9476,3451.6170,1212.3254,1986.6005,5449.5475,-4062.7333,-4476.4993,-4955.0494,4677.8018,1274.3177,4721.3252,2706.3348,5488.2259,3386.0255,1805.9082,3188.6243,730.7356,1883.1623,-5.5888,-5397.4912,4096.4046,-4670.7829,3882.2423,-698.2975,-2722.3153,1971.8663,5040.4072,0.0000,-5268.5245,-272.2899,3235.7076,-5531.1844,2855.1846,-3483.2551,4358.8044,-2488.8422,-4723.3278,-1653.5034,-2820.4001,-3301.7445,-3983.4117,-3693.3842,3514.3923,-3159.5133,4312.5486,498.5729,2629.4568,-5153.1860,-2427.0050,-3905.8691,-391.5784,-4920.2459,-4641.6303,-149901.2180,-154478.6335,-150580.6984,-149443.4559,-146241.4046,-155373.6992,-160197.8898,-151350.6367,138154790.6164,138188861.2756,138183068.5562,138159246.6156,-151880.2285,138166637.9966,
300.000,4573.8265,-5762.2061,-452.8160,-4741.0116,2811.3031,4484.3999,6033.4376,4338.3941,-4384.4125,-2534.9960,-6453.1852,2274.3853,0.0000,-1815.3295,1816.9121,-2333.5920,-342.4384,378.4904,-264.6374,-2155.6751,-4282.2652,775.8599,-1364.6323,5626.9189,-4690.3337,-463.1563,4352.1156,6353.4875,-4134.8064,-1941.6390,-1742.4155,5487.2940,6257.2182,231.0247,-3845.2235,740.2122,3760.8698,2207.3827,2896.1972,2754.9979,-3945.7678,6376.1854,-4240.7647,-3823.4984,3134.0265,-1126.7572,-1016.2304,-366.0240,-289.3849,-6379.8190,2028.7687,-3142.5807,3889.6742,624.0967,-1813.0664,4925.6587,-3801.5462,5492.3050,1724.2273,-1393.0795,-3843.2886,-5771.0032,-1670.7991,1579.9782,-2821.0054,-4686.2250,4128.4579,611.1820,306.9006,1546.8151,6574.5334,-664.0371,344.7765,4150.5156,0.0000,5101.0925,-4920.0631,-3850.2463,3767.5946,-3225.9883,2850.9239,-3686.6999,1363.3095,2444.0946,980.7301,6098.9182,1274.3131,-1656.1170,1528.6790,5423.5062,-732.4498,-5304.9212,210.3173,-6549.3454,605.9694,1308.9486,-1380.6144,982.1462,597.4965,1746.0784,273966.1055,294438.9253,275387.2414,276400.9626,284865.6916,283288.4465,281872.8839,281794.0450,-273779986.3536,-273771468.5331,-273793238.4568,-273794625.3572,280376.8362,-273790722.9620,-2925.4771,3657.5059,-6892.1157,-2924.3834,4813.1640,-1820.0571,2678.2145,2713.5820,-5217.4231,5739.7382,-876.6957,5311.9882,0.0000,5469.8687,-6495.2012,-5203.6774,-5063.5854,6883.3319,-5001.6153,-3978.3407,-519.1846,5466.8492,-6539.5914,-1833.7977,-4914.4664,5515.1218,-2692.4893,1479.0497,-4324.3733,-4552.4147,-6094.3626,-3553.9575,2068.0676,-6191.7989,-5613.3336,6722.9405,5640.6256,6462.4770,-3874.9515,6258.0271,5642.2504,2622.2780,2874.7832,-4338.4935,-5258.1217,-4813.6138,3952.5210,6084.6931,6525.2269,-529.3094,5476.0619,-3482.2179,3191.7579,-4427.9628,-3790.3708,-2362.2290,-5734.8386,1473.8321,-5184.9634,-1858.8293,5351.9780,1738.3841,-4808.4068,-6246.4326,-5174.7637,4752.4346,668.1797,6319.8330,5498.9954,-6274.5375,-67.5207,6767.8728,-6881.2729,461.7692,0.0000,1114.0351,-4430.4246,2692.9168,2935.0379,-4357.8008,4207.7521,-2656.1061,6723.2954,4724.0386,6036.8186,2746.1688,4982.3077,4910.2336,4707.8580,3682.1147,-5523.4606,3169.9041,6485.5684,-1873.0287,5443.0030,-6735.3131,-6234.2483,6457.0147,-4156.4189,4807.8937,-233512.0505,-237712.1826,-239436.8193,-240171.8629,-241709.7192,-240407.5341,-232851.8704,-236702.7249,154687044.6413,154714699.8893,154693441.6856,154704542.2444,-236133.4457,154699699.3254,-4316.4765,-271.1466,-522.0043,-4014.5523,-3925.3321,4619.8617,-1666.8735,4636.2526,230.8757,2241.9598,-2154.9309,3773.9236,0.0000,3713.9846,1447.3719,3912.7766,-4690.4982,658.4330,4669.4373,-5090.6872,-5371.1654,3581.0646,-1790.0316,3516.5762,1231.4057,-4012.4328,-4664.0359,-2070.7855,3395.7593,4616.0758,-2740.3263,2174.2893,286.0345,3106.3999,901.1667,400.6623,-1317.9887,-708.8182,-4896.0930,-898.8289,-73.6538,567.3795,4493.5062,3592.6491,-3226.8332,4770.8620,-5263.3781,-3245.2597,1865.5502,2621.8490,3552.3200,4975.6741,-4573.0201,-5286.3655,-5485.0706,4238.4013,-540.3427,3578.8097,4116.3214,6524.1692,2142.0557,3398.3097,4466.5270,2469.1213,3464.8732,-1798.0479,-5492.6222,2678.0959,-4197.4178,2401.9944,-2169.9134,-1329.7672,192.1564,5492.1223,0.0000,-4466.8801,-2042.6857,5013.6811,-5046.1446,4234.5788,-4688.3857,5233.3141,-752.1418,-4440.9618,-2996.5534,-1442.0243,-4552.7406,-4587.1331,-4829.3246,1938.3530,-4124.4807,2964.7875,2257.2440,1221.3890,-4220.6964,-683.1245,-2431.8645,-2158.4533,-5465.5622,-4691.7631,-149779.0010,-154421.3617,-150435.2385,-149557.3934,-146115.4340,-155060.8481,-160235.0004,-150854.2414,138153408.6073,138187448.4177,138181946.7348,138157927.1823,-151821.1475,138165323.5048,
600.000,3726.3998,-4713.8231,5.2474,-4583.9579,4425.9413,2765.7570,6686.5139,4299.2564,-5042.4351,-697.2873,-6837.8377,3846.8839,0.0000,-32.0593,648.8056,-4156.2045,-2000.6854,-76.0970,-2019.7207,-4089.6720,-3861.7639,2136.1282,-2435.4409,5694.5134,-5554.8186,1010.4389,2867.3486,5809.0817,-4420.8680,-3133.0103,-3104.3719,4739.4416,6319.9527,-1444.4042,-4793.1993,1903.0536,4772.9827,3299.5624,800.8628,4076.3465,-2753.5692,6125.4429,-3159.8570,-4610.3753,1196.4515,-2976.5346,1201.8281,1103.9005,966.5377,-5690.8907,3021.1705,-4903.1926,4880.0275,-1470.5509,-3517.8382,4327.4506,-4538.8283,6408.9144,-158.1236,566.8642,-2640.3669,-4315.3184,-2913.6220,74.8312,-3573.2867,-3238.1273,4552.4125,1954.0239,2248.5148,362.3376,5796.1945,850.8321,-870.9916,4008.8733,0.0000,6082.5554,-5154.9159,-2600.3911,5350.5247,-3831.9888,3663.5857,-4116.1816,2511.3327,4317.7811,2537.3430,6708.4900,2654.2992,492.0800,2894.3073,6265.8576,-2538.7682,-4971.3881,1486.3182,-6903.5187,2223.9008,97.2964,-2711.9569,2131.9237,-1573.1876,3710.5233,278597.5944,299288.4512,280281.2640,281381.2722,289840.1703,288242.6101,286821.3427,286424.5470,-277090949.5952,-277082402.8058,-277103532.1142,-277106246.2669,285320.9735,-277101607.5964,-4713.5807,4772.7814,-6707.9007,-988.0367,4564.6386,-3066.6912,1267.6316,657.6593,-4119.0231,5652.2574,356.6691,5268.3982,0.0000,4862.4635,-6859.8821,-4738.7620,-3836.5450,6744.0849,-5545.9774,-3513.5593,1617.9048,4085.8289,-5515.7843,-3349.8078,-4061.6197,6254.1776,-4254.9657,28.0262,-2534.9403,-2825.2626,-6079.6329,-4953.9144,470.3674,-6540.2913,-4308.6771,6124.9496,4964.7150,5915.4326,-4122.4736,5522.5245,6030.6553,1839.9550,4651.8255,-2458.3717,-5394.2454,-5024.1249,3964.9299,5102.2741,6725.7281,1179.9582,3907.4577,-2674.1982,1252.3454,-3898.2263,-2437.4829,-4234.3028,-4666.4990,198.7537,-4589.4426,-734.1403,6372.8575,2799.3603,-3157.6080,-5662.0339,-3496.7208,5076.5399,-1409.9525,6539.4277,5671.6554,-6855.4423,-1654.4306,6872.0041,-6647.3316,-1709.4024,0.0000,-351.6968,-2920.6809,1209.6486,1851.9077,-2468.5588,2313.4419,-546.9073,6337.0571,3974.1554,4893.1694,1336.4684,3464.2196,5057.4225,3128.8349,2734.5183,-4472.5878,4542.9756,5546.8595,-399.2218,5900.9651,-6798.6371,-6232.0189,5401.5474,-3959.4360,4050.1727,-227805.1877,-231541.7267,-233381.4039,-234115.6120,-235778.5480,-234417.4865,-226979.0181,-230682.8506,148672548.2272,148700784.6279,148678869.4481,148689822.9777,-230192.2760,148685210.7073,-3463.5078,1276.6325,1714.8989,-5016.2535,-2457.2633,5262.4146,-138.0642,5361.9106,2018.4167,3455.1319,-385.3464,2260.1736,0.0000,4830.8772,-362.6552,2851.0407,-5388.4978,-1582.1380,3476.0449,-4161.2768,-5470.2423,4693.5462,-3389.6604,1942.5337,-583.6326,-2565.8645,-4649.2800,-3621.3915,4618.6797,5290.5170,-1034.2469,700.6817,1822.6815,1791.6275,2354.4417,2177.2237,495.2097,1109.5953,-5453.2377,650.4611,-1865.1753,2630.7731,3850.4145,4362.3592,-4166.5783,3623.2685,-5214.6875,-4521.3973,67.2771,3748.9641,4721.8387,3948.5072,-4565.7794,-5529.9623,-5424.0241,3342.4615,-2296.3691,2016.2667,5068.6759,6863.1148,668.3235,4625.1238,5232.9286,3939.4808,4660.3779,-3396.3052,-4994.3978,967.9812,-3273.9297,660.3468,-3408.3433,205.3929,-1608.5248,5349.5251,0.0000,-3175.2499,-3594.0452,6242.0707,-4025.8732,5151.0131,-5388.9065,5548.8061,1066.1941,-3683.3797,-4001.5965,96.9301,-5303.7762,-4698.3009,-5445.7276,145.9047,-4648.5390,1288.8696,3767.6912,-318.1949,-2833.6008,1135.0909,-686.1209,-3688.8467,-5417.5798,-4242.5337,-149659.0913,-154363.6168,-150292.3295,-149675.6369,-145992.6581,-154741.6215,-160267.1833,-150429.5915,138152031.7416,138186032.9300,138180813.5726,138156639.0743,-151761.9788,138164008.7687,
