sl_100_5400_20280929 Coordinates.csv
2028/09/29 07:47:00.0000 UTC

Generated: Tue Oct  8 21:40:44 2024,
Start: 2028/09/29 07:47:00.00, Stop: 2028/09/29 09:17:00.00,
TIME_UNITS,STARLINK-6365 - X-Coordinate,STARLINK-31355 - X-Coordinate,STARLINK-4308 - X-Coordinate,STARLINK-4795 - X-Coordinate,STARLINK-5333 - X-Coordinate,STARLINK-5292 - X-Coordinate,STARLINK-1600 - X-Coordinate,STARLINK-30381 - X-Coordinate,STARLINK-2238 - X-Coordinate,STARLINK-5381 - X-Coordinate,STARLINK-32027 - X-Coordinate,STARLINK-30756 - X-Coordinate,STARLINK-30817 - X-Coordinate,STARLINK-5928 - X-Coordinate,STARLINK-3511 - X-Coordinate,STARLINK-31115 - X-Coordinate,STARLINK-30871 - X-Coordinate,STARLINK-5715 - X-Coordinate,STARLINK-2355 - X-Coordinate,STARLINK-4621 - X-Coordinate,STARLINK-4271 - X-Coordinate,STARLINK-3765 - X-Coordinate,STARLINK-1736 - X-Coordinate,STARLINK-5162 - X-Coordinate,STARLINK-3969 - X-Coordinate,STARLINK-30174 - X-Coordinate,STARLINK-31386 - X-Coordinate,STARLINK-2095 - X-Coordinate,STARLINK-30705 - X-Coordinate,STARLINK-5951 - X-Coordinate,STARLINK-30772 - X-Coordinate,STARLINK-2092 - X-Coordinate,STARLINK-30498 - X-Coordinate,STARLINK-3544 - X-Coordinate,STARLINK-5456 - X-Coordinate,STARLINK-11203 [DTC] - X-Coordinate,STARLINK-30553 - X-Coordinate,STARLINK-30452 - X-Coordinate,STARLINK-3959 - X-Coordinate,STARLINK-1331 - X-Coordinate,STARLINK-6377 - X-Coordinate,STARLINK-11094 [DTC] - X-Coordinate,STARLINK-11272 [DTC] - X-Coordinate,STARLINK-5526 - X-Coordinate,STARLINK-4019 - X-Coordinate,STARLINK-5686 - X-Coordinate,STARLINK-5339 - X-Coordinate,STARLINK-31003 - X-Coordinate,STARLINK-3877 - X-Coordinate,STARLINK-5245 - X-Coordinate,STARLINK-5374 - X-Coordinate,STARLINK-6066 - X-Coordinate,STARLINK-1964 - X-Coordinate,STARLINK-5247 - X-Coordinate,STARLINK-4766 - X-Coordinate,STARLINK-31151 - X-Coordinate,STARLINK-5298 - X-Coordinate,STARLINK-30053 - X-Coordinate,STARLINK-5204 - X-Coordinate,STARLINK-11100 [DTC] - X-Coordinate,STARLINK-3151 - X-Coordinate,STARLINK-6218 - X-Coordinate,STARLINK-3509 - X-Coordinate,STARLINK-31736 - X-Coordinate,STARLINK-4306 - X-Coordinate,STARLINK-3769 - X-Coordinate,STARLINK-30448 - X-Coordinate,STARLINK-31085 - X-Coordinate,STARLINK-3811 - X-Coordinate,STARLINK-30205 - X-Coordinate,STARLINK-1328 - X-Coordinate,STARLINK-1759 - X-Coordinate,STARLINK-4047 - X-Coordinate,STARLINK-31588 - X-Coordinate,STARLINK-3562 - X-Coordinate,STARLINK-5003 - X-Coordinate,STARLINK-6060 - X-Coordinate,STARLINK-1654 - X-Coordinate,STARLINK-30094 - X-Coordinate,STARLINK-30109 - X-Coordinate,STARLINK-30362 - X-Coordinate,STARLINK-6151 - X-Coordinate,STARLINK-4575 - X-Coordinate,STARLINK-5835 - X-Coordinate,STARLINK-5096 - X-Coordinate,STARLINK-4277 - X-Coordinate,STARLINK-31460 - X-Coordinate,STARLINK-5863 - X-Coordinate,STARLINK-32285 - X-Coordinate,STARLINK-3844 - X-Coordinate,STARLINK-31165 - X-Coordinate,STARLINK-4573 - X-Coordinate,STARLINK-31722 - X-Coordinate,STARLINK-3925 - X-Coordinate,STARLINK-31962 - X-Coordinate,STARLINK-5818 - X-Coordinate,STARLINK-11263 [DTC] - X-Coordinate,STARLINK-5676 - X-Coordinate,STARLINK-30370 - X-Coordinate,STARLINK-3781 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6365 - Y-Coordinate,STARLINK-31355 - Y-Coordinate,STARLINK-4308 - Y-Coordinate,STARLINK-4795 - Y-Coordinate,STARLINK-5333 - Y-Coordinate,STARLINK-5292 - Y-Coordinate,STARLINK-1600 - Y-Coordinate,STARLINK-30381 - Y-Coordinate,STARLINK-2238 - Y-Coordinate,STARLINK-5381 - Y-Coordinate,STARLINK-32027 - Y-Coordinate,STARLINK-30756 - Y-Coordinate,STARLINK-30817 - Y-Coordinate,STARLINK-5928 - Y-Coordinate,STARLINK-3511 - Y-Coordinate,STARLINK-31115 - Y-Coordinate,STARLINK-30871 - Y-Coordinate,STARLINK-5715 - Y-Coordinate,STARLINK-2355 - Y-Coordinate,STARLINK-4621 - Y-Coordinate,STARLINK-4271 - Y-Coordinate,STARLINK-3765 - Y-Coordinate,STARLINK-1736 - Y-Coordinate,STARLINK-5162 - Y-Coordinate,STARLINK-3969 - Y-Coordinate,STARLINK-30174 - Y-Coordinate,STARLINK-31386 - Y-Coordinate,STARLINK-2095 - Y-Coordinate,STARLINK-30705 - Y-Coordinate,STARLINK-5951 - Y-Coordinate,STARLINK-30772 - Y-Coordinate,STARLINK-2092 - Y-Coordinate,STARLINK-30498 - Y-Coordinate,STARLINK-3544 - Y-Coordinate,STARLINK-5456 - Y-Coordinate,STARLINK-11203 [DTC] - Y-Coordinate,STARLINK-30553 - Y-Coordinate,STARLINK-30452 - Y-Coordinate,STARLINK-3959 - Y-Coordinate,STARLINK-1331 - Y-Coordinate,STARLINK-6377 - Y-Coordinate,STARLINK-11094 [DTC] - Y-Coordinate,STARLINK-11272 [DTC] - Y-Coordinate,STARLINK-5526 - Y-Coordinate,STARLINK-4019 - Y-Coordinate,STARLINK-5686 - Y-Coordinate,STARLINK-5339 - Y-Coordinate,STARLINK-31003 - Y-Coordinate,STARLINK-3877 - Y-Coordinate,STARLINK-5245 - Y-Coordinate,STARLINK-5374 - Y-Coordinate,STARLINK-6066 - Y-Coordinate,STARLINK-1964 - Y-Coordinate,STARLINK-5247 - Y-Coordinate,STARLINK-4766 - Y-Coordinate,STARLINK-31151 - Y-Coordinate,STARLINK-5298 - Y-Coordinate,STARLINK-30053 - Y-Coordinate,STARLINK-5204 - Y-Coordinate,STARLINK-11100 [DTC] - Y-Coordinate,STARLINK-3151 - Y-Coordinate,STARLINK-6218 - Y-Coordinate,STARLINK-3509 - Y-Coordinate,STARLINK-31736 - Y-Coordinate,STARLINK-4306 - Y-Coordinate,STARLINK-3769 - Y-Coordinate,STARLINK-30448 - Y-Coordinate,STARLINK-31085 - Y-Coordinate,STARLINK-3811 - Y-Coordinate,STARLINK-30205 - Y-Coordinate,STARLINK-1328 - Y-Coordinate,STARLINK-1759 - Y-Coordinate,STARLINK-4047 - Y-Coordinate,STARLINK-31588 - Y-Coordinate,STARLINK-3562 - Y-Coordinate,STARLINK-5003 - Y-Coordinate,STARLINK-6060 - Y-Coordinate,STARLINK-1654 - Y-Coordinate,STARLINK-30094 - Y-Coordinate,STARLINK-30109 - Y-Coordinate,STARLINK-30362 - Y-Coordinate,STARLINK-6151 - Y-Coordinate,STARLINK-4575 - Y-Coordinate,STARLINK-5835 - Y-Coordinate,STARLINK-5096 - Y-Coordinate,STARLINK-4277 - Y-Coordinate,STARLINK-31460 - Y-Coordinate,STARLINK-5863 - Y-Coordinate,STARLINK-32285 - Y-Coordinate,STARLINK-3844 - Y-Coordinate,STARLINK-31165 - Y-Coordinate,STARLINK-4573 - Y-Coordinate,STARLINK-31722 - Y-Coordinate,STARLINK-3925 - Y-Coordinate,STARLINK-31962 - Y-Coordinate,STARLINK-5818 - Y-Coordinate,STARLINK-11263 [DTC] - Y-Coordinate,STARLINK-5676 - Y-Coordinate,STARLINK-30370 - Y-Coordinate,STARLINK-3781 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6365 - Z-Coordinate,STARLINK-31355 - Z-Coordinate,STARLINK-4308 - Z-Coordinate,STARLINK-4795 - Z-Coordinate,STARLINK-5333 - Z-Coordinate,STARLINK-5292 - Z-Coordinate,STARLINK-1600 - Z-Coordinate,STARLINK-30381 - Z-Coordinate,STARLINK-2238 - Z-Coordinate,STARLINK-5381 - Z-Coordinate,STARLINK-32027 - Z-Coordinate,STARLINK-30756 - Z-Coordinate,STARLINK-30817 - Z-Coordinate,STARLINK-5928 - Z-Coordinate,STARLINK-3511 - Z-Coordinate,STARLINK-31115 - Z-Coordinate,STARLINK-30871 - Z-Coordinate,STARLINK-5715 - Z-Coordinate,STARLINK-2355 - Z-Coordinate,STARLINK-4621 - Z-Coordinate,STARLINK-4271 - Z-Coordinate,STARLINK-3765 - Z-Coordinate,STARLINK-1736 - Z-Coordinate,STARLINK-5162 - Z-Coordinate,STARLINK-3969 - Z-Coordinate,STARLINK-30174 - Z-Coordinate,STARLINK-31386 - Z-Coordinate,STARLINK-2095 - Z-Coordinate,STARLINK-30705 - Z-Coordinate,STARLINK-5951 - Z-Coordinate,STARLINK-30772 - Z-Coordinate,STARLINK-2092 - Z-Coordinate,STARLINK-30498 - Z-Coordinate,STARLINK-3544 - Z-Coordinate,STARLINK-5456 - Z-Coordinate,STARLINK-11203 [DTC] - Z-Coordinate,STARLINK-30553 - Z-Coordinate,STARLINK-30452 - Z-Coordinate,STARLINK-3959 - Z-Coordinate,STARLINK-1331 - Z-Coordinate,STARLINK-6377 - Z-Coordinate,STARLINK-11094 [DTC] - Z-Coordinate,STARLINK-11272 [DTC] - Z-Coordinate,STARLINK-5526 - Z-Coordinate,STARLINK-4019 - Z-Coordinate,STARLINK-5686 - Z-Coordinate,STARLINK-5339 - Z-Coordinate,STARLINK-31003 - Z-Coordinate,STARLINK-3877 - Z-Coordinate,STARLINK-5245 - Z-Coordinate,STARLINK-5374 - Z-Coordinate,STARLINK-6066 - Z-Coordinate,STARLINK-1964 - Z-Coordinate,STARLINK-5247 - Z-Coordinate,STARLINK-4766 - Z-Coordinate,STARLINK-31151 - Z-Coordinate,STARLINK-5298 - Z-Coordinate,STARLINK-30053 - Z-Coordinate,STARLINK-5204 - Z-Coordinate,STARLINK-11100 [DTC] - Z-Coordinate,STARLINK-3151 - Z-Coordinate,STARLINK-6218 - Z-Coordinate,STARLINK-3509 - Z-Coordinate,STARLINK-31736 - Z-Coordinate,STARLINK-4306 - Z-Coordinate,STARLINK-3769 - Z-Coordinate,STARLINK-30448 - Z-Coordinate,STARLINK-31085 - Z-Coordinate,STARLINK-3811 - Z-Coordinate,STARLINK-30205 - Z-Coordinate,STARLINK-1328 - Z-Coordinate,STARLINK-1759 - Z-Coordinate,STARLINK-4047 - Z-Coordinate,STARLINK-31588 - Z-Coordinate,STARLINK-3562 - Z-Coordinate,STARLINK-5003 - Z-Coordinate,STARLINK-6060 - Z-Coordinate,STARLINK-1654 - Z-Coordinate,STARLINK-30094 - Z-Coordinate,STARLINK-30109 - Z-Coordinate,STARLINK-30362 - Z-Coordinate,STARLINK-6151 - Z-Coordinate,STARLINK-4575 - Z-Coordinate,STARLINK-5835 - Z-Coordinate,STARLINK-5096 - Z-Coordinate,STARLINK-4277 - Z-Coordinate,STARLINK-31460 - Z-Coordinate,STARLINK-5863 - Z-Coordinate,STARLINK-32285 - Z-Coordinate,STARLINK-3844 - Z-Coordinate,STARLINK-31165 - Z-Coordinate,STARLINK-4573 - Z-Coordinate,STARLINK-31722 - Z-Coordinate,STARLINK-3925 - Z-Coordinate,STARLINK-31962 - Z-Coordinate,STARLINK-5818 - Z-Coordinate,STARLINK-11263 [DTC] - Z-Coordinate,STARLINK-5676 - Z-Coordinate,STARLINK-30370 - Z-Coordinate,STARLINK-3781 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4901.4325,-5633.8072,-5738.0763,-224.3437,6317.7067,3146.6267,-3297.9324,-3645.9236,-4067.8728,3542.3142,3769.9592,-5126.4654,4055.8377,-2191.4685,-1564.7005,665.1582,-2898.0672,-4729.0305,-992.7582,-2183.9185,-3140.1607,3804.7935,-6637.1364,4526.9603,-4083.7586,2607.0890,5225.1078,2117.4487,-6653.8012,1216.4004,-3116.9887,-2059.1407,5357.4153,-472.6509,1365.6674,0.0000,5396.8847,-5952.2995,-743.4681,4995.7355,-4038.2090,-803.3426,-815.8716,-4309.4990,2451.1590,2003.6427,2765.3901,-3635.6845,6362.5120,2397.3849,104.7618,6149.4771,6205.5093,4590.2444,3062.9734,-4654.8867,2900.1758,1447.4409,-4593.0950,3456.7183,-1999.7716,4994.5665,4169.4365,6366.8683,2325.3576,4575.4701,-4831.5897,4776.4342,-1835.1797,-3663.5339,-4274.6227,-3981.2065,6355.4062,6509.6028,-5472.1566,289.8096,-2142.8932,-197.9589,5837.9782,-5184.1707,-6041.3795,-2313.1714,-3670.9745,-1932.1054,-6514.5399,2122.7585,4430.5425,-1480.0326,-2930.3765,3930.8783,-3126.6893,-2980.4848,5169.8654,-3467.2321,-6201.6818,2380.2476,2948.5412,-6044.3775,4798.2423,5590.9567,373372.8871,383576.2586,378995.1846,380462.1103,386443.5633,384487.2018,377399.4232,378203.3057,-282305721.5235,-282289606.6026,-282285506.1112,-282297447.4178,379296.8941,-282290271.2587,4885.5175,2289.6593,-3219.2742,-4818.3423,2809.6388,-6149.2115,5809.2238,-5308.4290,-1315.7535,-4015.8724,1797.1437,638.6585,4400.0362,-6422.0024,-4039.7092,5191.5763,-4293.2739,2772.8385,6536.6577,2388.5533,-2686.9176,-3051.2541,1380.0950,-742.8509,665.3180,-6125.6386,355.4480,4357.8300,1193.3647,-6786.0342,-4013.8371,4285.7478,243.9319,-6846.0661,2058.0303,0.0000,1892.4100,-3542.4349,6639.2969,-549.5369,5485.0583,6352.5407,-5458.5157,-5291.7761,4595.9321,6005.2088,4381.9345,4748.2041,66.0204,-3465.6111,6276.1503,-1112.9332,1938.7742,123.1494,-3460.8770,4396.9727,-926.8551,-5497.9835,-4973.6054,-2514.5842,5059.6377,-4725.8588,-1161.7301,2397.6422,2541.2724,-235.3371,2061.4323,1917.3257,-5492.3562,5278.9479,5380.4396,2813.5584,1680.5580,-1839.3541,1509.1314,6257.6679,2612.3517,5353.6482,905.3760,-1834.8828,1626.0693,-5736.6968,3928.5782,-2284.6973,2030.5024,-5894.0905,2520.0709,-2573.4504,-2895.7719,-1316.3824,-4909.1338,-5928.2208,-3328.3777,-2540.1386,-2424.8671,-6318.2347,3160.3160,507.0514,-1585.1412,1992.4492,-109784.1281,-86013.2524,-111236.5958,-110884.3285,-104737.3385,-105215.2072,-102150.7905,-106001.4233,64379601.7085,64359679.0678,64392532.1811,64363366.6936,-105271.4707,64374245.1832,-479.4545,-3042.4059,2167.4367,4891.8288,-300.0954,-916.0831,1709.0761,-2489.5680,-5410.7614,-4384.7128,5367.9272,4594.1994,3472.7380,-1473.5992,5302.2844,4522.9117,-4610.1789,-4230.3513,-1156.2735,-6131.0288,-5520.9722,4888.2206,154.4536,-5139.3399,-5526.5359,-1937.8435,4345.3639,4937.9427,-904.8928,716.4901,4622.2355,4867.2429,4341.2325,135.1092,-6495.4547,0.0000,-3917.6497,311.1861,1623.8896,4734.8019,-1273.4988,-2062.6365,-3875.3841,1237.9695,-4536.7691,-2812.5971,4578.6885,3477.4358,2648.5867,-5475.2550,2895.7594,-3003.9068,-2310.6152,-5135.4515,-5149.9226,2605.8772,6215.6982,-3895.7358,-1454.4546,-5221.9280,-4266.8360,841.7477,-5356.2132,-298.6729,-6038.6924,5141.3260,-4472.8216,-4564.1973,3727.7340,2526.8643,715.8580,4885.6577,-2122.2652,-742.1417,3921.8670,2898.6005,6073.1122,4299.3867,3616.6640,-4227.9594,2962.4367,-3114.2308,4300.0225,6261.7628,1107.8163,-2893.8956,-4585.4381,-6299.9736,-5436.5328,5504.5773,3545.5655,-1506.0257,2941.5606,-5426.5771,-1411.3070,1660.7785,5166.1135,-3362.2527,-4705.8679,-3242.0035,-86736.2755,-89657.1926,-87503.6027,-86688.6523,-83276.2715,-92250.1921,-97307.8946,-90179.7753,90717813.8741,90693290.3175,90690934.2270,90703036.6269,-88937.2456,90705567.3430,
300.000,-3535.1090,-5521.4791,-4604.8539,-2005.4782,6558.2831,2301.4959,-2269.4896,-5080.1826,-4129.3326,2193.6419,4850.5639,-4337.7193,4767.4952,-2819.4049,-3203.7148,2633.2760,-4655.6644,-3071.3750,240.0366,-3884.1872,-4367.4977,3174.5328,-5996.0850,3290.9712,-3622.9954,1209.4634,5560.4481,3316.1063,-5859.4373,-350.4788,-4511.0187,-674.9998,4727.5073,-1645.6385,3365.3081,0.0000,6310.8321,-6486.3611,585.6019,5437.9361,-2784.4655,602.6689,-2187.9116,-4813.0111,3406.4589,3640.7447,4563.7252,-2436.5096,5403.4575,366.0738,1768.6414,5001.4873,5737.5198,3704.7031,1998.1765,-2924.0622,3480.7355,-587.6151,-5513.1009,2548.9231,-81.2258,3856.0572,3949.0831,6632.9267,470.0040,5000.0605,-4185.0109,5049.3565,-3398.9263,-1851.7771,-2994.8256,-2067.3991,6877.8686,5603.2685,-3958.9951,1638.7704,11.0051,1376.1680,6433.7793,-6089.3785,-4770.0516,-3578.0572,-1692.7349,-2388.7827,-6105.1177,498.6245,4301.5244,-3493.6876,-4164.8296,3239.3671,-4183.7584,-3769.8201,3506.5087,-4905.6490,-6162.6581,1468.4366,3878.5452,-5023.9006,3877.7851,5037.9876,375598.0853,385397.7780,381049.2673,382565.0023,388647.4950,386630.6102,379633.7256,380636.4477,-283642030.8791,-283625687.9378,-283622435.2598,-283633352.5959,381473.2454,-283626586.4914,5635.8082,3720.9051,-3081.7317,-3676.7581,1280.9361,-5884.0194,6512.7130,-4552.4910,861.9612,-5497.7204,-21.0692,2646.3932,2544.9511,-6310.0381,-2596.2617,4325.6653,-3192.9466,4075.4336,6671.0311,3143.2655,-905.0862,-4825.7749,2489.6829,-2500.4480,2766.5643,-6811.4170,-1649.9092,2620.7397,2296.8737,-6566.4837,-2355.0942,5611.9270,-1793.6430,-6376.6632,1304.6454,0.0000,253.7633,-2126.0492,6026.7033,-2334.2126,6337.9048,5641.5239,-4072.6580,-4917.6963,2800.5849,5714.2428,3354.0184,6069.4706,-1279.5992,-4247.6758,6505.9816,-2627.7240,424.6317,-1833.9017,-5112.0562,5025.2277,-2842.7133,-5153.6220,-4171.4731,-4375.6167,4581.1210,-5713.7753,-3210.3342,888.2288,1447.3859,-2166.4767,3995.1320,-226.3144,-5573.0861,5539.8605,5720.5173,3692.8393,515.6148,-3163.8185,2680.3906,6596.6913,2399.2623,6051.4521,-804.9811,-103.3136,3036.2800,-4290.0972,4194.5800,-135.2285,3169.7030,-5403.1858,463.5352,-2666.0410,-1089.8315,-3342.8889,-3178.7190,-4705.7555,-4292.0176,-1045.6959,-742.1717,-5760.5767,1167.5237,2182.1527,-3526.5736,271.9582,-102113.7571,-77861.5766,-103155.8595,-102736.6223,-96665.5560,-97127.5483,-94132.0843,-97674.7958,58199357.7751,58179179.4103,58212089.4651,58182645.5143,-97218.6520,58193923.6509,-1970.5063,-1374.0399,4152.2798,5444.3454,-1807.1068,-2942.8107,-86.0579,-1058.1554,-5455.8474,-3585.4808,4769.2719,4687.8700,4318.1539,649.0062,5465.4758,4711.9925,-4025.8537,-4680.5113,680.6371,-4805.9035,-5259.9724,3786.9684,1948.8280,-5511.8069,-5184.8571,-443.1731,3561.5254,5474.9786,-2631.1816,2185.4828,4614.7603,3791.0318,4693.9900,1925.3788,-5939.0240,0.0000,-2855.2604,-1226.9092,3251.3339,3561.0685,263.7632,-3616.6359,-4910.5488,-889.6529,-5317.2848,-1436.2221,3968.9003,2259.9633,4078.2592,-5437.0088,1535.4840,-4020.6187,-3810.8751,-5511.2986,-4212.9704,3737.0840,5265.2244,-4538.6263,352.3677,-4460.5565,-5178.9048,-704.3074,-4638.5739,1252.0653,-6784.0252,4213.2562,-3757.5534,-4666.4507,2202.4155,3678.4650,2451.1003,5450.4346,-351.6196,-2218.1381,4971.5965,1214.9067,6521.0989,2949.3135,2442.6257,-3319.3264,3990.5677,-4093.7422,5188.0051,6513.1994,-708.1269,-4265.3478,-5318.8464,-5402.9939,-5290.6055,5081.8179,4338.3118,-3155.7317,3964.7542,-4770.8096,-2796.1112,3600.1645,5380.9737,-4254.4286,-4495.0708,-4505.0032,-86574.6182,-89571.8124,-87314.2626,-86756.0922,-83106.6496,-91886.0010,-97293.7543,-90377.6595,90713836.7724,90689831.6594,90686783.2217,90699433.3716,-88830.4708,90701617.0444,
600.000,-1815.0091,-4840.4448,-2995.5963,-3625.3068,6168.2627,1191.5079,-1012.3544,-6009.7794,-3839.7881,664.1939,5465.6149,-3167.6793,5056.6053,-3167.6231,-4558.4483,4366.4753,-5973.3443,-1136.0316,1454.7363,-5196.7882,-5203.7940,2270.5268,-4716.7300,1772.0871,-2859.4722,-301.2949,5355.6093,4242.1270,-4455.1959,-1903.4569,-5490.4542,739.2386,3674.6852,-2672.9358,5045.4203,0.0000,6625.4304,-6397.9684,1890.7610,5368.5310,-1257.7241,1982.8799,-3377.8716,-4833.3267,4081.2792,4914.1555,5925.3876,-1021.7253,3917.1479,-1678.1692,3246.6618,3384.4387,4719.8927,2501.5907,781.5239,-897.4117,3767.5681,-2584.5759,-5888.2004,1419.5434,1875.8297,2337.8562,3383.7758,6222.5596,-1381.6809,4962.9156,-3163.5742,4867.4600,-4602.8348,158.9522,-1395.8838,36.7685,6712.1955,4118.8964,-2066.2419,2810.8253,2176.5148,2782.6017,6417.2039,-6424.0638,-3045.8132,-4534.2796,465.1266,-2687.4813,-5084.4119,-1211.7869,3792.7883,-5142.4113,-5016.7043,2279.9160,-4856.2230,-4200.4560,1484.7589,-5888.1303,-5508.0140,365.1044,4450.1380,-3540.3334,2618.7421,3986.7988,377671.2450,387045.8037,382931.6805,384490.9313,390678.9482,388593.4474,381698.6503,382946.4192,-284843053.0535,-284826470.8272,-284824066.8033,-284833942.2208,383478.6122,-284827610.7327,5855.8510,4749.9404,-2555.8966,-2209.1811,-387.9047,-5046.2551,6562.6908,-3357.8285,2951.8954,-6455.5729,-1799.8004,4413.9672,439.9342,-5550.7602,-932.8569,3078.9058,-1821.1588,5022.8688,6077.4028,3498.7034,928.9906,-6115.7776,3358.2720,-4048.4385,4597.6603,-6836.0109,-3467.2925,650.5632,3192.3206,-5716.0972,-491.6036,6369.9138,-3675.0500,-5256.0861,494.6753,0.0000,-1384.9404,-493.4913,4814.7459,-3860.0185,6575.8307,4336.4479,-2274.1222,-4033.2074,740.9205,4877.4753,2036.6180,6799.0548,-2540.3712,-4664.2925,6107.2549,-3924.3000,-1167.7782,-3638.7120,-6267.4082,5197.2296,-4436.9539,-4341.1839,-2951.9301,-5778.1505,3698.0624,-6151.0500,-4928.6377,-724.0636,120.6613,-3854.7434,5534.8683,-2343.3901,-5110.6656,5288.5622,5508.6199,4263.3513,-696.9838,-4185.2789,3637.6577,6280.7520,2028.6431,6154.1248,-2416.9483,1612.0403,4188.0764,-2435.3411,4096.8817,2011.9630,4000.4787,-4404.1713,-1657.7510,-2560.1101,791.6460,-5044.8051,-1131.1216,-2981.6810,-4856.6984,507.1299,1039.0166,-4639.7799,-927.2152,3680.7707,-5137.0611,-1514.7088,-94393.9028,-69672.3129,-95027.0127,-94538.5834,-88547.6376,-88996.6706,-86066.0707,-89257.7062,51991452.8728,51971030.2323,52003962.2553,51974294.4657,-89120.8220,51985940.8325,-3251.1139,450.2611,5691.7281,5399.8610,-3119.7662,-4659.6944,-1871.8602,488.0219,-4909.7038,-2400.8091,3631.8264,4276.6952,4699.1461,2702.3278,5023.5864,4394.4780,-3011.4009,-4628.9981,2437.2504,-2967.6271,-4428.8202,2276.3401,3520.1683,-5285.2029,-4282.8748,1098.9605,2375.3902,5423.8761,-4062.0115,3420.1736,4100.8424,2286.7443,4538.1773,3503.0317,-4754.0265,0.0000,-1487.1725,-2633.7639,4521.8899,2002.2221,1772.6879,-4747.9443,-5376.7632,-2922.2619,-5524.3291,94.3824,2931.7745,799.1961,5063.8951,-4812.7886,9.4847,-4607.8569,-4898.1183,-5288.1235,-2823.1818,4465.0626,3750.3780,-4688.2046,2121.2458,-3182.9343,-5533.9369,-2174.8232,-3415.4635,2661.2546,-6813.2742,2826.2228,-2634.6624,-4258.7073,436.8624,4431.6741,3921.0127,5425.6467,1457.0929,-3443.3307,5482.4534,-600.4937,6279.2348,1275.1901,1006.6791,-2056.1570,4589.9409,-4634.3958,5510.3193,6072.7498,-2447.6819,-5174.9517,-5465.6728,-3937.3396,-4552.1690,4106.9241,4643.2271,-4448.8181,4541.8816,-3603.2896,-3865.0943,5157.4040,4970.2871,-4692.4995,-3798.3244,-5250.4503,-86414.8764,-89486.3404,-87127.7596,-86827.7282,-82940.2278,-91515.5062,-97274.7598,-90462.4864,90709854.0866,90686379.6733,90682636.3888,90695833.6067,-88723.6464,90697666.6869,
