sl_20_86400_20280305 Coordinates.csv
2028/03/05 07:47:00.0000 UTC

Generated: Tue Oct  8 21:41:38 2024,
Start: 2028/03/05 07:47:00.00, Stop: 2028/03/06 07:47:00.00,
TIME_UNITS,STARLINK-4465 - X-Coordinate,STARLINK-4356 - X-Coordinate,STARLINK-1035 - X-Coordinate,STARLINK-31546 - X-Coordinate,STARLINK-11099 [DTC] - X-Coordinate,STARLINK-32187 - X-Coordinate,STARLINK-31814 - X-Coordinate,STARLINK-3328 - X-Coordinate,STARLINK-3834 - X-Coordinate,STARLINK-11118 [DTC] - X-Coordinate,STARLINK-3358 - X-Coordinate,STARLINK-31490 - X-Coordinate,STARLINK-31323 - X-Coordinate,STARLINK-6274 - X-Coordinate,STARLINK-11168 [DTC] - X-Coordinate,STARLINK-5270 - X-Coordinate,STARLINK-1906 - X-Coordinate,STARLINK-3558 - X-Coordinate,STARLINK-5094 - X-Coordinate,STARLINK-30774 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4465 - Y-Coordinate,STARLINK-4356 - Y-Coordinate,STARLINK-1035 - Y-Coordinate,STARLINK-31546 - Y-Coordinate,STARLINK-11099 [DTC] - Y-Coordinate,STARLINK-32187 - Y-Coordinate,STARLINK-31814 - Y-Coordinate,STARLINK-3328 - Y-Coordinate,STARLINK-3834 - Y-Coordinate,STARLINK-11118 [DTC] - Y-Coordinate,STARLINK-3358 - Y-Coordinate,STARLINK-31490 - Y-Coordinate,STARLINK-31323 - Y-Coordinate,STARLINK-6274 - Y-Coordinate,STARLINK-11168 [DTC] - Y-Coordinate,STARLINK-5270 - Y-Coordinate,STARLINK-1906 - Y-Coordinate,STARLINK-3558 - Y-Coordinate,STARLINK-5094 - Y-Coordinate,STARLINK-30774 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4465 - Z-Coordinate,STARLINK-4356 - Z-Coordinate,STARLINK-1035 - Z-Coordinate,STARLINK-31546 - Z-Coordinate,STARLINK-11099 [DTC] - Z-Coordinate,STARLINK-32187 - Z-Coordinate,STARLINK-31814 - Z-Coordinate,STARLINK-3328 - Z-Coordinate,STARLINK-3834 - Z-Coordinate,STARLINK-11118 [DTC] - Z-Coordinate,STARLINK-3358 - Z-Coordinate,STARLINK-31490 - Z-Coordinate,STARLINK-31323 - Z-Coordinate,STARLINK-6274 - Z-Coordinate,STARLINK-11168 [DTC] - Z-Coordinate,STARLINK-5270 - Z-Coordinate,STARLINK-1906 - Z-Coordinate,STARLINK-3558 - Z-Coordinate,STARLINK-5094 - Z-Coordinate,STARLINK-30774 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
32400.000,1153.4994,859.7928,1031.7689,4913.2764,3580.5626,0.0000,6188.5140,444.9350,-4175.9216,-4959.0691,5477.3894,-5279.0738,4062.5822,4588.8636,-1815.3004,-1450.8836,2402.0091,558.5787,-4882.1206,6217.3045,-285019.1991,-250313.1483,-266808.4461,-270931.0382,-265356.9287,-266580.3823,-269734.8159,-269794.3367,-146702821.9825,-146669521.7322,-146668435.5862,-146683980.2706,-269478.2614,-146688410.7726,197.2790,-5970.1945,6735.2527,-2368.2662,-3085.7498,0.0000,3.2067,-6887.0293,-1743.2028,-4118.6052,1127.6311,3957.5049,649.3376,-2583.9168,3775.9519,2558.1990,3513.5126,-4109.4959,-536.9449,-2808.5191,202015.8906,200735.1229,196263.8696,194233.1484,201084.8153,199741.1242,205444.8062,201599.0477,-321828110.7442,-321815764.4357,-321824553.3426,-321821530.1118,201347.4135,-321815838.0572,-6888.2982,3394.2464,-1163.6915,4105.1743,-4793.5894,0.0000,-2836.7527,-309.6831,-5227.0706,1928.4243,3448.2559,1718.0854,5439.2402,-4528.6958,-5293.8335,6280.1222,-5404.8870,-5533.7589,-4864.0639,-611.7005,167333.8167,162052.3939,161480.3735,170022.9700,163848.3658,154594.8784,163177.3800,165437.0790,-32291918.8003,-32316539.8882,-32272808.7074,-32277029.9397,163661.8284,-32284232.5297,
36000.000,-1774.2786,-3304.2888,-2457.8812,-3767.3652,-2179.2064,0.0000,-6075.0510,1382.0090,4058.6238,5646.4854,-6038.7596,3602.0840,-4948.5312,-5814.7453,-1750.7950,500.3649,-5971.6569,3452.7672,2903.3483,-4023.8396,-326869.2959,-292751.5071,-309777.9675,-312228.5597,-305519.5978,-307597.4330,-311600.9469,-310352.8363,-58348314.0384,-58318655.0885,-58309838.8514,-58325800.1109,-311045.8270,-58333710.2493,-5007.6103,5786.7828,-5641.2455,5627.3409,6335.1092,0.0000,2834.7874,5274.0526,-2680.5508,1980.8085,1594.1327,-4971.2301,3544.9465,3781.4090,-6153.1138,-6133.9636,-1909.5374,4748.0959,-3420.1041,4553.8379,123459.2045,131447.0225,122132.4150,121036.5625,126387.3598,125715.6771,132830.7341,127617.9531,-348853582.4529,-348837018.5835,-348842181.6690,-348839618.4043,127970.3189,-348840204.4183,4521.8704,1891.1017,-3152.7595,-890.1124,620.7363,0.0000,-1177.4979,4235.4525,4899.8423,3075.2355,2045.6189,2960.1969,-3098.2354,-181.1242,2139.1083,-3231.3047,2816.0217,3639.0690,5245.8823,-3164.8817,166943.0166,161434.2498,161798.3449,168958.5129,165812.1190,155142.6494,159252.2524,161631.8954,-32209061.1223,-32236204.2246,-32195824.1781,-32202926.3392,163226.8016,-32204047.3307,
39600.000,-286.1904,2796.0015,3725.0978,1003.1131,-436.6358,0.0000,2766.7422,-3818.3200,-3619.2699,-3339.1046,1330.1732,597.0772,4003.6660,4029.4580,3548.8594,-388.9533,6665.3146,-5410.0449,-1134.7050,-247.3685,-347310.7082,-316582.6465,-333173.1970,-334104.1233,-326817.6322,-328880.6531,-333837.3945,-333998.2147,33994630.7564,34019836.8115,34033562.8104,34010110.0726,-333059.5955,34008887.0910,6971.7703,-1839.1167,2005.4632,-6057.7394,-5325.5090,0.0000,-4518.8559,-1737.9065,5696.4476,2275.8957,-3720.3115,4084.8637,-5307.9319,-3066.0494,4990.3380,6709.1955,283.8315,-4269.5143,6409.5220,-5003.9182,36971.7494,53629.3877,40439.8519,40054.9005,44479.0631,44062.2202,51001.6373,46783.6857,-352072839.2772,-352053994.7554,-352052391.3180,-352053383.2095,46574.2253,-352058345.4585,257.8639,-6069.4951,5456.5363,-2996.5911,4081.1931,0.0000,4261.3220,-5493.0680,-1495.6309,-5387.5047,-5259.9729,-5433.1449,-1564.9450,4736.5101,2828.5446,-1756.8886,1656.0236,529.5145,-2325.2061,4659.3394,166486.4298,160817.1659,162482.7353,167387.1748,167132.0289,156365.4067,156284.9679,164310.1591,-32125867.8530,-32155462.7521,-32119111.0587,-32129243.7363,162775.3709,-32123851.2444,
43200.000,2071.7563,1318.5999,-4953.2195,2868.4573,4010.1021,0.0000,1938.2392,5879.9274,1950.1167,401.3192,4037.5587,-5004.8272,-564.4503,342.4988,-4042.8131,-496.6314,-4240.9682,5055.7261,-457.6145,4387.9024,-345121.7635,-320220.7254,-335599.2334,-335295.8838,-327447.3257,-329473.3003,-334758.7469,-332857.8664,124023877.1306,124044635.6177,124059516.2910,124030266.0456,-334143.1739,124037311.1356,-4483.2193,-1879.4931,2111.4232,4087.3972,1515.3531,0.0000,5111.2504,-1596.1663,-5974.0953,-6040.3389,4516.5882,-2639.9248,4558.6078,2364.3649,-383.9111,-3970.5847,2009.0318,1730.9028,-6570.3942,4429.7244,-51685.6266,-27848.5122,-43624.4663,-43450.2760,-39903.5259,-40009.9647,-34055.0133,-37694.4415,-331264182.6509,-331245148.2827,-331235168.9993,-331249047.6716,-37728.7390,-331248830.9939,-4941.4857,6524.4862,-4337.7277,4653.1990,-5190.8326,0.0000,-4058.6872,3248.1036,-2878.8253,2934.2058,2545.6620,3797.5763,5041.6224,-6521.9921,-5393.0534,5666.9172,-5030.5409,-4388.1070,-2092.9826,-2840.5848,165969.9298,160205.0228,163229.1627,165235.1720,167870.5369,158354.8337,154144.4823,161069.0476,-32042533.1260,-32074252.2406,-32042540.6619,-32049612.4075,162307.5515,-32043644.3004,
46800.000,-876.2758,-5800.3729,5101.0906,-6073.1738,-6191.1676,0.0000,-5331.9919,-5914.9620,1270.4469,1807.9741,-5398.3325,6709.4907,-3948.3580,-4615.8962,3809.3540,2949.7061,504.7832,-3546.1564,2453.2100,-6283.5072,-320601.2684,-303328.3083,-316995.4119,-315869.0732,-307249.2958,-310162.2818,-314292.4809,-315586.7839,205594632.1634,205611793.5342,205623829.8130,205599313.5426,-314233.3919,205606958.3977,-351.7055,2255.4542,-4640.4318,-1226.5134,2016.7319,0.0000,-4170.0065,3414.4711,4097.7505,6136.8490,-2229.2069,1010.7820,-2824.8952,-2707.9619,-4461.6772,5.4866,-4702.2678,2303.2611,3873.7994,-2525.4099,-136674.4670,-107864.3187,-124796.5020,-123717.3082,-121661.5718,-121271.4960,-116613.6948,-120041.8521,-287845852.1377,-287828533.3896,-287810301.0565,-287838258.0426,-119645.5312,-287830101.5609,6907.9411,-3052.9631,460.9077,-2877.2865,1689.2146,0.0000,695.4991,1038.6317,5408.8517,2086.3217,3010.0999,673.5773,-4806.3211,4405.4808,3326.2187,-6295.2763,4982.2316,5458.4120,5160.2668,-1028.8229,165397.9238,159602.9185,163712.2288,162414.4797,168100.4840,161201.6343,152710.2503,162941.6328,-31959259.5329,-31992495.4693,-31965994.2349,-31965665.7316,161823.3604,-31963426.5279,
50400.000,-2931.1659,6528.7802,-3073.0430,6586.6240,4568.0530,0.0000,5870.1680,3131.3810,-4923.1570,-3571.7116,2876.2345,-4777.0329,6669.0155,6166.5082,-2270.8162,-5586.6653,2379.5495,2049.3914,-4794.1423,5391.8997,-275523.4531,-266842.9633,-278583.8611,-276446.8416,-267456.4707,-274406.3947,-273834.0425,-273175.3961,273138876.7974,273154014.6680,273159671.0437,273147584.0286,-274583.9175,273150073.8864,3676.2812,31.2872,4969.4928,-1485.0079,-3680.5348,0.0000,1273.6542,-3997.2200,-1716.9439,-2154.1113,-2816.8437,1414.1868,1079.0962,3173.7480,6156.2322,2588.7087,6254.6213,-5827.0787,-100.4661,-771.2537,-212469.1045,-181359.3978,-198059.7918,-193960.0280,-195770.3075,-194777.7644,-191289.3814,-193192.5038,-224779393.4469,-224765160.0277,-224740464.6740,-224776201.6262,-194033.9459,-224763783.7631,-5167.6317,-2317.4731,3683.6174,-1040.9592,3287.9918,0.0000,3189.8838,-4688.4800,-4540.9036,-5287.3053,-5202.7733,-4662.5237,987.2493,286.3039,1569.8100,3200.7352,-1585.0058,-3108.2635,-4979.5546,4141.9972,164773.7910,159017.8694,163672.7300,159704.4646,167861.6527,163670.2048,151916.6013,160589.1990,-31876245.0045,-31910098.4567,-31889357.1126,-31880714.4194,161322.8165,-31883197.9566,
54000.000,6109.2948,-2631.2585,-907.4966,-3885.2643,364.2296,0.0000,-4069.7135,1264.0142,6863.0376,4763.8979,454.6209,933.9326,-5763.2800,-4590.7914,-1199.4320,6045.4512,-3702.1237,-562.7738,6127.8151,-2834.2855,-212995.4918,-212923.9577,-222759.3573,-217441.0910,-210565.8109,-221783.1415,-216092.4114,-218868.8152,322045478.6701,322060606.7075,322057452.4236,322059783.9590,-217686.4287,322055794.7340,-3328.4741,-1444.4542,-4059.4271,3749.2877,4038.0951,0.0000,2909.2465,4182.0750,-156.6312,-2832.6486,6375.8822,-4395.4531,903.1169,-1889.8116,-4208.3595,-2949.2651,-5014.1591,6779.7008,-2742.2212,4509.4251,-274219.1093,-243654.8674,-258914.9922,-252101.9072,-257647.2626,-256499.1011,-253319.7174,-257437.9904,-146367664.8060,-146357055.4677,-146329037.2254,-146363795.6603,-256224.8447,-146352675.4459,588.5784,6233.5039,-5523.7804,4175.9688,-5374.3242,0.0000,-4618.6599,5342.7855,782.1083,3810.6288,1530.2636,5119.9771,3538.1354,-4854.6762,-5140.6252,1729.2698,-2910.1446,-1225.4534,1625.4962,-4311.5958,164100.1620,158460.0911,162987.1279,160993.3125,167166.6987,160320.5128,151739.2394,161377.1069,-31793669.9948,-31826949.2191,-31812513.2385,-31796343.0478,160805.9402,-31802958.6158,
57600.000,-5479.8687,-2631.6959,4907.8449,-450.8765,-5015.3633,0.0000,1327.3863,-4888.4719,-5738.8876,-4002.7991,-2809.1676,2253.8039,2110.8377,1810.8807,5128.4123,-3196.3970,4085.4409,-1519.6943,-4987.6710,-12.7279,-137228.7713,-144820.4395,-152947.1781,-145554.7972,-140175.3355,-151972.2469,-144874.4415,-146223.4599,348975027.0128,348992169.0832,348979382.6759,348992822.1075,-147114.2874,348984914.4701,669.1679,-400.5643,2950.4483,-5345.0944,-3585.5466,0.0000,-6203.6593,-4119.6079,1699.0657,5316.6983,-4526.8723,6196.2705,-3515.3912,-1574.7677,844.9765,2389.4965,1094.5701,-4766.1612,3917.1074,-6705.8754,-318059.8989,-290748.8701,-303606.0473,-296781.6101,-303467.8009,-302890.7887,-298856.2207,-300746.8028,-57961255.7169,-57953812.0995,-57926424.8476,-57952425.9622,-302314.7142,-57947180.2776,4266.2500,-6401.2223,3862.1983,-4230.9773,2687.6902,0.0000,2454.5616,-2626.1120,3447.8092,1005.4638,3843.0194,-1747.4290,-5464.8363,6499.6122,4295.1780,-5690.4652,5411.7231,4761.3519,2736.0573,1382.0703,163379.1055,157945.5720,161700.6630,162858.7305,166003.9175,156297.4689,152189.0170,160130.3625,-31711685.7963,-31742922.5359,-31735339.6768,-31713430.4383,160272.7542,-31722708.5349,
61200.000,1011.7770,4946.4075,-6691.0778,4037.6156,6072.1247,0.0000,1395.1932,6003.4067,2191.1582,330.5844,4188.2519,-3734.9201,1711.2011,-37.8100,-6514.9932,-1446.9202,-4202.9958,4229.3871,1304.1387,2458.0295,-53240.8273,-66665.8400,-73433.3178,-65229.9167,-60774.6476,-71722.3971,-64804.6098,-67749.5499,352087883.3674,352108540.4843,352087222.0647,352104723.4222,-67298.5037,352097880.1981,958.2513,4054.6184,-1716.9751,5388.8542,1675.7608,0.0000,6464.6835,2920.5281,-3540.9215,-4548.0184,-1243.4347,-4878.0259,5709.5574,5433.1518,1746.7609,-2566.2035,3374.3954,1293.8216,-4132.5841,5872.4344,-341351.5979,-319581.3942,-329321.3933,-323159.3317,-330426.8648,-330207.0012,-325220.1622,-331127.9259,34406648.7571,34412343.6361,34435045.7160,34422055.2702,-329410.2578,34419779.2598,-6846.6185,2647.7845,216.3137,1143.9922,2358.6319,0.0000,1596.1176,-1780.8072,-5519.3617,-4955.4759,-4917.9577,-2966.8554,3322.7179,-4326.8191,208.0882,6277.7583,-4274.0528,-5316.1992,-5385.8395,2516.6171,162612.2574,157501.9747,160015.2366,164080.3643,164334.3901,153232.3924,153313.9073,159679.4333,-31630404.7435,-31657902.3409,-31657700.8059,-31632718.8338,159723.2827,-31642447.7434,
64800.000,4012.5327,-3119.9012,5494.1329,-5433.9890,-3548.4810,0.0000,-3875.7784,-4723.6082,1648.0320,4443.4311,-3690.8520,4076.6089,-3773.9632,-325.2757,3723.7709,4994.6877,3562.8253,-6222.4908,3078.6101,-4476.0760,33490.7212,16795.1545,10848.5460,18896.2718,22476.3404,13079.0281,19010.8659,16750.8140,331169866.6106,331194468.9202,331167702.4174,331181222.6595,16749.9956,331180455.1976,431.8045,-5574.5445,-372.5946,-3059.9995,2061.7853,0.0000,-3427.3655,14.5082,5317.6619,2249.1281,5421.8014,613.9412,-5546.8580,-6916.2388,-3313.1841,3602.4798,-5876.8989,1658.9156,4118.5525,-2334.1855,-342831.4902,-328268.7524,-334377.4405,-329104.5758,-336937.9298,-336440.8636,-331129.9101,-334051.4093,124432033.4931,124438038.1490,124452752.3671,124451644.0074,-335809.7240,124444458.5560,5688.2816,2674.9121,-4181.6891,2778.2095,-5336.5869,0.0000,-4425.9508,5033.1775,4085.1464,4519.1279,446.4811,5422.3014,1257.9817,-456.0849,-4552.8434,-3223.7063,222.4124,2501.6105,4606.3206,-4634.1705,161800.9165,157185.0263,158235.3079,164720.7362,162084.3505,150994.2071,155205.6116,159622.9811,-31549892.9402,-31571846.4084,-31579442.0835,-31555035.1426,159157.5517,-31562176.2705,
68400.000,-5886.5585,-78.1822,-2485.5568,4862.6676,29.7277,0.0000,5545.6225,2546.1049,-3937.2677,-6730.7181,138.0549,-3976.9952,4188.2473,654.7597,1391.8015,-5539.2799,-1269.9963,5834.2859,-5795.2315,5611.8686,117398.0892,100526.9717,94592.5470,101740.7221,103832.6370,96722.8032,101362.5880,100174.4139,287646982.1376,287674512.4347,287647057.3439,287652382.4166,99754.4204,287658462.6804,-3453.2569,2627.3832,3374.0457,-1170.5778,-5695.2936,0.0000,-980.7786,-3894.5657,-5679.7095,1.6989,-4775.0459,4016.8129,2195.3843,4839.5446,4322.7601,-3801.5008,5472.5954,-3197.6193,-3648.8864,-1904.5690,-322671.5485,-316394.5651,-318368.3255,-314116.8697,-322727.9502,-321181.4550,-317031.9317,-322697.1361,205970335.6240,205978706.2284,205983824.3213,205987575.1497,-321109.6303,205982502.2928,-1483.8080,-6413.5980,5487.2287,-4654.4805,3574.8144,0.0000,3811.6343,-5111.1893,-88.7278,-119.6976,4507.3367,-3820.5964,-4931.3256,4920.9520,4982.5816,-1765.3803,3955.2387,1868.8510,-929.0054,3423.0340,160946.1212,157140.6336,156686.3069,164852.7032,159165.8374,149462.3908,157954.8057,157922.2563,-31470165.9798,-31484921.7839,-31500383.8781,-31480878.7292,158575.5895,-31481894.1458,
72000.000,3724.7475,961.4609,-414.1121,-3165.1251,2388.2526,0.0000,-5286.7151,-658.5007,4446.1016,4577.4513,4718.9533,2887.9725,-3905.5145,-2336.6257,-5120.8669,3650.9943,-2533.0780,-2649.1022,5775.5415,-4946.1127,193191.8663,178752.3856,172461.1142,178208.8425,176435.4605,173754.8593,177245.7301,175758.4086,224488184.3733,224516316.8401,224493678.1486,224496339.0573,176502.8516,224500596.0481,4709.8442,2864.9135,-6033.4096,5209.4176,6146.7607,0.0000,4277.6938,6598.8675,3481.0814,-2230.9830,1220.5141,-6141.3600,2641.7224,-672.7776,-4239.0416,1622.6439,-3301.7155,3867.4623,1765.0066,4732.0740,-282439.1056,-286052.1650,-282246.3609,-279095.2243,-288093.1745,-285491.8372,-286050.9732,-284911.7082,273455864.3716,273467785.2272,273464254.0061,273465557.7212,-286230.1963,273468309.8827,-3569.7939,6221.9679,-3350.8775,3076.6442,1331.5815,0.0000,-259.0455,1927.4684,-3987.9744,-4406.4284,-4417.2409,-681.3789,4929.0395,-6506.3406,-1167.3037,5671.2379,-5478.1352,-5083.4899,-3361.4606,217.8053,160048.7212,157920.8345,155627.4276,164516.0582,156358.9920,148571.2943,160324.8856,158998.0614,-31391187.9382,-31397660.4286,-31420317.5252,-31407051.5191,157977.4258,-31401601.3984,
75600.000,-105.5449,1117.9787,2248.4031,804.1343,-3697.2901,0.0000,2345.8465,-919.2949,-4086.3410,206.6973,-6247.2814,-36.5455,3138.1417,4787.2981,5381.3112,-1527.6296,5955.4909,-1753.7274,-3824.7566,1921.1113,256203.6631,241984.2652,239464.5307,243566.9997,238050.4986,239262.6450,242466.9256,243084.6200,146002809.9184,146028824.4188,146015553.7549,146021194.9444,242174.9684,146015920.4469,-2108.1238,-6446.9818,6471.2680,-6737.8793,-2419.2634,0.0000,-5340.0264,-6388.3127,689.5149,4459.2952,1942.0204,4984.1630,-5924.3922,-2739.2516,1776.5651,2529.1668,1010.0473,-4342.8375,1666.9889,-5422.1630,-224965.2672,-237707.2850,-228295.6511,-226231.0421,-233129.8150,-231776.1706,-237453.8394,-234295.0066,322281721.4464,322296865.4535,322288458.8776,322290150.9873,-233357.8831,322294932.2313,6645.5383,-2287.2434,-923.0732,767.5669,-5079.1669,0.0000,-3511.8023,2458.6170,5521.1098,5028.5815,-658.0217,4644.4887,-1298.4070,4198.9066,-3667.7586,-6292.9420,3277.0898,5074.0193,5498.6912,-3722.9001,159109.4627,158618.2073,155182.1722,163723.4676,157551.2994,148296.6407,156876.6858,156181.0200,-31312873.7015,-31310889.1925,-31339010.0384,-31327236.0741,157363.0923,-31321298.0577,
79200.000,-1522.4661,-3229.9661,-3326.1397,2169.9268,4315.5755,0.0000,2224.6840,2849.0777,3589.2370,-3979.1999,2278.1642,-3932.6024,-1051.7072,-5839.6498,-3132.7053,673.5312,-6740.7045,4994.4950,1571.6762,2438.6972,302680.7904,290788.7379,291329.5382,293767.7428,287104.4456,289175.7953,293241.3431,291705.4115,57546511.9342,57568524.3253,57566355.8800,57571087.9383,292644.3250,57559878.2946,-2931.6449,5298.4695,-3944.0209,5052.6803,-2822.6397,0.0000,4541.3637,3392.3231,-4697.3459,-5287.7001,-3633.1555,-2174.1440,5876.3793,3709.2854,2659.9480,-6124.3908,753.3485,4393.6704,-5281.8348,4492.2550,-154131.6779,-172819.6822,-159980.8319,-158864.5942,-164272.6234,-163583.6101,-170664.0282,-165234.5360,349114284.7191,349130955.6241,349123374.1310,349129054.3498,-165808.6149,349128568.7218,-6156.5871,-3082.1854,4590.3749,-4055.3392,4313.8921,0.0000,4544.7217,-5305.1209,-3585.1841,-1239.5807,4973.3171,-5134.8034,-3321.4585,560.9047,5343.5364,3193.0142,1119.4054,-1885.9711,-4173.6586,4548.0296,158129.1166,158290.2126,155305.2621,162463.2382,159319.2579,148649.3007,152756.6016,158194.1781,-31235094.4801,-31225306.0205,-31256233.5447,-31243164.0168,156732.6229,-31240984.1530,
82800.000,70.3451,2066.5973,4331.7028,-5070.4331,-3525.6867,0.0000,-5896.5756,-4968.0954,-2538.1992,4836.7589,3598.8459,6580.6492,-2474.0271,3762.1789,537.0099,-602.1729,4252.2663,-5720.9458,189.9126,-5912.3755,330014.9732,322699.8921,324801.3822,325725.9232,318477.4808,320536.0862,325552.9284,325508.3723,-34844227.2130,-34826614.3469,-34819684.3958,-34820666.4837,324737.2566,-34831142.8431,6590.2982,-952.1505,-307.1848,-1459.3103,5725.6471,0.0000,-2697.2256,484.6783,6395.6829,2919.2860,4057.1993,-387.5172,-3261.7189,-2953.0698,-6260.6620,6697.2500,-2525.4531,-2955.8194,6903.9015,-2721.0860,-74591.2611,-97258.7193,-81685.0594,-81291.9466,-85778.2408,-85344.4812,-92240.5081,-88060.5708,352120789.1636,352136709.6358,352135649.5525,352143320.8571,-87820.2144,352136194.9341,2298.2045,6532.7947,-5381.0327,4330.9967,249.3848,0.0000,-2071.8389,4767.2579,-639.8853,-3664.0592,-3721.8307,1739.7298,5454.3750,-5034.1480,-2466.2283,1737.7546,-4782.0242,-2516.0018,183.1835,-2139.3613,157108.7196,157671.3932,155794.7808,160696.4640,160443.5582,149677.2667,149594.6757,154522.5478,-31157686.1520,-31141158.5547,-31171851.1144,-31158118.2492,156086.0531,-31160659.7136,
86400.000,2234.3118,2329.6782,-4955.8801,6381.2964,308.9907,0.0000,6499.1076,5993.2768,188.4105,-3601.2777,-5923.3528,-5756.5952,5817.2570,702.2154,1588.5554,-395.0178,-110.7647,4405.1060,-1786.8829,6599.8780,336892.7407,335440.6140,337840.6812,337535.8776,329717.8692,331742.5304,337078.8897,335868.4838,-124864055.0216,-124849851.6910,-124839043.0160,-124846820.3326,336432.1960,-124851744.4766,-6005.9600,-2447.8386,3944.1076,-1984.7605,-4893.5988,0.0000,32.2149,-3215.1038,-5289.1564,1993.2586,-2269.5727,2159.4804,267.7638,2354.5065,6047.2806,-3965.0361,4499.6361,-340.7994,-5411.4687,246.6351,8558.0128,-15905.4431,1620.0606,1444.0322,-2169.2896,-2046.5438,-7955.1590,-4247.6973,331094475.1043,331107590.5860,331116577.4385,331121494.5832,-4287.0154,331110778.8706,2765.1548,-6053.4512,2759.2571,-1412.4987,-4612.5751,0.0000,-2024.5802,-1223.1412,4435.7915,5316.6525,-1734.4711,2940.9959,-3570.2245,6478.1775,-2542.8583,-5694.8059,5188.8421,5306.6819,3899.4658,-1819.2703,156050.0995,156922.5497,156346.2967,158349.3974,160986.8038,151472.2579,147259.8003,157163.0801,-31080459.8925,-31058339.1104,-31085990.4022,-31073666.1085,155423.4204,-31080324.7687,
