sl_100_5400_20281014 Coordinates.csv
2028/10/14 07:47:00.0000 UTC

Generated: Tue Oct  8 21:41:17 2024,
Start: 2028/10/14 07:47:00.00, Stop: 2028/10/14 09:17:00.00,
TIME_UNITS,STARLINK-30773 - X-Coordinate,STARLINK-30787 - X-Coordinate,STARLINK-30146 - X-Coordinate,STARLINK-4540 - X-Coordinate,STARLINK-2374 - X-Coordinate,STARLINK-2634 - X-Coordinate,STARLINK-5282 - X-Coordinate,STARLINK-4739 - X-Coordinate,STARLINK-11132 [DTC] - X-Coordinate,STARLINK-3909 - X-Coordinate,STARLINK-1291 - X-Coordinate,STARLINK-30571 - X-Coordinate,STARLINK-5573 - X-Coordinate,STARLINK-31104 - X-Coordinate,STARLINK-31328 - X-Coordinate,STARLINK-5058 - X-Coordinate,STARLINK-2648 - X-Coordinate,STARLINK-4362 - X-Coordinate,STARLINK-3947 - X-Coordinate,STARLINK-2545 - X-Coordinate,STARLINK-2001 - X-Coordinate,STARLINK-4515 - X-Coordinate,STARLINK-31678 - X-Coordinate,STARLINK-4530 - X-Coordinate,STARLINK-31303 - X-Coordinate,STARLINK-3688 - X-Coordinate,STARLINK-1008 - X-Coordinate,STARLINK-3202 - X-Coordinate,STARLINK-31396 - X-Coordinate,STARLINK-2587 - X-Coordinate,STARLINK-6221 - X-Coordinate,STARLINK-31716 - X-Coordinate,STARLINK-2424 - X-Coordinate,STARLINK-30801 - X-Coordinate,STARLINK-31338 - X-Coordinate,STARLINK-30903 - X-Coordinate,STARLINK-3090 - X-Coordinate,STARLINK-5451 - X-Coordinate,STARLINK-5706 - X-Coordinate,STARLINK-6130 - X-Coordinate,STARLINK-1687 - X-Coordinate,STARLINK-5121 - X-Coordinate,STARLINK-30346 - X-Coordinate,STARLINK-4603 - X-Coordinate,STARLINK-2616 - X-Coordinate,STARLINK-11250 [DTC] - X-Coordinate,STARLINK-2178 - X-Coordinate,STARLINK-30316 - X-Coordinate,STARLINK-31326 - X-Coordinate,STARLINK-30066 - X-Coordinate,STARLINK-31820 - X-Coordinate,STARLINK-2152 - X-Coordinate,STARLINK-2738 - X-Coordinate,STARLINK-1170 - X-Coordinate,STARLINK-30545 - X-Coordinate,STARLINK-4334 - X-Coordinate,STARLINK-4779 - X-Coordinate,STARLINK-1981 - X-Coordinate,STARLINK-5410 - X-Coordinate,STARLINK-32268 - X-Coordinate,STARLINK-4378 - X-Coordinate,STARLINK-2629 - X-Coordinate,STARLINK-6348 - X-Coordinate,STARLINK-1759 - X-Coordinate,STARLINK-2436 - X-Coordinate,STARLINK-31988 - X-Coordinate,STARLINK-5136 - X-Coordinate,STARLINK-5579 - X-Coordinate,STARLINK-5851 - X-Coordinate,STARLINK-6070 - X-Coordinate,STARLINK-2076 - X-Coordinate,STARLINK-30908 - X-Coordinate,STARLINK-1799 - X-Coordinate,STARLINK-31199 - X-Coordinate,STARLINK-2487 - X-Coordinate,STARLINK-1932 - X-Coordinate,STARLINK-30879 - X-Coordinate,STARLINK-3146 - X-Coordinate,STARLINK-32108 - X-Coordinate,STARLINK-1391 - X-Coordinate,STARLINK-3895 - X-Coordinate,STARLINK-1876 - X-Coordinate,STARLINK-3071 - X-Coordinate,STARLINK-5480 - X-Coordinate,STARLINK-31532 - X-Coordinate,STARLINK-3696 - X-Coordinate,STARLINK-4463 - X-Coordinate,STARLINK-3147 - X-Coordinate,STARLINK-6207 - X-Coordinate,STARLINK-4118 - X-Coordinate,STARLINK-1736 - X-Coordinate,STARLINK-1528 - X-Coordinate,STARLINK-2381 - X-Coordinate,STARLINK-2143 - X-Coordinate,STARLINK-5618 - X-Coordinate,STARLINK-6286 - X-Coordinate,STARLINK-30429 - X-Coordinate,STARLINK-1117 - X-Coordinate,STARLINK-5730 - X-Coordinate,STARLINK-2520 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30773 - Y-Coordinate,STARLINK-30787 - Y-Coordinate,STARLINK-30146 - Y-Coordinate,STARLINK-4540 - Y-Coordinate,STARLINK-2374 - Y-Coordinate,STARLINK-2634 - Y-Coordinate,STARLINK-5282 - Y-Coordinate,STARLINK-4739 - Y-Coordinate,STARLINK-11132 [DTC] - Y-Coordinate,STARLINK-3909 - Y-Coordinate,STARLINK-1291 - Y-Coordinate,STARLINK-30571 - Y-Coordinate,STARLINK-5573 - Y-Coordinate,STARLINK-31104 - Y-Coordinate,STARLINK-31328 - Y-Coordinate,STARLINK-5058 - Y-Coordinate,STARLINK-2648 - Y-Coordinate,STARLINK-4362 - Y-Coordinate,STARLINK-3947 - Y-Coordinate,STARLINK-2545 - Y-Coordinate,STARLINK-2001 - Y-Coordinate,STARLINK-4515 - Y-Coordinate,STARLINK-31678 - Y-Coordinate,STARLINK-4530 - Y-Coordinate,STARLINK-31303 - Y-Coordinate,STARLINK-3688 - Y-Coordinate,STARLINK-1008 - Y-Coordinate,STARLINK-3202 - Y-Coordinate,STARLINK-31396 - Y-Coordinate,STARLINK-2587 - Y-Coordinate,STARLINK-6221 - Y-Coordinate,STARLINK-31716 - Y-Coordinate,STARLINK-2424 - Y-Coordinate,STARLINK-30801 - Y-Coordinate,STARLINK-31338 - Y-Coordinate,STARLINK-30903 - Y-Coordinate,STARLINK-3090 - Y-Coordinate,STARLINK-5451 - Y-Coordinate,STARLINK-5706 - Y-Coordinate,STARLINK-6130 - Y-Coordinate,STARLINK-1687 - Y-Coordinate,STARLINK-5121 - Y-Coordinate,STARLINK-30346 - Y-Coordinate,STARLINK-4603 - Y-Coordinate,STARLINK-2616 - Y-Coordinate,STARLINK-11250 [DTC] - Y-Coordinate,STARLINK-2178 - Y-Coordinate,STARLINK-30316 - Y-Coordinate,STARLINK-31326 - Y-Coordinate,STARLINK-30066 - Y-Coordinate,STARLINK-31820 - Y-Coordinate,STARLINK-2152 - Y-Coordinate,STARLINK-2738 - Y-Coordinate,STARLINK-1170 - Y-Coordinate,STARLINK-30545 - Y-Coordinate,STARLINK-4334 - Y-Coordinate,STARLINK-4779 - Y-Coordinate,STARLINK-1981 - Y-Coordinate,STARLINK-5410 - Y-Coordinate,STARLINK-32268 - Y-Coordinate,STARLINK-4378 - Y-Coordinate,STARLINK-2629 - Y-Coordinate,STARLINK-6348 - Y-Coordinate,STARLINK-1759 - Y-Coordinate,STARLINK-2436 - Y-Coordinate,STARLINK-31988 - Y-Coordinate,STARLINK-5136 - Y-Coordinate,STARLINK-5579 - Y-Coordinate,STARLINK-5851 - Y-Coordinate,STARLINK-6070 - Y-Coordinate,STARLINK-2076 - Y-Coordinate,STARLINK-30908 - Y-Coordinate,STARLINK-1799 - Y-Coordinate,STARLINK-31199 - Y-Coordinate,STARLINK-2487 - Y-Coordinate,STARLINK-1932 - Y-Coordinate,STARLINK-30879 - Y-Coordinate,STARLINK-3146 - Y-Coordinate,STARLINK-32108 - Y-Coordinate,STARLINK-1391 - Y-Coordinate,STARLINK-3895 - Y-Coordinate,STARLINK-1876 - Y-Coordinate,STARLINK-3071 - Y-Coordinate,STARLINK-5480 - Y-Coordinate,STARLINK-31532 - Y-Coordinate,STARLINK-3696 - Y-Coordinate,STARLINK-4463 - Y-Coordinate,STARLINK-3147 - Y-Coordinate,STARLINK-6207 - Y-Coordinate,STARLINK-4118 - Y-Coordinate,STARLINK-1736 - Y-Coordinate,STARLINK-1528 - Y-Coordinate,STARLINK-2381 - Y-Coordinate,STARLINK-2143 - Y-Coordinate,STARLINK-5618 - Y-Coordinate,STARLINK-6286 - Y-Coordinate,STARLINK-30429 - Y-Coordinate,STARLINK-1117 - Y-Coordinate,STARLINK-5730 - Y-Coordinate,STARLINK-2520 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30773 - Z-Coordinate,STARLINK-30787 - Z-Coordinate,STARLINK-30146 - Z-Coordinate,STARLINK-4540 - Z-Coordinate,STARLINK-2374 - Z-Coordinate,STARLINK-2634 - Z-Coordinate,STARLINK-5282 - Z-Coordinate,STARLINK-4739 - Z-Coordinate,STARLINK-11132 [DTC] - Z-Coordinate,STARLINK-3909 - Z-Coordinate,STARLINK-1291 - Z-Coordinate,STARLINK-30571 - Z-Coordinate,STARLINK-5573 - Z-Coordinate,STARLINK-31104 - Z-Coordinate,STARLINK-31328 - Z-Coordinate,STARLINK-5058 - Z-Coordinate,STARLINK-2648 - Z-Coordinate,STARLINK-4362 - Z-Coordinate,STARLINK-3947 - Z-Coordinate,STARLINK-2545 - Z-Coordinate,STARLINK-2001 - Z-Coordinate,STARLINK-4515 - Z-Coordinate,STARLINK-31678 - Z-Coordinate,STARLINK-4530 - Z-Coordinate,STARLINK-31303 - Z-Coordinate,STARLINK-3688 - Z-Coordinate,STARLINK-1008 - Z-Coordinate,STARLINK-3202 - Z-Coordinate,STARLINK-31396 - Z-Coordinate,STARLINK-2587 - Z-Coordinate,STARLINK-6221 - Z-Coordinate,STARLINK-31716 - Z-Coordinate,STARLINK-2424 - Z-Coordinate,STARLINK-30801 - Z-Coordinate,STARLINK-31338 - Z-Coordinate,STARLINK-30903 - Z-Coordinate,STARLINK-3090 - Z-Coordinate,STARLINK-5451 - Z-Coordinate,STARLINK-5706 - Z-Coordinate,STARLINK-6130 - Z-Coordinate,STARLINK-1687 - Z-Coordinate,STARLINK-5121 - Z-Coordinate,STARLINK-30346 - Z-Coordinate,STARLINK-4603 - Z-Coordinate,STARLINK-2616 - Z-Coordinate,STARLINK-11250 [DTC] - Z-Coordinate,STARLINK-2178 - Z-Coordinate,STARLINK-30316 - Z-Coordinate,STARLINK-31326 - Z-Coordinate,STARLINK-30066 - Z-Coordinate,STARLINK-31820 - Z-Coordinate,STARLINK-2152 - Z-Coordinate,STARLINK-2738 - Z-Coordinate,STARLINK-1170 - Z-Coordinate,STARLINK-30545 - Z-Coordinate,STARLINK-4334 - Z-Coordinate,STARLINK-4779 - Z-Coordinate,STARLINK-1981 - Z-Coordinate,STARLINK-5410 - Z-Coordinate,STARLINK-32268 - Z-Coordinate,STARLINK-4378 - Z-Coordinate,STARLINK-2629 - Z-Coordinate,STARLINK-6348 - Z-Coordinate,STARLINK-1759 - Z-Coordinate,STARLINK-2436 - Z-Coordinate,STARLINK-31988 - Z-Coordinate,STARLINK-5136 - Z-Coordinate,STARLINK-5579 - Z-Coordinate,STARLINK-5851 - Z-Coordinate,STARLINK-6070 - Z-Coordinate,STARLINK-2076 - Z-Coordinate,STARLINK-30908 - Z-Coordinate,STARLINK-1799 - Z-Coordinate,STARLINK-31199 - Z-Coordinate,STARLINK-2487 - Z-Coordinate,STARLINK-1932 - Z-Coordinate,STARLINK-30879 - Z-Coordinate,STARLINK-3146 - Z-Coordinate,STARLINK-32108 - Z-Coordinate,STARLINK-1391 - Z-Coordinate,STARLINK-3895 - Z-Coordinate,STARLINK-1876 - Z-Coordinate,STARLINK-3071 - Z-Coordinate,STARLINK-5480 - Z-Coordinate,STARLINK-31532 - Z-Coordinate,STARLINK-3696 - Z-Coordinate,STARLINK-4463 - Z-Coordinate,STARLINK-3147 - Z-Coordinate,STARLINK-6207 - Z-Coordinate,STARLINK-4118 - Z-Coordinate,STARLINK-1736 - Z-Coordinate,STARLINK-1528 - Z-Coordinate,STARLINK-2381 - Z-Coordinate,STARLINK-2143 - Z-Coordinate,STARLINK-5618 - Z-Coordinate,STARLINK-6286 - Z-Coordinate,STARLINK-30429 - Z-Coordinate,STARLINK-1117 - Z-Coordinate,STARLINK-5730 - Z-Coordinate,STARLINK-2520 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3752.6161,2033.0859,-4942.9638,219.4758,-3210.6948,-977.3247,4771.5877,5914.6493,-5203.1432,-2185.6500,6605.8103,-5075.1425,-1815.5154,-1900.0309,-4861.5147,-160.5834,2026.9056,5956.1360,-4036.9548,2652.4810,-3846.6634,5903.5549,-4931.2107,-1767.0156,0.0000,1946.6586,-584.2682,6259.0839,-6021.3694,-3091.6877,4602.3349,0.0000,6091.9832,5948.1332,0.0000,-6454.3255,3026.6311,3185.3918,4435.9270,-6894.2510,-5370.5825,4031.1303,3319.4247,-3884.0406,945.7433,5782.6492,-4538.3871,3588.9240,-1026.9319,-3165.8395,5702.7847,-3660.9159,-4370.4451,124.2921,-4319.1446,-6349.8332,747.4862,-4808.5077,3289.0932,5333.4447,-545.1300,2057.1971,-3139.9051,-2836.0491,-6630.0825,-4548.2560,1292.1382,2726.9563,-594.5700,122.4611,-5135.8831,-746.2444,-2035.8736,2384.2045,6708.9040,-761.1351,-1369.5677,-4975.1048,-6236.8388,4009.8986,4882.8102,-1649.2718,2752.3173,50.4237,-6575.5611,4849.1103,-5001.9398,2803.5430,-6728.6494,5197.5989,76.0788,1994.4755,-2602.1479,2733.6321,-869.5055,2893.2931,3424.6964,-5514.1770,6518.1206,-68.9365,-351379.0507,-350920.2978,-354669.8980,-353255.1487,-349031.1191,-350817.1935,-358434.8898,-356754.9844,-276818882.8055,-276839078.7978,-276820097.7581,-276833033.6562,-355812.5933,-276830255.2268,-4689.7821,-5806.2824,2217.8221,6748.8286,4899.3588,-4123.1494,-2367.4021,-1667.4582,1375.1045,-6506.1779,1690.4794,2352.8711,4548.9082,6312.4657,-165.5255,5794.9226,-6460.7452,3161.1264,3894.3664,-4629.2351,5684.4679,-3552.4818,2841.8921,-3755.5216,0.0000,4959.7922,-4632.5893,-1509.5325,-3011.1103,-2655.2355,5236.9888,0.0000,-2653.5398,3437.6441,0.0000,-404.7697,2040.5878,6023.5014,-4106.8921,661.6491,85.0741,-1350.8205,4366.8467,-5397.4913,4244.2337,-2977.1572,4313.4947,2227.7438,-5977.6837,3974.6068,1076.6756,-2243.6758,-3187.4961,-4032.8081,-4281.4668,2592.1771,6444.7918,4545.1154,2721.5043,1358.8200,-6545.4330,5681.7038,-6079.4014,-4488.5826,-1447.3254,-5062.9573,-6741.9510,-5828.4784,-6861.3859,-3570.5903,-3924.0246,5756.0884,6552.7965,-5193.8318,1401.1679,-6093.8432,4822.7262,-4761.5759,133.6279,-1087.7069,-2587.9551,-6034.7732,-6288.6487,-3084.9043,-12.8372,4152.4036,2861.9355,5699.2325,-1488.3384,987.1342,6406.6677,5843.2617,5251.0193,-3334.9827,2808.0680,-4969.2425,4374.1119,-1177.1670,-374.8254,5282.0717,39301.1539,74609.5398,51544.2228,52279.5160,59739.0994,58804.4808,59935.6152,55879.5041,33893359.7364,33944436.9031,33922280.0159,33895013.2292,57398.5482,33908260.7347,-3289.4766,3182.4152,4294.9550,1047.8402,3332.8008,-5421.5958,-4386.9938,3148.8766,-4049.3257,-531.4038,-790.7208,-4129.3579,-4930.9430,1715.3484,-4819.9900,3781.9919,536.1267,1608.4931,-4047.2981,4155.4665,-53.1259,-540.7885,-3749.9190,-5525.8826,0.0000,4366.8600,-5064.2368,2460.5603,1119.9221,-5293.6684,132.3587,0.0000,1434.9184,-420.2103,0.0000,2283.3546,-5931.6043,-1115.9299,3395.7706,-381.7767,-4343.5953,5449.1416,-4222.9690,1874.8723,5373.7184,-1532.5583,-2840.2508,-5357.3061,-3183.3384,4680.2598,3548.7354,-5396.1040,3833.8289,-5360.4658,3332.5818,1139.2394,-2206.6050,1917.6406,-5401.3945,-4012.1592,-2221.0597,3325.2244,-1066.5050,4411.1502,-1032.7470,222.2204,-962.8342,2639.9305,957.7057,-5962.8384,2428.2217,-3782.1055,57.4085,3748.0747,-383.2279,2907.7319,4671.0022,-588.2515,-2754.7625,5514.0582,-4122.6590,-2716.1956,1113.0918,6199.0671,1767.9969,-2675.3247,3823.6678,-2738.3202,-776.3639,-4434.9801,2203.2597,-2364.9855,-3625.4902,5398.1999,6214.6497,-3854.6516,4124.1198,-3411.1585,2225.1167,4425.4801,60515.2912,54991.5331,58876.9685,59608.6485,63079.7618,54147.8363,49026.5398,57316.9136,73255068.6560,73278137.2136,73278954.1372,73262734.1232,57410.6127,73263193.2393,
300.000,-5144.5846,114.7877,-3448.7415,1433.2198,-1376.5589,-2897.8273,4636.5474,4518.0788,-5403.9929,-3256.7222,6374.5494,-3537.2822,-276.5522,-419.7715,-5539.4272,1708.4882,711.0063,5872.9292,-2132.4973,656.0798,-2644.3555,4870.2156,-4289.0521,-3683.9868,0.0000,3677.2453,-2353.9493,6244.9422,-6620.2787,-4121.8284,4807.0415,0.0000,5624.4218,6482.0241,0.0000,-5763.5220,2490.6233,3973.8351,3487.3839,-6499.6865,-5984.2968,2811.5243,5027.7975,-4980.2576,3004.2245,5252.7585,-3896.6901,4164.0530,-2236.9512,-1264.9066,4865.4740,-4202.5897,-5765.4580,-2060.1683,-5752.8989,-5831.6716,2038.8701,-4061.5130,4126.0091,4596.4773,-110.0639,3535.5993,-4432.3106,-3627.9684,-6813.2040,-5171.0599,-207.4032,1613.6161,-1170.5048,-1211.4754,-5200.1666,1013.7209,-774.1734,850.5387,6518.6044,-2157.4924,747.4303,-5451.7132,-5343.7802,3211.9994,3125.3838,-2698.4137,1893.1088,-1555.2710,-5860.3234,4985.9682,-3886.6327,4138.9292,-6564.5076,4382.7512,1368.3270,3337.5583,-1552.3429,1323.2544,1207.2667,1469.5508,5111.5922,-6333.3943,6570.0915,1550.4023,-352055.8617,-352382.3036,-355932.2841,-354488.3147,-350145.5764,-351996.2348,-359506.6365,-357886.3935,-277490579.6445,-277511658.1542,-277492162.3878,-277504261.0949,-356949.0261,-277502030.3062,-4198.8630,-5551.0585,3725.3198,6637.8104,4766.2601,-3088.1879,-4093.0722,-2723.4895,3048.5627,-5924.6766,371.1287,3760.3022,3420.5457,6797.9951,1588.6501,4980.5109,-6349.2953,3634.1253,4216.2353,-4424.9466,6061.3057,-4335.5349,4595.9782,-2801.7290,0.0000,4976.3281,-3431.4363,-2832.1987,-1607.3704,-695.6244,4533.3889,0.0000,-3802.5883,2016.1120,0.0000,1259.5789,-20.6289,4898.5247,-5594.7409,2121.0461,1693.1233,-3156.1985,3412.4520,-4790.9608,4117.1661,-4116.5702,5545.0558,112.9331,-4683.6001,4997.1663,-590.0779,-134.1219,-2290.7060,-3923.5198,-3274.5018,1910.5568,6526.3356,5565.0490,708.1828,-455.0075,-6931.0234,5669.9947,-5297.0034,-2635.9304,-240.9853,-3943.4912,-6902.4981,-5120.3363,-6168.4832,-4886.9352,-2316.4758,6312.5559,6560.6098,-6253.1565,124.4230,-6328.7158,5207.1780,-3549.7810,1796.8297,-3100.8823,-3441.6906,-4716.2639,-5916.0748,-4265.0024,1566.7539,2507.2758,1705.3172,5442.6101,89.1258,-855.4505,6624.1019,5674.9653,6382.6946,-4857.4139,2050.6835,-6172.1326,3429.8169,148.4560,-1965.3901,5947.8572,31913.8177,67127.3846,44037.7314,44849.3303,52260.4266,51324.2881,52414.1614,48469.0867,27839096.1942,27890222.9301,27868609.9080,27840674.8692,49894.3312,27854043.9249,-1668.4048,4137.9775,4692.1062,-779.1301,4558.4690,-5423.6849,-3059.2381,4451.5137,-2618.4842,1285.2773,-2523.0167,-4658.5692,-6044.9212,190.7784,-3697.8864,4490.8767,2299.3116,-630.4662,-5052.7565,5069.5800,-1844.6861,-2296.1192,-2631.7485,-5132.3524,0.0000,3033.1187,-5489.8724,720.3918,-433.1379,-5211.4416,2219.2179,0.0000,-384.1373,1126.3847,0.0000,3493.7739,-6504.9696,-2812.3588,2154.0872,1158.3127,-3005.4809,5467.8394,-3315.1722,86.9083,4671.3502,301.2038,-1149.9139,-5402.7826,-4470.6783,4599.3858,4714.6899,-5465.9138,2345.6836,-5037.2300,2073.7174,3259.5825,-436.8520,134.0526,-5466.0638,-5005.9601,-6.5923,1717.5276,477.1644,5245.7673,786.5437,2011.6147,581.8173,4417.0704,2980.9802,-4792.5563,3903.0946,-2665.9596,1848.6947,2628.0277,-2152.3181,1221.4315,4391.8024,-2339.2472,-3837.1338,5266.6795,-5092.3899,-4123.6589,3119.9262,5230.3569,3089.3557,-4096.2907,5455.6826,-1033.2277,-2238.9468,-5265.6558,429.2058,-590.7645,-2080.4269,4733.1571,6448.3748,-2767.2854,3162.0916,-1810.7163,758.1219,3119.9571,60368.1872,54848.4755,58827.2945,59303.0174,63010.4519,54275.0925,48803.8188,56705.9269,73251182.5628,73273877.0682,73274690.8076,73259008.9257,57279.5373,73259108.9909,
600.000,-5999.2392,-1837.9956,-1644.4346,2507.8368,632.4897,-4555.2891,4068.0834,2677.2680,-5044.1245,-4012.3640,5504.9509,-1682.1226,1347.2297,1101.5161,-5679.4666,3440.8916,-704.5671,5153.7337,-6.6248,-1433.2653,-1155.7840,3339.9593,-3233.4835,-5253.3911,0.0000,5019.6024,-3928.5595,5607.0199,-6546.6796,-4751.7558,4550.0710,0.0000,4564.7341,6377.7232,0.0000,-4510.8786,1785.5953,4395.3220,2221.6971,-5473.8882,-6021.2273,1364.1768,6247.9081,-5578.6861,4754.7823,4138.6064,-2871.3611,4368.8200,-3267.9001,736.7062,3554.2671,-4384.2212,-6506.9852,-4016.9067,-6626.6036,-4664.8320,3116.5805,-2906.8807,4605.8622,3425.0649,337.0233,4645.2014,-5296.8336,-4116.8313,-6302.7875,-5271.5480,-1692.4695,288.8757,-1667.0485,-2370.3505,-4781.0855,2654.3706,586.6337,-744.6956,5671.5878,-3314.6002,2776.0277,-5405.0606,-3924.3582,2151.2465,1062.3083,-3515.3475,805.3377,-2952.4549,-4553.9097,4669.2844,-2302.5792,5053.6017,-5772.8294,3177.2546,2510.7089,4293.9288,-369.9400,-172.1906,3189.0949,-71.4192,6300.4874,-6428.6302,5978.3003,2985.6391,-352577.7630,-353684.9970,-357037.8030,-355570.4550,-351103.4819,-353025.8806,-360419.1846,-358795.9540,-278029886.9905,-278051854.0211,-278031861.7053,-278043094.4583,-357927.1803,-278041418.1726,-3293.6763,-4789.3181,4906.4934,5840.3055,4167.0911,-1796.9782,-5393.0131,-3557.6531,4372.1325,-4738.9850,-1012.9584,4846.6970,2002.1134,6587.6039,3149.8108,3713.7217,-5579.6261,3703.3734,4176.4230,-3804.8586,5833.4739,-4709.8319,5873.0794,-1624.4743,0.0000,4521.7644,-1932.9648,-3862.8975,-36.0134,1309.8382,3354.4069,0.0000,-4556.6032,384.7161,0.0000,2828.2126,-2106.8730,3273.4268,-6536.9547,3386.0645,3105.0093,-4682.4182,2157.9927,-3707.0329,3633.1575,-4802.7439,6208.1351,-1997.3435,-2923.5979,5569.4746,-2237.5944,1974.0278,-1163.3992,-3446.7775,-1970.4657,1064.2377,5940.5236,6023.7474,-1352.9027,-2259.7900,-6559.6920,5103.1697,-3995.9906,-528.1386,998.9294,-2397.0463,-6393.2078,-3926.7880,-4848.5538,-5743.6023,-451.9857,6270.8476,5905.8673,-6687.9081,-1188.6737,-5905.5305,5110.3858,-1966.8133,3310.3104,-4822.0590,-4008.2820,-2913.2666,-4962.5163,-5057.4171,3014.8333,590.8994,425.4763,4651.9047,1678.0859,-2650.4960,6141.0774,4863.0208,6872.0261,-5923.1995,1159.5974,-6780.8608,2182.1208,1435.7416,-3355.6931,6037.6735,24516.6724,59615.5287,36511.6278,37400.4080,44760.0516,43817.3304,44872.9195,41144.3939,21771668.2072,21822821.3347,21801761.7734,21773207.3824,42367.6948,21786659.5912,138.0387,4649.7462,4583.8394,-2519.0944,5254.4510,-4834.1426,-1399.5678,5272.3935,-882.1656,2961.2347,-3977.3967,-4694.6174,-6519.6016,-1355.3312,-2165.5366,4717.4604,3800.7218,-2802.0173,-5515.3320,5401.0103,-3432.9550,-3803.5872,-1217.2120,-4185.8675,0.0000,1368.9857,-5318.6545,-1098.2324,-1937.6304,-4509.4801,4072.2834,0.0000,-2159.6500,2549.6163,0.0000,4318.0985,-6395.1053,-4204.4292,682.0664,2574.4127,-1342.3008,4897.7624,-2051.1403,-1710.4807,3465.9533,2098.9057,666.7006,-4843.6418,-5263.1446,4022.0754,5347.5572,-4943.3268,571.7809,-4122.0164,593.2054,5033.6262,1381.3374,-1664.1807,-4935.4917,-5436.5717,2208.5483,-76.7649,1969.4904,5512.9606,2518.9811,3573.5802,2064.0537,5726.2110,4687.6982,-3114.5279,4955.2367,-1263.8117,3435.7100,1214.7175,-3684.2884,-603.6043,3626.8840,-3837.7796,-4488.7251,4450.3767,-5509.7362,-5068.7451,4795.6029,3701.7913,4061.7818,-5077.6044,6500.5060,783.3361,-3462.2410,-5527.4476,-1394.0400,1256.1268,-308.5617,3557.6844,5977.5719,-1382.4186,1859.9756,14.4502,-791.2633,1474.9212,60220.8375,54705.5588,58774.6303,58993.1418,62937.8558,54408.5435,48585.8500,56137.9320,73247300.0516,73269616.0474,73270422.8499,73255283.8810,57148.4185,73255024.7405,
