sl_100_86400_20281025 Coordinates.csv
2028/10/25 07:47:00.0000 UTC

Generated: Tue Oct  8 21:42:59 2024,
Start: 2028/10/25 07:47:00.00, Stop: 2028/10/26 07:47:00.00,
TIME_UNITS,STARLINK-1256 - X-Coordinate,STARLINK-2125 - X-Coordinate,STARLINK-2541 - X-Coordinate,STARLINK-5363 - X-Coordinate,STARLINK-5469 - X-Coordinate,STARLINK-31859 - X-Coordinate,STARLINK-3938 - X-Coordinate,STARLINK-5617 - X-Coordinate,STARLINK-2048 - X-Coordinate,STARLINK-5740 - X-Coordinate,STARLINK-5514 - X-Coordinate,STARLINK-1828 - X-Coordinate,STARLINK-5987 - X-Coordinate,STARLINK-3138 - X-Coordinate,STARLINK-2726 - X-Coordinate,STARLINK-5895 - X-Coordinate,STARLINK-6124 - X-Coordinate,STARLINK-4552 - X-Coordinate,STARLINK-3902 - X-Coordinate,STARLINK-31698 - X-Coordinate,STARLINK-5763 - X-Coordinate,STARLINK-30362 - X-Coordinate,STARLINK-31720 - X-Coordinate,STARLINK-5746 - X-Coordinate,STARLINK-4590 - X-Coordinate,STARLINK-3374 - X-Coordinate,STARLINK-30329 - X-Coordinate,STARLINK-5422 - X-Coordinate,STARLINK-31594 - X-Coordinate,STARLINK-30776 - X-Coordinate,STARLINK-1365 - X-Coordinate,STARLINK-2128 - X-Coordinate,STARLINK-1997 - X-Coordinate,STARLINK-6281 - X-Coordinate,STARLINK-31138 - X-Coordinate,STARLINK-1986 - X-Coordinate,STARLINK-2196 - X-Coordinate,STARLINK-5078 - X-Coordinate,STARLINK-5297 - X-Coordinate,STARLINK-4291 - X-Coordinate,STARLINK-30402 - X-Coordinate,STARLINK-32006 - X-Coordinate,STARLINK-2163 - X-Coordinate,STARLINK-31929 - X-Coordinate,STARLINK-30868 - X-Coordinate,STARLINK-31865 - X-Coordinate,STARLINK-4181 - X-Coordinate,STARLINK-5798 - X-Coordinate,STARLINK-5801 - X-Coordinate,STARLINK-3649 - X-Coordinate,STARLINK-5061 - X-Coordinate,STARLINK-31909 - X-Coordinate,STARLINK-5263 - X-Coordinate,STARLINK-1219 - X-Coordinate,STARLINK-3004 - X-Coordinate,STARLINK-3102 - X-Coordinate,STARLINK-4470 - X-Coordinate,STARLINK-30228 - X-Coordinate,STARLINK-4767 - X-Coordinate,STARLINK-31462 - X-Coordinate,STARLINK-30315 - X-Coordinate,STARLINK-1560 - X-Coordinate,STARLINK-3352 - X-Coordinate,STARLINK-1150 - X-Coordinate,STARLINK-3599 - X-Coordinate,STARLINK-31406 - X-Coordinate,STARLINK-4253 - X-Coordinate,STARLINK-5333 - X-Coordinate,STARLINK-30947 - X-Coordinate,STARLINK-30246 - X-Coordinate,STARLINK-30355 - X-Coordinate,STARLINK-4739 - X-Coordinate,STARLINK-11169 [DTC] - X-Coordinate,STARLINK-31117 - X-Coordinate,STARLINK-5938 - X-Coordinate,STARLINK-2477 - X-Coordinate,STARLINK-1270 - X-Coordinate,STARLINK-5865 - X-Coordinate,STARLINK-2355 - X-Coordinate,STARLINK-3955 - X-Coordinate,STARLINK-30960 - X-Coordinate,STARLINK-30594 - X-Coordinate,STARLINK-31334 - X-Coordinate,STARLINK-31544 - X-Coordinate,STARLINK-3891 - X-Coordinate,STARLINK-5356 - X-Coordinate,STARLINK-31522 - X-Coordinate,STARLINK-5540 - X-Coordinate,STARLINK-5618 - X-Coordinate,STARLINK-4152 - X-Coordinate,STARLINK-6156 - X-Coordinate,STARLINK-31551 - X-Coordinate,STARLINK-3277 - X-Coordinate,STARLINK-4527 - X-Coordinate,STARLINK-1060 - X-Coordinate,STARLINK-3621 - X-Coordinate,STARLINK-5773 - X-Coordinate,STARLINK-30391 - X-Coordinate,STARLINK-11240 [DTC] - X-Coordinate,STARLINK-5103 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1256 - Y-Coordinate,STARLINK-2125 - Y-Coordinate,STARLINK-2541 - Y-Coordinate,STARLINK-5363 - Y-Coordinate,STARLINK-5469 - Y-Coordinate,STARLINK-31859 - Y-Coordinate,STARLINK-3938 - Y-Coordinate,STARLINK-5617 - Y-Coordinate,STARLINK-2048 - Y-Coordinate,STARLINK-5740 - Y-Coordinate,STARLINK-5514 - Y-Coordinate,STARLINK-1828 - Y-Coordinate,STARLINK-5987 - Y-Coordinate,STARLINK-3138 - Y-Coordinate,STARLINK-2726 - Y-Coordinate,STARLINK-5895 - Y-Coordinate,STARLINK-6124 - Y-Coordinate,STARLINK-4552 - Y-Coordinate,STARLINK-3902 - Y-Coordinate,STARLINK-31698 - Y-Coordinate,STARLINK-5763 - Y-Coordinate,STARLINK-30362 - Y-Coordinate,STARLINK-31720 - Y-Coordinate,STARLINK-5746 - Y-Coordinate,STARLINK-4590 - Y-Coordinate,STARLINK-3374 - Y-Coordinate,STARLINK-30329 - Y-Coordinate,STARLINK-5422 - Y-Coordinate,STARLINK-31594 - Y-Coordinate,STARLINK-30776 - Y-Coordinate,STARLINK-1365 - Y-Coordinate,STARLINK-2128 - Y-Coordinate,STARLINK-1997 - Y-Coordinate,STARLINK-6281 - Y-Coordinate,STARLINK-31138 - Y-Coordinate,STARLINK-1986 - Y-Coordinate,STARLINK-2196 - Y-Coordinate,STARLINK-5078 - Y-Coordinate,STARLINK-5297 - Y-Coordinate,STARLINK-4291 - Y-Coordinate,STARLINK-30402 - Y-Coordinate,STARLINK-32006 - Y-Coordinate,STARLINK-2163 - Y-Coordinate,STARLINK-31929 - Y-Coordinate,STARLINK-30868 - Y-Coordinate,STARLINK-31865 - Y-Coordinate,STARLINK-4181 - Y-Coordinate,STARLINK-5798 - Y-Coordinate,STARLINK-5801 - Y-Coordinate,STARLINK-3649 - Y-Coordinate,STARLINK-5061 - Y-Coordinate,STARLINK-31909 - Y-Coordinate,STARLINK-5263 - Y-Coordinate,STARLINK-1219 - Y-Coordinate,STARLINK-3004 - Y-Coordinate,STARLINK-3102 - Y-Coordinate,STARLINK-4470 - Y-Coordinate,STARLINK-30228 - Y-Coordinate,STARLINK-4767 - Y-Coordinate,STARLINK-31462 - Y-Coordinate,STARLINK-30315 - Y-Coordinate,STARLINK-1560 - Y-Coordinate,STARLINK-3352 - Y-Coordinate,STARLINK-1150 - Y-Coordinate,STARLINK-3599 - Y-Coordinate,STARLINK-31406 - Y-Coordinate,STARLINK-4253 - Y-Coordinate,STARLINK-5333 - Y-Coordinate,STARLINK-30947 - Y-Coordinate,STARLINK-30246 - Y-Coordinate,STARLINK-30355 - Y-Coordinate,STARLINK-4739 - Y-Coordinate,STARLINK-11169 [DTC] - Y-Coordinate,STARLINK-31117 - Y-Coordinate,STARLINK-5938 - Y-Coordinate,STARLINK-2477 - Y-Coordinate,STARLINK-1270 - Y-Coordinate,STARLINK-5865 - Y-Coordinate,STARLINK-2355 - Y-Coordinate,STARLINK-3955 - Y-Coordinate,STARLINK-30960 - Y-Coordinate,STARLINK-30594 - Y-Coordinate,STARLINK-31334 - Y-Coordinate,STARLINK-31544 - Y-Coordinate,STARLINK-3891 - Y-Coordinate,STARLINK-5356 - Y-Coordinate,STARLINK-31522 - Y-Coordinate,STARLINK-5540 - Y-Coordinate,STARLINK-5618 - Y-Coordinate,STARLINK-4152 - Y-Coordinate,STARLINK-6156 - Y-Coordinate,STARLINK-31551 - Y-Coordinate,STARLINK-3277 - Y-Coordinate,STARLINK-4527 - Y-Coordinate,STARLINK-1060 - Y-Coordinate,STARLINK-3621 - Y-Coordinate,STARLINK-5773 - Y-Coordinate,STARLINK-30391 - Y-Coordinate,STARLINK-11240 [DTC] - Y-Coordinate,STARLINK-5103 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1256 - Z-Coordinate,STARLINK-2125 - Z-Coordinate,STARLINK-2541 - Z-Coordinate,STARLINK-5363 - Z-Coordinate,STARLINK-5469 - Z-Coordinate,STARLINK-31859 - Z-Coordinate,STARLINK-3938 - Z-Coordinate,STARLINK-5617 - Z-Coordinate,STARLINK-2048 - Z-Coordinate,STARLINK-5740 - Z-Coordinate,STARLINK-5514 - Z-Coordinate,STARLINK-1828 - Z-Coordinate,STARLINK-5987 - Z-Coordinate,STARLINK-3138 - Z-Coordinate,STARLINK-2726 - Z-Coordinate,STARLINK-5895 - Z-Coordinate,STARLINK-6124 - Z-Coordinate,STARLINK-4552 - Z-Coordinate,STARLINK-3902 - Z-Coordinate,STARLINK-31698 - Z-Coordinate,STARLINK-5763 - Z-Coordinate,STARLINK-30362 - Z-Coordinate,STARLINK-31720 - Z-Coordinate,STARLINK-5746 - Z-Coordinate,STARLINK-4590 - Z-Coordinate,STARLINK-3374 - Z-Coordinate,STARLINK-30329 - Z-Coordinate,STARLINK-5422 - Z-Coordinate,STARLINK-31594 - Z-Coordinate,STARLINK-30776 - Z-Coordinate,STARLINK-1365 - Z-Coordinate,STARLINK-2128 - Z-Coordinate,STARLINK-1997 - Z-Coordinate,STARLINK-6281 - Z-Coordinate,STARLINK-31138 - Z-Coordinate,STARLINK-1986 - Z-Coordinate,STARLINK-2196 - Z-Coordinate,STARLINK-5078 - Z-Coordinate,STARLINK-5297 - Z-Coordinate,STARLINK-4291 - Z-Coordinate,STARLINK-30402 - Z-Coordinate,STARLINK-32006 - Z-Coordinate,STARLINK-2163 - Z-Coordinate,STARLINK-31929 - Z-Coordinate,STARLINK-30868 - Z-Coordinate,STARLINK-31865 - Z-Coordinate,STARLINK-4181 - Z-Coordinate,STARLINK-5798 - Z-Coordinate,STARLINK-5801 - Z-Coordinate,STARLINK-3649 - Z-Coordinate,STARLINK-5061 - Z-Coordinate,STARLINK-31909 - Z-Coordinate,STARLINK-5263 - Z-Coordinate,STARLINK-1219 - Z-Coordinate,STARLINK-3004 - Z-Coordinate,STARLINK-3102 - Z-Coordinate,STARLINK-4470 - Z-Coordinate,STARLINK-30228 - Z-Coordinate,STARLINK-4767 - Z-Coordinate,STARLINK-31462 - Z-Coordinate,STARLINK-30315 - Z-Coordinate,STARLINK-1560 - Z-Coordinate,STARLINK-3352 - Z-Coordinate,STARLINK-1150 - Z-Coordinate,STARLINK-3599 - Z-Coordinate,STARLINK-31406 - Z-Coordinate,STARLINK-4253 - Z-Coordinate,STARLINK-5333 - Z-Coordinate,STARLINK-30947 - Z-Coordinate,STARLINK-30246 - Z-Coordinate,STARLINK-30355 - Z-Coordinate,STARLINK-4739 - Z-Coordinate,STARLINK-11169 [DTC] - Z-Coordinate,STARLINK-31117 - Z-Coordinate,STARLINK-5938 - Z-Coordinate,STARLINK-2477 - Z-Coordinate,STARLINK-1270 - Z-Coordinate,STARLINK-5865 - Z-Coordinate,STARLINK-2355 - Z-Coordinate,STARLINK-3955 - Z-Coordinate,STARLINK-30960 - Z-Coordinate,STARLINK-30594 - Z-Coordinate,STARLINK-31334 - Z-Coordinate,STARLINK-31544 - Z-Coordinate,STARLINK-3891 - Z-Coordinate,STARLINK-5356 - Z-Coordinate,STARLINK-31522 - Z-Coordinate,STARLINK-5540 - Z-Coordinate,STARLINK-5618 - Z-Coordinate,STARLINK-4152 - Z-Coordinate,STARLINK-6156 - Z-Coordinate,STARLINK-31551 - Z-Coordinate,STARLINK-3277 - Z-Coordinate,STARLINK-4527 - Z-Coordinate,STARLINK-1060 - Z-Coordinate,STARLINK-3621 - Z-Coordinate,STARLINK-5773 - Z-Coordinate,STARLINK-30391 - Z-Coordinate,STARLINK-11240 [DTC] - Z-Coordinate,STARLINK-5103 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1673.6358,-5817.5905,4055.6122,4162.2914,3146.9164,-4857.9824,-2720.8127,2043.5277,-6529.5445,5936.1452,-6491.6391,3435.6532,2367.8991,-1709.2655,-1939.1673,-4101.6142,-3249.1508,-5417.6021,-1194.7184,848.4460,-3434.7902,5587.4163,1529.7721,-2892.5619,2671.5504,-5299.1362,-3463.9338,-6353.6244,-4879.8977,4546.8182,-1528.2186,-6655.9454,2936.6387,6477.0594,3501.5896,3747.8414,4802.3422,-4940.4303,-1676.6972,4328.0491,-48.6779,4412.1604,6584.4990,3519.3941,-5083.5152,-3801.5859,5714.2263,5053.8006,4375.8281,-5122.9846,-3186.9381,3032.9653,-6041.1017,132.3356,-714.5521,-6210.9567,-1239.0952,-5970.2585,-5577.6112,5452.0662,-5322.7827,-5402.6105,641.4592,-2173.5139,-193.9497,-511.2774,-4124.0865,6649.9925,4462.0015,-5125.7659,-1601.3832,-3199.9053,2563.6029,-2405.5364,2223.3573,5688.2966,6559.4470,-5569.6650,-3568.3733,53.8786,-993.0093,1857.9370,3385.3599,-156.0968,372.1500,-154.5429,4337.1764,-1979.6518,5812.1688,-6039.2233,668.3133,2843.1033,-3605.6915,-2215.8198,558.4024,3097.6663,5454.3885,3303.7203,1462.5656,-3923.9364,345749.2526,343172.3949,343747.2906,345062.2714,347849.9309,346245.8191,338563.0608,341312.3169,-269230881.7459,-269247809.5717,-269237416.9598,-269231798.0203,341606.9880,-269237140.1051,-5241.6047,-2030.8886,964.3498,-2884.0363,323.3906,4598.8217,-5593.6524,1988.7483,-1310.9489,-3325.1687,1812.6680,-2333.8957,-3395.1161,-4535.6634,5533.9281,4275.7554,-4749.8340,220.8748,6247.4611,-4047.3066,4730.5735,-2846.1597,-5032.4468,5967.1576,-5890.6943,-4097.1984,-5241.0134,1278.2078,1239.9160,5220.1224,-6598.1021,-998.1303,4467.3724,-2445.9646,4974.4361,-2909.4144,4026.0262,-4821.8519,3884.4979,2949.6004,6541.1289,4731.1130,918.7193,4827.0299,3670.9527,4134.8248,1517.4280,-4729.0302,-5035.0517,3645.4992,-5518.5510,5013.4382,1956.7225,-4170.7358,-6870.7403,3127.7144,119.3282,-3118.2158,-301.8358,-3771.6825,-869.4492,-4127.5581,5057.2734,3717.3289,-4300.3615,6602.0852,-1747.4623,-334.0487,3092.9105,116.4414,4808.0222,-6068.8010,3674.4889,4804.5646,1283.6781,3356.0706,-2127.1102,-3783.9677,-5665.0956,-5391.2279,-6835.2397,3927.5744,5878.0593,6546.5461,6546.2612,-5461.4032,-3776.6485,-2146.2170,2707.3726,1169.3862,-5171.5816,5839.4945,2510.9810,-5517.9669,6921.4615,-3909.5511,-2771.6271,4087.0153,-3804.2625,-1694.4045,144209.3495,178876.0194,155406.3824,156416.0355,164522.9202,163284.2409,162974.1340,161093.4151,11133705.5934,11153678.8690,11101330.6105,11117086.9831,160966.7080,11115825.7634,-4135.0285,-3086.6065,-5499.8743,-4690.5301,6175.4121,1114.1867,-2989.0208,-6343.5043,1364.3169,-1320.7271,-1622.4469,-5270.9107,5561.3092,-4921.3966,-3529.6560,-3632.7612,3862.0976,4286.7688,-2689.0236,5385.3101,-3694.3698,2934.0703,-4344.6900,-2025.9046,2433.8232,1743.7333,2967.6485,2343.7319,4629.1649,33.1365,1285.5840,1416.2894,4096.3226,321.2265,3151.2720,4966.7942,2752.9670,641.3271,-5429.5979,-4349.9545,-2292.0577,-2305.6019,1804.2661,-3266.2452,2715.8304,3891.2028,-3554.2202,-317.5152,1863.4365,2848.9105,-2691.1174,3494.4903,-2703.0445,5472.5025,-618.9428,122.2263,6720.8176,1426.8867,-4082.3917,1580.6567,-4337.9770,1223.0417,-4661.4972,5151.4118,5389.3957,-1650.0356,5236.2277,1877.0360,4303.8808,-4675.0870,-4696.4978,-812.0430,5038.0921,4357.4314,-6470.8474,-1450.8878,434.0742,-1666.2713,320.7574,-4296.0056,-745.1563,-5305.9720,-1014.1245,1880.5568,2153.4127,4220.3651,3601.6853,-6300.3662,2489.4272,3099.9350,4501.0077,-2115.6182,-5346.9352,3458.1286,90.3956,4779.4720,3300.3103,-4517.8265,-5245.9565,-5438.0344,-118359.3422,-124418.3374,-120488.3055,-119819.0315,-116313.6220,-125212.4393,-130375.7307,-123783.4570,60381246.4550,60363856.6720,60391802.8059,60396172.1361,-121981.9458,60388896.6307,
3600.000,162.8120,6745.5881,-4553.6390,-1775.6771,-723.5162,2157.7090,4413.9777,-5806.2988,5882.1434,-3088.1873,5419.1041,-1334.7317,-2915.5218,4428.9403,-2004.6968,586.7924,5872.0583,2529.1974,-1702.6135,3912.7067,-659.2579,-2204.6085,3122.0676,766.8850,-1234.3481,5858.0491,5541.4217,5919.8715,2941.8822,-5375.4477,2977.3675,6133.2318,-4258.2919,-4278.8008,-5846.0736,520.2959,-6033.8732,5740.6261,-2731.9678,-6668.2634,-2760.0412,-5528.0507,-6322.6354,-4979.6022,1027.4959,1698.7391,-6853.1260,-2421.1030,-2488.6312,4362.8772,4665.6295,-4973.7377,2640.9212,4176.4688,-1486.2366,4621.9501,-3285.5548,5386.9752,2931.7354,-3329.5497,4342.4077,4839.6139,-3319.4159,-895.8535,3849.4793,-1374.6746,4101.0843,-4426.0799,-5280.9264,4197.4106,-2433.2618,3881.0531,-6161.3330,951.0540,-5688.9577,-5752.8738,-4297.6029,5387.1220,4244.4009,2233.5590,3034.1693,-5134.6129,-4708.6310,-3018.5162,-2466.6164,3370.9484,-3297.4069,-2397.8028,-5813.4661,2671.7338,2860.2828,-4974.2178,2457.1238,3782.9711,-2030.5412,1289.2077,-2155.6343,-5526.0124,2839.3121,6088.7604,300052.1259,288531.5158,291233.7850,292160.9280,297022.1994,294090.3327,288436.7174,290963.3276,-262878347.8428,-262902786.1347,-262878768.0719,-262884590.1789,290687.8999,-262884062.2123,6877.6193,450.0444,3280.9220,6009.5500,3670.8245,-5721.6801,5107.9537,-1766.3483,-744.0405,4584.3220,-3791.0627,6250.7725,6114.2534,1005.0869,-3587.8060,-2640.7411,3615.5081,-3360.5421,-3990.6762,4010.0911,-5055.8991,4586.2371,4550.4491,-6684.2124,6522.9337,2641.1807,4170.0189,-2843.2654,-5159.1578,-2676.8117,3919.8389,-744.3609,515.1928,4080.6529,-3531.6330,4649.6419,-2665.5844,2588.0396,-4608.3589,-1353.7779,-4421.2100,-3383.6532,745.2889,-496.8322,-4077.5403,-6603.1126,153.2724,5395.2069,6204.2884,-5137.1177,2067.7613,-934.5277,-3424.7027,3668.4982,5088.5263,-2641.7874,3328.5662,-244.1216,-2946.0243,5421.8799,-3194.4186,1242.5920,-5973.0133,-6463.6464,5009.7239,-5955.9466,-2739.7590,2941.5557,933.5709,-4019.4078,-5457.1983,3460.8827,-2421.1304,-6836.7387,702.0742,-1046.8827,3256.7188,558.9290,2244.0635,6509.9456,4932.2153,-612.4839,-2792.1510,-4136.8096,-3809.6931,5876.6746,5841.4116,-1210.4512,-2452.7628,-3240.2432,5932.1242,-4277.8441,-5910.2657,1666.0535,-5295.9323,4241.7056,4611.8096,-609.9696,5724.5677,-1389.3844,226695.7435,258868.8769,236165.3122,238264.8342,245785.9501,243729.9348,243999.0904,241509.2305,-59003939.0279,-58988629.7972,-59032359.1507,-59013789.1960,241860.4911,-59020910.6701,22.7913,-1330.0845,4001.0133,2876.6258,-5862.4529,2926.2575,-1420.3765,3371.7151,3320.2264,4171.5739,-2075.4747,2023.7229,-1540.9406,5190.6385,5460.3929,6388.2987,-759.9613,-5495.8456,5361.4010,-3856.9021,4657.9952,-4704.0991,3994.0653,-1670.1115,1929.0044,2573.5777,493.9382,2095.3031,-3415.4924,-3447.9240,-4831.9308,3017.3466,-5204.6118,-3620.6430,579.0207,-5042.0776,1832.6583,2897.0823,4306.5913,61.0903,4557.5417,-2275.8556,2629.2527,4601.3460,-5397.2632,-506.0151,-743.0314,3603.0666,1817.8528,1508.1091,4657.4135,-4589.7522,5367.2888,-4074.1356,-4476.9352,4468.5414,-5013.4427,-4288.8601,5517.9021,2434.0016,4326.4660,-4775.7514,971.5639,-1618.2027,-2793.4638,-3040.1736,-4827.0274,-4436.8381,-4400.6523,3774.1055,3453.0890,4539.7279,-1316.9549,-567.7908,3928.3167,-3399.2645,-4325.0230,4323.2449,-4682.6588,296.7415,3832.0898,4488.3680,4122.3451,-4504.8542,-5205.9822,-1366.3583,1050.2895,6386.5740,2746.7056,-5468.7179,-2047.5786,-1906.0829,2611.1933,-5507.4961,-4010.2183,-5310.5216,-4742.7501,4121.6388,1793.8857,2953.7700,-117421.1948,-123545.5269,-118740.6723,-121149.3277,-114783.3613,-120736.5054,-130153.9817,-119273.2764,60330812.4620,60313980.4797,60349546.4144,60342535.8664,-120975.8512,60340645.5649,
7200.000,-1891.4507,-4574.3435,4109.1423,-579.9843,-218.0029,2245.7630,-4415.9130,6526.3360,-2208.0912,-982.6783,-2148.6490,-949.5930,2447.2745,-6290.6771,5748.6941,3931.1676,-6209.7281,221.0891,5018.5036,-6112.3813,4405.2250,-1644.4073,-6118.7312,2024.5433,-1320.3030,-4386.6883,-5709.6741,-2578.0925,-532.4560,4902.5337,-4496.9327,-2891.6465,4542.3119,416.6251,5619.3506,-3766.0441,4502.5325,-4986.4707,5300.2342,5217.6935,5460.9152,4400.0652,3248.2248,5162.4054,3624.1433,1101.9246,4807.4820,-1548.1378,-741.0275,-1301.8405,-5503.7221,5649.3553,1525.4132,-6348.6353,1038.3261,-398.9905,6355.9009,-3453.6246,-310.2599,-857.7884,-2793.3412,-3355.5705,4214.6636,2852.4698,-5289.9351,3471.5061,-3636.2986,1042.2649,5159.6783,-2673.8022,5046.5853,-4207.6412,5741.4310,772.0235,6824.1183,2931.5508,104.8953,-4194.4789,-3566.5054,-3357.7626,-4932.5872,6592.1835,5032.1215,5712.8315,4854.0658,-4986.2313,25.5163,3463.8276,2993.3324,1196.0518,-4833.5588,5119.3862,-1031.9992,-5152.4892,3811.7235,-4833.1942,-1433.4483,6403.5192,-4377.0571,-6035.3069,234832.7799,215705.1960,219830.2921,218929.5215,227217.5044,220687.0202,219371.4710,220588.3943,-238571680.8826,-238601945.2134,-238569439.1556,-238583133.8101,220996.4568,-238577383.9417,-5198.9546,1725.1973,-5540.1760,-6828.2355,-6616.4075,4433.3277,-2038.7596,1833.9858,3444.0181,-5187.5239,4815.8295,-5890.5126,-5517.4637,1863.2549,1326.0235,1782.7960,-1273.4329,6093.4134,1076.1390,-2891.5770,4598.7705,-5697.9909,-2939.6739,5012.2134,-4476.8780,573.1100,-1475.8050,3739.2681,6824.2657,-1277.6251,311.3254,3063.2169,-4642.9454,-5071.3305,322.3616,-5497.9298,-568.8200,1081.9965,4376.6162,-967.0654,1338.4736,-124.6215,-2880.6677,-3740.2401,4060.8452,5908.7144,-1958.0120,-4853.1297,-5300.2727,4664.1688,1944.0924,-3095.2971,4927.9517,-2674.3675,-51.4180,2362.3145,-2535.2983,4130.3044,5946.6951,-4944.9529,6118.5889,2913.8142,4342.3167,5063.0565,-4135.6940,2211.5644,5720.2840,-5378.1719,-4255.8452,6371.3955,4714.0007,905.5727,48.6014,5868.1839,-1063.4782,-2827.1533,-4226.9127,3362.1364,3146.9814,-4597.7595,-1450.8267,-1798.6842,-1678.1722,364.8425,38.6647,-4154.8170,-4713.6824,5364.2547,-95.7332,5299.2484,-4591.3560,372.3378,6615.1804,2418.6110,1702.0215,-4266.0591,-5878.0751,-2350.5798,-3569.0603,3079.5218,295606.6378,322739.4843,301941.0139,307232.4162,311763.3090,306184.1703,310131.6279,308033.4340,-125090458.1399,-125081364.6995,-125111669.0709,-125104447.4697,307483.1889,-125106438.4122,4081.7092,4845.1830,71.5648,787.5632,2096.2341,-4621.6118,4882.5641,1523.8085,-5435.5689,-4494.6840,4487.5968,3054.3533,-3436.1372,-2159.6262,-3469.7009,-5451.8672,-2819.6464,3255.7307,-4623.7964,-715.4646,-2695.1599,3568.6804,-637.2170,4329.6567,-5105.8731,-5331.1676,-3685.7423,-5192.3810,-267.9737,4707.3329,5208.5938,-5442.7561,1793.6698,4696.0028,-3918.7125,1682.0643,-5132.8375,-4701.0752,-313.1701,4251.1595,-4056.6435,5258.5034,-5355.1580,-2386.8859,4129.5640,-3269.1543,4529.6318,-4702.1834,-4406.0797,-4929.8507,-3714.7523,2257.9758,-4587.9181,-32.7979,6844.1891,-6536.9167,-298.3644,4284.6525,-3524.0586,-4619.1178,-1628.4971,5281.5454,3316.1772,-3383.4889,-1613.1033,5431.5638,1265.1979,4217.8114,1816.3846,-609.8649,-15.0252,-5409.4199,-3552.0212,-3597.6413,831.8195,5386.6520,5456.1804,-4388.0221,4713.6462,3872.5990,-4677.1434,-524.5150,-4353.3255,3691.2228,4898.2189,-2375.7760,-4893.8148,-2724.0176,-6204.4018,4231.4745,-1765.4002,4494.3943,1732.5641,3859.4982,5541.4306,2487.8307,3419.2997,-1210.2772,3481.2749,1367.2814,-116510.5873,-122631.0322,-117581.8854,-121412.1621,-113677.6598,-117800.4368,-129277.7659,-121654.6815,60281021.0770,60264263.6512,60305999.8012,60287039.3625,-119959.5805,60292400.2941,
