sl_100_5400_20280401 Coordinates.csv
2028/04/01 07:47:00.0000 UTC

Generated: Tue Oct  8 21:41:17 2024,
Start: 2028/04/01 07:47:00.00, Stop: 2028/04/01 09:17:00.00,
TIME_UNITS,STARLINK-32044 - X-Coordinate,STARLINK-4282 - X-Coordinate,STARLINK-4387 - X-Coordinate,STARLINK-4169 - X-Coordinate,STARLINK-31776 - X-Coordinate,STARLINK-5817 - X-Coordinate,STARLINK-3282 - X-Coordinate,STARLINK-3906 - X-Coordinate,STARLINK-3996 - X-Coordinate,STARLINK-6094 - X-Coordinate,STARLINK-11135 [DTC] - X-Coordinate,STARLINK-31611 - X-Coordinate,STARLINK-30198 - X-Coordinate,STARLINK-6337 - X-Coordinate,STARLINK-3943 - X-Coordinate,STARLINK-31864 - X-Coordinate,STARLINK-31670 - X-Coordinate,STARLINK-31599 - X-Coordinate,STARLINK-30359 - X-Coordinate,STARLINK-1503 - X-Coordinate,STARLINK-4710 - X-Coordinate,STARLINK-4503 - X-Coordinate,STARLINK-2739 - X-Coordinate,STARLINK-5866 - X-Coordinate,STARLINK-2642 - X-Coordinate,STARLINK-2481 - X-Coordinate,STARLINK-30132 - X-Coordinate,STARLINK-31900 - X-Coordinate,STARLINK-30984 - X-Coordinate,STARLINK-31671 - X-Coordinate,STARLINK-1742 - X-Coordinate,STARLINK-2321 - X-Coordinate,STARLINK-1483 - X-Coordinate,STARLINK-2649 - X-Coordinate,STARLINK-3104 - X-Coordinate,STARLINK-30361 - X-Coordinate,STARLINK-5148 - X-Coordinate,STARLINK-3752 - X-Coordinate,STARLINK-6059 - X-Coordinate,STARLINK-2003 - X-Coordinate,STARLINK-3231 - X-Coordinate,STARLINK-3500 - X-Coordinate,STARLINK-5564 - X-Coordinate,STARLINK-30937 - X-Coordinate,STARLINK-6233 - X-Coordinate,STARLINK-1459 - X-Coordinate,STARLINK-3784 - X-Coordinate,STARLINK-5809 - X-Coordinate,STARLINK-31648 - X-Coordinate,STARLINK-2401 - X-Coordinate,STARLINK-6092 - X-Coordinate,STARLINK-31378 - X-Coordinate,STARLINK-5891 - X-Coordinate,STARLINK-31908 - X-Coordinate,STARLINK-5017 - X-Coordinate,STARLINK-30500 - X-Coordinate,STARLINK-5011 - X-Coordinate,STARLINK-3151 - X-Coordinate,STARLINK-11271 [DTC] - X-Coordinate,STARLINK-3798 - X-Coordinate,STARLINK-30603 - X-Coordinate,STARLINK-30963 - X-Coordinate,STARLINK-3256 - X-Coordinate,STARLINK-5884 - X-Coordinate,STARLINK-1672 - X-Coordinate,STARLINK-31347 - X-Coordinate,STARLINK-5696 - X-Coordinate,STARLINK-4500 - X-Coordinate,STARLINK-4574 - X-Coordinate,STARLINK-1334 - X-Coordinate,STARLINK-5301 - X-Coordinate,STARLINK-11111 [DTC] - X-Coordinate,STARLINK-4549 - X-Coordinate,STARLINK-3962 - X-Coordinate,STARLINK-3755 - X-Coordinate,STARLINK-31513 - X-Coordinate,STARLINK-3100 - X-Coordinate,STARLINK-1776 - X-Coordinate,STARLINK-31075 - X-Coordinate,STARLINK-3459 - X-Coordinate,STARLINK-5930 - X-Coordinate,STARLINK-3532 - X-Coordinate,STARLINK-5944 - X-Coordinate,STARLINK-30472 - X-Coordinate,STARLINK-3622 - X-Coordinate,STARLINK-6243 - X-Coordinate,STARLINK-31192 - X-Coordinate,STARLINK-30716 - X-Coordinate,STARLINK-3055 - X-Coordinate,STARLINK-31565 - X-Coordinate,STARLINK-30866 - X-Coordinate,STARLINK-5615 - X-Coordinate,STARLINK-30355 - X-Coordinate,STARLINK-31804 - X-Coordinate,STARLINK-5795 - X-Coordinate,STARLINK-30460 - X-Coordinate,STARLINK-3160 - X-Coordinate,STARLINK-5658 - X-Coordinate,STARLINK-3207 - X-Coordinate,STARLINK-3632 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-32044 - Y-Coordinate,STARLINK-4282 - Y-Coordinate,STARLINK-4387 - Y-Coordinate,STARLINK-4169 - Y-Coordinate,STARLINK-31776 - Y-Coordinate,STARLINK-5817 - Y-Coordinate,STARLINK-3282 - Y-Coordinate,STARLINK-3906 - Y-Coordinate,STARLINK-3996 - Y-Coordinate,STARLINK-6094 - Y-Coordinate,STARLINK-11135 [DTC] - Y-Coordinate,STARLINK-31611 - Y-Coordinate,STARLINK-30198 - Y-Coordinate,STARLINK-6337 - Y-Coordinate,STARLINK-3943 - Y-Coordinate,STARLINK-31864 - Y-Coordinate,STARLINK-31670 - Y-Coordinate,STARLINK-31599 - Y-Coordinate,STARLINK-30359 - Y-Coordinate,STARLINK-1503 - Y-Coordinate,STARLINK-4710 - Y-Coordinate,STARLINK-4503 - Y-Coordinate,STARLINK-2739 - Y-Coordinate,STARLINK-5866 - Y-Coordinate,STARLINK-2642 - Y-Coordinate,STARLINK-2481 - Y-Coordinate,STARLINK-30132 - Y-Coordinate,STARLINK-31900 - Y-Coordinate,STARLINK-30984 - Y-Coordinate,STARLINK-31671 - Y-Coordinate,STARLINK-1742 - Y-Coordinate,STARLINK-2321 - Y-Coordinate,STARLINK-1483 - Y-Coordinate,STARLINK-2649 - Y-Coordinate,STARLINK-3104 - Y-Coordinate,STARLINK-30361 - Y-Coordinate,STARLINK-5148 - Y-Coordinate,STARLINK-3752 - Y-Coordinate,STARLINK-6059 - Y-Coordinate,STARLINK-2003 - Y-Coordinate,STARLINK-3231 - Y-Coordinate,STARLINK-3500 - Y-Coordinate,STARLINK-5564 - Y-Coordinate,STARLINK-30937 - Y-Coordinate,STARLINK-6233 - Y-Coordinate,STARLINK-1459 - Y-Coordinate,STARLINK-3784 - Y-Coordinate,STARLINK-5809 - Y-Coordinate,STARLINK-31648 - Y-Coordinate,STARLINK-2401 - Y-Coordinate,STARLINK-6092 - Y-Coordinate,STARLINK-31378 - Y-Coordinate,STARLINK-5891 - Y-Coordinate,STARLINK-31908 - Y-Coordinate,STARLINK-5017 - Y-Coordinate,STARLINK-30500 - Y-Coordinate,STARLINK-5011 - Y-Coordinate,STARLINK-3151 - Y-Coordinate,STARLINK-11271 [DTC] - Y-Coordinate,STARLINK-3798 - Y-Coordinate,STARLINK-30603 - Y-Coordinate,STARLINK-30963 - Y-Coordinate,STARLINK-3256 - Y-Coordinate,STARLINK-5884 - Y-Coordinate,STARLINK-1672 - Y-Coordinate,STARLINK-31347 - Y-Coordinate,STARLINK-5696 - Y-Coordinate,STARLINK-4500 - Y-Coordinate,STARLINK-4574 - Y-Coordinate,STARLINK-1334 - Y-Coordinate,STARLINK-5301 - Y-Coordinate,STARLINK-11111 [DTC] - Y-Coordinate,STARLINK-4549 - Y-Coordinate,STARLINK-3962 - Y-Coordinate,STARLINK-3755 - Y-Coordinate,STARLINK-31513 - Y-Coordinate,STARLINK-3100 - Y-Coordinate,STARLINK-1776 - Y-Coordinate,STARLINK-31075 - Y-Coordinate,STARLINK-3459 - Y-Coordinate,STARLINK-5930 - Y-Coordinate,STARLINK-3532 - Y-Coordinate,STARLINK-5944 - Y-Coordinate,STARLINK-30472 - Y-Coordinate,STARLINK-3622 - Y-Coordinate,STARLINK-6243 - Y-Coordinate,STARLINK-31192 - Y-Coordinate,STARLINK-30716 - Y-Coordinate,STARLINK-3055 - Y-Coordinate,STARLINK-31565 - Y-Coordinate,STARLINK-30866 - Y-Coordinate,STARLINK-5615 - Y-Coordinate,STARLINK-30355 - Y-Coordinate,STARLINK-31804 - Y-Coordinate,STARLINK-5795 - Y-Coordinate,STARLINK-30460 - Y-Coordinate,STARLINK-3160 - Y-Coordinate,STARLINK-5658 - Y-Coordinate,STARLINK-3207 - Y-Coordinate,STARLINK-3632 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-32044 - Z-Coordinate,STARLINK-4282 - Z-Coordinate,STARLINK-4387 - Z-Coordinate,STARLINK-4169 - Z-Coordinate,STARLINK-31776 - Z-Coordinate,STARLINK-5817 - Z-Coordinate,STARLINK-3282 - Z-Coordinate,STARLINK-3906 - Z-Coordinate,STARLINK-3996 - Z-Coordinate,STARLINK-6094 - Z-Coordinate,STARLINK-11135 [DTC] - Z-Coordinate,STARLINK-31611 - Z-Coordinate,STARLINK-30198 - Z-Coordinate,STARLINK-6337 - Z-Coordinate,STARLINK-3943 - Z-Coordinate,STARLINK-31864 - Z-Coordinate,STARLINK-31670 - Z-Coordinate,STARLINK-31599 - Z-Coordinate,STARLINK-30359 - Z-Coordinate,STARLINK-1503 - Z-Coordinate,STARLINK-4710 - Z-Coordinate,STARLINK-4503 - Z-Coordinate,STARLINK-2739 - Z-Coordinate,STARLINK-5866 - Z-Coordinate,STARLINK-2642 - Z-Coordinate,STARLINK-2481 - Z-Coordinate,STARLINK-30132 - Z-Coordinate,STARLINK-31900 - Z-Coordinate,STARLINK-30984 - Z-Coordinate,STARLINK-31671 - Z-Coordinate,STARLINK-1742 - Z-Coordinate,STARLINK-2321 - Z-Coordinate,STARLINK-1483 - Z-Coordinate,STARLINK-2649 - Z-Coordinate,STARLINK-3104 - Z-Coordinate,STARLINK-30361 - Z-Coordinate,STARLINK-5148 - Z-Coordinate,STARLINK-3752 - Z-Coordinate,STARLINK-6059 - Z-Coordinate,STARLINK-2003 - Z-Coordinate,STARLINK-3231 - Z-Coordinate,STARLINK-3500 - Z-Coordinate,STARLINK-5564 - Z-Coordinate,STARLINK-30937 - Z-Coordinate,STARLINK-6233 - Z-Coordinate,STARLINK-1459 - Z-Coordinate,STARLINK-3784 - Z-Coordinate,STARLINK-5809 - Z-Coordinate,STARLINK-31648 - Z-Coordinate,STARLINK-2401 - Z-Coordinate,STARLINK-6092 - Z-Coordinate,STARLINK-31378 - Z-Coordinate,STARLINK-5891 - Z-Coordinate,STARLINK-31908 - Z-Coordinate,STARLINK-5017 - Z-Coordinate,STARLINK-30500 - Z-Coordinate,STARLINK-5011 - Z-Coordinate,STARLINK-3151 - Z-Coordinate,STARLINK-11271 [DTC] - Z-Coordinate,STARLINK-3798 - Z-Coordinate,STARLINK-30603 - Z-Coordinate,STARLINK-30963 - Z-Coordinate,STARLINK-3256 - Z-Coordinate,STARLINK-5884 - Z-Coordinate,STARLINK-1672 - Z-Coordinate,STARLINK-31347 - Z-Coordinate,STARLINK-5696 - Z-Coordinate,STARLINK-4500 - Z-Coordinate,STARLINK-4574 - Z-Coordinate,STARLINK-1334 - Z-Coordinate,STARLINK-5301 - Z-Coordinate,STARLINK-11111 [DTC] - Z-Coordinate,STARLINK-4549 - Z-Coordinate,STARLINK-3962 - Z-Coordinate,STARLINK-3755 - Z-Coordinate,STARLINK-31513 - Z-Coordinate,STARLINK-3100 - Z-Coordinate,STARLINK-1776 - Z-Coordinate,STARLINK-31075 - Z-Coordinate,STARLINK-3459 - Z-Coordinate,STARLINK-5930 - Z-Coordinate,STARLINK-3532 - Z-Coordinate,STARLINK-5944 - Z-Coordinate,STARLINK-30472 - Z-Coordinate,STARLINK-3622 - Z-Coordinate,STARLINK-6243 - Z-Coordinate,STARLINK-31192 - Z-Coordinate,STARLINK-30716 - Z-Coordinate,STARLINK-3055 - Z-Coordinate,STARLINK-31565 - Z-Coordinate,STARLINK-30866 - Z-Coordinate,STARLINK-5615 - Z-Coordinate,STARLINK-30355 - Z-Coordinate,STARLINK-31804 - Z-Coordinate,STARLINK-5795 - Z-Coordinate,STARLINK-30460 - Z-Coordinate,STARLINK-3160 - Z-Coordinate,STARLINK-5658 - Z-Coordinate,STARLINK-3207 - Z-Coordinate,STARLINK-3632 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1287.9883,219.4364,-949.7364,477.1641,-6552.8969,6229.1594,-4631.0870,-646.0921,6077.3013,-4600.8501,-6400.0733,6011.5948,-4808.4018,95.1437,-3821.8012,4185.4240,2688.2255,6683.8403,3822.6680,-4747.9856,-2221.8110,-1732.2219,6555.0308,-3641.0277,-3451.0243,-2927.6646,522.0199,-3412.2363,-6372.4300,-4064.8233,-3564.6946,4791.5161,0.0000,-6059.1540,1948.0300,-715.4370,-4603.9421,-5955.8181,1980.2712,-2371.5264,4563.7473,-4817.8796,3173.4332,-4575.2468,3983.0959,0.0000,2641.6832,3342.2074,3999.2120,142.2725,-6156.9522,1632.1419,3449.0581,-1471.5839,63.7090,2768.2905,-4961.0499,-2989.9007,-5423.5840,-171.3198,4018.8073,839.9296,-5040.4709,645.5111,-3764.4644,0.0000,5009.0534,-852.0273,-3172.0964,-5055.7322,-442.6037,-4886.6506,528.8898,-6712.8617,2348.2803,6228.4083,-3773.4055,3094.4815,5602.1931,6711.4080,1394.8082,2869.8734,4748.5079,-4203.7771,5301.3544,6228.5831,-2545.6721,5757.8458,-265.3014,1886.7822,5752.3646,-4269.7633,3745.6080,-5287.5930,4599.4091,-6873.7327,-1256.6129,484.2226,287.6532,414.9451,252476.4153,243976.8748,244989.1191,244632.8318,239109.5125,240897.6448,248243.2558,246823.4334,-166607125.5437,-166602197.7898,-166609414.7177,-166599799.5200,246097.5412,-166595974.2531,-3918.7129,4845.7982,-350.8001,-4865.0078,-1698.4514,2852.0749,1708.5886,6196.0851,3167.0201,-2155.7383,1596.2454,-2856.9315,-4995.5174,-6343.2383,4503.6372,-4104.5430,5929.6608,1256.7564,-5275.4191,-4192.2128,-4688.1050,4028.4671,-35.7617,-5763.7993,-2349.6566,6137.9772,5237.5235,-5696.2430,-2201.1634,2944.5892,-4084.8458,-3157.3943,0.0000,1147.9098,1462.6163,-5989.6827,-2993.1599,-3354.2228,6644.2233,5649.7075,456.9315,-1472.6053,3942.2350,-1997.1782,-5472.0758,0.0000,4807.2632,1805.9176,-2085.3136,-6577.9841,2922.4523,6580.4638,1091.7695,-6658.6205,-4448.5534,-4517.9609,-2502.8995,-6015.2821,789.8122,-6781.8949,4316.0768,-5334.2404,-3196.7712,-3214.3316,-4724.9138,0.0000,-4500.0551,4287.5310,2925.0147,-2866.3517,-2396.7617,-1803.8543,-4122.3463,779.9037,-3399.7443,2517.9311,4358.4927,-3818.8063,-553.2643,1490.5189,3006.9756,2985.4186,5033.1155,-3252.4289,-2410.0142,-1132.5858,5316.7289,-1624.2460,-3538.9497,-5441.0913,2735.5013,3712.3561,-5565.7672,67.7786,2230.6948,-144.9166,-6523.0733,-5103.0161,4155.3863,-6808.3937,243765.0991,218694.7645,244027.8842,243708.4887,237106.1904,238034.2468,235037.2555,238538.7969,316818151.3487,316782188.6936,316792772.8114,316797616.7623,238067.9005,316804417.2211,5466.4244,4892.1770,-6852.9413,-4889.2635,-633.8885,-1198.3766,-4848.1290,2744.6998,762.0824,-4724.0460,1379.6017,-1580.0993,-102.2101,2788.3300,3573.1889,-3587.8023,1982.2502,-452.4025,2333.6493,-2764.0744,4552.0980,5312.6561,-332.7400,1223.9996,-5477.4422,1210.0527,-4497.8163,-1563.9725,-1668.0692,4616.4052,4196.6189,3665.3249,0.0000,3089.6395,-6514.8516,-3398.2401,-4196.7179,887.8882,247.1779,-3137.8680,5165.7492,4712.7228,4714.3861,-4680.4283,-1335.0931,0.0000,4150.5903,-5839.5484,-5164.4205,-1882.1299,-1214.3082,1234.2152,-5924.5484,-872.3131,5274.2410,-4481.3097,4068.6074,1620.9711,3846.4343,-1313.7022,3643.7143,-4361.6301,-3467.1689,6114.3098,-3133.6316,0.0000,-1629.2521,5289.8850,-5404.4334,3677.7757,-6545.1972,-4260.0554,-5523.3134,1300.2128,-5515.3504,-1264.4284,3861.6114,-4570.5611,4012.7523,167.7262,-6109.3034,-5535.0247,352.7592,4427.6103,-3720.7576,-2801.0114,-3041.5675,3329.0216,5977.0742,3667.4322,-2725.7081,3999.7274,1650.4417,-4312.3967,4758.5643,842.8429,1891.7334,4639.5254,5458.2094,1156.6357,171087.1153,168443.7126,169617.0720,171468.9588,174207.7313,164755.2633,160435.7360,170209.9267,19915064.6901,19893242.6986,19940376.5938,19926347.5456,168627.5913,19925282.4702,
300.000,-3323.7189,2032.4577,-986.3086,-1428.4886,-6731.3672,6498.8345,-3002.0017,638.4137,6155.1838,-5238.4589,-6113.2061,5354.4474,-5634.8233,-1543.1790,-1985.0096,3567.9659,4164.8434,6719.0207,2629.7880,-4903.2934,-3997.7162,-45.6416,6256.9508,-4612.0715,-4686.5178,-1534.9746,2559.8576,-4739.4583,-6900.3532,-2486.2917,-5167.1325,4452.9220,0.0000,-4770.9770,2810.2307,-2362.8122,-4505.6940,-6051.1478,2494.2834,-670.3030,5270.3694,-5933.6466,4708.3740,-4261.9901,2726.2777,0.0000,4304.6184,5082.9316,2293.7857,-1153.8813,-5444.9674,2810.2941,4800.1023,-2911.8097,-1949.3883,691.8629,-6204.8186,-4127.6521,-4032.2204,-1384.9495,5548.9425,-1075.7741,-4884.6187,-1197.1144,-5128.7518,0.0000,3998.5590,1039.7106,-1275.7571,-4810.8961,-2458.1316,-4364.5014,-1639.5657,-5896.6740,435.5288,6235.6000,-3742.3951,1004.0582,5727.8514,6587.2046,2176.7404,4298.2807,5656.9971,-5591.1022,5216.9979,5099.9678,-1095.5847,4313.4517,-1595.9295,-146.2026,6660.4947,-2616.0744,2484.2357,-4542.5778,5284.5995,-6757.4819,-2507.9472,-1657.5174,2412.6909,-844.8259,247328.4186,239278.0704,240053.2511,239642.3412,234029.8308,235855.1681,243131.0503,242103.4648,-173483839.7948,-173478372.5303,-173485923.8511,-173475874.8052,241042.2946,-173472644.2933,-3232.5986,5379.0599,-2577.3983,-3984.7837,-182.4652,2288.9500,3017.9199,6700.8586,1841.3938,-106.6761,2804.4494,-4253.8875,-3704.8303,-6609.2058,4599.5162,-5510.6086,5363.6995,-270.0571,-6341.9926,-2528.1417,-4567.1713,5180.8676,-1271.9438,-4444.8144,-614.6243,6080.3533,5194.7167,-4903.9059,-760.3403,4440.4072,-3525.5854,-4693.8515,0.0000,2322.8225,-560.6712,-4907.8193,-1031.4671,-2012.4047,6202.5509,5220.2975,-1389.5583,-22.7292,2450.4025,62.0395,-6332.1374,0.0000,4613.7945,1284.4877,-3414.8482,-5789.1769,4260.0676,6268.0538,2238.3625,-6187.0307,-3647.8626,-5029.2747,-1418.2486,-5541.3371,2172.7081,-6077.7351,3338.7503,-5873.6158,-1388.4574,-2057.0375,-4217.7454,0.0000,-5654.6311,5065.4030,3987.8159,-1010.8488,-1531.0044,163.9570,-4070.3145,1927.6842,-4417.5609,859.7537,5506.6668,-4060.9244,-2455.4051,232.1984,985.4209,1370.0287,3822.9528,-1784.9136,-3964.4470,-2622.9473,6314.4606,-2708.2351,-1854.6625,-5210.6988,1358.2968,3393.6597,-6447.3084,2081.8943,205.5108,1358.0099,-6436.9702,-4831.2096,4109.4821,-6246.5704,249235.6826,223729.7439,249135.1716,248735.2216,242190.0290,243096.8102,240180.0480,243839.8243,313105628.9626,313069737.1008,313079578.0451,313084799.1987,243170.3593,313091821.7810,5040.9701,3797.6982,-6353.5115,-5466.3428,925.8197,926.7739,-5454.4175,1031.2548,2498.0591,-4547.0184,-451.7058,-48.4235,-1621.1483,1408.4262,4747.3580,-2029.9301,480.4167,1102.4157,882.1972,-4163.3530,3289.6886,4541.9775,1511.0604,2631.5824,-5008.4157,2890.2493,-3793.4283,-29.6097,-153.0026,4539.1568,2812.2874,2129.1998,0.0000,4403.8973,-6337.6144,-4274.5082,-5138.4956,2610.9615,-1863.9223,-4438.1545,4246.8695,3522.5654,4435.4801,-5354.1727,202.9752,0.0000,2743.8588,-4586.4648,-5485.6883,-3464.4141,325.5525,-582.1711,-4484.9396,680.0174,5522.8928,-4730.9602,2635.9879,-180.5392,4881.9073,-2984.3929,2478.5563,-3538.0584,-4676.0361,6515.7671,-1484.7030,0.0000,-109.8629,4513.4872,-5504.0590,4807.6086,-6355.5752,-5119.3719,-5340.6850,2974.2736,-5271.1585,-2670.9399,1965.8920,-5248.8866,2996.3804,1954.5050,-6527.4242,-5237.4021,-1187.1196,3664.1365,-2193.0177,-3878.4110,-1706.7021,4571.9817,6505.1290,4406.7454,-1333.9142,5441.2513,131.0528,-4646.9243,4563.2146,-703.3338,104.7106,4659.7720,4944.3204,2846.6663,171120.2249,168410.6414,169697.2336,171286.2302,174270.5075,164987.9968,160318.9747,169896.7907,19921979.1571,19899974.8640,19946951.3223,19932482.1068,168614.6976,19932049.0655,
600.000,-5030.1174,3613.5272,-826.8814,-3227.6284,-6217.2606,6112.9713,-1104.8848,1844.4724,5630.1566,-5410.9902,-5165.4948,4155.6338,-5927.3369,-3019.5540,69.9096,2610.0999,5210.4137,6068.1771,1188.9709,-4612.2123,-5358.1618,1606.0742,5229.1534,-5158.6164,-5491.5728,38.1970,4336.8825,-5582.7330,-6762.2707,-686.9877,-6234.2032,3671.6031,0.0000,-3015.8662,3464.4928,-3815.8227,-4014.0127,-5555.2659,2777.2748,1133.0630,5489.2197,-6473.1367,5810.1600,-3569.8427,1198.9503,0.0000,5517.7656,6316.3223,388.9834,-2370.0553,-4200.3299,3711.5650,5597.4419,-4067.9729,-3794.8159,-1444.9763,-6826.5098,-4855.2190,-2222.8423,-2494.0450,6538.8994,-2865.7972,-4286.7756,-2967.0223,-5947.8518,0.0000,2600.0103,2794.1295,717.6677,-4127.3180,-4258.7531,-3423.2734,-3642.5100,-4486.1832,-1488.2287,5627.1210,-3352.7659,-1201.1213,5317.8356,5800.9402,2820.2942,5339.8492,6024.3444,-6448.5065,4631.4807,3488.0849,458.8851,2436.1416,-2835.7547,-2183.7463,6921.3876,-664.2737,980.7742,-3376.4355,5510.2006,-5984.0397,-3507.5753,-3643.2393,4284.4561,-2052.2280,242058.0202,234475.6014,235012.9394,234551.3038,228846.0724,230715.2554,237911.1748,237189.7912,-180277865.8583,-180271864.5707,-180279717.6013,-180269225.2903,235881.3343,-180266622.6895,-2273.0608,5405.1402,-4527.8904,-2759.9784,1361.4394,1481.8478,4082.7545,6508.3191,306.8872,1935.9274,3715.2623,-5220.0032,-2045.1030,-6240.0282,4286.1936,-6349.4496,4250.4477,-1780.0876,-6788.4592,-590.2525,-4023.6312,5846.5193,-2378.3399,-2684.9978,1142.1836,5433.7698,4681.5236,-3611.1548,752.4403,5515.3620,-2637.8481,-5728.8333,0.0000,3313.9381,-2491.9960,-3370.9893,1053.5053,-444.0210,5120.8738,4302.0922,-3066.8496,1393.3641,754.5415,2136.4550,-6569.0294,0.0000,3981.8126,693.8196,-4449.5462,-4416.5621,5185.0008,5322.1119,3195.1992,-5096.1155,-2539.6745,-5100.8748,-220.8181,-4513.3888,3370.0023,-4772.5260,2061.8702,-5872.4131,585.5547,-761.6175,-3284.1200,0.0000,-6258.6912,5369.4556,4710.1141,974.8342,-590.3131,2144.8361,-3674.4135,2914.6427,-5042.7182,-906.8548,6080.9170,-3923.6580,-4100.8534,-1071.3575,-1108.3613,-337.7559,2233.5745,-175.8613,-5107.7952,-3893.6969,6612.7145,-3566.4328,-31.9120,-4490.3254,-138.1111,2793.2388,-6696.8759,3906.3349,-1821.0745,2735.6918,-5708.2801,-4133.1168,3702.7991,-5070.2415,254593.8887,228664.9246,254131.9176,253650.5858,247165.6575,248052.9157,245213.3579,248995.7674,309243860.3175,309208053.1984,309217144.0412,309222818.6741,248165.5289,309229981.7278,4057.6172,2289.8714,-5175.5371,-5455.4486,2380.3362,2953.4491,-5475.2846,-798.6958,3962.0812,-3885.2204,-2230.4417,1488.6244,-2966.7282,-122.4035,5407.7397,-248.9465,-1075.7683,2532.9164,-664.2000,-5113.6063,1670.9958,3277.1445,3165.0181,3756.5572,-3994.0136,4257.4879,-2681.7736,1508.0574,1378.3583,3952.6652,1117.2189,352.8513,0.0000,5240.1280,-5491.6524,-4692.2760,-5526.7802,4049.5095,-3776.1565,-5254.3923,2869.6541,1950.4434,3679.5158,-5434.2428,1718.9449,0.0000,1036.8540,-2850.3813,-5202.2614,-4661.8699,1830.3464,-2335.0995,-2567.7961,2157.4869,5174.0362,-4476.7462,915.9055,-1962.5615,5339.0837,-4332.8169,1048.2453,-2337.4213,-5379.0888,6224.5065,332.2579,0.0000,1421.3073,3240.4137,-5012.1439,5411.4043,-5503.5447,-5381.7796,-4583.1142,4322.7836,-4454.3335,-3779.6431,-139.4777,-5311.3082,1656.9441,3526.7365,-6255.7316,-4375.9437,-2599.7271,2506.5383,-428.1974,-4539.4993,-163.6956,5307.5838,6345.4769,4652.9851,201.0567,6300.5565,-1402.5286,-4461.1726,3891.1225,-2174.0508,-1693.6677,4178.2752,3887.4160,4229.9441,171151.7501,168377.4716,169775.2235,171098.7434,174329.8194,165226.9286,160207.0216,169486.2908,19928898.1218,19906709.0012,19953521.5223,19938613.0615,168601.6934,19938815.6051,
