sl_100_5400_20280529 Coordinates.csv
2028/05/29 07:47:00.0000 UTC

Generated: Tue Oct  8 21:40:40 2024,
Start: 2028/05/29 07:47:00.00, Stop: 2028/05/29 09:17:00.00,
TIME_UNITS,STARLINK-31929 - X-Coordinate,STARLINK-31056 - X-Coordinate,STARLINK-3365 - X-Coordinate,STARLINK-5285 - X-Coordinate,STARLINK-11288 [DTC] - X-Coordinate,STARLINK-30997 - X-Coordinate,STARLINK-3905 - X-Coordinate,STARLINK-3646 - X-Coordinate,STARLINK-31313 - X-Coordinate,STARLINK-3328 - X-Coordinate,STARLINK-31845 - X-Coordinate,STARLINK-32232 - X-Coordinate,STARLINK-6146 - X-Coordinate,STARLINK-3961 - X-Coordinate,STARLINK-3266 - X-Coordinate,STARLINK-5135 - X-Coordinate,STARLINK-5159 - X-Coordinate,STARLINK-4152 - X-Coordinate,STARLINK-31007 - X-Coordinate,STARLINK-3574 - X-Coordinate,STARLINK-4056 - X-Coordinate,STARLINK-11266 [DTC] - X-Coordinate,STARLINK-30316 - X-Coordinate,STARLINK-1846 - X-Coordinate,STARLINK-5197 - X-Coordinate,STARLINK-5609 - X-Coordinate,STARLINK-11232 [DTC] - X-Coordinate,STARLINK-30948 - X-Coordinate,STARLINK-30936 - X-Coordinate,STARLINK-3459 - X-Coordinate,STARLINK-1720 - X-Coordinate,STARLINK-5250 - X-Coordinate,STARLINK-31926 - X-Coordinate,STARLINK-4032 - X-Coordinate,STARLINK-31227 - X-Coordinate,STARLINK-30990 - X-Coordinate,STARLINK-5545 - X-Coordinate,STARLINK-5872 - X-Coordinate,STARLINK-30372 - X-Coordinate,STARLINK-30768 - X-Coordinate,STARLINK-3799 - X-Coordinate,STARLINK-31516 - X-Coordinate,STARLINK-6103 - X-Coordinate,STARLINK-32289 - X-Coordinate,STARLINK-5314 - X-Coordinate,STARLINK-30049 - X-Coordinate,STARLINK-5283 - X-Coordinate,STARLINK-5567 - X-Coordinate,STARLINK-31418 - X-Coordinate,STARLINK-30541 - X-Coordinate,STARLINK-1280 - X-Coordinate,STARLINK-3602 - X-Coordinate,STARLINK-4000 - X-Coordinate,STARLINK-2196 - X-Coordinate,STARLINK-5238 - X-Coordinate,STARLINK-30430 - X-Coordinate,STARLINK-32271 - X-Coordinate,STARLINK-2736 - X-Coordinate,STARLINK-5519 - X-Coordinate,STARLINK-3854 - X-Coordinate,STARLINK-31090 - X-Coordinate,STARLINK-30213 - X-Coordinate,STARLINK-30761 - X-Coordinate,STARLINK-5376 - X-Coordinate,STARLINK-4632 - X-Coordinate,STARLINK-4649 - X-Coordinate,STARLINK-2586 - X-Coordinate,STARLINK-30758 - X-Coordinate,STARLINK-31620 - X-Coordinate,STARLINK-11134 [DTC] - X-Coordinate,STARLINK-3326 - X-Coordinate,STARLINK-3753 - X-Coordinate,STARLINK-11136 [DTC] - X-Coordinate,STARLINK-31541 - X-Coordinate,STARLINK-30836 - X-Coordinate,STARLINK-3563 - X-Coordinate,STARLINK-5842 - X-Coordinate,STARLINK-5023 - X-Coordinate,STARLINK-3786 - X-Coordinate,STARLINK-6252 - X-Coordinate,STARLINK-3972 - X-Coordinate,STARLINK-2087 - X-Coordinate,STARLINK-30351 - X-Coordinate,STARLINK-3119 - X-Coordinate,STARLINK-4486 - X-Coordinate,STARLINK-3665 - X-Coordinate,STARLINK-3301 - X-Coordinate,STARLINK-5536 - X-Coordinate,STARLINK-3908 - X-Coordinate,STARLINK-4762 - X-Coordinate,STARLINK-4099 - X-Coordinate,STARLINK-4065 - X-Coordinate,STARLINK-1463 - X-Coordinate,STARLINK-31363 - X-Coordinate,STARLINK-11100 [DTC] - X-Coordinate,STARLINK-3953 - X-Coordinate,STARLINK-1773 - X-Coordinate,STARLINK-31526 - X-Coordinate,STARLINK-1448 - X-Coordinate,STARLINK-31011 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31929 - Y-Coordinate,STARLINK-31056 - Y-Coordinate,STARLINK-3365 - Y-Coordinate,STARLINK-5285 - Y-Coordinate,STARLINK-11288 [DTC] - Y-Coordinate,STARLINK-30997 - Y-Coordinate,STARLINK-3905 - Y-Coordinate,STARLINK-3646 - Y-Coordinate,STARLINK-31313 - Y-Coordinate,STARLINK-3328 - Y-Coordinate,STARLINK-31845 - Y-Coordinate,STARLINK-32232 - Y-Coordinate,STARLINK-6146 - Y-Coordinate,STARLINK-3961 - Y-Coordinate,STARLINK-3266 - Y-Coordinate,STARLINK-5135 - Y-Coordinate,STARLINK-5159 - Y-Coordinate,STARLINK-4152 - Y-Coordinate,STARLINK-31007 - Y-Coordinate,STARLINK-3574 - Y-Coordinate,STARLINK-4056 - Y-Coordinate,STARLINK-11266 [DTC] - Y-Coordinate,STARLINK-30316 - Y-Coordinate,STARLINK-1846 - Y-Coordinate,STARLINK-5197 - Y-Coordinate,STARLINK-5609 - Y-Coordinate,STARLINK-11232 [DTC] - Y-Coordinate,STARLINK-30948 - Y-Coordinate,STARLINK-30936 - Y-Coordinate,STARLINK-3459 - Y-Coordinate,STARLINK-1720 - Y-Coordinate,STARLINK-5250 - Y-Coordinate,STARLINK-31926 - Y-Coordinate,STARLINK-4032 - Y-Coordinate,STARLINK-31227 - Y-Coordinate,STARLINK-30990 - Y-Coordinate,STARLINK-5545 - Y-Coordinate,STARLINK-5872 - Y-Coordinate,STARLINK-30372 - Y-Coordinate,STARLINK-30768 - Y-Coordinate,STARLINK-3799 - Y-Coordinate,STARLINK-31516 - Y-Coordinate,STARLINK-6103 - Y-Coordinate,STARLINK-32289 - Y-Coordinate,STARLINK-5314 - Y-Coordinate,STARLINK-30049 - Y-Coordinate,STARLINK-5283 - Y-Coordinate,STARLINK-5567 - Y-Coordinate,STARLINK-31418 - Y-Coordinate,STARLINK-30541 - Y-Coordinate,STARLINK-1280 - Y-Coordinate,STARLINK-3602 - Y-Coordinate,STARLINK-4000 - Y-Coordinate,STARLINK-2196 - Y-Coordinate,STARLINK-5238 - Y-Coordinate,STARLINK-30430 - Y-Coordinate,STARLINK-32271 - Y-Coordinate,STARLINK-2736 - Y-Coordinate,STARLINK-5519 - Y-Coordinate,STARLINK-3854 - Y-Coordinate,STARLINK-31090 - Y-Coordinate,STARLINK-30213 - Y-Coordinate,STARLINK-30761 - Y-Coordinate,STARLINK-5376 - Y-Coordinate,STARLINK-4632 - Y-Coordinate,STARLINK-4649 - Y-Coordinate,STARLINK-2586 - Y-Coordinate,STARLINK-30758 - Y-Coordinate,STARLINK-31620 - Y-Coordinate,STARLINK-11134 [DTC] - Y-Coordinate,STARLINK-3326 - Y-Coordinate,STARLINK-3753 - Y-Coordinate,STARLINK-11136 [DTC] - Y-Coordinate,STARLINK-31541 - Y-Coordinate,STARLINK-30836 - Y-Coordinate,STARLINK-3563 - Y-Coordinate,STARLINK-5842 - Y-Coordinate,STARLINK-5023 - Y-Coordinate,STARLINK-3786 - Y-Coordinate,STARLINK-6252 - Y-Coordinate,STARLINK-3972 - Y-Coordinate,STARLINK-2087 - Y-Coordinate,STARLINK-30351 - Y-Coordinate,STARLINK-3119 - Y-Coordinate,STARLINK-4486 - Y-Coordinate,STARLINK-3665 - Y-Coordinate,STARLINK-3301 - Y-Coordinate,STARLINK-5536 - Y-Coordinate,STARLINK-3908 - Y-Coordinate,STARLINK-4762 - Y-Coordinate,STARLINK-4099 - Y-Coordinate,STARLINK-4065 - Y-Coordinate,STARLINK-1463 - Y-Coordinate,STARLINK-31363 - Y-Coordinate,STARLINK-11100 [DTC] - Y-Coordinate,STARLINK-3953 - Y-Coordinate,STARLINK-1773 - Y-Coordinate,STARLINK-31526 - Y-Coordinate,STARLINK-1448 - Y-Coordinate,STARLINK-31011 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31929 - Z-Coordinate,STARLINK-31056 - Z-Coordinate,STARLINK-3365 - Z-Coordinate,STARLINK-5285 - Z-Coordinate,STARLINK-11288 [DTC] - Z-Coordinate,STARLINK-30997 - Z-Coordinate,STARLINK-3905 - Z-Coordinate,STARLINK-3646 - Z-Coordinate,STARLINK-31313 - Z-Coordinate,STARLINK-3328 - Z-Coordinate,STARLINK-31845 - Z-Coordinate,STARLINK-32232 - Z-Coordinate,STARLINK-6146 - Z-Coordinate,STARLINK-3961 - Z-Coordinate,STARLINK-3266 - Z-Coordinate,STARLINK-5135 - Z-Coordinate,STARLINK-5159 - Z-Coordinate,STARLINK-4152 - Z-Coordinate,STARLINK-31007 - Z-Coordinate,STARLINK-3574 - Z-Coordinate,STARLINK-4056 - Z-Coordinate,STARLINK-11266 [DTC] - Z-Coordinate,STARLINK-30316 - Z-Coordinate,STARLINK-1846 - Z-Coordinate,STARLINK-5197 - Z-Coordinate,STARLINK-5609 - Z-Coordinate,STARLINK-11232 [DTC] - Z-Coordinate,STARLINK-30948 - Z-Coordinate,STARLINK-30936 - Z-Coordinate,STARLINK-3459 - Z-Coordinate,STARLINK-1720 - Z-Coordinate,STARLINK-5250 - Z-Coordinate,STARLINK-31926 - Z-Coordinate,STARLINK-4032 - Z-Coordinate,STARLINK-31227 - Z-Coordinate,STARLINK-30990 - Z-Coordinate,STARLINK-5545 - Z-Coordinate,STARLINK-5872 - Z-Coordinate,STARLINK-30372 - Z-Coordinate,STARLINK-30768 - Z-Coordinate,STARLINK-3799 - Z-Coordinate,STARLINK-31516 - Z-Coordinate,STARLINK-6103 - Z-Coordinate,STARLINK-32289 - Z-Coordinate,STARLINK-5314 - Z-Coordinate,STARLINK-30049 - Z-Coordinate,STARLINK-5283 - Z-Coordinate,STARLINK-5567 - Z-Coordinate,STARLINK-31418 - Z-Coordinate,STARLINK-30541 - Z-Coordinate,STARLINK-1280 - Z-Coordinate,STARLINK-3602 - Z-Coordinate,STARLINK-4000 - Z-Coordinate,STARLINK-2196 - Z-Coordinate,STARLINK-5238 - Z-Coordinate,STARLINK-30430 - Z-Coordinate,STARLINK-32271 - Z-Coordinate,STARLINK-2736 - Z-Coordinate,STARLINK-5519 - Z-Coordinate,STARLINK-3854 - Z-Coordinate,STARLINK-31090 - Z-Coordinate,STARLINK-30213 - Z-Coordinate,STARLINK-30761 - Z-Coordinate,STARLINK-5376 - Z-Coordinate,STARLINK-4632 - Z-Coordinate,STARLINK-4649 - Z-Coordinate,STARLINK-2586 - Z-Coordinate,STARLINK-30758 - Z-Coordinate,STARLINK-31620 - Z-Coordinate,STARLINK-11134 [DTC] - Z-Coordinate,STARLINK-3326 - Z-Coordinate,STARLINK-3753 - Z-Coordinate,STARLINK-11136 [DTC] - Z-Coordinate,STARLINK-31541 - Z-Coordinate,STARLINK-30836 - Z-Coordinate,STARLINK-3563 - Z-Coordinate,STARLINK-5842 - Z-Coordinate,STARLINK-5023 - Z-Coordinate,STARLINK-3786 - Z-Coordinate,STARLINK-6252 - Z-Coordinate,STARLINK-3972 - Z-Coordinate,STARLINK-2087 - Z-Coordinate,STARLINK-30351 - Z-Coordinate,STARLINK-3119 - Z-Coordinate,STARLINK-4486 - Z-Coordinate,STARLINK-3665 - Z-Coordinate,STARLINK-3301 - Z-Coordinate,STARLINK-5536 - Z-Coordinate,STARLINK-3908 - Z-Coordinate,STARLINK-4762 - Z-Coordinate,STARLINK-4099 - Z-Coordinate,STARLINK-4065 - Z-Coordinate,STARLINK-1463 - Z-Coordinate,STARLINK-31363 - Z-Coordinate,STARLINK-11100 [DTC] - Z-Coordinate,STARLINK-3953 - Z-Coordinate,STARLINK-1773 - Z-Coordinate,STARLINK-31526 - Z-Coordinate,STARLINK-1448 - Z-Coordinate,STARLINK-31011 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1135.5153,2431.0484,-4255.1676,-3755.5096,-1902.9242,5585.3865,-5398.5666,1308.0147,3335.9205,1773.9366,5545.1754,-4323.2074,966.7014,-6306.7169,13.8139,-2431.0545,2181.7136,4091.1902,4082.9336,3809.2110,-5697.6162,-5491.1860,5825.9125,2628.8699,-1585.1386,6189.1585,5714.5123,-6931.2035,-754.1770,902.8226,-5916.5098,1334.1668,-5505.4984,4589.3565,-1761.5106,-6259.0354,751.6207,4095.8968,-5761.1800,3730.4405,3213.5766,-3030.6313,1775.5512,1813.2801,2232.0124,5161.2657,-6186.6492,2144.3474,-5018.3271,-4538.5247,3062.5181,-2881.4629,-3412.6563,-3744.0746,4450.1775,-5441.8055,-6605.9041,-5328.2416,-251.4964,-5424.5007,-4918.7882,4577.7835,5457.4648,5193.0919,4879.8494,-4054.9746,2175.3404,-535.9911,5291.0675,-5454.1444,-1091.1384,-6802.6753,80.5081,2076.9614,-4362.0437,4263.6539,3398.0153,6035.2846,-5266.2446,1606.1674,-858.4401,2629.3405,5841.3930,-3579.2146,-3216.2002,-4385.8049,-1589.2548,-220.8899,-6635.7438,-4249.5980,3190.6156,-4062.3080,-3028.2641,-4181.0094,-536.2782,5992.8003,892.1105,1864.4717,4967.6581,-5924.1474,231730.4280,233520.9683,224537.8784,224462.5398,226903.8227,227222.1063,233651.5894,229994.6141,-234221737.3327,-234250736.3979,-234233283.9483,-234241270.5695,229963.1303,-234240172.0866,-5270.4551,-5818.6234,-154.7284,-5632.1042,-6400.7358,-1505.7315,2228.8132,-4291.6399,-5517.9156,6531.8308,-473.6528,1018.4953,5020.5847,-1245.6129,-4170.7615,3476.2773,4896.5604,1262.8156,-472.5277,4274.7066,-3853.8245,497.2496,1088.9328,-3495.5429,-4433.3338,2937.4087,-3548.2845,-10.9016,6426.1742,4077.6711,1617.0841,-5524.0884,-461.7089,-4613.7519,-4776.1656,-1526.2700,-4329.1795,4626.1256,-601.0447,4103.0370,-2610.4614,-2830.0789,-6122.8581,6158.2067,2130.9464,3478.3462,-1137.0500,4654.3776,-937.5332,-2922.4739,2825.8457,-4315.8167,-2868.1131,2506.5980,308.4782,1901.1634,-789.0902,2700.2787,6807.4748,-1154.2309,-2880.5688,-4872.6228,-4282.4687,-3394.3814,-4039.1160,5287.4269,-3443.3742,5169.2323,1644.9247,3924.1828,-6244.0542,915.6170,-5012.8413,5138.8501,4762.2828,5067.5349,-3317.7413,-3203.1329,4300.5264,6721.9354,6840.8376,4424.7718,-1821.9347,2130.5964,3245.5302,4736.6665,4538.1644,5184.1292,-1900.7234,-4392.9694,-2987.4591,2000.6397,5718.7543,4820.5561,5926.6155,2587.0037,-4124.7791,5518.7373,-2474.5906,-2947.9014,272119.5103,260453.6648,275873.1021,275077.4644,266833.1817,268805.7083,273342.7003,274867.8048,248866483.3523,248877659.3828,248869467.4622,248861652.6899,273226.5276,248868321.8911,4145.6823,2647.8803,5434.7446,1551.7952,-278.6960,-3834.2660,3692.5197,-5293.7153,-2334.5804,-1392.2674,3970.7821,4946.7963,-4696.3532,2502.2205,5492.2118,-5438.4671,-4378.7215,5393.9403,5445.2297,-3839.7583,-696.4670,3927.1903,-3381.5954,5159.8334,5037.1260,828.8934,-302.2934,-130.8242,2309.5166,-5466.9091,-3192.3748,-3933.0819,3994.4026,2263.1158,-4660.6413,2548.1918,5373.2809,-3142.1838,3571.8683,-3988.8426,5519.5597,5403.4574,-2720.6684,-2247.1857,-6227.7728,3054.2807,-2927.0816,-4680.9976,-4500.0855,4323.9856,5461.2768,4524.8405,5248.3662,-5176.4822,-5284.5886,-3662.1875,-1362.6700,2807.8074,1263.0965,4116.9166,-3765.3980,-1769.1336,181.0564,-3045.1017,-2697.9407,-1774.8612,5357.2061,4566.4237,-3930.4867,-568.1733,2744.1778,-616.5092,-4513.8688,3938.7952,2385.6077,1976.4459,5041.4744,706.4590,-1242.5229,-460.9315,320.6988,-4462.0166,3232.2049,5549.4433,5158.7466,2463.6432,-4981.3175,4579.5637,-324.8811,3133.0025,5337.9575,5204.0266,-2356.0410,-2474.0022,3163.4463,-1963.3751,5467.0815,-3540.2115,-4119.1551,-2057.6456,99285.2760,97133.1275,100754.3631,102270.4190,105229.3849,95921.8988,91365.4759,98980.9723,113941568.0405,113941372.2144,113914647.6344,113939214.2231,99617.9818,113932956.4092,
300.000,-966.3518,810.3283,-4566.6234,-4351.5256,-2952.4017,4275.8256,-3790.8301,-436.9677,1534.0337,2955.3649,4257.8218,-4387.9655,3026.0798,-6857.9042,-2112.3916,-849.0805,3903.0913,4076.7032,3822.1539,4181.9564,-5943.0342,-5958.6490,5006.3194,1291.4333,-3023.0277,6367.1459,4694.1977,-6624.5370,488.4222,2881.3754,-4527.4194,24.9929,-5966.6335,3861.3024,-3604.5814,-5852.8246,-663.3474,4805.4537,-5064.4554,4592.0010,1804.3113,-4133.1441,-46.9215,2814.6488,2382.1375,5395.3782,-5149.3001,3880.8221,-5488.4481,-5002.2847,4209.9000,-3656.4742,-5023.3367,-3057.3687,3762.6696,-5489.2114,-6759.3532,-5055.6355,1264.6865,-6357.0142,-5109.6247,3485.2750,4307.1500,3534.3355,4217.2442,-2579.1665,357.9633,1589.2128,5052.0024,-4322.7669,-2448.4966,-6456.9362,-1677.3917,3540.1161,-2621.4772,5332.3691,1491.7793,4995.1629,-4482.4543,3003.0737,386.5043,4387.8229,5618.2611,-1527.4467,-1184.1781,-2787.8043,491.7444,1840.4873,-6712.7314,-5548.7821,2087.2619,-2393.5486,-2013.2438,-2404.3510,812.6805,5728.8272,-1139.5600,3401.0867,3238.2177,-6717.6628,226263.0639,227885.9863,218823.2729,218783.4000,221121.9562,221480.7094,227804.4425,224217.9341,-239597517.5743,-239626545.5881,-239609412.6471,-239616483.8518,224179.0674,-239616040.8610,-4914.6362,-5430.4444,1912.1688,-5386.0624,-5626.4252,-3070.6220,3169.3562,-5290.0181,-5674.5228,6229.9037,-1929.8019,3021.5081,4573.3525,-37.4977,-4245.0616,4847.6666,4835.9268,-918.8019,-2608.1641,2416.4944,-2562.2076,2075.7092,-537.0199,-5037.8164,-2857.8162,1349.0018,-4352.1602,1479.5991,6832.3046,3160.6814,2693.5721,-6457.2781,1411.7256,-5686.9261,-3646.8518,256.3616,-2887.1384,2836.8565,1311.0461,2191.8810,-4231.9409,-932.1197,-5782.8100,4918.5603,-50.9647,1581.3897,-203.6353,3382.3144,1093.3520,-847.8130,969.3729,-2427.5073,-1652.2599,4387.9335,-1740.7211,3463.5713,435.8067,4104.3122,6808.0397,216.6378,-830.2945,-5966.1339,-5272.3634,-4348.5653,-2924.2869,5432.1262,-4610.5715,4818.5470,-439.0885,4620.0483,-6377.1297,2080.6675,-3897.7814,3633.5208,5267.0152,4396.1764,-2920.5288,-4024.3260,5227.0785,6145.2399,6562.6694,4126.1310,-3543.6238,2327.2541,3958.2551,4944.5127,4176.8157,5365.5647,-678.5294,-3770.2379,-4713.4194,3368.8665,6556.5834,5277.0430,6519.2244,1075.3600,-4702.5481,5568.0039,-3376.3991,-1594.9752,277472.3441,265431.6887,280772.6663,279891.0952,271601.9526,273601.3576,278114.8638,279425.2391,243692624.2274,243703461.1108,243696123.9954,243687575.2205,278026.7296,243694446.8307,4599.2665,4074.7480,4813.5628,-568.2509,-2077.8821,-4522.6998,4827.1405,-4468.9688,-3533.0562,418.3506,4986.7954,3979.6190,-4256.4132,767.3787,5008.8075,-4832.0269,-3045.8230,5473.4947,5014.4438,-4920.2803,-2437.3642,2457.3499,-4606.2095,4327.4038,5497.2170,2287.9595,-2094.2925,1400.5879,553.0885,-5388.6732,-4480.1489,-2460.0917,2984.9738,502.9315,-4617.7060,3695.4798,6276.0302,-4112.9361,4350.3620,-4557.9645,5143.0414,5333.1250,-3821.8599,-3763.0799,-6528.5578,4054.3739,-4646.1612,-4654.9405,-3871.9913,4699.7203,5341.0637,5302.6510,4412.9140,-4300.2310,-5535.5378,-2121.0043,462.8740,1092.2460,-274.1594,2698.1718,-4458.4341,-258.5202,-1351.7552,-4045.7711,-4591.0920,-3377.9269,4890.2122,4702.8343,-4521.0136,-2336.4150,1039.4730,1200.9728,-5245.2422,4526.2373,3572.1151,195.6235,6098.9786,2450.1866,571.7679,1082.2598,2094.1047,-3180.5063,1947.3507,6354.8472,5514.4153,3935.1230,-5500.2292,3966.8831,1482.4958,1484.1627,4587.3311,5522.4725,-604.3290,-3636.8923,1513.3374,-3535.9366,4929.1512,-1970.0198,-5088.4317,-574.3524,99321.4283,97023.2798,100733.9374,101988.3876,105190.3651,96060.7730,91154.6493,98432.1053,113945290.3186,113945806.0848,113918637.7971,113942696.4421,99507.4080,113936867.3419,
600.000,-2985.3287,-928.5641,-4473.8884,-4510.4378,-3699.6374,2576.8975,-1812.1890,-2102.5850,-441.1079,3845.8813,2560.1079,-4005.7894,4793.8584,-6722.2012,-4015.9998,774.1606,5220.0679,3715.1055,3224.0452,4190.8133,-5614.5873,-5810.0486,3700.9669,-137.0616,-4209.6867,5931.1389,3155.1302,-5675.0788,1675.0808,4593.4035,-2696.7403,-1259.9069,-5840.1918,2749.5959,-5115.6387,-4901.5473,-2076.7825,5089.2835,-3881.0191,5033.0043,263.5504,-4858.5233,-1891.0123,3565.3299,2377.4457,5143.2460,-3609.6305,5268.9866,-5428.7262,-5024.1789,4981.4939,-4123.4795,-6146.3635,-2108.8795,2760.0855,-4986.1315,-6200.0771,-4213.8944,2660.6309,-6665.9487,-4825.9899,2054.1237,2732.6996,1530.2768,3043.2610,-820.1658,-1459.6929,3569.4396,4334.2710,-2712.5847,-3550.8044,-5458.1229,-3299.5633,4678.8227,-607.8435,5868.0533,-595.1711,3436.2246,-3246.2545,4117.8389,1616.2350,5676.6805,4862.5013,680.3134,951.7487,-889.6927,2544.0191,3708.2678,-6123.4297,-6277.0901,824.9883,-521.0071,-800.7015,-371.4916,2057.0105,4894.6339,-3032.9186,4567.3133,1195.7854,-6857.6290,220581.9181,222144.0229,213011.7423,213010.6888,215241.5402,215642.7588,221857.9685,218350.9906,-244859047.3986,-244888085.8915,-244871313.9268,-244877436.8293,218294.7741,-244877658.9261,-4096.8157,-4515.1062,3769.0664,-4587.1927,-4224.5977,-4376.6352,3848.6566,-5803.2101,-5291.3942,5303.4561,-3237.8867,4668.7256,3726.4362,1165.5853,-3950.5579,5767.1381,4325.3105,-3009.3406,-4472.6615,306.1323,-994.3412,3410.3850,-2149.8084,-6065.9911,-1031.8654,-390.5664,-4707.6310,2840.0782,6545.3944,1981.8148,3552.6526,-6754.0702,3120.2653,-6184.7174,-2197.9925,2041.4168,-1202.4447,768.1248,3117.2220,66.3046,-5463.1154,1029.9338,-4908.7448,3164.6029,-2224.3272,-483.9075,807.7492,1821.0473,2992.5330,1306.8002,-950.6540,-303.5992,-317.4834,5825.0459,-3641.1559,4650.5981,1620.2159,5029.3534,6147.1612,1537.0824,1314.0511,-6475.1047,-5763.0875,-4917.1067,-1533.0481,5061.6813,-5323.7934,4043.4205,-2494.5850,4842.7577,-5878.8998,3049.6343,-2408.7862,1776.5940,5282.4066,3288.3536,-2300.5226,-4462.2112,5636.1593,4967.6211,5630.8254,3432.1849,-4908.1941,2371.4479,4335.1656,4698.0893,3461.7073,5060.7380,627.8074,-2779.9849,-5984.1632,4452.2550,6727.9139,5234.8070,6414.9267,-580.4055,-4862.0893,5053.4495,-3999.6605,-92.4941,282738.2229,270289.9738,285549.0110,284584.5218,276249.1202,278282.5226,282761.8604,283749.9359,238402671.0962,238413164.5653,238406670.7450,238397461.5891,282704.5151,238404473.9444,4532.5741,5047.8150,3672.2453,-2627.8565,-3629.2196,-4729.5031,5440.7426,-3168.0275,-4341.3711,2183.6461,5447.5816,2531.5289,-3363.3922,-1050.8237,3982.4600,-3701.6441,-1385.4079,4957.3933,4022.4395,-5466.8233,-3915.4790,705.2631,-5315.2101,2998.0697,5360.9980,3498.5139,-3641.9703,2781.8624,-1264.1794,-4722.2112,-5285.7696,-721.2407,1640.0986,-1312.1008,-4073.8166,4446.5833,6512.1836,-4644.0075,4637.5735,-4618.5142,4209.9119,4663.1006,-4514.2781,-4853.3404,-6139.0507,4620.9219,-5870.2517,-4133.2985,-2806.4766,4569.8682,4635.2436,5502.4886,3096.7443,-2950.3992,-5191.6810,-342.2945,2235.6215,-758.1742,-1782.0307,987.7470,-4653.9847,1279.9850,-2740.3227,-4610.0619,-5983.8870,-4614.1559,3853.5802,4333.8189,-4598.6462,-3833.2560,-777.7012,2887.3806,-5369.8176,4601.3022,4368.3572,-1606.3579,6504.2552,3924.0649,2324.1686,2509.1268,3640.0748,-1540.4952,453.0228,6484.7319,5271.0597,4981.2532,-5430.1073,2928.1841,3129.3839,-327.9451,3339.8766,5242.8393,1213.7195,-4395.8709,-312.9132,-4711.1301,3859.1473,-177.9529,-5509.7272,970.5623,99365.6550,96913.8212,100711.1059,101701.7474,105147.9532,96205.8811,90948.6335,97968.8335,113949008.5281,113950231.9953,113922637.2192,113946147.8481,99396.7635,113940778.0145,
