sl_100_5400_20280506 Coordinates.csv
2028/05/06 07:47:00.0000 UTC

Generated: Tue Oct  8 21:40:49 2024,
Start: 2028/05/06 07:47:00.00, Stop: 2028/05/06 09:17:00.00,
TIME_UNITS,STARLINK-30597 - X-Coordinate,STARLINK-4788 - X-Coordinate,STARLINK-3562 - X-Coordinate,STARLINK-30411 - X-Coordinate,STARLINK-1482 - X-Coordinate,STARLINK-4256 - X-Coordinate,STARLINK-5452 - X-Coordinate,STARLINK-3623 - X-Coordinate,STARLINK-31501 - X-Coordinate,STARLINK-31711 - X-Coordinate,STARLINK-31474 - X-Coordinate,STARLINK-1443 - X-Coordinate,STARLINK-1606 - X-Coordinate,STARLINK-1770 - X-Coordinate,STARLINK-31670 - X-Coordinate,STARLINK-6303 - X-Coordinate,STARLINK-1199 - X-Coordinate,STARLINK-1865 - X-Coordinate,STARLINK-6202 - X-Coordinate,STARLINK-31455 - X-Coordinate,STARLINK-30203 - X-Coordinate,STARLINK-5959 - X-Coordinate,STARLINK-2757 - X-Coordinate,STARLINK-31903 - X-Coordinate,STARLINK-31083 - X-Coordinate,STARLINK-2420 - X-Coordinate,STARLINK-5659 - X-Coordinate,STARLINK-5898 - X-Coordinate,STARLINK-3761 - X-Coordinate,STARLINK-31262 - X-Coordinate,STARLINK-3765 - X-Coordinate,STARLINK-31797 - X-Coordinate,STARLINK-4263 - X-Coordinate,STARLINK-2284 - X-Coordinate,STARLINK-30572 - X-Coordinate,STARLINK-4504 - X-Coordinate,STARLINK-30813 - X-Coordinate,STARLINK-6114 - X-Coordinate,STARLINK-1497 - X-Coordinate,STARLINK-11097 [DTC] - X-Coordinate,STARLINK-4631 - X-Coordinate,STARLINK-32023 - X-Coordinate,STARLINK-30956 - X-Coordinate,STARLINK-30804 - X-Coordinate,STARLINK-30066 - X-Coordinate,STARLINK-31357 - X-Coordinate,STARLINK-1672 - X-Coordinate,STARLINK-2078 - X-Coordinate,STARLINK-5779 - X-Coordinate,STARLINK-3917 - X-Coordinate,STARLINK-5480 - X-Coordinate,STARLINK-4184 - X-Coordinate,STARLINK-1017 - X-Coordinate,STARLINK-31810 - X-Coordinate,STARLINK-6364 - X-Coordinate,STARLINK-31351 - X-Coordinate,STARLINK-2022 - X-Coordinate,STARLINK-11226 [DTC] - X-Coordinate,STARLINK-32255 - X-Coordinate,STARLINK-31461 - X-Coordinate,STARLINK-5239 - X-Coordinate,STARLINK-3306 - X-Coordinate,STARLINK-1544 - X-Coordinate,STARLINK-1474 - X-Coordinate,STARLINK-6155 - X-Coordinate,STARLINK-5682 - X-Coordinate,STARLINK-30039 - X-Coordinate,STARLINK-30898 - X-Coordinate,STARLINK-3538 - X-Coordinate,STARLINK-4400 - X-Coordinate,STARLINK-5441 - X-Coordinate,STARLINK-31231 - X-Coordinate,STARLINK-4670 - X-Coordinate,STARLINK-3327 - X-Coordinate,STARLINK-3982 - X-Coordinate,STARLINK-5650 - X-Coordinate,STARLINK-2029 - X-Coordinate,STARLINK-6232 - X-Coordinate,STARLINK-5445 - X-Coordinate,STARLINK-2240 - X-Coordinate,STARLINK-5539 - X-Coordinate,STARLINK-2283 - X-Coordinate,STARLINK-1569 - X-Coordinate,STARLINK-4522 - X-Coordinate,STARLINK-3948 - X-Coordinate,STARLINK-4745 - X-Coordinate,STARLINK-6177 - X-Coordinate,STARLINK-6164 - X-Coordinate,STARLINK-30607 - X-Coordinate,STARLINK-5021 - X-Coordinate,STARLINK-3933 - X-Coordinate,STARLINK-4054 - X-Coordinate,STARLINK-11207 [DTC] - X-Coordinate,STARLINK-11136 [DTC] - X-Coordinate,STARLINK-11196 [DTC] - X-Coordinate,STARLINK-30603 - X-Coordinate,STARLINK-4426 - X-Coordinate,STARLINK-31703 - X-Coordinate,STARLINK-6130 - X-Coordinate,STARLINK-3528 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30597 - Y-Coordinate,STARLINK-4788 - Y-Coordinate,STARLINK-3562 - Y-Coordinate,STARLINK-30411 - Y-Coordinate,STARLINK-1482 - Y-Coordinate,STARLINK-4256 - Y-Coordinate,STARLINK-5452 - Y-Coordinate,STARLINK-3623 - Y-Coordinate,STARLINK-31501 - Y-Coordinate,STARLINK-31711 - Y-Coordinate,STARLINK-31474 - Y-Coordinate,STARLINK-1443 - Y-Coordinate,STARLINK-1606 - Y-Coordinate,STARLINK-1770 - Y-Coordinate,STARLINK-31670 - Y-Coordinate,STARLINK-6303 - Y-Coordinate,STARLINK-1199 - Y-Coordinate,STARLINK-1865 - Y-Coordinate,STARLINK-6202 - Y-Coordinate,STARLINK-31455 - Y-Coordinate,STARLINK-30203 - Y-Coordinate,STARLINK-5959 - Y-Coordinate,STARLINK-2757 - Y-Coordinate,STARLINK-31903 - Y-Coordinate,STARLINK-31083 - Y-Coordinate,STARLINK-2420 - Y-Coordinate,STARLINK-5659 - Y-Coordinate,STARLINK-5898 - Y-Coordinate,STARLINK-3761 - Y-Coordinate,STARLINK-31262 - Y-Coordinate,STARLINK-3765 - Y-Coordinate,STARLINK-31797 - Y-Coordinate,STARLINK-4263 - Y-Coordinate,STARLINK-2284 - Y-Coordinate,STARLINK-30572 - Y-Coordinate,STARLINK-4504 - Y-Coordinate,STARLINK-30813 - Y-Coordinate,STARLINK-6114 - Y-Coordinate,STARLINK-1497 - Y-Coordinate,STARLINK-11097 [DTC] - Y-Coordinate,STARLINK-4631 - Y-Coordinate,STARLINK-32023 - Y-Coordinate,STARLINK-30956 - Y-Coordinate,STARLINK-30804 - Y-Coordinate,STARLINK-30066 - Y-Coordinate,STARLINK-31357 - Y-Coordinate,STARLINK-1672 - Y-Coordinate,STARLINK-2078 - Y-Coordinate,STARLINK-5779 - Y-Coordinate,STARLINK-3917 - Y-Coordinate,STARLINK-5480 - Y-Coordinate,STARLINK-4184 - Y-Coordinate,STARLINK-1017 - Y-Coordinate,STARLINK-31810 - Y-Coordinate,STARLINK-6364 - Y-Coordinate,STARLINK-31351 - Y-Coordinate,STARLINK-2022 - Y-Coordinate,STARLINK-11226 [DTC] - Y-Coordinate,STARLINK-32255 - Y-Coordinate,STARLINK-31461 - Y-Coordinate,STARLINK-5239 - Y-Coordinate,STARLINK-3306 - Y-Coordinate,STARLINK-1544 - Y-Coordinate,STARLINK-1474 - Y-Coordinate,STARLINK-6155 - Y-Coordinate,STARLINK-5682 - Y-Coordinate,STARLINK-30039 - Y-Coordinate,STARLINK-30898 - Y-Coordinate,STARLINK-3538 - Y-Coordinate,STARLINK-4400 - Y-Coordinate,STARLINK-5441 - Y-Coordinate,STARLINK-31231 - Y-Coordinate,STARLINK-4670 - Y-Coordinate,STARLINK-3327 - Y-Coordinate,STARLINK-3982 - Y-Coordinate,STARLINK-5650 - Y-Coordinate,STARLINK-2029 - Y-Coordinate,STARLINK-6232 - Y-Coordinate,STARLINK-5445 - Y-Coordinate,STARLINK-2240 - Y-Coordinate,STARLINK-5539 - Y-Coordinate,STARLINK-2283 - Y-Coordinate,STARLINK-1569 - Y-Coordinate,STARLINK-4522 - Y-Coordinate,STARLINK-3948 - Y-Coordinate,STARLINK-4745 - Y-Coordinate,STARLINK-6177 - Y-Coordinate,STARLINK-6164 - Y-Coordinate,STARLINK-30607 - Y-Coordinate,STARLINK-5021 - Y-Coordinate,STARLINK-3933 - Y-Coordinate,STARLINK-4054 - Y-Coordinate,STARLINK-11207 [DTC] - Y-Coordinate,STARLINK-11136 [DTC] - Y-Coordinate,STARLINK-11196 [DTC] - Y-Coordinate,STARLINK-30603 - Y-Coordinate,STARLINK-4426 - Y-Coordinate,STARLINK-31703 - Y-Coordinate,STARLINK-6130 - Y-Coordinate,STARLINK-3528 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30597 - Z-Coordinate,STARLINK-4788 - Z-Coordinate,STARLINK-3562 - Z-Coordinate,STARLINK-30411 - Z-Coordinate,STARLINK-1482 - Z-Coordinate,STARLINK-4256 - Z-Coordinate,STARLINK-5452 - Z-Coordinate,STARLINK-3623 - Z-Coordinate,STARLINK-31501 - Z-Coordinate,STARLINK-31711 - Z-Coordinate,STARLINK-31474 - Z-Coordinate,STARLINK-1443 - Z-Coordinate,STARLINK-1606 - Z-Coordinate,STARLINK-1770 - Z-Coordinate,STARLINK-31670 - Z-Coordinate,STARLINK-6303 - Z-Coordinate,STARLINK-1199 - Z-Coordinate,STARLINK-1865 - Z-Coordinate,STARLINK-6202 - Z-Coordinate,STARLINK-31455 - Z-Coordinate,STARLINK-30203 - Z-Coordinate,STARLINK-5959 - Z-Coordinate,STARLINK-2757 - Z-Coordinate,STARLINK-31903 - Z-Coordinate,STARLINK-31083 - Z-Coordinate,STARLINK-2420 - Z-Coordinate,STARLINK-5659 - Z-Coordinate,STARLINK-5898 - Z-Coordinate,STARLINK-3761 - Z-Coordinate,STARLINK-31262 - Z-Coordinate,STARLINK-3765 - Z-Coordinate,STARLINK-31797 - Z-Coordinate,STARLINK-4263 - Z-Coordinate,STARLINK-2284 - Z-Coordinate,STARLINK-30572 - Z-Coordinate,STARLINK-4504 - Z-Coordinate,STARLINK-30813 - Z-Coordinate,STARLINK-6114 - Z-Coordinate,STARLINK-1497 - Z-Coordinate,STARLINK-11097 [DTC] - Z-Coordinate,STARLINK-4631 - Z-Coordinate,STARLINK-32023 - Z-Coordinate,STARLINK-30956 - Z-Coordinate,STARLINK-30804 - Z-Coordinate,STARLINK-30066 - Z-Coordinate,STARLINK-31357 - Z-Coordinate,STARLINK-1672 - Z-Coordinate,STARLINK-2078 - Z-Coordinate,STARLINK-5779 - Z-Coordinate,STARLINK-3917 - Z-Coordinate,STARLINK-5480 - Z-Coordinate,STARLINK-4184 - Z-Coordinate,STARLINK-1017 - Z-Coordinate,STARLINK-31810 - Z-Coordinate,STARLINK-6364 - Z-Coordinate,STARLINK-31351 - Z-Coordinate,STARLINK-2022 - Z-Coordinate,STARLINK-11226 [DTC] - Z-Coordinate,STARLINK-32255 - Z-Coordinate,STARLINK-31461 - Z-Coordinate,STARLINK-5239 - Z-Coordinate,STARLINK-3306 - Z-Coordinate,STARLINK-1544 - Z-Coordinate,STARLINK-1474 - Z-Coordinate,STARLINK-6155 - Z-Coordinate,STARLINK-5682 - Z-Coordinate,STARLINK-30039 - Z-Coordinate,STARLINK-30898 - Z-Coordinate,STARLINK-3538 - Z-Coordinate,STARLINK-4400 - Z-Coordinate,STARLINK-5441 - Z-Coordinate,STARLINK-31231 - Z-Coordinate,STARLINK-4670 - Z-Coordinate,STARLINK-3327 - Z-Coordinate,STARLINK-3982 - Z-Coordinate,STARLINK-5650 - Z-Coordinate,STARLINK-2029 - Z-Coordinate,STARLINK-6232 - Z-Coordinate,STARLINK-5445 - Z-Coordinate,STARLINK-2240 - Z-Coordinate,STARLINK-5539 - Z-Coordinate,STARLINK-2283 - Z-Coordinate,STARLINK-1569 - Z-Coordinate,STARLINK-4522 - Z-Coordinate,STARLINK-3948 - Z-Coordinate,STARLINK-4745 - Z-Coordinate,STARLINK-6177 - Z-Coordinate,STARLINK-6164 - Z-Coordinate,STARLINK-30607 - Z-Coordinate,STARLINK-5021 - Z-Coordinate,STARLINK-3933 - Z-Coordinate,STARLINK-4054 - Z-Coordinate,STARLINK-11207 [DTC] - Z-Coordinate,STARLINK-11136 [DTC] - Z-Coordinate,STARLINK-11196 [DTC] - Z-Coordinate,STARLINK-30603 - Z-Coordinate,STARLINK-4426 - Z-Coordinate,STARLINK-31703 - Z-Coordinate,STARLINK-6130 - Z-Coordinate,STARLINK-3528 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5806.4708,-6888.0970,-3632.2077,2076.6217,4007.9948,-5379.0358,3985.4660,-5878.6869,1262.1764,4796.3094,-5774.4962,-4539.5942,5242.6434,-370.0557,-3563.3796,4567.1451,2995.6377,-1741.1850,-4229.6358,-5375.6365,6026.9922,2378.2371,3022.1250,2123.0390,5479.6749,-4147.6584,1626.6062,-3223.9103,-1531.1193,-1290.4909,-4896.2303,2023.2744,-4629.9331,-101.5351,214.7366,-5266.5001,-5744.4509,-6817.5427,5176.3824,-2301.4715,3719.1679,6391.5375,4956.6029,-1338.8215,3840.0806,-3374.9098,5536.4492,-5325.8903,-3692.8847,-1968.0362,-4926.8099,4308.9488,3987.5880,-4109.0797,4626.1661,2731.0699,3458.3686,0.0000,2904.6291,4276.2130,-2106.0533,-3583.1761,-5887.2337,4930.5330,-5332.9149,3705.1729,6355.2241,-4082.3271,-726.6594,-787.6832,-1843.4437,-782.7343,4452.3778,-4695.3081,5391.7980,-3204.6570,5413.4236,6226.3011,4056.3280,3575.0614,-346.4841,-4961.1273,4686.8597,-5892.4565,3556.6267,-5282.8537,2614.5481,663.3146,-4313.1618,-4649.6918,-3672.3181,3786.2827,-586.5378,25.0767,-3216.5401,2394.3868,939.1332,0.0000,3601.5316,4476.3991,310142.1104,321107.9524,314098.2509,313827.6368,312945.2274,313959.0617,321669.8143,318712.1993,-213036465.8848,-213022164.0234,-213025902.6418,-213029100.5188,318205.7811,-213024713.8518,-1397.2172,-601.9618,-2029.5861,-6488.5635,2043.1398,-3985.7418,-3113.9940,673.0862,5631.2614,-1298.5309,-2981.4570,-1099.7754,-3530.0423,6048.1707,5451.8734,2428.4285,-6035.5673,-6417.7674,2861.1534,-3041.5338,-3131.1923,-1342.1598,-4499.1797,-6426.3656,2220.7208,-1659.2810,5966.3484,-58.9358,3861.1835,6513.1254,2298.5407,4682.4159,-4431.5172,4150.4626,-4890.3960,-3167.9728,2440.0188,961.2478,-2719.3271,-6314.3494,-2414.1900,333.3582,4854.7370,-5404.4701,5603.7498,-3654.8395,2867.1955,-777.0981,5591.9825,3637.2918,404.0803,-1479.1195,-5624.7364,-5044.1307,2175.8699,-5755.6961,4889.6513,0.0000,-3048.6335,-3360.3066,6300.6464,2700.5176,-3350.2689,-164.7031,-45.8766,4654.7729,165.6829,373.9043,6271.5455,-6789.4979,5241.3944,6619.7984,163.2705,-195.6468,3168.8910,-5292.3864,-1712.8614,1323.5553,-2522.3797,2905.1178,6755.8960,525.8114,1780.7214,-1383.5384,3063.3016,282.1823,6389.9578,6591.8145,-990.4605,2025.0305,-5009.2980,2717.5667,4120.3140,4049.2904,4119.8604,6206.0690,4177.1890,0.0000,5528.7014,-4965.0076,-155925.6129,-170522.0344,-167797.4056,-168410.2673,-176968.5541,-175235.1899,-173532.7782,-170923.4019,279218704.0053,279188816.1298,279177939.6253,279214591.6647,-172234.8446,279202296.9307,3545.5027,-86.0219,-5518.2212,-1242.9456,-5208.3960,1692.4562,4685.9202,-3560.2891,3576.8729,4534.2347,-2086.8012,-5088.2089,-2387.8315,3298.2550,-1986.3943,-4607.6598,1497.3171,-1545.1338,-4700.9010,-2919.9232,1314.5554,-6393.5407,4280.7598,-1000.1905,-3445.5947,5246.1105,3089.7867,-6164.8156,-5520.0650,1953.4757,-4313.3041,-4472.8194,-2505.0891,-5356.4117,-4703.9047,-3163.5686,-2918.5034,766.5369,-3667.1368,412.9528,-5307.5266,-2366.0580,514.2523,3941.1387,-1311.0324,-4625.1326,2699.4018,-4208.7724,-1753.6581,-5514.1709,4854.1382,5174.5048,350.1672,-2075.2167,-4670.6727,1987.5264,3427.8188,0.0000,5358.3620,-4098.9252,-1947.9021,5272.0172,1259.0614,-4869.0088,-4414.6313,3525.3800,2760.7849,5464.9047,2763.2544,-1063.9492,-4109.5305,-1567.9030,-5254.4776,5052.9112,2959.1099,-3083.9832,3688.8404,2744.2211,4973.0558,-5159.4652,1618.9595,4623.7294,4649.4233,-3260.8794,-5077.0389,4392.5164,502.6815,2013.1684,-5203.4275,4684.1132,2929.2619,-5076.5607,5238.4595,-5397.7568,-4276.7463,-1974.4802,5437.4724,0.0000,2126.5139,-1768.1376,-57562.6018,-60071.5254,-60030.3664,-58381.8207,-55514.3653,-64879.1673,-69339.1345,-60024.3603,82707602.2881,82678764.7348,82718276.4788,82713471.8397,-61110.3709,82710776.9056,
300.000,4534.7936,-6668.9749,-4368.7434,615.0735,5307.9269,-6194.8301,3444.4441,-6250.8436,3096.8080,4967.3821,-6600.9870,-4053.1639,4741.9954,1117.2232,-2292.8506,5601.7320,1915.5753,-2953.9949,-2725.3371,-6427.1927,5287.0087,476.4739,1035.1204,497.9828,5329.2625,-4114.1335,3330.2398,-1787.6848,584.0854,115.7997,-3168.0024,3972.9742,-4862.2287,2045.1760,-1624.0563,-5081.7418,-4291.5851,-6445.0930,4993.5391,-3287.6062,1950.8821,6729.1919,5683.2605,-2959.1675,4757.1567,-4745.9022,5273.6428,-6178.7041,-2431.4788,56.2006,-3233.3680,4165.7325,2750.2558,-5405.4089,5500.4218,1647.3300,4004.6712,0.0000,954.8883,2431.3938,-975.6952,-1711.2983,-6479.8166,3809.6189,-4663.9488,5287.3644,6634.7075,-3751.5529,727.4413,-336.2209,-605.7498,842.4409,3685.5845,-5341.9712,6425.9411,-4792.4974,5508.7065,5750.4970,3600.9572,5175.1953,350.0178,-5412.4703,4268.7269,-5167.3097,5194.9877,-4043.7844,3831.7806,2228.0753,-5187.9340,-2932.6357,-4996.3247,5326.8726,1446.9413,2198.9958,-1188.0274,3879.3841,670.0596,0.0000,4985.3989,3022.2779,313254.3780,325007.3811,317738.7821,317468.1208,316476.1234,317535.5426,325141.1501,322343.6355,-219080302.2816,-219065772.6785,-219068993.8216,-219073353.7783,321746.5303,-219068453.9725,-2930.5554,617.3348,12.2428,-6890.0007,514.4867,-3054.4893,-4854.6141,2147.7978,5548.5050,-3122.9371,-1625.6355,980.9056,-4769.0650,5058.4974,6391.8847,629.0071,-6626.7263,-6146.7262,4399.1538,-1707.5679,-4458.5245,-2458.3471,-4449.5205,-6372.1684,225.5730,507.5470,5795.5158,1574.3746,4344.4462,5953.4151,3275.9532,3949.4357,-2824.6413,3673.5158,-3866.1880,-1428.8460,3660.3629,2421.8372,-4259.0839,-5447.5091,-3661.9764,-943.1314,3474.8925,-5628.6253,4233.9203,-1971.2508,1196.7952,699.3219,6480.2594,4415.4473,1267.8964,-3460.2107,-5964.8435,-4130.1359,262.7411,-6466.9267,3161.0543,0.0000,-4057.2713,-4404.9492,6849.8903,3778.7394,-2281.4614,-1930.4916,1980.9900,3807.4648,-1465.9659,2514.8123,5438.9356,-6803.3725,6336.7260,6135.3403,-1861.4185,1633.5018,2226.7130,-4658.3810,-3297.6798,-474.1329,-4382.1964,1749.4852,5959.4212,2307.8421,-259.3712,241.4070,2022.7535,1874.3010,5407.4874,6536.7688,835.4917,3174.4775,-4547.0018,1522.5620,4684.0080,3797.8769,4222.5664,5731.1705,5750.3890,0.0000,4775.4612,-5228.1152,-149362.8007,-163906.6832,-160980.2647,-161687.7237,-170248.5687,-168508.3717,-166783.6053,-163951.6551,274500642.2350,274471108.3367,274459745.2060,274496326.3786,-165485.2247,274484257.3501,4366.1091,1710.8404,-5354.7414,295.7245,-4349.7991,-106.2430,3483.9573,-1995.5365,2397.1792,3293.9262,-597.0597,-5506.4476,-629.7051,4552.7780,-484.6846,-4026.1764,-306.3310,266.4930,-4625.7733,-1561.2076,-222.0817,-6485.1550,5177.6581,-2442.7712,-4287.9481,5503.3331,1770.7956,-6536.2206,-5339.0540,3523.2229,-5205.5353,-3825.9165,-3967.9640,-5315.1644,-5339.2988,-4463.7528,-3957.6570,-779.7932,-2131.7186,2195.7364,-5532.9140,-609.6478,2000.4616,2474.5696,-2706.6732,-4441.5726,4109.0973,-2829.2180,-242.9944,-5292.0131,5992.6409,4269.6142,2117.3354,-584.7475,-4198.2866,180.7712,4643.1369,0.0000,5391.3904,-4589.6921,-165.7935,5542.1380,-553.3858,-5459.8710,-4717.8872,2322.6878,1375.5594,5126.1024,4165.7452,1183.6572,-2687.3223,-2925.1872,-5514.6063,4054.6041,1286.1374,-1762.9696,2158.0687,3838.2550,3924.9422,-4241.4634,3564.4158,3416.7807,5333.5884,-4529.8370,-4089.0298,5234.3254,1992.7925,525.3266,-4363.8895,5382.2166,1247.4700,-4097.4462,4554.7309,-5125.6059,-5135.7714,-483.8304,3797.2625,0.0000,651.1453,-3371.3450,-57703.0070,-60129.7744,-60069.9401,-58683.6344,-55572.2091,-64762.2505,-69571.9293,-60592.7870,82713301.2638,82684255.9482,82723436.3486,82719279.6743,-61241.4212,82716222.5117,
600.000,2845.9444,-5786.8934,-4726.7495,-909.2513,6099.2321,-6391.8999,2597.3155,-6009.5434,4597.1227,4633.7439,-6754.2232,-3222.0057,3739.4107,2537.9882,-791.5798,6119.7141,640.6159,-3863.3344,-991.6646,-6826.1334,4029.9496,-1430.2265,-1073.5848,-1198.3594,4679.4104,-3730.4820,4696.5856,-233.6305,2623.7442,1546.7820,-1138.8338,5512.8312,-4644.0193,3988.1046,-3332.3974,-4433.1010,-2421.0901,-5444.8704,4330.1455,-3942.9932,22.2525,6369.3639,5879.3867,-4252.2357,5235.0061,-5659.2097,4492.4812,-6407.9088,-935.6893,2048.7828,-1233.3137,3652.2806,1218.6579,-6148.9324,5872.5920,382.9278,4202.6315,0.0000,-1065.1745,351.4149,249.8282,302.4088,-6422.7487,2358.9294,-3583.2801,6348.4351,6276.5075,-3093.4947,2150.8260,135.4947,662.6758,2409.3027,2606.0312,-5490.0159,6819.0050,-5903.4979,5037.7499,4741.7231,2829.1162,6275.5195,1057.5864,-5328.1607,3468.3012,-3951.8444,6326.3118,-2431.9046,4694.0981,3571.4103,-5564.6009,-945.3996,-5804.3478,6346.3773,3295.4239,4138.8307,980.7050,4985.3666,274.4518,0.0000,5882.2381,1245.5969,316228.4268,328744.5532,321238.9381,320972.2491,319865.7106,320975.2616,328469.0201,325777.7672,-225019677.2582,-225004934.1460,-225007618.1710,-225013130.1643,325144.1017,-225007733.4136,-4219.1814,1794.4983,2028.7802,-6620.9203,-1024.1637,-1816.8997,-6102.0190,3388.4037,4911.5197,-4588.3327,-110.0007,2985.3666,-5492.9457,3587.4538,6674.6314,-1203.3382,-6555.8967,-5236.9389,5543.0088,-215.5631,-5352.5448,-3399.9438,-4012.1992,-5686.2238,-1811.9960,2628.7324,5070.7790,3108.3032,4453.3265,4819.7093,3986.2482,2845.5034,-911.5575,2869.7200,-2483.6183,481.4500,4557.7513,3654.4526,-5358.1835,-3984.0547,-4599.8852,-2114.8173,1749.3142,-5289.2293,2442.0686,-115.4048,-631.4589,2074.3794,6737.3441,4805.3580,2077.9558,-5082.6304,-5722.6680,-2800.9187,-1651.0641,-6459.9131,1108.4584,0.0000,-4700.3702,-5042.7635,6718.2516,4539.9438,-977.3284,-3547.9490,3835.2079,2610.5229,-2943.4110,4398.9050,4081.1836,-6067.4575,6806.6464,5044.6901,-3725.5646,3269.5958,1077.7511,-3583.6407,-4515.0560,-2253.9163,-5796.5360,465.9917,4566.2468,3822.6816,-2297.4821,1882.6171,826.3849,3325.1571,3892.5407,5847.9341,2541.3464,4064.2369,-3634.3811,219.0639,4780.6151,3200.1861,3933.3906,4704.5349,6696.0707,0.0000,3564.4184,-5002.6053,-142739.3096,-157215.4962,-154092.4027,-154892.9495,-163455.7371,-161703.1561,-159964.6188,-157025.0694,269651776.9418,269622601.1653,269610773.4873,269647225.5993,-158662.8887,269635418.0110,4722.3820,3322.8909,-4614.4719,1802.5744,-3016.1712,-1893.4694,1903.6367,-214.5317,944.6606,1668.6388,959.6924,-5330.8032,1201.2282,5313.3905,1071.8093,-3013.3002,-2076.8018,2048.1807,-4058.2752,-27.7899,-1734.8137,-5891.6126,5515.3086,-3613.4843,-4654.2032,5162.5705,260.7131,-6218.5890,-4582.2435,4713.9274,-5538.7734,-2742.7346,-4997.3878,-4667.4572,-5368.5094,-5283.0285,-4566.0213,-2242.4865,-364.9536,3721.8381,-5163.7603,1215.2381,3274.5315,730.3277,-3811.0475,-3753.7880,5052.1192,-1133.4502,1293.7592,-4495.2428,6490.6034,2901.2457,3654.7143,971.2538,-3275.6531,-1647.6716,5355.1771,0.0000,4819.1378,-4563.5557,1634.1324,5218.4818,-2305.5385,-5467.9713,-4515.2621,869.6921,-157.0061,4215.8517,5114.6902,3303.4061,-974.6825,-3957.9708,-5175.2981,2617.2651,-525.2774,-251.5172,379.7861,4521.4553,2450.8596,-2866.9917,5131.9888,1823.5435,5424.5620,-5302.9522,-2660.4214,5503.4555,3268.4170,-1018.9683,-3037.0726,5498.5734,-571.6219,-2672.4530,3330.6069,-4260.6248,-5402.4624,1058.5211,1749.4806,0.0000,-893.9450,-4611.4079,-57843.6120,-60197.0105,-60111.6999,-58989.9894,-55633.3408,-64638.9776,-69799.7837,-61212.4242,82719001.3621,82689749.9205,82728594.3546,82725082.3950,-61372.4272,82721667.9194,
