sl_100_5400_20280317 Coordinates.csv
2028/03/17 07:47:00.0000 UTC

Generated: Tue Oct  8 21:41:17 2024,
Start: 2028/03/17 07:47:00.00, Stop: 2028/03/17 09:17:00.00,
TIME_UNITS,STARLINK-3114 - X-Coordinate,STARLINK-31607 - X-Coordinate,STARLINK-30157 - X-Coordinate,STARLINK-30570 - X-Coordinate,STARLINK-1917 - X-Coordinate,STARLINK-30119 - X-Coordinate,STARLINK-30911 - X-Coordinate,STARLINK-31513 - X-Coordinate,STARLINK-5640 - X-Coordinate,STARLINK-32098 - X-Coordinate,STARLINK-1276 - X-Coordinate,STARLINK-1817 - X-Coordinate,STARLINK-30388 - X-Coordinate,STARLINK-30349 - X-Coordinate,STARLINK-3938 - X-Coordinate,STARLINK-3775 - X-Coordinate,STARLINK-32211 - X-Coordinate,STARLINK-2433 - X-Coordinate,STARLINK-4130 - X-Coordinate,STARLINK-3089 - X-Coordinate,STARLINK-4413 - X-Coordinate,STARLINK-3942 - X-Coordinate,STARLINK-31328 - X-Coordinate,STARLINK-1354 - X-Coordinate,STARLINK-6166 - X-Coordinate,STARLINK-31721 - X-Coordinate,STARLINK-1143 - X-Coordinate,STARLINK-1189 - X-Coordinate,STARLINK-4335 - X-Coordinate,STARLINK-2050 - X-Coordinate,STARLINK-2094 - X-Coordinate,STARLINK-3977 - X-Coordinate,STARLINK-4536 - X-Coordinate,STARLINK-2002 - X-Coordinate,STARLINK-1222 - X-Coordinate,STARLINK-6129 - X-Coordinate,STARLINK-3553 - X-Coordinate,STARLINK-3727 - X-Coordinate,STARLINK-31503 - X-Coordinate,STARLINK-5043 - X-Coordinate,STARLINK-31951 - X-Coordinate,STARLINK-2304 - X-Coordinate,STARLINK-5848 - X-Coordinate,STARLINK-31984 - X-Coordinate,STARLINK-2648 - X-Coordinate,STARLINK-4081 - X-Coordinate,STARLINK-3609 - X-Coordinate,STARLINK-31554 - X-Coordinate,STARLINK-6325 - X-Coordinate,STARLINK-30201 - X-Coordinate,STARLINK-3853 - X-Coordinate,STARLINK-30081 - X-Coordinate,STARLINK-30781 - X-Coordinate,STARLINK-2459 - X-Coordinate,STARLINK-32267 - X-Coordinate,STARLINK-4385 - X-Coordinate,STARLINK-30714 - X-Coordinate,STARLINK-3567 - X-Coordinate,STARLINK-30535 - X-Coordinate,STARLINK-2257 - X-Coordinate,STARLINK-1555 - X-Coordinate,STARLINK-31903 - X-Coordinate,STARLINK-1966 - X-Coordinate,STARLINK-3902 - X-Coordinate,STARLINK-3826 - X-Coordinate,STARLINK-3143 - X-Coordinate,STARLINK-5971 - X-Coordinate,STARLINK-30476 - X-Coordinate,STARLINK-4775 - X-Coordinate,STARLINK-31683 - X-Coordinate,STARLINK-30258 - X-Coordinate,STARLINK-3305 - X-Coordinate,STARLINK-4734 - X-Coordinate,STARLINK-5068 - X-Coordinate,STARLINK-1960 - X-Coordinate,STARLINK-31893 - X-Coordinate,STARLINK-31341 - X-Coordinate,STARLINK-4146 - X-Coordinate,STARLINK-4291 - X-Coordinate,STARLINK-4584 - X-Coordinate,STARLINK-31487 - X-Coordinate,STARLINK-30283 - X-Coordinate,STARLINK-31057 - X-Coordinate,STARLINK-3992 - X-Coordinate,STARLINK-2028 - X-Coordinate,STARLINK-3660 - X-Coordinate,STARLINK-3101 - X-Coordinate,STARLINK-11244 [DTC] - X-Coordinate,STARLINK-5156 - X-Coordinate,STARLINK-4441 - X-Coordinate,STARLINK-3078 - X-Coordinate,STARLINK-31538 - X-Coordinate,STARLINK-30890 - X-Coordinate,STARLINK-6370 - X-Coordinate,STARLINK-2681 - X-Coordinate,STARLINK-31414 - X-Coordinate,STARLINK-4061 - X-Coordinate,STARLINK-2755 - X-Coordinate,STARLINK-5999 - X-Coordinate,STARLINK-4014 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3114 - Y-Coordinate,STARLINK-31607 - Y-Coordinate,STARLINK-30157 - Y-Coordinate,STARLINK-30570 - Y-Coordinate,STARLINK-1917 - Y-Coordinate,STARLINK-30119 - Y-Coordinate,STARLINK-30911 - Y-Coordinate,STARLINK-31513 - Y-Coordinate,STARLINK-5640 - Y-Coordinate,STARLINK-32098 - Y-Coordinate,STARLINK-1276 - Y-Coordinate,STARLINK-1817 - Y-Coordinate,STARLINK-30388 - Y-Coordinate,STARLINK-30349 - Y-Coordinate,STARLINK-3938 - Y-Coordinate,STARLINK-3775 - Y-Coordinate,STARLINK-32211 - Y-Coordinate,STARLINK-2433 - Y-Coordinate,STARLINK-4130 - Y-Coordinate,STARLINK-3089 - Y-Coordinate,STARLINK-4413 - Y-Coordinate,STARLINK-3942 - Y-Coordinate,STARLINK-31328 - Y-Coordinate,STARLINK-1354 - Y-Coordinate,STARLINK-6166 - Y-Coordinate,STARLINK-31721 - Y-Coordinate,STARLINK-1143 - Y-Coordinate,STARLINK-1189 - Y-Coordinate,STARLINK-4335 - Y-Coordinate,STARLINK-2050 - Y-Coordinate,STARLINK-2094 - Y-Coordinate,STARLINK-3977 - Y-Coordinate,STARLINK-4536 - Y-Coordinate,STARLINK-2002 - Y-Coordinate,STARLINK-1222 - Y-Coordinate,STARLINK-6129 - Y-Coordinate,STARLINK-3553 - Y-Coordinate,STARLINK-3727 - Y-Coordinate,STARLINK-31503 - Y-Coordinate,STARLINK-5043 - Y-Coordinate,STARLINK-31951 - Y-Coordinate,STARLINK-2304 - Y-Coordinate,STARLINK-5848 - Y-Coordinate,STARLINK-31984 - Y-Coordinate,STARLINK-2648 - Y-Coordinate,STARLINK-4081 - Y-Coordinate,STARLINK-3609 - Y-Coordinate,STARLINK-31554 - Y-Coordinate,STARLINK-6325 - Y-Coordinate,STARLINK-30201 - Y-Coordinate,STARLINK-3853 - Y-Coordinate,STARLINK-30081 - Y-Coordinate,STARLINK-30781 - Y-Coordinate,STARLINK-2459 - Y-Coordinate,STARLINK-32267 - Y-Coordinate,STARLINK-4385 - Y-Coordinate,STARLINK-30714 - Y-Coordinate,STARLINK-3567 - Y-Coordinate,STARLINK-30535 - Y-Coordinate,STARLINK-2257 - Y-Coordinate,STARLINK-1555 - Y-Coordinate,STARLINK-31903 - Y-Coordinate,STARLINK-1966 - Y-Coordinate,STARLINK-3902 - Y-Coordinate,STARLINK-3826 - Y-Coordinate,STARLINK-3143 - Y-Coordinate,STARLINK-5971 - Y-Coordinate,STARLINK-30476 - Y-Coordinate,STARLINK-4775 - Y-Coordinate,STARLINK-31683 - Y-Coordinate,STARLINK-30258 - Y-Coordinate,STARLINK-3305 - Y-Coordinate,STARLINK-4734 - Y-Coordinate,STARLINK-5068 - Y-Coordinate,STARLINK-1960 - Y-Coordinate,STARLINK-31893 - Y-Coordinate,STARLINK-31341 - Y-Coordinate,STARLINK-4146 - Y-Coordinate,STARLINK-4291 - Y-Coordinate,STARLINK-4584 - Y-Coordinate,STARLINK-31487 - Y-Coordinate,STARLINK-30283 - Y-Coordinate,STARLINK-31057 - Y-Coordinate,STARLINK-3992 - Y-Coordinate,STARLINK-2028 - Y-Coordinate,STARLINK-3660 - Y-Coordinate,STARLINK-3101 - Y-Coordinate,STARLINK-11244 [DTC] - Y-Coordinate,STARLINK-5156 - Y-Coordinate,STARLINK-4441 - Y-Coordinate,STARLINK-3078 - Y-Coordinate,STARLINK-31538 - Y-Coordinate,STARLINK-30890 - Y-Coordinate,STARLINK-6370 - Y-Coordinate,STARLINK-2681 - Y-Coordinate,STARLINK-31414 - Y-Coordinate,STARLINK-4061 - Y-Coordinate,STARLINK-2755 - Y-Coordinate,STARLINK-5999 - Y-Coordinate,STARLINK-4014 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3114 - Z-Coordinate,STARLINK-31607 - Z-Coordinate,STARLINK-30157 - Z-Coordinate,STARLINK-30570 - Z-Coordinate,STARLINK-1917 - Z-Coordinate,STARLINK-30119 - Z-Coordinate,STARLINK-30911 - Z-Coordinate,STARLINK-31513 - Z-Coordinate,STARLINK-5640 - Z-Coordinate,STARLINK-32098 - Z-Coordinate,STARLINK-1276 - Z-Coordinate,STARLINK-1817 - Z-Coordinate,STARLINK-30388 - Z-Coordinate,STARLINK-30349 - Z-Coordinate,STARLINK-3938 - Z-Coordinate,STARLINK-3775 - Z-Coordinate,STARLINK-32211 - Z-Coordinate,STARLINK-2433 - Z-Coordinate,STARLINK-4130 - Z-Coordinate,STARLINK-3089 - Z-Coordinate,STARLINK-4413 - Z-Coordinate,STARLINK-3942 - Z-Coordinate,STARLINK-31328 - Z-Coordinate,STARLINK-1354 - Z-Coordinate,STARLINK-6166 - Z-Coordinate,STARLINK-31721 - Z-Coordinate,STARLINK-1143 - Z-Coordinate,STARLINK-1189 - Z-Coordinate,STARLINK-4335 - Z-Coordinate,STARLINK-2050 - Z-Coordinate,STARLINK-2094 - Z-Coordinate,STARLINK-3977 - Z-Coordinate,STARLINK-4536 - Z-Coordinate,STARLINK-2002 - Z-Coordinate,STARLINK-1222 - Z-Coordinate,STARLINK-6129 - Z-Coordinate,STARLINK-3553 - Z-Coordinate,STARLINK-3727 - Z-Coordinate,STARLINK-31503 - Z-Coordinate,STARLINK-5043 - Z-Coordinate,STARLINK-31951 - Z-Coordinate,STARLINK-2304 - Z-Coordinate,STARLINK-5848 - Z-Coordinate,STARLINK-31984 - Z-Coordinate,STARLINK-2648 - Z-Coordinate,STARLINK-4081 - Z-Coordinate,STARLINK-3609 - Z-Coordinate,STARLINK-31554 - Z-Coordinate,STARLINK-6325 - Z-Coordinate,STARLINK-30201 - Z-Coordinate,STARLINK-3853 - Z-Coordinate,STARLINK-30081 - Z-Coordinate,STARLINK-30781 - Z-Coordinate,STARLINK-2459 - Z-Coordinate,STARLINK-32267 - Z-Coordinate,STARLINK-4385 - Z-Coordinate,STARLINK-30714 - Z-Coordinate,STARLINK-3567 - Z-Coordinate,STARLINK-30535 - Z-Coordinate,STARLINK-2257 - Z-Coordinate,STARLINK-1555 - Z-Coordinate,STARLINK-31903 - Z-Coordinate,STARLINK-1966 - Z-Coordinate,STARLINK-3902 - Z-Coordinate,STARLINK-3826 - Z-Coordinate,STARLINK-3143 - Z-Coordinate,STARLINK-5971 - Z-Coordinate,STARLINK-30476 - Z-Coordinate,STARLINK-4775 - Z-Coordinate,STARLINK-31683 - Z-Coordinate,STARLINK-30258 - Z-Coordinate,STARLINK-3305 - Z-Coordinate,STARLINK-4734 - Z-Coordinate,STARLINK-5068 - Z-Coordinate,STARLINK-1960 - Z-Coordinate,STARLINK-31893 - Z-Coordinate,STARLINK-31341 - Z-Coordinate,STARLINK-4146 - Z-Coordinate,STARLINK-4291 - Z-Coordinate,STARLINK-4584 - Z-Coordinate,STARLINK-31487 - Z-Coordinate,STARLINK-30283 - Z-Coordinate,STARLINK-31057 - Z-Coordinate,STARLINK-3992 - Z-Coordinate,STARLINK-2028 - Z-Coordinate,STARLINK-3660 - Z-Coordinate,STARLINK-3101 - Z-Coordinate,STARLINK-11244 [DTC] - Z-Coordinate,STARLINK-5156 - Z-Coordinate,STARLINK-4441 - Z-Coordinate,STARLINK-3078 - Z-Coordinate,STARLINK-31538 - Z-Coordinate,STARLINK-30890 - Z-Coordinate,STARLINK-6370 - Z-Coordinate,STARLINK-2681 - Z-Coordinate,STARLINK-31414 - Z-Coordinate,STARLINK-4061 - Z-Coordinate,STARLINK-2755 - Z-Coordinate,STARLINK-5999 - Z-Coordinate,STARLINK-4014 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5533.2933,-6320.7641,-5952.4175,-5213.9443,-1742.5364,4862.2783,-1580.1726,-5202.1775,2392.9058,-1914.7524,-2930.9593,3037.5165,1921.2109,-1672.8821,-3042.4405,3359.5042,-335.3560,6735.0697,-6490.8040,-2376.3938,4953.5051,-3725.3494,-5113.8859,-4080.5529,-6133.1693,1435.2114,6767.7007,-4131.9446,4843.7994,-3042.0951,-5520.1412,-4684.7862,-2293.0510,-5711.9334,2880.4317,-4241.9532,5060.6666,-6171.8581,5163.0691,5296.7498,-4293.9871,-1183.8056,-2220.9990,-3655.2396,2998.1401,-760.4926,-3509.6324,-5947.6195,4560.1608,2703.7510,-6746.0960,4426.8751,284.2342,568.1131,-918.8455,-4637.4168,-2676.3899,725.7261,-1770.3942,6662.5520,4088.0122,1140.2893,-1968.9378,6136.7673,-1849.7633,-581.5474,-329.5328,-1032.4541,2984.9579,4437.3467,4113.6004,-4391.6556,-4804.3049,-1831.8934,5682.9330,-787.3748,-4326.4722,-4739.4446,6038.4882,-5871.8266,-3916.6838,3884.8071,3674.9983,-1949.6113,3548.8400,-5903.8813,-466.8177,1898.3391,-6550.5932,1093.1899,3328.8764,5596.5865,4935.0652,-4193.7613,2451.2271,4776.9656,4984.6403,-6707.3339,-894.7516,4132.7498,-288620.4152,-289304.2418,-290238.2507,-290573.8491,-297591.8818,-295618.9883,-289275.4158,-288958.9754,-142785481.0774,-142817603.5884,-142810181.6304,-142808486.1508,-290592.1593,-142801446.6544,1251.3380,2393.3580,2650.0827,473.7722,-3702.4884,-2004.0892,-4200.4172,69.9996,-237.2702,5034.2915,3072.4245,-6211.9066,-5105.1963,5693.8920,-5682.1276,-5563.8974,-4270.0898,102.0901,-2335.1307,-444.9400,-2028.0437,-3370.3805,-3859.8248,5270.0523,-1312.8333,-6435.2525,1279.1830,2325.5288,-2344.6728,-3618.0566,4155.6183,507.9731,-4392.9118,3156.1041,-3094.1900,4774.0933,-224.6711,1007.2548,-3208.6587,2525.9546,4791.6469,-4032.0429,-6473.3490,-2729.4615,3647.6556,-5786.6620,-5627.0774,-3253.9403,4993.0197,5006.0901,-1256.5851,-4100.1457,6346.0163,4044.5379,-6709.1179,1767.0322,6074.8606,4284.7549,-5855.1369,-464.8054,-879.1575,5086.7921,3716.5656,-14.0813,3895.7030,-6644.2523,-5981.0588,-6819.3307,2839.4493,2839.0708,3895.8757,528.6636,-517.5572,6672.0782,3643.3292,5565.6591,-5236.6571,1518.1227,-1502.4638,606.3694,3263.5606,-4001.0940,5610.6451,6379.6304,-2591.2938,-3183.2112,6563.9543,4793.1740,507.9824,6708.4867,6082.1811,-3768.2032,-2926.4130,5485.8349,5609.1107,4051.1843,3308.5903,874.4386,6825.8468,5387.0687,-176368.4999,-204859.6451,-187430.2908,-187655.9167,-192648.3951,-192172.6524,-196967.2672,-193109.7495,326752141.9784,326711081.0545,326739906.9463,326753041.8513,-193488.0053,326756064.1773,3958.9543,-839.3726,2370.3305,-4539.2057,5385.1893,4485.4830,5176.1031,-4436.4595,6502.7498,-4226.2479,-5470.3363,-565.9008,4261.2019,-3576.6941,-2472.1062,2307.2225,5275.2855,-1504.2309,-154.6750,6492.3146,4411.1114,-4726.2140,2399.0035,1767.0815,2940.0185,-1736.7612,-17.5748,5018.8510,4356.8391,-5010.8081,229.8051,5047.8245,4805.8673,2271.0316,-5465.5052,2649.2514,-4669.7051,-2912.3525,3087.6654,-3659.3600,-2258.4226,5418.7493,1307.8128,5079.3294,4913.7635,3681.2492,1851.9564,-580.8677,1633.3258,-3889.4445,784.9439,-3398.3205,-2755.7836,5394.0171,836.8226,-4856.6117,-1644.9949,5363.2463,-3265.5583,-1690.2697,5489.7598,4416.5441,5445.6226,3160.5638,-5400.9638,1731.0030,-3471.8514,-430.7633,-5498.3644,4247.6459,3988.8432,5321.6035,4896.9384,-445.0634,1417.3543,3869.7959,-933.1395,-4797.2176,-2819.8355,-3598.2736,4525.7456,3986.4226,-1410.0668,-1790.3432,-5331.9511,-1616.5710,-2149.2819,-4254.2568,2123.3541,-1141.7586,463.8862,-934.8000,-3883.1986,-528.7680,-3166.3528,2651.2582,-3455.4078,-1486.2943,822.2010,1264.1541,-171074.8386,-171691.6572,-172245.1009,-170306.3240,-167632.2331,-177119.1660,-181373.4745,-172587.0850,-9579903.6602,-9597790.0207,-9607446.9561,-9587080.9916,-173197.9504,-9592032.0268,
300.000,-5794.1460,-5765.5954,-4571.9271,-5161.0956,-3698.0163,4238.1865,-3119.8834,-5332.3899,1760.1911,214.5232,-1041.7242,1872.6094,-193.9729,-64.1520,-3761.5352,2400.9038,-2339.8135,6800.7739,-6534.8679,-2288.5199,3560.7959,-4083.6743,-6118.2145,-2600.6309,-6739.0002,-255.0870,6647.4826,-2338.7084,3529.0095,-4822.2789,-4472.3587,-5054.5830,-3371.0788,-4302.2976,986.3748,-3170.8343,3868.7568,-6352.8348,3495.0426,4920.8919,-2556.6086,-3251.3866,-2588.7158,-4055.5794,4789.4999,-2267.2800,-4157.2065,-6256.6282,5130.3534,4485.8496,-6830.7550,2583.7414,1931.2456,2667.7986,-2104.4876,-3123.1522,-1215.4469,2783.2439,-3180.6638,6671.2552,3681.4118,3004.4076,142.7590,6592.9907,307.0434,-1824.3488,-2056.7272,-2473.4178,4284.8853,5710.0742,4809.1907,-4559.6082,-5604.7415,-1176.0627,6368.7891,1019.1269,-5405.9686,-3161.1636,4724.8745,-6266.8587,-2148.3058,3220.1411,4329.6261,-516.3188,1740.8764,-6556.0143,282.7454,3025.2743,-6663.8140,544.3283,3770.2612,4285.7025,3250.4499,-2729.6110,3891.0160,5208.8950,6192.8894,-5842.0682,666.0476,4703.1259,-284955.4420,-285028.4743,-286004.7522,-286414.1236,-293503.2480,-291501.9249,-285202.8703,-284754.6816,-149885291.5744,-149916408.7420,-149909326.6342,-149908057.7399,-286475.3110,-149901210.5762,2844.9182,3483.1766,3802.3893,2523.3470,-2795.2213,-3946.2212,-2673.7861,2115.7232,-2346.5560,5026.6303,4148.2096,-6561.7288,-5088.1527,6503.1935,-4239.3920,-6443.9565,-3376.0630,-1127.4906,-1077.0750,1758.7914,-954.5024,-1327.6519,-2997.8279,5424.0820,258.4069,-6086.7124,31.1079,3472.0533,-1192.2913,-2865.7986,4873.0737,2408.5970,-2603.3820,3864.0167,-4166.2710,6018.9181,-1911.7066,2387.9293,-4213.5098,713.1402,5282.2323,-3590.2560,-5564.8321,-606.0099,2932.2272,-6156.5146,-4272.6143,-1694.8523,4677.5433,4406.0941,-49.7389,-4797.1186,6506.1759,3403.8494,-6417.0392,670.8372,5883.7845,4287.5947,-4515.0522,-1709.3384,-2970.4213,3995.0996,4269.9802,-1379.3166,4173.2470,-6646.3085,-5005.7061,-6354.0600,1101.1723,1275.4021,1945.3185,2553.5925,1199.9795,6621.3182,2625.0947,6141.0058,-4168.9117,2876.9363,-2581.6669,2082.4956,4528.5149,-5499.4052,4338.6334,5996.5466,-3791.0517,-2136.5454,5632.9555,3081.5344,1781.1108,6044.0129,5601.6042,-4726.9125,-4098.1461,6038.2880,5477.5720,2225.0665,2424.0510,2015.3695,6511.9191,4110.8767,-182450.3869,-211069.7523,-193526.6570,-193817.1162,-198733.1371,-198287.2863,-202985.8274,-199140.3743,323557227.8613,323515892.7352,323545036.1070,323557580.5242,-199560.8847,323561212.8527,2494.0110,989.7796,3562.4318,-3873.9332,4926.3699,3775.8448,5481.0972,-3718.3745,6282.2041,-4642.4442,-5446.2294,1240.9493,4687.7461,-2388.9645,-3942.5060,551.9667,5412.8238,299.7516,-1939.8118,6298.0986,5871.7614,-5398.0016,648.6297,3366.8129,1588.9787,-3063.9906,-1808.2544,5489.7692,5833.0648,-3997.2989,2004.6530,4044.2438,5431.0554,3778.5310,-5423.0558,1244.0435,-5371.0396,-1229.8385,4062.0076,-4807.1794,-3474.2767,4855.4292,3291.3770,5457.6694,3863.3832,2144.7916,3441.7555,-2073.6875,-483.1729,-2820.1335,-1032.6755,-4274.9800,-1369.0538,5203.7372,-990.4589,-6165.8917,-3269.9730,4640.6759,-4193.4664,107.0990,5025.8739,4657.5560,5393.9496,1518.6479,-5500.8327,-67.6306,-4319.0638,1113.2752,-5256.5432,3402.9609,4591.7328,4537.6041,3807.7128,1673.7358,-389.6206,2801.5632,620.0825,-5432.6240,-4206.2360,-2042.4755,4620.7834,2532.5293,-3069.7225,-3390.2705,-5507.6471,186.8757,-4017.5343,-5102.2422,352.7691,-3268.7079,-1653.3984,-2387.5011,-4543.4084,-2016.5829,-1528.5671,3762.4038,-1868.8070,-3128.1802,2279.6558,2941.4091,-171112.5895,-171713.7129,-172163.1219,-170487.5462,-167567.4177,-176886.4405,-181490.3214,-173087.8904,-9573019.4190,-9591147.3417,-9600792.7413,-9580747.1806,-173209.9016,-9585188.4697,
600.000,-5498.8128,-4603.0359,-2748.8363,-4643.5344,-5276.8124,3236.8293,-4388.9714,-4956.7796,1028.8195,2330.5858,918.9649,510.0492,-2299.0760,1529.5780,-4148.9309,1207.4337,-4126.7371,6184.1336,-5932.4248,-2050.5382,1743.4705,-4095.0638,-6490.4691,-835.2118,-6694.7572,-1945.4591,5862.0508,-338.4380,1786.9084,-6118.8049,-2965.8286,-4959.2606,-4170.7275,-2454.3830,-974.2178,-1801.5236,2329.8727,-5902.5964,1472.3616,4101.0003,-544.3780,-4989.0574,-2737.4293,-4100.2539,6083.1304,-3526.8386,-4422.7552,-5935.0654,5185.2876,5817.8049,-6234.3684,486.7583,3378.7091,4498.2892,-3083.0293,-1232.0519,401.0669,4549.9793,-4321.5502,6006.9779,2964.3928,4591.5085,2222.8800,6395.9072,2426.5810,-2884.2271,-3617.6556,-3682.5861,5195.9827,6402.0620,5083.0115,-4324.1140,-5868.5531,-378.0815,6417.7558,2700.3127,-5946.6044,-1299.3912,2930.0261,-6049.3312,-186.4564,2255.0167,4574.2049,1001.8919,-207.9587,-6550.6482,1055.3720,3876.7408,-6111.8424,-19.4755,3847.6866,2526.6240,1263.8526,-986.0542,4926.9075,5140.1731,6779.0727,-4400.7631,2183.4245,4832.8033,-281162.3095,-280619.6309,-281643.9384,-282123.6175,-289286.3647,-287249.8855,-281005.9337,-280558.5380,-156913671.2707,-156943778.7932,-156937045.3116,-156936141.9357,-282231.5806,-156929546.9106,4135.1789,4219.4817,4620.8433,4317.0402,-1646.5616,-5501.3737,-915.0762,3932.5315,-4237.4580,4558.2473,4867.2332,-6269.7898,-4621.0893,6689.9511,-2365.1602,-6675.4750,-2185.3079,-2247.4628,309.3286,3783.1720,149.8599,849.8261,-1834.5128,5063.1400,1789.8307,-5132.7525,-1240.1889,4329.1492,20.1016,-1870.7683,5123.4966,4044.6821,-575.4344,4228.5233,-4876.8066,6672.2844,-3452.1724,3516.5630,-4828.8455,-1202.0534,5265.6636,-2838.6213,-4084.4667,1574.9271,1956.9412,-5923.7311,-2474.5872,54.9827,3883.8110,3397.5862,1173.6775,-5069.6773,6039.2845,2461.4971,-5457.1795,-421.5280,5109.4540,3913.6880,-2751.9428,-2782.7671,-4767.1438,2536.3426,4452.4932,-2590.4119,4098.1916,-5979.2640,-3569.1070,-5263.9021,-708.5708,-390.7663,-190.8101,4307.7174,2763.9492,5897.4360,1339.6252,6109.2281,-2677.9072,4003.5554,-3442.7923,3331.3318,5370.1025,-6429.5031,2609.5211,5034.2296,-4667.2939,-873.3033,4135.1777,1049.0907,2872.2330,4701.9232,4541.5004,-5223.4053,-4914.6598,6017.2095,4806.9658,156.6160,1318.2738,2992.1117,5572.6838,2407.8066,-188457.7602,-217187.5759,-199538.9851,-199895.9520,-204731.6530,-204315.7883,-208918.4544,-205115.3185,320208069.4462,320166484.1807,320195946.9252,320207904.6098,-205546.2372,320212119.3032,760.6495,2707.0205,4373.4280,-2793.8533,3902.0447,2659.1035,5180.2050,-2585.8203,5392.4913,-4543.8058,-4839.0854,2915.0351,4611.1171,-945.0558,-4986.2438,-1263.3053,4937.4461,2071.1470,-3514.4559,5431.5078,6706.4869,-5485.0847,-1173.9712,4600.3030,67.4675,-4046.9081,-3401.6745,5367.7117,6684.2189,-2548.2565,3562.8884,2603.5874,5469.1144,4877.7039,-4796.1750,-295.3851,-5488.6159,586.3857,4579.8730,-5437.9841,-4299.9528,3756.8045,4927.6154,5226.4724,2378.7482,375.6989,4655.5877,-3331.9537,-2548.5546,-1443.6406,-2738.5598,-4693.4092,164.8632,4416.8250,-2706.6524,-6821.3140,-4530.9414,3416.3017,-4673.5553,1892.7430,4018.3022,4379.0519,4753.8298,-287.8771,-5008.4885,-1858.9171,-4703.0297,2536.8275,-4438.5446,2167.4312,4703.1329,3266.4468,2302.2892,3613.0766,-2154.2863,1419.4004,2104.5889,-5483.3507,-5123.3030,-266.1187,4197.0041,798.6272,-4389.8005,-4623.7213,-5089.8065,1969.9783,-5454.9188,-5343.3871,-1456.0511,-5039.9889,-3595.1321,-3571.0029,-4717.3569,-3287.9440,275.8754,4447.4832,-79.9979,-4434.5427,3492.9363,4300.0810,-171150.4121,-171736.0746,-172083.0291,-170673.3376,-167505.8540,-176647.2933,-181602.1329,-173598.0495,-9566140.6597,-9584504.4367,-9594134.0992,-9574437.3174,-173221.7458,-9578344.8921,
