sl_100_86400_20280427 Coordinates.csv
2028/04/27 07:47:00.0000 UTC

Generated: Tue Oct  8 21:43:45 2024,
Start: 2028/04/27 07:47:00.00, Stop: 2028/04/28 07:47:00.00,
TIME_UNITS,STARLINK-31010 - X-Coordinate,STARLINK-1578 - X-Coordinate,STARLINK-4514 - X-Coordinate,STARLINK-5552 - X-Coordinate,STARLINK-1496 - X-Coordinate,STARLINK-2120 - X-Coordinate,STARLINK-3673 - X-Coordinate,STARLINK-1903 - X-Coordinate,STARLINK-31597 - X-Coordinate,STARLINK-3419 - X-Coordinate,STARLINK-5262 - X-Coordinate,STARLINK-1637 - X-Coordinate,STARLINK-3909 - X-Coordinate,STARLINK-30164 - X-Coordinate,STARLINK-30484 - X-Coordinate,STARLINK-31683 - X-Coordinate,STARLINK-2088 - X-Coordinate,STARLINK-31714 - X-Coordinate,STARLINK-3074 - X-Coordinate,STARLINK-31754 - X-Coordinate,STARLINK-6335 - X-Coordinate,STARLINK-5759 - X-Coordinate,STARLINK-3595 - X-Coordinate,STARLINK-30959 - X-Coordinate,STARLINK-2567 - X-Coordinate,STARLINK-1799 - X-Coordinate,STARLINK-5131 - X-Coordinate,STARLINK-5883 - X-Coordinate,STARLINK-32004 - X-Coordinate,STARLINK-4769 - X-Coordinate,STARLINK-3785 - X-Coordinate,STARLINK-30210 - X-Coordinate,STARLINK-31820 - X-Coordinate,STARLINK-31058 - X-Coordinate,STARLINK-5649 - X-Coordinate,STARLINK-5302 - X-Coordinate,STARLINK-4341 - X-Coordinate,STARLINK-2675 - X-Coordinate,STARLINK-30079 - X-Coordinate,STARLINK-31339 - X-Coordinate,STARLINK-32204 - X-Coordinate,STARLINK-31266 - X-Coordinate,STARLINK-31901 - X-Coordinate,STARLINK-4740 - X-Coordinate,STARLINK-5137 - X-Coordinate,STARLINK-3573 - X-Coordinate,STARLINK-4049 - X-Coordinate,STARLINK-1273 - X-Coordinate,STARLINK-31569 - X-Coordinate,STARLINK-2737 - X-Coordinate,STARLINK-5433 - X-Coordinate,STARLINK-4270 - X-Coordinate,STARLINK-4172 - X-Coordinate,STARLINK-30248 - X-Coordinate,STARLINK-31590 - X-Coordinate,STARLINK-11264 [DTC] - X-Coordinate,STARLINK-6168 - X-Coordinate,STARLINK-6365 - X-Coordinate,STARLINK-4604 - X-Coordinate,STARLINK-31924 - X-Coordinate,STARLINK-3534 - X-Coordinate,STARLINK-5440 - X-Coordinate,STARLINK-31612 - X-Coordinate,STARLINK-5441 - X-Coordinate,STARLINK-3209 - X-Coordinate,STARLINK-3313 - X-Coordinate,STARLINK-30185 - X-Coordinate,STARLINK-31269 - X-Coordinate,STARLINK-5831 - X-Coordinate,STARLINK-5416 - X-Coordinate,STARLINK-31101 - X-Coordinate,STARLINK-3398 - X-Coordinate,STARLINK-5412 - X-Coordinate,STARLINK-2649 - X-Coordinate,STARLINK-2393 - X-Coordinate,STARLINK-30131 - X-Coordinate,STARLINK-4737 - X-Coordinate,STARLINK-4453 - X-Coordinate,STARLINK-31763 - X-Coordinate,STARLINK-6043 - X-Coordinate,STARLINK-2037 - X-Coordinate,STARLINK-4788 - X-Coordinate,STARLINK-3639 - X-Coordinate,STARLINK-30382 - X-Coordinate,STARLINK-1517 - X-Coordinate,STARLINK-6035 - X-Coordinate,STARLINK-30265 - X-Coordinate,STARLINK-5641 - X-Coordinate,STARLINK-30236 - X-Coordinate,STARLINK-30849 - X-Coordinate,STARLINK-1957 - X-Coordinate,STARLINK-30091 - X-Coordinate,STARLINK-31029 - X-Coordinate,STARLINK-4290 - X-Coordinate,STARLINK-32162 - X-Coordinate,STARLINK-31969 - X-Coordinate,STARLINK-4214 - X-Coordinate,STARLINK-5982 - X-Coordinate,STARLINK-31364 - X-Coordinate,STARLINK-5939 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31010 - Y-Coordinate,STARLINK-1578 - Y-Coordinate,STARLINK-4514 - Y-Coordinate,STARLINK-5552 - Y-Coordinate,STARLINK-1496 - Y-Coordinate,STARLINK-2120 - Y-Coordinate,STARLINK-3673 - Y-Coordinate,STARLINK-1903 - Y-Coordinate,STARLINK-31597 - Y-Coordinate,STARLINK-3419 - Y-Coordinate,STARLINK-5262 - Y-Coordinate,STARLINK-1637 - Y-Coordinate,STARLINK-3909 - Y-Coordinate,STARLINK-30164 - Y-Coordinate,STARLINK-30484 - Y-Coordinate,STARLINK-31683 - Y-Coordinate,STARLINK-2088 - Y-Coordinate,STARLINK-31714 - Y-Coordinate,STARLINK-3074 - Y-Coordinate,STARLINK-31754 - Y-Coordinate,STARLINK-6335 - Y-Coordinate,STARLINK-5759 - Y-Coordinate,STARLINK-3595 - Y-Coordinate,STARLINK-30959 - Y-Coordinate,STARLINK-2567 - Y-Coordinate,STARLINK-1799 - Y-Coordinate,STARLINK-5131 - Y-Coordinate,STARLINK-5883 - Y-Coordinate,STARLINK-32004 - Y-Coordinate,STARLINK-4769 - Y-Coordinate,STARLINK-3785 - Y-Coordinate,STARLINK-30210 - Y-Coordinate,STARLINK-31820 - Y-Coordinate,STARLINK-31058 - Y-Coordinate,STARLINK-5649 - Y-Coordinate,STARLINK-5302 - Y-Coordinate,STARLINK-4341 - Y-Coordinate,STARLINK-2675 - Y-Coordinate,STARLINK-30079 - Y-Coordinate,STARLINK-31339 - Y-Coordinate,STARLINK-32204 - Y-Coordinate,STARLINK-31266 - Y-Coordinate,STARLINK-31901 - Y-Coordinate,STARLINK-4740 - Y-Coordinate,STARLINK-5137 - Y-Coordinate,STARLINK-3573 - Y-Coordinate,STARLINK-4049 - Y-Coordinate,STARLINK-1273 - Y-Coordinate,STARLINK-31569 - Y-Coordinate,STARLINK-2737 - Y-Coordinate,STARLINK-5433 - Y-Coordinate,STARLINK-4270 - Y-Coordinate,STARLINK-4172 - Y-Coordinate,STARLINK-30248 - Y-Coordinate,STARLINK-31590 - Y-Coordinate,STARLINK-11264 [DTC] - Y-Coordinate,STARLINK-6168 - Y-Coordinate,STARLINK-6365 - Y-Coordinate,STARLINK-4604 - Y-Coordinate,STARLINK-31924 - Y-Coordinate,STARLINK-3534 - Y-Coordinate,STARLINK-5440 - Y-Coordinate,STARLINK-31612 - Y-Coordinate,STARLINK-5441 - Y-Coordinate,STARLINK-3209 - Y-Coordinate,STARLINK-3313 - Y-Coordinate,STARLINK-30185 - Y-Coordinate,STARLINK-31269 - Y-Coordinate,STARLINK-5831 - Y-Coordinate,STARLINK-5416 - Y-Coordinate,STARLINK-31101 - Y-Coordinate,STARLINK-3398 - Y-Coordinate,STARLINK-5412 - Y-Coordinate,STARLINK-2649 - Y-Coordinate,STARLINK-2393 - Y-Coordinate,STARLINK-30131 - Y-Coordinate,STARLINK-4737 - Y-Coordinate,STARLINK-4453 - Y-Coordinate,STARLINK-31763 - Y-Coordinate,STARLINK-6043 - Y-Coordinate,STARLINK-2037 - Y-Coordinate,STARLINK-4788 - Y-Coordinate,STARLINK-3639 - Y-Coordinate,STARLINK-30382 - Y-Coordinate,STARLINK-1517 - Y-Coordinate,STARLINK-6035 - Y-Coordinate,STARLINK-30265 - Y-Coordinate,STARLINK-5641 - Y-Coordinate,STARLINK-30236 - Y-Coordinate,STARLINK-30849 - Y-Coordinate,STARLINK-1957 - Y-Coordinate,STARLINK-30091 - Y-Coordinate,STARLINK-31029 - Y-Coordinate,STARLINK-4290 - Y-Coordinate,STARLINK-32162 - Y-Coordinate,STARLINK-31969 - Y-Coordinate,STARLINK-4214 - Y-Coordinate,STARLINK-5982 - Y-Coordinate,STARLINK-31364 - Y-Coordinate,STARLINK-5939 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31010 - Z-Coordinate,STARLINK-1578 - Z-Coordinate,STARLINK-4514 - Z-Coordinate,STARLINK-5552 - Z-Coordinate,STARLINK-1496 - Z-Coordinate,STARLINK-2120 - Z-Coordinate,STARLINK-3673 - Z-Coordinate,STARLINK-1903 - Z-Coordinate,STARLINK-31597 - Z-Coordinate,STARLINK-3419 - Z-Coordinate,STARLINK-5262 - Z-Coordinate,STARLINK-1637 - Z-Coordinate,STARLINK-3909 - Z-Coordinate,STARLINK-30164 - Z-Coordinate,STARLINK-30484 - Z-Coordinate,STARLINK-31683 - Z-Coordinate,STARLINK-2088 - Z-Coordinate,STARLINK-31714 - Z-Coordinate,STARLINK-3074 - Z-Coordinate,STARLINK-31754 - Z-Coordinate,STARLINK-6335 - Z-Coordinate,STARLINK-5759 - Z-Coordinate,STARLINK-3595 - Z-Coordinate,STARLINK-30959 - Z-Coordinate,STARLINK-2567 - Z-Coordinate,STARLINK-1799 - Z-Coordinate,STARLINK-5131 - Z-Coordinate,STARLINK-5883 - Z-Coordinate,STARLINK-32004 - Z-Coordinate,STARLINK-4769 - Z-Coordinate,STARLINK-3785 - Z-Coordinate,STARLINK-30210 - Z-Coordinate,STARLINK-31820 - Z-Coordinate,STARLINK-31058 - Z-Coordinate,STARLINK-5649 - Z-Coordinate,STARLINK-5302 - Z-Coordinate,STARLINK-4341 - Z-Coordinate,STARLINK-2675 - Z-Coordinate,STARLINK-30079 - Z-Coordinate,STARLINK-31339 - Z-Coordinate,STARLINK-32204 - Z-Coordinate,STARLINK-31266 - Z-Coordinate,STARLINK-31901 - Z-Coordinate,STARLINK-4740 - Z-Coordinate,STARLINK-5137 - Z-Coordinate,STARLINK-3573 - Z-Coordinate,STARLINK-4049 - Z-Coordinate,STARLINK-1273 - Z-Coordinate,STARLINK-31569 - Z-Coordinate,STARLINK-2737 - Z-Coordinate,STARLINK-5433 - Z-Coordinate,STARLINK-4270 - Z-Coordinate,STARLINK-4172 - Z-Coordinate,STARLINK-30248 - Z-Coordinate,STARLINK-31590 - Z-Coordinate,STARLINK-11264 [DTC] - Z-Coordinate,STARLINK-6168 - Z-Coordinate,STARLINK-6365 - Z-Coordinate,STARLINK-4604 - Z-Coordinate,STARLINK-31924 - Z-Coordinate,STARLINK-3534 - Z-Coordinate,STARLINK-5440 - Z-Coordinate,STARLINK-31612 - Z-Coordinate,STARLINK-5441 - Z-Coordinate,STARLINK-3209 - Z-Coordinate,STARLINK-3313 - Z-Coordinate,STARLINK-30185 - Z-Coordinate,STARLINK-31269 - Z-Coordinate,STARLINK-5831 - Z-Coordinate,STARLINK-5416 - Z-Coordinate,STARLINK-31101 - Z-Coordinate,STARLINK-3398 - Z-Coordinate,STARLINK-5412 - Z-Coordinate,STARLINK-2649 - Z-Coordinate,STARLINK-2393 - Z-Coordinate,STARLINK-30131 - Z-Coordinate,STARLINK-4737 - Z-Coordinate,STARLINK-4453 - Z-Coordinate,STARLINK-31763 - Z-Coordinate,STARLINK-6043 - Z-Coordinate,STARLINK-2037 - Z-Coordinate,STARLINK-4788 - Z-Coordinate,STARLINK-3639 - Z-Coordinate,STARLINK-30382 - Z-Coordinate,STARLINK-1517 - Z-Coordinate,STARLINK-6035 - Z-Coordinate,STARLINK-30265 - Z-Coordinate,STARLINK-5641 - Z-Coordinate,STARLINK-30236 - Z-Coordinate,STARLINK-30849 - Z-Coordinate,STARLINK-1957 - Z-Coordinate,STARLINK-30091 - Z-Coordinate,STARLINK-31029 - Z-Coordinate,STARLINK-4290 - Z-Coordinate,STARLINK-32162 - Z-Coordinate,STARLINK-31969 - Z-Coordinate,STARLINK-4214 - Z-Coordinate,STARLINK-5982 - Z-Coordinate,STARLINK-31364 - Z-Coordinate,STARLINK-5939 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3572.2659,-2500.7530,-1820.2724,5669.2186,4137.7492,-3194.8869,2488.5291,-1573.5957,6101.2514,6131.7841,4190.4909,-2302.9106,-2470.6374,2958.9888,-5218.0941,-4802.4026,-2699.3353,-388.4661,-5093.6122,-4899.7296,-1071.7968,1803.3159,3946.9764,4863.2693,3541.7181,-4989.0735,-4067.2470,-4585.6533,-2104.9807,-3280.7406,-4028.2731,-5410.8506,5421.9996,14.8506,-5685.2778,5360.4652,-3892.0855,11.6656,-5614.3304,-4214.9047,-967.6496,-1496.3010,0.0000,-5554.3558,6313.1160,-2479.8454,-5082.6227,1124.5152,2479.1254,-2563.8223,3717.8825,4992.3605,2503.3432,-6865.8531,-4723.9438,584.9761,6478.0757,2353.6473,-6559.6662,-68.4622,572.3276,1753.1770,-3801.3769,-4785.0984,1343.9411,6091.1516,-4559.3682,-3806.9111,-929.9001,-4431.9495,4736.5303,2597.0795,-3274.9311,5665.7182,-3895.6235,5052.3416,-4908.2592,429.8043,-556.4092,834.8367,-4673.6986,-4378.1347,-539.3111,-3804.0080,-110.0494,4021.9353,-4704.7278,-6543.5887,-1576.1176,-6455.9073,5402.5262,-2074.9770,5181.4058,2786.2197,1206.0585,2920.0700,-4868.2562,398.1140,-6565.1066,1180.2451,9995.6907,14503.2621,10615.4776,10300.2414,8122.8404,9374.3309,17264.0471,14977.8002,-202665299.8619,-202660524.9572,-202675330.9923,-202679261.0623,14039.4310,-202677801.5214,-5683.6799,4831.8565,3855.6724,2709.1238,5496.7348,-5563.0125,-3854.8319,-3910.0120,-2538.7532,-2778.3299,2693.6880,-5075.8276,3361.8615,5692.7360,4092.0884,1227.2287,-6193.9325,6678.2278,-610.0946,-2215.1357,-5770.8388,6693.9940,4476.5534,-1668.4238,-3393.4803,-1991.1508,-4635.9015,-5164.8589,5146.6429,-2539.5560,-5614.7822,43.7832,-272.7071,5079.6509,-1017.7865,-1159.0115,-1211.0151,-6499.0770,2190.8875,2951.0146,3985.5507,-4925.8141,0.0000,1844.3712,2816.6247,-5485.2047,-3326.1568,-6251.8180,-6171.8740,-3932.0928,5813.9317,1796.1279,6397.3834,908.0204,4440.4638,-4882.9303,2139.3451,-4597.9119,-1575.8078,6739.8126,-4175.9207,-6340.5647,-3666.3100,1583.4199,5260.8885,-2543.6455,-2211.4772,2787.6259,-6004.2342,-2906.5887,5032.0162,-3224.0500,-5867.4841,-3714.7503,2140.7729,4273.9626,4831.7518,6908.3657,-4942.7535,-2258.2446,967.8342,5279.5743,6728.5458,3367.9684,-5640.5465,3120.2783,-3462.1241,975.3180,-6458.2441,2290.8913,-2035.2693,-5116.0173,-2338.4250,-3947.0512,-6064.3284,3997.0113,513.9351,-2660.9556,-486.8162,6319.9237,365280.0912,329682.4254,353209.1952,352677.0880,344354.1876,345918.3674,346400.4245,349669.1572,290310791.5517,290254907.2769,290277697.3105,290312144.8722,348219.9928,290299263.6823,-1843.0863,-4061.0369,-5438.1540,-2935.5219,-676.6878,2564.0361,5133.1531,-5431.1718,1651.8655,-1508.1671,4771.8681,-4006.3164,-5485.4107,2575.4497,-1981.9123,-4617.8835,1237.7717,1566.3245,-4693.5836,-4141.0337,3585.2700,24.2307,3461.9484,4622.8056,4775.7025,4273.7964,-3131.9936,856.4545,-3932.5465,-5538.1875,64.4168,4302.4489,4102.1651,4555.1476,-3835.3526,-4239.3533,-5608.9796,-2332.3606,3378.5225,4492.3448,-5411.9849,4486.9864,0.0000,3624.1728,111.2581,-3380.3447,-3261.5218,-2743.5288,-1440.8166,-4784.3193,74.2099,4398.1638,-684.5409,-332.4818,2085.4491,4448.3573,-1217.3635,4618.1717,-1528.5209,969.3696,5459.4252,2073.3887,-4328.7599,-4729.4449,-4275.1722,-2046.1605,-4721.2371,-5046.4269,-3297.8713,4449.4988,500.7351,-5413.7283,1564.4046,1305.5537,5234.3154,-2026.0542,374.5067,-188.9411,4635.7683,-6504.9386,-4986.2121,868.6733,-1454.8026,4712.8964,-4000.7882,4701.8569,3713.9938,-2054.5059,-1926.6615,996.4965,3666.7214,-4176.5720,3951.5171,4905.3501,2487.3885,-4613.4668,-4893.5905,6390.4650,1762.5546,-2572.1461,168245.1844,162666.3240,165636.9155,167338.0894,170177.9502,160789.0388,156362.2395,164960.9266,67971971.1117,67957306.0009,67948381.3570,67962011.0581,164581.7001,67960648.6866,
3600.000,-1610.9862,651.3919,-2471.7863,-4438.0928,-4420.0080,4617.7896,2002.1143,5270.1896,-2687.0169,-3131.8250,-4083.9123,4719.1794,-1431.2747,-4568.6822,3557.5377,2926.5694,3869.1496,-1307.6770,1499.8365,4689.6131,4186.6507,-3635.3269,-4132.6729,-2626.0782,-2444.7669,3574.4325,5640.6959,3950.4565,-2313.6163,5625.7640,4471.9920,3729.4626,-6223.2843,-4021.9213,6688.4817,-2884.5842,5106.7053,1623.0638,2321.3188,3644.5832,-3774.4818,5199.0788,0.0000,1810.8804,-5627.8529,3795.1478,4124.3694,467.0129,1197.9210,4752.6280,-4289.5184,-3542.5517,-3480.9035,5124.0370,2549.3031,2581.2819,-5508.8108,726.7033,6313.7667,-2526.3669,3743.5263,-149.2406,6575.3654,1237.9263,-3820.2162,-2908.1648,5972.6500,3044.7147,3570.3239,6638.1426,-5591.5113,464.8587,4336.7743,-2673.5266,329.5672,-6283.5409,2361.5050,1575.9496,4839.7049,3475.5741,1677.9448,1682.2892,-1093.1126,1205.5734,2191.6147,550.7461,6735.4823,5933.7191,3684.5518,3947.7611,-5310.9621,4873.2845,-5255.1476,1722.4277,1167.1939,-6171.5157,2137.5231,4055.5608,6057.8571,-3490.9480,-82473.6870,-68909.4886,-75147.9047,-75231.4911,-79149.4361,-76877.9598,-70783.6118,-73754.5810,-270930194.6094,-270914718.4429,-270934323.7943,-270950076.9502,-73171.5459,-270942733.5338,6533.4895,-6739.8808,-4666.2523,-4758.9116,-2899.2636,4818.3097,4364.3235,1364.5302,4421.6370,3658.3688,1738.3856,4974.1023,-5332.9773,-2333.3469,-5669.8728,-5429.9960,4686.6426,-6081.0207,-1841.5056,-2635.0861,2881.2030,-4814.2452,-450.1168,5111.3594,6312.9958,-2288.7823,3821.6981,4194.6204,-3446.6907,-887.8985,3329.9991,-3870.7393,2753.3057,-5088.6917,-1679.0704,4458.4272,4562.6060,6372.6738,-4502.0891,-5767.3869,-4311.9330,2283.6259,0.0000,-3712.6957,-720.1912,1695.7277,-569.7384,6710.5773,5073.9131,-1061.4359,-3508.2886,2351.3109,-3920.3522,-2964.9169,-6002.3837,6104.6397,779.2264,6423.4013,-69.6277,-5579.6421,3858.4785,6481.5364,1206.3835,-4217.5663,-1736.2542,3564.5990,-1435.2863,-5939.3390,5912.5035,316.4632,-2755.1422,6189.5692,4559.6158,4145.9441,-5006.7659,-2339.0680,-4834.0189,-4447.5742,3856.6023,3574.3185,-4320.5997,-4904.1776,-6154.4197,-6108.6259,6556.2776,-760.1247,1549.3960,-3162.3511,5571.8241,-4016.5595,4251.4324,2028.3338,4512.9223,4226.2005,5947.8765,-746.7080,-3956.6531,1532.2315,-2138.8212,-5874.7176,355861.5598,323116.0329,345896.7619,344188.0551,336228.3781,338274.1248,338541.3760,338697.1693,227900201.4462,227850907.6647,227872695.1426,227899550.6181,340427.3771,227889614.0706,-1773.6584,-455.6858,4441.9089,-2405.2864,4442.8502,1788.9386,-4950.1139,4180.9948,-4437.7587,4926.0630,-5295.7974,-249.2473,4108.0244,-4644.7598,-1756.8533,2783.3047,3194.6800,2917.1005,6516.6986,4123.4482,-4646.6300,-3420.6594,-5519.0455,-3862.5807,-1069.9645,-5408.9976,-1190.8918,3892.1882,5386.6876,3913.8007,-4091.6897,-4362.8076,270.4499,-2144.1523,663.7889,4439.7679,1037.2710,-2106.1666,-4710.8075,-466.7539,3627.1310,-3810.7027,0.0000,-5518.6659,3938.7927,5497.3959,5480.3393,-1619.3124,4363.2548,4590.2876,-4121.9585,-5437.2386,4479.1875,3601.1715,1963.4331,355.8181,4120.7842,-2522.3106,-2831.5788,2969.5315,-4339.3048,2349.0383,1374.9655,5318.5313,5475.3060,5142.4954,3181.0231,1764.4239,-221.2792,-1961.8498,3018.9008,2796.8005,2820.9267,-4833.4698,-4707.1258,-1712.3710,-4324.9411,5053.8978,-2836.3715,4802.9700,5097.8263,-4582.5774,-2940.3380,-3066.9961,-53.9138,-6877.5157,-488.9324,-1662.2843,-1810.7103,-4032.5028,742.2082,4463.7972,29.2053,-5170.6917,2770.5483,2654.5984,5245.7562,-5432.2597,2269.5701,-1104.9790,168476.9462,162810.9276,166865.0340,165300.3544,171155.1637,164461.1330,155756.3618,164885.7070,68043876.0179,68025939.8441,68016764.8122,68037285.4353,164887.9370,68031707.8864,
7200.000,-1277.8363,1707.7313,5087.1401,726.5757,4037.7392,-4454.1601,-5171.7345,-6843.2972,-1901.9277,-1309.4854,3728.3009,-4797.9601,3789.2999,5535.3604,-216.4952,-259.4916,-4126.1200,3292.3841,1343.7931,-3155.5562,-6366.3591,4943.2629,4117.9124,291.6336,403.5724,-2026.6696,-4916.6277,-2547.0814,6062.5702,-6238.2845,-4064.4391,-1654.5380,3486.5340,5781.3061,-5198.4913,302.7846,-2469.4632,-3135.3813,1269.6760,-1251.5157,5861.7244,-6809.4539,0.0000,2084.5515,3186.3600,-5013.3448,-2867.9484,-2310.7269,-5056.9995,-5016.5173,4090.8100,2048.4627,4262.8675,-1611.1487,1342.3199,-3856.6027,3187.4081,-3001.7253,-3534.5018,4691.4809,-6164.4562,-2241.1030,-6145.5678,1769.7442,5918.2333,-1423.5199,-5679.1507,-1439.2010,-4805.5908,-6418.2992,4982.4004,-2399.3825,-4216.5439,-1788.2653,2303.1688,5295.6233,1873.8799,-631.3932,-6518.2420,-5217.3714,777.9744,2444.4117,3091.4675,1133.7059,-3279.1835,-2944.1778,-6159.0866,-2943.9708,-4775.1847,1.9050,2302.9827,-6557.1187,3032.6820,-5159.9480,-3682.9487,6221.1246,169.2646,-6670.3908,-2548.8065,4683.4164,-169405.1134,-148181.7015,-155911.5653,-154188.6421,-161462.0621,-156080.9176,-153924.2256,-155487.4197,-320698646.8801,-320674892.1273,-320700144.2787,-320721198.3279,-155610.9990,-320711724.6431,-5275.4995,4694.8905,4627.0060,2860.1869,-1414.9587,-1604.4118,-4299.9306,594.4015,-5303.2271,-4384.0941,-5283.2612,-2335.2111,5750.4561,-1667.6331,5345.1478,6632.3821,-580.8386,2631.9017,5060.5370,5952.5027,364.8581,1119.7882,-3799.0554,-6879.6723,-5928.3546,5920.7784,-1047.3336,-492.8603,1491.4914,2978.7642,872.0748,6500.8245,-3791.7350,3118.5339,3546.3194,-6647.0354,-4987.1851,-3326.4636,6064.4996,5460.4220,3259.4773,494.0445,0.0000,5381.0953,-2657.6514,2405.1887,4723.8234,-4244.1238,-2335.7229,4436.6225,-769.9366,-5894.1547,-401.6464,4834.3156,4915.7631,-2460.6356,-4177.0096,-6152.7639,2477.6342,1690.1094,-3083.9653,-3845.2735,1443.4733,6173.4444,-1548.1737,-4560.8247,3945.0139,6220.1968,-3431.5696,1932.4325,-1012.4824,-6071.3305,-784.7502,-4124.6651,6404.7993,-851.1817,3775.7184,-803.1149,-1566.8325,-4553.1487,6578.5120,3543.8842,2929.1645,6829.4467,-4537.6072,-3887.2976,862.0817,4520.2147,-2375.2126,5203.5030,-4473.8080,984.5374,-4763.2657,-4092.5308,-1567.9501,-2176.9891,6505.2992,-1478.4442,4349.9141,3048.6356,323287.4396,295924.0569,316827.3611,312344.8990,306669.4758,311713.6344,308807.2786,312908.2101,149940852.0463,149900661.1510,149920678.1420,149934264.7988,311168.2091,149931009.1597,4343.3168,4581.8851,-636.2315,6264.3890,-5434.9420,-5042.2706,1502.1485,-95.4764,3824.2273,-5165.1488,2417.5058,4301.2199,-36.7742,3786.7592,4378.1077,1329.6695,-5468.4822,-5431.6152,-4572.6628,-798.9389,2581.1715,4718.9252,4027.0915,683.4395,-3420.8877,2827.7778,4736.9723,-6464.6408,-2721.7220,136.1023,5511.4447,1685.7355,-4459.3239,-1875.1690,2892.4822,-1939.4223,4118.3548,5161.2472,3057.3592,-3923.7505,1034.4362,324.1870,0.0000,3754.2402,-5534.7396,-4090.8792,-4121.5475,4936.8188,-3912.3570,-162.7748,5495.7600,2932.9564,-5418.9335,-4708.6325,-4526.7648,-4814.9566,-4523.6048,-1116.0227,5393.6403,-4643.0369,422.2691,-5277.2946,2591.7332,-2548.3997,-3211.4768,-4994.3293,313.6718,2619.0437,3580.0630,-1751.9688,-4714.7537,1933.0245,-5411.1658,5225.8577,967.1261,4360.4541,5450.9077,-6850.6322,-1177.2131,-234.5809,-1929.7325,5401.5053,5423.2833,-444.2411,4044.3018,4924.1922,-3057.6519,4332.6993,4398.7193,4556.5022,-4646.2865,-1984.8974,-4021.0766,2027.4156,-5337.8434,1507.3381,-2349.7973,1245.3080,-4591.7619,4074.8473,168656.8318,162963.4260,167548.2560,163557.1589,171668.5440,167528.6432,155789.4178,164932.9626,68114968.6460,68094578.1274,68085719.4152,68111298.7242,165179.1345,68102742.8427,
