sl_100_86400_20280114 Coordinates.csv
2028/01/14 07:47:00.0000 UTC

Generated: Tue Oct  8 21:43:34 2024,
Start: 2028/01/14 07:47:00.00, Stop: 2028/01/15 07:47:00.00,
TIME_UNITS,STARLINK-5744 - X-Coordinate,STARLINK-31815 - X-Coordinate,STARLINK-3260 - X-Coordinate,STARLINK-6191 - X-Coordinate,STARLINK-3315 - X-Coordinate,STARLINK-4567 - X-Coordinate,STARLINK-3807 - X-Coordinate,STARLINK-3601 - X-Coordinate,STARLINK-5627 - X-Coordinate,STARLINK-4279 - X-Coordinate,STARLINK-3125 - X-Coordinate,STARLINK-30173 - X-Coordinate,STARLINK-30462 - X-Coordinate,STARLINK-3301 - X-Coordinate,STARLINK-1566 - X-Coordinate,STARLINK-3832 - X-Coordinate,STARLINK-1354 - X-Coordinate,STARLINK-31139 - X-Coordinate,STARLINK-5732 - X-Coordinate,STARLINK-1784 - X-Coordinate,STARLINK-4583 - X-Coordinate,STARLINK-2660 - X-Coordinate,STARLINK-6285 - X-Coordinate,STARLINK-3567 - X-Coordinate,STARLINK-5819 - X-Coordinate,STARLINK-30317 - X-Coordinate,STARLINK-30555 - X-Coordinate,STARLINK-30839 - X-Coordinate,STARLINK-5046 - X-Coordinate,STARLINK-2028 - X-Coordinate,STARLINK-3613 - X-Coordinate,STARLINK-30126 - X-Coordinate,STARLINK-1152 - X-Coordinate,STARLINK-32094 - X-Coordinate,STARLINK-2331 - X-Coordinate,STARLINK-5743 - X-Coordinate,STARLINK-31593 - X-Coordinate,STARLINK-5386 - X-Coordinate,STARLINK-30845 - X-Coordinate,STARLINK-1283 - X-Coordinate,STARLINK-1358 - X-Coordinate,STARLINK-4036 - X-Coordinate,STARLINK-3358 - X-Coordinate,STARLINK-31852 - X-Coordinate,STARLINK-3309 - X-Coordinate,STARLINK-6248 - X-Coordinate,STARLINK-2487 - X-Coordinate,STARLINK-1758 - X-Coordinate,STARLINK-5367 - X-Coordinate,STARLINK-6105 - X-Coordinate,STARLINK-32196 - X-Coordinate,STARLINK-2639 - X-Coordinate,STARLINK-6074 - X-Coordinate,STARLINK-1656 - X-Coordinate,STARLINK-3754 - X-Coordinate,STARLINK-2492 - X-Coordinate,STARLINK-30240 - X-Coordinate,STARLINK-1217 - X-Coordinate,STARLINK-4308 - X-Coordinate,STARLINK-30372 - X-Coordinate,STARLINK-6044 - X-Coordinate,STARLINK-5212 - X-Coordinate,STARLINK-3571 - X-Coordinate,STARLINK-6297 - X-Coordinate,STARLINK-30199 - X-Coordinate,STARLINK-5718 - X-Coordinate,STARLINK-2231 - X-Coordinate,STARLINK-2432 - X-Coordinate,STARLINK-32287 - X-Coordinate,STARLINK-2310 - X-Coordinate,STARLINK-32255 - X-Coordinate,STARLINK-5468 - X-Coordinate,STARLINK-30706 - X-Coordinate,STARLINK-1323 - X-Coordinate,STARLINK-32043 - X-Coordinate,STARLINK-31202 - X-Coordinate,STARLINK-2214 - X-Coordinate,STARLINK-3975 - X-Coordinate,STARLINK-3641 - X-Coordinate,STARLINK-2194 - X-Coordinate,STARLINK-30784 - X-Coordinate,STARLINK-11162 [DTC] - X-Coordinate,STARLINK-5853 - X-Coordinate,STARLINK-3985 - X-Coordinate,STARLINK-5920 - X-Coordinate,STARLINK-5566 - X-Coordinate,STARLINK-4574 - X-Coordinate,STARLINK-31362 - X-Coordinate,STARLINK-6127 - X-Coordinate,STARLINK-5503 - X-Coordinate,STARLINK-30537 - X-Coordinate,STARLINK-2506 - X-Coordinate,STARLINK-1167 - X-Coordinate,STARLINK-30909 - X-Coordinate,STARLINK-4144 - X-Coordinate,STARLINK-4462 - X-Coordinate,STARLINK-5766 - X-Coordinate,STARLINK-1356 - X-Coordinate,STARLINK-5388 - X-Coordinate,STARLINK-2408 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5744 - Y-Coordinate,STARLINK-31815 - Y-Coordinate,STARLINK-3260 - Y-Coordinate,STARLINK-6191 - Y-Coordinate,STARLINK-3315 - Y-Coordinate,STARLINK-4567 - Y-Coordinate,STARLINK-3807 - Y-Coordinate,STARLINK-3601 - Y-Coordinate,STARLINK-5627 - Y-Coordinate,STARLINK-4279 - Y-Coordinate,STARLINK-3125 - Y-Coordinate,STARLINK-30173 - Y-Coordinate,STARLINK-30462 - Y-Coordinate,STARLINK-3301 - Y-Coordinate,STARLINK-1566 - Y-Coordinate,STARLINK-3832 - Y-Coordinate,STARLINK-1354 - Y-Coordinate,STARLINK-31139 - Y-Coordinate,STARLINK-5732 - Y-Coordinate,STARLINK-1784 - Y-Coordinate,STARLINK-4583 - Y-Coordinate,STARLINK-2660 - Y-Coordinate,STARLINK-6285 - Y-Coordinate,STARLINK-3567 - Y-Coordinate,STARLINK-5819 - Y-Coordinate,STARLINK-30317 - Y-Coordinate,STARLINK-30555 - Y-Coordinate,STARLINK-30839 - Y-Coordinate,STARLINK-5046 - Y-Coordinate,STARLINK-2028 - Y-Coordinate,STARLINK-3613 - Y-Coordinate,STARLINK-30126 - Y-Coordinate,STARLINK-1152 - Y-Coordinate,STARLINK-32094 - Y-Coordinate,STARLINK-2331 - Y-Coordinate,STARLINK-5743 - Y-Coordinate,STARLINK-31593 - Y-Coordinate,STARLINK-5386 - Y-Coordinate,STARLINK-30845 - Y-Coordinate,STARLINK-1283 - Y-Coordinate,STARLINK-1358 - Y-Coordinate,STARLINK-4036 - Y-Coordinate,STARLINK-3358 - Y-Coordinate,STARLINK-31852 - Y-Coordinate,STARLINK-3309 - Y-Coordinate,STARLINK-6248 - Y-Coordinate,STARLINK-2487 - Y-Coordinate,STARLINK-1758 - Y-Coordinate,STARLINK-5367 - Y-Coordinate,STARLINK-6105 - Y-Coordinate,STARLINK-32196 - Y-Coordinate,STARLINK-2639 - Y-Coordinate,STARLINK-6074 - Y-Coordinate,STARLINK-1656 - Y-Coordinate,STARLINK-3754 - Y-Coordinate,STARLINK-2492 - Y-Coordinate,STARLINK-30240 - Y-Coordinate,STARLINK-1217 - Y-Coordinate,STARLINK-4308 - Y-Coordinate,STARLINK-30372 - Y-Coordinate,STARLINK-6044 - Y-Coordinate,STARLINK-5212 - Y-Coordinate,STARLINK-3571 - Y-Coordinate,STARLINK-6297 - Y-Coordinate,STARLINK-30199 - Y-Coordinate,STARLINK-5718 - Y-Coordinate,STARLINK-2231 - Y-Coordinate,STARLINK-2432 - Y-Coordinate,STARLINK-32287 - Y-Coordinate,STARLINK-2310 - Y-Coordinate,STARLINK-32255 - Y-Coordinate,STARLINK-5468 - Y-Coordinate,STARLINK-30706 - Y-Coordinate,STARLINK-1323 - Y-Coordinate,STARLINK-32043 - Y-Coordinate,STARLINK-31202 - Y-Coordinate,STARLINK-2214 - Y-Coordinate,STARLINK-3975 - Y-Coordinate,STARLINK-3641 - Y-Coordinate,STARLINK-2194 - Y-Coordinate,STARLINK-30784 - Y-Coordinate,STARLINK-11162 [DTC] - Y-Coordinate,STARLINK-5853 - Y-Coordinate,STARLINK-3985 - Y-Coordinate,STARLINK-5920 - Y-Coordinate,STARLINK-5566 - Y-Coordinate,STARLINK-4574 - Y-Coordinate,STARLINK-31362 - Y-Coordinate,STARLINK-6127 - Y-Coordinate,STARLINK-5503 - Y-Coordinate,STARLINK-30537 - Y-Coordinate,STARLINK-2506 - Y-Coordinate,STARLINK-1167 - Y-Coordinate,STARLINK-30909 - Y-Coordinate,STARLINK-4144 - Y-Coordinate,STARLINK-4462 - Y-Coordinate,STARLINK-5766 - Y-Coordinate,STARLINK-1356 - Y-Coordinate,STARLINK-5388 - Y-Coordinate,STARLINK-2408 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5744 - Z-Coordinate,STARLINK-31815 - Z-Coordinate,STARLINK-3260 - Z-Coordinate,STARLINK-6191 - Z-Coordinate,STARLINK-3315 - Z-Coordinate,STARLINK-4567 - Z-Coordinate,STARLINK-3807 - Z-Coordinate,STARLINK-3601 - Z-Coordinate,STARLINK-5627 - Z-Coordinate,STARLINK-4279 - Z-Coordinate,STARLINK-3125 - Z-Coordinate,STARLINK-30173 - Z-Coordinate,STARLINK-30462 - Z-Coordinate,STARLINK-3301 - Z-Coordinate,STARLINK-1566 - Z-Coordinate,STARLINK-3832 - Z-Coordinate,STARLINK-1354 - Z-Coordinate,STARLINK-31139 - Z-Coordinate,STARLINK-5732 - Z-Coordinate,STARLINK-1784 - Z-Coordinate,STARLINK-4583 - Z-Coordinate,STARLINK-2660 - Z-Coordinate,STARLINK-6285 - Z-Coordinate,STARLINK-3567 - Z-Coordinate,STARLINK-5819 - Z-Coordinate,STARLINK-30317 - Z-Coordinate,STARLINK-30555 - Z-Coordinate,STARLINK-30839 - Z-Coordinate,STARLINK-5046 - Z-Coordinate,STARLINK-2028 - Z-Coordinate,STARLINK-3613 - Z-Coordinate,STARLINK-30126 - Z-Coordinate,STARLINK-1152 - Z-Coordinate,STARLINK-32094 - Z-Coordinate,STARLINK-2331 - Z-Coordinate,STARLINK-5743 - Z-Coordinate,STARLINK-31593 - Z-Coordinate,STARLINK-5386 - Z-Coordinate,STARLINK-30845 - Z-Coordinate,STARLINK-1283 - Z-Coordinate,STARLINK-1358 - Z-Coordinate,STARLINK-4036 - Z-Coordinate,STARLINK-3358 - Z-Coordinate,STARLINK-31852 - Z-Coordinate,STARLINK-3309 - Z-Coordinate,STARLINK-6248 - Z-Coordinate,STARLINK-2487 - Z-Coordinate,STARLINK-1758 - Z-Coordinate,STARLINK-5367 - Z-Coordinate,STARLINK-6105 - Z-Coordinate,STARLINK-32196 - Z-Coordinate,STARLINK-2639 - Z-Coordinate,STARLINK-6074 - Z-Coordinate,STARLINK-1656 - Z-Coordinate,STARLINK-3754 - Z-Coordinate,STARLINK-2492 - Z-Coordinate,STARLINK-30240 - Z-Coordinate,STARLINK-1217 - Z-Coordinate,STARLINK-4308 - Z-Coordinate,STARLINK-30372 - Z-Coordinate,STARLINK-6044 - Z-Coordinate,STARLINK-5212 - Z-Coordinate,STARLINK-3571 - Z-Coordinate,STARLINK-6297 - Z-Coordinate,STARLINK-30199 - Z-Coordinate,STARLINK-5718 - Z-Coordinate,STARLINK-2231 - Z-Coordinate,STARLINK-2432 - Z-Coordinate,STARLINK-32287 - Z-Coordinate,STARLINK-2310 - Z-Coordinate,STARLINK-32255 - Z-Coordinate,STARLINK-5468 - Z-Coordinate,STARLINK-30706 - Z-Coordinate,STARLINK-1323 - Z-Coordinate,STARLINK-32043 - Z-Coordinate,STARLINK-31202 - Z-Coordinate,STARLINK-2214 - Z-Coordinate,STARLINK-3975 - Z-Coordinate,STARLINK-3641 - Z-Coordinate,STARLINK-2194 - Z-Coordinate,STARLINK-30784 - Z-Coordinate,STARLINK-11162 [DTC] - Z-Coordinate,STARLINK-5853 - Z-Coordinate,STARLINK-3985 - Z-Coordinate,STARLINK-5920 - Z-Coordinate,STARLINK-5566 - Z-Coordinate,STARLINK-4574 - Z-Coordinate,STARLINK-31362 - Z-Coordinate,STARLINK-6127 - Z-Coordinate,STARLINK-5503 - Z-Coordinate,STARLINK-30537 - Z-Coordinate,STARLINK-2506 - Z-Coordinate,STARLINK-1167 - Z-Coordinate,STARLINK-30909 - Z-Coordinate,STARLINK-4144 - Z-Coordinate,STARLINK-4462 - Z-Coordinate,STARLINK-5766 - Z-Coordinate,STARLINK-1356 - Z-Coordinate,STARLINK-5388 - Z-Coordinate,STARLINK-2408 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3454.5225,-1980.3523,6896.6935,-5077.8274,5302.8155,6757.3525,-5389.9239,3238.1731,-6207.4673,6011.2675,-5356.1959,-600.5194,-190.8601,-1499.7208,4233.2011,-2363.4849,-3485.6170,-2185.0417,2836.3796,6640.5432,-1163.2625,353.9468,2315.4877,4321.7579,2031.8519,-5242.7505,2315.0669,649.4799,220.9079,-5823.4598,-2821.3502,5873.9627,6836.7177,5565.1461,1574.2468,-3861.3778,-5116.4784,-5416.6825,343.5179,-5491.6619,5448.4901,6844.4193,3435.4583,-4461.7486,916.6704,-4524.0799,4413.6222,-317.2487,-2378.7625,-3703.5035,6328.3403,4637.6132,1798.3020,5985.7858,-6601.6085,3937.3804,-3936.9040,-1646.4796,2904.5698,-5621.0719,-5933.9825,3868.1441,5255.9912,4787.5780,-4976.0015,-6348.3990,6488.3866,-247.9883,1235.8546,-6700.3515,-1306.8624,-5338.0282,-6039.6796,142.9909,5896.4681,4326.6701,2295.6617,-3914.4383,740.9708,707.0665,-2913.5324,0.0000,4154.5426,6143.8894,3556.8218,-420.1779,-3917.9832,5687.0750,-2764.3735,4138.6263,4702.2439,5607.7994,5338.1176,6385.9688,6376.3024,1372.5650,4068.6573,-2895.6108,4215.0783,868.4764,-17382.6321,-52684.5677,-28043.9910,-28232.0055,-35995.5893,-34522.4557,-35827.2457,-34329.8591,-50926032.2558,-50958380.8111,-50947390.7553,-50927462.1780,-33388.0372,-50933846.0522,-3725.8296,5239.4881,33.0223,3971.6775,4337.0237,-553.0659,-1749.6389,4214.6217,1274.8200,-3361.3019,2673.4062,6354.0673,5087.2779,5542.2710,3560.6808,5930.2042,-2652.0275,-6245.0016,4375.6760,1502.3674,-4019.6132,-5886.0793,-5409.0281,4569.8539,-4049.7019,386.2796,-3616.3407,5816.9403,4485.5369,-2664.2910,-6245.5784,2060.0116,-487.6877,-3879.4992,4330.2980,-4177.8548,-53.8093,-3034.8355,5297.4734,3216.1635,-2007.8946,695.2934,-3538.2406,-2339.4506,-6141.5745,-5226.6662,-1502.5546,6787.7865,-5876.2297,4666.7372,-1775.3278,4664.9181,6489.6287,-350.4088,-1953.4834,5592.6384,3506.2152,-5929.3002,623.3886,196.9945,-2544.7637,5335.5613,4020.0977,2285.4889,1015.7439,-8.3233,-1732.9910,-4415.1478,-6689.3667,1519.5610,-5773.1453,-2324.1864,1558.3817,-4189.6782,-2537.8294,4952.0412,3481.0022,4069.8948,5726.8246,6217.5003,-3945.3597,0.0000,-2895.8030,364.1111,5895.7064,-5048.7712,5363.8689,-3618.7148,-6319.5407,5533.9283,3990.9960,-3961.8676,764.2995,-1298.5346,2568.9337,5095.5892,4461.3277,6124.1760,4496.0003,-4282.7974,-352783.7268,-348954.6687,-347904.1715,-348064.5522,-344313.6228,-345765.2869,-353675.4308,-349471.3788,323021910.2902,323007599.9682,323017164.1724,323012960.1985,-350827.9481,323006726.0267,-4715.8611,3905.0791,-545.8296,2534.7269,846.1268,-1382.6086,3982.3064,-4390.7307,2795.3021,-284.1883,-3456.4569,2687.8815,4683.4461,-3868.3415,4025.8784,-2667.1931,-5337.1017,-1655.6732,4559.0029,1093.4239,-5492.0232,-3435.4256,3621.1153,2852.7897,5257.1926,-4382.3197,5394.1363,-3706.0232,-5151.3925,2579.0976,-931.4584,-3035.1443,706.1717,670.7482,-5067.2751,-3916.8970,-4528.7548,3075.5991,-4426.4438,-2551.3914,3746.9602,-591.8206,4382.8085,-4589.5387,2602.0035,424.9914,5046.5639,1025.6147,-2662.2385,-3529.9986,-2139.2251,2066.3403,-1646.3985,-3451.5499,-575.6142,1045.4813,4482.0953,-3125.5603,6253.3608,-3879.1866,-2562.4881,-2057.4278,1960.1930,-4452.1133,4713.5027,-2771.0795,-1165.6172,5263.9172,263.0004,-276.8191,-3403.4727,-3724.4514,2749.7298,-5423.0719,2074.6044,-1945.1824,5431.8817,3985.7904,3775.8719,-2829.8478,-4781.7932,0.0000,4719.2626,-3102.2010,-554.9797,4708.8685,-1922.1587,1322.6315,-625.8131,-923.5440,3141.7488,-653.4429,-4310.6790,2342.6105,-741.5404,-4476.8848,3402.0439,1413.4063,-3159.2709,5325.9543,76928.6891,71774.0877,73989.5207,76296.1050,78725.1018,69092.0613,65095.8284,72539.3323,-114114415.5957,-114134934.5851,-114087811.1796,-114093290.1678,73200.9912,-114103201.1721,
3600.000,5943.5943,-2550.7731,-5675.2007,3668.9276,-4905.8789,-5919.5883,6928.5790,-4241.9912,3433.5388,-3605.6254,1543.0102,-1712.5636,-3576.6876,-2094.4210,-6404.1470,-843.0955,6385.1061,4372.4627,-5478.2163,-4940.0811,5078.4623,2935.8599,1730.8209,-5690.1651,-2336.1442,6140.6253,1896.6892,-3849.4843,-4458.4100,4344.5551,3838.2423,-4800.6361,-4691.5627,-2310.7266,-5075.8470,6390.0076,5237.3553,6840.9929,-4185.8095,4506.5914,-5570.6553,-5140.2897,-1587.1032,6266.4156,1227.0010,5456.6159,-4561.5836,-1404.9152,4717.8954,-283.1419,-5661.4835,-4400.7502,-3753.7427,-2986.3975,5307.8376,-4273.3888,1953.3108,3468.5781,-4933.7888,3182.6333,6013.5659,-4134.3432,-5923.3667,-5168.9928,4078.5561,6444.8317,-3471.7730,3780.8487,1002.4722,4521.7886,3585.4053,6837.6726,5575.2657,3903.9031,-4471.4625,-5020.3783,-5537.0589,3150.5857,-2773.5355,-2532.2747,4508.6192,0.0000,-1657.2705,-6615.6090,-3063.1446,4242.4692,754.2196,-2528.9821,4380.4228,-5312.9295,-5069.7012,-2958.7882,-6754.9407,-5835.4703,-5927.5970,-3934.5743,-5033.8242,161.9588,-6241.1066,3539.9930,71917.8221,36569.4068,61006.6355,59573.4510,52415.1225,53998.9862,53058.2373,56649.6551,-132839648.7308,-132869055.6148,-132867562.9975,-132849229.5111,55322.8569,-132848129.4143,633.6396,-4532.5548,1567.3618,-5776.2040,-1596.7779,2030.1372,201.7377,99.6033,-3783.3052,4038.0999,-3859.2638,-6650.1426,-5205.3985,-3570.9454,-2413.6941,-4288.1340,401.9144,4660.5519,-1256.6059,896.8953,3355.1290,2857.9349,4789.9693,-3623.5302,6467.1288,-3002.2080,4863.6608,-3348.7108,-2198.0637,-655.7676,4684.6193,1628.0412,2232.4501,4997.7641,-4282.2419,2507.6935,-3903.9595,1046.5014,-3539.7070,-4735.7501,4084.6343,1273.1572,6384.1043,-1419.5399,6164.0668,2938.1085,4846.3613,-5825.3474,4863.6912,-5066.1008,3238.2351,-1236.6231,-3901.2618,2923.9944,-276.4700,-2812.9366,-6323.4662,5831.1550,-4252.5478,-4087.4962,2440.5842,-1967.8941,-2564.3300,1850.8013,-4697.8263,-2382.3429,3233.3984,5252.1674,5323.9700,-2899.9677,1967.8228,867.2990,-3408.6822,4818.4363,4145.7805,-1238.4228,-355.0197,-6158.0295,-6311.8520,-6145.5025,-515.3119,0.0000,5884.1378,1401.9539,-4387.9959,4530.6102,-4608.1833,4105.4013,4479.0200,-3694.7322,-125.2231,4335.9016,1350.7921,3493.2073,-675.0134,-1625.9117,-663.2574,-4937.2967,-2972.1397,3691.7705,-345157.5968,-350782.0963,-346963.8256,-347033.1781,-341816.7941,-344174.0681,-350450.3215,-349563.5681,298839276.9714,298819216.7869,298829251.9823,298830539.6003,-348444.6413,298823347.4146,3495.8251,-4435.2308,-3639.3871,1092.5379,-4594.3807,-2956.9279,-28.2011,5417.5075,-4684.9132,4255.3500,5507.3990,917.7973,-2843.3727,5532.5058,228.1970,5348.5818,2572.1508,-2384.2223,-4062.9338,-4733.7759,3239.9552,5443.2412,-4680.0623,1488.2752,-1012.1901,255.5328,-4522.5301,4673.2421,4674.3183,-5335.1427,-3345.6878,4705.7734,-4532.6205,-4026.4434,1648.1360,727.1205,1994.5847,418.9119,4195.4617,-2062.8545,351.3111,4418.8511,574.9450,2255.0363,2414.1849,3086.8138,-1746.0135,3358.2352,-1159.6378,4699.7764,-2281.2158,-5170.8769,4319.9548,5498.5775,4401.1377,-4665.0452,-2047.8315,-1252.2663,-2373.4561,4440.4674,-2467.0113,5152.9826,2439.7996,4207.3508,-3070.9292,-858.6310,4881.7416,-2350.9670,4114.2482,4282.3047,5454.9617,-471.4080,1948.0053,2899.3960,2883.5152,4492.0746,-4034.8264,23.2996,368.5347,-1721.4201,5116.9196,0.0000,-3267.0070,-1325.4099,-4365.4365,-3072.4601,5086.3920,-4897.1573,-2956.3187,-2588.2623,-4720.6971,4463.1739,367.2611,1317.0913,-3501.4155,5439.2874,-4727.0396,-4853.9308,-368.8159,-4633.7839,75385.8061,70024.3585,73438.9694,72411.1781,77922.3853,70828.0026,62548.5480,72141.3161,-114066394.3239,-114088966.6601,-114043912.0661,-114046952.7393,71641.4924,-114056817.9050,
7200.000,-6654.7405,5972.9629,2171.7695,-629.6966,3474.1830,2491.1336,-5494.4079,4887.7114,18.8026,-779.9217,2543.9529,3627.7731,5638.1552,5597.2631,5295.3744,4619.1397,-6534.5276,-4992.7086,6672.3427,1781.3852,-6464.6147,-5901.9722,-5303.2807,4814.1140,1773.9797,-3858.4596,-4597.5757,6323.4161,6784.0268,-2265.7816,-4107.5941,2992.7683,722.5208,-2356.4015,5659.3024,-6255.8991,-3289.7831,-5693.9534,6630.7486,-882.1939,3140.5205,1662.5415,-1801.8658,-5273.1996,-3428.2296,-4996.7925,2946.7564,3502.4681,-5228.1645,4092.9831,2270.4766,3647.7237,5374.4465,-309.8337,-2399.1332,4088.3304,277.4357,-4018.3782,2917.3247,-298.9458,-3446.0316,4099.9692,4375.9963,4611.1975,-2401.8112,-4001.2934,-1250.2335,-5065.1441,-3936.6803,-240.8516,-5509.2718,-5255.4412,-1835.0880,-5457.0882,-181.2543,4656.3016,6597.7546,-956.1381,3672.1153,3605.1734,-5265.8354,0.0000,-698.5516,3936.3433,2362.0776,-6219.5120,3443.1610,-2100.7614,-5025.6965,5198.7479,4685.4971,-1453.1107,5088.6781,2920.6987,3393.1591,6040.2454,5278.4837,3576.8497,5872.8443,-6235.2797,156062.4217,123522.4026,146414.1626,142119.3989,137527.9822,141030.9007,138201.2463,139109.3814,-205703174.8351,-205728295.9672,-205734715.6280,-205719145.1223,140731.4261,-205711874.2519,1927.1748,2854.3569,-3531.8445,5576.3533,-2570.7067,-3481.3840,1455.1013,-3898.0943,5854.7616,-4135.5000,4958.1721,4364.0320,3944.6848,1509.4718,-75.8150,2093.9715,1237.1588,-540.6967,-1528.1104,-4059.4530,-2152.2703,465.6957,-3454.1336,680.9944,-5501.7005,3946.5275,-5097.2241,547.6433,194.8546,4544.4433,-784.3830,-5186.5841,-4262.9020,-4710.9955,2487.9868,-23.4389,5638.0397,1468.1152,1438.4573,4373.5374,-4458.3419,-3918.4178,-4008.7582,3918.5657,-2252.2409,889.9689,-5572.0449,2225.1508,-1559.6123,4728.9124,-3893.5038,-3191.9729,115.3435,-5544.6654,3504.9004,-1516.1493,6717.6761,-2900.8754,5542.1367,6601.6933,-364.1713,-2509.3866,-665.4109,-4979.9013,6490.8998,4043.5242,-4553.8632,-4132.7268,-1518.7573,4236.9260,2061.1847,1096.7830,4013.7371,-3789.3098,-4053.8001,-3203.0759,-1852.5934,5531.6301,3961.6553,2913.2055,3986.5559,0.0000,-6889.9236,-2889.9435,-0.0579,-3002.2009,3202.2498,-4084.8419,-732.9736,277.8418,-3812.2253,-4046.4805,-2705.0632,-4687.5653,-2399.6481,-1494.1120,-3171.4101,2696.4147,229.1124,-2801.9138,-315414.0552,-330085.1184,-324131.4860,-325284.7830,-317400.4977,-323085.3390,-325131.5100,-323198.0349,254266976.9158,254242795.0934,254249049.5680,254252767.6462,-323954.4840,254250002.1019,-153.5630,1684.8129,5526.4326,-4071.3325,5372.9179,5423.3130,-3975.7581,-2902.8456,3696.3208,-5464.5371,-4090.0188,-3980.0827,-771.7166,-3783.3177,-4346.0713,-4707.6781,1828.2438,4602.7080,1083.4138,5272.1854,1077.6734,-3394.6598,2772.9352,-4916.8857,-3855.9034,4033.2653,722.1150,-2776.4407,-771.7351,4671.1283,5496.3010,-3480.3017,5355.0156,4321.2115,2928.6457,2911.4882,2000.7510,-3677.4114,-1309.3485,5192.4016,-4260.0775,-5441.7932,-4934.3270,1791.1755,-5348.3086,-4718.3456,-2759.5258,-5485.5140,4171.1061,-2973.7964,5228.0555,4896.3281,-4381.0816,-4128.3456,-5453.3693,5361.9158,-1665.3710,4788.3069,-2977.8566,-1729.3905,6008.4500,-4958.7118,-5304.3926,-1372.7230,-443.9011,3939.4246,-4919.3498,-2160.2216,-5346.4581,-5415.9535,-3468.1785,4336.3130,-5204.7767,1660.4620,-5396.8004,-3886.6887,-222.7267,-4049.6433,-4307.8280,5053.2422,-1812.6635,0.0000,-202.0955,4849.1253,6480.1320,-483.1443,-5072.7533,5098.9243,4698.4655,4625.9970,3377.5769,-5398.5355,3784.1901,-4187.0079,5513.8674,-3025.4184,3178.5984,5265.3996,3649.6759,910.0425,73789.1530,68281.8558,72398.8127,68483.4019,76656.0512,72393.8943,60653.3023,70016.4807,-114017712.3759,-114042646.8797,-114000488.8176,-114003535.4996,70074.1076,-114010394.1513,
