sl_100_86400_20281110 Coordinates.csv
2028/11/10 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:04 2024,
Start: 2028/11/10 07:47:00.00, Stop: 2028/11/11 07:47:00.00,
TIME_UNITS,STARLINK-4193 - X-Coordinate,STARLINK-4251 - X-Coordinate,STARLINK-3365 - X-Coordinate,STARLINK-5125 - X-Coordinate,STARLINK-3902 - X-Coordinate,STARLINK-4562 - X-Coordinate,STARLINK-30041 - X-Coordinate,STARLINK-30413 - X-Coordinate,STARLINK-4154 - X-Coordinate,STARLINK-6165 - X-Coordinate,STARLINK-5381 - X-Coordinate,STARLINK-30807 - X-Coordinate,STARLINK-5032 - X-Coordinate,STARLINK-4432 - X-Coordinate,STARLINK-30571 - X-Coordinate,STARLINK-5928 - X-Coordinate,STARLINK-3354 - X-Coordinate,STARLINK-30505 - X-Coordinate,STARLINK-6336 - X-Coordinate,STARLINK-2742 - X-Coordinate,STARLINK-1035 - X-Coordinate,STARLINK-1647 - X-Coordinate,STARLINK-31020 - X-Coordinate,STARLINK-3102 - X-Coordinate,STARLINK-1695 - X-Coordinate,STARLINK-1696 - X-Coordinate,STARLINK-11155 [DTC] - X-Coordinate,STARLINK-2271 - X-Coordinate,STARLINK-5268 - X-Coordinate,STARLINK-32090 - X-Coordinate,STARLINK-30863 - X-Coordinate,STARLINK-5308 - X-Coordinate,STARLINK-3603 - X-Coordinate,STARLINK-6179 - X-Coordinate,STARLINK-4050 - X-Coordinate,STARLINK-4478 - X-Coordinate,STARLINK-30593 - X-Coordinate,STARLINK-31078 - X-Coordinate,STARLINK-3147 - X-Coordinate,STARLINK-2598 - X-Coordinate,STARLINK-4036 - X-Coordinate,STARLINK-31785 - X-Coordinate,STARLINK-1490 - X-Coordinate,STARLINK-2439 - X-Coordinate,STARLINK-30427 - X-Coordinate,STARLINK-31891 - X-Coordinate,STARLINK-5532 - X-Coordinate,STARLINK-31183 - X-Coordinate,STARLINK-32196 - X-Coordinate,STARLINK-11081 [DTC] - X-Coordinate,STARLINK-30075 - X-Coordinate,STARLINK-1307 - X-Coordinate,STARLINK-3804 - X-Coordinate,STARLINK-1544 - X-Coordinate,STARLINK-1187 - X-Coordinate,STARLINK-31229 - X-Coordinate,STARLINK-5674 - X-Coordinate,STARLINK-31769 - X-Coordinate,STARLINK-3996 - X-Coordinate,STARLINK-31207 - X-Coordinate,STARLINK-5833 - X-Coordinate,STARLINK-31751 - X-Coordinate,STARLINK-5712 - X-Coordinate,STARLINK-6369 - X-Coordinate,STARLINK-4622 - X-Coordinate,STARLINK-30979 - X-Coordinate,STARLINK-31947 - X-Coordinate,STARLINK-30455 - X-Coordinate,STARLINK-2244 - X-Coordinate,STARLINK-3125 - X-Coordinate,STARLINK-31545 - X-Coordinate,STARLINK-31913 - X-Coordinate,STARLINK-2634 - X-Coordinate,STARLINK-2727 - X-Coordinate,STARLINK-32209 - X-Coordinate,STARLINK-5903 - X-Coordinate,STARLINK-31933 - X-Coordinate,STARLINK-6157 - X-Coordinate,STARLINK-31386 - X-Coordinate,STARLINK-32045 - X-Coordinate,STARLINK-3192 - X-Coordinate,STARLINK-5399 - X-Coordinate,STARLINK-30479 - X-Coordinate,STARLINK-31608 - X-Coordinate,STARLINK-5440 - X-Coordinate,STARLINK-30866 - X-Coordinate,STARLINK-5512 - X-Coordinate,STARLINK-4517 - X-Coordinate,STARLINK-4795 - X-Coordinate,STARLINK-2600 - X-Coordinate,STARLINK-1237 - X-Coordinate,STARLINK-2223 - X-Coordinate,STARLINK-31070 - X-Coordinate,STARLINK-6235 - X-Coordinate,STARLINK-5331 - X-Coordinate,STARLINK-2383 - X-Coordinate,STARLINK-2588 - X-Coordinate,STARLINK-4519 - X-Coordinate,STARLINK-6285 - X-Coordinate,STARLINK-5909 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4193 - Y-Coordinate,STARLINK-4251 - Y-Coordinate,STARLINK-3365 - Y-Coordinate,STARLINK-5125 - Y-Coordinate,STARLINK-3902 - Y-Coordinate,STARLINK-4562 - Y-Coordinate,STARLINK-30041 - Y-Coordinate,STARLINK-30413 - Y-Coordinate,STARLINK-4154 - Y-Coordinate,STARLINK-6165 - Y-Coordinate,STARLINK-5381 - Y-Coordinate,STARLINK-30807 - Y-Coordinate,STARLINK-5032 - Y-Coordinate,STARLINK-4432 - Y-Coordinate,STARLINK-30571 - Y-Coordinate,STARLINK-5928 - Y-Coordinate,STARLINK-3354 - Y-Coordinate,STARLINK-30505 - Y-Coordinate,STARLINK-6336 - Y-Coordinate,STARLINK-2742 - Y-Coordinate,STARLINK-1035 - Y-Coordinate,STARLINK-1647 - Y-Coordinate,STARLINK-31020 - Y-Coordinate,STARLINK-3102 - Y-Coordinate,STARLINK-1695 - Y-Coordinate,STARLINK-1696 - Y-Coordinate,STARLINK-11155 [DTC] - Y-Coordinate,STARLINK-2271 - Y-Coordinate,STARLINK-5268 - Y-Coordinate,STARLINK-32090 - Y-Coordinate,STARLINK-30863 - Y-Coordinate,STARLINK-5308 - Y-Coordinate,STARLINK-3603 - Y-Coordinate,STARLINK-6179 - Y-Coordinate,STARLINK-4050 - Y-Coordinate,STARLINK-4478 - Y-Coordinate,STARLINK-30593 - Y-Coordinate,STARLINK-31078 - Y-Coordinate,STARLINK-3147 - Y-Coordinate,STARLINK-2598 - Y-Coordinate,STARLINK-4036 - Y-Coordinate,STARLINK-31785 - Y-Coordinate,STARLINK-1490 - Y-Coordinate,STARLINK-2439 - Y-Coordinate,STARLINK-30427 - Y-Coordinate,STARLINK-31891 - Y-Coordinate,STARLINK-5532 - Y-Coordinate,STARLINK-31183 - Y-Coordinate,STARLINK-32196 - Y-Coordinate,STARLINK-11081 [DTC] - Y-Coordinate,STARLINK-30075 - Y-Coordinate,STARLINK-1307 - Y-Coordinate,STARLINK-3804 - Y-Coordinate,STARLINK-1544 - Y-Coordinate,STARLINK-1187 - Y-Coordinate,STARLINK-31229 - Y-Coordinate,STARLINK-5674 - Y-Coordinate,STARLINK-31769 - Y-Coordinate,STARLINK-3996 - Y-Coordinate,STARLINK-31207 - Y-Coordinate,STARLINK-5833 - Y-Coordinate,STARLINK-31751 - Y-Coordinate,STARLINK-5712 - Y-Coordinate,STARLINK-6369 - Y-Coordinate,STARLINK-4622 - Y-Coordinate,STARLINK-30979 - Y-Coordinate,STARLINK-31947 - Y-Coordinate,STARLINK-30455 - Y-Coordinate,STARLINK-2244 - Y-Coordinate,STARLINK-3125 - Y-Coordinate,STARLINK-31545 - Y-Coordinate,STARLINK-31913 - Y-Coordinate,STARLINK-2634 - Y-Coordinate,STARLINK-2727 - Y-Coordinate,STARLINK-32209 - Y-Coordinate,STARLINK-5903 - Y-Coordinate,STARLINK-31933 - Y-Coordinate,STARLINK-6157 - Y-Coordinate,STARLINK-31386 - Y-Coordinate,STARLINK-32045 - Y-Coordinate,STARLINK-3192 - Y-Coordinate,STARLINK-5399 - Y-Coordinate,STARLINK-30479 - Y-Coordinate,STARLINK-31608 - Y-Coordinate,STARLINK-5440 - Y-Coordinate,STARLINK-30866 - Y-Coordinate,STARLINK-5512 - Y-Coordinate,STARLINK-4517 - Y-Coordinate,STARLINK-4795 - Y-Coordinate,STARLINK-2600 - Y-Coordinate,STARLINK-1237 - Y-Coordinate,STARLINK-2223 - Y-Coordinate,STARLINK-31070 - Y-Coordinate,STARLINK-6235 - Y-Coordinate,STARLINK-5331 - Y-Coordinate,STARLINK-2383 - Y-Coordinate,STARLINK-2588 - Y-Coordinate,STARLINK-4519 - Y-Coordinate,STARLINK-6285 - Y-Coordinate,STARLINK-5909 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4193 - Z-Coordinate,STARLINK-4251 - Z-Coordinate,STARLINK-3365 - Z-Coordinate,STARLINK-5125 - Z-Coordinate,STARLINK-3902 - Z-Coordinate,STARLINK-4562 - Z-Coordinate,STARLINK-30041 - Z-Coordinate,STARLINK-30413 - Z-Coordinate,STARLINK-4154 - Z-Coordinate,STARLINK-6165 - Z-Coordinate,STARLINK-5381 - Z-Coordinate,STARLINK-30807 - Z-Coordinate,STARLINK-5032 - Z-Coordinate,STARLINK-4432 - Z-Coordinate,STARLINK-30571 - Z-Coordinate,STARLINK-5928 - Z-Coordinate,STARLINK-3354 - Z-Coordinate,STARLINK-30505 - Z-Coordinate,STARLINK-6336 - Z-Coordinate,STARLINK-2742 - Z-Coordinate,STARLINK-1035 - Z-Coordinate,STARLINK-1647 - Z-Coordinate,STARLINK-31020 - Z-Coordinate,STARLINK-3102 - Z-Coordinate,STARLINK-1695 - Z-Coordinate,STARLINK-1696 - Z-Coordinate,STARLINK-11155 [DTC] - Z-Coordinate,STARLINK-2271 - Z-Coordinate,STARLINK-5268 - Z-Coordinate,STARLINK-32090 - Z-Coordinate,STARLINK-30863 - Z-Coordinate,STARLINK-5308 - Z-Coordinate,STARLINK-3603 - Z-Coordinate,STARLINK-6179 - Z-Coordinate,STARLINK-4050 - Z-Coordinate,STARLINK-4478 - Z-Coordinate,STARLINK-30593 - Z-Coordinate,STARLINK-31078 - Z-Coordinate,STARLINK-3147 - Z-Coordinate,STARLINK-2598 - Z-Coordinate,STARLINK-4036 - Z-Coordinate,STARLINK-31785 - Z-Coordinate,STARLINK-1490 - Z-Coordinate,STARLINK-2439 - Z-Coordinate,STARLINK-30427 - Z-Coordinate,STARLINK-31891 - Z-Coordinate,STARLINK-5532 - Z-Coordinate,STARLINK-31183 - Z-Coordinate,STARLINK-32196 - Z-Coordinate,STARLINK-11081 [DTC] - Z-Coordinate,STARLINK-30075 - Z-Coordinate,STARLINK-1307 - Z-Coordinate,STARLINK-3804 - Z-Coordinate,STARLINK-1544 - Z-Coordinate,STARLINK-1187 - Z-Coordinate,STARLINK-31229 - Z-Coordinate,STARLINK-5674 - Z-Coordinate,STARLINK-31769 - Z-Coordinate,STARLINK-3996 - Z-Coordinate,STARLINK-31207 - Z-Coordinate,STARLINK-5833 - Z-Coordinate,STARLINK-31751 - Z-Coordinate,STARLINK-5712 - Z-Coordinate,STARLINK-6369 - Z-Coordinate,STARLINK-4622 - Z-Coordinate,STARLINK-30979 - Z-Coordinate,STARLINK-31947 - Z-Coordinate,STARLINK-30455 - Z-Coordinate,STARLINK-2244 - Z-Coordinate,STARLINK-3125 - Z-Coordinate,STARLINK-31545 - Z-Coordinate,STARLINK-31913 - Z-Coordinate,STARLINK-2634 - Z-Coordinate,STARLINK-2727 - Z-Coordinate,STARLINK-32209 - Z-Coordinate,STARLINK-5903 - Z-Coordinate,STARLINK-31933 - Z-Coordinate,STARLINK-6157 - Z-Coordinate,STARLINK-31386 - Z-Coordinate,STARLINK-32045 - Z-Coordinate,STARLINK-3192 - Z-Coordinate,STARLINK-5399 - Z-Coordinate,STARLINK-30479 - Z-Coordinate,STARLINK-31608 - Z-Coordinate,STARLINK-5440 - Z-Coordinate,STARLINK-30866 - Z-Coordinate,STARLINK-5512 - Z-Coordinate,STARLINK-4517 - Z-Coordinate,STARLINK-4795 - Z-Coordinate,STARLINK-2600 - Z-Coordinate,STARLINK-1237 - Z-Coordinate,STARLINK-2223 - Z-Coordinate,STARLINK-31070 - Z-Coordinate,STARLINK-6235 - Z-Coordinate,STARLINK-5331 - Z-Coordinate,STARLINK-2383 - Z-Coordinate,STARLINK-2588 - Z-Coordinate,STARLINK-4519 - Z-Coordinate,STARLINK-6285 - Z-Coordinate,STARLINK-5909 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4142.8588,5912.0430,-2416.8253,6600.2953,3576.9997,-3346.1822,3909.3804,-12.5651,-2172.6049,-1175.5046,3693.4149,-5345.1991,3850.8137,826.4729,1921.2376,777.0543,2216.1461,110.3762,-3016.9479,-6508.9965,5159.4885,3322.0395,-6237.5298,5523.5165,5634.2718,-3728.3794,4883.4438,-3827.5789,3286.1911,6394.0235,5501.9686,1828.9161,1947.6227,2589.1293,4866.1835,905.6986,-5491.0180,-4985.7503,-6778.0560,2710.9730,5514.4428,-1676.2805,0.0000,4127.2181,-5700.7797,5526.7843,4065.9489,-1809.4189,-5633.6080,-5460.2104,-1739.6190,4231.2820,405.4259,-4373.6055,-4419.9248,32.6964,5505.4838,-3218.3153,6784.4996,6293.7095,3810.8972,-4240.7669,5126.5494,-3911.6007,1115.0672,5948.4948,5659.6757,-2291.0830,1346.6164,-3569.3036,-2688.9036,-5266.8691,1232.1101,5986.7218,-3232.5046,3014.0973,5803.3345,-1428.1938,-4050.5014,5882.4652,-2756.3134,4405.4887,-1397.6142,4618.7770,1165.3999,2744.2868,-4626.5761,-3337.4052,-6714.6799,-2153.0561,3815.9377,-1004.2768,5168.5973,-3980.0864,-1931.7701,-2850.2796,105.2762,-2999.3131,5386.1571,-3338.1392,-326477.5347,-340997.2175,-336703.4858,-335638.0645,-335139.0296,-336375.6456,-343658.3578,-339901.7371,-252356330.3282,-252373819.8379,-252353286.7915,-252339817.0749,-340190.6002,-252345614.7869,926.5056,3349.7129,-3922.1340,1510.8503,4779.6764,3124.2367,4163.3070,-6055.3162,4847.3040,5230.4572,3797.3185,2.4101,1767.6207,6734.8340,-4710.3965,3230.3923,3499.2553,5989.3310,4037.7826,-2306.7586,3728.8944,2193.8486,-656.3504,3814.9129,-2615.5500,3571.5729,-3847.8132,-2842.7764,-3452.9522,-443.6700,-3620.6445,3761.0569,-6601.5549,-4406.2713,-32.6382,4367.1089,823.3116,-635.8258,-1313.3600,-4018.6796,2453.1290,-3754.7038,0.0000,-629.6551,-497.3500,-2123.6010,4437.0269,-6664.4594,-779.3703,-2067.2808,-4966.0468,-3773.3990,4277.8972,3951.9966,-1382.6915,-6390.7850,-3791.7824,3811.8831,1026.3151,-2477.9038,5807.6428,-2968.3922,633.2930,-5129.5234,252.6532,-1485.0429,-3311.9409,3715.7029,3988.2854,-5145.7792,-5883.2737,-3671.9407,-6135.1852,-537.7884,-5044.2974,-4126.9362,-3564.9660,-6759.8290,2947.4289,-2011.1021,-3713.8244,-872.8493,5699.0346,2814.8433,6164.4692,-4710.4903,2163.4205,3825.4691,-69.9737,-6095.7677,-1599.0320,6660.9443,-670.7045,-3757.1901,2730.1737,-6142.3523,5902.9997,-3751.3031,-3936.6666,-2003.0644,-144556.1839,-118334.0498,-138716.0557,-137329.1706,-128776.1307,-130385.4391,-132779.3039,-134439.3628,-21388308.0550,-21337253.4033,-21353256.8473,-21386864.7013,-133895.5866,-21375477.4249,5415.0124,1402.8810,-5156.7700,-1416.7192,-3473.4260,-5202.0427,3926.4404,3340.8911,4407.9128,-4405.9191,4439.0076,-4421.4034,5452.9978,-1327.7331,-4737.7601,-6099.9839,5510.8053,-3473.4729,-4788.6762,36.7704,-2690.5295,-5234.1461,-2960.5318,-1836.1509,2924.0283,-4462.4292,-2418.6758,4909.0038,4985.9247,-2338.8415,1794.9305,-5547.8181,564.7274,-4685.8702,-4922.2173,-5261.9058,-3883.3687,-4625.6107,355.0321,-4820.5888,3336.8926,5374.8766,0.0000,-5530.5974,-3840.5575,3347.9773,-3506.0585,407.2007,-3925.0056,-3361.7578,-4517.4211,-3959.8982,-5401.1563,-3562.8471,-5131.4252,2436.0514,-1824.3301,4640.7385,636.2465,816.3933,406.2661,4408.7809,-4612.5347,-2493.2980,-6815.0096,-3238.4044,-1942.0210,5268.7924,-5484.1822,-2917.0530,-2145.8299,2272.7292,2841.6178,3294.2906,-3144.9251,-4675.2022,414.6345,-482.8797,-4620.3494,2910.9428,5124.0952,5233.3000,-3683.0579,4135.8675,2856.0860,4259.1111,4689.1590,-4636.0265,1474.3262,-2456.5661,5494.2527,1379.4260,4428.9333,-4263.0198,6055.4111,1033.5115,3231.4800,4921.3530,1779.0944,5753.3161,69882.8781,65166.9315,69423.1891,70004.6577,73573.4769,64720.1382,59488.3589,69547.8999,42480836.2284,42465707.3331,42459724.5194,42472343.1197,67896.0383,42469091.7542,
3600.000,-3987.0055,-3651.0482,4766.8309,-4842.2722,-5436.3202,6514.6039,-6365.7352,2596.7021,556.0374,-2871.2050,-6424.1480,5790.2513,-4724.8841,1189.8209,1776.7441,-3384.6197,-5570.8750,-3415.4464,-947.8929,5614.7315,-4355.1690,-5912.9161,6691.7917,-5186.2144,-5079.6702,-1041.0178,-2930.5612,4284.6275,-2071.0128,-3612.4907,-3568.1654,-2689.2451,-63.0863,1207.9255,-2529.4614,-4443.9970,5834.0840,4577.0497,5387.2073,2098.8710,-3976.2308,5802.7685,0.0000,-3197.6912,3883.8578,-1731.2559,-4725.3283,3664.2087,6813.5911,3293.4650,5108.3336,-3574.9430,-4503.2859,207.9314,3707.4306,2554.5079,-3923.5371,-579.2398,-5809.4337,-4176.2811,-3049.2388,5390.0463,-5760.9874,4891.2938,3823.3725,-3049.3888,-3879.8276,-2304.0963,-5138.9077,5115.4959,4900.5474,5013.6851,1916.5319,-2678.5078,4028.2294,-0.2961,-2761.6949,3385.3088,657.6537,-5511.4438,4744.4669,-1869.1073,-2448.1308,-3779.2077,-3138.8815,1384.4131,2306.2681,-1230.5862,4289.0198,3446.2498,-1973.7084,-747.8363,-3061.8193,6518.2296,1933.3106,3772.3050,-2391.7002,6058.0754,-3683.3991,6284.8330,-280281.5956,-299439.8889,-293975.3924,-293601.1204,-290910.7657,-293218.5096,-298700.1975,-296419.7179,-238153248.3734,-238179250.1226,-238155256.8351,-238133514.2375,-295950.6497,-238142161.2896,3512.4252,-4529.4816,168.9144,886.0010,-4178.7844,-2325.3890,-2612.5854,6413.2685,-6862.2215,-4610.7672,-1717.0155,-3320.4671,2457.7750,-3576.6394,5768.2218,-5457.2300,-907.0259,-3744.1153,-2187.3641,202.5548,-161.0193,2174.5277,-1719.7907,-3439.1772,4347.4783,-4244.7881,5261.5468,-1863.2081,6375.6174,3501.4009,5387.9272,796.7594,5872.2724,5727.6805,3743.0344,-4741.5610,-3352.8115,-3819.9217,-723.9080,4105.9785,1249.1094,2269.9648,0.0000,4647.8430,-3368.5286,4721.4436,-4922.2672,4962.9434,-1119.2952,-2367.1828,4168.2879,5917.1399,-2626.4783,-4133.3071,-3003.4607,3451.9401,5392.4227,-6069.3066,780.0311,4412.1217,-3918.8498,-1601.7173,2952.2352,1572.8620,-2591.9945,4046.3137,5236.1917,-4583.3279,-1913.2926,4402.1090,4325.3368,-489.6888,3792.6124,3156.9941,442.8973,6354.7616,4885.6545,4756.7644,-5956.7111,3776.2023,-261.6684,4543.5298,-4471.9237,1885.6210,-2894.1389,5156.9861,-5386.8055,-4209.5960,-2078.5554,2823.2986,5422.7437,-6112.6847,4671.9467,1828.4422,-6151.1380,3144.4640,-6055.1650,2930.8915,5496.4666,2251.8098,-220522.4102,-200980.7040,-220220.9991,-217902.2417,-209354.3798,-212158.0172,-213391.1102,-214164.3207,-86036468.8553,-85994488.5501,-86007815.8868,-86029286.5504,-214857.4691,-86024488.6115,-4387.4920,3770.9499,4993.5865,4851.1313,-808.8021,361.6181,-867.8862,100.2995,-583.4454,4305.4180,-1909.6840,1870.9797,-4411.3972,5779.3101,3438.5367,2617.9873,-3976.0681,4704.7270,6514.2372,4005.1972,5351.0406,1863.3489,-590.2948,-3116.3343,1564.0971,5227.0430,-2870.3747,-5014.3587,-1661.0489,4594.4461,2198.4622,6337.7143,3628.1173,3702.9514,5231.1773,2293.9383,-778.0271,3318.0706,-4275.9124,5033.1594,-5503.0134,-2667.5438,0.0000,4010.8397,4575.2884,-4592.3758,-1379.8266,3122.2389,-204.3521,5365.6183,2135.8614,-105.4435,4509.5293,5492.9973,4987.9886,-5334.7388,-1884.1854,-3065.6870,3617.8982,3076.8480,-4880.5697,-3840.9236,2443.3776,4616.8051,5121.2409,4721.3231,-2065.9671,-4546.2092,4202.0665,-1469.0503,-1927.1355,-4593.6386,-5410.3989,-5472.3032,5404.7052,2740.2498,-3886.3742,3716.1123,3225.8917,1581.9877,-5020.0353,-4853.4999,4678.3411,-5354.5756,-5419.6546,-4413.3005,-3720.5694,5281.3808,-4960.4394,5277.3348,-3760.1128,3054.1215,-3963.1965,1498.9662,-2548.8315,-4781.9108,1715.6510,-1450.4009,1972.3764,-1968.1502,68073.1482,63637.2067,68653.7589,66179.1458,72592.4716,66704.3183,57224.5885,64783.4761,42436776.4706,42418675.3830,42412054.9522,42431160.3303,66404.3184,42424491.0768,
7200.000,3272.0936,-137.2795,-6151.9074,1833.5416,4964.3622,-5115.3671,6370.8108,-4209.9714,1155.2900,5837.1041,6646.9622,-4410.2612,4698.5759,-202.8259,-4310.0522,3533.1582,6828.4992,6139.6622,5133.8365,-2872.0603,3137.5739,3734.7649,-4589.5619,3003.9268,1752.7256,4878.2062,-1852.4185,-4094.3998,395.2094,-223.2560,-470.3724,4286.2582,-2852.7171,-3978.2914,520.9805,5519.7447,-2536.6281,-2853.1070,-2204.5862,-5565.6613,2119.6529,-6388.9145,0.0000,2110.0483,-1559.9908,-2276.2557,3399.8252,-4908.3386,-4876.0814,-627.7089,-6348.1104,1308.9618,6765.1062,4051.8158,-2867.2101,-5246.6743,560.6632,3431.7890,2489.0927,-255.6118,2364.5189,-4736.1039,4656.4400,-5148.6685,-6777.3292,-289.5001,-52.9976,5191.0780,6902.4195,-4664.3200,-5089.4037,-3456.0650,-5292.1076,-1003.1266,-4193.1533,-2363.7435,-1863.0683,-5005.7227,2250.9054,2193.2645,-5846.5372,-184.7150,5738.1079,2570.8968,5167.9141,-4736.8535,-3.8713,4918.0196,-444.1228,-4789.5490,329.6022,3085.4111,551.2513,-6577.9228,-1777.7050,-4273.5721,3726.5696,-6088.9041,156.5549,-5951.0856,-217058.0209,-238128.4282,-232546.7348,-234812.9828,-227994.0454,-232813.0144,-235125.6772,-232092.2123,-207687632.6165,-207719192.6459,-207691306.2125,-207670399.7254,-232827.8020,-207675769.2336,-6044.4167,1631.1444,2656.2754,-4085.1311,1500.5861,-247.9781,270.5480,-4238.6547,5762.3383,3378.3168,-566.7814,5037.2317,-5036.6547,-1923.2738,-5448.8783,5477.7956,-985.7820,1025.1166,1391.2384,3023.3963,-4054.3165,-4037.3278,3572.5876,605.4864,-4375.5273,4286.8524,-3544.4073,5270.9949,-6322.2315,-5908.7826,-5050.8073,-4260.3022,-3005.0525,-5655.3722,-6504.6066,3523.5180,4064.8242,6186.0131,3568.8586,-3640.4228,-5121.9389,-296.5934,0.0000,-6596.2436,6306.5651,-5996.0364,2696.2902,-1252.8730,2537.4368,6145.4308,-2324.2961,-5417.3508,1151.2333,4078.9281,6052.4148,382.1714,-5297.6272,5834.9196,-3298.3778,-4988.4623,-382.5528,4878.4225,-4971.2416,2557.7997,1292.0194,-6066.2348,-5104.9855,4433.7458,227.8206,-1380.2049,-326.3617,4785.7098,-835.3265,-5611.2127,4246.4463,-6447.2315,-4839.7012,-1042.8209,6397.1017,-4153.9060,3253.8070,-6767.4666,2680.4739,-5796.4044,-1027.9185,-4705.1237,6920.1580,4190.0422,4611.5761,1359.5636,-6860.4740,2852.3281,-6793.4980,384.7021,6193.4789,1543.7124,2150.0972,-1119.6406,-5258.2454,-2014.8661,-282629.7789,-270518.6959,-287850.7921,-282933.3348,-276372.7947,-283604.2034,-280060.6045,-283033.8246,-144784935.9802,-144753791.2839,-144763900.0196,-144770617.9193,-282190.5395,-144773451.0623,438.0770,-6748.8388,-1701.6072,-5275.8752,4549.3816,4649.6133,-2732.4232,-3497.8388,-3635.1534,-1624.6559,-1834.2601,1795.5601,571.5853,-6639.7248,-134.4085,2373.4380,-142.1390,-3032.9657,-4478.7263,-5508.0281,-4635.1692,3588.7384,3766.3610,6233.3569,-5000.6862,-2091.5173,5326.7345,1536.7230,-2751.2755,-3407.8501,-4576.9072,-3427.0366,-5529.7740,-478.4370,-2306.2806,2149.9189,4776.1732,443.0562,5485.9858,-1574.1159,4100.1824,-2240.2401,0.0000,-53.7011,-2296.8284,2268.3892,5431.1112,-4716.3392,4169.5434,-2685.1758,1527.8753,4081.7913,-719.9442,-3793.3382,-1700.3200,4365.0699,4420.5393,-839.0076,-5519.9445,-4639.9225,6520.2235,282.0394,1224.6688,-3845.4575,-212.0317,-3345.3380,4533.4073,569.3431,-236.4366,4894.0490,4507.6201,3392.3760,4300.7569,3806.3346,-3190.2769,873.9937,4422.4694,-4675.1856,626.0754,-5017.6746,1713.8677,1338.4297,-2806.5949,2487.1150,4439.6285,1825.9231,508.4161,-2347.1907,5071.6058,-4800.7780,-495.6060,-5449.1527,631.6659,2154.6076,-2554.3384,5118.4089,-5186.4610,-3012.7715,-4480.5680,-2992.6962,66234.0407,62158.1054,67274.6686,63480.2232,71170.8987,67033.2799,55597.3899,66276.9134,42391934.2992,42371685.6956,42364865.2892,42387733.0435,64905.7829,42379903.6144,
