sl_100_5400_20280318 Coordinates.csv
2028/03/18 07:47:00.0000 UTC

Generated: Tue Oct  8 21:41:17 2024,
Start: 2028/03/18 07:47:00.00, Stop: 2028/03/18 09:17:00.00,
TIME_UNITS,STARLINK-31233 - X-Coordinate,STARLINK-2373 - X-Coordinate,STARLINK-3829 - X-Coordinate,STARLINK-4496 - X-Coordinate,STARLINK-11249 [DTC] - X-Coordinate,STARLINK-31941 - X-Coordinate,STARLINK-5280 - X-Coordinate,STARLINK-30353 - X-Coordinate,STARLINK-6076 - X-Coordinate,STARLINK-5666 - X-Coordinate,STARLINK-2402 - X-Coordinate,STARLINK-3707 - X-Coordinate,STARLINK-30177 - X-Coordinate,STARLINK-31062 - X-Coordinate,STARLINK-2265 - X-Coordinate,STARLINK-3768 - X-Coordinate,STARLINK-5043 - X-Coordinate,STARLINK-4648 - X-Coordinate,STARLINK-5958 - X-Coordinate,STARLINK-32161 - X-Coordinate,STARLINK-3509 - X-Coordinate,STARLINK-4649 - X-Coordinate,STARLINK-1637 - X-Coordinate,STARLINK-5720 - X-Coordinate,STARLINK-32209 - X-Coordinate,STARLINK-3554 - X-Coordinate,STARLINK-31186 - X-Coordinate,STARLINK-31499 - X-Coordinate,STARLINK-31765 - X-Coordinate,STARLINK-30085 - X-Coordinate,STARLINK-31851 - X-Coordinate,STARLINK-11164 [DTC] - X-Coordinate,STARLINK-4038 - X-Coordinate,STARLINK-31114 - X-Coordinate,STARLINK-5055 - X-Coordinate,STARLINK-30856 - X-Coordinate,STARLINK-32086 - X-Coordinate,STARLINK-32020 - X-Coordinate,STARLINK-31284 - X-Coordinate,STARLINK-1764 - X-Coordinate,STARLINK-30523 - X-Coordinate,STARLINK-31609 - X-Coordinate,STARLINK-3298 - X-Coordinate,STARLINK-3670 - X-Coordinate,STARLINK-31520 - X-Coordinate,STARLINK-30516 - X-Coordinate,STARLINK-1505 - X-Coordinate,STARLINK-2666 - X-Coordinate,STARLINK-31582 - X-Coordinate,STARLINK-2275 - X-Coordinate,STARLINK-2565 - X-Coordinate,STARLINK-5436 - X-Coordinate,STARLINK-2702 - X-Coordinate,STARLINK-4134 - X-Coordinate,STARLINK-3690 - X-Coordinate,STARLINK-1094 - X-Coordinate,STARLINK-4792 - X-Coordinate,STARLINK-30418 - X-Coordinate,STARLINK-30997 - X-Coordinate,STARLINK-3779 - X-Coordinate,STARLINK-30948 - X-Coordinate,STARLINK-4569 - X-Coordinate,STARLINK-32252 - X-Coordinate,STARLINK-1509 - X-Coordinate,STARLINK-3127 - X-Coordinate,STARLINK-3955 - X-Coordinate,STARLINK-31544 - X-Coordinate,STARLINK-5836 - X-Coordinate,STARLINK-30861 - X-Coordinate,STARLINK-3744 - X-Coordinate,STARLINK-5813 - X-Coordinate,STARLINK-31487 - X-Coordinate,STARLINK-32179 - X-Coordinate,STARLINK-2608 - X-Coordinate,STARLINK-32039 - X-Coordinate,STARLINK-30910 - X-Coordinate,STARLINK-31836 - X-Coordinate,STARLINK-3241 - X-Coordinate,STARLINK-2437 - X-Coordinate,STARLINK-30613 - X-Coordinate,STARLINK-4315 - X-Coordinate,STARLINK-31668 - X-Coordinate,STARLINK-32081 - X-Coordinate,STARLINK-2002 - X-Coordinate,STARLINK-3906 - X-Coordinate,STARLINK-30604 - X-Coordinate,STARLINK-4399 - X-Coordinate,STARLINK-31652 - X-Coordinate,STARLINK-30213 - X-Coordinate,STARLINK-2099 - X-Coordinate,STARLINK-3711 - X-Coordinate,STARLINK-3231 - X-Coordinate,STARLINK-1552 - X-Coordinate,STARLINK-2442 - X-Coordinate,STARLINK-1114 - X-Coordinate,STARLINK-2271 - X-Coordinate,STARLINK-2127 - X-Coordinate,STARLINK-4627 - X-Coordinate,STARLINK-3956 - X-Coordinate,STARLINK-31074 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31233 - Y-Coordinate,STARLINK-2373 - Y-Coordinate,STARLINK-3829 - Y-Coordinate,STARLINK-4496 - Y-Coordinate,STARLINK-11249 [DTC] - Y-Coordinate,STARLINK-31941 - Y-Coordinate,STARLINK-5280 - Y-Coordinate,STARLINK-30353 - Y-Coordinate,STARLINK-6076 - Y-Coordinate,STARLINK-5666 - Y-Coordinate,STARLINK-2402 - Y-Coordinate,STARLINK-3707 - Y-Coordinate,STARLINK-30177 - Y-Coordinate,STARLINK-31062 - Y-Coordinate,STARLINK-2265 - Y-Coordinate,STARLINK-3768 - Y-Coordinate,STARLINK-5043 - Y-Coordinate,STARLINK-4648 - Y-Coordinate,STARLINK-5958 - Y-Coordinate,STARLINK-32161 - Y-Coordinate,STARLINK-3509 - Y-Coordinate,STARLINK-4649 - Y-Coordinate,STARLINK-1637 - Y-Coordinate,STARLINK-5720 - Y-Coordinate,STARLINK-32209 - Y-Coordinate,STARLINK-3554 - Y-Coordinate,STARLINK-31186 - Y-Coordinate,STARLINK-31499 - Y-Coordinate,STARLINK-31765 - Y-Coordinate,STARLINK-30085 - Y-Coordinate,STARLINK-31851 - Y-Coordinate,STARLINK-11164 [DTC] - Y-Coordinate,STARLINK-4038 - Y-Coordinate,STARLINK-31114 - Y-Coordinate,STARLINK-5055 - Y-Coordinate,STARLINK-30856 - Y-Coordinate,STARLINK-32086 - Y-Coordinate,STARLINK-32020 - Y-Coordinate,STARLINK-31284 - Y-Coordinate,STARLINK-1764 - Y-Coordinate,STARLINK-30523 - Y-Coordinate,STARLINK-31609 - Y-Coordinate,STARLINK-3298 - Y-Coordinate,STARLINK-3670 - Y-Coordinate,STARLINK-31520 - Y-Coordinate,STARLINK-30516 - Y-Coordinate,STARLINK-1505 - Y-Coordinate,STARLINK-2666 - Y-Coordinate,STARLINK-31582 - Y-Coordinate,STARLINK-2275 - Y-Coordinate,STARLINK-2565 - Y-Coordinate,STARLINK-5436 - Y-Coordinate,STARLINK-2702 - Y-Coordinate,STARLINK-4134 - Y-Coordinate,STARLINK-3690 - Y-Coordinate,STARLINK-1094 - Y-Coordinate,STARLINK-4792 - Y-Coordinate,STARLINK-30418 - Y-Coordinate,STARLINK-30997 - Y-Coordinate,STARLINK-3779 - Y-Coordinate,STARLINK-30948 - Y-Coordinate,STARLINK-4569 - Y-Coordinate,STARLINK-32252 - Y-Coordinate,STARLINK-1509 - Y-Coordinate,STARLINK-3127 - Y-Coordinate,STARLINK-3955 - Y-Coordinate,STARLINK-31544 - Y-Coordinate,STARLINK-5836 - Y-Coordinate,STARLINK-30861 - Y-Coordinate,STARLINK-3744 - Y-Coordinate,STARLINK-5813 - Y-Coordinate,STARLINK-31487 - Y-Coordinate,STARLINK-32179 - Y-Coordinate,STARLINK-2608 - Y-Coordinate,STARLINK-32039 - Y-Coordinate,STARLINK-30910 - Y-Coordinate,STARLINK-31836 - Y-Coordinate,STARLINK-3241 - Y-Coordinate,STARLINK-2437 - Y-Coordinate,STARLINK-30613 - Y-Coordinate,STARLINK-4315 - Y-Coordinate,STARLINK-31668 - Y-Coordinate,STARLINK-32081 - Y-Coordinate,STARLINK-2002 - Y-Coordinate,STARLINK-3906 - Y-Coordinate,STARLINK-30604 - Y-Coordinate,STARLINK-4399 - Y-Coordinate,STARLINK-31652 - Y-Coordinate,STARLINK-30213 - Y-Coordinate,STARLINK-2099 - Y-Coordinate,STARLINK-3711 - Y-Coordinate,STARLINK-3231 - Y-Coordinate,STARLINK-1552 - Y-Coordinate,STARLINK-2442 - Y-Coordinate,STARLINK-1114 - Y-Coordinate,STARLINK-2271 - Y-Coordinate,STARLINK-2127 - Y-Coordinate,STARLINK-4627 - Y-Coordinate,STARLINK-3956 - Y-Coordinate,STARLINK-31074 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31233 - Z-Coordinate,STARLINK-2373 - Z-Coordinate,STARLINK-3829 - Z-Coordinate,STARLINK-4496 - Z-Coordinate,STARLINK-11249 [DTC] - Z-Coordinate,STARLINK-31941 - Z-Coordinate,STARLINK-5280 - Z-Coordinate,STARLINK-30353 - Z-Coordinate,STARLINK-6076 - Z-Coordinate,STARLINK-5666 - Z-Coordinate,STARLINK-2402 - Z-Coordinate,STARLINK-3707 - Z-Coordinate,STARLINK-30177 - Z-Coordinate,STARLINK-31062 - Z-Coordinate,STARLINK-2265 - Z-Coordinate,STARLINK-3768 - Z-Coordinate,STARLINK-5043 - Z-Coordinate,STARLINK-4648 - Z-Coordinate,STARLINK-5958 - Z-Coordinate,STARLINK-32161 - Z-Coordinate,STARLINK-3509 - Z-Coordinate,STARLINK-4649 - Z-Coordinate,STARLINK-1637 - Z-Coordinate,STARLINK-5720 - Z-Coordinate,STARLINK-32209 - Z-Coordinate,STARLINK-3554 - Z-Coordinate,STARLINK-31186 - Z-Coordinate,STARLINK-31499 - Z-Coordinate,STARLINK-31765 - Z-Coordinate,STARLINK-30085 - Z-Coordinate,STARLINK-31851 - Z-Coordinate,STARLINK-11164 [DTC] - Z-Coordinate,STARLINK-4038 - Z-Coordinate,STARLINK-31114 - Z-Coordinate,STARLINK-5055 - Z-Coordinate,STARLINK-30856 - Z-Coordinate,STARLINK-32086 - Z-Coordinate,STARLINK-32020 - Z-Coordinate,STARLINK-31284 - Z-Coordinate,STARLINK-1764 - Z-Coordinate,STARLINK-30523 - Z-Coordinate,STARLINK-31609 - Z-Coordinate,STARLINK-3298 - Z-Coordinate,STARLINK-3670 - Z-Coordinate,STARLINK-31520 - Z-Coordinate,STARLINK-30516 - Z-Coordinate,STARLINK-1505 - Z-Coordinate,STARLINK-2666 - Z-Coordinate,STARLINK-31582 - Z-Coordinate,STARLINK-2275 - Z-Coordinate,STARLINK-2565 - Z-Coordinate,STARLINK-5436 - Z-Coordinate,STARLINK-2702 - Z-Coordinate,STARLINK-4134 - Z-Coordinate,STARLINK-3690 - Z-Coordinate,STARLINK-1094 - Z-Coordinate,STARLINK-4792 - Z-Coordinate,STARLINK-30418 - Z-Coordinate,STARLINK-30997 - Z-Coordinate,STARLINK-3779 - Z-Coordinate,STARLINK-30948 - Z-Coordinate,STARLINK-4569 - Z-Coordinate,STARLINK-32252 - Z-Coordinate,STARLINK-1509 - Z-Coordinate,STARLINK-3127 - Z-Coordinate,STARLINK-3955 - Z-Coordinate,STARLINK-31544 - Z-Coordinate,STARLINK-5836 - Z-Coordinate,STARLINK-30861 - Z-Coordinate,STARLINK-3744 - Z-Coordinate,STARLINK-5813 - Z-Coordinate,STARLINK-31487 - Z-Coordinate,STARLINK-32179 - Z-Coordinate,STARLINK-2608 - Z-Coordinate,STARLINK-32039 - Z-Coordinate,STARLINK-30910 - Z-Coordinate,STARLINK-31836 - Z-Coordinate,STARLINK-3241 - Z-Coordinate,STARLINK-2437 - Z-Coordinate,STARLINK-30613 - Z-Coordinate,STARLINK-4315 - Z-Coordinate,STARLINK-31668 - Z-Coordinate,STARLINK-32081 - Z-Coordinate,STARLINK-2002 - Z-Coordinate,STARLINK-3906 - Z-Coordinate,STARLINK-30604 - Z-Coordinate,STARLINK-4399 - Z-Coordinate,STARLINK-31652 - Z-Coordinate,STARLINK-30213 - Z-Coordinate,STARLINK-2099 - Z-Coordinate,STARLINK-3711 - Z-Coordinate,STARLINK-3231 - Z-Coordinate,STARLINK-1552 - Z-Coordinate,STARLINK-2442 - Z-Coordinate,STARLINK-1114 - Z-Coordinate,STARLINK-2271 - Z-Coordinate,STARLINK-2127 - Z-Coordinate,STARLINK-4627 - Z-Coordinate,STARLINK-3956 - Z-Coordinate,STARLINK-31074 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4482.9306,6683.1866,-658.9653,-4474.0784,1462.6679,-4967.4281,418.2324,5872.7953,6017.4794,4838.5216,2831.1518,-2676.1429,6380.2860,2717.2455,-5888.3755,-4747.4393,3968.5107,-932.3541,5071.2847,-4269.0189,-131.9038,3537.9751,-6786.8036,-267.6511,4104.2350,-3949.6913,-4018.7262,1711.9033,5157.6791,2953.2914,387.7466,3164.0321,5415.8277,-1619.1689,-3505.9095,850.1580,3262.1665,-2314.7163,-836.1244,1688.8197,-5384.5728,5496.2584,-5576.5780,-2598.7545,540.4454,4764.5738,0.0000,6820.4018,514.1619,-1388.5986,-3209.4756,6672.6880,-1999.7280,6703.3274,-3957.3596,-1532.8664,-6192.3521,4075.5853,1159.5120,-2682.3907,1340.4408,-5754.1237,0.0000,0.0000,-1763.6952,3704.9451,5628.7411,-5450.9100,-1235.6780,-520.6072,2162.3541,5903.8231,5262.4714,3982.3041,5861.2196,-854.7023,2811.6049,-1413.9014,2203.2101,3421.2340,-3382.7497,4490.2974,3865.2104,-2224.1404,-6267.4700,-3265.9070,1001.2160,-3434.0322,2278.2939,-3204.6767,1232.9505,-3000.5117,-6057.1006,4202.6340,2234.4992,974.2923,6620.8832,-5300.1302,4146.0872,-4376.1629,-328415.0768,-338697.5547,-332327.4351,-332665.2368,-339598.2569,-337633.9776,-331210.4332,-333959.9826,-144407644.0392,-144423537.4218,-144434785.2701,-144423373.7764,-332585.0431,-144424417.0032,3975.8547,-761.5791,4110.5806,3733.0118,5437.5636,-3559.6174,5136.7086,-3321.4818,3429.5422,1452.8096,-3120.1435,5839.2886,2539.3384,5476.2748,3093.4218,2354.1161,-1381.3059,-6353.8996,-4634.9124,705.9544,-6800.3124,-4861.2642,778.5379,-5311.8411,1807.6166,2194.6120,-4246.9402,6293.7182,1526.0210,-5438.7262,6746.0803,2515.6699,1177.2054,4163.1031,-4129.6159,6592.1252,-4418.5752,6318.3646,-5121.6792,5634.9086,1935.0251,-4072.2199,1261.0375,-3799.9848,6454.9924,-1920.4364,0.0000,-425.7300,-5755.9877,-3893.1486,2824.7966,-1019.1384,-6072.4734,1442.3715,2428.2965,-5904.4244,-1048.1511,3059.7997,-6778.9141,-5445.1084,6794.1469,3834.8073,0.0000,0.0000,-3891.6086,-3273.6808,1082.4629,3099.2529,-6819.6385,-4296.3234,1484.9833,70.2512,4211.6165,-1274.9018,-169.4508,-4008.6921,6192.0460,-6743.3536,-3684.1510,-5742.0399,-2896.3507,2348.1940,1390.7497,4158.5533,1747.6037,-4680.4874,2346.7112,4809.4537,-4619.9305,3080.4980,4565.6280,2873.8686,-3090.1590,3481.2249,5001.7496,4512.1668,1591.4439,715.8216,-2545.7153,5240.1626,-107480.0164,-125582.6600,-119384.3579,-119615.2748,-124724.7241,-124217.8930,-128902.8617,-125733.7234,326234711.7146,326246647.5577,326217820.2272,326246162.0691,-125446.5379,326235236.6569,3250.0208,1504.4063,-5510.4621,-3691.1251,-3705.6681,2780.7322,4569.1886,-1162.9458,-245.3562,-4708.5344,5492.9438,2552.2462,-601.4654,-3251.0743,-1784.1525,-4431.1268,-5493.4420,2629.1452,839.0519,-5269.4619,1079.3473,-3381.1565,659.7763,-4439.8105,5069.6743,5206.5923,3616.6964,1998.3808,4168.7510,-3132.4925,-199.9856,-5390.2334,4114.7237,5137.0167,4268.1048,-1937.0792,3997.5657,892.1168,4409.9687,3609.3915,-3919.4508,-227.4790,3860.3939,-5078.3832,2116.9000,-4577.7102,0.0000,65.0248,-3608.5485,-5451.3805,5289.7820,-1475.1050,2571.6672,825.0586,5092.3929,3183.5152,2712.2465,-4696.3718,-909.2686,-3321.4431,-342.6607,318.3940,0.0000,0.0000,5416.7621,4796.9459,3679.8334,-2939.8888,-53.5300,-5355.3361,-6447.2788,-3429.0723,-836.8886,-5454.8805,3503.8281,5465.3561,-613.3242,280.4908,5421.5321,1828.0881,5310.7762,4545.4857,-5479.8217,5045.0019,2010.5613,-3938.4633,6428.9363,3431.5645,-4619.2958,5276.9299,5039.8700,-5530.7582,285.2889,4215.0619,-3714.1012,-5086.9654,-1108.0449,4371.8688,4884.9297,112.4089,-169386.6179,-174022.9053,-171317.4458,-169384.4780,-166706.2326,-176190.8445,-180449.4105,-171101.4301,-7608655.3662,-7638321.2136,-7634158.4503,-7612414.5608,-172272.7938,-7620307.5199,
300.000,-2718.5543,5822.3277,1442.0408,-3978.5133,3048.2725,-6143.2423,2132.7977,4702.6060,6508.9437,5235.2201,1325.7777,-1078.3981,6741.7980,4383.4541,-4603.3000,-4609.6098,2823.2757,-2105.1086,3948.5074,-4304.8144,-1343.2725,2705.8671,-6476.1484,-2283.6202,5348.1621,-2217.6125,-4735.0912,2979.8556,4971.0621,1605.0512,1876.7152,4349.2395,4622.2411,24.3444,-5121.9158,2004.2519,1899.8202,-955.6435,-2767.6003,3224.1620,-5061.4467,4448.5312,-5828.0873,-4463.6732,1827.9094,4046.1085,0.0000,6411.9026,-1391.9086,-3297.3081,-1306.9801,5781.9109,-3339.8787,6413.0600,-2138.4460,-2630.3839,-6767.3594,5288.3545,-417.3117,-3477.5997,2752.1496,-5595.1089,0.0000,0.0000,-3754.7491,3020.8780,5110.9696,-3872.6351,-2643.8171,-2475.5398,3900.2909,5034.1438,5581.4503,3419.7817,4697.7677,-2925.5057,3708.3661,-2530.3044,558.1448,2124.7004,-1583.0698,5013.2874,4437.8930,-91.9165,-5095.8479,-4324.4108,870.1724,-1603.7948,175.1587,-1226.9014,2784.4057,-1489.6673,-6223.8878,4341.4698,3859.1770,2937.5185,6300.7985,-5727.5866,3739.7312,-2981.5936,-326190.9060,-335777.2563,-329522.3871,-329932.8237,-336938.2638,-334944.9169,-328567.6660,-330923.2217,-151495705.4533,-151511653.1530,-151522162.5798,-151511956.4837,-329897.0290,-151512420.0034,4321.1346,-1920.2048,4470.4075,5204.5961,5604.0132,-2331.6224,5649.6201,-4076.7948,1994.2936,-654.1633,-4614.6191,5526.9570,1069.8423,4983.3319,3848.5987,4090.2324,-3230.3405,-5212.8668,-5642.1354,2762.8701,-6152.9490,-6089.5747,1960.6079,-5405.9477,240.0645,3484.0166,-2354.4408,6135.4824,-599.8773,-6496.3863,6261.6213,676.0356,-606.2593,5320.3725,-3598.7679,5621.9496,-5795.9335,6184.7682,-4143.2084,5746.0779,3782.9305,-4798.9734,2835.8384,-3179.7988,6558.8830,-3875.9079,0.0000,-1612.0808,-5036.0969,-2835.8241,3918.4775,-2136.9911,-5970.1627,139.9695,3564.0931,-4519.2617,194.5809,1328.6370,-6512.3164,-3852.5894,6248.7562,3201.5691,0.0000,0.0000,-3276.6531,-5002.4684,-903.4225,4142.9087,-6233.0432,-3337.8836,314.4126,-1733.2157,2894.7219,-3323.3541,-1604.3089,-3341.6215,5223.4152,-6231.9145,-4962.2130,-6589.3879,-2038.3787,234.5640,-697.5632,4179.0327,2758.2792,-2913.8473,4340.9068,4750.0944,-5092.5433,3968.7211,3108.9640,4389.1881,-1810.0713,1508.6843,4908.9907,4631.9184,251.1716,2388.5962,-4386.9820,5917.3913,-114379.2284,-132479.3195,-126387.4988,-126684.4278,-131718.5374,-131241.1198,-135830.8272,-132644.2445,323004452.8556,323016716.5663,322987530.8543,323015797.2529,-132428.0159,323005032.4504,4513.6727,3145.3029,-5062.7351,-2156.3324,-2174.2428,1389.0404,3316.0706,-2856.4029,1290.9486,-4455.9462,4989.1077,4004.4713,947.6349,-1970.4585,-3381.7915,-3119.1161,-5424.8026,4064.7399,-707.7091,-4507.8592,2781.0501,-1778.9491,-1157.9857,-3681.7084,4144.3734,5519.1576,4391.1045,209.8813,4607.6531,-1823.1803,-1729.1635,-5100.8968,5088.6595,4249.1749,2898.8390,-3510.0483,2994.2996,2622.2699,4642.1608,2061.5866,-2857.5634,-2012.4568,2368.6677,-4116.1908,336.8614,-3993.3624,0.0000,-1736.3209,-4372.7653,-5280.7264,5403.3448,-3123.4922,848.3134,2553.5622,5496.1071,4470.1328,997.3369,-4277.3210,-2356.8421,-4576.8332,1196.5110,2514.8153,0.0000,0.0000,4772.3635,3650.6162,4409.5349,-3975.9110,1474.3995,-5489.9785,-5756.3493,-4275.1902,-2573.3379,-4949.3225,4689.2121,5191.5666,-2368.6933,-1526.9931,4785.6542,324.0060,6429.5088,4599.2384,-5169.0637,5496.5476,3573.8363,-4571.4155,5316.0623,4640.6825,-4680.6293,5508.7540,5507.8279,-5134.8730,2067.7541,5138.6134,-2190.8488,-4134.5466,-2801.6777,3038.4346,3784.6850,1640.7179,-169387.8635,-173957.8827,-171205.3182,-169535.5339,-166611.2879,-175927.8528,-180535.9893,-170755.0461,-7601725.5497,-7631073.3424,-7627529.2515,-7605336.9934,-172254.5433,-7613458.7699,
600.000,-656.9856,4378.8028,3381.1863,-3106.1278,4286.7993,-6659.7113,3605.9258,3038.5130,6374.2509,5160.5484,-265.0920,660.0054,6440.1530,5613.4489,-2844.9869,-4043.2945,1451.3668,-3115.8486,2436.0175,-3944.0995,-2450.7245,1621.8556,-5503.7355,-4063.1863,6051.2158,-296.5498,-5023.9977,3936.3210,4318.9951,118.9197,3186.2625,5113.7745,3409.5712,1625.9594,-6215.9644,2999.2695,370.4949,531.5435,-4440.7239,4419.7623,-4273.5991,2931.1109,-5513.6805,-5871.6296,2921.2840,2965.6121,0.0000,5340.9766,-3184.5157,-4893.9029,701.9525,4315.8934,-4336.1468,5490.6057,-131.9800,-3512.7596,-6647.7593,6017.2125,-1975.1922,-3979.9287,3908.2121,-4803.2300,0.0000,0.0000,-5374.8386,2074.7221,4106.8376,-1919.7350,-3809.3114,-4210.8806,5280.4431,3681.2551,5334.9543,2567.6136,3073.3648,-4707.8890,4247.3493,-3409.6169,-1100.5960,625.0213,340.3472,5067.6257,4612.0812,2057.0239,-3391.8624,-5007.7884,569.4120,416.4437,-1935.8424,851.2434,4107.6986,122.5333,-5751.4779,4102.3616,5029.5496,4584.2626,5361.4832,-5607.8398,3000.7563,-1271.7261,-323821.9984,-332705.8582,-326570.3169,-327049.8890,-334130.3503,-332101.1996,-325780.8278,-327670.7682,-158511566.4010,-158527583.1115,-158537341.2040,-158528334.2809,-327062.4826,-158528225.4248,4267.6233,-2921.5136,4439.2807,6144.0901,5184.0822,-868.0409,5620.8264,-4444.7047,354.3910,-2683.8532,-5684.0985,4695.1245,-514.1695,4021.7231,4253.5516,5402.3088,-4789.7295,-3567.3885,-6104.2519,4518.8026,-4888.6995,-6702.1680,2956.0152,-5007.8331,-1312.2147,4477.9553,-227.6571,5341.6297,-2676.8705,-6926.0905,5120.9807,-1198.9166,-2368.4958,5953.0374,-2739.1133,4099.4631,-6582.6612,5412.5941,-2780.1397,5298.3946,5253.4943,-5052.0940,4106.3527,-2282.0959,5981.1618,-5449.9080,0.0000,-2652.0422,-3834.3767,-1542.5692,4658.3394,-3077.2064,-5272.9783,-1204.0356,4399.1422,-2686.7810,1405.8432,-501.1614,-5623.6255,-1877.4511,5094.6916,2246.8850,0.0000,0.0000,-2388.3037,-6225.9165,-2821.5540,4822.7721,-5038.8503,-2099.3028,-820.8007,-3392.8951,1252.5029,-5041.1385,-2922.1991,-2388.9551,3705.5356,-5091.0877,-5782.6300,-6796.3949,-882.9079,-1892.7041,-2692.8134,3845.2323,3522.7014,-876.4434,5862.7291,4248.6435,-5114.0327,4519.1947,1382.6735,5504.4957,-319.7782,-628.6578,4279.4275,4325.2704,-1143.7692,3798.2961,-5780.0786,6003.6203,-121233.8447,-139308.1266,-133336.5972,-133701.1615,-138656.1065,-138208.0764,-142702.9081,-139465.0885,319620214.5389,319632804.2654,319603288.1585,319631418.5516,-139351.9718,319620851.2943,5269.8675,4443.5584,-4068.3662,-387.1270,-389.6861,-166.1541,1701.5785,-4232.8374,2688.7538,-3721.7850,3948.9172,5024.4361,2393.4075,-478.0252,-4610.6548,-1469.7388,-4773.2460,5066.7487,-2178.3582,-3240.2465,4178.9139,16.6617,-2848.0670,-2529.0959,2743.8474,5232.9021,4684.2380,-1602.2162,4526.3517,-318.9089,-3058.9222,-4218.8902,5512.0190,2882.4161,1214.7843,-4706.2737,1650.9120,4053.2440,4351.5071,290.2930,-1490.2073,-3573.7926,619.8674,-2698.9443,-1481.1468,-2972.4753,0.0000,-3343.8226,-4645.0046,-4523.8844,4906.8805,-4434.5245,-967.4827,4005.3797,5302.8449,5268.1150,-828.6249,-3400.6923,-3552.7376,-5340.6165,2607.4792,4440.5327,0.0000,0.0000,3611.1144,2106.7604,4642.5474,-4585.6912,2844.1826,-5026.9168,-4458.7661,-4643.3482,-4017.2890,-3901.5680,5350.8050,4339.1243,-3859.0085,-3168.4587,3635.1438,-1214.8250,6862.0675,4134.3812,-4286.1724,5354.8067,4733.7974,-4716.4211,3632.3850,5332.0529,-4239.0882,5144.4604,5382.5758,-4187.2815,3616.1359,5504.5425,-399.0421,-2727.9205,-4191.3076,1376.6743,2273.3712,2985.0730,-169389.2021,-173889.4790,-171095.0861,-169691.1619,-166519.5993,-175658.4444,-180617.5382,-170515.8845,-7594801.0230,-7623818.2807,-7620896.3402,-7598272.1440,-172236.1906,-7606610.0044,
