sl_100_86400_20281112 Coordinates.csv
2028/11/12 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:05 2024,
Start: 2028/11/12 07:47:00.00, Stop: 2028/11/13 07:47:00.00,
TIME_UNITS,STARLINK-31104 - X-Coordinate,STARLINK-11272 [DTC] - X-Coordinate,STARLINK-5282 - X-Coordinate,STARLINK-1305 - X-Coordinate,STARLINK-5598 - X-Coordinate,STARLINK-1010 - X-Coordinate,STARLINK-31836 - X-Coordinate,STARLINK-4084 - X-Coordinate,STARLINK-31520 - X-Coordinate,STARLINK-4792 - X-Coordinate,STARLINK-3328 - X-Coordinate,STARLINK-4492 - X-Coordinate,STARLINK-30534 - X-Coordinate,STARLINK-30181 - X-Coordinate,STARLINK-11082 [DTC] - X-Coordinate,STARLINK-3518 - X-Coordinate,STARLINK-31901 - X-Coordinate,STARLINK-5645 - X-Coordinate,STARLINK-5124 - X-Coordinate,STARLINK-30382 - X-Coordinate,STARLINK-31589 - X-Coordinate,STARLINK-3773 - X-Coordinate,STARLINK-6247 - X-Coordinate,STARLINK-5715 - X-Coordinate,STARLINK-31861 - X-Coordinate,STARLINK-31701 - X-Coordinate,STARLINK-30067 - X-Coordinate,STARLINK-31804 - X-Coordinate,STARLINK-30759 - X-Coordinate,STARLINK-31052 - X-Coordinate,STARLINK-30823 - X-Coordinate,STARLINK-3193 - X-Coordinate,STARLINK-11133 [DTC] - X-Coordinate,STARLINK-30070 - X-Coordinate,STARLINK-31504 - X-Coordinate,STARLINK-4723 - X-Coordinate,STARLINK-6227 - X-Coordinate,STARLINK-30596 - X-Coordinate,STARLINK-5734 - X-Coordinate,STARLINK-30761 - X-Coordinate,STARLINK-2131 - X-Coordinate,STARLINK-5985 - X-Coordinate,STARLINK-31910 - X-Coordinate,STARLINK-30808 - X-Coordinate,STARLINK-3235 - X-Coordinate,STARLINK-6367 - X-Coordinate,STARLINK-31769 - X-Coordinate,STARLINK-4608 - X-Coordinate,STARLINK-3752 - X-Coordinate,STARLINK-30833 - X-Coordinate,STARLINK-4314 - X-Coordinate,STARLINK-30798 - X-Coordinate,STARLINK-1480 - X-Coordinate,STARLINK-31822 - X-Coordinate,STARLINK-2330 - X-Coordinate,STARLINK-4133 - X-Coordinate,STARLINK-30225 - X-Coordinate,STARLINK-5849 - X-Coordinate,STARLINK-6374 - X-Coordinate,STARLINK-5667 - X-Coordinate,STARLINK-4148 - X-Coordinate,STARLINK-31897 - X-Coordinate,STARLINK-4080 - X-Coordinate,STARLINK-4187 - X-Coordinate,STARLINK-4028 - X-Coordinate,STARLINK-1327 - X-Coordinate,STARLINK-2260 - X-Coordinate,STARLINK-31825 - X-Coordinate,STARLINK-1481 - X-Coordinate,STARLINK-5772 - X-Coordinate,STARLINK-6251 - X-Coordinate,STARLINK-1451 - X-Coordinate,STARLINK-5631 - X-Coordinate,STARLINK-31802 - X-Coordinate,STARLINK-1407 - X-Coordinate,STARLINK-31965 - X-Coordinate,STARLINK-6304 - X-Coordinate,STARLINK-11139 [DTC] - X-Coordinate,STARLINK-3257 - X-Coordinate,STARLINK-3982 - X-Coordinate,STARLINK-2387 - X-Coordinate,STARLINK-5502 - X-Coordinate,STARLINK-31432 - X-Coordinate,STARLINK-1061 - X-Coordinate,STARLINK-2275 - X-Coordinate,STARLINK-30354 - X-Coordinate,STARLINK-31829 - X-Coordinate,STARLINK-31523 - X-Coordinate,STARLINK-6152 - X-Coordinate,STARLINK-5468 - X-Coordinate,STARLINK-4727 - X-Coordinate,STARLINK-3885 - X-Coordinate,STARLINK-1965 - X-Coordinate,STARLINK-30423 - X-Coordinate,STARLINK-4109 - X-Coordinate,STARLINK-5067 - X-Coordinate,STARLINK-5443 - X-Coordinate,STARLINK-1775 - X-Coordinate,STARLINK-1686 - X-Coordinate,STARLINK-5411 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31104 - Y-Coordinate,STARLINK-11272 [DTC] - Y-Coordinate,STARLINK-5282 - Y-Coordinate,STARLINK-1305 - Y-Coordinate,STARLINK-5598 - Y-Coordinate,STARLINK-1010 - Y-Coordinate,STARLINK-31836 - Y-Coordinate,STARLINK-4084 - Y-Coordinate,STARLINK-31520 - Y-Coordinate,STARLINK-4792 - Y-Coordinate,STARLINK-3328 - Y-Coordinate,STARLINK-4492 - Y-Coordinate,STARLINK-30534 - Y-Coordinate,STARLINK-30181 - Y-Coordinate,STARLINK-11082 [DTC] - Y-Coordinate,STARLINK-3518 - Y-Coordinate,STARLINK-31901 - Y-Coordinate,STARLINK-5645 - Y-Coordinate,STARLINK-5124 - Y-Coordinate,STARLINK-30382 - Y-Coordinate,STARLINK-31589 - Y-Coordinate,STARLINK-3773 - Y-Coordinate,STARLINK-6247 - Y-Coordinate,STARLINK-5715 - Y-Coordinate,STARLINK-31861 - Y-Coordinate,STARLINK-31701 - Y-Coordinate,STARLINK-30067 - Y-Coordinate,STARLINK-31804 - Y-Coordinate,STARLINK-30759 - Y-Coordinate,STARLINK-31052 - Y-Coordinate,STARLINK-30823 - Y-Coordinate,STARLINK-3193 - Y-Coordinate,STARLINK-11133 [DTC] - Y-Coordinate,STARLINK-30070 - Y-Coordinate,STARLINK-31504 - Y-Coordinate,STARLINK-4723 - Y-Coordinate,STARLINK-6227 - Y-Coordinate,STARLINK-30596 - Y-Coordinate,STARLINK-5734 - Y-Coordinate,STARLINK-30761 - Y-Coordinate,STARLINK-2131 - Y-Coordinate,STARLINK-5985 - Y-Coordinate,STARLINK-31910 - Y-Coordinate,STARLINK-30808 - Y-Coordinate,STARLINK-3235 - Y-Coordinate,STARLINK-6367 - Y-Coordinate,STARLINK-31769 - Y-Coordinate,STARLINK-4608 - Y-Coordinate,STARLINK-3752 - Y-Coordinate,STARLINK-30833 - Y-Coordinate,STARLINK-4314 - Y-Coordinate,STARLINK-30798 - Y-Coordinate,STARLINK-1480 - Y-Coordinate,STARLINK-31822 - Y-Coordinate,STARLINK-2330 - Y-Coordinate,STARLINK-4133 - Y-Coordinate,STARLINK-30225 - Y-Coordinate,STARLINK-5849 - Y-Coordinate,STARLINK-6374 - Y-Coordinate,STARLINK-5667 - Y-Coordinate,STARLINK-4148 - Y-Coordinate,STARLINK-31897 - Y-Coordinate,STARLINK-4080 - Y-Coordinate,STARLINK-4187 - Y-Coordinate,STARLINK-4028 - Y-Coordinate,STARLINK-1327 - Y-Coordinate,STARLINK-2260 - Y-Coordinate,STARLINK-31825 - Y-Coordinate,STARLINK-1481 - Y-Coordinate,STARLINK-5772 - Y-Coordinate,STARLINK-6251 - Y-Coordinate,STARLINK-1451 - Y-Coordinate,STARLINK-5631 - Y-Coordinate,STARLINK-31802 - Y-Coordinate,STARLINK-1407 - Y-Coordinate,STARLINK-31965 - Y-Coordinate,STARLINK-6304 - Y-Coordinate,STARLINK-11139 [DTC] - Y-Coordinate,STARLINK-3257 - Y-Coordinate,STARLINK-3982 - Y-Coordinate,STARLINK-2387 - Y-Coordinate,STARLINK-5502 - Y-Coordinate,STARLINK-31432 - Y-Coordinate,STARLINK-1061 - Y-Coordinate,STARLINK-2275 - Y-Coordinate,STARLINK-30354 - Y-Coordinate,STARLINK-31829 - Y-Coordinate,STARLINK-31523 - Y-Coordinate,STARLINK-6152 - Y-Coordinate,STARLINK-5468 - Y-Coordinate,STARLINK-4727 - Y-Coordinate,STARLINK-3885 - Y-Coordinate,STARLINK-1965 - Y-Coordinate,STARLINK-30423 - Y-Coordinate,STARLINK-4109 - Y-Coordinate,STARLINK-5067 - Y-Coordinate,STARLINK-5443 - Y-Coordinate,STARLINK-1775 - Y-Coordinate,STARLINK-1686 - Y-Coordinate,STARLINK-5411 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31104 - Z-Coordinate,STARLINK-11272 [DTC] - Z-Coordinate,STARLINK-5282 - Z-Coordinate,STARLINK-1305 - Z-Coordinate,STARLINK-5598 - Z-Coordinate,STARLINK-1010 - Z-Coordinate,STARLINK-31836 - Z-Coordinate,STARLINK-4084 - Z-Coordinate,STARLINK-31520 - Z-Coordinate,STARLINK-4792 - Z-Coordinate,STARLINK-3328 - Z-Coordinate,STARLINK-4492 - Z-Coordinate,STARLINK-30534 - Z-Coordinate,STARLINK-30181 - Z-Coordinate,STARLINK-11082 [DTC] - Z-Coordinate,STARLINK-3518 - Z-Coordinate,STARLINK-31901 - Z-Coordinate,STARLINK-5645 - Z-Coordinate,STARLINK-5124 - Z-Coordinate,STARLINK-30382 - Z-Coordinate,STARLINK-31589 - Z-Coordinate,STARLINK-3773 - Z-Coordinate,STARLINK-6247 - Z-Coordinate,STARLINK-5715 - Z-Coordinate,STARLINK-31861 - Z-Coordinate,STARLINK-31701 - Z-Coordinate,STARLINK-30067 - Z-Coordinate,STARLINK-31804 - Z-Coordinate,STARLINK-30759 - Z-Coordinate,STARLINK-31052 - Z-Coordinate,STARLINK-30823 - Z-Coordinate,STARLINK-3193 - Z-Coordinate,STARLINK-11133 [DTC] - Z-Coordinate,STARLINK-30070 - Z-Coordinate,STARLINK-31504 - Z-Coordinate,STARLINK-4723 - Z-Coordinate,STARLINK-6227 - Z-Coordinate,STARLINK-30596 - Z-Coordinate,STARLINK-5734 - Z-Coordinate,STARLINK-30761 - Z-Coordinate,STARLINK-2131 - Z-Coordinate,STARLINK-5985 - Z-Coordinate,STARLINK-31910 - Z-Coordinate,STARLINK-30808 - Z-Coordinate,STARLINK-3235 - Z-Coordinate,STARLINK-6367 - Z-Coordinate,STARLINK-31769 - Z-Coordinate,STARLINK-4608 - Z-Coordinate,STARLINK-3752 - Z-Coordinate,STARLINK-30833 - Z-Coordinate,STARLINK-4314 - Z-Coordinate,STARLINK-30798 - Z-Coordinate,STARLINK-1480 - Z-Coordinate,STARLINK-31822 - Z-Coordinate,STARLINK-2330 - Z-Coordinate,STARLINK-4133 - Z-Coordinate,STARLINK-30225 - Z-Coordinate,STARLINK-5849 - Z-Coordinate,STARLINK-6374 - Z-Coordinate,STARLINK-5667 - Z-Coordinate,STARLINK-4148 - Z-Coordinate,STARLINK-31897 - Z-Coordinate,STARLINK-4080 - Z-Coordinate,STARLINK-4187 - Z-Coordinate,STARLINK-4028 - Z-Coordinate,STARLINK-1327 - Z-Coordinate,STARLINK-2260 - Z-Coordinate,STARLINK-31825 - Z-Coordinate,STARLINK-1481 - Z-Coordinate,STARLINK-5772 - Z-Coordinate,STARLINK-6251 - Z-Coordinate,STARLINK-1451 - Z-Coordinate,STARLINK-5631 - Z-Coordinate,STARLINK-31802 - Z-Coordinate,STARLINK-1407 - Z-Coordinate,STARLINK-31965 - Z-Coordinate,STARLINK-6304 - Z-Coordinate,STARLINK-11139 [DTC] - Z-Coordinate,STARLINK-3257 - Z-Coordinate,STARLINK-3982 - Z-Coordinate,STARLINK-2387 - Z-Coordinate,STARLINK-5502 - Z-Coordinate,STARLINK-31432 - Z-Coordinate,STARLINK-1061 - Z-Coordinate,STARLINK-2275 - Z-Coordinate,STARLINK-30354 - Z-Coordinate,STARLINK-31829 - Z-Coordinate,STARLINK-31523 - Z-Coordinate,STARLINK-6152 - Z-Coordinate,STARLINK-5468 - Z-Coordinate,STARLINK-4727 - Z-Coordinate,STARLINK-3885 - Z-Coordinate,STARLINK-1965 - Z-Coordinate,STARLINK-30423 - Z-Coordinate,STARLINK-4109 - Z-Coordinate,STARLINK-5067 - Z-Coordinate,STARLINK-5443 - Z-Coordinate,STARLINK-1775 - Z-Coordinate,STARLINK-1686 - Z-Coordinate,STARLINK-5411 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1893.5198,-223.8057,-4112.5517,3646.8785,4245.1980,4314.4616,-4121.8268,-2761.2985,1339.6585,-4368.9217,-1875.3510,-3458.4252,-2202.8720,3853.9901,-4602.5005,-2339.6278,0.0000,-3152.7455,4870.4860,-3836.9283,3929.8505,0.0000,1425.0068,5765.7102,-4455.5527,0.0000,441.7778,3732.2075,-5818.1540,1053.9357,5629.6168,-8.3265,-1697.2221,5846.3166,3786.5916,-1034.0064,4298.1394,-4152.9046,-3766.5867,3935.9843,-5046.1761,6323.7761,-2304.2320,6890.2289,6681.3372,-72.7994,-5790.9009,6250.1328,248.1343,4304.1668,-3264.1555,3620.4415,18.8936,-4044.3204,3656.3927,-306.2007,5851.5176,5725.1917,6427.4176,-6459.9376,4406.0612,-5661.3152,-5052.4366,3599.8107,-670.9642,6133.8222,896.4903,2509.4771,-2697.3334,1945.6451,-3662.6733,-850.0198,5540.0243,-2226.2535,484.5729,-5865.3425,-1320.0564,-5047.9120,-1375.8242,5232.3166,-2398.9555,3497.2409,0.0000,4363.7939,4678.4202,-1513.8235,5221.7847,-5056.4980,441.8874,-3874.4110,1090.4857,-5728.9980,6773.7443,-4041.2123,-3970.6843,-1650.0865,-4436.2586,-1577.3838,4475.1759,-5707.8507,-353603.8723,-375627.8534,-361799.1669,-360772.6812,-360563.6792,-361749.0858,-368942.7492,-365672.0792,-249744953.4262,-249769120.0312,-249746961.4107,-249738535.3305,-365438.9383,-249739625.9415,-5730.0613,-4140.1228,1846.0177,2473.2619,4747.8187,-819.0635,3691.1789,-3333.3504,-4040.1909,-1058.5866,5808.2424,4553.8428,-5718.6612,-3472.9147,824.5969,-3878.7243,0.0000,-5570.0253,681.4254,-5498.3474,4238.7924,0.0000,4875.1271,-3074.8682,-2406.8437,0.0000,-5057.4630,-5440.5556,1577.4798,-6535.8672,3782.4651,4415.3295,-6514.7213,2154.0731,-3742.2269,4005.8043,-3980.4524,-5453.4812,5805.1306,-5663.5557,3555.1290,-2825.4088,-5904.3477,523.6428,1766.1164,6300.0363,-2294.7887,2377.8205,4333.5949,-4681.3267,-2668.0148,-3748.4066,-4921.1029,3033.3487,1933.8037,5618.7704,-154.1210,3871.0498,-1085.5712,-2416.0110,-2484.9756,-3723.7139,-1989.7885,-4108.0577,6851.0126,376.1042,5530.6724,4318.6456,-5744.9874,-5352.9646,-3859.8385,-4352.0150,-1558.6043,5982.0120,6285.9973,1903.3905,3216.9647,-4259.7715,4237.4833,-4338.4667,-3976.8435,-5845.2114,0.0000,2877.4483,645.6334,6727.7300,-2886.3135,-2062.3774,-5815.6068,-5400.5971,-4059.1103,350.4945,485.8210,1298.9234,-4956.6781,-1836.0512,-5192.5945,5143.7030,-1787.5850,3257.2666,2454.1875,33375.3531,11951.8589,13382.0253,21947.5461,20296.2517,17652.2668,15314.8554,-25311358.2583,-25257885.4573,-25270045.1186,-25287975.5402,16656.3975,-25294367.1496,-3166.8585,5305.7818,-5222.7371,-5279.8577,2750.0820,-5319.9570,3991.2752,5365.1395,-5329.1256,5124.8968,3224.3162,-3867.8145,-3240.0278,4579.9742,4796.6799,-5222.7894,0.0000,-2660.3991,-4856.6155,-1787.7145,3650.0075,0.0000,4721.4904,-2283.6686,-4584.3372,0.0000,4714.7614,-1728.1129,3349.2630,-2046.3406,1275.4992,-5287.7505,-51.2766,2970.9088,4223.2436,5493.8041,-3703.9052,111.3031,278.3181,-774.6733,2998.4035,-501.1776,-2545.5385,417.5542,174.2774,-2873.9072,2770.7149,1768.3201,-5353.9230,2583.4327,5496.4727,-4457.9413,-4846.0988,-4603.3917,-5478.9077,4005.6731,3681.8725,403.1557,2374.6739,554.9346,-4689.4945,626.8850,-4263.8417,4160.0194,-696.2177,3114.5163,-3988.6736,4652.3863,2624.6176,-3951.0052,-4463.9276,-5145.5636,3803.7705,2398.9542,2719.3058,-2937.0602,-6025.0610,1374.8275,5294.6922,-1315.5320,-5138.3140,1346.0823,0.0000,-4490.6953,4899.3660,-631.0563,3425.9040,4167.5302,3689.2173,1863.2484,-5493.7525,-3855.0742,678.9013,5408.9318,2706.3979,-6493.3099,-1026.1780,4253.2665,-4794.6377,2177.5939,-5416.3759,-9405.3724,-7189.9412,-6619.9500,-3045.9499,-11892.9379,-17131.8172,-9932.7088,40353522.2543,40343184.4887,40338448.1729,40347625.5265,-8722.4090,40343507.2304,
3600.000,4534.4706,4575.8617,3790.9027,-6462.9644,-4464.7889,-4607.6843,-517.2740,5134.0191,3450.7999,3341.8811,364.7388,-711.6674,4673.4120,-375.4861,892.7245,4854.7546,0.0000,3336.7316,-2998.9508,4825.0461,-6399.8442,0.0000,-5003.4726,-4536.5406,6334.2737,0.0000,3488.1121,139.6759,2733.7437,1964.9649,-5456.2212,-4205.8327,3309.6238,-4795.3575,-1416.8055,-2875.1886,-424.1139,4589.6933,1250.3795,-1087.5492,4215.5518,-4259.6163,4723.4197,-5529.4319,-5703.0761,-2350.5192,4629.9259,-6370.1565,-3907.0812,-479.2559,-1398.4024,-1105.1825,2731.2118,1509.7162,-5326.3685,-1669.3811,-3644.6024,-4237.5364,-3869.7129,6228.5018,-4212.9361,5933.4730,3633.2010,-2576.8240,-1267.8753,-3409.0181,-3602.5691,-5528.2912,3781.2493,608.0181,6372.4778,4896.7098,-2527.8340,-1750.7424,-2848.9526,4990.9399,-3031.2315,5440.8040,-2953.1795,-2342.6856,5646.5112,-2937.4717,0.0000,-4008.4471,-2741.4382,-879.6839,-4833.6178,6867.7464,2329.9275,4896.9410,3167.4643,2684.9469,-5489.7370,1662.1417,4146.8140,4459.0066,4496.6612,-370.6157,-374.7916,2470.6162,-342168.4429,-371677.0436,-355698.4956,-355397.4161,-352993.8769,-355209.8910,-360642.3842,-357893.4900,-234614105.2439,-234646856.9071,-234622524.8007,-234614312.4924,-357843.9256,-234608715.0100,2092.7603,4410.2219,-5326.9013,-83.3166,-4824.2260,4470.0094,-4137.7757,-404.9582,4077.1307,-3674.5380,-6811.5667,-4070.9780,5112.5489,5648.0763,-4791.9795,234.2860,0.0000,5556.8432,3330.9533,2375.0325,-2420.6044,0.0000,-3645.7245,5027.7487,-1209.1479,0.0000,4864.7573,5158.7818,-4253.4193,4896.6484,-523.2970,-2757.6810,3833.7224,1627.3386,6566.0341,-5256.7900,5085.1147,3017.8493,-6008.6442,5652.9416,-5207.7298,2367.6052,4710.8431,1933.7777,175.6089,-6470.8649,-1874.0151,-806.2559,-5046.5703,4273.7522,-83.2970,6519.3026,6195.6336,-6238.9750,2127.8250,-6707.7441,3575.1685,-2277.5756,3492.6277,-39.1741,5365.1131,778.1855,-2100.1092,6369.7509,-5134.7332,2478.1735,-2075.9635,-3946.8489,2052.8652,6847.2615,1885.4285,1431.3944,4471.2756,-4715.3946,-3182.5960,-4556.5718,-1542.3550,1930.2648,-3963.7283,4406.7160,3434.1370,5200.9703,0.0000,1578.0494,3873.7713,-6203.3869,4816.4296,362.7630,6490.5665,4152.8932,4409.1002,-3147.8833,1466.2028,-5059.5278,1267.2870,-1702.0324,2367.0053,-6850.6685,4650.9552,-4619.7635,-85364.0319,-61066.2203,-80605.2546,-78269.9384,-69634.1357,-72520.8163,-73938.0103,-74144.6279,-89149928.5419,-89105753.3967,-89114303.8501,-89129967.5009,-75308.9666,-89133920.7649,4623.8207,-2253.7729,2184.6823,2331.8586,2225.6005,2511.0646,-5412.0322,-4596.7170,4223.6982,-4685.0177,1076.2082,5517.6837,-233.4102,-3996.0180,-4610.8870,4903.5395,0.0000,-2450.6481,5248.9578,4373.8360,-102.9072,0.0000,-3141.7296,-1432.2473,2230.5478,0.0000,-3504.5478,4446.8356,-4701.2000,4480.0828,-4201.0313,4693.9241,-4442.6233,-4701.3437,-1076.5579,-3396.9746,4677.5517,4086.9190,3199.9803,3865.7607,1489.9832,4936.1533,-1452.8023,-3695.9467,3895.9236,-736.2850,-4650.6711,2571.1177,2585.5160,-5360.8523,-6796.4464,1797.4404,1343.1350,2330.1847,3757.3233,23.4121,-4675.7939,-4984.5657,-4586.5622,3005.5702,991.3152,3235.1325,5470.1898,-49.2816,4452.0939,-5459.9508,5465.2336,-747.8664,-5362.2243,867.0153,2005.4922,4470.0967,-4618.0926,-4614.4143,-5384.9402,-981.1470,6049.5158,3482.8723,-4857.4442,4789.2423,2057.1068,3535.4606,0.0000,5365.0564,-4891.1874,-2953.6534,903.5896,-81.2049,-379.4487,2532.7775,4273.0779,5527.6750,3772.1487,-4371.1468,-5379.0773,5025.8573,4667.6453,-179.6958,4929.3332,-4534.8093,-7227.2369,-11306.6812,-8110.5572,-10594.0883,-4177.7336,-10056.8023,-19543.8080,-9038.1441,40311055.6089,40296789.2961,40291051.0188,40296139.4360,-10363.4532,40299563.1321,
7200.000,-6017.9732,-5616.5918,-2354.2637,6312.8282,3040.5270,3452.5833,4688.9533,-6160.3914,-6002.8280,-2010.9345,1659.0796,4770.1542,-5385.3488,-2539.1401,2110.8015,-6280.4630,0.0000,-2530.5191,1308.7183,-5138.7379,5834.3260,0.0000,6683.8271,1331.9812,-5463.6533,0.0000,-5872.0819,-4462.1366,740.8267,-5075.9043,4008.0799,6698.5680,-4277.1490,2921.2468,-1405.2079,4796.6366,-3288.8652,-3918.2561,2341.3289,-2715.8500,-960.8086,-211.2110,-5155.9754,2396.9303,2753.2737,4022.2767,-2347.7115,4004.7400,5247.2652,-4001.7921,3349.7990,-1405.3972,-3862.8644,1087.2973,5268.4443,2921.7893,1007.3480,1842.1344,428.8058,-3963.1329,2330.3238,-3804.2329,-2171.6696,278.1392,3891.4429,196.9860,5913.9686,5483.3519,-4669.8802,-2687.6382,-6742.1278,-6716.9166,-670.8951,5509.5911,5274.3932,-1542.0431,6346.8933,-3248.4748,5852.5437,-1987.3811,-6222.8551,-53.3157,0.0000,3444.7198,811.6097,3620.2704,1939.6746,-5321.3253,-4088.7845,-4356.4461,-5594.4692,424.8294,1551.9595,249.1982,-4073.8926,-6191.7766,-3883.6216,2100.3836,-2828.9720,1590.3980,-309512.2746,-344256.3769,-327019.1228,-329447.3074,-322847.9946,-327422.3117,-329851.1414,-327307.3682,-203462354.5083,-203500666.6093,-203474109.7117,-203460161.3673,-327480.6221,-203456413.1401,1913.4792,-2499.4130,6074.5026,-1616.0878,1953.6525,-5650.8284,4090.7868,2989.8102,-3229.3925,6479.0116,4772.8303,3421.8725,-2525.8637,-6374.3772,6363.3586,2464.3473,0.0000,-2284.4379,-6372.7934,1698.9629,-539.0851,0.0000,1842.7788,-5298.7103,3689.2642,0.0000,-3685.5268,-3468.6021,6166.8883,-2187.7745,-3478.1522,1244.3409,1355.4424,-5241.0671,-5978.3809,4840.6933,-5418.8750,1472.2428,4496.2969,-4375.3315,4640.5798,-2422.1221,-1019.0759,-4502.0495,-3099.6034,4084.6154,5646.1632,-1853.6455,4051.8756,-3379.2306,4561.2224,-6363.4722,-4868.2243,6541.1854,-4358.8379,4773.6443,-6268.3955,-1631.8836,-5617.4005,3169.0435,-5563.9896,3259.2679,5732.7368,-5496.4374,1726.8926,-5441.7225,-1309.9444,1650.2695,2405.2348,-5769.9805,255.4013,951.0792,-6416.6778,2219.3494,-649.9463,5190.2919,1141.1429,2471.3076,3415.8978,-3955.5100,-2002.7232,-2739.2443,0.0000,-5313.9627,-6666.9541,3561.3336,-4687.2568,1514.6240,-4562.8675,-575.3695,-4045.3096,5804.2704,-3830.8618,6868.6693,3133.1533,3077.0723,2009.9039,5137.7369,-6059.7864,5352.5130,-167283.7566,-151521.2638,-168057.0216,-163212.3601,-156426.1756,-163830.5998,-160358.9687,-163310.2193,-146875753.2223,-146842767.2324,-146847664.5398,-146864859.5830,-162408.8969,-146860501.5291,-2562.1790,-2774.9285,2254.2849,2178.9465,-5934.2055,1913.0566,2800.1988,842.7160,56.9912,729.3151,-4712.1794,-3633.0169,3547.3497,939.9266,159.7437,-1503.1747,0.0000,6017.8966,-2331.9950,-4343.7649,-3535.6963,0.0000,-331.4350,4238.2161,1767.2143,0.0000,158.1532,-3822.1631,2997.5672,-4180.2765,4405.0308,-1003.3717,5010.4889,3411.0924,-2929.1079,-982.7729,-2800.3212,-5435.9839,-4723.0752,-4655.3473,-4972.7094,-6511.7834,4346.4675,4672.8158,-5536.1776,3872.3647,3011.0129,-5333.0534,1867.1630,4432.5576,3996.3204,2116.2552,2997.8865,1640.2037,557.1839,-4060.0293,2745.7705,6457.3783,4045.6980,-4709.2014,3331.7854,-4614.4448,-3175.8537,-4118.5694,-5457.6425,4219.5571,-3256.2882,-3735.6008,4420.6362,2729.6631,1630.0360,-262.5057,2448.3060,3345.5703,4344.3538,4148.7210,-2604.3633,-5377.8096,1426.1607,-5326.4546,2269.8921,-6389.4672,0.0000,-2712.8237,1131.5665,4698.1701,-4661.6435,-4087.3334,-3192.9492,-5330.1892,-388.9399,-3733.5883,-5435.7020,396.9221,4604.6062,-620.6840,-5348.7681,-4043.1260,-1204.7727,4089.5522,-9066.7059,-13199.3504,-9633.9274,-13425.4387,-5741.9980,-9879.6334,-21311.4772,-13584.0304,40267858.8467,40250422.5675,40243955.5923,40247819.3550,-12003.4810,40255633.1946,
