sl_100_86400_20280223 Coordinates.csv
2028/02/23 07:47:00.0000 UTC

Generated: Tue Oct  8 21:44:45 2024,
Start: 2028/02/23 07:47:00.00, Stop: 2028/02/24 07:47:00.00,
TIME_UNITS,STARLINK-30259 - X-Coordinate,STARLINK-30549 - X-Coordinate,STARLINK-5069 - X-Coordinate,STARLINK-2268 - X-Coordinate,STARLINK-30115 - X-Coordinate,STARLINK-2006 - X-Coordinate,STARLINK-3576 - X-Coordinate,STARLINK-5462 - X-Coordinate,STARLINK-6210 - X-Coordinate,STARLINK-30324 - X-Coordinate,STARLINK-30896 - X-Coordinate,STARLINK-5661 - X-Coordinate,STARLINK-3334 - X-Coordinate,STARLINK-1187 - X-Coordinate,STARLINK-1246 - X-Coordinate,STARLINK-4195 - X-Coordinate,STARLINK-1820 - X-Coordinate,STARLINK-31428 - X-Coordinate,STARLINK-31763 - X-Coordinate,STARLINK-31621 - X-Coordinate,STARLINK-31020 - X-Coordinate,STARLINK-31757 - X-Coordinate,STARLINK-3850 - X-Coordinate,STARLINK-1189 - X-Coordinate,STARLINK-30983 - X-Coordinate,STARLINK-1821 - X-Coordinate,STARLINK-31344 - X-Coordinate,STARLINK-5421 - X-Coordinate,STARLINK-5609 - X-Coordinate,STARLINK-1793 - X-Coordinate,STARLINK-30112 - X-Coordinate,STARLINK-31512 - X-Coordinate,STARLINK-31879 - X-Coordinate,STARLINK-4627 - X-Coordinate,STARLINK-3555 - X-Coordinate,STARLINK-31278 - X-Coordinate,STARLINK-31713 - X-Coordinate,STARLINK-5669 - X-Coordinate,STARLINK-31869 - X-Coordinate,STARLINK-4598 - X-Coordinate,STARLINK-4415 - X-Coordinate,STARLINK-31093 - X-Coordinate,STARLINK-5580 - X-Coordinate,STARLINK-5587 - X-Coordinate,STARLINK-32106 - X-Coordinate,STARLINK-2184 - X-Coordinate,STARLINK-3326 - X-Coordinate,STARLINK-6325 - X-Coordinate,STARLINK-4304 - X-Coordinate,STARLINK-30273 - X-Coordinate,STARLINK-2453 - X-Coordinate,STARLINK-30238 - X-Coordinate,STARLINK-1354 - X-Coordinate,STARLINK-1445 - X-Coordinate,STARLINK-1940 - X-Coordinate,STARLINK-3584 - X-Coordinate,STARLINK-5089 - X-Coordinate,STARLINK-6194 - X-Coordinate,STARLINK-3869 - X-Coordinate,STARLINK-2430 - X-Coordinate,STARLINK-2310 - X-Coordinate,STARLINK-2402 - X-Coordinate,STARLINK-30187 - X-Coordinate,STARLINK-5986 - X-Coordinate,STARLINK-31665 - X-Coordinate,STARLINK-1953 - X-Coordinate,STARLINK-30989 - X-Coordinate,STARLINK-31923 - X-Coordinate,STARLINK-1542 - X-Coordinate,STARLINK-30411 - X-Coordinate,STARLINK-3591 - X-Coordinate,STARLINK-4411 - X-Coordinate,STARLINK-11116 [DTC] - X-Coordinate,STARLINK-30427 - X-Coordinate,STARLINK-2059 - X-Coordinate,STARLINK-1963 - X-Coordinate,STARLINK-2227 - X-Coordinate,STARLINK-4577 - X-Coordinate,STARLINK-4162 - X-Coordinate,STARLINK-31097 - X-Coordinate,STARLINK-5504 - X-Coordinate,STARLINK-3517 - X-Coordinate,STARLINK-6104 - X-Coordinate,STARLINK-2526 - X-Coordinate,STARLINK-30383 - X-Coordinate,STARLINK-30561 - X-Coordinate,STARLINK-31329 - X-Coordinate,STARLINK-31655 - X-Coordinate,STARLINK-5638 - X-Coordinate,STARLINK-3347 - X-Coordinate,STARLINK-6315 - X-Coordinate,STARLINK-3746 - X-Coordinate,STARLINK-3352 - X-Coordinate,STARLINK-30716 - X-Coordinate,STARLINK-30407 - X-Coordinate,STARLINK-5134 - X-Coordinate,STARLINK-5959 - X-Coordinate,STARLINK-11246 [DTC] - X-Coordinate,STARLINK-6148 - X-Coordinate,STARLINK-6235 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30259 - Y-Coordinate,STARLINK-30549 - Y-Coordinate,STARLINK-5069 - Y-Coordinate,STARLINK-2268 - Y-Coordinate,STARLINK-30115 - Y-Coordinate,STARLINK-2006 - Y-Coordinate,STARLINK-3576 - Y-Coordinate,STARLINK-5462 - Y-Coordinate,STARLINK-6210 - Y-Coordinate,STARLINK-30324 - Y-Coordinate,STARLINK-30896 - Y-Coordinate,STARLINK-5661 - Y-Coordinate,STARLINK-3334 - Y-Coordinate,STARLINK-1187 - Y-Coordinate,STARLINK-1246 - Y-Coordinate,STARLINK-4195 - Y-Coordinate,STARLINK-1820 - Y-Coordinate,STARLINK-31428 - Y-Coordinate,STARLINK-31763 - Y-Coordinate,STARLINK-31621 - Y-Coordinate,STARLINK-31020 - Y-Coordinate,STARLINK-31757 - Y-Coordinate,STARLINK-3850 - Y-Coordinate,STARLINK-1189 - Y-Coordinate,STARLINK-30983 - Y-Coordinate,STARLINK-1821 - Y-Coordinate,STARLINK-31344 - Y-Coordinate,STARLINK-5421 - Y-Coordinate,STARLINK-5609 - Y-Coordinate,STARLINK-1793 - Y-Coordinate,STARLINK-30112 - Y-Coordinate,STARLINK-31512 - Y-Coordinate,STARLINK-31879 - Y-Coordinate,STARLINK-4627 - Y-Coordinate,STARLINK-3555 - Y-Coordinate,STARLINK-31278 - Y-Coordinate,STARLINK-31713 - Y-Coordinate,STARLINK-5669 - Y-Coordinate,STARLINK-31869 - Y-Coordinate,STARLINK-4598 - Y-Coordinate,STARLINK-4415 - Y-Coordinate,STARLINK-31093 - Y-Coordinate,STARLINK-5580 - Y-Coordinate,STARLINK-5587 - Y-Coordinate,STARLINK-32106 - Y-Coordinate,STARLINK-2184 - Y-Coordinate,STARLINK-3326 - Y-Coordinate,STARLINK-6325 - Y-Coordinate,STARLINK-4304 - Y-Coordinate,STARLINK-30273 - Y-Coordinate,STARLINK-2453 - Y-Coordinate,STARLINK-30238 - Y-Coordinate,STARLINK-1354 - Y-Coordinate,STARLINK-1445 - Y-Coordinate,STARLINK-1940 - Y-Coordinate,STARLINK-3584 - Y-Coordinate,STARLINK-5089 - Y-Coordinate,STARLINK-6194 - Y-Coordinate,STARLINK-3869 - Y-Coordinate,STARLINK-2430 - Y-Coordinate,STARLINK-2310 - Y-Coordinate,STARLINK-2402 - Y-Coordinate,STARLINK-30187 - Y-Coordinate,STARLINK-5986 - Y-Coordinate,STARLINK-31665 - Y-Coordinate,STARLINK-1953 - Y-Coordinate,STARLINK-30989 - Y-Coordinate,STARLINK-31923 - Y-Coordinate,STARLINK-1542 - Y-Coordinate,STARLINK-30411 - Y-Coordinate,STARLINK-3591 - Y-Coordinate,STARLINK-4411 - Y-Coordinate,STARLINK-11116 [DTC] - Y-Coordinate,STARLINK-30427 - Y-Coordinate,STARLINK-2059 - Y-Coordinate,STARLINK-1963 - Y-Coordinate,STARLINK-2227 - Y-Coordinate,STARLINK-4577 - Y-Coordinate,STARLINK-4162 - Y-Coordinate,STARLINK-31097 - Y-Coordinate,STARLINK-5504 - Y-Coordinate,STARLINK-3517 - Y-Coordinate,STARLINK-6104 - Y-Coordinate,STARLINK-2526 - Y-Coordinate,STARLINK-30383 - Y-Coordinate,STARLINK-30561 - Y-Coordinate,STARLINK-31329 - Y-Coordinate,STARLINK-31655 - Y-Coordinate,STARLINK-5638 - Y-Coordinate,STARLINK-3347 - Y-Coordinate,STARLINK-6315 - Y-Coordinate,STARLINK-3746 - Y-Coordinate,STARLINK-3352 - Y-Coordinate,STARLINK-30716 - Y-Coordinate,STARLINK-30407 - Y-Coordinate,STARLINK-5134 - Y-Coordinate,STARLINK-5959 - Y-Coordinate,STARLINK-11246 [DTC] - Y-Coordinate,STARLINK-6148 - Y-Coordinate,STARLINK-6235 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30259 - Z-Coordinate,STARLINK-30549 - Z-Coordinate,STARLINK-5069 - Z-Coordinate,STARLINK-2268 - Z-Coordinate,STARLINK-30115 - Z-Coordinate,STARLINK-2006 - Z-Coordinate,STARLINK-3576 - Z-Coordinate,STARLINK-5462 - Z-Coordinate,STARLINK-6210 - Z-Coordinate,STARLINK-30324 - Z-Coordinate,STARLINK-30896 - Z-Coordinate,STARLINK-5661 - Z-Coordinate,STARLINK-3334 - Z-Coordinate,STARLINK-1187 - Z-Coordinate,STARLINK-1246 - Z-Coordinate,STARLINK-4195 - Z-Coordinate,STARLINK-1820 - Z-Coordinate,STARLINK-31428 - Z-Coordinate,STARLINK-31763 - Z-Coordinate,STARLINK-31621 - Z-Coordinate,STARLINK-31020 - Z-Coordinate,STARLINK-31757 - Z-Coordinate,STARLINK-3850 - Z-Coordinate,STARLINK-1189 - Z-Coordinate,STARLINK-30983 - Z-Coordinate,STARLINK-1821 - Z-Coordinate,STARLINK-31344 - Z-Coordinate,STARLINK-5421 - Z-Coordinate,STARLINK-5609 - Z-Coordinate,STARLINK-1793 - Z-Coordinate,STARLINK-30112 - Z-Coordinate,STARLINK-31512 - Z-Coordinate,STARLINK-31879 - Z-Coordinate,STARLINK-4627 - Z-Coordinate,STARLINK-3555 - Z-Coordinate,STARLINK-31278 - Z-Coordinate,STARLINK-31713 - Z-Coordinate,STARLINK-5669 - Z-Coordinate,STARLINK-31869 - Z-Coordinate,STARLINK-4598 - Z-Coordinate,STARLINK-4415 - Z-Coordinate,STARLINK-31093 - Z-Coordinate,STARLINK-5580 - Z-Coordinate,STARLINK-5587 - Z-Coordinate,STARLINK-32106 - Z-Coordinate,STARLINK-2184 - Z-Coordinate,STARLINK-3326 - Z-Coordinate,STARLINK-6325 - Z-Coordinate,STARLINK-4304 - Z-Coordinate,STARLINK-30273 - Z-Coordinate,STARLINK-2453 - Z-Coordinate,STARLINK-30238 - Z-Coordinate,STARLINK-1354 - Z-Coordinate,STARLINK-1445 - Z-Coordinate,STARLINK-1940 - Z-Coordinate,STARLINK-3584 - Z-Coordinate,STARLINK-5089 - Z-Coordinate,STARLINK-6194 - Z-Coordinate,STARLINK-3869 - Z-Coordinate,STARLINK-2430 - Z-Coordinate,STARLINK-2310 - Z-Coordinate,STARLINK-2402 - Z-Coordinate,STARLINK-30187 - Z-Coordinate,STARLINK-5986 - Z-Coordinate,STARLINK-31665 - Z-Coordinate,STARLINK-1953 - Z-Coordinate,STARLINK-30989 - Z-Coordinate,STARLINK-31923 - Z-Coordinate,STARLINK-1542 - Z-Coordinate,STARLINK-30411 - Z-Coordinate,STARLINK-3591 - Z-Coordinate,STARLINK-4411 - Z-Coordinate,STARLINK-11116 [DTC] - Z-Coordinate,STARLINK-30427 - Z-Coordinate,STARLINK-2059 - Z-Coordinate,STARLINK-1963 - Z-Coordinate,STARLINK-2227 - Z-Coordinate,STARLINK-4577 - Z-Coordinate,STARLINK-4162 - Z-Coordinate,STARLINK-31097 - Z-Coordinate,STARLINK-5504 - Z-Coordinate,STARLINK-3517 - Z-Coordinate,STARLINK-6104 - Z-Coordinate,STARLINK-2526 - Z-Coordinate,STARLINK-30383 - Z-Coordinate,STARLINK-30561 - Z-Coordinate,STARLINK-31329 - Z-Coordinate,STARLINK-31655 - Z-Coordinate,STARLINK-5638 - Z-Coordinate,STARLINK-3347 - Z-Coordinate,STARLINK-6315 - Z-Coordinate,STARLINK-3746 - Z-Coordinate,STARLINK-3352 - Z-Coordinate,STARLINK-30716 - Z-Coordinate,STARLINK-30407 - Z-Coordinate,STARLINK-5134 - Z-Coordinate,STARLINK-5959 - Z-Coordinate,STARLINK-11246 [DTC] - Z-Coordinate,STARLINK-6148 - Z-Coordinate,STARLINK-6235 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6261.2731,-4865.0214,-2084.3000,-1150.0585,0.0000,4264.2567,4360.0877,-701.0285,6101.3245,-4106.7554,4259.8109,4683.9599,-1355.5656,3076.7721,-5869.0470,3037.7607,-4421.8696,3805.6357,-579.6005,74.1469,-4269.4426,5884.4079,5190.3343,1271.2960,1361.9574,4194.4200,4499.9783,-4535.4880,5688.0686,-5037.3835,-5328.9207,1220.9144,-4866.5098,6101.8230,3689.7300,-4982.4018,6123.8906,-1816.6111,3891.8703,-2323.4030,-1125.9072,4692.9444,5893.8313,5380.3723,-4976.7075,5732.3441,766.8418,5669.7242,4983.7177,-6281.6578,-4278.1772,-392.5189,105.4071,-4009.2897,4608.1920,832.9564,4088.6875,-412.9842,5120.9399,2109.7938,-5194.1994,-2642.3042,5952.6281,-2458.4047,-3869.9951,4095.1539,5076.7368,2577.8123,5221.2025,-1569.5357,-4073.1129,-4968.0181,-2095.1572,6325.4461,-4065.5252,4618.2038,3777.6008,2760.3332,4002.0446,-3079.8772,-4191.6226,-3482.6662,2596.5419,-4632.1197,-2937.7746,-4239.6875,-1230.1935,6354.8612,-5978.3462,3409.7360,-5469.9359,-4055.9298,4364.3527,-6434.2332,-1780.3693,-4642.5988,2818.3951,-101.4578,-1807.6259,-3463.9734,-271410.4105,-290668.5740,-276991.7278,-277260.7428,-285655.1777,-283633.6248,-279632.6367,-279072.4331,-105570340.0741,-105585649.4755,-105580529.4406,-105556940.0325,-279519.3112,-105565358.8810,-2388.2325,1483.5676,-3112.6429,-4728.2587,0.0000,-5359.2384,4279.1522,5710.9805,-1300.3302,5209.7750,-3047.5862,-3896.1209,4361.1048,-3497.0771,170.0456,6110.8952,2959.3252,-3217.1313,6765.9070,-5356.7525,-3300.5661,-3446.2373,-292.2404,-5860.2070,-6765.2822,2960.9914,-2914.8596,-1247.1567,-446.9533,-4534.0916,-4340.4432,-5615.6684,2946.7335,-1748.8304,3473.3391,4263.8369,1425.8369,-6166.9757,1290.6328,3421.0434,-1982.0644,464.5251,564.5616,-2695.2621,-3301.7304,1246.5493,-6069.5750,-3830.1002,-4190.2148,-1984.0645,2287.8474,5042.5646,-4187.4837,-2031.2346,2027.3119,-5702.5797,3467.1457,6848.9871,-4244.9814,5922.9937,711.2628,6410.5711,-998.1435,-736.2083,3239.6734,571.4185,968.0341,-4766.4605,1201.2019,-4823.4569,-3671.5027,1942.6658,4679.9158,-2571.0466,1431.6595,-1879.0191,3620.0922,5900.6915,2874.6762,-2876.1314,-4845.8953,5231.7266,6407.2449,-2573.5625,4336.4560,5106.8658,5853.9168,2441.8630,-2945.2806,4178.9328,-3682.9634,4420.9670,966.1147,1663.7196,5217.9401,-5086.5906,349.0910,6059.9457,-4914.3140,-4155.2765,270794.5280,256189.2913,276172.1962,276030.6975,274090.1137,273816.3809,266916.9940,270581.4265,333029485.0509,332986523.1697,333013944.7167,333022387.8486,270645.6060,333013395.6962,-1747.0081,-4588.4452,5843.0210,-4726.5819,0.0000,534.2822,3235.5372,-3899.9050,-3051.8296,2012.1544,4238.1289,3274.5444,5209.6764,5097.9238,-3665.3021,-1071.0993,4423.2830,4640.7567,-458.9108,-4267.4938,4343.9957,278.4474,-4576.7666,3428.0101,-717.4647,4634.3579,4300.9459,-4934.5405,3879.2111,-1397.1946,606.3236,3649.2548,-3712.1279,-2742.2926,4664.9359,-1867.2375,2585.9717,-2534.0969,-5463.2061,5524.9783,-6524.0382,5068.7662,-3669.5386,3431.3465,3271.0942,-3653.3625,-3223.9337,1255.4931,2274.4812,1831.4961,4755.0817,4713.2909,5471.9068,-4992.0093,4730.4103,3813.0285,-4401.0453,-1040.1117,-1861.0680,-2910.8073,4437.2888,185.5415,3425.7194,6446.2454,4592.3668,5464.6784,-4641.8924,4112.5200,4253.4460,-4719.5851,-4195.3828,-4449.6690,4316.2589,975.5535,-5385.7644,4721.9996,-4505.0605,2127.4304,-4835.7543,-5494.8182,2616.6096,2811.1002,-433.1404,-4467.9516,4481.6322,-1690.4925,-3361.1313,-755.8725,1903.6229,-4134.1593,-2046.4795,-3413.7933,5254.9197,-1669.5583,4181.2441,571.7836,-6345.7711,-2945.0332,-4525.3177,4329.4209,-113417.0835,-115347.3781,-114868.1805,-112795.2715,-110208.6343,-119750.3693,-123911.3366,-113994.9313,-53675751.4911,-53646247.9569,-53647688.6936,-53659032.2349,-115761.0409,-53664188.5783,
3600.000,5302.7615,5201.2742,2777.7051,4431.6815,0.0000,-2062.0233,-4189.7026,-1269.0359,-6471.6403,2229.8668,-2098.0083,-3316.0661,-1239.3332,-1604.2632,2951.7399,-4039.4152,360.0367,-465.4567,-2336.6094,3453.4701,5352.6522,-3121.1130,-2403.1787,360.4686,957.6447,-6635.2404,-856.3590,6523.2922,-5958.4753,5550.9030,5565.8262,3147.9649,609.5902,-2803.9886,-4278.8450,2788.2643,-3667.7263,4030.3980,-5208.3098,-1205.5662,-485.7936,-6246.8869,-2486.3581,-1977.0066,4860.8096,-3533.0316,908.3487,-4877.1188,-1454.9755,6236.5152,3866.6223,-3546.9342,3828.1897,6567.4731,-3785.6396,944.7833,-5412.3780,-2074.1932,-3773.0378,-3499.9687,1923.0452,643.2336,-3331.8616,5408.6505,1184.9885,-4835.2572,-4848.5046,2089.0807,-3093.7831,5169.7930,4129.8401,749.7976,-3090.1409,-4621.7922,1460.1416,-4737.1356,-6317.4859,-3754.6237,-4188.1160,6078.1794,5973.4334,-240.1918,-4165.9412,3949.1842,191.8168,2443.4196,-1503.6943,-5775.2094,5628.1837,-5937.6092,5227.4018,47.5132,-6173.3472,5322.5032,-2332.1899,4696.0549,-5676.7336,-2118.6785,5076.5644,5355.4746,-329787.7573,-346952.6259,-335257.9765,-336520.2270,-345375.6145,-342609.6270,-339454.4719,-339734.9970,-188226373.0107,-188235610.8708,-188239077.3912,-188219801.4968,-338927.7657,-188221514.9271,-797.6701,-4407.8681,-1506.4923,5085.5097,0.0000,5370.3802,-404.7472,-2233.5283,1537.8747,-6355.5381,6337.6120,6072.3787,-6430.6901,6431.7884,-2933.6851,-4559.0179,-4247.0696,6110.6882,-5042.3881,5771.0377,-657.7238,4156.0629,3558.9313,6855.7579,6253.1866,-1682.4692,5346.7037,-1543.3477,3420.5922,2913.6456,1349.8868,4020.9516,-5092.0220,3312.4197,972.5647,-5824.2530,1995.1499,3159.0964,2917.4813,-5609.4730,6241.7572,2298.5946,1141.5690,4677.7655,-1235.7249,2183.3328,6765.0795,3450.0612,4234.4206,122.2951,-5531.1498,-4960.5613,4728.2176,-879.9265,2282.4618,6846.0613,426.9118,-5259.2804,5182.7244,-2540.6352,-3854.3779,-5735.9032,3842.3433,-1977.4890,-6317.5855,3569.1294,3035.1313,3664.2397,2919.2962,3386.2057,-632.2219,774.5369,-3211.8971,4331.5972,-5017.5436,4874.3599,-2685.5597,-2344.0291,1585.5670,437.0268,3350.3502,-4259.2969,-4123.7213,-1610.1924,-6603.7945,-5693.5779,-6684.9980,-303.5430,2621.5810,-3280.4624,125.0249,-4152.7230,2030.9313,-3177.7160,-4747.6139,2490.4547,2128.0461,-6045.5461,2325.8023,519.7434,196401.0626,174771.0068,196429.7766,195566.5498,195217.9210,194289.2224,188890.0111,191805.6613,294342380.4551,294291784.9137,294318942.9680,294335671.2669,191873.1657,294325317.2522,4369.1388,634.5112,-6195.5579,678.4656,0.0000,3748.2744,-5492.7263,6445.4619,-1979.2943,1644.6461,-960.5448,186.5288,-2292.7496,-1964.7745,5519.1154,-3258.5805,-5461.2802,-2989.1226,3920.9623,1278.0553,-4365.7440,-4431.5857,5420.7292,794.3867,-2854.0619,-1041.6116,-4249.3694,1215.5618,-692.9994,-2930.4135,-3854.5219,-4512.4336,4441.1780,5371.8357,-5321.6730,-2190.5650,-5375.5559,4626.2888,3302.1298,-3855.9658,2917.2499,-1940.4483,6392.8646,-4724.6787,-4616.0750,5511.7267,-1089.3105,3563.2678,-5253.0026,2792.9448,-842.1081,-3278.0725,-3258.0733,1070.8868,-5320.3153,277.8289,4299.5036,4012.8050,-2567.9737,5402.1464,-5361.3568,3841.1927,-4736.0781,-3899.0551,-2318.2355,-3313.8813,3922.7189,-5350.8811,-5368.5695,3113.3367,5483.5864,6848.5864,-5017.9934,2723.4944,4489.2668,-1031.1782,701.0155,-5239.0947,5240.6511,3269.2216,1013.8581,-5411.9613,3680.4447,5451.4558,-1996.3558,-2921.7461,-305.3440,-3677.4930,3085.6107,-334.0972,4496.3015,5501.8725,-2346.1842,-2925.1355,-4476.9562,-4419.5550,3377.7776,-2089.0366,4072.3046,-4382.6305,-111712.4240,-114386.7824,-112692.5635,-113931.2398,-108286.8365,-115228.8502,-123672.3231,-116138.5381,-53598236.1146,-53572125.7902,-53573729.2000,-53579597.1692,-114563.1309,-53588105.6308,
7200.000,-3197.5324,-2994.6582,-4117.7872,-4899.8672,0.0000,-1925.8419,3808.0422,4412.6266,3436.4064,862.2306,-1037.8358,586.2169,2708.2091,-8.5549,144.6882,4137.2841,3292.6973,-2377.2830,5087.7601,-5100.8555,-5431.0967,-1663.1146,-107.2238,-2094.7636,-3575.8780,6130.8564,-2409.7549,-5029.6767,3897.0521,-4264.7529,-4381.8669,-6342.4757,3354.7139,-1240.1971,4469.0471,1203.9697,402.5857,-5748.0060,4586.3846,3329.7705,2824.2536,5417.4371,-929.4938,-1643.9962,-3577.7444,1141.5918,-2483.7927,1180.6111,-3008.3067,-3227.2412,-1465.2918,5830.0470,-5541.9960,-4763.9464,2875.6652,-2410.3576,5680.2536,4716.0096,250.7946,4957.9048,1061.6980,2575.6039,301.4171,-6375.2021,1461.8537,4048.2216,3830.9027,-5944.1592,912.8345,-6755.2575,-3998.8984,4523.0111,6496.1409,804.9791,539.5326,2777.9364,5877.8664,4492.2950,4066.8851,-6740.6944,-5618.8198,4457.4883,5103.4323,-3212.0248,2153.3627,1276.2473,3611.3899,2826.2657,-2979.4633,5052.0190,-3970.1719,4198.6022,5563.4652,-1316.6450,5574.9264,-3860.5769,6290.2864,3656.8846,-6829.0156,-6140.5487,-368722.3824,-380851.5396,-371987.4114,-374824.3665,-383301.3044,-376753.5056,-377922.2944,-375714.3900,-258046326.8605,-258046743.4804,-258057616.3733,-258045653.6850,-376660.6729,-258041052.9027,4381.7400,4877.2431,4773.5108,-2592.9576,0.0000,-3662.8883,-3843.8138,-1048.8705,-1646.3605,5353.8915,-5867.0686,-5914.5231,6054.7136,-6472.0299,5672.8682,637.9372,5224.4514,-6316.7996,1197.7936,-3740.7707,3945.2687,-4002.0180,-6268.2531,-4777.7166,-3643.9152,-42.1884,-6305.3463,3078.8054,-4875.8592,568.2575,2692.5182,-1581.3020,5670.7021,-4974.0262,-4620.4428,4905.9658,-5502.8231,624.8932,-4885.6681,6046.4923,-5781.8001,-3602.1615,-4125.4274,-5956.9453,5264.0332,-5596.3674,-4420.7122,-2505.1880,-3909.6093,2669.7972,5482.2159,3722.5000,-3961.6893,2807.2894,-5742.9033,-4923.3539,-3639.2173,2193.5197,-4374.1150,-1490.8393,6259.4391,3282.6239,-6137.2922,2591.4253,6454.0215,-5414.1730,-5722.7175,-2220.0146,-6254.5005,-1466.9711,4584.9595,-532.0834,1252.5999,-5017.5772,6840.7504,-5300.6620,742.3644,-2274.9972,-5086.9890,1237.4471,-326.7532,2828.0668,195.8523,5284.5582,6304.3294,3970.7231,4466.8144,-2981.7444,-28.2210,396.5986,3924.2089,3676.1573,-3524.0015,3963.5110,3584.0085,1753.1623,-2519.2939,2021.3332,213.8889,2686.0128,109528.7997,81671.1461,103817.5289,100218.7727,103694.3536,101381.1784,98062.2110,100928.0198,235564834.3147,235508468.9582,235532962.3065,235553359.3143,100595.5030,235546809.5415,-4309.1088,3748.1135,2910.1241,3896.2278,0.0000,-5488.5549,4298.1184,-5272.0938,5790.1339,-4329.3681,-3164.5317,-3553.4177,-2029.5111,-2431.1432,-3964.5837,5482.9960,3123.5788,-952.0390,-4364.4943,2617.4137,1728.0153,5263.1723,-2945.6863,-4537.4665,4685.5075,-3218.6011,1315.2886,3404.9067,-2957.9296,5408.6599,4590.7285,1905.4052,-1649.8267,-4643.7532,2479.9133,4567.3140,3969.2772,-3786.4897,1288.8762,-282.6330,2495.8732,-2394.0098,-5539.3737,3130.7268,2421.3763,-3891.8711,4688.3713,-6389.8075,4812.8482,-5411.0771,-3751.5929,-215.7647,-1089.0284,3797.7484,2550.4099,-4221.0786,-1603.2961,-4599.7109,5327.0685,-4606.3164,2626.1197,-5543.4884,3225.8007,-959.1242,-1689.8531,-1171.2488,-888.1977,2463.4605,2621.5717,395.5557,-3266.2825,-5241.8024,1098.7213,-4670.5943,-685.9395,-3385.2976,3531.8775,4641.2900,-2290.1305,959.2889,-4040.2855,4413.9219,-4685.3854,-3130.5218,-1802.3615,5420.9359,3738.3867,5471.3553,-6268.0812,4512.9053,-4065.8306,-4065.4243,-2084.4419,5421.9488,1999.5953,5446.2943,1529.8520,5274.0393,-1086.1618,1772.4862,-110155.2482,-113418.9818,-111009.3424,-114969.9798,-106809.1547,-111012.8129,-122766.7736,-111844.5194,-53520045.5402,-53498126.5119,-53500362.2214,-53502059.1929,-113356.3093,-53512003.5573,
