sl_100_86400_20280817 Coordinates.csv
2028/08/17 07:47:00.0000 UTC

Generated: Tue Oct  8 21:44:15 2024,
Start: 2028/08/17 07:47:00.00, Stop: 2028/08/18 07:47:00.00,
TIME_UNITS,STARLINK-5445 - X-Coordinate,STARLINK-5011 - X-Coordinate,STARLINK-4094 - X-Coordinate,STARLINK-31965 - X-Coordinate,STARLINK-3821 - X-Coordinate,STARLINK-31146 - X-Coordinate,STARLINK-31325 - X-Coordinate,STARLINK-1732 - X-Coordinate,STARLINK-1190 - X-Coordinate,STARLINK-31128 - X-Coordinate,STARLINK-5998 - X-Coordinate,STARLINK-6121 - X-Coordinate,STARLINK-31045 - X-Coordinate,STARLINK-2700 - X-Coordinate,STARLINK-31814 - X-Coordinate,STARLINK-30111 - X-Coordinate,STARLINK-1170 - X-Coordinate,STARLINK-6250 - X-Coordinate,STARLINK-3848 - X-Coordinate,STARLINK-31706 - X-Coordinate,STARLINK-5317 - X-Coordinate,STARLINK-31253 - X-Coordinate,STARLINK-5453 - X-Coordinate,STARLINK-31213 - X-Coordinate,STARLINK-31736 - X-Coordinate,STARLINK-32287 - X-Coordinate,STARLINK-30312 - X-Coordinate,STARLINK-3524 - X-Coordinate,STARLINK-5295 - X-Coordinate,STARLINK-4567 - X-Coordinate,STARLINK-30921 - X-Coordinate,STARLINK-11237 [DTC] - X-Coordinate,STARLINK-5236 - X-Coordinate,STARLINK-4076 - X-Coordinate,STARLINK-6139 - X-Coordinate,STARLINK-3326 - X-Coordinate,STARLINK-31650 - X-Coordinate,STARLINK-4509 - X-Coordinate,STARLINK-5065 - X-Coordinate,STARLINK-30264 - X-Coordinate,STARLINK-32020 - X-Coordinate,STARLINK-2113 - X-Coordinate,STARLINK-6301 - X-Coordinate,STARLINK-31895 - X-Coordinate,STARLINK-31917 - X-Coordinate,STARLINK-1704 - X-Coordinate,STARLINK-1502 - X-Coordinate,STARLINK-1480 - X-Coordinate,STARLINK-3898 - X-Coordinate,STARLINK-4100 - X-Coordinate,STARLINK-4333 - X-Coordinate,STARLINK-5680 - X-Coordinate,STARLINK-30971 - X-Coordinate,STARLINK-4755 - X-Coordinate,STARLINK-5415 - X-Coordinate,STARLINK-1179 - X-Coordinate,STARLINK-3971 - X-Coordinate,STARLINK-1291 - X-Coordinate,STARLINK-6217 - X-Coordinate,STARLINK-31549 - X-Coordinate,STARLINK-30303 - X-Coordinate,STARLINK-4145 - X-Coordinate,STARLINK-31844 - X-Coordinate,STARLINK-5739 - X-Coordinate,STARLINK-3878 - X-Coordinate,STARLINK-3641 - X-Coordinate,STARLINK-11232 [DTC] - X-Coordinate,STARLINK-30998 - X-Coordinate,STARLINK-6328 - X-Coordinate,STARLINK-5695 - X-Coordinate,STARLINK-1727 - X-Coordinate,STARLINK-31988 - X-Coordinate,STARLINK-6181 - X-Coordinate,STARLINK-5675 - X-Coordinate,STARLINK-4478 - X-Coordinate,STARLINK-3650 - X-Coordinate,STARLINK-1973 - X-Coordinate,STARLINK-30378 - X-Coordinate,STARLINK-4135 - X-Coordinate,STARLINK-6221 - X-Coordinate,STARLINK-4047 - X-Coordinate,STARLINK-30972 - X-Coordinate,STARLINK-6338 - X-Coordinate,STARLINK-2395 - X-Coordinate,STARLINK-31390 - X-Coordinate,STARLINK-5788 - X-Coordinate,STARLINK-6144 - X-Coordinate,STARLINK-4455 - X-Coordinate,STARLINK-3827 - X-Coordinate,STARLINK-31937 - X-Coordinate,STARLINK-1583 - X-Coordinate,STARLINK-4404 - X-Coordinate,STARLINK-31771 - X-Coordinate,STARLINK-4526 - X-Coordinate,STARLINK-1565 - X-Coordinate,STARLINK-3869 - X-Coordinate,STARLINK-4140 - X-Coordinate,STARLINK-2705 - X-Coordinate,STARLINK-4446 - X-Coordinate,STARLINK-3642 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5445 - Y-Coordinate,STARLINK-5011 - Y-Coordinate,STARLINK-4094 - Y-Coordinate,STARLINK-31965 - Y-Coordinate,STARLINK-3821 - Y-Coordinate,STARLINK-31146 - Y-Coordinate,STARLINK-31325 - Y-Coordinate,STARLINK-1732 - Y-Coordinate,STARLINK-1190 - Y-Coordinate,STARLINK-31128 - Y-Coordinate,STARLINK-5998 - Y-Coordinate,STARLINK-6121 - Y-Coordinate,STARLINK-31045 - Y-Coordinate,STARLINK-2700 - Y-Coordinate,STARLINK-31814 - Y-Coordinate,STARLINK-30111 - Y-Coordinate,STARLINK-1170 - Y-Coordinate,STARLINK-6250 - Y-Coordinate,STARLINK-3848 - Y-Coordinate,STARLINK-31706 - Y-Coordinate,STARLINK-5317 - Y-Coordinate,STARLINK-31253 - Y-Coordinate,STARLINK-5453 - Y-Coordinate,STARLINK-31213 - Y-Coordinate,STARLINK-31736 - Y-Coordinate,STARLINK-32287 - Y-Coordinate,STARLINK-30312 - Y-Coordinate,STARLINK-3524 - Y-Coordinate,STARLINK-5295 - Y-Coordinate,STARLINK-4567 - Y-Coordinate,STARLINK-30921 - Y-Coordinate,STARLINK-11237 [DTC] - Y-Coordinate,STARLINK-5236 - Y-Coordinate,STARLINK-4076 - Y-Coordinate,STARLINK-6139 - Y-Coordinate,STARLINK-3326 - Y-Coordinate,STARLINK-31650 - Y-Coordinate,STARLINK-4509 - Y-Coordinate,STARLINK-5065 - Y-Coordinate,STARLINK-30264 - Y-Coordinate,STARLINK-32020 - Y-Coordinate,STARLINK-2113 - Y-Coordinate,STARLINK-6301 - Y-Coordinate,STARLINK-31895 - Y-Coordinate,STARLINK-31917 - Y-Coordinate,STARLINK-1704 - Y-Coordinate,STARLINK-1502 - Y-Coordinate,STARLINK-1480 - Y-Coordinate,STARLINK-3898 - Y-Coordinate,STARLINK-4100 - Y-Coordinate,STARLINK-4333 - Y-Coordinate,STARLINK-5680 - Y-Coordinate,STARLINK-30971 - Y-Coordinate,STARLINK-4755 - Y-Coordinate,STARLINK-5415 - Y-Coordinate,STARLINK-1179 - Y-Coordinate,STARLINK-3971 - Y-Coordinate,STARLINK-1291 - Y-Coordinate,STARLINK-6217 - Y-Coordinate,STARLINK-31549 - Y-Coordinate,STARLINK-30303 - Y-Coordinate,STARLINK-4145 - Y-Coordinate,STARLINK-31844 - Y-Coordinate,STARLINK-5739 - Y-Coordinate,STARLINK-3878 - Y-Coordinate,STARLINK-3641 - Y-Coordinate,STARLINK-11232 [DTC] - Y-Coordinate,STARLINK-30998 - Y-Coordinate,STARLINK-6328 - Y-Coordinate,STARLINK-5695 - Y-Coordinate,STARLINK-1727 - Y-Coordinate,STARLINK-31988 - Y-Coordinate,STARLINK-6181 - Y-Coordinate,STARLINK-5675 - Y-Coordinate,STARLINK-4478 - Y-Coordinate,STARLINK-3650 - Y-Coordinate,STARLINK-1973 - Y-Coordinate,STARLINK-30378 - Y-Coordinate,STARLINK-4135 - Y-Coordinate,STARLINK-6221 - Y-Coordinate,STARLINK-4047 - Y-Coordinate,STARLINK-30972 - Y-Coordinate,STARLINK-6338 - Y-Coordinate,STARLINK-2395 - Y-Coordinate,STARLINK-31390 - Y-Coordinate,STARLINK-5788 - Y-Coordinate,STARLINK-6144 - Y-Coordinate,STARLINK-4455 - Y-Coordinate,STARLINK-3827 - Y-Coordinate,STARLINK-31937 - Y-Coordinate,STARLINK-1583 - Y-Coordinate,STARLINK-4404 - Y-Coordinate,STARLINK-31771 - Y-Coordinate,STARLINK-4526 - Y-Coordinate,STARLINK-1565 - Y-Coordinate,STARLINK-3869 - Y-Coordinate,STARLINK-4140 - Y-Coordinate,STARLINK-2705 - Y-Coordinate,STARLINK-4446 - Y-Coordinate,STARLINK-3642 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5445 - Z-Coordinate,STARLINK-5011 - Z-Coordinate,STARLINK-4094 - Z-Coordinate,STARLINK-31965 - Z-Coordinate,STARLINK-3821 - Z-Coordinate,STARLINK-31146 - Z-Coordinate,STARLINK-31325 - Z-Coordinate,STARLINK-1732 - Z-Coordinate,STARLINK-1190 - Z-Coordinate,STARLINK-31128 - Z-Coordinate,STARLINK-5998 - Z-Coordinate,STARLINK-6121 - Z-Coordinate,STARLINK-31045 - Z-Coordinate,STARLINK-2700 - Z-Coordinate,STARLINK-31814 - Z-Coordinate,STARLINK-30111 - Z-Coordinate,STARLINK-1170 - Z-Coordinate,STARLINK-6250 - Z-Coordinate,STARLINK-3848 - Z-Coordinate,STARLINK-31706 - Z-Coordinate,STARLINK-5317 - Z-Coordinate,STARLINK-31253 - Z-Coordinate,STARLINK-5453 - Z-Coordinate,STARLINK-31213 - Z-Coordinate,STARLINK-31736 - Z-Coordinate,STARLINK-32287 - Z-Coordinate,STARLINK-30312 - Z-Coordinate,STARLINK-3524 - Z-Coordinate,STARLINK-5295 - Z-Coordinate,STARLINK-4567 - Z-Coordinate,STARLINK-30921 - Z-Coordinate,STARLINK-11237 [DTC] - Z-Coordinate,STARLINK-5236 - Z-Coordinate,STARLINK-4076 - Z-Coordinate,STARLINK-6139 - Z-Coordinate,STARLINK-3326 - Z-Coordinate,STARLINK-31650 - Z-Coordinate,STARLINK-4509 - Z-Coordinate,STARLINK-5065 - Z-Coordinate,STARLINK-30264 - Z-Coordinate,STARLINK-32020 - Z-Coordinate,STARLINK-2113 - Z-Coordinate,STARLINK-6301 - Z-Coordinate,STARLINK-31895 - Z-Coordinate,STARLINK-31917 - Z-Coordinate,STARLINK-1704 - Z-Coordinate,STARLINK-1502 - Z-Coordinate,STARLINK-1480 - Z-Coordinate,STARLINK-3898 - Z-Coordinate,STARLINK-4100 - Z-Coordinate,STARLINK-4333 - Z-Coordinate,STARLINK-5680 - Z-Coordinate,STARLINK-30971 - Z-Coordinate,STARLINK-4755 - Z-Coordinate,STARLINK-5415 - Z-Coordinate,STARLINK-1179 - Z-Coordinate,STARLINK-3971 - Z-Coordinate,STARLINK-1291 - Z-Coordinate,STARLINK-6217 - Z-Coordinate,STARLINK-31549 - Z-Coordinate,STARLINK-30303 - Z-Coordinate,STARLINK-4145 - Z-Coordinate,STARLINK-31844 - Z-Coordinate,STARLINK-5739 - Z-Coordinate,STARLINK-3878 - Z-Coordinate,STARLINK-3641 - Z-Coordinate,STARLINK-11232 [DTC] - Z-Coordinate,STARLINK-30998 - Z-Coordinate,STARLINK-6328 - Z-Coordinate,STARLINK-5695 - Z-Coordinate,STARLINK-1727 - Z-Coordinate,STARLINK-31988 - Z-Coordinate,STARLINK-6181 - Z-Coordinate,STARLINK-5675 - Z-Coordinate,STARLINK-4478 - Z-Coordinate,STARLINK-3650 - Z-Coordinate,STARLINK-1973 - Z-Coordinate,STARLINK-30378 - Z-Coordinate,STARLINK-4135 - Z-Coordinate,STARLINK-6221 - Z-Coordinate,STARLINK-4047 - Z-Coordinate,STARLINK-30972 - Z-Coordinate,STARLINK-6338 - Z-Coordinate,STARLINK-2395 - Z-Coordinate,STARLINK-31390 - Z-Coordinate,STARLINK-5788 - Z-Coordinate,STARLINK-6144 - Z-Coordinate,STARLINK-4455 - Z-Coordinate,STARLINK-3827 - Z-Coordinate,STARLINK-31937 - Z-Coordinate,STARLINK-1583 - Z-Coordinate,STARLINK-4404 - Z-Coordinate,STARLINK-31771 - Z-Coordinate,STARLINK-4526 - Z-Coordinate,STARLINK-1565 - Z-Coordinate,STARLINK-3869 - Z-Coordinate,STARLINK-4140 - Z-Coordinate,STARLINK-2705 - Z-Coordinate,STARLINK-4446 - Z-Coordinate,STARLINK-3642 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5192.8404,398.3899,-6011.5152,-41.8967,-5092.8983,3570.2108,-3433.1345,5168.7268,5341.7539,1327.8038,-1223.7803,-3868.4982,-5118.8713,-5982.0115,-4021.4261,5330.1414,-5045.1436,5584.8244,-1109.7107,3922.5384,-1798.5320,-3642.8456,-841.0969,-3280.6370,-4125.8394,2948.8705,-4175.8752,-679.3955,-2411.0490,3351.4377,-2826.6513,4532.6276,-54.5181,1858.0371,1572.4358,-1204.7272,4726.5509,2502.4976,5884.4351,-743.4217,-1352.6026,5394.9182,-362.0463,-2981.3864,5920.9623,-4169.3342,-3783.9406,4144.0088,4119.7486,-5894.1771,-5625.0410,-3853.0598,2866.5705,2594.9761,4382.6011,2704.4815,-2278.4747,3298.5334,5213.1073,1036.8970,4162.9321,-1982.7704,3475.4972,5180.6601,-5307.0454,6411.4539,2008.3092,-4448.3975,-4092.9176,1473.9582,1300.7342,300.2954,-6872.8068,4955.6283,-496.8316,791.0165,-2367.2839,-5203.7591,-2222.2794,2872.9171,-5131.2520,-359.0491,82.3639,-339.1923,-1555.1139,2495.3488,-3156.5765,186.4549,-5006.7831,-3409.7987,-5553.7316,5952.9911,-4202.4562,-2921.3913,0.0000,-1892.3881,5608.2841,-1504.2755,282.0735,-1816.9022,-329342.6462,-306984.0790,-322081.7205,-320945.6643,-312386.3188,-314183.0136,-317374.7735,-318332.1930,-276024724.8502,-276039271.4292,-276021853.4414,-276037568.9397,-318040.7986,-276027268.2593,-2663.8900,4871.3007,3400.6364,6805.1092,4645.9257,5355.0314,5115.0026,-3027.5234,2912.6172,-5719.1396,-3172.2250,5047.4000,-1136.2717,-590.7216,2923.9631,-804.9443,829.1488,201.6072,5521.2629,-1779.9946,-1612.6031,5405.5210,6690.1101,4240.6468,3592.2501,-3809.1208,3784.6523,-4095.9299,2541.0156,-4035.6886,4078.6964,1556.3028,-2640.9333,-3765.1277,4886.6108,5212.9977,2540.2169,4951.7568,-190.5987,-6493.2093,6540.0011,-4232.1083,6909.6307,6047.5414,2341.8758,-881.0272,-1803.5884,-3189.3568,-373.8623,126.9500,-3752.2774,5526.6396,5142.5778,-5205.8409,-5315.0372,3353.8599,3472.1809,-2493.4804,2151.2445,5308.4292,-958.8177,4397.0538,-3193.2597,-23.0686,4357.1608,-2463.5115,6146.8071,-5297.1704,3023.6414,-6338.5699,5698.5510,6609.9358,183.2167,2954.1353,-6875.7494,-4049.5461,-4470.7368,128.3192,6546.5714,-1085.7087,3418.0137,5737.3777,6094.2828,-4819.5509,4661.3912,6411.8645,4533.8119,-5785.2199,-307.5889,5804.1309,-3148.5291,-2951.9076,3147.6419,-5473.2053,0.0000,-4466.4648,-122.0662,4295.1621,6295.3026,-4512.5103,102975.4579,129755.9952,112866.5316,112322.0178,112946.6321,113812.3060,120899.8764,117086.3085,140141724.0448,140113467.4861,140132589.3113,140116411.8519,117297.1942,140123997.6010,-3688.0472,-4858.3428,-48.4667,533.4030,214.2764,-2541.4718,3000.3019,-3115.9064,-2623.6812,-3579.7290,-6063.3585,-2779.5675,-4483.4000,3349.3588,4633.6153,-4362.8447,4353.4301,4088.3908,3992.4825,-5287.5284,6487.5624,2035.8514,-1491.0679,-4222.5674,-4058.7230,-4810.0551,-4021.3993,5520.1445,-5998.7370,4501.3738,4656.8165,4703.5305,6416.1091,-5468.8887,4639.1803,4364.0731,4204.9439,4107.7220,3690.7102,-1983.2519,1177.4331,-749.2167,-174.9729,1040.0701,2382.9192,5424.1477,-5506.7999,4499.9243,-5527.5927,-3602.7892,1558.8712,1561.2301,3572.3710,-3506.4678,-377.9619,5356.0653,-5550.1327,-5488.6244,-4038.0724,4156.5360,-5350.5691,4921.2043,-4906.5855,4598.0302,-258.6646,665.8205,-1884.5528,895.0300,4687.2522,-2353.0448,-3505.4975,1605.1168,907.9437,3806.0006,139.5961,5398.2530,4667.0715,4563.4352,-267.8775,-6260.3426,-3115.1156,-3807.8474,3256.8187,-4880.2277,4752.2075,351.0981,-4193.0274,3793.1272,-4751.3916,-1139.2721,-1718.1233,1991.8025,-4359.4743,2951.4321,0.0000,-4914.9409,4002.9531,-4745.8688,-2853.8186,4883.1052,152566.1642,150619.7715,151321.3050,152380.0733,155641.6540,146545.8073,141660.1691,151720.8431,130973037.9802,130966150.7613,130944801.7159,130967397.8545,149991.1706,130963205.1357,
3600.000,-4989.4235,-3306.7814,3834.7256,-2515.6036,2630.4849,-4020.3501,-774.6076,-4137.8993,-3479.8240,2713.5776,3980.8188,203.4309,6797.5173,3319.4719,965.0050,-3214.1122,1057.7333,-3870.3919,-2481.4787,-3106.8413,5496.6251,1893.3807,-1446.3940,632.3374,2084.9108,-1212.5196,280.7307,4722.6152,-2280.9161,-2335.9531,-2083.3120,-3082.0099,4315.5956,2383.3587,-5101.1361,-2658.5019,-4964.8038,-4840.6140,-6845.8767,3529.5254,-793.0054,-3460.4658,-2000.4246,-525.3082,-4689.2117,4026.2025,5067.4522,-3636.0388,-3704.0391,6572.2648,1907.3740,548.4204,-4868.5837,1818.3969,-2216.0085,-5212.3253,-1174.7439,-720.3087,-6842.5924,-4733.4752,-4051.7363,-2474.9989,-2149.1330,-4091.6266,2724.7746,-3930.0738,-3590.1198,5156.2285,1825.3702,1811.7625,-3527.5199,-2103.1679,5971.3296,-6847.9658,2124.8766,3319.7293,4390.0250,3938.5988,244.6288,868.8562,4499.8288,-1609.6057,-2652.4150,4111.0446,-3028.5061,-4217.6777,-892.2356,-1145.6789,6432.5640,684.4480,3837.1494,-3325.1918,191.4373,3885.1472,0.0000,4989.6519,-6526.4905,-1919.2705,1210.8193,4444.6190,-343564.0222,-328620.1506,-342142.4957,-340078.0261,-331271.2797,-334144.2149,-336222.0886,-336681.0743,-302884659.5085,-302895475.4322,-302888571.8127,-302890628.5305,-337284.6898,-302887126.2333,4739.3960,-5901.5221,-4107.0864,-5444.2962,-4782.2754,-1842.7378,-4958.6750,5008.9375,1930.5735,4282.8093,5076.9774,-5114.4122,-976.0112,-2514.6613,-6121.0851,4336.7637,-4339.1474,3528.6136,-3329.9187,5642.6524,-475.3865,-6013.6742,-4623.4540,-6701.5065,-6443.0733,6630.7025,-5191.9820,3027.4268,-2511.7107,6464.5455,-4008.8304,3604.4971,951.6325,4889.6193,-3899.3315,-3291.7566,2115.0020,-4926.5249,406.2584,3699.1526,-5733.3412,4811.6919,-5604.5937,-5360.7987,1754.1837,-3462.0714,-2222.0652,5822.9844,4502.8554,-2030.3877,3195.4074,-5385.2584,-1452.0719,3643.7402,5310.2923,372.9964,-5619.3553,5873.6901,381.8722,-2503.2162,4905.7803,-3838.5914,6355.2830,3936.8095,-4610.0164,3474.2553,-2240.7565,2642.9688,-6035.0185,4848.4001,-5721.5792,-5690.1482,-2296.4533,-773.9403,5060.9207,5247.3382,453.6607,-4025.8337,-5757.0631,3676.5992,-5091.0629,-6691.0009,-6381.5761,2075.9014,-3377.1930,-4377.8766,-5203.2339,1042.8181,-2235.4442,-6188.0284,-1308.1751,-34.1150,-5529.1679,1612.9271,0.0000,4539.3770,2223.2871,-6285.0172,-2102.1702,886.3772,17789.0053,49782.7043,31393.0595,31549.2416,30184.0237,31924.2842,37369.2341,34830.9698,63861577.8804,63832157.3028,63849740.2696,63833237.6666,34480.6982,63842795.5210,-542.4561,1294.5086,-4024.3146,3254.3254,-4224.0607,5307.8776,-4677.4262,-1834.6128,5284.1589,4630.1644,2573.1084,4672.8184,631.0112,-5490.0832,-2813.0980,4338.2525,-5028.5788,-4544.3309,-5526.7566,2220.9993,-4198.4231,2625.4806,4908.0200,1096.2291,708.7424,916.3938,4554.6537,-4047.1810,6050.7825,-780.2695,-5102.8322,-4770.0094,-5362.2421,4221.9226,-2604.5499,-5468.9012,-4177.1542,-116.1819,1145.6577,4515.9162,3528.9137,-3535.4478,3525.0037,-4193.7637,-4608.5755,-4422.0742,4139.1794,-746.9879,3682.4421,-635.0186,-5864.2489,-4312.8194,-4661.3852,5421.6686,-3814.0744,-4484.2770,3870.9194,3475.0385,1034.1000,-4237.7021,2507.0349,-5173.7715,1126.7089,-3986.3021,4294.5217,-4492.1601,5226.1591,-3889.5717,-2872.6809,4579.8655,-1119.4484,3089.1628,2672.1829,-608.2220,-4180.6685,-2783.1337,-5296.8079,-4042.1628,-3837.7497,5849.6709,-1244.5389,-409.7195,233.7259,5078.4667,-5129.1010,3233.3782,4481.2903,-6754.7077,1143.9927,-2807.8936,5210.1431,-6097.8119,3981.1453,-5442.2341,0.0000,1458.9899,85.5926,27.9204,6464.9966,-5207.4232,151565.1932,149636.5895,151405.4140,149303.8888,155491.3115,149249.2068,140098.1541,147573.4130,130943997.1736,130945877.1899,130918125.0762,130943765.9225,149261.2855,130936347.4145,
7200.000,2395.3400,4302.4701,385.9758,4758.0307,1611.3933,4321.5959,4834.5580,111.4719,584.0607,-6016.0100,-4103.3234,3737.7215,-5351.3053,-293.6620,1860.3645,921.6631,2391.5965,1755.5717,5832.9952,1300.6085,-6833.5151,1586.8879,4370.6140,1998.7623,801.5270,-888.2463,3252.3584,-6670.8148,5548.1003,490.9915,5692.0902,1198.7206,-6824.9387,-4858.3816,6534.4386,6012.1737,3888.7388,4979.6612,4369.6344,-5728.2553,3609.3606,-570.4796,4466.3999,4503.5797,2160.3268,-3371.0745,-5184.4747,1652.1487,2716.1308,-4219.9417,1559.0251,3442.3065,5920.8561,-5837.7414,-1680.2624,6195.0946,3229.7046,-1151.0484,5933.5203,6708.7696,2588.5182,5814.8174,-9.1049,2456.8816,1727.9966,-393.0243,4627.2502,-5010.9778,446.1590,-5146.9851,4100.9941,3768.8844,-2886.8488,6035.8861,-4013.3004,-4986.4214,-5742.2014,-2183.0399,2810.8738,-2847.6723,-1582.3614,2923.2359,4251.3771,-6624.0432,6310.5656,5032.0330,4304.2801,-1144.6923,-5090.0696,3001.2183,-605.5228,-2112.4491,3154.0585,-4638.8272,0.0000,-5529.8693,4391.0338,3634.3599,539.3059,-6213.1451,-336168.6306,-329903.8761,-340785.2010,-336566.9297,-329042.5045,-336281.2199,-333558.1895,-336010.0560,-309069953.5637,-309076675.5167,-309078343.3710,-309068323.9038,-335323.3485,-309071815.3006,-4740.3564,4389.2122,4129.7076,1592.2584,3863.8850,-2519.7492,3784.3438,-4293.4204,-6128.4932,-2154.3898,-5070.5571,4466.3925,2416.5750,5613.1249,6431.1933,-6660.3774,6165.7836,-6325.2639,1067.4727,-6201.6917,945.2371,3907.8418,1251.9223,5867.9322,5967.5338,-5658.1121,5673.8793,-1824.9535,3297.7989,-5977.7207,3361.8951,-6591.0009,-577.2165,-4881.0273,2043.2203,1402.5444,-5515.2254,2677.7930,-828.2316,302.8366,1920.2485,-4111.3020,2424.4958,2938.2704,-5580.3331,6000.2209,4572.0515,-5714.8971,-6320.6617,3175.3527,1014.2873,4122.7270,-2298.0967,-1657.7945,-3772.6423,-2938.7907,6126.2569,-6707.9453,-2482.8852,-518.4114,-5966.0407,3087.6667,-5828.8964,-6413.5637,3864.3235,-4258.3201,-2821.0734,1169.4455,6872.7842,-2392.7502,2414.5464,1617.4190,4254.1799,-1581.5442,-1156.5902,-4167.8445,2935.5138,6493.2213,3039.7219,-5970.3928,4713.6259,4484.2024,4103.7810,279.5030,1941.5734,353.4921,5030.1065,3931.6903,3418.7368,3989.1862,5771.5106,831.6890,6014.8812,2799.8586,0.0000,-2921.9045,-3338.9747,2788.6860,-3234.2039,2089.4213,-67783.6579,-33006.4376,-52025.5534,-49041.6862,-54603.3205,-50895.9547,-48075.0688,-51104.1620,-16768692.5000,-16796671.3795,-16786364.4382,-16794191.4572,-50536.8743,-16788420.6802,4396.8604,3099.1016,5514.0909,-4635.0201,5472.7495,-4781.0549,3042.8726,5196.0233,-2448.5829,-2538.9807,2392.1526,-3776.9588,3605.9680,3968.9530,-1214.6463,-1690.4932,1192.1884,2211.2617,3538.4181,2506.1183,-655.9539,-5379.7207,-5199.4661,2837.5193,3171.7684,3665.4406,-2269.1188,13.3221,-2569.9105,-3454.7739,1630.2329,542.0535,1143.3861,-222.5463,-1053.3232,3098.8475,998.7536,-3975.9987,-5347.1411,-3709.3924,-5416.8212,5497.9902,-4704.6295,4193.5810,3225.0780,574.6588,-208.3648,-3513.5237,515.8828,4441.0975,6678.4092,4349.5407,2665.7245,-3048.6622,5517.2032,589.7889,148.2979,903.4346,2577.0506,1147.1306,2120.7486,2052.0717,3502.4843,941.7683,-5416.1795,5408.2310,-4000.8569,4697.0297,-731.5782,-3961.1962,4864.5779,-5442.0905,-4662.4528,-2992.4399,5477.5249,-2017.6255,2417.2838,1031.8990,5534.1489,-2206.8651,4782.0944,4332.4982,-3597.7239,-1779.6373,1787.4758,-4697.9791,-2062.7815,5578.0684,3166.8892,4648.3624,-3169.5574,6544.7127,-618.8182,4222.5389,0.0000,2909.0300,-4144.9366,4701.8662,-6095.0930,2148.3031,150523.7006,148633.5913,150899.5664,146967.1356,154885.1451,150782.0763,139168.6644,150035.4315,130914430.5380,130924447.3731,130892768.5765,130918001.0634,148516.0649,130909459.2791,
