sl_100_5400_20280404 Coordinates.csv
2028/04/04 07:47:00.0000 UTC

Generated: Tue Oct  8 21:40:35 2024,
Start: 2028/04/04 07:47:00.00, Stop: 2028/04/04 09:17:00.00,
TIME_UNITS,STARLINK-31677 - X-Coordinate,STARLINK-30080 - X-Coordinate,STARLINK-3558 - X-Coordinate,STARLINK-30280 - X-Coordinate,STARLINK-2188 - X-Coordinate,STARLINK-31165 - X-Coordinate,STARLINK-6035 - X-Coordinate,STARLINK-3321 - X-Coordinate,STARLINK-3691 - X-Coordinate,STARLINK-3084 - X-Coordinate,STARLINK-6224 - X-Coordinate,STARLINK-5893 - X-Coordinate,STARLINK-5574 - X-Coordinate,STARLINK-3270 - X-Coordinate,STARLINK-1656 - X-Coordinate,STARLINK-5587 - X-Coordinate,STARLINK-4810 - X-Coordinate,STARLINK-4308 - X-Coordinate,STARLINK-4288 - X-Coordinate,STARLINK-1512 - X-Coordinate,STARLINK-5686 - X-Coordinate,STARLINK-31972 - X-Coordinate,STARLINK-5760 - X-Coordinate,STARLINK-5232 - X-Coordinate,STARLINK-3195 - X-Coordinate,STARLINK-6354 - X-Coordinate,STARLINK-4374 - X-Coordinate,STARLINK-3238 - X-Coordinate,STARLINK-11114 [DTC] - X-Coordinate,STARLINK-2557 - X-Coordinate,STARLINK-32131 - X-Coordinate,STARLINK-2049 - X-Coordinate,STARLINK-5936 - X-Coordinate,STARLINK-3607 - X-Coordinate,STARLINK-32202 - X-Coordinate,STARLINK-3448 - X-Coordinate,STARLINK-30125 - X-Coordinate,STARLINK-31696 - X-Coordinate,STARLINK-30377 - X-Coordinate,STARLINK-3903 - X-Coordinate,STARLINK-4687 - X-Coordinate,STARLINK-4541 - X-Coordinate,STARLINK-5218 - X-Coordinate,STARLINK-1998 - X-Coordinate,STARLINK-30841 - X-Coordinate,STARLINK-3864 - X-Coordinate,STARLINK-5590 - X-Coordinate,STARLINK-4364 - X-Coordinate,STARLINK-31355 - X-Coordinate,STARLINK-3749 - X-Coordinate,STARLINK-5186 - X-Coordinate,STARLINK-1781 - X-Coordinate,STARLINK-2185 - X-Coordinate,STARLINK-3258 - X-Coordinate,STARLINK-30472 - X-Coordinate,STARLINK-30940 - X-Coordinate,STARLINK-31047 - X-Coordinate,STARLINK-31919 - X-Coordinate,STARLINK-32099 - X-Coordinate,STARLINK-11110 [DTC] - X-Coordinate,STARLINK-31295 - X-Coordinate,STARLINK-5071 - X-Coordinate,STARLINK-4627 - X-Coordinate,STARLINK-5001 - X-Coordinate,STARLINK-30539 - X-Coordinate,STARLINK-2066 - X-Coordinate,STARLINK-31325 - X-Coordinate,STARLINK-3802 - X-Coordinate,STARLINK-5649 - X-Coordinate,STARLINK-4792 - X-Coordinate,STARLINK-6197 - X-Coordinate,STARLINK-30822 - X-Coordinate,STARLINK-31145 - X-Coordinate,STARLINK-4576 - X-Coordinate,STARLINK-30396 - X-Coordinate,STARLINK-1776 - X-Coordinate,STARLINK-4150 - X-Coordinate,STARLINK-4209 - X-Coordinate,STARLINK-11095 [DTC] - X-Coordinate,STARLINK-3611 - X-Coordinate,STARLINK-4173 - X-Coordinate,STARLINK-31594 - X-Coordinate,STARLINK-4338 - X-Coordinate,STARLINK-5915 - X-Coordinate,STARLINK-5662 - X-Coordinate,STARLINK-30975 - X-Coordinate,STARLINK-32255 - X-Coordinate,STARLINK-5718 - X-Coordinate,STARLINK-30842 - X-Coordinate,STARLINK-3512 - X-Coordinate,STARLINK-1297 - X-Coordinate,STARLINK-1130 (DARKSAT) - X-Coordinate,STARLINK-3851 - X-Coordinate,STARLINK-30216 - X-Coordinate,STARLINK-11146 [DTC] - X-Coordinate,STARLINK-3554 - X-Coordinate,STARLINK-5294 - X-Coordinate,STARLINK-32089 - X-Coordinate,STARLINK-30542 - X-Coordinate,STARLINK-2391 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31677 - Y-Coordinate,STARLINK-30080 - Y-Coordinate,STARLINK-3558 - Y-Coordinate,STARLINK-30280 - Y-Coordinate,STARLINK-2188 - Y-Coordinate,STARLINK-31165 - Y-Coordinate,STARLINK-6035 - Y-Coordinate,STARLINK-3321 - Y-Coordinate,STARLINK-3691 - Y-Coordinate,STARLINK-3084 - Y-Coordinate,STARLINK-6224 - Y-Coordinate,STARLINK-5893 - Y-Coordinate,STARLINK-5574 - Y-Coordinate,STARLINK-3270 - Y-Coordinate,STARLINK-1656 - Y-Coordinate,STARLINK-5587 - Y-Coordinate,STARLINK-4810 - Y-Coordinate,STARLINK-4308 - Y-Coordinate,STARLINK-4288 - Y-Coordinate,STARLINK-1512 - Y-Coordinate,STARLINK-5686 - Y-Coordinate,STARLINK-31972 - Y-Coordinate,STARLINK-5760 - Y-Coordinate,STARLINK-5232 - Y-Coordinate,STARLINK-3195 - Y-Coordinate,STARLINK-6354 - Y-Coordinate,STARLINK-4374 - Y-Coordinate,STARLINK-3238 - Y-Coordinate,STARLINK-11114 [DTC] - Y-Coordinate,STARLINK-2557 - Y-Coordinate,STARLINK-32131 - Y-Coordinate,STARLINK-2049 - Y-Coordinate,STARLINK-5936 - Y-Coordinate,STARLINK-3607 - Y-Coordinate,STARLINK-32202 - Y-Coordinate,STARLINK-3448 - Y-Coordinate,STARLINK-30125 - Y-Coordinate,STARLINK-31696 - Y-Coordinate,STARLINK-30377 - Y-Coordinate,STARLINK-3903 - Y-Coordinate,STARLINK-4687 - Y-Coordinate,STARLINK-4541 - Y-Coordinate,STARLINK-5218 - Y-Coordinate,STARLINK-1998 - Y-Coordinate,STARLINK-30841 - Y-Coordinate,STARLINK-3864 - Y-Coordinate,STARLINK-5590 - Y-Coordinate,STARLINK-4364 - Y-Coordinate,STARLINK-31355 - Y-Coordinate,STARLINK-3749 - Y-Coordinate,STARLINK-5186 - Y-Coordinate,STARLINK-1781 - Y-Coordinate,STARLINK-2185 - Y-Coordinate,STARLINK-3258 - Y-Coordinate,STARLINK-30472 - Y-Coordinate,STARLINK-30940 - Y-Coordinate,STARLINK-31047 - Y-Coordinate,STARLINK-31919 - Y-Coordinate,STARLINK-32099 - Y-Coordinate,STARLINK-11110 [DTC] - Y-Coordinate,STARLINK-31295 - Y-Coordinate,STARLINK-5071 - Y-Coordinate,STARLINK-4627 - Y-Coordinate,STARLINK-5001 - Y-Coordinate,STARLINK-30539 - Y-Coordinate,STARLINK-2066 - Y-Coordinate,STARLINK-31325 - Y-Coordinate,STARLINK-3802 - Y-Coordinate,STARLINK-5649 - Y-Coordinate,STARLINK-4792 - Y-Coordinate,STARLINK-6197 - Y-Coordinate,STARLINK-30822 - Y-Coordinate,STARLINK-31145 - Y-Coordinate,STARLINK-4576 - Y-Coordinate,STARLINK-30396 - Y-Coordinate,STARLINK-1776 - Y-Coordinate,STARLINK-4150 - Y-Coordinate,STARLINK-4209 - Y-Coordinate,STARLINK-11095 [DTC] - Y-Coordinate,STARLINK-3611 - Y-Coordinate,STARLINK-4173 - Y-Coordinate,STARLINK-31594 - Y-Coordinate,STARLINK-4338 - Y-Coordinate,STARLINK-5915 - Y-Coordinate,STARLINK-5662 - Y-Coordinate,STARLINK-30975 - Y-Coordinate,STARLINK-32255 - Y-Coordinate,STARLINK-5718 - Y-Coordinate,STARLINK-30842 - Y-Coordinate,STARLINK-3512 - Y-Coordinate,STARLINK-1297 - Y-Coordinate,STARLINK-1130 (DARKSAT) - Y-Coordinate,STARLINK-3851 - Y-Coordinate,STARLINK-30216 - Y-Coordinate,STARLINK-11146 [DTC] - Y-Coordinate,STARLINK-3554 - Y-Coordinate,STARLINK-5294 - Y-Coordinate,STARLINK-32089 - Y-Coordinate,STARLINK-30542 - Y-Coordinate,STARLINK-2391 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31677 - Z-Coordinate,STARLINK-30080 - Z-Coordinate,STARLINK-3558 - Z-Coordinate,STARLINK-30280 - Z-Coordinate,STARLINK-2188 - Z-Coordinate,STARLINK-31165 - Z-Coordinate,STARLINK-6035 - Z-Coordinate,STARLINK-3321 - Z-Coordinate,STARLINK-3691 - Z-Coordinate,STARLINK-3084 - Z-Coordinate,STARLINK-6224 - Z-Coordinate,STARLINK-5893 - Z-Coordinate,STARLINK-5574 - Z-Coordinate,STARLINK-3270 - Z-Coordinate,STARLINK-1656 - Z-Coordinate,STARLINK-5587 - Z-Coordinate,STARLINK-4810 - Z-Coordinate,STARLINK-4308 - Z-Coordinate,STARLINK-4288 - Z-Coordinate,STARLINK-1512 - Z-Coordinate,STARLINK-5686 - Z-Coordinate,STARLINK-31972 - Z-Coordinate,STARLINK-5760 - Z-Coordinate,STARLINK-5232 - Z-Coordinate,STARLINK-3195 - Z-Coordinate,STARLINK-6354 - Z-Coordinate,STARLINK-4374 - Z-Coordinate,STARLINK-3238 - Z-Coordinate,STARLINK-11114 [DTC] - Z-Coordinate,STARLINK-2557 - Z-Coordinate,STARLINK-32131 - Z-Coordinate,STARLINK-2049 - Z-Coordinate,STARLINK-5936 - Z-Coordinate,STARLINK-3607 - Z-Coordinate,STARLINK-32202 - Z-Coordinate,STARLINK-3448 - Z-Coordinate,STARLINK-30125 - Z-Coordinate,STARLINK-31696 - Z-Coordinate,STARLINK-30377 - Z-Coordinate,STARLINK-3903 - Z-Coordinate,STARLINK-4687 - Z-Coordinate,STARLINK-4541 - Z-Coordinate,STARLINK-5218 - Z-Coordinate,STARLINK-1998 - Z-Coordinate,STARLINK-30841 - Z-Coordinate,STARLINK-3864 - Z-Coordinate,STARLINK-5590 - Z-Coordinate,STARLINK-4364 - Z-Coordinate,STARLINK-31355 - Z-Coordinate,STARLINK-3749 - Z-Coordinate,STARLINK-5186 - Z-Coordinate,STARLINK-1781 - Z-Coordinate,STARLINK-2185 - Z-Coordinate,STARLINK-3258 - Z-Coordinate,STARLINK-30472 - Z-Coordinate,STARLINK-30940 - Z-Coordinate,STARLINK-31047 - Z-Coordinate,STARLINK-31919 - Z-Coordinate,STARLINK-32099 - Z-Coordinate,STARLINK-11110 [DTC] - Z-Coordinate,STARLINK-31295 - Z-Coordinate,STARLINK-5071 - Z-Coordinate,STARLINK-4627 - Z-Coordinate,STARLINK-5001 - Z-Coordinate,STARLINK-30539 - Z-Coordinate,STARLINK-2066 - Z-Coordinate,STARLINK-31325 - Z-Coordinate,STARLINK-3802 - Z-Coordinate,STARLINK-5649 - Z-Coordinate,STARLINK-4792 - Z-Coordinate,STARLINK-6197 - Z-Coordinate,STARLINK-30822 - Z-Coordinate,STARLINK-31145 - Z-Coordinate,STARLINK-4576 - Z-Coordinate,STARLINK-30396 - Z-Coordinate,STARLINK-1776 - Z-Coordinate,STARLINK-4150 - Z-Coordinate,STARLINK-4209 - Z-Coordinate,STARLINK-11095 [DTC] - Z-Coordinate,STARLINK-3611 - Z-Coordinate,STARLINK-4173 - Z-Coordinate,STARLINK-31594 - Z-Coordinate,STARLINK-4338 - Z-Coordinate,STARLINK-5915 - Z-Coordinate,STARLINK-5662 - Z-Coordinate,STARLINK-30975 - Z-Coordinate,STARLINK-32255 - Z-Coordinate,STARLINK-5718 - Z-Coordinate,STARLINK-30842 - Z-Coordinate,STARLINK-3512 - Z-Coordinate,STARLINK-1297 - Z-Coordinate,STARLINK-1130 (DARKSAT) - Z-Coordinate,STARLINK-3851 - Z-Coordinate,STARLINK-30216 - Z-Coordinate,STARLINK-11146 [DTC] - Z-Coordinate,STARLINK-3554 - Z-Coordinate,STARLINK-5294 - Z-Coordinate,STARLINK-32089 - Z-Coordinate,STARLINK-30542 - Z-Coordinate,STARLINK-2391 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-894.5797,-5520.1188,5171.6869,-3692.5972,1263.1410,-6563.3513,-5975.1846,-4772.7420,4158.5318,-1432.2927,-5355.5540,3736.3786,-6182.1284,-4309.9851,-3721.7708,873.0869,4761.1030,-5854.7886,-4535.5743,0.0000,4567.2709,4947.8163,-4538.3337,-1894.5533,-4350.7536,280.7174,940.7901,3937.1304,4515.6373,4192.8086,-5726.9373,823.1987,3719.3211,-5513.0778,476.2294,4173.3177,-1812.3692,-920.8860,1561.1950,-308.0759,4829.1275,-3668.5683,1111.4111,-2229.8688,3311.2600,-4480.4828,-6717.1286,584.5887,2936.0149,1739.6075,493.8543,3611.8074,-2461.8908,3560.4395,-6067.6687,-3506.0951,-170.7189,5046.6516,6346.7044,3919.2815,-5654.5980,-2690.8181,662.6228,-2299.7784,-4369.6484,1442.4911,-2959.6060,-4200.7695,-2340.9712,3984.5841,-74.6828,-5485.3675,6701.6331,3272.5723,1254.4372,-6104.6308,-1122.5944,2200.3427,4117.1889,5986.6524,330.9890,-5561.5847,3371.9693,-1859.3388,4986.5168,-1672.8130,-3972.1877,5764.8117,-3356.6955,3427.4139,-5247.3920,-1950.6506,-387.3734,5701.2727,-5331.0002,5137.1900,2270.0392,-6232.4164,0.0000,-5600.5976,343840.2139,341077.1287,347748.0106,347390.3304,342213.0288,343955.0817,351445.2352,349640.0885,-171173089.2895,-171154947.9837,-171167120.8743,-171160204.0510,349145.2561,-171157358.1612,6627.8404,181.2549,-243.5346,3625.6594,3909.4978,-1439.0962,-3513.7356,4975.5781,73.5295,-1894.7361,2780.3912,118.1755,1244.6559,-5380.0610,5222.3491,6744.4620,420.2704,-3356.6041,2821.5358,0.0000,2949.5159,-619.8510,-2243.1924,1826.8224,1494.7702,5347.1876,-1704.1203,2402.4762,4359.0122,-436.4077,-2760.2429,-6702.9605,-4164.0364,3845.8472,-4277.5534,-3939.4809,4807.2986,4027.6428,5167.2515,-6778.0018,-1702.1757,2819.2562,-2106.7126,-6539.0017,4429.9904,-2418.7626,1650.0417,-1425.3646,-3279.2592,-3779.7031,-5792.6261,-2044.7691,-5205.2760,5568.9359,2733.7014,-3782.5566,5751.5636,903.0450,2338.7291,5401.4212,1312.4868,-2318.9249,-4781.2710,-3834.4310,2549.6452,-6438.8590,5150.6126,-4872.6398,-4704.3069,-1196.6837,-4796.3799,3322.0029,1785.4616,5945.4439,4922.9544,869.7925,-4545.6878,-6304.9819,1635.2485,-3425.3108,-6299.7868,-1189.8481,1049.7484,-6599.8380,-1325.7656,6675.8294,-4464.9669,63.6942,-3793.2601,2966.2471,-64.0331,4108.1369,6510.8228,3933.9483,173.6986,-2062.8588,3916.0049,-1143.3312,0.0000,-3442.3881,31174.8069,8289.3131,23505.3101,23163.4757,16286.1266,17301.1909,14693.9580,18002.5491,314292221.9412,314257225.6467,314283274.9703,314280548.1831,17607.7645,314287685.2040,-1168.1920,-4172.9930,-4584.1921,4593.5282,-5267.2595,-1289.6422,257.3159,-463.3317,-5526.3925,6516.7306,-3423.9457,-5875.4549,-2866.8762,-555.2164,2579.6703,-1352.3015,4948.2954,1565.7195,4233.1714,0.0000,-4296.7489,-4640.2654,4717.6035,-6441.7097,5078.9490,-4416.2115,6631.2761,5133.0563,2435.0758,-5420.0518,2353.2649,1423.6616,-4102.5828,-1563.3288,-5280.3728,-3245.0333,-4643.7974,5424.2023,4252.6969,-1234.5173,4634.5015,5110.4364,6519.2124,-465.7478,4158.7908,4650.6496,432.2547,-6762.0626,-5194.3126,-5520.8019,3716.1541,5510.0102,-3833.2142,1982.2513,-1916.9787,-4571.5631,3821.5154,-4499.1197,649.4409,-970.6218,-3667.0013,-5966.9375,4940.1005,-5060.0116,4714.5190,1927.7184,-3430.9942,-2502.5612,4508.0658,5424.0551,-5013.3254,2147.9468,385.8157,-1297.5650,-4698.8264,2629.0385,-5082.7484,-1775.4068,-5058.2056,-314.0261,-2833.3625,3795.3308,5958.8486,-983.6191,4504.8735,650.1087,-3299.8391,-3838.4487,4718.0780,-5228.5343,4400.2735,-5057.4505,2256.9302,-239.5564,4087.6460,-4123.3437,-5212.3833,-2514.8208,0.0000,-1019.4085,118584.9913,115095.8292,118481.0500,120315.3614,123063.1604,113618.5957,109288.1546,119175.8304,25736890.7761,25768830.1723,25767092.0916,25749311.6539,117483.1825,25749110.8493,
300.000,633.3260,-4666.8058,3964.1471,-1845.5060,3124.2712,-6835.2169,-5498.2034,-3752.5663,4026.5231,-3175.8002,-4832.8570,5058.6391,-5018.4801,-4945.9871,-2848.7485,2312.0023,3891.1002,-4881.6373,-4239.5260,0.0000,5843.8407,4505.8595,-5297.9558,-1110.1617,-2814.8509,1105.0169,2790.9890,5379.3752,4752.6995,4147.4278,-5457.6067,-496.5573,2502.0728,-4198.7159,-1507.2097,2340.3541,136.4467,1147.2801,3245.5537,-1520.9490,3197.1343,-1739.9260,-775.9008,-3293.8252,4392.3620,-4315.9842,-6129.2473,2505.2941,875.9622,-201.2220,-1086.3550,2346.7250,-3346.5101,4184.9969,-4764.7690,-4666.8080,1284.1358,5511.6115,6681.7355,4852.7343,-5560.5239,-4556.2194,-1036.8986,-3505.6361,-3112.5560,14.6301,-969.4524,-5376.2527,-4233.6470,3500.3766,-1066.7071,-4765.3314,6777.5554,4027.6126,3225.9593,-4914.1920,-2729.3684,1070.7825,5293.4385,5161.9234,-1071.6057,-6262.4459,4744.4223,-3274.7666,4566.3607,-173.6036,-5342.9526,6109.0608,-4827.2607,5059.3593,-4119.1601,-444.0484,959.2253,6312.9387,-5908.5185,5144.3919,3524.7443,-6716.2292,0.0000,-6171.4913,343077.9598,340867.5068,347440.0573,347032.1417,341762.5294,343543.1335,350959.1785,349570.1342,-177993674.6805,-177974884.2062,-177987775.8256,-177980146.6660,348718.2252,-177977941.1143,6746.7741,2100.1909,-1888.8644,4737.0605,2707.9338,65.7085,-3747.1442,5641.3409,-2077.2403,-585.6615,4468.9503,-1150.6688,2720.2685,-4249.1058,6241.6347,5935.8475,-1515.4523,-3299.2449,4509.9386,0.0000,1442.4074,-2725.8670,-241.6463,3767.6044,3002.6162,3766.6669,-2696.5408,1063.1853,2725.2121,-2543.5487,-1159.9034,-6156.1576,-5652.9751,4447.2178,-4852.4223,-4228.3475,5565.0614,4571.3334,3867.0799,-6699.5842,-2951.9628,3757.9761,-3188.0413,-5939.0330,2629.0287,-363.3090,3041.7523,-2397.0883,-3993.1138,-4668.5725,-4792.4542,-3802.8003,-3535.4988,4181.2946,3870.3951,-1962.2751,6380.0119,-1122.0077,849.4437,4598.8983,3146.0125,-2095.9017,-5629.3230,-2021.9494,4284.3360,-5913.6381,5270.9220,-4259.0763,-3934.4784,-3264.6703,-5949.2558,4756.0129,569.7479,4765.6668,4057.2859,2083.0254,-3141.9440,-6824.7883,0.7349,-4332.2125,-5373.3368,548.7985,2207.8155,-6076.2298,-3352.9239,6853.8566,-3900.8133,-1763.3219,-2241.5138,1820.7303,1623.4174,5398.1480,5697.6362,2545.4178,1776.3732,-3721.5554,2163.3516,423.5577,0.0000,-2336.3694,38263.0281,15625.1301,30849.9380,30425.0782,23600.2977,24596.1732,22065.2972,25572.0347,310480608.9664,310445325.1994,310470989.3549,310468760.4864,24941.8578,310475994.3152,387.7981,-4661.6494,-5342.1766,4694.2183,-5246.7703,256.1610,-1968.9885,1348.5052,-5225.5544,6139.3788,-2189.5165,-4644.4211,-3925.3867,-2308.5731,859.5104,-2741.0880,5466.5164,3638.2506,2858.1255,0.0000,-3432.3971,-4320.0395,4445.9074,-5743.6682,5478.4024,-5725.3410,5721.3932,4192.3082,3908.9681,-4844.6248,3845.8087,3075.6114,-3126.8458,-3199.2319,-4537.2251,-4485.4028,-4118.8672,4928.2922,4661.0992,581.8891,5361.6012,5510.7158,6117.2030,1340.6620,4655.1367,5364.7372,-1109.6606,-6005.6444,-5444.9104,-5094.1977,4841.3906,5256.2564,-4914.7479,3548.8974,-3208.3669,-4675.8600,2321.7005,-3858.1618,-910.7630,867.5742,-2513.4468,-4801.9924,3868.5496,-5405.3608,4448.2067,3500.6914,-4282.7713,-767.5053,3814.1959,4881.7382,-3404.8608,660.9451,-1417.7264,-2970.3905,-4584.3528,4051.9279,-5516.7418,18.8933,-4145.3195,1493.8831,-4220.3219,2693.4251,4542.0421,561.3708,3852.0190,-897.1862,-1679.7865,-2743.9181,4427.0698,-4354.9106,5223.1945,-4112.8336,3771.4425,1296.6305,2670.1517,-2705.8588,-5527.3648,-1081.3268,0.0000,826.1409,118451.3114,114997.1766,118472.0174,120043.4622,123036.6135,113762.4218,109082.4282,118833.4464,25743635.5572,25775402.3251,25773747.0011,25755387.6336,117381.1679,25755823.2747,
600.000,2099.5319,-3396.4003,2402.2709,159.0019,4674.1359,-6416.0649,-4437.3496,-2346.0781,3554.2862,-4640.9052,-3861.5323,5903.0750,-3380.4751,-5111.7176,-1701.2345,3553.3605,2681.3114,-3399.6953,-3533.3165,0.0000,6567.0628,3646.0972,-5580.1742,-286.5687,-1030.5616,1889.8603,4378.6154,6303.1924,4517.0352,3735.7645,-4641.5938,-1799.9965,1071.7136,-2449.6719,-3307.0202,223.2277,2048.6498,3073.0919,4641.0819,-2587.5205,1271.7987,342.0587,-2539.6797,-4045.1441,5088.9599,-3777.8047,-4943.8174,4196.1961,-1258.5312,-2090.6848,-2603.2391,898.6029,-3954.6102,4428.7170,-2996.4765,-5407.0142,2587.2794,5447.9818,6329.9849,5271.1691,-4930.9860,-5953.6159,-2599.7168,-4393.3656,-1590.0756,-1450.5437,1132.2817,-6008.1110,-5716.5156,2712.5375,-1908.0730,-3551.9979,6191.9968,4412.8759,4898.9672,-3196.3778,-4111.5789,-166.0591,5924.8068,3811.5289,-2411.4951,-6344.5403,5566.2219,-4376.5859,3725.2020,1351.0876,-6151.5270,5877.7457,-5855.4156,6204.3733,-2609.1700,1067.7798,2250.2856,6318.5192,-5861.9814,4661.5882,4482.0095,-6515.8140,0.0000,-6054.9474,342170.7525,340501.6588,346979.4869,346525.2935,341159.6645,342985.3787,350317.2385,349272.6268,-184729419.7475,-184709966.2459,-184723561.1823,-184715224.4015,348137.1463,-184713679.9201,6166.6429,3841.8609,-3393.1448,5427.4823,1261.0049,1566.4411,-3549.5306,5753.8387,-4019.4651,715.0659,5715.9034,-2251.5786,3967.8028,-2680.8943,6635.9765,4555.5947,-3332.3770,-2836.6184,5716.5608,0.0000,-174.3484,-4555.4750,1762.8701,5348.8415,4253.7673,1823.9219,-3325.7827,-338.6348,775.3916,-4383.0409,595.9895,-5003.2666,-6597.9283,4636.9385,-4967.6724,-4084.5244,5814.6255,4693.3238,2213.1360,-5946.5205,-3963.0829,4379.5370,-4013.1283,-4744.2807,586.4757,1746.6623,4148.6222,-3036.2218,-4352.3715,-5142.0832,-3344.2631,-5211.2969,-1521.0237,2362.0218,4662.0334,28.2670,6383.8013,-3013.1828,-736.1053,3294.1975,4651.0399,-1723.0340,-5944.8967,-23.6985,5622.0035,-4807.0143,4903.6614,-3225.8860,-2819.3423,-4999.6767,-6511.5065,5688.3454,-717.3560,3099.5556,2838.5999,3115.5108,-1467.5531,-6662.6111,-1594.2520,-4819.9214,-3932.5114,2209.5665,3179.3223,-4959.2336,-5038.8869,6363.2204,-2949.7414,-3399.8155,-505.6146,541.7017,3190.0906,6147.6415,4328.5514,899.2496,3160.1884,-4989.7957,227.0018,1936.8086,0.0000,-959.5060,45331.0912,22957.9653,38181.2473,37672.7256,30903.4942,31882.2948,29424.2030,33098.1206,306521000.6491,306485445.7470,306510705.5445,306509066.5783,32265.8134,306516308.1524,1899.5220,-4650.1979,-5525.8157,4290.7255,-4602.1868,1773.3893,-3985.1038,3014.3831,-4363.0485,5108.9201,-721.1353,-2923.7594,-4563.3697,-3813.1753,-953.4561,-3836.8217,5387.9198,5320.4208,1161.6844,0.0000,-2200.3732,-3513.3518,3696.7187,-4439.7485,5272.8066,-6426.2520,4196.2973,2797.6733,4926.5074,-3736.8271,4898.4087,4393.7928,-1815.8865,-4488.4192,-3283.4618,-5171.5827,-3152.2293,3879.7766,4558.3560,2334.9128,5509.8200,5313.0916,5065.7265,3002.8313,4651.3741,5497.0386,-2532.7020,-4609.5989,-5082.6578,-4119.1410,5441.9717,4433.3923,-5468.1125,4730.4373,-4155.6317,-4271.7841,570.8780,-2784.2673,-2367.5138,2604.7564,-1082.9583,-3126.6304,2379.1391,-5127.4664,3703.2285,4689.3956,-4662.3985,1050.8389,2711.1331,3796.2120,-1432.9849,-902.1810,-3070.4334,-4322.3872,-3977.4681,4996.3167,-5356.5704,1811.1232,-2747.1948,3139.7069,-5153.0552,1291.3541,2639.3424,2046.0171,2772.5740,-2347.6482,128.6623,-1354.8183,3661.0645,-3013.3075,5467.8138,-2702.9917,4876.9814,2693.7226,939.0308,-994.9687,-5245.1961,473.9762,0.0000,2571.7188,118317.3912,114898.9885,118460.8224,119766.8343,123006.6302,113912.4735,108881.5330,118381.4975,25750385.7796,25781972.8579,25780394.4335,25761467.4364,117279.0676,25762535.6304,
