sl_100_5400_20280222 Coordinates.csv
2028/02/22 07:47:00.0000 UTC

Generated: Tue Oct  8 21:41:12 2024,
Start: 2028/02/22 07:47:00.00, Stop: 2028/02/22 09:17:00.00,
TIME_UNITS,STARLINK-4714 - X-Coordinate,STARLINK-31024 - X-Coordinate,STARLINK-31009 - X-Coordinate,STARLINK-4276 - X-Coordinate,STARLINK-30775 - X-Coordinate,STARLINK-4146 - X-Coordinate,STARLINK-2459 - X-Coordinate,STARLINK-4754 - X-Coordinate,STARLINK-1143 - X-Coordinate,STARLINK-1173 - X-Coordinate,STARLINK-6360 - X-Coordinate,STARLINK-3198 - X-Coordinate,STARLINK-5643 - X-Coordinate,STARLINK-5945 - X-Coordinate,STARLINK-11150 [DTC] - X-Coordinate,STARLINK-5174 - X-Coordinate,STARLINK-1238 - X-Coordinate,STARLINK-3419 - X-Coordinate,STARLINK-31627 - X-Coordinate,STARLINK-30372 - X-Coordinate,STARLINK-2226 - X-Coordinate,STARLINK-5550 - X-Coordinate,STARLINK-4772 - X-Coordinate,STARLINK-30532 - X-Coordinate,STARLINK-1470 - X-Coordinate,STARLINK-11139 [DTC] - X-Coordinate,STARLINK-3294 - X-Coordinate,STARLINK-31851 - X-Coordinate,STARLINK-5065 - X-Coordinate,STARLINK-32107 - X-Coordinate,STARLINK-32227 - X-Coordinate,STARLINK-2014 - X-Coordinate,STARLINK-4011 - X-Coordinate,STARLINK-30180 - X-Coordinate,STARLINK-2684 - X-Coordinate,STARLINK-1752 - X-Coordinate,STARLINK-30894 - X-Coordinate,STARLINK-5266 - X-Coordinate,STARLINK-31312 - X-Coordinate,STARLINK-4364 - X-Coordinate,STARLINK-4475 - X-Coordinate,STARLINK-30808 - X-Coordinate,STARLINK-1151 - X-Coordinate,STARLINK-5906 - X-Coordinate,STARLINK-32025 - X-Coordinate,STARLINK-1705 - X-Coordinate,STARLINK-31018 - X-Coordinate,STARLINK-31481 - X-Coordinate,STARLINK-4379 - X-Coordinate,STARLINK-31504 - X-Coordinate,STARLINK-6035 - X-Coordinate,STARLINK-4409 - X-Coordinate,STARLINK-32142 - X-Coordinate,STARLINK-5135 - X-Coordinate,STARLINK-5697 - X-Coordinate,STARLINK-4662 - X-Coordinate,STARLINK-2109 - X-Coordinate,STARLINK-32123 - X-Coordinate,STARLINK-5269 - X-Coordinate,STARLINK-31619 - X-Coordinate,STARLINK-5294 - X-Coordinate,STARLINK-32165 - X-Coordinate,STARLINK-4130 - X-Coordinate,STARLINK-4322 - X-Coordinate,STARLINK-31825 - X-Coordinate,STARLINK-1781 - X-Coordinate,STARLINK-3972 - X-Coordinate,STARLINK-30534 - X-Coordinate,STARLINK-30531 - X-Coordinate,STARLINK-6085 - X-Coordinate,STARLINK-6298 - X-Coordinate,STARLINK-5914 - X-Coordinate,STARLINK-4094 - X-Coordinate,STARLINK-3867 - X-Coordinate,STARLINK-5877 - X-Coordinate,STARLINK-4279 - X-Coordinate,STARLINK-5993 - X-Coordinate,STARLINK-1067 - X-Coordinate,STARLINK-5170 - X-Coordinate,STARLINK-6217 - X-Coordinate,STARLINK-3248 - X-Coordinate,STARLINK-3895 - X-Coordinate,STARLINK-3673 - X-Coordinate,STARLINK-5222 - X-Coordinate,STARLINK-2088 - X-Coordinate,STARLINK-3868 - X-Coordinate,STARLINK-2556 - X-Coordinate,STARLINK-4644 - X-Coordinate,STARLINK-32039 - X-Coordinate,STARLINK-3728 - X-Coordinate,STARLINK-31003 - X-Coordinate,STARLINK-3048 - X-Coordinate,STARLINK-4343 - X-Coordinate,STARLINK-31449 - X-Coordinate,STARLINK-6333 - X-Coordinate,STARLINK-30474 - X-Coordinate,STARLINK-3678 - X-Coordinate,STARLINK-31942 - X-Coordinate,STARLINK-5847 - X-Coordinate,STARLINK-3545 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4714 - Y-Coordinate,STARLINK-31024 - Y-Coordinate,STARLINK-31009 - Y-Coordinate,STARLINK-4276 - Y-Coordinate,STARLINK-30775 - Y-Coordinate,STARLINK-4146 - Y-Coordinate,STARLINK-2459 - Y-Coordinate,STARLINK-4754 - Y-Coordinate,STARLINK-1143 - Y-Coordinate,STARLINK-1173 - Y-Coordinate,STARLINK-6360 - Y-Coordinate,STARLINK-3198 - Y-Coordinate,STARLINK-5643 - Y-Coordinate,STARLINK-5945 - Y-Coordinate,STARLINK-11150 [DTC] - Y-Coordinate,STARLINK-5174 - Y-Coordinate,STARLINK-1238 - Y-Coordinate,STARLINK-3419 - Y-Coordinate,STARLINK-31627 - Y-Coordinate,STARLINK-30372 - Y-Coordinate,STARLINK-2226 - Y-Coordinate,STARLINK-5550 - Y-Coordinate,STARLINK-4772 - Y-Coordinate,STARLINK-30532 - Y-Coordinate,STARLINK-1470 - Y-Coordinate,STARLINK-11139 [DTC] - Y-Coordinate,STARLINK-3294 - Y-Coordinate,STARLINK-31851 - Y-Coordinate,STARLINK-5065 - Y-Coordinate,STARLINK-32107 - Y-Coordinate,STARLINK-32227 - Y-Coordinate,STARLINK-2014 - Y-Coordinate,STARLINK-4011 - Y-Coordinate,STARLINK-30180 - Y-Coordinate,STARLINK-2684 - Y-Coordinate,STARLINK-1752 - Y-Coordinate,STARLINK-30894 - Y-Coordinate,STARLINK-5266 - Y-Coordinate,STARLINK-31312 - Y-Coordinate,STARLINK-4364 - Y-Coordinate,STARLINK-4475 - Y-Coordinate,STARLINK-30808 - Y-Coordinate,STARLINK-1151 - Y-Coordinate,STARLINK-5906 - Y-Coordinate,STARLINK-32025 - Y-Coordinate,STARLINK-1705 - Y-Coordinate,STARLINK-31018 - Y-Coordinate,STARLINK-31481 - Y-Coordinate,STARLINK-4379 - Y-Coordinate,STARLINK-31504 - Y-Coordinate,STARLINK-6035 - Y-Coordinate,STARLINK-4409 - Y-Coordinate,STARLINK-32142 - Y-Coordinate,STARLINK-5135 - Y-Coordinate,STARLINK-5697 - Y-Coordinate,STARLINK-4662 - Y-Coordinate,STARLINK-2109 - Y-Coordinate,STARLINK-32123 - Y-Coordinate,STARLINK-5269 - Y-Coordinate,STARLINK-31619 - Y-Coordinate,STARLINK-5294 - Y-Coordinate,STARLINK-32165 - Y-Coordinate,STARLINK-4130 - Y-Coordinate,STARLINK-4322 - Y-Coordinate,STARLINK-31825 - Y-Coordinate,STARLINK-1781 - Y-Coordinate,STARLINK-3972 - Y-Coordinate,STARLINK-30534 - Y-Coordinate,STARLINK-30531 - Y-Coordinate,STARLINK-6085 - Y-Coordinate,STARLINK-6298 - Y-Coordinate,STARLINK-5914 - Y-Coordinate,STARLINK-4094 - Y-Coordinate,STARLINK-3867 - Y-Coordinate,STARLINK-5877 - Y-Coordinate,STARLINK-4279 - Y-Coordinate,STARLINK-5993 - Y-Coordinate,STARLINK-1067 - Y-Coordinate,STARLINK-5170 - Y-Coordinate,STARLINK-6217 - Y-Coordinate,STARLINK-3248 - Y-Coordinate,STARLINK-3895 - Y-Coordinate,STARLINK-3673 - Y-Coordinate,STARLINK-5222 - Y-Coordinate,STARLINK-2088 - Y-Coordinate,STARLINK-3868 - Y-Coordinate,STARLINK-2556 - Y-Coordinate,STARLINK-4644 - Y-Coordinate,STARLINK-32039 - Y-Coordinate,STARLINK-3728 - Y-Coordinate,STARLINK-31003 - Y-Coordinate,STARLINK-3048 - Y-Coordinate,STARLINK-4343 - Y-Coordinate,STARLINK-31449 - Y-Coordinate,STARLINK-6333 - Y-Coordinate,STARLINK-30474 - Y-Coordinate,STARLINK-3678 - Y-Coordinate,STARLINK-31942 - Y-Coordinate,STARLINK-5847 - Y-Coordinate,STARLINK-3545 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4714 - Z-Coordinate,STARLINK-31024 - Z-Coordinate,STARLINK-31009 - Z-Coordinate,STARLINK-4276 - Z-Coordinate,STARLINK-30775 - Z-Coordinate,STARLINK-4146 - Z-Coordinate,STARLINK-2459 - Z-Coordinate,STARLINK-4754 - Z-Coordinate,STARLINK-1143 - Z-Coordinate,STARLINK-1173 - Z-Coordinate,STARLINK-6360 - Z-Coordinate,STARLINK-3198 - Z-Coordinate,STARLINK-5643 - Z-Coordinate,STARLINK-5945 - Z-Coordinate,STARLINK-11150 [DTC] - Z-Coordinate,STARLINK-5174 - Z-Coordinate,STARLINK-1238 - Z-Coordinate,STARLINK-3419 - Z-Coordinate,STARLINK-31627 - Z-Coordinate,STARLINK-30372 - Z-Coordinate,STARLINK-2226 - Z-Coordinate,STARLINK-5550 - Z-Coordinate,STARLINK-4772 - Z-Coordinate,STARLINK-30532 - Z-Coordinate,STARLINK-1470 - Z-Coordinate,STARLINK-11139 [DTC] - Z-Coordinate,STARLINK-3294 - Z-Coordinate,STARLINK-31851 - Z-Coordinate,STARLINK-5065 - Z-Coordinate,STARLINK-32107 - Z-Coordinate,STARLINK-32227 - Z-Coordinate,STARLINK-2014 - Z-Coordinate,STARLINK-4011 - Z-Coordinate,STARLINK-30180 - Z-Coordinate,STARLINK-2684 - Z-Coordinate,STARLINK-1752 - Z-Coordinate,STARLINK-30894 - Z-Coordinate,STARLINK-5266 - Z-Coordinate,STARLINK-31312 - Z-Coordinate,STARLINK-4364 - Z-Coordinate,STARLINK-4475 - Z-Coordinate,STARLINK-30808 - Z-Coordinate,STARLINK-1151 - Z-Coordinate,STARLINK-5906 - Z-Coordinate,STARLINK-32025 - Z-Coordinate,STARLINK-1705 - Z-Coordinate,STARLINK-31018 - Z-Coordinate,STARLINK-31481 - Z-Coordinate,STARLINK-4379 - Z-Coordinate,STARLINK-31504 - Z-Coordinate,STARLINK-6035 - Z-Coordinate,STARLINK-4409 - Z-Coordinate,STARLINK-32142 - Z-Coordinate,STARLINK-5135 - Z-Coordinate,STARLINK-5697 - Z-Coordinate,STARLINK-4662 - Z-Coordinate,STARLINK-2109 - Z-Coordinate,STARLINK-32123 - Z-Coordinate,STARLINK-5269 - Z-Coordinate,STARLINK-31619 - Z-Coordinate,STARLINK-5294 - Z-Coordinate,STARLINK-32165 - Z-Coordinate,STARLINK-4130 - Z-Coordinate,STARLINK-4322 - Z-Coordinate,STARLINK-31825 - Z-Coordinate,STARLINK-1781 - Z-Coordinate,STARLINK-3972 - Z-Coordinate,STARLINK-30534 - Z-Coordinate,STARLINK-30531 - Z-Coordinate,STARLINK-6085 - Z-Coordinate,STARLINK-6298 - Z-Coordinate,STARLINK-5914 - Z-Coordinate,STARLINK-4094 - Z-Coordinate,STARLINK-3867 - Z-Coordinate,STARLINK-5877 - Z-Coordinate,STARLINK-4279 - Z-Coordinate,STARLINK-5993 - Z-Coordinate,STARLINK-1067 - Z-Coordinate,STARLINK-5170 - Z-Coordinate,STARLINK-6217 - Z-Coordinate,STARLINK-3248 - Z-Coordinate,STARLINK-3895 - Z-Coordinate,STARLINK-3673 - Z-Coordinate,STARLINK-5222 - Z-Coordinate,STARLINK-2088 - Z-Coordinate,STARLINK-3868 - Z-Coordinate,STARLINK-2556 - Z-Coordinate,STARLINK-4644 - Z-Coordinate,STARLINK-32039 - Z-Coordinate,STARLINK-3728 - Z-Coordinate,STARLINK-31003 - Z-Coordinate,STARLINK-3048 - Z-Coordinate,STARLINK-4343 - Z-Coordinate,STARLINK-31449 - Z-Coordinate,STARLINK-6333 - Z-Coordinate,STARLINK-30474 - Z-Coordinate,STARLINK-3678 - Z-Coordinate,STARLINK-31942 - Z-Coordinate,STARLINK-5847 - Z-Coordinate,STARLINK-3545 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6719.7911,-464.1363,-1561.5549,3641.9356,4987.6334,4021.7359,-5649.4393,-427.7122,-4303.4637,-5020.2798,2780.4516,-1579.7969,-2183.4800,-1296.0314,-5536.2426,-2709.0755,3276.8217,3709.3788,-4640.4871,-2848.6953,2057.7460,-5064.1750,6225.7378,-4756.3228,-3142.9198,-1699.0734,4351.7927,-3422.3541,-976.1384,5116.7134,2894.2026,-1343.4588,5009.9364,-4773.6473,5083.7779,-2565.7799,0.0000,2366.3382,-4577.3632,-3639.4913,1829.6583,2876.1586,-4108.0863,6193.4508,-4128.3041,-3322.1580,-4795.6646,-4364.9247,3587.4738,-1083.2080,-4557.5736,-2075.7596,2373.6867,1529.0039,-2783.5613,5683.5572,6093.5879,6476.8495,-1403.7327,5820.2901,4119.9393,3081.8326,4313.3586,-3698.7289,4075.1977,6749.1075,-2803.0388,-1895.2598,-5308.7626,-2041.9756,-5575.1919,-6571.1269,1446.3370,3383.8844,0.0000,-2344.2362,-268.9447,253.4788,1484.7898,4976.1634,-4190.4899,6217.6012,-6884.2641,3680.8973,4321.8912,6703.4435,-5874.8264,2732.2543,760.8677,-4516.9673,-5243.4444,-3182.8721,-4816.5808,-369.6001,4863.5994,245.6234,-5907.4269,3167.1208,-995.2439,3612.7839,-304780.0164,-332601.1550,-314406.0724,-314672.1002,-323098.4560,-321080.2314,-317197.5386,-315871.2084,-103994688.9920,-104012154.3065,-104010363.5618,-103998175.4534,-317021.7839,-103992924.9972,-615.9238,-4138.7878,-6759.3159,2090.1870,3687.5291,3960.5306,-3699.8222,-5226.6583,713.0701,-4237.7611,4550.3762,6729.4989,1620.1289,-4938.6066,-3120.5453,5149.3269,6076.1884,-4085.7646,3556.8014,6122.7603,5904.2282,-2434.8351,-2708.3609,3775.3761,3167.6591,6345.0617,1323.5588,-4553.2240,5502.8641,-590.5055,3185.7025,4091.7017,931.6806,4962.2143,-3217.5950,3715.0084,0.0000,-156.8383,2095.2491,1301.8840,-3739.5464,5046.4768,611.8379,-2129.3080,-1509.9030,-2518.5993,-3220.3437,3493.5962,-5174.7641,-6716.9432,-1967.5909,126.3315,-4226.4791,6047.0274,-5265.1275,370.0779,3219.8398,-1975.1005,-6456.6963,-1611.8305,4864.2895,4204.5022,-62.5770,-1322.7589,1549.5108,-328.5595,6109.2251,-4925.5908,3737.3453,-5614.6565,-3312.1778,1680.9779,-5718.1266,2426.4964,0.0000,3690.8469,5201.2402,5387.9187,-6632.3566,-1680.2079,5341.1481,-2030.8108,-236.5364,2137.0169,-700.4841,-586.2257,-3524.8065,-3275.3515,-5386.5776,-5232.7099,530.9924,2005.2746,-2273.6409,-6670.7276,3658.7384,5220.0019,-2258.7603,5957.8770,6834.2748,5870.2808,212623.1306,195122.6553,213232.3108,213092.6923,211294.1046,210987.8582,204019.8064,207448.3825,333060592.1159,333029251.4491,333042807.7989,333047883.1961,207746.4855,333043311.2456,1450.8992,5529.4025,-350.1256,-5486.8775,-3102.4188,-3989.8646,577.9914,-4515.6289,-5334.7857,2007.2942,-4432.5996,-141.0295,-6377.0058,4681.5500,1911.6494,-3730.0873,-6.7266,-4142.9264,-3580.3018,-988.6966,2429.8449,4057.3525,-1125.6705,-3343.1055,5256.3491,1527.0344,-5211.3146,-3649.2492,4123.8146,-4465.6440,-5305.7482,-5397.9463,4655.2467,676.2418,-3289.7946,-5234.3572,0.0000,6497.4413,4593.8682,-5754.6311,5494.4375,3762.2762,5404.5776,-2391.1369,5183.0138,5478.7432,-3592.5251,-3839.3479,-2623.5883,-147.1138,4836.2206,-6622.3294,-4841.3707,2928.3667,3531.5849,3919.8172,332.8980,1046.2857,1986.7692,2735.9701,2635.7556,4048.9156,-5390.4264,-5726.0038,5254.5348,-1436.2914,1562.0511,4482.4629,-2370.4102,-3520.9284,-2454.8020,1489.1686,-3605.2741,-5517.0747,0.0000,-5331.3857,-4632.7866,4286.0555,1193.9515,-4531.7602,1190.8890,-2194.9838,257.8207,5417.5725,5290.1545,-1525.6814,532.9290,-5444.8114,-4145.0809,-44.0543,4481.4033,5825.3502,-4455.4076,1440.1049,3296.8832,4442.9841,2771.4070,518.8663,-539.0154,-453.9575,-138187.6291,-142440.5409,-140703.4216,-138624.6977,-136042.5827,-145586.4971,-149743.0171,-142894.7057,-55495118.9255,-55516259.7193,-55469121.4341,-55475528.6441,-141593.8441,-55484365.3022,
300.000,-6124.8374,-2561.3246,-2953.8526,4798.0380,5307.9445,4287.4455,-6147.9679,-2006.5205,-3246.6726,-5204.9750,4595.1083,-327.8823,-156.6195,-3239.3013,-6304.0123,-1688.9808,4170.8776,1764.3004,-2852.7437,-1226.9727,3399.2068,-5728.5158,5157.1293,-2980.4949,-2047.9845,-507.7447,4065.2460,-4373.1333,-343.2574,4271.4247,3931.3947,523.8034,5955.6379,-3352.9577,4746.5188,-1224.2896,0.0000,2018.1928,-3285.6312,-1934.0333,-270.6156,4046.5205,-3325.3537,4988.1034,-5224.1720,-4306.0217,-6067.9866,-2504.2138,4257.9499,-2511.2205,-5494.4771,-102.2318,263.4818,2925.5456,-4494.6703,6379.6127,6273.6881,6054.2231,-2664.7444,5593.2259,4510.9633,3701.6532,3600.9721,-4956.5003,5160.3155,5987.6741,-1714.5367,-3573.0063,-3728.8480,-3419.9209,-6550.0956,-5638.3907,195.0762,4637.9783,0.0000,-219.1431,751.1292,1870.8218,294.0010,4458.9226,-3215.8535,6039.6571,-6648.2351,4200.1559,3236.0815,5872.7781,-6318.4437,742.5755,-697.4235,-5203.1137,-5206.6661,-1079.9110,-5600.8161,-1577.0137,6142.8261,2269.3585,-6724.4098,4395.0436,552.9243,4512.4983,-309171.4294,-336712.1687,-318658.3356,-319019.3768,-327480.0960,-325450.4700,-321566.6919,-320625.7131,-111240669.9870,-111257666.8176,-111256622.7533,-111244611.1012,-321373.1094,-111238924.0364,683.0485,-3588.1551,-6171.2034,321.2948,1797.5236,2057.9806,-2570.2532,-3957.5882,2613.6602,-2711.9211,3677.8226,6633.8617,2497.3964,-4004.1171,-2079.2884,6327.8682,5201.3444,-4295.2778,4045.2109,6258.5321,5746.5366,-3322.0660,-3580.4817,4602.3419,4867.2005,6720.0340,-808.4880,-2727.8594,6554.6047,-2586.3946,1261.3119,4997.5765,-612.8441,5654.6359,-4655.9376,5203.6586,0.0000,-2324.0181,3846.7559,82.0323,-4316.8344,3380.6943,2660.7311,-2445.3349,203.1175,-574.7794,-1897.6169,4435.7366,-5311.3310,-6100.6475,-2973.1324,-989.3811,-4186.9711,6114.9353,-4726.0908,-1077.1363,1950.7968,-3117.8358,-6363.3614,-3305.4736,3263.2023,2266.5996,-2118.0297,-2458.3390,-187.9458,-1535.8065,6681.9350,-3590.2525,4603.0697,-4180.7241,-2028.6634,2114.0382,-6597.6989,702.4235,0.0000,4141.8451,3685.2246,5950.3524,-6868.2017,-3658.2515,6066.1831,-3304.3902,970.0376,17.6318,-2588.8227,-1761.8739,-2383.2634,-4155.3117,-6226.6355,-4197.5123,2567.2807,2290.8181,-3228.2455,-5882.6967,2467.3265,4475.9224,-1160.7628,5041.3710,6603.1035,5048.1615,206292.5798,188105.5732,206438.4557,206267.8925,204565.3263,204221.6292,197358.7761,200827.4941,330712634.6919,330681002.7048,330694207.3207,330699340.1835,201017.3729,330695272.1726,3102.6804,5337.0955,1188.0032,-4961.3961,-4087.1999,-5017.1323,-1249.0369,-5311.4204,-5487.9791,3565.8957,-3665.5258,-1925.6715,-6465.8933,4632.6483,94.2152,-2204.9714,1783.4596,-5105.2470,-4744.4429,-2433.7339,672.2771,2054.0885,-2822.6226,-4242.2440,4435.5188,-298.6097,-5538.3400,-4381.9154,2279.5840,-4641.1791,-5443.0373,-4736.4757,3437.6360,2150.2084,-1672.7005,-4382.2598,0.0000,6193.9676,4566.1675,-6657.1833,5367.6957,4480.2666,5322.0440,-4215.8292,4344.7218,5341.0043,-2417.2178,-4478.3950,-421.3037,-1675.6448,3006.7700,-6868.9080,-5416.3360,1248.0930,2330.2622,2443.8372,2101.7806,-776.6799,205.1229,1332.5310,4068.5714,4970.6473,-5496.9746,-4196.0220,4469.4281,-3086.3646,-243.4222,4720.5092,-3562.2234,-4350.2967,-1020.4380,3452.1867,-2050.9590,-5076.8286,0.0000,-5508.4751,-5870.1678,2929.6483,-622.3988,-3853.7915,-626.5894,-429.3079,-1549.3256,5460.7013,5474.9839,-3167.3902,-1281.4405,-5479.5901,-2739.4542,1750.7646,3764.9710,6453.3514,-2532.5101,3096.2732,2028.6926,4675.4162,1069.9764,-1042.5426,-2025.7289,1357.7295,-138090.9896,-142380.1529,-140529.2153,-138713.9683,-135884.8499,-145264.1537,-149770.1417,-143096.5456,-55488689.0706,-55509999.2714,-55463008.4127,-55469464.2684,-141514.5795,-55478064.7988,
600.000,-4925.9319,-4416.4385,-4072.3018,5517.5394,5152.4852,4182.7311,-6003.3894,-3434.9612,-1917.8835,-4894.4297,5967.1864,977.7054,1852.2544,-4886.6590,-6359.3212,-525.3897,4665.2778,-369.3832,-765.7996,539.0297,4363.0429,-5752.5334,3559.6028,-915.6564,-796.3577,741.6170,3437.0808,-4910.8573,294.3836,3031.8652,4619.9206,2305.1565,6326.3630,-1591.8986,3939.7675,193.9283,0.0000,1544.8158,-1695.7533,27.7634,-2324.6393,4864.9361,-2256.1432,3272.2247,-5805.9677,-4909.7230,-6719.1716,-392.0567,4445.3852,-3697.8909,-5810.0161,1926.6752,-1885.4026,4015.8123,-5759.7488,6453.0812,5836.9557,5008.3783,-3656.4925,4753.6726,4493.0754,3958.0940,2588.2101,-5645.7710,5747.6955,4633.7810,-451.6620,-4935.6990,-1778.2012,-4506.6740,-6888.4453,-4124.1681,-1052.8774,5472.1165,0.0000,1917.5190,1766.7873,3273.8000,-933.2170,3547.8379,-1911.8434,5257.8387,-5744.5681,4358.4757,1875.1578,4457.9771,-6128.1104,-1295.5634,-2055.4223,-5385.3974,-4697.2070,1128.0247,-5757.5768,-2657.1088,6823.3306,4086.0634,-6868.5353,5172.6636,2066.2838,4973.8622,-313433.7132,-340674.3958,-322768.7586,-323222.3713,-331718.1746,-329671.2637,-325795.9900,-325301.7536,-118433702.7052,-118450226.3836,-118449908.2649,-118438058.7930,-325581.6320,-118431971.1543,1947.6694,-2742.0961,-4984.8142,-1440.9291,-279.4311,-61.1403,-1156.2695,-2332.7695,4284.5625,-887.0827,2484.6473,5883.5106,3198.8548,-2722.4835,-804.3041,6874.9615,3796.2759,-4132.4923,4175.0351,5771.8514,4966.1515,-3871.2488,-4122.3004,5024.9167,6093.4994,6372.6738,-2874.3484,-623.7439,6941.9657,-4339.4937,-764.8969,5446.9682,-2062.6431,5811.3202,-5607.4381,6195.6728,0.0000,-4261.5084,5231.8787,-1066.2798,-4519.8231,1397.6808,4453.6556,-2570.3139,1856.5640,1396.4704,-403.5026,4962.5340,-4835.8438,-4856.2456,-3690.2406,-1913.2907,-3781.0970,5575.5041,-3748.2810,-2392.1851,465.5942,-3949.5409,-5633.2516,-4621.5910,1318.3327,69.9812,-3984.0754,-3376.8274,-1867.9394,-2624.5357,6585.9586,-1939.2079,5052.9309,-2357.5747,-558.1031,2376.9133,-6824.0996,-1051.0471,0.0000,4240.1968,1829.9423,5935.1817,-6416.7444,-5279.7525,6184.9915,-4242.0831,2096.7207,-2088.8188,-4248.4988,-2796.9483,-987.1660,-4680.1604,-6438.9066,-2730.6741,4341.3331,2428.3579,-3861.7847,-4491.8985,1055.4295,3325.7976,41.0483,3592.8129,5735.6683,3712.6337,199870.4259,181002.4880,199550.0110,199345.7957,197743.6365,197359.6765,190606.1668,194111.5388,328207047.6033,328175138.4906,328187964.9177,328193138.4646,194197.0856,328189602.2669,4417.7834,4572.7583,2599.4892,-3900.8793,-4635.7691,-5504.2250,-2933.1844,-5537.5390,-5045.1822,4732.3040,-2506.6779,-3502.6311,-5866.1837,4087.7659,-1734.7338,-441.5808,3380.0850,-5515.1754,-5384.9918,-3606.0781,-1164.5863,-169.0318,-4211.1027,-4688.0157,3133.3310,-2089.5844,-5270.6880,-4611.1374,192.9393,-4295.6183,-4973.7678,-3563.1980,1847.7704,3392.3787,129.5002,-3057.8493,0.0000,5225.8932,4025.2297,-6850.9475,4658.4933,4716.8486,4642.4317,-5597.9002,3014.3058,4621.4714,-968.1108,-4606.8694,1828.3234,-3014.6934,855.6980,-6386.8179,-5392.6974,-568.1944,878.7526,704.3924,3642.2511,-2513.6083,-1598.8166,-233.5884,5059.5551,5278.9993,-5009.8873,-2219.8051,3185.0605,-4402.9106,-2022.5085,4452.4771,-4369.7733,-4715.3484,523.2095,5047.3107,-275.1165,-4089.8385,0.0000,-5088.4082,-6491.9853,1254.1324,-2371.2410,-2764.4970,-2375.8632,1383.0222,-3187.8718,4910.2586,5058.8856,-4465.6601,-2955.0505,-4925.7818,-1028.4876,3356.3070,2643.6497,6393.9200,-339.8085,4406.4925,542.4450,4392.4004,-747.3383,-2484.0783,-3295.2263,3022.2946,-137994.8569,-142319.6402,-140356.8077,-138807.8763,-135730.4116,-144935.4208,-149792.2446,-143171.2248,-55482254.2739,-55503736.7156,-55456899.8638,-55463424.0779,-141435.2374,-55471764.1576,
