sl_100_5400_20280426 Coordinates.csv
2028/04/26 07:47:00.0000 UTC

Generated: Tue Oct  8 21:40:44 2024,
Start: 2028/04/26 07:47:00.00, Stop: 2028/04/26 09:17:00.00,
TIME_UNITS,STARLINK-5167 - X-Coordinate,STARLINK-31573 - X-Coordinate,STARLINK-5209 - X-Coordinate,STARLINK-30323 - X-Coordinate,STARLINK-1992 - X-Coordinate,STARLINK-31089 - X-Coordinate,STARLINK-31986 - X-Coordinate,STARLINK-3109 - X-Coordinate,STARLINK-5553 - X-Coordinate,STARLINK-2026 - X-Coordinate,STARLINK-31420 - X-Coordinate,STARLINK-3971 - X-Coordinate,STARLINK-6094 - X-Coordinate,STARLINK-2580 - X-Coordinate,STARLINK-1908 - X-Coordinate,STARLINK-3253 - X-Coordinate,STARLINK-31685 - X-Coordinate,STARLINK-30488 - X-Coordinate,STARLINK-31354 - X-Coordinate,STARLINK-31710 - X-Coordinate,STARLINK-4616 - X-Coordinate,STARLINK-2745 - X-Coordinate,STARLINK-3400 - X-Coordinate,STARLINK-4296 - X-Coordinate,STARLINK-31869 - X-Coordinate,STARLINK-31574 - X-Coordinate,STARLINK-2420 - X-Coordinate,STARLINK-30259 - X-Coordinate,STARLINK-2502 - X-Coordinate,STARLINK-31932 - X-Coordinate,STARLINK-3644 - X-Coordinate,STARLINK-1588 - X-Coordinate,STARLINK-4700 - X-Coordinate,STARLINK-6107 - X-Coordinate,STARLINK-5866 - X-Coordinate,STARLINK-31115 - X-Coordinate,STARLINK-6355 - X-Coordinate,STARLINK-5427 - X-Coordinate,STARLINK-4038 - X-Coordinate,STARLINK-1319 - X-Coordinate,STARLINK-31163 - X-Coordinate,STARLINK-1737 - X-Coordinate,STARLINK-11203 [DTC] - X-Coordinate,STARLINK-31864 - X-Coordinate,STARLINK-2459 - X-Coordinate,STARLINK-2683 - X-Coordinate,STARLINK-4276 - X-Coordinate,STARLINK-6150 - X-Coordinate,STARLINK-2007 - X-Coordinate,STARLINK-5079 - X-Coordinate,STARLINK-6081 - X-Coordinate,STARLINK-31778 - X-Coordinate,STARLINK-1448 - X-Coordinate,STARLINK-4607 - X-Coordinate,STARLINK-1235 - X-Coordinate,STARLINK-5063 - X-Coordinate,STARLINK-4144 - X-Coordinate,STARLINK-4214 - X-Coordinate,STARLINK-1583 - X-Coordinate,STARLINK-4482 - X-Coordinate,STARLINK-3050 - X-Coordinate,STARLINK-6347 - X-Coordinate,STARLINK-2117 - X-Coordinate,STARLINK-30594 - X-Coordinate,STARLINK-2243 - X-Coordinate,STARLINK-3887 - X-Coordinate,STARLINK-3815 - X-Coordinate,STARLINK-5954 - X-Coordinate,STARLINK-4345 - X-Coordinate,STARLINK-4718 - X-Coordinate,STARLINK-2144 - X-Coordinate,STARLINK-30121 - X-Coordinate,STARLINK-31334 - X-Coordinate,STARLINK-3546 - X-Coordinate,STARLINK-30519 - X-Coordinate,STARLINK-30934 - X-Coordinate,STARLINK-4663 - X-Coordinate,STARLINK-2050 - X-Coordinate,STARLINK-30252 - X-Coordinate,STARLINK-5092 - X-Coordinate,STARLINK-4110 - X-Coordinate,STARLINK-30981 - X-Coordinate,STARLINK-5956 - X-Coordinate,STARLINK-1621 - X-Coordinate,STARLINK-4210 - X-Coordinate,STARLINK-3588 - X-Coordinate,STARLINK-30243 - X-Coordinate,STARLINK-3075 - X-Coordinate,STARLINK-32006 - X-Coordinate,STARLINK-1492 - X-Coordinate,STARLINK-5872 - X-Coordinate,STARLINK-30332 - X-Coordinate,STARLINK-4320 - X-Coordinate,STARLINK-30773 - X-Coordinate,STARLINK-2078 - X-Coordinate,STARLINK-1718 - X-Coordinate,STARLINK-2485 - X-Coordinate,STARLINK-30170 - X-Coordinate,STARLINK-3694 - X-Coordinate,STARLINK-1293 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5167 - Y-Coordinate,STARLINK-31573 - Y-Coordinate,STARLINK-5209 - Y-Coordinate,STARLINK-30323 - Y-Coordinate,STARLINK-1992 - Y-Coordinate,STARLINK-31089 - Y-Coordinate,STARLINK-31986 - Y-Coordinate,STARLINK-3109 - Y-Coordinate,STARLINK-5553 - Y-Coordinate,STARLINK-2026 - Y-Coordinate,STARLINK-31420 - Y-Coordinate,STARLINK-3971 - Y-Coordinate,STARLINK-6094 - Y-Coordinate,STARLINK-2580 - Y-Coordinate,STARLINK-1908 - Y-Coordinate,STARLINK-3253 - Y-Coordinate,STARLINK-31685 - Y-Coordinate,STARLINK-30488 - Y-Coordinate,STARLINK-31354 - Y-Coordinate,STARLINK-31710 - Y-Coordinate,STARLINK-4616 - Y-Coordinate,STARLINK-2745 - Y-Coordinate,STARLINK-3400 - Y-Coordinate,STARLINK-4296 - Y-Coordinate,STARLINK-31869 - Y-Coordinate,STARLINK-31574 - Y-Coordinate,STARLINK-2420 - Y-Coordinate,STARLINK-30259 - Y-Coordinate,STARLINK-2502 - Y-Coordinate,STARLINK-31932 - Y-Coordinate,STARLINK-3644 - Y-Coordinate,STARLINK-1588 - Y-Coordinate,STARLINK-4700 - Y-Coordinate,STARLINK-6107 - Y-Coordinate,STARLINK-5866 - Y-Coordinate,STARLINK-31115 - Y-Coordinate,STARLINK-6355 - Y-Coordinate,STARLINK-5427 - Y-Coordinate,STARLINK-4038 - Y-Coordinate,STARLINK-1319 - Y-Coordinate,STARLINK-31163 - Y-Coordinate,STARLINK-1737 - Y-Coordinate,STARLINK-11203 [DTC] - Y-Coordinate,STARLINK-31864 - Y-Coordinate,STARLINK-2459 - Y-Coordinate,STARLINK-2683 - Y-Coordinate,STARLINK-4276 - Y-Coordinate,STARLINK-6150 - Y-Coordinate,STARLINK-2007 - Y-Coordinate,STARLINK-5079 - Y-Coordinate,STARLINK-6081 - Y-Coordinate,STARLINK-31778 - Y-Coordinate,STARLINK-1448 - Y-Coordinate,STARLINK-4607 - Y-Coordinate,STARLINK-1235 - Y-Coordinate,STARLINK-5063 - Y-Coordinate,STARLINK-4144 - Y-Coordinate,STARLINK-4214 - Y-Coordinate,STARLINK-1583 - Y-Coordinate,STARLINK-4482 - Y-Coordinate,STARLINK-3050 - Y-Coordinate,STARLINK-6347 - Y-Coordinate,STARLINK-2117 - Y-Coordinate,STARLINK-30594 - Y-Coordinate,STARLINK-2243 - Y-Coordinate,STARLINK-3887 - Y-Coordinate,STARLINK-3815 - Y-Coordinate,STARLINK-5954 - Y-Coordinate,STARLINK-4345 - Y-Coordinate,STARLINK-4718 - Y-Coordinate,STARLINK-2144 - Y-Coordinate,STARLINK-30121 - Y-Coordinate,STARLINK-31334 - Y-Coordinate,STARLINK-3546 - Y-Coordinate,STARLINK-30519 - Y-Coordinate,STARLINK-30934 - Y-Coordinate,STARLINK-4663 - Y-Coordinate,STARLINK-2050 - Y-Coordinate,STARLINK-30252 - Y-Coordinate,STARLINK-5092 - Y-Coordinate,STARLINK-4110 - Y-Coordinate,STARLINK-30981 - Y-Coordinate,STARLINK-5956 - Y-Coordinate,STARLINK-1621 - Y-Coordinate,STARLINK-4210 - Y-Coordinate,STARLINK-3588 - Y-Coordinate,STARLINK-30243 - Y-Coordinate,STARLINK-3075 - Y-Coordinate,STARLINK-32006 - Y-Coordinate,STARLINK-1492 - Y-Coordinate,STARLINK-5872 - Y-Coordinate,STARLINK-30332 - Y-Coordinate,STARLINK-4320 - Y-Coordinate,STARLINK-30773 - Y-Coordinate,STARLINK-2078 - Y-Coordinate,STARLINK-1718 - Y-Coordinate,STARLINK-2485 - Y-Coordinate,STARLINK-30170 - Y-Coordinate,STARLINK-3694 - Y-Coordinate,STARLINK-1293 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5167 - Z-Coordinate,STARLINK-31573 - Z-Coordinate,STARLINK-5209 - Z-Coordinate,STARLINK-30323 - Z-Coordinate,STARLINK-1992 - Z-Coordinate,STARLINK-31089 - Z-Coordinate,STARLINK-31986 - Z-Coordinate,STARLINK-3109 - Z-Coordinate,STARLINK-5553 - Z-Coordinate,STARLINK-2026 - Z-Coordinate,STARLINK-31420 - Z-Coordinate,STARLINK-3971 - Z-Coordinate,STARLINK-6094 - Z-Coordinate,STARLINK-2580 - Z-Coordinate,STARLINK-1908 - Z-Coordinate,STARLINK-3253 - Z-Coordinate,STARLINK-31685 - Z-Coordinate,STARLINK-30488 - Z-Coordinate,STARLINK-31354 - Z-Coordinate,STARLINK-31710 - Z-Coordinate,STARLINK-4616 - Z-Coordinate,STARLINK-2745 - Z-Coordinate,STARLINK-3400 - Z-Coordinate,STARLINK-4296 - Z-Coordinate,STARLINK-31869 - Z-Coordinate,STARLINK-31574 - Z-Coordinate,STARLINK-2420 - Z-Coordinate,STARLINK-30259 - Z-Coordinate,STARLINK-2502 - Z-Coordinate,STARLINK-31932 - Z-Coordinate,STARLINK-3644 - Z-Coordinate,STARLINK-1588 - Z-Coordinate,STARLINK-4700 - Z-Coordinate,STARLINK-6107 - Z-Coordinate,STARLINK-5866 - Z-Coordinate,STARLINK-31115 - Z-Coordinate,STARLINK-6355 - Z-Coordinate,STARLINK-5427 - Z-Coordinate,STARLINK-4038 - Z-Coordinate,STARLINK-1319 - Z-Coordinate,STARLINK-31163 - Z-Coordinate,STARLINK-1737 - Z-Coordinate,STARLINK-11203 [DTC] - Z-Coordinate,STARLINK-31864 - Z-Coordinate,STARLINK-2459 - Z-Coordinate,STARLINK-2683 - Z-Coordinate,STARLINK-4276 - Z-Coordinate,STARLINK-6150 - Z-Coordinate,STARLINK-2007 - Z-Coordinate,STARLINK-5079 - Z-Coordinate,STARLINK-6081 - Z-Coordinate,STARLINK-31778 - Z-Coordinate,STARLINK-1448 - Z-Coordinate,STARLINK-4607 - Z-Coordinate,STARLINK-1235 - Z-Coordinate,STARLINK-5063 - Z-Coordinate,STARLINK-4144 - Z-Coordinate,STARLINK-4214 - Z-Coordinate,STARLINK-1583 - Z-Coordinate,STARLINK-4482 - Z-Coordinate,STARLINK-3050 - Z-Coordinate,STARLINK-6347 - Z-Coordinate,STARLINK-2117 - Z-Coordinate,STARLINK-30594 - Z-Coordinate,STARLINK-2243 - Z-Coordinate,STARLINK-3887 - Z-Coordinate,STARLINK-3815 - Z-Coordinate,STARLINK-5954 - Z-Coordinate,STARLINK-4345 - Z-Coordinate,STARLINK-4718 - Z-Coordinate,STARLINK-2144 - Z-Coordinate,STARLINK-30121 - Z-Coordinate,STARLINK-31334 - Z-Coordinate,STARLINK-3546 - Z-Coordinate,STARLINK-30519 - Z-Coordinate,STARLINK-30934 - Z-Coordinate,STARLINK-4663 - Z-Coordinate,STARLINK-2050 - Z-Coordinate,STARLINK-30252 - Z-Coordinate,STARLINK-5092 - Z-Coordinate,STARLINK-4110 - Z-Coordinate,STARLINK-30981 - Z-Coordinate,STARLINK-5956 - Z-Coordinate,STARLINK-1621 - Z-Coordinate,STARLINK-4210 - Z-Coordinate,STARLINK-3588 - Z-Coordinate,STARLINK-30243 - Z-Coordinate,STARLINK-3075 - Z-Coordinate,STARLINK-32006 - Z-Coordinate,STARLINK-1492 - Z-Coordinate,STARLINK-5872 - Z-Coordinate,STARLINK-30332 - Z-Coordinate,STARLINK-4320 - Z-Coordinate,STARLINK-30773 - Z-Coordinate,STARLINK-2078 - Z-Coordinate,STARLINK-1718 - Z-Coordinate,STARLINK-2485 - Z-Coordinate,STARLINK-30170 - Z-Coordinate,STARLINK-3694 - Z-Coordinate,STARLINK-1293 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3890.7754,170.6057,-757.7374,2709.6971,-510.8091,-3462.7278,-3374.8759,-4731.4283,5108.3714,0.0000,1725.2603,479.8892,-901.0427,-2564.8366,3142.3319,-3558.0108,-3690.4562,4477.4045,5369.6898,4256.4204,-5693.3299,4868.9625,1524.8059,4300.2122,-3937.2136,3645.2053,6279.2305,3054.4791,5199.0062,0.0000,-3124.6187,2817.7457,-6699.1137,5769.2141,-2314.9272,-1580.5217,-1151.2622,6195.1399,-2457.5933,1291.4330,2174.3536,-209.0274,0.0000,668.6976,6090.5456,-3505.4415,5092.3556,2748.9130,0.0000,4961.3049,-38.4231,6310.3195,-4832.7149,-5397.3553,0.0000,3744.3253,3387.0428,-6066.8189,1552.0169,-5726.3293,-4490.3402,-2809.0278,576.6754,-1497.2406,1247.8633,5409.5939,-4457.1055,-829.9857,-4872.0108,2453.0173,-262.8229,5131.0551,-4418.9100,-4684.5600,-4957.9224,1963.0378,-6417.4937,4962.1518,5336.0093,-1288.8841,2999.4109,-3683.2335,4397.8015,3896.7675,1827.1095,3319.2532,-4528.8780,5969.3221,-3425.1789,0.0000,215.0871,-6762.6198,5475.7059,-5900.9801,-2578.9731,2991.4629,-3613.2281,6558.3505,3247.9977,3977.3853,-73230.1574,-70996.8294,-70342.0076,-70661.3365,-72982.4506,-71705.3313,-63807.2665,-67336.7085,-201441399.6027,-201462189.8720,-201452688.4177,-201462628.3668,-67000.1711,-201455623.1068,2356.7480,5037.9243,5659.1483,4471.4867,-4267.2786,-3671.7308,2492.0441,-2449.5398,2530.2955,0.0000,4157.3192,4738.5404,-6792.2893,-5985.1170,3167.3853,-2690.8962,-3445.2467,2363.6232,4170.8479,695.2813,-3663.1883,1421.5370,-6390.5913,3202.0817,-1132.9520,5177.0747,1189.4947,5784.1540,-3981.4321,0.0000,-5931.1437,-4119.1801,1663.0320,-1578.5393,4741.5520,5076.0145,-6181.6725,1145.2554,4807.6081,-6532.9472,-4564.3895,-4347.4681,0.0000,-5747.6552,2246.9335,2899.2423,-1664.8914,4557.9603,0.0000,4078.7758,-6799.8810,-718.7105,-3264.6605,513.5971,0.0000,-4342.6512,-2476.4103,-2328.3426,4915.5683,2505.7654,-560.6007,4298.1445,-5980.7407,3931.4761,5848.0356,-490.9461,-2738.7293,-1583.0397,-2222.1904,-4812.2191,-5661.7944,3090.0675,-2388.3071,3509.0581,-4085.9962,-3648.4093,1242.1948,-543.7033,3229.0779,5925.4352,-4580.5585,-4579.5824,-2590.3235,-3177.3205,4625.9407,5676.4757,-3859.1869,2146.8086,4075.0237,0.0000,-5833.9254,-669.5493,2167.0074,2144.0539,5762.7938,-2921.2432,2915.9576,-1679.6712,-2633.4397,-1810.8267,368648.7703,339126.8574,356238.1485,355714.9799,347430.8566,348974.4677,349317.5963,350539.8085,291494176.8693,291495877.2508,291465868.9918,291487859.2304,351193.0402,291485661.5953,-5193.5388,4565.3438,3860.7896,-4560.8743,-5345.7924,4693.9528,-5452.7170,-4461.7754,-3964.6643,0.0000,5101.1091,5019.9159,1059.6963,-2221.4766,-4883.2952,-5302.9063,-4439.7800,4714.8221,-853.2280,5196.1056,-1221.7699,-4683.3407,973.2880,-4322.4958,5450.9775,-2529.4021,-2606.1990,2259.1570,2176.8889,0.0000,1568.0557,-4709.1490,-364.5677,-3488.8911,-4496.5336,4428.1672,-2875.9518,-2856.7870,4298.7687,1742.5606,4647.0059,5281.9415,0.0000,3691.4716,1895.7544,5166.9569,-4360.2671,4415.1108,0.0000,2552.1459,-1410.3871,-2479.1206,3694.5249,-4310.0530,0.0000,-3757.1808,-5499.8107,-2380.2685,4206.3667,-2936.3830,-5295.2343,4645.3175,3367.7147,-5415.0485,-2976.5564,4224.2053,-4067.9176,-6711.0825,-4417.9757,-4056.9751,3796.4343,3463.5636,-4677.4730,-3643.7211,-2344.3719,-5438.9519,-2273.2351,4729.6581,-3040.0054,3330.3448,-4206.6033,3662.9880,4652.9683,-4420.8773,-4826.2644,2058.3409,3521.0525,2753.2905,-4338.7680,0.0000,3722.3665,1218.9377,3635.8698,2721.1969,-2611.2174,-5479.1451,-4972.9523,-1475.2400,5484.0174,-5383.3504,156218.4330,150434.0046,153909.1899,155616.1612,158452.2930,149060.8728,144638.1193,151222.4221,66259955.6271,66231051.8555,66234002.0590,66257483.0027,152856.5320,66248015.6686,
300.000,-3320.7393,2284.2714,901.0054,4525.9809,-2489.4162,-4814.6025,-2233.1962,-3781.7245,5728.9889,0.0000,3186.4453,2233.2429,-2330.2885,-3412.2274,3832.1796,-4110.3532,-4701.5754,5308.3851,5669.6067,3796.3517,-6328.6520,5958.6401,163.4599,5766.3033,-4457.3378,5090.9997,5587.5009,4109.6153,3718.1032,0.0000,-4244.9460,735.9362,-6166.4485,5613.1780,-565.0181,279.0089,-2825.4071,6740.3743,-1341.7535,-100.4842,234.3674,-2216.9751,0.0000,-714.0465,5749.6183,-2656.3399,5208.8408,4572.3713,0.0000,6029.4708,-1557.8958,6312.3919,-6112.5019,-5885.8608,0.0000,1858.5130,1764.8089,-5684.2744,2796.4519,-4245.3381,-2988.8098,-788.2535,-770.8800,676.3525,2409.5529,4110.9585,-5829.5362,1100.9506,-5657.5023,1345.7387,-1737.8467,6308.4930,-5270.5492,-4264.5669,-6104.5169,118.9880,-6416.9603,3677.1709,6437.8328,-726.3013,2044.0977,-5284.9116,2943.6491,3322.6579,3678.6387,3995.0953,-5918.9622,6758.8468,-2610.1183,0.0000,-1577.0672,-6846.3770,6071.8815,-5788.3582,-1511.4216,1203.2038,-1641.5067,5555.3501,1584.2832,3439.7704,-81045.1686,-78154.8740,-77600.6938,-77936.4298,-80364.8711,-79042.4742,-71243.3672,-74936.4866,-207756366.5826,-207777420.7344,-207767117.3045,-207777587.1976,-74367.8402,-207770586.5392,4260.4245,4973.1352,4726.8261,3512.1002,-3345.0323,-1993.3808,4271.2498,-930.6466,3404.1945,0.0000,2551.4152,3542.6595,-6034.7235,-4660.7627,1088.6136,-602.7271,-1505.2910,393.6151,2857.6245,-1453.8901,-2625.0171,-37.4693,-6060.5875,2308.9761,965.0447,4398.8938,-299.5871,4345.6177,-4477.6813,0.0000,-5417.9991,-4210.1551,2763.4302,-3355.2282,5779.2753,5863.4834,-6125.9644,-434.6628,6100.9334,-6011.6419,-5424.8692,-3489.7121,0.0000,-6478.4984,745.2050,4701.7457,-3382.2599,3696.9815,0.0000,3280.8332,-6764.9945,-2353.8048,-2375.0697,2144.2361,0.0000,-4463.1304,-3923.8204,-785.3410,3284.6926,3348.7760,745.6338,5053.1404,-6614.9548,4164.2696,4504.0691,-1987.6736,-1705.2536,-379.3578,-3159.2093,-6075.7268,-4443.0974,1753.4073,-419.4016,4993.1211,-2949.8960,-4721.0200,2534.9249,-2186.2390,1938.3935,6750.4863,-5962.7255,-3711.8351,-4187.8911,-4890.9168,4572.6542,4294.5908,-2724.8244,1034.4024,5599.2748,0.0000,-6228.3301,846.1986,2937.8029,3511.7088,6602.0626,-4161.7283,3771.4252,-3011.5122,-4038.5647,-3793.6266,366972.4513,337680.0609,354765.6319,354148.3464,345880.2749,347421.9970,347806.1153,348663.8711,287025807.8347,287027715.9548,286997912.7345,287018892.6412,349669.7567,287017371.3832,-4298.5094,4038.7738,4932.4198,-3913.5008,-5446.0882,4511.7160,-4909.7870,-5756.3905,-1945.0249,0.0000,5441.3405,5507.9978,2488.7035,-3739.5854,-5280.5634,-5546.1265,-4564.0868,4419.9316,-2582.4989,5391.4017,597.0370,-3484.6088,2705.9349,-2972.0741,5070.0622,-1098.3306,-4042.3558,3476.9345,3703.0262,0.0000,-238.8740,-5368.3924,1444.0704,-2273.9108,-3786.3834,3664.8285,-1511.3222,-1488.4563,2940.0436,3346.7245,4205.2008,5454.1234,0.0000,2158.4763,3477.2209,4272.3074,-3021.5270,3642.3980,0.0000,824.4759,119.1990,-1040.1142,2166.5099,-2952.0819,0.0000,-4860.8860,-5416.3411,-3870.1728,5063.0997,-4296.9961,-6247.5314,4667.4722,1768.0552,-5406.1400,-4305.1574,5145.7244,-2648.2142,-6846.3667,-2486.6932,-2625.7386,4873.4987,2241.8262,-4376.2031,-2097.5139,-887.7222,-4944.2302,-516.7316,5382.4484,-1709.9002,1347.5946,-2815.4042,2504.4567,4636.4271,-3138.7836,-3684.6122,3611.3185,2316.8100,1050.8856,-2998.4790,0.0000,2584.9112,-322.5458,1562.8147,1008.9986,-886.2585,-5360.4043,-5419.6477,-2845.2733,5361.2919,-4674.2937,156260.1095,150490.9501,154055.7407,155500.3196,158580.9270,149362.8859,144590.5848,151529.3571,66265986.0604,66237440.1443,66239756.4658,66263412.6301,152911.2796,66253986.0732,
600.000,-2467.8229,4154.4177,2512.8958,5911.3944,-4242.3230,-5723.9229,-918.2121,-2504.1370,5712.2518,0.0000,4365.7001,3807.6417,-3557.5982,-3957.5413,4149.7969,-4319.0637,-5254.3487,5659.3323,5410.3857,2992.2751,-6325.8185,6470.2208,-1246.6992,6650.5538,-4570.3777,6011.0589,4360.3649,4797.8366,1849.2483,0.0000,-4939.1343,-1430.3392,-5013.9352,4928.3681,1211.1862,2086.2220,-4211.8547,6631.5965,-124.9224,-1517.2508,-1704.6319,-4025.0010,0.0000,-2000.8971,4818.9721,-1588.2739,4832.9367,5951.7210,0.0000,6492.8252,-2928.1630,5674.4068,-6778.5769,-5813.0063,0.0000,-234.5983,10.1534,-4765.2565,3785.1238,-2339.3559,-1232.4308,1293.2053,-2021.6325,2773.6415,3355.6176,2428.7036,-6542.7842,2860.7801,-5809.5075,125.1028,-3082.2167,6873.5631,-5632.5147,-3437.1149,-6630.6048,-1700.8898,-5780.6148,2060.9088,6916.5849,-106.9863,916.2843,-6368.7346,1235.3317,2420.3196,5150.3155,4308.6202,-6730.1505,6875.4677,-1563.9461,0.0000,-3196.7016,-6257.9236,5992.7457,-5087.9207,-297.6078,-668.5544,483.9455,4013.7836,-196.2948,2616.0580,-88821.4834,-85282.9245,-84822.4537,-85170.4679,-87710.9442,-86337.8712,-78645.7836,-82445.4568,-213972259.0642,-213993586.6019,-213982489.8081,-213993432.8182,-81701.0240,-213986479.2945,5737.3203,4436.7468,3355.7660,2250.7638,-2138.6023,-149.3759,5640.8906,734.8593,3930.7819,0.0000,717.2739,2042.0971,-4693.3983,-2860.8153,-1100.3815,1532.7202,575.3506,-1592.5346,1230.9970,-3464.1169,-1314.6908,-1457.3562,-5059.9456,1216.9729,2941.7266,3180.5089,-1798.4936,2480.8013,-4564.6655,0.0000,-4356.6497,-3934.1526,3603.8847,-4792.1669,6280.3737,6105.1848,-5480.2547,-1958.4415,6788.9477,-4898.8674,-5778.1467,-2331.3169,0.0000,-6558.7456,-869.6134,6037.0798,-4741.8072,2510.7959,0.0000,2164.4970,-6076.8198,-3739.4652,-1272.6534,3537.1229,0.0000,-4181.4328,-5026.5625,869.9760,1309.6048,3906.5409,2045.3829,5359.9007,-6589.6230,4034.7210,2673.2648,-3334.0829,-510.3537,944.9569,-3782.0384,-6692.4715,-2791.4557,267.5056,1568.7700,5964.4428,-1523.4847,-5352.1300,3570.2711,-3654.8322,476.5947,6880.0605,-6748.7490,-2507.2921,-5405.4155,-6060.7468,4105.8512,2469.4231,-1346.8244,-168.9269,6552.0894,0.0000,-6033.2939,2281.9493,3406.2912,4509.1526,6757.1824,-5033.5201,4294.0775,-4078.6732,-5084.4218,-5403.9037,365129.3002,336084.6315,353136.1828,352425.5923,344175.0182,345719.4531,346137.3383,346699.4168,282420651.8110,282422756.1300,282393188.2941,282413137.2450,347991.9834,282412294.0311,-2938.3418,3055.3125,5467.8720,-2848.6881,-4946.6420,3839.1657,-3830.6263,-6441.6791,281.9582,0.0000,5167.4155,5405.0746,3651.1487,-4848.9169,-5032.1188,-5196.8605,-4154.4847,3649.9850,-4025.8737,4964.7148,2350.3232,-1908.4203,4109.9372,-1297.2075,4120.8194,456.3975,-5040.8971,4320.5396,4827.3203,0.0000,-2019.7372,-5437.1290,3096.5171,-814.5704,-2671.3194,2507.5003,16.4867,40.3732,1262.8268,4584.8930,3301.2617,5021.8069,0.0000,387.6248,4658.1270,2911.8491,-1355.8946,2477.5171,0.0000,-992.2600,1636.0512,516.0180,403.8973,-1277.2311,0.0000,-5428.0938,-4751.0935,-4944.3333,5309.9831,-5193.2879,-6543.4008,4189.2216,-24.4205,-4801.4137,-5121.0371,5505.3464,-904.8646,-6256.6204,-290.2183,-891.0122,5404.3199,778.8559,-3593.1596,-322.9397,667.9581,-3899.4366,1295.4229,5446.6454,-197.0768,-780.1874,-1119.1624,1077.1714,4119.0708,-1484.6114,-2148.4532,4770.6461,862.7297,-764.8232,-1328.1684,0.0000,1169.9184,-1829.1014,-678.2530,-815.4685,937.8715,-4659.6276,-5255.1152,-3910.5164,4657.5754,-3466.1479,156301.4710,150548.3104,154200.0185,155379.7824,158706.1261,149671.1113,144547.8588,151939.8772,66272010.9034,66243835.4842,66245514.5045,66269320.2177,152965.9332,66259956.3136,
